GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,OJFE001,OJFE002,OJFE003,OJFE004,OJFE005,OJFE006,OJFE007,OJFE008,OJFE009,OJFE010,NAME_M,OJFM001,OJFM002,OJFM003,OJFM004,OJFM005,OJFM006,OJFM007,OJFM008,OJFM009,OJFM010
"G2400010","2012","MD",,,"Maryland","24","Allegany County","001",,,,,,,,,,,,,,,,,,"05000US24001","Allegany County, Maryland",74012,65859,6471,144,705,61,0,772,95,677,"Allegany County, Maryland",0,196,451,106,138,112,190,455,117,461
"G2400030","2012","MD",,,"Maryland","24","Anne Arundel County","003",,,,,,,,,,,,,,,,,,"05000US24003","Anne Arundel County, Maryland",550488,410195,84053,2321,19654,244,14659,19362,943,18419,"Anne Arundel County, Maryland",0,3485,3005,1221,983,269,4204,3731,489,3623
"G2400050","2012","MD",,,"Maryland","24","Baltimore County","005",,,,,,,,,,,,,,,,,,"05000US24005","Baltimore County, Maryland",817455,526089,216169,1813,43985,527,7620,21252,2227,19025,"Baltimore County, Maryland",0,2985,3286,465,1696,408,2461,3647,893,3386
"G2400090","2012","MD",,,"Maryland","24","Calvert County","009",,,,,,,,,,,,,,,,,,"05000US24009","Calvert County, Maryland",89628,73555,11670,0,679,0,421,3303,0,3303,"Calvert County, Maryland",0,590,900,190,361,190,590,937,190,937
"G2400130","2012","MD",,,"Maryland","24","Carroll County","013",,,,,,,,,,,,,,,,,,"05000US24013","Carroll County, Maryland",167217,155586,5567,270,2781,0,391,2622,416,2206,"Carroll County, Maryland",0,675,642,177,442,190,399,881,474,761
"G2400150","2012","MD",,,"Maryland","24","Cecil County","015",,,,,,,,,,,,,,,,,,"05000US24015","Cecil County, Maryland",101696,89663,7046,183,937,0,1413,2454,153,2301,"Cecil County, Maryland",0,1584,278,196,433,190,1505,795,249,788
"G2400170","2012","MD",,,"Maryland","24","Charles County","017",,,,,,,,,,,,,,,,,,"05000US24017","Charles County, Maryland",150592,75622,62131,1564,5435,0,979,4861,41,4820,"Charles County, Maryland",0,1006,1642,383,407,190,708,1481,94,1477
"G2400210","2012","MD",,,"Maryland","24","Frederick County","021",,,,,,,,,,,,,,,,,,"05000US24021","Frederick County, Maryland",239582,195520,20327,942,7688,367,4873,9865,833,9032,"Frederick County, Maryland",0,2472,1051,255,1637,303,2501,2185,521,2106
"G2400250","2012","MD",,,"Maryland","24","Harford County","025",,,,,,,,,,,,,,,,,,"05000US24025","Harford County, Maryland",248622,200409,33402,389,6845,0,2667,4910,628,4282,"Harford County, Maryland",0,1398,1080,343,631,190,1242,1392,548,1225
"G2400270","2012","MD",,,"Maryland","24","Howard County","027",,,,,,,,,,,,,,,,,,"05000US24027","Howard County, Maryland",299430,182385,53957,498,43997,595,7151,10847,836,10011,"Howard County, Maryland",0,2310,1727,440,1758,816,3052,2177,460,2044
"G2400310","2012","MD",,,"Maryland","24","Montgomery County","031",,,,,,,,,,,,,,,,,,"05000US24031","Montgomery County, Maryland",1004709,570325,171730,3378,143858,412,71497,43509,9724,33785,"Montgomery County, Maryland",0,7692,3353,919,2068,503,8589,4599,2221,4151
"G2400330","2012","MD",,,"Maryland","24","Prince George's County","033",,,,,,,,,,,,,,,,,,"05000US24033","Prince George's County, Maryland",881138,179412,559417,2752,37020,177,76777,25583,4079,21504,"Prince George's County, Maryland",0,5561,4062,1232,1230,185,5491,3739,1339,3606
"G2400370","2012","MD",,,"Maryland","24","St. Mary's County","037",,,,,,,,,,,,,,,,,,"05000US24037","St. Mary's County, Maryland",108987,86434,13967,204,2548,71,466,5297,545,4752,"St. Mary's County, Maryland",0,693,1205,200,534,91,441,1313,800,1156
"G2400430","2012","MD",,,"Maryland","24","Washington County","043",,,,,,,,,,,,,,,,,,"05000US24043","Washington County, Maryland",149180,125708,13802,255,2358,83,1234,5740,440,5300,"Washington County, Maryland",0,856,1356,267,380,113,937,1356,307,1375
"G2400450","2012","MD",,,"Maryland","24","Wicomico County","045",,,,,,,,,,,,,,,,,,"05000US24045","Wicomico County, Maryland",100647,68035,22452,174,2825,0,2234,4927,506,4421,"Wicomico County, Maryland",0,1534,1581,226,340,190,1799,1739,545,1632
"G2405100","2012","MD",,,"Maryland","24","Baltimore city","510",,,,,,,,,,,,,,,,,,"05000US24510","Baltimore city, Maryland",621342,187742,394998,1862,15757,46,8937,12000,901,11099,"Baltimore city, Maryland",0,2556,2746,768,631,76,2302,2163,498,2119
"G2500010","2012","MA",,,"Massachusetts","25","Barnstable County","001",,,,,,,,,,,,,,,,,,"05000US25001","Barnstable County, Massachusetts",215423,199932,4976,765,2912,34,3118,3686,254,3432,"Barnstable County, Massachusetts",0,1227,836,527,472,65,1226,995,186,982
"G2500030","2012","MA",,,"Massachusetts","25","Berkshire County","003",,,,,,,,,,,,,,,,,,"05000US25003","Berkshire County, Massachusetts",130016,119899,3024,272,2058,0,1482,3281,574,2707,"Berkshire County, Massachusetts",0,723,604,238,234,195,629,872,386,753
"G2500050","2012","MA",,,"Massachusetts","25","Bristol County","005",,,,,,,,,,,,,,,,,,"05000US25005","Bristol County, Massachusetts",551082,488242,20182,1211,11314,0,16145,13988,2904,11084,"Bristol County, Massachusetts",0,3430,1392,804,1051,195,3155,2073,1087,1677
"G2500090","2012","MA",,,"Massachusetts","25","Essex County","009",,,,,,,,,,,,,,,,,,"05000US25009","Essex County, Massachusetts",755618,603897,33347,907,24110,134,77806,15417,4676,10741,"Essex County, Massachusetts",0,4366,3184,444,1292,176,5060,2327,1457,1841
"G2500110","2012","MA",,,"Massachusetts","25","Franklin County","011",,,,,,,,,,,,,,,,,,"05000US25011","Franklin County, Massachusetts",71540,67440,395,216,1089,0,632,1768,52,1716,"Franklin County, Massachusetts",0,407,335,198,355,195,626,491,84,488
"G2500130","2012","MA",,,"Massachusetts","25","Hampden County","013",,,,,,,,,,,,,,,,,,"05000US25013","Hampden County, Massachusetts",465923,365362,39992,1369,10136,0,39504,9560,3002,6558,"Hampden County, Massachusetts",0,5264,1771,1128,535,195,4851,2019,1485,1223
"G2500150","2012","MA",,,"Massachusetts","25","Hampshire County","015",,,,,,,,,,,,,,,,,,"05000US25015","Hampshire County, Massachusetts",159795,143516,4090,214,7088,309,977,3601,246,3355,"Hampshire County, Massachusetts",0,886,474,179,790,536,818,1123,247,1100
"G2500170","2012","MA",,,"Massachusetts","25","Middlesex County","017",,,,,,,,,,,,,,,,,,"05000US25017","Middlesex County, Massachusetts",1537215,1225992,74525,2040,153632,182,38897,41947,6848,35099,"Middlesex County, Massachusetts",0,5132,3104,921,2569,182,5474,4679,1657,4121
"G2500210","2012","MA",,,"Massachusetts","25","Norfolk County","021",,,,,,,,,,,,,,,,,,"05000US25021","Norfolk County, Massachusetts",681845,555261,42803,652,63874,0,7871,11384,980,10404,"Norfolk County, Massachusetts",0,2325,1885,279,1473,195,2314,1845,576,1805
"G2500230","2012","MA",,,"Massachusetts","25","Plymouth County","023",,,,,,,,,,,,,,,,,,"05000US25023","Plymouth County, Massachusetts",499759,427752,43892,975,6781,85,9687,10587,3185,7402,"Plymouth County, Massachusetts",0,3361,1953,578,778,143,2858,1933,1174,1589
"G2500250","2012","MA",,,"Massachusetts","25","Suffolk County","025",,,,,,,,,,,,,,,,,,"05000US25025","Suffolk County, Massachusetts",744426,416646,169579,2422,63030,0,47897,44852,8130,36722,"Suffolk County, Massachusetts",0,5164,4215,1301,1684,195,6139,5355,2186,4837
"G2500270","2012","MA",,,"Massachusetts","25","Worcester County","027",,,,,,,,,,,,,,,,,,"05000US25027","Worcester County, Massachusetts",806163,685811,35800,2026,35063,156,24921,22386,4476,17910,"Worcester County, Massachusetts",0,4316,2119,602,1550,196,4656,4133,1718,3562
"G2600050","2012","MI",,,"Michigan","26","Allegan County","005",,,,,,,,,,,,,,,,,,"05000US26005","Allegan County, Michigan",112039,105368,1450,588,975,0,1486,2172,464,1708,"Allegan County, Michigan",0,770,329,257,161,161,553,641,336,594
"G2600170","2012","MI",,,"Michigan","26","Bay County","017",,,,,,,,,,,,,,,,,,"05000US26017","Bay County, Michigan",106935,101403,1346,452,416,58,611,2649,134,2515,"Bay County, Michigan",0,520,382,310,226,88,371,565,151,556
"G2600210","2012","MI",,,"Michigan","26","Berrien County","021",,,,,,,,,,,,,,,,,,"05000US26021","Berrien County, Michigan",156067,121192,23842,608,2492,36,4074,3823,276,3547,"Berrien County, Michigan",0,1295,908,368,351,71,1355,961,270,902
"G2600250","2012","MI",,,"Michigan","26","Calhoun County","025",,,,,,,,,,,,,,,,,,"05000US26025","Calhoun County, Michigan",135099,112473,14996,1022,2289,0,1017,3302,17,3285,"Calhoun County, Michigan",0,630,1023,365,423,161,547,1175,30,1180
"G2600370","2012","MI",,,"Michigan","26","Clinton County","037",,,,,,,,,,,,,,,,,,"05000US26037","Clinton County, Michigan",76001,71480,1219,85,724,0,310,2183,100,2083,"Clinton County, Michigan",0,365,354,122,216,161,287,508,112,467
"G2600450","2012","MI",,,"Michigan","26","Eaton County","045",,,,,,,,,,,,,,,,,,"05000US26045","Eaton County, Michigan",108008,95528,6075,210,1413,0,818,3964,85,3879,"Eaton County, Michigan",0,723,624,181,595,161,715,869,140,905
"G2600490","2012","MI",,,"Michigan","26","Genesee County","049",,,,,,,,,,,,,,,,,,"05000US26049","Genesee County, Michigan",418408,312523,87559,2375,3500,0,2319,10132,634,9498,"Genesee County, Michigan",0,1331,1880,903,977,161,1115,2467,247,2444
"G2600550","2012","MI",,,"Michigan","26","Grand Traverse County","055",,,,,,,,,,,,,,,,,,"05000US26055","Grand Traverse County, Michigan",89112,83945,970,1384,704,0,712,1397,72,1325,"Grand Traverse County, Michigan",0,591,479,1067,223,161,564,1043,101,1040
"G2600650","2012","MI",,,"Michigan","26","Ingham County","065",,,,,,,,,,,,,,,,,,"05000US26065","Ingham County, Michigan",281723,216270,32054,1249,14758,140,3281,13971,1053,12918,"Ingham County, Michigan",0,1688,1747,621,968,221,1041,2175,577,2163
"G2600730","2012","MI",,,"Michigan","26","Isabella County","073",,,,,,,,,,,,,,,,,,"05000US26073","Isabella County, Michigan",70617,62470,1396,1846,1157,0,192,3556,58,3498,"Isabella County, Michigan",0,604,388,568,222,161,209,747,85,738
"G2600750","2012","MI",,,"Michigan","26","Jackson County","075",,,,,,,,,,,,,,,,,,"05000US26075","Jackson County, Michigan",160309,140079,13842,1118,796,399,815,3260,473,2787,"Jackson County, Michigan",0,666,815,439,811,438,422,1076,300,1037
"G2600770","2012","MI",,,"Michigan","26","Kalamazoo County","077",,,,,,,,,,,,,,,,,,"05000US26077","Kalamazoo County, Michigan",254580,207744,28050,1038,6257,74,2120,9297,558,8739,"Kalamazoo County, Michigan",0,1530,1615,479,558,122,1044,1558,489,1563
"G2600810","2012","MI",,,"Michigan","26","Kent County","081",,,,,,,,,,,,,,,,,,"05000US26081","Kent County, Michigan",614462,507622,59047,2818,13705,0,10829,20441,1941,18500,"Kent County, Michigan",0,3153,2621,1067,1367,161,2295,2963,873,2789
"G2600870","2012","MI",,,"Michigan","26","Lapeer County","087",,,,,,,,,,,,,,,,,,"05000US26087","Lapeer County, Michigan",88173,84654,1055,123,146,0,342,1853,434,1419,"Lapeer County, Michigan",0,449,215,128,284,161,247,454,353,474
"G2600910","2012","MI",,,"Michigan","26","Lenawee County","091",,,,,,,,,,,,,,,,,,"05000US26091","Lenawee County, Michigan",98987,92240,2399,696,321,0,1072,2259,342,1917,"Lenawee County, Michigan",0,738,464,326,282,161,600,728,252,656
"G2600930","2012","MI",,,"Michigan","26","Livingston County","093",,,,,,,,,,,,,,,,,,"05000US26093","Livingston County, Michigan",182838,176763,725,624,1503,37,394,2792,110,2682,"Livingston County, Michigan",0,396,209,277,339,61,283,539,180,519
"G2600990","2012","MI",,,"Michigan","26","Macomb County","099",,,,,,,,,,,,,,,,,,"05000US26099","Macomb County, Michigan",847383,712168,81961,1721,27094,0,5475,18964,1118,17846,"Macomb County, Michigan",0,1869,1769,1003,1452,161,1803,2590,525,2535
"G2601030","2012","MI",,,"Michigan","26","Marquette County","103",,,,,,,,,,,,,,,,,,"05000US26103","Marquette County, Michigan",67906,63510,842,1325,359,0,169,1701,73,1628,"Marquette County, Michigan",0,260,244,431,84,161,136,572,97,561
"G2601110","2012","MI",,,"Michigan","26","Midland County","111",,,,,,,,,,,,,,,,,,"05000US26111","Midland County, Michigan",83822,78993,1147,581,1984,0,191,926,81,845,"Midland County, Michigan",0,328,343,179,214,161,214,561,113,493
"G2601150","2012","MI",,,"Michigan","26","Monroe County","115",,,,,,,,,,,,,,,,,,"05000US26115","Monroe County, Michigan",151048,143721,3716,758,1105,0,55,1693,166,1527,"Monroe County, Michigan",0,344,436,378,194,161,68,677,220,627
"G2601210","2012","MI",,,"Michigan","26","Muskegon County","121",,,,,,,,,,,,,,,,,,"05000US26121","Muskegon County, Michigan",170182,137814,23337,1322,956,261,880,5612,566,5046,"Muskegon County, Michigan",0,1072,1604,506,472,196,484,1506,578,1532
"G2601250","2012","MI",,,"Michigan","26","Oakland County","125",,,,,,,,,,,,,,,,,,"05000US26125","Oakland County, Michigan",1220657,935708,167672,3736,71642,22,9247,32630,3671,28959,"Oakland County, Michigan",0,2134,3842,857,1968,24,2272,4369,1234,4186
"G2601390","2012","MI",,,"Michigan","26","Ottawa County","139",,,,,,,,,,,,,,,,,,"05000US26139","Ottawa County, Michigan",269099,246013,3657,2024,6897,15,5286,5207,468,4739,"Ottawa County, Michigan",0,2101,852,556,860,31,1948,1214,440,1200
"G2601450","2012","MI",,,"Michigan","26","Saginaw County","145",,,,,,,,,,,,,,,,,,"05000US26145","Saginaw County, Michigan",198353,149776,36799,576,2157,282,2929,5834,842,4992,"Saginaw County, Michigan",0,1448,1354,349,507,430,1189,1374,560,1271
"G2601470","2012","MI",,,"Michigan","26","St. Clair County","147",,,,,,,,,,,,,,,,,,"05000US26147","St. Clair County, Michigan",160644,150393,3981,271,1113,0,1677,3209,495,2714,"St. Clair County, Michigan",0,755,931,202,260,161,674,1127,423,1038
"G2601550","2012","MI",,,"Michigan","26","Shiawassee County","155",,,,,,,,,,,,,,,,,,"05000US26155","Shiawassee County, Michigan",69232,67115,548,361,421,0,97,690,91,599,"Shiawassee County, Michigan",0,249,94,272,18,161,172,262,87,248
"G2601590","2012","MI",,,"Michigan","26","Van Buren County","159",,,,,,,,,,,,,,,,,,"05000US26159","Van Buren County, Michigan",75454,67075,3276,582,511,0,2464,1546,212,1334,"Van Buren County, Michigan",0,1221,507,269,154,161,1163,543,197,516
"G2601610","2012","MI",,,"Michigan","26","Washtenaw County","161",,,,,,,,,,,,,,,,,,"05000US26161","Washtenaw County, Michigan",350946,260646,43301,332,28918,0,4298,13451,884,12567,"Washtenaw County, Michigan",0,1595,1749,217,824,161,1514,2160,487,2030
"G2601630","2012","MI",,,"Michigan","26","Wayne County","163",,,,,,,,,,,,,,,,,,"05000US26163","Wayne County, Michigan",1792365,954763,715882,6265,46177,260,25204,43814,6627,37187,"Wayne County, Michigan",0,3565,3129,934,2105,271,3846,4126,1843,3797
"G2700030","2012","MN",,,"Minnesota","27","Anoka County","003",,,,,,,,,,,,,,,,,,"05000US27003","Anoka County, Minnesota",336414,291207,15821,2254,13469,66,4763,8834,659,8175,"Anoka County, Minnesota",0,2010,1200,730,861,81,2211,1634,629,1647
"G2700130","2012","MN",,,"Minnesota","27","Blue Earth County","013",,,,,,,,,,,,,,,,,,"05000US27013","Blue Earth County, Minnesota",65091,60014,1951,157,1434,0,470,1065,111,954,"Blue Earth County, Minnesota",0,348,686,188,271,139,340,651,170,637
"G2700190","2012","MN",,,"Minnesota","27","Carver County","019",,,,,,,,,,,,,,,,,,"05000US27019","Carver County, Minnesota",93707,87025,650,10,2476,96,499,2951,869,2082,"Carver County, Minnesota",0,775,465,15,592,161,356,910,491,773
"G2700370","2012","MN",,,"Minnesota","27","Dakota County","037",,,,,,,,,,,,,,,,,,"05000US27037","Dakota County, Minnesota",405088,342631,21557,1453,18177,0,10371,10899,885,10014,"Dakota County, Minnesota",0,2538,1284,413,1301,139,2559,1949,586,1864
"G2700530","2012","MN",,,"Minnesota","27","Hennepin County","053",,,,,,,,,,,,,,,,,,"05000US27053","Hennepin County, Minnesota",1184576,890394,142910,8168,77478,372,26808,38446,2354,36092,"Hennepin County, Minnesota",0,4211,3363,1140,2044,331,4051,4732,774,4581
"G2701090","2012","MN",,,"Minnesota","27","Olmsted County","109",,,,,,,,,,,,,,,,,,"05000US27109","Olmsted County, Minnesota",147066,126589,7144,128,8902,0,1095,3208,77,3131,"Olmsted County, Minnesota",0,791,863,154,759,139,770,1057,96,1046
"G2701230","2012","MN",,,"Minnesota","27","Ramsey County","123",,,,,,,,,,,,,,,,,,"05000US27123","Ramsey County, Minnesota",520152,369065,56360,2145,65551,89,7066,19876,1917,17959,"Ramsey County, Minnesota",0,2133,2276,552,1400,93,1870,2973,843,2924
"G2701370","2012","MN",,,"Minnesota","27","St. Louis County","137",,,,,,,,,,,,,,,,,,"05000US27137","St. Louis County, Minnesota",200319,185939,2860,4062,1421,68,790,5179,55,5124,"St. Louis County, Minnesota",0,365,474,659,388,88,411,991,77,969
"G2701390","2012","MN",,,"Minnesota","27","Scott County","139",,,,,,,,,,,,,,,,,,"05000US27139","Scott County, Minnesota",135152,115229,3153,642,7990,46,2750,5342,912,4430,"Scott County, Minnesota",0,1341,632,426,719,88,1499,1615,785,1314
"G2701410","2012","MN",,,"Minnesota","27","Sherburne County","141",,,,,,,,,,,,,,,,,,"05000US27141","Sherburne County, Minnesota",89455,84701,1768,334,624,0,252,1776,0,1776,"Sherburne County, Minnesota",0,321,1116,284,446,139,321,988,139,988
"G2701450","2012","MN",,,"Minnesota","27","Stearns County","145",,,,,,,,,,,,,,,,,,"05000US27145","Stearns County, Minnesota",151606,138937,5093,541,2372,0,1278,3385,465,2920,"Stearns County, Minnesota",0,864,839,262,700,139,615,1303,493,1196
"G2701630","2012","MN",,,"Minnesota","27","Washington County","163",,,,,,,,,,,,,,,,,,"05000US27163","Washington County, Minnesota",244088,213936,9179,740,12542,0,1612,6079,286,5793,"Washington County, Minnesota",0,884,1003,368,784,139,749,1381,270,1318
"G2701710","2012","MN",,,"Minnesota","27","Wright County","171",,,,,,,,,,,,,,,,,,"05000US27171","Wright County, Minnesota",127336,119867,1677,426,216,0,1750,3400,617,2783,"Wright County, Minnesota",0,1272,1058,182,209,139,959,1456,847,1166
"G2800330","2012","MS",,,"Mississippi","28","DeSoto County","033",,,,,,,,,,,,,,,,,,"05000US28033","DeSoto County, Mississippi",166234,120601,38122,205,2060,66,1450,3730,206,3524,"DeSoto County, Mississippi",0,1346,1375,222,382,109,1110,1382,253,1317
"G2800350","2012","MS",,,"Mississippi","28","Forrest County","035",,,,,,,,,,,,,,,,,,"05000US28035","Forrest County, Mississippi",76894,45829,28276,32,725,0,1241,791,0,791,"Forrest County, Mississippi",0,975,575,57,175,198,908,577,198,577
"G2800470","2012","MS",,,"Mississippi","28","Harrison County","047",,,,,,,,,,,,,,,,,,"05000US28047","Harrison County, Mississippi",194029,136977,45752,472,4608,0,727,5493,151,5342,"Harrison County, Mississippi",0,763,754,455,822,198,592,1188,129,1182
"G2800490","2012","MS",,,"Mississippi","28","Hinds County","049",,,,,,,,,,,,,,,,,,"05000US28049","Hinds County, Mississippi",248643,68367,173584,129,2126,72,2717,1648,190,1458,"Hinds County, Mississippi",0,834,1239,217,170,121,1275,887,319,824
"G2800590","2012","MS",,,"Mississippi","28","Jackson County","059",,,,,,,,,,,,,,,,,,"05000US28059","Jackson County, Mississippi",140298,100840,29068,353,3036,0,3019,3982,0,3982,"Jackson County, Mississippi",0,2051,1545,347,375,198,2009,1629,198,1629
"G2800670","2012","MS",,,"Mississippi","28","Jones County","067",,,,,,,,,,,,,,,,,,"05000US28067","Jones County, Mississippi",,,,,,,,,,,"Jones County, Mississippi",,,,,,,,,,
"G2800750","2012","MS",,,"Mississippi","28","Lauderdale County","075",,,,,,,,,,,,,,,,,,"05000US28075","Lauderdale County, Mississippi",,,,,,,,,,,"Lauderdale County, Mississippi",,,,,,,,,,
"G2800810","2012","MS",,,"Mississippi","28","Lee County","081",,,,,,,,,,,,,,,,,,"05000US28081","Lee County, Mississippi",85042,58005,24878,193,158,0,1015,793,75,718,"Lee County, Mississippi",0,1203,922,97,208,198,1062,595,134,574
"G2800890","2012","MS",,,"Mississippi","28","Madison County","089",,,,,,,,,,,,,,,,,,"05000US28089","Madison County, Mississippi",98468,57336,37493,514,2258,0,202,665,43,622,"Madison County, Mississippi",0,600,426,336,198,198,228,472,141,403
"G2801210","2012","MS",,,"Mississippi","28","Rankin County","121",,,,,,,,,,,,,,,,,,"05000US28121","Rankin County, Mississippi",145165,113334,28017,288,1887,33,392,1214,75,1139,"Rankin County, Mississippi",0,349,986,204,103,57,405,977,130,967
"G2900190","2012","MO",,,"Missouri","29","Boone County","019",,,,,,,,,,,,,,,,,,"05000US29019","Boone County, Missouri",168535,140236,10695,618,6645,0,997,9344,152,9192,"Boone County, Missouri",0,607,2137,634,872,177,745,2211,224,2243
"G2900210","2012","MO",,,"Missouri","29","Buchanan County","021",,,,,,,,,,,,,,,,,,"05000US29021","Buchanan County, Missouri",89706,80273,3274,168,1110,299,612,3970,333,3637,"Buchanan County, Missouri",0,825,1005,193,177,352,515,1126,369,1101
