GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AIUXE001,AIUXE002,AIUXE003,AIUXE004,AIUXE005,AIUXE006,AIUXE007,AIUXE008,AIUXE009,AIUXE010,NAME_M,AIUXM001,AIUXM002,AIUXM003,AIUXM004,AIUXM005,AIUXM006,AIUXM007,AIUXM008,AIUXM009,AIUXM010
"G0800350","2018","CO",,,"Colorado","08","Douglas County","035",,,,,,,,,,,,,,,,,,"05000US08035","Douglas County, Colorado",342776,305784,5180,1497,16299,87,3697,10232,1475,8757,"Douglas County, Colorado",0,1515,965,538,1531,103,1465,1733,816,1519
"G0800410","2018","CO",,,"Colorado","08","El Paso County","041",,,,,,,,,,,,,,,,,,"05000US08041","El Paso County, Colorado",713856,568933,45510,5466,20891,2548,25671,44837,8339,36498,"El Paso County, Colorado",0,5190,2973,1919,1887,758,4986,4849,2955,4578
"G0800590","2018","CO",,,"Colorado","08","Jefferson County","059",,,,,,,,,,,,,,,,,,"05000US08059","Jefferson County, Colorado",580233,524901,6402,4120,18397,89,11670,14654,1660,12994,"Jefferson County, Colorado",0,3009,880,866,1181,101,2341,2402,566,2323
"G0800690","2018","CO",,,"Colorado","08","Larimer County","069",,,,,,,,,,,,,,,,,,"05000US08069","Larimer County, Colorado",350518,320513,3523,1972,7779,214,3841,12676,1760,10916,"Larimer County, Colorado",0,2290,736,698,1092,185,1242,1912,721,1795
"G0800770","2018","CO",,,"Colorado","08","Mesa County","077",,,,,,,,,,,,,,,,,,"05000US08077","Mesa County, Colorado",153207,143773,1426,2200,1956,14,1062,2776,411,2365,"Mesa County, Colorado",0,1560,766,1007,296,28,684,1320,327,1243
"G0801010","2018","CO",,,"Colorado","08","Pueblo County","101",,,,,,,,,,,,,,,,,,"05000US08101","Pueblo County, Colorado",167529,137420,3615,5493,1342,79,13542,6038,1020,5018,"Pueblo County, Colorado",0,3248,635,1910,431,132,2713,1376,510,1302
"G0801230","2018","CO",,,"Colorado","08","Weld County","123",,,,,,,,,,,,,,,,,,"05000US08123","Weld County, Colorado",314305,284731,4398,1447,4725,1069,8259,9676,2802,6874,"Weld County, Colorado",0,2964,681,603,1210,1070,2568,2106,1301,1458
"G0900010","2018","CT",,,"Connecticut","09","Fairfield County","001",,,,,,,,,,,,,,,,,,"05000US09001","Fairfield County, Connecticut",943823,672515,108358,2417,52072,494,77390,30577,6753,23824,"Fairfield County, Connecticut",0,7414,3869,991,1413,396,7828,3647,1425,3681
"G0900030","2018","CT",,,"Connecticut","09","Hartford County","003",,,,,,,,,,,,,,,,,,"05000US09003","Hartford County, Connecticut",892697,632985,125302,2111,49780,477,48568,33474,6031,27443,"Hartford County, Connecticut",0,5494,4052,1203,1430,677,4951,5015,1723,4808
"G0900050","2018","CT",,,"Connecticut","09","Litchfield County","005",,,,,,,,,,,,,,,,,,"05000US09005","Litchfield County, Connecticut",181111,166880,3296,284,2813,0,2874,4964,1296,3668,"Litchfield County, Connecticut",0,1588,708,271,812,207,1371,1229,774,1054
"G0900070","2018","CT",,,"Connecticut","09","Middlesex County","007",,,,,,,,,,,,,,,,,,"05000US09007","Middlesex County, Connecticut",162682,142250,10306,174,5421,46,1306,3179,477,2702,"Middlesex County, Connecticut",0,1223,1269,215,816,82,855,983,537,890
"G0900090","2018","CT",,,"Connecticut","09","New Haven County","009",,,,,,,,,,,,,,,,,,"05000US09009","New Haven County, Connecticut",857620,624693,120459,2541,35199,0,49092,25636,5206,20430,"New Haven County, Connecticut",0,7066,3955,1348,1355,207,6257,4333,1997,3641
"G0900110","2018","CT",,,"Connecticut","09","New London County","011",,,,,,,,,,,,,,,,,,"05000US09011","New London County, Connecticut",266784,212183,17171,1346,11344,0,8074,16666,1353,15313,"New London County, Connecticut",0,2107,2545,717,682,207,2212,2855,748,2743
"G0900130","2018","CT",,,"Connecticut","09","Tolland County","013",,,,,,,,,,,,,,,,,,"05000US09013","Tolland County, Connecticut",150921,132634,4158,232,7604,0,2569,3724,356,3368,"Tolland County, Connecticut",0,1524,761,203,883,207,1671,1298,239,1211
"G0900150","2018","CT",,,"Connecticut","09","Windham County","015",,,,,,,,,,,,,,,,,,"05000US09015","Windham County, Connecticut",117027,103996,2502,402,1622,0,5335,3170,627,2543,"Windham County, Connecticut",0,2205,546,414,348,207,2280,887,704,784
"G1000010","2018","DE",,,"Delaware","10","Kent County","001",,,,,,,,,,,,,,,,,,"05000US10001","Kent County, Delaware",178550,116529,45522,1556,4144,106,1737,8956,485,8471,"Kent County, Delaware",0,1660,1826,1198,670,144,1081,1942,447,1915
"G1000030","2018","DE",,,"Delaware","10","New Castle County","003",,,,,,,,,,,,,,,,,,"05000US10003","New Castle County, Delaware",559335,353694,144954,1512,31543,357,14083,13192,1775,11417,"New Castle County, Delaware",0,3728,2929,477,1326,359,3512,2907,966,2582
"G1000050","2018","DE",,,"Delaware","10","Sussex County","005",,,,,,,,,,,,,,,,,,"05000US10005","Sussex County, Delaware",229286,189558,27118,1329,3336,433,3832,3680,342,3338,"Sussex County, Delaware",0,1966,1185,483,215,536,1653,1505,520,1378
"G1100010","2018","DC",,,"District of Columbia","11","District of Columbia","001",,,,,,,,,,,,,,,,,,"05000US11001","District of Columbia, District of Columbia",702455,296747,319777,1932,27538,397,30897,25167,3722,21445,"District of Columbia, District of Columbia",0,4449,4282,589,1377,171,5312,2776,1305,2461
"G1200010","2018","FL",,,"Florida","12","Alachua County","001",,,,,,,,,,,,,,,,,,"05000US12001","Alachua County, Florida",269956,186822,52720,970,17015,284,2606,9539,955,8584,"Alachua County, Florida",0,1716,1816,295,1081,359,1495,2218,702,2036
"G1200050","2018","FL",,,"Florida","12","Bay County","005",,,,,,,,,,,,,,,,,,"05000US12005","Bay County, Florida",185287,146936,19301,877,3867,62,5229,9015,293,8722,"Bay County, Florida",0,3718,1844,431,945,101,3728,2040,324,2003
"G1200090","2018","FL",,,"Florida","12","Brevard County","009",,,,,,,,,,,,,,,,,,"05000US12009","Brevard County, Florida",596849,491473,57559,1788,14941,611,6041,24436,1705,22731,"Brevard County, Florida",0,3513,4388,957,2245,98,1966,5192,994,4973
"G1200110","2018","FL",,,"Florida","12","Broward County","011",,,,,,,,,,,,,,,,,,"05000US12011","Broward County, Florida",1951260,1161467,562696,6018,72663,1816,79885,66715,11597,55118,"Broward County, Florida",0,12222,7543,1770,2360,615,11499,8757,2765,7417
"G1200150","2018","FL",,,"Florida","12","Charlotte County","015",,,,,,,,,,,,,,,,,,"05000US12015","Charlotte County, Florida",184998,167034,9781,224,2517,215,1482,3745,516,3229,"Charlotte County, Florida",0,1344,988,222,475,332,1064,1312,815,1078
"G1200170","2018","FL",,,"Florida","12","Citrus County","017",,,,,,,,,,,,,,,,,,"05000US12017","Citrus County, Florida",147929,136707,4284,430,2155,0,1167,3186,579,2607,"Citrus County, Florida",0,1154,1293,636,738,229,807,1360,601,1161
"G1200190","2018","FL",,,"Florida","12","Clay County","019",,,,,,,,,,,,,,,,,,"05000US12019","Clay County, Florida",216072,168786,24859,35,5712,0,6522,10158,472,9686,"Clay County, Florida",0,3254,2515,60,905,229,3160,2736,462,2786
"G1200210","2018","FL",,,"Florida","12","Collier County","021",,,,,,,,,,,,,,,,,,"05000US12021","Collier County, Florida",378488,334685,26009,810,5521,112,7259,4092,514,3578,"Collier County, Florida",0,3116,1183,386,741,204,3062,1405,415,1316
"G1200230","2018","FL",,,"Florida","12","Columbia County","023",,,,,,,,,,,,,,,,,,"05000US12023","Columbia County, Florida",70503,53675,11899,364,354,0,825,3386,1937,1449,"Columbia County, Florida",0,907,1962,255,362,229,818,1941,1767,1032
"G1200310","2018","FL",,,"Florida","12","Duval County","031",,,,,,,,,,,,,,,,,,"05000US12031","Duval County, Florida",950181,566932,278340,3413,44256,409,21729,35102,2314,32788,"Duval County, Florida",0,5455,4029,963,2790,428,5631,4324,1003,4370
"G1200330","2018","FL",,,"Florida","12","Escambia County","033",,,,,,,,,,,,,,,,,,"05000US12033","Escambia County, Florida",315534,214141,71301,1814,11379,421,2714,13764,1844,11920,"Escambia County, Florida",0,1504,2360,755,1435,352,1068,3069,1046,2698
"G1200350","2018","FL",,,"Florida","12","Flagler County","035",,,,,,,,,,,,,,,,,,"05000US12035","Flagler County, Florida",112067,92191,11266,0,2828,0,3197,2585,67,2518,"Flagler County, Florida",0,1755,1086,229,754,229,1746,1329,112,1328
"G1200530","2018","FL",,,"Florida","12","Hernando County","053",,,,,,,,,,,,,,,,,,"05000US12053","Hernando County, Florida",190865,168354,10761,662,2139,0,3619,5330,945,4385,"Hernando County, Florida",0,1938,1314,612,942,229,1765,1700,783,1582
"G1200550","2018","FL",,,"Florida","12","Highlands County","055",,,,,,,,,,,,,,,,,,"05000US12055","Highlands County, Florida",105424,84051,10117,0,921,0,7747,2588,53,2535,"Highlands County, Florida",0,2780,1473,229,521,229,2757,1735,89,1695
"G1200570","2018","FL",,,"Florida","12","Hillsborough County","057",,,,,,,,,,,,,,,,,,"05000US12057","Hillsborough County, Florida",1436888,1003558,241095,3754,58301,388,66171,63621,11832,51789,"Hillsborough County, Florida",0,9122,6857,911,2589,457,7740,6363,3143,5674
"G1200610","2018","FL",,,"Florida","12","Indian River County","061",,,,,,,,,,,,,,,,,,"05000US12061","Indian River County, Florida",157413,135869,13492,717,1188,264,1313,4570,317,4253,"Indian River County, Florida",0,1756,2060,1026,804,370,1240,2017,410,1883
"G1200690","2018","FL",,,"Florida","12","Lake County","069",,,,,,,,,,,,,,,,,,"05000US12069","Lake County, Florida",356495,293920,41098,1760,6928,155,3276,9358,1216,8142,"Lake County, Florida",0,4342,3794,880,1299,258,1515,3383,1231,3005
"G1200710","2018","FL",,,"Florida","12","Lee County","071",,,,,,,,,,,,,,,,,,"05000US12071","Lee County, Florida",754610,632400,68105,614,12403,399,29748,10941,2420,8521,"Lee County, Florida",0,6866,2282,320,1081,227,6047,2484,1298,1937
"G1200730","2018","FL",,,"Florida","12","Leon County","073",,,,,,,,,,,,,,,,,,"05000US12073","Leon County, Florida",292502,178125,91171,523,11278,148,3352,7905,1451,6454,"Leon County, Florida",0,1637,1873,371,617,186,1453,2155,1161,1587
"G1200810","2018","FL",,,"Florida","12","Manatee County","081",,,,,,,,,,,,,,,,,,"05000US12081","Manatee County, Florida",394855,337520,32646,717,9221,235,5571,8945,1237,7708,"Manatee County, Florida",0,2772,2368,469,573,223,2214,2526,621,2547
"G1200830","2018","FL",,,"Florida","12","Marion County","083",,,,,,,,,,,,,,,,,,"05000US12083","Marion County, Florida",359977,294540,43923,1019,4898,173,6196,9228,288,8940,"Marion County, Florida",0,3040,2193,669,1045,165,2994,2390,321,2372
"G1200850","2018","FL",,,"Florida","12","Martin County","085",,,,,,,,,,,,,,,,,,"05000US12085","Martin County, Florida",160912,137280,11043,316,2904,0,6184,3185,1142,2043,"Martin County, Florida",0,3471,2251,417,371,229,2780,1587,1200,909
"G1200860","2018","FL",,,"Florida","12","Miami-Dade County","086",,,,,,,,,,,,,,,,,,"05000US12086","Miami-Dade County, Florida",2761581,2054029,472958,5983,44830,361,135869,47551,14450,33101,"Miami-Dade County, Florida",0,14478,7714,3944,2347,212,13581,5781,3363,4734
"G1200870","2018","FL",,,"Florida","12","Monroe County","087",,,,,,,,,,,,,,,,,,"05000US12087","Monroe County, Florida",75027,65534,5227,31,1027,260,1991,957,121,836,"Monroe County, Florida",0,1477,782,56,259,413,1409,572,215,484
"G1200890","2018","FL",,,"Florida","12","Nassau County","089",,,,,,,,,,,,,,,,,,"05000US12089","Nassau County, Florida",85832,78055,5011,430,805,0,35,1496,306,1190,"Nassau County, Florida",0,395,795,578,340,229,64,801,385,703
"G1200910","2018","FL",,,"Florida","12","Okaloosa County","091",,,,,,,,,,,,,,,,,,"05000US12091","Okaloosa County, Florida",207269,162777,20465,572,7062,401,6985,9007,536,8471,"Okaloosa County, Florida",0,2431,1908,568,921,597,2165,2432,431,2423
"G1200950","2018","FL",,,"Florida","12","Orange County","095",,,,,,,,,,,,,,,,,,"05000US12095","Orange County, Florida",1380645,881215,288018,4549,71893,1276,85680,48014,11515,36499,"Orange County, Florida",0,11143,5969,3382,2971,570,11134,6119,3616,5108
"G1200970","2018","FL",,,"Florida","12","Osceola County","097",,,,,,,,,,,,,,,,,,"05000US12097","Osceola County, Florida",367990,261233,43509,1172,11147,16,34241,16672,3558,13114,"Osceola County, Florida",0,8221,3762,972,1863,29,7127,4769,1568,4441
"G1200990","2018","FL",,,"Florida","12","Palm Beach County","099",,,,,,,,,,,,,,,,,,"05000US12099","Palm Beach County, Florida",1485941,1086487,273542,2419,42059,1017,41155,39262,5787,33475,"Palm Beach County, Florida",0,7489,5124,1401,1839,676,6963,5167,2100,5024
"G1201010","2018","FL",,,"Florida","12","Pasco County","101",,,,,,,,,,,,,,,,,,"05000US12101","Pasco County, Florida",539630,464256,30469,2309,13863,109,11525,17099,2207,14892,"Pasco County, Florida",0,3996,2250,784,1192,144,3391,3176,916,2981
"G1201030","2018","FL",,,"Florida","12","Pinellas County","103",,,,,,,,,,,,,,,,,,"05000US12103","Pinellas County, Florida",975280,791389,99971,2598,32571,1235,14406,33110,3896,29214,"Pinellas County, Florida",0,3866,3719,945,2092,574,3080,4606,1464,4174
"G1201050","2018","FL",,,"Florida","12","Polk County","105",,,,,,,,,,,,,,,,,,"05000US12105","Polk County, Florida",708009,541001,107044,2670,13061,0,26628,17605,2276,15329,"Polk County, Florida",0,6800,2696,621,1245,229,6276,3341,1029,3381
"G1201070","2018","FL",,,"Florida","12","Putnam County","107",,,,,,,,,,,,,,,,,,"05000US12107","Putnam County, Florida",74163,59256,11881,0,530,0,525,1971,429,1542,"Putnam County, Florida",0,860,1321,229,177,229,537,1308,469,1258
"G1201090","2018","FL",,,"Florida","12","St. Johns County","109",,,,,,,,,,,,,,,,,,"05000US12109","St. Johns County, Florida",254261,224296,14093,819,7638,0,1717,5698,570,5128,"St. Johns County, Florida",0,1323,957,666,1089,229,1075,1791,462,1749
"G1201110","2018","FL",,,"Florida","12","St. Lucie County","111",,,,,,,,,,,,,,,,,,"05000US12111","St. Lucie County, Florida",321128,232424,64874,0,6057,376,6968,10429,2989,7440,"St. Lucie County, Florida",0,3487,3084,229,814,379,3013,3644,1960,2888
"G1201130","2018","FL",,,"Florida","12","Santa Rosa County","113",,,,,,,,,,,,,,,,,,"05000US12113","Santa Rosa County, Florida",179349,152137,10837,1194,3161,865,2511,8644,935,7709,"Santa Rosa County, Florida",0,1766,1931,588,815,994,1216,2316,639,2197
"G1201150","2018","FL",,,"Florida","12","Sarasota County","115",,,,,,,,,,,,,,,,,,"05000US12115","Sarasota County, Florida",426718,388007,19172,871,7605,238,2769,8056,935,7121,"Sarasota County, Florida",0,1883,1628,570,1287,202,973,2316,755,2159
"G1201170","2018","FL",,,"Florida","12","Seminole County","117",,,,,,,,,,,,,,,,,,"05000US12117","Seminole County, Florida",467832,346992,57125,1127,22199,273,27014,13102,1741,11361,"Seminole County, Florida",0,6986,2633,725,1104,456,6755,2663,839,2642
"G1201190","2018","FL",,,"Florida","12","Sumter County","119",,,,,,,,,,,,,,,,,,"05000US12119","Sumter County, Florida",128754,114673,10375,176,1403,0,1194,933,245,688,"Sumter County, Florida",0,1029,990,253,208,229,699,601,270,530
"G1201270","2018","FL",,,"Florida","12","Volusia County","127",,,,,,,,,,,,,,,,,,"05000US12127","Volusia County, Florida",547538,441141,60845,2441,10098,120,24373,8520,650,7870,"Volusia County, Florida",0,5494,2505,796,1019,201,5432,2074,467,2099
"G1201310","2018","FL",,,"Florida","12","Walton County","131",,,,,,,,,,,,,,,,,,"05000US12131","Walton County, Florida",71375,62177,3176,553,633,0,1990,2846,118,2728,"Walton County, Florida",0,953,1257,371,546,229,985,1152,151,1128
"G1300130","2018","GA",,,"Georgia","13","Barrow County","013",,,,,,,,,,,,,,,,,,"05000US13013","Barrow County, Georgia",80809,63590,9937,218,3172,60,2402,1430,32,1398,"Barrow County, Georgia",0,1598,966,231,366,116,1572,859,56,844
"G1300150","2018","GA",,,"Georgia","13","Bartow County","015",,,,,,,,,,,,,,,,,,"05000US13015","Bartow County, Georgia",106408,89990,11734,198,1341,0,1114,2031,280,1751,"Bartow County, Georgia",0,1072,1155,292,226,226,797,1120,408,1049
"G1300210","2018","GA",,,"Georgia","13","Bibb County","021",,,,,,,,,,,,,,,,,,"05000US13021","Bibb County, Georgia",153095,61370,81723,188,3249,144,1858,4563,553,4010,"Bibb County, Georgia",0,1092,2320,330,341,230,1343,2227,501,2190
"G1300310","2018","GA",,,"Georgia","13","Bulloch County","031",,,,,,,,,,,,,,,,,,"05000US13031","Bulloch County, Georgia",77296,49991,20136,0,1108,1161,352,4548,1440,3108,"Bulloch County, Georgia",0,935,1796,226,189,1598,424,1725,1006,1387
"G1300450","2018","GA",,,"Georgia","13","Carroll County","045",,,,,,,,,,,,,,,,,,"05000US13045","Carroll County, Georgia",118121,86164,22574,1960,312,0,3753,3358,377,2981,"Carroll County, Georgia",0,2972,2119,2039,326,226,2665,1636,637,1640
"G1300470","2018","GA",,,"Georgia","13","Catoosa County","047",,,,,,,,,,,,,,,,,,"05000US13047","Catoosa County, Georgia",67420,61292,2750,887,905,0,0,1586,0,1586,"Catoosa County, Georgia",0,233,1370,1046,316,226,226,1223,226,1223
"G1300510","2018","GA",,,"Georgia","13","Chatham County","051",,,,,,,,,,,,,,,,,,"05000US13051","Chatham County, Georgia",289195,151743,113883,634,7493,1688,3631,10123,1248,8875,"Chatham County, Georgia",0,1698,3008,275,1153,1596,1762,2677,977,2374
"G1300570","2018","GA",,,"Georgia","13","Cherokee County","057",,,,,,,,,,,,,,,,,,"05000US13057","Cherokee County, Georgia",254149,217980,16274,826,4850,618,6407,7194,968,6226,"Cherokee County, Georgia",0,3642,1743,813,748,899,3503,1800,709,1708
"G1300590","2018","GA",,,"Georgia","13","Clarke County","059",,,,,,,,,,,,,,,,,,"05000US13059","Clarke County, Georgia",127330,80444,35535,311,4947,166,2254,3673,156,3517,"Clarke County, Georgia",0,2075,1331,450,600,241,1903,1192,149,1213
"G1300630","2018","GA",,,"Georgia","13","Clayton County","063",,,,,,,,,,,,,,,,,,"05000US13063","Clayton County, Georgia",289615,44414,202746,308,14865,368,17176,9738,1950,7788,"Clayton County, Georgia",0,3986,2511,455,360,617,3637,2430,1187,2224
"G1300670","2018","GA",,,"Georgia","13","Cobb County","067",,,,,,,,,,,,,,,,,,"05000US13067","Cobb County, Georgia",756865,437149,208527,1875,43013,1444,40060,24797,6156,18641,"Cobb County, Georgia",0,7060,5012,653,1472,1581,7178,4774,2551,3502
"G1300730","2018","GA",,,"Georgia","13","Columbia County","073",,,,,,,,,,,,,,,,,,"05000US13073","Columbia County, Georgia",154291,112921,26416,0,7116,0,1987,5851,359,5492,"Columbia County, Georgia",0,1211,2254,226,918,226,1068,1921,440,1946
"G1300770","2018","GA",,,"Georgia","13","Coweta County","077",,,,,,,,,,,,,,,,,,"05000US13077","Coweta County, Georgia",145864,111427,25081,1428,3242,0,1563,3123,139,2984,"Coweta County, Georgia",0,1692,1802,1136,638,226,1600,1569,183,1495
"G1300890","2018","GA",,,"Georgia","13","DeKalb County","089",,,,,,,,,,,,,,,,,,"05000US13089","DeKalb County, Georgia",756558,265235,403014,6959,47716,2868,7938,22828,4321,18507,"DeKalb County, Georgia",0,3360,4124,2738,1494,3199,2271,3278,1579,3380
"G1300950","2018","GA",,,"Georgia","13","Dougherty County","095",,,,,,,,,,,,,,,,,,"05000US13095","Dougherty County, Georgia",91243,22804,63283,494,372,128,1757,2405,2,2403,"Dougherty County, Georgia",0,586,1637,410,487,173,710,1552,4,1552
"G1300970","2018","GA",,,"Georgia","13","Douglas County","097",,,,,,,,,,,,,,,,,,"05000US13097","Douglas County, Georgia",145331,65772,69703,0,2431,0,2811,4614,341,4273,"Douglas County, Georgia",0,2244,2948,226,564,226,1627,2183,427,2145
"G1301130","2018","GA",,,"Georgia","13","Fayette County","113",,,,,,,,,,,,,,,,,,"05000US13113","Fayette County, Georgia",113459,74889,27242,315,5382,0,2912,2719,217,2502,"Fayette County, Georgia",0,1426,988,404,621,226,1520,1051,192,1017
"G1301150","2018","GA",,,"Georgia","13","Floyd County","115",,,,,,,,,,,,,,,,,,"05000US13115","Floyd County, Georgia",97927,78436,13648,299,1807,0,1338,2399,338,2061,"Floyd County, Georgia",0,1235,997,350,181,226,1118,1131,426,1025
"G1301170","2018","GA",,,"Georgia","13","Forsyth County","117",,,,,,,,,,,,,,,,,,"05000US13117","Forsyth County, Georgia",236612,183956,9944,52,34047,279,3321,5013,1129,3884,"Forsyth County, Georgia",0,1800,957,87,877,418,1419,1248,816,1023
"G1301210","2018","GA",,,"Georgia","13","Fulton County","121",,,,,,,,,,,,,,,,,,"05000US13121","Fulton County, Georgia",1050114,467999,457063,2647,78713,478,19988,23226,2720,20506,"Fulton County, Georgia",0,5654,4080,782,1688,414,5559,3762,1019,3572
"G1301270","2018","GA",,,"Georgia","13","Glynn County","127",,,,,,,,,,,,,,,,,,"05000US13127","Glynn County, Georgia",,,,,,,,,,,"Glynn County, Georgia",,,,,,,,,,
"G1301350","2018","GA",,,"Georgia","13","Gwinnett County","135",,,,,,,,,,,,,,,,,,"05000US13135","Gwinnett County, Georgia",927781,431934,259173,6573,111728,45,89869,28459,3492,24967,"Gwinnett County, Georgia",0,10000,4772,3069,2188,77,9787,4166,1213,4086
"G1301390","2018","GA",,,"Georgia","13","Hall County","139",,,,,,,,,,,,,,,,,,"05000US13139","Hall County, Georgia",202148,174232,13415,576,3392,0,5217,5316,390,4926,"Hall County, Georgia",0,2718,2162,321,926,226,2297,2193,524,1984
"G1301510","2018","GA",,,"Georgia","13","Henry County","151",,,,,,,,,,,,,,,,,,"05000US13151","Henry County, Georgia",230220,105190,104658,170,7868,0,3307,9027,986,8041,"Henry County, Georgia",0,2598,2713,313,923,226,2164,3263,1244,3163
"G1301530","2018","GA",,,"Georgia","13","Houston County","153",,,,,,,,,,,,,,,,,,"05000US13153","Houston County, Georgia",155469,91416,51094,640,5559,70,2932,3758,1715,2043,"Houston County, Georgia",0,2860,1781,700,734,120,2419,1765,1500,1337
"G1301570","2018","GA",,,"Georgia","13","Jackson County","157",,,,,,,,,,,,,,,,,,"05000US13157","Jackson County, Georgia",70422,61209,4893,19,1062,21,1415,1803,455,1348,"Jackson County, Georgia",0,1174,832,35,490,43,1066,1065,371,871
"G1301850","2018","GA",,,"Georgia","13","Lowndes County","185",,,,,,,,,,,,,,,,,,"05000US13185","Lowndes County, Georgia",116321,65868,42377,292,1882,0,2526,3376,0,3376,"Lowndes County, Georgia",0,1178,841,205,534,226,1324,1152,226,1152
"G1302150","2018","GA",,,"Georgia","13","Muscogee County","215",,,,,,,,,,,,,,,,,,"05000US13215","Muscogee County, Georgia",194160,83257,91077,107,4211,224,3745,11539,3310,8229,"Muscogee County, Georgia",0,1682,2137,130,904,326,1138,2538,1401,2284
"G1302170","2018","GA",,,"Georgia","13","Newton County","217",,,,,,,,,,,,,,,,,,"05000US13217","Newton County, Georgia",109541,53664,50221,0,1478,0,1788,2390,0,2390,"Newton County, Georgia",0,1650,1417,226,39,226,1624,1339,226,1339
"G1302230","2018","GA",,,"Georgia","13","Paulding County","223",,,,,,,,,,,,,,,,,,"05000US13223","Paulding County, Georgia",,,,,,,,,,,"Paulding County, Georgia",,,,,,,,,,
"G1302450","2018","GA",,,"Georgia","13","Richmond County","245",,,,,,,,,,,,,,,,,,"05000US13245","Richmond County, Georgia",201554,73586,113773,595,4377,118,2687,6418,790,5628,"Richmond County, Georgia",0,2055,1484,290,1458,131,1697,1840,707,1773
