GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,LJCE001,LJCE002,LJCE003,LJCE004,LJCE005,LJCE006,LJCE007,LJCE008,LJCE009,LJCE010,NAME_M,LJCM001,LJCM002,LJCM003,LJCM004,LJCM005,LJCM006,LJCM007,LJCM008,LJCM009,LJCM010
"G3400330","2011","NJ",,,"New Jersey","34","Salem County","033",,,,,,,,,,,,,,,,,,"05000US34033","Salem County, New Jersey",65902,52283,10067,242,763,17,1242,1288,413,875,"Salem County, New Jersey",0,761,657,110,32,29,711,537,375,468
"G3400350","2011","NJ",,,"New Jersey","34","Somerset County","035",,,,,,,,,,,,,,,,,,"05000US34035","Somerset County, New Jersey",324893,226708,29218,446,47599,0,13593,7329,1700,5629,"Somerset County, New Jersey",0,4020,1389,526,1462,198,3583,2284,1058,2086
"G3400370","2011","NJ",,,"New Jersey","34","Sussex County","037",,,,,,,,,,,,,,,,,,"05000US34037","Sussex County, New Jersey",148517,139545,3158,12,3018,0,899,1885,525,1360,"Sussex County, New Jersey",0,726,398,21,447,198,545,571,418,586
"G3400390","2011","NJ",,,"New Jersey","34","Union County","039",,,,,,,,,,,,,,,,,,"05000US34039","Union County, New Jersey",539494,305703,115463,835,24780,610,82985,9118,2632,6486,"Union County, New Jersey",0,5606,3781,727,1371,994,6500,2430,1207,2123
"G3400410","2011","NJ",,,"New Jersey","34","Warren County","041",,,,,,,,,,,,,,,,,,"05000US34041","Warren County, New Jersey",108339,96554,4313,133,2738,0,2952,1649,632,1017,"Warren County, New Jersey",0,1289,367,147,464,198,1231,799,504,522
"G3500010","2011","NM",,,"New Mexico","35","Bernalillo County","001",,,,,,,,,,,,,,,,,,"05000US35001","Bernalillo County, New Mexico",670968,456542,19705,32116,12592,721,122485,26807,7307,19500,"Bernalillo County, New Mexico",0,9825,2207,2719,1673,520,9668,4176,2195,4010
"G3500050","2011","NM",,,"New Mexico","35","Chaves County","005",,,,,,,,,,,,,,,,,,"05000US35005","Chaves County, New Mexico",65890,57359,902,675,618,100,4589,1647,614,1033,"Chaves County, New Mexico",0,1863,520,371,230,194,1482,1160,623,971
"G3500130","2011","NM",,,"New Mexico","35","Doña Ana County","013",,,,,,,,,,,,,,,,,,"05000US35013","Doña Ana County, New Mexico",213598,192243,3530,2528,2672,27,9628,2970,1052,1918,"Doña Ana County, New Mexico",0,3097,669,972,116,44,2700,1018,591,973
"G3500250","2011","NM",,,"New Mexico","35","Lea County","025",,,,,,,,,,,,,,,,,,"05000US35025","Lea County, New Mexico",65423,57126,2462,1255,0,0,3625,955,339,616,"Lea County, New Mexico",0,1650,933,950,198,198,1539,648,396,538
"G3500310","2011","NM",,,"New Mexico","35","McKinley County","031",,,,,,,,,,,,,,,,,,"05000US35031","McKinley County, New Mexico",73664,11846,497,53176,808,0,3810,3527,1318,2209,"McKinley County, New Mexico",0,1637,407,1646,198,198,1797,1640,1059,1470
"G3500350","2011","NM",,,"New Mexico","35","Otero County","035",,,,,,,,,,,,,,,,,,"05000US35035","Otero County, New Mexico",65703,48976,2333,4453,732,84,6257,2868,1013,1855,"Otero County, New Mexico",0,2994,630,671,403,146,2652,1313,958,841
"G3500430","2011","NM",,,"New Mexico","35","Sandoval County","043",,,,,,,,,,,,,,,,,,"05000US35043","Sandoval County, New Mexico",134259,94708,5951,16174,1951,8,11090,4377,1299,3078,"Sandoval County, New Mexico",0,3334,3141,1049,435,14,2177,1343,533,1282
"G3500450","2011","NM",,,"New Mexico","35","San Juan County","045",,,,,,,,,,,,,,,,,,"05000US35045","San Juan County, New Mexico",128200,67519,1147,46015,456,150,8924,3989,1481,2508,"San Juan County, New Mexico",0,2571,276,1402,251,165,2625,1490,748,1224
"G3500490","2011","NM",,,"New Mexico","35","Santa Fe County","049",,,,,,,,,,,,,,,,,,"05000US35049","Santa Fe County, New Mexico",145648,123733,982,3571,2394,0,11291,3677,1446,2231,"Santa Fe County, New Mexico",0,3320,225,485,352,198,3214,926,501,767
"G3500610","2011","NM",,,"New Mexico","35","Valencia County","061",,,,,,,,,,,,,,,,,,"05000US35061","Valencia County, New Mexico",77070,50223,259,3484,531,0,20698,1875,1226,649,"Valencia County, New Mexico",0,3366,186,729,390,198,3569,926,731,478
"G3600010","2011","NY",,,"New York","36","Albany County","001",,,,,,,,,,,,,,,,,,"05000US36001","Albany County, New York",303565,234638,38298,809,15467,0,4750,9603,1091,8512,"Albany County, New York",0,1880,2335,268,781,192,2036,2252,573,2176
"G3600050","2011","NY",,,"New York","36","Bronx County","005",,,,,,,,,,,,,,,,,,"05000US36005","Bronx County, New York",1392002,314431,475193,7551,48140,745,496291,49651,26951,22700,"Bronx County, New York",0,11623,7790,1404,2317,605,12625,5485,3791,4017
"G3600070","2011","NY",,,"New York","36","Broome County","007",,,,,,,,,,,,,,,,,,"05000US36007","Broome County, New York",199031,176729,9180,738,7620,0,680,4084,356,3728,"Broome County, New York",0,662,987,315,457,192,373,929,271,927
"G3600090","2011","NY",,,"New York","36","Cattaraugus County","009",,,,,,,,,,,,,,,,,,"05000US36009","Cattaraugus County, New York",79832,74098,615,3357,356,0,191,1215,100,1115,"Cattaraugus County, New York",0,278,334,499,260,192,210,462,157,447
"G3600110","2011","NY",,,"New York","36","Cayuga County","011",,,,,,,,,,,,,,,,,,"05000US36011","Cayuga County, New York",79738,73796,3559,172,139,0,406,1666,111,1555,"Cayuga County, New York",0,403,751,142,142,192,241,640,153,657
"G3600130","2011","NY",,,"New York","36","Chautauqua County","013",,,,,,,,,,,,,,,,,,"05000US36013","Chautauqua County, New York",134368,124826,3109,871,992,33,2446,2091,321,1770,"Chautauqua County, New York",0,1148,711,295,129,54,1010,738,300,710
"G3600150","2011","NY",,,"New York","36","Chemung County","015",,,,,,,,,,,,,,,,,,"05000US36015","Chemung County, New York",88840,79602,5958,113,1392,0,128,1647,0,1647,"Chemung County, New York",0,119,1198,113,169,192,119,1195,192,1195
"G3600190","2011","NY",,,"New York","36","Clinton County","019",,,,,,,,,,,,,,,,,,"05000US36019","Clinton County, New York",81945,75441,3661,486,527,0,909,921,492,429,"Clinton County, New York",0,390,302,93,250,192,241,369,306,295
"G3600270","2011","NY",,,"New York","36","Dutchess County","027",,,,,,,,,,,,,,,,,,"05000US36027","Dutchess County, New York",297999,233396,28855,566,11829,14,15312,8027,1534,6493,"Dutchess County, New York",0,2407,1527,332,578,27,2826,2270,1055,1935
"G3600290","2011","NY",,,"New York","36","Erie County","029",,,,,,,,,,,,,,,,,,"05000US36029","Erie County, New York",918028,731627,118821,4326,24739,62,15958,22495,4039,18456,"Erie County, New York",0,3262,2758,720,1193,69,2990,3459,1635,2985
"G3600450","2011","NY",,,"New York","36","Jefferson County","045",,,,,,,,,,,,,,,,,,"05000US36045","Jefferson County, New York",117910,102536,6129,524,1888,190,2556,4087,589,3498,"Jefferson County, New York",0,1525,864,400,339,207,1136,1095,513,1035
"G3600470","2011","NY",,,"New York","36","Kings County","047",,,,,,,,,,,,,,,,,,"05000US36047","Kings County, New York",2532645,1106103,860171,8276,269493,1479,238201,48922,14501,34421,"Kings County, New York",0,11006,6677,1669,2971,2216,12105,4771,2855,4608
"G3600510","2011","NY",,,"New York","36","Livingston County","051",,,,,,,,,,,,,,,,,,"05000US36051","Livingston County, New York",65070,60493,1848,97,977,37,546,1072,94,978,"Livingston County, New York",0,286,524,133,166,80,457,393,97,362
"G3600530","2011","NY",,,"New York","36","Madison County","053",,,,,,,,,,,,,,,,,,"05000US36053","Madison County, New York",73365,69146,869,1011,453,10,217,1659,236,1423,"Madison County, New York",0,438,425,633,259,21,188,688,363,598
"G3600550","2011","NY",,,"New York","36","Monroe County","055",,,,,,,,,,,,,,,,,,"05000US36055","Monroe County, New York",745625,567888,113294,1654,24336,61,17971,20421,4031,16390,"Monroe County, New York",0,3857,2242,882,1433,99,3702,2883,1508,2789
"G3600590","2011","NY",,,"New York","36","Nassau County","059",,,,,,,,,,,,,,,,,,"05000US36059","Nassau County, New York",1344436,961070,150682,3274,105175,74,92146,32015,12799,19216,"Nassau County, New York",0,8246,3578,1853,2225,99,8151,5053,3803,3483
"G3600610","2011","NY",,,"New York","36","New York County","061",,,,,,,,,,,,,,,,,,"05000US36061","New York County, New York",1601948,898698,239483,4232,176507,857,215904,66267,17589,48678,"New York County, New York",0,10704,6052,1336,3467,941,11278,6789,3971,5802
"G3600630","2011","NY",,,"New York","36","Niagara County","063",,,,,,,,,,,,,,,,,,"05000US36063","Niagara County, New York",216011,191059,16345,2401,2335,0,833,3038,518,2520,"Niagara County, New York",0,886,800,357,373,192,616,1074,492,909
"G3600650","2011","NY",,,"New York","36","Oneida County","065",,,,,,,,,,,,,,,,,,"05000US36065","Oneida County, New York",234287,202864,12822,622,7424,0,3528,7027,1664,5363,"Oneida County, New York",0,1146,1192,280,406,192,1091,1496,744,1318
"G3600670","2011","NY",,,"New York","36","Onondaga County","067",,,,,,,,,,,,,,,,,,"05000US36067","Onondaga County, New York",466960,380779,50234,2951,14775,33,3810,14378,1507,12871,"Onondaga County, New York",0,1600,2383,497,978,59,1311,2489,615,2300
"G3600690","2011","NY",,,"New York","36","Ontario County","069",,,,,,,,,,,,,,,,,,"05000US36069","Ontario County, New York",108525,100799,2343,37,1204,0,1814,2328,315,2013,"Ontario County, New York",0,765,794,106,484,192,919,894,304,794
"G3600710","2011","NY",,,"New York","36","Orange County","071",,,,,,,,,,,,,,,,,,"05000US36071","Orange County, New York",374872,280963,36480,1400,9410,0,33597,13022,3591,9431,"Orange County, New York",0,4765,2323,1062,845,192,5015,2684,1842,2078
"G3600750","2011","NY",,,"New York","36","Oswego County","075",,,,,,,,,,,,,,,,,,"05000US36075","Oswego County, New York",122228,117230,1308,663,418,21,895,1693,455,1238,"Oswego County, New York",0,658,229,297,320,48,805,632,418,464
"G3600790","2011","NY",,,"New York","36","Putnam County","079",,,,,,,,,,,,,,,,,,"05000US36079","Putnam County, New York",99933,89483,1656,27,1895,0,3919,2953,664,2289,"Putnam County, New York",0,1573,564,43,403,192,1645,1021,502,768
"G3600810","2011","NY",,,"New York","36","Queens County","081",,,,,,,,,,,,,,,,,,"05000US36081","Queens County, New York",2247848,938084,427015,7095,520584,1240,273401,80429,35918,44511,"Queens County, New York",0,11798,7155,1806,6612,631,13703,7599,5709,4780
"G3600830","2011","NY",,,"New York","36","Rensselaer County","083",,,,,,,,,,,,,,,,,,"05000US36083","Rensselaer County, New York",159395,140234,9286,352,3213,38,989,5283,315,4968,"Rensselaer County, New York",0,765,1017,451,620,75,500,1104,237,1048
"G3600850","2011","NY",,,"New York","36","Richmond County","085",,,,,,,,,,,,,,,,,,"05000US36085","Richmond County, New York",470467,361105,52239,236,37222,0,12653,7012,1837,5175,"Richmond County, New York",0,4015,2242,247,958,192,3675,2117,1010,1800
"G3600870","2011","NY",,,"New York","36","Rockland County","087",,,,,,,,,,,,,,,,,,"05000US36087","Rockland County, New York",315158,221250,38744,1033,20714,0,27058,6359,2677,3682,"Rockland County, New York",0,2927,1658,556,680,192,3317,1933,1433,1350
"G3600890","2011","NY",,,"New York","36","St. Lawrence County","089",,,,,,,,,,,,,,,,,,"05000US36089","St. Lawrence County, New York",111690,104395,2141,1002,865,185,862,2240,473,1767,"St. Lawrence County, New York",0,395,421,403,272,209,598,520,302,422
"G3600910","2011","NY",,,"New York","36","Saratoga County","091",,,,,,,,,,,,,,,,,,"05000US36091","Saratoga County, New York",220882,207929,3680,101,4159,0,513,4500,176,4324,"Saratoga County, New York",0,845,934,128,763,192,500,984,187,969
"G3600930","2011","NY",,,"New York","36","Schenectady County","093",,,,,,,,,,,,,,,,,,"05000US36093","Schenectady County, New York",155058,124874,14735,125,5294,0,4055,5975,270,5705,"Schenectady County, New York",0,1403,2419,187,914,192,2426,1681,239,1628
"G3601010","2011","NY",,,"New York","36","Steuben County","101",,,,,,,,,,,,,,,,,,"05000US36101","Steuben County, New York",99033,93897,1929,386,1497,0,685,639,73,566,"Steuben County, New York",0,274,213,290,142,192,282,380,71,386
"G3601030","2011","NY",,,"New York","36","Suffolk County","103",,,,,,,,,,,,,,,,,,"05000US36103","Suffolk County, New York",1498816,1214225,112205,2764,51669,370,86554,31029,12433,18596,"Suffolk County, New York",0,10430,3012,845,3958,393,10552,5999,4943,3610
"G3601050","2011","NY",,,"New York","36","Sullivan County","105",,,,,,,,,,,,,,,,,,"05000US36105","Sullivan County, New York",76900,61151,6169,62,1414,0,5878,2226,403,1823,"Sullivan County, New York",0,1593,967,107,85,192,1628,962,425,691
"G3601090","2011","NY",,,"New York","36","Tompkins County","109",,,,,,,,,,,,,,,,,,"05000US36109","Tompkins County, New York",101723,83522,4366,199,9752,0,1171,2713,359,2354,"Tompkins County, New York",0,505,509,217,697,192,540,787,284,675
"G3601110","2011","NY",,,"New York","36","Ulster County","111",,,,,,,,,,,,,,,,,,"05000US36111","Ulster County, New York",182448,159913,10602,214,3058,0,2865,5796,735,5061,"Ulster County, New York",0,1889,882,240,529,192,1397,1289,504,1167
"G3601130","2011","NY",,,"New York","36","Warren County","113",,,,,,,,,,,,,,,,,,"05000US36113","Warren County, New York",65831,63523,1033,102,264,0,133,776,341,435,"Warren County, New York",0,175,298,93,186,192,160,303,297,279
"G3601170","2011","NY",,,"New York","36","Wayne County","117",,,,,,,,,,,,,,,,,,"05000US36117","Wayne County, New York",93436,87558,3556,191,581,0,480,1070,110,960,"Wayne County, New York",0,590,677,228,158,192,452,532,146,530
"G3601190","2011","NY",,,"New York","36","Westchester County","119",,,,,,,,,,,,,,,,,,"05000US36119","Westchester County, New York",955899,636727,140219,1423,53015,0,92722,31793,9224,22569,"Westchester County, New York",0,7699,5182,567,1427,192,7449,5316,2289,4896
"G3700010","2011","NC",,,"North Carolina","37","Alamance County","001",,,,,,,,,,,,,,,,,,"05000US37001","Alamance County, North Carolina",153291,107184,28877,291,669,0,12252,4018,581,3437,"Alamance County, North Carolina",0,2194,1614,331,550,220,2249,1639,604,1545
"G3700190","2011","NC",,,"North Carolina","37","Brunswick County","019",,,,,,,,,,,,,,,,,,"05000US37019","Brunswick County, North Carolina",,,,,,,,,,,"Brunswick County, North Carolina",,,,,,,,,,
"G3700210","2011","NC",,,"North Carolina","37","Buncombe County","021",,,,,,,,,,,,,,,,,,"05000US37021","Buncombe County, North Carolina",241419,213743,16631,1370,2709,66,611,6289,1685,4604,"Buncombe County, North Carolina",0,1882,2301,404,626,118,619,2498,1289,2007
"G3700230","2011","NC",,,"North Carolina","37","Burke County","023",,,,,,,,,,,,,,,,,,"05000US37023","Burke County, North Carolina",90904,77634,4952,242,3468,0,2000,2608,173,2435,"Burke County, North Carolina",0,1064,831,211,257,220,1070,864,303,855
"G3700250","2011","NC",,,"North Carolina","37","Cabarrus County","025",,,,,,,,,,,,,,,,,,"05000US37025","Cabarrus County, North Carolina",181468,139516,28942,845,2982,0,4242,4941,897,4044,"Cabarrus County, North Carolina",0,2931,532,635,1781,220,2794,2035,993,2206
"G3700270","2011","NC",,,"North Carolina","37","Caldwell County","027",,,,,,,,,,,,,,,,,,"05000US37027","Caldwell County, North Carolina",82395,73952,4290,215,83,248,2518,1089,140,949,"Caldwell County, North Carolina",0,1555,744,231,145,352,1646,799,270,743
"G3700310","2011","NC",,,"North Carolina","37","Carteret County","031",,,,,,,,,,,,,,,,,,"05000US37031","Carteret County, North Carolina",67373,60974,4167,257,787,0,59,1129,0,1129,"Carteret County, North Carolina",0,114,845,205,85,220,114,686,220,686
"G3700350","2011","NC",,,"North Carolina","37","Catawba County","035",,,,,,,,,,,,,,,,,,"05000US37035","Catawba County, North Carolina",154181,127753,13430,887,4709,232,4773,2397,227,2170,"Catawba County, North Carolina",0,1656,689,381,792,413,1762,1004,263,1032
"G3700450","2011","NC",,,"North Carolina","37","Cleveland County","045",,,,,,,,,,,,,,,,,,"05000US37045","Cleveland County, North Carolina",,,,,,,,,,,"Cleveland County, North Carolina",,,,,,,,,,
"G3700490","2011","NC",,,"North Carolina","37","Craven County","049",,,,,,,,,,,,,,,,,,"05000US37049","Craven County, North Carolina",104786,72769,24220,32,2209,66,3143,2347,63,2284,"Craven County, North Carolina",0,1492,1556,63,444,127,1851,1227,85,1219
"G3700510","2011","NC",,,"North Carolina","37","Cumberland County","051",,,,,,,,,,,,,,,,,,"05000US37051","Cumberland County, North Carolina",324885,173982,117363,4817,7711,1219,7568,12225,1134,11091,"Cumberland County, North Carolina",0,2769,2289,820,1126,518,2351,2919,768,2768
"G3700570","2011","NC",,,"North Carolina","37","Davidson County","057",,,,,,,,,,,,,,,,,,"05000US37057","Davidson County, North Carolina",162697,141182,16259,200,2005,0,1307,1744,901,843,"Davidson County, North Carolina",0,1324,495,212,372,220,1021,971,851,562
"G3700630","2011","NC",,,"North Carolina","37","Durham County","063",,,,,,,,,,,,,,,,,,"05000US37063","Durham County, North Carolina",273392,144985,101457,1411,11494,0,7266,6779,1139,5640,"Durham County, North Carolina",0,3024,1950,490,859,220,2922,2554,1039,2223
"G3700670","2011","NC",,,"North Carolina","37","Forsyth County","067",,,,,,,,,,,,,,,,,,"05000US37067","Forsyth County, North Carolina",354952,242389,91962,896,6722,0,7101,5882,325,5557,"Forsyth County, North Carolina",0,3151,2048,637,468,220,2735,2221,311,2244
"G3700710","2011","NC",,,"North Carolina","37","Gaston County","071",,,,,,,,,,,,,,,,,,"05000US37071","Gaston County, North Carolina",207031,159908,31384,1212,2699,0,8488,3340,396,2944,"Gaston County, North Carolina",0,1250,917,547,299,220,1472,1194,451,1132
"G3700810","2011","NC",,,"North Carolina","37","Guilford County","081",,,,,,,,,,,,,,,,,,"05000US37081","Guilford County, North Carolina",495279,286925,161220,2316,20812,306,12768,10932,561,10371,"Guilford County, North Carolina",0,3643,3414,500,723,479,3935,2953,477,2871
"G3700850","2011","NC",,,"North Carolina","37","Harnett County","085",,,,,,,,,,,,,,,,,,"05000US37085","Harnett County, North Carolina",119256,85242,23674,2377,1364,0,2542,4057,235,3822,"Harnett County, North Carolina",0,2071,1512,1332,287,220,1530,1594,211,1585
"G3700890","2011","NC",,,"North Carolina","37","Henderson County","089",,,,,,,,,,,,,,,,,,"05000US37089","Henderson County, North Carolina",107927,99668,4398,377,1261,0,628,1595,298,1297,"Henderson County, North Carolina",0,1283,632,442,220,220,474,1333,296,1344
"G3700970","2011","NC",,,"North Carolina","37","Iredell County","097",,,,,,,,,,,,,,,,,,"05000US37097","Iredell County, North Carolina",161202,132037,19948,203,3475,0,3099,2440,402,2038,"Iredell County, North Carolina",0,2404,1430,294,211,220,2191,1459,471,1331
"G3701010","2011","NC",,,"North Carolina","37","Johnston County","101",,,,,,,,,,,,,,,,,,"05000US37101","Johnston County, North Carolina",172595,136527,27112,304,328,0,4602,3722,94,3628,"Johnston County, North Carolina",0,3181,2084,470,362,220,2943,2568,177,2556
"G3701090","2011","NC",,,"North Carolina","37","Lincoln County","109",,,,,,,,,,,,,,,,,,"05000US37109","Lincoln County, North Carolina",,,,,,,,,,,"Lincoln County, North Carolina",,,,,,,,,,
"G3701190","2011","NC",,,"North Carolina","37","Mecklenburg County","119",,,,,,,,,,,,,,,,,,"05000US37119","Mecklenburg County, North Carolina",944373,549941,290116,2433,44450,852,31659,24922,2692,22230,"Mecklenburg County, North Carolina",0,7141,4190,1261,1950,197,6104,5991,1347,5799
"G3701250","2011","NC",,,"North Carolina","37","Moore County","125",,,,,,,,,,,,,,,,,,"05000US37125","Moore County, North Carolina",89352,74181,11270,264,726,0,294,2617,161,2456,"Moore County, North Carolina",0,324,1400,212,419,220,291,1429,257,1423
"G3701270","2011","NC",,,"North Carolina","37","Nash County","127",,,,,,,,,,,,,,,,,,"05000US37127","Nash County, North Carolina",96116,55962,35963,256,657,0,1424,1854,601,1253,"Nash County, North Carolina",0,1029,1082,264,543,220,1003,1180,626,1075
"G3701290","2011","NC",,,"North Carolina","37","New Hanover County","129",,,,,,,,,,,,,,,,,,"05000US37129","New Hanover County, North Carolina",206189,166476,31182,1143,1921,77,2614,2776,25,2751,"New Hanover County, North Carolina",0,1325,718,470,508,127,1339,1006,39,1003
"G3701330","2011","NC",,,"North Carolina","37","Onslow County","133",,,,,,,,,,,,,,,,,,"05000US37133","Onslow County, North Carolina",179719,135591,29491,1654,3135,419,3239,6190,1556,4634,"Onslow County, North Carolina",0,1887,1231,320,796,320,1072,2055,1161,1610
"G3701350","2011","NC",,,"North Carolina","37","Orange County","135",,,,,,,,,,,,,,,,,,"05000US37135","Orange County, North Carolina",135755,101161,16579,388,10014,0,4915,2698,659,2039,"Orange County, North Carolina",0,1894,883,386,390,220,1921,1174,648,919
"G3701470","2011","NC",,,"North Carolina","37","Pitt County","147",,,,,,,,,,,,,,,,,,"05000US37147","Pitt County, North Carolina",171134,101040,57251,937,3009,0,4784,4113,376,3737,"Pitt County, North Carolina",0,1523,1858,584,644,220,1650,1869,496,1830
"G3701510","2011","NC",,,"North Carolina","37","Randolph County","151",,,,,,,,,,,,,,,,,,"05000US37151","Randolph County, North Carolina",142358,126352,9028,246,1382,0,3663,1687,30,1657,"Randolph County, North Carolina",0,1705,551,338,280,220,1707,643,52,643
"G3701550","2011","NC",,,"North Carolina","37","Robeson County","155",,,,,,,,,,,,,,,,,,"05000US37155","Robeson County, North Carolina",135517,42578,31665,49303,1288,24,4795,5864,346,5518,"Robeson County, North Carolina",0,2439,1273,1117,282,48,2521,1751,328,1645
"G3701570","2011","NC",,,"North Carolina","37","Rockingham County","157",,,,,,,,,,,,,,,,,,"05000US37157","Rockingham County, North Carolina",93329,69754,16508,445,67,0,3588,2967,137,2830,"Rockingham County, North Carolina",0,938,1098,331,114,220,1049,1110,186,1098
"G3701590","2011","NC",,,"North Carolina","37","Rowan County","159",,,,,,,,,,,,,,,,,,"05000US37159","Rowan County, North Carolina",138019,107452,22968,870,450,0,3882,2397,273,2124,"Rowan County, North Carolina",0,1263,1057,753,413,220,1256,962,326,894
"G3701610","2011","NC",,,"North Carolina","37","Rutherford County","161",,,,,,,,,,,,,,,,,,"05000US37161","Rutherford County, North Carolina",67538,57903,7099,129,410,0,1041,956,144,812,"Rutherford County, North Carolina",0,698,670,200,220,220,832,592,213,561
"G3701710","2011","NC",,,"North Carolina","37","Surry County","171",,,,,,,,,,,,,,,,,,"05000US37171","Surry County, North Carolina",73714,67612,3076,177,121,0,478,2250,200,2050,"Surry County, North Carolina",0,1435,1408,125,178,220,409,1055,329,987
"G3701790","2011","NC",,,"North Carolina","37","Union County","179",,,,,,,,,,,,,,,,,,"05000US37179","Union County, North Carolina",205463,166243,24778,943,3262,176,7496,2565,57,2508,"Union County, North Carolina",0,3714,1130,412,637,287,3820,1244,80,1243
"G3701830","2011","NC",,,"North Carolina","37","Wake County","183",,,,,,,,,,,,,,,,,,"05000US37183","Wake County, North Carolina",929780,634061,196329,2396,50994,0,29067,16933,2985,13948,"Wake County, North Carolina",0,7535,3050,1380,1491,220,7601,3494,1385,2981
"G3701910","2011","NC",,,"North Carolina","37","Wayne County","191",,,,,,,,,,,,,,,,,,"05000US37191","Wayne County, North Carolina",123697,69371,39182,340,686,0,11040,3078,543,2535,"Wayne County, North Carolina",0,969,925,320,465,220,1317,1069,566,892
"G3701930","2011","NC",,,"North Carolina","37","Wilkes County","193",,,,,,,,,,,,,,,,,,"05000US37193","Wilkes County, North Carolina",68984,61931,3044,96,151,0,2438,1324,609,715,"Wilkes County, North Carolina",0,676,648,158,178,220,827,927,694,506
"G3701950","2011","NC",,,"North Carolina","37","Wilson County","195",,,,,,,,,,,,,,,,,,"05000US37195","Wilson County, North Carolina",81452,42408,31519,162,218,0,5259,1886,107,1779,"Wilson County, North Carolina",0,1384,1243,141,333,220,1389,1224,117,1217
"G3800150","2011","ND",,,"North Dakota","38","Burleigh County","015",,,,,,,,,,,,,,,,,,"05000US38015","Burleigh County, North Dakota",83145,77172,427,3699,340,0,17,1490,0,1490,"Burleigh County, North Dakota",0,432,152,329,327,143,31,533,143,533
"G3800170","2011","ND",,,"North Dakota","38","Cass County","017",,,,,,,,,,,,,,,,,,"05000US38017","Cass County, North Dakota",152368,139286,3534,2182,3423,85,776,3082,52,3030,"Cass County, North Dakota",0,1061,1058,691,419,144,830,1189,83,1193
"G3800350","2011","ND",,,"North Dakota","38","Grand Forks County","035",,,,,,,,,,,,,,,,,,"05000US38035","Grand Forks County, North Dakota",66598,60907,1305,1937,1246,0,56,1147,75,1072,"Grand Forks County, North Dakota",0,51,251,372,342,143,84,628,113,627
"G3900030","2011","OH",,,"Ohio","39","Allen County","003",,,,,,,,,,,,,,,,,,"05000US39003","Allen County, Ohio",106094,89052,12090,437,694,0,544,3277,229,3048,"Allen County, Ohio",0,626,997,125,272,187,442,1163,290,1121
"G3900070","2011","OH",,,"Ohio","39","Ashtabula County","007",,,,,,,,,,,,,,,,,,"05000US39007","Ashtabula County, Ohio",101345,94746,4567,114,577,0,218,1123,100,1023,"Ashtabula County, Ohio",0,332,454,121,77,187,179,445,170,402
"G3900130","2011","OH",,,"Ohio","39","Belmont County","013",,,,,,,,,,,,,,,,,,"05000US39013","Belmont County, Ohio",,,,,,,,,,,"Belmont County, Ohio",,,,,,,,,,
"G3900170","2011","OH",,,"Ohio","39","Butler County","017",,,,,,,,,,,,,,,,,,"05000US39017","Butler County, Ohio",369999,321030,28330,765,9679,107,3653,6435,780,5655,"Butler County, Ohio",0,2527,1152,472,571,186,2401,1497,601,1422
"G3900230","2011","OH",,,"Ohio","39","Clark County","023",,,,,,,,,,,,,,,,,,"05000US39023","Clark County, Ohio",137691,118653,11790,262,891,0,2321,3774,119,3655,"Clark County, Ohio",0,755,878,237,268,187,894,967,121,945
"G3900250","2011","OH",,,"Ohio","39","Clermont County","025",,,,,,,,,,,,,,,,,,"05000US39025","Clermont County, Ohio",199139,190019,3699,255,1956,0,1676,1534,0,1534,"Clermont County, Ohio",0,868,517,253,716,187,868,821,187,821
"G3900290","2011","OH",,,"Ohio","39","Columbiana County","029",,,,,,,,,,,,,,,,,,"05000US39029","Columbiana County, Ohio",107570,102903,2957,0,404,0,357,949,0,949,"Columbiana County, Ohio",0,333,719,187,388,187,316,597,187,597
"G3900350","2011","OH",,,"Ohio","39","Cuyahoga County","035",,,,,,,,,,,,,,,,,,"05000US39035","Cuyahoga County, Ohio",1270294,819389,372149,1994,33454,359,13401,29548,1950,27598,"Cuyahoga County, Ohio",0,2792,3378,787,1506,261,2723,3674,697,3476
"G3900410","2011","OH",,,"Ohio","39","Delaware County","041",,,,,,,,,,,,,,,,,,"05000US39041","Delaware County, Ohio",178341,159113,6754,624,7362,0,1415,3073,32,3041,"Delaware County, Ohio",0,927,513,348,740,187,891,989,53,982
"G3900430","2011","OH",,,"Ohio","39","Erie County","043",,,,,,,,,,,,,,,,,,"05000US39043","Erie County, Ohio",76751,66489,7340,25,429,0,661,1807,0,1807,"Erie County, Ohio",0,477,493,40,160,187,368,668,187,668
"G3900450","2011","OH",,,"Ohio","39","Fairfield County","045",,,,,,,,,,,,,,,,,,"05000US39045","Fairfield County, Ohio",147066,131333,6528,342,2198,0,2213,4452,0,4452,"Fairfield County, Ohio",0,1287,1238,238,150,187,1352,1318,187,1318
"G3900490","2011","OH",,,"Ohio","39","Franklin County","049",,,,,,,,,,,,,,,,,,"05000US39049","Franklin County, Ohio",1178799,823115,246330,1949,44954,73,23532,38846,2797,36049,"Franklin County, Ohio",0,4536,5103,707,3102,122,4876,6280,1766,6206
