GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,LJCE001,LJCE002,LJCE003,LJCE004,LJCE005,LJCE006,LJCE007,LJCE008,LJCE009,LJCE010,NAME_M,LJCM001,LJCM002,LJCM003,LJCM004,LJCM005,LJCM006,LJCM007,LJCM008,LJCM009,LJCM010
"G5100850","2011","VA",,,"Virginia","51","Hanover County","085",,,,,,,,,,,,,,,,,,"05000US51085","Hanover County, Virginia",100342,86066,9224,210,1241,0,1316,2285,130,2155,"Hanover County, Virginia",0,704,747,174,454,210,888,954,191,873
"G5100870","2011","VA",,,"Virginia","51","Henrico County","087",,,,,,,,,,,,,,,,,,"05000US51087","Henrico County, Virginia",310445,187072,89960,1439,20501,117,4139,7217,754,6463,"Henrico County, Virginia",0,1639,1898,368,1099,148,1693,1978,686,1851
"G5100950","2011","VA",,,"Virginia","51","James City County","095",,,,,,,,,,,,,,,,,,"05000US51095","James City County, Virginia",,,,,,,,,,,"James City County, Virginia",,,,,,,,,,
"G5101070","2011","VA",,,"Virginia","51","Loudoun County","107",,,,,,,,,,,,,,,,,,"05000US51107","Loudoun County, Virginia",325405,228946,26543,753,48289,0,9937,10937,1749,9188,"Loudoun County, Virginia",0,3964,1203,345,2389,210,3844,3327,1244,3165
"G5101210","2011","VA",,,"Virginia","51","Montgomery County","121",,,,,,,,,,,,,,,,,,"05000US51121","Montgomery County, Virginia",94342,82054,4082,452,4813,0,969,1972,0,1972,"Montgomery County, Virginia",0,927,382,557,942,210,915,807,210,807
"G5101530","2011","VA",,,"Virginia","51","Prince William County","153",,,,,,,,,,,,,,,,,,"05000US51153","Prince William County, Virginia",419006,258366,84329,2381,32793,105,21723,19309,1316,17993,"Prince William County, Virginia",0,6054,4126,1060,1578,128,5180,4432,713,4285
"G5101610","2011","VA",,,"Virginia","51","Roanoke County","161",,,,,,,,,,,,,,,,,,"05000US51161","Roanoke County, Virginia",92740,82580,5679,72,2662,0,229,1518,54,1464,"Roanoke County, Virginia",0,610,968,124,285,210,230,745,91,759
"G5101650","2011","VA",,,"Virginia","51","Rockingham County","165",,,,,,,,,,,,,,,,,,"05000US51165","Rockingham County, Virginia",,,,,,,,,,,"Rockingham County, Virginia",,,,,,,,,,
"G5101770","2011","VA",,,"Virginia","51","Spotsylvania County","177",,,,,,,,,,,,,,,,,,"05000US51177","Spotsylvania County, Virginia",124327,92019,19547,203,2747,0,6850,2961,110,2851,"Spotsylvania County, Virginia",0,2209,868,205,863,210,2245,1143,270,1192
"G5101790","2011","VA",,,"Virginia","51","Stafford County","179",,,,,,,,,,,,,,,,,,"05000US51179","Stafford County, Virginia",132133,94157,22106,862,3691,472,6247,4598,290,4308,"Stafford County, Virginia",0,1780,1195,332,683,530,1853,1746,374,1600
"G5101990","2011","VA",,,"Virginia","51","York County","199",,,,,,,,,,,,,,,,,,"05000US51199","York County, Virginia",66134,50465,9263,17,3864,208,705,1612,155,1457,"York County, Virginia",0,1533,1603,34,735,352,505,900,177,887
"G5105100","2011","VA",,,"Virginia","51","Alexandria city","510",,,,,,,,,,,,,,,,,,"05000US51510","Alexandria city, Virginia",144301,93723,30380,310,8547,0,5304,6037,1125,4912,"Alexandria city, Virginia",0,2426,1239,280,1192,210,2335,1986,1091,1730
"G5105500","2011","VA",,,"Virginia","51","Chesapeake city","550",,,,,,,,,,,,,,,,,,"05000US51550","Chesapeake city, Virginia",225050,140666,65759,609,7439,391,3033,7153,708,6445,"Chesapeake city, Virginia",0,1622,1421,268,831,528,1364,1675,627,1593
"G5106500","2011","VA",,,"Virginia","51","Hampton city","650",,,,,,,,,,,,,,,,,,"05000US51650","Hampton city, Virginia",136401,59098,68574,560,3086,39,791,4253,614,3639,"Hampton city, Virginia",0,1639,1463,425,710,68,798,1696,742,1550
"G5106800","2011","VA",,,"Virginia","51","Lynchburg city","680",,,,,,,,,,,,,,,,,,"05000US51680","Lynchburg city, Virginia",76503,51780,20921,229,1930,0,215,1428,163,1265,"Lynchburg city, Virginia",0,1494,1270,323,653,210,240,597,239,524
"G5107000","2011","VA",,,"Virginia","51","Newport News city","700",,,,,,,,,,,,,,,,,,"05000US51700","Newport News city, Virginia",179611,91478,72777,581,5172,264,2343,6996,543,6453,"Newport News city, Virginia",0,1821,2358,464,806,252,1675,2045,448,1955
"G5107100","2011","VA",,,"Virginia","51","Norfolk city","710",,,,,,,,,,,,,,,,,,"05000US51710","Norfolk city, Virginia",242628,115500,102621,917,8528,418,5153,9491,586,8905,"Norfolk city, Virginia",0,2034,2530,584,849,542,1512,1842,498,1744
"G5107400","2011","VA",,,"Virginia","51","Portsmouth city","740",,,,,,,,,,,,,,,,,,"05000US51740","Portsmouth city, Virginia",95684,39758,50965,70,643,0,1225,3023,304,2719,"Portsmouth city, Virginia",0,854,946,109,539,210,855,904,401,888
"G5107600","2011","VA",,,"Virginia","51","Richmond city","760",,,,,,,,,,,,,,,,,,"05000US51760","Richmond city, Virginia",205533,89030,101361,286,4904,31,3053,6868,44,6824,"Richmond city, Virginia",0,1997,1781,259,538,69,1833,2284,62,2283
"G5107700","2011","VA",,,"Virginia","51","Roanoke city","770",,,,,,,,,,,,,,,,,,"05000US51770","Roanoke city, Virginia",96714,62443,24781,188,1933,0,1912,5457,0,5457,"Roanoke city, Virginia",0,1363,2333,244,144,210,1204,2279,210,2279
"G5108000","2011","VA",,,"Virginia","51","Suffolk city","800",,,,,,,,,,,,,,,,,,"05000US51800","Suffolk city, Virginia",84930,44314,34648,103,664,0,339,4862,26,4836,"Suffolk city, Virginia",0,759,1627,185,464,210,316,1691,46,1691
"G5108100","2011","VA",,,"Virginia","51","Virginia Beach city","810",,,,,,,,,,,,,,,,,,"05000US51810","Virginia Beach city, Virginia",442707,302996,86949,1705,28736,240,5507,16574,967,15607,"Virginia Beach city, Virginia",0,2552,2612,637,1499,345,2074,2591,623,2545
"G5300050","2011","WA",,,"Washington","53","Benton County","005",,,,,,,,,,,,,,,,,,"05000US53005","Benton County, Washington",180678,146030,3047,1235,5515,194,19792,4865,1698,3167,"Benton County, Washington",0,4061,487,815,513,101,4271,1834,1443,1197
"G5300070","2011","WA",,,"Washington","53","Chelan County","007",,,,,,,,,,,,,,,,,,"05000US53007","Chelan County, Washington",73477,64327,668,301,478,119,5689,1895,337,1558,"Chelan County, Washington",0,3284,527,305,436,214,3265,896,438,744
"G5300090","2011","WA",,,"Washington","53","Clallam County","009",,,,,,,,,,,,,,,,,,"05000US53009","Clallam County, Washington",71838,63064,234,4559,851,13,227,2890,216,2674,"Clallam County, Washington",0,655,262,786,436,23,293,682,229,658
"G5300110","2011","WA",,,"Washington","53","Clark County","011",,,,,,,,,,,,,,,,,,"05000US53011","Clark County, Washington",433418,373644,8059,3443,18028,2220,9904,18120,513,17607,"Clark County, Washington",0,3064,1460,960,1223,854,3189,2920,411,2839
"G5300150","2011","WA",,,"Washington","53","Cowlitz County","015",,,,,,,,,,,,,,,,,,"05000US53015","Cowlitz County, Washington",102478,92646,407,811,1108,52,1814,5640,668,4972,"Cowlitz County, Washington",0,894,385,452,536,92,881,1109,670,881
"G5300210","2011","WA",,,"Washington","53","Franklin County","021",,,,,,,,,,,,,,,,,,"05000US53021","Franklin County, Washington",83455,44445,725,37,3472,72,32378,2326,1356,970,"Franklin County, Washington",0,2894,703,54,1000,95,3227,1709,1599,742
"G5300250","2011","WA",,,"Washington","53","Grant County","025",,,,,,,,,,,,,,,,,,"05000US53025","Grant County, Washington",91265,60226,944,884,892,56,25483,2780,632,2148,"Grant County, Washington",0,2248,505,359,375,106,2329,1331,651,1136
"G5300270","2011","WA",,,"Washington","53","Grays Harbor County","027",,,,,,,,,,,,,,,,,,"05000US53027","Grays Harbor County, Washington",72546,61899,627,2881,698,332,2853,3256,402,2854,"Grays Harbor County, Washington",0,1430,554,747,260,499,1377,842,414,788
"G5300290","2011","WA",,,"Washington","53","Island County","029",,,,,,,,,,,,,,,,,,"05000US53029","Island County, Washington",78971,66767,1719,605,3611,439,1441,4389,796,3593,"Island County, Washington",0,1115,427,336,803,283,1097,1406,1005,1180
"G5300330","2011","WA",,,"Washington","53","King County","033",,,,,,,,,,,,,,,,,,"05000US53033","King County, Washington",1969722,1374356,123160,15256,289879,15232,55322,96517,10085,86432,"King County, Washington",0,7368,3859,1832,4484,1025,8217,7460,3241,7062
"G5300350","2011","WA",,,"Washington","53","Kitsap County","035",,,,,,,,,,,,,,,,,,"05000US53035","Kitsap County, Washington",254633,206332,7039,4777,12738,2074,5760,15913,1650,14263,"Kitsap County, Washington",0,2866,927,1635,1135,434,2850,1938,983,1765
"G5300410","2011","WA",,,"Washington","53","Lewis County","041",,,,,,,,,,,,,,,,,,"05000US53041","Lewis County, Washington",75901,69875,493,687,680,0,1388,2778,477,2301,"Lewis County, Washington",0,865,267,382,214,201,748,634,351,578
"G5300530","2011","WA",,,"Washington","53","Pierce County","053",,,,,,,,,,,,,,,,,,"05000US53053","Pierce County, Washington",807904,611022,52209,8269,49214,10685,19289,57216,3184,54032,"Pierce County, Washington",0,4990,3139,1848,2802,1160,4982,4842,1278,4687
"G5300570","2011","WA",,,"Washington","53","Skagit County","057",,,,,,,,,,,,,,,,,,"05000US53057","Skagit County, Washington",118109,103100,1055,2504,1965,273,6013,3199,872,2327,"Skagit County, Washington",0,2575,328,296,498,260,2467,1059,638,711
"G5300610","2011","WA",,,"Washington","53","Snohomish County","061",,,,,,,,,,,,,,,,,,"05000US53061","Snohomish County, Washington",722400,579773,15705,8670,67095,3206,14994,32957,1855,31102,"Snohomish County, Washington",0,4543,1620,1588,2458,1010,3995,3833,988,3649
"G5300630","2011","WA",,,"Washington","53","Spokane County","063",,,,,,,,,,,,,,,,,,"05000US53063","Spokane County, Washington",473761,421669,9512,7771,10409,1909,4202,18289,670,17619,"Spokane County, Washington",0,2314,1569,1560,1349,484,1689,2956,401,2951
"G5300670","2011","WA",,,"Washington","53","Thurston County","067",,,,,,,,,,,,,,,,,,"05000US53067","Thurston County, Washington",256591,214384,6225,3301,15086,2261,3917,11417,280,11137,"Thurston County, Washington",0,1949,1368,970,1395,100,1818,2235,277,2248
"G5300730","2011","WA",,,"Washington","53","Whatcom County","073",,,,,,,,,,,,,,,,,,"05000US53073","Whatcom County, Washington",203663,178024,2188,4471,8985,0,3061,6934,531,6403,"Whatcom County, Washington",0,2515,876,1216,1196,201,2545,1847,361,1962
"G5300770","2011","WA",,,"Washington","53","Yakima County","077",,,,,,,,,,,,,,,,,,"05000US53077","Yakima County, Washington",247141,190137,1389,8250,3165,138,34965,9097,2689,6408,"Yakima County, Washington",0,6408,900,1264,699,169,6588,2189,1350,1582
"G5400030","2011","WV",,,"West Virginia","54","Berkeley County","003",,,,,,,,,,,,,,,,,,"05000US54003","Berkeley County, West Virginia",105750,92718,7445,337,911,47,1681,2611,119,2492,"Berkeley County, West Virginia",0,1121,1149,207,493,97,1153,1257,144,1242
"G5400110","2011","WV",,,"West Virginia","54","Cabell County","011",,,,,,,,,,,,,,,,,,"05000US54011","Cabell County, West Virginia",96653,88217,4060,218,697,0,190,3271,0,3271,"Cabell County, West Virginia",0,329,678,216,685,184,282,811,184,811
"G5400330","2011","WV",,,"West Virginia","54","Harrison County","033",,,,,,,,,,,,,,,,,,"05000US54033","Harrison County, West Virginia",,,,,,,,,,,"Harrison County, West Virginia",,,,,,,,,,
"G5400390","2011","WV",,,"West Virginia","54","Kanawha County","039",,,,,,,,,,,,,,,,,,"05000US54039","Kanawha County, West Virginia",192315,171497,5932,177,1810,0,60,12839,61,12778,"Kanawha County, West Virginia",0,343,1024,141,500,184,123,1205,102,1206
"G5400610","2011","WV",,,"West Virginia","54","Monongalia County","061",,,,,,,,,,,,,,,,,,"05000US54061","Monongalia County, West Virginia",98528,89744,3184,150,3371,0,81,1998,0,1998,"Monongalia County, West Virginia",0,208,753,229,191,184,112,881,184,881
"G5400810","2011","WV",,,"West Virginia","54","Raleigh County","081",,,,,,,,,,,,,,,,,,"05000US54081","Raleigh County, West Virginia",79127,69665,6995,82,908,0,785,692,30,662,"Raleigh County, West Virginia",0,840,475,103,249,184,1069,465,55,449
"G5401070","2011","WV",,,"West Virginia","54","Wood County","107",,,,,,,,,,,,,,,,,,"05000US54107","Wood County, West Virginia",87120,83947,969,106,383,0,319,1396,66,1330,"Wood County, West Virginia",0,282,149,124,120,184,319,233,88,220
"G5500090","2011","WI",,,"Wisconsin","55","Brown County","009",,,,,,,,,,,,,,,,,,"05000US55009","Brown County, Wisconsin",251412,222367,6807,4923,7033,25,2747,7510,868,6642,"Brown County, Wisconsin",0,1700,1347,1068,766,45,1333,1964,524,1837
"G5500250","2011","WI",,,"Wisconsin","55","Dane County","025",,,,,,,,,,,,,,,,,,"05000US55025","Dane County, Wisconsin",495959,424372,25309,1373,23814,239,7063,13789,1307,12482,"Dane County, Wisconsin",0,2438,2627,436,1183,286,2497,2953,706,2882
"G5500270","2011","WI",,,"Wisconsin","55","Dodge County","027",,,,,,,,,,,,,,,,,,"05000US55027","Dodge County, Wisconsin",88661,83770,2060,216,333,0,519,1763,312,1451,"Dodge County, Wisconsin",0,528,754,140,239,151,429,936,404,792
"G5500350","2011","WI",,,"Wisconsin","55","Eau Claire County","035",,,,,,,,,,,,,,,,,,"05000US55035","Eau Claire County, Wisconsin",99879,92332,322,455,3838,0,183,2749,0,2749,"Eau Claire County, Wisconsin",0,554,276,176,926,151,254,685,151,685
"G5500390","2011","WI",,,"Wisconsin","55","Fond du Lac County","039",,,,,,,,,,,,,,,,,,"05000US55039","Fond du Lac County, Wisconsin",102079,95409,1499,128,1464,67,2214,1298,81,1217,"Fond du Lac County, Wisconsin",0,829,607,182,99,121,983,557,129,558
"G5500550","2011","WI",,,"Wisconsin","55","Jefferson County","055",,,,,,,,,,,,,,,,,,"05000US55055","Jefferson County, Wisconsin",83943,80164,720,21,464,0,606,1968,219,1749,"Jefferson County, Wisconsin",0,1071,359,29,295,151,447,901,203,909
"G5500590","2011","WI",,,"Wisconsin","55","Kenosha County","059",,,,,,,,,,,,,,,,,,"05000US55059","Kenosha County, Wisconsin",167293,148041,11990,610,2328,107,1489,2728,342,2386,"Kenosha County, Wisconsin",0,1097,573,524,854,174,843,1124,415,1068
"G5500630","2011","WI",,,"Wisconsin","55","La Crosse County","063",,,,,,,,,,,,,,,,,,"05000US55063","La Crosse County, Wisconsin",115572,106054,2079,635,4966,0,739,1099,188,911,"La Crosse County, Wisconsin",0,639,339,146,426,151,647,549,250,528
"G5500710","2011","WI",,,"Wisconsin","55","Manitowoc County","071",,,,,,,,,,,,,,,,,,"05000US55071","Manitowoc County, Wisconsin",80976,75921,195,338,2146,0,1111,1265,61,1204,"Manitowoc County, Wisconsin",0,541,225,161,234,151,556,539,108,508
"G5500730","2011","WI",,,"Wisconsin","55","Marathon County","073",,,,,,,,,,,,,,,,,,"05000US55073","Marathon County, Wisconsin",134400,123519,428,397,6632,38,193,3193,190,3003,"Marathon County, Wisconsin",0,395,374,219,811,61,146,1013,151,991
"G5500790","2011","WI",,,"Wisconsin","55","Milwaukee County","079",,,,,,,,,,,,,,,,,,"05000US55079","Milwaukee County, Wisconsin",952532,596787,249362,4766,32666,349,36839,31763,5381,26382,"Milwaukee County, Wisconsin",0,4603,3435,912,1134,310,4480,3892,1395,3623
"G5500870","2011","WI",,,"Wisconsin","55","Outagamie County","087",,,,,,,,,,,,,,,,,,"05000US55087","Outagamie County, Wisconsin",177913,164007,1813,2809,5451,30,1057,2746,158,2588,"Outagamie County, Wisconsin",0,791,548,481,455,59,697,969,189,938
"G5500890","2011","WI",,,"Wisconsin","55","Ozaukee County","089",,,,,,,,,,,,,,,,,,"05000US55089","Ozaukee County, Wisconsin",86568,82033,1403,261,1659,0,570,642,0,642,"Ozaukee County, Wisconsin",0,589,115,447,585,151,614,368,151,368
"G5500970","2011","WI",,,"Wisconsin","55","Portage County","097",,,,,,,,,,,,,,,,,,"05000US55097","Portage County, Wisconsin",70084,66481,70,341,1720,0,156,1316,1,1315,"Portage County, Wisconsin",0,227,96,292,714,151,163,708,4,708
"G5501010","2011","WI",,,"Wisconsin","55","Racine County","101",,,,,,,,,,,,,,,,,,"05000US55101","Racine County, Wisconsin",195388,161693,22142,758,2654,0,4958,3183,647,2536,"Racine County, Wisconsin",0,2154,1506,332,51,151,1966,1159,413,1084
"G5501050","2011","WI",,,"Wisconsin","55","Rock County","105",,,,,,,,,,,,,,,,,,"05000US55105","Rock County, Wisconsin",160092,145088,7145,171,1849,0,1958,3881,197,3684,"Rock County, Wisconsin",0,1091,901,178,228,151,1040,994,207,983
"G5501090","2011","WI",,,"Wisconsin","55","St. Croix County","109",,,,,,,,,,,,,,,,,,"05000US55109","St. Croix County, Wisconsin",84922,81396,629,653,664,0,132,1448,162,1286,"St. Croix County, Wisconsin",0,274,231,433,248,151,161,496,242,437
"G5501170","2011","WI",,,"Wisconsin","55","Sheboygan County","117",,,,,,,,,,,,,,,,,,"05000US55117","Sheboygan County, Wisconsin",115149,105281,1845,519,5587,59,558,1300,585,715,"Sheboygan County, Wisconsin",0,1168,242,234,186,102,543,1045,983,379
"G5501270","2011","WI",,,"Wisconsin","55","Walworth County","127",,,,,,,,,,,,,,,,,,"05000US55127","Walworth County, Wisconsin",,,,,,,,,,,"Walworth County, Wisconsin",,,,,,,,,,
"G5501310","2011","WI",,,"Wisconsin","55","Washington County","131",,,,,,,,,,,,,,,,,,"05000US55131","Washington County, Wisconsin",132386,127437,1026,115,1601,0,524,1683,0,1683,"Washington County, Wisconsin",0,411,602,159,438,151,446,761,151,761
"G5501330","2011","WI",,,"Wisconsin","55","Waukesha County","133",,,,,,,,,,,,,,,,,,"05000US55133","Waukesha County, Wisconsin",390730,365154,5612,733,10085,0,3236,5910,755,5155,"Waukesha County, Wisconsin",0,1971,692,372,941,151,1891,1387,581,1164
"G5501390","2011","WI",,,"Wisconsin","55","Winnebago County","139",,,,,,,,,,,,,,,,,,"05000US55139","Winnebago County, Wisconsin",167699,155951,3138,921,3994,178,786,2731,766,1965,"Winnebago County, Wisconsin",0,917,480,411,634,337,840,1209,782,903
"G5501410","2011","WI",,,"Wisconsin","55","Wood County","141",,,,,,,,,,,,,,,,,,"05000US55141","Wood County, Wisconsin",74785,71469,252,469,1744,0,294,557,0,557,"Wood County, Wisconsin",0,317,174,180,328,151,284,305,151,305
"G5600210","2011","WY",,,"Wyoming","56","Laramie County","021",,,,,,,,,,,,,,,,,,"05000US56021","Laramie County, Wyoming",92680,81679,2689,928,1037,8,4215,2124,705,1419,"Laramie County, Wyoming",0,1294,306,250,366,16,1297,777,406,668
"G5600250","2011","WY",,,"Wyoming","56","Natrona County","025",,,,,,,,,,,,,,,,,,"05000US56025","Natrona County, Wyoming",76366,70247,880,929,715,0,876,2719,306,2413,"Natrona County, Wyoming",0,787,734,712,452,189,567,1161,338,1162
"G7200130","2011","PR",,,"Puerto Rico","72","Arecibo Municipio","013",,,,,,,,,,,,,,,,,,"05000US72013","Arecibo Municipio, Puerto Rico",95816,82151,3959,362,978,0,5702,2664,1046,1618,"Arecibo Municipio, Puerto Rico",0,2367,1261,362,587,210,1719,1281,678,997
"G7200210","2011","PR",,,"Puerto Rico","72","Bayamón Municipio","021",,,,,,,,,,,,,,,,,,"05000US72021","Bayamón Municipio, Puerto Rico",205693,120585,17969,1495,371,0,22405,42868,1296,41572,"Bayamón Municipio, Puerto Rico",0,5554,3201,874,298,210,4665,4883,553,4802
"G7200250","2011","PR",,,"Puerto Rico","72","Caguas Municipio","025",,,,,,,,,,,,,,,,,,"05000US72025","Caguas Municipio, Puerto Rico",142678,109804,9758,55,190,0,9572,13299,585,12714,"Caguas Municipio, Puerto Rico",0,4272,2120,89,216,210,2399,3876,387,3861
"G7200310","2011","PR",,,"Puerto Rico","72","Carolina Municipio","031",,,,,,,,,,,,,,,,,,"05000US72031","Carolina Municipio, Puerto Rico",175129,102842,35907,1279,471,0,22953,11677,1561,10116,"Carolina Municipio, Puerto Rico",0,5301,4858,961,438,210,3414,3813,743,3719
"G7200610","2011","PR",,,"Puerto Rico","72","Guaynabo Municipio","061",,,,,,,,,,,,,,,,,,"05000US72061","Guaynabo Municipio, Puerto Rico",97280,73801,3955,390,167,0,15817,3150,262,2888,"Guaynabo Municipio, Puerto Rico",0,3371,1423,622,248,210,2906,1484,227,1450
"G7200970","2011","PR",,,"Puerto Rico","72","Mayagüez Municipio","097",,,,,,,,,,,,,,,,,,"05000US72097","Mayagüez Municipio, Puerto Rico",87712,49649,3824,0,11,0,2418,31810,910,30900,"Mayagüez Municipio, Puerto Rico",0,3416,1022,210,17,210,1128,3543,696,3473
"G7201130","2011","PR",,,"Puerto Rico","72","Ponce Municipio","113",,,,,,,,,,,,,,,,,,"05000US72113","Ponce Municipio, Puerto Rico",163727,110242,8962,87,51,0,15057,29328,1020,28308,"Ponce Municipio, Puerto Rico",0,4571,1711,105,77,210,3044,4394,527,4410
