GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,ACK3E001,ACK3E002,ACK3E003,ACK3E004,ACK3E005,ACK3E006,ACK3E007,ACK3E008,ACK3E009,ACK3E010,NAME_M,ACK3M001,ACK3M002,ACK3M003,ACK3M004,ACK3M005,ACK3M006,ACK3M007,ACK3M008,ACK3M009,ACK3M010
"G3900030","2015","OH",,,"Ohio","39","Allen County","003",,,,,,,,,,,,,,,,,,"05000US39003","Allen County, Ohio",104425,86537,13636,323,1060,0,820,2049,303,1746,"Allen County, Ohio",0,661,678,125,382,187,477,805,280,781
"G3900070","2015","OH",,,"Ohio","39","Ashtabula County","007",,,,,,,,,,,,,,,,,,"05000US39007","Ashtabula County, Ohio",98632,91808,3828,95,558,0,728,1615,95,1520,"Ashtabula County, Ohio",0,842,717,143,80,187,850,657,119,658
"G3900090","2015","OH",,,"Ohio","39","Athens County","009",,,,,,,,,,,,,,,,,,"05000US39009","Athens County, Ohio",65886,59728,1940,63,2910,0,271,974,42,932,"Athens County, Ohio",0,411,235,116,599,187,316,443,70,438
"G3900130","2015","OH",,,"Ohio","39","Belmont County","013",,,,,,,,,,,,,,,,,,"05000US39013","Belmont County, Ohio",69154,64567,2313,451,77,0,419,1327,162,1165,"Belmont County, Ohio",0,458,643,267,89,187,315,462,244,447
"G3900170","2015","OH",,,"Ohio","39","Butler County","017",,,,,,,,,,,,,,,,,,"05000US39017","Butler County, Ohio",376353,320938,26643,1113,10790,1881,3820,11168,514,10654,"Butler County, Ohio",0,2302,2603,1594,1070,2091,1803,2250,401,2223
"G3900230","2015","OH",,,"Ohio","39","Clark County","023",,,,,,,,,,,,,,,,,,"05000US39023","Clark County, Ohio",135959,116881,11004,99,1020,94,1543,5318,198,5120,"Clark County, Ohio",0,1140,1177,171,234,102,1133,1240,285,1210
"G3900250","2015","OH",,,"Ohio","39","Clermont County","025",,,,,,,,,,,,,,,,,,"05000US39025","Clermont County, Ohio",201973,192302,3379,463,2044,0,985,2800,36,2764,"Clermont County, Ohio",0,587,890,462,673,187,565,1205,62,1202
"G3900290","2015","OH",,,"Ohio","39","Columbiana County","029",,,,,,,,,,,,,,,,,,"05000US39029","Columbiana County, Ohio",,,,,,,,,,,"Columbiana County, Ohio",,,,,,,,,,
"G3900350","2015","OH",,,"Ohio","39","Cuyahoga County","035",,,,,,,,,,,,,,,,,,"05000US39035","Cuyahoga County, Ohio",1255921,794041,372481,3910,36749,522,16247,31971,3836,28135,"Cuyahoga County, Ohio",0,3485,3566,1694,1847,374,2845,3948,995,3755
"G3900410","2015","OH",,,"Ohio","39","Delaware County","041",,,,,,,,,,,,,,,,,,"05000US39041","Delaware County, Ohio",193013,170763,7468,51,10806,110,707,3108,229,2879,"Delaware County, Ohio",0,570,551,92,664,135,544,836,269,797
"G3900430","2015","OH",,,"Ohio","39","Erie County","043",,,,,,,,,,,,,,,,,,"05000US39043","Erie County, Ohio",75550,64065,6251,120,144,0,1816,3154,121,3033,"Erie County, Ohio",0,701,1012,139,155,187,957,1014,172,977
"G3900450","2015","OH",,,"Ohio","39","Fairfield County","045",,,,,,,,,,,,,,,,,,"05000US39045","Fairfield County, Ohio",151408,134937,10834,72,2183,302,108,2972,0,2972,"Fairfield County, Ohio",0,431,1258,63,314,400,195,968,187,968
"G3900490","2015","OH",,,"Ohio","39","Franklin County","049",,,,,,,,,,,,,,,,,,"05000US39049","Franklin County, Ohio",1251722,853416,272019,2143,58135,328,19572,46109,3335,42774,"Franklin County, Ohio",0,5245,4860,827,1817,311,4499,5576,1253,5280
"G3900550","2015","OH",,,"Ohio","39","Geauga County","055",,,,,,,,,,,,,,,,,,"05000US39055","Geauga County, Ohio",94102,90773,1175,0,398,0,160,1596,252,1344,"Geauga County, Ohio",0,340,556,187,405,187,142,515,231,483
"G3900570","2015","OH",,,"Ohio","39","Greene County","057",,,,,,,,,,,,,,,,,,"05000US39057","Greene County, Ohio",164427,142312,11411,173,4588,0,421,5522,131,5391,"Greene County, Ohio",0,330,967,189,905,187,320,1444,161,1429
"G3900610","2015","OH",,,"Ohio","39","Hamilton County","061",,,,,,,,,,,,,,,,,,"05000US39061","Hamilton County, Ohio",807598,550705,206481,925,19234,287,6822,23144,1252,21892,"Hamilton County, Ohio",0,2516,3330,450,1175,344,2683,3845,867,3570
"G3900630","2015","OH",,,"Ohio","39","Hancock County","063",,,,,,,,,,,,,,,,,,"05000US39063","Hancock County, Ohio",75573,69539,1541,44,1330,0,990,2129,497,1632,"Hancock County, Ohio",0,820,493,77,238,187,622,935,600,1038
"G3900810","2015","OH",,,"Ohio","39","Jefferson County","081",,,,,,,,,,,,,,,,,,"05000US39081","Jefferson County, Ohio",67347,61801,3270,224,115,0,13,1924,44,1880,"Jefferson County, Ohio",0,141,542,204,88,187,26,528,48,527
"G3900850","2015","OH",,,"Ohio","39","Lake County","085",,,,,,,,,,,,,,,,,,"05000US39085","Lake County, Ohio",229245,210834,9681,353,2840,16,815,4706,7,4699,"Lake County, Ohio",0,1566,998,373,443,28,590,1692,14,1693
"G3900890","2015","OH",,,"Ohio","39","Licking County","089",,,,,,,,,,,,,,,,,,"05000US39089","Licking County, Ohio",170570,157316,5527,196,1657,99,964,4811,195,4616,"Licking County, Ohio",0,1362,923,162,467,167,1322,1129,277,1058
"G3900930","2015","OH",,,"Ohio","39","Lorain County","093",,,,,,,,,,,,,,,,,,"05000US39093","Lorain County, Ohio",305147,258542,26896,1186,3804,192,4160,10367,1203,9164,"Lorain County, Ohio",0,1823,2195,460,579,259,1752,2199,746,2048
"G3900950","2015","OH",,,"Ohio","39","Lucas County","095",,,,,,,,,,,,,,,,,,"05000US39095","Lucas County, Ohio",433689,313961,81256,923,8472,297,9293,19487,3687,15800,"Lucas County, Ohio",0,2348,2602,402,1025,201,2351,3024,1448,2829
"G3900990","2015","OH",,,"Ohio","39","Mahoning County","099",,,,,,,,,,,,,,,,,,"05000US39099","Mahoning County, Ohio",231900,185334,37537,1016,1776,339,719,5179,762,4417,"Mahoning County, Ohio",0,1324,1587,414,507,509,467,1320,451,1334
"G3901010","2015","OH",,,"Ohio","39","Marion County","101",,,,,,,,,,,,,,,,,,"05000US39101","Marion County, Ohio",65355,58757,3522,222,469,0,377,2008,7,2001,"Marion County, Ohio",0,351,758,334,346,187,273,631,13,632
"G3901030","2015","OH",,,"Ohio","39","Medina County","103",,,,,,,,,,,,,,,,,,"05000US39103","Medina County, Ohio",176395,168225,2817,253,2140,0,1045,1915,0,1915,"Medina County, Ohio",0,1037,668,313,396,187,994,802,187,802
"G3901090","2015","OH",,,"Ohio","39","Miami County","109",,,,,,,,,,,,,,,,,,"05000US39109","Miami County, Ohio",104224,97829,3094,134,1086,0,427,1654,55,1599,"Miami County, Ohio",0,303,620,216,508,187,260,652,88,644
"G3901130","2015","OH",,,"Ohio","39","Montgomery County","113",,,,,,,,,,,,,,,,,,"05000US39113","Montgomery County, Ohio",532258,390995,106552,1368,10445,141,3996,18761,694,18067,"Montgomery County, Ohio",0,1333,2918,800,921,147,1596,3106,508,3008
"G3901190","2015","OH",,,"Ohio","39","Muskingum County","119",,,,,,,,,,,,,,,,,,"05000US39119","Muskingum County, Ohio",,,,,,,,,,,"Muskingum County, Ohio",,,,,,,,,,
"G3901330","2015","OH",,,"Ohio","39","Portage County","133",,,,,,,,,,,,,,,,,,"05000US39133","Portage County, Ohio",162275,147011,6575,236,2580,0,1388,4485,71,4414,"Portage County, Ohio",0,687,746,258,480,187,823,1026,121,1036
"G3901390","2015","OH",,,"Ohio","39","Richland County","139",,,,,,,,,,,,,,,,,,"05000US39139","Richland County, Ohio",121707,105515,8063,191,1070,0,793,6075,170,5905,"Richland County, Ohio",0,629,1254,174,117,187,662,1253,202,1246
"G3901410","2015","OH",,,"Ohio","39","Ross County","141",,,,,,,,,,,,,,,,,,"05000US39141","Ross County, Ohio",77170,69567,4059,0,95,52,353,3044,360,2684,"Ross County, Ohio",0,394,515,187,125,111,344,562,366,454
"G3901450","2015","OH",,,"Ohio","39","Scioto County","145",,,,,,,,,,,,,,,,,,"05000US39145","Scioto County, Ohio",,,,,,,,,,,"Scioto County, Ohio",,,,,,,,,,
"G3901510","2015","OH",,,"Ohio","39","Stark County","151",,,,,,,,,,,,,,,,,,"05000US39151","Stark County, Ohio",375165,331368,28395,304,3469,60,1546,10023,488,9535,"Stark County, Ohio",0,1007,2023,379,438,112,970,2182,525,2139
"G3901530","2015","OH",,,"Ohio","39","Summit County","153",,,,,,,,,,,,,,,,,,"05000US39153","Summit County, Ohio",541968,430784,77317,718,15795,200,1053,16101,1545,14556,"Summit County, Ohio",0,1158,2289,361,1204,319,613,2744,1186,2440
"G3901550","2015","OH",,,"Ohio","39","Trumbull County","155",,,,,,,,,,,,,,,,,,"05000US39155","Trumbull County, Ohio",203751,180958,16969,30,1279,32,211,4272,224,4048,"Trumbull County, Ohio",0,488,1325,65,387,58,325,1469,231,1449
"G3901570","2015","OH",,,"Ohio","39","Tuscarawas County","157",,,,,,,,,,,,,,,,,,"05000US39157","Tuscarawas County, Ohio",92916,89575,440,113,912,0,277,1599,264,1335,"Tuscarawas County, Ohio",0,724,372,180,748,187,280,870,412,872
"G3901650","2015","OH",,,"Ohio","39","Warren County","165",,,,,,,,,,,,,,,,,,"05000US39165","Warren County, Ohio",224469,200608,6779,156,10849,0,1221,4856,0,4856,"Warren County, Ohio",0,826,794,225,1018,187,786,1249,187,1249
"G3901690","2015","OH",,,"Ohio","39","Wayne County","169",,,,,,,,,,,,,,,,,,"05000US39169","Wayne County, Ohio",116063,109654,1530,712,845,0,886,2436,45,2391,"Wayne County, Ohio",0,298,753,674,479,187,462,861,76,855
"G3901730","2015","OH",,,"Ohio","39","Wood County","173",,,,,,,,,,,,,,,,,,"05000US39173","Wood County, Ohio",129730,119283,3672,112,1910,23,1297,3433,959,2474,"Wood County, Ohio",0,794,589,114,321,56,514,882,536,717
"G4000170","2015","OK",,,"Oklahoma","40","Canadian County","017",,,,,,,,,,,,,,,,,,"05000US40017","Canadian County, Oklahoma",133378,107025,3131,4780,3718,0,5484,9240,1775,7465,"Canadian County, Oklahoma",0,1918,1032,1021,969,155,2048,1954,1278,1520
"G4000270","2015","OK",,,"Oklahoma","40","Cleveland County","027",,,,,,,,,,,,,,,,,,"05000US40027","Cleveland County, Oklahoma",274458,213978,11577,9967,12446,120,3657,22713,1077,21636,"Cleveland County, Oklahoma",0,2020,1358,1742,994,127,1585,2380,639,2250
"G4000310","2015","OK",,,"Oklahoma","40","Comanche County","031",,,,,,,,,,,,,,,,,,"05000US40031","Comanche County, Oklahoma",124648,79767,21466,6431,3248,472,2033,11231,842,10389,"Comanche County, Oklahoma",0,1741,1467,1074,513,438,1423,2405,774,2276
"G4000370","2015","OK",,,"Oklahoma","40","Creek County","037",,,,,,,,,,,,,,,,,,"05000US40037","Creek County, Oklahoma",70892,56326,1558,8376,68,0,211,4353,287,4066,"Creek County, Oklahoma",0,381,312,716,99,155,228,807,236,811
"G4001010","2015","OK",,,"Oklahoma","40","Muskogee County","101",,,,,,,,,,,,,,,,,,"05000US40101","Muskogee County, Oklahoma",69699,41098,8036,12409,517,0,1357,6282,819,5463,"Muskogee County, Oklahoma",0,765,707,1032,110,155,489,1190,656,1143
"G4001090","2015","OK",,,"Oklahoma","40","Oklahoma County","109",,,,,,,,,,,,,,,,,,"05000US40109","Oklahoma County, Oklahoma",776864,537248,114640,21136,26038,673,24892,52237,3318,48919,"Oklahoma County, Oklahoma",0,4530,4010,1740,1444,371,4519,4537,1238,4438
"G4001190","2015","OK",,,"Oklahoma","40","Payne County","119",,,,,,,,,,,,,,,,,,"05000US40119","Payne County, Oklahoma",80850,65558,3029,4111,3934,101,56,4061,182,3879,"Payne County, Oklahoma",0,442,603,862,433,127,108,1170,253,1156
"G4001250","2015","OK",,,"Oklahoma","40","Pottawatomie County","125",,,,,,,,,,,,,,,,,,"05000US40125","Pottawatomie County, Oklahoma",71875,55076,2497,11089,448,0,637,2128,16,2112,"Pottawatomie County, Oklahoma",0,332,226,595,203,155,295,698,28,697
"G4001310","2015","OK",,,"Oklahoma","40","Rogers County","131",,,,,,,,,,,,,,,,,,"05000US40131","Rogers County, Oklahoma",90802,67884,956,10935,1177,0,1482,8368,105,8263,"Rogers County, Oklahoma",0,715,287,1078,235,155,686,1091,163,1104
"G4001430","2015","OK",,,"Oklahoma","40","Tulsa County","143",,,,,,,,,,,,,,,,,,"05000US40143","Tulsa County, Oklahoma",639242,445266,64849,30398,18884,58,27030,52757,2314,50443,"Tulsa County, Oklahoma",0,2870,1807,2378,752,73,2539,2913,839,2811
"G4001450","2015","OK",,,"Oklahoma","40","Wagoner County","145",,,,,,,,,,,,,,,,,,"05000US40145","Wagoner County, Oklahoma",76559,58308,2939,5556,966,116,566,8108,272,7836,"Wagoner County, Oklahoma",0,531,200,764,340,192,413,1026,301,970
"G4100030","2015","OR",,,"Oregon","41","Benton County","003",,,,,,,,,,,,,,,,,,"05000US41003","Benton County, Oregon",87572,76011,829,905,5759,78,1338,2652,167,2485,"Benton County, Oregon",0,734,422,419,694,134,816,1022,268,981
"G4100050","2015","OR",,,"Oregon","41","Clackamas County","005",,,,,,,,,,,,,,,,,,"05000US41005","Clackamas County, Oregon",401515,354708,3723,2768,17296,1445,8826,12749,479,12270,"Clackamas County, Oregon",0,3320,1061,1055,1062,612,3095,1679,343,1590
"G4100170","2015","OR",,,"Oregon","41","Deschutes County","017",,,,,,,,,,,,,,,,,,"05000US41017","Deschutes County, Oregon",175268,163923,1128,999,1805,110,1614,5689,737,4952,"Deschutes County, Oregon",0,2012,225,502,549,188,882,1661,601,1489
"G4100190","2015","OR",,,"Oregon","41","Douglas County","019",,,,,,,,,,,,,,,,,,"05000US41019","Douglas County, Oregon",107685,100062,723,1054,883,72,766,4125,88,4037,"Douglas County, Oregon",0,565,527,413,492,91,536,808,125,781
"G4100290","2015","OR",,,"Oregon","41","Jackson County","029",,,,,,,,,,,,,,,,,,"05000US41029","Jackson County, Oregon",212567,193760,1514,2319,2407,376,3335,8856,728,8128,"Jackson County, Oregon",0,1988,691,980,522,346,1651,1544,455,1551
"G4100330","2015","OR",,,"Oregon","41","Josephine County","033",,,,,,,,,,,,,,,,,,"05000US41033","Josephine County, Oregon",84745,77847,370,337,1027,0,1911,3253,166,3087,"Josephine County, Oregon",0,1316,280,211,400,197,1428,510,221,442
"G4100350","2015","OR",,,"Oregon","41","Klamath County","035",,,,,,,,,,,,,,,,,,"05000US41035","Klamath County, Oregon",66016,58461,154,3263,707,144,1099,2188,106,2082,"Klamath County, Oregon",0,1006,158,905,251,172,904,820,173,780
"G4100390","2015","OR",,,"Oregon","41","Lane County","039",,,,,,,,,,,,,,,,,,"05000US41039","Lane County, Oregon",362895,317444,5418,5392,8277,945,7580,17839,1078,16761,"Lane County, Oregon",0,2826,954,2007,1423,390,2365,2470,707,2480
"G4100430","2015","OR",,,"Oregon","41","Linn County","043",,,,,,,,,,,,,,,,,,"05000US41043","Linn County, Oregon",120547,110729,100,1047,1200,156,2092,5223,967,4256,"Linn County, Oregon",0,1889,140,586,532,155,1094,1126,964,772
"G4100470","2015","OR",,,"Oregon","41","Marion County","047",,,,,,,,,,,,,,,,,,"05000US41047","Marion County, Oregon",330700,278040,4055,2748,5397,3043,12664,24753,2188,22565,"Marion County, Oregon",0,5237,767,1280,1408,446,3617,4497,1072,4349
"G4100510","2015","OR",,,"Oregon","41","Multnomah County","051",,,,,,,,,,,,,,,,,,"05000US41051","Multnomah County, Oregon",790294,623309,42914,6017,55377,4517,15755,42405,4710,37695,"Multnomah County, Oregon",0,4314,2224,1662,2786,953,3353,3992,1314,3991
"G4100530","2015","OR",,,"Oregon","41","Polk County","053",,,,,,,,,,,,,,,,,,"05000US41053","Polk County, Oregon",79391,69742,692,1470,1685,175,2658,2969,228,2741,"Polk County, Oregon",0,1701,231,816,402,188,1706,761,207,783
"G4100590","2015","OR",,,"Oregon","41","Umatilla County","059",,,,,,,,,,,,,,,,,,"05000US41059","Umatilla County, Oregon",76531,66230,444,3533,728,162,2535,2899,323,2576,"Umatilla County, Oregon",0,1785,332,1318,152,144,1289,674,256,614
"G4100670","2015","OR",,,"Oregon","41","Washington County","067",,,,,,,,,,,,,,,,,,"05000US41067","Washington County, Oregon",574326,448092,10700,4620,56697,2142,24725,27350,2525,24825,"Washington County, Oregon",0,4968,1271,1591,2279,1009,4951,3404,1157,2964
"G4100710","2015","OR",,,"Oregon","41","Yamhill County","071",,,,,,,,,,,,,,,,,,"05000US41071","Yamhill County, Oregon",102659,89789,1039,1233,1431,0,5577,3590,286,3304,"Yamhill County, Oregon",0,1704,343,553,483,197,1704,753,303,720
"G4200010","2015","PA",,,"Pennsylvania","42","Adams County","001",,,,,,,,,,,,,,,,,,"05000US42001","Adams County, Pennsylvania",102295,94195,1317,0,965,0,3371,2447,782,1665,"Adams County, Pennsylvania",0,1274,351,168,172,168,1196,697,573,403
"G4200030","2015","PA",,,"Pennsylvania","42","Allegheny County","003",,,,,,,,,,,,,,,,,,"05000US42003","Allegheny County, Pennsylvania",1230459,990127,157161,1007,43711,393,4314,33746,1772,31974,"Allegheny County, Pennsylvania",0,1528,3583,341,1417,381,1046,4024,775,3863
"G4200050","2015","PA",,,"Pennsylvania","42","Armstrong County","005",,,,,,,,,,,,,,,,,,"05000US42005","Armstrong County, Pennsylvania",,,,,,,,,,,"Armstrong County, Pennsylvania",,,,,,,,,,
"G4200070","2015","PA",,,"Pennsylvania","42","Beaver County","007",,,,,,,,,,,,,,,,,,"05000US42007","Beaver County, Pennsylvania",168871,153439,10415,0,1022,0,305,3690,78,3612,"Beaver County, Pennsylvania",0,238,1079,168,313,168,235,1070,130,1072
"G4200110","2015","PA",,,"Pennsylvania","42","Berks County","011",,,,,,,,,,,,,,,,,,"05000US42011","Berks County, Pennsylvania",415271,347572,22043,5493,6266,149,13953,19795,2561,17234,"Berks County, Pennsylvania",0,4351,2087,2424,829,184,2854,3640,1266,3663
"G4200130","2015","PA",,,"Pennsylvania","42","Blair County","013",,,,,,,,,,,,,,,,,,"05000US42013","Blair County, Pennsylvania",125593,119179,1507,29,954,0,1291,2633,111,2522,"Blair County, Pennsylvania",0,301,975,70,220,168,308,1008,137,997
"G4200170","2015","PA",,,"Pennsylvania","42","Bucks County","017",,,,,,,,,,,,,,,,,,"05000US42017","Bucks County, Pennsylvania",627367,551840,24566,1291,29971,0,8352,11347,1132,10215,"Bucks County, Pennsylvania",0,2629,1129,589,1081,168,2427,2211,626,1957
"G4200190","2015","PA",,,"Pennsylvania","42","Butler County","019",,,,,,,,,,,,,,,,,,"05000US42019","Butler County, Pennsylvania",186818,179365,1771,123,1576,125,264,3594,124,3470,"Butler County, Pennsylvania",0,464,612,101,272,151,261,631,151,597
"G4200210","2015","PA",,,"Pennsylvania","42","Cambria County","021",,,,,,,,,,,,,,,,,,"05000US42021","Cambria County, Pennsylvania",136411,127879,4606,115,953,0,397,2461,152,2309,"Cambria County, Pennsylvania",0,508,747,105,94,168,261,533,203,481
"G4200250","2015","PA",,,"Pennsylvania","42","Carbon County","025",,,,,,,,,,,,,,,,,,"05000US42025","Carbon County, Pennsylvania",63960,61555,1253,20,388,0,170,574,13,561,"Carbon County, Pennsylvania",0,280,322,46,116,168,195,320,26,318
"G4200270","2015","PA",,,"Pennsylvania","42","Centre County","027",,,,,,,,,,,,,,,,,,"05000US42027","Centre County, Pennsylvania",160580,140405,6909,12,9340,141,1788,1985,45,1940,"Centre County, Pennsylvania",0,915,322,24,678,221,866,721,59,710
"G4200290","2015","PA",,,"Pennsylvania","42","Chester County","029",,,,,,,,,,,,,,,,,,"05000US42029","Chester County, Pennsylvania",515939,442708,29470,749,26192,231,5471,11118,1103,10015,"Chester County, Pennsylvania",0,2578,2215,547,790,274,2217,2392,710,2161
"G4200330","2015","PA",,,"Pennsylvania","42","Clearfield County","033",,,,,,,,,,,,,,,,,,"05000US42033","Clearfield County, Pennsylvania",80994,76816,2010,334,248,0,75,1511,332,1179,"Clearfield County, Pennsylvania",0,399,571,116,160,168,135,659,189,598
"G4200370","2015","PA",,,"Pennsylvania","42","Columbia County","037",,,,,,,,,,,,,,,,,,"05000US42037","Columbia County, Pennsylvania",66672,63739,1204,21,1031,0,144,533,91,442,"Columbia County, Pennsylvania",0,339,218,29,147,168,177,363,221,259
