GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,ACK3E001,ACK3E002,ACK3E003,ACK3E004,ACK3E005,ACK3E006,ACK3E007,ACK3E008,ACK3E009,ACK3E010,NAME_M,ACK3M001,ACK3M002,ACK3M003,ACK3M004,ACK3M005,ACK3M006,ACK3M007,ACK3M008,ACK3M009,ACK3M010
"G3400150","2015","NJ",,,"New Jersey","34","Gloucester County","015",,,,,,,,,,,,,,,,,,"05000US34015","Gloucester County, New Jersey",291479,236613,26939,97,9557,208,8009,10056,1488,8568,"Gloucester County, New Jersey",0,1908,2105,181,709,258,2020,2250,745,2092
"G3400170","2015","NJ",,,"New Jersey","34","Hudson County","017",,,,,,,,,,,,,,,,,,"05000US34017","Hudson County, New Jersey",674836,362723,84148,2087,101595,876,100667,22740,5083,17657,"Hudson County, New Jersey",0,8423,4029,922,2013,405,8745,4339,1933,3485
"G3400190","2015","NJ",,,"New Jersey","34","Hunterdon County","019",,,,,,,,,,,,,,,,,,"05000US34019","Hunterdon County, New Jersey",125488,114265,3328,12,4994,0,1051,1838,96,1742,"Hunterdon County, New Jersey",0,709,317,23,543,197,638,680,100,688
"G3400210","2015","NJ",,,"New Jersey","34","Mercer County","021",,,,,,,,,,,,,,,,,,"05000US34021","Mercer County, New Jersey",371398,240995,76228,200,40989,17,7537,5432,476,4956,"Mercer County, New Jersey",0,3059,1375,248,836,31,2473,1213,419,1157
"G3400230","2015","NJ",,,"New Jersey","34","Middlesex County","023",,,,,,,,,,,,,,,,,,"05000US34023","Middlesex County, New Jersey",840900,504867,85573,1773,202150,204,27548,18785,7694,11091,"Middlesex County, New Jersey",0,5157,1996,451,2575,173,4838,3075,2300,2309
"G3400250","2015","NJ",,,"New Jersey","34","Monmouth County","025",,,,,,,,,,,,,,,,,,"05000US34025","Monmouth County, New Jersey",628715,513647,46377,1207,33671,466,21803,11544,1290,10254,"Monmouth County, New Jersey",0,4528,1855,840,2214,476,4761,2219,582,2125
"G3400270","2015","NJ",,,"New Jersey","34","Morris County","027",,,,,,,,,,,,,,,,,,"05000US34027","Morris County, New Jersey",499509,407191,16557,948,50898,0,12354,11561,1881,9680,"Morris County, New Jersey",0,3958,1613,906,1405,197,3613,2197,1319,1693
"G3400290","2015","NJ",,,"New Jersey","34","Ocean County","029",,,,,,,,,,,,,,,,,,"05000US34029","Ocean County, New Jersey",588721,536710,18766,173,11816,187,9826,11243,1364,9879,"Ocean County, New Jersey",0,3318,1986,243,945,315,2851,1974,786,1741
"G3400310","2015","NJ",,,"New Jersey","34","Passaic County","031",,,,,,,,,,,,,,,,,,"05000US34031","Passaic County, New Jersey",510916,299987,58441,2278,27531,185,102969,19525,4117,15408,"Passaic County, New Jersey",0,8218,1970,2324,1674,316,8657,3724,2045,3123
"G3400330","2015","NJ",,,"New Jersey","34","Salem County","033",,,,,,,,,,,,,,,,,,"05000US34033","Salem County, New Jersey",64180,51720,8337,62,794,0,1012,2255,178,2077,"Salem County, New Jersey",0,847,744,83,184,197,575,847,162,862
"G3400350","2015","NJ",,,"New Jersey","34","Somerset County","035",,,,,,,,,,,,,,,,,,"05000US34035","Somerset County, New Jersey",333654,219720,31905,175,58195,0,15776,7883,1504,6379,"Somerset County, New Jersey",0,3868,2069,224,836,197,3843,1987,957,1838
"G3400370","2015","NJ",,,"New Jersey","34","Sussex County","037",,,,,,,,,,,,,,,,,,"05000US34037","Sussex County, New Jersey",143673,133596,3094,0,3056,26,1591,2310,148,2162,"Sussex County, New Jersey",0,929,559,197,711,50,909,934,184,904
"G3400390","2015","NJ",,,"New Jersey","34","Union County","039",,,,,,,,,,,,,,,,,,"05000US34039","Union County, New Jersey",555786,322650,118490,1008,27386,0,68074,18178,5083,13095,"Union County, New Jersey",0,7732,3105,536,1567,197,7514,4372,2516,3442
"G3400410","2015","NJ",,,"New Jersey","34","Warren County","041",,,,,,,,,,,,,,,,,,"05000US34041","Warren County, New Jersey",106869,95175,4395,281,3392,35,1776,1815,252,1563,"Warren County, New Jersey",0,1108,736,208,246,61,1004,829,234,800
"G3500010","2015","NM",,,"New Mexico","35","Bernalillo County","001",,,,,,,,,,,,,,,,,,"05000US35001","Bernalillo County, New Mexico",676685,479945,21402,31876,16021,391,94771,32279,14644,17635,"Bernalillo County, New Mexico",0,8655,1833,2534,1893,336,8931,4937,3824,3256
"G3500050","2015","NM",,,"New Mexico","35","Chaves County","005",,,,,,,,,,,,,,,,,,"05000US35005","Chaves County, New Mexico",65764,58125,896,1409,448,0,2934,1952,1096,856,"Chaves County, New Mexico",0,1536,476,532,302,193,999,1125,991,740
"G3500130","2015","NM",,,"New Mexico","35","Doña Ana County","013",,,,,,,,,,,,,,,,,,"05000US35013","Doña Ana County, New Mexico",214295,191138,3623,2238,2454,0,10979,3863,584,3279,"Doña Ana County, New Mexico",0,3817,450,884,586,193,3533,1381,497,1286
"G3500250","2015","NM",,,"New Mexico","35","Lea County","025",,,,,,,,,,,,,,,,,,"05000US35025","Lea County, New Mexico",71180,60734,3216,408,55,137,4828,1802,264,1538,"Lea County, New Mexico",0,1940,1080,288,123,258,1770,1004,250,1007
"G3500310","2015","NM",,,"New Mexico","35","McKinley County","031",,,,,,,,,,,,,,,,,,"05000US35031","McKinley County, New Mexico",76708,12645,663,57008,1579,0,1662,3151,277,2874,"McKinley County, New Mexico",0,1856,356,1783,843,193,944,1515,286,1464
"G3500350","2015","NM",,,"New Mexico","35","Otero County","035",,,,,,,,,,,,,,,,,,"05000US35035","Otero County, New Mexico",64362,49852,2474,4842,602,0,5529,1063,76,987,"Otero County, New Mexico",0,2522,372,757,602,193,2529,643,88,640
"G3500430","2015","NM",,,"New Mexico","35","Sandoval County","043",,,,,,,,,,,,,,,,,,"05000US35043","Sandoval County, New Mexico",139394,92026,3586,17831,1586,250,18974,5141,1856,3285,"Sandoval County, New Mexico",0,3711,499,1054,397,388,3525,1629,1030,1109
"G3500450","2015","NM",,,"New Mexico","35","San Juan County","045",,,,,,,,,,,,,,,,,,"05000US35045","San Juan County, New Mexico",118737,65856,536,45158,1005,69,3268,2845,359,2486,"San Juan County, New Mexico",0,1727,479,1226,139,120,1123,918,229,890
"G3500490","2015","NM",,,"New Mexico","35","Santa Fe County","049",,,,,,,,,,,,,,,,,,"05000US35049","Santa Fe County, New Mexico",148686,123460,1540,4624,1301,38,12975,4748,1648,3100,"Santa Fe County, New Mexico",0,2728,370,471,479,63,2443,1232,1013,932
"G3500610","2015","NM",,,"New Mexico","35","Valencia County","061",,,,,,,,,,,,,,,,,,"05000US35061","Valencia County, New Mexico",75737,63342,904,3573,431,0,5824,1663,573,1090,"Valencia County, New Mexico",0,2671,241,376,460,193,2536,715,465,549
"G3600010","2015","NY",,,"New York","36","Albany County","001",,,,,,,,,,,,,,,,,,"05000US36001","Albany County, New York",309381,237074,36840,613,19602,325,4000,10927,605,10322,"Albany County, New York",0,1776,2267,309,740,421,1417,2584,550,2466
"G3600050","2015","NY",,,"New York","36","Bronx County","005",,,,,,,,,,,,,,,,,,"05000US36005","Bronx County, New York",1455444,296739,475704,9275,53593,63,567160,52910,20583,32327,"Bronx County, New York",0,9416,7529,2507,3067,105,11934,7260,4013,6127
"G3600070","2015","NY",,,"New York","36","Broome County","007",,,,,,,,,,,,,,,,,,"05000US36007","Broome County, New York",196567,169170,11374,335,8411,107,1745,5425,222,5203,"Broome County, New York",0,1028,1159,244,1000,121,798,1405,168,1380
"G3600090","2015","NY",,,"New York","36","Cattaraugus County","009",,,,,,,,,,,,,,,,,,"05000US36009","Cattaraugus County, New York",77922,71494,1389,2286,791,0,507,1455,61,1394,"Cattaraugus County, New York",0,444,389,480,85,190,251,516,77,519
"G3600110","2015","NY",,,"New York","36","Cayuga County","011",,,,,,,,,,,,,,,,,,"05000US36011","Cayuga County, New York",78288,72240,3663,107,248,0,405,1625,38,1587,"Cayuga County, New York",0,437,774,40,127,190,438,783,64,783
"G3600130","2015","NY",,,"New York","36","Chautauqua County","013",,,,,,,,,,,,,,,,,,"05000US36013","Chautauqua County, New York",130779,121646,3224,755,844,142,2033,2135,252,1883,"Chautauqua County, New York",0,968,646,363,177,134,900,756,207,741
"G3600150","2015","NY",,,"New York","36","Chemung County","015",,,,,,,,,,,,,,,,,,"05000US36015","Chemung County, New York",87071,76618,6638,180,927,28,630,2050,33,2017,"Chemung County, New York",0,687,891,158,371,52,623,815,60,811
"G3600190","2015","NY",,,"New York","36","Clinton County","019",,,,,,,,,,,,,,,,,,"05000US36019","Clinton County, New York",81251,74541,3815,49,1268,10,670,898,280,618,"Clinton County, New York",0,343,585,83,226,22,292,623,154,605
"G3600270","2015","NY",,,"New York","36","Dutchess County","027",,,,,,,,,,,,,,,,,,"05000US36027","Dutchess County, New York",295754,228378,31237,799,11505,259,14671,8905,2006,6899,"Dutchess County, New York",0,2770,1729,349,800,282,2862,1850,791,1640
"G3600290","2015","NY",,,"New York","36","Erie County","029",,,,,,,,,,,,,,,,,,"05000US36029","Erie County, New York",922578,718294,126063,4275,32105,285,23033,18523,3655,14868,"Erie County, New York",0,3386,2299,1715,1390,252,3242,2904,1801,2721
"G3600450","2015","NY",,,"New York","36","Jefferson County","045",,,,,,,,,,,,,,,,,,"05000US36045","Jefferson County, New York",117635,101377,7831,546,2350,225,1123,4183,1025,3158,"Jefferson County, New York",0,972,1013,221,474,231,348,1159,563,1098
"G3600470","2015","NY",,,"New York","36","Kings County","047",,,,,,,,,,,,,,,,,,"05000US36047","Kings County, New York",2636735,1143422,861059,10021,319263,375,234735,67860,16675,51185,"Kings County, New York",0,9397,7963,2411,2933,310,10418,6010,3945,4804
"G3600510","2015","NY",,,"New York","36","Livingston County","051",,,,,,,,,,,,,,,,,,"05000US36051","Livingston County, New York",64717,60291,813,95,940,0,684,1894,6,1888,"Livingston County, New York",0,578,269,155,149,190,573,379,13,380
"G3600530","2015","NY",,,"New York","36","Madison County","053",,,,,,,,,,,,,,,,,,"05000US36053","Madison County, New York",71849,68113,2015,21,489,0,89,1122,88,1034,"Madison County, New York",0,245,540,43,207,190,114,590,110,588
"G3600550","2015","NY",,,"New York","36","Monroe County","055",,,,,,,,,,,,,,,,,,"05000US36055","Monroe County, New York",749600,570572,118054,3564,29177,99,10714,17420,2693,14727,"Monroe County, New York",0,3328,3149,974,1125,168,2758,3107,1105,2920
"G3600590","2015","NY",,,"New York","36","Nassau County","059",,,,,,,,,,,,,,,,,,"05000US36059","Nassau County, New York",1361350,934951,161031,2675,125694,116,96174,40709,13147,27562,"Nassau County, New York",0,8442,3739,1043,2600,170,8868,6616,3019,5756
"G3600610","2015","NY",,,"New York","36","New York County","061",,,,,,,,,,,,,,,,,,"05000US36061","New York County, New York",1644518,927335,242485,5653,200997,695,194722,72631,16964,55667,"New York County, New York",0,11756,7676,2215,3018,409,14339,8187,4401,6462
"G3600630","2015","NY",,,"New York","36","Niagara County","063",,,,,,,,,,,,,,,,,,"05000US36063","Niagara County, New York",212652,185129,15160,1485,2853,0,2134,5891,840,5051,"Niagara County, New York",0,949,1194,656,257,190,868,1512,536,1383
"G3600650","2015","NY",,,"New York","36","Oneida County","065",,,,,,,,,,,,,,,,,,"05000US36065","Oneida County, New York",232500,197395,12862,593,9268,533,4705,7144,1174,5970,"Oneida County, New York",0,1420,1083,201,563,706,1424,1346,539,1255
"G3600670","2015","NY",,,"New York","36","Onondaga County","067",,,,,,,,,,,,,,,,,,"05000US36067","Onondaga County, New York",468463,375090,51850,3022,17422,169,4861,16049,1248,14801,"Onondaga County, New York",0,1585,2806,678,1460,162,1558,2726,468,2700
"G3600690","2015","NY",,,"New York","36","Ontario County","069",,,,,,,,,,,,,,,,,,"05000US36069","Ontario County, New York",109561,102195,3577,42,1707,91,1063,886,42,844,"Ontario County, New York",0,685,820,75,146,155,761,573,76,574
"G3600710","2015","NY",,,"New York","36","Orange County","071",,,,,,,,,,,,,,,,,,"05000US36071","Orange County, New York",377647,277839,40664,1461,9508,55,37578,10542,3950,6592,"Orange County, New York",0,4901,2527,552,944,94,5077,2733,1481,2272
"G3600750","2015","NY",,,"New York","36","Oswego County","075",,,,,,,,,,,,,,,,,,"05000US36075","Oswego County, New York",120146,115345,791,160,966,0,803,2081,38,2043,"Oswego County, New York",0,443,370,121,239,190,515,241,67,241
"G3600790","2015","NY",,,"New York","36","Putnam County","079",,,,,,,,,,,,,,,,,,"05000US36079","Putnam County, New York",99042,87642,2815,318,2173,42,3467,2585,553,2032,"Putnam County, New York",0,1491,400,331,594,91,1392,1075,590,930
"G3600810","2015","NY",,,"New York","36","Queens County","081",,,,,,,,,,,,,,,,,,"05000US36081","Queens County, New York",2339150,917559,425453,9780,591840,451,313989,80078,28554,51524,"Queens County, New York",0,12610,5293,2522,6509,717,13623,7135,5000,5649
"G3600830","2015","NY",,,"New York","36","Rensselaer County","083",,,,,,,,,,,,,,,,,,"05000US36083","Rensselaer County, New York",160266,139035,10090,119,4386,0,627,6009,347,5662,"Rensselaer County, New York",0,1206,1120,130,420,190,414,1655,360,1708
"G3600850","2015","NY",,,"New York","36","Richmond County","085",,,,,,,,,,,,,,,,,,"05000US36085","Richmond County, New York",474558,354859,50436,888,39628,280,17763,10704,2345,8359,"Richmond County, New York",0,4362,3194,571,1373,327,3782,2430,1119,2154
"G3600870","2015","NY",,,"New York","36","Rockland County","087",,,,,,,,,,,,,,,,,,"05000US36087","Rockland County, New York",326037,225743,41472,320,20003,59,28702,9738,4102,5636,"Rockland County, New York",0,4713,2357,375,1418,113,3905,2490,1534,1690
"G3600890","2015","NY",,,"New York","36","St. Lawrence County","089",,,,,,,,,,,,,,,,,,"05000US36089","St. Lawrence County, New York",111007,102843,2480,713,1219,0,1286,2466,248,2218,"St. Lawrence County, New York",0,315,336,278,267,190,289,469,138,444
"G3600910","2015","NY",,,"New York","36","Saratoga County","091",,,,,,,,,,,,,,,,,,"05000US36091","Saratoga County, New York",226249,210629,3664,146,6704,65,1338,3703,437,3266,"Saratoga County, New York",0,1047,852,241,491,115,731,945,484,790
"G3600930","2015","NY",,,"New York","36","Schenectady County","093",,,,,,,,,,,,,,,,,,"05000US36093","Schenectady County, New York",154604,118714,15094,164,7200,0,6091,7341,1684,5657,"Schenectady County, New York",0,2181,1974,173,1244,190,2212,1886,1273,1614
"G3601010","2015","NY",,,"New York","36","Steuben County","101",,,,,,,,,,,,,,,,,,"05000US36101","Steuben County, New York",97631,92559,1724,54,1659,10,481,1144,33,1111,"Steuben County, New York",0,359,455,72,94,19,381,478,45,480
"G3601030","2015","NY",,,"New York","36","Suffolk County","103",,,,,,,,,,,,,,,,,,"05000US36103","Suffolk County, New York",1501587,1211538,116194,2489,62769,276,68703,39618,8339,31279,"Suffolk County, New York",0,12249,3763,1249,1541,385,12008,8054,2643,7735
"G3601050","2015","NY",,,"New York","36","Sullivan County","105",,,,,,,,,,,,,,,,,,"05000US36105","Sullivan County, New York",74877,59702,6673,64,1460,0,4218,2760,79,2681,"Sullivan County, New York",0,1725,733,82,61,190,1823,1218,102,1197
"G3601090","2015","NY",,,"New York","36","Tompkins County","109",,,,,,,,,,,,,,,,,,"05000US36109","Tompkins County, New York",104926,84161,2894,563,11332,0,1245,4731,381,4350,"Tompkins County, New York",0,900,1048,380,931,190,665,1206,390,1131
"G3601110","2015","NY",,,"New York","36","Ulster County","111",,,,,,,,,,,,,,,,,,"05000US36111","Ulster County, New York",180143,153351,11145,324,3805,318,4834,6366,1415,4951,"Ulster County, New York",0,1782,948,479,625,519,1804,1616,743,1436
"G3601130","2015","NY",,,"New York","36","Warren County","113",,,,,,,,,,,,,,,,,,"05000US36113","Warren County, New York",,,,,,,,,,,"Warren County, New York",,,,,,,,,,
"G3601170","2015","NY",,,"New York","36","Wayne County","117",,,,,,,,,,,,,,,,,,"05000US36117","Wayne County, New York",91446,85292,3110,194,559,318,778,1195,101,1094,"Wayne County, New York",0,391,548,183,317,340,388,501,118,506
"G3601190","2015","NY",,,"New York","36","Westchester County","119",,,,,,,,,,,,,,,,,,"05000US36119","Westchester County, New York",976396,648511,142311,2861,58978,338,94465,28932,7379,21553,"Westchester County, New York",0,8795,4058,1238,1758,271,9639,4065,2585,3207
"G3700010","2015","NC",,,"North Carolina","37","Alamance County","001",,,,,,,,,,,,,,,,,,"05000US37001","Alamance County, North Carolina",158276,111955,29618,335,2643,48,9281,4396,740,3656,"Alamance County, North Carolina",0,2496,1021,207,329,86,2451,1046,511,1129
"G3700190","2015","NC",,,"North Carolina","37","Brunswick County","019",,,,,,,,,,,,,,,,,,"05000US37019","Brunswick County, North Carolina",122765,101206,13087,641,929,46,4444,2412,19,2393,"Brunswick County, North Carolina",0,636,1025,416,221,90,677,1252,32,1251
"G3700210","2015","NC",,,"North Carolina","37","Buncombe County","021",,,,,,,,,,,,,,,,,,"05000US37021","Buncombe County, North Carolina",253178,226088,16385,1328,2663,177,1488,5049,59,4990,"Buncombe County, North Carolina",0,1465,1352,655,546,279,1079,1401,80,1397
"G3700230","2015","NC",,,"North Carolina","37","Burke County","023",,,,,,,,,,,,,,,,,,"05000US37023","Burke County, North Carolina",88842,74904,5315,462,3253,0,3371,1537,111,1426,"Burke County, North Carolina",0,921,414,111,307,200,998,633,141,609
"G3700250","2015","NC",,,"North Carolina","37","Cabarrus County","025",,,,,,,,,,,,,,,,,,"05000US37025","Cabarrus County, North Carolina",196762,139854,35165,797,6041,0,10881,4024,1560,2464,"Cabarrus County, North Carolina",0,1895,1304,833,390,200,1920,1888,1669,956
"G3700270","2015","NC",,,"North Carolina","37","Caldwell County","027",,,,,,,,,,,,,,,,,,"05000US37027","Caldwell County, North Carolina",81287,72676,3805,619,765,47,2773,602,83,519,"Caldwell County, North Carolina",0,808,854,524,489,82,806,486,144,464
"G3700310","2015","NC",,,"North Carolina","37","Carteret County","031",,,,,,,,,,,,,,,,,,"05000US37031","Carteret County, North Carolina",68879,61821,4528,181,1145,0,350,854,45,809,"Carteret County, North Carolina",0,406,223,134,45,200,318,292,74,281
"G3700350","2015","NC",,,"North Carolina","37","Catawba County","035",,,,,,,,,,,,,,,,,,"05000US37035","Catawba County, North Carolina",155056,121283,13471,245,6715,0,10879,2463,253,2210,"Catawba County, North Carolina",0,1549,900,228,324,200,1932,1004,439,942
"G3700370","2015","NC",,,"North Carolina","37","Chatham County","037",,,,,,,,,,,,,,,,,,"05000US37037","Chatham County, North Carolina",70928,57362,8085,0,1069,147,1943,2322,163,2159,"Chatham County, North Carolina",0,1193,1052,200,450,194,1107,1185,193,1175
"G3700450","2015","NC",,,"North Carolina","37","Cleveland County","045",,,,,,,,,,,,,,,,,,"05000US37045","Cleveland County, North Carolina",96879,72946,20371,113,916,0,1148,1385,0,1385,"Cleveland County, North Carolina",0,804,730,159,420,200,805,866,200,866
"G3700490","2015","NC",,,"North Carolina","37","Craven County","049",,,,,,,,,,,,,,,,,,"05000US37049","Craven County, North Carolina",103451,72352,23270,1636,2943,0,1391,1859,204,1655,"Craven County, North Carolina",0,1862,1257,1725,348,200,855,958,230,921
"G3700510","2015","NC",,,"North Carolina","37","Cumberland County","051",,,,,,,,,,,,,,,,,,"05000US37051","Cumberland County, North Carolina",323838,166701,117465,4855,7789,800,8023,18205,1088,17117,"Cumberland County, North Carolina",0,2433,2268,694,979,280,1980,2439,657,2352
"G3700570","2015","NC",,,"North Carolina","37","Davidson County","057",,,,,,,,,,,,,,,,,,"05000US37057","Davidson County, North Carolina",164622,141594,16002,1187,2609,0,2091,1139,114,1025,"Davidson County, North Carolina",0,1533,421,141,105,200,1458,540,203,529
"G3700630","2015","NC",,,"North Carolina","37","Durham County","063",,,,,,,,,,,,,,,,,,"05000US37063","Durham County, North Carolina",300952,151160,112622,1043,14971,0,11404,9752,2066,7686,"Durham County, North Carolina",0,3880,2342,428,554,200,3477,2503,1527,1789
"G3700670","2015","NC",,,"North Carolina","37","Forsyth County","067",,,,,,,,,,,,,,,,,,"05000US37067","Forsyth County, North Carolina",369019,243658,95669,1112,7926,827,12705,7122,839,6283,"Forsyth County, North Carolina",0,3789,1953,458,611,654,3922,1447,522,1423
"G3700710","2015","NC",,,"North Carolina","37","Gaston County","071",,,,,,,,,,,,,,,,,,"05000US37071","Gaston County, North Carolina",213442,164215,34201,888,2906,416,6491,4325,150,4175,"Gaston County, North Carolina",0,1982,1212,335,521,708,2112,1407,154,1401
"G3700810","2015","NC",,,"North Carolina","37","Guilford County","081",,,,,,,,,,,,,,,,,,"05000US37081","Guilford County, North Carolina",517600,289723,172835,1633,23812,314,14077,15206,1713,13493,"Guilford County, North Carolina",0,3436,2605,773,1039,419,3445,2812,956,2780
"G3700850","2015","NC",,,"North Carolina","37","Harnett County","085",,,,,,,,,,,,,,,,,,"05000US37085","Harnett County, North Carolina",128140,83178,26285,1648,1350,0,11276,4403,399,4004,"Harnett County, North Carolina",0,1739,1104,509,513,200,1745,1313,292,1295
"G3700890","2015","NC",,,"North Carolina","37","Henderson County","089",,,,,,,,,,,,,,,,,,"05000US37089","Henderson County, North Carolina",112655,100021,3708,208,1389,0,5237,2092,32,2060,"Henderson County, North Carolina",0,2889,1076,305,383,200,2890,1164,54,1161
"G3700970","2015","NC",,,"North Carolina","37","Iredell County","097",,,,,,,,,,,,,,,,,,"05000US37097","Iredell County, North Carolina",169866,138105,21451,609,4317,0,3603,1781,87,1694,"Iredell County, North Carolina",0,1792,655,464,378,200,1831,676,159,641
"G3701010","2015","NC",,,"North Carolina","37","Johnston County","101",,,,,,,,,,,,,,,,,,"05000US37101","Johnston County, North Carolina",185660,146870,30183,466,1088,0,2485,4568,1446,3122,"Johnston County, North Carolina",0,2431,1931,579,369,200,1263,1776,1221,1266
"G3701090","2015","NC",,,"North Carolina","37","Lincoln County","109",,,,,,,,,,,,,,,,,,"05000US37109","Lincoln County, North Carolina",81035,70924,4615,181,200,0,2848,2267,607,1660,"Lincoln County, North Carolina",0,880,787,180,221,200,1173,1237,625,984
"G3701190","2015","NC",,,"North Carolina","37","Mecklenburg County","119",,,,,,,,,,,,,,,,,,"05000US37119","Mecklenburg County, North Carolina",1034070,587112,320209,3447,57115,119,39567,26501,2684,23817,"Mecklenburg County, North Carolina",0,5673,4001,1064,1619,145,6101,3977,944,3878
"G3701250","2015","NC",,,"North Carolina","37","Moore County","125",,,,,,,,,,,,,,,,,,"05000US37125","Moore County, North Carolina",94352,78410,12689,907,1416,0,241,689,18,671,"Moore County, North Carolina",0,359,179,380,108,200,212,478,32,480
"G3701270","2015","NC",,,"North Carolina","37","Nash County","127",,,,,,,,,,,,,,,,,,"05000US37127","Nash County, North Carolina",93919,49193,37342,329,848,183,3029,2995,906,2089,"Nash County, North Carolina",0,883,1297,307,801,257,1333,1298,481,1250
"G3701290","2015","NC",,,"North Carolina","37","New Hanover County","129",,,,,,,,,,,,,,,,,,"05000US37129","New Hanover County, North Carolina",220358,178674,32417,234,3601,108,2164,3160,114,3046,"New Hanover County, North Carolina",0,1635,544,278,629,137,1616,796,181,772
"G3701330","2015","NC",,,"North Carolina","37","Onslow County","133",,,,,,,,,,,,,,,,,,"05000US37133","Onslow County, North Carolina",186311,137859,26337,827,4280,33,3301,13674,2135,11539,"Onslow County, North Carolina",0,2481,2502,542,1326,50,1614,3253,1314,2727
"G3701350","2015","NC",,,"North Carolina","37","Orange County","135",,,,,,,,,,,,,,,,,,"05000US37135","Orange County, North Carolina",141354,104825,17154,885,10854,31,4528,3077,487,2590,"Orange County, North Carolina",0,1942,1027,558,707,60,1994,1023,237,1036
"G3701470","2015","NC",,,"North Carolina","37","Pitt County","147",,,,,,,,,,,,,,,,,,"05000US37147","Pitt County, North Carolina",175842,102334,61327,274,2737,0,5221,3949,258,3691,"Pitt County, North Carolina",0,2224,1038,215,875,200,2254,1314,305,1248
"G3701510","2015","NC",,,"North Carolina","37","Randolph County","151",,,,,,,,,,,,,,,,,,"05000US37151","Randolph County, North Carolina",142799,117356,9130,505,1656,0,11257,2895,699,2196,"Randolph County, North Carolina",0,2010,1284,383,630,200,2427,1249,817,981
"G3701550","2015","NC",,,"North Carolina","37","Robeson County","155",,,,,,,,,,,,,,,,,,"05000US37155","Robeson County, North Carolina",134197,38305,32640,51930,873,0,7465,2984,715,2269,"Robeson County, North Carolina",0,1262,304,645,332,200,1393,1074,776,665
"G3701570","2015","NC",,,"North Carolina","37","Rockingham County","157",,,,,,,,,,,,,,,,,,"05000US37157","Rockingham County, North Carolina",91758,68799,17433,302,244,0,2925,2055,40,2015,"Rockingham County, North Carolina",0,1214,775,250,247,200,1343,711,58,707
"G3701590","2015","NC",,,"North Carolina","37","Rowan County","159",,,,,,,,,,,,,,,,,,"05000US37159","Rowan County, North Carolina",139142,105565,21955,164,982,47,6580,3849,302,3547,"Rowan County, North Carolina",0,2308,1214,267,501,78,2276,1490,298,1431
"G3701610","2015","NC",,,"North Carolina","37","Rutherford County","161",,,,,,,,,,,,,,,,,,"05000US37161","Rutherford County, North Carolina",,,,,,,,,,,"Rutherford County, North Carolina",,,,,,,,,,
"G3701710","2015","NC",,,"North Carolina","37","Surry County","171",,,,,,,,,,,,,,,,,,"05000US37171","Surry County, North Carolina",72743,66664,2498,251,393,54,1204,1679,344,1335,"Surry County, North Carolina",0,1235,477,186,126,98,738,1089,464,987
"G3701790","2015","NC",,,"North Carolina","37","Union County","179",,,,,,,,,,,,,,,,,,"05000US37179","Union County, North Carolina",222742,183566,23500,442,5864,0,2750,6620,93,6527,"Union County, North Carolina",0,1328,1823,297,527,200,1184,1855,107,1859
"G3701830","2015","NC",,,"North Carolina","37","Wake County","183",,,,,,,,,,,,,,,,,,"05000US37183","Wake County, North Carolina",1024198,682435,214103,3416,65485,348,31253,27158,2132,25026,"Wake County, North Carolina",0,5787,4850,1027,3453,560,5577,4641,1085,4589
"G3701910","2015","NC",,,"North Carolina","37","Wayne County","191",,,,,,,,,,,,,,,,,,"05000US37191","Wayne County, North Carolina",124132,76542,38277,456,2081,0,3995,2781,22,2759,"Wayne County, North Carolina",0,2174,949,120,148,200,2181,1134,46,1132
"G3701930","2015","NC",,,"North Carolina","37","Wilkes County","193",,,,,,,,,,,,,,,,,,"05000US37193","Wilkes County, North Carolina",,,,,,,,,,,"Wilkes County, North Carolina",,,,,,,,,,
"G3701950","2015","NC",,,"North Carolina","37","Wilson County","195",,,,,,,,,,,,,,,,,,"05000US37195","Wilson County, North Carolina",81714,39644,32302,1767,959,0,6152,890,272,618,"Wilson County, North Carolina",0,1776,510,2327,26,200,2851,502,248,457
"G3800150","2015","ND",,,"North Dakota","38","Burleigh County","015",,,,,,,,,,,,,,,,,,"05000US38015","Burleigh County, North Dakota",92991,85634,1652,3397,774,0,117,1417,7,1410,"Burleigh County, North Dakota",0,160,147,808,184,151,154,818,12,820
"G3800170","2015","ND",,,"North Dakota","38","Cass County","017",,,,,,,,,,,,,,,,,,"05000US38017","Cass County, North Dakota",171512,152640,6905,1897,5021,0,1023,4026,70,3956,"Cass County, North Dakota",0,947,982,728,778,151,879,1446,123,1442
"G3800350","2015","ND",,,"North Dakota","38","Grand Forks County","035",,,,,,,,,,,,,,,,,,"05000US38035","Grand Forks County, North Dakota",70916,62008,2360,1417,2015,221,1000,1895,0,1895,"Grand Forks County, North Dakota",0,505,425,559,149,332,614,873,151,873
"G3801010","2015","ND",,,"North Dakota","38","Ward County","101",,,,,,,,,,,,,,,,,,"05000US38101","Ward County, North Dakota",71275,62508,2391,745,1195,96,1068,3272,96,3176,"Ward County, North Dakota",0,1199,675,297,236,124,861,1027,236,958
