GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AKSME001,AKSME002,AKSME003,AKSME004,AKSME005,AKSME006,AKSME007,AKSME008,AKSME009,AKSME010,NAME_M,AKSMM001,AKSMM002,AKSMM003,AKSMM004,AKSMM005,AKSMM006,AKSMM007,AKSMM008,AKSMM009,AKSMM010
"G3900450","2019","OH",,,"Ohio","39","Fairfield County","045",,,,,,,,,,,,,,,,,,"05000US39045","Fairfield County, Ohio",157574,135028,13159,85,2985,0,1615,4702,743,3959,"Fairfield County, Ohio",0,923,971,122,584,198,884,1312,754,1216
"G3900490","2019","OH",,,"Ohio","39","Franklin County","049",,,,,,,,,,,,,,,,,,"05000US39049","Franklin County, Ohio",1316756,858933,304051,3103,71200,463,29721,49285,1908,47377,"Franklin County, Ohio",0,5377,5865,1282,3153,550,5590,6864,910,6959
"G3900550","2019","OH",,,"Ohio","39","Geauga County","055",,,,,,,,,,,,,,,,,,"05000US39055","Geauga County, Ohio",,,,,,,,,,,"Geauga County, Ohio",,,,,,,,,,
"G3900570","2019","OH",,,"Ohio","39","Greene County","057",,,,,,,,,,,,,,,,,,"05000US39057","Greene County, Ohio",168937,144690,10956,479,4356,627,1084,6745,145,6600,"Greene County, Ohio",0,1025,1375,286,703,563,1053,1540,189,1518
"G3900610","2019","OH",,,"Ohio","39","Hamilton County","061",,,,,,,,,,,,,,,,,,"05000US39061","Hamilton County, Ohio",817473,550516,209849,868,21332,547,5760,28601,912,27689,"Hamilton County, Ohio",0,2481,4793,502,1511,270,2222,5609,640,5479
"G3900630","2019","OH",,,"Ohio","39","Hancock County","063",,,,,,,,,,,,,,,,,,"05000US39063","Hancock County, Ohio",75783,69846,1228,232,1422,0,1403,1652,152,1500,"Hancock County, Ohio",0,554,446,300,265,198,588,512,219,455
"G3900810","2019","OH",,,"Ohio","39","Jefferson County","081",,,,,,,,,,,,,,,,,,"05000US39081","Jefferson County, Ohio",65325,59374,3564,0,364,0,222,1801,309,1492,"Jefferson County, Ohio",0,270,617,198,136,198,201,747,258,618
"G3900850","2019","OH",,,"Ohio","39","Lake County","085",,,,,,,,,,,,,,,,,,"05000US39085","Lake County, Ohio",230149,209083,10865,113,2979,228,1988,4893,315,4578,"Lake County, Ohio",0,2024,1701,149,599,385,2050,1700,347,1664
"G3900890","2019","OH",,,"Ohio","39","Licking County","089",,,,,,,,,,,,,,,,,,"05000US39089","Licking County, Ohio",176862,160352,7418,49,2821,0,384,5838,272,5566,"Licking County, Ohio",0,541,1168,71,949,198,367,1526,276,1506
"G3900930","2019","OH",,,"Ohio","39","Lorain County","093",,,,,,,,,,,,,,,,,,"05000US39093","Lorain County, Ohio",309833,264445,23270,1473,4382,67,3846,12350,1412,10938,"Lorain County, Ohio",0,2376,2038,1003,618,115,1694,2951,993,2864
"G3900950","2019","OH",,,"Ohio","39","Lucas County","095",,,,,,,,,,,,,,,,,,"05000US39095","Lucas County, Ohio",428348,309082,81931,1270,7376,630,7692,20367,2083,18284,"Lucas County, Ohio",0,2033,3692,438,730,887,1638,4003,1083,3720
"G3900990","2019","OH",,,"Ohio","39","Mahoning County","099",,,,,,,,,,,,,,,,,,"05000US39099","Mahoning County, Ohio",228683,182121,34322,127,2326,0,2352,7435,256,7179,"Mahoning County, Ohio",0,1461,1682,114,517,198,1044,2107,225,2125
"G3901010","2019","OH",,,"Ohio","39","Marion County","101",,,,,,,,,,,,,,,,,,"05000US39101","Marion County, Ohio",65093,58096,2806,264,1128,59,260,2480,18,2462,"Marion County, Ohio",0,418,930,218,956,76,234,709,33,712
"G3901030","2019","OH",,,"Ohio","39","Medina County","103",,,,,,,,,,,,,,,,,,"05000US39103","Medina County, Ohio",179746,170806,3230,549,1856,0,870,2435,147,2288,"Medina County, Ohio",0,787,574,416,572,198,670,970,147,954
"G3901090","2019","OH",,,"Ohio","39","Miami County","109",,,,,,,,,,,,,,,,,,"05000US39109","Miami County, Ohio",106987,99953,3014,0,1465,36,214,2305,58,2247,"Miami County, Ohio",0,272,749,198,614,63,234,1002,126,986
"G3901130","2019","OH",,,"Ohio","39","Montgomery County","113",,,,,,,,,,,,,,,,,,"05000US39113","Montgomery County, Ohio",531687,380692,104945,2593,10928,81,7636,24812,476,24336,"Montgomery County, Ohio",0,2409,4031,1695,1107,78,2356,4338,507,4326
"G3901190","2019","OH",,,"Ohio","39","Muskingum County","119",,,,,,,,,,,,,,,,,,"05000US39119","Muskingum County, Ohio",,,,,,,,,,,"Muskingum County, Ohio",,,,,,,,,,
"G3901330","2019","OH",,,"Ohio","39","Portage County","133",,,,,,,,,,,,,,,,,,"05000US39133","Portage County, Ohio",162466,147235,7948,0,1673,77,216,5317,30,5287,"Portage County, Ohio",0,653,1809,198,1125,155,204,1898,42,1897
"G3901390","2019","OH",,,"Ohio","39","Richland County","139",,,,,,,,,,,,,,,,,,"05000US39139","Richland County, Ohio",121154,105042,10742,372,754,49,465,3730,0,3730,"Richland County, Ohio",0,507,1584,293,745,88,409,1338,198,1338
"G3901410","2019","OH",,,"Ohio","39","Ross County","141",,,,,,,,,,,,,,,,,,"05000US39141","Ross County, Ohio",,,,,,,,,,,"Ross County, Ohio",,,,,,,,,,
"G3901450","2019","OH",,,"Ohio","39","Scioto County","145",,,,,,,,,,,,,,,,,,"05000US39145","Scioto County, Ohio",,,,,,,,,,,"Scioto County, Ohio",,,,,,,,,,
"G3901510","2019","OH",,,"Ohio","39","Stark County","151",,,,,,,,,,,,,,,,,,"05000US39151","Stark County, Ohio",370606,323692,29231,294,3556,0,2091,11742,266,11476,"Stark County, Ohio",0,1364,2171,397,328,198,1151,2058,371,2099
"G3901530","2019","OH",,,"Ohio","39","Summit County","153",,,,,,,,,,,,,,,,,,"05000US39153","Summit County, Ohio",541013,420358,80544,921,19770,104,3240,16076,873,15203,"Summit County, Ohio",0,2446,3244,520,1815,179,2156,3734,566,3814
"G3901550","2019","OH",,,"Ohio","39","Trumbull County","155",,,,,,,,,,,,,,,,,,"05000US39155","Trumbull County, Ohio",197974,175107,16456,70,1231,203,137,4770,132,4638,"Trumbull County, Ohio",0,415,1890,127,310,340,259,1945,158,1918
"G3901570","2019","OH",,,"Ohio","39","Tuscarawas County","157",,,,,,,,,,,,,,,,,,"05000US39157","Tuscarawas County, Ohio",,,,,,,,,,,"Tuscarawas County, Ohio",,,,,,,,,,
"G3901650","2019","OH",,,"Ohio","39","Warren County","165",,,,,,,,,,,,,,,,,,"05000US39165","Warren County, Ohio",234602,202976,9985,50,15846,32,2152,3561,757,2804,"Warren County, Ohio",0,2097,1809,85,872,65,1511,1348,553,1135
"G3901690","2019","OH",,,"Ohio","39","Wayne County","169",,,,,,,,,,,,,,,,,,"05000US39169","Wayne County, Ohio",115710,108729,1401,164,1194,0,1594,2628,152,2476,"Wayne County, Ohio",0,590,521,253,234,198,744,581,221,557
"G3901730","2019","OH",,,"Ohio","39","Wood County","173",,,,,,,,,,,,,,,,,,"05000US39173","Wood County, Ohio",130817,120119,2770,215,2688,197,989,3839,501,3338,"Wood County, Ohio",0,811,706,192,319,247,456,1206,298,1167
"G4000170","2019","OK",,,"Oklahoma","40","Canadian County","017",,,,,,,,,,,,,,,,,,"05000US40017","Canadian County, Oklahoma",148306,121126,5662,6983,5008,0,1748,7779,589,7190,"Canadian County, Oklahoma",0,1575,845,1512,498,165,998,1930,837,1812
"G4000270","2019","OK",,,"Oklahoma","40","Cleveland County","027",,,,,,,,,,,,,,,,,,"05000US40027","Cleveland County, Oklahoma",284014,221304,13726,12965,13298,118,4119,18484,826,17658,"Cleveland County, Oklahoma",0,2277,1936,1601,1062,140,1845,2766,835,2620
"G4000310","2019","OK",,,"Oklahoma","40","Comanche County","031",,,,,,,,,,,,,,,,,,"05000US40031","Comanche County, Oklahoma",120749,75751,19184,5849,3172,214,2650,13929,940,12989,"Comanche County, Oklahoma",0,2118,3165,1342,642,197,1126,2418,562,2410
"G4000370","2019","OK",,,"Oklahoma","40","Creek County","037",,,,,,,,,,,,,,,,,,"05000US40037","Creek County, Oklahoma",71522,56397,1572,9323,69,8,186,3967,348,3619,"Creek County, Oklahoma",0,471,333,728,98,15,194,782,292,789
"G4001010","2019","OK",,,"Oklahoma","40","Muskogee County","101",,,,,,,,,,,,,,,,,,"05000US40101","Muskogee County, Oklahoma",67997,39099,7180,11933,369,0,2093,7323,0,7323,"Muskogee County, Oklahoma",0,830,438,1466,353,165,824,1563,165,1563
"G4001090","2019","OK",,,"Oklahoma","40","Oklahoma County","109",,,,,,,,,,,,,,,,,,"05000US40109","Oklahoma County, Oklahoma",797434,551112,119946,26274,28316,855,24384,46547,2416,44131,"Oklahoma County, Oklahoma",0,5247,3927,2424,1513,342,4369,4702,1218,4497
"G4001190","2019","OK",,,"Oklahoma","40","Payne County","119",,,,,,,,,,,,,,,,,,"05000US40119","Payne County, Oklahoma",81784,64818,2970,3219,3661,15,1278,5823,112,5711,"Payne County, Oklahoma",0,727,672,761,380,24,587,1114,191,1138
"G4001250","2019","OK",,,"Oklahoma","40","Pottawatomie County","125",,,,,,,,,,,,,,,,,,"05000US40125","Pottawatomie County, Oklahoma",72592,55249,2526,10437,426,0,170,3784,27,3757,"Pottawatomie County, Oklahoma",0,439,218,928,378,165,151,1060,47,1066
"G4001310","2019","OK",,,"Oklahoma","40","Rogers County","131",,,,,,,,,,,,,,,,,,"05000US40131","Rogers County, Oklahoma",92459,68959,810,12100,1412,0,847,8331,253,8078,"Rogers County, Oklahoma",0,589,140,1032,223,165,474,1099,231,1079
"G4001430","2019","OK",,,"Oklahoma","40","Tulsa County","143",,,,,,,,,,,,,,,,,,"05000US40143","Tulsa County, Oklahoma",651552,457630,64765,35498,23436,842,17635,51746,2402,49344,"Tulsa County, Oklahoma",0,3144,2301,2335,1057,252,2523,3713,872,3806
"G4001450","2019","OK",,,"Oklahoma","40","Wagoner County","145",,,,,,,,,,,,,,,,,,"05000US40145","Wagoner County, Oklahoma",81289,60363,2959,7753,1300,0,1770,7144,185,6959,"Wagoner County, Oklahoma",0,765,351,1111,305,165,816,1299,215,1334
"G4100030","2019","OR",,,"Oregon","41","Benton County","003",,,,,,,,,,,,,,,,,,"05000US41003","Benton County, Oregon",93053,77333,1267,901,6042,360,3422,3728,282,3446,"Benton County, Oregon",0,1230,488,428,752,419,1435,1166,362,1051
"G4100050","2019","OR",,,"Oregon","41","Clackamas County","005",,,,,,,,,,,,,,,,,,"05000US41005","Clackamas County, Oregon",418187,361016,4870,2957,20086,213,12128,16917,2012,14905,"Clackamas County, Oregon",0,3655,736,1390,1335,323,3756,2526,1196,2326
"G4100170","2019","OR",,,"Oregon","41","Deschutes County","017",,,,,,,,,,,,,,,,,,"05000US41017","Deschutes County, Oregon",197692,182152,1355,2791,2762,347,3161,5124,1599,3525,"Deschutes County, Oregon",0,2326,1053,524,1023,368,1949,1707,1273,1159
"G4100190","2019","OR",,,"Oregon","41","Douglas County","019",,,,,,,,,,,,,,,,,,"05000US41019","Douglas County, Oregon",110980,102711,370,784,844,148,324,5799,158,5641,"Douglas County, Oregon",0,809,308,496,417,184,325,767,219,726
"G4100290","2019","OR",,,"Oregon","41","Jackson County","029",,,,,,,,,,,,,,,,,,"05000US41029","Jackson County, Oregon",220944,201990,1934,2525,3196,618,2629,8052,290,7762,"Jackson County, Oregon",0,1570,356,1149,663,561,1356,1646,337,1678
"G4100330","2019","OR",,,"Oregon","41","Josephine County","033",,,,,,,,,,,,,,,,,,"05000US41033","Josephine County, Oregon",87487,81112,721,1300,410,0,545,3399,0,3399,"Josephine County, Oregon",0,765,462,749,314,211,483,1041,211,1041
"G4100350","2019","OR",,,"Oregon","41","Klamath County","035",,,,,,,,,,,,,,,,,,"05000US41035","Klamath County, Oregon",68238,59088,365,4028,188,41,1843,2685,460,2225,"Klamath County, Oregon",0,1366,288,1243,192,69,1356,1371,329,1369
"G4100390","2019","OR",,,"Oregon","41","Lane County","039",,,,,,,,,,,,,,,,,,"05000US41039","Lane County, Oregon",382067,328130,4883,3392,10766,1009,14558,19329,1649,17680,"Lane County, Oregon",0,3197,1218,1114,1346,530,3509,2438,796,2351
"G4100430","2019","OR",,,"Oregon","41","Linn County","043",,,,,,,,,,,,,,,,,,"05000US41043","Linn County, Oregon",129749,115156,749,1738,1214,198,3754,6940,675,6265,"Linn County, Oregon",0,2078,417,937,420,230,2214,1969,731,1867
"G4100470","2019","OR",,,"Oregon","41","Marion County","047",,,,,,,,,,,,,,,,,,"05000US41047","Marion County, Oregon",347818,278522,2320,4710,9472,1112,29133,22549,4245,18304,"Marion County, Oregon",0,6919,996,2497,1300,1151,6015,3574,2079,3192
"G4100510","2019","OR",,,"Oregon","41","Multnomah County","051",,,,,,,,,,,,,,,,,,"05000US41051","Multnomah County, Oregon",812855,628153,42675,6767,60848,5544,22038,46830,2890,43940,"Multnomah County, Oregon",0,6675,3843,1694,3412,959,6615,5294,1004,5406
"G4100530","2019","OR",,,"Oregon","41","Polk County","053",,,,,,,,,,,,,,,,,,"05000US41053","Polk County, Oregon",86085,74922,72,781,1719,109,3150,5332,0,5332,"Polk County, Oregon",0,1946,119,498,633,162,2005,1059,211,1059
"G4100590","2019","OR",,,"Oregon","41","Umatilla County","059",,,,,,,,,,,,,,,,,,"05000US41059","Umatilla County, Oregon",77950,65416,336,1947,991,391,4219,4650,596,4054,"Umatilla County, Oregon",0,2893,183,485,213,243,1769,2388,428,2337
"G4100670","2019","OR",,,"Oregon","41","Washington County","067",,,,,,,,,,,,,,,,,,"05000US41067","Washington County, Oregon",601592,449521,12143,3955,68789,2893,32709,31582,4995,26587,"Washington County, Oregon",0,6967,1706,2153,2208,635,6694,3662,2290,3188
"G4100710","2019","OR",,,"Oregon","41","Yamhill County","071",,,,,,,,,,,,,,,,,,"05000US41071","Yamhill County, Oregon",107100,92115,951,904,2143,231,6479,4277,965,3312,"Yamhill County, Oregon",0,5380,585,624,909,178,5315,1216,641,1006
"G4200010","2019","PA",,,"Pennsylvania","42","Adams County","001",,,,,,,,,,,,,,,,,,"05000US42001","Adams County, Pennsylvania",103009,95929,2044,161,995,0,2353,1527,101,1426,"Adams County, Pennsylvania",0,1335,579,139,366,182,1275,677,142,612
"G4200030","2019","PA",,,"Pennsylvania","42","Allegheny County","003",,,,,,,,,,,,,,,,,,"05000US42003","Allegheny County, Pennsylvania",1216045,965716,157352,1443,46965,269,7953,36347,3314,33033,"Allegheny County, Pennsylvania",0,2043,3305,503,2655,363,2051,4081,1894,3730
"G4200050","2019","PA",,,"Pennsylvania","42","Armstrong County","005",,,,,,,,,,,,,,,,,,"05000US42005","Armstrong County, Pennsylvania",,,,,,,,,,,"Armstrong County, Pennsylvania",,,,,,,,,,
"G4200070","2019","PA",,,"Pennsylvania","42","Beaver County","007",,,,,,,,,,,,,,,,,,"05000US42007","Beaver County, Pennsylvania",163929,147858,10081,90,1086,13,259,4542,63,4479,"Beaver County, Pennsylvania",0,493,1246,164,268,23,298,1457,86,1463
"G4200110","2019","PA",,,"Pennsylvania","42","Berks County","011",,,,,,,,,,,,,,,,,,"05000US42011","Berks County, Pennsylvania",421164,338473,26533,961,6574,208,38929,9486,3337,6149,"Berks County, Pennsylvania",0,4735,3492,620,538,260,4603,2220,1561,1540
"G4200130","2019","PA",,,"Pennsylvania","42","Blair County","013",,,,,,,,,,,,,,,,,,"05000US42013","Blair County, Pennsylvania",,,,,,,,,,,"Blair County, Pennsylvania",,,,,,,,,,
"G4200170","2019","PA",,,"Pennsylvania","42","Bucks County","017",,,,,,,,,,,,,,,,,,"05000US42017","Bucks County, Pennsylvania",628270,544515,26526,436,32572,0,11220,13001,1370,11631,"Bucks County, Pennsylvania",0,3545,2571,320,1085,182,3653,2608,739,2594
"G4200190","2019","PA",,,"Pennsylvania","42","Butler County","019",,,,,,,,,,,,,,,,,,"05000US42019","Butler County, Pennsylvania",187853,180218,1863,19,2400,0,102,3251,121,3130,"Butler County, Pennsylvania",0,233,536,40,523,182,94,724,166,742
"G4200210","2019","PA",,,"Pennsylvania","42","Cambria County","021",,,,,,,,,,,,,,,,,,"05000US42021","Cambria County, Pennsylvania",130192,121803,5575,0,514,0,258,2042,147,1895,"Cambria County, Pennsylvania",0,453,809,182,320,182,129,783,156,731
"G4200250","2019","PA",,,"Pennsylvania","42","Carbon County","025",,,,,,,,,,,,,,,,,,"05000US42025","Carbon County, Pennsylvania",64182,60043,1558,897,731,0,532,421,59,362,"Carbon County, Pennsylvania",0,1117,1357,797,782,182,408,447,130,417
"G4200270","2019","PA",,,"Pennsylvania","42","Centre County","027",,,,,,,,,,,,,,,,,,"05000US42027","Centre County, Pennsylvania",162385,142448,5975,76,9755,67,496,3568,352,3216,"Centre County, Pennsylvania",0,605,875,112,719,99,433,1238,299,1194
"G4200290","2019","PA",,,"Pennsylvania","42","Chester County","029",,,,,,,,,,,,,,,,,,"05000US42029","Chester County, Pennsylvania",524989,431961,30393,761,30955,93,15596,15230,2022,13208,"Chester County, Pennsylvania",0,4054,2414,467,1017,118,3628,3167,1436,2537
"G4200330","2019","PA",,,"Pennsylvania","42","Clearfield County","033",,,,,,,,,,,,,,,,,,"05000US42033","Clearfield County, Pennsylvania",79255,74153,3057,26,471,0,312,1236,725,511,"Clearfield County, Pennsylvania",0,566,561,46,393,182,273,672,451,438
"G4200370","2019","PA",,,"Pennsylvania","42","Columbia County","037",,,,,,,,,,,,,,,,,,"05000US42037","Columbia County, Pennsylvania",64964,61974,771,42,1473,0,300,404,9,395,"Columbia County, Pennsylvania",0,321,301,91,409,182,284,313,17,307
"G4200390","2019","PA",,,"Pennsylvania","42","Crawford County","039",,,,,,,,,,,,,,,,,,"05000US42039","Crawford County, Pennsylvania",84629,80721,1459,43,739,4,274,1389,185,1204,"Crawford County, Pennsylvania",0,326,513,63,149,8,288,523,159,481
"G4200410","2019","PA",,,"Pennsylvania","42","Cumberland County","041",,,,,,,,,,,,,,,,,,"05000US42041","Cumberland County, Pennsylvania",253370,220155,11378,399,10722,0,2403,8313,1383,6930,"Cumberland County, Pennsylvania",0,1454,1252,301,1236,182,1093,2304,1005,1895
"G4200430","2019","PA",,,"Pennsylvania","42","Dauphin County","043",,,,,,,,,,,,,,,,,,"05000US42043","Dauphin County, Pennsylvania",278299,192332,54302,677,14381,181,7753,8673,1553,7120,"Dauphin County, Pennsylvania",0,3276,1951,662,947,290,2608,2471,1578,1795
"G4200450","2019","PA",,,"Pennsylvania","42","Delaware County","045",,,,,,,,,,,,,,,,,,"05000US42045","Delaware County, Pennsylvania",566747,383843,125741,1564,33158,443,7862,14136,1874,12262,"Delaware County, Pennsylvania",0,2522,2416,809,1920,416,2708,2978,1716,2472
"G4200490","2019","PA",,,"Pennsylvania","42","Erie County","049",,,,,,,,,,,,,,,,,,"05000US42049","Erie County, Pennsylvania",269728,231216,18121,996,4570,98,3819,10908,543,10365,"Erie County, Pennsylvania",0,1928,2065,146,816,121,1865,2303,416,2431
"G4200510","2019","PA",,,"Pennsylvania","42","Fayette County","051",,,,,,,,,,,,,,,,,,"05000US42051","Fayette County, Pennsylvania",129274,118980,5222,43,590,53,1067,3319,135,3184,"Fayette County, Pennsylvania",0,399,1220,98,119,94,712,1402,163,1389
"G4200550","2019","PA",,,"Pennsylvania","42","Franklin County","055",,,,,,,,,,,,,,,,,,"05000US42055","Franklin County, Pennsylvania",155027,140780,6252,1257,1498,65,2171,3004,267,2737,"Franklin County, Pennsylvania",0,2033,1259,1783,661,119,1736,1204,302,1163
"G4200630","2019","PA",,,"Pennsylvania","42","Indiana County","063",,,,,,,,,,,,,,,,,,"05000US42063","Indiana County, Pennsylvania",84073,79268,2480,36,512,0,206,1571,0,1571,"Indiana County, Pennsylvania",0,441,660,47,269,182,178,539,182,539
"G4200690","2019","PA",,,"Pennsylvania","42","Lackawanna County","069",,,,,,,,,,,,,,,,,,"05000US42069","Lackawanna County, Pennsylvania",209674,188220,7329,209,6703,169,3420,3624,398,3226,"Lackawanna County, Pennsylvania",0,2097,581,231,315,135,2028,1192,258,1179
"G4200710","2019","PA",,,"Pennsylvania","42","Lancaster County","071",,,,,,,,,,,,,,,,,,"05000US42071","Lancaster County, Pennsylvania",545724,475780,23358,325,12475,121,14631,19034,5420,13614,"Lancaster County, Pennsylvania",0,4724,3621,220,1059,213,4425,3985,3071,3504
"G4200730","2019","PA",,,"Pennsylvania","42","Lawrence County","073",,,,,,,,,,,,,,,,,,"05000US42073","Lawrence County, Pennsylvania",,,,,,,,,,,"Lawrence County, Pennsylvania",,,,,,,,,,
