GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AKSME001,AKSME002,AKSME003,AKSME004,AKSME005,AKSME006,AKSME007,AKSME008,AKSME009,AKSME010,NAME_M,AKSMM001,AKSMM002,AKSMM003,AKSMM004,AKSMM005,AKSMM006,AKSMM007,AKSMM008,AKSMM009,AKSMM010
"G3400390","2019","NJ",,,"New Jersey","34","Union County","039",,,,,,,,,,,,,,,,,,"05000US34039","Union County, New Jersey",556341,279505,117093,793,30348,0,110679,17923,5481,12442,"Union County, New Jersey",0,8323,3507,515,1276,213,8429,3153,1968,2733
"G3400410","2019","NJ",,,"New Jersey","34","Warren County","041",,,,,,,,,,,,,,,,,,"05000US34041","Warren County, New Jersey",105267,92621,5062,52,2434,0,1630,3468,1536,1932,"Warren County, New Jersey",0,1024,1008,96,1191,213,997,1382,782,1094
"G3500010","2019","NM",,,"New Mexico","35","Bernalillo County","001",,,,,,,,,,,,,,,,,,"05000US35001","Bernalillo County, New Mexico",679121,503932,19726,35029,18355,499,70441,31139,7102,24037,"Bernalillo County, New Mexico",0,10288,2310,3130,1289,383,10784,5149,1823,4653
"G3500050","2019","NM",,,"New Mexico","35","Chaves County","005",,,,,,,,,,,,,,,,,,"05000US35005","Chaves County, New Mexico",64615,56610,1464,350,928,0,4210,1053,561,492,"Chaves County, New Mexico",0,1493,378,294,384,210,1510,590,434,358
"G3500130","2019","NM",,,"New Mexico","35","Doña Ana County","013",,,,,,,,,,,,,,,,,,"05000US35013","Doña Ana County, New Mexico",218195,174131,3881,2930,3135,229,29566,4323,813,3510,"Doña Ana County, New Mexico",0,6706,864,969,930,316,6626,1781,572,1684
"G3500250","2019","NM",,,"New Mexico","35","Lea County","025",,,,,,,,,,,,,,,,,,"05000US35025","Lea County, New Mexico",71070,62706,3154,678,1191,0,3030,311,84,227,"Lea County, New Mexico",0,1594,1426,507,814,210,1403,342,116,323
"G3500310","2019","NM",,,"New Mexico","35","McKinley County","031",,,,,,,,,,,,,,,,,,"05000US35031","McKinley County, New Mexico",71367,8354,279,53214,539,34,5216,3731,1141,2590,"McKinley County, New Mexico",0,1321,353,2411,460,56,1593,2412,798,2275
"G3500350","2019","NM",,,"New Mexico","35","Otero County","035",,,,,,,,,,,,,,,,,,"05000US35035","Otero County, New Mexico",67490,52701,2738,5387,450,0,3714,2500,407,2093,"Otero County, New Mexico",0,1573,471,666,541,210,1303,1129,357,967
"G3500430","2019","NM",,,"New Mexico","35","Sandoval County","043",,,,,,,,,,,,,,,,,,"05000US35043","Sandoval County, New Mexico",146748,106514,4104,18981,3143,0,8348,5658,2191,3467,"Sandoval County, New Mexico",0,3148,827,879,1265,210,2407,1654,1123,1273
"G3500450","2019","NM",,,"New Mexico","35","San Juan County","045",,,,,,,,,,,,,,,,,,"05000US35045","San Juan County, New Mexico",123958,64549,1348,49843,681,0,2746,4791,1430,3361,"San Juan County, New Mexico",0,2414,1025,1979,354,210,1374,1464,701,1450
"G3500490","2019","NM",,,"New Mexico","35","Santa Fe County","049",,,,,,,,,,,,,,,,,,"05000US35049","Santa Fe County, New Mexico",150358,124279,1607,5957,2406,0,12129,3980,1306,2674,"Santa Fe County, New Mexico",0,3476,239,810,406,210,3309,1080,560,969
"G3500610","2019","NM",,,"New Mexico","35","Valencia County","061",,,,,,,,,,,,,,,,,,"05000US35061","Valencia County, New Mexico",76688,65270,3165,1967,630,0,2358,3298,1351,1947,"Valencia County, New Mexico",0,2304,1835,1226,830,210,1259,1236,1186,1031
"G3600010","2019","NY",,,"New York","36","Albany County","001",,,,,,,,,,,,,,,,,,"05000US36001","Albany County, New York",305506,228731,34706,352,19351,241,3849,18276,1166,17110,"Albany County, New York",0,1882,2836,300,1684,291,1303,3569,850,3581
"G3600050","2019","NY",,,"New York","36","Bronx County","005",,,,,,,,,,,,,,,,,,"05000US36005","Bronx County, New York",1418207,321736,542543,7621,53314,1449,429572,61972,25894,36078,"Bronx County, New York",0,13962,13679,2116,2129,1556,18124,7450,4762,5815
"G3600070","2019","NY",,,"New York","36","Broome County","007",,,,,,,,,,,,,,,,,,"05000US36007","Broome County, New York",190488,161716,9147,294,8873,0,2308,8150,320,7830,"Broome County, New York",0,1216,1583,284,487,207,1100,1804,331,1788
"G3600090","2019","NY",,,"New York","36","Cattaraugus County","009",,,,,,,,,,,,,,,,,,"05000US36009","Cattaraugus County, New York",76117,69772,1159,2652,656,0,547,1331,48,1283,"Cattaraugus County, New York",0,364,237,264,237,207,340,425,90,415
"G3600110","2019","NY",,,"New York","36","Cayuga County","011",,,,,,,,,,,,,,,,,,"05000US36011","Cayuga County, New York",76576,69910,2757,66,642,35,839,2327,230,2097,"Cayuga County, New York",0,326,742,84,116,66,249,745,179,718
"G3600130","2019","NY",,,"New York","36","Chautauqua County","013",,,,,,,,,,,,,,,,,,"05000US36013","Chautauqua County, New York",126903,116198,2959,713,838,91,3302,2802,216,2586,"Chautauqua County, New York",0,1993,522,345,254,112,1911,599,231,523
"G3600150","2019","NY",,,"New York","36","Chemung County","015",,,,,,,,,,,,,,,,,,"05000US36015","Chemung County, New York",83456,73854,4716,141,1294,0,320,3131,152,2979,"Chemung County, New York",0,445,757,155,425,207,341,824,194,780
"G3600190","2019","NY",,,"New York","36","Clinton County","019",,,,,,,,,,,,,,,,,,"05000US36019","Clinton County, New York",80485,73558,3007,386,1261,0,965,1308,79,1229,"Clinton County, New York",0,359,597,260,187,207,345,563,75,557
"G3600270","2019","NY",,,"New York","36","Dutchess County","027",,,,,,,,,,,,,,,,,,"05000US36027","Dutchess County, New York",294218,226823,33517,642,9524,185,12239,11288,1851,9437,"Dutchess County, New York",0,2313,1593,555,1095,252,2621,2335,1117,2243
"G3600290","2019","NY",,,"New York","36","Erie County","029",,,,,,,,,,,,,,,,,,"05000US36029","Erie County, New York",918702,709543,125408,5451,35121,287,21974,20918,2043,18875,"Erie County, New York",0,2585,2751,823,1503,302,3190,3515,1066,3330
"G3600450","2019","NY",,,"New York","36","Jefferson County","045",,,,,,,,,,,,,,,,,,"05000US36045","Jefferson County, New York",109834,95631,6380,682,2372,285,676,3808,870,2938,"Jefferson County, New York",0,992,902,557,208,350,405,1166,662,898
"G3600470","2019","NY",,,"New York","36","Kings County","047",,,,,,,,,,,,,,,,,,"05000US36047","Kings County, New York",2559903,1115915,820016,7083,306350,859,222349,87331,17808,69523,"Kings County, New York",0,11721,7240,2739,4932,707,12204,7184,3699,6680
"G3600510","2019","NY",,,"New York","36","Livingston County","051",,,,,,,,,,,,,,,,,,"05000US36051","Livingston County, New York",62914,57695,1405,315,523,0,1202,1774,295,1479,"Livingston County, New York",0,461,524,309,459,207,787,822,185,810
"G3600530","2019","NY",,,"New York","36","Madison County","053",,,,,,,,,,,,,,,,,,"05000US36053","Madison County, New York",70941,66809,1482,271,774,0,312,1293,0,1293,"Madison County, New York",0,505,569,215,390,207,199,541,207,541
"G3600550","2019","NY",,,"New York","36","Monroe County","055",,,,,,,,,,,,,,,,,,"05000US36055","Monroe County, New York",741770,560867,114292,1744,26360,1150,14730,22627,4670,17957,"Monroe County, New York",0,4305,3050,727,1484,1451,3319,4058,1592,3649
"G3600590","2019","NY",,,"New York","36","Nassau County","059",,,,,,,,,,,,,,,,,,"05000US36059","Nassau County, New York",1356924,913426,159981,4833,140604,78,92513,45489,13535,31954,"Nassau County, New York",0,9890,4729,1951,2651,132,9725,5926,3900,4707
"G3600610","2019","NY",,,"New York","36","New York County","061",,,,,,,,,,,,,,,,,,"05000US36061","New York County, New York",1628706,922746,233945,6440,202025,345,194114,69091,11550,57541,"New York County, New York",0,12064,6768,2720,3368,390,12302,7921,3120,7644
"G3600630","2019","NY",,,"New York","36","Niagara County","063",,,,,,,,,,,,,,,,,,"05000US36063","Niagara County, New York",209281,180375,13563,2123,2126,315,3530,7249,836,6413,"Niagara County, New York",0,1425,1700,727,589,416,1804,2056,729,1805
"G3600650","2019","NY",,,"New York","36","Oneida County","065",,,,,,,,,,,,,,,,,,"05000US36065","Oneida County, New York",228671,192723,13605,450,9279,0,2793,9821,2143,7678,"Oneida County, New York",0,1759,2273,366,676,207,1111,2583,1351,2309
"G3600670","2019","NY",,,"New York","36","Onondaga County","067",,,,,,,,,,,,,,,,,,"05000US36067","Onondaga County, New York",460528,361908,53491,3274,17372,178,5379,18926,2995,15931,"Onondaga County, New York",0,1880,3233,1205,895,233,2107,3287,1168,3197
"G3600690","2019","NY",,,"New York","36","Ontario County","069",,,,,,,,,,,,,,,,,,"05000US36069","Ontario County, New York",109777,101621,3271,159,1319,0,1282,2125,220,1905,"Ontario County, New York",0,922,881,158,283,207,606,534,260,485
"G3600710","2019","NY",,,"New York","36","Orange County","071",,,,,,,,,,,,,,,,,,"05000US36071","Orange County, New York",384940,289443,44427,1295,11472,464,23877,13962,4833,9129,"Orange County, New York",0,4515,2033,1451,797,499,4474,3151,2122,2338
"G3600750","2019","NY",,,"New York","36","Oswego County","075",,,,,,,,,,,,,,,,,,"05000US36075","Oswego County, New York",117124,111452,1145,51,816,74,1020,2566,80,2486,"Oswego County, New York",0,732,546,66,224,103,741,580,93,578
"G3600790","2019","NY",,,"New York","36","Putnam County","079",,,,,,,,,,,,,,,,,,"05000US36079","Putnam County, New York",98320,84960,3352,0,2293,0,5907,1808,446,1362,"Putnam County, New York",0,2267,775,207,247,207,2325,907,544,867
"G3600810","2019","NY",,,"New York","36","Queens County","081",,,,,,,,,,,,,,,,,,"05000US36081","Queens County, New York",2253858,821416,415664,11642,588964,1030,328194,86948,27567,59381,"Queens County, New York",0,16780,5666,3312,5159,728,17297,9775,4290,8889
"G3600830","2019","NY",,,"New York","36","Rensselaer County","083",,,,,,,,,,,,,,,,,,"05000US36083","Rensselaer County, New York",158714,135363,11430,0,4485,16,2265,5155,575,4580,"Rensselaer County, New York",0,1439,1297,207,406,28,1184,1498,591,1313
"G3600850","2019","NY",,,"New York","36","Richmond County","085",,,,,,,,,,,,,,,,,,"05000US36085","Richmond County, New York",476143,349964,47951,1001,51270,177,16010,9770,1657,8113,"Richmond County, New York",0,4559,2069,635,1962,217,3773,2495,957,2319
"G3600870","2019","NY",,,"New York","36","Rockland County","087",,,,,,,,,,,,,,,,,,"05000US36087","Rockland County, New York",325789,225965,39418,344,19281,0,31721,9060,2188,6872,"Rockland County, New York",0,4127,2326,293,859,207,4556,2513,1156,2378
"G3600890","2019","NY",,,"New York","36","St. Lawrence County","089",,,,,,,,,,,,,,,,,,"05000US36089","St. Lawrence County, New York",107740,99891,2443,875,1169,0,866,2496,284,2212,"St. Lawrence County, New York",0,462,347,368,265,207,292,709,187,696
"G3600910","2019","NY",,,"New York","36","Saratoga County","091",,,,,,,,,,,,,,,,,,"05000US36091","Saratoga County, New York",229863,213426,3698,61,7710,0,587,4381,566,3815,"Saratoga County, New York",0,688,969,113,932,207,387,1429,592,1295
"G3600930","2019","NY",,,"New York","36","Schenectady County","093",,,,,,,,,,,,,,,,,,"05000US36093","Schenectady County, New York",155299,115066,17187,116,7885,233,6540,8272,1884,6388,"Schenectady County, New York",0,2013,2220,159,947,354,2219,2158,1079,2015
"G3601010","2019","NY",,,"New York","36","Steuben County","101",,,,,,,,,,,,,,,,,,"05000US36101","Steuben County, New York",95379,89739,2274,186,1650,0,518,1012,126,886,"Steuben County, New York",0,358,484,242,161,207,457,357,111,341
"G3601030","2019","NY",,,"New York","36","Suffolk County","103",,,,,,,,,,,,,,,,,,"05000US36103","Suffolk County, New York",1476601,1177731,112956,5145,59658,384,87282,33445,9531,23914,"Suffolk County, New York",0,10459,5569,1487,3010,228,13109,5005,3426,4285
"G3601050","2019","NY",,,"New York","36","Sullivan County","105",,,,,,,,,,,,,,,,,,"05000US36105","Sullivan County, New York",75432,57574,4904,542,1204,0,6993,4215,272,3943,"Sullivan County, New York",0,1784,1178,504,308,207,1664,1143,376,1188
"G3601090","2019","NY",,,"New York","36","Tompkins County","109",,,,,,,,,,,,,,,,,,"05000US36109","Tompkins County, New York",102180,80958,3425,103,10022,87,2392,5193,755,4438,"Tompkins County, New York",0,876,870,128,982,156,791,1157,773,1168
"G3601110","2019","NY",,,"New York","36","Ulster County","111",,,,,,,,,,,,,,,,,,"05000US36111","Ulster County, New York",177573,150453,11119,499,2922,0,5101,7479,1556,5923,"Ulster County, New York",0,2078,1305,391,583,207,1971,1823,897,1414
"G3601130","2019","NY",,,"New York","36","Warren County","113",,,,,,,,,,,,,,,,,,"05000US36113","Warren County, New York",63944,60642,1025,0,401,0,189,1687,445,1242,"Warren County, New York",0,672,594,207,339,207,200,879,583,662
"G3601170","2019","NY",,,"New York","36","Wayne County","117",,,,,,,,,,,,,,,,,,"05000US36117","Wayne County, New York",89918,82992,1950,109,932,26,963,2946,124,2822,"Wayne County, New York",0,985,595,157,207,48,747,727,200,707
"G3601190","2019","NY",,,"New York","36","Westchester County","119",,,,,,,,,,,,,,,,,,"05000US36119","Westchester County, New York",967506,610441,150193,3015,59202,106,115542,29007,7568,21439,"Westchester County, New York",0,10152,6170,773,2049,129,11416,4535,2042,3769
"G3700010","2019","NC",,,"North Carolina","37","Alamance County","001",,,,,,,,,,,,,,,,,,"05000US37001","Alamance County, North Carolina",169509,117967,34307,1471,3008,72,8432,4252,186,4066,"Alamance County, North Carolina",0,3019,2007,1663,470,132,3152,2047,215,2034
"G3700190","2019","NC",,,"North Carolina","37","Brunswick County","019",,,,,,,,,,,,,,,,,,"05000US37019","Brunswick County, North Carolina",142820,122295,10666,835,940,15,1977,6092,332,5760,"Brunswick County, North Carolina",0,1640,2031,677,388,32,1646,2313,413,2265
"G3700210","2019","NC",,,"North Carolina","37","Buncombe County","021",,,,,,,,,,,,,,,,,,"05000US37021","Buncombe County, North Carolina",261191,230830,16828,1170,3404,56,3976,4927,605,4322,"Buncombe County, North Carolina",0,2525,1172,743,597,107,2234,1634,734,1322
"G3700230","2019","NC",,,"North Carolina","37","Burke County","023",,,,,,,,,,,,,,,,,,"05000US37023","Burke County, North Carolina",90485,74458,3619,1240,3192,314,5770,1892,286,1606,"Burke County, North Carolina",0,1027,1145,1031,236,553,2599,1182,273,1114
"G3700250","2019","NC",,,"North Carolina","37","Cabarrus County","025",,,,,,,,,,,,,,,,,,"05000US37025","Cabarrus County, North Carolina",216453,148373,40511,162,9020,0,10784,7603,634,6969,"Cabarrus County, North Carolina",0,4916,2750,261,1028,216,4770,3354,654,3156
"G3700270","2019","NC",,,"North Carolina","37","Caldwell County","027",,,,,,,,,,,,,,,,,,"05000US37027","Caldwell County, North Carolina",82178,72726,4603,0,99,0,2830,1920,243,1677,"Caldwell County, North Carolina",0,878,1002,216,199,216,1034,919,266,854
"G3700310","2019","NC",,,"North Carolina","37","Carteret County","031",,,,,,,,,,,,,,,,,,"05000US37031","Carteret County, North Carolina",69473,62595,3431,301,593,0,533,2020,232,1788,"Carteret County, North Carolina",0,611,403,178,251,216,548,737,390,548
"G3700350","2019","NC",,,"North Carolina","37","Catawba County","035",,,,,,,,,,,,,,,,,,"05000US37035","Catawba County, North Carolina",159551,126059,14154,716,7190,0,7927,3505,1214,2291,"Catawba County, North Carolina",0,2054,1284,501,280,216,2546,1705,1347,1334
"G3700370","2019","NC",,,"North Carolina","37","Chatham County","037",,,,,,,,,,,,,,,,,,"05000US37037","Chatham County, North Carolina",74470,57614,7830,39,1205,0,5059,2723,84,2639,"Chatham County, North Carolina",0,3039,1297,71,324,216,3061,1333,116,1334
"G3700450","2019","NC",,,"North Carolina","37","Cleveland County","045",,,,,,,,,,,,,,,,,,"05000US37045","Cleveland County, North Carolina",97947,73238,20406,601,1041,0,1720,941,0,941,"Cleveland County, North Carolina",0,1087,1797,1012,1330,216,1087,604,216,604
"G3700490","2019","NC",,,"North Carolina","37","Craven County","049",,,,,,,,,,,,,,,,,,"05000US37049","Craven County, North Carolina",102139,73100,22314,704,2310,46,994,2671,262,2409,"Craven County, North Carolina",0,1017,706,177,1210,77,876,1516,288,1495
"G3700510","2019","NC",,,"North Carolina","37","Cumberland County","051",,,,,,,,,,,,,,,,,,"05000US37051","Cumberland County, North Carolina",335509,164571,123893,5130,9338,1310,10824,20443,1817,18626,"Cumberland County, North Carolina",0,2545,2932,703,756,229,2538,3237,1020,2941
"G3700570","2019","NC",,,"North Carolina","37","Davidson County","057",,,,,,,,,,,,,,,,,,"05000US37057","Davidson County, North Carolina",167609,144346,17508,490,2643,127,638,1857,135,1722,"Davidson County, North Carolina",0,910,775,478,542,177,723,809,226,834
"G3700630","2019","NC",,,"North Carolina","37","Durham County","063",,,,,,,,,,,,,,,,,,"05000US37063","Durham County, North Carolina",321488,171593,114381,375,14204,197,10035,10703,853,9850,"Durham County, North Carolina",0,3497,2520,337,1594,250,3528,2550,759,2448
"G3700670","2019","NC",,,"North Carolina","37","Forsyth County","067",,,,,,,,,,,,,,,,,,"05000US37067","Forsyth County, North Carolina",382295,252469,100923,1953,8884,116,8682,9268,2032,7236,"Forsyth County, North Carolina",0,3227,3309,469,780,153,2637,3097,1280,2517
"G3700690","2019","NC",,,"North Carolina","37","Franklin County","069",,,,,,,,,,,,,,,,,,"05000US37069","Franklin County, North Carolina",69685,47610,16363,230,204,0,2234,3044,372,2672,"Franklin County, North Carolina",0,1812,1442,199,309,216,1699,1536,486,1419
"G3700710","2019","NC",,,"North Carolina","37","Gaston County","071",,,,,,,,,,,,,,,,,,"05000US37071","Gaston County, North Carolina",224529,171404,38825,1008,3455,452,4361,5024,652,4372,"Gaston County, North Carolina",0,2019,1458,599,554,642,1907,1443,494,1425
"G3700810","2019","NC",,,"North Carolina","37","Guilford County","081",,,,,,,,,,,,,,,,,,"05000US37081","Guilford County, North Carolina",537174,288313,184002,3141,27018,173,15955,18572,1978,16594,"Guilford County, North Carolina",0,3883,4122,991,1248,222,3861,5360,1636,5032
"G3700850","2019","NC",,,"North Carolina","37","Harnett County","085",,,,,,,,,,,,,,,,,,"05000US37085","Harnett County, North Carolina",135976,90982,30201,788,2460,1039,5809,4697,445,4252,"Harnett County, North Carolina",0,2345,1652,464,1231,1559,2281,1163,440,1074
"G3700890","2019","NC",,,"North Carolina","37","Henderson County","089",,,,,,,,,,,,,,,,,,"05000US37089","Henderson County, North Carolina",117417,107103,4223,253,1098,0,2622,2118,0,2118,"Henderson County, North Carolina",0,2327,804,420,555,216,2333,1005,216,1005
"G3700970","2019","NC",,,"North Carolina","37","Iredell County","097",,,,,,,,,,,,,,,,,,"05000US37097","Iredell County, North Carolina",181806,143949,20825,317,5102,0,4938,6675,458,6217,"Iredell County, North Carolina",0,2348,2282,340,452,216,1876,2332,368,2299
"G3701010","2019","NC",,,"North Carolina","37","Johnston County","101",,,,,,,,,,,,,,,,,,"05000US37101","Johnston County, North Carolina",209339,158143,34923,766,2028,0,9769,3710,882,2828,"Johnston County, North Carolina",0,3681,1509,607,335,216,3624,1385,547,1284
"G3701090","2019","NC",,,"North Carolina","37","Lincoln County","109",,,,,,,,,,,,,,,,,,"05000US37109","Lincoln County, North Carolina",86111,78483,5379,353,753,60,423,660,0,660,"Lincoln County, North Carolina",0,535,721,460,131,129,403,580,216,580
"G3701190","2019","NC",,,"North Carolina","37","Mecklenburg County","119",,,,,,,,,,,,,,,,,,"05000US37119","Mecklenburg County, North Carolina",1110356,579664,352014,3809,63628,379,75332,35530,2676,32854,"Mecklenburg County, North Carolina",0,7455,4850,1867,2631,229,7898,5817,1170,5464
"G3701250","2019","NC",,,"North Carolina","37","Moore County","125",,,,,,,,,,,,,,,,,,"05000US37125","Moore County, North Carolina",100880,81646,12124,731,1454,175,3150,1600,89,1511,"Moore County, North Carolina",0,1235,1023,640,403,326,1234,687,144,669
"G3701270","2019","NC",,,"North Carolina","37","Nash County","127",,,,,,,,,,,,,,,,,,"05000US37127","Nash County, North Carolina",94298,46857,38764,301,170,0,5506,2700,480,2220,"Nash County, North Carolina",0,819,1113,268,247,216,1080,1346,636,1087
"G3701290","2019","NC",,,"North Carolina","37","New Hanover County","129",,,,,,,,,,,,,,,,,,"05000US37129","New Hanover County, North Carolina",234473,189556,29299,805,2674,161,4722,7256,566,6690,"New Hanover County, North Carolina",0,2139,1886,402,497,222,2025,2107,678,1946
"G3701330","2019","NC",,,"North Carolina","37","Onslow County","133",,,,,,,,,,,,,,,,,,"05000US37133","Onslow County, North Carolina",197938,149113,28855,1153,4111,22,1670,13014,1495,11519,"Onslow County, North Carolina",0,2269,2533,615,501,48,1094,2663,1260,2433
"G3701350","2019","NC",,,"North Carolina","37","Orange County","135",,,,,,,,,,,,,,,,,,"05000US37135","Orange County, North Carolina",148476,114580,16943,398,12048,9,1600,2898,215,2683,"Orange County, North Carolina",0,928,1421,312,607,17,1183,1344,309,1323
"G3701470","2019","NC",,,"North Carolina","37","Pitt County","147",,,,,,,,,,,,,,,,,,"05000US37147","Pitt County, North Carolina",180742,100199,61537,366,2936,217,8754,6733,654,6079,"Pitt County, North Carolina",0,1862,2383,428,1030,344,1884,2445,848,2500
"G3701510","2019","NC",,,"North Carolina","37","Randolph County","151",,,,,,,,,,,,,,,,,,"05000US37151","Randolph County, North Carolina",143667,122978,8140,570,1477,0,6484,4018,72,3946,"Randolph County, North Carolina",0,2696,1909,374,1458,216,2726,1263,103,1256
"G3701550","2019","NC",,,"North Carolina","37","Robeson County","155",,,,,,,,,,,,,,,,,,"05000US37155","Robeson County, North Carolina",130625,35102,30428,52786,628,59,9448,2174,41,2133,"Robeson County, North Carolina",0,1607,451,881,372,95,1635,867,76,857
"G3701570","2019","NC",,,"North Carolina","37","Rockingham County","157",,,,,,,,,,,,,,,,,,"05000US37157","Rockingham County, North Carolina",,,,,,,,,,,"Rockingham County, North Carolina",,,,,,,,,,
"G3701590","2019","NC",,,"North Carolina","37","Rowan County","159",,,,,,,,,,,,,,,,,,"05000US37159","Rowan County, North Carolina",142088,108730,23034,429,1196,0,3714,4985,832,4153,"Rowan County, North Carolina",0,1572,1594,380,523,216,1977,1757,707,1618
"G3701610","2019","NC",,,"North Carolina","37","Rutherford County","161",,,,,,,,,,,,,,,,,,"05000US37161","Rutherford County, North Carolina",67029,58284,6660,54,383,0,301,1347,261,1086,"Rutherford County, North Carolina",0,617,863,84,135,216,325,914,531,795
"G3701710","2019","NC",,,"North Carolina","37","Surry County","171",,,,,,,,,,,,,,,,,,"05000US37171","Surry County, North Carolina",71783,65624,1731,859,428,0,1481,1660,225,1435,"Surry County, North Carolina",0,1319,826,347,84,216,1262,777,323,751
"G3701790","2019","NC",,,"North Carolina","37","Union County","179",,,,,,,,,,,,,,,,,,"05000US37179","Union County, North Carolina",239859,190315,28137,934,8031,208,6391,5843,742,5101,"Union County, North Carolina",0,2838,1525,445,757,246,2612,2023,498,1982
"G3701830","2019","NC",,,"North Carolina","37","Wake County","183",,,,,,,,,,,,,,,,,,"05000US37183","Wake County, North Carolina",1111761,718463,230927,5266,83883,262,45166,27794,3838,23956,"Wake County, North Carolina",0,6451,4626,1855,1734,224,6323,5200,1236,5090
"G3701910","2019","NC",,,"North Carolina","37","Wayne County","191",,,,,,,,,,,,,,,,,,"05000US37191","Wayne County, North Carolina",123131,78388,38998,480,1342,6,1177,2740,258,2482,"Wayne County, North Carolina",0,1134,872,224,426,12,1009,1131,360,1068
"G3701930","2019","NC",,,"North Carolina","37","Wilkes County","193",,,,,,,,,,,,,,,,,,"05000US37193","Wilkes County, North Carolina",,,,,,,,,,,"Wilkes County, North Carolina",,,,,,,,,,
"G3701950","2019","NC",,,"North Carolina","37","Wilson County","195",,,,,,,,,,,,,,,,,,"05000US37195","Wilson County, North Carolina",81801,40482,32970,133,636,0,5941,1639,355,1284,"Wilson County, North Carolina",0,1702,652,153,681,216,1732,886,358,806
"G3800150","2019","ND",,,"North Dakota","38","Burleigh County","015",,,,,,,,,,,,,,,,,,"05000US38015","Burleigh County, North Dakota",95626,85293,1789,4624,910,135,230,2645,74,2571,"Burleigh County, North Dakota",0,522,688,1073,119,286,182,1072,95,1060
"G3800170","2019","ND",,,"North Dakota","38","Cass County","017",,,,,,,,,,,,,,,,,,"05000US38017","Cass County, North Dakota",181923,157035,11269,1790,4190,0,905,6734,225,6509,"Cass County, North Dakota",0,730,878,821,1731,165,609,2276,269,2281
"G3800350","2019","ND",,,"North Dakota","38","Grand Forks County","035",,,,,,,,,,,,,,,,,,"05000US38035","Grand Forks County, North Dakota",69451,59697,1695,2067,2175,1626,363,1828,0,1828,"Grand Forks County, North Dakota",0,442,1161,408,246,1525,384,930,165,930
"G3801010","2019","ND",,,"North Dakota","38","Ward County","101",,,,,,,,,,,,,,,,,,"05000US38101","Ward County, North Dakota",67641,57964,2381,647,1180,198,662,4609,540,4069,"Ward County, North Dakota",0,619,833,510,1169,288,496,1080,340,1125
"G3900030","2019","OH",,,"Ohio","39","Allen County","003",,,,,,,,,,,,,,,,,,"05000US39003","Allen County, Ohio",102351,84244,11407,349,953,0,741,4657,303,4354,"Allen County, Ohio",0,829,1454,418,183,198,726,1515,246,1505
"G3900070","2019","OH",,,"Ohio","39","Ashtabula County","007",,,,,,,,,,,,,,,,,,"05000US39007","Ashtabula County, Ohio",,,,,,,,,,,"Ashtabula County, Ohio",,,,,,,,,,
"G3900090","2019","OH",,,"Ohio","39","Athens County","009",,,,,,,,,,,,,,,,,,"05000US39009","Athens County, Ohio",65327,59787,1879,582,1732,0,36,1311,0,1311,"Athens County, Ohio",0,108,258,746,732,198,76,623,198,623
"G3900130","2019","OH",,,"Ohio","39","Belmont County","013",,,,,,,,,,,,,,,,,,"05000US39013","Belmont County, Ohio",67006,62343,2958,16,299,75,198,1117,7,1110,"Belmont County, Ohio",0,427,1075,32,314,144,107,784,16,783
"G3900170","2019","OH",,,"Ohio","39","Butler County","017",,,,,,,,,,,,,,,,,,"05000US39017","Butler County, Ohio",383134,320086,34039,651,14887,0,4359,9112,474,8638,"Butler County, Ohio",0,2046,2028,717,1146,198,2160,2320,452,2240
"G3900230","2019","OH",,,"Ohio","39","Clark County","023",,,,,,,,,,,,,,,,,,"05000US39023","Clark County, Ohio",134083,116299,12025,147,876,0,819,3917,52,3865,"Clark County, Ohio",0,815,964,232,460,198,789,1135,64,1131
"G3900250","2019","OH",,,"Ohio","39","Clermont County","025",,,,,,,,,,,,,,,,,,"05000US39025","Clermont County, Ohio",206428,196209,1967,56,2318,0,245,5633,142,5491,"Clermont County, Ohio",0,377,1263,122,773,198,234,1412,205,1376
"G3900290","2019","OH",,,"Ohio","39","Columbiana County","029",,,,,,,,,,,,,,,,,,"05000US39029","Columbiana County, Ohio",,,,,,,,,,,"Columbiana County, Ohio",,,,,,,,,,
"G3900350","2019","OH",,,"Ohio","39","Cuyahoga County","035",,,,,,,,,,,,,,,,,,"05000US39035","Cuyahoga County, Ohio",1235072,766146,366313,3975,40838,964,20009,36827,3928,32899,"Cuyahoga County, Ohio",0,4149,4346,1514,1412,1232,3617,4660,1351,4483
"G3900410","2019","OH",,,"Ohio","39","Delaware County","041",,,,,,,,,,,,,,,,,,"05000US39041","Delaware County, Ohio",209177,178784,7420,317,15355,69,1806,5426,155,5271,"Delaware County, Ohio",0,840,1209,460,1160,122,1188,1518,199,1483
"G3900430","2019","OH",,,"Ohio","39","Erie County","043",,,,,,,,,,,,,,,,,,"05000US39043","Erie County, Ohio",74266,63795,6974,181,305,0,874,2137,170,1967,"Erie County, Ohio",0,717,1069,115,372,198,583,1066,198,1037
