GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AAA6E001,AAA6E002,AAA6E003,AAA6E004,AAA6E005,AAA6E006,AAA6E007,AAA6E008,AAA6E009,AAA6E010,NAME_M,AAA6M001,AAA6M002,AAA6M003,AAA6M004,AAA6M005,AAA6M006,AAA6M007,AAA6M008,AAA6M009,AAA6M010
"G3400030","2014","NJ",,,"New Jersey","34","Bergen County","003",,,,,,,,,,,,,,,,,,"05000US34003","Bergen County, New Jersey",933572,653497,55664,1636,149488,160,53772,19355,5592,13763,"Bergen County, New Jersey",0,6563,2258,238,2165,160,6595,2948,1279,2565
"G3400050","2014","NJ",,,"New Jersey","34","Burlington County","005",,,,,,,,,,,,,,,,,,"05000US34005","Burlington County, New Jersey",449722,324526,70267,436,19690,101,13860,20842,2595,18247,"Burlington County, New Jersey",0,2036,2841,345,1231,122,2748,2895,1211,2964
"G3400070","2014","NJ",,,"New Jersey","34","Camden County","007",,,,,,,,,,,,,,,,,,"05000US34007","Camden County, New Jersey",511038,315753,101125,1445,29608,146,52338,10623,2962,7661,"Camden County, New Jersey",0,3776,2914,353,811,245,4237,2130,1091,1699
"G3400090","2014","NJ",,,"New Jersey","34","Cape May County","009",,,,,,,,,,,,,,,,,,"05000US34009","Cape May County, New Jersey",95344,85658,4975,0,972,79,2574,1086,257,829,"Cape May County, New Jersey",0,1942,583,195,281,147,1909,676,266,636
"G3400110","2014","NJ",,,"New Jersey","34","Cumberland County","011",,,,,,,,,,,,,,,,,,"05000US34011","Cumberland County, New Jersey",157389,97487,30635,1040,1931,0,19645,6651,1235,5416,"Cumberland County, New Jersey",0,3595,2047,411,267,195,3433,1986,763,1894
"G3400130","2014","NJ",,,"New Jersey","34","Essex County","013",,,,,,,,,,,,,,,,,,"05000US34013","Essex County, New Jersey",795723,326955,318649,2240,40041,225,91010,16603,5508,11095,"Essex County, New Jersey",0,6713,2668,730,996,193,5957,2818,2069,1827
"G3400150","2014","NJ",,,"New Jersey","34","Gloucester County","015",,,,,,,,,,,,,,,,,,"05000US34015","Gloucester County, New Jersey",290951,239830,30974,39,8587,120,5018,6383,580,5803,"Gloucester County, New Jersey",0,2313,1379,114,849,191,2477,1391,400,1370
"G3400170","2014","NJ",,,"New Jersey","34","Hudson County","017",,,,,,,,,,,,,,,,,,"05000US34017","Hudson County, New Jersey",669115,384873,88333,698,99389,305,79845,15672,4237,11435,"Hudson County, New Jersey",0,8392,3674,444,1224,333,7353,2936,1573,2447
"G3400190","2014","NJ",,,"New Jersey","34","Hunterdon County","019",,,,,,,,,,,,,,,,,,"05000US34019","Hunterdon County, New Jersey",126067,114785,3311,198,5020,0,1775,978,167,811,"Hunterdon County, New Jersey",0,743,256,221,579,195,613,580,180,572
"G3400210","2014","NJ",,,"New Jersey","34","Mercer County","021",,,,,,,,,,,,,,,,,,"05000US34021","Mercer County, New Jersey",371537,238314,76104,456,37568,0,12108,6987,1499,5488,"Mercer County, New Jersey",0,3723,1747,388,1076,195,3286,1584,750,1395
"G3400230","2014","NJ",,,"New Jersey","34","Middlesex County","023",,,,,,,,,,,,,,,,,,"05000US34023","Middlesex County, New Jersey",836297,502727,83079,1430,199268,444,33589,15760,4625,11135,"Middlesex County, New Jersey",0,6001,2345,591,1890,585,5640,2455,1614,1960
"G3400250","2014","NJ",,,"New Jersey","34","Monmouth County","025",,,,,,,,,,,,,,,,,,"05000US34025","Monmouth County, New Jersey",629279,516875,42467,335,33645,609,19073,16275,2740,13535,"Monmouth County, New Jersey",0,4276,2641,316,1238,519,4028,3370,1532,3164
"G3400270","2014","NJ",,,"New Jersey","34","Morris County","027",,,,,,,,,,,,,,,,,,"05000US34027","Morris County, New Jersey",499727,408344,16594,448,50733,148,15762,7698,1416,6282,"Morris County, New Jersey",0,4310,1394,283,1424,247,4114,2235,753,2124
"G3400290","2014","NJ",,,"New Jersey","34","Ocean County","029",,,,,,,,,,,,,,,,,,"05000US34029","Ocean County, New Jersey",586301,538426,17740,165,11685,163,8673,9449,1772,7677,"Ocean County, New Jersey",0,3159,1769,214,1158,278,2521,2896,1812,2099
"G3400310","2014","NJ",,,"New Jersey","34","Passaic County","031",,,,,,,,,,,,,,,,,,"05000US34031","Passaic County, New Jersey",508856,296365,62185,3080,27736,51,101558,17881,5714,12167,"Passaic County, New Jersey",0,6953,2345,1749,1048,88,7254,3677,1810,3163
"G3400330","2014","NJ",,,"New Jersey","34","Salem County","033",,,,,,,,,,,,,,,,,,"05000US34033","Salem County, New Jersey",64715,52564,9904,96,163,0,1025,963,193,770,"Salem County, New Jersey",0,761,613,102,123,195,702,566,224,540
"G3400350","2014","NJ",,,"New Jersey","34","Somerset County","035",,,,,,,,,,,,,,,,,,"05000US34035","Somerset County, New Jersey",332568,223107,31241,635,55125,0,15758,6702,1001,5701,"Somerset County, New Jersey",0,4491,1287,432,913,195,4473,1987,800,1905
"G3400370","2014","NJ",,,"New Jersey","34","Sussex County","037",,,,,,,,,,,,,,,,,,"05000US34037","Sussex County, New Jersey",144909,135172,3043,72,2735,0,1562,2325,377,1948,"Sussex County, New Jersey",0,1392,308,131,522,195,1383,885,291,790
"G3400390","2014","NJ",,,"New Jersey","34","Union County","039",,,,,,,,,,,,,,,,,,"05000US34039","Union County, New Jersey",552939,315842,117466,328,28099,0,79855,11349,2921,8428,"Union County, New Jersey",0,6731,2666,288,1208,195,6856,2048,1060,1758
"G3400410","2014","NJ",,,"New Jersey","34","Warren County","041",,,,,,,,,,,,,,,,,,"05000US34041","Warren County, New Jersey",106917,96231,4859,89,3046,44,1416,1232,64,1168,"Warren County, New Jersey",0,1075,699,124,324,63,925,758,83,734
"G3500010","2014","NM",,,"New Mexico","35","Bernalillo County","001",,,,,,,,,,,,,,,,,,"05000US35001","Bernalillo County, New Mexico",675551,488448,18120,32515,16746,182,88412,31128,16516,14612,"Bernalillo County, New Mexico",0,10143,1419,2487,1617,170,9567,4610,4110,2274
"G3500050","2014","NM",,,"New Mexico","35","Chaves County","005",,,,,,,,,,,,,,,,,,"05000US35005","Chaves County, New Mexico",65878,49670,1527,661,278,78,11709,1955,808,1147,"Chaves County, New Mexico",0,2865,412,508,183,89,2914,748,496,555
"G3500130","2014","NM",,,"New Mexico","35","Doña Ana County","013",,,,,,,,,,,,,,,,,,"05000US35013","Doña Ana County, New Mexico",213676,189090,4111,2355,2602,0,11940,3578,895,2683,"Doña Ana County, New Mexico",0,5016,858,815,491,190,4839,1522,544,1276
"G3500250","2014","NM",,,"New Mexico","35","Lea County","025",,,,,,,,,,,,,,,,,,"05000US35025","Lea County, New Mexico",69999,61834,3200,693,0,0,3315,957,257,700,"Lea County, New Mexico",0,1691,130,538,190,190,1525,619,237,545
"G3500310","2014","NM",,,"New Mexico","35","McKinley County","031",,,,,,,,,,,,,,,,,,"05000US35031","McKinley County, New Mexico",74098,12412,230,56794,714,40,2620,1288,94,1194,"McKinley County, New Mexico",0,2076,267,1612,23,78,1857,763,79,748
"G3500350","2014","NM",,,"New Mexico","35","Otero County","035",,,,,,,,,,,,,,,,,,"05000US35035","Otero County, New Mexico",65082,49341,2413,4588,922,222,5123,2473,835,1638,"Otero County, New Mexico",0,2188,359,410,781,335,1888,996,741,666
"G3500430","2014","NM",,,"New Mexico","35","Sandoval County","043",,,,,,,,,,,,,,,,,,"05000US35043","Sandoval County, New Mexico",137608,93728,2838,17047,2199,0,16767,5029,1732,3297,"Sandoval County, New Mexico",0,3337,685,818,340,190,3096,1657,1148,1401
"G3500450","2014","NM",,,"New Mexico","35","San Juan County","045",,,,,,,,,,,,,,,,,,"05000US35045","San Juan County, New Mexico",123785,65989,115,47876,808,13,7042,1942,513,1429,"San Juan County, New Mexico",0,2306,138,648,172,24,2187,789,448,559
"G3500490","2014","NM",,,"New Mexico","35","Santa Fe County","049",,,,,,,,,,,,,,,,,,"05000US35049","Santa Fe County, New Mexico",148164,120519,1225,5143,2097,45,15523,3612,1380,2232,"Santa Fe County, New Mexico",0,2953,280,623,456,52,2717,1067,598,746
"G3500610","2014","NM",,,"New Mexico","35","Valencia County","061",,,,,,,,,,,,,,,,,,"05000US35061","Valencia County, New Mexico",75817,58416,130,3790,355,0,11181,1945,892,1053,"Valencia County, New Mexico",0,2843,150,946,276,190,2800,1260,760,742
"G3600010","2014","NY",,,"New York","36","Albany County","001",,,,,,,,,,,,,,,,,,"05000US36001","Albany County, New York",308171,236093,37346,161,18754,38,4922,10857,1291,9566,"Albany County, New York",0,1792,2069,162,669,67,1873,2345,1144,2370
"G3600050","2014","NY",,,"New York","36","Bronx County","005",,,,,,,,,,,,,,,,,,"05000US36005","Bronx County, New York",1438159,287405,477980,7560,55057,928,566230,42999,19489,23510,"Bronx County, New York",0,9671,6234,1158,1725,762,10236,4470,3064,3364
"G3600070","2014","NY",,,"New York","36","Broome County","007",,,,,,,,,,,,,,,,,,"05000US36007","Broome County, New York",197349,170843,10367,631,8516,125,1507,5360,452,4908,"Broome County, New York",0,1174,1494,341,538,221,586,1311,367,1224
"G3600090","2014","NY",,,"New York","36","Cattaraugus County","009",,,,,,,,,,,,,,,,,,"05000US36009","Cattaraugus County, New York",78600,72271,1572,2354,783,0,462,1158,90,1068,"Cattaraugus County, New York",0,432,263,358,108,189,323,501,109,479
"G3600110","2014","NY",,,"New York","36","Cayuga County","011",,,,,,,,,,,,,,,,,,"05000US36011","Cayuga County, New York",78823,72054,3588,589,159,0,769,1664,383,1281,"Cayuga County, New York",0,522,608,459,169,189,503,671,304,608
"G3600130","2014","NY",,,"New York","36","Chautauqua County","013",,,,,,,,,,,,,,,,,,"05000US36013","Chautauqua County, New York",132053,123006,2952,630,334,0,1796,3335,118,3217,"Chautauqua County, New York",0,1083,634,311,218,189,993,707,129,699
"G3600150","2014","NY",,,"New York","36","Chemung County","015",,,,,,,,,,,,,,,,,,"05000US36015","Chemung County, New York",87770,77192,4731,91,1848,0,37,3871,668,3203,"Chemung County, New York",0,693,1065,104,633,189,69,1329,800,1100
"G3600190","2014","NY",,,"New York","36","Clinton County","019",,,,,,,,,,,,,,,,,,"05000US36019","Clinton County, New York",81632,74009,3114,217,1289,24,1587,1392,64,1328,"Clinton County, New York",0,341,589,278,166,46,321,493,75,490
"G3600270","2014","NY",,,"New York","36","Dutchess County","027",,,,,,,,,,,,,,,,,,"05000US36027","Dutchess County, New York",296579,231851,30761,1630,11576,0,12921,7840,620,7220,"Dutchess County, New York",0,3070,1967,1095,559,189,2879,1760,476,1749
"G3600290","2014","NY",,,"New York","36","Erie County","029",,,,,,,,,,,,,,,,,,"05000US36029","Erie County, New York",922835,720192,124150,4483,30501,360,21162,21987,4152,17835,"Erie County, New York",0,2668,2920,815,1473,291,2645,3664,1229,3218
"G3600450","2014","NY",,,"New York","36","Jefferson County","045",,,,,,,,,,,,,,,,,,"05000US36045","Jefferson County, New York",119103,102119,6094,585,2408,42,3359,4496,595,3901,"Jefferson County, New York",0,1029,1198,272,456,61,939,1331,331,1296
"G3600470","2014","NY",,,"New York","36","Kings County","047",,,,,,,,,,,,,,,,,,"05000US36047","Kings County, New York",2621793,1119522,878783,7874,308927,720,242074,63893,15689,48204,"Kings County, New York",0,10080,7105,2012,3027,630,10711,5218,2730,4504
"G3600510","2014","NY",,,"New York","36","Livingston County","051",,,,,,,,,,,,,,,,,,"05000US36051","Livingston County, New York",64586,60813,2040,131,844,0,40,718,197,521,"Livingston County, New York",0,140,364,162,225,189,57,359,217,292
"G3600530","2014","NY",,,"New York","36","Madison County","053",,,,,,,,,,,,,,,,,,"05000US36053","Madison County, New York",72369,68568,834,1427,781,0,114,645,6,639,"Madison County, New York",0,251,400,499,114,189,105,405,14,405
"G3600550","2014","NY",,,"New York","36","Monroe County","055",,,,,,,,,,,,,,,,,,"05000US36055","Monroe County, New York",749857,570646,113962,4099,25081,61,13182,22826,2749,20077,"Monroe County, New York",0,3406,2707,1257,1842,102,2979,3447,1122,3239
"G3600590","2014","NY",,,"New York","36","Nassau County","059",,,,,,,,,,,,,,,,,,"05000US36059","Nassau County, New York",1358627,940760,157184,2740,118337,0,92109,47497,12148,35349,"Nassau County, New York",0,7770,3707,1347,2897,189,9949,7450,3698,6262
"G3600610","2014","NY",,,"New York","36","New York County","061",,,,,,,,,,,,,,,,,,"05000US36061","New York County, New York",1636268,910469,244316,8448,192074,165,209990,70806,11093,59713,"New York County, New York",0,9608,6670,4156,3340,159,13028,10000,2763,9324
"G3600630","2014","NY",,,"New York","36","Niagara County","063",,,,,,,,,,,,,,,,,,"05000US36063","Niagara County, New York",213525,187276,15503,2651,2260,230,1956,3649,0,3649,"Niagara County, New York",0,1322,889,270,557,231,1116,1242,189,1242
"G3600650","2014","NY",,,"New York","36","Oneida County","065",,,,,,,,,,,,,,,,,,"05000US36065","Oneida County, New York",232871,201688,14946,357,8451,0,3024,4405,425,3980,"Oneida County, New York",0,1228,1016,242,578,189,1265,1166,426,1110
"G3600670","2014","NY",,,"New York","36","Onondaga County","067",,,,,,,,,,,,,,,,,,"05000US36067","Onondaga County, New York",468196,375012,53276,2643,17676,111,5055,14423,1945,12478,"Onondaga County, New York",0,1730,1995,565,672,132,1397,2338,1018,2128
"G3600690","2014","NY",,,"New York","36","Ontario County","069",,,,,,,,,,,,,,,,,,"05000US36069","Ontario County, New York",109707,102023,3178,792,1289,0,802,1623,297,1326,"Ontario County, New York",0,875,318,708,577,189,459,588,382,634
"G3600710","2014","NY",,,"New York","36","Orange County","071",,,,,,,,,,,,,,,,,,"05000US36071","Orange County, New York",376099,278045,39248,1219,9638,34,34617,13298,4612,8686,"Orange County, New York",0,4377,1839,791,1028,59,4344,3566,2739,2242
"G3600750","2014","NY",,,"New York","36","Oswego County","075",,,,,,,,,,,,,,,,,,"05000US36075","Oswego County, New York",120913,115169,1643,115,296,0,1117,2573,54,2519,"Oswego County, New York",0,433,636,96,224,189,607,663,69,670
"G3600790","2014","NY",,,"New York","36","Putnam County","079",,,,,,,,,,,,,,,,,,"05000US36079","Putnam County, New York",99487,88935,2491,115,2400,0,3145,2401,320,2081,"Putnam County, New York",0,1467,465,258,323,189,1518,775,362,762
"G3600810","2014","NY",,,"New York","36","Queens County","081",,,,,,,,,,,,,,,,,,"05000US36081","Queens County, New York",2321580,947570,429817,8821,578028,1062,283693,72589,27062,45527,"Queens County, New York",0,13485,7123,1699,5396,714,15132,6633,3765,5362
"G3600830","2014","NY",,,"New York","36","Rensselaer County","083",,,,,,,,,,,,,,,,,,"05000US36083","Rensselaer County, New York",159774,138693,8606,37,3847,0,1474,7117,805,6312,"Rensselaer County, New York",0,1293,1419,51,507,189,980,1555,1000,1166
"G3600850","2014","NY",,,"New York","36","Richmond County","085",,,,,,,,,,,,,,,,,,"05000US36085","Richmond County, New York",473279,354724,48233,1280,38028,71,15279,15664,3304,12360,"Richmond County, New York",0,4762,4221,776,1817,114,4328,4491,1715,3806
"G3600870","2014","NY",,,"New York","36","Rockland County","087",,,,,,,,,,,,,,,,,,"05000US36087","Rockland County, New York",323866,228015,39617,604,20470,26,26207,8927,1692,7235,"Rockland County, New York",0,3993,1833,469,951,41,4220,2823,821,2700
"G3600890","2014","NY",,,"New York","36","St. Lawrence County","089",,,,,,,,,,,,,,,,,,"05000US36089","St. Lawrence County, New York",111400,103359,2211,1403,1168,97,1239,1923,410,1513,"St. Lawrence County, New York",0,465,243,166,273,117,473,449,290,376
"G3600910","2014","NY",,,"New York","36","Saratoga County","091",,,,,,,,,,,,,,,,,,"05000US36091","Saratoga County, New York",224921,210847,3924,161,5204,0,1271,3514,229,3285,"Saratoga County, New York",0,754,466,213,898,189,712,1067,362,1010
"G3600930","2014","NY",,,"New York","36","Schenectady County","093",,,,,,,,,,,,,,,,,,"05000US36093","Schenectady County, New York",155735,121696,16601,131,7368,0,4042,5897,1440,4457,"Schenectady County, New York",0,1389,2120,163,618,189,1820,1614,854,1526
"G3601010","2014","NY",,,"New York","36","Steuben County","101",,,,,,,,,,,,,,,,,,"05000US36101","Steuben County, New York",98394,93486,1498,180,1580,33,156,1461,110,1351,"Steuben County, New York",0,206,557,164,129,48,124,565,100,568
"G3601030","2014","NY",,,"New York","36","Suffolk County","103",,,,,,,,,,,,,,,,,,"05000US36103","Suffolk County, New York",1502968,1206883,117514,4169,55311,180,80293,38618,10292,28326,"Suffolk County, New York",0,9906,3745,1862,2852,229,9751,6843,3139,6107
"G3601050","2014","NY",,,"New York","36","Sullivan County","105",,,,,,,,,,,,,,,,,,"05000US36105","Sullivan County, New York",75943,62419,6076,245,1058,0,2897,3248,256,2992,"Sullivan County, New York",0,1534,913,152,239,189,1556,945,308,892
"G3601090","2014","NY",,,"New York","36","Tompkins County","109",,,,,,,,,,,,,,,,,,"05000US36109","Tompkins County, New York",104691,84438,5104,118,10825,0,496,3710,256,3454,"Tompkins County, New York",0,885,903,164,1199,189,352,1311,250,1278
"G3601110","2014","NY",,,"New York","36","Ulster County","111",,,,,,,,,,,,,,,,,,"05000US36111","Ulster County, New York",180445,155477,10537,225,3887,0,3125,7194,759,6435,"Ulster County, New York",0,1504,1222,159,357,189,1078,1459,368,1391
"G3601130","2014","NY",,,"New York","36","Warren County","113",,,,,,,,,,,,,,,,,,"05000US36113","Warren County, New York",,,,,,,,,,,"Warren County, New York",,,,,,,,,,
"G3601170","2014","NY",,,"New York","36","Wayne County","117",,,,,,,,,,,,,,,,,,"05000US36117","Wayne County, New York",92051,85349,2815,142,655,0,754,2336,425,1911,"Wayne County, New York",0,716,501,158,280,189,655,599,304,539
"G3601190","2014","NY",,,"New York","36","Westchester County","119",,,,,,,,,,,,,,,,,,"05000US36119","Westchester County, New York",972634,647943,139734,6548,57679,18,92066,28646,10017,18629,"Westchester County, New York",0,8273,4084,2199,1676,37,7644,4422,2939,3027
"G3700010","2014","NC",,,"North Carolina","37","Alamance County","001",,,,,,,,,,,,,,,,,,"05000US37001","Alamance County, North Carolina",155792,113367,27856,228,2325,41,6457,5518,125,5393,"Alamance County, North Carolina",0,2301,1440,141,480,52,2409,1682,146,1672
"G3700190","2014","NC",,,"North Carolina","37","Brunswick County","019",,,,,,,,,,,,,,,,,,"05000US37019","Brunswick County, North Carolina",118836,98504,13122,896,768,95,3171,2280,71,2209,"Brunswick County, North Carolina",0,978,915,744,275,171,1301,977,118,967
"G3700210","2014","NC",,,"North Carolina","37","Buncombe County","021",,,,,,,,,,,,,,,,,,"05000US37021","Buncombe County, North Carolina",250539,220891,17976,911,3645,22,1423,5671,1401,4270,"Buncombe County, North Carolina",0,2389,2506,580,285,45,885,2003,1134,1629
"G3700230","2014","NC",,,"North Carolina","37","Burke County","023",,,,,,,,,,,,,,,,,,"05000US37023","Burke County, North Carolina",89486,73903,6850,443,3240,0,4354,696,123,573,"Burke County, North Carolina",0,1039,456,434,189,198,1146,382,154,350
"G3700250","2014","NC",,,"North Carolina","37","Cabarrus County","025",,,,,,,,,,,,,,,,,,"05000US37025","Cabarrus County, North Carolina",192103,140127,33030,765,4915,0,11224,2042,175,1867,"Cabarrus County, North Carolina",0,2349,545,353,519,198,2369,799,225,759
"G3700270","2014","NC",,,"North Carolina","37","Caldwell County","027",,,,,,,,,,,,,,,,,,"05000US37027","Caldwell County, North Carolina",81484,72997,4199,274,475,168,2394,977,236,741,"Caldwell County, North Carolina",0,898,893,255,601,275,894,748,299,605
"G3700310","2014","NC",,,"North Carolina","37","Carteret County","031",,,,,,,,,,,,,,,,,,"05000US37031","Carteret County, North Carolina",68811,61710,3959,164,558,0,209,2211,208,2003,"Carteret County, North Carolina",0,469,496,189,209,198,243,679,198,608
"G3700350","2014","NC",,,"North Carolina","37","Catawba County","035",,,,,,,,,,,,,,,,,,"05000US37035","Catawba County, North Carolina",154534,122767,13314,275,6200,0,9348,2630,29,2601,"Catawba County, North Carolina",0,1743,882,262,353,198,1712,952,51,942
"G3700370","2014","NC",,,"North Carolina","37","Chatham County","037",,,,,,,,,,,,,,,,,,"05000US37037","Chatham County, North Carolina",68698,51524,8580,195,657,0,4688,3054,1776,1278,"Chatham County, North Carolina",0,1903,750,289,435,198,1635,1329,1115,650
"G3700450","2014","NC",,,"North Carolina","37","Cleveland County","045",,,,,,,,,,,,,,,,,,"05000US37045","Cleveland County, North Carolina",97076,74077,20450,478,492,0,85,1494,46,1448,"Cleveland County, North Carolina",0,350,832,229,405,198,107,830,58,830
"G3700490","2014","NC",,,"North Carolina","37","Craven County","049",,,,,,,,,,,,,,,,,,"05000US37049","Craven County, North Carolina",104510,74298,21807,624,2170,126,1017,4468,157,4311,"Craven County, North Carolina",0,813,1582,260,763,203,612,1703,190,1624
"G3700510","2014","NC",,,"North Carolina","37","Cumberland County","051",,,,,,,,,,,,,,,,,,"05000US37051","Cumberland County, North Carolina",326328,170056,117364,5139,8620,953,6170,18026,1377,16649,"Cumberland County, North Carolina",0,2009,2129,882,838,414,1867,2982,766,2863
"G3700570","2014","NC",,,"North Carolina","37","Davidson County","057",,,,,,,,,,,,,,,,,,"05000US37057","Davidson County, North Carolina",164072,140453,14506,545,1949,129,3511,2979,27,2952,"Davidson County, North Carolina",0,1830,559,229,411,155,1786,646,43,645
"G3700630","2014","NC",,,"North Carolina","37","Durham County","063",,,,,,,,,,,,,,,,,,"05000US37063","Durham County, North Carolina",294460,149221,111413,295,12479,226,12595,8231,1546,6685,"Durham County, North Carolina",0,3499,1166,342,1402,280,3320,1666,1141,1550
"G3700670","2014","NC",,,"North Carolina","37","Forsyth County","067",,,,,,,,,,,,,,,,,,"05000US37067","Forsyth County, North Carolina",365298,241129,94255,675,7587,0,15915,5737,429,5308,"Forsyth County, North Carolina",0,3546,1431,433,676,198,4014,1534,273,1439
"G3700710","2014","NC",,,"North Carolina","37","Gaston County","071",,,,,,,,,,,,,,,,,,"05000US37071","Gaston County, North Carolina",211127,160412,32479,699,3406,48,9596,4487,400,4087,"Gaston County, North Carolina",0,2192,1131,403,285,86,2373,1383,339,1333
"G3700810","2014","NC",,,"North Carolina","37","Guilford County","081",,,,,,,,,,,,,,,,,,"05000US37081","Guilford County, North Carolina",512119,291168,171523,2187,22070,206,14806,10159,1507,8652,"Guilford County, North Carolina",0,3186,1881,561,1517,194,3409,2182,1017,1992
"G3700850","2014","NC",,,"North Carolina","37","Harnett County","085",,,,,,,,,,,,,,,,,,"05000US37085","Harnett County, North Carolina",126666,87352,26028,981,1593,129,4041,6542,1269,5273,"Harnett County, North Carolina",0,1739,1378,379,661,213,1294,1378,829,1489
"G3700890","2014","NC",,,"North Carolina","37","Henderson County","089",,,,,,,,,,,,,,,,,,"05000US37089","Henderson County, North Carolina",111149,100530,3397,105,990,1028,3370,1729,0,1729,"Henderson County, North Carolina",0,1796,1303,137,574,1387,1820,1098,198,1098
"G3700970","2014","NC",,,"North Carolina","37","Iredell County","097",,,,,,,,,,,,,,,,,,"05000US37097","Iredell County, North Carolina",166675,134253,20774,713,3628,206,4211,2890,717,2173,"Iredell County, North Carolina",0,1779,929,469,404,369,1897,1129,638,909
"G3701010","2014","NC",,,"North Carolina","37","Johnston County","101",,,,,,,,,,,,,,,,,,"05000US37101","Johnston County, North Carolina",181423,139514,26861,1080,1592,0,9268,3108,384,2724,"Johnston County, North Carolina",0,3205,1516,357,181,198,3154,1588,327,1566
"G3701090","2014","NC",,,"North Carolina","37","Lincoln County","109",,,,,,,,,,,,,,,,,,"05000US37109","Lincoln County, North Carolina",79829,71247,4912,224,68,0,2199,1179,300,879,"Lincoln County, North Carolina",0,1404,741,330,115,198,1444,656,375,576
"G3701190","2014","NC",,,"North Carolina","37","Mecklenburg County","119",,,,,,,,,,,,,,,,,,"05000US37119","Mecklenburg County, North Carolina",1012539,565184,310461,2631,53170,412,49181,31500,2851,28649,"Mecklenburg County, North Carolina",0,5469,3698,871,1415,570,4998,4175,983,3860
"G3701250","2014","NC",,,"North Carolina","37","Moore County","125",,,,,,,,,,,,,,,,,,"05000US37125","Moore County, North Carolina",93077,76760,13169,80,1084,0,950,1034,111,923,"Moore County, North Carolina",0,960,521,120,448,198,969,783,197,729
"G3701270","2014","NC",,,"North Carolina","37","Nash County","127",,,,,,,,,,,,,,,,,,"05000US37127","Nash County, North Carolina",94357,49603,36987,612,672,0,4565,1918,340,1578,"Nash County, North Carolina",0,643,945,437,483,198,885,999,460,915
"G3701290","2014","NC",,,"North Carolina","37","New Hanover County","129",,,,,,,,,,,,,,,,,,"05000US37129","New Hanover County, North Carolina",216298,174863,31572,115,2695,0,2546,4507,428,4079,"New Hanover County, North Carolina",0,1659,1511,151,768,198,1587,1646,364,1438
"G3701330","2014","NC",,,"North Carolina","37","Onslow County","133",,,,,,,,,,,,,,,,,,"05000US37133","Onslow County, North Carolina",187589,136008,32457,915,1186,96,7669,9258,1581,7677,"Onslow County, North Carolina",0,2739,2544,500,593,147,2469,2759,1018,2498
"G3701350","2014","NC",,,"North Carolina","37","Orange County","135",,,,,,,,,,,,,,,,,,"05000US37135","Orange County, North Carolina",140420,103806,17196,737,10634,0,4537,3510,317,3193,"Orange County, North Carolina",0,1968,990,269,692,198,2026,1089,272,1052
"G3701470","2014","NC",,,"North Carolina","37","Pitt County","147",,,,,,,,,,,,,,,,,,"05000US37147","Pitt County, North Carolina",175354,100831,59803,663,2848,25,7520,3664,259,3405,"Pitt County, North Carolina",0,2848,1282,529,436,53,2833,1230,311,1223
"G3701510","2014","NC",,,"North Carolina","37","Randolph County","151",,,,,,,,,,,,,,,,,,"05000US37151","Randolph County, North Carolina",142778,124554,8662,666,1470,47,4877,2502,104,2398,"Randolph County, North Carolina",0,1898,487,841,404,79,1879,821,152,817
"G3701550","2014","NC",,,"North Carolina","37","Robeson County","155",,,,,,,,,,,,,,,,,,"05000US37155","Robeson County, North Carolina",134760,40823,32969,50802,899,0,5878,3389,302,3087,"Robeson County, North Carolina",0,1346,363,1074,246,198,1425,1045,472,958
"G3701570","2014","NC",,,"North Carolina","37","Rockingham County","157",,,,,,,,,,,,,,,,,,"05000US37157","Rockingham County, North Carolina",91696,69677,17304,143,646,394,2147,1385,369,1016,"Rockingham County, North Carolina",0,1102,978,146,65,502,1182,988,409,891
"G3701590","2014","NC",,,"North Carolina","37","Rowan County","159",,,,,,,,,,,,,,,,,,"05000US37159","Rowan County, North Carolina",138630,108863,23049,96,1382,0,3313,1927,281,1646,"Rowan County, North Carolina",0,2142,652,159,319,198,2115,835,378,689
"G3701610","2014","NC",,,"North Carolina","37","Rutherford County","161",,,,,,,,,,,,,,,,,,"05000US37161","Rutherford County, North Carolina",,,,,,,,,,,"Rutherford County, North Carolina",,,,,,,,,,
"G3701710","2014","NC",,,"North Carolina","37","Surry County","171",,,,,,,,,,,,,,,,,,"05000US37171","Surry County, North Carolina",72968,67414,3299,350,261,0,1047,597,10,587,"Surry County, North Carolina",0,920,287,57,259,198,823,460,22,454
"G3701790","2014","NC",,,"North Carolina","37","Union County","179",,,,,,,,,,,,,,,,,,"05000US37179","Union County, North Carolina",218568,177525,25460,1435,4519,67,5440,4122,661,3461,"Union County, North Carolina",0,2324,891,202,549,117,2438,1238,659,1089
"G3701830","2014","NC",,,"North Carolina","37","Wake County","183",,,,,,,,,,,,,,,,,,"05000US37183","Wake County, North Carolina",998691,667782,203155,3480,62548,515,32778,28433,3072,25361,"Wake County, North Carolina",0,6338,3555,928,1467,113,6563,3759,1451,3513
