GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AGXGE001,AGXGE002,AGXGE003,AGXGE004,AGXGE005,AGXGE006,AGXGE007,AGXGE008,AGXGE009,AGXGE010,NAME_M,AGXGM001,AGXGM002,AGXGM003,AGXGM004,AGXGM005,AGXGM006,AGXGM007,AGXGM008,AGXGM009,AGXGM010
"G3400230","2017","NJ",,,"New Jersey","34","Middlesex County","023",,,,,,,,,,,,,,,,,,"05000US34023","Middlesex County, New Jersey",842798,483880,87425,1857,211307,154,34796,23379,8407,14972,"Middlesex County, New Jersey",0,6585,3519,851,1811,170,5507,3833,2591,3180
"G3400250","2017","NJ",,,"New Jersey","34","Monmouth County","025",,,,,,,,,,,,,,,,,,"05000US34025","Monmouth County, New Jersey",626351,514895,43140,1312,35766,0,18106,13132,2067,11065,"Monmouth County, New Jersey",0,4365,2122,448,880,206,4061,3047,1173,2598
"G3400270","2017","NJ",,,"New Jersey","34","Morris County","027",,,,,,,,,,,,,,,,,,"05000US34027","Morris County, New Jersey",499693,406647,17476,1433,53060,110,10271,10696,2043,8653,"Morris County, New Jersey",0,3530,1594,1112,1227,137,3095,2567,1282,2025
"G3400290","2017","NJ",,,"New Jersey","34","Ocean County","029",,,,,,,,,,,,,,,,,,"05000US34029","Ocean County, New Jersey",597943,541143,18755,360,12338,112,16287,8948,1332,7616,"Ocean County, New Jersey",0,5309,1958,317,1042,205,5202,2056,708,1957
"G3400310","2017","NJ",,,"New Jersey","34","Passaic County","031",,,,,,,,,,,,,,,,,,"05000US34031","Passaic County, New Jersey",512607,336747,56046,746,27549,64,80677,10778,3696,7082,"Passaic County, New Jersey",0,7204,1414,478,1552,97,6844,3007,1448,2569
"G3400330","2017","NJ",,,"New Jersey","34","Salem County","033",,,,,,,,,,,,,,,,,,"05000US34033","Salem County, New Jersey",62792,50757,8812,362,420,0,1005,1436,191,1245,"Salem County, New Jersey",0,835,679,368,360,206,636,644,215,667
"G3400350","2017","NJ",,,"New Jersey","34","Somerset County","035",,,,,,,,,,,,,,,,,,"05000US34035","Somerset County, New Jersey",335432,228114,32683,290,62387,119,5727,6112,877,5235,"Somerset County, New Jersey",0,2609,1400,281,1129,155,1964,1644,536,1542
"G3400370","2017","NJ",,,"New Jersey","34","Sussex County","037",,,,,,,,,,,,,,,,,,"05000US34037","Sussex County, New Jersey",141682,129803,3756,143,3603,0,2885,1492,301,1191,"Sussex County, New Jersey",0,1308,712,219,381,206,1631,762,304,684
"G3400390","2017","NJ",,,"New Jersey","34","Union County","039",,,,,,,,,,,,,,,,,,"05000US34039","Union County, New Jersey",563892,310993,123985,1140,28984,432,86031,12327,4350,7977,"Union County, New Jersey",0,6567,4675,828,1407,428,7551,2290,1327,1873
"G3400410","2017","NJ",,,"New Jersey","34","Warren County","041",,,,,,,,,,,,,,,,,,"05000US34041","Warren County, New Jersey",106798,94514,4523,0,2534,0,1568,3659,344,3315,"Warren County, New Jersey",0,1174,849,206,944,206,907,1622,327,1604
"G3500010","2017","NM",,,"New Mexico","35","Bernalillo County","001",,,,,,,,,,,,,,,,,,"05000US35001","Bernalillo County, New Mexico",676773,521615,19273,33502,17249,627,59459,25048,7451,17597,"Bernalillo County, New Mexico",0,8151,1895,2664,1394,508,7625,3343,1993,3091
"G3500050","2017","NM",,,"New Mexico","35","Chaves County","005",,,,,,,,,,,,,,,,,,"05000US35005","Chaves County, New Mexico",64866,57382,941,339,20,0,3972,2212,217,1995,"Chaves County, New Mexico",0,1769,585,332,41,201,1711,681,168,648
"G3500130","2017","NM",,,"New Mexico","35","Doña Ana County","013",,,,,,,,,,,,,,,,,,"05000US35013","Doña Ana County, New Mexico",215579,184095,4639,1975,2064,114,17942,4750,1010,3740,"Doña Ana County, New Mexico",0,4236,1156,911,533,206,3839,1365,798,1041
"G3500250","2017","NM",,,"New Mexico","35","Lea County","025",,,,,,,,,,,,,,,,,,"05000US35025","Lea County, New Mexico",68759,60490,2793,679,0,0,3298,1499,478,1021,"Lea County, New Mexico",0,1723,1013,392,201,201,1497,913,440,796
"G3500310","2017","NM",,,"New Mexico","35","McKinley County","031",,,,,,,,,,,,,,,,,,"05000US35031","McKinley County, New Mexico",72564,10559,567,55221,554,128,2064,3471,538,2933,"McKinley County, New Mexico",0,1214,377,1297,139,126,973,1480,614,1373
"G3500350","2017","NM",,,"New Mexico","35","Otero County","035",,,,,,,,,,,,,,,,,,"05000US35035","Otero County, New Mexico",65817,53443,1870,4261,700,266,2447,2830,695,2135,"Otero County, New Mexico",0,1517,769,791,600,333,1290,1255,612,1123
"G3500430","2017","NM",,,"New Mexico","35","Sandoval County","043",,,,,,,,,,,,,,,,,,"05000US35043","Sandoval County, New Mexico",142507,107314,2343,18557,2111,135,6656,5391,1646,3745,"Sandoval County, New Mexico",0,2687,651,1276,477,135,2290,1447,880,1117
"G3500450","2017","NM",,,"New Mexico","35","San Juan County","045",,,,,,,,,,,,,,,,,,"05000US35045","San Juan County, New Mexico",126926,65216,1181,50014,849,74,5008,4584,770,3814,"San Juan County, New Mexico",0,2541,369,1824,185,129,1864,1516,630,1377
"G3500490","2017","NM",,,"New Mexico","35","Santa Fe County","049",,,,,,,,,,,,,,,,,,"05000US35049","Santa Fe County, New Mexico",148750,124135,1689,4418,1935,318,13060,3195,681,2514,"Santa Fe County, New Mexico",0,3397,480,551,267,345,3237,819,361,751
"G3500610","2017","NM",,,"New Mexico","35","Valencia County","061",,,,,,,,,,,,,,,,,,"05000US35061","Valencia County, New Mexico",75940,62916,1130,2952,1454,0,4960,2528,697,1831,"Valencia County, New Mexico",0,2518,906,810,1021,201,2091,977,461,838
"G3600010","2017","NY",,,"New York","36","Albany County","001",,,,,,,,,,,,,,,,,,"05000US36001","Albany County, New York",309612,231896,39413,577,21130,0,4337,12259,1283,10976,"Albany County, New York",0,2161,2210,404,1235,200,2120,2860,884,2774
"G3600050","2017","NY",,,"New York","36","Bronx County","005",,,,,,,,,,,,,,,,,,"05000US36005","Bronx County, New York",1471160,328383,517433,12908,57247,1570,505698,47921,18033,29888,"Bronx County, New York",0,13238,10375,3903,2069,1040,14483,5900,3203,4588
"G3600070","2017","NY",,,"New York","36","Broome County","007",,,,,,,,,,,,,,,,,,"05000US36007","Broome County, New York",193639,165668,11181,397,8895,90,1284,6124,853,5271,"Broome County, New York",0,1107,978,363,900,113,922,1333,508,1298
"G3600090","2017","NY",,,"New York","36","Cattaraugus County","009",,,,,,,,,,,,,,,,,,"05000US36009","Cattaraugus County, New York",77348,71195,1099,2370,754,0,245,1685,130,1555,"Cattaraugus County, New York",0,277,309,241,128,200,211,402,174,399
"G3600110","2017","NY",,,"New York","36","Cayuga County","011",,,,,,,,,,,,,,,,,,"05000US36011","Cayuga County, New York",77603,70967,2879,7,410,0,561,2779,521,2258,"Cayuga County, New York",0,408,776,13,300,200,268,894,295,879
"G3600130","2017","NY",,,"New York","36","Chautauqua County","013",,,,,,,,,,,,,,,,,,"05000US36013","Chautauqua County, New York",129046,118064,3079,127,800,0,3769,3207,422,2785,"Chautauqua County, New York",0,1288,569,155,220,200,1116,899,570,585
"G3600150","2017","NY",,,"New York","36","Chemung County","015",,,,,,,,,,,,,,,,,,"05000US36015","Chemung County, New York",85557,74963,6317,55,1677,0,698,1847,167,1680,"Chemung County, New York",0,526,962,77,200,200,466,767,227,737
"G3600190","2017","NY",,,"New York","36","Clinton County","019",,,,,,,,,,,,,,,,,,"05000US36019","Clinton County, New York",80980,73166,3749,204,1167,128,1415,1151,85,1066,"Clinton County, New York",0,312,230,91,293,159,321,357,122,341
"G3600270","2017","NY",,,"New York","36","Dutchess County","027",,,,,,,,,,,,,,,,,,"05000US36027","Dutchess County, New York",295568,232355,30371,946,11881,48,10066,9901,2137,7764,"Dutchess County, New York",0,3023,2220,979,678,71,2652,1663,1195,1675
"G3600290","2017","NY",,,"New York","36","Erie County","029",,,,,,,,,,,,,,,,,,"05000US36029","Erie County, New York",925528,716718,123182,4812,33896,234,20568,26118,4210,21908,"Erie County, New York",0,2979,3581,1002,1793,211,2955,3993,1587,3615
"G3600450","2017","NY",,,"New York","36","Jefferson County","045",,,,,,,,,,,,,,,,,,"05000US36045","Jefferson County, New York",114187,98132,7565,664,1591,293,1453,4489,288,4201,"Jefferson County, New York",0,891,985,173,717,350,802,1205,258,1196
"G3600470","2017","NY",,,"New York","36","Kings County","047",,,,,,,,,,,,,,,,,,"05000US36047","Kings County, New York",2648771,1145345,850150,7169,324552,711,241515,79329,17111,62218,"Kings County, New York",0,10902,8026,2041,4620,390,11202,6126,3254,5963
"G3600510","2017","NY",,,"New York","36","Livingston County","051",,,,,,,,,,,,,,,,,,"05000US36051","Livingston County, New York",63799,58682,2474,20,316,0,815,1492,433,1059,"Livingston County, New York",0,392,730,35,240,200,398,656,305,621
"G3600530","2017","NY",,,"New York","36","Madison County","053",,,,,,,,,,,,,,,,,,"05000US36053","Madison County, New York",70965,66940,988,596,785,0,587,1069,123,946,"Madison County, New York",0,582,378,490,198,200,521,492,138,457
"G3600550","2017","NY",,,"New York","36","Monroe County","055",,,,,,,,,,,,,,,,,,"05000US36055","Monroe County, New York",747642,563542,114666,3537,29616,69,12669,23543,2730,20813,"Monroe County, New York",0,3902,3489,1815,1270,113,2444,3128,1109,3243
"G3600590","2017","NY",,,"New York","36","Nassau County","059",,,,,,,,,,,,,,,,,,"05000US36059","Nassau County, New York",1369514,916648,161012,3453,134515,100,109696,44090,12801,31289,"Nassau County, New York",0,8153,4070,1858,2847,121,9723,6093,3698,5022
"G3600610","2017","NY",,,"New York","36","New York County","061",,,,,,,,,,,,,,,,,,"05000US36061","New York County, New York",1664727,925117,247139,4847,207799,934,200412,78479,25951,52528,"New York County, New York",0,13429,7907,2123,3511,691,13193,9271,7021,6527
"G3600630","2017","NY",,,"New York","36","Niagara County","063",,,,,,,,,,,,,,,,,,"05000US36063","Niagara County, New York",211328,185351,16271,2697,1850,0,1466,3693,153,3540,"Niagara County, New York",0,594,940,401,666,200,650,1130,160,1124
"G3600650","2017","NY",,,"New York","36","Oneida County","065",,,,,,,,,,,,,,,,,,"05000US36065","Oneida County, New York",231332,197001,14495,566,10563,0,4193,4514,579,3935,"Oneida County, New York",0,1865,1078,286,583,200,1703,1604,438,1459
"G3600670","2017","NY",,,"New York","36","Onondaga County","067",,,,,,,,,,,,,,,,,,"05000US36067","Onondaga County, New York",465398,369735,53626,1768,19377,114,3844,16934,1965,14969,"Onondaga County, New York",0,1843,2261,659,1034,180,1098,2766,879,2844
"G3600690","2017","NY",,,"New York","36","Ontario County","069",,,,,,,,,,,,,,,,,,"05000US36069","Ontario County, New York",109899,100665,2438,471,1497,0,2413,2415,991,1424,"Ontario County, New York",0,790,766,507,541,200,880,1303,1015,782
"G3600710","2017","NY",,,"New York","36","Orange County","071",,,,,,,,,,,,,,,,,,"05000US36071","Orange County, New York",382226,283643,42896,1488,9694,396,31864,12245,3805,8440,"Orange County, New York",0,4703,4726,510,1668,488,5134,2993,1921,2240
"G3600750","2017","NY",,,"New York","36","Oswego County","075",,,,,,,,,,,,,,,,,,"05000US36075","Oswego County, New York",118478,113066,1266,231,914,0,477,2524,154,2370,"Oswego County, New York",0,529,364,128,400,200,377,613,160,587
"G3600790","2017","NY",,,"New York","36","Putnam County","079",,,,,,,,,,,,,,,,,,"05000US36079","Putnam County, New York",99323,87125,2522,0,1919,38,4058,3661,614,3047,"Putnam County, New York",0,2081,1935,200,330,80,1595,1522,477,1437
"G3600810","2017","NY",,,"New York","36","Queens County","081",,,,,,,,,,,,,,,,,,"05000US36081","Queens County, New York",2358582,885312,427999,9181,617230,1286,339412,78162,30151,48011,"Queens County, New York",0,14216,7337,1916,7130,648,16517,8265,4504,6150
"G3600830","2017","NY",,,"New York","36","Rensselaer County","083",,,,,,,,,,,,,,,,,,"05000US36083","Rensselaer County, New York",159722,136267,9860,85,4503,112,2222,6673,225,6448,"Rensselaer County, New York",0,1315,1755,109,422,161,842,1519,200,1494
"G3600850","2017","NY",,,"New York","36","Richmond County","085",,,,,,,,,,,,,,,,,,"05000US36085","Richmond County, New York",479458,351632,51411,1019,45761,0,20230,9405,2613,6792,"Richmond County, New York",0,4708,2771,660,931,200,4653,2678,1530,1816
"G3600870","2017","NY",,,"New York","36","Rockland County","087",,,,,,,,,,,,,,,,,,"05000US36087","Rockland County, New York",328868,240807,40540,581,20214,0,17857,8869,2901,5968,"Rockland County, New York",0,3652,2751,263,1084,200,3140,2478,1715,1741
"G3600890","2017","NY",,,"New York","36","St. Lawrence County","089",,,,,,,,,,,,,,,,,,"05000US36089","St. Lawrence County, New York",109623,101455,3441,462,1272,113,1579,1301,220,1081,"St. Lawrence County, New York",0,322,688,284,227,133,409,554,150,522
"G3600910","2017","NY",,,"New York","36","Saratoga County","091",,,,,,,,,,,,,,,,,,"05000US36091","Saratoga County, New York",229869,212327,4587,723,6840,0,919,4473,625,3848,"Saratoga County, New York",0,1112,1170,312,1011,200,490,1412,617,1269
"G3600930","2017","NY",,,"New York","36","Schenectady County","093",,,,,,,,,,,,,,,,,,"05000US36093","Schenectady County, New York",155565,121077,17374,306,7695,0,4130,4983,505,4478,"Schenectady County, New York",0,2227,1412,279,1342,200,2114,1553,580,1510
"G3601010","2017","NY",,,"New York","36","Steuben County","101",,,,,,,,,,,,,,,,,,"05000US36101","Steuben County, New York",96281,91448,1771,138,1377,0,303,1244,67,1177,"Steuben County, New York",0,220,275,83,408,200,192,495,92,478
"G3601030","2017","NY",,,"New York","36","Suffolk County","103",,,,,,,,,,,,,,,,,,"05000US36103","Suffolk County, New York",1492953,1205031,124579,3142,59720,77,67447,32957,8423,24534,"Suffolk County, New York",0,12697,4365,1118,2378,124,11504,3928,2259,3648
"G3601050","2017","NY",,,"New York","36","Sullivan County","105",,,,,,,,,,,,,,,,,,"05000US36105","Sullivan County, New York",75485,59475,7564,166,1323,0,4800,2157,45,2112,"Sullivan County, New York",0,1806,1526,158,283,200,1541,1594,88,1604
"G3601090","2017","NY",,,"New York","36","Tompkins County","109",,,,,,,,,,,,,,,,,,"05000US36109","Tompkins County, New York",104802,84625,3779,38,11486,104,864,3906,238,3668,"Tompkins County, New York",0,429,689,52,789,174,437,1029,225,1001
"G3601110","2017","NY",,,"New York","36","Ulster County","111",,,,,,,,,,,,,,,,,,"05000US36111","Ulster County, New York",179417,150195,10147,617,4370,0,6207,7881,1065,6816,"Ulster County, New York",0,2083,1347,319,381,200,1941,2030,637,1994
"G3601130","2017","NY",,,"New York","36","Warren County","113",,,,,,,,,,,,,,,,,,"05000US36113","Warren County, New York",64532,61580,898,66,564,0,146,1278,126,1152,"Warren County, New York",0,275,574,133,472,200,136,572,147,563
"G3601170","2017","NY",,,"New York","36","Wayne County","117",,,,,,,,,,,,,,,,,,"05000US36117","Wayne County, New York",90670,84050,2736,182,567,0,1002,2133,556,1577,"Wayne County, New York",0,843,576,280,321,200,686,752,428,569
"G3601190","2017","NY",,,"New York","36","Westchester County","119",,,,,,,,,,,,,,,,,,"05000US36119","Westchester County, New York",980244,617675,144432,4863,61126,555,124352,27241,6711,20530,"Westchester County, New York",0,8165,4379,2263,2094,451,9416,3892,1895,3140
"G3700010","2017","NC",,,"North Carolina","37","Alamance County","001",,,,,,,,,,,,,,,,,,"05000US37001","Alamance County, North Carolina",162391,113660,32313,589,2939,187,9762,2941,1020,1921,"Alamance County, North Carolina",0,2668,653,250,212,257,2542,1395,1101,662
"G3700190","2017","NC",,,"North Carolina","37","Brunswick County","019",,,,,,,,,,,,,,,,,,"05000US37019","Brunswick County, North Carolina",130897,110115,12848,691,415,0,3095,3733,189,3544,"Brunswick County, North Carolina",0,1241,1354,556,364,207,1311,1493,319,1418
"G3700210","2017","NC",,,"North Carolina","37","Buncombe County","021",,,,,,,,,,,,,,,,,,"05000US37021","Buncombe County, North Carolina",257607,228571,17295,1216,3273,0,2415,4837,729,4108,"Buncombe County, North Carolina",0,1927,1045,640,570,207,1730,1464,607,1360
"G3700230","2017","NC",,,"North Carolina","37","Burke County","023",,,,,,,,,,,,,,,,,,"05000US37023","Burke County, North Carolina",89293,78648,4896,498,3084,450,216,1501,0,1501,"Burke County, North Carolina",0,178,780,553,491,585,242,897,207,897
"G3700250","2017","NC",,,"North Carolina","37","Cabarrus County","025",,,,,,,,,,,,,,,,,,"05000US37025","Cabarrus County, North Carolina",206872,149759,38807,810,8017,153,5562,3764,1162,2602,"Cabarrus County, North Carolina",0,3089,1571,550,452,257,2762,1162,844,926
"G3700270","2017","NC",,,"North Carolina","37","Caldwell County","027",,,,,,,,,,,,,,,,,,"05000US37027","Caldwell County, North Carolina",81981,72073,4609,295,375,47,4152,430,0,430,"Caldwell County, North Carolina",0,426,402,148,253,85,426,269,207,269
"G3700310","2017","NC",,,"North Carolina","37","Carteret County","031",,,,,,,,,,,,,,,,,,"05000US37031","Carteret County, North Carolina",68881,61873,2950,231,256,138,359,3074,33,3041,"Carteret County, North Carolina",0,598,629,194,297,171,388,763,71,755
"G3700350","2017","NC",,,"North Carolina","37","Catawba County","035",,,,,,,,,,,,,,,,,,"05000US37035","Catawba County, North Carolina",157974,123204,11070,406,7298,0,11373,4623,156,4467,"Catawba County, North Carolina",0,1907,1225,270,287,207,2266,1154,160,1121
"G3700370","2017","NC",,,"North Carolina","37","Chatham County","037",,,,,,,,,,,,,,,,,,"05000US37037","Chatham County, North Carolina",71472,57487,9325,0,988,0,2014,1658,0,1658,"Chatham County, North Carolina",0,1448,952,207,253,207,1336,832,207,832
"G3700450","2017","NC",,,"North Carolina","37","Cleveland County","045",,,,,,,,,,,,,,,,,,"05000US37045","Cleveland County, North Carolina",97334,73241,20114,36,922,0,1249,1772,48,1724,"Cleveland County, North Carolina",0,767,817,72,331,207,761,897,97,897
"G3700490","2017","NC",,,"North Carolina","37","Craven County","049",,,,,,,,,,,,,,,,,,"05000US37049","Craven County, North Carolina",102578,70711,23171,123,3300,0,3717,1556,52,1504,"Craven County, North Carolina",0,1299,470,120,819,207,1288,989,100,996
"G3700510","2017","NC",,,"North Carolina","37","Cumberland County","051",,,,,,,,,,,,,,,,,,"05000US37051","Cumberland County, North Carolina",332546,163947,123864,3772,9055,1429,9399,21080,1988,19092,"Cumberland County, North Carolina",0,2733,2661,812,1166,424,1855,3076,977,3157
"G3700570","2017","NC",,,"North Carolina","37","Davidson County","057",,,,,,,,,,,,,,,,,,"05000US37057","Davidson County, North Carolina",165466,143274,12465,1420,2159,0,878,5270,175,5095,"Davidson County, North Carolina",0,1183,1613,890,1114,207,1129,1807,222,1816
"G3700630","2017","NC",,,"North Carolina","37","Durham County","063",,,,,,,,,,,,,,,,,,"05000US37063","Durham County, North Carolina",311640,163126,112143,606,14634,230,11001,9900,662,9238,"Durham County, North Carolina",0,3588,3855,423,999,224,4558,2373,382,2297
"G3700670","2017","NC",,,"North Carolina","37","Forsyth County","067",,,,,,,,,,,,,,,,,,"05000US37067","Forsyth County, North Carolina",376320,252635,98124,1329,9695,429,5759,8349,895,7454,"Forsyth County, North Carolina",0,2831,2333,652,502,484,2011,1679,832,1509
"G3700690","2017","NC",,,"North Carolina","37","Franklin County","069",,,,,,,,,,,,,,,,,,"05000US37069","Franklin County, North Carolina",66168,45335,15540,240,369,559,2672,1453,79,1374,"Franklin County, North Carolina",0,1334,1652,206,515,744,1955,959,142,939
"G3700710","2017","NC",,,"North Carolina","37","Gaston County","071",,,,,,,,,,,,,,,,,,"05000US37071","Gaston County, North Carolina",220182,171805,36108,702,3406,401,2588,5172,184,4988,"Gaston County, North Carolina",0,1375,1442,462,399,650,1088,1241,282,1222
"G3700810","2017","NC",,,"North Carolina","37","Guilford County","081",,,,,,,,,,,,,,,,,,"05000US37081","Guilford County, North Carolina",526953,294026,181326,2831,27306,218,9329,11917,1897,10020,"Guilford County, North Carolina",0,3422,2597,1046,1120,200,2438,3335,1904,2492
"G3700850","2017","NC",,,"North Carolina","37","Harnett County","085",,,,,,,,,,,,,,,,,,"05000US37085","Harnett County, North Carolina",132754,90318,28285,1480,1304,260,7546,3561,234,3327,"Harnett County, North Carolina",0,2139,894,371,256,207,2096,1205,220,1185
"G3700890","2017","NC",,,"North Carolina","37","Henderson County","089",,,,,,,,,,,,,,,,,,"05000US37089","Henderson County, North Carolina",115708,104744,4264,270,1557,0,2333,2540,790,1750,"Henderson County, North Carolina",0,1795,1199,328,155,207,1879,1674,794,1443
"G3700970","2017","NC",,,"North Carolina","37","Iredell County","097",,,,,,,,,,,,,,,,,,"05000US37097","Iredell County, North Carolina",175711,143244,22076,316,3468,0,2560,4047,353,3694,"Iredell County, North Carolina",0,1675,513,373,738,207,1530,1023,351,954
"G3701010","2017","NC",,,"North Carolina","37","Johnston County","101",,,,,,,,,,,,,,,,,,"05000US37101","Johnston County, North Carolina",196708,153046,30735,1894,669,0,4738,5626,1275,4351,"Johnston County, North Carolina",0,2807,1900,1022,396,207,2671,2207,1136,1769
"G3701090","2017","NC",,,"North Carolina","37","Lincoln County","109",,,,,,,,,,,,,,,,,,"05000US37109","Lincoln County, North Carolina",82403,72383,4157,33,205,69,3565,1991,0,1991,"Lincoln County, North Carolina",0,2218,778,66,256,125,2263,710,207,710
"G3701190","2017","NC",,,"North Carolina","37","Mecklenburg County","119",,,,,,,,,,,,,,,,,,"05000US37119","Mecklenburg County, North Carolina",1076837,577573,337103,4440,61859,440,62738,32684,1849,30835,"Mecklenburg County, North Carolina",0,6699,4089,1581,2390,245,6295,5296,991,5036
"G3701250","2017","NC",,,"North Carolina","37","Moore County","125",,,,,,,,,,,,,,,,,,"05000US37125","Moore County, North Carolina",97264,80296,11338,1073,413,0,1136,3008,0,3008,"Moore County, North Carolina",0,896,1015,104,283,207,838,996,207,996
"G3701270","2017","NC",,,"North Carolina","37","Nash County","127",,,,,,,,,,,,,,,,,,"05000US37127","Nash County, North Carolina",93991,49245,37998,385,494,52,3430,2387,605,1782,"Nash County, North Carolina",0,1426,1361,276,503,92,1338,1401,791,1194
"G3701290","2017","NC",,,"North Carolina","37","New Hanover County","129",,,,,,,,,,,,,,,,,,"05000US37129","New Hanover County, North Carolina",227198,183368,31119,599,2756,1124,3580,4652,415,4237,"New Hanover County, North Carolina",0,1932,2036,461,692,1740,1908,1210,395,1209
"G3701330","2017","NC",,,"North Carolina","37","Onslow County","133",,,,,,,,,,,,,,,,,,"05000US37133","Onslow County, North Carolina",193893,144767,29402,903,5127,0,2510,11184,1078,10106,"Onslow County, North Carolina",0,2812,2351,650,683,207,1311,2500,804,2139
"G3701350","2017","NC",,,"North Carolina","37","Orange County","135",,,,,,,,,,,,,,,,,,"05000US37135","Orange County, North Carolina",144946,108391,17107,417,12137,0,3402,3492,98,3394,"Orange County, North Carolina",0,2372,1559,394,1057,207,2193,1290,138,1280
"G3701470","2017","NC",,,"North Carolina","37","Pitt County","147",,,,,,,,,,,,,,,,,,"05000US37147","Pitt County, North Carolina",179042,101786,62184,378,2826,176,6968,4724,220,4504,"Pitt County, North Carolina",0,1753,1123,266,1011,283,1790,1694,219,1681
"G3701510","2017","NC",,,"North Carolina","37","Randolph County","151",,,,,,,,,,,,,,,,,,"05000US37151","Randolph County, North Carolina",143282,119187,8375,688,1882,38,9857,3255,177,3078,"Randolph County, North Carolina",0,2221,1227,446,318,70,2295,1100,236,1097
"G3701550","2017","NC",,,"North Carolina","37","Robeson County","155",,,,,,,,,,,,,,,,,,"05000US37155","Robeson County, North Carolina",132606,37469,31360,52084,586,142,7173,3792,627,3165,"Robeson County, North Carolina",0,1323,450,955,188,216,1392,1133,478,1086
"G3701570","2017","NC",,,"North Carolina","37","Rockingham County","157",,,,,,,,,,,,,,,,,,"05000US37157","Rockingham County, North Carolina",90949,70148,17912,205,298,0,1373,1013,0,1013,"Rockingham County, North Carolina",0,1284,795,324,315,207,1284,716,207,716
"G3701590","2017","NC",,,"North Carolina","37","Rowan County","159",,,,,,,,,,,,,,,,,,"05000US37159","Rowan County, North Carolina",140644,107815,22620,213,1574,45,5939,2438,0,2438,"Rowan County, North Carolina",0,2951,1120,252,308,45,2959,1087,207,1087
"G3701610","2017","NC",,,"North Carolina","37","Rutherford County","161",,,,,,,,,,,,,,,,,,"05000US37161","Rutherford County, North Carolina",66551,58111,5811,290,463,115,89,1672,0,1672,"Rutherford County, North Carolina",0,294,1298,198,609,215,176,1002,207,1002
"G3701710","2017","NC",,,"North Carolina","37","Surry County","171",,,,,,,,,,,,,,,,,,"05000US37171","Surry County, North Carolina",72224,65482,2675,282,514,155,1998,1118,73,1045,"Surry County, North Carolina",0,1488,378,221,188,260,1162,774,131,755
"G3701790","2017","NC",,,"North Carolina","37","Union County","179",,,,,,,,,,,,,,,,,,"05000US37179","Union County, North Carolina",231366,186385,27340,196,6988,681,5415,4361,417,3944,"Union County, North Carolina",0,2302,1937,201,470,715,2209,1656,404,1611
"G3701830","2017","NC",,,"North Carolina","37","Wake County","183",,,,,,,,,,,,,,,,,,"05000US37183","Wake County, North Carolina",1072203,700220,213025,3877,76162,425,49916,28578,3380,25198,"Wake County, North Carolina",0,6905,4219,1555,1639,386,6988,4103,1412,3778
"G3701910","2017","NC",,,"North Carolina","37","Wayne County","191",,,,,,,,,,,,,,,,,,"05000US37191","Wayne County, North Carolina",124172,79126,37030,301,1143,56,1017,5499,903,4596,"Wayne County, North Carolina",0,1205,1509,195,706,112,728,1658,822,1483
"G3701930","2017","NC",,,"North Carolina","37","Wilkes County","193",,,,,,,,,,,,,,,,,,"05000US37193","Wilkes County, North Carolina",68576,62922,2820,642,337,42,665,1148,688,460,"Wilkes County, North Carolina",0,1278,1054,615,450,79,635,931,802,466
"G3701950","2017","NC",,,"North Carolina","37","Wilson County","195",,,,,,,,,,,,,,,,,,"05000US37195","Wilson County, North Carolina",81671,43072,33216,350,648,0,3257,1128,301,827,"Wilson County, North Carolina",0,1506,1035,477,745,207,1482,645,257,640
"G3800150","2017","ND",,,"North Dakota","38","Burleigh County","015",,,,,,,,,,,,,,,,,,"05000US38015","Burleigh County, North Dakota",95030,86605,2543,3674,685,0,114,1409,22,1387,"Burleigh County, North Dakota",0,225,108,1208,818,161,143,967,46,964
"G3800170","2017","ND",,,"North Dakota","38","Cass County","017",,,,,,,,,,,,,,,,,,"05000US38017","Cass County, North Dakota",177787,154466,9733,1780,5536,106,1706,4460,132,4328,"Cass County, North Dakota",0,1388,917,739,1054,136,1044,1515,218,1442
"G3800350","2017","ND",,,"North Dakota","38","Grand Forks County","035",,,,,,,,,,,,,,,,,,"05000US38035","Grand Forks County, North Dakota",70795,61390,3631,2083,2025,116,758,792,0,792,"Grand Forks County, North Dakota",0,579,395,203,354,265,518,403,161,403
"G3801010","2017","ND",,,"North Dakota","38","Ward County","101",,,,,,,,,,,,,,,,,,"05000US38101","Ward County, North Dakota",68946,60008,2913,1921,1154,318,619,2013,201,1812,"Ward County, North Dakota",0,841,616,491,479,289,447,1236,274,1041
"G3900030","2017","OH",,,"Ohio","39","Allen County","003",,,,,,,,,,,,,,,,,,"05000US39003","Allen County, Ohio",103198,85419,11897,90,544,0,1081,4167,0,4167,"Allen County, Ohio",0,658,1620,105,489,193,654,1422,193,1422
"G3900070","2017","OH",,,"Ohio","39","Ashtabula County","007",,,,,,,,,,,,,,,,,,"05000US39007","Ashtabula County, Ohio",97807,90708,4109,10,458,56,115,2351,443,1908,"Ashtabula County, Ohio",0,657,1022,23,302,95,151,954,632,772
