GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AGXGE001,AGXGE002,AGXGE003,AGXGE004,AGXGE005,AGXGE006,AGXGE007,AGXGE008,AGXGE009,AGXGE010,NAME_M,AGXGM001,AGXGM002,AGXGM003,AGXGM004,AGXGM005,AGXGM006,AGXGM007,AGXGM008,AGXGM009,AGXGM010
"G4804850","2017","TX",,,"Texas","48","Wichita County","485",,,,,,,,,,,,,,,,,,"05000US48485","Wichita County, Texas",132000,98759,14139,1798,2225,88,10174,4817,750,4067,"Wichita County, Texas",0,2491,932,625,590,122,2414,1309,447,1230
"G4804910","2017","TX",,,"Texas","48","Williamson County","491",,,,,,,,,,,,,,,,,,"05000US48491","Williamson County, Texas",547545,435271,32555,1333,35988,204,16467,25727,2756,22971,"Williamson County, Texas",0,4931,4067,996,1826,198,3976,5504,1075,5399
"G4804970","2017","TX",,,"Texas","48","Wise County","497",,,,,,,,,,,,,,,,,,"05000US48497","Wise County, Texas",66181,61357,821,169,13,731,1237,1853,881,972,"Wise County, Texas",0,1450,434,204,25,571,1077,1057,904,576
"G4900050","2017","UT",,,"Utah","49","Cache County","005",,,,,,,,,,,,,,,,,,"05000US49005","Cache County, Utah",124438,114044,712,708,1990,415,2801,3768,87,3681,"Cache County, Utah",0,1519,358,692,522,178,1436,636,138,629
"G4900110","2017","UT",,,"Utah","49","Davis County","011",,,,,,,,,,,,,,,,,,"05000US49011","Davis County, Utah",347637,314383,4871,1253,6796,1680,5308,13346,2424,10922,"Davis County, Utah",0,2353,659,522,838,432,1782,2400,1401,2010
"G4900350","2017","UT",,,"Utah","49","Salt Lake County","035",,,,,,,,,,,,,,,,,,"05000US49035","Salt Lake County, Utah",1135649,881021,21819,9864,46704,15672,121548,39021,10012,29009,"Salt Lake County, Utah",0,7683,1891,1684,2514,2913,8623,5571,2919,4603
"G4900450","2017","UT",,,"Utah","49","Tooele County","045",,,,,,,,,,,,,,,,,,"05000US49045","Tooele County, Utah",67456,61009,425,517,450,327,2912,1816,209,1607,"Tooele County, Utah",0,1206,319,449,548,165,1266,685,266,674
"G4900490","2017","UT",,,"Utah","49","Utah County","049",,,,,,,,,,,,,,,,,,"05000US49049","Utah County, Utah",606425,551442,3979,3001,10025,6030,15736,16212,1651,14561,"Utah County, Utah",0,3449,1124,1043,1184,1110,3547,2296,754,2253
"G4900530","2017","UT",,,"Utah","49","Washington County","053",,,,,,,,,,,,,,,,,,"05000US49053","Washington County, Utah",165662,149057,1280,318,3470,1608,7719,2210,298,1912,"Washington County, Utah",0,2526,803,192,1218,509,2526,1208,408,1124
"G4900570","2017","UT",,,"Utah","49","Weber County","057",,,,,,,,,,,,,,,,,,"05000US49057","Weber County, Utah",251769,220693,3016,1574,3432,435,13123,9496,1018,8478,"Weber County, Utah",0,3719,1030,879,979,383,3423,2072,513,2028
"G5000070","2017","VT",,,"Vermont","50","Chittenden County","007",,,,,,,,,,,,,,,,,,"05000US50007","Chittenden County, Vermont",162372,146563,4498,518,7597,0,453,2743,282,2461,"Chittenden County, Vermont",0,551,663,453,678,157,359,951,292,864
"G5100030","2017","VA",,,"Virginia","51","Albemarle County","003",,,,,,,,,,,,,,,,,,"05000US51003","Albemarle County, Virginia",107702,87742,10499,303,5939,0,822,2397,159,2238,"Albemarle County, Virginia",0,674,714,338,426,204,592,867,156,862
"G5100130","2017","VA",,,"Virginia","51","Arlington County","013",,,,,,,,,,,,,,,,,,"05000US51013","Arlington County, Virginia",234965,166594,22603,648,24948,0,12476,7696,513,7183,"Arlington County, Virginia",0,3391,1153,548,1297,204,3329,1642,500,1546
"G5100150","2017","VA",,,"Virginia","51","Augusta County","015",,,,,,,,,,,,,,,,,,"05000US51015","Augusta County, Virginia",,,,,,,,,,,"Augusta County, Virginia",,,,,,,,,,
"G5100190","2017","VA",,,"Virginia","51","Bedford County","019",,,,,,,,,,,,,,,,,,"05000US51019","Bedford County, Virginia",77974,69764,5350,108,911,0,575,1266,0,1266,"Bedford County, Virginia",0,350,850,213,434,204,441,951,204,951
"G5100410","2017","VA",,,"Virginia","51","Chesterfield County","041",,,,,,,,,,,,,,,,,,"05000US51041","Chesterfield County, Virginia",343599,236443,79750,1382,12222,243,3549,10010,421,9589,"Chesterfield County, Virginia",0,2164,1578,415,1098,323,1525,2761,243,2748
"G5100590","2017","VA",,,"Virginia","51","Fairfax County","059",,,,,,,,,,,,,,,,,,"05000US51059","Fairfax County, Virginia",1148433,702118,111307,3820,223364,693,51415,55716,6179,49537,"Fairfax County, Virginia",0,8908,3531,1022,4380,357,7826,5925,2657,5506
"G5100610","2017","VA",,,"Virginia","51","Fauquier County","061",,,,,,,,,,,,,,,,,,"05000US51061","Fauquier County, Virginia",,,,,,,,,,,"Fauquier County, Virginia",,,,,,,,,,
"G5100690","2017","VA",,,"Virginia","51","Frederick County","069",,,,,,,,,,,,,,,,,,"05000US51069","Frederick County, Virginia",86484,77885,3498,91,992,0,842,3176,482,2694,"Frederick County, Virginia",0,1470,729,108,331,204,1240,1099,853,653
"G5100850","2017","VA",,,"Virginia","51","Hanover County","085",,,,,,,,,,,,,,,,,,"05000US51085","Hanover County, Virginia",105923,91302,10109,289,1958,215,171,1879,0,1879,"Hanover County, Virginia",0,589,803,188,342,374,198,636,204,636
"G5100870","2017","VA",,,"Virginia","51","Henrico County","087",,,,,,,,,,,,,,,,,,"05000US51087","Henrico County, Virginia",327898,183612,97517,336,27176,139,8236,10882,662,10220,"Henrico County, Virginia",0,2585,1754,250,1803,138,2627,2529,563,2480
"G5100950","2017","VA",,,"Virginia","51","James City County","095",,,,,,,,,,,,,,,,,,"05000US51095","James City County, Virginia",,,,,,,,,,,"James City County, Virginia",,,,,,,,,,
"G5101070","2017","VA",,,"Virginia","51","Loudoun County","107",,,,,,,,,,,,,,,,,,"05000US51107","Loudoun County, Virginia",398080,257106,32358,1412,75816,298,13011,18079,3485,14594,"Loudoun County, Virginia",0,4663,2671,570,2414,96,4186,3088,1548,2637
"G5101210","2017","VA",,,"Virginia","51","Montgomery County","121",,,,,,,,,,,,,,,,,,"05000US51121","Montgomery County, Virginia",98559,85002,4535,935,6698,64,596,729,39,690,"Montgomery County, Virginia",0,543,331,1099,1113,115,543,420,64,421
"G5101530","2017","VA",,,"Virginia","51","Prince William County","153",,,,,,,,,,,,,,,,,,"05000US51153","Prince William County, Virginia",463023,255353,98510,1464,37618,274,42619,27185,4082,23103,"Prince William County, Virginia",0,6808,2539,760,2326,249,6975,4176,1601,3699
"G5101610","2017","VA",,,"Virginia","51","Roanoke County","161",,,,,,,,,,,,,,,,,,"05000US51161","Roanoke County, Virginia",93730,82754,5344,0,3326,0,622,1684,274,1410,"Roanoke County, Virginia",0,739,944,204,286,204,624,935,427,827
"G5101650","2017","VA",,,"Virginia","51","Rockingham County","165",,,,,,,,,,,,,,,,,,"05000US51165","Rockingham County, Virginia",80227,73720,2710,30,703,234,368,2462,782,1680,"Rockingham County, Virginia",0,1209,797,48,180,394,313,1536,1072,1604
"G5101770","2017","VA",,,"Virginia","51","Spotsylvania County","177",,,,,,,,,,,,,,,,,,"05000US51177","Spotsylvania County, Virginia",133033,95025,19618,1023,3542,0,6046,7779,2072,5707,"Spotsylvania County, Virginia",0,1519,1371,749,650,204,2089,1729,1099,1417
"G5101790","2017","VA",,,"Virginia","51","Stafford County","179",,,,,,,,,,,,,,,,,,"05000US51179","Stafford County, Virginia",146649,101964,23414,698,3604,143,6588,10238,605,9633,"Stafford County, Virginia",0,2238,1804,238,1093,174,2404,2156,591,1994
"G5101990","2017","VA",,,"Virginia","51","York County","199",,,,,,,,,,,,,,,,,,"05000US51199","York County, Virginia",67739,50501,8501,0,3613,315,1105,3704,96,3608,"York County, Virginia",0,1004,1246,204,778,376,797,1876,189,1872
"G5105100","2017","VA",,,"Virginia","51","Alexandria city","510",,,,,,,,,,,,,,,,,,"05000US51510","Alexandria city, Virginia",160035,98509,37374,595,9296,60,7913,6288,1371,4917,"Alexandria city, Virginia",0,3079,957,656,1266,97,2771,1769,1215,1475
"G5105500","2017","VA",,,"Virginia","51","Chesapeake city","550",,,,,,,,,,,,,,,,,,"05000US51550","Chesapeake city, Virginia",240397,146245,73562,580,7690,71,2064,10185,1018,9167,"Chesapeake city, Virginia",0,1563,2232,326,1012,116,1011,2412,893,2156
"G5106500","2017","VA",,,"Virginia","51","Hampton city","650",,,,,,,,,,,,,,,,,,"05000US51650","Hampton city, Virginia",134669,54485,66723,436,3334,159,3311,6221,639,5582,"Hampton city, Virginia",0,1135,1557,280,642,219,1488,1643,519,1542
"G5106800","2017","VA",,,"Virginia","51","Lynchburg city","680",,,,,,,,,,,,,,,,,,"05000US51680","Lynchburg city, Virginia",80995,52171,22349,555,2168,31,903,2818,920,1898,"Lynchburg city, Virginia",0,740,913,486,262,51,659,944,509,854
"G5107000","2017","VA",,,"Virginia","51","Newport News city","700",,,,,,,,,,,,,,,,,,"05000US51700","Newport News city, Virginia",179388,87810,72769,928,5799,159,2646,9277,578,8699,"Newport News city, Virginia",0,1662,2148,627,791,233,1153,2246,471,2241
"G5107100","2017","VA",,,"Virginia","51","Norfolk city","710",,,,,,,,,,,,,,,,,,"05000US51710","Norfolk city, Virginia",244703,113412,101382,1095,8664,137,8186,11827,1141,10686,"Norfolk city, Virginia",0,1544,2019,654,977,185,1912,2078,609,2011
"G5107400","2017","VA",,,"Virginia","51","Portsmouth city","740",,,,,,,,,,,,,,,,,,"05000US51740","Portsmouth city, Virginia",94572,37326,50430,494,1294,70,1165,3793,135,3658,"Portsmouth city, Virginia",0,1128,1457,375,290,119,855,1345,226,1350
"G5107600","2017","VA",,,"Virginia","51","Richmond city","760",,,,,,,,,,,,,,,,,,"05000US51760","Richmond city, Virginia",227032,103616,107022,90,4645,0,3375,8284,621,7663,"Richmond city, Virginia",0,1928,1783,103,624,204,1324,2360,401,2346
"G5107700","2017","VA",,,"Virginia","51","Roanoke city","770",,,,,,,,,,,,,,,,,,"05000US51770","Roanoke city, Virginia",99837,61187,28160,337,3141,0,2192,4820,117,4703,"Roanoke city, Virginia",0,1537,2993,250,756,204,1979,2817,163,2798
"G5108000","2017","VA",,,"Virginia","51","Suffolk city","800",,,,,,,,,,,,,,,,,,"05000US51800","Suffolk city, Virginia",90237,46675,37496,323,2023,0,303,3417,370,3047,"Suffolk city, Virginia",0,1000,1424,183,447,204,311,1577,530,1528
"G5108100","2017","VA",,,"Virginia","51","Virginia Beach city","810",,,,,,,,,,,,,,,,,,"05000US51810","Virginia Beach city, Virginia",450435,294819,85486,1123,30751,365,11525,26366,1752,24614,"Virginia Beach city, Virginia",0,2555,2915,865,1889,330,2671,3325,936,3389
"G5300050","2017","WA",,,"Washington","53","Benton County","005",,,,,,,,,,,,,,,,,,"05000US53005","Benton County, Washington",198171,164430,3095,2536,6642,0,15480,5988,523,5465,"Benton County, Washington",0,4290,595,1993,961,204,4020,1680,457,1594
"G5300070","2017","WA",,,"Washington","53","Chelan County","007",,,,,,,,,,,,,,,,,,"05000US53007","Chelan County, Washington",76533,63002,275,476,862,130,9221,2567,723,1844,"Chelan County, Washington",0,4629,278,429,780,228,4766,1012,723,770
"G5300090","2017","WA",,,"Washington","53","Clallam County","009",,,,,,,,,,,,,,,,,,"05000US53009","Clallam County, Washington",75474,65698,780,3829,1450,30,586,3101,396,2705,"Clallam County, Washington",0,741,299,585,467,53,444,742,513,655
"G5300110","2017","WA",,,"Washington","53","Clark County","011",,,,,,,,,,,,,,,,,,"05000US53011","Clark County, Washington",474643,403992,8423,2058,23555,3284,10225,23106,1434,21672,"Clark County, Washington",0,3293,1439,732,1482,775,2833,2604,794,2489
"G5300150","2017","WA",,,"Washington","53","Cowlitz County","015",,,,,,,,,,,,,,,,,,"05000US53015","Cowlitz County, Washington",106910,94789,1869,1120,1362,413,765,6592,316,6276,"Cowlitz County, Washington",0,1389,1050,683,531,523,592,1405,360,1448
"G5300210","2017","WA",,,"Washington","53","Franklin County","021",,,,,,,,,,,,,,,,,,"05000US53021","Franklin County, Washington",92125,63484,1654,2662,2356,699,16341,4929,2131,2798,"Franklin County, Washington",0,4508,1146,1884,1124,821,4585,1825,1369,1292
"G5300250","2017","WA",,,"Washington","53","Grant County","025",,,,,,,,,,,,,,,,,,"05000US53025","Grant County, Washington",95158,61861,257,2341,1219,0,26293,3187,1665,1522,"Grant County, Washington",0,3028,246,912,459,204,3342,1737,1419,955
"G5300270","2017","WA",,,"Washington","53","Grays Harbor County","027",,,,,,,,,,,,,,,,,,"05000US53027","Grays Harbor County, Washington",72697,63735,717,3120,1335,117,729,2944,121,2823,"Grays Harbor County, Washington",0,644,392,569,208,120,524,752,162,741
"G5300290","2017","WA",,,"Washington","53","Island County","029",,,,,,,,,,,,,,,,,,"05000US53029","Island County, Washington",83159,69586,3054,1180,4337,296,979,3727,198,3529,"Island County, Washington",0,1058,582,536,917,166,727,1355,206,1339
"G5300330","2017","WA",,,"Washington","53","King County","033",,,,,,,,,,,,,,,,,,"05000US53033","King County, Washington",2188649,1397976,136200,10139,381911,17166,103883,141374,14157,127217,"King County, Washington",0,8129,5470,2102,5767,1931,9211,10135,3191,9675
"G5300350","2017","WA",,,"Washington","53","Kitsap County","035",,,,,,,,,,,,,,,,,,"05000US53035","Kitsap County, Washington",266414,217572,6892,3062,15082,2366,4944,16496,1011,15485,"Kitsap County, Washington",0,2073,901,702,1428,718,1951,2107,612,1946
"G5300410","2017","WA",,,"Washington","53","Lewis County","041",,,,,,,,,,,,,,,,,,"05000US53041","Lewis County, Washington",78200,70008,310,525,1193,184,1467,4513,877,3636,"Lewis County, Washington",0,1021,220,377,473,255,914,1100,782,881
"G5300530","2017","WA",,,"Washington","53","Pierce County","053",,,,,,,,,,,,,,,,,,"05000US53053","Pierce County, Washington",876764,643294,60166,9818,52764,14001,24187,72534,5391,67143,"Pierce County, Washington",0,4871,3585,2605,3266,1272,4480,5351,1954,4922
"G5300570","2017","WA",,,"Washington","53","Skagit County","057",,,,,,,,,,,,,,,,,,"05000US53057","Skagit County, Washington",125619,101932,944,2150,2239,381,13420,4553,166,4387,"Skagit County, Washington",0,2443,480,496,293,237,2603,825,140,806
"G5300610","2017","WA",,,"Washington","53","Snohomish County","061",,,,,,,,,,,,,,,,,,"05000US53061","Snohomish County, Washington",801633,604112,23136,6004,87361,3370,22898,54752,5344,49408,"Snohomish County, Washington",0,5275,1822,1104,3330,1142,4690,5117,1847,4705
"G5300630","2017","WA",,,"Washington","53","Spokane County","063",,,,,,,,,,,,,,,,,,"05000US53063","Spokane County, Washington",506152,445297,7131,6855,11346,2907,6622,25994,1355,24639,"Spokane County, Washington",0,2401,1566,1627,1483,583,2159,2762,678,2648
"G5300670","2017","WA",,,"Washington","53","Thurston County","067",,,,,,,,,,,,,,,,,,"05000US53067","Thurston County, Washington",280588,227553,8319,2914,16013,1669,3961,20159,1299,18860,"Thurston County, Washington",0,2155,1452,804,1543,834,1513,2484,716,2351
"G5300730","2017","WA",,,"Washington","53","Whatcom County","073",,,,,,,,,,,,,,,,,,"05000US53073","Whatcom County, Washington",221404,186032,2493,6887,8851,575,5452,11114,1357,9757,"Whatcom County, Washington",0,2006,439,1036,1317,200,1958,1754,796,1879
"G5300770","2017","WA",,,"Washington","53","Yakima County","077",,,,,,,,,,,,,,,,,,"05000US53077","Yakima County, Washington",250193,192331,1484,10379,2263,65,35546,8125,1217,6908,"Yakima County, Washington",0,6129,984,1212,678,70,6258,1789,572,1621
"G5400030","2017","WV",,,"West Virginia","54","Berkeley County","003",,,,,,,,,,,,,,,,,,"05000US54003","Berkeley County, West Virginia",114920,97846,8928,0,1364,0,3391,3391,351,3040,"Berkeley County, West Virginia",0,2237,1198,200,356,200,2400,1365,491,1317
"G5400110","2017","WV",,,"West Virginia","54","Cabell County","011",,,,,,,,,,,,,,,,,,"05000US54011","Cabell County, West Virginia",94958,85601,4907,222,1230,43,1335,1620,0,1620,"Cabell County, West Virginia",0,978,840,262,399,81,967,898,200,898
"G5400330","2017","WV",,,"West Virginia","54","Harrison County","033",,,,,,,,,,,,,,,,,,"05000US54033","Harrison County, West Virginia",67811,64196,1480,0,499,0,52,1584,0,1584,"Harrison County, West Virginia",0,271,430,200,117,200,92,333,200,333
"G5400390","2017","WV",,,"West Virginia","54","Kanawha County","039",,,,,,,,,,,,,,,,,,"05000US54039","Kanawha County, West Virginia",183293,161550,14019,221,1999,0,550,4954,167,4787,"Kanawha County, West Virginia",0,337,1231,206,589,200,603,1374,279,1484
"G5400610","2017","WV",,,"West Virginia","54","Monongalia County","061",,,,,,,,,,,,,,,,,,"05000US54061","Monongalia County, West Virginia",105030,93447,4171,145,3681,0,867,2719,543,2176,"Monongalia County, West Virginia",0,1305,753,258,305,200,1128,993,672,765
"G5400810","2017","WV",,,"West Virginia","54","Raleigh County","081",,,,,,,,,,,,,,,,,,"05000US54081","Raleigh County, West Virginia",,,,,,,,,,,"Raleigh County, West Virginia",,,,,,,,,,
"G5401070","2017","WV",,,"West Virginia","54","Wood County","107",,,,,,,,,,,,,,,,,,"05000US54107","Wood County, West Virginia",,,,,,,,,,,"Wood County, West Virginia",,,,,,,,,,
"G5500090","2017","WI",,,"Wisconsin","55","Brown County","009",,,,,,,,,,,,,,,,,,"05000US55009","Brown County, Wisconsin",262052,220180,6459,6847,8417,0,12177,7972,1071,6901,"Brown County, Wisconsin",0,2060,1047,1193,775,151,2560,1539,946,1796
"G5500250","2017","WI",,,"Wisconsin","55","Dane County","025",,,,,,,,,,,,,,,,,,"05000US55025","Dane County, Wisconsin",536416,449099,27177,1634,32736,371,9300,16099,1375,14724,"Dane County, Wisconsin",0,3374,2018,557,1710,342,3229,2650,927,2628
"G5500270","2017","WI",,,"Wisconsin","55","Dodge County","027",,,,,,,,,,,,,,,,,,"05000US55027","Dodge County, Wisconsin",87786,81860,3003,194,490,26,839,1374,332,1042,"Dodge County, Wisconsin",0,453,507,204,318,42,488,633,249,560
"G5500350","2017","WI",,,"Wisconsin","55","Eau Claire County","035",,,,,,,,,,,,,,,,,,"05000US55035","Eau Claire County, Wisconsin",103671,95563,972,462,2521,2068,91,1994,125,1869,"Eau Claire County, Wisconsin",0,369,345,316,1839,2090,127,693,167,671
"G5500390","2017","WI",,,"Wisconsin","55","Fond du Lac County","039",,,,,,,,,,,,,,,,,,"05000US55039","Fond du Lac County, Wisconsin",102548,94793,1896,439,1291,0,2248,1881,562,1319,"Fond du Lac County, Wisconsin",0,1230,519,233,759,151,1360,826,562,673
"G5500550","2017","WI",,,"Wisconsin","55","Jefferson County","055",,,,,,,,,,,,,,,,,,"05000US55055","Jefferson County, Wisconsin",84832,80127,821,83,560,31,1481,1729,143,1586,"Jefferson County, Wisconsin",0,1209,234,113,216,56,1201,389,232,328
"G5500590","2017","WI",,,"Wisconsin","55","Kenosha County","059",,,,,,,,,,,,,,,,,,"05000US55059","Kenosha County, Wisconsin",168521,142274,12140,652,1731,253,5226,6245,710,5535,"Kenosha County, Wisconsin",0,2253,1096,531,696,374,1957,1545,970,1369
"G5500630","2017","WI",,,"Wisconsin","55","La Crosse County","063",,,,,,,,,,,,,,,,,,"05000US55063","La Crosse County, Wisconsin",118274,107761,2148,210,5338,0,469,2348,264,2084,"La Crosse County, Wisconsin",0,590,315,237,747,151,433,914,429,812
"G5500710","2017","WI",,,"Wisconsin","55","Manitowoc County","071",,,,,,,,,,,,,,,,,,"05000US55071","Manitowoc County, Wisconsin",79175,74746,662,179,2818,0,84,686,41,645,"Manitowoc County, Wisconsin",0,150,365,148,280,151,102,441,49,449
"G5500730","2017","WI",,,"Wisconsin","55","Marathon County","073",,,,,,,,,,,,,,,,,,"05000US55073","Marathon County, Wisconsin",135732,122343,1433,448,8034,0,1575,1899,146,1753,"Marathon County, Wisconsin",0,1059,527,293,473,151,1165,874,166,796
"G5500790","2017","WI",,,"Wisconsin","55","Milwaukee County","079",,,,,,,,,,,,,,,,,,"05000US55079","Milwaukee County, Wisconsin",952085,558971,251953,4817,42125,212,56918,37089,9691,27398,"Milwaukee County, Wisconsin",0,5709,2900,1021,990,246,5905,4450,2494,3145
"G5500870","2017","WI",,,"Wisconsin","55","Outagamie County","087",,,,,,,,,,,,,,,,,,"05000US55087","Outagamie County, Wisconsin",186059,166716,3127,2820,6988,76,3418,2914,358,2556,"Outagamie County, Wisconsin",0,1352,663,788,398,94,1447,784,237,810
"G5500890","2017","WI",,,"Wisconsin","55","Ozaukee County","089",,,,,,,,,,,,,,,,,,"05000US55089","Ozaukee County, Wisconsin",88429,82665,1252,217,1628,150,689,1828,114,1714,"Ozaukee County, Wisconsin",0,549,369,107,483,207,531,573,128,560
