GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AFR5E001,AFR5E002,AFR5E003,NAME_M,AFR5M001,AFR5M002,AFR5M003
"G2201050","2016","LA",,,"Louisiana","22","Tangipahoa Parish","105",,,,,,,,,,,,,,,,,,"05000US22105","Tangipahoa Parish, Louisiana",53772,47756,6016,"Tangipahoa Parish, Louisiana",207,1780,1768
"G2201090","2016","LA",,,"Louisiana","22","Terrebonne Parish","109",,,,,,,,,,,,,,,,,,"05000US22109","Terrebonne Parish, Louisiana",45032,40102,4930,"Terrebonne Parish, Louisiana",259,1546,1511
"G2300010","2016","ME",,,"Maine","23","Androscoggin County","001",,,,,,,,,,,,,,,,,,"05000US23001","Androscoggin County, Maine",49059,44917,4142,"Androscoggin County, Maine",349,1105,1127
"G2300030","2016","ME",,,"Maine","23","Aroostook County","003",,,,,,,,,,,,,,,,,,"05000US23003","Aroostook County, Maine",39407,27514,11893,"Aroostook County, Maine",248,916,914
"G2300050","2016","ME",,,"Maine","23","Cumberland County","005",,,,,,,,,,,,,,,,,,"05000US23005","Cumberland County, Maine",141737,118049,23688,"Cumberland County, Maine",513,2275,2235
"G2300110","2016","ME",,,"Maine","23","Kennebec County","011",,,,,,,,,,,,,,,,,,"05000US23011","Kennebec County, Maine",61751,47791,13960,"Kennebec County, Maine",327,1833,1723
"G2300190","2016","ME",,,"Maine","23","Penobscot County","019",,,,,,,,,,,,,,,,,,"05000US23019","Penobscot County, Maine",74696,60195,14501,"Penobscot County, Maine",439,1491,1465
"G2300310","2016","ME",,,"Maine","23","York County","031",,,,,,,,,,,,,,,,,,"05000US23031","York County, Maine",108268,82469,25799,"York County, Maine",363,2561,2505
"G2400010","2016","MD",,,"Maryland","24","Allegany County","001",,,,,,,,,,,,,,,,,,"05000US24001","Allegany County, Maryland",33115,27608,5507,"Allegany County, Maryland",641,1421,1209
"G2400030","2016","MD",,,"Maryland","24","Anne Arundel County","003",,,,,,,,,,,,,,,,,,"05000US24003","Anne Arundel County, Maryland",223266,206956,16310,"Anne Arundel County, Maryland",833,2933,2867
"G2400050","2016","MD",,,"Maryland","24","Baltimore County","005",,,,,,,,,,,,,,,,,,"05000US24005","Baltimore County, Maryland",338202,312921,25281,"Baltimore County, Maryland",917,2473,2267
"G2400090","2016","MD",,,"Maryland","24","Calvert County","009",,,,,,,,,,,,,,,,,,"05000US24009","Calvert County, Maryland",35073,32434,2639,"Calvert County, Maryland",200,912,898
"G2400130","2016","MD",,,"Maryland","24","Carroll County","013",,,,,,,,,,,,,,,,,,"05000US24013","Carroll County, Maryland",63618,61661,1957,"Carroll County, Maryland",503,973,882
"G2400150","2016","MD",,,"Maryland","24","Cecil County","015",,,,,,,,,,,,,,,,,,"05000US24015","Cecil County, Maryland",42596,37296,5300,"Cecil County, Maryland",162,1460,1437
"G2400170","2016","MD",,,"Maryland","24","Charles County","017",,,,,,,,,,,,,,,,,,"05000US24017","Charles County, Maryland",59989,55929,4060,"Charles County, Maryland",321,1317,1270
"G2400210","2016","MD",,,"Maryland","24","Frederick County","021",,,,,,,,,,,,,,,,,,"05000US24021","Frederick County, Maryland",95892,89800,6092,"Frederick County, Maryland",495,1578,1414
"G2400250","2016","MD",,,"Maryland","24","Harford County","025",,,,,,,,,,,,,,,,,,"05000US24025","Harford County, Maryland",99718,91813,7905,"Harford County, Maryland",376,2011,2011
"G2400270","2016","MD",,,"Maryland","24","Howard County","027",,,,,,,,,,,,,,,,,,"05000US24027","Howard County, Maryland",118056,112542,5514,"Howard County, Maryland",316,1721,1677
"G2400310","2016","MD",,,"Maryland","24","Montgomery County","031",,,,,,,,,,,,,,,,,,"05000US24031","Montgomery County, Maryland",390563,373346,17217,"Montgomery County, Maryland",789,2949,2776
"G2400330","2016","MD",,,"Maryland","24","Prince George's County","033",,,,,,,,,,,,,,,,,,"05000US24033","Prince George's County, Maryland",332569,307816,24753,"Prince George's County, Maryland",771,2685,2441
"G2400370","2016","MD",,,"Maryland","24","St. Mary's County","037",,,,,,,,,,,,,,,,,,"05000US24037","St. Mary's County, Maryland",44191,41368,2823,"St. Mary's County, Maryland",444,1136,1055
"G2400430","2016","MD",,,"Maryland","24","Washington County","043",,,,,,,,,,,,,,,,,,"05000US24043","Washington County, Maryland",61528,55824,5704,"Washington County, Maryland",477,1661,1617
"G2400450","2016","MD",,,"Maryland","24","Wicomico County","045",,,,,,,,,,,,,,,,,,"05000US24045","Wicomico County, Maryland",42278,36774,5504,"Wicomico County, Maryland",465,1554,1529
"G2405100","2016","MD",,,"Maryland","24","Baltimore city","510",,,,,,,,,,,,,,,,,,"05000US24510","Baltimore city, Maryland",297628,240761,56867,"Baltimore city, Maryland",998,4046,3816
"G2500010","2016","MA",,,"Massachusetts","25","Barnstable County","001",,,,,,,,,,,,,,,,,,"05000US25001","Barnstable County, Massachusetts",162486,92582,69904,"Barnstable County, Massachusetts",329,3857,3833
"G2500030","2016","MA",,,"Massachusetts","25","Berkshire County","003",,,,,,,,,,,,,,,,,,"05000US25003","Berkshire County, Massachusetts",68451,54204,14247,"Berkshire County, Massachusetts",475,1712,1710
"G2500050","2016","MA",,,"Massachusetts","25","Bristol County","005",,,,,,,,,,,,,,,,,,"05000US25005","Bristol County, Massachusetts",232089,214232,17857,"Bristol County, Massachusetts",724,2316,2249
"G2500090","2016","MA",,,"Massachusetts","25","Essex County","009",,,,,,,,,,,,,,,,,,"05000US25009","Essex County, Massachusetts",309644,289817,19827,"Essex County, Massachusetts",738,2773,2735
"G2500110","2016","MA",,,"Massachusetts","25","Franklin County","011",,,,,,,,,,,,,,,,,,"05000US25011","Franklin County, Massachusetts",33752,30868,2884,"Franklin County, Massachusetts",454,736,639
"G2500130","2016","MA",,,"Massachusetts","25","Hampden County","013",,,,,,,,,,,,,,,,,,"05000US25013","Hampden County, Massachusetts",192099,178623,13476,"Hampden County, Massachusetts",868,2137,1933
"G2500150","2016","MA",,,"Massachusetts","25","Hampshire County","015",,,,,,,,,,,,,,,,,,"05000US25015","Hampshire County, Massachusetts",63090,58167,4923,"Hampshire County, Massachusetts",669,1210,1094
"G2500170","2016","MA",,,"Massachusetts","25","Middlesex County","017",,,,,,,,,,,,,,,,,,"05000US25017","Middlesex County, Massachusetts",625421,593437,31984,"Middlesex County, Massachusetts",1448,4076,3718
"G2500210","2016","MA",,,"Massachusetts","25","Norfolk County","021",,,,,,,,,,,,,,,,,,"05000US25021","Norfolk County, Massachusetts",275009,260609,14400,"Norfolk County, Massachusetts",968,2715,2453
"G2500230","2016","MA",,,"Massachusetts","25","Plymouth County","023",,,,,,,,,,,,,,,,,,"05000US25023","Plymouth County, Massachusetts",204153,184577,19576,"Plymouth County, Massachusetts",570,2667,2688
"G2500250","2016","MA",,,"Massachusetts","25","Suffolk County","025",,,,,,,,,,,,,,,,,,"05000US25025","Suffolk County, Massachusetts",331291,306790,24501,"Suffolk County, Massachusetts",1809,3509,3075
"G2500270","2016","MA",,,"Massachusetts","25","Worcester County","027",,,,,,,,,,,,,,,,,,"05000US25027","Worcester County, Massachusetts",330808,304833,25975,"Worcester County, Massachusetts",1223,2918,2744
"G2600050","2016","MI",,,"Michigan","26","Allegan County","005",,,,,,,,,,,,,,,,,,"05000US26005","Allegan County, Michigan",50276,41995,8281,"Allegan County, Michigan",200,1226,1187
"G2600170","2016","MI",,,"Michigan","26","Bay County","017",,,,,,,,,,,,,,,,,,"05000US26017","Bay County, Michigan",48017,43876,4141,"Bay County, Michigan",258,1199,1160
"G2600210","2016","MI",,,"Michigan","26","Berrien County","021",,,,,,,,,,,,,,,,,,"05000US26021","Berrien County, Michigan",76836,62538,14298,"Berrien County, Michigan",466,1519,1559
"G2600250","2016","MI",,,"Michigan","26","Calhoun County","025",,,,,,,,,,,,,,,,,,"05000US26025","Calhoun County, Michigan",60537,52888,7649,"Calhoun County, Michigan",594,1350,1145
"G2600370","2016","MI",,,"Michigan","26","Clinton County","037",,,,,,,,,,,,,,,,,,"05000US26037","Clinton County, Michigan",31301,28944,2357,"Clinton County, Michigan",166,704,671
"G2600450","2016","MI",,,"Michigan","26","Eaton County","045",,,,,,,,,,,,,,,,,,"05000US26045","Eaton County, Michigan",47124,44666,2458,"Eaton County, Michigan",296,837,793
"G2600490","2016","MI",,,"Michigan","26","Genesee County","049",,,,,,,,,,,,,,,,,,"05000US26049","Genesee County, Michigan",190976,167171,23805,"Genesee County, Michigan",457,2232,2113
"G2600550","2016","MI",,,"Michigan","26","Grand Traverse County","055",,,,,,,,,,,,,,,,,,"05000US26055","Grand Traverse County, Michigan",42998,37252,5746,"Grand Traverse County, Michigan",626,1261,1425
"G2600650","2016","MI",,,"Michigan","26","Ingham County","065",,,,,,,,,,,,,,,,,,"05000US26065","Ingham County, Michigan",122644,111779,10865,"Ingham County, Michigan",613,1888,1855
"G2600730","2016","MI",,,"Michigan","26","Isabella County","073",,,,,,,,,,,,,,,,,,"05000US26073","Isabella County, Michigan",28790,23920,4870,"Isabella County, Michigan",290,955,894
"G2600750","2016","MI",,,"Michigan","26","Jackson County","075",,,,,,,,,,,,,,,,,,"05000US26075","Jackson County, Michigan",69005,59993,9012,"Jackson County, Michigan",491,1688,1642
"G2600770","2016","MI",,,"Michigan","26","Kalamazoo County","077",,,,,,,,,,,,,,,,,,"05000US26077","Kalamazoo County, Michigan",111075,102336,8739,"Kalamazoo County, Michigan",551,1841,1758
"G2600810","2016","MI",,,"Michigan","26","Kent County","081",,,,,,,,,,,,,,,,,,"05000US26081","Kent County, Michigan",251351,238472,12879,"Kent County, Michigan",809,2322,2135
"G2600870","2016","MI",,,"Michigan","26","Lapeer County","087",,,,,,,,,,,,,,,,,,"05000US26087","Lapeer County, Michigan",36321,33178,3143,"Lapeer County, Michigan",188,923,912
"G2600910","2016","MI",,,"Michigan","26","Lenawee County","091",,,,,,,,,,,,,,,,,,"05000US26091","Lenawee County, Michigan",43477,37781,5696,"Lenawee County, Michigan",356,1320,1302
"G2600930","2016","MI",,,"Michigan","26","Livingston County","093",,,,,,,,,,,,,,,,,,"05000US26093","Livingston County, Michigan",75987,70787,5200,"Livingston County, Michigan",232,1244,1233
"G2600990","2016","MI",,,"Michigan","26","Macomb County","099",,,,,,,,,,,,,,,,,,"05000US26099","Macomb County, Michigan",363986,342255,21731,"Macomb County, Michigan",451,3004,3018
"G2601030","2016","MI",,,"Michigan","26","Marquette County","103",,,,,,,,,,,,,,,,,,"05000US26103","Marquette County, Michigan",34589,25822,8767,"Marquette County, Michigan",308,873,907
"G2601110","2016","MI",,,"Michigan","26","Midland County","111",,,,,,,,,,,,,,,,,,"05000US26111","Midland County, Michigan",36535,34381,2154,"Midland County, Michigan",206,705,673
"G2601150","2016","MI",,,"Michigan","26","Monroe County","115",,,,,,,,,,,,,,,,,,"05000US26115","Monroe County, Michigan",63694,58789,4905,"Monroe County, Michigan",219,1096,1114
"G2601210","2016","MI",,,"Michigan","26","Muskegon County","121",,,,,,,,,,,,,,,,,,"05000US26121","Muskegon County, Michigan",73452,65437,8015,"Muskegon County, Michigan",378,1620,1517
"G2601250","2016","MI",,,"Michigan","26","Oakland County","125",,,,,,,,,,,,,,,,,,"05000US26125","Oakland County, Michigan",536840,500750,36090,"Oakland County, Michigan",572,3647,3678
"G2601390","2016","MI",,,"Michigan","26","Ottawa County","139",,,,,,,,,,,,,,,,,,"05000US26139","Ottawa County, Michigan",106905,100425,6480,"Ottawa County, Michigan",507,1475,1433
"G2601450","2016","MI",,,"Michigan","26","Saginaw County","145",,,,,,,,,,,,,,,,,,"05000US26145","Saginaw County, Michigan",87039,78494,8545,"Saginaw County, Michigan",574,1405,1330
"G2601470","2016","MI",,,"Michigan","26","St. Clair County","147",,,,,,,,,,,,,,,,,,"05000US26147","St. Clair County, Michigan",71868,65681,6187,"St. Clair County, Michigan",418,1350,1298
"G2601550","2016","MI",,,"Michigan","26","Shiawassee County","155",,,,,,,,,,,,,,,,,,"05000US26155","Shiawassee County, Michigan",29988,28071,1917,"Shiawassee County, Michigan",172,602,616
"G2601590","2016","MI",,,"Michigan","26","Van Buren County","159",,,,,,,,,,,,,,,,,,"05000US26159","Van Buren County, Michigan",36725,29337,7388,"Van Buren County, Michigan",290,1095,1066
"G2601610","2016","MI",,,"Michigan","26","Washtenaw County","161",,,,,,,,,,,,,,,,,,"05000US26161","Washtenaw County, Michigan",149932,140079,9853,"Washtenaw County, Michigan",880,1822,1541
"G2601630","2016","MI",,,"Michigan","26","Wayne County","163",,,,,,,,,,,,,,,,,,"05000US26163","Wayne County, Michigan",814339,677208,137131,"Wayne County, Michigan",1268,5301,4862
"G2700030","2016","MN",,,"Minnesota","27","Anoka County","003",,,,,,,,,,,,,,,,,,"05000US27003","Anoka County, Minnesota",130510,126477,4033,"Anoka County, Minnesota",311,1009,957
"G2700130","2016","MN",,,"Minnesota","27","Blue Earth County","013",,,,,,,,,,,,,,,,,,"05000US27013","Blue Earth County, Minnesota",27994,25687,2307,"Blue Earth County, Minnesota",273,603,604
"G2700190","2016","MN",,,"Minnesota","27","Carver County","019",,,,,,,,,,,,,,,,,,"05000US27019","Carver County, Minnesota",37538,36784,754,"Carver County, Minnesota",140,383,374
"G2700370","2016","MN",,,"Minnesota","27","Dakota County","037",,,,,,,,,,,,,,,,,,"05000US27037","Dakota County, Minnesota",164738,159765,4973,"Dakota County, Minnesota",326,1427,1406
"G2700530","2016","MN",,,"Minnesota","27","Hennepin County","053",,,,,,,,,,,,,,,,,,"05000US27053","Hennepin County, Minnesota",528489,502061,26428,"Hennepin County, Minnesota",957,3716,3633
"G2701090","2016","MN",,,"Minnesota","27","Olmsted County","109",,,,,,,,,,,,,,,,,,"05000US27109","Olmsted County, Minnesota",63800,61357,2443,"Olmsted County, Minnesota",354,1001,956
"G2701230","2016","MN",,,"Minnesota","27","Ramsey County","123",,,,,,,,,,,,,,,,,,"05000US27123","Ramsey County, Minnesota",219014,208743,10271,"Ramsey County, Minnesota",791,1912,1667
"G2701310","2016","MN",,,"Minnesota","27","Rice County","131",,,,,,,,,,,,,,,,,,"05000US27131","Rice County, Minnesota",24696,22895,1801,"Rice County, Minnesota",509,782,577
"G2701370","2016","MN",,,"Minnesota","27","St. Louis County","137",,,,,,,,,,,,,,,,,,"05000US27137","St. Louis County, Minnesota",103851,85170,18681,"St. Louis County, Minnesota",763,1615,1465
"G2701390","2016","MN",,,"Minnesota","27","Scott County","139",,,,,,,,,,,,,,,,,,"05000US27139","Scott County, Minnesota",50400,48237,2163,"Scott County, Minnesota",229,999,971
"G2701410","2016","MN",,,"Minnesota","27","Sherburne County","141",,,,,,,,,,,,,,,,,,"05000US27141","Sherburne County, Minnesota",33404,31574,1830,"Sherburne County, Minnesota",484,1131,948
"G2701450","2016","MN",,,"Minnesota","27","Stearns County","145",,,,,,,,,,,,,,,,,,"05000US27145","Stearns County, Minnesota",63705,58656,5049,"Stearns County, Minnesota",590,1176,995
"G2701630","2016","MN",,,"Minnesota","27","Washington County","163",,,,,,,,,,,,,,,,,,"05000US27163","Washington County, Minnesota",97039,92384,4655,"Washington County, Minnesota",405,1457,1384
"G2701710","2016","MN",,,"Minnesota","27","Wright County","171",,,,,,,,,,,,,,,,,,"05000US27171","Wright County, Minnesota",50767,47571,3196,"Wright County, Minnesota",147,681,664
"G2800330","2016","MS",,,"Mississippi","28","DeSoto County","033",,,,,,,,,,,,,,,,,,"05000US28033","DeSoto County, Mississippi",65828,61039,4789,"DeSoto County, Mississippi",231,1235,1208
"G2800350","2016","MS",,,"Mississippi","28","Forrest County","035",,,,,,,,,,,,,,,,,,"05000US28035","Forrest County, Mississippi",32887,28007,4880,"Forrest County, Mississippi",483,1273,1176
"G2800470","2016","MS",,,"Mississippi","28","Harrison County","047",,,,,,,,,,,,,,,,,,"05000US28047","Harrison County, Mississippi",91463,75266,16197,"Harrison County, Mississippi",251,2338,2348
"G2800490","2016","MS",,,"Mississippi","28","Hinds County","049",,,,,,,,,,,,,,,,,,"05000US28049","Hinds County, Mississippi",104648,91065,13583,"Hinds County, Mississippi",557,1798,1701
"G2800590","2016","MS",,,"Mississippi","28","Jackson County","059",,,,,,,,,,,,,,,,,,"05000US28059","Jackson County, Mississippi",61651,51637,10014,"Jackson County, Mississippi",234,1850,1862
"G2800670","2016","MS",,,"Mississippi","28","Jones County","067",,,,,,,,,,,,,,,,,,"05000US28067","Jones County, Mississippi",28719,24901,3818,"Jones County, Mississippi",242,1199,1191
"G2800750","2016","MS",,,"Mississippi","28","Lauderdale County","075",,,,,,,,,,,,,,,,,,"05000US28075","Lauderdale County, Mississippi",35085,28457,6628,"Lauderdale County, Mississippi",368,1463,1446
"G2800810","2016","MS",,,"Mississippi","28","Lee County","081",,,,,,,,,,,,,,,,,,"05000US28081","Lee County, Mississippi",36413,33209,3204,"Lee County, Mississippi",187,974,988
"G2800890","2016","MS",,,"Mississippi","28","Madison County","089",,,,,,,,,,,,,,,,,,"05000US28089","Madison County, Mississippi",42534,38251,4283,"Madison County, Mississippi",229,1372,1381
"G2801210","2016","MS",,,"Mississippi","28","Rankin County","121",,,,,,,,,,,,,,,,,,"05000US28121","Rankin County, Mississippi",59257,56353,2904,"Rankin County, Mississippi",565,1338,1218
"G2900190","2016","MO",,,"Missouri","29","Boone County","019",,,,,,,,,,,,,,,,,,"05000US29019","Boone County, Missouri",75723,68848,6875,"Boone County, Missouri",519,1784,1701
"G2900210","2016","MO",,,"Missouri","29","Buchanan County","021",,,,,,,,,,,,,,,,,,"05000US29021","Buchanan County, Missouri",38555,33971,4584,"Buchanan County, Missouri",462,1084,1029
"G2900310","2016","MO",,,"Missouri","29","Cape Girardeau County","031",,,,,,,,,,,,,,,,,,"05000US29031","Cape Girardeau County, Missouri",33287,29384,3903,"Cape Girardeau County, Missouri",357,1149,1046
"G2900370","2016","MO",,,"Missouri","29","Cass County","037",,,,,,,,,,,,,,,,,,"05000US29037","Cass County, Missouri",40998,38983,2015,"Cass County, Missouri",140,788,775
"G2900430","2016","MO",,,"Missouri","29","Christian County","043",,,,,,,,,,,,,,,,,,"05000US29043","Christian County, Missouri",33374,30920,2454,"Christian County, Missouri",130,1059,1056
"G2900470","2016","MO",,,"Missouri","29","Clay County","047",,,,,,,,,,,,,,,,,,"05000US29047","Clay County, Missouri",96502,89398,7104,"Clay County, Missouri",353,1764,1811
"G2900510","2016","MO",,,"Missouri","29","Cole County","051",,,,,,,,,,,,,,,,,,"05000US29051","Cole County, Missouri",33044,29995,3049,"Cole County, Missouri",380,1096,1018
"G2900710","2016","MO",,,"Missouri","29","Franklin County","071",,,,,,,,,,,,,,,,,,"05000US29071","Franklin County, Missouri",44365,40023,4342,"Franklin County, Missouri",134,1199,1202
"G2900770","2016","MO",,,"Missouri","29","Greene County","077",,,,,,,,,,,,,,,,,,"05000US29077","Greene County, Missouri",131901,121734,10167,"Greene County, Missouri",862,1955,1718
"G2900950","2016","MO",,,"Missouri","29","Jackson County","095",,,,,,,,,,,,,,,,,,"05000US29095","Jackson County, Missouri",319805,281910,37895,"Jackson County, Missouri",611,3278,3338
"G2900970","2016","MO",,,"Missouri","29","Jasper County","097",,,,,,,,,,,,,,,,,,"05000US29097","Jasper County, Missouri",52029,45730,6299,"Jasper County, Missouri",197,1497,1473
"G2900990","2016","MO",,,"Missouri","29","Jefferson County","099",,,,,,,,,,,,,,,,,,"05000US29099","Jefferson County, Missouri",89445,83754,5691,"Jefferson County, Missouri",274,1394,1380
"G2901650","2016","MO",,,"Missouri","29","Platte County","165",,,,,,,,,,,,,,,,,,"05000US29165","Platte County, Missouri",41172,37929,3243,"Platte County, Missouri",158,1025,1034
"G2901830","2016","MO",,,"Missouri","29","St. Charles County","183",,,,,,,,,,,,,,,,,,"05000US29183","St. Charles County, Missouri",151750,143152,8598,"St. Charles County, Missouri",1165,2185,1799
"G2901870","2016","MO",,,"Missouri","29","St. Francois County","187",,,,,,,,,,,,,,,,,,"05000US29187","St. Francois County, Missouri",29525,24350,5175,"St. Francois County, Missouri",338,1203,1152
"G2901890","2016","MO",,,"Missouri","29","St. Louis County","189",,,,,,,,,,,,,,,,,,"05000US29189","St. Louis County, Missouri",439940,403271,36669,"St. Louis County, Missouri",676,3995,4150
"G2905100","2016","MO",,,"Missouri","29","St. Louis city","510",,,,,,,,,,,,,,,,,,"05000US29510","St. Louis city, Missouri",175710,139021,36689,"St. Louis city, Missouri",956,3248,3189
"G3000130","2016","MT",,,"Montana","30","Cascade County","013",,,,,,,,,,,,,,,,,,"05000US30013","Cascade County, Montana",38058,33759,4299,"Cascade County, Montana",298,967,919
"G3000290","2016","MT",,,"Montana","30","Flathead County","029",,,,,,,,,,,,,,,,,,"05000US30029","Flathead County, Montana",47650,39279,8371,"Flathead County, Montana",222,1534,1517
"G3000310","2016","MT",,,"Montana","30","Gallatin County","031",,,,,,,,,,,,,,,,,,"05000US30031","Gallatin County, Montana",47341,39644,7697,"Gallatin County, Montana",269,1504,1503
"G3000490","2016","MT",,,"Montana","30","Lewis and Clark County","049",,,,,,,,,,,,,,,,,,"05000US30049","Lewis and Clark County, Montana",30949,27283,3666,"Lewis and Clark County, Montana",341,1043,1001
"G3000630","2016","MT",,,"Montana","30","Missoula County","063",,,,,,,,,,,,,,,,,,"05000US30063","Missoula County, Montana",52325,47725,4600,"Missoula County, Montana",405,1317,1201
"G3001110","2016","MT",,,"Montana","30","Yellowstone County","111",,,,,,,,,,,,,,,,,,"05000US30111","Yellowstone County, Montana",69135,65019,4116,"Yellowstone County, Montana",475,1450,1336
"G3100550","2016","NE",,,"Nebraska","31","Douglas County","055",,,,,,,,,,,,,,,,,,"05000US31055","Douglas County, Nebraska",231457,214073,17384,"Douglas County, Nebraska",644,2230,2081
"G3101090","2016","NE",,,"Nebraska","31","Lancaster County","109",,,,,,,,,,,,,,,,,,"05000US31109","Lancaster County, Nebraska",128755,122027,6728,"Lancaster County, Nebraska",796,2130,1856
"G3101530","2016","NE",,,"Nebraska","31","Sarpy County","153",,,,,,,,,,,,,,,,,,"05000US31153","Sarpy County, Nebraska",67854,64863,2991,"Sarpy County, Nebraska",206,949,983
"G3200030","2016","NV",,,"Nevada","32","Clark County","003",,,,,,,,,,,,,,,,,,"05000US32003","Clark County, Nevada",881238,755258,125980,"Clark County, Nevada",639,5554,5557
"G3200310","2016","NV",,,"Nevada","32","Washoe County","031",,,,,,,,,,,,,,,,,,"05000US32031","Washoe County, Nevada",191390,174726,16664,"Washoe County, Nevada",601,1883,1792
"G3300050","2016","NH",,,"New Hampshire","33","Cheshire County","005",,,,,,,,,,,,,,,,,,"05000US33005","Cheshire County, New Hampshire",35149,29428,5721,"Cheshire County, New Hampshire",350,1274,1185
"G3300090","2016","NH",,,"New Hampshire","33","Grafton County","009",,,,,,,,,,,,,,,,,,"05000US33009","Grafton County, New Hampshire",52063,33546,18517,"Grafton County, New Hampshire",389,1576,1527
"G3300110","2016","NH",,,"New Hampshire","33","Hillsborough County","011",,,,,,,,,,,,,,,,,,"05000US33011","Hillsborough County, New Hampshire",168696,158777,9919,"Hillsborough County, New Hampshire",615,1766,1719
"G3300130","2016","NH",,,"New Hampshire","33","Merrimack County","013",,,,,,,,,,,,,,,,,,"05000US33013","Merrimack County, New Hampshire",64088,57531,6557,"Merrimack County, New Hampshire",557,1332,1259
"G3300150","2016","NH",,,"New Hampshire","33","Rockingham County","015",,,,,,,,,,,,,,,,,,"05000US33015","Rockingham County, New Hampshire",130189,119688,10501,"Rockingham County, New Hampshire",275,1929,1890
"G3300170","2016","NH",,,"New Hampshire","33","Strafford County","017",,,,,,,,,,,,,,,,,,"05000US33017","Strafford County, New Hampshire",52913,48351,4562,"Strafford County, New Hampshire",685,1519,1349
"G3400010","2016","NJ",,,"New Jersey","34","Atlantic County","001",,,,,,,,,,,,,,,,,,"05000US34001","Atlantic County, New Jersey",128013,96777,31236,"Atlantic County, New Jersey",349,2551,2499
"G3400030","2016","NJ",,,"New Jersey","34","Bergen County","003",,,,,,,,,,,,,,,,,,"05000US34003","Bergen County, New Jersey",356518,337227,19291,"Bergen County, New Jersey",593,2888,2888
"G3400050","2016","NJ",,,"New Jersey","34","Burlington County","005",,,,,,,,,,,,,,,,,,"05000US34005","Burlington County, New Jersey",179013,165862,13151,"Burlington County, New Jersey",749,1895,1823
"G3400070","2016","NJ",,,"New Jersey","34","Camden County","007",,,,,,,,,,,,,,,,,,"05000US34007","Camden County, New Jersey",205832,185512,20320,"Camden County, New Jersey",473,2503,2508
"G3400090","2016","NJ",,,"New Jersey","34","Cape May County","009",,,,,,,,,,,,,,,,,,"05000US34009","Cape May County, New Jersey",99233,38895,60338,"Cape May County, New Jersey",511,2016,2060
"G3400110","2016","NJ",,,"New Jersey","34","Cumberland County","011",,,,,,,,,,,,,,,,,,"05000US34011","Cumberland County, New Jersey",56426,50787,5639,"Cumberland County, New Jersey",760,1533,1376
"G3400130","2016","NJ",,,"New Jersey","34","Essex County","013",,,,,,,,,,,,,,,,,,"05000US34013","Essex County, New Jersey",315479,280734,34745,"Essex County, New Jersey",934,2584,2415
"G3400150","2016","NJ",,,"New Jersey","34","Gloucester County","015",,,,,,,,,,,,,,,,,,"05000US34015","Gloucester County, New Jersey",113020,105436,7584,"Gloucester County, New Jersey",291,1724,1643
"G3400170","2016","NJ",,,"New Jersey","34","Hudson County","017",,,,,,,,,,,,,,,,,,"05000US34017","Hudson County, New Jersey",279664,253321,26343,"Hudson County, New Jersey",1343,2976,2885
"G3400190","2016","NJ",,,"New Jersey","34","Hunterdon County","019",,,,,,,,,,,,,,,,,,"05000US34019","Hunterdon County, New Jersey",50132,47195,2937,"Hunterdon County, New Jersey",288,1182,1141
"G3400210","2016","NJ",,,"New Jersey","34","Mercer County","021",,,,,,,,,,,,,,,,,,"05000US34021","Mercer County, New Jersey",144734,128332,16402,"Mercer County, New Jersey",626,2175,1999
"G3400230","2016","NJ",,,"New Jersey","34","Middlesex County","023",,,,,,,,,,,,,,,,,,"05000US34023","Middlesex County, New Jersey",300611,283661,16950,"Middlesex County, New Jersey",1006,3081,2931
"G3400250","2016","NJ",,,"New Jersey","34","Monmouth County","025",,,,,,,,,,,,,,,,,,"05000US34025","Monmouth County, New Jersey",261053,230769,30284,"Monmouth County, New Jersey",378,3025,2990
"G3400270","2016","NJ",,,"New Jersey","34","Morris County","027",,,,,,,,,,,,,,,,,,"05000US34027","Morris County, New Jersey",192065,181059,11006,"Morris County, New Jersey",716,1858,1821
"G3400290","2016","NJ",,,"New Jersey","34","Ocean County","029",,,,,,,,,,,,,,,,,,"05000US34029","Ocean County, New Jersey",282205,224308,57897,"Ocean County, New Jersey",540,3641,3614
"G3400310","2016","NJ",,,"New Jersey","34","Passaic County","031",,,,,,,,,,,,,,,,,,"05000US34031","Passaic County, New Jersey",177006,163868,13138,"Passaic County, New Jersey",491,2066,2028
"G3400330","2016","NJ",,,"New Jersey","34","Salem County","033",,,,,,,,,,,,,,,,,,"05000US34033","Salem County, New Jersey",27613,24195,3418,"Salem County, New Jersey",332,963,909
"G3400350","2016","NJ",,,"New Jersey","34","Somerset County","035",,,,,,,,,,,,,,,,,,"05000US34035","Somerset County, New Jersey",126301,116169,10132,"Somerset County, New Jersey",412,2032,1993
"G3400370","2016","NJ",,,"New Jersey","34","Sussex County","037",,,,,,,,,,,,,,,,,,"05000US34037","Sussex County, New Jersey",62364,51978,10386,"Sussex County, New Jersey",483,1940,1901
