GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,BTTRA,BTBGA,NAME_E,JRJE001,JRJE002,JRJE003,NAME_M,JRJM001,JRJM002,JRJM003
"G3700830","2006-2010","NC",,,"North Carolina","37","Halifax County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37083",,,"Halifax County, North Carolina",25829,21590,4239,"Halifax County, North Carolina",108,455,453
"G3700850","2006-2010","NC",,,"North Carolina","37","Harnett County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37085",,,"Harnett County, North Carolina",45545,39111,6434,"Harnett County, North Carolina",699,904,621
"G3700870","2006-2010","NC",,,"North Carolina","37","Haywood County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37087",,,"Haywood County, North Carolina",34075,26445,7630,"Haywood County, North Carolina",244,626,544
"G3700890","2006-2010","NC",,,"North Carolina","37","Henderson County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37089",,,"Henderson County, North Carolina",53151,45109,8042,"Henderson County, North Carolina",359,728,680
"G3700910","2006-2010","NC",,,"North Carolina","37","Hertford County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37091",,,"Hertford County, North Carolina",10509,9007,1502,"Hertford County, North Carolina",146,270,233
"G3700930","2006-2010","NC",,,"North Carolina","37","Hoke County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37093",,,"Hoke County, North Carolina",17196,14232,2964,"Hoke County, North Carolina",391,646,444
"G3700950","2006-2010","NC",,,"North Carolina","37","Hyde County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37095",,,"Hyde County, North Carolina",3216,1921,1295,"Hyde County, North Carolina",560,538,224
"G3700970","2006-2010","NC",,,"North Carolina","37","Iredell County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37097",,,"Iredell County, North Carolina",66862,58006,8856,"Iredell County, North Carolina",234,758,756
"G3700990","2006-2010","NC",,,"North Carolina","37","Jackson County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37099",,,"Jackson County, North Carolina",25128,15866,9262,"Jackson County, North Carolina",302,607,556
"G3701010","2006-2010","NC",,,"North Carolina","37","Johnston County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37101",,,"Johnston County, North Carolina",65431,59093,6338,"Johnston County, North Carolina",120,658,650
"G3701030","2006-2010","NC",,,"North Carolina","37","Jones County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37103",,,"Jones County, North Carolina",4784,4086,698,"Jones County, North Carolina",22,144,140
"G3701050","2006-2010","NC",,,"North Carolina","37","Lee County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37105",,,"Lee County, North Carolina",23633,20986,2647,"Lee County, North Carolina",122,437,405
"G3701070","2006-2010","NC",,,"North Carolina","37","Lenoir County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37107",,,"Lenoir County, North Carolina",27578,24142,3436,"Lenoir County, North Carolina",216,527,436
"G3701090","2006-2010","NC",,,"North Carolina","37","Lincoln County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37109",,,"Lincoln County, North Carolina",32727,29407,3320,"Lincoln County, North Carolina",326,512,456
"G3701110","2006-2010","NC",,,"North Carolina","37","McDowell County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37111",,,"McDowell County, North Carolina",20483,17560,2923,"McDowell County, North Carolina",172,432,368
"G3701130","2006-2010","NC",,,"North Carolina","37","Macon County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37113",,,"Macon County, North Carolina",24606,15780,8826,"Macon County, North Carolina",192,590,554
"G3701150","2006-2010","NC",,,"North Carolina","37","Madison County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37115",,,"Madison County, North Carolina",10551,8002,2549,"Madison County, North Carolina",350,520,361
"G3701170","2006-2010","NC",,,"North Carolina","37","Martin County","117",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37117",,,"Martin County, North Carolina",11608,9954,1654,"Martin County, North Carolina",106,309,295
"G3701190","2006-2010","NC",,,"North Carolina","37","Mecklenburg County","119",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37119",,,"Mecklenburg County, North Carolina",386160,350392,35768,"Mecklenburg County, North Carolina",437,1878,1838
"G3701210","2006-2010","NC",,,"North Carolina","37","Mitchell County","121",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37121",,,"Mitchell County, North Carolina",8578,6812,1766,"Mitchell County, North Carolina",82,281,274
"G3701230","2006-2010","NC",,,"North Carolina","37","Montgomery County","123",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37123",,,"Montgomery County, North Carolina",15697,9853,5844,"Montgomery County, North Carolina",275,507,451
"G3701250","2006-2010","NC",,,"North Carolina","37","Moore County","125",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37125",,,"Moore County, North Carolina",42797,34030,8767,"Moore County, North Carolina",164,663,642
"G3701270","2006-2010","NC",,,"North Carolina","37","Nash County","127",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37127",,,"Nash County, North Carolina",41766,37762,4004,"Nash County, North Carolina",200,599,583
"G3701290","2006-2010","NC",,,"North Carolina","37","New Hanover County","129",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37129",,,"New Hanover County, North Carolina",99426,83679,15747,"New Hanover County, North Carolina",322,865,812
"G3701310","2006-2010","NC",,,"North Carolina","37","Northampton County","131",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37131",,,"Northampton County, North Carolina",11551,8377,3174,"Northampton County, North Carolina",60,304,316
"G3701330","2006-2010","NC",,,"North Carolina","37","Onslow County","133",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37133",,,"Onslow County, North Carolina",65939,56633,9306,"Onslow County, North Carolina",606,892,649
"G3701350","2006-2010","NC",,,"North Carolina","37","Orange County","135",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37135",,,"Orange County, North Carolina",54911,50085,4826,"Orange County, North Carolina",458,711,558
"G3701370","2006-2010","NC",,,"North Carolina","37","Pamlico County","137",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37137",,,"Pamlico County, North Carolina",7449,5463,1986,"Pamlico County, North Carolina",157,295,273
"G3701390","2006-2010","NC",,,"North Carolina","37","Pasquotank County","139",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37139",,,"Pasquotank County, North Carolina",16488,14563,1925,"Pasquotank County, North Carolina",198,335,294
"G3701410","2006-2010","NC",,,"North Carolina","37","Pender County","141",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37141",,,"Pender County, North Carolina",26081,20209,5872,"Pender County, North Carolina",153,438,426
"G3701430","2006-2010","NC",,,"North Carolina","37","Perquimans County","143",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37143",,,"Perquimans County, North Carolina",6887,5353,1534,"Perquimans County, North Carolina",85,257,258
"G3701450","2006-2010","NC",,,"North Carolina","37","Person County","145",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37145",,,"Person County, North Carolina",17861,15388,2473,"Person County, North Carolina",116,425,412
"G3701470","2006-2010","NC",,,"North Carolina","37","Pitt County","147",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37147",,,"Pitt County, North Carolina",72954,64005,8949,"Pitt County, North Carolina",460,931,811
"G3701490","2006-2010","NC",,,"North Carolina","37","Polk County","149",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37149",,,"Polk County, North Carolina",11123,9038,2085,"Polk County, North Carolina",147,304,286
"G3701510","2006-2010","NC",,,"North Carolina","37","Randolph County","151",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37151",,,"Randolph County, North Carolina",60510,54925,5585,"Randolph County, North Carolina",155,619,579
"G3701530","2006-2010","NC",,,"North Carolina","37","Richmond County","153",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37153",,,"Richmond County, North Carolina",20810,17228,3582,"Richmond County, North Carolina",145,428,401
"G3701550","2006-2010","NC",,,"North Carolina","37","Robeson County","155",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37155",,,"Robeson County, North Carolina",52327,44504,7823,"Robeson County, North Carolina",209,730,688
"G3701570","2006-2010","NC",,,"North Carolina","37","Rockingham County","157",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37157",,,"Rockingham County, North Carolina",43425,37831,5594,"Rockingham County, North Carolina",186,545,555
"G3701590","2006-2010","NC",,,"North Carolina","37","Rowan County","159",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37159",,,"Rowan County, North Carolina",59630,52877,6753,"Rowan County, North Carolina",252,766,749
"G3701610","2006-2010","NC",,,"North Carolina","37","Rutherford County","161",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37161",,,"Rutherford County, North Carolina",33338,27458,5880,"Rutherford County, North Carolina",163,567,541
"G3701630","2006-2010","NC",,,"North Carolina","37","Sampson County","163",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37163",,,"Sampson County, North Carolina",27063,23781,3282,"Sampson County, North Carolina",75,377,378
"G3701650","2006-2010","NC",,,"North Carolina","37","Scotland County","165",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37165",,,"Scotland County, North Carolina",15206,13236,1970,"Scotland County, North Carolina",422,501,305
"G3701670","2006-2010","NC",,,"North Carolina","37","Stanly County","167",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37167",,,"Stanly County, North Carolina",26904,22134,4770,"Stanly County, North Carolina",245,508,422
"G3701690","2006-2010","NC",,,"North Carolina","37","Stokes County","169",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37169",,,"Stokes County, North Carolina",21596,18759,2837,"Stokes County, North Carolina",88,485,484
"G3701710","2006-2010","NC",,,"North Carolina","37","Surry County","171",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37171",,,"Surry County, North Carolina",33374,29668,3706,"Surry County, North Carolina",198,505,460
"G3701730","2006-2010","NC",,,"North Carolina","37","Swain County","173",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37173",,,"Swain County, North Carolina",8529,5772,2757,"Swain County, North Carolina",93,363,355
"G3701750","2006-2010","NC",,,"North Carolina","37","Transylvania County","175",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37175",,,"Transylvania County, North Carolina",18658,13847,4811,"Transylvania County, North Carolina",553,721,476
"G3701770","2006-2010","NC",,,"North Carolina","37","Tyrrell County","177",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37177",,,"Tyrrell County, North Carolina",2209,1663,546,"Tyrrell County, North Carolina",206,219,146
"G3701790","2006-2010","NC",,,"North Carolina","37","Union County","179",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37179",,,"Union County, North Carolina",70065,65635,4430,"Union County, North Carolina",237,569,522
"G3701810","2006-2010","NC",,,"North Carolina","37","Vance County","181",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37181",,,"Vance County, North Carolina",19888,16473,3415,"Vance County, North Carolina",166,430,421
"G3701830","2006-2010","NC",,,"North Carolina","37","Wake County","183",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37183",,,"Wake County, North Carolina",355278,325486,29792,"Wake County, North Carolina",556,1597,1659
"G3701850","2006-2010","NC",,,"North Carolina","37","Warren County","185",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37185",,,"Warren County, North Carolina",11711,7835,3876,"Warren County, North Carolina",97,357,349
"G3701870","2006-2010","NC",,,"North Carolina","37","Washington County","187",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37187",,,"Washington County, North Carolina",6445,4911,1534,"Washington County, North Carolina",94,278,266
"G3701890","2006-2010","NC",,,"North Carolina","37","Watauga County","189",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37189",,,"Watauga County, North Carolina",30743,21153,9590,"Watauga County, North Carolina",408,633,509
"G3701910","2006-2010","NC",,,"North Carolina","37","Wayne County","191",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37191",,,"Wayne County, North Carolina",52307,46280,6027,"Wayne County, North Carolina",279,559,515
"G3701930","2006-2010","NC",,,"North Carolina","37","Wilkes County","193",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37193",,,"Wilkes County, North Carolina",32605,27814,4791,"Wilkes County, North Carolina",148,518,516
"G3701950","2006-2010","NC",,,"North Carolina","37","Wilson County","195",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37195",,,"Wilson County, North Carolina",34942,31677,3265,"Wilson County, North Carolina",248,529,434
"G3701970","2006-2010","NC",,,"North Carolina","37","Yadkin County","197",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37197",,,"Yadkin County, North Carolina",17186,14908,2278,"Yadkin County, North Carolina",86,358,334
"G3701990","2006-2010","NC",,,"North Carolina","37","Yancey County","199",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37199",,,"Yancey County, North Carolina",10893,7491,3402,"Yancey County, North Carolina",67,416,417
"G3800010","2006-2010","ND",,,"North Dakota","38","Adams County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38001",,,"Adams County, North Dakota",1353,1015,338,"Adams County, North Dakota",116,97,69
"G3800030","2006-2010","ND",,,"North Dakota","38","Barnes County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38003",,,"Barnes County, North Dakota",5694,4830,864,"Barnes County, North Dakota",89,162,160
"G3800050","2006-2010","ND",,,"North Dakota","38","Benson County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38005",,,"Benson County, North Dakota",2963,2307,656,"Benson County, North Dakota",24,88,87
"G3800070","2006-2010","ND",,,"North Dakota","38","Billings County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38007",,,"Billings County, North Dakota",488,354,134,"Billings County, North Dakota",36,38,35
"G3800090","2006-2010","ND",,,"North Dakota","38","Bottineau County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38009",,,"Bottineau County, North Dakota",4362,3010,1352,"Bottineau County, North Dakota",134,168,112
"G3800110","2006-2010","ND",,,"North Dakota","38","Bowman County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38011",,,"Bowman County, North Dakota",1636,1318,318,"Bowman County, North Dakota",83,90,60
"G3800130","2006-2010","ND",,,"North Dakota","38","Burke County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38013",,,"Burke County, North Dakota",1251,982,269,"Burke County, North Dakota",70,65,54
"G3800150","2006-2010","ND",,,"North Dakota","38","Burleigh County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38015",,,"Burleigh County, North Dakota",34557,33001,1556,"Burleigh County, North Dakota",278,456,376
"G3800170","2006-2010","ND",,,"North Dakota","38","Cass County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38017",,,"Cass County, North Dakota",65986,62916,3070,"Cass County, North Dakota",484,687,476
"G3800190","2006-2010","ND",,,"North Dakota","38","Cavalier County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38019",,,"Cavalier County, North Dakota",2392,1760,632,"Cavalier County, North Dakota",98,84,112
"G3800210","2006-2010","ND",,,"North Dakota","38","Dickey County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38021",,,"Dickey County, North Dakota",2650,2167,483,"Dickey County, North Dakota",67,105,92
"G3800230","2006-2010","ND",,,"North Dakota","38","Divide County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38023",,,"Divide County, North Dakota",1408,1012,396,"Divide County, North Dakota",80,75,65
"G3800250","2006-2010","ND",,,"North Dakota","38","Dunn County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38025",,,"Dunn County, North Dakota",2117,1318,799,"Dunn County, North Dakota",78,90,71
"G3800270","2006-2010","ND",,,"North Dakota","38","Eddy County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38027",,,"Eddy County, North Dakota",1300,1036,264,"Eddy County, North Dakota",54,58,57
"G3800290","2006-2010","ND",,,"North Dakota","38","Emmons County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38029",,,"Emmons County, North Dakota",2099,1608,491,"Emmons County, North Dakota",35,72,62
"G3800310","2006-2010","ND",,,"North Dakota","38","Foster County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38031",,,"Foster County, North Dakota",1837,1506,331,"Foster County, North Dakota",66,81,79
"G3800330","2006-2010","ND",,,"North Dakota","38","Golden Valley County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38033",,,"Golden Valley County, North Dakota",956,730,226,"Golden Valley County, North Dakota",55,54,44
"G3800350","2006-2010","ND",,,"North Dakota","38","Grand Forks County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38035",,,"Grand Forks County, North Dakota",29048,26514,2534,"Grand Forks County, North Dakota",290,522,430
"G3800370","2006-2010","ND",,,"North Dakota","38","Grant County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38037",,,"Grant County, North Dakota",1721,1152,569,"Grant County, North Dakota",39,69,58
"G3800390","2006-2010","ND",,,"North Dakota","38","Griggs County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38039",,,"Griggs County, North Dakota",1463,1099,364,"Griggs County, North Dakota",68,80,57
"G3800410","2006-2010","ND",,,"North Dakota","38","Hettinger County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38041",,,"Hettinger County, North Dakota",1460,1177,283,"Hettinger County, North Dakota",78,75,48
"G3800430","2006-2010","ND",,,"North Dakota","38","Kidder County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38043",,,"Kidder County, North Dakota",1678,1188,490,"Kidder County, North Dakota",74,75,63
"G3800450","2006-2010","ND",,,"North Dakota","38","LaMoure County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38045",,,"LaMoure County, North Dakota",2252,1962,290,"LaMoure County, North Dakota",35,66,61
"G3800470","2006-2010","ND",,,"North Dakota","38","Logan County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38047",,,"Logan County, North Dakota",1075,815,260,"Logan County, North Dakota",82,76,45
"G3800490","2006-2010","ND",,,"North Dakota","38","McHenry County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38049",,,"McHenry County, North Dakota",2963,2540,423,"McHenry County, North Dakota",27,84,79
"G3800510","2006-2010","ND",,,"North Dakota","38","McIntosh County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38051",,,"McIntosh County, North Dakota",1931,1337,594,"McIntosh County, North Dakota",75,81,66
"G3800530","2006-2010","ND",,,"North Dakota","38","McKenzie County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38053",,,"McKenzie County, North Dakota",3019,2468,551,"McKenzie County, North Dakota",13,114,115
"G3800550","2006-2010","ND",,,"North Dakota","38","McLean County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38055",,,"McLean County, North Dakota",5528,3937,1591,"McLean County, North Dakota",102,160,129
"G3800570","2006-2010","ND",,,"North Dakota","38","Mercer County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38057",,,"Mercer County, North Dakota",4435,3644,791,"Mercer County, North Dakota",59,135,126
"G3800590","2006-2010","ND",,,"North Dakota","38","Morton County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38059",,,"Morton County, North Dakota",11829,10724,1105,"Morton County, North Dakota",83,223,204
"G3800610","2006-2010","ND",,,"North Dakota","38","Mountrail County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38061",,,"Mountrail County, North Dakota",3949,2851,1098,"Mountrail County, North Dakota",83,159,134
"G3800630","2006-2010","ND",,,"North Dakota","38","Nelson County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38063",,,"Nelson County, North Dakota",1952,1448,504,"Nelson County, North Dakota",42,105,100
"G3800650","2006-2010","ND",,,"North Dakota","38","Oliver County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38065",,,"Oliver County, North Dakota",887,762,125,"Oliver County, North Dakota",35,57,54
