GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,RP8E001,RP8E002,RP8E003,NAME_M,RP8M001,RP8M002,RP8M003
"G1800290","2005-2009","IN",,,"Indiana","18","Dearborn County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18029","Dearborn County, Indiana",19975,18297,1678,"Dearborn County, Indiana",160,385,358
"G1800310","2005-2009","IN",,,"Indiana","18","Decatur County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18031","Decatur County, Indiana",10813,9906,907,"Decatur County, Indiana",141,257,211
"G1800330","2005-2009","IN",,,"Indiana","18","DeKalb County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18033","DeKalb County, Indiana",17430,15830,1600,"DeKalb County, Indiana",120,360,317
"G1800350","2005-2009","IN",,,"Indiana","18","Delaware County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18035","Delaware County, Indiana",52914,46561,6353,"Delaware County, Indiana",586,851,572
"G1800370","2005-2009","IN",,,"Indiana","18","Dubois County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18037","Dubois County, Indiana",16842,15755,1087,"Dubois County, Indiana",205,342,266
"G1800390","2005-2009","IN",,,"Indiana","18","Elkhart County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18039","Elkhart County, Indiana",77294,71093,6201,"Elkhart County, Indiana",239,639,587
"G1800410","2005-2009","IN",,,"Indiana","18","Fayette County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18041","Fayette County, Indiana",11323,10111,1212,"Fayette County, Indiana",89,258,250
"G1800430","2005-2009","IN",,,"Indiana","18","Floyd County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18043","Floyd County, Indiana",31411,28672,2739,"Floyd County, Indiana",221,521,443
"G1800450","2005-2009","IN",,,"Indiana","18","Fountain County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18045","Fountain County, Indiana",7936,7154,782,"Fountain County, Indiana",107,209,176
"G1800470","2005-2009","IN",,,"Indiana","18","Franklin County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18047","Franklin County, Indiana",9353,8297,1056,"Franklin County, Indiana",94,267,257
"G1800490","2005-2009","IN",,,"Indiana","18","Fulton County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18049","Fulton County, Indiana",9638,8431,1207,"Fulton County, Indiana",202,361,288
"G1800510","2005-2009","IN",,,"Indiana","18","Gibson County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18051","Gibson County, Indiana",15159,13307,1852,"Gibson County, Indiana",202,361,286
"G1800530","2005-2009","IN",,,"Indiana","18","Grant County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18053","Grant County, Indiana",31731,27689,4042,"Grant County, Indiana",412,595,486
"G1800550","2005-2009","IN",,,"Indiana","18","Greene County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18055","Greene County, Indiana",15873,13663,2210,"Greene County, Indiana",63,325,317
"G1800570","2005-2009","IN",,,"Indiana","18","Hamilton County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18057","Hamilton County, Indiana",98402,91837,6565,"Hamilton County, Indiana",162,708,696
"G1800590","2005-2009","IN",,,"Indiana","18","Hancock County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18059","Hancock County, Indiana",27283,25323,1960,"Hancock County, Indiana",243,417,346
"G1800610","2005-2009","IN",,,"Indiana","18","Harrison County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18061","Harrison County, Indiana",15036,13433,1603,"Harrison County, Indiana",85,326,307
"G1800630","2005-2009","IN",,,"Indiana","18","Hendricks County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18063","Hendricks County, Indiana",54162,50634,3528,"Hendricks County, Indiana",205,557,505
"G1800650","2005-2009","IN",,,"Indiana","18","Henry County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18065","Henry County, Indiana",21473,19228,2245,"Henry County, Indiana",247,414,358
"G1800670","2005-2009","IN",,,"Indiana","18","Howard County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18067","Howard County, Indiana",39397,34334,5063,"Howard County, Indiana",600,698,523
"G1800690","2005-2009","IN",,,"Indiana","18","Huntington County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18069","Huntington County, Indiana",16142,14488,1654,"Huntington County, Indiana",180,345,288
"G1800710","2005-2009","IN",,,"Indiana","18","Jackson County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18071","Jackson County, Indiana",18399,17143,1256,"Jackson County, Indiana",82,283,271
"G1800730","2005-2009","IN",,,"Indiana","18","Jasper County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18073","Jasper County, Indiana",12934,12078,856,"Jasper County, Indiana",136,320,270
"G1800750","2005-2009","IN",,,"Indiana","18","Jay County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18075","Jay County, Indiana",9392,8389,1003,"Jay County, Indiana",167,274,200
"G1800770","2005-2009","IN",,,"Indiana","18","Jefferson County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18077","Jefferson County, Indiana",14263,12621,1642,"Jefferson County, Indiana",394,497,278
"G1800790","2005-2009","IN",,,"Indiana","18","Jennings County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18079","Jennings County, Indiana",12759,11659,1100,"Jennings County, Indiana",119,345,320
"G1800810","2005-2009","IN",,,"Indiana","18","Johnson County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18081","Johnson County, Indiana",54997,50634,4363,"Johnson County, Indiana",504,821,576
"G1800830","2005-2009","IN",,,"Indiana","18","Knox County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18083","Knox County, Indiana",17690,15466,2224,"Knox County, Indiana",358,471,307
"G1800850","2005-2009","IN",,,"Indiana","18","Kosciusko County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18085","Kosciusko County, Indiana",35809,30418,5391,"Kosciusko County, Indiana",156,442,412
"G1800870","2005-2009","IN",,,"Indiana","18","LaGrange County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18087","LaGrange County, Indiana",14355,12461,1894,"LaGrange County, Indiana",67,273,269
"G1800890","2005-2009","IN",,,"Indiana","18","Lake County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18089","Lake County, Indiana",208921,184343,24578,"Lake County, Indiana",425,1124,1064
"G1800910","2005-2009","IN",,,"Indiana","18","LaPorte County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18091","LaPorte County, Indiana",48260,42080,6180,"LaPorte County, Indiana",268,563,522
"G1800930","2005-2009","IN",,,"Indiana","18","Lawrence County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18093","Lawrence County, Indiana",21312,18774,2538,"Lawrence County, Indiana",131,424,399
"G1800950","2005-2009","IN",,,"Indiana","18","Madison County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18095","Madison County, Indiana",59384,51732,7652,"Madison County, Indiana",330,754,601
"G1800970","2005-2009","IN",,,"Indiana","18","Marion County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18097","Marion County, Indiana",417311,358284,59027,"Marion County, Indiana",1307,2503,2007
"G1800990","2005-2009","IN",,,"Indiana","18","Marshall County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18099","Marshall County, Indiana",19352,17245,2107,"Marshall County, Indiana",154,324,304
"G1801010","2005-2009","IN",,,"Indiana","18","Martin County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18101","Martin County, Indiana",4954,4114,840,"Martin County, Indiana",26,177,175
"G1801030","2005-2009","IN",,,"Indiana","18","Miami County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18103","Miami County, Indiana",15895,13752,2143,"Miami County, Indiana",115,322,289
"G1801050","2005-2009","IN",,,"Indiana","18","Monroe County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18105","Monroe County, Indiana",56916,49382,7534,"Monroe County, Indiana",720,1029,694
"G1801070","2005-2009","IN",,,"Indiana","18","Montgomery County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18107","Montgomery County, Indiana",16551,14750,1801,"Montgomery County, Indiana",191,381,297
"G1801090","2005-2009","IN",,,"Indiana","18","Morgan County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18109","Morgan County, Indiana",28657,25651,3006,"Morgan County, Indiana",233,491,432
"G1801110","2005-2009","IN",,,"Indiana","18","Newton County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18111","Newton County, Indiana",6076,5563,513,"Newton County, Indiana",112,168,128
"G1801130","2005-2009","IN",,,"Indiana","18","Noble County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18113","Noble County, Indiana",19716,17536,2180,"Noble County, Indiana",130,307,302
"G1801150","2005-2009","IN",,,"Indiana","18","Ohio County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18115","Ohio County, Indiana",2698,2397,301,"Ohio County, Indiana",25,126,129
"G1801170","2005-2009","IN",,,"Indiana","18","Orange County","117",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18117","Orange County, Indiana",8793,7588,1205,"Orange County, Indiana",128,223,209
"G1801190","2005-2009","IN",,,"Indiana","18","Owen County","119",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18119","Owen County, Indiana",10510,8650,1860,"Owen County, Indiana",57,248,241
"G1801210","2005-2009","IN",,,"Indiana","18","Parke County","121",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18121","Parke County, Indiana",7880,6338,1542,"Parke County, Indiana",367,412,196
"G1801230","2005-2009","IN",,,"Indiana","18","Perry County","123",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18123","Perry County, Indiana",8535,7548,987,"Perry County, Indiana",140,226,204
"G1801250","2005-2009","IN",,,"Indiana","18","Pike County","125",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18125","Pike County, Indiana",6014,5539,475,"Pike County, Indiana",200,248,149
"G1801270","2005-2009","IN",,,"Indiana","18","Porter County","127",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18127","Porter County, Indiana",65302,61304,3998,"Porter County, Indiana",297,621,531
"G1801290","2005-2009","IN",,,"Indiana","18","Posey County","129",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18129","Posey County, Indiana",11706,10446,1260,"Posey County, Indiana",134,258,214
"G1801310","2005-2009","IN",,,"Indiana","18","Pulaski County","131",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18131","Pulaski County, Indiana",6281,5203,1078,"Pulaski County, Indiana",121,202,196
"G1801330","2005-2009","IN",,,"Indiana","18","Putnam County","133",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18133","Putnam County, Indiana",14451,12683,1768,"Putnam County, Indiana",282,425,306
"G1801350","2005-2009","IN",,,"Indiana","18","Randolph County","135",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18135","Randolph County, Indiana",12085,10698,1387,"Randolph County, Indiana",117,230,214
"G1801370","2005-2009","IN",,,"Indiana","18","Ripley County","137",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18137","Ripley County, Indiana",11797,10694,1103,"Ripley County, Indiana",99,234,223
"G1801390","2005-2009","IN",,,"Indiana","18","Rush County","139",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18139","Rush County, Indiana",7723,6867,856,"Rush County, Indiana",92,199,176
"G1801410","2005-2009","IN",,,"Indiana","18","St. Joseph County","141",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18141","St. Joseph County, Indiana",113762,101237,12525,"St. Joseph County, Indiana",570,1045,874
"G1801430","2005-2009","IN",,,"Indiana","18","Scott County","143",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18143","Scott County, Indiana",10842,9624,1218,"Scott County, Indiana",253,412,310
"G1801450","2005-2009","IN",,,"Indiana","18","Shelby County","145",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18145","Shelby County, Indiana",18817,17067,1750,"Shelby County, Indiana",128,324,330
"G1801470","2005-2009","IN",,,"Indiana","18","Spencer County","147",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18147","Spencer County, Indiana",9075,8363,712,"Spencer County, Indiana",142,201,155
"G1801490","2005-2009","IN",,,"Indiana","18","Starke County","149",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18149","Starke County, Indiana",10861,9055,1806,"Starke County, Indiana",76,240,229
"G1801510","2005-2009","IN",,,"Indiana","18","Steuben County","151",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18151","Steuben County, Indiana",19246,14276,4970,"Steuben County, Indiana",193,407,363
"G1801530","2005-2009","IN",,,"Indiana","18","Sullivan County","153",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18153","Sullivan County, Indiana",9185,8284,901,"Sullivan County, Indiana",170,299,214
"G1801550","2005-2009","IN",,,"Indiana","18","Switzerland County","155",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18155","Switzerland County, Indiana",5162,4107,1055,"Switzerland County, Indiana",75,193,196
"G1801570","2005-2009","IN",,,"Indiana","18","Tippecanoe County","157",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18157","Tippecanoe County, Indiana",66911,61386,5525,"Tippecanoe County, Indiana",500,895,646
"G1801590","2005-2009","IN",,,"Indiana","18","Tipton County","159",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18159","Tipton County, Indiana",7191,6853,338,"Tipton County, Indiana",129,180,131
"G1801610","2005-2009","IN",,,"Indiana","18","Union County","161",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18161","Union County, Indiana",3349,3024,325,"Union County, Indiana",37,133,124
"G1801630","2005-2009","IN",,,"Indiana","18","Vanderburgh County","163",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18163","Vanderburgh County, Indiana",81405,72843,8562,"Vanderburgh County, Indiana",520,879,705
"G1801650","2005-2009","IN",,,"Indiana","18","Vermillion County","165",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18165","Vermillion County, Indiana",7623,6676,947,"Vermillion County, Indiana",248,343,235
"G1801670","2005-2009","IN",,,"Indiana","18","Vigo County","167",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18167","Vigo County, Indiana",47364,41932,5432,"Vigo County, Indiana",506,741,563
"G1801690","2005-2009","IN",,,"Indiana","18","Wabash County","169",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18169","Wabash County, Indiana",14472,13426,1046,"Wabash County, Indiana",219,337,255
"G1801710","2005-2009","IN",,,"Indiana","18","Warren County","171",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18171","Warren County, Indiana",3829,3480,349,"Warren County, Indiana",89,126,108
"G1801730","2005-2009","IN",,,"Indiana","18","Warrick County","173",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18173","Warrick County, Indiana",24066,22223,1843,"Warrick County, Indiana",113,390,376
"G1801750","2005-2009","IN",,,"Indiana","18","Washington County","175",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18175","Washington County, Indiana",12038,10828,1210,"Washington County, Indiana",119,296,271
"G1801770","2005-2009","IN",,,"Indiana","18","Wayne County","177",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18177","Wayne County, Indiana",31119,27699,3420,"Wayne County, Indiana",314,511,376
"G1801790","2005-2009","IN",,,"Indiana","18","Wells County","179",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18179","Wells County, Indiana",11674,10863,811,"Wells County, Indiana",142,270,240
"G1801810","2005-2009","IN",,,"Indiana","18","White County","181",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18181","White County, Indiana",12910,10032,2878,"White County, Indiana",214,347,277
"G1801830","2005-2009","IN",,,"Indiana","18","Whitley County","183",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US18183","Whitley County, Indiana",13908,13010,898,"Whitley County, Indiana",108,236,214
"G1900010","2005-2009","IA",,,"Iowa","19","Adair County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19001","Adair County, Iowa",3704,3347,357,"Adair County, Iowa",83,103,102
"G1900030","2005-2009","IA",,,"Iowa","19","Adams County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19003","Adams County, Iowa",2220,1914,306,"Adams County, Iowa",79,99,108
"G1900050","2005-2009","IA",,,"Iowa","19","Allamakee County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19005","Allamakee County, Iowa",7577,6007,1570,"Allamakee County, Iowa",242,247,203
"G1900070","2005-2009","IA",,,"Iowa","19","Appanoose County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19007","Appanoose County, Iowa",6750,5766,984,"Appanoose County, Iowa",88,232,208
"G1900090","2005-2009","IA",,,"Iowa","19","Audubon County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19009","Audubon County, Iowa",3002,2731,271,"Audubon County, Iowa",70,114,95
"G1900110","2005-2009","IA",,,"Iowa","19","Benton County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19011","Benton County, Iowa",11004,10196,808,"Benton County, Iowa",76,186,183
"G1900130","2005-2009","IA",,,"Iowa","19","Black Hawk County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19013","Black Hawk County, Iowa",54640,51366,3274,"Black Hawk County, Iowa",406,544,424
"G1900150","2005-2009","IA",,,"Iowa","19","Boone County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19015","Boone County, Iowa",11616,10914,702,"Boone County, Iowa",233,264,174
"G1900170","2005-2009","IA",,,"Iowa","19","Bremer County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19017","Bremer County, Iowa",10097,9609,488,"Bremer County, Iowa",251,298,155
"G1900190","2005-2009","IA",,,"Iowa","19","Buchanan County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19019","Buchanan County, Iowa",9145,8391,754,"Buchanan County, Iowa",132,191,147
"G1900210","2005-2009","IA",,,"Iowa","19","Buena Vista County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19021","Buena Vista County, Iowa",8206,7579,627,"Buena Vista County, Iowa",162,218,155
"G1900230","2005-2009","IA",,,"Iowa","19","Butler County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19023","Butler County, Iowa",6693,6217,476,"Butler County, Iowa",109,159,104
"G1900250","2005-2009","IA",,,"Iowa","19","Calhoun County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19025","Calhoun County, Iowa",4828,4293,535,"Calhoun County, Iowa",297,285,129
"G1900270","2005-2009","IA",,,"Iowa","19","Carroll County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19027","Carroll County, Iowa",9294,8614,680,"Carroll County, Iowa",459,498,182
"G1900290","2005-2009","IA",,,"Iowa","19","Cass County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19029","Cass County, Iowa",6737,6120,617,"Cass County, Iowa",101,182,162
"G1900310","2005-2009","IA",,,"Iowa","19","Cedar County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19031","Cedar County, Iowa",8037,7558,479,"Cedar County, Iowa",100,165,150
"G1900330","2005-2009","IA",,,"Iowa","19","Cerro Gordo County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19033","Cerro Gordo County, Iowa",21887,19399,2488,"Cerro Gordo County, Iowa",182,379,366
"G1900350","2005-2009","IA",,,"Iowa","19","Cherokee County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19035","Cherokee County, Iowa",5896,5327,569,"Cherokee County, Iowa",110,163,172
"G1900370","2005-2009","IA",,,"Iowa","19","Chickasaw County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19037","Chickasaw County, Iowa",5500,5167,333,"Chickasaw County, Iowa",468,518,122
"G1900390","2005-2009","IA",,,"Iowa","19","Clarke County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19039","Clarke County, Iowa",4151,3690,461,"Clarke County, Iowa",81,175,153
"G1900410","2005-2009","IA",,,"Iowa","19","Clay County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19041","Clay County, Iowa",8097,7448,649,"Clay County, Iowa",172,257,192
"G1900430","2005-2009","IA",,,"Iowa","19","Clayton County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19043","Clayton County, Iowa",8929,7615,1314,"Clayton County, Iowa",193,208,154
"G1900450","2005-2009","IA",,,"Iowa","19","Clinton County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19045","Clinton County, Iowa",22282,20677,1605,"Clinton County, Iowa",207,393,323
"G1900470","2005-2009","IA",,,"Iowa","19","Crawford County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19047","Crawford County, Iowa",7068,6537,531,"Crawford County, Iowa",171,219,154
"G1900490","2005-2009","IA",,,"Iowa","19","Dallas County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19049","Dallas County, Iowa",22726,21061,1665,"Dallas County, Iowa",133,350,315
"G1900510","2005-2009","IA",,,"Iowa","19","Davis County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19051","Davis County, Iowa",3667,3290,377,"Davis County, Iowa",78,158,128
"G1900530","2005-2009","IA",,,"Iowa","19","Decatur County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19053","Decatur County, Iowa",3868,3376,492,"Decatur County, Iowa",195,225,111
"G1900550","2005-2009","IA",,,"Iowa","19","Delaware County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19055","Delaware County, Iowa",7941,7187,754,"Delaware County, Iowa",91,241,220
"G1900570","2005-2009","IA",,,"Iowa","19","Des Moines County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19057","Des Moines County, Iowa",18929,17126,1803,"Des Moines County, Iowa",185,342,313
"G1900590","2005-2009","IA",,,"Iowa","19","Dickinson County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US19059","Dickinson County, Iowa",12478,8079,4399,"Dickinson County, Iowa",442,395,297
