GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,S25E001,S25E002,S25E003,NAME_M,S25M001,S25M002,S25M003
"G4100170","2013","OR",,,"Oregon","41","Deschutes County","017",,,,,,,,,,,,,,,,,,"05000US41017","Deschutes County, Oregon",80984,65065,15919,"Deschutes County, Oregon",213,2582,2559
"G4100190","2013","OR",,,"Oregon","41","Douglas County","019",,,,,,,,,,,,,,,,,,"05000US41019","Douglas County, Oregon",48669,43389,5280,"Douglas County, Oregon",365,1506,1492
"G4100290","2013","OR",,,"Oregon","41","Jackson County","029",,,,,,,,,,,,,,,,,,"05000US41029","Jackson County, Oregon",91138,82983,8155,"Jackson County, Oregon",330,1561,1543
"G4100330","2013","OR",,,"Oregon","41","Josephine County","033",,,,,,,,,,,,,,,,,,"05000US41033","Josephine County, Oregon",37838,34517,3321,"Josephine County, Oregon",208,1287,1230
"G4100350","2013","OR",,,"Oregon","41","Klamath County","035",,,,,,,,,,,,,,,,,,"05000US41035","Klamath County, Oregon",32638,25746,6892,"Klamath County, Oregon",262,1411,1402
"G4100390","2013","OR",,,"Oregon","41","Lane County","039",,,,,,,,,,,,,,,,,,"05000US41039","Lane County, Oregon",156436,144166,12270,"Lane County, Oregon",660,2079,1896
"G4100430","2013","OR",,,"Oregon","41","Linn County","043",,,,,,,,,,,,,,,,,,"05000US41043","Linn County, Oregon",48832,43911,4921,"Linn County, Oregon",201,1448,1415
"G4100470","2013","OR",,,"Oregon","41","Marion County","047",,,,,,,,,,,,,,,,,,"05000US41047","Marion County, Oregon",121658,114077,7581,"Marion County, Oregon",1000,2079,1780
"G4100510","2013","OR",,,"Oregon","41","Multnomah County","051",,,,,,,,,,,,,,,,,,"05000US41051","Multnomah County, Oregon",326882,309552,17330,"Multnomah County, Oregon",991,2902,2733
"G4100530","2013","OR",,,"Oregon","41","Polk County","053",,,,,,,,,,,,,,,,,,"05000US41053","Polk County, Oregon",30393,28097,2296,"Polk County, Oregon",307,1023,959
"G4100590","2013","OR",,,"Oregon","41","Umatilla County","059",,,,,,,,,,,,,,,,,,"05000US41059","Umatilla County, Oregon",29539,26943,2596,"Umatilla County, Oregon",354,887,877
"G4100670","2013","OR",,,"Oregon","41","Washington County","067",,,,,,,,,,,,,,,,,,"05000US41067","Washington County, Oregon",215783,203665,12118,"Washington County, Oregon",605,2309,2281
"G4100710","2013","OR",,,"Oregon","41","Yamhill County","071",,,,,,,,,,,,,,,,,,"05000US41071","Yamhill County, Oregon",37189,35454,1735,"Yamhill County, Oregon",485,1066,897
"G4200010","2013","PA",,,"Pennsylvania","42","Adams County","001",,,,,,,,,,,,,,,,,,"05000US42001","Adams County, Pennsylvania",41053,37242,3811,"Adams County, Pennsylvania",371,1172,1154
"G4200030","2013","PA",,,"Pennsylvania","42","Allegheny County","003",,,,,,,,,,,,,,,,,,"05000US42003","Allegheny County, Pennsylvania",587859,530213,57646,"Allegheny County, Pennsylvania",1367,5036,4710
"G4200050","2013","PA",,,"Pennsylvania","42","Armstrong County","005",,,,,,,,,,,,,,,,,,"05000US42005","Armstrong County, Pennsylvania",32291,28289,4002,"Armstrong County, Pennsylvania",199,874,884
"G4200070","2013","PA",,,"Pennsylvania","42","Beaver County","007",,,,,,,,,,,,,,,,,,"05000US42007","Beaver County, Pennsylvania",78089,70865,7224,"Beaver County, Pennsylvania",409,1442,1338
"G4200110","2013","PA",,,"Pennsylvania","42","Berks County","011",,,,,,,,,,,,,,,,,,"05000US42011","Berks County, Pennsylvania",164253,153271,10982,"Berks County, Pennsylvania",781,1862,1761
"G4200130","2013","PA",,,"Pennsylvania","42","Blair County","013",,,,,,,,,,,,,,,,,,"05000US42013","Blair County, Pennsylvania",55911,51284,4627,"Blair County, Pennsylvania",382,1271,1161
"G4200170","2013","PA",,,"Pennsylvania","42","Bucks County","017",,,,,,,,,,,,,,,,,,"05000US42017","Bucks County, Pennsylvania",245851,231765,14086,"Bucks County, Pennsylvania",788,2009,2046
"G4200190","2013","PA",,,"Pennsylvania","42","Butler County","019",,,,,,,,,,,,,,,,,,"05000US42019","Butler County, Pennsylvania",78923,73955,4968,"Butler County, Pennsylvania",694,1475,1248
"G4200210","2013","PA",,,"Pennsylvania","42","Cambria County","021",,,,,,,,,,,,,,,,,,"05000US42021","Cambria County, Pennsylvania",65116,57407,7709,"Cambria County, Pennsylvania",772,1375,1129
"G4200250","2013","PA",,,"Pennsylvania","42","Carbon County","025",,,,,,,,,,,,,,,,,,"05000US42025","Carbon County, Pennsylvania",34275,25658,8617,"Carbon County, Pennsylvania",237,1478,1442
"G4200270","2013","PA",,,"Pennsylvania","42","Centre County","027",,,,,,,,,,,,,,,,,,"05000US42027","Centre County, Pennsylvania",64286,56729,7557,"Centre County, Pennsylvania",793,1442,1333
"G4200290","2013","PA",,,"Pennsylvania","42","Chester County","029",,,,,,,,,,,,,,,,,,"05000US42029","Chester County, Pennsylvania",194321,186430,7891,"Chester County, Pennsylvania",666,1820,1643
"G4200330","2013","PA",,,"Pennsylvania","42","Clearfield County","033",,,,,,,,,,,,,,,,,,"05000US42033","Clearfield County, Pennsylvania",38404,30922,7482,"Clearfield County, Pennsylvania",421,1076,971
"G4200370","2013","PA",,,"Pennsylvania","42","Columbia County","037",,,,,,,,,,,,,,,,,,"05000US42037","Columbia County, Pennsylvania",29441,26432,3009,"Columbia County, Pennsylvania",483,915,735
"G4200390","2013","PA",,,"Pennsylvania","42","Crawford County","039",,,,,,,,,,,,,,,,,,"05000US42039","Crawford County, Pennsylvania",44223,33971,10252,"Crawford County, Pennsylvania",329,1228,1188
"G4200410","2013","PA",,,"Pennsylvania","42","Cumberland County","041",,,,,,,,,,,,,,,,,,"05000US42041","Cumberland County, Pennsylvania",101669,96667,5002,"Cumberland County, Pennsylvania",645,1591,1476
"G4200430","2013","PA",,,"Pennsylvania","42","Dauphin County","043",,,,,,,,,,,,,,,,,,"05000US42043","Dauphin County, Pennsylvania",121286,110215,11071,"Dauphin County, Pennsylvania",523,2163,2039
"G4200450","2013","PA",,,"Pennsylvania","42","Delaware County","045",,,,,,,,,,,,,,,,,,"05000US42045","Delaware County, Pennsylvania",221703,199685,22018,"Delaware County, Pennsylvania",784,2633,2624
"G4200490","2013","PA",,,"Pennsylvania","42","Erie County","049",,,,,,,,,,,,,,,,,,"05000US42049","Erie County, Pennsylvania",119251,110733,8518,"Erie County, Pennsylvania",703,1530,1399
"G4200510","2013","PA",,,"Pennsylvania","42","Fayette County","051",,,,,,,,,,,,,,,,,,"05000US42051","Fayette County, Pennsylvania",62505,52557,9948,"Fayette County, Pennsylvania",415,1496,1474
"G4200550","2013","PA",,,"Pennsylvania","42","Franklin County","055",,,,,,,,,,,,,,,,,,"05000US42055","Franklin County, Pennsylvania",63781,59145,4636,"Franklin County, Pennsylvania",291,1251,1203
"G4200630","2013","PA",,,"Pennsylvania","42","Indiana County","063",,,,,,,,,,,,,,,,,,"05000US42063","Indiana County, Pennsylvania",38298,33516,4782,"Indiana County, Pennsylvania",577,1240,1136
"G4200690","2013","PA",,,"Pennsylvania","42","Lackawanna County","069",,,,,,,,,,,,,,,,,,"05000US42069","Lackawanna County, Pennsylvania",96374,83709,12665,"Lackawanna County, Pennsylvania",672,2003,1858
"G4200710","2013","PA",,,"Pennsylvania","42","Lancaster County","071",,,,,,,,,,,,,,,,,,"05000US42071","Lancaster County, Pennsylvania",205018,194493,10525,"Lancaster County, Pennsylvania",670,1933,1800
"G4200730","2013","PA",,,"Pennsylvania","42","Lawrence County","073",,,,,,,,,,,,,,,,,,"05000US42073","Lawrence County, Pennsylvania",40636,36354,4282,"Lawrence County, Pennsylvania",293,1049,1026
"G4200750","2013","PA",,,"Pennsylvania","42","Lebanon County","075",,,,,,,,,,,,,,,,,,"05000US42075","Lebanon County, Pennsylvania",55696,51901,3795,"Lebanon County, Pennsylvania",332,1166,1079
"G4200770","2013","PA",,,"Pennsylvania","42","Lehigh County","077",,,,,,,,,,,,,,,,,,"05000US42077","Lehigh County, Pennsylvania",142784,133602,9182,"Lehigh County, Pennsylvania",670,2091,1956
"G4200790","2013","PA",,,"Pennsylvania","42","Luzerne County","079",,,,,,,,,,,,,,,,,,"05000US42079","Luzerne County, Pennsylvania",147901,128597,19304,"Luzerne County, Pennsylvania",865,1924,1895
"G4200810","2013","PA",,,"Pennsylvania","42","Lycoming County","081",,,,,,,,,,,,,,,,,,"05000US42081","Lycoming County, Pennsylvania",52409,44961,7448,"Lycoming County, Pennsylvania",452,1426,1378
"G4200850","2013","PA",,,"Pennsylvania","42","Mercer County","085",,,,,,,,,,,,,,,,,,"05000US42085","Mercer County, Pennsylvania",51418,45590,5828,"Mercer County, Pennsylvania",580,1300,1184
"G4200890","2013","PA",,,"Pennsylvania","42","Monroe County","089",,,,,,,,,,,,,,,,,,"05000US42089","Monroe County, Pennsylvania",80491,58496,21995,"Monroe County, Pennsylvania",351,1995,2006
"G4200910","2013","PA",,,"Pennsylvania","42","Montgomery County","091",,,,,,,,,,,,,,,,,,"05000US42091","Montgomery County, Pennsylvania",326300,305815,20485,"Montgomery County, Pennsylvania",918,3071,2783
"G4200950","2013","PA",,,"Pennsylvania","42","Northampton County","095",,,,,,,,,,,,,,,,,,"05000US42095","Northampton County, Pennsylvania",120681,112096,8585,"Northampton County, Pennsylvania",661,1824,1762
"G4200970","2013","PA",,,"Pennsylvania","42","Northumberland County","097",,,,,,,,,,,,,,,,,,"05000US42097","Northumberland County, Pennsylvania",44822,39428,5394,"Northumberland County, Pennsylvania",375,1147,1084
"G4201010","2013","PA",,,"Pennsylvania","42","Philadelphia County","101",,,,,,,,,,,,,,,,,,"05000US42101","Philadelphia County, Pennsylvania",667625,582528,85097,"Philadelphia County, Pennsylvania",1712,4670,4610
"G4201070","2013","PA",,,"Pennsylvania","42","Schuylkill County","107",,,,,,,,,,,,,,,,,,"05000US42107","Schuylkill County, Pennsylvania",68849,58467,10382,"Schuylkill County, Pennsylvania",565,1571,1432
"G4201110","2013","PA",,,"Pennsylvania","42","Somerset County","111",,,,,,,,,,,,,,,,,,"05000US42111","Somerset County, Pennsylvania",37803,30066,7737,"Somerset County, Pennsylvania",409,931,833
"G4201250","2013","PA",,,"Pennsylvania","42","Washington County","125",,,,,,,,,,,,,,,,,,"05000US42125","Washington County, Pennsylvania",93346,82956,10390,"Washington County, Pennsylvania",527,1581,1558
"G4201290","2013","PA",,,"Pennsylvania","42","Westmoreland County","129",,,,,,,,,,,,,,,,,,"05000US42129","Westmoreland County, Pennsylvania",167704,149271,18433,"Westmoreland County, Pennsylvania",695,2350,2189
"G4201330","2013","PA",,,"Pennsylvania","42","York County","133",,,,,,,,,,,,,,,,,,"05000US42133","York County, Pennsylvania",179614,164937,14677,"York County, Pennsylvania",532,2004,1979
"G4400030","2013","RI",,,"Rhode Island","44","Kent County","003",,,,,,,,,,,,,,,,,,"05000US44003","Kent County, Rhode Island",73454,68798,4656,"Kent County, Rhode Island",212,1513,1536
"G4400050","2013","RI",,,"Rhode Island","44","Newport County","005",,,,,,,,,,,,,,,,,,"05000US44005","Newport County, Rhode Island",41703,34617,7086,"Newport County, Rhode Island",312,1533,1510
"G4400070","2013","RI",,,"Rhode Island","44","Providence County","007",,,,,,,,,,,,,,,,,,"05000US44007","Providence County, Rhode Island",263149,235598,27551,"Providence County, Rhode Island",448,3109,3049
"G4400090","2013","RI",,,"Rhode Island","44","Washington County","009",,,,,,,,,,,,,,,,,,"05000US44009","Washington County, Rhode Island",62598,49115,13483,"Washington County, Rhode Island",379,1693,1620
"G4500030","2013","SC",,,"South Carolina","45","Aiken County","003",,,,,,,,,,,,,,,,,,"05000US45003","Aiken County, South Carolina",73237,62984,10253,"Aiken County, South Carolina",526,2045,2047
"G4500070","2013","SC",,,"South Carolina","45","Anderson County","007",,,,,,,,,,,,,,,,,,"05000US45007","Anderson County, South Carolina",84667,75087,9580,"Anderson County, South Carolina",308,1598,1580
"G4500130","2013","SC",,,"South Carolina","45","Beaufort County","013",,,,,,,,,,,,,,,,,,"05000US45013","Beaufort County, South Carolina",93130,65306,27824,"Beaufort County, South Carolina",803,2579,2333
"G4500150","2013","SC",,,"South Carolina","45","Berkeley County","015",,,,,,,,,,,,,,,,,,"05000US45015","Berkeley County, South Carolina",75856,67998,7858,"Berkeley County, South Carolina",446,1497,1473
"G4500190","2013","SC",,,"South Carolina","45","Charleston County","019",,,,,,,,,,,,,,,,,,"05000US45019","Charleston County, South Carolina",174741,148013,26728,"Charleston County, South Carolina",764,2886,2729
"G4500310","2013","SC",,,"South Carolina","45","Darlington County","031",,,,,,,,,,,,,,,,,,"05000US45031","Darlington County, South Carolina",30019,26494,3525,"Darlington County, South Carolina",229,1043,1036
"G4500350","2013","SC",,,"South Carolina","45","Dorchester County","035",,,,,,,,,,,,,,,,,,"05000US45035","Dorchester County, South Carolina",56584,51992,4592,"Dorchester County, South Carolina",221,1384,1358
"G4500410","2013","SC",,,"South Carolina","45","Florence County","041",,,,,,,,,,,,,,,,,,"05000US45041","Florence County, South Carolina",58692,51056,7636,"Florence County, South Carolina",552,1738,1594
"G4500450","2013","SC",,,"South Carolina","45","Greenville County","045",,,,,,,,,,,,,,,,,,"05000US45045","Greenville County, South Carolina",198254,176116,22138,"Greenville County, South Carolina",760,2820,2808
"G4500470","2013","SC",,,"South Carolina","45","Greenwood County","047",,,,,,,,,,,,,,,,,,"05000US45047","Greenwood County, South Carolina",30957,27598,3359,"Greenwood County, South Carolina",312,1022,990
"G4500510","2013","SC",,,"South Carolina","45","Horry County","051",,,,,,,,,,,,,,,,,,"05000US45051","Horry County, South Carolina",189521,114103,75418,"Horry County, South Carolina",452,3628,3576
"G4500570","2013","SC",,,"South Carolina","45","Lancaster County","057",,,,,,,,,,,,,,,,,,"05000US45057","Lancaster County, South Carolina",32595,28400,4195,"Lancaster County, South Carolina",285,1230,1170
"G4500590","2013","SC",,,"South Carolina","45","Laurens County","059",,,,,,,,,,,,,,,,,,"05000US45059","Laurens County, South Carolina",30371,25658,4713,"Laurens County, South Carolina",366,1019,994
"G4500630","2013","SC",,,"South Carolina","45","Lexington County","063",,,,,,,,,,,,,,,,,,"05000US45063","Lexington County, South Carolina",116835,104608,12227,"Lexington County, South Carolina",628,2035,1886
"G4500730","2013","SC",,,"South Carolina","45","Oconee County","073",,,,,,,,,,,,,,,,,,"05000US45073","Oconee County, South Carolina",38675,29866,8809,"Oconee County, South Carolina",208,1728,1720
"G4500750","2013","SC",,,"South Carolina","45","Orangeburg County","075",,,,,,,,,,,,,,,,,,"05000US45075","Orangeburg County, South Carolina",41907,32915,8992,"Orangeburg County, South Carolina",224,1355,1355
"G4500770","2013","SC",,,"South Carolina","45","Pickens County","077",,,,,,,,,,,,,,,,,,"05000US45077","Pickens County, South Carolina",51212,43767,7445,"Pickens County, South Carolina",622,1576,1512
"G4500790","2013","SC",,,"South Carolina","45","Richland County","079",,,,,,,,,,,,,,,,,,"05000US45079","Richland County, South Carolina",165056,145321,19735,"Richland County, South Carolina",1204,2572,2256
"G4500830","2013","SC",,,"South Carolina","45","Spartanburg County","083",,,,,,,,,,,,,,,,,,"05000US45083","Spartanburg County, South Carolina",123034,108045,14989,"Spartanburg County, South Carolina",552,2237,2289
"G4500850","2013","SC",,,"South Carolina","45","Sumter County","085",,,,,,,,,,,,,,,,,,"05000US45085","Sumter County, South Carolina",46314,39739,6575,"Sumter County, South Carolina",179,1367,1334
"G4500910","2013","SC",,,"South Carolina","45","York County","091",,,,,,,,,,,,,,,,,,"05000US45091","York County, South Carolina",96968,87640,9328,"York County, South Carolina",386,2134,2137
"G4600990","2013","SD",,,"South Dakota","46","Minnehaha County","099",,,,,,,,,,,,,,,,,,"05000US46099","Minnehaha County, South Dakota",74142,70929,3213,"Minnehaha County, South Dakota",521,1079,984
"G4601030","2013","SD",,,"South Dakota","46","Pennington County","103",,,,,,,,,,,,,,,,,,"05000US46103","Pennington County, South Dakota",45905,41646,4259,"Pennington County, South Dakota",543,1383,1260
"G4700010","2013","TN",,,"Tennessee","47","Anderson County","001",,,,,,,,,,,,,,,,,,"05000US47001","Anderson County, Tennessee",34601,29503,5098,"Anderson County, Tennessee",257,1322,1309
"G4700090","2013","TN",,,"Tennessee","47","Blount County","009",,,,,,,,,,,,,,,,,,"05000US47009","Blount County, Tennessee",55429,49650,5779,"Blount County, Tennessee",408,1586,1565
"G4700110","2013","TN",,,"Tennessee","47","Bradley County","011",,,,,,,,,,,,,,,,,,"05000US47011","Bradley County, Tennessee",42054,38003,4051,"Bradley County, Tennessee",372,1463,1381
"G4700370","2013","TN",,,"Tennessee","47","Davidson County","037",,,,,,,,,,,,,,,,,,"05000US47037","Davidson County, Tennessee",288878,261571,27307,"Davidson County, Tennessee",1183,3567,3485
"G4700590","2013","TN",,,"Tennessee","47","Greene County","059",,,,,,,,,,,,,,,,,,"05000US47059","Greene County, Tennessee",31923,27104,4819,"Greene County, Tennessee",250,1396,1398
"G4700650","2013","TN",,,"Tennessee","47","Hamilton County","065",,,,,,,,,,,,,,,,,,"05000US47065","Hamilton County, Tennessee",152984,136188,16796,"Hamilton County, Tennessee",642,2647,2567
"G4700930","2013","TN",,,"Tennessee","47","Knox County","093",,,,,,,,,,,,,,,,,,"05000US47093","Knox County, Tennessee",197290,180231,17059,"Knox County, Tennessee",881,2534,2427
"G4701130","2013","TN",,,"Tennessee","47","Madison County","113",,,,,,,,,,,,,,,,,,"05000US47113","Madison County, Tennessee",42452,35602,6850,"Madison County, Tennessee",327,1528,1486
"G4701190","2013","TN",,,"Tennessee","47","Maury County","119",,,,,,,,,,,,,,,,,,"05000US47119","Maury County, Tennessee",35560,32913,2647,"Maury County, Tennessee",372,1131,1085
"G4701250","2013","TN",,,"Tennessee","47","Montgomery County","125",,,,,,,,,,,,,,,,,,"05000US47125","Montgomery County, Tennessee",75216,66218,8998,"Montgomery County, Tennessee",377,2122,2056
"G4701410","2013","TN",,,"Tennessee","47","Putnam County","141",,,,,,,,,,,,,,,,,,"05000US47141","Putnam County, Tennessee",32501,30254,2247,"Putnam County, Tennessee",380,936,921
"G4701470","2013","TN",,,"Tennessee","47","Robertson County","147",,,,,,,,,,,,,,,,,,"05000US47147","Robertson County, Tennessee",26247,24309,1938,"Robertson County, Tennessee",258,906,846
"G4701490","2013","TN",,,"Tennessee","47","Rutherford County","149",,,,,,,,,,,,,,,,,,"05000US47149","Rutherford County, Tennessee",106431,100942,5489,"Rutherford County, Tennessee",481,1513,1436
"G4701550","2013","TN",,,"Tennessee","47","Sevier County","155",,,,,,,,,,,,,,,,,,"05000US47155","Sevier County, Tennessee",56050,36836,19214,"Sevier County, Tennessee",235,2098,2024
"G4701570","2013","TN",,,"Tennessee","47","Shelby County","157",,,,,,,,,,,,,,,,,,"05000US47157","Shelby County, Tennessee",401161,347320,53841,"Shelby County, Tennessee",842,4245,4089
"G4701630","2013","TN",,,"Tennessee","47","Sullivan County","163",,,,,,,,,,,,,,,,,,"05000US47163","Sullivan County, Tennessee",73694,64876,8818,"Sullivan County, Tennessee",349,1652,1656
"G4701650","2013","TN",,,"Tennessee","47","Sumner County","165",,,,,,,,,,,,,,,,,,"05000US47165","Sumner County, Tennessee",67136,62785,4351,"Sumner County, Tennessee",261,1354,1344
"G4701790","2013","TN",,,"Tennessee","47","Washington County","179",,,,,,,,,,,,,,,,,,"05000US47179","Washington County, Tennessee",58082,51574,6508,"Washington County, Tennessee",760,2016,1861
"G4701870","2013","TN",,,"Tennessee","47","Williamson County","187",,,,,,,,,,,,,,,,,,"05000US47187","Williamson County, Tennessee",72049,69191,2858,"Williamson County, Tennessee",137,1046,1031
"G4701890","2013","TN",,,"Tennessee","47","Wilson County","189",,,,,,,,,,,,,,,,,,"05000US47189","Wilson County, Tennessee",47620,44197,3423,"Wilson County, Tennessee",301,1186,1115
"G4800050","2013","TX",,,"Texas","48","Angelina County","005",,,,,,,,,,,,,,,,,,"05000US48005","Angelina County, Texas",35941,30103,5838,"Angelina County, Texas",483,1288,1144
"G4800210","2013","TX",,,"Texas","48","Bastrop County","021",,,,,,,,,,,,,,,,,,"05000US48021","Bastrop County, Texas",29284,25447,3837,"Bastrop County, Texas",297,1272,1276
"G4800270","2013","TX",,,"Texas","48","Bell County","027",,,,,,,,,,,,,,,,,,"05000US48027","Bell County, Texas",131412,102934,28478,"Bell County, Texas",513,2542,2500
"G4800290","2013","TX",,,"Texas","48","Bexar County","029",,,,,,,,,,,,,,,,,,"05000US48029","Bexar County, Texas",674366,620467,53899,"Bexar County, Texas",990,4370,4148
"G4800370","2013","TX",,,"Texas","48","Bowie County","037",,,,,,,,,,,,,,,,,,"05000US48037","Bowie County, Texas",38916,32199,6717,"Bowie County, Texas",503,1618,1614
"G4800390","2013","TX",,,"Texas","48","Brazoria County","039",,,,,,,,,,,,,,,,,,"05000US48039","Brazoria County, Texas",123880,111436,12444,"Brazoria County, Texas",603,2203,2049
"G4800410","2013","TX",,,"Texas","48","Brazos County","041",,,,,,,,,,,,,,,,,,"05000US48041","Brazos County, Texas",81740,72072,9668,"Brazos County, Texas",737,1815,1729
"G4800610","2013","TX",,,"Texas","48","Cameron County","061",,,,,,,,,,,,,,,,,,"05000US48061","Cameron County, Texas",144522,118546,25976,"Cameron County, Texas",544,3031,3014
"G4800850","2013","TX",,,"Texas","48","Collin County","085",,,,,,,,,,,,,,,,,,"05000US48085","Collin County, Texas",319314,307499,11815,"Collin County, Texas",387,2294,2298
"G4800910","2013","TX",,,"Texas","48","Comal County","091",,,,,,,,,,,,,,,,,,"05000US48091","Comal County, Texas",49692,43517,6175,"Comal County, Texas",356,1348,1278
"G4800990","2013","TX",,,"Texas","48","Coryell County","099",,,,,,,,,,,,,,,,,,"05000US48099","Coryell County, Texas",25892,22083,3809,"Coryell County, Texas",754,1260,919
"G4801130","2013","TX",,,"Texas","48","Dallas County","113",,,,,,,,,,,,,,,,,,"05000US48113","Dallas County, Texas",961248,880444,80804,"Dallas County, Texas",907,6089,6005
"G4801210","2013","TX",,,"Texas","48","Denton County","121",,,,,,,,,,,,,,,,,,"05000US48121","Denton County, Texas",272440,256391,16049,"Denton County, Texas",643,2255,2177
"G4801350","2013","TX",,,"Texas","48","Ector County","135",,,,,,,,,,,,,,,,,,"05000US48135","Ector County, Texas",55034,51962,3072,"Ector County, Texas",488,995,951
"G4801390","2013","TX",,,"Texas","48","Ellis County","139",,,,,,,,,,,,,,,,,,"05000US48139","Ellis County, Texas",56005,52978,3027,"Ellis County, Texas",297,939,930
"G4801410","2013","TX",,,"Texas","48","El Paso County","141",,,,,,,,,,,,,,,,,,"05000US48141","El Paso County, Texas",282155,258587,23568,"El Paso County, Texas",745,2911,2824
"G4801570","2013","TX",,,"Texas","48","Fort Bend County","157",,,,,,,,,,,,,,,,,,"05000US48157","Fort Bend County, Texas",214489,205137,9352,"Fort Bend County, Texas",468,1954,1935
"G4801670","2013","TX",,,"Texas","48","Galveston County","167",,,,,,,,,,,,,,,,,,"05000US48167","Galveston County, Texas",137406,111038,26368,"Galveston County, Texas",371,2688,2737
"G4801810","2013","TX",,,"Texas","48","Grayson County","181",,,,,,,,,,,,,,,,,,"05000US48181","Grayson County, Texas",53865,46311,7554,"Grayson County, Texas",271,1464,1466
"G4801830","2013","TX",,,"Texas","48","Gregg County","183",,,,,,,,,,,,,,,,,,"05000US48183","Gregg County, Texas",50608,46896,3712,"Gregg County, Texas",380,1209,1123
"G4801870","2013","TX",,,"Texas","48","Guadalupe County","187",,,,,,,,,,,,,,,,,,"05000US48187","Guadalupe County, Texas",52771,48922,3849,"Guadalupe County, Texas",216,1086,1063
"G4802010","2013","TX",,,"Texas","48","Harris County","201",,,,,,,,,,,,,,,,,,"05000US48201","Harris County, Texas",1651444,1497363,154081,"Harris County, Texas",1158,7978,7812
"G4802030","2013","TX",,,"Texas","48","Harrison County","203",,,,,,,,,,,,,,,,,,"05000US48203","Harrison County, Texas",27799,23148,4651,"Harrison County, Texas",176,1068,1029
"G4802090","2013","TX",,,"Texas","48","Hays County","209",,,,,,,,,,,,,,,,,,"05000US48209","Hays County, Texas",67307,60739,6568,"Hays County, Texas",553,1776,1711
"G4802130","2013","TX",,,"Texas","48","Henderson County","213",,,,,,,,,,,,,,,,,,"05000US48213","Henderson County, Texas",39575,28070,11505,"Henderson County, Texas",211,1630,1606
"G4802150","2013","TX",,,"Texas","48","Hidalgo County","215",,,,,,,,,,,,,,,,,,"05000US48215","Hidalgo County, Texas",256758,223367,33391,"Hidalgo County, Texas",642,3839,3718
"G4802310","2013","TX",,,"Texas","48","Hunt County","231",,,,,,,,,,,,,,,,,,"05000US48231","Hunt County, Texas",36628,30727,5901,"Hunt County, Texas",387,1331,1267
"G4802450","2013","TX",,,"Texas","48","Jefferson County","245",,,,,,,,,,,,,,,,,,"05000US48245","Jefferson County, Texas",106817,91431,15386,"Jefferson County, Texas",737,2524,2363
"G4802510","2013","TX",,,"Texas","48","Johnson County","251",,,,,,,,,,,,,,,,,,"05000US48251","Johnson County, Texas",58106,53393,4713,"Johnson County, Texas",461,1345,1333
"G4802570","2013","TX",,,"Texas","48","Kaufman County","257",,,,,,,,,,,,,,,,,,"05000US48257","Kaufman County, Texas",38682,34532,4150,"Kaufman County, Texas",199,1085,1089
"G4802910","2013","TX",,,"Texas","48","Liberty County","291",,,,,,,,,,,,,,,,,,"05000US48291","Liberty County, Texas",29128,25316,3812,"Liberty County, Texas",439,1255,1180
"G4803030","2013","TX",,,"Texas","48","Lubbock County","303",,,,,,,,,,,,,,,,,,"05000US48303","Lubbock County, Texas",118876,105838,13038,"Lubbock County, Texas",741,2350,2257
"G4803090","2013","TX",,,"Texas","48","McLennan County","309",,,,,,,,,,,,,,,,,,"05000US48309","McLennan County, Texas",96458,87845,8613,"McLennan County, Texas",672,1796,1723
"G4803290","2013","TX",,,"Texas","48","Midland County","329",,,,,,,,,,,,,,,,,,"05000US48329","Midland County, Texas",56057,52655,3402,"Midland County, Texas",298,1270,1180
"G4803390","2013","TX",,,"Texas","48","Montgomery County","339",,,,,,,,,,,,,,,,,,"05000US48339","Montgomery County, Texas",188343,170066,18277,"Montgomery County, Texas",305,3277,3196
"G4803470","2013","TX",,,"Texas","48","Nacogdoches County","347",,,,,,,,,,,,,,,,,,"05000US48347","Nacogdoches County, Texas",27777,22687,5090,"Nacogdoches County, Texas",617,1275,1078
"G4803550","2013","TX",,,"Texas","48","Nueces County","355",,,,,,,,,,,,,,,,,,"05000US48355","Nueces County, Texas",143401,127788,15613,"Nueces County, Texas",588,2259,2275
"G4803610","2013","TX",,,"Texas","48","Orange County","361",,,,,,,,,,,,,,,,,,"05000US48361","Orange County, Texas",35785,32004,3781,"Orange County, Texas",157,1094,1084
"G4803670","2013","TX",,,"Texas","48","Parker County","367",,,,,,,,,,,,,,,,,,"05000US48367","Parker County, Texas",47149,43524,3625,"Parker County, Texas",356,1321,1266
"G4803750","2013","TX",,,"Texas","48","Potter County","375",,,,,,,,,,,,,,,,,,"05000US48375","Potter County, Texas",48534,43194,5340,"Potter County, Texas",484,1177,1091
"G4803810","2013","TX",,,"Texas","48","Randall County","381",,,,,,,,,,,,,,,,,,"05000US48381","Randall County, Texas",52892,49024,3868,"Randall County, Texas",338,1295,1223
"G4803970","2013","TX",,,"Texas","48","Rockwall County","397",,,,,,,,,,,,,,,,,,"05000US48397","Rockwall County, Texas",29858,27818,2040,"Rockwall County, Texas",209,1001,941
