GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,PDHE001,PDHE002,PDHE003,NAME_M,PDHM001,PDHM002,PDHM003
"G3400350","2012","NJ",,,"New Jersey","34","Somerset County","035",,,,,,,,,,,,,,,,,,"05000US34035","Somerset County, New Jersey",124300,116840,7460,"Somerset County, New Jersey",377,1645,1652
"G3400370","2012","NJ",,,"New Jersey","34","Sussex County","037",,,,,,,,,,,,,,,,,,"05000US34037","Sussex County, New Jersey",62419,54179,8240,"Sussex County, New Jersey",468,1393,1376
"G3400390","2012","NJ",,,"New Jersey","34","Union County","039",,,,,,,,,,,,,,,,,,"05000US34039","Union County, New Jersey",200626,184879,15747,"Union County, New Jersey",506,1983,1983
"G3400410","2012","NJ",,,"New Jersey","34","Warren County","041",,,,,,,,,,,,,,,,,,"05000US34041","Warren County, New Jersey",45267,41262,4005,"Warren County, New Jersey",262,1183,1140
"G3500010","2012","NM",,,"New Mexico","35","Bernalillo County","001",,,,,,,,,,,,,,,,,,"05000US35001","Bernalillo County, New Mexico",285872,264780,21092,"Bernalillo County, New Mexico",702,2629,2590
"G3500050","2012","NM",,,"New Mexico","35","Chaves County","005",,,,,,,,,,,,,,,,,,"05000US35005","Chaves County, New Mexico",26678,22944,3734,"Chaves County, New Mexico",359,1082,985
"G3500130","2012","NM",,,"New Mexico","35","Doña Ana County","013",,,,,,,,,,,,,,,,,,"05000US35013","Doña Ana County, New Mexico",82918,73717,9201,"Doña Ana County, New Mexico",426,1753,1731
"G3500250","2012","NM",,,"New Mexico","35","Lea County","025",,,,,,,,,,,,,,,,,,"05000US35025","Lea County, New Mexico",24960,21241,3719,"Lea County, New Mexico",156,847,867
"G3500310","2012","NM",,,"New Mexico","35","McKinley County","031",,,,,,,,,,,,,,,,,,"05000US35031","McKinley County, New Mexico",25821,18200,7621,"McKinley County, New Mexico",113,797,807
"G3500350","2012","NM",,,"New Mexico","35","Otero County","035",,,,,,,,,,,,,,,,,,"05000US35035","Otero County, New Mexico",31010,22769,8241,"Otero County, New Mexico",381,1423,1383
"G3500430","2012","NM",,,"New Mexico","35","Sandoval County","043",,,,,,,,,,,,,,,,,,"05000US35043","Sandoval County, New Mexico",53229,47606,5623,"Sandoval County, New Mexico",198,1277,1285
"G3500450","2012","NM",,,"New Mexico","35","San Juan County","045",,,,,,,,,,,,,,,,,,"05000US35045","San Juan County, New Mexico",49589,40025,9564,"San Juan County, New Mexico",246,1370,1338
"G3500490","2012","NM",,,"New Mexico","35","Santa Fe County","049",,,,,,,,,,,,,,,,,,"05000US35049","Santa Fe County, New Mexico",71567,62311,9256,"Santa Fe County, New Mexico",614,1286,1217
"G3500610","2012","NM",,,"New Mexico","35","Valencia County","061",,,,,,,,,,,,,,,,,,"05000US35061","Valencia County, New Mexico",30190,27369,2821,"Valencia County, New Mexico",254,964,932
"G3600010","2012","NY",,,"New York","36","Albany County","001",,,,,,,,,,,,,,,,,,"05000US36001","Albany County, New York",137713,121119,16594,"Albany County, New York",798,1967,2002
"G3600050","2012","NY",,,"New York","36","Bronx County","005",,,,,,,,,,,,,,,,,,"05000US36005","Bronx County, New York",514051,475978,38073,"Bronx County, New York",1413,3477,3063
"G3600070","2012","NY",,,"New York","36","Broome County","007",,,,,,,,,,,,,,,,,,"05000US36007","Broome County, New York",90109,81687,8422,"Broome County, New York",637,1707,1649
"G3600090","2012","NY",,,"New York","36","Cattaraugus County","009",,,,,,,,,,,,,,,,,,"05000US36009","Cattaraugus County, New York",41047,32347,8700,"Cattaraugus County, New York",354,1034,988
"G3600110","2012","NY",,,"New York","36","Cayuga County","011",,,,,,,,,,,,,,,,,,"05000US36011","Cayuga County, New York",36422,30354,6068,"Cayuga County, New York",404,1062,912
"G3600130","2012","NY",,,"New York","36","Chautauqua County","013",,,,,,,,,,,,,,,,,,"05000US36013","Chautauqua County, New York",66736,51814,14922,"Chautauqua County, New York",469,1677,1652
"G3600150","2012","NY",,,"New York","36","Chemung County","015",,,,,,,,,,,,,,,,,,"05000US36015","Chemung County, New York",38335,34867,3468,"Chemung County, New York",515,1214,1056
"G3600190","2012","NY",,,"New York","36","Clinton County","019",,,,,,,,,,,,,,,,,,"05000US36019","Clinton County, New York",35900,32451,3449,"Clinton County, New York",502,1120,1004
"G3600270","2012","NY",,,"New York","36","Dutchess County","027",,,,,,,,,,,,,,,,,,"05000US36027","Dutchess County, New York",118733,107106,11627,"Dutchess County, New York",900,2075,1903
"G3600290","2012","NY",,,"New York","36","Erie County","029",,,,,,,,,,,,,,,,,,"05000US36029","Erie County, New York",419905,379094,40811,"Erie County, New York",1184,3377,3122
"G3600450","2012","NY",,,"New York","36","Jefferson County","045",,,,,,,,,,,,,,,,,,"05000US36045","Jefferson County, New York",58197,45845,12352,"Jefferson County, New York",493,1446,1372
"G3600470","2012","NY",,,"New York","36","Kings County","047",,,,,,,,,,,,,,,,,,"05000US36047","Kings County, New York",1003114,919333,83781,"Kings County, New York",1441,4390,4248
"G3600510","2012","NY",,,"New York","36","Livingston County","051",,,,,,,,,,,,,,,,,,"05000US36051","Livingston County, New York",27175,24038,3137,"Livingston County, New York",387,808,731
"G3600530","2012","NY",,,"New York","36","Madison County","053",,,,,,,,,,,,,,,,,,"05000US36053","Madison County, New York",31731,25991,5740,"Madison County, New York",339,1023,964
"G3600550","2012","NY",,,"New York","36","Monroe County","055",,,,,,,,,,,,,,,,,,"05000US36055","Monroe County, New York",320979,298715,22264,"Monroe County, New York",1111,3240,2641
"G3600590","2012","NY",,,"New York","36","Nassau County","059",,,,,,,,,,,,,,,,,,"05000US36059","Nassau County, New York",466820,441732,25088,"Nassau County, New York",652,2732,2752
"G3600610","2012","NY",,,"New York","36","New York County","061",,,,,,,,,,,,,,,,,,"05000US36061","New York County, New York",850490,746686,103804,"New York County, New York",3152,7896,6796
"G3600630","2012","NY",,,"New York","36","Niagara County","063",,,,,,,,,,,,,,,,,,"05000US36063","Niagara County, New York",99074,88995,10079,"Niagara County, New York",499,1882,1836
"G3600650","2012","NY",,,"New York","36","Oneida County","065",,,,,,,,,,,,,,,,,,"05000US36065","Oneida County, New York",103950,90571,13379,"Oneida County, New York",646,1852,1649
"G3600670","2012","NY",,,"New York","36","Onondaga County","067",,,,,,,,,,,,,,,,,,"05000US36067","Onondaga County, New York",203164,185985,17179,"Onondaga County, New York",1201,2281,2054
"G3600690","2012","NY",,,"New York","36","Ontario County","069",,,,,,,,,,,,,,,,,,"05000US36069","Ontario County, New York",48599,44328,4271,"Ontario County, New York",409,1179,1078
"G3600710","2012","NY",,,"New York","36","Orange County","071",,,,,,,,,,,,,,,,,,"05000US36071","Orange County, New York",138349,125228,13121,"Orange County, New York",704,2211,2163
"G3600750","2012","NY",,,"New York","36","Oswego County","075",,,,,,,,,,,,,,,,,,"05000US36075","Oswego County, New York",53703,45480,8223,"Oswego County, New York",396,1101,1061
"G3600790","2012","NY",,,"New York","36","Putnam County","079",,,,,,,,,,,,,,,,,,"05000US36079","Putnam County, New York",38281,34050,4231,"Putnam County, New York",390,1195,1150
"G3600810","2012","NY",,,"New York","36","Queens County","081",,,,,,,,,,,,,,,,,,"05000US36081","Queens County, New York",840147,780349,59798,"Queens County, New York",952,3618,3622
"G3600830","2012","NY",,,"New York","36","Rensselaer County","083",,,,,,,,,,,,,,,,,,"05000US36083","Rensselaer County, New York",71582,64581,7001,"Rensselaer County, New York",503,1411,1413
"G3600850","2012","NY",,,"New York","36","Richmond County","085",,,,,,,,,,,,,,,,,,"05000US36085","Richmond County, New York",177479,163468,14011,"Richmond County, New York",586,1986,1946
"G3600870","2012","NY",,,"New York","36","Rockland County","087",,,,,,,,,,,,,,,,,,"05000US36087","Rockland County, New York",104210,97934,6276,"Rockland County, New York",431,1346,1233
"G3600890","2012","NY",,,"New York","36","St. Lawrence County","089",,,,,,,,,,,,,,,,,,"05000US36089","St. Lawrence County, New York",52149,42436,9713,"St. Lawrence County, New York",942,1495,1065
"G3600910","2012","NY",,,"New York","36","Saratoga County","091",,,,,,,,,,,,,,,,,,"05000US36091","Saratoga County, New York",100047,87414,12633,"Saratoga County, New York",389,1618,1592
"G3600930","2012","NY",,,"New York","36","Schenectady County","093",,,,,,,,,,,,,,,,,,"05000US36093","Schenectady County, New York",68040,57463,10577,"Schenectady County, New York",444,1569,1559
"G3601010","2012","NY",,,"New York","36","Steuben County","101",,,,,,,,,,,,,,,,,,"05000US36101","Steuben County, New York",48955,41597,7358,"Steuben County, New York",323,960,871
"G3601030","2012","NY",,,"New York","36","Suffolk County","103",,,,,,,,,,,,,,,,,,"05000US36103","Suffolk County, New York",569423,496353,73070,"Suffolk County, New York",1272,4954,4785
"G3601050","2012","NY",,,"New York","36","Sullivan County","105",,,,,,,,,,,,,,,,,,"05000US36105","Sullivan County, New York",49434,29222,20212,"Sullivan County, New York",698,1596,1431
"G3601090","2012","NY",,,"New York","36","Tompkins County","109",,,,,,,,,,,,,,,,,,"05000US36109","Tompkins County, New York",41765,38269,3496,"Tompkins County, New York",806,1291,1001
"G3601110","2012","NY",,,"New York","36","Ulster County","111",,,,,,,,,,,,,,,,,,"05000US36111","Ulster County, New York",83706,70353,13353,"Ulster County, New York",1359,2266,1719
"G3601130","2012","NY",,,"New York","36","Warren County","113",,,,,,,,,,,,,,,,,,"05000US36113","Warren County, New York",38847,27530,11317,"Warren County, New York",177,1242,1199
"G3601170","2012","NY",,,"New York","36","Wayne County","117",,,,,,,,,,,,,,,,,,"05000US36117","Wayne County, New York",41050,37027,4023,"Wayne County, New York",272,974,988
"G3601190","2012","NY",,,"New York","36","Westchester County","119",,,,,,,,,,,,,,,,,,"05000US36119","Westchester County, New York",369968,340097,29871,"Westchester County, New York",878,3059,2891
"G3700010","2012","NC",,,"North Carolina","37","Alamance County","001",,,,,,,,,,,,,,,,,,"05000US37001","Alamance County, North Carolina",67544,59520,8024,"Alamance County, North Carolina",292,1890,1835
"G3700190","2012","NC",,,"North Carolina","37","Brunswick County","019",,,,,,,,,,,,,,,,,,"05000US37019","Brunswick County, North Carolina",79110,46433,32677,"Brunswick County, North Carolina",290,2439,2462
"G3700210","2012","NC",,,"North Carolina","37","Buncombe County","021",,,,,,,,,,,,,,,,,,"05000US37021","Buncombe County, North Carolina",114868,99152,15716,"Buncombe County, North Carolina",656,2450,2244
"G3700230","2012","NC",,,"North Carolina","37","Burke County","023",,,,,,,,,,,,,,,,,,"05000US37023","Burke County, North Carolina",40784,33762,7022,"Burke County, North Carolina",534,1516,1493
"G3700250","2012","NC",,,"North Carolina","37","Cabarrus County","025",,,,,,,,,,,,,,,,,,"05000US37025","Cabarrus County, North Carolina",73169,64459,8710,"Cabarrus County, North Carolina",253,1769,1768
"G3700270","2012","NC",,,"North Carolina","37","Caldwell County","027",,,,,,,,,,,,,,,,,,"05000US37027","Caldwell County, North Carolina",37669,33009,4660,"Caldwell County, North Carolina",254,1150,1124
"G3700310","2012","NC",,,"North Carolina","37","Carteret County","031",,,,,,,,,,,,,,,,,,"05000US37031","Carteret County, North Carolina",48694,28346,20348,"Carteret County, North Carolina",165,1504,1518
"G3700350","2012","NC",,,"North Carolina","37","Catawba County","035",,,,,,,,,,,,,,,,,,"05000US37035","Catawba County, North Carolina",67802,59291,8511,"Catawba County, North Carolina",289,1788,1737
"G3700370","2012","NC",,,"North Carolina","37","Chatham County","037",,,,,,,,,,,,,,,,,,"05000US37037","Chatham County, North Carolina",29236,26023,3213,"Chatham County, North Carolina",175,1085,1097
"G3700450","2012","NC",,,"North Carolina","37","Cleveland County","045",,,,,,,,,,,,,,,,,,"05000US37045","Cleveland County, North Carolina",43339,36818,6521,"Cleveland County, North Carolina",183,1275,1260
"G3700490","2012","NC",,,"North Carolina","37","Craven County","049",,,,,,,,,,,,,,,,,,"05000US37049","Craven County, North Carolina",45569,40570,4999,"Craven County, North Carolina",371,1292,1278
"G3700510","2012","NC",,,"North Carolina","37","Cumberland County","051",,,,,,,,,,,,,,,,,,"05000US37051","Cumberland County, North Carolina",140675,122446,18229,"Cumberland County, North Carolina",622,1799,1761
"G3700570","2012","NC",,,"North Carolina","37","Davidson County","057",,,,,,,,,,,,,,,,,,"05000US37057","Davidson County, North Carolina",72772,63527,9245,"Davidson County, North Carolina",230,2099,2071
"G3700630","2012","NC",,,"North Carolina","37","Durham County","063",,,,,,,,,,,,,,,,,,"05000US37063","Durham County, North Carolina",122642,113769,8873,"Durham County, North Carolina",873,1857,1610
"G3700670","2012","NC",,,"North Carolina","37","Forsyth County","067",,,,,,,,,,,,,,,,,,"05000US37067","Forsyth County, North Carolina",158649,141427,17222,"Forsyth County, North Carolina",607,2466,2405
"G3700710","2012","NC",,,"North Carolina","37","Gaston County","071",,,,,,,,,,,,,,,,,,"05000US37071","Gaston County, North Carolina",89387,79973,9414,"Gaston County, North Carolina",372,1509,1476
"G3700810","2012","NC",,,"North Carolina","37","Guilford County","081",,,,,,,,,,,,,,,,,,"05000US37081","Guilford County, North Carolina",220570,199110,21460,"Guilford County, North Carolina",834,2756,2706
"G3700850","2012","NC",,,"North Carolina","37","Harnett County","085",,,,,,,,,,,,,,,,,,"05000US37085","Harnett County, North Carolina",48147,41208,6939,"Harnett County, North Carolina",234,1246,1194
"G3700890","2012","NC",,,"North Carolina","37","Henderson County","089",,,,,,,,,,,,,,,,,,"05000US37089","Henderson County, North Carolina",54890,44549,10341,"Henderson County, North Carolina",275,1721,1720
"G3700970","2012","NC",,,"North Carolina","37","Iredell County","097",,,,,,,,,,,,,,,,,,"05000US37097","Iredell County, North Carolina",69365,58660,10705,"Iredell County, North Carolina",150,1900,1881
"G3701010","2012","NC",,,"North Carolina","37","Johnston County","101",,,,,,,,,,,,,,,,,,"05000US37101","Johnston County, North Carolina",68585,60696,7889,"Johnston County, North Carolina",206,1917,1905
"G3701090","2012","NC",,,"North Carolina","37","Lincoln County","109",,,,,,,,,,,,,,,,,,"05000US37109","Lincoln County, North Carolina",33713,31298,2415,"Lincoln County, North Carolina",158,939,962
"G3701190","2012","NC",,,"North Carolina","37","Mecklenburg County","119",,,,,,,,,,,,,,,,,,"05000US37119","Mecklenburg County, North Carolina",403584,365887,37697,"Mecklenburg County, North Carolina",992,3996,3957
"G3701250","2012","NC",,,"North Carolina","37","Moore County","125",,,,,,,,,,,,,,,,,,"05000US37125","Moore County, North Carolina",44514,37060,7454,"Moore County, North Carolina",192,1753,1747
"G3701270","2012","NC",,,"North Carolina","37","Nash County","127",,,,,,,,,,,,,,,,,,"05000US37127","Nash County, North Carolina",42372,36099,6273,"Nash County, North Carolina",282,1405,1430
"G3701290","2012","NC",,,"North Carolina","37","New Hanover County","129",,,,,,,,,,,,,,,,,,"05000US37129","New Hanover County, North Carolina",102394,85092,17302,"New Hanover County, North Carolina",640,2477,2402
"G3701330","2012","NC",,,"North Carolina","37","Onslow County","133",,,,,,,,,,,,,,,,,,"05000US37133","Onslow County, North Carolina",72614,61842,10772,"Onslow County, North Carolina",375,1923,1906
"G3701350","2012","NC",,,"North Carolina","37","Orange County","135",,,,,,,,,,,,,,,,,,"05000US37135","Orange County, North Carolina",56182,52139,4043,"Orange County, North Carolina",830,1479,1240
"G3701470","2012","NC",,,"North Carolina","37","Pitt County","147",,,,,,,,,,,,,,,,,,"05000US37147","Pitt County, North Carolina",75675,69741,5934,"Pitt County, North Carolina",459,1559,1501
"G3701510","2012","NC",,,"North Carolina","37","Randolph County","151",,,,,,,,,,,,,,,,,,"05000US37151","Randolph County, North Carolina",61230,55050,6180,"Randolph County, North Carolina",253,1515,1462
"G3701550","2012","NC",,,"North Carolina","37","Robeson County","155",,,,,,,,,,,,,,,,,,"05000US37155","Robeson County, North Carolina",52593,46555,6038,"Robeson County, North Carolina",426,991,833
"G3701570","2012","NC",,,"North Carolina","37","Rockingham County","157",,,,,,,,,,,,,,,,,,"05000US37157","Rockingham County, North Carolina",43607,38261,5346,"Rockingham County, North Carolina",214,1200,1181
"G3701590","2012","NC",,,"North Carolina","37","Rowan County","159",,,,,,,,,,,,,,,,,,"05000US37159","Rowan County, North Carolina",60125,51406,8719,"Rowan County, North Carolina",417,1706,1603
"G3701610","2012","NC",,,"North Carolina","37","Rutherford County","161",,,,,,,,,,,,,,,,,,"05000US37161","Rutherford County, North Carolina",33849,27506,6343,"Rutherford County, North Carolina",192,1138,1160
"G3701710","2012","NC",,,"North Carolina","37","Surry County","171",,,,,,,,,,,,,,,,,,"05000US37171","Surry County, North Carolina",33588,29063,4525,"Surry County, North Carolina",182,1057,1069
"G3701790","2012","NC",,,"North Carolina","37","Union County","179",,,,,,,,,,,,,,,,,,"05000US37179","Union County, North Carolina",73868,68592,5276,"Union County, North Carolina",266,1161,1108
"G3701830","2012","NC",,,"North Carolina","37","Wake County","183",,,,,,,,,,,,,,,,,,"05000US37183","Wake County, North Carolina",381394,357684,23710,"Wake County, North Carolina",1315,3262,2757
"G3701910","2012","NC",,,"North Carolina","37","Wayne County","191",,,,,,,,,,,,,,,,,,"05000US37191","Wayne County, North Carolina",53080,47554,5526,"Wayne County, North Carolina",333,1452,1399
"G3701930","2012","NC",,,"North Carolina","37","Wilkes County","193",,,,,,,,,,,,,,,,,,"05000US37193","Wilkes County, North Carolina",33038,28646,4392,"Wilkes County, North Carolina",194,1337,1327
"G3701950","2012","NC",,,"North Carolina","37","Wilson County","195",,,,,,,,,,,,,,,,,,"05000US37195","Wilson County, North Carolina",35611,31762,3849,"Wilson County, North Carolina",256,1146,1105
"G3800150","2012","ND",,,"North Dakota","38","Burleigh County","015",,,,,,,,,,,,,,,,,,"05000US38015","Burleigh County, North Dakota",37186,35200,1986,"Burleigh County, North Dakota",279,829,789
"G3800170","2012","ND",,,"North Dakota","38","Cass County","017",,,,,,,,,,,,,,,,,,"05000US38017","Cass County, North Dakota",70667,66335,4332,"Cass County, North Dakota",387,1828,1790
"G3800350","2012","ND",,,"North Dakota","38","Grand Forks County","035",,,,,,,,,,,,,,,,,,"05000US38035","Grand Forks County, North Dakota",29913,28198,1715,"Grand Forks County, North Dakota",472,649,520
"G3900030","2012","OH",,,"Ohio","39","Allen County","003",,,,,,,,,,,,,,,,,,"05000US39003","Allen County, Ohio",44883,40366,4517,"Allen County, Ohio",341,1058,1049
"G3900070","2012","OH",,,"Ohio","39","Ashtabula County","007",,,,,,,,,,,,,,,,,,"05000US39007","Ashtabula County, Ohio",45928,39008,6920,"Ashtabula County, Ohio",394,1140,1097
"G3900130","2012","OH",,,"Ohio","39","Belmont County","013",,,,,,,,,,,,,,,,,,"05000US39013","Belmont County, Ohio",32295,28549,3746,"Belmont County, Ohio",411,1038,928
"G3900170","2012","OH",,,"Ohio","39","Butler County","017",,,,,,,,,,,,,,,,,,"05000US39017","Butler County, Ohio",148583,132861,15722,"Butler County, Ohio",442,2095,1925
"G3900230","2012","OH",,,"Ohio","39","Clark County","023",,,,,,,,,,,,,,,,,,"05000US39023","Clark County, Ohio",61260,54288,6972,"Clark County, Ohio",305,1203,1221
"G3900250","2012","OH",,,"Ohio","39","Clermont County","025",,,,,,,,,,,,,,,,,,"05000US39025","Clermont County, Ohio",81288,75465,5823,"Clermont County, Ohio",335,1580,1571
"G3900290","2012","OH",,,"Ohio","39","Columbiana County","029",,,,,,,,,,,,,,,,,,"05000US39029","Columbiana County, Ohio",46827,42499,4328,"Columbiana County, Ohio",749,1118,1078
"G3900350","2012","OH",,,"Ohio","39","Cuyahoga County","035",,,,,,,,,,,,,,,,,,"05000US39035","Cuyahoga County, Ohio",619114,529284,89830,"Cuyahoga County, Ohio",1042,4829,4645
"G3900410","2012","OH",,,"Ohio","39","Delaware County","041",,,,,,,,,,,,,,,,,,"05000US39041","Delaware County, Ohio",67611,65046,2565,"Delaware County, Ohio",326,1138,1068
"G3900430","2012","OH",,,"Ohio","39","Erie County","043",,,,,,,,,,,,,,,,,,"05000US39043","Erie County, Ohio",37730,31739,5991,"Erie County, Ohio",233,1131,1083
"G3900450","2012","OH",,,"Ohio","39","Fairfield County","045",,,,,,,,,,,,,,,,,,"05000US39045","Fairfield County, Ohio",58880,54370,4510,"Fairfield County, Ohio",270,1428,1383
"G3900490","2012","OH",,,"Ohio","39","Franklin County","049",,,,,,,,,,,,,,,,,,"05000US39049","Franklin County, Ohio",531772,471438,60334,"Franklin County, Ohio",1098,4200,3853
"G3900550","2012","OH",,,"Ohio","39","Geauga County","055",,,,,,,,,,,,,,,,,,"05000US39055","Geauga County, Ohio",36594,34204,2390,"Geauga County, Ohio",133,814,811
"G3900570","2012","OH",,,"Ohio","39","Greene County","057",,,,,,,,,,,,,,,,,,"05000US39057","Greene County, Ohio",68667,62465,6202,"Greene County, Ohio",558,1437,1375
"G3900610","2012","OH",,,"Ohio","39","Hamilton County","061",,,,,,,,,,,,,,,,,,"05000US39061","Hamilton County, Ohio",376432,328390,48042,"Hamilton County, Ohio",805,3314,3151
"G3900630","2012","OH",,,"Ohio","39","Hancock County","063",,,,,,,,,,,,,,,,,,"05000US39063","Hancock County, Ohio",33188,30064,3124,"Hancock County, Ohio",218,840,837
"G3900810","2012","OH",,,"Ohio","39","Jefferson County","081",,,,,,,,,,,,,,,,,,"05000US39081","Jefferson County, Ohio",32643,28625,4018,"Jefferson County, Ohio",366,1026,960
"G3900850","2012","OH",,,"Ohio","39","Lake County","085",,,,,,,,,,,,,,,,,,"05000US39085","Lake County, Ohio",101259,95087,6172,"Lake County, Ohio",352,1538,1439
"G3900890","2012","OH",,,"Ohio","39","Licking County","089",,,,,,,,,,,,,,,,,,"05000US39089","Licking County, Ohio",69641,63160,6481,"Licking County, Ohio",349,1705,1584
"G3900930","2012","OH",,,"Ohio","39","Lorain County","093",,,,,,,,,,,,,,,,,,"05000US39093","Lorain County, Ohio",127684,115670,12014,"Lorain County, Ohio",514,1981,1804
"G3900950","2012","OH",,,"Ohio","39","Lucas County","095",,,,,,,,,,,,,,,,,,"05000US39095","Lucas County, Ohio",202048,176924,25124,"Lucas County, Ohio",798,2844,2700
"G3900990","2012","OH",,,"Ohio","39","Mahoning County","099",,,,,,,,,,,,,,,,,,"05000US39099","Mahoning County, Ohio",111424,96689,14735,"Mahoning County, Ohio",852,2420,2036
"G3901010","2012","OH",,,"Ohio","39","Marion County","101",,,,,,,,,,,,,,,,,,"05000US39101","Marion County, Ohio",27800,24496,3304,"Marion County, Ohio",1559,1738,903
"G3901030","2012","OH",,,"Ohio","39","Medina County","103",,,,,,,,,,,,,,,,,,"05000US39103","Medina County, Ohio",69850,65593,4257,"Medina County, Ohio",151,1153,1165
"G3901090","2012","OH",,,"Ohio","39","Miami County","109",,,,,,,,,,,,,,,,,,"05000US39109","Miami County, Ohio",44211,41261,2950,"Miami County, Ohio",188,1006,1002
"G3901130","2012","OH",,,"Ohio","39","Montgomery County","113",,,,,,,,,,,,,,,,,,"05000US39113","Montgomery County, Ohio",254104,221121,32983,"Montgomery County, Ohio",1141,2960,2550
"G3901190","2012","OH",,,"Ohio","39","Muskingum County","119",,,,,,,,,,,,,,,,,,"05000US39119","Muskingum County, Ohio",37867,33675,4192,"Muskingum County, Ohio",270,963,957
"G3901330","2012","OH",,,"Ohio","39","Portage County","133",,,,,,,,,,,,,,,,,,"05000US39133","Portage County, Ohio",67894,59712,8182,"Portage County, Ohio",447,1644,1617
"G3901390","2012","OH",,,"Ohio","39","Richland County","139",,,,,,,,,,,,,,,,,,"05000US39139","Richland County, Ohio",54373,48529,5844,"Richland County, Ohio",539,1343,1254
"G3901410","2012","OH",,,"Ohio","39","Ross County","141",,,,,,,,,,,,,,,,,,"05000US39141","Ross County, Ohio",31935,27948,3987,"Ross County, Ohio",357,1084,1073
"G3901450","2012","OH",,,"Ohio","39","Scioto County","145",,,,,,,,,,,,,,,,,,"05000US39145","Scioto County, Ohio",34051,28927,5124,"Scioto County, Ohio",355,1296,1247
"G3901510","2012","OH",,,"Ohio","39","Stark County","151",,,,,,,,,,,,,,,,,,"05000US39151","Stark County, Ohio",165050,150470,14580,"Stark County, Ohio",495,2316,2258
"G3901530","2012","OH",,,"Ohio","39","Summit County","153",,,,,,,,,,,,,,,,,,"05000US39153","Summit County, Ohio",244970,221175,23795,"Summit County, Ohio",611,3024,2879
"G3901550","2012","OH",,,"Ohio","39","Trumbull County","155",,,,,,,,,,,,,,,,,,"05000US39155","Trumbull County, Ohio",95712,86992,8720,"Trumbull County, Ohio",364,1815,1837
"G3901570","2012","OH",,,"Ohio","39","Tuscarawas County","157",,,,,,,,,,,,,,,,,,"05000US39157","Tuscarawas County, Ohio",40052,36699,3353,"Tuscarawas County, Ohio",157,1076,1035
"G3901650","2012","OH",,,"Ohio","39","Warren County","165",,,,,,,,,,,,,,,,,,"05000US39165","Warren County, Ohio",82092,77718,4374,"Warren County, Ohio",346,1370,1328
"G3901690","2012","OH",,,"Ohio","39","Wayne County","169",,,,,,,,,,,,,,,,,,"05000US39169","Wayne County, Ohio",45837,42246,3591,"Wayne County, Ohio",321,1088,1053
"G3901730","2012","OH",,,"Ohio","39","Wood County","173",,,,,,,,,,,,,,,,,,"05000US39173","Wood County, Ohio",53568,50219,3349,"Wood County, Ohio",566,1086,1004
"G4000170","2012","OK",,,"Oklahoma","40","Canadian County","017",,,,,,,,,,,,,,,,,,"05000US40017","Canadian County, Oklahoma",46261,41932,4329,"Canadian County, Oklahoma",385,1014,971
"G4000270","2012","OK",,,"Oklahoma","40","Cleveland County","027",,,,,,,,,,,,,,,,,,"05000US40027","Cleveland County, Oklahoma",106795,97706,9089,"Cleveland County, Oklahoma",715,1726,1576
"G4000310","2012","OK",,,"Oklahoma","40","Comanche County","031",,,,,,,,,,,,,,,,,,"05000US40031","Comanche County, Oklahoma",51295,43470,7825,"Comanche County, Oklahoma",441,1497,1433
"G4000370","2012","OK",,,"Oklahoma","40","Creek County","037",,,,,,,,,,,,,,,,,,"05000US40037","Creek County, Oklahoma",29870,26628,3242,"Creek County, Oklahoma",280,629,547
"G4001010","2012","OK",,,"Oklahoma","40","Muskogee County","101",,,,,,,,,,,,,,,,,,"05000US40101","Muskogee County, Oklahoma",30898,26128,4770,"Muskogee County, Oklahoma",342,666,571
"G4001090","2012","OK",,,"Oklahoma","40","Oklahoma County","109",,,,,,,,,,,,,,,,,,"05000US40109","Oklahoma County, Oklahoma",322542,284720,37822,"Oklahoma County, Oklahoma",1056,2970,2732
"G4001190","2012","OK",,,"Oklahoma","40","Payne County","119",,,,,,,,,,,,,,,,,,"05000US40119","Payne County, Oklahoma",34301,29867,4434,"Payne County, Oklahoma",468,1203,1039
"G4001250","2012","OK",,,"Oklahoma","40","Pottawatomie County","125",,,,,,,,,,,,,,,,,,"05000US40125","Pottawatomie County, Oklahoma",29434,26333,3101,"Pottawatomie County, Oklahoma",637,878,520
"G4001310","2012","OK",,,"Oklahoma","40","Rogers County","131",,,,,,,,,,,,,,,,,,"05000US40131","Rogers County, Oklahoma",35690,33022,2668,"Rogers County, Oklahoma",272,578,506
"G4001430","2012","OK",,,"Oklahoma","40","Tulsa County","143",,,,,,,,,,,,,,,,,,"05000US40143","Tulsa County, Oklahoma",272506,242564,29942,"Tulsa County, Oklahoma",547,1786,1744
"G4001450","2012","OK",,,"Oklahoma","40","Wagoner County","145",,,,,,,,,,,,,,,,,,"05000US40145","Wagoner County, Oklahoma",30208,27041,3167,"Wagoner County, Oklahoma",93,587,582
"G4100030","2012","OR",,,"Oregon","41","Benton County","003",,,,,,,,,,,,,,,,,,"05000US41003","Benton County, Oregon",36663,33395,3268,"Benton County, Oregon",414,1129,1074
