GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,ADAVE001,ADAVE002,ADAVE003,NAME_M,ADAVM001,ADAVM002,ADAVM003
"G3400370","2015","NJ",,,"New Jersey","34","Sussex County","037",,,,,,,,,,,,,,,,,,"05000US34037","Sussex County, New Jersey",62333,53190,9143,"Sussex County, New Jersey",348,1440,1342
"G3400390","2015","NJ",,,"New Jersey","34","Union County","039",,,,,,,,,,,,,,,,,,"05000US34039","Union County, New Jersey",201481,188035,13446,"Union County, New Jersey",754,2212,2035
"G3400410","2015","NJ",,,"New Jersey","34","Warren County","041",,,,,,,,,,,,,,,,,,"05000US34041","Warren County, New Jersey",45423,41813,3610,"Warren County, New Jersey",242,1179,1131
"G3500010","2015","NM",,,"New Mexico","35","Bernalillo County","001",,,,,,,,,,,,,,,,,,"05000US35001","Bernalillo County, New Mexico",288988,263325,25663,"Bernalillo County, New Mexico",476,2911,2848
"G3500050","2015","NM",,,"New Mexico","35","Chaves County","005",,,,,,,,,,,,,,,,,,"05000US35005","Chaves County, New Mexico",26691,22665,4026,"Chaves County, New Mexico",392,1092,944
"G3500130","2015","NM",,,"New Mexico","35","Doña Ana County","013",,,,,,,,,,,,,,,,,,"05000US35013","Doña Ana County, New Mexico",84640,74631,10009,"Doña Ana County, New Mexico",319,2081,2052
"G3500250","2015","NM",,,"New Mexico","35","Lea County","025",,,,,,,,,,,,,,,,,,"05000US35025","Lea County, New Mexico",25574,21101,4473,"Lea County, New Mexico",323,1035,968
"G3500310","2015","NM",,,"New Mexico","35","McKinley County","031",,,,,,,,,,,,,,,,,,"05000US35031","McKinley County, New Mexico",25744,19735,6009,"McKinley County, New Mexico",85,837,849
"G3500350","2015","NM",,,"New Mexico","35","Otero County","035",,,,,,,,,,,,,,,,,,"05000US35035","Otero County, New Mexico",30925,23919,7006,"Otero County, New Mexico",436,1393,1317
"G3500430","2015","NM",,,"New Mexico","35","Sandoval County","043",,,,,,,,,,,,,,,,,,"05000US35043","Sandoval County, New Mexico",54698,47397,7301,"Sandoval County, New Mexico",297,1573,1547
"G3500450","2015","NM",,,"New Mexico","35","San Juan County","045",,,,,,,,,,,,,,,,,,"05000US35045","San Juan County, New Mexico",49659,43030,6629,"San Juan County, New Mexico",281,951,904
"G3500490","2015","NM",,,"New Mexico","35","Santa Fe County","049",,,,,,,,,,,,,,,,,,"05000US35049","Santa Fe County, New Mexico",71877,60642,11235,"Santa Fe County, New Mexico",534,1625,1566
"G3500610","2015","NM",,,"New Mexico","35","Valencia County","061",,,,,,,,,,,,,,,,,,"05000US35061","Valencia County, New Mexico",30216,27431,2785,"Valencia County, New Mexico",207,1009,967
"G3600010","2015","NY",,,"New York","36","Albany County","001",,,,,,,,,,,,,,,,,,"05000US36001","Albany County, New York",138718,123862,14856,"Albany County, New York",730,1955,1851
"G3600050","2015","NY",,,"New York","36","Bronx County","005",,,,,,,,,,,,,,,,,,"05000US36005","Bronx County, New York",523735,495513,28222,"Bronx County, New York",1248,2449,2249
"G3600070","2015","NY",,,"New York","36","Broome County","007",,,,,,,,,,,,,,,,,,"05000US36007","Broome County, New York",89649,78398,11251,"Broome County, New York",598,1822,1747
"G3600090","2015","NY",,,"New York","36","Cattaraugus County","009",,,,,,,,,,,,,,,,,,"05000US36009","Cattaraugus County, New York",40929,31174,9755,"Cattaraugus County, New York",302,1083,1059
"G3600110","2015","NY",,,"New York","36","Cayuga County","011",,,,,,,,,,,,,,,,,,"05000US36011","Cayuga County, New York",36463,31368,5095,"Cayuga County, New York",500,1031,965
"G3600130","2015","NY",,,"New York","36","Chautauqua County","013",,,,,,,,,,,,,,,,,,"05000US36013","Chautauqua County, New York",66684,51579,15105,"Chautauqua County, New York",434,1639,1547
"G3600150","2015","NY",,,"New York","36","Chemung County","015",,,,,,,,,,,,,,,,,,"05000US36015","Chemung County, New York",38343,34546,3797,"Chemung County, New York",428,1160,1037
"G3600190","2015","NY",,,"New York","36","Clinton County","019",,,,,,,,,,,,,,,,,,"05000US36019","Clinton County, New York",35966,31249,4717,"Clinton County, New York",386,1188,1115
"G3600270","2015","NY",,,"New York","36","Dutchess County","027",,,,,,,,,,,,,,,,,,"05000US36027","Dutchess County, New York",119240,106319,12921,"Dutchess County, New York",811,1894,1820
"G3600290","2015","NY",,,"New York","36","Erie County","029",,,,,,,,,,,,,,,,,,"05000US36029","Erie County, New York",421859,383099,38760,"Erie County, New York",886,3236,3041
"G3600450","2015","NY",,,"New York","36","Jefferson County","045",,,,,,,,,,,,,,,,,,"05000US36045","Jefferson County, New York",59129,43145,15984,"Jefferson County, New York",816,1352,1692
"G3600470","2015","NY",,,"New York","36","Kings County","047",,,,,,,,,,,,,,,,,,"05000US36047","Kings County, New York",1025815,940176,85639,"Kings County, New York",1859,4456,3921
"G3600510","2015","NY",,,"New York","36","Livingston County","051",,,,,,,,,,,,,,,,,,"05000US36051","Livingston County, New York",27367,24189,3178,"Livingston County, New York",462,1045,954
"G3600530","2015","NY",,,"New York","36","Madison County","053",,,,,,,,,,,,,,,,,,"05000US36053","Madison County, New York",31755,26305,5450,"Madison County, New York",312,1265,1166
"G3600550","2015","NY",,,"New York","36","Monroe County","055",,,,,,,,,,,,,,,,,,"05000US36055","Monroe County, New York",324862,298151,26711,"Monroe County, New York",1015,2928,2674
"G3600590","2015","NY",,,"New York","36","Nassau County","059",,,,,,,,,,,,,,,,,,"05000US36059","Nassau County, New York",466846,436567,30279,"Nassau County, New York",601,3025,2969
"G3600610","2015","NY",,,"New York","36","New York County","061",,,,,,,,,,,,,,,,,,"05000US36061","New York County, New York",869890,751244,118646,"New York County, New York",2334,8616,8022
"G3600630","2015","NY",,,"New York","36","Niagara County","063",,,,,,,,,,,,,,,,,,"05000US36063","Niagara County, New York",99135,84893,14242,"Niagara County, New York",380,1753,1669
"G3600650","2015","NY",,,"New York","36","Oneida County","065",,,,,,,,,,,,,,,,,,"05000US36065","Oneida County, New York",103850,90396,13454,"Oneida County, New York",693,1738,1620
"G3600670","2015","NY",,,"New York","36","Onondaga County","067",,,,,,,,,,,,,,,,,,"05000US36067","Onondaga County, New York",205015,182581,22434,"Onondaga County, New York",960,2686,2494
"G3600690","2015","NY",,,"New York","36","Ontario County","069",,,,,,,,,,,,,,,,,,"05000US36069","Ontario County, New York",49912,43692,6220,"Ontario County, New York",326,1353,1336
"G3600710","2015","NY",,,"New York","36","Orange County","071",,,,,,,,,,,,,,,,,,"05000US36071","Orange County, New York",140299,125470,14829,"Orange County, New York",590,2371,2256
"G3600750","2015","NY",,,"New York","36","Oswego County","075",,,,,,,,,,,,,,,,,,"05000US36075","Oswego County, New York",53675,45115,8560,"Oswego County, New York",403,1369,1320
"G3600790","2015","NY",,,"New York","36","Putnam County","079",,,,,,,,,,,,,,,,,,"05000US36079","Putnam County, New York",38331,34181,4150,"Putnam County, New York",389,1273,1189
"G3600810","2015","NY",,,"New York","36","Queens County","081",,,,,,,,,,,,,,,,,,"05000US36081","Queens County, New York",849552,774752,74800,"Queens County, New York",938,3898,3784
"G3600830","2015","NY",,,"New York","36","Rensselaer County","083",,,,,,,,,,,,,,,,,,"05000US36083","Rensselaer County, New York",71867,62585,9282,"Rensselaer County, New York",455,1694,1580
"G3600850","2015","NY",,,"New York","36","Richmond County","085",,,,,,,,,,,,,,,,,,"05000US36085","Richmond County, New York",178986,167462,11524,"Richmond County, New York",716,2019,1857
"G3600870","2015","NY",,,"New York","36","Rockland County","087",,,,,,,,,,,,,,,,,,"05000US36087","Rockland County, New York",104836,99875,4961,"Rockland County, New York",320,1251,1216
"G3600890","2015","NY",,,"New York","36","St. Lawrence County","089",,,,,,,,,,,,,,,,,,"05000US36089","St. Lawrence County, New York",52250,42771,9479,"St. Lawrence County, New York",827,1308,1087
"G3600910","2015","NY",,,"New York","36","Saratoga County","091",,,,,,,,,,,,,,,,,,"05000US36091","Saratoga County, New York",102560,90999,11561,"Saratoga County, New York",383,1975,1957
"G3600930","2015","NY",,,"New York","36","Schenectady County","093",,,,,,,,,,,,,,,,,,"05000US36093","Schenectady County, New York",68188,52514,15674,"Schenectady County, New York",363,1718,1720
"G3601010","2015","NY",,,"New York","36","Steuben County","101",,,,,,,,,,,,,,,,,,"05000US36101","Steuben County, New York",48774,39517,9257,"Steuben County, New York",294,1110,1107
"G3601030","2015","NY",,,"New York","36","Suffolk County","103",,,,,,,,,,,,,,,,,,"05000US36103","Suffolk County, New York",570701,481796,88905,"Suffolk County, New York",1039,4762,4672
"G3601050","2015","NY",,,"New York","36","Sullivan County","105",,,,,,,,,,,,,,,,,,"05000US36105","Sullivan County, New York",49753,28394,21359,"Sullivan County, New York",429,1577,1582
"G3601090","2015","NY",,,"New York","36","Tompkins County","109",,,,,,,,,,,,,,,,,,"05000US36109","Tompkins County, New York",42265,38112,4153,"Tompkins County, New York",736,1463,1200
"G3601110","2015","NY",,,"New York","36","Ulster County","111",,,,,,,,,,,,,,,,,,"05000US36111","Ulster County, New York",83808,69594,14214,"Ulster County, New York",766,2222,1944
"G3601130","2015","NY",,,"New York","36","Warren County","113",,,,,,,,,,,,,,,,,,"05000US36113","Warren County, New York",39194,24222,14972,"Warren County, New York",126,1485,1471
"G3601170","2015","NY",,,"New York","36","Wayne County","117",,,,,,,,,,,,,,,,,,"05000US36117","Wayne County, New York",41450,35841,5609,"Wayne County, New York",266,1300,1292
"G3601190","2015","NY",,,"New York","36","Westchester County","119",,,,,,,,,,,,,,,,,,"05000US36119","Westchester County, New York",369678,338319,31359,"Westchester County, New York",882,2839,2750
"G3700010","2015","NC",,,"North Carolina","37","Alamance County","001",,,,,,,,,,,,,,,,,,"05000US37001","Alamance County, North Carolina",68485,63093,5392,"Alamance County, North Carolina",257,1325,1266
"G3700190","2015","NC",,,"North Carolina","37","Brunswick County","019",,,,,,,,,,,,,,,,,,"05000US37019","Brunswick County, North Carolina",83077,49859,33218,"Brunswick County, North Carolina",309,2409,2335
"G3700210","2015","NC",,,"North Carolina","37","Buncombe County","021",,,,,,,,,,,,,,,,,,"05000US37021","Buncombe County, North Carolina",116643,102887,13756,"Buncombe County, North Carolina",599,2221,2173
"G3700230","2015","NC",,,"North Carolina","37","Burke County","023",,,,,,,,,,,,,,,,,,"05000US37023","Burke County, North Carolina",40619,34380,6239,"Burke County, North Carolina",617,1728,1626
"G3700250","2015","NC",,,"North Carolina","37","Cabarrus County","025",,,,,,,,,,,,,,,,,,"05000US37025","Cabarrus County, North Carolina",76895,70623,6272,"Cabarrus County, North Carolina",203,1550,1535
"G3700270","2015","NC",,,"North Carolina","37","Caldwell County","027",,,,,,,,,,,,,,,,,,"05000US37027","Caldwell County, North Carolina",37638,31917,5721,"Caldwell County, North Carolina",183,1473,1449
"G3700310","2015","NC",,,"North Carolina","37","Carteret County","031",,,,,,,,,,,,,,,,,,"05000US37031","Carteret County, North Carolina",48985,29636,19349,"Carteret County, North Carolina",178,1429,1479
"G3700350","2015","NC",,,"North Carolina","37","Catawba County","035",,,,,,,,,,,,,,,,,,"05000US37035","Catawba County, North Carolina",67866,60498,7368,"Catawba County, North Carolina",338,1668,1637
"G3700370","2015","NC",,,"North Carolina","37","Chatham County","037",,,,,,,,,,,,,,,,,,"05000US37037","Chatham County, North Carolina",30502,27608,2894,"Chatham County, North Carolina",144,974,947
"G3700450","2015","NC",,,"North Carolina","37","Cleveland County","045",,,,,,,,,,,,,,,,,,"05000US37045","Cleveland County, North Carolina",43262,36291,6971,"Cleveland County, North Carolina",180,1506,1510
"G3700490","2015","NC",,,"North Carolina","37","Craven County","049",,,,,,,,,,,,,,,,,,"05000US37049","Craven County, North Carolina",46043,41721,4322,"Craven County, North Carolina",405,1196,1149
"G3700510","2015","NC",,,"North Carolina","37","Cumberland County","051",,,,,,,,,,,,,,,,,,"05000US37051","Cumberland County, North Carolina",144428,120188,24240,"Cumberland County, North Carolina",647,2201,2176
"G3700570","2015","NC",,,"North Carolina","37","Davidson County","057",,,,,,,,,,,,,,,,,,"05000US37057","Davidson County, North Carolina",73139,65359,7780,"Davidson County, North Carolina",265,1425,1441
"G3700630","2015","NC",,,"North Carolina","37","Durham County","063",,,,,,,,,,,,,,,,,,"05000US37063","Durham County, North Carolina",130225,120004,10221,"Durham County, North Carolina",680,2125,1971
"G3700670","2015","NC",,,"North Carolina","37","Forsyth County","067",,,,,,,,,,,,,,,,,,"05000US37067","Forsyth County, North Carolina",161923,144165,17758,"Forsyth County, North Carolina",576,2593,2551
"G3700710","2015","NC",,,"North Carolina","37","Gaston County","071",,,,,,,,,,,,,,,,,,"05000US37071","Gaston County, North Carolina",90388,79021,11367,"Gaston County, North Carolina",330,1717,1616
"G3700810","2015","NC",,,"North Carolina","37","Guilford County","081",,,,,,,,,,,,,,,,,,"05000US37081","Guilford County, North Carolina",225137,198833,26304,"Guilford County, North Carolina",727,2548,2519
"G3700850","2015","NC",,,"North Carolina","37","Harnett County","085",,,,,,,,,,,,,,,,,,"05000US37085","Harnett County, North Carolina",49753,43725,6028,"Harnett County, North Carolina",194,1094,1058
"G3700890","2015","NC",,,"North Carolina","37","Henderson County","089",,,,,,,,,,,,,,,,,,"05000US37089","Henderson County, North Carolina",55670,47478,8192,"Henderson County, North Carolina",247,1727,1675
"G3700970","2015","NC",,,"North Carolina","37","Iredell County","097",,,,,,,,,,,,,,,,,,"05000US37097","Iredell County, North Carolina",70908,63782,7126,"Iredell County, North Carolina",129,1457,1454
"G3701010","2015","NC",,,"North Carolina","37","Johnston County","101",,,,,,,,,,,,,,,,,,"05000US37101","Johnston County, North Carolina",71152,64045,7107,"Johnston County, North Carolina",198,1367,1405
"G3701090","2015","NC",,,"North Carolina","37","Lincoln County","109",,,,,,,,,,,,,,,,,,"05000US37109","Lincoln County, North Carolina",34242,29977,4265,"Lincoln County, North Carolina",169,1289,1309
"G3701190","2015","NC",,,"North Carolina","37","Mecklenburg County","119",,,,,,,,,,,,,,,,,,"05000US37119","Mecklenburg County, North Carolina",427873,397157,30716,"Mecklenburg County, North Carolina",783,3511,3344
"G3701250","2015","NC",,,"North Carolina","37","Moore County","125",,,,,,,,,,,,,,,,,,"05000US37125","Moore County, North Carolina",45719,38639,7080,"Moore County, North Carolina",173,1624,1596
"G3701270","2015","NC",,,"North Carolina","37","Nash County","127",,,,,,,,,,,,,,,,,,"05000US37127","Nash County, North Carolina",42453,36406,6047,"Nash County, North Carolina",479,1218,1248
"G3701290","2015","NC",,,"North Carolina","37","New Hanover County","129",,,,,,,,,,,,,,,,,,"05000US37129","New Hanover County, North Carolina",107077,91513,15564,"New Hanover County, North Carolina",606,1985,1941
"G3701330","2015","NC",,,"North Carolina","37","Onslow County","133",,,,,,,,,,,,,,,,,,"05000US37133","Onslow County, North Carolina",76912,64771,12141,"Onslow County, North Carolina",448,2390,2274
"G3701350","2015","NC",,,"North Carolina","37","Orange County","135",,,,,,,,,,,,,,,,,,"05000US37135","Orange County, North Carolina",56697,52588,4109,"Orange County, North Carolina",621,1393,1255
"G3701470","2015","NC",,,"North Carolina","37","Pitt County","147",,,,,,,,,,,,,,,,,,"05000US37147","Pitt County, North Carolina",77329,68374,8955,"Pitt County, North Carolina",428,1940,1959
"G3701510","2015","NC",,,"North Carolina","37","Randolph County","151",,,,,,,,,,,,,,,,,,"05000US37151","Randolph County, North Carolina",61228,55516,5712,"Randolph County, North Carolina",264,1326,1311
"G3701550","2015","NC",,,"North Carolina","37","Robeson County","155",,,,,,,,,,,,,,,,,,"05000US37155","Robeson County, North Carolina",52231,45373,6858,"Robeson County, North Carolina",290,867,830
"G3701570","2015","NC",,,"North Carolina","37","Rockingham County","157",,,,,,,,,,,,,,,,,,"05000US37157","Rockingham County, North Carolina",43562,36739,6823,"Rockingham County, North Carolina",194,1555,1544
"G3701590","2015","NC",,,"North Carolina","37","Rowan County","159",,,,,,,,,,,,,,,,,,"05000US37159","Rowan County, North Carolina",60241,51225,9016,"Rowan County, North Carolina",528,1815,1786
"G3701610","2015","NC",,,"North Carolina","37","Rutherford County","161",,,,,,,,,,,,,,,,,,"05000US37161","Rutherford County, North Carolina",33928,25745,8183,"Rutherford County, North Carolina",232,1497,1523
"G3701710","2015","NC",,,"North Carolina","37","Surry County","171",,,,,,,,,,,,,,,,,,"05000US37171","Surry County, North Carolina",33526,29234,4292,"Surry County, North Carolina",186,958,906
"G3701790","2015","NC",,,"North Carolina","37","Union County","179",,,,,,,,,,,,,,,,,,"05000US37179","Union County, North Carolina",77803,74363,3440,"Union County, North Carolina",307,1124,1156
"G3701830","2015","NC",,,"North Carolina","37","Wake County","183",,,,,,,,,,,,,,,,,,"05000US37183","Wake County, North Carolina",411470,382638,28832,"Wake County, North Carolina",999,3461,3292
"G3701910","2015","NC",,,"North Carolina","37","Wayne County","191",,,,,,,,,,,,,,,,,,"05000US37191","Wayne County, North Carolina",53289,47490,5799,"Wayne County, North Carolina",373,1259,1181
"G3701930","2015","NC",,,"North Carolina","37","Wilkes County","193",,,,,,,,,,,,,,,,,,"05000US37193","Wilkes County, North Carolina",33017,27540,5477,"Wilkes County, North Carolina",180,1493,1502
"G3701950","2015","NC",,,"North Carolina","37","Wilson County","195",,,,,,,,,,,,,,,,,,"05000US37195","Wilson County, North Carolina",35752,32324,3428,"Wilson County, North Carolina",323,1018,957
"G3800150","2015","ND",,,"North Dakota","38","Burleigh County","015",,,,,,,,,,,,,,,,,,"05000US38015","Burleigh County, North Dakota",41261,39713,1548,"Burleigh County, North Dakota",344,831,717
"G3800170","2015","ND",,,"North Dakota","38","Cass County","017",,,,,,,,,,,,,,,,,,"05000US38017","Cass County, North Dakota",78234,73440,4794,"Cass County, North Dakota",353,1671,1714
"G3800350","2015","ND",,,"North Dakota","38","Grand Forks County","035",,,,,,,,,,,,,,,,,,"05000US38035","Grand Forks County, North Dakota",32237,29451,2786,"Grand Forks County, North Dakota",395,1126,1026
"G3801010","2015","ND",,,"North Dakota","38","Ward County","101",,,,,,,,,,,,,,,,,,"05000US38101","Ward County, North Dakota",32560,27580,4980,"Ward County, North Dakota",339,1163,1115
"G3900030","2015","OH",,,"Ohio","39","Allen County","003",,,,,,,,,,,,,,,,,,"05000US39003","Allen County, Ohio",44802,40234,4568,"Allen County, Ohio",325,1047,1030
"G3900070","2015","OH",,,"Ohio","39","Ashtabula County","007",,,,,,,,,,,,,,,,,,"05000US39007","Ashtabula County, Ohio",45817,37333,8484,"Ashtabula County, Ohio",283,1446,1413
"G3900090","2015","OH",,,"Ohio","39","Athens County","009",,,,,,,,,,,,,,,,,,"05000US39009","Athens County, Ohio",26210,22757,3453,"Athens County, Ohio",468,917,804
"G3900130","2015","OH",,,"Ohio","39","Belmont County","013",,,,,,,,,,,,,,,,,,"05000US39013","Belmont County, Ohio",32068,27782,4286,"Belmont County, Ohio",497,910,929
"G3900170","2015","OH",,,"Ohio","39","Butler County","017",,,,,,,,,,,,,,,,,,"05000US39017","Butler County, Ohio",149903,135380,14523,"Butler County, Ohio",518,2395,2326
"G3900230","2015","OH",,,"Ohio","39","Clark County","023",,,,,,,,,,,,,,,,,,"05000US39023","Clark County, Ohio",61113,54232,6881,"Clark County, Ohio",326,1327,1289
"G3900250","2015","OH",,,"Ohio","39","Clermont County","025",,,,,,,,,,,,,,,,,,"05000US39025","Clermont County, Ohio",82251,75266,6985,"Clermont County, Ohio",407,1587,1538
"G3900290","2015","OH",,,"Ohio","39","Columbiana County","029",,,,,,,,,,,,,,,,,,"05000US39029","Columbiana County, Ohio",46589,42116,4473,"Columbiana County, Ohio",402,1335,1233
"G3900350","2015","OH",,,"Ohio","39","Cuyahoga County","035",,,,,,,,,,,,,,,,,,"05000US39035","Cuyahoga County, Ohio",618190,532752,85438,"Cuyahoga County, Ohio",1281,4241,4086
"G3900410","2015","OH",,,"Ohio","39","Delaware County","041",,,,,,,,,,,,,,,,,,"05000US39041","Delaware County, Ohio",70578,65946,4632,"Delaware County, Ohio",298,1518,1441
"G3900430","2015","OH",,,"Ohio","39","Erie County","043",,,,,,,,,,,,,,,,,,"05000US39043","Erie County, Ohio",37678,30876,6802,"Erie County, Ohio",236,1285,1243
"G3900450","2015","OH",,,"Ohio","39","Fairfield County","045",,,,,,,,,,,,,,,,,,"05000US39045","Fairfield County, Ohio",59972,55213,4759,"Fairfield County, Ohio",486,1369,1249
"G3900490","2015","OH",,,"Ohio","39","Franklin County","049",,,,,,,,,,,,,,,,,,"05000US39049","Franklin County, Ohio",545052,495250,49802,"Franklin County, Ohio",973,3977,3822
"G3900550","2015","OH",,,"Ohio","39","Geauga County","055",,,,,,,,,,,,,,,,,,"05000US39055","Geauga County, Ohio",36838,34486,2352,"Geauga County, Ohio",160,923,933
"G3900570","2015","OH",,,"Ohio","39","Greene County","057",,,,,,,,,,,,,,,,,,"05000US39057","Greene County, Ohio",69325,66163,3162,"Greene County, Ohio",469,1048,961
"G3900610","2015","OH",,,"Ohio","39","Hamilton County","061",,,,,,,,,,,,,,,,,,"05000US39061","Hamilton County, Ohio",377725,336807,40918,"Hamilton County, Ohio",1057,3568,3332
"G3900630","2015","OH",,,"Ohio","39","Hancock County","063",,,,,,,,,,,,,,,,,,"05000US39063","Hancock County, Ohio",33306,31389,1917,"Hancock County, Ohio",266,991,929
"G3900810","2015","OH",,,"Ohio","39","Jefferson County","081",,,,,,,,,,,,,,,,,,"05000US39081","Jefferson County, Ohio",32479,27400,5079,"Jefferson County, Ohio",333,991,951
"G3900850","2015","OH",,,"Ohio","39","Lake County","085",,,,,,,,,,,,,,,,,,"05000US39085","Lake County, Ohio",102054,96655,5399,"Lake County, Ohio",516,1410,1450
"G3900890","2015","OH",,,"Ohio","39","Licking County","089",,,,,,,,,,,,,,,,,,"05000US39089","Licking County, Ohio",70087,64861,5226,"Licking County, Ohio",362,1383,1337
"G3900930","2015","OH",,,"Ohio","39","Lorain County","093",,,,,,,,,,,,,,,,,,"05000US39093","Lorain County, Ohio",129297,118813,10484,"Lorain County, Ohio",500,1818,1841
"G3900950","2015","OH",,,"Ohio","39","Lucas County","095",,,,,,,,,,,,,,,,,,"05000US39095","Lucas County, Ohio",202503,176176,26327,"Lucas County, Ohio",659,2409,2337
"G3900990","2015","OH",,,"Ohio","39","Mahoning County","099",,,,,,,,,,,,,,,,,,"05000US39099","Mahoning County, Ohio",111325,97544,13781,"Mahoning County, Ohio",549,1751,1683
"G3901010","2015","OH",,,"Ohio","39","Marion County","101",,,,,,,,,,,,,,,,,,"05000US39101","Marion County, Ohio",27803,24364,3439,"Marion County, Ohio",346,1057,1042
"G3901030","2015","OH",,,"Ohio","39","Medina County","103",,,,,,,,,,,,,,,,,,"05000US39103","Medina County, Ohio",71139,66769,4370,"Medina County, Ohio",175,1150,1190
"G3901090","2015","OH",,,"Ohio","39","Miami County","109",,,,,,,,,,,,,,,,,,"05000US39109","Miami County, Ohio",44292,40757,3535,"Miami County, Ohio",150,1116,1113
"G3901130","2015","OH",,,"Ohio","39","Montgomery County","113",,,,,,,,,,,,,,,,,,"05000US39113","Montgomery County, Ohio",254340,223510,30830,"Montgomery County, Ohio",971,2811,2739
"G3901190","2015","OH",,,"Ohio","39","Muskingum County","119",,,,,,,,,,,,,,,,,,"05000US39119","Muskingum County, Ohio",37705,34150,3555,"Muskingum County, Ohio",253,1201,1161
"G3901330","2015","OH",,,"Ohio","39","Portage County","133",,,,,,,,,,,,,,,,,,"05000US39133","Portage County, Ohio",68212,61664,6548,"Portage County, Ohio",534,1396,1318
"G3901390","2015","OH",,,"Ohio","39","Richland County","139",,,,,,,,,,,,,,,,,,"05000US39139","Richland County, Ohio",54204,46989,7215,"Richland County, Ohio",542,1451,1235
"G3901410","2015","OH",,,"Ohio","39","Ross County","141",,,,,,,,,,,,,,,,,,"05000US39141","Ross County, Ohio",31750,28324,3426,"Ross County, Ohio",379,1020,1017
"G3901450","2015","OH",,,"Ohio","39","Scioto County","145",,,,,,,,,,,,,,,,,,"05000US39145","Scioto County, Ohio",34140,30477,3663,"Scioto County, Ohio",423,1042,1017
"G3901510","2015","OH",,,"Ohio","39","Stark County","151",,,,,,,,,,,,,,,,,,"05000US39151","Stark County, Ohio",165747,151727,14020,"Stark County, Ohio",510,2226,2143
"G3901530","2015","OH",,,"Ohio","39","Summit County","153",,,,,,,,,,,,,,,,,,"05000US39153","Summit County, Ohio",245306,220792,24514,"Summit County, Ohio",793,2739,2513
"G3901550","2015","OH",,,"Ohio","39","Trumbull County","155",,,,,,,,,,,,,,,,,,"05000US39155","Trumbull County, Ohio",95353,86763,8590,"Trumbull County, Ohio",347,1333,1287
"G3901570","2015","OH",,,"Ohio","39","Tuscarawas County","157",,,,,,,,,,,,,,,,,,"05000US39157","Tuscarawas County, Ohio",39942,36511,3431,"Tuscarawas County, Ohio",151,906,900
"G3901650","2015","OH",,,"Ohio","39","Warren County","165",,,,,,,,,,,,,,,,,,"05000US39165","Warren County, Ohio",84795,79915,4880,"Warren County, Ohio",413,1252,1225
"G3901690","2015","OH",,,"Ohio","39","Wayne County","169",,,,,,,,,,,,,,,,,,"05000US39169","Wayne County, Ohio",46070,42439,3631,"Wayne County, Ohio",342,1123,1095
"G3901730","2015","OH",,,"Ohio","39","Wood County","173",,,,,,,,,,,,,,,,,,"05000US39173","Wood County, Ohio",53923,50674,3249,"Wood County, Ohio",659,1155,1006
"G4000170","2015","OK",,,"Oklahoma","40","Canadian County","017",,,,,,,,,,,,,,,,,,"05000US40017","Canadian County, Oklahoma",47639,44058,3581,"Canadian County, Oklahoma",350,962,923
"G4000270","2015","OK",,,"Oklahoma","40","Cleveland County","027",,,,,,,,,,,,,,,,,,"05000US40027","Cleveland County, Oklahoma",112402,101424,10978,"Cleveland County, Oklahoma",663,1977,1924
"G4000310","2015","OK",,,"Oklahoma","40","Comanche County","031",,,,,,,,,,,,,,,,,,"05000US40031","Comanche County, Oklahoma",51702,41560,10142,"Comanche County, Oklahoma",490,1639,1516
"G4000370","2015","OK",,,"Oklahoma","40","Creek County","037",,,,,,,,,,,,,,,,,,"05000US40037","Creek County, Oklahoma",30097,26910,3187,"Creek County, Oklahoma",203,547,545
"G4001010","2015","OK",,,"Oklahoma","40","Muskogee County","101",,,,,,,,,,,,,,,,,,"05000US40101","Muskogee County, Oklahoma",30897,25438,5459,"Muskogee County, Oklahoma",287,870,795
"G4001090","2015","OK",,,"Oklahoma","40","Oklahoma County","109",,,,,,,,,,,,,,,,,,"05000US40109","Oklahoma County, Oklahoma",334360,299052,35308,"Oklahoma County, Oklahoma",707,3574,3458
"G4001190","2015","OK",,,"Oklahoma","40","Payne County","119",,,,,,,,,,,,,,,,,,"05000US40119","Payne County, Oklahoma",35474,30876,4598,"Payne County, Oklahoma",504,1378,1263
"G4001250","2015","OK",,,"Oklahoma","40","Pottawatomie County","125",,,,,,,,,,,,,,,,,,"05000US40125","Pottawatomie County, Oklahoma",29672,26111,3561,"Pottawatomie County, Oklahoma",388,708,577
"G4001310","2015","OK",,,"Oklahoma","40","Rogers County","131",,,,,,,,,,,,,,,,,,"05000US40131","Rogers County, Oklahoma",36844,33576,3268,"Rogers County, Oklahoma",312,748,619
"G4001430","2015","OK",,,"Oklahoma","40","Tulsa County","143",,,,,,,,,,,,,,,,,,"05000US40143","Tulsa County, Oklahoma",279855,254013,25842,"Tulsa County, Oklahoma",563,1912,1832
"G4001450","2015","OK",,,"Oklahoma","40","Wagoner County","145",,,,,,,,,,,,,,,,,,"05000US40145","Wagoner County, Oklahoma",31162,28586,2576,"Wagoner County, Oklahoma",84,477,478
