GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,ACK3E001,ACK3E002,ACK3E003,ACK3E004,ACK3E005,ACK3E006,ACK3E007,ACK3E008,ACK3E009,ACK3E010,NAME_M,ACK3M001,ACK3M002,ACK3M003,ACK3M004,ACK3M005,ACK3M006,ACK3M007,ACK3M008,ACK3M009,ACK3M010
"G48024000","2015","TX",,,"Texas","48",,,"El Paso city","24000",,,,,,,,,,,,,,,,"16000US4824000","El Paso city, Texas",681136,576280,29588,4436,10041,75,47036,13680,4801,8879,"El Paso city, Texas",50,8375,2335,1549,1079,125,6517,3451,2296,2268
"G48026232","2015","TX",,,"Texas","48",,,"Flower Mound town","26232",,,,,,,,,,,,,,,,"16000US4826232","Flower Mound town, Texas",71024,59075,3009,296,5807,0,449,2388,383,2005,"Flower Mound town, Texas",37,1971,1067,326,1694,214,303,946,453,808
"G48027000","2015","TX",,,"Texas","48",,,"Fort Worth city","27000",,,,,,,,,,,,,,,,"16000US4827000","Fort Worth city, Texas",836969,554453,158652,3379,34353,296,62160,23676,5618,18058,"Fort Worth city, Texas",2530,12800,7213,1363,5177,364,8646,3870,2638,3440
"G48027684","2015","TX",,,"Texas","48",,,"Frisco city","27684",,,,,,,,,,,,,,,,"16000US4827684","Frisco city, Texas",154388,107397,8918,1128,28379,0,3000,5566,1489,4077,"Frisco city, Texas",77,4736,2808,748,3713,214,1171,1647,984,1299
"G48029000","2015","TX",,,"Texas","48",,,"Garland city","29000",,,,,,,,,,,,,,,,"16000US4829000","Garland city, Texas",236836,148892,36681,1149,24141,148,18053,7772,1958,5814,"Garland city, Texas",374,7826,6897,816,4048,173,5293,2471,1295,1997
"G48030464","2015","TX",,,"Texas","48",,,"Grand Prairie city","30464",,,,,,,,,,,,,,,,"16000US4830464","Grand Prairie city, Texas",187755,110643,51680,705,10541,99,9149,4938,1722,3216,"Grand Prairie city, Texas",62,6755,6558,491,3800,181,2573,1700,851,1436
"G48032372","2015","TX",,,"Texas","48",,,"Harlingen city","32372",,,,,,,,,,,,,,,,"16000US4832372","Harlingen city, Texas",,,,,,,,,,,"Harlingen city, Texas",,,,,,,,,,
"G48035000","2015","TX",,,"Texas","48",,,"Houston city","35000",,,,,,,,,,,,,,,,"16000US4835000","Houston city, Texas",2298628,1351048,512039,6484,159292,901,226090,42774,11574,31200,"Houston city, Texas",3600,23997,15829,2320,10486,653,17859,4993,2900,4291
"G48037000","2015","TX",,,"Texas","48",,,"Irving city","37000",,,,,,,,,,,,,,,,"16000US4837000","Irving city, Texas",236617,127979,27907,1416,46414,1000,25516,6385,1091,5294,"Irving city, Texas",59,7821,4563,919,5053,337,5142,1914,697,1787
"G48039148","2015","TX",,,"Texas","48",,,"Killeen city","39148",,,,,,,,,,,,,,,,"16000US4839148","Killeen city, Texas",140809,68172,49263,574,5210,2164,6041,9385,506,8879,"Killeen city, Texas",34,4328,3753,375,1428,430,2525,2822,365,2839
"G48041464","2015","TX",,,"Texas","48",,,"Laredo city","41464",,,,,,,,,,,,,,,,"16000US4841464","Laredo city, Texas",255789,244622,590,736,1884,0,6111,1846,1034,812,"Laredo city, Texas",3289,4146,467,608,893,214,1690,1041,687,802
"G48041980","2015","TX",,,"Texas","48",,,"League City city","41980",,,,,,,,,,,,,,,,"16000US4841980","League City city, Texas",98350,84120,3597,148,4206,0,1275,5004,2776,2228,"League City city, Texas",1476,3975,2542,228,2192,214,840,3019,3091,1176
"G48042508","2015","TX",,,"Texas","48",,,"Lewisville city","42508",,,,,,,,,,,,,,,,"16000US4842508","Lewisville city, Texas",104808,67334,15414,435,11847,0,6615,3163,524,2639,"Lewisville city, Texas",1528,4080,2828,549,2818,214,3606,1144,406,1055
"G48043888","2015","TX",,,"Texas","48",,,"Longview city","43888",,,,,,,,,,,,,,,,"16000US4843888","Longview city, Texas",81590,59285,18477,0,1418,0,452,1958,0,1958,"Longview city, Texas",866,3081,2959,214,580,214,344,1004,214,1004
"G48045000","2015","TX",,,"Texas","48",,,"Lubbock city","45000",,,,,,,,,,,,,,,,"16000US4845000","Lubbock city, Texas",249051,200625,18389,3798,6407,40,11329,8463,1841,6622,"Lubbock city, Texas",40,4359,2572,2496,678,69,2627,2932,1231,2702
"G48045384","2015","TX",,,"Texas","48",,,"McAllen city","45384",,,,,,,,,,,,,,,,"16000US4845384","McAllen city, Texas",140253,106149,3024,176,5252,200,23786,1666,524,1142,"McAllen city, Texas",57,6895,1063,168,1997,211,6690,999,601,704
"G48045744","2015","TX",,,"Texas","48",,,"McKinney city","45744",,,,,,,,,,,,,,,,"16000US4845744","McKinney city, Texas",162887,126288,15805,1403,12056,87,3913,3335,737,2598,"McKinney city, Texas",51,4456,3177,967,3109,114,1820,1011,467,867
"G48047892","2015","TX",,,"Texas","48",,,"Mesquite city","47892",,,,,,,,,,,,,,,,"16000US4847892","Mesquite city, Texas",145124,94717,35601,1737,3654,0,4881,4534,1458,3076,"Mesquite city, Texas",596,5608,5115,987,1770,214,2124,1670,741,1422
"G48048072","2015","TX",,,"Texas","48",,,"Midland city","48072",,,,,,,,,,,,,,,,"16000US4848072","Midland city, Texas",132950,113150,9037,267,2455,58,5086,2897,383,2514,"Midland city, Texas",17,2578,1231,271,492,97,2129,1356,309,1305
"G48048768","2015","TX",,,"Texas","48",,,"Mission city","48768",,,,,,,,,,,,,,,,"16000US4848768","Mission city, Texas",,,,,,,,,,,"Mission city, Texas",,,,,,,,,,
"G48048804","2015","TX",,,"Texas","48",,,"Missouri City city","48804",,,,,,,,,,,,,,,,"16000US4848804","Missouri City city, Texas",71778,19531,27835,82,17013,453,5555,1309,260,1049,"Missouri City city, Texas",1622,3743,5310,138,4010,669,3277,582,335,557
"G48050820","2015","TX",,,"Texas","48",,,"New Braunfels city","50820",,,,,,,,,,,,,,,,"16000US4850820","New Braunfels city, Texas",69923,61830,2687,202,1021,0,2071,2112,446,1666,"New Braunfels city, Texas",2251,2587,675,286,531,214,1183,1060,381,987
"G48052356","2015","TX",,,"Texas","48",,,"North Richland Hills city","52356",,,,,,,,,,,,,,,,"16000US4852356","North Richland Hills city, Texas",69205,56554,4471,426,4702,953,48,2051,263,1788,"North Richland Hills city, Texas",26,3481,2071,358,2868,1152,80,865,422,801
"G48053388","2015","TX",,,"Texas","48",,,"Odessa city","53388",,,,,,,,,,,,,,,,"16000US4853388","Odessa city, Texas",118980,103422,5350,206,1791,0,4468,3743,421,3322,"Odessa city, Texas",1004,2843,1050,284,508,214,1954,1641,324,1591
"G48056000","2015","TX",,,"Texas","48",,,"Pasadena city","56000",,,,,,,,,,,,,,,,"16000US4856000","Pasadena city, Texas",153786,138320,5135,1510,1512,54,5335,1920,258,1662,"Pasadena city, Texas",35,3501,2444,1202,932,90,1790,1099,223,1050
"G48056348","2015","TX",,,"Texas","48",,,"Pearland city","56348",,,,,,,,,,,,,,,,"16000US4856348","Pearland city, Texas",111665,70772,22385,753,13255,0,1825,2675,0,2675,"Pearland city, Texas",2657,5370,4460,728,2957,214,1367,1418,214,1418
"G48057200","2015","TX",,,"Texas","48",,,"Pharr city","57200",,,,,,,,,,,,,,,,"16000US4857200","Pharr city, Texas",,,,,,,,,,,"Pharr city, Texas",,,,,,,,,,
"G48058016","2015","TX",,,"Texas","48",,,"Plano city","58016",,,,,,,,,,,,,,,,"16000US4858016","Plano city, Texas",283619,189774,22521,2413,57564,407,4596,6344,667,5677,"Plano city, Texas",1361,5519,4550,1122,5744,235,1609,1366,477,1443
"G48061796","2015","TX",,,"Texas","48",,,"Richardson city","61796",,,,,,,,,,,,,,,,"16000US4861796","Richardson city, Texas",110827,73495,12458,442,19266,0,2242,2924,130,2794,"Richardson city, Texas",58,5008,4155,372,3480,214,2100,1195,160,1189
"G48063500","2015","TX",,,"Texas","48",,,"Round Rock city","63500",,,,,,,,,,,,,,,,"16000US4863500","Round Rock city, Texas",115839,87312,10946,546,8258,0,3625,5152,315,4837,"Round Rock city, Texas",1069,4092,2849,494,1908,214,1558,1786,313,1734
"G48064472","2015","TX",,,"Texas","48",,,"San Angelo city","64472",,,,,,,,,,,,,,,,"16000US4864472","San Angelo city, Texas",100413,85141,5718,235,1585,242,5839,1653,1140,513,"San Angelo city, Texas",3369,4783,824,165,630,251,3099,1156,1043,412
"G48065000","2015","TX",,,"Texas","48",,,"San Antonio city","65000",,,,,,,,,,,,,,,,"16000US4865000","San Antonio city, Texas",1469824,1203964,106383,12233,43236,1754,62653,39601,10038,29563,"San Antonio city, Texas",69,12872,6217,4755,3197,945,6776,5531,2693,4625
"G48070808","2015","TX",,,"Texas","48",,,"Sugar Land city","70808",,,,,,,,,,,,,,,,"16000US4870808","Sugar Land city, Texas",88129,43575,8522,47,33081,0,1870,1034,54,980,"Sugar Land city, Texas",92,4308,4162,86,3848,214,1094,693,90,697
"G48072176","2015","TX",,,"Texas","48",,,"Temple city","72176",,,,,,,,,,,,,,,,"16000US4872176","Temple city, Texas",72297,51316,13403,145,1164,54,2370,3845,817,3028,"Temple city, Texas",71,4039,3414,119,671,91,1297,1634,674,1477
"G48072656","2015","TX",,,"Texas","48",,,"The Woodlands CDP","72656",,,,,,,,,,,,,,,,"16000US4872656","The Woodlands CDP, Texas",119144,101472,4945,176,6384,0,1064,5103,853,4250,"The Woodlands CDP, Texas",11666,11309,2574,274,2107,214,1048,2275,782,2130
"G48074144","2015","TX",,,"Texas","48",,,"Tyler city","74144",,,,,,,,,,,,,,,,"16000US4874144","Tyler city, Texas",103705,71429,25271,525,2175,5,2620,1680,364,1316,"Tyler city, Texas",33,3515,3317,413,899,11,1691,789,340,645
"G48075428","2015","TX",,,"Texas","48",,,"Victoria city","75428",,,,,,,,,,,,,,,,"16000US4875428","Victoria city, Texas",67581,57079,4517,40,1102,0,2805,2038,0,2038,"Victoria city, Texas",29,2065,838,67,360,214,1687,1286,214,1286
"G48076000","2015","TX",,,"Texas","48",,,"Waco city","76000",,,,,,,,,,,,,,,,"16000US4876000","Waco city, Texas",132342,94181,28650,260,3807,0,2590,2854,428,2426,"Waco city, Texas",55,3562,2815,216,783,214,1212,1090,334,973
"G48079000","2015","TX",,,"Texas","48",,,"Wichita Falls city","79000",,,,,,,,,,,,,,,,"16000US4879000","Wichita Falls city, Texas",104709,79758,12717,829,3263,27,4672,3443,714,2729,"Wichita Falls city, Texas",20,1974,1442,379,303,53,1810,1455,534,1368
"G49043660","2015","UT",,,"Utah","49",,,"Layton city","43660",,,,,,,,,,,,,,,,"16000US4943660","Layton city, Utah",74142,62196,1135,138,1646,809,4715,3503,181,3322,"Layton city, Utah",27,2719,617,144,860,854,2162,1733,182,1694
"G49055980","2015","UT",,,"Utah","49",,,"Ogden city","55980",,,,,,,,,,,,,,,,"16000US4955980","Ogden city, Utah",85450,71725,1502,618,1230,111,6693,3571,744,2827,"Ogden city, Utah",34,3290,799,484,633,219,2856,1479,425,1382
"G49057300","2015","UT",,,"Utah","49",,,"Orem city","57300",,,,,,,,,,,,,,,,"16000US4957300","Orem city, Utah",94457,82523,735,282,2162,1172,4053,3530,232,3298,"Orem city, Utah",26,3333,501,258,858,744,2832,1300,257,1290
"G49062470","2015","UT",,,"Utah","49",,,"Provo city","62470",,,,,,,,,,,,,,,,"16000US4962470","Provo city, Utah",115258,103725,436,614,1983,1166,2354,4980,426,4554,"Provo city, Utah",37,2352,374,329,752,610,1211,1335,311,1285
"G49065330","2015","UT",,,"Utah","49",,,"St. George city","65330",,,,,,,,,,,,,,,,"16000US4965330","St. George city, Utah",80207,69691,1198,1349,601,676,4214,2478,27,2451,"St. George city, Utah",25,2444,580,1292,312,426,2129,1063,47,1059
"G49067000","2015","UT",,,"Utah","49",,,"Salt Lake City city","67000",,,,,,,,,,,,,,,,"16000US4967000","Salt Lake City city, Utah",192660,145243,4558,2026,10374,2757,22340,5362,628,4734,"Salt Lake City city, Utah",50,5632,1770,1205,2464,1881,4631,1738,397,1566
"G49067440","2015","UT",,,"Utah","49",,,"Sandy city","67440",,,,,,,,,,,,,,,,"16000US4967440","Sandy city, Utah",93612,82310,331,225,4046,390,3166,3144,183,2961,"Sandy city, Utah",31,3118,335,227,1260,545,2617,1286,191,1285
"G49070850","2015","UT",,,"Utah","49",,,"South Jordan city","70850",,,,,,,,,,,,,,,,"16000US4970850","South Jordan city, Utah",,,,,,,,,,,"South Jordan city, Utah",,,,,,,,,,
"G49082950","2015","UT",,,"Utah","49",,,"West Jordan city","82950",,,,,,,,,,,,,,,,"16000US4982950","West Jordan city, Utah",111942,97241,2565,544,2815,363,5445,2969,150,2819,"West Jordan city, Utah",41,3976,1428,474,1659,429,2675,1693,180,1689
"G49083470","2015","UT",,,"Utah","49",,,"West Valley City city","83470",,,,,,,,,,,,,,,,"16000US4983470","West Valley City city, Utah",136224,84514,2851,3142,8767,5863,25430,5657,1652,4005,"West Valley City city, Utah",62,4769,1722,1543,2846,2429,5180,2372,1591,1830
"G51001000","2015","VA",,,"Virginia","51",,,"Alexandria city","01000",,,,,,,,,,,,,,,,"16000US5101000","Alexandria city, Virginia",153511,97333,31470,280,10137,0,3994,10297,2244,8053,"Alexandria city, Virginia",0,2330,1629,346,839,197,1994,2476,1719,1898
"G51003000","2015","VA",,,"Virginia","51",,,"Arlington CDP","03000",,,,,,,,,,,,,,,,"16000US5103000","Arlington CDP, Virginia",229164,165282,20354,160,24290,202,11822,7054,599,6455,"Arlington CDP, Virginia",0,3728,938,178,1179,238,3714,1700,306,1644
"G51014440","2015","VA",,,"Virginia","51",,,"Centreville CDP","14440",,,,,,,,,,,,,,,,"16000US5114440","Centreville CDP, Virginia",71782,36167,5462,0,22402,0,4049,3702,240,3462,"Centreville CDP, Virginia",6350,3842,2356,197,4021,197,3259,1460,251,1444
"G51016000","2015","VA",,,"Virginia","51",,,"Chesapeake city","16000",,,,,,,,,,,,,,,,"16000US5116000","Chesapeake city, Virginia",235429,144648,70444,506,8441,294,4087,7009,336,6673,"Chesapeake city, Virginia",0,1490,1770,312,1067,239,1324,1591,332,1550
"G51021088","2015","VA",,,"Virginia","51",,,"Dale City CDP","21088",,,,,,,,,,,,,,,,"16000US5121088","Dale City CDP, Virginia",71399,31626,16235,454,7836,215,11757,3276,146,3130,"Dale City CDP, Virginia",7473,4708,4045,453,3451,211,4743,1331,170,1312
"G51035000","2015","VA",,,"Virginia","51",,,"Hampton city","35000",,,,,,,,,,,,,,,,"16000US5135000","Hampton city, Virginia",136454,58494,67048,817,3407,167,1745,4776,277,4499,"Hampton city, Virginia",0,1682,1762,569,567,190,1222,1653,311,1650
"G51047672","2015","VA",,,"Virginia","51",,,"Lynchburg city","47672",,,,,,,,,,,,,,,,"16000US5147672","Lynchburg city, Virginia",79812,52055,22715,219,2339,0,592,1892,322,1570,"Lynchburg city, Virginia",0,622,743,298,449,197,456,880,267,854
"G51056000","2015","VA",,,"Virginia","51",,,"Newport News city","56000",,,,,,,,,,,,,,,,"16000US5156000","Newport News city, Virginia",182385,88771,73574,346,6629,308,4780,7977,585,7392,"Newport News city, Virginia",0,1735,2677,276,582,229,2095,1990,427,1970
"G51057000","2015","VA",,,"Virginia","51",,,"Norfolk city","57000",,,,,,,,,,,,,,,,"16000US5157000","Norfolk city, Virginia",246393,120510,102513,1425,9488,159,3681,8617,334,8283,"Norfolk city, Virginia",0,1556,1619,470,795,208,1279,1888,257,1843
"G51064000","2015","VA",,,"Virginia","51",,,"Portsmouth city","64000",,,,,,,,,,,,,,,,"16000US5164000","Portsmouth city, Virginia",96201,39779,50543,471,530,0,991,3887,412,3475,"Portsmouth city, Virginia",0,1014,1090,334,428,197,551,1070,630,963
"G51067000","2015","VA",,,"Virginia","51",,,"Richmond city","67000",,,,,,,,,,,,,,,,"16000US5167000","Richmond city, Virginia",220289,98864,104583,2276,4866,112,1735,7853,800,7053,"Richmond city, Virginia",0,2169,1827,2391,629,145,826,2021,654,1734
"G51068000","2015","VA",,,"Virginia","51",,,"Roanoke city","68000",,,,,,,,,,,,,,,,"16000US5168000","Roanoke city, Virginia",99897,64887,27458,27,2673,0,720,4132,0,4132,"Roanoke city, Virginia",0,973,1175,51,446,197,826,1286,197,1286
"G51076432","2015","VA",,,"Virginia","51",,,"Suffolk city","76432",,,,,,,,,,,,,,,,"16000US5176432","Suffolk city, Virginia",88161,45880,37780,454,1880,0,574,1593,338,1255,"Suffolk city, Virginia",0,614,1419,463,308,197,537,1093,489,999
"G51082000","2015","VA",,,"Virginia","51",,,"Virginia Beach city","82000",,,,,,,,,,,,,,,,"16000US5182000","Virginia Beach city, Virginia",452745,304039,88810,1096,28670,252,6106,23772,2783,20989,"Virginia Beach city, Virginia",0,2335,2949,432,1441,242,1707,2922,1245,2749
"G53003180","2015","WA",,,"Washington","53",,,"Auburn city","03180",,,,,,,,,,,,,,,,"16000US5303180","Auburn city, Washington",76580,52577,2213,988,9115,572,4314,6801,871,5930,"Auburn city, Washington",1665,3619,984,545,2379,673,2164,2115,1167,1946
"G53005210","2015","WA",,,"Washington","53",,,"Bellevue city","05210",,,,,,,,,,,,,,,,"16000US5305210","Bellevue city, Washington",139814,75920,3120,468,47900,270,5051,7085,1010,6075,"Bellevue city, Washington",44,4917,1849,381,5581,419,3336,1758,504,1639
"G53005280","2015","WA",,,"Washington","53",,,"Bellingham city","05280",,,,,,,,,,,,,,,,"16000US5305280","Bellingham city, Washington",85143,70213,934,1499,5927,456,2056,4058,290,3768,"Bellingham city, Washington",24,2031,607,581,1847,287,1081,1259,287,1238
"G53022640","2015","WA",,,"Washington","53",,,"Everett city","22640",,,,,,,,,,,,,,,,"16000US5322640","Everett city, Washington",108012,81436,4252,1091,8073,1987,3711,7462,722,6740,"Everett city, Washington",32,3818,1455,863,1777,1738,1994,1865,695,1752
"G53023515","2015","WA",,,"Washington","53",,,"Federal Way city","23515",,,,,,,,,,,,,,,,"16000US5323515","Federal Way city, Washington",95188,54131,12783,415,13105,3490,4445,6819,735,6084,"Federal Way city, Washington",61,5282,3775,298,2821,2578,2870,1552,479,1506
"G53035275","2015","WA",,,"Washington","53",,,"Kennewick city","35275",,,,,,,,,,,,,,,,"16000US5335275","Kennewick city, Washington",78903,59473,232,344,1347,84,10704,6719,499,6220,"Kennewick city, Washington",36,3645,292,376,620,143,3322,1652,381,1614
"G53035415","2015","WA",,,"Washington","53",,,"Kent city","35415",,,,,,,,,,,,,,,,"16000US5335415","Kent city, Washington",126962,62959,16852,1681,23958,1461,12954,7097,951,6146,"Kent city, Washington",48,5159,5235,985,4477,1089,4613,2097,626,2032
"G53035940","2015","WA",,,"Washington","53",,,"Kirkland city","35940",,,,,,,,,,,,,,,,"16000US5335940","Kirkland city, Washington",87267,67073,761,207,12655,294,2482,3795,322,3473,"Kirkland city, Washington",59,3248,624,241,1963,394,2519,1067,319,1059
"G53043955","2015","WA",,,"Washington","53",,,"Marysville city","43955",,,,,,,,,,,,,,,,"16000US5343955","Marysville city, Washington",66773,54367,618,453,4114,172,1765,5284,72,5212,"Marysville city, Washington",28,2288,461,349,1516,239,1321,1406,87,1401
"G53053545","2015","WA",,,"Washington","53",,,"Pasco city","53545",,,,,,,,,,,,,,,,"16000US5353545","Pasco city, Washington",68097,52859,1540,95,1662,30,8809,3102,1142,1960,"Pasco city, Washington",4032,5167,822,132,373,58,3339,1306,873,811
"G53057745","2015","WA",,,"Washington","53",,,"Renton city","57745",,,,,,,,,,,,,,,,"16000US5357745","Renton city, Washington",100247,53268,10026,412,19417,1133,9797,6194,470,5724,"Renton city, Washington",33,4791,3270,339,3187,1403,3927,1919,431,1891
"G53063000","2015","WA",,,"Washington","53",,,"Seattle city","63000",,,,,,,,,,,,,,,,"16000US5363000","Seattle city, Washington",684443,473045,50190,4165,96669,1098,16502,42774,2431,40343,"Seattle city, Washington",60,7971,5640,1319,6231,734,4019,4323,1001,4086
"G53067000","2015","WA",,,"Washington","53",,,"Spokane city","67000",,,,,,,,,,,,,,,,"16000US5367000","Spokane city, Washington",213267,182906,4564,3420,5463,1810,3154,11950,471,11479,"Spokane city, Washington",36,2732,1494,1352,1386,874,1362,2325,445,2263
"G53067167","2015","WA",,,"Washington","53",,,"Spokane Valley city","67167",,,,,,,,,,,,,,,,"16000US5367167","Spokane Valley city, Washington",94908,88181,676,988,853,285,981,2944,418,2526,"Spokane Valley city, Washington",41,1629,600,534,609,364,730,1358,413,1159
"G53070000","2015","WA",,,"Washington","53",,,"Tacoma city","70000",,,,,,,,,,,,,,,,"16000US5370000","Tacoma city, Washington",207950,135512,22326,1217,20997,1767,9134,16997,1033,15964,"Tacoma city, Washington",38,5386,3370,695,3010,1545,2965,3105,523,3003
"G53074060","2015","WA",,,"Washington","53",,,"Vancouver city","74060",,,,,,,,,,,,,,,,"16000US5374060","Vancouver city, Washington",172853,141157,4312,1149,7864,1202,6724,10445,1159,9286,"Vancouver city, Washington",44,3871,1714,562,1925,1021,2330,2445,834,2227
"G53080010","2015","WA",,,"Washington","53",,,"Yakima city","80010",,,,,,,,,,,,,,,,"16000US5380010","Yakima city, Washington",93700,76610,717,1360,1202,0,11028,2783,848,1935,"Yakima city, Washington",27,3539,663,866,642,195,2910,1033,627,843
"G55002375","2015","WI",,,"Wisconsin","55",,,"Appleton city","02375",,,,,,,,,,,,,,,,"16000US5502375","Appleton city, Wisconsin",75255,63023,2390,665,5076,39,2328,1734,57,1677,"Appleton city, Wisconsin",1875,2191,762,491,1301,65,999,806,105,796
"G55022300","2015","WI",,,"Wisconsin","55",,,"Eau Claire city","22300",,,,,,,,,,,,,,,,"16000US5522300","Eau Claire city, Wisconsin",67433,61486,503,495,4157,36,33,723,82,641,"Eau Claire city, Wisconsin",626,1244,482,513,852,69,64,503,131,481
"G55031000","2015","WI",,,"Wisconsin","55",,,"Green Bay city","31000",,,,,,,,,,,,,,,,"16000US5531000","Green Bay city, Wisconsin",105221,77681,3660,4319,4459,28,8986,6088,867,5221,"Green Bay city, Wisconsin",51,3697,1243,1157,1473,50,2990,2216,776,1933
"G55039225","2015","WI",,,"Wisconsin","55",,,"Kenosha city","39225",,,,,,,,,,,,,,,,"16000US5539225","Kenosha city, Wisconsin",99856,82287,10199,604,2006,0,2117,2643,239,2404,"Kenosha city, Wisconsin",24,2019,1256,160,903,145,1146,844,231,812
"G55048000","2015","WI",,,"Wisconsin","55",,,"Madison city","48000",,,,,,,,,,,,,,,,"16000US5548000","Madison city, Wisconsin",248956,195502,16770,809,20560,83,6079,9153,1430,7723,"Madison city, Wisconsin",45,3878,2771,555,2291,112,2505,2004,1105,1675
"G55053000","2015","WI",,,"Wisconsin","55",,,"Milwaukee city","53000",,,,,,,,,,,,,,,,"16000US5553000","Milwaukee city, Wisconsin",600154,276965,233019,3351,22748,274,40797,23000,2907,20093,"Milwaukee city, Wisconsin",36,5897,3614,1054,2847,260,4471,4133,996,3902
"G55060500","2015","WI",,,"Wisconsin","55",,,"Oshkosh city","60500",,,,,,,,,,,,,,,,"16000US5560500","Oshkosh city, Wisconsin",66557,59764,2555,149,3182,0,461,446,81,365,"Oshkosh city, Wisconsin",20,1177,782,129,835,145,447,330,149,287
"G55066000","2015","WI",,,"Wisconsin","55",,,"Racine city","66000",,,,,,,,,,,,,,,,"16000US5566000","Racine city, Wisconsin",77737,48605,17738,73,690,0,6113,4518,1233,3285,"Racine city, Wisconsin",25,2774,1927,75,484,145,2376,1184,708,984
"G55084250","2015","WI",,,"Wisconsin","55",,,"Waukesha city","84250",,,,,,,,,,,,,,,,"16000US5584250","Waukesha city, Wisconsin",71976,64380,1197,169,1758,132,1963,2377,193,2184,"Waukesha city, Wisconsin",36,2070,927,207,944,177,1402,1038,196,1001
"G72006593","2015","PR",,,"Puerto Rico","72",,,"Bayamón zona urbana","06593",,,,,,,,,,,,,,,,"16000US7206593","Bayamón zona urbana, Puerto Rico",170259,102122,12028,302,118,0,11205,44484,709,43775,"Bayamón zona urbana, Puerto Rico",2795,4668,2372,446,142,221,2666,4276,359,4283
"G72010334","2015","PR",,,"Puerto Rico","72",,,"Caguas zona urbana","10334",,,,,,,,,,,,,,,,"16000US7210334","Caguas zona urbana, Puerto Rico",77008,56613,8251,165,110,0,9178,2691,785,1906,"Caguas zona urbana, Puerto Rico",4435,4244,2360,193,180,221,2387,1912,647,1760
"G72014290","2015","PR",,,"Puerto Rico","72",,,"Carolina zona urbana","14290",,,,,,,,,,,,,,,,"16000US7214290","Carolina zona urbana, Puerto Rico",142066,84326,25590,2015,197,0,14151,15787,1049,14738,"Carolina zona urbana, Puerto Rico",3229,5242,3785,1377,327,221,2847,4172,610,4126
"G72032522","2015","PR",,,"Puerto Rico","72",,,"Guaynabo zona urbana","32522",,,,,,,,,,,,,,,,"16000US7232522","Guaynabo zona urbana, Puerto Rico",70492,56571,3511,383,0,0,7582,2445,221,2224,"Guaynabo zona urbana, Puerto Rico",3286,3749,1291,521,221,221,2147,1218,254,1192
"G72052431","2015","PR",,,"Puerto Rico","72",,,"Mayagüez zona urbana","52431",,,,,,,,,,,,,,,,"16000US7252431","Mayagüez zona urbana, Puerto Rico",66581,17887,2916,0,155,0,43551,2072,1464,608,"Mayagüez zona urbana, Puerto Rico",2958,2604,1110,221,157,221,3531,1195,953,698
"G72063820","2015","PR",,,"Puerto Rico","72",,,"Ponce zona urbana","63820",,,,,,,,,,,,,,,,"16000US7263820","Ponce zona urbana, Puerto Rico",121583,94213,6500,0,169,0,8520,12181,915,11266,"Ponce zona urbana, Puerto Rico",4020,4867,1859,221,198,221,2230,3285,576,3197
"G72076770","2015","PR",,,"Puerto Rico","72",,,"San Juan zona urbana","76770",,,,,,,,,,,,,,,,"16000US7276770","San Juan zona urbana, Puerto Rico",342237,250387,34921,2994,2329,0,44475,7131,2767,4364,"San Juan zona urbana, Puerto Rico",2855,6272,3628,1694,1643,221,4596,1677,985,1583
