GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEO_ID,TL_GEO_ID,NAME_E,ANLTE001,ANLTE002,ANLTE003,ANLTE004,ANLTE005,ANLTE006,ANLTE007,ANLTE008,ANLTE009,ANLTE010,NAME_M,ANLTM001,ANLTM002,ANLTM003,ANLTM004,ANLTM005,ANLTM006,ANLTM007,ANLTM008,ANLTM009,ANLTM010
"G17018823","2021","IL",,,"Illinois","17",,,"Decatur city","18823",,,,,,,,,,,,,,,,"1600000US1718823","1718823","Decatur city, Illinois",70676,46116,15469,0,1405,0,1210,6476,999,5477,"Decatur city, Illinois",3093,3021,1900,201,218,201,732,1872,557,1777
"G17023074","2021","IL",,,"Illinois","17",,,"Elgin city","23074",,,,,,,,,,,,,,,,"1600000US1723074","1723074","Elgin city, Illinois",117850,47787,5189,2237,9609,308,27514,25206,19291,5915,"Elgin city, Illinois",4889,5588,1834,1374,3428,435,5013,4154,3636,2693
"G17024582","2021","IL",,,"Illinois","17",,,"Evanston city","24582",,,,,,,,,,,,,,,,"1600000US1724582","1724582","Evanston city, Illinois",77532,46745,10715,395,7472,0,4402,7803,4798,3005,"Evanston city, Illinois",63,3575,3105,430,1904,201,2152,2134,1919,1026
"G17038570","2021","IL",,,"Illinois","17",,,"Joliet city","38570",,,,,,,,,,,,,,,,"1600000US1738570","1738570","Joliet city, Illinois",152563,78820,23073,1903,2466,0,25329,20972,15414,5558,"Joliet city, Illinois",5126,5859,4109,1929,1167,201,5273,5176,4334,2310
"G17051622","2021","IL",,,"Illinois","17",,,"Naperville city","51622",,,,,,,,,,,,,,,,"1600000US1751622","1751622","Naperville city, Illinois",148863,97142,7548,315,30040,0,3558,10260,5488,4772,"Naperville city, Illinois",1261,5209,2756,250,3685,201,2009,2399,1946,1367
"G17057225","2021","IL",,,"Illinois","17",,,"Palatine village","57225",,,,,,,,,,,,,,,,"1600000US1757225","1757225","Palatine village, Illinois",66272,40670,4973,0,11886,160,5073,3510,1861,1649,"Palatine village, Illinois",41,4625,2689,201,3032,252,2807,1506,1306,645
"G17059000","2021","IL",,,"Illinois","17",,,"Peoria city","59000",,,,,,,,,,,,,,,,"1600000US1759000","1759000","Peoria city, Illinois",110915,62637,26464,213,6678,91,2548,12284,4142,8142,"Peoria city, Illinois",3180,3583,3010,359,749,149,1375,3368,1410,2940
"G17065000","2021","IL",,,"Illinois","17",,,"Rockford city","65000",,,,,,,,,,,,,,,,"1600000US1765000","1765000","Rockford city, Illinois",148539,77449,30947,2083,4078,211,11833,21938,14067,7871,"Rockford city, Illinois",2116,3794,3172,1213,1362,292,3150,3389,3366,1991
"G17068003","2021","IL",,,"Illinois","17",,,"Schaumburg village","68003",,,,,,,,,,,,,,,,"1600000US1768003","1768003","Schaumburg village, Illinois",75913,41509,2450,428,18828,26,3681,8991,7133,1858,"Schaumburg village, Illinois",1754,4152,1248,366,3312,46,1901,3404,3253,911
"G17070122","2021","IL",,,"Illinois","17",,,"Skokie village","70122",,,,,,,,,,,,,,,,"1600000US1770122","1770122","Skokie village, Illinois",66410,35843,4846,433,16004,0,3737,5547,2870,2677,"Skokie village, Illinois",49,3670,2548,446,3132,201,1911,1853,1230,1737
"G17072000","2021","IL",,,"Illinois","17",,,"Springfield city","72000",,,,,,,,,,,,,,,,"1600000US1772000","1772000","Springfield city, Illinois",114340,80525,21261,44,4181,0,861,7468,2786,4682,"Springfield city, Illinois",1189,1940,2125,80,567,201,608,1716,962,1473
"G17079293","2021","IL",,,"Illinois","17",,,"Waukegan city","79293",,,,,,,,,,,,,,,,"1600000US1779293","1779293","Waukegan city, Illinois",85791,20377,11426,2157,6187,99,15711,29834,25806,4028,"Waukegan city, Illinois",4579,3051,2122,1603,2184,160,3782,5106,4859,1575
"G18005860","2021","IN",,,"Indiana","18",,,"Bloomington city","05860",,,,,,,,,,,,,,,,"1600000US1805860","1805860","Bloomington city, Indiana",78988,61884,3284,244,7317,0,1268,4991,1936,3055,"Bloomington city, Indiana",2774,2554,915,378,862,208,1009,1389,916,1052
"G18010342","2021","IN",,,"Indiana","18",,,"Carmel city","10342",,,,,,,,,,,,,,,,"1600000US1810342","1810342","Carmel city, Indiana",100780,76767,1992,165,12457,0,1773,7626,4784,2842,"Carmel city, Indiana",338,3203,1234,273,2397,208,1000,2346,2052,1296
"G18022000","2021","IN",,,"Indiana","18",,,"Evansville city","22000",,,,,,,,,,,,,,,,"1600000US1822000","1822000","Evansville city, Indiana",117273,90304,12788,1229,1258,349,2771,8574,1714,6860,"Evansville city, Indiana",3171,3568,2139,1410,592,294,2804,1806,906,1724
"G18023278","2021","IN",,,"Indiana","18",,,"Fishers city","23278",,,,,,,,,,,,,,,,"1600000US1823278","1823278","Fishers city, Indiana",103081,87257,3134,0,6003,0,440,6247,2931,3316,"Fishers city, Indiana",2297,3304,1966,208,2125,208,746,2513,2225,1404
"G18025000","2021","IN",,,"Indiana","18",,,"Fort Wayne city","25000",,,,,,,,,,,,,,,,"1600000US1825000","1825000","Fort Wayne city, Indiana",263814,173402,33796,1220,16215,57,11009,28115,13636,14479,"Fort Wayne city, Indiana",5007,4565,3406,799,2487,100,3536,4504,3697,2832
"G18031000","2021","IN",,,"Indiana","18",,,"Hammond city","31000",,,,,,,,,,,,,,,,"1600000US1831000","1831000","Hammond city, Indiana",76991,28555,16745,653,911,26,19785,10316,7643,2673,"Hammond city, Indiana",36,2941,2789,458,717,44,3611,2375,2305,1044
"G18036003","2021","IN",,,"Indiana","18",,,"Indianapolis city (balance)","36003",,,,,,,,,,,,,,,,"1600000US1836003","1836003","Indianapolis city (balance), Indiana",882327,469043,248430,3133,36075,0,49694,75952,35593,40359,"Indianapolis city (balance), Indiana",5292,7376,7786,1891,2408,208,7990,8168,5829,7116
"G18040788","2021","IN",,,"Indiana","18",,,"Lafayette city","40788",,,,,,,,,,,,,,,,"1600000US1840788","1840788","Lafayette city, Indiana",72041,55497,6030,29,558,0,4225,5702,2175,3527,"Lafayette city, Indiana",3186,3712,2169,51,321,208,2427,1996,1184,1491
"G18054180","2021","IN",,,"Indiana","18",,,"Noblesville city","54180",,,,,,,,,,,,,,,,"1600000US1854180","1854180","Noblesville city, Indiana",71810,55957,7590,232,2479,0,1367,4185,1749,2436,"Noblesville city, Indiana",5150,4552,3397,392,1391,208,1187,1867,1392,1315
"G18071000","2021","IN",,,"Indiana","18",,,"South Bend city","71000",,,,,,,,,,,,,,,,"1600000US1871000","1871000","South Bend city, Indiana",104523,56441,23534,487,2387,0,5370,16304,9214,7090,"South Bend city, Indiana",3173,4261,3079,543,1140,208,1588,3133,2146,2693
"G19001855","2021","IA",,,"Iowa","19",,,"Ames city","01855",,,,,,,,,,,,,,,,"1600000US1901855","1901855","Ames city, Iowa",66422,53991,1671,431,4666,61,899,4703,1110,3593,"Ames city, Iowa",21,1472,842,419,1297,118,590,1516,907,1230
"G19002305","2021","IA",,,"Iowa","19",,,"Ankeny city","02305",,,,,,,,,,,,,,,,"1600000US1902305","1902305","Ankeny city, Iowa",70289,61856,837,0,3169,0,810,3617,2742,875,"Ankeny city, Iowa",21,2998,748,170,1826,170,697,1922,1853,665
"G19012000","2021","IA",,,"Iowa","19",,,"Cedar Rapids city","12000",,,,,,,,,,,,,,,,"1600000US1912000","1912000","Cedar Rapids city, Iowa",136464,107512,12791,262,2994,63,1719,11123,4812,6311,"Cedar Rapids city, Iowa",27,2563,2441,348,996,102,1035,2526,1485,2022
"G19019000","2021","IA",,,"Iowa","19",,,"Davenport city","19000",,,,,,,,,,,,,,,,"1600000US1919000","1919000","Davenport city, Iowa",101010,77581,8889,488,1206,135,897,11814,5221,6593,"Davenport city, Iowa",19,1634,1654,448,729,220,703,2047,1479,1837
"G19021000","2021","IA",,,"Iowa","19",,,"Des Moines city","21000",,,,,,,,,,,,,,,,"1600000US1921000","1921000","Des Moines city, Iowa",212333,141637,20598,1227,16628,83,9478,22682,14949,7733,"Des Moines city, Iowa",759,5728,4451,904,2769,99,3167,3952,3715,2262
"G19038595","2021","IA",,,"Iowa","19",,,"Iowa City city","38595",,,,,,,,,,,,,,,,"1600000US1938595","1938595","Iowa City city, Iowa",74582,55577,6482,457,4903,0,1061,6102,1922,4180,"Iowa City city, Iowa",54,2457,2215,457,1511,170,611,1882,758,1749
"G19073335","2021","IA",,,"Iowa","19",,,"Sioux City city","73335",,,,,,,,,,,,,,,,"1600000US1973335","1973335","Sioux City city, Iowa",86369,56634,5057,1736,2701,64,2587,17590,13277,4313,"Sioux City city, Iowa",2782,3128,1159,695,747,112,1336,2529,2419,1632
"G19082425","2021","IA",,,"Iowa","19",,,"Waterloo city","82425",,,,,,,,,,,,,,,,"1600000US1982425","1982425","Waterloo city, Iowa",66934,46313,10199,231,1867,584,3349,4391,1119,3272,"Waterloo city, Iowa",33,2055,1483,214,1062,898,1248,1356,786,1103
"G19083910","2021","IA",,,"Iowa","19",,,"West Des Moines city","83910",,,,,,,,,,,,,,,,"1600000US1983910","1983910","West Des Moines city, Iowa",69951,57172,3391,33,2000,0,1236,6119,2557,3562,"West Des Moines city, Iowa",3348,4223,1713,57,1225,170,597,1604,1253,1335
"G20036000","2021","KS",,,"Kansas","20",,,"Kansas City city","36000",,,,,,,,,,,,,,,,"1600000US2036000","2036000","Kansas City city, Kansas",154804,62854,31903,2538,8911,0,24927,23671,16294,7377,"Kansas City city, Kansas",3056,3013,2348,1642,433,187,3945,3728,3195,2170
"G20038900","2021","KS",,,"Kansas","20",,,"Lawrence city","38900",,,,,,,,,,,,,,,,"1600000US2038900","2038900","Lawrence city, Kansas",95251,72824,4798,1699,4377,0,713,10840,4273,6567,"Lawrence city, Kansas",25,1816,1081,780,1369,187,439,2356,1444,1856
"G20052575","2021","KS",,,"Kansas","20",,,"Olathe city","52575",,,,,,,,,,,,,,,,"1600000US2052575","2052575","Olathe city, Kansas",143006,107626,8654,234,5585,81,5708,15118,8941,6177,"Olathe city, Kansas",48,4248,2724,233,1730,129,2715,3139,2531,1831
"G20053775","2021","KS",,,"Kansas","20",,,"Overland Park city","53775",,,,,,,,,,,,,,,,"1600000US2053775","2053775","Overland Park city, Kansas",197113,148454,8149,41,19125,127,5661,15556,8739,6817,"Overland Park city, Kansas",48,4814,2093,56,2616,215,2498,4031,3450,2046
"G20064500","2021","KS",,,"Kansas","20",,,"Shawnee city","64500",,,,,,,,,,,,,,,,"1600000US2064500","2064500","Shawnee city, Kansas",67521,51886,5058,0,2792,0,1706,6079,3465,2614,"Shawnee city, Kansas",46,3172,2545,187,1831,187,1087,2190,1885,1362
"G20071000","2021","KS",,,"Kansas","20",,,"Topeka city","71000",,,,,,,,,,,,,,,,"1600000US2071000","2071000","Topeka city, Kansas",125969,87290,11218,740,2611,0,8576,15534,7010,8524,"Topeka city, Kansas",29,2755,1878,327,1129,187,1932,2482,1855,1581
"G20079000","2021","KS",,,"Kansas","20",,,"Wichita city","79000",,,,,,,,,,,,,,,,"1600000US2079000","2079000","Wichita city, Kansas",395707,252821,37140,3432,19815,0,25928,56571,32791,23780,"Wichita city, Kansas",51,4322,3034,1987,1889,187,4961,6214,5342,3474
"G21008902","2021","KY",,,"Kentucky","21",,,"Bowling Green city","08902",,,,,,,,,,,,,,,,"1600000US2108902","2108902","Bowling Green city, Kentucky",73513,50157,7352,449,6633,1015,2603,5304,2207,3097,"Bowling Green city, Kentucky",57,2117,2338,632,982,1381,1442,1472,802,1355
"G21046027","2021","KY",,,"Kentucky","21",,,"Lexington-Fayette urban county","46027",,,,,,,,,,,,,,,,"1600000US2146027","2146027","Lexington-Fayette urban county, Kentucky",321793,225816,40461,1318,12216,0,12082,29900,10562,19338,"Lexington-Fayette urban county, Kentucky",,1773,2731,721,1081,208,2569,3451,1951,3004
"G21048006","2021","KY",,,"Kentucky","21",,,"Louisville/Jefferson County metro government (balance)","48006",,,,,,,,,,,,,,,,"1600000US2148006","2148006","Louisville/Jefferson County metro government (balance), Kentucky",628577,394029,138919,933,16929,179,8574,69014,28855,40159,"Louisville/Jefferson County metro government (balance), Kentucky",85,4286,6746,673,3059,185,2044,6247,3934,6322
"G22005000","2021","LA",,,"Louisiana","22",,,"Baton Rouge city","05000",,,,,,,,,,,,,,,,"1600000US2205000","2205000","Baton Rouge city, Louisiana",222177,81489,113768,149,10233,0,5411,11127,5461,5666,"Baton Rouge city, Louisiana",42,5199,5930,144,1981,230,2268,3172,1724,2698
"G22039475","2021","LA",,,"Louisiana","22",,,"Kenner city","39475",,,,,,,,,,,,,,,,"1600000US2239475","2239475","Kenner city, Louisiana",65376,33449,11400,119,1566,0,5750,13092,9803,3289,"Kenner city, Louisiana",48,4218,2693,201,997,230,2416,4337,2990,3204
"G22040735","2021","LA",,,"Louisiana","22",,,"Lafayette city","40735",,,,,,,,,,,,,,,,"1600000US2240735","2240735","Lafayette city, Louisiana",121763,68690,36475,155,3313,0,2371,10759,7252,3507,"Lafayette city, Louisiana",44,4415,4103,211,1147,230,1551,2208,1627,1638
"G22041155","2021","LA",,,"Louisiana","22",,,"Lake Charles city","41155",,,,,,,,,,,,,,,,"1600000US2241155","2241155","Lake Charles city, Louisiana",81102,37688,32415,153,2363,0,2136,6347,5328,1019,"Lake Charles city, Louisiana",29,4281,4361,160,908,230,1834,2711,2625,554
"G22050115","2021","LA",,,"Louisiana","22",,,"Metairie CDP","50115",,,,,,,,,,,,,,,,"1600000US2250115","2250115","Metairie CDP, Louisiana",144999,97598,16253,1614,4426,0,4387,20721,14518,6203,"Metairie CDP, Louisiana",8334,6250,3943,1664,1801,230,1700,4922,4418,2410
"G22055000","2021","LA",,,"Louisiana","22",,,"New Orleans city","55000",,,,,,,,,,,,,,,,"1600000US2255000","2255000","New Orleans city, Louisiana",376971,119020,215766,1108,10216,49,7001,23811,11733,12078,"New Orleans city, Louisiana",,1487,2441,620,593,83,2093,2488,1594,2158
"G22070000","2021","LA",,,"Louisiana","22",,,"Shreveport city","70000",,,,,,,,,,,,,,,,"1600000US2270000","2270000","Shreveport city, Louisiana",183489,64787,107110,596,2723,102,1467,6704,3736,2968,"Shreveport city, Louisiana",964,3041,2658,278,492,174,1111,1654,1442,874
"G23060545","2021","ME",,,"Maine","23",,,"Portland city","60545",,,,,,,,,,,,,,,,"1600000US2360545","2360545","Portland city, Maine",68329,53503,7416,87,3677,0,948,2698,1106,1592,"Portland city, Maine",55,2219,1411,94,1565,182,931,1085,637,882
"G24004000","2021","MD",,,"Maryland","24",,,"Baltimore city","04000",,,,,,,,,,,,,,,,"1600000US2404000","2404000","Baltimore city, Maryland",576498,159246,344531,1710,14388,316,20815,35492,11291,24201,"Baltimore city, Maryland",,2456,4032,1191,1386,442,3522,4764,3224,3714
"G24007125","2021","MD",,,"Maryland","24",,,"Bethesda CDP","07125",,,,,,,,,,,,,,,,"1600000US2407125","2407125","Bethesda CDP, Maryland",68014,46576,2424,0,8843,0,1153,9018,5992,3026,"Bethesda CDP, Maryland",4661,3794,1146,216,2682,216,855,1540,1277,990
"G24019125","2021","MD",,,"Maryland","24",,,"Columbia CDP","19125",,,,,,,,,,,,,,,,"1600000US2419125","2419125","Columbia CDP, Maryland",104043,51241,30005,132,12161,0,1279,9225,4544,4681,"Columbia CDP, Maryland",6370,4247,5130,203,2380,216,809,2029,2044,1527
"G24026000","2021","MD",,,"Maryland","24",,,"Ellicott City CDP","26000",,,,,,,,,,,,,,,,"1600000US2426000","2426000","Ellicott City CDP, Maryland",76286,37226,6181,156,25384,0,3175,4164,2454,1710,"Ellicott City CDP, Maryland",5010,4046,2613,216,3335,216,1946,1398,1149,802
"G24030325","2021","MD",,,"Maryland","24",,,"Frederick city","30325",,,,,,,,,,,,,,,,"1600000US2430325","2430325","Frederick city, Maryland",79588,46787,11337,567,4158,248,4733,11758,6498,5260,"Frederick city, Maryland",27,3423,2416,517,1682,402,2252,3195,2383,2157
"G24031175","2021","MD",,,"Maryland","24",,,"Gaithersburg city","31175",,,,,,,,,,,,,,,,"1600000US2431175","2431175","Gaithersburg city, Maryland",69109,21247,13946,280,14502,0,12309,6825,5408,1417,"Gaithersburg city, Maryland",52,2876,2984,272,2796,216,4567,2086,2011,603
"G24032025","2021","MD",,,"Maryland","24",,,"Germantown CDP","32025",,,,,,,,,,,,,,,,"1600000US2432025","2432025","Germantown CDP, Maryland",85247,21217,25300,230,19627,0,10103,8770,6274,2496,"Germantown CDP, Maryland",7699,3590,4803,292,3178,216,4255,2719,2532,963
"G24032650","2021","MD",,,"Maryland","24",,,"Glen Burnie CDP","32650",,,,,,,,,,,,,,,,"1600000US2432650","2432650","Glen Burnie CDP, Maryland",71019,35279,16105,988,4963,312,5629,7743,3998,3745,"Glen Burnie CDP, Maryland",8151,4734,4002,1359,1867,365,2938,2854,2520,1452
"G24067675","2021","MD",,,"Maryland","24",,,"Rockville city","67675",,,,,,,,,,,,,,,,"1600000US2467675","2467675","Rockville city, Maryland",67133,29783,6148,633,15220,0,9078,6271,3510,2761,"Rockville city, Maryland",33,3771,1761,884,2640,216,4680,1869,1411,1285
"G24072450","2021","MD",,,"Maryland","24",,,"Silver Spring CDP","72450",,,,,,,,,,,,,,,,"1600000US2472450","2472450","Silver Spring CDP, Maryland",80265,27872,28038,746,6391,0,8231,8987,4667,4320,"Silver Spring CDP, Maryland",7968,3520,6103,671,2123,216,2502,2525,1752,1572
"G24081175","2021","MD",,,"Maryland","24",,,"Waldorf CDP","81175",,,,,,,,,,,,,,,,"1600000US2481175","2481175","Waldorf CDP, Maryland",80123,18182,48991,50,3530,0,2734,6636,1330,5306,"Waldorf CDP, Maryland",5962,2405,5652,83,1335,216,2027,2536,700,2458
"G25007000","2021","MA",,,"Massachusetts","25",,,"Boston city","07000",,,,,,,,,,,,,,,,"1600000US2507000","2507000","Boston city, Massachusetts",654281,298611,130582,1412,62829,400,49231,111216,69039,42177,"Boston city, Massachusetts",3543,6084,6199,725,4793,464,5716,8649,6853,6433
"G25009000","2021","MA",,,"Massachusetts","25",,,"Brockton city","09000",,,,,,,,,,,,,,,,"1600000US2509000","2509000","Brockton city, Massachusetts",105455,33148,35592,74,1645,0,12669,22327,18927,3400,"Brockton city, Massachusetts",45,3529,4344,97,1109,218,3897,4349,4288,1449
"G25011000","2021","MA",,,"Massachusetts","25",,,"Cambridge city","11000",,,,,,,,,,,,,,,,"1600000US2511000","2511000","Cambridge city, Massachusetts",117097,65915,11245,58,24646,90,2488,12655,6273,6382,"Cambridge city, Massachusetts",31,3824,3508,92,3509,156,1353,1977,1517,1323
"G25023000","2021","MA",,,"Massachusetts","25",,,"Fall River city","23000",,,,,,,,,,,,,,,,"1600000US2523000","2523000","Fall River city, Massachusetts",93883,63871,6239,34,1803,0,7169,14767,10464,4303,"Fall River city, Massachusetts",29,4102,2373,59,1151,218,2695,3290,2897,1679
"G25024960","2021","MA",,,"Massachusetts","25",,,"Framingham city","24960",,,,,,,,,,,,,,,,"1600000US2524960","2524960","Framingham city, Massachusetts",71260,37396,4771,35,7133,0,9220,12705,10567,2138,"Framingham city, Massachusetts",32,3484,2593,58,3044,218,2780,3984,3926,1265
"G25029405","2021","MA",,,"Massachusetts","25",,,"Haverhill city","29405",,,,,,,,,,,,,,,,"1600000US2529405","2529405","Haverhill city, Massachusetts",67356,44912,2979,177,1906,0,3791,13591,10313,3278,"Haverhill city, Massachusetts",32,3665,1713,289,2115,218,1645,2862,2717,1825
"G25034550","2021","MA",,,"Massachusetts","25",,,"Lawrence city","34550",,,,,,,,,,,,,,,,"1600000US2534550","2534550","Lawrence city, Massachusetts",88511,17091,3205,685,320,0,42364,24846,23759,1087,"Lawrence city, Massachusetts",24,3362,1561,798,537,218,4731,3992,3993,841
"G25037000","2021","MA",,,"Massachusetts","25",,,"Lowell city","37000",,,,,,,,,,,,,,,,"1600000US2537000","2537000","Lowell city, Massachusetts",114005,67424,10875,262,20757,21,6576,8090,5432,2658,"Lowell city, Massachusetts",46,4951,2792,223,4584,46,1950,2942,2808,969
"G25037490","2021","MA",,,"Massachusetts","25",,,"Lynn city","37490",,,,,,,,,,,,,,,,"1600000US2537490","2537490","Lynn city, Massachusetts",100831,41848,13205,1239,3872,0,24985,15682,11726,3956,"Lynn city, Massachusetts",42,3958,3194,1172,1473,218,4891,3866,3533,1616
"G25037875","2021","MA",,,"Massachusetts","25",,,"Malden city","37875",,,,,,,,,,,,,,,,"1600000US2537875","2537875","Malden city, Massachusetts",65057,23804,9554,59,18264,0,3964,9412,5895,3517,"Malden city, Massachusetts",63,3671,4440,100,4495,218,2697,3782,2912,2517
"G25045000","2021","MA",,,"Massachusetts","25",,,"New Bedford city","45000",,,,,,,,,,,,,,,,"1600000US2545000","2545000","New Bedford city, Massachusetts",100947,55868,4333,1206,1357,0,20244,17939,11831,6108,"New Bedford city, Massachusetts",35,4006,1929,1153,774,218,3663,3393,2806,2405
"G25045560","2021","MA",,,"Massachusetts","25",,,"Newton city","45560",,,,,,,,,,,,,,,,"1600000US2545560","2545560","Newton city, Massachusetts",87455,58841,2254,35,12473,71,3510,10271,3947,6324,"Newton city, Massachusetts",35,3010,1117,58,2268,139,2250,1903,1243,1685
"G25055745","2021","MA",,,"Massachusetts","25",,,"Quincy city","55745",,,,,,,,,,,,,,,,"1600000US2555745","2555745","Quincy city, Massachusetts",101131,55350,6771,10,28470,67,2014,8449,6356,2093,"Quincy city, Massachusetts",52,4383,2225,20,4181,115,1130,2382,2071,844
"G25062535","2021","MA",,,"Massachusetts","25",,,"Somerville city","62535",,,,,,,,,,,,,,,,"1600000US2562535","2562535","Somerville city, Massachusetts",79819,51086,2601,393,10751,99,5972,8917,4680,4237,"Somerville city, Massachusetts",33,3436,1268,548,2525,153,3240,2545,1626,1925
"G25067000","2021","MA",,,"Massachusetts","25",,,"Springfield city","67000",,,,,,,,,,,,,,,,"1600000US2567000","2567000","Springfield city, Massachusetts",154788,52774,32186,844,3168,0,20075,45741,35972,9769,"Springfield city, Massachusetts",31,4395,3276,650,1343,218,4290,6140,5626,3258
"G25082000","2021","MA",,,"Massachusetts","25",,,"Worcester city","82000",,,,,,,,,,,,,,,,"1600000US2582000","2582000","Worcester city, Massachusetts",205917,103668,31586,721,11724,152,19298,38768,28427,10341,"Worcester city, Massachusetts",30,5188,3988,579,2928,173,5287,5446,4667,2479
"G26003000","2021","MI",,,"Michigan","26",,,"Ann Arbor city","03000",,,,,,,,,,,,,,,,"1600000US2603000","2603000","Ann Arbor city, Michigan",121541,85859,8109,414,18477,0,748,7934,2509,5425,"Ann Arbor city, Michigan",32,2749,1812,495,1861,181,445,1523,897,1243
"G26021000","2021","MI",,,"Michigan","26",,,"Dearborn city","21000",,,,,,,,,,,,,,,,"1600000US2621000","2621000","Dearborn city, Michigan",108419,93909,4142,126,2101,0,1783,6358,3236,3122,"Dearborn city, Michigan",75,3877,1577,125,1276,181,1548,2324,1598,1547
"G26022000","2021","MI",,,"Michigan","26",,,"Detroit city","22000",,,,,,,,,,,,,,,,"1600000US2622000","2622000","Detroit city, Michigan",632589,71163,484779,2790,8924,115,28796,36022,15712,20310,"Detroit city, Michigan",101,4709,7559,1203,2086,153,3675,5458,3831,3808
"G26027440","2021","MI",,,"Michigan","26",,,"Farmington Hills city","27440",,,,,,,,,,,,,,,,"1600000US2627440","2627440","Farmington Hills city, Michigan",83289,53634,15834,61,10064,0,558,3138,1488,1650,"Farmington Hills city, Michigan",32,3940,3426,77,2214,181,570,1227,934,769
"G26029000","2021","MI",,,"Michigan","26",,,"Flint city","29000",,,,,,,,,,,,,,,,"1600000US2629000","2629000","Flint city, Michigan",80628,27982,45374,783,459,0,524,5506,1736,3770,"Flint city, Michigan",30,3491,3582,578,417,181,396,1903,1177,1350
"G26034000","2021","MI",,,"Michigan","26",,,"Grand Rapids city","34000",,,,,,,,,,,,,,,,"1600000US2634000","2634000","Grand Rapids city, Michigan",197423,114716,40041,1011,6779,0,9009,25867,15754,10113,"Grand Rapids city, Michigan",41,4881,4093,558,2039,181,2259,3748,3409,2857
"G26042160","2021","MI",,,"Michigan","26",,,"Kalamazoo city","42160",,,,,,,,,,,,,,,,"1600000US2642160","2642160","Kalamazoo city, Michigan",73255,46517,15692,237,1240,94,4352,5123,2030,3093,"Kalamazoo city, Michigan",27,3262,2420,240,740,143,2318,1885,1139,1395
"G26046000","2021","MI",,,"Michigan","26",,,"Lansing city","46000",,,,,,,,,,,,,,,,"1600000US2646000","2646000","Lansing city, Michigan",111833,61205,27053,765,4658,0,3706,14446,5304,9142,"Lansing city, Michigan",1376,3176,3106,703,1603,181,1576,2451,1623,2310
"G26049000","2021","MI",,,"Michigan","26",,,"Livonia city","49000",,,,,,,,,,,,,,,,"1600000US2649000","2649000","Livonia city, Michigan",94407,80988,4944,503,2695,0,489,4788,2075,2713,"Livonia city, Michigan",33,2081,1451,336,1081,181,547,1089,676,911
"G26059440","2021","MI",,,"Michigan","26",,,"Novi city","59440",,,,,,,,,,,,,,,,"1600000US2659440","2659440","Novi city, Michigan",66575,37638,6601,95,17414,0,955,3872,1467,2405,"Novi city, Michigan",53,3844,2524,119,3142,181,712,1906,779,1723
"G26069035","2021","MI",,,"Michigan","26",,,"Rochester Hills city","69035",,,,,,,,,,,,,,,,"1600000US2669035","2669035","Rochester Hills city, Michigan",76021,54449,2286,114,11733,0,1663,5776,2606,3170,"Rochester Hills city, Michigan",32,3380,998,137,2594,181,1206,2185,1341,1565
"G26074900","2021","MI",,,"Michigan","26",,,"Southfield city","74900",,,,,,,,,,,,,,,,"1600000US2674900","2674900","Southfield city, Michigan",75901,21575,48391,97,1413,52,490,3883,813,3070,"Southfield city, Michigan",28,3233,3516,110,1624,92,419,1747,577,1511
"G26076460","2021","MI",,,"Michigan","26",,,"Sterling Heights city","76460",,,,,,,,,,,,,,,,"1600000US2676460","2676460","Sterling Heights city, Michigan",133256,104665,8029,152,12909,36,1233,6232,2857,3375,"Sterling Heights city, Michigan",49,4388,2695,242,2724,62,971,2426,2006,1331
"G26080700","2021","MI",,,"Michigan","26",,,"Troy city","80700",,,,,,,,,,,,,,,,"1600000US2680700","2680700","Troy city, Michigan",86837,51184,3561,378,23355,0,495,7864,3635,4229,"Troy city, Michigan",38,3644,1493,327,3057,181,630,2063,1644,1534
"G26084000","2021","MI",,,"Michigan","26",,,"Warren city","84000",,,,,,,,,,,,,,,,"1600000US2684000","2684000","Warren city, Michigan",138142,87192,28151,961,13983,0,1047,6808,2015,4793,"Warren city, Michigan",56,4650,4123,1155,2734,181,695,2050,1555,1411
"G26086000","2021","MI",,,"Michigan","26",,,"Westland city","86000",,,,,,,,,,,,,,,,"1600000US2686000","2686000","Westland city, Michigan",84528,58609,15475,1357,3051,0,1765,4271,1029,3242,"Westland city, Michigan",81,3673,3233,1881,1435,181,1306,1181,674,1065
"G26088940","2021","MI",,,"Michigan","26",,,"Wyoming city","88940",,,,,,,,,,,,,,,,"1600000US2688940","2688940","Wyoming city, Michigan",76747,44800,7168,878,935,0,8907,14059,11055,3004,"Wyoming city, Michigan",30,3990,3816,1110,955,181,2422,3893,3801,1504
"G27006382","2021","MN",,,"Minnesota","27",,,"Blaine city","06382",,,,,,,,,,,,,,,,"1600000US2706382","2706382","Blaine city, Minnesota",70953,51595,6473,152,6032,0,2184,4517,1483,3034,"Blaine city, Minnesota",60,3923,3009,181,2161,157,1725,2071,1050,1421
