GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,LJCE001,LJCE002,LJCE003,LJCE004,LJCE005,LJCE006,LJCE007,LJCE008,LJCE009,LJCE010,NAME_M,LJCM001,LJCM002,LJCM003,LJCM004,LJCM005,LJCM006,LJCM007,LJCM008,LJCM009,LJCM010
"G24072450","2011","MD",,,"Maryland","24",,,"Silver Spring CDP","72450",,,,,,,,,,,,,,,,"16000US2472450","Silver Spring CDP, Maryland",78430,34053,23355,173,4770,0,12776,3303,578,2725,"Silver Spring CDP, Maryland",7956,4118,4857,163,1706,204,4979,1649,600,1486
"G24081175","2011","MD",,,"Maryland","24",,,"Waldorf CDP","81175",,,,,,,,,,,,,,,,"16000US2481175","Waldorf CDP, Maryland",71674,21966,39419,0,4595,90,1466,4138,427,3711,"Waldorf CDP, Maryland",3954,2944,3108,204,873,151,1084,1666,333,1686
"G25007000","2011","MA",,,"Massachusetts","25",,,"Boston city","07000",,,,,,,,,,,,,,,,"16000US2507000","Boston city, Massachusetts",624969,333558,161596,1594,56844,60,45563,25754,5888,19866,"Boston city, Massachusetts",2515,6015,4714,728,2358,100,5488,4545,1973,3836
"G25009000","2011","MA",,,"Massachusetts","25",,,"Brockton city","09000",,,,,,,,,,,,,,,,"16000US2509000","Brockton city, Massachusetts",94312,42120,34485,206,2437,45,12910,2109,646,1463,"Brockton city, Massachusetts",30,3421,3213,317,1383,102,3451,709,437,601
"G25011000","2011","MA",,,"Massachusetts","25",,,"Cambridge city","11000",,,,,,,,,,,,,,,,"16000US2511000","Cambridge city, Massachusetts",106039,69524,11798,238,17604,44,1542,5289,815,4474,"Cambridge city, Massachusetts",29,3824,2640,242,2677,85,699,1818,470,1771
"G25023000","2011","MA",,,"Massachusetts","25",,,"Fall River city","23000",,,,,,,,,,,,,,,,"16000US2523000","Fall River city, Massachusetts",88964,78293,2678,0,2618,0,3054,2321,437,1884,"Fall River city, Massachusetts",24,2766,1456,204,1400,204,2030,738,360,753
"G25024960","2011","MA",,,"Massachusetts","25",,,"Framingham CDP","24960",,,,,,,,,,,,,,,,"16000US2524960","Framingham CDP, Massachusetts",68986,52201,6297,120,5073,0,2775,2520,491,2029,"Framingham CDP, Massachusetts",31,3331,2254,159,2293,204,1577,1434,382,1336
"G25034550","2011","MA",,,"Massachusetts","25",,,"Lawrence city","34550",,,,,,,,,,,,,,,,"16000US2534550","Lawrence city, Massachusetts",76971,27332,4427,0,2308,0,40792,2112,1371,741,"Lawrence city, Massachusetts",35,3739,1358,204,1130,204,4132,848,672,525
"G25037000","2011","MA",,,"Massachusetts","25",,,"Lowell city","37000",,,,,,,,,,,,,,,,"16000US2537000","Lowell city, Massachusetts",107582,66194,7178,439,19096,88,10522,4065,1547,2518,"Lowell city, Massachusetts",33,4343,2596,365,3393,92,3213,1603,995,1335
"G25037490","2011","MA",,,"Massachusetts","25",,,"Lynn city","37490",,,,,,,,,,,,,,,,"16000US2537490","Lynn city, Massachusetts",91035,48153,10224,413,6606,28,19500,6111,315,5796,"Lynn city, Massachusetts",36,3867,2125,441,1797,47,3840,2952,239,2954
"G25045000","2011","MA",,,"Massachusetts","25",,,"New Bedford city","45000",,,,,,,,,,,,,,,,"16000US2545000","New Bedford city, Massachusetts",95180,70801,9967,326,1019,0,9282,3785,2162,1623,"New Bedford city, Massachusetts",25,2882,2179,316,842,204,2059,995,765,649
"G25045560","2011","MA",,,"Massachusetts","25",,,"Newton city","45560",,,,,,,,,,,,,,,,"16000US2545560","Newton city, Massachusetts",85946,70538,3123,68,10422,0,478,1317,174,1143,"Newton city, Massachusetts",26,2775,1487,89,2494,204,479,521,197,500
"G25055745","2011","MA",,,"Massachusetts","25",,,"Quincy city","55745",,,,,,,,,,,,,,,,"16000US2555745","Quincy city, Massachusetts",92914,64364,4979,233,19882,0,1444,2012,898,1114,"Quincy city, Massachusetts",30,3971,2556,307,3565,204,1243,1030,793,666
"G25062535","2011","MA",,,"Massachusetts","25",,,"Somerville city","62535",,,,,,,,,,,,,,,,"16000US2562535","Somerville city, Massachusetts",76529,55947,6915,19,8433,0,4079,1136,42,1094,"Somerville city, Massachusetts",39,4098,2761,34,2395,204,2561,624,72,615
"G25067000","2011","MA",,,"Massachusetts","25",,,"Springfield city","67000",,,,,,,,,,,,,,,,"16000US2567000","Springfield city, Massachusetts",153157,84313,32118,1010,2911,9,28362,4434,1836,2598,"Springfield city, Massachusetts",27,4863,3071,958,1342,19,4353,1797,1095,1498
"G25082000","2011","MA",,,"Massachusetts","25",,,"Worcester city","82000",,,,,,,,,,,,,,,,"16000US2582000","Worcester city, Massachusetts",181641,131184,21096,856,13985,106,8242,6172,1168,5004,"Worcester city, Massachusetts",42,4262,2485,667,2604,174,2907,1943,624,1867
"G26003000","2011","MI",,,"Michigan","26",,,"Ann Arbor city","03000",,,,,,,,,,,,,,,,"16000US2603000","Ann Arbor city, Michigan",114932,85867,6937,267,17287,0,855,3719,167,3552,"Ann Arbor city, Michigan",35,2096,1721,197,1639,167,503,1030,240,998
"G26021000","2011","MI",,,"Michigan","26",,,"Dearborn city","21000",,,,,,,,,,,,,,,,"16000US2621000","Dearborn city, Michigan",97131,88285,2454,232,1758,0,986,3416,258,3158,"Dearborn city, Michigan",33,2058,1374,192,778,167,535,1699,201,1702
"G26022000","2011","MI",,,"Michigan","26",,,"Detroit city","22000",,,,,,,,,,,,,,,,"16000US2622000","Detroit city, Michigan",706640,86625,578298,1790,7914,76,16849,15088,2260,12828,"Detroit city, Michigan",49,5747,5961,724,2045,122,3125,3300,1090,2826
"G26027440","2011","MI",,,"Michigan","26",,,"Farmington Hills city","27440",,,,,,,,,,,,,,,,"16000US2627440","Farmington Hills city, Michigan",80255,54245,13413,135,9319,0,256,2887,333,2554,"Farmington Hills city, Michigan",30,3548,3273,173,2387,167,216,1253,408,1257
"G26029000","2011","MI",,,"Michigan","26",,,"Flint city","29000",,,,,,,,,,,,,,,,"16000US2629000","Flint city, Michigan",101568,40445,56018,1071,683,28,432,2891,58,2833,"Flint city, Michigan",44,3209,3122,723,676,45,278,1008,75,996
"G26034000","2011","MI",,,"Michigan","26",,,"Grand Rapids city","34000",,,,,,,,,,,,,,,,"16000US2634000","Grand Rapids city, Michigan",189813,130404,41971,640,2974,0,4299,9525,1408,8117,"Grand Rapids city, Michigan",31,3850,3343,391,1268,167,1396,2177,756,2164
"G26042160","2011","MI",,,"Michigan","26",,,"Kalamazoo city","42160",,,,,,,,,,,,,,,,"16000US2642160","Kalamazoo city, Michigan",74743,50409,17424,142,2042,114,1484,3128,536,2592,"Kalamazoo city, Michigan",25,2319,2050,146,838,137,822,1219,350,1052
"G26046000","2011","MI",,,"Michigan","26",,,"Lansing city","46000",,,,,,,,,,,,,,,,"16000US2646000","Lansing city, Michigan",114738,70396,24246,593,6954,0,4239,8310,1005,7305,"Lansing city, Michigan",1293,3743,2626,377,2215,167,1418,1639,812,1583
"G26049000","2011","MI",,,"Michigan","26",,,"Livonia city","49000",,,,,,,,,,,,,,,,"16000US2649000","Livonia city, Michigan",95947,87381,3633,362,2840,65,221,1445,237,1208,"Livonia city, Michigan",27,1937,1423,209,981,71,263,808,264,734
"G26069035","2011","MI",,,"Michigan","26",,,"Rochester Hills city","69035",,,,,,,,,,,,,,,,"16000US2669035","Rochester Hills city, Michigan",71457,57461,3745,326,7467,0,78,2380,142,2238,"Rochester Hills city, Michigan",31,2422,1563,394,1763,167,128,1447,191,1460
"G26074900","2011","MI",,,"Michigan","26",,,"Southfield city","74900",,,,,,,,,,,,,,,,"16000US2674900","Southfield city, Michigan",72201,16038,50837,171,1059,0,422,3674,259,3415,"Southfield city, Michigan",25,2225,2493,165,771,167,658,1699,430,1660
"G26076460","2011","MI",,,"Michigan","26",,,"Sterling Heights city","76460",,,,,,,,,,,,,,,,"16000US2676460","Sterling Heights city, Michigan",129884,108542,8280,231,9736,0,203,2892,52,2840,"Sterling Heights city, Michigan",29,3729,2711,218,2024,167,253,1376,86,1393
"G26080700","2011","MI",,,"Michigan","26",,,"Troy city","80700",,,,,,,,,,,,,,,,"16000US2680700","Troy city, Michigan",81507,58361,3919,25,16160,0,287,2755,226,2529,"Troy city, Michigan",37,2973,1724,58,2224,167,369,935,217,952
"G26084000","2011","MI",,,"Michigan","26",,,"Warren city","84000",,,,,,,,,,,,,,,,"16000US2684000","Warren city, Michigan",134250,108845,13888,1184,7175,57,9,3092,384,2708,"Warren city, Michigan",37,3569,2548,706,2209,96,20,1276,387,1180
"G26086000","2011","MI",,,"Michigan","26",,,"Westland city","86000",,,,,,,,,,,,,,,,"16000US2686000","Westland city, Michigan",83235,57350,19011,439,3751,0,251,2433,235,2198,"Westland city, Michigan",31,3628,3754,301,1894,167,364,1052,298,1015
"G26088940","2011","MI",,,"Michigan","26",,,"Wyoming city","88940",,,,,,,,,,,,,,,,"16000US2688940","Wyoming city, Michigan",72839,61726,3518,132,1279,0,4611,1573,784,789,"Wyoming city, Michigan",32,3557,1442,218,818,167,2778,1485,1246,565
"G27006616","2011","MN",,,"Minnesota","27",,,"Bloomington city","06616",,,,,,,,,,,,,,,,"16000US2706616","Bloomington city, Minnesota",84060,67757,6465,883,4761,0,2684,1510,56,1454,"Bloomington city, Minnesota",29,3009,1995,670,2011,143,2049,674,94,659
"G27007966","2011","MN",,,"Minnesota","27",,,"Brooklyn Park city","07966",,,,,,,,,,,,,,,,"16000US2707966","Brooklyn Park city, Minnesota",76830,41328,19165,121,11190,0,1203,3823,152,3671,"Brooklyn Park city, Minnesota",85,4419,3650,220,3518,143,1025,2160,251,2149
"G27017000","2011","MN",,,"Minnesota","27",,,"Duluth city","17000",,,,,,,,,,,,,,,,"16000US2717000","Duluth city, Minnesota",86284,79069,1845,1439,1427,47,108,2349,86,2263,"Duluth city, Minnesota",29,1106,734,426,524,86,95,788,108,756
"G27043000","2011","MN",,,"Minnesota","27",,,"Minneapolis city","43000",,,,,,,,,,,,,,,,"16000US2743000","Minneapolis city, Minnesota",387736,260411,72030,6954,20282,120,12044,15895,1940,13955,"Minneapolis city, Minnesota",72,5861,4674,1775,3514,144,2587,2345,881,2197
"G27051730","2011","MN",,,"Minnesota","27",,,"Plymouth city","51730",,,,,,,,,,,,,,,,"16000US2751730","Plymouth city, Minnesota",71561,59600,2199,560,5797,0,338,3067,167,2900,"Plymouth city, Minnesota",26,2966,876,587,1908,143,393,1946,273,1934
"G27054880","2011","MN",,,"Minnesota","27",,,"Rochester city","54880",,,,,,,,,,,,,,,,"16000US2754880","Rochester city, Minnesota",107887,89429,7173,379,7390,0,642,2874,296,2578,"Rochester city, Minnesota",28,761,670,396,1042,143,455,1200,287,1187
"G27056896","2011","MN",,,"Minnesota","27",,,"St. Cloud city","56896",,,,,,,,,,,,,,,,"16000US2756896","St. Cloud city, Minnesota",68066,56031,6323,209,2566,0,753,2184,0,2184,"St. Cloud city, Minnesota",2894,2506,2285,224,768,143,641,1248,143,1248
"G27058000","2011","MN",,,"Minnesota","27",,,"St. Paul city","58000",,,,,,,,,,,,,,,,"16000US2758000","St. Paul city, Minnesota",288437,177353,42836,2991,42046,138,10255,12818,776,12042,"St. Paul city, Minnesota",50,4428,3517,1554,3511,176,2580,2572,559,2556
"G28029700","2011","MS",,,"Mississippi","28",,,"Gulfport city","29700",,,,,,,,,,,,,,,,"16000US2829700","Gulfport city, Mississippi",,,,,,,,,,,"Gulfport city, Mississippi",,,,,,,,,,
"G28036000","2011","MS",,,"Mississippi","28",,,"Jackson city","36000",,,,,,,,,,,,,,,,"16000US2836000","Jackson city, Mississippi",175607,33314,139293,0,398,0,1136,1466,25,1441,"Jackson city, Mississippi",339,2757,2807,206,229,206,1008,965,39,966
"G29015670","2011","MO",,,"Missouri","29",,,"Columbia city","15670",,,,,,,,,,,,,,,,"16000US2915670","Columbia city, Missouri",110432,85828,12706,289,6011,17,1772,3809,181,3628,"Columbia city, Missouri",31,1960,1755,253,734,28,1288,1225,203,1184
"G29035000","2011","MO",,,"Missouri","29",,,"Independence city","35000",,,,,,,,,,,,,,,,"16000US2935000","Independence city, Missouri",117210,97658,9144,217,1328,397,4706,3760,892,2868,"Independence city, Missouri",38,3401,2676,297,659,659,2367,1373,587,1173
"G29038000","2011","MO",,,"Missouri","29",,,"Kansas City city","38000",,,,,,,,,,,,,,,,"16000US2938000","Kansas City city, Missouri",463156,278420,129146,1976,13430,811,21189,18184,3097,15087,"Kansas City city, Missouri",219,5702,4729,682,1649,553,3280,3907,1287,3731
"G29041348","2011","MO",,,"Missouri","29",,,"Lee's Summit city","41348",,,,,,,,,,,,,,,,"16000US2941348","Lee's Summit city, Missouri",91352,72687,11761,64,998,0,1914,3928,173,3755,"Lee's Summit city, Missouri",654,3910,3442,118,562,184,1689,1928,206,1922
"G29054074","2011","MO",,,"Missouri","29",,,"O'Fallon city","54074",,,,,,,,,,,,,,,,"16000US2954074","O'Fallon city, Missouri",,,,,,,,,,,"O'Fallon city, Missouri",,,,,,,,,,
"G29064082","2011","MO",,,"Missouri","29",,,"St. Charles city","64082",,,,,,,,,,,,,,,,"16000US2964082","St. Charles city, Missouri",66600,59630,2882,266,1240,0,1470,1112,42,1070,"St. Charles city, Missouri",30,2634,1333,237,944,184,1912,633,67,658
"G29064550","2011","MO",,,"Missouri","29",,,"St. Joseph city","64550",,,,,,,,,,,,,,,,"16000US2964550","St. Joseph city, Missouri",77095,66880,4462,264,501,248,1987,2753,318,2435,"St. Joseph city, Missouri",1797,1857,1309,287,324,346,1084,1361,319,1312
"G29065000","2011","MO",,,"Missouri","29",,,"St. Louis city","65000",,,,,,,,,,,,,,,,"16000US2965000","St. Louis city, Missouri",318069,144377,152646,481,7381,329,1977,10878,1289,9589,"St. Louis city, Missouri",0,1317,1712,321,1098,436,1118,2368,1028,2167
"G29070000","2011","MO",,,"Missouri","29",,,"Springfield city","70000",,,,,,,,,,,,,,,,"16000US2970000","Springfield city, Missouri",160662,144519,6158,408,2363,571,1264,5379,171,5208,"Springfield city, Missouri",28,2209,1344,346,951,580,1209,1382,241,1419
"G30006550","2011","MT",,,"Montana","30",,,"Billings city","06550",,,,,,,,,,,,,,,,"16000US3006550","Billings city, Montana",105623,94843,273,4606,494,511,2385,2511,25,2486,"Billings city, Montana",48,2103,246,1665,456,816,1214,1012,44,1016
"G30050200","2011","MT",,,"Montana","30",,,"Missoula city","50200",,,,,,,,,,,,,,,,"16000US3050200","Missoula city, Montana",67297,62006,502,2669,484,36,171,1429,0,1429,"Missoula city, Montana",41,952,433,972,455,70,205,646,165,646
"G31028000","2011","NE",,,"Nebraska","31",,,"Lincoln city","28000",,,,,,,,,,,,,,,,"16000US3128000","Lincoln city, Nebraska",262350,230615,10066,2044,10799,0,1554,7272,448,6824,"Lincoln city, Nebraska",37,1761,1621,623,1154,155,1118,1629,342,1592
"G31037000","2011","NE",,,"Nebraska","31",,,"Omaha city","37000",,,,,,,,,,,,,,,,"16000US3137000","Omaha city, Nebraska",415076,311639,52035,3072,11065,234,23177,13854,3111,10743,"Omaha city, Nebraska",52,4186,3004,932,1403,208,3479,2548,1597,2398
"G32023770","2011","NV",,,"Nevada","32",,,"Enterprise CDP","23770",,,,,,,,,,,,,,,,"16000US3223770","Enterprise CDP, Nevada",120194,73906,14569,1310,22893,167,2101,5248,890,4358,"Enterprise CDP, Nevada",15335,13112,6828,1178,6886,264,1685,2461,1302,1968
"G32031900","2011","NV",,,"Nevada","32",,,"Henderson city","31900",,,,,,,,,,,,,,,,"16000US3231900","Henderson city, Nevada",260072,200761,21424,900,21678,2428,5007,7874,483,7391,"Henderson city, Nevada",37,8685,7276,570,5894,1567,2197,2344,475,2293
"G32040000","2011","NV",,,"Nevada","32",,,"Las Vegas city","40000",,,,,,,,,,,,,,,,"16000US3240000","Las Vegas city, Nevada",589340,393218,68577,5044,39130,4588,50629,28154,4201,23953,"Las Vegas city, Nevada",94,13962,7260,1815,5841,2804,7368,5244,1935,4627
"G32051800","2011","NV",,,"Nevada","32",,,"North Las Vegas city","51800",,,,,,,,,,,,,,,,"16000US3251800","North Las Vegas city, Nevada",219017,122532,38496,345,7759,2547,35372,11966,987,10979,"North Las Vegas city, Nevada",36,10110,5814,322,2781,1546,8114,3162,1081,2947
"G32054600","2011","NV",,,"Nevada","32",,,"Paradise CDP","54600",,,,,,,,,,,,,,,,"16000US3254600","Paradise CDP, Nevada",216387,155864,16070,1487,21482,542,7672,13270,1312,11958,"Paradise CDP, Nevada",11774,10282,3969,714,5000,467,2827,3620,729,3544
"G32060600","2011","NV",,,"Nevada","32",,,"Reno city","60600",,,,,,,,,,,,,,,,"16000US3260600","Reno city, Nevada",227509,171546,7905,2055,13114,1828,23554,7507,2640,4867,"Reno city, Nevada",39,6945,1665,638,2692,986,6299,2219,1505,1719
"G32068400","2011","NV",,,"Nevada","32",,,"Sparks city","68400",,,,,,,,,,,,,,,,"16000US3268400","Sparks city, Nevada",91202,68663,2138,1876,5401,708,8632,3784,412,3372,"Sparks city, Nevada",34,5526,1272,1069,2233,830,4663,2278,367,2217
"G32068585","2011","NV",,,"Nevada","32",,,"Spring Valley CDP","68585",,,,,,,,,,,,,,,,"16000US3268585","Spring Valley CDP, Nevada",191336,124842,16892,732,31343,1416,8237,7874,359,7515,"Spring Valley CDP, Nevada",17066,15427,4141,510,6764,1903,5062,2417,311,2419
"G32071400","2011","NV",,,"Nevada","32",,,"Sunrise Manor CDP","71400",,,,,,,,,,,,,,,,"16000US3271400","Sunrise Manor CDP, Nevada",181940,107767,21225,1493,10148,216,34285,6806,864,5942,"Sunrise Manor CDP, Nevada",11009,10009,4486,769,3597,276,6325,2469,580,2379
"G33045140","2011","NH",,,"New Hampshire","33",,,"Manchester city","45140",,,,,,,,,,,,,,,,"16000US3345140","Manchester city, New Hampshire",109835,95486,4969,307,3752,27,2915,2379,121,2258,"Manchester city, New Hampshire",27,2914,1629,329,1527,47,1869,804,146,804
"G33050260","2011","NH",,,"New Hampshire","33",,,"Nashua city","50260",,,,,,,,,,,,,,,,"16000US3350260","Nashua city, New Hampshire",86702,73355,2383,49,5563,0,2090,3262,372,2890,"Nashua city, New Hampshire",26,2551,1259,85,1644,184,1579,1290,281,1183
"G34010000","2011","NJ",,,"New Jersey","34",,,"Camden city","10000",,,,,,,,,,,,,,,,"16000US3410000","Camden city, New Jersey",77277,12427,34172,124,1251,47,25126,4130,1937,2193,"Camden city, New Jersey",42,2736,2998,176,883,82,3383,1796,972,1450
"G34013690","2011","NJ",,,"New Jersey","34",,,"Clifton city","13690",,,,,,,,,,,,,,,,"16000US3413690","Clifton city, New Jersey",84262,61141,4729,300,7460,242,8006,2384,1476,908,"Clifton city, New Jersey",36,3366,2051,437,2202,406,2896,1110,957,590
"G34019390","2011","NJ",,,"New Jersey","34",,,"East Orange city","19390",,,,,,,,,,,,,,,,"16000US3419390","East Orange city, New Jersey",64363,2945,58046,0,673,0,1391,1308,271,1037,"East Orange city, New Jersey",20,1354,1845,198,690,198,835,561,283,462
"G34021000","2011","NJ",,,"New Jersey","34",,,"Elizabeth city","21000",,,,,,,,,,,,,,,,"16000US3421000","Elizabeth city, New Jersey",125662,52603,25087,134,3197,610,41747,2284,816,1468,"Elizabeth city, New Jersey",31,4370,3837,133,1680,994,5139,1195,637,991
"G34036000","2011","NJ",,,"New Jersey","34",,,"Jersey City city","36000",,,,,,,,,,,,,,,,"16000US3436000","Jersey City city, New Jersey",250317,86009,62893,1233,62771,51,30664,6696,1320,5376,"Jersey City city, New Jersey",43,4917,4293,628,3104,87,5066,1960,861,1744
"G34051000","2011","NJ",,,"New Jersey","34",,,"Newark city","51000",,,,,,,,,,,,,,,,"16000US3451000","Newark city, New Jersey",277545,77546,142195,792,4318,108,40621,11965,2918,9047,"Newark city, New Jersey",33,6742,5376,549,1440,185,5035,3007,1452,2708
"G34056550","2011","NJ",,,"New Jersey","34",,,"Passaic city","56550",,,,,,,,,,,,,,,,"16000US3456550","Passaic city, New Jersey",69906,28302,5700,787,2922,0,30736,1459,184,1275,"Passaic city, New Jersey",51,4502,1958,1041,1783,198,4669,1227,184,1215
"G34057000","2011","NJ",,,"New Jersey","34",,,"Paterson city","57000",,,,,,,,,,,,,,,,"16000US3457000","Paterson city, New Jersey",146426,74676,45883,451,5192,83,4308,15833,2588,13245,"Paterson city, New Jersey",33,4791,3128,418,1993,137,1356,4247,1315,4159
"G34073110","2011","NJ",,,"New Jersey","34",,,"Toms River CDP","73110",,,,,,,,,,,,,,,,"16000US3473110","Toms River CDP, New Jersey",89032,81047,1107,159,4440,0,911,1368,0,1368,"Toms River CDP, New Jersey",876,1725,600,206,1494,198,789,779,198,779
"G34074000","2011","NJ",,,"New Jersey","34",,,"Trenton city","74000",,,,,,,,,,,,,,,,"16000US3474000","Trenton city, New Jersey",84912,22752,45552,137,369,0,14300,1802,857,945,"Trenton city, New Jersey",46,3604,3143,163,479,198,3579,754,557,512
"G34074630","2011","NJ",,,"New Jersey","34",,,"Union City city","74630",,,,,,,,,,,,,,,,"16000US3474630","Union City city, New Jersey",67176,48195,1414,120,1190,0,15399,858,666,192,"Union City city, New Jersey",43,4637,622,154,810,198,4472,466,409,200
"G35002000","2011","NM",,,"New Mexico","35",,,"Albuquerque city","02000",,,,,,,,,,,,,,,,"16000US3502000","Albuquerque city, New Mexico",552801,380518,18881,25328,11796,558,93587,22133,5107,17026,"Albuquerque city, New Mexico",42,9240,2196,3098,1752,518,8997,3978,1689,3843
"G35039380","2011","NM",,,"New Mexico","35",,,"Las Cruces city","39380",,,,,,,,,,,,,,,,"16000US3539380","Las Cruces city, New Mexico",99661,89495,2812,1021,1584,3,3929,817,287,530,"Las Cruces city, New Mexico",32,2140,674,616,720,6,1497,495,189,469
"G35063460","2011","NM",,,"New Mexico","35",,,"Rio Rancho city","63460",,,,,,,,,,,,,,,,"16000US3563460","Rio Rancho city, New Mexico",89214,72163,5913,1040,1693,0,5002,3403,933,2470,"Rio Rancho city, New Mexico",83,3412,3149,816,487,198,1760,1277,498,1217
"G35070500","2011","NM",,,"New Mexico","35",,,"Santa Fe city","70500",,,,,,,,,,,,,,,,"16000US3570500","Santa Fe city, New Mexico",68634,57874,770,1021,1990,0,4698,2281,638,1643,"Santa Fe city, New Mexico",40,2244,272,590,296,198,2002,854,353,751
"G36001000","2011","NY",,,"New York","36",,,"Albany city","01000",,,,,,,,,,,,,,,,"16000US3601000","Albany city, New York",97664,54083,31363,352,5853,0,1729,4284,923,3361,"Albany city, New York",27,2798,2292,288,1638,192,921,1472,570,1394
"G36011000","2011","NY",,,"New York","36",,,"Buffalo city","11000",,,,,,,,,,,,,,,,"16000US3611000","Buffalo city, New York",261004,131274,96909,1317,8238,62,11360,11844,2944,8900,"Buffalo city, New York",77,4404,4143,537,1970,69,2665,2564,1428,2332
"G36015000","2011","NY",,,"New York","36",,,"Cheektowaga CDP","15000",,,,,,,,,,,,,,,,"16000US3615000","Cheektowaga CDP, New York",76902,66346,7650,380,1293,0,138,1095,86,1009,"Cheektowaga CDP, New York",1653,3041,2611,344,628,192,136,810,121,801
"G36049121","2011","NY",,,"New York","36",,,"Mount Vernon city","49121",,,,,,,,,,,,,,,,"16000US3649121","Mount Vernon city, New York",67789,14954,41254,154,1431,0,6579,3417,961,2456,"Mount Vernon city, New York",37,2640,3267,146,1275,192,2634,1499,736,1321
"G36050617","2011","NY",,,"New York","36",,,"New Rochelle city","50617",,,,,,,,,,,,,,,,"16000US3650617","New Rochelle city, New York",77591,51557,14446,140,3265,0,4299,3884,837,3047,"New Rochelle city, New York",60,3035,2897,165,1173,192,2034,2229,819,2389
"G36051000","2011","NY",,,"New York","36",,,"New York city","51000",,,,,,,,,,,,,,,,"16000US3651000","New York city, New York",8244910,3618421,2054101,27390,1051946,4321,1236450,252281,96796,155485,"New York city, New York",0,21261,14052,2918,8368,2491,26426,12339,8038,10379
"G36063000","2011","NY",,,"New York","36",,,"Rochester city","63000",,,,,,,,,,,,,,,,"16000US3663000","Rochester city, New York",210850,94135,84858,1169,6412,61,14144,10071,2434,7637,"Rochester city, New York",41,4979,4181,839,1716,99,3241,2350,1217,2048
"G36065508","2011","NY",,,"New York","36",,,"Schenectady city","65508",,,,,,,,,,,,,,,,"16000US3665508","Schenectady city, New York",66276,42510,13822,64,3226,0,3657,2997,101,2896,"Schenectady city, New York",24,1832,2520,126,857,192,2431,1255,152,1254
"G36073000","2011","NY",,,"New York","36",,,"Syracuse city","73000",,,,,,,,,,,,,,,,"16000US3673000","Syracuse city, New York",145150,82693,41500,1773,8772,33,2760,7619,773,6846,"Syracuse city, New York",25,2779,2545,732,1372,59,1214,1570,353,1506
"G36084000","2011","NY",,,"New York","36",,,"Yonkers city","84000",,,,,,,,,,,,,,,,"16000US3684000","Yonkers city, New York",197397,108837,36630,415,13340,0,31044,7131,2990,4141,"Yonkers city, New York",46,6115,3816,315,2583,192,4994,2534,1238,1984
"G37002140","2011","NC",,,"North Carolina","37",,,"Asheville city","02140",,,,,,,,,,,,,,,,"16000US3702140","Asheville city, North Carolina",84458,68767,10998,631,1576,66,229,2191,1458,733,"Asheville city, North Carolina",23,2615,2094,407,985,118,346,1456,1254,620
"G37010740","2011","NC",,,"North Carolina","37",,,"Cary town","10740",,,,,,,,,,,,,,,,"16000US3710740","Cary town, North Carolina",138926,98871,10413,943,20246,0,7167,1286,299,987,"Cary town, North Carolina",473,7302,3354,1341,4302,220,4473,943,262,888
"G37012000","2011","NC",,,"North Carolina","37",,,"Charlotte city","12000",,,,,,,,,,,,,,,,"16000US3712000","Charlotte city, North Carolina",751074,405266,256410,2238,37653,349,28504,20654,1967,18687,"Charlotte city, North Carolina",57,9744,6460,1237,2819,382,5763,5232,1090,5200
"G37014100","2011","NC",,,"North Carolina","37",,,"Concord city","14100",,,,,,,,,,,,,,,,"16000US3714100","Concord city, North Carolina",80604,58697,15488,473,2597,0,1923,1426,839,587,"Concord city, North Carolina",33,4196,3160,528,1702,220,1521,1055,991,577
"G37019000","2011","NC",,,"North Carolina","37",,,"Durham city","19000",,,,,,,,,,,,,,,,"16000US3719000","Durham city, North Carolina",233210,113206,94775,1292,10877,0,6891,6169,971,5198,"Durham city, North Carolina",47,3911,2907,483,1052,220,2783,2494,1019,2174
"G37022920","2011","NC",,,"North Carolina","37",,,"Fayetteville city","22920",,,,,,,,,,,,,,,,"16000US3722920","Fayetteville city, North Carolina",203922,98577,83083,1731,6923,1171,4643,7794,762,7032,"Fayetteville city, North Carolina",76,4388,4482,914,1082,559,1462,2077,493,1994
"G37025580","2011","NC",,,"North Carolina","37",,,"Gastonia city","25580",,,,,,,,,,,,,,,,"16000US3725580","Gastonia city, North Carolina",72061,42042,19445,512,615,0,7918,1529,396,1133,"Gastonia city, North Carolina",37,3475,2824,559,572,220,1598,772,451,608
"G37028000","2011","NC",,,"North Carolina","37",,,"Greensboro city","28000",,,,,,,,,,,,,,,,"16000US3728000","Greensboro city, North Carolina",273419,136542,112753,1468,9596,306,6195,6559,366,6193,"Greensboro city, North Carolina",42,4965,5472,548,2256,479,3021,2932,425,2853
"G37028080","2011","NC",,,"North Carolina","37",,,"Greenville city","28080",,,,,,,,,,,,,,,,"16000US3728080","Greenville city, North Carolina",86024,48771,30733,621,2822,0,1160,1917,0,1917,"Greenville city, North Carolina",31,3108,3386,358,705,220,918,1204,220,1204
