GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEO_ID,TL_GEO_ID,NAME_E,APKGE001,APKGE002,APKGE003,APKGE004,APKGE005,APKGE006,APKGE007,APKGE008,APKGE009,APKGE010,NAME_M,APKGM001,APKGM002,APKGM003,APKGM004,APKGM005,APKGM006,APKGM007,APKGM008,APKGM009,APKGM010
"G17014351","2022","IL",,,"Illinois","17",,,"Cicero town","14351",,,,,,,,,,,,,,,,"1600000US1714351","1714351","Cicero town, Illinois",81916,11071,3051,1829,679,0,50794,14492,13718,774,"Cicero town, Illinois",26,2980,1733,1487,608,206,5599,4213,4348,868
"G17018823","2022","IL",,,"Illinois","17",,,"Decatur city","18823",,,,,,,,,,,,,,,,"1600000US1718823","1718823","Decatur city, Illinois",70396,47449,16456,0,672,0,886,4933,674,4259,"Decatur city, Illinois",3531,3513,1638,206,502,206,377,1608,423,1625
"G17023074","2022","IL",,,"Illinois","17",,,"Elgin city","23074",,,,,,,,,,,,,,,,"1600000US1723074","1723074","Elgin city, Illinois",109634,48760,6011,3586,8280,716,21674,20607,17018,3589,"Elgin city, Illinois",6176,5404,1933,1842,2531,690,4614,4655,4690,1290
"G17024582","2022","IL",,,"Illinois","17",,,"Evanston city","24582",,,,,,,,,,,,,,,,"1600000US1724582","1724582","Evanston city, Illinois",75538,47124,12765,42,5336,104,2820,7347,2509,4838,"Evanston city, Illinois",33,3730,3251,58,1341,121,2666,1602,838,1474
"G17038570","2022","IL",,,"Illinois","17",,,"Joliet city","38570",,,,,,,,,,,,,,,,"1600000US1738570","1738570","Joliet city, Illinois",147696,70621,23485,775,4695,0,25014,23106,17542,5564,"Joliet city, Illinois",5807,6471,3943,630,2298,206,5825,4290,3721,1838
"G17051622","2022","IL",,,"Illinois","17",,,"Naperville city","51622",,,,,,,,,,,,,,,,"1600000US1751622","1751622","Naperville city, Illinois",148508,94517,8838,27,32575,0,2970,9581,4619,4962,"Naperville city, Illinois",1396,4988,3168,47,3301,206,1503,2204,1881,1325
"G17057225","2022","IL",,,"Illinois","17",,,"Palatine village","57225",,,,,,,,,,,,,,,,"1600000US1757225","1757225","Palatine village, Illinois",65428,39414,4977,234,8004,968,7021,4810,3134,1676,"Palatine village, Illinois",29,4470,2934,275,2755,1571,3135,2096,1740,1157
"G17059000","2022","IL",,,"Illinois","17",,,"Peoria city","59000",,,,,,,,,,,,,,,,"1600000US1759000","1759000","Peoria city, Illinois",109221,59145,29230,200,7168,0,3342,10136,4949,5187,"Peoria city, Illinois",2430,2720,2825,181,697,206,1411,2519,1517,2356
"G17065000","2022","IL",,,"Illinois","17",,,"Rockford city","65000",,,,,,,,,,,,,,,,"1600000US1765000","1765000","Rockford city, Illinois",145835,78016,28179,706,4385,268,14098,20183,11850,8333,"Rockford city, Illinois",2156,3900,2873,576,1220,461,4197,3971,3228,2513
"G17068003","2022","IL",,,"Illinois","17",,,"Schaumburg village","68003",,,,,,,,,,,,,,,,"1600000US1768003","1768003","Schaumburg village, Illinois",78285,42996,1910,479,20052,8,2766,10074,8087,1987,"Schaumburg village, Illinois",3270,4401,1279,647,3765,17,1444,3713,3790,903
"G17070122","2022","IL",,,"Illinois","17",,,"Skokie village","70122",,,,,,,,,,,,,,,,"1600000US1770122","1770122","Skokie village, Illinois",65503,34967,6444,0,14597,0,4839,4656,2780,1876,"Skokie village, Illinois",38,4276,2918,206,3128,206,2241,1538,1348,902
"G17072000","2022","IL",,,"Illinois","17",,,"Springfield city","72000",,,,,,,,,,,,,,,,"1600000US1772000","1772000","Springfield city, Illinois",113331,80452,20678,409,3151,0,1217,7424,1223,6201,"Springfield city, Illinois",1094,2237,2371,374,1076,206,721,1989,656,1876
"G17079293","2022","IL",,,"Illinois","17",,,"Waukegan city","79293",,,,,,,,,,,,,,,,"1600000US1779293","1779293","Waukegan city, Illinois",86472,25501,12710,1708,4774,0,16886,24893,22189,2704,"Waukegan city, Illinois",4860,4010,2958,1192,2268,206,4526,6132,5919,1205
"G18005860","2022","IN",,,"Indiana","18",,,"Bloomington city","05860",,,,,,,,,,,,,,,,"1600000US1805860","1805860","Bloomington city, Indiana",77358,60292,4667,421,7309,0,917,3752,1681,2071,"Bloomington city, Indiana",3321,3579,1329,312,1017,207,650,1032,555,871
"G18010342","2022","IN",,,"Indiana","18",,,"Carmel city","10342",,,,,,,,,,,,,,,,"1600000US1810342","1810342","Carmel city, Indiana",101286,75844,6480,49,10728,118,1879,6188,3843,2345,"Carmel city, Indiana",26,3991,2695,66,2439,204,1465,1747,1374,1064
"G18022000","2022","IN",,,"Indiana","18",,,"Evansville city","22000",,,,,,,,,,,,,,,,"1600000US1822000","1822000","Evansville city, Indiana",118521,90443,15155,72,1197,535,2585,8534,2716,5818,"Evansville city, Indiana",3328,3335,1549,136,579,151,1220,1817,1118,1587
"G18023278","2022","IN",,,"Indiana","18",,,"Fishers city","23278",,,,,,,,,,,,,,,,"1600000US1823278","1823278","Fishers city, Indiana",102152,78497,5865,0,10365,0,2166,5259,3728,1531,"Fishers city, Indiana",2747,4349,2426,207,2702,207,1569,1999,1823,733
"G18025000","2022","IN",,,"Indiana","18",,,"Fort Wayne city","25000",,,,,,,,,,,,,,,,"1600000US1825000","1825000","Fort Wayne city, Indiana",267436,172558,38960,1452,15608,591,13512,24755,11526,13229,"Fort Wayne city, Indiana",5167,5238,2902,990,2252,434,2942,3988,2680,2789
"G18027000","2022","IN",,,"Indiana","18",,,"Gary city","27000",,,,,,,,,,,,,,,,"1600000US1827000","1827000","Gary city, Indiana",67742,7025,52307,90,163,0,1953,6204,4709,1495,"Gary city, Indiana",3361,2083,3109,114,165,207,1045,2080,2054,673
"G18031000","2022","IN",,,"Indiana","18",,,"Hammond city","31000",,,,,,,,,,,,,,,,"1600000US1831000","1831000","Hammond city, Indiana",76562,26036,18941,1084,664,0,20128,9709,7949,1760,"Hammond city, Indiana",50,3269,3492,798,452,207,4006,2163,1974,989
"G18036003","2022","IN",,,"Indiana","18",,,"Indianapolis city (balance)","36003",,,,,,,,,,,,,,,,"1600000US1836003","1836003","Indianapolis city (balance), Indiana",876564,459663,247141,5867,40877,263,49307,73446,33835,39611,"Indianapolis city (balance), Indiana",6078,7044,8620,3278,1857,444,6599,7724,5840,5144
"G18040788","2022","IN",,,"Indiana","18",,,"Lafayette city","40788",,,,,,,,,,,,,,,,"1600000US1840788","1840788","Lafayette city, Indiana",72326,51313,8602,321,2177,0,3513,6400,3284,3116,"Lafayette city, Indiana",3624,3476,1681,294,1084,207,1684,1587,1240,1112
"G18051876","2022","IN",,,"Indiana","18",,,"Muncie city","51876",,,,,,,,,,,,,,,,"1600000US1851876","1851876","Muncie city, Indiana",65160,52113,4437,129,1861,0,1037,5583,614,4969,"Muncie city, Indiana",1218,1489,1177,192,476,207,841,1317,419,1284
"G18054180","2022","IN",,,"Indiana","18",,,"Noblesville city","54180",,,,,,,,,,,,,,,,"1600000US1854180","1854180","Noblesville city, Indiana",74262,60304,3201,0,2870,0,463,7424,4054,3370,"Noblesville city, Indiana",4281,4704,2109,207,1676,207,347,2281,2006,1466
"G18071000","2022","IN",,,"Indiana","18",,,"South Bend city","71000",,,,,,,,,,,,,,,,"1600000US1871000","1871000","South Bend city, Indiana",105984,59088,25094,606,1710,72,4927,14487,9302,5185,"South Bend city, Indiana",3230,3691,2722,906,741,111,1842,2867,2150,1791
"G19001855","2022","IA",,,"Iowa","19",,,"Ames city","01855",,,,,,,,,,,,,,,,"1600000US1901855","1901855","Ames city, Iowa",66950,52144,2809,384,6502,95,1430,3586,1381,2205,"Ames city, Iowa",24,1044,498,290,796,122,555,1188,778,905
"G19002305","2022","IA",,,"Iowa","19",,,"Ankeny city","02305",,,,,,,,,,,,,,,,"1600000US1902305","1902305","Ankeny city, Iowa",72219,63409,563,0,2591,0,1133,4523,3135,1388,"Ankeny city, Iowa",27,3354,780,170,1952,170,1065,2565,2247,1269
"G19012000","2022","IA",,,"Iowa","19",,,"Cedar Rapids city","12000",,,,,,,,,,,,,,,,"1600000US1912000","1912000","Cedar Rapids city, Iowa",136438,109322,11219,586,3373,0,977,10961,4266,6695,"Cedar Rapids city, Iowa",38,2767,2144,536,1294,170,687,2811,1439,2081
"G19019000","2022","IA",,,"Iowa","19",,,"Davenport city","19000",,,,,,,,,,,,,,,,"1600000US1919000","1919000","Davenport city, Iowa",100491,75354,12179,535,2437,264,3929,5793,1743,4050,"Davenport city, Iowa",26,2391,2046,298,1183,362,2062,1545,933,1511
"G19021000","2022","IA",,,"Iowa","19",,,"Des Moines city","21000",,,,,,,,,,,,,,,,"1600000US1921000","1921000","Des Moines city, Iowa",210936,134661,31262,658,11622,0,11209,21524,9458,12066,"Des Moines city, Iowa",162,4015,3174,573,2662,170,3603,3552,2750,2752
"G19038595","2022","IA",,,"Iowa","19",,,"Iowa City city","38595",,,,,,,,,,,,,,,,"1600000US1938595","1938595","Iowa City city, Iowa",75231,56248,6837,20,5768,0,1401,4957,2105,2852,"Iowa City city, Iowa",26,2281,1906,108,1292,170,853,1493,868,1263
"G19073335","2022","IA",,,"Iowa","19",,,"Sioux City city","73335",,,,,,,,,,,,,,,,"1600000US1973335","1973335","Sioux City city, Iowa",83215,54583,6371,2438,2118,105,4402,13198,9976,3222,"Sioux City city, Iowa",3148,3393,1270,1344,766,196,1700,2616,2718,1475
"G19082425","2022","IA",,,"Iowa","19",,,"Waterloo city","82425",,,,,,,,,,,,,,,,"1600000US1982425","1982425","Waterloo city, Iowa",66555,44161,8820,771,1737,4450,2906,3710,1078,2632,"Waterloo city, Iowa",28,1218,2480,906,897,2992,1433,1515,680,1111
"G19083910","2022","IA",,,"Iowa","19",,,"West Des Moines city","83910",,,,,,,,,,,,,,,,"1600000US1983910","1983910","West Des Moines city, Iowa",73965,56535,3891,14,5658,0,1703,6164,2880,3284,"West Des Moines city, Iowa",3580,5003,1930,24,2780,170,1156,2426,1992,1605
"G20036000","2022","KS",,,"Kansas","20",,,"Kansas City city","36000",,,,,,,,,,,,,,,,"1600000US2036000","2036000","Kansas City city, Kansas",152561,60624,31486,4506,6679,1256,25622,22388,13679,8709,"Kansas City city, Kansas",2715,3511,2304,2781,1779,1846,3884,3454,2998,2060
"G20038900","2022","KS",,,"Kansas","20",,,"Lawrence city","38900",,,,,,,,,,,,,,,,"1600000US2038900","2038900","Lawrence city, Kansas",95784,73927,3657,923,4488,22,660,12107,4170,7937,"Lawrence city, Kansas",35,2174,1362,595,1186,40,454,2327,1855,1862
"G20052575","2022","KS",,,"Kansas","20",,,"Olathe city","52575",,,,,,,,,,,,,,,,"1600000US2052575","2052575","Olathe city, Kansas",145597,115989,4914,300,5900,141,4055,14298,7755,6543,"Olathe city, Kansas",68,3353,1939,312,2045,233,1687,2628,2033,1698
"G20053775","2022","KS",,,"Kansas","20",,,"Overland Park city","53775",,,,,,,,,,,,,,,,"1600000US2053775","2053775","Overland Park city, Kansas",197747,151170,9773,271,18980,36,3605,13912,8417,5495,"Overland Park city, Kansas",80,4172,2349,241,2277,63,1542,2713,2066,2051
"G20064500","2022","KS",,,"Kansas","20",,,"Shawnee city","64500",,,,,,,,,,,,,,,,"1600000US2064500","2064500","Shawnee city, Kansas",69220,54090,5348,91,1344,110,2991,5246,2342,2904,"Shawnee city, Kansas",76,2791,1606,92,634,171,1715,1709,1344,995
"G20071000","2022","KS",,,"Kansas","20",,,"Topeka city","71000",,,,,,,,,,,,,,,,"1600000US2071000","2071000","Topeka city, Kansas",125464,85767,11598,951,2422,997,9399,14330,7139,7191,"Topeka city, Kansas",55,2990,1675,605,498,1289,2871,2833,2483,1711
"G20079000","2022","KS",,,"Kansas","20",,,"Wichita city","79000",,,,,,,,,,,,,,,,"1600000US2079000","2079000","Wichita city, Kansas",396205,259148,37543,5071,18396,256,23023,52768,23460,29308,"Wichita city, Kansas",66,6235,3574,3173,1890,223,4990,6661,5685,3767
"G21008902","2022","KY",,,"Kentucky","21",,,"Bowling Green city","08902",,,,,,,,,,,,,,,,"1600000US2108902","2108902","Bowling Green city, Kentucky",74929,50029,9092,53,5230,954,3866,5705,2881,2824,"Bowling Green city, Kentucky",24,2463,1810,77,1515,1300,1869,1909,1640,1207
"G21046027","2022","KY",,,"Kentucky","21",,,"Lexington-Fayette urban county","46027",,,,,,,,,,,,,,,,"1600000US2146027","2146027","Lexington-Fayette urban county, Kentucky",320347,223526,45625,321,13953,86,6391,30445,15495,14950,"Lexington-Fayette urban county, Kentucky",,2001,3426,259,919,143,2032,4449,2570,3572
"G21048006","2022","KY",,,"Kentucky","21",,,"Louisville/Jefferson County metro government (balance)","48006",,,,,,,,,,,,,,,,"1600000US2148006","2148006","Louisville/Jefferson County metro government (balance), Kentucky",624450,384983,150039,609,16482,288,17874,54175,26794,27381,"Louisville/Jefferson County metro government (balance), Kentucky",63,4444,5212,400,2438,358,3107,5835,4399,5131
"G22005000","2022","LA",,,"Louisiana","22",,,"Baton Rouge city","05000",,,,,,,,,,,,,,,,"1600000US2205000","2205000","Baton Rouge city, Louisiana",221451,79908,119351,333,7871,0,6763,7225,3317,3908,"Baton Rouge city, Louisiana",36,5255,6224,242,2152,220,2080,2172,1486,1365
"G22039475","2022","LA",,,"Louisiana","22",,,"Kenner city","39475",,,,,,,,,,,,,,,,"1600000US2239475","2239475","Kenner city, Louisiana",63991,31508,13148,990,3055,478,4693,10119,7757,2362,"Kenner city, Louisiana",53,3655,3676,1095,1517,779,2066,2856,2858,1350
"G22040735","2022","LA",,,"Louisiana","22",,,"Lafayette city","40735",,,,,,,,,,,,,,,,"1600000US2240735","2240735","Lafayette city, Louisiana",121367,69062,37672,382,3036,0,1082,10133,4620,5513,"Lafayette city, Louisiana",79,4551,4420,307,893,220,749,2414,1653,1992
"G22041155","2022","LA",,,"Louisiana","22",,,"Lake Charles city","41155",,,,,,,,,,,,,,,,"1600000US2241155","2241155","Lake Charles city, Louisiana",79106,35181,35203,291,2319,0,873,5239,2559,2680,"Lake Charles city, Louisiana",29,3656,3910,415,929,220,1308,1886,1480,1477
"G22050115","2022","LA",,,"Louisiana","22",,,"Metairie CDP","50115",,,,,,,,,,,,,,,,"1600000US2250115","2250115","Metairie CDP, Louisiana",144729,98644,14384,287,6942,0,7193,17279,12285,4994,"Metairie CDP, Louisiana",8368,6379,3634,355,2280,220,2773,3839,2764,2761
"G22055000","2022","LA",,,"Louisiana","22",,,"New Orleans city","55000",,,,,,,,,,,,,,,,"1600000US2255000","2255000","New Orleans city, Louisiana",369749,116997,204983,529,10513,9,6515,30203,14803,15400,"New Orleans city, Louisiana",,1251,3828,356,660,2,1320,4215,1618,3347
"G22070000","2022","LA",,,"Louisiana","22",,,"Shreveport city","70000",,,,,,,,,,,,,,,,"1600000US2270000","2270000","Shreveport city, Louisiana",179551,65146,104071,397,2561,208,1116,6052,1759,4293,"Shreveport city, Louisiana",1416,3524,4354,355,553,264,574,1661,877,1628
"G23060545","2022","ME",,,"Maine","23",,,"Portland city","60545",,,,,,,,,,,,,,,,"1600000US2360545","2360545","Portland city, Maine",68420,53782,6132,0,1845,68,1264,5329,2333,2996,"Portland city, Maine",22,2269,1708,179,735,120,1020,1337,994,924
"G24004000","2022","MD",,,"Maryland","24",,,"Baltimore city","04000",,,,,,,,,,,,,,,,"1600000US2404000","2404000","Baltimore city, Maryland",569931,154147,344445,1658,16100,642,24345,28594,10335,18259,"Baltimore city, Maryland",,1845,4326,954,870,770,3042,4603,1960,3898
"G24007125","2022","MD",,,"Maryland","24",,,"Bethesda CDP","07125",,,,,,,,,,,,,,,,"1600000US2407125","2407125","Bethesda CDP, Maryland",68522,48104,3680,175,9707,0,806,6050,3377,2673,"Bethesda CDP, Maryland",5244,4491,1988,206,2799,224,518,1504,1076,1079
"G24019125","2022","MD",,,"Maryland","24",,,"Columbia CDP","19125",,,,,,,,,,,,,,,,"1600000US2419125","2419125","Columbia CDP, Maryland",101734,45924,26768,300,13514,200,4452,10576,5171,5405,"Columbia CDP, Maryland",6621,3760,4523,313,3082,240,2186,3250,2360,1917
"G24023975","2022","MD",,,"Maryland","24",,,"Dundalk CDP","23975",,,,,,,,,,,,,,,,"1600000US2423975","2423975","Dundalk CDP, Maryland",66537,40615,12007,301,1119,0,7497,4998,902,4096,"Dundalk CDP, Maryland",7883,5264,3930,224,917,224,3768,2671,698,2509
"G24026000","2022","MD",,,"Maryland","24",,,"Ellicott City CDP","26000",,,,,,,,,,,,,,,,"1600000US2426000","2426000","Ellicott City CDP, Maryland",73239,35757,8302,278,22678,0,1200,5024,1766,3258,"Ellicott City CDP, Maryland",5373,3506,3167,362,3082,224,949,1636,969,1296
"G24030325","2022","MD",,,"Maryland","24",,,"Frederick city","30325",,,,,,,,,,,,,,,,"1600000US2430325","2430325","Frederick city, Maryland",82169,45009,15737,1035,5128,200,3841,11219,6473,4746,"Frederick city, Maryland",34,3940,3448,1353,1679,290,2242,2762,2777,1722
"G24031175","2022","MD",,,"Maryland","24",,,"Gaithersburg city","31175",,,,,,,,,,,,,,,,"1600000US2431175","2431175","Gaithersburg city, Maryland",68952,26287,9132,229,10410,0,14134,8760,6494,2266,"Gaithersburg city, Maryland",31,4258,2908,232,2995,224,5121,2798,2803,1141
"G24032025","2022","MD",,,"Maryland","24",,,"Germantown CDP","32025",,,,,,,,,,,,,,,,"1600000US2432025","2432025","Germantown CDP, Maryland",93203,25452,22806,677,17400,0,12908,13960,10435,3525,"Germantown CDP, Maryland",8165,4833,4858,850,3834,224,4807,3794,3956,1171
"G24032650","2022","MD",,,"Maryland","24",,,"Glen Burnie CDP","32650",,,,,,,,,,,,,,,,"1600000US2432650","2432650","Glen Burnie CDP, Maryland",71182,36767,21646,355,2034,0,4794,5586,3105,2481,"Glen Burnie CDP, Maryland",6923,5099,4177,311,949,224,2247,1899,1415,932
"G24067675","2022","MD",,,"Maryland","24",,,"Rockville city","67675",,,,,,,,,,,,,,,,"1600000US2467675","2467675","Rockville city, Maryland",66915,26989,7737,39,18054,0,6483,7613,4787,2826,"Rockville city, Maryland",45,3432,2605,67,3951,224,3736,2075,1803,1096
"G24072450","2022","MD",,,"Maryland","24",,,"Silver Spring CDP","72450",,,,,,,,,,,,,,,,"1600000US2472450","2472450","Silver Spring CDP, Maryland",75313,27419,20872,276,4742,205,14259,7540,3162,4378,"Silver Spring CDP, Maryland",6580,3315,3239,318,1971,331,4628,2301,1344,1881
"G24081175","2022","MD",,,"Maryland","24",,,"Waldorf CDP","81175",,,,,,,,,,,,,,,,"1600000US2481175","2481175","Waldorf CDP, Maryland",84642,15437,53488,987,2547,0,3173,9010,2523,6487,"Waldorf CDP, Maryland",6219,2521,5205,1272,922,224,2444,3424,1753,3011
"G25007000","2022","MA",,,"Massachusetts","25",,,"Boston city","07000",,,,,,,,,,,,,,,,"1600000US2507000","2507000","Boston city, Massachusetts",649768,293653,138062,3973,63849,70,49679,100482,70094,30388,"Boston city, Massachusetts",3289,5796,6936,2199,2626,93,6331,8406,8269,4523
"G25009000","2022","MA",,,"Massachusetts","25",,,"Brockton city","09000",,,,,,,,,,,,,,,,"1600000US2509000","2509000","Brockton city, Massachusetts",104833,28008,40053,56,4413,116,10883,21304,18473,2831,"Brockton city, Massachusetts",41,3351,4164,76,1818,141,2798,4662,4666,1282
"G25011000","2022","MA",,,"Massachusetts","25",,,"Cambridge city","11000",,,,,,,,,,,,,,,,"1600000US2511000","2511000","Cambridge city, Massachusetts",118489,66839,12861,210,24188,59,3185,11147,6404,4743,"Cambridge city, Massachusetts",32,4187,3593,214,3069,81,1003,2341,2114,1038
"G25023000","2022","MA",,,"Massachusetts","25",,,"Fall River city","23000",,,,,,,,,,,,,,,,"1600000US2523000","2523000","Fall River city, Massachusetts",93689,67696,7392,0,1777,259,6927,9638,8302,1336,"Fall River city, Massachusetts",32,3795,2860,222,965,425,2598,2746,2671,773
"G25024960","2022","MA",,,"Massachusetts","25",,,"Framingham city","24960",,,,,,,,,,,,,,,,"1600000US2524960","2524960","Framingham city, Massachusetts",70947,37186,4719,174,4965,0,8519,15384,13002,2382,"Framingham city, Massachusetts",62,3867,1969,200,2342,222,2804,3942,3651,1081
"G25029405","2022","MA",,,"Massachusetts","25",,,"Haverhill city","29405",,,,,,,,,,,,,,,,"1600000US2529405","2529405","Haverhill city, Massachusetts",67151,42867,2149,46,243,0,9323,12523,10357,2166,"Haverhill city, Massachusetts",26,4122,1346,80,260,222,3611,3959,3760,1755
"G25034550","2022","MA",,,"Massachusetts","25",,,"Lawrence city","34550",,,,,,,,,,,,,,,,"1600000US2534550","2534550","Lawrence city, Massachusetts",87952,11134,4456,14,2658,0,56150,13540,11046,2494,"Lawrence city, Massachusetts",28,2800,2376,6,1767,222,5320,4525,4377,1543
"G25037000","2022","MA",,,"Massachusetts","25",,,"Lowell city","37000",,,,,,,,,,,,,,,,"1600000US2537000","2537000","Lowell city, Massachusetts",113594,49766,8284,0,31005,0,10287,14252,10539,3713,"Lowell city, Massachusetts",52,4682,2659,222,4828,222,3772,3594,2922,2639
"G25037490","2022","MA",,,"Massachusetts","25",,,"Lynn city","37490",,,,,,,,,,,,,,,,"1600000US2537490","2537490","Lynn city, Massachusetts",100892,44035,11851,974,9430,0,20740,13862,10816,3046,"Lynn city, Massachusetts",35,5077,3278,1524,2945,222,4837,3258,3109,1409
"G25037875","2022","MA",,,"Massachusetts","25",,,"Malden city","37875",,,,,,,,,,,,,,,,"1600000US2537875","2537875","Malden city, Massachusetts",64718,26149,9247,294,19781,0,4197,5050,3941,1109,"Malden city, Massachusetts",30,3922,3723,409,3881,222,1992,2547,2510,660
"G25039835","2022","MA",,,"Massachusetts","25",,,"Medford city","39835",,,,,,,,,,,,,,,,"1600000US2539835","2539835","Medford city, Massachusetts",65412,45004,5186,0,8672,0,2187,4363,1771,2592,"Medford city, Massachusetts",51,3373,2648,222,2512,222,1267,1392,921,1242
"G25045000","2022","MA",,,"Massachusetts","25",,,"New Bedford city","45000",,,,,,,,,,,,,,,,"1600000US2545000","2545000","New Bedford city, Massachusetts",100676,57903,6005,1453,1938,0,16976,16401,14099,2302,"New Bedford city, Massachusetts",36,3873,1932,1379,1274,222,3511,3669,3825,968
"G25045560","2022","MA",,,"Massachusetts","25",,,"Newton city","45560",,,,,,,,,,,,,,,,"1600000US2545560","2545560","Newton city, Massachusetts",87382,66210,1997,536,12919,48,1301,4371,1393,2978,"Newton city, Massachusetts",27,3016,798,827,2589,97,614,1426,686,1356
"G25055745","2022","MA",,,"Massachusetts","25",,,"Quincy city","55745",,,,,,,,,,,,,,,,"1600000US2555745","2555745","Quincy city, Massachusetts",101716,52562,5584,108,30148,0,3197,10117,7807,2310,"Quincy city, Massachusetts",46,4447,2512,172,3474,222,1796,3424,3312,933
"G25062535","2022","MA",,,"Massachusetts","25",,,"Somerville city","62535",,,,,,,,,,,,,,,,"1600000US2562535","2562535","Somerville city, Massachusetts",79761,57868,3614,67,8924,0,1636,7652,3913,3739,"Somerville city, Massachusetts",26,2814,1445,115,1959,222,815,2158,1824,967
"G25067000","2022","MA",,,"Massachusetts","25",,,"Springfield city","67000",,,,,,,,,,,,,,,,"1600000US2567000","2567000","Springfield city, Massachusetts",154058,46568,32148,737,5111,0,22658,46836,36753,10083,"Springfield city, Massachusetts",27,5140,3432,872,1974,222,4510,5833,5538,3612
"G25082000","2022","MA",,,"Massachusetts","25",,,"Worcester city","82000",,,,,,,,,,,,,,,,"1600000US2582000","2582000","Worcester city, Massachusetts",205317,109342,25587,202,14708,463,17515,37500,26965,10535,"Worcester city, Massachusetts",35,5777,4333,226,2688,555,3878,5359,4187,3168
"G26003000","2022","MI",,,"Michigan","26",,,"Ann Arbor city","03000",,,,,,,,,,,,,,,,"1600000US2603000","2603000","Ann Arbor city, Michigan",119871,82972,7222,179,18361,0,1995,9142,3698,5444,"Ann Arbor city, Michigan",36,2873,1763,161,2033,184,814,1947,1173,1417
"G26021000","2022","MI",,,"Michigan","26",,,"Dearborn city","21000",,,,,,,,,,,,,,,,"1600000US2621000","2621000","Dearborn city, Michigan",107712,94960,4457,171,3036,0,256,4832,2401,2431,"Dearborn city, Michigan",34,3524,2674,159,1822,184,272,1503,1226,1092
"G26022000","2022","MI",,,"Michigan","26",,,"Detroit city","22000",,,,,,,,,,,,,,,,"1600000US2622000","2622000","Detroit city, Michigan",620410,71965,475303,1773,11742,0,28180,31447,10888,20559,"Detroit city, Michigan",48,6147,7767,1230,3141,184,4469,5076,3177,4157
"G26027440","2022","MI",,,"Michigan","26",,,"Farmington Hills city","27440",,,,,,,,,,,,,,,,"1600000US2627440","2627440","Farmington Hills city, Michigan",82738,48391,12551,252,13979,544,650,6371,1599,4772,"Farmington Hills city, Michigan",28,4037,2943,206,4024,377,500,2660,826,2525
"G26029000","2022","MI",,,"Michigan","26",,,"Flint city","29000",,,,,,,,,,,,,,,,"1600000US2629000","2629000","Flint city, Michigan",79865,28580,45613,322,406,139,1202,3603,569,3034,"Flint city, Michigan",44,3516,3311,347,310,238,873,1228,300,1195
"G26034000","2022","MI",,,"Michigan","26",,,"Grand Rapids city","34000",,,,,,,,,,,,,,,,"1600000US2634000","2634000","Grand Rapids city, Michigan",196904,127789,27662,1198,8259,0,6062,25934,16624,9310,"Grand Rapids city, Michigan",35,6497,5096,958,2016,184,2507,4448,4219,2684
"G26042160","2022","MI",,,"Michigan","26",,,"Kalamazoo city","42160",,,,,,,,,,,,,,,,"1600000US2642160","2642160","Kalamazoo city, Michigan",72883,46250,16021,573,2851,0,1638,5550,1478,4072,"Kalamazoo city, Michigan",39,2541,2782,592,694,184,997,1425,631,1296
"G26046000","2022","MI",,,"Michigan","26",,,"Lansing city","46000",,,,,,,,,,,,,,,,"1600000US2646000","2646000","Lansing city, Michigan",112963,60749,24757,179,6261,0,5286,15731,7553,8178,"Lansing city, Michigan",1865,4152,3076,187,2636,184,2318,3126,2288,2490
"G26049000","2022","MI",,,"Michigan","26",,,"Livonia city","49000",,,,,,,,,,,,,,,,"1600000US2649000","2649000","Livonia city, Michigan",93786,80628,4013,221,2986,0,1629,4309,2316,1993,"Livonia city, Michigan",42,2242,1141,229,1149,184,1018,1191,988,818
"G26059440","2022","MI",,,"Michigan","26",,,"Novi city","59440",,,,,,,,,,,,,,,,"1600000US2659440","2659440","Novi city, Michigan",66375,36747,7659,179,18346,0,1005,2439,850,1589,"Novi city, Michigan",31,4592,3276,275,3821,184,987,1162,774,883
"G26069035","2022","MI",,,"Michigan","26",,,"Rochester Hills city","69035",,,,,,,,,,,,,,,,"1600000US2669035","2669035","Rochester Hills city, Michigan",75947,56685,3742,108,9339,0,613,5460,3303,2157,"Rochester Hills city, Michigan",63,3043,1531,117,2074,184,475,1636,1355,983
"G26074900","2022","MI",,,"Michigan","26",,,"Southfield city","74900",,,,,,,,,,,,,,,,"1600000US2674900","2674900","Southfield city, Michigan",75454,16499,51400,23,1957,0,329,5246,1739,3507,"Southfield city, Michigan",47,2696,3195,40,965,184,249,1978,1238,1523
"G26076460","2022","MI",,,"Michigan","26",,,"Sterling Heights city","76460",,,,,,,,,,,,,,,,"1600000US2676460","2676460","Sterling Heights city, Michigan",132554,101696,10715,44,13092,0,604,6403,2626,3777,"Sterling Heights city, Michigan",53,4259,3231,57,2887,184,479,1577,1028,1300
"G26080700","2022","MI",,,"Michigan","26",,,"Troy city","80700",,,,,,,,,,,,,,,,"1600000US2680700","2680700","Troy city, Michigan",87182,54858,3491,60,22643,0,1164,4966,2135,2831,"Troy city, Michigan",62,4133,1652,88,3876,184,596,1727,1202,1149
