GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,SBME001,SBME002,SBME003,SBME004,SBME005,SBME006,SBME007,SBME008,SBME009,SBME010,NAME_M,SBMM001,SBMM002,SBMM003,SBMM004,SBMM005,SBMM006,SBMM007,SBMM008,SBMM009,SBMM010
"G36065508","2013","NY",,,"New York","36",,,"Schenectady city","65508",,,,,,,,,,,,,,,,"16000US3665508","Schenectady city, New York",65915,40144,15653,542,3764,0,3846,1966,771,1195,"Schenectady city, New York",49,2262,1853,348,1146,193,1727,800,643,508
"G36073000","2013","NY",,,"New York","36",,,"Syracuse city","73000",,,,,,,,,,,,,,,,"16000US3673000","Syracuse city, New York",144675,79566,42312,1861,9046,30,4372,7488,833,6655,"Syracuse city, New York",43,3152,2924,977,1310,50,1738,1857,478,1676
"G36084000","2013","NY",,,"New York","36",,,"Yonkers city","84000",,,,,,,,,,,,,,,,"16000US3684000","Yonkers city, New York",199764,119741,32231,28,11286,0,31938,4540,2093,2447,"Yonkers city, New York",38,6200,4581,49,2598,193,5609,1576,1200,1094
"G37002140","2013","NC",,,"North Carolina","37",,,"Asheville city","02140",,,,,,,,,,,,,,,,"16000US3702140","Asheville city, North Carolina",87251,72333,11097,134,1136,0,373,2178,17,2161,"Asheville city, North Carolina",61,2143,2106,167,774,201,401,1124,36,1122
"G37010740","2013","NC",,,"North Carolina","37",,,"Cary town","10740",,,,,,,,,,,,,,,,"16000US3710740","Cary town, North Carolina",151560,110441,11618,695,21610,41,3334,3821,1174,2647,"Cary town, North Carolina",520,4484,2899,382,2610,67,2545,1434,928,1002
"G37012000","2013","NC",,,"North Carolina","37",,,"Charlotte city","12000",,,,,,,,,,,,,,,,"16000US3712000","Charlotte city, North Carolina",792849,394713,284328,3098,43223,73,47389,20025,2668,17357,"Charlotte city, North Carolina",67,9158,4971,1363,2364,125,7884,3264,1480,2875
"G37014100","2013","NC",,,"North Carolina","37",,,"Concord city","14100",,,,,,,,,,,,,,,,"16000US3714100","Concord city, North Carolina",83507,59023,15774,204,3033,44,3443,1986,431,1555,"Concord city, North Carolina",28,3049,2314,227,932,77,2296,936,490,811
"G37019000","2013","NC",,,"North Carolina","37",,,"Durham city","19000",,,,,,,,,,,,,,,,"16000US3719000","Durham city, North Carolina",245466,118676,98160,471,11527,0,6949,9683,3256,6427,"Durham city, North Carolina",48,4020,2849,537,1207,201,2933,2302,1642,1974
"G37022920","2013","NC",,,"North Carolina","37",,,"Fayetteville city","22920",,,,,,,,,,,,,,,,"16000US3722920","Fayetteville city, North Carolina",204401,96999,85379,952,5148,358,3700,11865,555,11310,"Fayetteville city, North Carolina",44,3861,3927,419,1289,284,1141,2360,390,2298
"G37025580","2013","NC",,,"North Carolina","37",,,"Gastonia city","25580",,,,,,,,,,,,,,,,"16000US3725580","Gastonia city, North Carolina",73205,44100,19960,202,934,0,4797,3212,840,2372,"Gastonia city, North Carolina",33,2379,2248,143,525,201,1748,1142,710,1195
"G37028000","2013","NC",,,"North Carolina","37",,,"Greensboro city","28000",,,,,,,,,,,,,,,,"16000US3728000","Greensboro city, North Carolina",279651,140880,114751,910,9431,410,7215,6054,1073,4981,"Greensboro city, North Carolina",57,5114,5089,822,2394,545,2630,1778,883,1566
"G37028080","2013","NC",,,"North Carolina","37",,,"Greenville city","28080",,,,,,,,,,,,,,,,"16000US3728080","Greenville city, North Carolina",89142,49884,33517,78,2809,53,1376,1425,56,1369,"Greenville city, North Carolina",47,2783,2856,109,467,90,1152,740,95,731
"G37031400","2013","NC",,,"North Carolina","37",,,"High Point city","31400",,,,,,,,,,,,,,,,"16000US3731400","High Point city, North Carolina",107229,53325,35504,740,10942,47,4502,2169,440,1729,"High Point city, North Carolina",1449,4201,3988,994,2588,78,2711,1131,517,1013
"G37034200","2013","NC",,,"North Carolina","37",,,"Jacksonville city","34200",,,,,,,,,,,,,,,,"16000US3734200","Jacksonville city, North Carolina",69075,45195,15402,231,2812,403,2149,2883,523,2360,"Jacksonville city, North Carolina",31,3138,2726,215,1085,383,1286,1192,472,1053
"G37055000","2013","NC",,,"North Carolina","37",,,"Raleigh city","55000",,,,,,,,,,,,,,,,"16000US3755000","Raleigh city, North Carolina",431897,255147,126279,1644,20173,500,17361,10793,700,10093,"Raleigh city, North Carolina",737,6635,7316,788,2757,462,4807,3065,592,2924
"G37074440","2013","NC",,,"North Carolina","37",,,"Wilmington city","74440",,,,,,,,,,,,,,,,"16000US3774440","Wilmington city, North Carolina",112072,85947,20637,563,1922,0,1945,1058,141,917,"Wilmington city, North Carolina",31,4033,3631,709,1073,201,1214,581,233,554
"G37075000","2013","NC",,,"North Carolina","37",,,"Winston-Salem city","75000",,,,,,,,,,,,,,,,"16000US3775000","Winston-Salem city, North Carolina",236457,134141,81199,981,2873,884,11967,4412,511,3901,"Winston-Salem city, North Carolina",66,3992,2777,482,971,1353,3057,1814,471,1807
"G38007200","2013","ND",,,"North Dakota","38",,,"Bismarck city","07200",,,,,,,,,,,,,,,,"16000US3807200","Bismarck city, North Dakota",66063,60831,565,2454,637,0,303,1273,121,1152,"Bismarck city, North Dakota",2626,2367,402,1201,171,149,233,643,157,613
"G38025700","2013","ND",,,"North Dakota","38",,,"Fargo city","25700",,,,,,,,,,,,,,,,"16000US3825700","Fargo city, North Dakota",112510,100838,4457,1287,3339,28,374,2187,161,2026,"Fargo city, North Dakota",2141,2251,1156,635,957,59,360,1109,275,1049
"G39001000","2013","OH",,,"Ohio","39",,,"Akron city","01000",,,,,,,,,,,,,,,,"16000US3901000","Akron city, Ohio",198095,118338,63736,952,5252,146,1358,8313,232,8081,"Akron city, Ohio",34,3324,3509,736,1395,227,995,2314,250,2275
"G39012000","2013","OH",,,"Ohio","39",,,"Canton city","12000",,,,,,,,,,,,,,,,"16000US3912000","Canton city, Ohio",,,,,,,,,,,"Canton city, Ohio",,,,,,,,,,
"G39015000","2013","OH",,,"Ohio","39",,,"Cincinnati city","15000",,,,,,,,,,,,,,,,"16000US3915000","Cincinnati city, Ohio",297498,155675,123578,517,5499,347,3095,8787,576,8211,"Cincinnati city, Ohio",78,5373,6030,364,965,283,1629,2366,532,2193
"G39016000","2013","OH",,,"Ohio","39",,,"Cleveland city","16000",,,,,,,,,,,,,,,,"16000US3916000","Cleveland city, Ohio",390106,156131,202393,2080,5531,0,10593,13378,1756,11622,"Cleveland city, Ohio",42,5805,4768,1164,1367,190,2543,2360,792,2254
"G39018000","2013","OH",,,"Ohio","39",,,"Columbus city","18000",,,,,,,,,,,,,,,,"16000US3918000","Columbus city, Ohio",822762,508169,224394,1585,37879,349,18533,31853,2847,29006,"Columbus city, Ohio",3388,7555,6767,612,3874,341,4468,3972,1194,3797
"G39021000","2013","OH",,,"Ohio","39",,,"Dayton city","21000",,,,,,,,,,,,,,,,"16000US3921000","Dayton city, Ohio",143355,78149,57086,339,2100,58,1007,4616,187,4429,"Dayton city, Ohio",35,4232,4123,291,918,96,1145,1235,156,1200
"G39044856","2013","OH",,,"Ohio","39",,,"Lorain city","44856",,,,,,,,,,,,,,,,"16000US3944856","Lorain city, Ohio",63706,46427,9286,196,618,37,1753,5389,255,5134,"Lorain city, Ohio",36,2561,2040,302,537,75,1202,1946,258,1947
"G39061000","2013","OH",,,"Ohio","39",,,"Parma city","61000",,,,,,,,,,,,,,,,"16000US3961000","Parma city, Ohio",80427,75034,2833,44,808,0,201,1507,0,1507,"Parma city, Ohio",25,1963,1448,54,534,190,175,1112,190,1112
"G39077000","2013","OH",,,"Ohio","39",,,"Toledo city","77000",,,,,,,,,,,,,,,,"16000US3977000","Toledo city, Ohio",282313,181978,74982,1000,3496,33,8615,12209,3101,9108,"Toledo city, Ohio",36,3359,3016,326,1005,59,1753,2356,1468,1942
"G39088000","2013","OH",,,"Ohio","39",,,"Youngstown city","88000",,,,,,,,,,,,,,,,"16000US3988000","Youngstown city, Ohio",65174,32036,27488,328,232,0,2217,2873,36,2837,"Youngstown city, Ohio",27,2033,2289,297,225,190,1112,1202,68,1207
"G40009050","2013","OK",,,"Oklahoma","40",,,"Broken Arrow city","09050",,,,,,,,,,,,,,,,"16000US4009050","Broken Arrow city, Oklahoma",105013,82787,4484,3130,2764,68,2104,9676,496,9180,"Broken Arrow city, Oklahoma",1672,2800,1339,787,931,126,1195,1681,398,1547
"G40023200","2013","OK",,,"Oklahoma","40",,,"Edmond city","23200",,,,,,,,,,,,,,,,"16000US4023200","Edmond city, Oklahoma",87002,73376,5486,1727,2257,412,441,3303,89,3214,"Edmond city, Oklahoma",34,2818,1957,634,940,480,271,1056,105,1030
"G40041850","2013","OK",,,"Oklahoma","40",,,"Lawton city","41850",,,,,,,,,,,,,,,,"16000US4041850","Lawton city, Oklahoma",97142,58982,20510,4031,2224,607,2932,7856,1016,6840,"Lawton city, Oklahoma",38,2081,1559,975,829,191,1109,1805,686,1701
"G40052500","2013","OK",,,"Oklahoma","40",,,"Norman city","52500",,,,,,,,,,,,,,,,"16000US4052500","Norman city, Oklahoma",118200,92309,5097,5087,7239,358,1354,6756,380,6376,"Norman city, Oklahoma",28,3411,2398,1544,2079,411,745,1876,465,1805
"G40055000","2013","OK",,,"Oklahoma","40",,,"Oklahoma City city","55000",,,,,,,,,,,,,,,,"16000US4055000","Oklahoma City city, Oklahoma",610617,419802,86352,17516,25328,0,23796,37823,2227,35596,"Oklahoma City city, Oklahoma",139,6202,4243,2388,2122,157,4561,4144,930,3966
"G40075000","2013","OK",,,"Oklahoma","40",,,"Tulsa city","75000",,,,,,,,,,,,,,,,"16000US4075000","Tulsa city, Oklahoma",398724,261172,60285,15455,10598,277,16895,34042,2261,31781,"Tulsa city, Oklahoma",806,3540,2081,1688,1290,243,2024,2444,789,2369
"G41005350","2013","OR",,,"Oregon","41",,,"Beaverton city","05350",,,,,,,,,,,,,,,,"16000US4105350","Beaverton city, Oregon",93525,69847,2014,1439,11443,712,4023,4047,360,3687,"Beaverton city, Oregon",65,4109,926,1551,2717,958,2462,1251,315,1213
"G41005800","2013","OR",,,"Oregon","41",,,"Bend city","05800",,,,,,,,,,,,,,,,"16000US4105800","Bend city, Oregon",81236,74156,456,558,1931,185,1864,2086,474,1612,"Bend city, Oregon",19,1828,469,467,741,305,1541,903,611,647
"G41023850","2013","OR",,,"Oregon","41",,,"Eugene city","23850",,,,,,,,,,,,,,,,"16000US4123850","Eugene city, Oregon",159161,132965,2938,1738,7242,1067,6831,6380,511,5869,"Eugene city, Oregon",93,3469,938,794,1130,405,3325,1526,421,1545
"G41031250","2013","OR",,,"Oregon","41",,,"Gresham city","31250",,,,,,,,,,,,,,,,"16000US4131250","Gresham city, Oregon",109410,85340,5075,876,3448,1800,6325,6546,498,6048,"Gresham city, Oregon",49,4146,1989,587,1437,1533,2780,1870,430,1914
"G41034100","2013","OR",,,"Oregon","41",,,"Hillsboro city","34100",,,,,,,,,,,,,,,,"16000US4134100","Hillsboro city, Oregon",97371,79797,546,96,8607,547,3619,4159,241,3918,"Hillsboro city, Oregon",34,3047,341,104,1888,616,1903,1327,263,1289
"G41047000","2013","OR",,,"Oregon","41",,,"Medford city","47000",,,,,,,,,,,,,,,,"16000US4147000","Medford city, Oregon",77680,70335,859,261,1034,0,2596,2595,88,2507,"Medford city, Oregon",24,1910,621,217,698,200,1774,1072,157,1061
"G41059000","2013","OR",,,"Oregon","41",,,"Portland city","59000",,,,,,,,,,,,,,,,"16000US4159000","Portland city, Oregon",611134,474549,35745,5639,45933,2386,15836,31046,3081,27965,"Portland city, Oregon",1681,6372,2993,1578,2703,1430,3786,3853,1116,3545
"G41064900","2013","OR",,,"Oregon","41",,,"Salem city","64900",,,,,,,,,,,,,,,,"16000US4164900","Salem city, Oregon",160618,132125,1833,829,5592,728,8371,11140,1704,9436,"Salem city, Oregon",36,4077,571,414,1165,493,3153,2368,1342,1832
"G42002000","2013","PA",,,"Pennsylvania","42",,,"Allentown city","02000",,,,,,,,,,,,,,,,"16000US4202000","Allentown city, Pennsylvania",118577,68390,16274,338,2427,0,26182,4966,783,4183,"Allentown city, Pennsylvania",25,5741,3423,361,1248,172,5016,1974,525,1886
"G42006088","2013","PA",,,"Pennsylvania","42",,,"Bethlehem city","06088",,,,,,,,,,,,,,,,"16000US4206088","Bethlehem city, Pennsylvania",74241,56823,4314,450,2265,0,7925,2464,868,1596,"Bethlehem city, Pennsylvania",2232,3303,1763,464,1007,172,2487,1126,714,665
"G42024000","2013","PA",,,"Pennsylvania","42",,,"Erie city","24000",,,,,,,,,,,,,,,,"16000US4224000","Erie city, Pennsylvania",100676,76294,15993,208,2407,40,2003,3731,646,3085,"Erie city, Pennsylvania",30,1838,1977,173,671,71,832,1373,622,1202
"G42060000","2013","PA",,,"Pennsylvania","42",,,"Philadelphia city","60000",,,,,,,,,,,,,,,,"16000US4260000","Philadelphia city, Pennsylvania",1553165,646435,670482,3322,106286,375,88241,38024,6286,31738,"Philadelphia city, Pennsylvania",0,7366,6185,1177,2218,311,8025,5753,2468,5238
"G42061000","2013","PA",,,"Pennsylvania","42",,,"Pittsburgh city","61000",,,,,,,,,,,,,,,,"16000US4261000","Pittsburgh city, Pennsylvania",305838,207899,72398,560,14628,0,788,9565,359,9206,"Pittsburgh city, Pennsylvania",35,4612,4618,317,1922,172,419,2199,486,2197
"G42063624","2013","PA",,,"Pennsylvania","42",,,"Reading city","63624",,,,,,,,,,,,,,,,"16000US4263624","Reading city, Pennsylvania",87894,46494,9617,2405,301,417,18616,10044,2276,7768,"Reading city, Pennsylvania",26,3965,2400,1851,240,664,3402,2869,1231,2429
"G42069000","2013","PA",,,"Pennsylvania","42",,,"Scranton city","69000",,,,,,,,,,,,,,,,"16000US4269000","Scranton city, Pennsylvania",75814,65569,5135,184,2768,0,483,1675,0,1675,"Scranton city, Pennsylvania",38,1463,923,183,1031,172,404,736,172,736
"G44019180","2013","RI",,,"Rhode Island","44",,,"Cranston city","19180",,,,,,,,,,,,,,,,"16000US4419180","Cranston city, Rhode Island",80575,68746,2967,65,1734,0,3871,3192,337,2855,"Cranston city, Rhode Island",37,2826,1236,71,1152,210,1946,1699,319,1661
"G44054640","2013","RI",,,"Rhode Island","44",,,"Pawtucket city","54640",,,,,,,,,,,,,,,,"16000US4454640","Pawtucket city, Rhode Island",71178,42453,13769,273,286,264,11489,2644,584,2060,"Pawtucket city, Rhode Island",32,3469,2823,383,211,418,2757,886,432,799
"G44059000","2013","RI",,,"Rhode Island","44",,,"Providence city","59000",,,,,,,,,,,,,,,,"16000US4459000","Providence city, Rhode Island",177995,89225,28410,1699,12653,31,40578,5399,1086,4313,"Providence city, Rhode Island",29,6358,4750,772,2504,62,5335,1856,894,1709
"G44074300","2013","RI",,,"Rhode Island","44",,,"Warwick city","74300",,,,,,,,,,,,,,,,"16000US4474300","Warwick city, Rhode Island",81983,74942,619,17,2474,0,2189,1742,180,1562,"Warwick city, Rhode Island",44,1745,373,31,1322,210,1051,867,183,835
"G45013330","2013","SC",,,"South Carolina","45",,,"Charleston city","13330",,,,,,,,,,,,,,,,"16000US4513330","Charleston city, South Carolina",130428,96793,29593,226,1251,35,439,2091,140,1951,"Charleston city, South Carolina",2188,4248,3257,184,551,38,277,948,200,860
"G45016000","2013","SC",,,"South Carolina","45",,,"Columbia city","16000",,,,,,,,,,,,,,,,"16000US4516000","Columbia city, South Carolina",133377,67338,55072,317,3275,80,3865,3430,794,2636,"Columbia city, South Carolina",464,4017,3698,201,1135,121,2212,1240,1022,773
"G45048535","2013","SC",,,"South Carolina","45",,,"Mount Pleasant town","48535",,,,,,,,,,,,,,,,"16000US4548535","Mount Pleasant town, South Carolina",,,,,,,,,,,"Mount Pleasant town, South Carolina",,,,,,,,,,
"G45050875","2013","SC",,,"South Carolina","45",,,"North Charleston city","50875",,,,,,,,,,,,,,,,"16000US4550875","North Charleston city, South Carolina",101838,44550,49555,140,1479,94,2552,3468,735,2733,"North Charleston city, South Carolina",3182,4476,4488,147,874,95,1736,1361,780,1199
"G45061405","2013","SC",,,"South Carolina","45",,,"Rock Hill city","61405",,,,,,,,,,,,,,,,"16000US4561405","Rock Hill city, South Carolina",69104,36980,27015,64,2566,0,593,1886,0,1886,"Rock Hill city, South Carolina",30,2898,2975,101,1099,204,497,1234,204,1234
"G46052980","2013","SD",,,"South Dakota","46",,,"Rapid City city","52980",,,,,,,,,,,,,,,,"16000US4652980","Rapid City city, South Dakota",70810,55323,802,8446,770,0,348,5121,130,4991,"Rapid City city, South Dakota",23,1336,525,1432,355,155,272,1575,140,1573
"G46059020","2013","SD",,,"South Dakota","46",,,"Sioux Falls city","59020",,,,,,,,,,,,,,,,"16000US4659020","Sioux Falls city, South Dakota",163629,141676,6710,4261,2739,267,2928,5048,735,4313,"Sioux Falls city, South Dakota",2282,2689,1300,1133,511,335,1361,1766,703,1629
"G47014000","2013","TN",,,"Tennessee","47",,,"Chattanooga city","14000",,,,,,,,,,,,,,,,"16000US4714000","Chattanooga city, Tennessee",173375,103813,61264,338,3320,412,1736,2492,135,2357,"Chattanooga city, Tennessee",46,2325,1917,465,1047,684,1099,1287,232,1263
"G47015160","2013","TN",,,"Tennessee","47",,,"Clarksville city","15160",,,,,,,,,,,,,,,,"16000US4715160","Clarksville city, Tennessee",142355,95372,30729,953,2957,87,3431,8826,363,8463,"Clarksville city, Tennessee",23,2290,2688,550,755,113,1431,2260,269,2229
"G47027740","2013","TN",,,"Tennessee","47",,,"Franklin city","27740",,,,,,,,,,,,,,,,"16000US4727740","Franklin city, Tennessee",68872,58920,3730,208,3068,0,875,2071,142,1929,"Franklin city, Tennessee",54,2703,1743,335,1543,203,1007,1282,228,1239
"G47037640","2013","TN",,,"Tennessee","47",,,"Jackson city","37640",,,,,,,,,,,,,,,,"16000US4737640","Jackson city, Tennessee",,,,,,,,,,,"Jackson city, Tennessee",,,,,,,,,,
"G47038320","2013","TN",,,"Tennessee","47",,,"Johnson City city","38320",,,,,,,,,,,,,,,,"16000US4738320","Johnson City city, Tennessee",65796,57714,4502,0,1918,0,473,1189,124,1065,"Johnson City city, Tennessee",1115,1607,1035,203,87,203,643,706,210,681
"G47040000","2013","TN",,,"Tennessee","47",,,"Knoxville city","40000",,,,,,,,,,,,,,,,"16000US4740000","Knoxville city, Tennessee",183261,142222,29541,514,4401,247,1208,5128,504,4624,"Knoxville city, Tennessee",47,4377,3140,576,1453,410,840,2204,438,2114
"G47048000","2013","TN",,,"Tennessee","47",,,"Memphis city","48000",,,,,,,,,,,,,,,,"16000US4748000","Memphis city, Tennessee",653450,197962,411962,1057,10959,0,20563,10947,1702,9245,"Memphis city, Tennessee",44,7086,6408,569,2011,203,3712,2429,922,2176
"G47051560","2013","TN",,,"Tennessee","47",,,"Murfreesboro city","51560",,,,,,,,,,,,,,,,"16000US4751560","Murfreesboro city, Tennessee",117039,89151,19225,484,3906,0,782,3491,249,3242,"Murfreesboro city, Tennessee",29,3281,2838,562,1568,203,663,1476,238,1418
"G47052006","2013","TN",,,"Tennessee","47",,,"Nashville-Davidson metropolitan government (balance)","52006",,,,,,,,,,,,,,,,"16000US4752006","Nashville-Davidson metropolitan government (balance), Tennessee",634465,391895,176670,2279,21073,350,28316,13882,1343,12539,"Nashville-Davidson metropolitan government (balance), Tennessee",26,5570,3758,696,1321,152,4862,3341,744,3207
"G48001000","2013","TX",,,"Texas","48",,,"Abilene city","01000",,,,,,,,,,,,,,,,"16000US4801000","Abilene city, Texas",119036,93231,11453,493,2248,123,7446,4042,455,3587,"Abilene city, Texas",4043,4159,1025,339,585,197,2125,1492,329,1423
"G48001924","2013","TX",,,"Texas","48",,,"Allen city","01924",,,,,,,,,,,,,,,,"16000US4801924","Allen city, Texas",92025,70743,6221,183,10496,280,1312,2790,0,2790,"Allen city, Texas",34,3683,2637,209,2499,361,1095,1541,213,1541
"G48003000","2013","TX",,,"Texas","48",,,"Amarillo city","03000",,,,,,,,,,,,,,,,"16000US4803000","Amarillo city, Texas",196691,164749,12391,1428,7385,79,4123,6536,978,5558,"Amarillo city, Texas",2495,3764,1388,649,951,139,1287,1920,589,1845
"G48004000","2013","TX",,,"Texas","48",,,"Arlington city","04000",,,,,,,,,,,,,,,,"16000US4804000","Arlington city, Texas",379565,258264,66741,1815,27701,0,13421,11623,2436,9187,"Arlington city, Texas",71,8855,6872,846,4271,213,3573,3061,2056,2483
"G48004462","2013","TX",,,"Texas","48",,,"Atascocita CDP","04462",,,,,,,,,,,,,,,,"16000US4804462","Atascocita CDP, Texas",65166,43931,10928,0,3263,595,5592,857,221,636,"Atascocita CDP, Texas",9019,7891,3248,213,1944,585,2959,566,236,521
"G48005000","2013","TX",,,"Texas","48",,,"Austin city","05000",,,,,,,,,,,,,,,,"16000US4805000","Austin city, Texas",885415,688286,65314,2560,54535,666,43279,30775,4847,25928,"Austin city, Texas",84,9570,3947,1112,3998,435,7030,3651,1734,3345
"G48006128","2013","TX",,,"Texas","48",,,"Baytown city","06128",,,,,,,,,,,,,,,,"16000US4806128","Baytown city, Texas",76327,52870,11440,505,431,142,9692,1247,247,1000,"Baytown city, Texas",1768,4648,3764,557,386,249,3414,777,297,716
"G48007000","2013","TX",,,"Texas","48",,,"Beaumont city","07000",,,,,,,,,,,,,,,,"16000US4807000","Beaumont city, Texas",117808,53857,56669,73,4450,0,1615,1144,296,848,"Beaumont city, Texas",48,3317,3169,123,1428,213,1024,843,472,688
"G48010768","2013","TX",,,"Texas","48",,,"Brownsville city","10768",,,,,,,,,,,,,,,,"16000US4810768","Brownsville city, Texas",181850,170101,361,228,2972,0,5988,2200,926,1274,"Brownsville city, Texas",43,2122,364,376,1520,213,1608,1475,733,1324
"G48010912","2013","TX",,,"Texas","48",,,"Bryan city","10912",,,,,,,,,,,,,,,,"16000US4810912","Bryan city, Texas",78718,47484,10675,453,3531,101,12582,3892,188,3704,"Bryan city, Texas",41,3982,2153,643,1312,198,3848,2370,155,2373
"G48013024","2013","TX",,,"Texas","48",,,"Carrollton city","13024",,,,,,,,,,,,,,,,"16000US4813024","Carrollton city, Texas",126695,80188,10501,397,21624,0,11361,2624,385,2239,"Carrollton city, Texas",46,5227,2358,279,3720,213,3931,913,422,802
"G48015976","2013","TX",,,"Texas","48",,,"College Station city","15976",,,,,,,,,,,,,,,,"16000US4815976","College Station city, Texas",100036,79275,7605,146,7885,50,2046,3029,594,2435,"College Station city, Texas",53,2511,1882,110,1365,85,1131,1044,391,968
"G48017000","2013","TX",,,"Texas","48",,,"Corpus Christi city","17000",,,,,,,,,,,,,,,,"16000US4817000","Corpus Christi city, Texas",316389,264567,13646,1546,5923,402,24970,5335,1281,4054,"Corpus Christi city, Texas",34,4838,1405,786,605,471,4770,1677,912,1165
"G48019000","2013","TX",,,"Texas","48",,,"Dallas city","19000",,,,,,,,,,,,,,,,"16000US4819000","Dallas city, Texas",1257676,747660,305645,2272,43327,467,127765,30540,7288,23252,"Dallas city, Texas",80,15977,11631,796,5545,310,12460,4969,2008,4472
"G48019972","2013","TX",,,"Texas","48",,,"Denton city","19972",,,,,,,,,,,,,,,,"16000US4819972","Denton city, Texas",123105,94701,15151,495,4903,135,3324,4396,528,3868,"Denton city, Texas",46,3618,2875,286,1328,181,1655,2224,546,2114
"G48022660","2013","TX",,,"Texas","48",,,"Edinburg city","22660",,,,,,,,,,,,,,,,"16000US4822660","Edinburg city, Texas",80830,67557,2006,189,3421,0,6826,831,569,262,"Edinburg city, Texas",30,3653,756,324,1973,213,2986,607,454,331
"G48024000","2013","TX",,,"Texas","48",,,"El Paso city","24000",,,,,,,,,,,,,,,,"16000US4824000","El Paso city, Texas",674438,570340,24351,3202,7822,1148,53979,13596,4395,9201,"El Paso city, Texas",38,7535,2291,1128,1171,638,8033,2158,1293,1768
"G48026232","2013","TX",,,"Texas","48",,,"Flower Mound town","26232",,,,,,,,,,,,,,,,"16000US4826232","Flower Mound town, Texas",68397,57879,2404,404,5723,0,436,1551,204,1347,"Flower Mound town, Texas",47,2306,1454,306,1698,213,346,575,237,584
"G48027000","2013","TX",,,"Texas","48",,,"Fort Worth city","27000",,,,,,,,,,,,,,,,"16000US4827000","Fort Worth city, Texas",794189,492980,146387,4767,26809,1188,92396,29662,6681,22981,"Fort Worth city, Texas",2712,13310,8661,2425,5967,1066,10658,6529,2367,6267
"G48027684","2013","TX",,,"Texas","48",,,"Frisco city","27684",,,,,,,,,,,,,,,,"16000US4827684","Frisco city, Texas",136783,103493,10160,138,16144,125,2451,4272,726,3546,"Frisco city, Texas",52,4180,3319,138,3161,195,1115,1509,603,1509
"G48029000","2013","TX",,,"Texas","48",,,"Garland city","29000",,,,,,,,,,,,,,,,"16000US4829000","Garland city, Texas",234694,100582,31486,1827,19632,92,68931,12144,2552,9592,"Garland city, Texas",670,7487,4782,1087,4212,141,9119,3496,1177,2987
"G48030464","2013","TX",,,"Texas","48",,,"Grand Prairie city","30464",,,,,,,,,,,,,,,,"16000US4830464","Grand Prairie city, Texas",183324,111205,47438,262,9179,0,11207,4033,948,3085,"Grand Prairie city, Texas",46,7118,6502,201,3496,213,3808,1364,655,1247
"G48032372","2013","TX",,,"Texas","48",,,"Harlingen city","32372",,,,,,,,,,,,,,,,"16000US4832372","Harlingen city, Texas",,,,,,,,,,,"Harlingen city, Texas",,,,,,,,,,
"G48035000","2013","TX",,,"Texas","48",,,"Houston city","35000",,,,,,,,,,,,,,,,"16000US4835000","Houston city, Texas",2197374,1289328,508643,8801,138809,752,203678,47363,9317,38046,"Houston city, Texas",2865,18750,15961,3022,8783,464,14732,5467,3028,4703
"G48037000","2013","TX",,,"Texas","48",,,"Irving city","37000",,,,,,,,,,,,,,,,"16000US4837000","Irving city, Texas",228652,133190,29180,454,38709,286,21467,5366,1306,4060,"Irving city, Texas",40,6531,4222,321,4524,305,5550,1465,618,1350
"G48039148","2013","TX",,,"Texas","48",,,"Killeen city","39148",,,,,,,,,,,,,,,,"16000US4839148","Killeen city, Texas",137160,63674,47082,1782,5931,1462,10155,7074,722,6352,"Killeen city, Texas",57,5662,4222,1676,1926,1050,3686,2550,494,2612
"G48041464","2013","TX",,,"Texas","48",,,"Laredo city","41464",,,,,,,,,,,,,,,,"16000US4841464","Laredo city, Texas",249085,237387,1317,977,1098,0,7320,986,677,309,"Laredo city, Texas",3088,4113,728,654,569,213,2103,401,352,296
"G48041980","2013","TX",,,"Texas","48",,,"League City city","41980",,,,,,,,,,,,,,,,"16000US4841980","League City city, Texas",92163,73623,5908,91,7347,0,711,4483,147,4336,"League City city, Texas",1287,2711,2139,134,1842,213,477,1571,246,1578
"G48042508","2013","TX",,,"Texas","48",,,"Lewisville city","42508",,,,,,,,,,,,,,,,"16000US4842508","Lewisville city, Texas",101154,75244,10470,71,7720,0,2987,4662,510,4152,"Lewisville city, Texas",636,3690,2850,76,2098,213,1395,1607,473,1556
"G48043888","2013","TX",,,"Texas","48",,,"Longview city","43888",,,,,,,,,,,,,,,,"16000US4843888","Longview city, Texas",81683,58218,19020,280,899,0,1718,1548,164,1384,"Longview city, Texas",1004,2547,1878,461,664,213,1224,781,297,742
"G48045000","2013","TX",,,"Texas","48",,,"Lubbock city","45000",,,,,,,,,,,,,,,,"16000US4845000","Lubbock city, Texas",239544,183737,20194,1770,5647,16,21197,6983,2158,4825,"Lubbock city, Texas",32,4802,1007,932,830,28,3997,1701,1040,1509
