GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AGXGE001,AGXGE002,AGXGE003,AGXGE004,AGXGE005,AGXGE006,AGXGE007,AGXGE008,AGXGE009,AGXGE010,NAME_M,AGXGM001,AGXGM002,AGXGM003,AGXGM004,AGXGM005,AGXGM006,AGXGM007,AGXGM008,AGXGM009,AGXGM010
"G32068585","2017","NV",,,"Nevada","32",,,"Spring Valley CDP","68585",,,,,,,,,,,,,,,,"16000US3268585","Spring Valley CDP, Nevada",211280,113309,27443,548,32931,1793,23580,11676,1759,9917,"Spring Valley CDP, Nevada",11053,9592,6178,399,5403,850,6775,2922,1230,2689
"G32071400","2017","NV",,,"Nevada","32",,,"Sunrise Manor CDP","71400",,,,,,,,,,,,,,,,"16000US3271400","Sunrise Manor CDP, Nevada",193055,90714,28130,3191,10516,968,51422,8114,1917,6197,"Sunrise Manor CDP, Nevada",10094,7259,4812,1626,2376,650,8151,1818,781,1595
"G33045140","2017","NH",,,"New Hampshire","33",,,"Manchester city","45140",,,,,,,,,,,,,,,,"16000US3345140","Manchester city, New Hampshire",111194,97724,5688,127,4146,57,1103,2349,298,2051,"Manchester city, New Hampshire",25,2596,2293,115,1410,99,753,970,307,897
"G33050260","2017","NH",,,"New Hampshire","33",,,"Nashua city","50260",,,,,,,,,,,,,,,,"16000US3350260","Nashua city, New Hampshire",88350,69419,5078,112,8908,0,799,4034,422,3612,"Nashua city, New Hampshire",39,3088,1813,183,1742,192,781,1391,326,1434
"G34003580","2017","NJ",,,"New Jersey","34",,,"Bayonne city","03580",,,,,,,,,,,,,,,,"16000US3403580","Bayonne city, New Jersey",67178,45540,4683,201,4339,0,9103,3312,1331,1981,"Bayonne city, New Jersey",38,3355,1803,272,1467,206,2992,1379,757,1153
"G34010000","2017","NJ",,,"New Jersey","34",,,"Camden city","10000",,,,,,,,,,,,,,,,"16000US3410000","Camden city, New Jersey",74534,23168,32032,438,2286,155,13093,3362,2292,1070,"Camden city, New Jersey",26,4292,3981,360,1323,194,3799,2629,2495,583
"G34013690","2017","NJ",,,"New Jersey","34",,,"Clifton city","13690",,,,,,,,,,,,,,,,"16000US3413690","Clifton city, New Jersey",86615,54474,4764,59,10170,0,15116,2032,509,1523,"Clifton city, New Jersey",37,4607,2353,99,1936,206,3928,1091,427,969
"G34019390","2017","NJ",,,"New Jersey","34",,,"East Orange city","19390",,,,,,,,,,,,,,,,"16000US3419390","East Orange city, New Jersey",65399,2274,55684,0,1294,0,5902,245,0,245,"East Orange city, New Jersey",64,1020,3181,206,1062,206,2854,225,206,225
"G34021000","2017","NJ",,,"New Jersey","34",,,"Elizabeth city","21000",,,,,,,,,,,,,,,,"16000US3421000","Elizabeth city, New Jersey",130222,52817,23971,837,1752,0,46965,3880,1670,2210,"Elizabeth city, New Jersey",39,4718,4083,801,887,206,5686,1446,997,1047
"G34036000","2017","NJ",,,"New Jersey","34",,,"Jersey City city","36000",,,,,,,,,,,,,,,,"16000US3436000","Jersey City city, New Jersey",270750,92904,63621,1910,71641,70,31424,9180,3339,5841,"Jersey City city, New Jersey",39,6021,4032,1007,3886,117,5900,2516,1565,1587
"G34051000","2017","NJ",,,"New Jersey","34",,,"Newark city","51000",,,,,,,,,,,,,,,,"16000US3451000","Newark city, New Jersey",285156,77158,144527,488,5106,215,51006,6656,2657,3999,"Newark city, New Jersey",43,6472,6112,437,1353,295,6573,1943,1185,1609
"G34056550","2017","NJ",,,"New Jersey","34",,,"Passaic city","56550",,,,,,,,,,,,,,,,"16000US3456550","Passaic city, New Jersey",71245,57198,4576,6,1420,0,7701,344,127,217,"Passaic city, New Jersey",26,2966,1733,13,961,206,2143,280,150,230
"G34057000","2017","NJ",,,"New Jersey","34",,,"Paterson city","57000",,,,,,,,,,,,,,,,"16000US3457000","Paterson city, New Jersey",148678,48001,36991,71,6700,0,51487,5428,2424,3004,"Paterson city, New Jersey",31,6400,3252,130,2285,206,5818,2352,1179,2055
"G34073110","2017","NJ",,,"New Jersey","34",,,"Toms River CDP","73110",,,,,,,,,,,,,,,,"16000US3473110","Toms River CDP, New Jersey",89861,75116,5295,82,3349,0,4355,1664,362,1302,"Toms River CDP, New Jersey",959,3553,2261,152,1451,206,2750,863,424,778
"G34074000","2017","NJ",,,"New Jersey","34",,,"Trenton city","74000",,,,,,,,,,,,,,,,"16000US3474000","Trenton city, New Jersey",84971,34506,45681,117,442,0,3021,1204,263,941,"Trenton city, New Jersey",26,3837,4055,185,300,206,1575,621,255,576
"G34074630","2017","NJ",,,"New Jersey","34",,,"Union City city","74630",,,,,,,,,,,,,,,,"16000US3474630","Union City city, New Jersey",70409,54528,3016,154,1953,0,8527,2231,1103,1128,"Union City city, New Jersey",77,2938,1307,155,1333,206,2291,903,583,740
"G35002000","2017","NM",,,"New Mexico","35",,,"Albuquerque city","02000",,,,,,,,,,,,,,,,"16000US3502000","Albuquerque city, New Mexico",558558,427155,17234,24814,16181,460,50589,22125,6356,15769,"Albuquerque city, New Mexico",60,8389,1993,2704,1492,410,7284,3337,1766,3072
"G35039380","2017","NM",,,"New Mexico","35",,,"Las Cruces city","39380",,,,,,,,,,,,,,,,"16000US3539380","Las Cruces city, New Mexico",101706,84861,3342,1263,1437,0,7473,3330,681,2649,"Las Cruces city, New Mexico",34,3092,1425,549,494,201,2412,1374,612,1180
"G35063460","2017","NM",,,"New Mexico","35",,,"Rio Rancho city","63460",,,,,,,,,,,,,,,,"16000US3563460","Rio Rancho city, New Mexico",96168,82754,2060,1581,1536,102,3880,4255,1185,3070,"Rio Rancho city, New Mexico",40,2427,626,705,536,121,2093,1244,688,1054
"G35070500","2017","NM",,,"New Mexico","35",,,"Santa Fe city","70500",,,,,,,,,,,,,,,,"16000US3570500","Santa Fe city, New Mexico",83763,72668,1471,1139,1556,272,4673,1984,298,1686,"Santa Fe city, New Mexico",55,2378,481,534,486,339,2327,668,255,654
"G36001000","2017","NY",,,"New York","36",,,"Albany city","01000",,,,,,,,,,,,,,,,"16000US3601000","Albany city, New York",98252,52325,27944,337,8647,0,3135,5864,796,5068,"Albany city, New York",24,3298,3058,358,2100,200,2010,2070,886,1851
"G36008026","2017","NY",,,"New York","36",,,"Brentwood CDP","08026",,,,,,,,,,,,,,,,"16000US3608026","Brentwood CDP, New York",66458,41852,9367,189,543,0,10923,3584,1010,2574,"Brentwood CDP, New York",7357,7191,3443,301,446,200,4669,1664,975,1355
"G36011000","2017","NY",,,"New York","36",,,"Buffalo city","11000",,,,,,,,,,,,,,,,"16000US3611000","Buffalo city, New York",258592,120836,92529,894,17442,8,15933,10950,3244,7706,"Buffalo city, New York",82,4613,4865,471,2494,16,2841,2693,1398,2191
"G36015000","2017","NY",,,"New York","36",,,"Cheektowaga CDP","15000",,,,,,,,,,,,,,,,"16000US3615000","Cheektowaga CDP, New York",73232,58081,11004,212,1355,0,732,1848,207,1641,"Cheektowaga CDP, New York",2114,3101,3186,212,710,200,528,829,191,759
"G36049121","2017","NY",,,"New York","36",,,"Mount Vernon city","49121",,,,,,,,,,,,,,,,"16000US3649121","Mount Vernon city, New York",68702,12392,47745,374,2322,0,4088,1781,608,1173,"Mount Vernon city, New York",25,2328,2809,366,1303,200,1885,1168,605,659
"G36050617","2017","NY",,,"New York","36",,,"New Rochelle city","50617",,,,,,,,,,,,,,,,"16000US3650617","New Rochelle city, New York",79956,44955,16122,0,4005,129,11704,3041,1787,1254,"New Rochelle city, New York",44,4114,3470,200,1617,213,3217,1321,1121,741
"G36051000","2017","NY",,,"New York","36",,,"New York city","51000",,,,,,,,,,,,,,,,"16000US3651000","New York city, New York",8622698,3635789,2094132,35124,1252589,4501,1307267,293296,93859,199437,"New York city, New York",0,24555,18240,5259,10827,1517,25967,16574,9523,12751
"G36063000","2017","NY",,,"New York","36",,,"Rochester city","63000",,,,,,,,,,,,,,,,"16000US3663000","Rochester city, New York",208049,94639,84754,1946,7937,0,8887,9886,1189,8697,"Rochester city, New York",34,4867,4414,1017,2468,200,2101,2072,558,2105
"G36065508","2017","NY",,,"New York","36",,,"Schenectady city","65508",,,,,,,,,,,,,,,,"16000US3665508","Schenectady city, New York",65626,39908,14336,211,5001,0,2846,3324,505,2819,"Schenectady city, New York",18,2723,1963,255,1603,200,1799,1460,580,1446
"G36073000","2017","NY",,,"New York","36",,,"Syracuse city","73000",,,,,,,,,,,,,,,,"16000US3673000","Syracuse city, New York",143398,75611,44421,1368,12536,11,2684,6767,915,5852,"Syracuse city, New York",29,2860,2819,622,1486,21,1025,1736,579,1781
"G36084000","2017","NY",,,"New York","36",,,"Yonkers city","84000",,,,,,,,,,,,,,,,"16000US3684000","Yonkers city, New York",202008,107404,36815,2446,15098,247,33666,6332,2525,3807,"Yonkers city, New York",51,6867,5406,1860,3695,297,5321,1951,1101,1560
"G37002140","2017","NC",,,"North Carolina","37",,,"Asheville city","02140",,,,,,,,,,,,,,,,"16000US3702140","Asheville city, North Carolina",91916,77066,11683,173,1015,0,532,1447,290,1157,"Asheville city, North Carolina",51,2175,1995,252,521,207,490,676,236,611
"G37010740","2017","NC",,,"North Carolina","37",,,"Cary town","10740",,,,,,,,,,,,,,,,"16000US3710740","Cary town, North Carolina",166032,113595,10200,579,33395,0,3888,4375,553,3822,"Cary town, North Carolina",677,4836,2808,414,3750,207,2205,1129,428,1019
"G37012000","2017","NC",,,"North Carolina","37",,,"Charlotte city","12000",,,,,,,,,,,,,,,,"16000US3712000","Charlotte city, North Carolina",859052,422843,295190,4117,55381,376,54201,26944,1727,25217,"Charlotte city, North Carolina",70,8490,7512,1649,3441,287,6434,4495,1008,4181
"G37014100","2017","NC",,,"North Carolina","37",,,"Concord city","14100",,,,,,,,,,,,,,,,"16000US3714100","Concord city, North Carolina",92072,61079,19412,772,4309,0,4679,1821,829,992,"Concord city, North Carolina",34,4114,3399,596,1429,207,2696,799,686,590
"G37019000","2017","NC",,,"North Carolina","37",,,"Durham city","19000",,,,,,,,,,,,,,,,"16000US3719000","Durham city, North Carolina",267932,133399,103002,567,13345,123,8687,8809,374,8435,"Durham city, North Carolina",266,3707,4536,415,1345,202,4363,2332,270,2311
"G37022920","2017","NC",,,"North Carolina","37",,,"Fayetteville city","22920",,,,,,,,,,,,,,,,"16000US3722920","Fayetteville city, North Carolina",209913,93664,87632,2293,6798,1425,5904,12197,1768,10429,"Fayetteville city, North Carolina",88,3768,3432,853,1497,424,1589,2332,991,2375
"G37025580","2017","NC",,,"North Carolina","37",,,"Gastonia city","25580",,,,,,,,,,,,,,,,"16000US3725580","Gastonia city, North Carolina",76606,50071,21548,233,1302,0,1695,1757,184,1573,"Gastonia city, North Carolina",52,2770,2870,249,637,207,825,788,282,752
"G37028000","2017","NC",,,"North Carolina","37",,,"Greensboro city","28000",,,,,,,,,,,,,,,,"16000US3728000","Greensboro city, North Carolina",290201,139750,124515,1430,12969,199,4667,6671,554,6117,"Greensboro city, North Carolina",79,5045,5693,892,2750,187,1969,1946,321,1931
"G37028080","2017","NC",,,"North Carolina","37",,,"Greenville city","28080",,,,,,,,,,,,,,,,"16000US3728080","Greenville city, North Carolina",92171,53154,32920,0,1174,176,3039,1708,0,1708,"Greenville city, North Carolina",53,3474,3759,207,686,283,2375,850,207,850
"G37031400","2017","NC",,,"North Carolina","37",,,"High Point city","31400",,,,,,,,,,,,,,,,"16000US3731400","High Point city, North Carolina",111213,58283,40001,731,7755,19,1381,3043,45,2998,"High Point city, North Carolina",1811,3835,4453,667,2120,39,961,1173,81,1159
"G37034200","2017","NC",,,"North Carolina","37",,,"Jacksonville city","34200",,,,,,,,,,,,,,,,"16000US3734200","Jacksonville city, North Carolina",72448,49008,15370,357,2855,0,49,4809,535,4274,"Jacksonville city, North Carolina",21,2428,2119,422,1109,207,85,1900,636,1486
"G37055000","2017","NC",,,"North Carolina","37",,,"Raleigh city","55000",,,,,,,,,,,,,,,,"16000US3755000","Raleigh city, North Carolina",464972,264298,135972,1169,23510,373,28330,11320,1484,9836,"Raleigh city, North Carolina",858,8157,8103,618,3390,380,5651,2737,858,2616
"G37074440","2017","NC",,,"North Carolina","37",,,"Wilmington city","74440",,,,,,,,,,,,,,,,"16000US3774440","Wilmington city, North Carolina",119048,91907,20586,464,1167,1124,807,2993,94,2899,"Wilmington city, North Carolina",32,2859,2847,419,656,1740,683,1029,115,1016
"G37075000","2017","NC",,,"North Carolina","37",,,"Winston-Salem city","75000",,,,,,,,,,,,,,,,"16000US3775000","Winston-Salem city, North Carolina",244592,141837,82611,1179,7328,325,4906,6406,773,5633,"Winston-Salem city, North Carolina",51,4113,3709,685,1173,436,1893,1588,793,1457
"G38007200","2017","ND",,,"North Dakota","38",,,"Bismarck city","07200",,,,,,,,,,,,,,,,"16000US3807200","Bismarck city, North Dakota",71574,64899,1791,2807,685,0,114,1278,0,1278,"Bismarck city, North Dakota",2814,2587,935,1366,818,161,143,924,161,924
"G38025700","2017","ND",,,"North Dakota","38",,,"Fargo city","25700",,,,,,,,,,,,,,,,"16000US3825700","Fargo city, North Dakota",123590,103635,9715,1565,4778,68,513,3316,132,3184,"Fargo city, North Dakota",2474,3037,933,740,1594,112,622,1396,218,1313
"G39001000","2017","OH",,,"Ohio","39",,,"Akron city","01000",,,,,,,,,,,,,,,,"16000US3901000","Akron city, Ohio",197849,118028,61571,618,8007,231,398,8996,427,8569,"Akron city, Ohio",31,4120,4119,428,2321,320,342,2253,472,2295
"G39012000","2017","OH",,,"Ohio","39",,,"Canton city","12000",,,,,,,,,,,,,,,,"16000US3912000","Canton city, Ohio",70893,51995,13771,136,370,43,94,4484,179,4305,"Canton city, Ohio",63,2457,2379,127,364,76,110,1577,225,1591
"G39015000","2017","OH",,,"Ohio","39",,,"Cincinnati city","15000",,,,,,,,,,,,,,,,"16000US3915000","Cincinnati city, Ohio",301305,151869,128044,258,7944,531,2582,10077,413,9664,"Cincinnati city, Ohio",46,5320,6154,241,1538,294,1652,2278,379,2249
"G39016000","2017","OH",,,"Ohio","39",,,"Cleveland city","16000",,,,,,,,,,,,,,,,"16000US3916000","Cleveland city, Ohio",385552,150623,187759,1871,9319,36,15382,20562,3812,16750,"Cleveland city, Ohio",94,5291,5798,831,1979,72,3139,3464,1595,3045
"G39018000","2017","OH",,,"Ohio","39",,,"Columbus city","18000",,,,,,,,,,,,,,,,"16000US3918000","Columbus city, Ohio",881901,520193,252625,2698,53100,369,19159,33757,1891,31866,"Columbus city, Ohio",2861,7688,8056,1667,3870,338,4534,5412,997,5252
"G39021000","2017","OH",,,"Ohio","39",,,"Dayton city","21000",,,,,,,,,,,,,,,,"16000US3921000","Dayton city, Ohio",140379,75045,57356,404,897,0,1415,5262,101,5161,"Dayton city, Ohio",41,3618,3859,296,485,193,1045,1421,179,1428
"G39044856","2017","OH",,,"Ohio","39",,,"Lorain city","44856",,,,,,,,,,,,,,,,"16000US3944856","Lorain city, Ohio",63840,45638,10618,766,1035,0,1864,3919,229,3690,"Lorain city, Ohio",27,2210,2254,674,686,193,1231,1397,210,1361
"G39061000","2017","OH",,,"Ohio","39",,,"Parma city","61000",,,,,,,,,,,,,,,,"16000US3961000","Parma city, Ohio",79159,71137,3035,494,1173,0,845,2475,216,2259,"Parma city, Ohio",37,1946,1180,399,745,193,417,971,228,908
"G39077000","2017","OH",,,"Ohio","39",,,"Toledo city","77000",,,,,,,,,,,,,,,,"16000US3977000","Toledo city, Ohio",276494,174497,76093,675,3679,85,8654,12811,1622,11189,"Toledo city, Ohio",32,3626,3504,432,1165,101,2925,2677,899,2602
"G39088000","2017","OH",,,"Ohio","39",,,"Youngstown city","88000",,,,,,,,,,,,,,,,"16000US3988000","Youngstown city, Ohio",64585,30019,26630,382,586,44,1775,5149,340,4809,"Youngstown city, Ohio",35,1805,2009,449,548,77,908,1723,431,1732
"G40009050","2017","OK",,,"Oklahoma","40",,,"Broken Arrow city","09050",,,,,,,,,,,,,,,,"16000US4009050","Broken Arrow city, Oklahoma",110468,85818,4618,5246,4496,80,1693,8517,657,7860,"Broken Arrow city, Oklahoma",1986,3223,1454,1105,1235,128,809,1636,423,1535
"G40023200","2017","OK",,,"Oklahoma","40",,,"Edmond city","23200",,,,,,,,,,,,,,,,"16000US4023200","Edmond city, Oklahoma",91936,73117,5530,1629,3575,0,1404,6681,63,6618,"Edmond city, Oklahoma",50,3207,2053,695,1367,161,1304,1705,104,1719
"G40041850","2017","OK",,,"Oklahoma","40",,,"Lawton city","41850",,,,,,,,,,,,,,,,"16000US4041850","Lawton city, Oklahoma",93717,54392,16567,5095,3103,657,3226,10677,489,10188,"Lawton city, Oklahoma",32,2264,2611,1373,716,574,1247,2765,717,2693
"G40052500","2017","OK",,,"Oklahoma","40",,,"Norman city","52500",,,,,,,,,,,,,,,,"16000US4052500","Norman city, Oklahoma",122842,92920,6656,4087,5142,0,2899,11138,825,10313,"Norman city, Oklahoma",26,3274,2334,1210,1606,161,2539,2417,668,2260
"G40055000","2017","OK",,,"Oklahoma","40",,,"Oklahoma City city","55000",,,,,,,,,,,,,,,,"16000US4055000","Oklahoma City city, Oklahoma",643574,434367,96880,15701,29388,469,24919,41850,3194,38656,"Oklahoma City city, Oklahoma",70,7941,5253,2882,2993,541,5143,4070,1411,3951
"G40075000","2017","OK",,,"Oklahoma","40",,,"Tulsa city","75000",,,,,,,,,,,,,,,,"16000US4075000","Tulsa city, Oklahoma",402227,259527,60102,17280,16462,546,19733,28577,1753,26824,"Tulsa city, Oklahoma",972,4679,2912,1731,1814,387,2842,2891,743,2855
"G41005350","2017","OR",,,"Oregon","41",,,"Beaverton city","05350",,,,,,,,,,,,,,,,"16000US4105350","Beaverton city, Oregon",97529,70799,1911,1184,14708,0,3637,5290,536,4754,"Beaverton city, Oregon",63,3611,903,1393,3437,207,1479,1460,546,1416
"G41005800","2017","OR",,,"Oregon","41",,,"Bend city","05800",,,,,,,,,,,,,,,,"16000US4105800","Bend city, Oregon",94527,88534,969,564,2026,0,773,1661,274,1387,"Bend city, Oregon",34,1883,340,447,992,207,876,1011,447,847
"G41023850","2017","OR",,,"Oregon","41",,,"Eugene city","23850",,,,,,,,,,,,,,,,"16000US4123850","Eugene city, Oregon",168909,142508,2008,558,7442,94,6188,10111,1014,9097,"Eugene city, Oregon",44,3192,807,413,1491,119,2555,2072,632,1931
"G41031250","2017","OR",,,"Oregon","41",,,"Gresham city","31250",,,,,,,,,,,,,,,,"16000US4131250","Gresham city, Oregon",111039,84795,7469,1758,5908,51,5400,5658,207,5451,"Gresham city, Oregon",52,4954,3872,984,2349,93,2899,1884,245,1882
"G41034100","2017","OR",,,"Oregon","41",,,"Hillsboro city","34100",,,,,,,,,,,,,,,,"16000US4134100","Hillsboro city, Oregon",106903,76436,2689,146,12829,394,6278,8131,2731,5400,"Hillsboro city, Oregon",43,5600,1353,165,2838,602,3822,3463,3031,1900
"G41047000","2017","OR",,,"Oregon","41",,,"Medford city","47000",,,,,,,,,,,,,,,,"16000US4147000","Medford city, Oregon",81777,73369,398,2594,1186,34,1998,2198,158,2040,"Medford city, Oregon",25,1934,460,1245,544,58,1286,846,228,827
"G41059000","2017","OR",,,"Oregon","41",,,"Portland city","59000",,,,,,,,,,,,,,,,"16000US4159000","Portland city, Oregon",648121,500694,35587,5994,52428,4952,13574,34892,2095,32797,"Portland city, Oregon",1583,6123,4653,1222,3025,784,3360,3831,810,3690
"G41064900","2017","OR",,,"Oregon","41",,,"Salem city","64900",,,,,,,,,,,,,,,,"16000US4164900","Salem city, Oregon",169790,136140,2379,1450,4644,3930,9442,11805,791,11014,"Salem city, Oregon",44,5178,1035,858,1428,1273,4207,3044,473,2913
"G42002000","2017","PA",,,"Pennsylvania","42",,,"Allentown city","02000",,,,,,,,,,,,,,,,"16000US4202000","Allentown city, Pennsylvania",121278,77546,15967,1486,2797,0,17316,6166,736,5430,"Allentown city, Pennsylvania",43,4592,3141,1273,1117,179,4092,2527,478,2480
"G42006088","2017","PA",,,"Pennsylvania","42",,,"Bethlehem city","06088",,,,,,,,,,,,,,,,"16000US4206088","Bethlehem city, Pennsylvania",76469,57747,9135,57,1945,0,3607,3978,688,3290,"Bethlehem city, Pennsylvania",3517,4414,3212,104,748,179,2403,1812,552,1586
"G42024000","2017","PA",,,"Pennsylvania","42",,,"Erie city","24000",,,,,,,,,,,,,,,,"16000US4224000","Erie city, Pennsylvania",97369,71712,14495,91,3175,47,3521,4328,642,3686,"Erie city, Pennsylvania",21,2532,2004,170,851,82,1719,1703,580,1599
"G42060000","2017","PA",,,"Pennsylvania","42",,,"Philadelphia city","60000",,,,,,,,,,,,,,,,"16000US4260000","Philadelphia city, Pennsylvania",1580863,665060,663708,5742,115279,406,87287,43381,6241,37140,"Philadelphia city, Pennsylvania",0,9772,7721,1743,2837,254,10917,6340,2702,5595
"G42061000","2017","PA",,,"Pennsylvania","42",,,"Pittsburgh city","61000",,,,,,,,,,,,,,,,"16000US4261000","Pittsburgh city, Pennsylvania",302414,202557,66826,748,19576,104,1863,10740,313,10427,"Pittsburgh city, Pennsylvania",37,5172,5015,586,2851,126,818,2400,200,2397
"G42063624","2017","PA",,,"Pennsylvania","42",,,"Reading city","63624",,,,,,,,,,,,,,,,"16000US4263624","Reading city, Pennsylvania",88418,43674,16110,1730,402,0,8681,17821,867,16954,"Reading city, Pennsylvania",34,4905,3811,1292,276,179,2429,4102,538,4147
"G42069000","2017","PA",,,"Pennsylvania","42",,,"Scranton city","69000",,,,,,,,,,,,,,,,"16000US4269000","Scranton city, Pennsylvania",77597,66389,2822,24,4825,78,552,2907,531,2376,"Scranton city, Pennsylvania",35,1851,834,45,993,114,483,1284,514,1078
"G44019180","2017","RI",,,"Rhode Island","44",,,"Cranston city","19180",,,,,,,,,,,,,,,,"16000US4419180","Cranston city, Rhode Island",81192,63746,4899,554,6707,41,2445,2800,427,2373,"Cranston city, Rhode Island",42,3390,2004,937,2202,76,998,1488,529,1397
"G44054640","2017","RI",,,"Rhode Island","44",,,"Pawtucket city","54640",,,,,,,,,,,,,,,,"16000US4454640","Pawtucket city, Rhode Island",72006,43971,11299,384,1669,42,9440,5201,2618,2583,"Pawtucket city, Rhode Island",31,3381,2738,534,988,75,2776,1506,1278,1007
"G44059000","2017","RI",,,"Rhode Island","44",,,"Providence city","59000",,,,,,,,,,,,,,,,"16000US4459000","Providence city, Rhode Island",180388,109883,31037,1578,9371,648,20121,7750,2424,5326,"Providence city, Rhode Island",29,6142,4995,1019,1855,963,5255,2751,1727,2157
"G44074300","2017","RI",,,"Rhode Island","44",,,"Warwick city","74300",,,,,,,,,,,,,,,,"16000US4474300","Warwick city, Rhode Island",80873,73430,1430,39,2890,0,868,2216,314,1902,"Warwick city, Rhode Island",20,1554,671,65,966,217,631,954,327,962
"G45013330","2017","SC",,,"South Carolina","45",,,"Charleston city","13330",,,,,,,,,,,,,,,,"16000US4513330","Charleston city, South Carolina",139906,105774,29800,247,1330,0,446,2309,828,1481,"Charleston city, South Carolina",2801,3743,3721,237,688,211,472,1468,1297,778
"G45016000","2017","SC",,,"South Carolina","45",,,"Columbia city","16000",,,,,,,,,,,,,,,,"16000US4516000","Columbia city, South Carolina",133578,67486,56854,323,4285,14,1301,3315,102,3213,"Columbia city, South Carolina",899,3648,3998,335,1446,56,907,1024,114,997
"G45030850","2017","SC",,,"South Carolina","45",,,"Greenville city","30850",,,,,,,,,,,,,,,,"16000US4530850","Greenville city, South Carolina",68223,47062,16321,357,1541,246,1312,1384,280,1104,"Greenville city, South Carolina",31,3331,3165,241,891,313,870,602,215,539
"G45048535","2017","SC",,,"South Carolina","45",,,"Mount Pleasant town","48535",,,,,,,,,,,,,,,,"16000US4548535","Mount Pleasant town, South Carolina",86668,76930,3615,219,1947,0,197,3760,282,3478,"Mount Pleasant town, South Carolina",22,2732,2156,349,1314,211,231,1940,442,1942
"G45050875","2017","SC",,,"South Carolina","45",,,"North Charleston city","50875",,,,,,,,,,,,,,,,"16000US4550875","North Charleston city, South Carolina",112742,58536,49050,325,1333,0,419,3079,89,2990,"North Charleston city, South Carolina",3407,4639,4907,346,910,211,645,1348,109,1347
"G45061405","2017","SC",,,"South Carolina","45",,,"Rock Hill city","61405",,,,,,,,,,,,,,,,"16000US4561405","Rock Hill city, South Carolina",73064,40955,28137,162,1680,0,1158,972,0,972,"Rock Hill city, South Carolina",33,3601,3365,246,885,211,1239,545,211,545
"G46052980","2017","SD",,,"South Dakota","46",,,"Rapid City city","52980",,,,,,,,,,,,,,,,"16000US4652980","Rapid City city, South Dakota",74418,59634,957,8444,1246,198,980,2959,820,2139,"Rapid City city, South Dakota",25,1923,459,1482,355,212,963,1318,1026,1081
"G46059020","2017","SD",,,"South Dakota","46",,,"Sioux Falls city","59020",,,,,,,,,,,,,,,,"16000US4659020","Sioux Falls city, South Dakota",176898,150977,11396,2802,3756,37,1342,6588,36,6552,"Sioux Falls city, South Dakota",47,1721,1715,1022,759,90,789,1598,55,1616
"G47014000","2017","TN",,,"Tennessee","47",,,"Chattanooga city","14000",,,,,,,,,,,,,,,,"16000US4714000","Chattanooga city, Tennessee",179130,109476,57983,259,6361,0,2190,2861,84,2777,"Chattanooga city, Tennessee",41,3492,3336,194,1105,208,2122,1350,130,1347
"G47015160","2017","TN",,,"Tennessee","47",,,"Clarksville city","15160",,,,,,,,,,,,,,,,"16000US4715160","Clarksville city, Tennessee",153210,102154,35411,672,3369,860,2901,7843,648,7195,"Clarksville city, Tennessee",29,2625,3124,312,729,166,1267,2329,486,2275
"G47027740","2017","TN",,,"Tennessee","47",,,"Franklin city","27740",,,,,,,,,,,,,,,,"16000US4727740","Franklin city, Tennessee",78311,64193,6198,31,5472,0,618,1799,76,1723,"Franklin city, Tennessee",43,2051,1654,61,1720,208,760,1196,149,1187
"G47037640","2017","TN",,,"Tennessee","47",,,"Jackson city","37640",,,,,,,,,,,,,,,,"16000US4737640","Jackson city, Tennessee",,,,,,,,,,,"Jackson city, Tennessee",,,,,,,,,,
"G47038320","2017","TN",,,"Tennessee","47",,,"Johnson City city","38320",,,,,,,,,,,,,,,,"16000US4738320","Johnson City city, Tennessee",65816,55454,5230,206,2360,0,784,1782,224,1558,"Johnson City city, Tennessee",801,1559,1264,293,502,208,863,757,377,592
"G47040000","2017","TN",,,"Tennessee","47",,,"Knoxville city","40000",,,,,,,,,,,,,,,,"16000US4740000","Knoxville city, Tennessee",187344,142909,32623,287,4006,0,2803,4716,141,4575,"Knoxville city, Tennessee",32,2945,2462,339,1144,208,1545,1290,136,1289
"G47048000","2017","TN",,,"Tennessee","47",,,"Memphis city","48000",,,,,,,,,,,,,,,,"16000US4748000","Memphis city, Tennessee",652231,190438,415179,1332,10949,346,24396,9591,598,8993,"Memphis city, Tennessee",47,7379,6606,761,1894,290,4405,3275,431,3063
"G47051560","2017","TN",,,"Tennessee","47",,,"Murfreesboro city","51560",,,,,,,,,,,,,,,,"16000US4751560","Murfreesboro city, Tennessee",136372,97605,29076,264,3869,0,930,4628,0,4628,"Murfreesboro city, Tennessee",32,3711,3539,312,2346,208,653,2045,208,2045
"G47052006","2017","TN",,,"Tennessee","47",,,"Nashville-Davidson metropolitan government (balance)","52006",,,,,,,,,,,,,,,,"16000US4752006","Nashville-Davidson metropolitan government (balance), Tennessee",665967,427261,181659,1507,24150,598,9935,20857,1577,19280,"Nashville-Davidson metropolitan government (balance), Tennessee",3574,4040,3434,648,2023,577,2683,3819,882,3594
