GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AE2CE001,AE2CE002,AE2CE003,AE2CE004,AE2CE005,AE2CE006,AE2CE007,AE2CE008,AE2CE009,AE2CE010,NAME_M,AE2CM001,AE2CM002,AE2CM003,AE2CM004,AE2CM005,AE2CM006,AE2CM007,AE2CM008,AE2CM009,AE2CM010
"G34074630","2016","NJ",,,"New Jersey","34",,,"Union City city","74630",,,,,,,,,,,,,,,,"16000US3474630","Union City city, New Jersey",69298,51525,4333,70,3079,279,7332,2680,1324,1356,"Union City city, New Jersey",28,2953,1367,89,1726,459,2264,1150,651,898
"G35002000","2016","NM",,,"New Mexico","35",,,"Albuquerque city","02000",,,,,,,,,,,,,,,,"16000US3502000","Albuquerque city, New Mexico",559270,395010,17927,27901,16427,498,80755,20752,8584,12168,"Albuquerque city, New Mexico",40,9080,1687,3532,1712,548,8185,3596,2406,2782
"G35039380","2016","NM",,,"New Mexico","35",,,"Las Cruces city","39380",,,,,,,,,,,,,,,,"16000US3539380","Las Cruces city, New Mexico",101760,91988,2831,924,2095,69,2815,1038,355,683,"Las Cruces city, New Mexico",28,1550,633,530,435,130,1232,572,322,471
"G35063460","2016","NM",,,"New Mexico","35",,,"Rio Rancho city","63460",,,,,,,,,,,,,,,,"16000US3563460","Rio Rancho city, New Mexico",96022,76335,2909,3133,1271,0,7392,4982,771,4211,"Rio Rancho city, New Mexico",27,3058,461,1523,512,195,2815,1364,504,1253
"G35070500","2016","NM",,,"New Mexico","35",,,"Santa Fe city","70500",,,,,,,,,,,,,,,,"16000US3570500","Santa Fe city, New Mexico",83881,74454,904,1952,404,20,4262,1885,808,1077,"Santa Fe city, New Mexico",35,1952,283,671,465,39,1510,737,393,611
"G36001000","2016","NY",,,"New York","36",,,"Albany city","01000",,,,,,,,,,,,,,,,"16000US3601000","Albany city, New York",98106,51681,30354,224,6418,0,3430,5999,795,5204,"Albany city, New York",53,3016,2645,322,1803,192,1381,1974,572,2054
"G36008026","2016","NY",,,"New York","36",,,"Brentwood CDP","08026",,,,,,,,,,,,,,,,"16000US3608026","Brentwood CDP, New York",62132,38085,8268,268,690,0,12825,1996,986,1010,"Brentwood CDP, New York",6543,6161,3852,445,576,192,4358,1519,956,1219
"G36011000","2016","NY",,,"New York","36",,,"Buffalo city","11000",,,,,,,,,,,,,,,,"16000US3611000","Buffalo city, New York",256908,120967,94657,1281,16617,240,13529,9617,2292,7325,"Buffalo city, New York",38,4783,3356,791,2901,193,2907,2376,1297,1810
"G36015000","2016","NY",,,"New York","36",,,"Cheektowaga CDP","15000",,,,,,,,,,,,,,,,"16000US3615000","Cheektowaga CDP, New York",73199,60001,9361,68,2122,0,137,1510,0,1510,"Cheektowaga CDP, New York",2789,2963,2214,103,1201,192,155,560,192,560
"G36049121","2016","NY",,,"New York","36",,,"Mount Vernon city","49121",,,,,,,,,,,,,,,,"16000US3649121","Mount Vernon city, New York",68348,18891,40981,246,1682,0,4928,1620,855,765,"Mount Vernon city, New York",29,3445,3703,225,1307,192,1745,1155,909,649
"G36050617","2016","NY",,,"New York","36",,,"New Rochelle city","50617",,,,,,,,,,,,,,,,"16000US3650617","New Rochelle city, New York",79558,51526,14741,41,3484,0,7558,2208,1404,804,"New Rochelle city, New York",29,4086,2833,80,1437,192,2629,933,814,437
"G36051000","2016","NY",,,"New York","36",,,"New York city","51000",,,,,,,,,,,,,,,,"16000US3651000","New York city, New York",8537673,3627375,2073102,31806,1205911,4940,1286959,307580,90212,217368,"New York city, New York",0,20638,14870,4920,9551,1712,28639,16604,9868,13005
"G36063000","2016","NY",,,"New York","36",,,"Rochester city","63000",,,,,,,,,,,,,,,,"16000US3663000","Rochester city, New York",208886,99699,85771,1552,4967,61,7442,9394,1187,8207,"Rochester city, New York",36,4915,4341,799,1481,52,2005,2493,939,2320
"G36065508","2016","NY",,,"New York","36",,,"Schenectady city","65508",,,,,,,,,,,,,,,,"16000US3665508","Schenectady city, New York",64907,37382,12691,258,3291,191,6790,4304,1149,3155,"Schenectady city, New York",35,2421,2399,305,971,346,2739,1508,880,1295
"G36073000","2016","NY",,,"New York","36",,,"Syracuse city","73000",,,,,,,,,,,,,,,,"16000US3673000","Syracuse city, New York",143378,78868,41560,959,8529,0,4018,9444,391,9053,"Syracuse city, New York",31,2538,2394,582,1580,192,1096,1969,272,1923
"G36084000","2016","NY",,,"New York","36",,,"Yonkers city","84000",,,,,,,,,,,,,,,,"16000US3684000","Yonkers city, New York",200792,97326,43358,537,15158,76,33530,10807,4631,6176,"Yonkers city, New York",61,5841,5442,588,2740,91,6077,3604,2816,2442
"G37002140","2016","NC",,,"North Carolina","37",,,"Asheville city","02140",,,,,,,,,,,,,,,,"16000US3702140","Asheville city, North Carolina",89098,72342,11111,57,2570,0,105,2913,150,2763,"Asheville city, North Carolina",76,2032,1808,102,983,203,161,1318,149,1353
"G37010740","2016","NC",,,"North Carolina","37",,,"Cary town","10740",,,,,,,,,,,,,,,,"16000US3710740","Cary town, North Carolina",164007,113872,11114,951,28520,0,5221,4329,408,3921,"Cary town, North Carolina",921,4805,3212,562,2946,203,3088,1275,372,1195
"G37012000","2016","NC",,,"North Carolina","37",,,"Charlotte city","12000",,,,,,,,,,,,,,,,"16000US3712000","Charlotte city, North Carolina",842029,414560,302904,2358,53235,786,46279,21907,1779,20128,"Charlotte city, North Carolina",96,8387,6557,969,2473,301,6848,3054,912,3114
"G37014100","2016","NC",,,"North Carolina","37",,,"Concord city","14100",,,,,,,,,,,,,,,,"16000US3714100","Concord city, North Carolina",89895,60717,17296,53,4079,49,4855,2846,446,2400,"Concord city, North Carolina",32,3068,2805,109,1321,82,2360,1231,410,1107
"G37019000","2016","NC",,,"North Carolina","37",,,"Durham city","19000",,,,,,,,,,,,,,,,"16000US3719000","Durham city, North Carolina",262989,130718,100950,392,14462,267,8616,7584,544,7040,"Durham city, North Carolina",23,3594,2920,249,1365,315,2536,2025,522,1955
"G37022920","2016","NC",,,"North Carolina","37",,,"Fayetteville city","22920",,,,,,,,,,,,,,,,"16000US3722920","Fayetteville city, North Carolina",204777,91948,88517,2215,5341,510,5348,10898,815,10083,"Fayetteville city, North Carolina",68,3831,3300,1110,1238,291,1929,2159,504,2058
"G37025580","2016","NC",,,"North Carolina","37",,,"Gastonia city","25580",,,,,,,,,,,,,,,,"16000US3725580","Gastonia city, North Carolina",75537,48137,19907,45,1885,0,2643,2920,313,2607,"Gastonia city, North Carolina",31,2692,2559,69,875,203,1351,1506,326,1505
"G37028000","2016","NC",,,"North Carolina","37",,,"Greensboro city","28000",,,,,,,,,,,,,,,,"16000US3728000","Greensboro city, North Carolina",287019,139564,115211,1220,14430,295,9424,6875,734,6141,"Greensboro city, North Carolina",53,5468,5316,657,2323,405,2728,2593,919,2628
"G37028080","2016","NC",,,"North Carolina","37",,,"Greenville city","28080",,,,,,,,,,,,,,,,"16000US3728080","Greenville city, North Carolina",91500,50433,34227,537,2208,64,1981,2050,79,1971,"Greenville city, North Carolina",34,3252,3660,261,1039,101,2087,1301,138,1219
"G37031400","2016","NC",,,"North Carolina","37",,,"High Point city","31400",,,,,,,,,,,,,,,,"16000US3731400","High Point city, North Carolina",115299,58540,41346,300,8100,0,4025,2988,124,2864,"High Point city, North Carolina",3691,4875,4488,207,2791,203,2073,1666,186,1654
"G37034200","2016","NC",,,"North Carolina","37",,,"Jacksonville city","34200",,,,,,,,,,,,,,,,"16000US3734200","Jacksonville city, North Carolina",67795,48166,9896,376,1179,275,1581,6322,1714,4608,"Jacksonville city, North Carolina",45,3148,2357,284,752,206,1398,2670,1954,1987
"G37055000","2016","NC",,,"North Carolina","37",,,"Raleigh city","55000",,,,,,,,,,,,,,,,"16000US3755000","Raleigh city, North Carolina",458862,272643,133592,1445,21468,87,17389,12238,1101,11137,"Raleigh city, North Carolina",405,7159,6824,791,3573,145,5493,3255,645,3195
"G37074440","2016","NC",,,"North Carolina","37",,,"Wilmington city","74440",,,,,,,,,,,,,,,,"16000US3774440","Wilmington city, North Carolina",117545,89065,21336,453,1666,0,1027,3998,0,3998,"Wilmington city, North Carolina",71,3333,2867,491,763,203,706,1587,203,1587
"G37075000","2016","NC",,,"North Carolina","37",,,"Winston-Salem city","75000",,,,,,,,,,,,,,,,"16000US3775000","Winston-Salem city, North Carolina",242200,138133,84404,825,5279,21,7175,6363,731,5632,"Winston-Salem city, North Carolina",43,3947,4403,427,897,40,2409,2174,605,2059
"G38007200","2016","ND",,,"North Dakota","38",,,"Bismarck city","07200",,,,,,,,,,,,,,,,"16000US3807200","Bismarck city, North Dakota",68780,61360,2026,3448,674,131,80,1061,20,1041,"Bismarck city, North Dakota",2762,2709,456,1228,757,231,143,775,41,767
"G38025700","2016","ND",,,"North Dakota","38",,,"Fargo city","25700",,,,,,,,,,,,,,,,"16000US3825700","Fargo city, North Dakota",120235,103380,6237,1367,4151,0,668,4432,344,4088,"Fargo city, North Dakota",2348,2822,1684,624,1057,155,853,1644,440,1539
"G39001000","2016","OH",,,"Ohio","39",,,"Akron city","01000",,,,,,,,,,,,,,,,"16000US3901000","Akron city, Ohio",197634,116967,61945,378,9274,0,1104,7966,113,7853,"Akron city, Ohio",29,4232,3909,292,2244,189,895,2266,116,2261
"G39012000","2016","OH",,,"Ohio","39",,,"Canton city","12000",,,,,,,,,,,,,,,,"16000US3912000","Canton city, Ohio",71329,45306,18226,0,286,0,1638,5873,541,5332,"Canton city, Ohio",34,2415,2094,189,288,189,1206,1857,358,1768
"G39015000","2016","OH",,,"Ohio","39",,,"Cincinnati city","15000",,,,,,,,,,,,,,,,"16000US3915000","Cincinnati city, Ohio",298802,152794,124696,102,5095,0,4889,11226,288,10938,"Cincinnati city, Ohio",35,5647,6609,103,1297,189,1973,3362,290,3253
"G39016000","2016","OH",,,"Ohio","39",,,"Cleveland city","16000",,,,,,,,,,,,,,,,"16000US3916000","Cleveland city, Ohio",385810,154487,191178,1528,8047,135,14295,16140,2800,13340,"Cleveland city, Ohio",45,5789,5874,650,1461,127,2619,3009,1213,2894
"G39018000","2016","OH",,,"Ohio","39",,,"Columbus city","18000",,,,,,,,,,,,,,,,"16000US3918000","Columbus city, Ohio",862643,519035,249181,1222,44835,747,12768,34855,1850,33005,"Columbus city, Ohio",3517,7738,6883,608,3670,393,3775,4550,1064,4179
"G39021000","2016","OH",,,"Ohio","39",,,"Dayton city","21000",,,,,,,,,,,,,,,,"16000US3921000","Dayton city, Ohio",140478,77082,57999,127,1481,270,233,3286,285,3001,"Dayton city, Ohio",53,3874,3552,172,808,262,176,1181,236,1136
"G39044856","2016","OH",,,"Ohio","39",,,"Lorain city","44856",,,,,,,,,,,,,,,,"16000US3944856","Lorain city, Ohio",63736,44806,11485,362,554,174,2610,3745,474,3271,"Lorain city, Ohio",32,2272,1890,244,745,278,1034,1630,394,1593
"G39061000","2016","OH",,,"Ohio","39",,,"Parma city","61000",,,,,,,,,,,,,,,,"16000US3961000","Parma city, Ohio",79423,71112,2978,0,1798,0,1384,2151,0,2151,"Parma city, Ohio",25,2477,1423,189,871,189,1032,1273,189,1273
"G39077000","2016","OH",,,"Ohio","39",,,"Toledo city","77000",,,,,,,,,,,,,,,,"16000US3977000","Toledo city, Ohio",278512,175137,76608,727,2722,146,9294,13878,2846,11032,"Toledo city, Ohio",36,3203,2975,427,950,235,1753,2584,1416,2130
"G39088000","2016","OH",,,"Ohio","39",,,"Youngstown city","88000",,,,,,,,,,,,,,,,"16000US3988000","Youngstown city, Ohio",64301,32155,25980,122,309,0,1319,4416,35,4381,"Youngstown city, Ohio",24,2124,2210,108,261,189,713,1846,62,1846
"G40009050","2016","OK",,,"Oklahoma","40",,,"Broken Arrow city","09050",,,,,,,,,,,,,,,,"16000US4009050","Broken Arrow city, Oklahoma",109439,86693,3966,5688,3507,0,1553,8032,651,7381,"Broken Arrow city, Oklahoma",1943,2739,1162,1181,1092,159,809,1374,501,1349
"G40023200","2016","OK",,,"Oklahoma","40",,,"Edmond city","23200",,,,,,,,,,,,,,,,"16000US4023200","Edmond city, Oklahoma",91187,74020,5258,1789,2691,0,351,7078,24,7054,"Edmond city, Oklahoma",31,2698,1901,696,992,159,311,1971,47,1969
"G40041850","2016","OK",,,"Oklahoma","40",,,"Lawton city","41850",,,,,,,,,,,,,,,,"16000US4041850","Lawton city, Oklahoma",94652,56540,21074,3863,2400,170,2602,8003,664,7339,"Lawton city, Oklahoma",24,2287,1572,1367,738,206,1214,1769,494,1595
"G40052500","2016","OK",,,"Oklahoma","40",,,"Norman city","52500",,,,,,,,,,,,,,,,"16000US4052500","Norman city, Oklahoma",122186,93564,6069,5080,7458,112,828,9075,708,8367,"Norman city, Oklahoma",37,2876,1375,1479,1687,165,578,1736,414,1695
"G40055000","2016","OK",,,"Oklahoma","40",,,"Oklahoma City city","55000",,,,,,,,,,,,,,,,"16000US4055000","Oklahoma City city, Oklahoma",638311,433765,92689,21571,25383,986,22760,41157,2472,38685,"Oklahoma City city, Oklahoma",73,7043,4606,3138,2717,503,4521,4354,1264,4405
"G40075000","2016","OK",,,"Oklahoma","40",,,"Tulsa city","75000",,,,,,,,,,,,,,,,"16000US4075000","Tulsa city, Oklahoma",403622,255063,61480,19345,13046,279,22776,31633,2037,29596,"Tulsa city, Oklahoma",1399,4010,2599,2198,1762,162,2599,2806,670,2718
"G41005350","2016","OR",,,"Oregon","41",,,"Beaverton city","05350",,,,,,,,,,,,,,,,"16000US4105350","Beaverton city, Oregon",97602,72296,2177,325,9606,98,7764,5336,1420,3916,"Beaverton city, Oregon",50,3935,832,316,2036,197,3872,2069,1093,1804
"G41005800","2016","OR",,,"Oregon","41",,,"Bend city","05800",,,,,,,,,,,,,,,,"16000US4105800","Bend city, Oregon",91123,86288,538,159,1102,0,770,2266,247,2019,"Bend city, Oregon",19,1395,493,196,532,201,501,869,345,798
"G41023850","2016","OR",,,"Oregon","41",,,"Eugene city","23850",,,,,,,,,,,,,,,,"16000US4123850","Eugene city, Oregon",166581,141176,2998,2394,7272,490,3191,9060,427,8633,"Eugene city, Oregon",39,2579,968,1261,1436,349,1582,1937,310,1959
"G41031250","2016","OR",,,"Oregon","41",,,"Gresham city","31250",,,,,,,,,,,,,,,,"16000US4131250","Gresham city, Oregon",111521,90533,5483,1900,4357,318,3415,5515,281,5234,"Gresham city, Oregon",35,3869,2212,1085,1658,414,1946,1798,330,1720
"G41034100","2016","OR",,,"Oregon","41",,,"Hillsboro city","34100",,,,,,,,,,,,,,,,"16000US4134100","Hillsboro city, Oregon",105171,70620,3134,567,13785,1861,6439,8765,2330,6435,"Hillsboro city, Oregon",38,4757,1978,668,2189,1477,2464,3272,2206,2834
"G41047000","2016","OR",,,"Oregon","41",,,"Medford city","47000",,,,,,,,,,,,,,,,"16000US4147000","Medford city, Oregon",81621,69756,503,1481,1559,404,2752,5166,462,4704,"Medford city, Oregon",50,2511,519,1200,559,243,2297,1577,513,1453
"G41059000","2016","OR",,,"Oregon","41",,,"Portland city","59000",,,,,,,,,,,,,,,,"16000US4159000","Portland city, Oregon",639635,497999,38807,3558,49174,4329,11484,34284,1556,32728,"Portland city, Oregon",1164,5118,3308,1151,3181,1598,2945,3715,715,3626
"G41064900","2016","OR",,,"Oregon","41",,,"Salem city","64900",,,,,,,,,,,,,,,,"16000US4164900","Salem city, Oregon",167421,137347,1449,1611,5528,1992,7977,11517,712,10805,"Salem city, Oregon",36,4995,995,774,1379,1430,2731,3508,487,3505
"G42002000","2016","PA",,,"Pennsylvania","42",,,"Allentown city","02000",,,,,,,,,,,,,,,,"16000US4202000","Allentown city, Pennsylvania",120440,74100,16625,0,2408,0,21938,5369,1774,3595,"Allentown city, Pennsylvania",27,5119,3032,174,910,174,4364,1719,1336,1318
"G42006088","2016","PA",,,"Pennsylvania","42",,,"Bethlehem city","06088",,,,,,,,,,,,,,,,"16000US4206088","Bethlehem city, Pennsylvania",76427,62136,5918,320,2185,0,2970,2898,1041,1857,"Bethlehem city, Pennsylvania",2687,3135,1917,277,740,174,1079,1186,659,931
"G42024000","2016","PA",,,"Pennsylvania","42",,,"Erie city","24000",,,,,,,,,,,,,,,,"16000US4224000","Erie city, Pennsylvania",98601,74635,15557,427,3468,153,1584,2777,239,2538,"Erie city, Pennsylvania",33,2037,2035,297,844,247,1014,873,180,860
"G42060000","2016","PA",,,"Pennsylvania","42",,,"Philadelphia city","60000",,,,,,,,,,,,,,,,"16000US4260000","Philadelphia city, Pennsylvania",1567872,634111,661032,5521,110733,480,104892,51103,10716,40387,"Philadelphia city, Pennsylvania",0,9099,6667,1410,2985,298,8590,5880,3221,5480
"G42061000","2016","PA",,,"Pennsylvania","42",,,"Pittsburgh city","61000",,,,,,,,,,,,,,,,"16000US4261000","Pittsburgh city, Pennsylvania",303624,205201,69010,338,17031,245,1154,10645,333,10312,"Pittsburgh city, Pennsylvania",35,5336,4610,284,2694,395,665,2657,264,2617
"G42063624","2016","PA",,,"Pennsylvania","42",,,"Reading city","63624",,,,,,,,,,,,,,,,"16000US4263624","Reading city, Pennsylvania",87575,47324,8057,3377,786,0,8359,19672,621,19051,"Reading city, Pennsylvania",28,4806,1753,2379,676,174,2222,4166,379,4204
"G42069000","2016","PA",,,"Pennsylvania","42",,,"Scranton city","69000",,,,,,,,,,,,,,,,"16000US4269000","Scranton city, Pennsylvania",77294,65080,4855,176,3102,0,547,3534,47,3487,"Scranton city, Pennsylvania",24,1702,1306,155,945,174,345,1635,82,1631
"G44019180","2016","RI",,,"Rhode Island","44",,,"Cranston city","19180",,,,,,,,,,,,,,,,"16000US4419180","Cranston city, Rhode Island",81025,68119,3943,350,3904,48,2866,1795,740,1055,"Cranston city, Rhode Island",39,2652,1663,525,1757,78,1602,945,657,667
"G44054640","2016","RI",,,"Rhode Island","44",,,"Pawtucket city","54640",,,,,,,,,,,,,,,,"16000US4454640","Pawtucket city, Rhode Island",71434,46471,10676,937,2391,135,6243,4581,1320,3261,"Pawtucket city, Rhode Island",36,3200,2115,1035,1339,233,1875,1742,875,1478
"G44059000","2016","RI",,,"Rhode Island","44",,,"Providence city","59000",,,,,,,,,,,,,,,,"16000US4459000","Providence city, Rhode Island",179214,94085,23938,3066,10651,175,38609,8690,2222,6468,"Providence city, Rhode Island",35,5896,3639,1350,2251,165,5780,2697,1404,2133
"G44074300","2016","RI",,,"Rhode Island","44",,,"Warwick city","74300",,,,,,,,,,,,,,,,"16000US4474300","Warwick city, Rhode Island",81576,73326,1557,196,2691,128,987,2691,47,2644,"Warwick city, Rhode Island",23,1451,589,271,1363,203,796,1183,75,1186
"G45013330","2016","SC",,,"South Carolina","45",,,"Charleston city","13330",,,,,,,,,,,,,,,,"16000US4513330","Charleston city, South Carolina",137539,100430,32447,123,2724,0,189,1626,117,1509,"Charleston city, South Carolina",2440,4811,3797,135,1180,207,279,651,130,627
"G45016000","2016","SC",,,"South Carolina","45",,,"Columbia city","16000",,,,,,,,,,,,,,,,"16000US4516000","Columbia city, South Carolina",133972,70338,53642,42,3734,545,2213,3458,242,3216,"Columbia city, South Carolina",297,4064,4304,78,1025,671,1352,1063,179,1046
"G45030850","2016","SC",,,"South Carolina","45",,,"Greenville city","30850",,,,,,,,,,,,,,,,"16000US4530850","Greenville city, South Carolina",67447,45907,17812,149,1719,0,950,910,78,832,"Greenville city, South Carolina",30,3126,2888,183,731,207,931,422,99,408
"G45048535","2016","SC",,,"South Carolina","45",,,"Mount Pleasant town","48535",,,,,,,,,,,,,,,,"16000US4548535","Mount Pleasant town, South Carolina",84177,77894,3142,417,977,0,127,1620,100,1520,"Mount Pleasant town, South Carolina",33,2697,2535,334,773,207,149,711,168,675
"G45050875","2016","SC",,,"South Carolina","45",,,"North Charleston city","50875",,,,,,,,,,,,,,,,"16000US4550875","North Charleston city, South Carolina",112147,57640,47074,86,1919,0,1888,3540,74,3466,"North Charleston city, South Carolina",4644,5256,3839,135,1116,207,1013,1856,141,1844
"G45061405","2016","SC",,,"South Carolina","45",,,"Rock Hill city","61405",,,,,,,,,,,,,,,,"16000US4561405","Rock Hill city, South Carolina",72926,37188,28992,0,1979,38,3111,1618,492,1126,"Rock Hill city, South Carolina",46,2989,2982,207,1199,71,1897,943,548,750
"G46052980","2016","SD",,,"South Dakota","46",,,"Rapid City city","52980",,,,,,,,,,,,,,,,"16000US4652980","Rapid City city, South Dakota",74050,58856,660,9240,1149,0,170,3975,712,3263,"Rapid City city, South Dakota",26,1402,414,1902,380,157,202,1416,733,1303
"G46059020","2016","SD",,,"South Dakota","46",,,"Sioux Falls city","59020",,,,,,,,,,,,,,,,"16000US4659020","Sioux Falls city, South Dakota",174350,147395,9170,3859,5214,39,3220,5453,549,4904,"Sioux Falls city, South Dakota",38,1686,1265,1042,1041,58,1575,1528,409,1531
"G47014000","2016","TN",,,"Tennessee","47",,,"Chattanooga city","14000",,,,,,,,,,,,,,,,"16000US4714000","Chattanooga city, Tennessee",177582,109586,58157,89,4913,0,589,4248,212,4036,"Chattanooga city, Tennessee",49,3888,3801,136,1134,204,514,1724,140,1696
"G47015160","2016","TN",,,"Tennessee","47",,,"Clarksville city","15160",,,,,,,,,,,,,,,,"16000US4715160","Clarksville city, Tennessee",150280,100415,34363,1383,4612,1375,2057,6075,648,5427,"Clarksville city, Tennessee",37,2000,2554,427,819,1847,1392,1520,531,1446
"G47027740","2016","TN",,,"Tennessee","47",,,"Franklin city","27740",,,,,,,,,,,,,,,,"16000US4727740","Franklin city, Tennessee",74788,63519,3459,0,4923,0,764,2123,863,1260,"Franklin city, Tennessee",34,1873,1080,204,1084,204,924,1139,822,679
"G47037640","2016","TN",,,"Tennessee","47",,,"Jackson city","37640",,,,,,,,,,,,,,,,"16000US4737640","Jackson city, Tennessee",67006,34444,30599,53,767,0,344,799,115,684,"Jackson city, Tennessee",23,1507,1627,91,346,204,465,443,169,413
"G47038320","2016","TN",,,"Tennessee","47",,,"Johnson City city","38320",,,,,,,,,,,,,,,,"16000US4738320","Johnson City city, Tennessee",66976,57820,4234,903,1601,64,196,2158,0,2158,"Johnson City city, Tennessee",1098,1816,1367,761,434,117,214,1028,204,1028
"G47040000","2016","TN",,,"Tennessee","47",,,"Knoxville city","40000",,,,,,,,,,,,,,,,"16000US4740000","Knoxville city, Tennessee",186238,139049,32994,1081,4349,261,4245,4259,121,4138,"Knoxville city, Tennessee",32,3403,2945,592,1459,310,2073,1440,147,1434
"G47048000","2016","TN",,,"Tennessee","47",,,"Memphis city","48000",,,,,,,,,,,,,,,,"16000US4748000","Memphis city, Tennessee",652752,183086,421114,1994,10394,98,27059,9007,1194,7813,"Memphis city, Tennessee",122,7224,7009,1550,2215,89,4279,2330,608,2183
"G47051560","2016","TN",,,"Tennessee","47",,,"Murfreesboro city","51560",,,,,,,,,,,,,,,,"16000US4751560","Murfreesboro city, Tennessee",131939,99290,22653,0,4537,0,788,4671,174,4497,"Murfreesboro city, Tennessee",37,3314,2762,204,2029,204,721,1470,295,1466
"G47052006","2016","TN",,,"Tennessee","47",,,"Nashville-Davidson metropolitan government (balance)","52006",,,,,,,,,,,,,,,,"16000US4752006","Nashville-Davidson metropolitan government (balance), Tennessee",660393,422479,184132,1108,25558,605,10712,15799,1099,14700,"Nashville-Davidson metropolitan government (balance), Tennessee",30,3722,3283,612,1022,204,3228,3075,808,2971
"G48001000","2016","TX",,,"Texas","48",,,"Abilene city","01000",,,,,,,,,,,,,,,,"16000US4801000","Abilene city, Texas",128272,93584,13479,1258,3471,8,12306,4166,1215,2951,"Abilene city, Texas",3320,3655,1443,316,656,15,2619,1471,823,1265
"G48001924","2016","TX",,,"Texas","48",,,"Allen city","01924",,,,,,,,,,,,,,,,"16000US4801924","Allen city, Texas",99166,67115,9165,191,16807,0,2017,3871,307,3564,"Allen city, Texas",51,5192,3060,214,4095,220,1276,1747,361,1749
"G48003000","2016","TX",,,"Texas","48",,,"Amarillo city","03000",,,,,,,,,,,,,,,,"16000US4803000","Amarillo city, Texas",197812,161939,13360,1071,7837,239,6388,6978,1018,5960,"Amarillo city, Texas",2701,3275,1439,483,1220,277,1992,2139,636,2046
"G48004000","2016","TX",,,"Texas","48",,,"Arlington city","04000",,,,,,,,,,,,,,,,"16000US4804000","Arlington city, Texas",392787,246424,84751,2107,23540,942,22408,12615,1448,11167,"Arlington city, Texas",67,10957,8787,1398,4039,771,6661,2472,732,2357
"G48004462","2016","TX",,,"Texas","48",,,"Atascocita CDP","04462",,,,,,,,,,,,,,,,"16000US4804462","Atascocita CDP, Texas",72763,52055,14522,75,2259,329,1734,1789,179,1610,"Atascocita CDP, Texas",9049,7072,4309,125,1582,539,1063,830,213,846
"G48005000","2016","TX",,,"Texas","48",,,"Austin city","05000",,,,,,,,,,,,,,,,"16000US4805000","Austin city, Texas",947897,706658,72371,4941,66777,783,68209,28158,4710,23448,"Austin city, Texas",69,9864,5545,1954,4854,880,8442,3701,1381,3531
"G48006128","2016","TX",,,"Texas","48",,,"Baytown city","06128",,,,,,,,,,,,,,,,"16000US4806128","Baytown city, Texas",76834,53202,11090,323,3008,0,7323,1888,326,1562,"Baytown city, Texas",2222,4572,3270,525,1715,220,2479,1108,239,998
"G48007000","2016","TX",,,"Texas","48",,,"Beaumont city","07000",,,,,,,,,,,,,,,,"16000US4807000","Beaumont city, Texas",118309,55572,54771,483,4780,32,1714,957,429,528,"Beaumont city, Texas",35,2903,2657,414,1441,54,1014,560,414,307
"G48010768","2016","TX",,,"Texas","48",,,"Brownsville city","10768",,,,,,,,,,,,,,,,"16000US4810768","Brownsville city, Texas",183829,178281,980,38,1779,35,1760,956,509,447,"Brownsville city, Texas",32,1596,661,74,1037,59,804,540,336,413
"G48010912","2016","TX",,,"Texas","48",,,"Bryan city","10912",,,,,,,,,,,,,,,,"16000US4810912","Bryan city, Texas",83265,57877,13219,0,529,107,5596,5937,74,5863,"Bryan city, Texas",28,4185,2164,220,386,163,2367,3243,90,3247
"G48013024","2016","TX",,,"Texas","48",,,"Carrollton city","13024",,,,,,,,,,,,,,,,"16000US4813024","Carrollton city, Texas",133351,90192,12840,754,19477,244,6149,3695,760,2935,"Carrollton city, Texas",38,4878,3135,432,3738,332,2382,1200,520,1039
"G48013552","2016","TX",,,"Texas","48",,,"Cedar Park city","13552",,,,,,,,,,,,,,,,"16000US4813552","Cedar Park city, Texas",70498,56895,1004,346,7115,0,2474,2664,347,2317,"Cedar Park city, Texas",3391,4505,771,577,2338,220,1653,1732,464,1752
"G48015976","2016","TX",,,"Texas","48",,,"College Station city","15976",,,,,,,,,,,,,,,,"16000US4815976","College Station city, Texas",112142,87999,8638,235,12088,0,1196,1986,305,1681,"College Station city, Texas",26,2582,2037,248,1182,220,596,610,273,560
"G48016432","2016","TX",,,"Texas","48",,,"Conroe city","16432",,,,,,,,,,,,,,,,"16000US4816432","Conroe city, Texas",82296,68828,5480,396,3611,0,3168,813,106,707,"Conroe city, Texas",42,3919,2428,523,2610,220,1579,889,184,867
"G48017000","2016","TX",,,"Texas","48",,,"Corpus Christi city","17000",,,,,,,,,,,,,,,,"16000US4817000","Corpus Christi city, Texas",325734,292170,14774,1403,6628,211,4804,5744,2294,3450,"Corpus Christi city, Texas",25,1768,1112,1139,796,250,1411,1663,860,1224
"G48019000","2016","TX",,,"Texas","48",,,"Dallas city","19000",,,,,,,,,,,,,,,,"16000US4819000","Dallas city, Texas",1317942,814974,324829,2090,46997,179,88910,39963,11844,28119,"Dallas city, Texas",102,15110,10696,820,5162,174,9521,4892,3014,4083
