GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AA3AE001,AA3AE002,AA3AE003,AA3AE004,AA3AE005,AA3AE006,AA3AE007,AA3AE008,AA3AE009,AA3AE010,AA3AE011,AA3AE012,AA3AE013,AA3AE014,AA3AE015,AA3AE016,AA3AE017,AA3AE018,AA3AE019,AA3AE020,AA3AE021,AA3AE022,AA3AE023,AA3AE024,NAME_M,AA3AM001,AA3AM002,AA3AM003,AA3AM004,AA3AM005,AA3AM006,AA3AM007,AA3AM008,AA3AM009,AA3AM010,AA3AM011,AA3AM012,AA3AM013,AA3AM014,AA3AM015,AA3AM016,AA3AM017,AA3AM018,AA3AM019,AA3AM020,AA3AM021,AA3AM022,AA3AM023,AA3AM024
"G0100830","2014","AL",,,"Alabama","01","Limestone County","083",,,,,,,,,,,,,,,,,,"05000US01083","Limestone County, Alabama",7911,7038,51,331,390,473,394,587,902,825,921,420,489,331,265,134,242,78,196,9,0,0,0,873,"Limestone County, Alabama",1241,1117,81,341,315,341,296,434,565,393,427,271,342,288,326,214,268,136,158,15,189,189,189,475
"G0100890","2014","AL",,,"Alabama","01","Madison County","089",,,,,,,,,,,,,,,,,,"05000US01089","Madison County, Alabama",44613,42464,1040,812,440,1101,634,1350,2289,3931,4254,3514,3756,1981,2503,1704,2765,3117,3567,1827,1217,321,341,2149,"Madison County, Alabama",2404,2631,629,603,344,593,367,699,808,1116,1215,987,1303,823,982,675,986,942,1285,796,521,235,279,663
"G0100950","2014","AL",,,"Alabama","01","Marshall County","095",,,,,,,,,,,,,,,,,,"05000US01095","Marshall County, Alabama",11398,10055,476,316,716,704,395,930,1315,854,1064,254,996,391,609,47,208,139,514,110,10,0,7,1343,"Marshall County, Alabama",1237,1185,354,194,500,401,276,447,572,451,584,152,568,341,378,58,157,96,476,92,18,189,13,671
"G0100970","2014","AL",,,"Alabama","01","Mobile County","097",,,,,,,,,,,,,,,,,,"05000US01097","Mobile County, Alabama",53349,47944,1488,1143,741,1829,920,933,1366,2453,3419,4787,3972,4251,3990,3838,2493,4679,2313,1916,571,765,77,5405,"Mobile County, Alabama",3084,3063,742,456,344,737,382,390,586,777,1137,1182,1029,1162,1081,961,871,1177,934,829,432,539,90,1187
"G0101010","2014","AL",,,"Alabama","01","Montgomery County","101",,,,,,,,,,,,,,,,,,"05000US01101","Montgomery County, Alabama",37229,35536,790,580,247,703,854,1116,1151,2527,1918,2914,3712,3930,2782,2309,2173,2823,1578,1690,574,1009,156,1693,"Montgomery County, Alabama",2591,2542,493,423,210,339,489,515,525,818,793,1016,881,1297,880,766,788,944,752,776,353,487,167,558
"G0101030","2014","AL",,,"Alabama","01","Morgan County","103",,,,,,,,,,,,,,,,,,"05000US01103","Morgan County, Alabama",14238,13133,634,133,318,1102,357,745,648,2286,1683,915,804,814,857,284,114,312,155,177,0,427,368,1105,"Morgan County, Alabama",1771,1722,560,155,393,634,332,517,453,826,692,653,589,535,635,240,187,332,239,173,189,492,431,532
"G0101150","2014","AL",,,"Alabama","01","St. Clair County","115",,,,,,,,,,,,,,,,,,"05000US01115","St. Clair County, Alabama",,,,,,,,,,,,,,,,,,,,,,,,,"St. Clair County, Alabama",,,,,,,,,,,,,,,,,,,,,,,,
"G0101170","2014","AL",,,"Alabama","01","Shelby County","117",,,,,,,,,,,,,,,,,,"05000US01117","Shelby County, Alabama",16584,15523,37,66,21,0,303,511,770,781,463,385,712,555,2212,590,1175,2387,1760,1327,646,339,483,1061,"Shelby County, Alabama",1741,1644,63,108,35,189,250,364,442,375,369,289,458,315,887,308,515,647,573,625,436,224,375,548
"G0101210","2014","AL",,,"Alabama","01","Talladega County","121",,,,,,,,,,,,,,,,,,"05000US01121","Talladega County, Alabama",8473,7699,400,540,240,592,602,1116,665,418,994,698,633,399,187,0,60,155,0,0,0,0,0,774,"Talladega County, Alabama",1324,1231,362,390,293,330,447,544,340,273,597,382,477,384,169,189,86,185,189,189,189,189,189,473
"G0101250","2014","AL",,,"Alabama","01","Tuscaloosa County","125",,,,,,,,,,,,,,,,,,"05000US01125","Tuscaloosa County, Alabama",24836,23004,324,418,22,673,574,625,883,1905,1770,1425,1158,3390,1832,1456,1616,1731,922,1460,79,272,469,1832,"Tuscaloosa County, Alabama",2497,2500,249,332,37,378,475,410,500,820,792,596,535,954,759,685,722,695,533,638,116,213,318,538
"G0101270","2014","AL",,,"Alabama","01","Walker County","127",,,,,,,,,,,,,,,,,,"05000US01127","Walker County, Alabama",6797,5915,215,395,357,197,383,825,980,750,946,384,177,101,121,0,0,38,46,0,0,0,0,882,"Walker County, Alabama",990,993,200,210,274,162,319,473,551,379,532,349,130,121,146,189,189,62,77,189,189,189,189,363
"G0200200","2014","AK",,,"Alaska","02","Anchorage Municipality","020",,,,,,,,,,,,,,,,,,"05000US02020","Anchorage Municipality, Alaska",43531,41965,134,229,0,132,69,283,410,218,277,305,83,174,293,525,1531,4195,5481,10703,5481,5967,5475,1566,"Anchorage Municipality, Alaska",2743,2737,211,255,145,215,114,217,330,236,222,263,107,153,177,397,820,1074,1165,1874,1339,1543,1391,566
"G0200900","2014","AK",,,"Alaska","02","Fairbanks North Star Borough","090",,,,,,,,,,,,,,,,,,"05000US02090","Fairbanks North Star Borough, Alaska",15509,14592,102,74,0,0,78,191,0,368,0,410,125,159,581,410,262,1166,1819,3025,1339,2818,1665,917,"Fairbanks North Star Borough, Alaska",2028,2000,183,119,145,145,118,166,145,309,145,412,166,120,421,275,241,662,770,905,573,979,661,552
"G0201700","2014","AK",,,"Alaska","02","Matanuska-Susitna Borough","170",,,,,,,,,,,,,,,,,,"05000US02170","Matanuska-Susitna Borough, Alaska",7449,6818,0,48,0,105,74,192,146,49,48,172,120,176,309,375,481,777,608,1135,763,1120,120,631,"Matanuska-Susitna Borough, Alaska",733,714,145,82,145,90,70,170,93,59,37,100,92,118,135,194,212,253,218,325,326,333,117,198
"G0400010","2014","AZ",,,"Arizona","04","Apache County","001",,,,,,,,,,,,,,,,,,"05000US04001","Apache County, Arizona",4830,4051,400,383,426,349,248,364,247,404,64,286,198,275,0,45,49,88,0,108,103,14,0,779,"Apache County, Arizona",642,563,146,160,163,171,136,238,157,179,84,187,171,209,200,66,73,40,200,136,167,27,200,362
"G0400030","2014","AZ",,,"Arizona","04","Cochise County","003",,,,,,,,,,,,,,,,,,"05000US04003","Cochise County, Arizona",15695,14554,305,111,299,375,512,458,539,810,706,745,1331,834,1253,609,608,1143,560,2433,667,256,0,1141,"Cochise County, Arizona",1476,1524,212,120,260,324,337,272,296,436,366,349,604,422,577,320,390,613,396,671,434,206,200,495
"G0400050","2014","AZ",,,"Arizona","04","Coconino County","005",,,,,,,,,,,,,,,,,,"05000US04005","Coconino County, Arizona",18597,17240,371,88,186,86,68,393,339,605,381,518,527,596,1149,1126,1518,1444,1960,3536,1308,873,168,1357,"Coconino County, Arizona",1598,1653,222,72,172,118,83,263,297,426,398,273,365,355,608,522,643,589,736,936,604,511,149,381
"G0400130","2014","AZ",,,"Arizona","04","Maricopa County","013",,,,,,,,,,,,,,,,,,"05000US04013","Maricopa County, Arizona",599724,578222,2064,2958,2542,3672,2618,4052,5965,14597,21085,31594,28034,39779,38953,43925,37907,74527,58698,92820,32009,27165,13258,21502,"Maricopa County, Arizona",11733,11199,502,829,948,1037,668,1101,1225,2110,2348,2905,2535,2908,3172,3488,3365,4693,4020,5730,3079,2404,2040,2331
"G0400150","2014","AZ",,,"Arizona","04","Mohave County","015",,,,,,,,,,,,,,,,,,"05000US04015","Mohave County, Arizona",26658,24660,111,834,144,577,193,715,541,1018,1917,3587,1949,2352,2286,1757,1698,2436,929,1058,65,401,92,1998,"Mohave County, Arizona",2041,1980,92,468,105,455,146,407,377,641,758,1058,700,816,922,787,680,775,526,536,110,278,120,661
"G0400170","2014","AZ",,,"Arizona","04","Navajo County","017",,,,,,,,,,,,,,,,,,"05000US04017","Navajo County, Arizona",10001,8545,1054,210,188,591,437,450,911,481,375,762,397,851,189,268,111,527,441,111,126,0,65,1456,"Navajo County, Arizona",1394,1322,307,188,131,334,363,221,424,359,279,410,303,446,186,177,116,387,279,176,203,200,104,492
"G0400190","2014","AZ",,,"Arizona","04","Pima County","019",,,,,,,,,,,,,,,,,,"05000US04019","Pima County, Arizona",155558,149426,888,762,1622,1463,1126,3284,5761,7498,9121,11630,11195,11645,11853,9433,6879,14729,12490,16308,5966,2836,2937,6132,"Pima County, Arizona",4888,4918,531,298,629,601,524,948,1392,1402,1684,2074,1622,1820,1753,1754,1190,1913,1682,2219,1350,993,843,1331
"G0400210","2014","AZ",,,"Arizona","04","Pinal County","021",,,,,,,,,,,,,,,,,,"05000US04021","Pinal County, Arizona",43196,35855,223,611,123,247,452,729,1041,1314,1653,3416,921,2562,2060,1750,2459,6309,4757,3977,890,361,0,7341,"Pinal County, Arizona",3270,2875,220,447,124,246,369,500,514,573,759,1033,408,668,860,713,840,1541,1414,1004,422,328,200,1437
"G0400250","2014","AZ",,,"Arizona","04","Yavapai County","025",,,,,,,,,,,,,,,,,,"05000US04025","Yavapai County, Arizona",25939,23672,164,76,259,348,855,318,454,1132,716,1199,1346,2466,1397,2226,783,3646,1970,2149,897,452,819,2267,"Yavapai County, Arizona",2679,2430,259,102,340,394,410,382,295,576,431,585,580,812,515,869,472,1029,866,907,427,309,524,983
"G0400270","2014","AZ",,,"Arizona","04","Yuma County","027",,,,,,,,,,,,,,,,,,"05000US04027","Yuma County, Arizona",23923,22049,424,210,539,422,306,881,423,1199,1208,981,1394,1728,1355,2358,1579,2258,1377,2018,823,350,216,1874,"Yuma County, Arizona",2273,2295,302,322,429,305,306,619,279,576,601,487,718,753,659,885,868,947,575,831,405,200,229,754
"G0500070","2014","AR",,,"Arkansas","05","Benton County","007",,,,,,,,,,,,,,,,,,"05000US05007","Benton County, Arkansas",28913,26167,174,41,88,429,162,847,1778,2127,3189,1820,2115,2347,2384,1809,1671,1982,1410,1062,322,272,138,2746,"Benton County, Arkansas",2239,2241,215,50,96,342,179,421,732,778,862,674,693,771,873,688,683,804,624,621,271,167,171,904
"G0500310","2014","AR",,,"Arkansas","05","Craighead County","031",,,,,,,,,,,,,,,,,,"05000US05031","Craighead County, Arkansas",16025,15442,181,503,219,437,221,781,709,1079,1360,1594,804,2118,1493,501,1130,1162,355,267,248,280,0,583,"Craighead County, Arkansas",1843,1789,145,360,182,281,209,579,405,568,678,688,436,813,711,342,583,614,375,279,267,391,190,489
"G0500450","2014","AR",,,"Arkansas","05","Faulkner County","045",,,,,,,,,,,,,,,,,,"05000US05045","Faulkner County, Arkansas",15999,15202,0,0,0,91,148,1186,771,818,2381,1195,1240,1859,2391,841,769,701,294,312,0,205,0,797,"Faulkner County, Arkansas",1675,1712,190,190,190,148,128,855,421,544,796,552,622,892,851,429,550,400,250,246,190,175,190,322
"G0500510","2014","AR",,,"Arkansas","05","Garland County","051",,,,,,,,,,,,,,,,,,"05000US05051","Garland County, Arkansas",12796,12226,239,412,261,285,642,782,665,1180,1005,2014,1420,618,609,45,282,320,243,583,136,0,485,570,"Garland County, Arkansas",1832,1831,240,338,229,158,500,367,452,523,504,782,795,490,402,78,245,430,358,521,185,190,340,332
"G0500690","2014","AR",,,"Arkansas","05","Jefferson County","069",,,,,,,,,,,,,,,,,,"05000US05069","Jefferson County, Arkansas",10308,9216,286,457,408,691,139,828,745,1388,712,1367,869,653,183,396,0,75,19,0,0,0,0,1092,"Jefferson County, Arkansas",1310,1279,282,256,352,601,146,532,380,637,362,622,569,355,183,401,190,90,31,190,190,190,190,468
"G0500850","2014","AR",,,"Arkansas","05","Lonoke County","085",,,,,,,,,,,,,,,,,,"05000US05085","Lonoke County, Arkansas",8346,6870,0,108,248,106,47,157,527,730,1114,1067,153,473,129,285,101,362,455,621,150,37,0,1476,"Lonoke County, Arkansas",1339,1109,190,103,253,134,81,124,305,468,422,761,158,399,127,247,139,325,391,447,235,65,190,701
"G0501190","2014","AR",,,"Arkansas","05","Pulaski County","119",,,,,,,,,,,,,,,,,,"05000US05119","Pulaski County, Arkansas",63221,60856,576,1723,534,1636,1518,1313,2560,2810,4278,5081,6365,7642,6392,3579,4123,3182,1755,3607,858,628,696,2365,"Pulaski County, Arkansas",3979,4058,380,699,352,751,682,684,1028,920,1007,1256,1486,1641,1643,1469,1266,1223,670,1178,453,423,586,684
"G0501250","2014","AR",,,"Arkansas","05","Saline County","125",,,,,,,,,,,,,,,,,,"05000US05125","Saline County, Arkansas",11031,9889,0,76,0,72,414,323,813,662,954,434,1261,1039,349,216,750,484,398,1035,342,64,203,1142,"Saline County, Arkansas",1536,1405,190,91,190,115,321,239,521,425,468,301,622,546,289,216,516,436,352,605,395,106,146,572
"G0501310","2014","AR",,,"Arkansas","05","Sebastian County","131",,,,,,,,,,,,,,,,,,"05000US05131","Sebastian County, Arkansas",16910,15779,111,477,192,471,560,638,1914,2146,981,2381,1900,726,1153,594,685,529,76,151,0,94,0,1131,"Sebastian County, Arkansas",2003,2050,149,567,241,350,383,363,813,800,463,933,804,423,537,389,576,390,126,161,190,114,190,553
"G0501430","2014","AR",,,"Arkansas","05","Washington County","143",,,,,,,,,,,,,,,,,,"05000US05143","Washington County, Arkansas",36995,35364,296,216,81,437,359,1114,3324,3915,3312,2721,3908,3140,3421,994,478,2517,739,2460,1048,640,244,1631,"Washington County, Arkansas",2872,2892,357,237,132,280,474,593,1154,1286,1053,1009,1478,1119,1309,632,318,1038,388,1020,632,333,231,556
"G0501450","2014","AR",,,"Arkansas","05","White County","145",,,,,,,,,,,,,,,,,,"05000US05145","White County, Arkansas",9334,8219,361,373,112,159,381,649,654,1559,676,917,248,533,82,175,82,721,71,314,0,152,0,1115,"White County, Arkansas",1330,1333,294,300,97,189,305,378,371,788,473,506,193,371,106,175,130,533,120,257,190,234,190,417
"G0600010","2014","CA",,,"California","06","Alameda County","001",,,,,,,,,,,,,,,,,,"05000US06001","Alameda County, California",271437,264445,1716,1051,1184,3660,2861,2584,1879,2254,1291,2646,1621,4669,3053,4081,3756,16543,18348,48648,41681,59774,41145,6992,"Alameda County, California",5231,5204,627,437,518,909,671,665,847,706,601,794,550,973,738,950,876,2313,2372,3306,2799,3473,2989,1294
"G0600070","2014","CA",,,"California","06","Butte County","007",,,,,,,,,,,,,,,,,,"05000US06007","Butte County, California",34723,32942,186,92,196,656,261,584,995,645,734,1685,1692,2309,2808,1795,2695,3971,2769,5390,1999,1289,191,1781,"Butte County, California",2246,2093,233,87,200,303,246,378,451,681,394,802,787,786,998,616,713,1168,732,1222,791,590,152,626
"G0600130","2014","CA",,,"California","06","Contra Costa County","013",,,,,,,,,,,,,,,,,,"05000US06013","Contra Costa County, California",140950,136396,1222,295,1367,2183,1270,1008,1019,1235,555,1245,711,1411,892,1734,2272,6775,10084,24842,21436,37013,17827,4554,"Contra Costa County, California",4356,4488,559,241,780,954,697,590,602,580,497,703,502,597,475,661,832,1217,1827,2679,2435,3305,2585,937
"G0600170","2014","CA",,,"California","06","El Dorado County","017",,,,,,,,,,,,,,,,,,"05000US06017","El Dorado County, California",15122,13559,0,86,179,81,87,80,168,39,159,306,134,858,467,827,1267,1968,1516,1480,1549,1166,1142,1563,"El Dorado County, California",1938,1761,200,141,212,93,152,134,225,66,199,352,128,598,311,521,505,659,542,624,625,479,686,738
"G0600190","2014","CA",,,"California","06","Fresno County","019",,,,,,,,,,,,,,,,,,"05000US06019","Fresno County, California",145294,139431,2785,992,1048,2546,1813,2547,1683,3059,4572,7364,6996,11656,11374,9502,9187,18238,10384,19105,8737,3621,2222,5863,"Fresno County, California",4829,4919,886,546,618,793,665,729,553,762,1207,1457,1226,1990,1791,1539,1464,2358,1589,2543,1289,1141,735,898
"G0600230","2014","CA",,,"California","06","Humboldt County","023",,,,,,,,,,,,,,,,,,"05000US06023","Humboldt County, California",24514,23402,91,188,127,414,256,623,323,991,510,1317,1309,944,1406,1561,1685,3010,2406,2843,1932,1215,251,1112,"Humboldt County, California",1709,1695,142,219,160,286,218,341,306,544,328,564,565,571,497,627,675,1058,914,787,703,475,239,341
"G0600250","2014","CA",,,"California","06","Imperial County","025",,,,,,,,,,,,,,,,,,"05000US06025","Imperial County, California",18875,17302,342,149,584,662,274,710,985,1028,458,1097,413,1677,1703,480,851,1087,1519,1785,1280,218,0,1573,"Imperial County, California",1858,1873,405,153,319,460,254,416,509,468,368,519,288,649,752,279,508,655,851,687,657,226,200,545
"G0600290","2014","CA",,,"California","06","Kern County","029",,,,,,,,,,,,,,,,,,"05000US06029","Kern County, California",113407,107955,968,240,531,972,993,1619,2880,3268,4025,7682,6769,9002,9654,6815,6591,11681,7529,13749,7481,3969,1537,5452,"Kern County, California",4536,4493,570,221,477,458,482,536,1014,846,1019,1531,1651,1518,1579,1323,1298,2046,1427,2266,1683,1144,663,1028
"G0600310","2014","CA",,,"California","06","Kings County","031",,,,,,,,,,,,,,,,,,"05000US06031","Kings County, California",20212,19040,648,264,114,400,36,151,146,1049,1059,1660,1200,769,1647,1563,1043,988,1584,2863,1228,573,55,1172,"Kings County, California",1841,1860,428,352,116,349,59,235,245,494,722,829,554,402,664,609,559,507,667,862,535,368,91,519
"G0600330","2014","CA",,,"California","06","Lake County","033",,,,,,,,,,,,,,,,,,"05000US06033","Lake County, California",9764,9278,0,489,49,226,364,0,338,779,0,354,306,555,902,122,823,1342,318,1031,977,303,0,486,"Lake County, California",1383,1325,200,509,86,192,362,200,301,450,200,303,278,369,531,167,364,693,278,530,644,258,200,310
"G0600370","2014","CA",,,"California","06","Los Angeles County","037",,,,,,,,,,,,,,,,,,"05000US06037","Los Angeles County, California",1782312,1736501,8578,3316,5955,24571,13341,11093,8596,15486,11924,24100,18041,37325,35636,50541,58902,153078,178665,359925,244289,288199,184940,45811,"Los Angeles County, California",13796,14053,1502,867,1168,2239,1764,1624,1509,2018,1383,2099,1815,2698,2968,3129,3318,6324,7097,9266,7588,7749,6404,2934
"G0600390","2014","CA",,,"California","06","Madera County","039",,,,,,,,,,,,,,,,,,"05000US06039","Madera County, California",16583,14923,419,179,393,176,13,352,0,392,311,572,482,1334,1297,743,1104,2272,978,3016,360,74,456,1660,"Madera County, California",1624,1615,524,201,404,176,22,277,200,418,377,344,326,631,667,537,568,913,570,974,245,94,372,637
"G0600410","2014","CA",,,"California","06","Marin County","041",,,,,,,,,,,,,,,,,,"05000US06041","Marin County, California",39794,38350,247,0,439,556,185,358,31,248,192,876,94,351,230,45,129,285,1350,3196,5771,11533,12234,1444,"Marin County, California",2311,2399,210,200,496,451,220,352,54,411,219,543,103,239,179,75,204,248,459,886,1169,1340,1586,744
"G0600450","2014","CA",,,"California","06","Mendocino County","045",,,,,,,,,,,,,,,,,,"05000US06045","Mendocino County, California",14222,12732,30,553,433,489,338,379,226,208,333,867,114,241,311,495,1122,1251,803,2430,850,1091,168,1490,"Mendocino County, California",1664,1595,29,448,424,300,296,348,263,199,329,404,179,205,263,302,691,662,536,853,462,554,179,693
"G0600470","2014","CA",,,"California","06","Merced County","047",,,,,,,,,,,,,,,,,,"05000US06047","Merced County, California",39818,37301,353,15,211,720,598,695,867,1337,1251,3059,2140,3051,2469,3686,1618,5013,3742,5092,780,460,144,2517,"Merced County, California",2275,2222,243,26,244,409,348,430,625,578,524,778,736,849,709,1087,597,1246,893,1015,456,548,142,882
"G0600530","2014","CA",,,"California","06","Monterey County","053",,,,,,,,,,,,,,,,,,"05000US06053","Monterey County, California",60807,58899,235,231,98,917,311,531,212,823,118,804,401,1437,633,1030,2332,7176,4473,14014,7192,9866,6065,1908,"Monterey County, California",2585,2480,198,161,118,469,193,347,199,437,159,419,253,535,339,514,822,1190,943,1825,1358,1490,1062,648
"G0600550","2014","CA",,,"California","06","Napa County","055",,,,,,,,,,,,,,,,,,"05000US06055","Napa County, California",18524,17545,68,0,0,87,42,401,75,70,80,230,53,147,137,295,272,1106,1039,3215,3176,4222,2830,979,"Napa County, California",1516,1510,73,200,200,84,69,324,97,81,129,216,88,125,214,278,215,625,358,991,818,838,711,539
"G0600570","2014","CA",,,"California","06","Nevada County","057",,,,,,,,,,,,,,,,,,"05000US06057","Nevada County, California",,,,,,,,,,,,,,,,,,,,,,,,,"Nevada County, California",,,,,,,,,,,,,,,,,,,,,,,,
"G0600590","2014","CA",,,"California","06","Orange County","059",,,,,,,,,,,,,,,,,,"05000US06059","Orange County, California",433888,421454,1194,692,1971,3431,2181,1462,1126,2207,976,2324,1088,1563,2323,1717,2979,13376,19292,72158,82445,121989,84960,12434,"Orange County, California",7212,6950,598,469,919,899,635,702,513,682,413,695,528,565,781,616,914,1809,1954,4235,4038,4953,5008,1769
"G0600610","2014","CA",,,"California","06","Placer County","061",,,,,,,,,,,,,,,,,,"05000US06061","Placer County, California",40155,38819,38,122,146,282,185,134,46,76,40,744,690,853,696,1074,1790,4392,4017,7152,4954,8355,3033,1336,"Placer County, California",2468,2440,64,168,121,237,183,139,81,81,67,343,532,496,325,591,720,986,1022,1229,957,1460,813,559
"G0600650","2014","CA",,,"California","06","Riverside County","065",,,,,,,,,,,,,,,,,,"05000US06065","Riverside County, California",253365,243746,888,902,1736,3482,1782,2171,1983,1942,3814,4762,5411,7610,8610,9283,8881,26262,24120,46755,34770,34177,14405,9619,"Riverside County, California",7106,6849,639,456,577,906,630,691,662,556,1165,1230,1257,1378,1231,1668,1387,2483,2442,3581,2963,3200,1939,1725
"G0600670","2014","CA",,,"California","06","Sacramento County","067",,,,,,,,,,,,,,,,,,"05000US06067","Sacramento County, California",239612,232862,1181,1223,2034,2218,847,910,1793,3284,2512,5563,7838,9023,15037,16026,17735,29105,23120,42989,28567,16628,5229,6750,"Sacramento County, California",5760,5597,501,570,647,711,397,403,681,1275,863,1154,1413,1503,1887,2300,2247,2328,2828,3201,2838,1948,1116,1183
"G0600710","2014","CA",,,"California","06","San Bernardino County","071",,,,,,,,,,,,,,,,,,"05000US06071","San Bernardino County, California",261972,252326,1527,907,1530,2719,2316,2891,3229,5267,2422,5319,7300,7341,9698,9774,12304,27445,29694,51290,29161,29410,10782,9646,"San Bernardino County, California",4930,4914,573,458,665,958,1060,835,1033,1104,865,1145,1462,1215,1471,1538,2111,2564,2793,3659,3229,2741,1816,1192
"G0600730","2014","CA",,,"California","06","San Diego County","073",,,,,,,,,,,,,,,,,,"05000US06073","San Diego County, California",526535,511168,968,951,761,4200,2813,2291,3992,3334,2663,4972,4914,5545,5256,8073,13390,34289,43328,99354,80140,111872,78062,15367,"San Diego County, California",8844,8762,569,479,395,942,783,667,1364,1199,975,1035,1306,1338,1367,1544,2096,2852,3392,5450,5340,6032,4516,1957
"G0600750","2014","CA",,,"California","06","San Francisco County","075",,,,,,,,,,,,,,,,,,"05000US06075","San Francisco County, California",220569,214802,1295,823,871,3223,6211,1804,3349,4323,2294,3360,2331,3335,2154,3679,2591,9923,8425,23902,20167,44084,66658,5767,"San Francisco County, California",5746,5550,740,450,526,1079,1442,745,966,1064,793,1016,877,977,722,1032,763,1834,1161,2450,2282,3317,3758,1234
"G0600770","2014","CA",,,"California","06","San Joaquin County","077",,,,,,,,,,,,,,,,,,"05000US06077","San Joaquin County, California",103179,98268,469,160,342,942,850,1027,1214,2191,1888,3433,3565,5428,6007,5631,6557,14692,8929,15821,8622,8199,2301,4911,"San Joaquin County, California",3470,3613,269,202,249,433,350,525,674,738,666,808,816,1232,1151,1026,1397,1791,1572,1986,1458,1694,713,1102
"G0600790","2014","CA",,,"California","06","San Luis Obispo County","079",,,,,,,,,,,,,,,,,,"05000US06079","San Luis Obispo County, California",41443,39690,0,0,36,884,1163,268,95,132,261,904,293,233,559,1014,1191,3527,4533,8747,5023,7577,3250,1753,"San Luis Obispo County, California",2553,2533,200,200,60,680,578,294,114,130,346,490,259,222,337,455,641,907,1268,1614,1229,1156,1023,655
"G0600810","2014","CA",,,"California","06","San Mateo County","081",,,,,,,,,,,,,,,,,,"05000US06081","San Mateo County, California",106871,104059,248,0,365,940,221,905,243,724,46,363,359,638,402,1416,959,2135,2018,11679,14177,31536,34685,2812,"San Mateo County, California",3528,3476,149,200,417,516,238,493,194,477,76,302,269,477,349,665,419,742,571,1772,1878,2233,2344,773
"G0600830","2014","CA",,,"California","06","Santa Barbara County","083",,,,,,,,,,,,,,,,,,"05000US06083","Santa Barbara County, California",68259,66004,304,308,356,876,204,623,446,456,1088,401,1052,1192,1254,1051,1522,5453,2762,10902,12001,12487,11266,2255,"Santa Barbara County, California",2762,2878,176,321,288,522,190,340,466,296,768,253,534,657,513,612,644,1093,779,1573,1759,1994,1645,786
"G0600850","2014","CA",,,"California","06","Santa Clara County","085",,,,,,,,,,,,,,,,,,"05000US06085","Santa Clara County, California",272938,266282,917,471,360,1830,2736,2155,1312,1480,1304,3389,766,1960,940,2256,1331,5425,6668,28365,35936,77126,89555,6656,"Santa Clara County, California",5206,5197,608,327,268,523,744,684,516,576,628,1037,452,825,419,797,634,1071,1321,2577,3184,3378,4101,1103
"G0600870","2014","CA",,,"California","06","Santa Cruz County","087",,,,,,,,,,,,,,,,,,"05000US06087","Santa Cruz County, California",41734,40438,85,81,180,370,257,402,559,233,216,1090,471,704,730,293,1048,1784,2469,6496,5745,10486,6739,1296,"Santa Cruz County, California",2509,2343,119,105,175,307,286,309,572,285,211,788,346,564,512,208,585,746,911,1365,1432,1808,1583,864
"G0600890","2014","CA",,,"California","06","Shasta County","089",,,,,,,,,,,,,,,,,,"05000US06089","Shasta County, California",26369,25414,61,211,37,590,319,386,479,974,1113,1152,1716,2500,1746,1857,1408,2657,2177,3282,1043,1056,650,955,"Shasta County, California",1749,1755,80,211,64,341,223,265,357,470,578,439,683,694,731,636,543,750,748,809,403,511,391,484
"G0600950","2014","CA",,,"California","06","Solano County","095",,,,,,,,,,,,,,,,,,"05000US06095","Solano County, California",61243,59170,341,36,62,921,461,416,263,763,309,877,516,1093,792,2047,1005,5163,6564,12353,8481,13058,3649,2073,"Solano County, California",3010,3001,303,59,100,542,344,368,200,475,291,437,284,575,469,731,557,1162,1274,1701,1527,1859,1087,799
"G0600970","2014","CA",,,"California","06","Sonoma County","097",,,,,,,,,,,,,,,,,,"05000US06097","Sonoma County, California",79429,75626,35,240,160,1755,343,558,692,827,422,1177,353,744,1096,1433,949,4232,5453,17345,10855,19060,7897,3803,"Sonoma County, California",3827,3715,59,256,137,687,240,290,411,417,244,529,338,637,591,632,449,1034,1078,2267,1614,2356,1650,1166
"G0600990","2014","CA",,,"California","06","Stanislaus County","099",,,,,,,,,,,,,,,,,,"05000US06099","Stanislaus County, California",75602,72003,740,255,1221,841,771,1666,676,1168,1125,3443,2003,5610,4447,5435,6298,9233,8126,11394,4746,2355,450,3599,"Stanislaus County, California",3286,3329,443,245,507,445,315,727,471,520,474,1016,637,1340,1149,1108,1116,1416,1644,1690,1247,899,262,965
"G0601010","2014","CA",,,"California","06","Sutter County","101",,,,,,,,,,,,,,,,,,"05000US06101","Sutter County, California",12779,12225,0,39,0,272,122,282,144,151,283,502,955,1213,446,661,788,1541,753,2272,943,755,103,554,"Sutter County, California",1558,1547,200,62,200,250,179,361,144,144,214,316,534,506,296,309,463,681,386,934,467,438,152,316
