GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,S5EE001,S5EE002,S5EE003,S5EE004,S5EE005,S5EE006,S5EE007,S5EE008,S5EE009,S5EE010,S5EE011,S5EE012,S5EE013,S5EE014,S5EE015,S5EE016,S5EE017,S5EE018,S5EE019,S5EE020,S5EE021,S5EE022,S5EE023,S5EE024,NAME_M,S5EM001,S5EM002,S5EM003,S5EM004,S5EM005,S5EM006,S5EM007,S5EM008,S5EM009,S5EM010,S5EM011,S5EM012,S5EM013,S5EM014,S5EM015,S5EM016,S5EM017,S5EM018,S5EM019,S5EM020,S5EM021,S5EM022,S5EM023,S5EM024
"G0600830","2013","CA",,,"California","06","Santa Barbara County","083",,,,,,,,,,,,,,,,,,"05000US06083","Santa Barbara County, California",67582,64917,399,252,399,1132,445,234,335,612,554,1054,969,1193,1332,707,1819,4935,3978,12747,8137,12847,10837,2665,"Santa Barbara County, California",3230,3239,365,371,376,548,254,214,239,312,392,466,375,485,589,423,704,1158,1006,1866,1504,1887,1666,968
"G0600850","2013","CA",,,"California","06","Santa Clara County","085",,,,,,,,,,,,,,,,,,"05000US06085","Santa Clara County, California",272636,267208,1291,751,625,2578,1385,1796,1347,2306,929,2421,1130,2072,1374,2478,2267,6653,10266,38303,42237,73854,71145,5428,"Santa Clara County, California",6028,5990,816,480,409,804,678,794,702,641,499,685,461,669,538,989,657,1136,1942,3036,3289,4495,3888,1264
"G0600870","2013","CA",,,"California","06","Santa Cruz County","087",,,,,,,,,,,,,,,,,,"05000US06087","Santa Cruz County, California",37556,36250,167,113,216,345,343,1215,199,1194,191,885,153,503,402,1108,711,2065,2063,6393,5222,7479,5283,1306,"Santa Cruz County, California",2530,2668,160,199,255,243,243,782,190,739,226,547,145,381,438,788,675,820,872,1404,1201,1348,989,649
"G0600890","2013","CA",,,"California","06","Shasta County","089",,,,,,,,,,,,,,,,,,"05000US06089","Shasta County, California",27048,26163,224,108,135,582,355,476,508,1134,1283,1390,1836,2405,2180,1859,1318,3653,2079,2898,843,653,244,885,"Shasta County, California",1733,1735,249,130,189,404,286,357,408,679,512,640,725,749,647,830,551,746,690,799,476,364,252,354
"G0600950","2013","CA",,,"California","06","Solano County","095",,,,,,,,,,,,,,,,,,"05000US06095","Solano County, California",58260,56602,0,454,208,595,178,375,806,154,363,796,912,785,812,2076,1412,4800,5982,13061,8861,11791,2181,1658,"Solano County, California",3135,3050,203,368,161,340,217,285,505,129,274,556,612,441,374,1005,610,1113,1199,2015,1448,1975,696,505
"G0600970","2013","CA",,,"California","06","Sonoma County","097",,,,,,,,,,,,,,,,,,"05000US06097","Sonoma County, California",78405,75053,245,0,373,1595,663,484,660,1181,537,1899,591,1608,577,1212,1576,5546,7312,16652,12381,14538,5423,3352,"Sonoma County, California",3228,3253,233,203,331,778,325,350,378,563,481,888,442,631,346,489,688,1270,1539,2031,2166,1869,1244,1071
"G0600990","2013","CA",,,"California","06","Stanislaus County","099",,,,,,,,,,,,,,,,,,"05000US06099","Stanislaus County, California",72737,69024,75,100,978,703,700,643,892,859,809,2209,3076,4117,6420,5493,7923,10181,6090,10946,4144,1423,1243,3713,"Stanislaus County, California",2986,2981,90,134,571,363,422,310,595,413,503,812,1003,997,1641,1163,1420,1886,1297,1823,1378,819,582,1071
"G0601010","2013","CA",,,"California","06","Sutter County","101",,,,,,,,,,,,,,,,,,"05000US06101","Sutter County, California",12981,12538,0,92,0,125,442,39,154,181,285,295,757,921,940,1092,325,1796,1516,2101,789,548,140,443,"Sutter County, California",1322,1308,203,108,203,134,347,66,198,161,261,205,418,411,578,551,251,598,628,771,393,291,115,228
"G0601070","2013","CA",,,"California","06","Tulare County","107",,,,,,,,,,,,,,,,,,"05000US06107","Tulare County, California",62537,59982,351,382,663,1271,1035,1639,1676,2695,3138,4647,5061,5684,4490,3764,3394,6415,4524,6379,1241,1105,428,2555,"Tulare County, California",2708,2794,260,372,372,642,461,648,613,855,982,1200,1498,1421,1343,1057,1060,1537,897,1441,595,481,321,782
"G0601110","2013","CA",,,"California","06","Ventura County","111",,,,,,,,,,,,,,,,,,"05000US06111","Ventura County, California",97654,94488,194,0,675,1081,1843,966,847,841,454,1316,297,1252,812,937,1780,2888,4448,15273,15597,26558,16429,3166,"Ventura County, California",3470,3517,133,203,391,437,724,621,538,501,323,645,212,681,395,467,654,707,950,1775,1983,2740,2077,743
"G0601130","2013","CA",,,"California","06","Yolo County","113",,,,,,,,,,,,,,,,,,"05000US06113","Yolo County, California",36208,34348,269,94,391,555,0,211,120,692,393,709,1503,1620,1542,1106,1565,3165,3665,6323,4997,4042,1386,1860,"Yolo County, California",2198,2106,234,154,423,499,203,247,104,305,266,430,826,758,735,611,687,926,874,1177,1183,1039,591,781
"G0601150","2013","CA",,,"California","06","Yuba County","115",,,,,,,,,,,,,,,,,,"05000US06115","Yuba County, California",10823,10226,318,220,42,0,120,28,57,285,76,560,383,904,1134,706,758,617,450,1706,1259,410,193,597,"Yuba County, California",1299,1296,389,231,76,203,148,49,74,175,93,382,323,519,581,486,408,331,335,719,674,239,183,376
"G0800010","2013","CO",,,"Colorado","08","Adams County","001",,,,,,,,,,,,,,,,,,"05000US08001","Adams County, Colorado",56732,55449,148,103,153,703,561,300,282,488,1234,1822,2740,3211,4639,4312,4028,6185,7632,10214,3879,2332,483,1283,"Adams County, Colorado",2757,2617,124,174,180,421,376,282,205,349,704,594,967,892,1211,1153,1237,1349,1568,1637,1090,816,351,519
"G0800050","2013","CO",,,"Colorado","08","Arapahoe County","005",,,,,,,,,,,,,,,,,,"05000US08005","Arapahoe County, Colorado",88595,85772,472,229,316,500,535,378,823,36,798,1914,3062,4255,4852,4695,5970,13187,8762,17737,9212,6212,1827,2823,"Arapahoe County, Colorado",3103,3138,392,303,263,280,385,239,464,59,480,758,821,973,1241,1226,1347,1726,1405,2448,1569,1225,685,891
"G0800130","2013","CO",,,"Colorado","08","Boulder County","013",,,,,,,,,,,,,,,,,,"05000US08013","Boulder County, Colorado",45330,42834,191,209,116,503,191,349,213,377,332,110,396,1348,2131,1129,2135,4840,4945,7638,5782,6178,3721,2496,"Boulder County, Colorado",2503,2485,238,261,135,410,177,195,159,195,302,130,273,537,956,475,873,1147,1176,1142,1090,1286,910,777
"G0800310","2013","CO",,,"Colorado","08","Denver County","031",,,,,,,,,,,,,,,,,,"05000US08031","Denver County, Colorado",133858,131322,1694,1045,1838,2971,1128,1138,912,2297,1818,5645,5979,7282,7986,10288,9162,14681,11233,17890,11411,10320,4604,2536,"Denver County, Colorado",4593,4433,807,506,612,726,518,468,441,758,755,1276,1292,1484,1539,1816,1998,2124,1776,2399,1906,1504,1021,846
"G0800350","2013","CO",,,"Colorado","08","Douglas County","035",,,,,,,,,,,,,,,,,,"05000US08035","Douglas County, Colorado",,,,,,,,,,,,,,,,,,,,,,,,,"Douglas County, Colorado",,,,,,,,,,,,,,,,,,,,,,,,
"G0800410","2013","CO",,,"Colorado","08","El Paso County","041",,,,,,,,,,,,,,,,,,"05000US08041","El Paso County, Colorado",89403,87131,19,487,515,611,800,623,1352,2121,3471,5294,5685,5738,5700,4001,4356,7948,7177,16591,6984,5337,2321,2272,"El Paso County, Colorado",3457,3452,34,349,297,344,543,437,591,727,1071,1455,1236,1182,1280,985,1218,1534,1400,2440,1309,1029,779,872
"G0800590","2013","CO",,,"Colorado","08","Jefferson County","059",,,,,,,,,,,,,,,,,,"05000US08059","Jefferson County, Colorado",65685,63326,326,421,672,543,202,531,445,555,798,1178,1540,2410,3556,3578,4638,9526,6660,11597,7912,4671,1567,2359,"Jefferson County, Colorado",3073,2974,223,450,479,416,159,415,363,442,429,546,735,839,981,992,1209,1540,1178,1628,1559,929,617,644
"G0800690","2013","CO",,,"Colorado","08","Larimer County","069",,,,,,,,,,,,,,,,,,"05000US08069","Larimer County, Colorado",43793,42327,121,143,140,195,544,96,329,444,560,1893,1721,1204,2356,3074,2503,6872,4371,8195,4189,2450,927,1466,"Larimer County, Colorado",2846,2749,145,166,142,202,425,114,248,351,305,936,762,605,805,850,794,1128,1183,1459,1181,791,391,627
"G0800770","2013","CO",,,"Colorado","08","Mesa County","077",,,,,,,,,,,,,,,,,,"05000US08077","Mesa County, Colorado",18846,17477,0,370,204,314,248,408,62,292,1289,882,1031,1478,1806,363,1441,1408,1314,2195,1763,275,334,1369,"Mesa County, Colorado",2017,1929,195,470,234,209,183,431,104,276,814,453,607,552,871,330,715,754,650,773,781,415,222,783
"G0801010","2013","CO",,,"Colorado","08","Pueblo County","101",,,,,,,,,,,,,,,,,,"05000US08101","Pueblo County, Colorado",22810,21840,521,30,646,433,456,676,737,1927,1518,2443,1608,1222,1630,1291,537,2728,691,1925,296,388,137,970,"Pueblo County, Colorado",2023,2025,384,45,399,278,335,298,455,751,558,802,636,499,668,692,330,935,371,731,249,363,162,427
"G0801230","2013","CO",,,"Colorado","08","Weld County","123",,,,,,,,,,,,,,,,,,"05000US08123","Weld County, Colorado",27871,25991,110,300,227,523,376,466,478,699,1595,2245,1331,3218,1229,1198,1606,3114,2259,2444,1304,1016,253,1880,"Weld County, Colorado",2137,1976,129,279,198,266,300,309,343,392,578,878,625,881,516,563,592,828,652,689,558,472,135,598
"G0900010","2013","CT",,,"Connecticut","09","Fairfield County","001",,,,,,,,,,,,,,,,,,"05000US09001","Fairfield County, Connecticut",105532,100733,1413,1150,1333,2850,897,1312,1502,2247,919,1597,1002,1855,1921,3069,3444,7191,6990,18282,13000,17520,11239,4799,"Fairfield County, Connecticut",4720,4593,633,525,542,1015,432,474,746,963,442,580,435,765,748,1124,1145,1265,1354,2198,2019,1852,1426,1220
"G0900030","2013","CT",,,"Connecticut","09","Hartford County","003",,,,,,,,,,,,,,,,,,"05000US09003","Hartford County, Connecticut",122513,117834,3342,1868,2365,3178,2020,3167,1395,3036,1647,2805,2102,5394,5991,6509,8614,16749,12117,21596,7275,4896,1768,4679,"Hartford County, Connecticut",4419,4329,1127,796,689,939,751,886,591,901,595,698,738,1351,1258,1262,1665,2327,1909,2382,1220,1314,600,1157
"G0900050","2013","CT",,,"Connecticut","09","Litchfield County","005",,,,,,,,,,,,,,,,,,"05000US09005","Litchfield County, Connecticut",18231,16894,100,186,356,104,48,605,528,513,131,1415,141,1152,933,2436,1269,1725,1129,2875,584,446,218,1337,"Litchfield County, Connecticut",1719,1575,122,189,212,90,78,466,468,325,102,636,130,698,398,820,711,600,473,933,316,270,161,488
"G0900070","2013","CT",,,"Connecticut","09","Middlesex County","007",,,,,,,,,,,,,,,,,,"05000US09007","Middlesex County, Connecticut",15852,14582,169,179,125,195,98,0,275,784,136,506,101,509,278,1248,1083,2558,1539,2678,941,927,253,1270,"Middlesex County, Connecticut",1645,1581,224,181,147,168,138,201,225,495,175,320,164,388,218,549,521,939,771,793,420,504,246,627
"G0900090","2013","CT",,,"Connecticut","09","New Haven County","009",,,,,,,,,,,,,,,,,,"05000US09009","New Haven County, Connecticut",122687,117975,1089,2221,1397,2971,1728,1617,949,2490,2999,2330,2988,4505,6864,7836,6134,16740,12977,20862,9191,7194,2893,4712,"New Haven County, Connecticut",4031,3789,455,794,561,923,589,571,493,819,869,748,911,972,1338,1592,1460,2386,1920,2359,1563,1334,737,1089
"G0900110","2013","CT",,,"Connecticut","09","New London County","011",,,,,,,,,,,,,,,,,,"05000US09011","New London County, Connecticut",36153,34278,128,620,785,247,637,701,199,1010,528,1336,608,943,1632,1719,1771,5275,4679,5554,3789,1416,701,1875,"New London County, Connecticut",2264,2076,157,377,611,252,501,429,239,571,481,745,436,422,664,686,615,1076,1116,1090,1152,560,397,850
"G0900130","2013","CT",,,"Connecticut","09","Tolland County","013",,,,,,,,,,,,,,,,,,"05000US09013","Tolland County, Connecticut",16025,14983,0,0,230,94,166,160,207,340,225,325,257,468,453,1187,1474,1726,1616,3102,1491,936,526,1042,"Tolland County, Connecticut",1735,1712,201,201,142,111,170,196,234,278,187,317,234,285,329,654,765,746,797,1111,794,514,569,516
"G0900150","2013","CT",,,"Connecticut","09","Windham County","015",,,,,,,,,,,,,,,,,,"05000US09015","Windham County, Connecticut",14389,13627,375,118,429,233,380,51,179,162,481,897,740,1246,1228,866,940,2780,432,1241,564,163,122,762,"Windham County, Connecticut",1715,1606,427,188,350,194,315,87,190,196,299,568,549,526,517,404,624,956,280,618,363,137,175,483
"G1000010","2013","DE",,,"Delaware","10","Kent County","001",,,,,,,,,,,,,,,,,,"05000US10001","Kent County, Delaware",17417,16675,463,281,239,187,408,315,461,594,516,909,490,970,777,1927,677,2191,1593,1940,1258,327,152,742,"Kent County, Delaware",1708,1725,295,261,206,161,407,305,365,303,340,507,341,519,342,603,431,799,656,573,709,179,193,358
"G1000030","2013","DE",,,"Delaware","10","New Castle County","003",,,,,,,,,,,,,,,,,,"05000US10003","New Castle County, Delaware",61175,58314,610,759,989,599,584,826,470,628,596,1595,1727,1479,3138,3009,4810,9812,8518,11244,4185,2201,535,2861,"New Castle County, Delaware",3377,3344,460,373,582,410,311,370,358,309,449,604,614,545,883,736,1123,1535,1684,1719,1290,994,237,1062
"G1000050","2013","DE",,,"Delaware","10","Sussex County","005",,,,,,,,,,,,,,,,,,"05000US10005","Sussex County, Delaware",17432,15037,348,751,480,292,143,284,16,893,272,781,902,488,1417,722,450,2120,1467,2816,221,107,67,2395,"Sussex County, Delaware",1974,1868,329,544,381,244,105,254,29,341,202,381,412,215,635,491,276,775,553,982,145,121,113,775
"G1100010","2013","DC",,,"District of Columbia","11","District of Columbia","001",,,,,,,,,,,,,,,,,,"05000US11001","District of Columbia, District of Columbia",161138,156499,3605,1801,2538,4899,1989,1084,1439,1426,837,2116,1728,2669,3574,5092,4063,11565,10421,19635,17241,27487,31290,4639,"District of Columbia, District of Columbia",4370,4214,904,660,857,977,707,438,546,632,309,773,677,974,987,1138,1050,1611,1639,2107,2338,2647,2523,1075
"G1200010","2013","FL",,,"Florida","12","Alachua County","001",,,,,,,,,,,,,,,,,,"05000US12001","Alachua County, Florida",47135,45586,255,534,106,528,288,959,862,1336,3158,5071,4637,2850,2562,3520,2367,4719,3624,5291,1283,1290,346,1549,"Alachua County, Florida",3076,3114,269,455,178,346,282,588,537,601,1026,1357,1205,835,832,982,1011,1112,1163,1233,644,602,249,790
"G1200050","2013","FL",,,"Florida","12","Bay County","005",,,,,,,,,,,,,,,,,,"05000US12005","Bay County, Florida",25426,24033,165,69,200,499,198,559,366,511,908,2280,1737,2607,1321,656,1526,3119,2120,2454,1825,716,197,1393,"Bay County, Florida",2211,2253,205,82,209,323,206,354,321,257,636,882,734,854,530,379,584,908,779,709,729,400,155,552
"G1200090","2013","FL",,,"Florida","12","Brevard County","009",,,,,,,,,,,,,,,,,,"05000US12009","Brevard County, Florida",62050,59293,473,217,447,1324,1146,706,520,1172,2183,2911,3829,4585,4423,6511,3758,8695,4639,6726,3168,1431,429,2757,"Brevard County, Florida",4548,4479,396,204,269,896,751,424,336,620,767,674,1141,1454,1055,1456,1138,1758,1307,1300,1203,665,253,800
"G1200110","2013","FL",,,"Florida","12","Broward County","011",,,,,,,,,,,,,,,,,,"05000US12011","Broward County, Florida",244557,235110,1057,1313,1147,2353,500,1754,1220,713,1025,2965,1780,6182,7785,10995,11847,27395,30968,53629,29464,28612,12406,9447,"Broward County, Florida",6503,6209,527,676,619,767,410,994,670,376,515,819,571,1313,1370,1764,1839,2848,3205,3795,3248,2896,2115,1880
"G1200150","2013","FL",,,"Florida","12","Charlotte County","015",,,,,,,,,,,,,,,,,,"05000US12015","Charlotte County, Florida",14761,14016,99,89,0,173,273,224,79,518,81,854,871,1690,1581,372,992,1106,1707,1538,707,692,370,745,"Charlotte County, Florida",1760,1708,158,108,218,207,289,191,131,363,136,506,389,778,662,219,515,508,681,583,472,523,275,290
"G1200170","2013","FL",,,"Florida","12","Citrus County","017",,,,,,,,,,,,,,,,,,"05000US12017","Citrus County, Florida",12206,11127,192,159,49,49,583,54,0,888,901,1028,1238,934,692,768,386,1429,125,887,327,360,78,1079,"Citrus County, Florida",1973,1809,223,184,88,80,568,90,218,490,545,647,570,506,464,490,246,674,151,681,492,395,127,487
"G1200190","2013","FL",,,"Florida","12","Clay County","019",,,,,,,,,,,,,,,,,,"05000US12019","Clay County, Florida",16802,16120,92,61,0,81,0,242,0,103,0,348,1503,882,1275,2000,1586,1229,2724,3098,476,420,0,682,"Clay County, Florida",2414,2308,111,107,218,68,218,249,218,124,218,321,656,588,700,857,774,670,1145,1189,290,287,218,401
"G1200210","2013","FL",,,"Florida","12","Collier County","021",,,,,,,,,,,,,,,,,,"05000US12021","Collier County, Florida",37894,35431,52,64,232,261,229,541,485,308,305,433,574,1201,2009,1747,3134,7262,3665,4737,3192,3083,1917,2463,"Collier County, Florida",3218,2885,85,111,244,215,222,407,391,211,198,262,422,566,875,625,973,1532,1321,1203,1019,1258,727,1046
"G1200230","2013","FL",,,"Florida","12","Columbia County","023",,,,,,,,,,,,,,,,,,"05000US12023","Columbia County, Florida",,,,,,,,,,,,,,,,,,,,,,,,,"Columbia County, Florida",,,,,,,,,,,,,,,,,,,,,,,,
"G1200310","2013","FL",,,"Florida","12","Duval County","031",,,,,,,,,,,,,,,,,,"05000US12031","Duval County, Florida",135309,129304,2231,880,1556,2484,813,964,1260,3326,3373,7451,9297,10647,8444,7746,8983,18156,10935,19320,7115,2953,1370,6005,"Duval County, Florida",5288,5069,740,464,595,793,465,544,484,885,1005,1748,1702,1903,1794,1655,1260,2513,2105,2595,1628,898,494,1491
"G1200330","2013","FL",,,"Florida","12","Escambia County","033",,,,,,,,,,,,,,,,,,"05000US12033","Escambia County, Florida",42776,40565,469,307,512,477,290,690,709,1758,1665,2931,2120,3314,4821,2296,3155,3772,4783,4089,1147,785,475,2211,"Escambia County, Florida",2965,3035,330,258,326,323,228,334,498,737,653,942,721,941,1310,824,1215,1116,1543,1240,514,559,226,677
"G1200350","2013","FL",,,"Florida","12","Flagler County","035",,,,,,,,,,,,,,,,,,"05000US12035","Flagler County, Florida",,,,,,,,,,,,,,,,,,,,,,,,,"Flagler County, Florida",,,,,,,,,,,,,,,,,,,,,,,,
"G1200530","2013","FL",,,"Florida","12","Hernando County","053",,,,,,,,,,,,,,,,,,"05000US12053","Hernando County, Florida",18050,16419,39,54,0,136,0,43,937,519,180,1631,953,1691,1450,1419,1998,2581,1519,670,295,229,75,1631,"Hernando County, Florida",2097,1843,66,90,218,157,218,73,577,297,238,775,604,771,584,726,897,900,568,409,260,227,122,854
"G1200550","2013","FL",,,"Florida","12","Highlands County","055",,,,,,,,,,,,,,,,,,"05000US12055","Highlands County, Florida",9722,8766,394,97,33,387,167,1385,183,308,1033,571,580,1112,288,0,540,347,577,135,79,176,374,956,"Highlands County, Florida",1892,1857,367,117,59,450,188,673,155,277,499,382,286,688,294,218,448,306,480,166,133,213,315,586
"G1200570","2013","FL",,,"Florida","12","Hillsborough County","057",,,,,,,,,,,,,,,,,,"05000US12057","Hillsborough County, Florida",207422,199825,1684,2391,1880,2593,1189,1471,2648,4549,5308,7830,9778,14878,10954,15021,11795,27728,18887,29919,13117,10462,5743,7597,"Hillsborough County, Florida",5297,5184,709,852,837,868,501,747,1043,1267,1314,1582,1592,2091,1767,2169,1934,2880,2388,2912,2163,1848,1243,1114
"G1200610","2013","FL",,,"Florida","12","Indian River County","061",,,,,,,,,,,,,,,,,,"05000US12061","Indian River County, Florida",16218,15591,0,0,39,74,104,316,722,492,343,931,1251,1567,1271,962,924,2799,1291,1362,171,451,521,627,"Indian River County, Florida",1795,1803,218,218,65,125,158,387,416,446,373,530,517,769,581,478,441,1010,573,544,168,297,531,339
"G1200690","2013","FL",,,"Florida","12","Lake County","069",,,,,,,,,,,,,,,,,,"05000US12069","Lake County, Florida",32371,31175,451,900,125,230,25,1099,477,2178,1507,2450,1418,2597,2479,2129,2529,3120,2078,2906,1132,566,779,1196,"Lake County, Florida",3007,3016,322,581,203,311,42,820,513,1000,786,1156,797,1205,1084,899,1072,1163,807,1087,631,421,447,430
"G1200710","2013","FL",,,"Florida","12","Lee County","071",,,,,,,,,,,,,,,,,,"05000US12071","Lee County, Florida",74124,70159,233,222,407,292,320,912,837,1381,1962,2036,4373,7682,4580,5954,5056,10458,6126,7301,4295,3505,2227,3965,"Lee County, Florida",3993,3855,253,199,427,282,244,527,475,665,736,725,1013,1483,1239,1073,1067,1761,1147,1230,1416,1073,766,1057
