GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AHPKE001,AHPKE002,AHPKE003,AHPKE004,AHPKE005,AHPKE006,AHPKE007,AHPKE008,AHPKE009,AHPKE010,AHPKE011,AHPKE012,AHPKE013,AHPKE014,AHPKE015,AHPKE016,AHPKE017,AHPKE018,AHPKE019,AHPKE020,AHPKE021,AHPKE022,AHPKE023,AHPKE024,AHPKE025,AHPKE026,AHPKE027,NAME_M,AHPKM001,AHPKM002,AHPKM003,AHPKM004,AHPKM005,AHPKM006,AHPKM007,AHPKM008,AHPKM009,AHPKM010,AHPKM011,AHPKM012,AHPKM013,AHPKM014,AHPKM015,AHPKM016,AHPKM017,AHPKM018,AHPKM019,AHPKM020,AHPKM021,AHPKM022,AHPKM023,AHPKM024,AHPKM025,AHPKM026,AHPKM027
"G0600730","2017","CA",,,"California","06","San Diego County","073",,,,,,,,,,,,,,,,,,"05000US06073","San Diego County, California",523870,510377,1662,1167,1134,4602,3392,3057,1649,3513,2956,4721,1774,4192,4054,5358,5905,16965,24865,77474,85085,141340,68550,27995,11877,7090,13493,"San Diego County, California",9638,9400,728,592,606,1249,1095,847,590,980,1111,1212,727,1154,1083,1304,1234,2237,2838,4466,5298,6712,5615,3065,2225,1693,1860
"G0600750","2017","CA",,,"California","06","San Francisco County","075",,,,,,,,,,,,,,,,,,"05000US06075","San Francisco County, California",228747,223346,988,859,1242,4060,6694,2952,3527,3974,2110,4033,2213,2338,1969,3104,1857,8056,7652,20002,15885,32314,29953,28078,22371,17115,5401,"San Francisco County, California",5151,5115,511,546,683,1068,1397,1183,1035,1315,766,1078,747,927,679,903,793,1705,1577,2372,2208,2810,2991,2355,2638,2018,1159
"G0600770","2017","CA",,,"California","06","San Joaquin County","077",,,,,,,,,,,,,,,,,,"05000US06077","San Joaquin County, California",97524,93689,257,222,853,544,746,835,836,1317,1865,3140,1653,3448,3862,7121,4846,10120,7739,17032,11784,11938,2105,1044,254,128,3835,"San Joaquin County, California",4090,4199,223,330,509,263,288,409,453,540,828,980,689,1023,919,1356,1217,1401,1535,2052,2202,2100,672,549,187,70,1015
"G0600790","2017","CA",,,"California","06","San Luis Obispo County","079",,,,,,,,,,,,,,,,,,"05000US06079","San Luis Obispo County, California",41440,39852,0,0,0,484,766,424,0,252,296,583,285,517,165,832,893,1404,2977,8080,7877,8929,3124,1094,481,389,1588,"San Luis Obispo County, California",2744,2665,210,210,210,414,503,379,210,230,349,389,246,464,147,552,497,581,921,1703,1267,1712,977,563,309,319,671
"G0600810","2017","CA",,,"California","06","San Mateo County","081",,,,,,,,,,,,,,,,,,"05000US06081","San Mateo County, California",107928,105074,187,46,303,754,255,376,132,1129,0,204,563,835,357,508,404,1740,1085,6235,7190,22865,22615,17455,10204,9632,2854,"San Mateo County, California",3390,3347,302,77,264,349,206,441,155,685,210,212,487,451,249,359,246,790,604,1444,1422,2112,2275,1986,1291,1422,790
"G0600830","2017","CA",,,"California","06","Santa Barbara County","083",,,,,,,,,,,,,,,,,,"05000US06083","Santa Barbara County, California",72047,69942,672,318,377,567,797,234,183,641,197,928,398,958,892,1534,607,2528,4384,9596,8761,17489,8263,5630,2306,1682,2105,"Santa Barbara County, California",2710,2772,612,243,351,299,465,209,165,384,208,518,386,555,510,731,429,784,1191,1538,1316,2120,1727,1302,655,588,886
"G0600850","2017","CA",,,"California","06","Santa Clara County","085",,,,,,,,,,,,,,,,,,"05000US06085","Santa Clara County, California",273534,265966,569,436,560,1917,2796,997,304,2059,1730,1744,1296,2027,712,1894,1566,2461,3942,17025,18938,54638,58867,44489,26307,18692,7568,"Santa Clara County, California",6350,6181,449,363,376,763,868,576,216,953,740,733,610,761,381,725,602,682,854,2060,2377,3327,4059,3375,2624,1919,1344
"G0600870","2017","CA",,,"California","06","Santa Cruz County","087",,,,,,,,,,,,,,,,,,"05000US06087","Santa Cruz County, California",36255,34614,246,111,293,0,724,602,317,606,84,468,133,719,290,797,944,1803,820,2964,3918,9175,5964,2868,383,385,1641,"Santa Cruz County, California",2600,2538,394,182,376,210,595,368,397,426,107,334,149,568,267,498,551,853,641,871,1359,1795,1346,853,231,291,748
"G0600890","2017","CA",,,"California","06","Shasta County","089",,,,,,,,,,,,,,,,,,"05000US06089","Shasta County, California",25529,24278,639,0,137,184,166,467,181,839,933,1448,1588,771,1362,2015,1235,3245,2044,3243,1694,1269,391,128,0,299,1251,"Shasta County, California",1668,1704,456,210,115,183,115,452,213,512,477,711,776,433,597,781,489,1013,782,959,659,645,296,201,210,251,492
"G0600950","2017","CA",,,"California","06","Solano County","095",,,,,,,,,,,,,,,,,,"05000US06095","Solano County, California",61667,59671,311,304,558,914,312,653,284,239,244,588,383,1022,725,491,1070,2880,3897,10015,8126,18080,6371,1768,211,225,1996,"Solano County, California",3277,3152,271,290,502,542,330,568,259,180,198,392,384,679,598,378,510,1035,984,1314,1490,2126,1172,888,200,199,645
"G0600970","2017","CA",,,"California","06","Sonoma County","097",,,,,,,,,,,,,,,,,,"05000US06097","Sonoma County, California",73098,70190,98,107,708,424,858,614,832,985,196,666,186,597,492,821,510,3487,2909,11732,10932,19198,9140,3207,1306,185,2908,"Sonoma County, California",3085,2975,125,158,558,314,494,507,463,405,240,387,301,406,534,445,340,1122,1041,1699,1854,2323,1711,898,622,149,937
"G0600990","2017","CA",,,"California","06","Stanislaus County","099",,,,,,,,,,,,,,,,,,"05000US06099","Stanislaus County, California",74274,71342,486,204,204,674,526,397,477,1542,450,2994,1350,2762,2414,4228,3552,10155,7425,17498,7541,4506,612,850,324,171,2932,"Stanislaus County, California",3282,3160,403,308,194,453,316,277,339,785,263,1177,550,916,848,1149,1213,1610,1560,2202,1472,1438,453,483,321,229,903
"G0601010","2017","CA",,,"California","06","Sutter County","101",,,,,,,,,,,,,,,,,,"05000US06101","Sutter County, California",12248,11718,203,81,0,128,315,95,65,223,156,392,500,964,834,454,574,1188,1059,2944,968,235,88,0,252,0,530,"Sutter County, California",1156,1128,231,120,210,127,326,160,123,200,227,275,302,534,390,293,376,438,488,675,481,246,128,210,312,210,309
"G0601070","2017","CA",,,"California","06","Tulare County","107",,,,,,,,,,,,,,,,,,"05000US06107","Tulare County, California",62048,58993,124,62,332,854,1130,889,1600,1531,2863,4343,4504,4065,4038,4072,4172,7715,6203,7251,1716,1039,462,28,0,0,3055,"Tulare County, California",3160,3077,207,103,259,600,606,364,695,655,1119,1046,1306,1351,1038,1065,1080,1262,1397,2013,617,564,456,48,210,210,799
"G0601110","2017","CA",,,"California","06","Ventura County","111",,,,,,,,,,,,,,,,,,"05000US06111","Ventura County, California",101162,97465,77,40,462,1388,914,831,953,220,436,753,371,1491,551,490,684,2838,3020,11282,12791,31991,16030,6671,2021,1160,3697,"Ventura County, California",3565,3629,93,69,403,515,483,464,674,157,491,437,301,838,396,273,513,889,868,1393,1745,2815,1900,1087,754,640,895
"G0601130","2017","CA",,,"California","06","Yolo County","113",,,,,,,,,,,,,,,,,,"05000US06113","Yolo County, California",36609,35129,0,262,388,841,375,253,215,943,481,735,632,530,934,1230,1385,2611,2115,8317,4535,5072,2389,333,251,302,1480,"Yolo County, California",1784,1754,210,244,364,524,318,259,329,431,336,561,441,401,570,642,706,974,935,1351,1053,944,886,239,205,397,719
"G0601150","2017","CA",,,"California","06","Yuba County","115",,,,,,,,,,,,,,,,,,"05000US06115","Yuba County, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yuba County, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G0800010","2017","CO",,,"Colorado","08","Adams County","001",,,,,,,,,,,,,,,,,,"05000US08001","Adams County, Colorado",56055,54816,61,170,195,205,535,159,73,449,98,691,517,83,1063,1676,1972,4063,6390,14633,11068,9379,1135,107,94,0,1239,"Adams County, Colorado",3263,3099,110,182,177,186,410,198,122,354,90,399,355,83,622,754,797,1154,1735,1971,1734,1656,640,130,112,200,624
"G0800050","2017","CO",,,"Colorado","08","Arapahoe County","005",,,,,,,,,,,,,,,,,,"05000US08005","Arapahoe County, Colorado",87492,85525,726,39,398,527,280,236,79,233,362,419,686,840,565,1345,1763,5867,7575,19478,17807,17980,6018,1170,477,655,1967,"Arapahoe County, Colorado",3295,3148,487,64,298,404,238,228,132,157,325,355,491,490,385,454,580,1147,1455,1723,1948,2118,1455,554,318,335,716
"G0800130","2017","CO",,,"Colorado","08","Boulder County","013",,,,,,,,,,,,,,,,,,"05000US08013","Boulder County, Colorado",49570,48652,350,462,734,564,127,154,75,146,235,94,332,293,384,578,393,2496,3328,8282,8075,12915,4619,1423,933,1660,918,"Boulder County, Colorado",2910,2972,336,406,454,474,143,149,124,144,238,78,261,200,294,351,372,782,921,1466,1371,2018,1187,628,569,600,572
"G0800140","2017","CO",,,"Colorado","08","Broomfield County","014",,,,,,,,,,,,,,,,,,"05000US08014","Broomfield County, Colorado",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Broomfield County, Colorado",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G0800310","2017","CO",,,"Colorado","08","Denver County","031",,,,,,,,,,,,,,,,,,"05000US08031","Denver County, Colorado",148370,144773,1562,230,1318,3734,1194,1261,1470,644,1252,1127,624,1410,2267,2003,4068,10997,13360,29316,24324,27695,10211,3325,851,530,3597,"Denver County, Colorado",4839,4865,723,249,510,1073,764,496,666,367,706,489,453,515,874,715,1191,2248,2037,2942,2373,2465,1860,1224,515,344,1022
"G0800350","2017","CO",,,"Colorado","08","Douglas County","035",,,,,,,,,,,,,,,,,,"05000US08035","Douglas County, Colorado",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Douglas County, Colorado",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G0800410","2017","CO",,,"Colorado","08","El Paso County","041",,,,,,,,,,,,,,,,,,"05000US08041","El Paso County, Colorado",95485,93537,521,237,169,608,554,211,530,863,927,1493,1981,3804,5504,5634,5585,9387,9163,17480,14417,11129,2082,772,66,420,1948,"El Paso County, Colorado",3450,3433,378,250,167,437,442,227,421,451,461,584,751,1110,1360,1119,1365,1759,1450,2300,2138,1835,679,388,109,426,645
"G0800590","2017","CO",,,"Colorado","08","Jefferson County","059",,,,,,,,,,,,,,,,,,"05000US08059","Jefferson County, Colorado",66200,64442,112,170,615,236,42,175,203,461,89,413,768,820,1344,1486,1603,4763,5482,12300,13798,13971,3380,879,898,434,1758,"Jefferson County, Colorado",2936,2915,184,164,518,150,69,168,250,318,87,269,449,494,630,600,733,1153,1238,1675,1729,1822,936,511,547,363,468
"G0800690","2017","CO",,,"Colorado","08","Larimer County","069",,,,,,,,,,,,,,,,,,"05000US08069","Larimer County, Colorado",45059,42946,67,112,335,319,240,200,730,426,190,840,548,1516,975,1421,1492,3236,4631,8053,8209,7156,1527,385,211,127,2113,"Larimer County, Colorado",2964,2952,80,195,278,270,239,172,501,382,243,429,295,958,534,499,613,1153,1058,1349,1525,1315,513,301,207,154,1021
"G0800770","2017","CO",,,"Colorado","08","Mesa County","077",,,,,,,,,,,,,,,,,,"05000US08077","Mesa County, Colorado",19712,18612,111,88,68,1233,279,346,425,109,352,547,769,1636,1024,1733,606,1633,2240,3850,817,542,0,0,34,170,1100,"Mesa County, Colorado",2060,2070,155,100,112,581,342,397,233,135,218,391,427,767,544,762,384,565,979,1318,433,418,200,200,60,196,664
"G0801010","2017","CO",,,"Colorado","08","Pueblo County","101",,,,,,,,,,,,,,,,,,"05000US08101","Pueblo County, Colorado",24158,22902,85,450,174,1146,333,621,677,1304,1686,2045,1776,1247,1676,1916,1621,1746,1243,1516,939,519,182,0,0,0,1256,"Pueblo County, Colorado",2105,1944,105,433,132,520,207,474,437,630,678,725,615,643,611,700,675,585,502,614,452,371,205,200,200,200,597
"G0801230","2017","CO",,,"Colorado","08","Weld County","123",,,,,,,,,,,,,,,,,,"05000US08123","Weld County, Colorado",27222,25736,64,100,444,245,257,80,272,624,269,1599,492,1544,1150,1071,2248,2774,2256,3287,3292,3065,222,289,92,0,1486,"Weld County, Colorado",2112,1997,86,106,302,342,307,80,219,307,233,787,236,731,485,521,787,798,587,826,941,1014,185,196,109,200,507
"G0900010","2017","CT",,,"Connecticut","09","Fairfield County","001",,,,,,,,,,,,,,,,,,"05000US09001","Fairfield County, Connecticut",111658,107011,1626,1267,1872,2683,1161,800,775,1336,1496,1527,1106,1486,1011,2095,2515,6064,6246,20231,11415,21048,10251,4691,2394,1915,4647,"Fairfield County, Connecticut",4270,4179,835,699,846,904,501,387,680,550,658,624,655,798,500,749,896,1389,1610,2374,1890,2162,1605,1153,820,785,1012
"G0900030","2017","CT",,,"Connecticut","09","Hartford County","003",,,,,,,,,,,,,,,,,,"05000US09003","Hartford County, Connecticut",121506,116285,1950,1518,2001,2112,969,2049,1917,1775,1589,2129,2628,3270,3149,5921,7453,15577,16250,23149,11107,7163,1688,211,195,515,5221,"Hartford County, Connecticut",3847,3754,762,768,675,697,402,717,651,735,700,766,788,873,802,1353,1554,2174,2129,2663,1664,1327,595,187,249,272,1256
"G0900050","2017","CT",,,"Connecticut","09","Litchfield County","005",,,,,,,,,,,,,,,,,,"05000US09005","Litchfield County, Connecticut",17146,16411,62,69,90,368,255,38,205,461,207,801,257,921,817,1241,946,2352,2151,2957,1348,738,90,0,0,37,735,"Litchfield County, Connecticut",1791,1730,109,119,107,365,199,48,141,385,202,417,132,507,428,519,558,785,858,1008,545,488,124,207,207,62,243
"G0900070","2017","CT",,,"Connecticut","09","Middlesex County","007",,,,,,,,,,,,,,,,,,"05000US09007","Middlesex County, Connecticut",19167,17880,25,181,464,219,371,245,283,0,675,97,86,548,284,1281,1004,2188,1609,4505,2217,1168,299,0,131,0,1287,"Middlesex County, Connecticut",1765,1687,41,247,383,172,278,196,260,207,536,133,156,379,229,762,524,908,755,917,846,579,271,207,111,207,576
"G0900090","2017","CT",,,"Connecticut","09","New Haven County","009",,,,,,,,,,,,,,,,,,"05000US09009","New Haven County, Connecticut",123337,118093,1924,1288,876,2556,1498,2027,1773,2114,1033,3181,1864,3330,3646,4788,7554,11228,17290,24557,11881,9968,2134,941,452,190,5244,"New Haven County, Connecticut",4564,4544,903,575,517,679,621,888,814,747,512,1109,707,1009,1013,1177,1545,1876,2576,2807,1795,1477,935,512,453,214,1392
"G0900110","2017","CT",,,"Connecticut","09","New London County","011",,,,,,,,,,,,,,,,,,"05000US09011","New London County, Connecticut",35217,34238,266,59,675,535,41,600,378,578,1128,1312,744,1416,663,1205,1841,5340,4034,6010,4033,2577,586,175,42,0,979,"New London County, Connecticut",2990,2996,320,92,450,345,72,521,285,392,642,779,476,528,354,561,820,1342,1398,1345,1297,941,285,215,69,207,480
"G0900130","2017","CT",,,"Connecticut","09","Tolland County","013",,,,,,,,,,,,,,,,,,"05000US09013","Tolland County, Connecticut",17052,16449,0,0,0,48,174,401,298,286,0,157,170,665,727,976,777,3169,2463,2152,2227,1450,261,48,0,0,603,"Tolland County, Connecticut",1741,1722,207,207,207,78,185,405,246,278,207,138,205,487,484,666,450,1081,734,1016,829,645,293,81,207,207,492
"G0900150","2017","CT",,,"Connecticut","09","Windham County","015",,,,,,,,,,,,,,,,,,"05000US09015","Windham County, Connecticut",13445,12928,413,0,46,560,878,228,188,458,592,654,655,865,1218,606,698,2217,880,1213,306,25,116,0,112,0,517,"Windham County, Connecticut",1570,1548,342,207,81,485,587,311,193,407,405,419,406,463,640,387,540,844,423,640,204,43,109,207,186,207,294
"G1000010","2017","DE",,,"Delaware","10","Kent County","001",,,,,,,,,,,,,,,,,,"05000US10001","Kent County, Delaware",18905,17659,356,182,897,366,291,141,319,116,212,547,481,1143,1102,1184,604,2221,2268,3649,1272,259,0,49,0,0,1246,"Kent County, Delaware",2334,2297,339,210,741,239,330,162,345,159,243,349,421,594,678,732,330,839,914,1275,566,217,198,76,198,198,670
"G1000030","2017","DE",,,"Delaware","10","New Castle County","003",,,,,,,,,,,,,,,,,,"05000US10003","New Castle County, Delaware",69191,67668,388,389,171,822,841,644,436,876,615,1122,754,1679,2207,3649,2914,8228,10139,18973,7013,4362,559,342,505,40,1523,"New Castle County, Delaware",3071,3095,300,298,122,394,508,269,323,475,350,589,370,720,812,989,786,1459,1585,2562,1066,994,301,270,410,66,562
"G1000050","2017","DE",,,"Delaware","10","Sussex County","005",,,,,,,,,,,,,,,,,,"05000US10005","Sussex County, Delaware",15893,14659,62,498,406,447,124,479,672,695,246,232,389,1495,593,625,321,1753,1859,2098,1038,320,248,59,0,0,1234,"Sussex County, Delaware",1780,1822,102,327,381,338,148,346,687,380,191,223,257,738,273,399,243,680,712,761,578,236,275,97,198,198,496
"G1100010","2017","DC",,,"District of Columbia","11","District of Columbia","001",,,,,,,,,,,,,,,,,,"05000US11001","District of Columbia, District of Columbia",162670,158550,3537,1137,2034,4086,1700,2510,1925,442,950,1388,1058,2239,2834,3287,1646,6951,9671,21101,17073,31726,18435,11956,7337,3527,4120,"District of Columbia, District of Columbia",3861,4053,1163,552,652,1397,762,848,823,373,444,629,602,860,883,878,542,1285,1551,2234,2198,2420,1924,1715,1208,886,883
"G1200010","2017","FL",,,"Florida","12","Alachua County","001",,,,,,,,,,,,,,,,,,"05000US12001","Alachua County, Florida",42917,42037,630,414,324,190,0,398,515,929,2039,1884,2651,2822,3026,2351,3157,5150,4337,6241,1689,2175,817,178,0,120,880,"Alachua County, Florida",2571,2522,463,362,337,194,226,348,353,551,1048,845,962,792,908,851,1011,1195,1186,1627,753,826,561,179,226,106,327
"G1200050","2017","FL",,,"Florida","12","Bay County","005",,,,,,,,,,,,,,,,,,"05000US12005","Bay County, Florida",27131,25753,54,217,0,623,168,439,101,704,405,1642,1266,1155,1363,1810,1579,3600,2867,4308,1909,1406,137,0,0,0,1378,"Bay County, Florida",2071,2170,63,202,226,481,189,477,100,550,373,692,660,474,679,686,657,1049,1017,1033,693,439,101,226,226,226,570
"G1200090","2017","FL",,,"Florida","12","Brevard County","009",,,,,,,,,,,,,,,,,,"05000US12009","Brevard County, Florida",60016,57127,453,204,415,174,515,638,818,1039,1459,2139,2082,2419,2788,4438,4113,6340,6203,9709,4584,4181,1021,988,123,284,2889,"Brevard County, Florida",3230,3430,378,197,350,171,493,473,400,608,692,883,676,998,878,1291,1316,1700,1420,1791,1063,1071,542,672,97,365,923
"G1200110","2017","FL",,,"Florida","12","Broward County","011",,,,,,,,,,,,,,,,,,"05000US12011","Broward County, Florida",259169,252414,1057,1135,2117,1538,1489,766,591,1251,975,2788,1303,3501,2373,5950,5030,20938,25121,61429,40098,50795,13149,5603,1257,2160,6755,"Broward County, Florida",7282,7353,623,556,678,677,744,556,312,718,621,969,700,1101,929,1539,1485,2684,2602,4166,3680,4367,2149,1351,508,1154,1308
"G1200150","2017","FL",,,"Florida","12","Charlotte County","015",,,,,,,,,,,,,,,,,,"05000US12015","Charlotte County, Florida",14771,14133,0,0,125,147,233,224,0,188,564,504,136,412,452,1898,1539,1627,1425,2123,850,854,309,23,175,325,638,"Charlotte County, Florida",1737,1691,226,226,125,235,243,252,226,258,536,342,215,314,299,823,654,944,670,897,619,499,263,38,163,337,361
"G1200170","2017","FL",,,"Florida","12","Citrus County","017",,,,,,,,,,,,,,,,,,"05000US12017","Citrus County, Florida",11405,10176,0,191,0,68,86,663,228,207,382,1164,1152,1401,625,335,642,1226,543,902,279,82,0,0,0,0,1229,"Citrus County, Florida",2089,1929,226,156,226,116,101,556,380,211,337,631,826,858,345,337,410,612,353,556,226,95,226,226,226,226,699
"G1200190","2017","FL",,,"Florida","12","Clay County","019",,,,,,,,,,,,,,,,,,"05000US12019","Clay County, Florida",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clay County, Florida",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G1200210","2017","FL",,,"Florida","12","Collier County","021",,,,,,,,,,,,,,,,,,"05000US12021","Collier County, Florida",38586,36199,269,0,38,244,357,65,251,229,61,272,274,223,248,1519,1123,3604,3589,9432,5743,4926,1349,951,904,528,2387,"Collier County, Florida",3572,3407,311,226,78,269,421,113,210,229,99,240,227,197,228,581,541,1061,1244,1777,1234,1253,681,683,524,341,824
"G1200230","2017","FL",,,"Florida","12","Columbia County","023",,,,,,,,,,,,,,,,,,"05000US12023","Columbia County, Florida",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Columbia County, Florida",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G1200310","2017","FL",,,"Florida","12","Duval County","031",,,,,,,,,,,,,,,,,,"05000US12031","Duval County, Florida",159649,152451,2781,1901,1157,2335,1258,2014,1067,3959,2456,5386,5768,8978,8607,8219,11049,19791,18222,25882,12462,7458,591,827,283,0,7198,"Duval County, Florida",5506,5525,898,875,631,675,642,809,497,1195,919,1479,1350,1949,1640,1710,1990,2664,2424,2965,2132,1548,338,686,317,226,1851
"G1200330","2017","FL",,,"Florida","12","Escambia County","033",,,,,,,,,,,,,,,,,,"05000US12033","Escambia County, Florida",47857,45544,588,409,266,464,611,1135,485,1267,2143,3539,1918,3254,2255,4773,3311,6261,5810,4059,1808,803,113,92,100,80,2313,"Escambia County, Florida",2826,2698,497,431,261,341,382,775,355,589,1073,1205,805,1092,706,1370,1027,1500,1414,1274,547,421,137,123,120,66,733
"G1200350","2017","FL",,,"Florida","12","Flagler County","035",,,,,,,,,,,,,,,,,,"05000US12035","Flagler County, Florida",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Flagler County, Florida",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G1200530","2017","FL",,,"Florida","12","Hernando County","053",,,,,,,,,,,,,,,,,,"05000US12053","Hernando County, Florida",16633,15383,0,137,0,344,80,166,119,552,93,865,882,1242,542,2046,785,2011,1350,2816,781,255,317,0,0,0,1250,"Hernando County, Florida",1949,1850,226,225,226,331,145,140,145,341,113,460,513,688,402,731,456,819,582,930,510,214,354,226,226,226,640
"G1200550","2017","FL",,,"Florida","12","Highlands County","055",,,,,,,,,,,,,,,,,,"05000US12055","Highlands County, Florida",12316,11053,114,0,0,354,454,520,228,756,779,831,590,1526,893,607,1381,688,223,781,96,156,33,43,0,0,1263,"Highlands County, Florida",1727,1637,157,226,226,381,469,403,222,492,547,534,427,681,520,411,810,498,208,601,153,183,56,73,226,226,594
"G1200570","2017","FL",,,"Florida","12","Hillsborough County","057",,,,,,,,,,,,,,,,,,"05000US12057","Hillsborough County, Florida",219239,211457,1630,1139,952,2295,937,1391,1479,2207,1947,5359,6763,10583,8557,12154,12212,24012,20990,43365,26929,18093,5517,1718,554,674,7782,"Hillsborough County, Florida",6339,6020,712,544,407,765,482,715,603,843,862,1088,1420,1896,1514,2281,2369,3155,2285,3754,3090,2180,1186,744,275,521,1454
