GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AJM5E001,AJM5E002,AJM5E003,AJM5E004,AJM5E005,AJM5E006,AJM5E007,AJM5E008,AJM5E009,AJM5E010,AJM5E011,AJM5E012,AJM5E013,AJM5E014,AJM5E015,AJM5E016,AJM5E017,AJM5E018,AJM5E019,AJM5E020,AJM5E021,AJM5E022,AJM5E023,AJM5E024,AJM5E025,AJM5E026,AJM5E027,NAME_M,AJM5M001,AJM5M002,AJM5M003,AJM5M004,AJM5M005,AJM5M006,AJM5M007,AJM5M008,AJM5M009,AJM5M010,AJM5M011,AJM5M012,AJM5M013,AJM5M014,AJM5M015,AJM5M016,AJM5M017,AJM5M018,AJM5M019,AJM5M020,AJM5M021,AJM5M022,AJM5M023,AJM5M024,AJM5M025,AJM5M026,AJM5M027
"G0600770","2018","CA",,,"California","06","San Joaquin County","077",,,,,,,,,,,,,,,,,,"05000US06077","San Joaquin County, California",105439,101322,574,759,395,1018,607,856,550,1491,682,1646,1316,3344,3015,4078,5254,11487,11303,16805,14525,15290,3061,2148,971,147,4117,"San Joaquin County, California",2958,3139,365,456,221,485,280,512,344,498,369,621,623,1024,695,965,1342,1878,1912,2282,2083,2181,945,1137,545,137,1293
"G0600790","2018","CA",,,"California","06","San Luis Obispo County","079",,,,,,,,,,,,,,,,,,"05000US06079","San Luis Obispo County, California",41118,38243,530,170,0,441,71,128,458,76,80,342,767,374,275,809,519,1737,2254,8915,7138,6557,3557,2315,310,420,2875,"San Luis Obispo County, California",2819,2972,642,283,211,470,120,106,445,96,136,258,686,355,246,570,389,781,900,1580,1349,1274,929,917,282,370,980
"G0600810","2018","CA",,,"California","06","San Mateo County","081",,,,,,,,,,,,,,,,,,"05000US06081","San Mateo County, California",102512,99224,169,505,0,488,372,355,342,222,298,265,312,496,167,217,1072,717,502,5857,4236,19465,21176,15713,15314,10964,3288,"San Mateo County, California",3707,3716,169,323,211,357,295,257,346,225,258,241,336,382,190,252,807,517,308,1389,1191,2655,2484,1539,1939,1531,964
"G0600830","2018","CA",,,"California","06","Santa Barbara County","083",,,,,,,,,,,,,,,,,,"05000US06083","Santa Barbara County, California",69620,67038,598,120,174,357,259,80,181,525,371,170,564,816,723,927,821,1921,3484,8653,10257,20264,8976,3319,1909,1569,2582,"Santa Barbara County, California",2968,3066,561,198,204,312,197,105,232,403,260,133,341,498,366,492,483,687,932,1407,1749,2152,1366,910,773,559,884
"G0600850","2018","CA",,,"California","06","Santa Clara County","085",,,,,,,,,,,,,,,,,,"05000US06085","Santa Clara County, California",286739,280472,545,442,509,1847,2233,2122,1128,1225,2036,2437,1504,2587,1591,1118,1027,3566,4272,14692,15684,52283,60784,50854,33213,22773,6267,"Santa Clara County, California",5890,5858,292,410,315,747,903,909,569,475,660,936,691,985,549,476,500,1019,1160,2217,2203,3508,4420,3325,2934,2448,1219
"G0600870","2018","CA",,,"California","06","Santa Cruz County","087",,,,,,,,,,,,,,,,,,"05000US06087","Santa Cruz County, California",37907,36745,744,260,148,504,49,1170,70,177,82,700,105,595,278,58,0,1380,1353,3898,4795,9162,6825,2304,1344,744,1162,"Santa Cruz County, California",2636,2692,587,262,226,354,83,870,116,190,138,490,152,419,269,97,211,814,920,1139,1120,1745,1398,819,551,444,458
"G0600890","2018","CA",,,"California","06","Shasta County","089",,,,,,,,,,,,,,,,,,"05000US06089","Shasta County, California",23796,22745,50,222,235,305,205,42,591,236,1024,1209,1185,1165,1197,1521,1753,1903,2066,4313,2268,996,220,0,39,0,1051,"Shasta County, California",2113,2126,83,234,237,175,227,69,442,242,644,544,480,570,634,697,667,695,810,1193,817,447,240,211,62,211,475
"G0600950","2018","CA",,,"California","06","Solano County","095",,,,,,,,,,,,,,,,,,"05000US06095","Solano County, California",56434,54821,105,350,109,603,434,155,648,333,135,174,57,460,334,516,832,2789,2945,7584,8551,17019,8608,1508,178,394,1613,"Solano County, California",2335,2392,101,250,180,381,321,155,402,267,167,203,100,371,261,324,294,922,797,1695,1324,1955,1623,570,208,298,755
"G0600970","2018","CA",,,"California","06","Sonoma County","097",,,,,,,,,,,,,,,,,,"05000US06097","Sonoma County, California",72190,69701,83,323,142,1250,841,525,390,479,357,1232,534,490,157,306,526,1634,2541,12375,9640,18429,10476,4962,1299,710,2489,"Sonoma County, California",2991,2957,139,452,140,705,467,439,307,337,337,754,520,462,148,346,321,610,824,2027,1652,1716,1791,1109,544,342,812
"G0600990","2018","CA",,,"California","06","Stanislaus County","099",,,,,,,,,,,,,,,,,,"05000US06099","Stanislaus County, California",71480,68220,194,94,303,654,424,802,598,563,503,2211,1933,2646,1821,2131,4033,9524,6798,17158,8747,5987,375,461,260,0,3260,"Stanislaus County, California",3780,3868,189,103,220,431,355,541,375,345,291,804,727,828,618,743,1050,1825,1419,2466,1798,1477,337,262,215,211,924
"G0601010","2018","CA",,,"California","06","Sutter County","101",,,,,,,,,,,,,,,,,,"05000US06101","Sutter County, California",12830,12154,146,136,41,118,224,248,492,144,10,790,203,527,1222,699,334,1778,1190,2644,538,317,314,39,0,0,676,"Sutter County, California",1240,1254,166,208,51,147,205,374,317,147,17,580,169,339,633,373,281,770,478,784,321,273,241,66,211,211,398
"G0601070","2018","CA",,,"California","06","Tulare County","107",,,,,,,,,,,,,,,,,,"05000US06107","Tulare County, California",57335,54408,499,163,306,961,1371,1203,688,2818,1944,3850,2541,3293,3819,4727,3101,6500,3915,7110,2571,2269,432,327,0,0,2927,"Tulare County, California",3176,3204,430,193,304,435,737,524,446,869,702,1064,859,1080,999,1058,928,1450,1056,1349,922,1060,434,292,211,211,715
"G0601110","2018","CA",,,"California","06","Ventura County","111",,,,,,,,,,,,,,,,,,"05000US06111","Ventura County, California",102016,96941,367,214,412,1902,850,706,258,439,408,1000,603,282,926,643,151,1793,2116,11561,15009,28145,18170,7445,2289,1252,5075,"Ventura County, California",4511,4517,254,220,341,701,422,602,227,344,378,477,281,274,425,397,144,705,817,1422,2363,2815,2459,1530,978,570,1182
"G0601130","2018","CA",,,"California","06","Yolo County","113",,,,,,,,,,,,,,,,,,"05000US06113","Yolo County, California",38321,37743,329,146,685,356,157,67,86,720,224,846,128,155,808,986,1272,2873,3589,7365,5214,7310,3251,542,487,147,578,"Yolo County, California",2043,2054,406,192,497,416,189,112,141,593,242,563,153,187,510,587,637,988,1052,1545,1254,1318,992,365,297,149,277
"G0601150","2018","CA",,,"California","06","Yuba County","115",,,,,,,,,,,,,,,,,,"05000US06115","Yuba County, California",10512,10379,0,0,355,449,185,0,147,39,579,289,465,789,828,919,419,855,987,1109,225,1479,198,24,39,0,133,"Yuba County, California",1149,1148,211,211,540,366,273,211,224,76,476,188,443,479,563,494,318,464,648,537,231,732,174,46,66,211,145
"G0800010","2018","CO",,,"Colorado","08","Adams County","001",,,,,,,,,,,,,,,,,,"05000US08001","Adams County, Colorado",59226,58049,207,213,532,351,287,367,346,294,292,516,267,1024,549,1395,1520,4106,4036,12868,10540,14796,3244,105,194,0,1177,"Adams County, Colorado",3368,3323,215,223,401,309,331,261,235,259,406,387,252,608,369,591,730,1047,1348,1903,2091,2228,1059,97,202,204,577
"G0800050","2018","CO",,,"Colorado","08","Arapahoe County","005",,,,,,,,,,,,,,,,,,"05000US08005","Arapahoe County, Colorado",89659,88471,150,248,667,824,334,624,409,182,388,215,196,170,548,380,1640,5992,7886,21423,19824,18480,5948,1159,453,331,1188,"Arapahoe County, Colorado",3905,3859,148,335,578,640,298,403,267,257,273,165,211,181,525,292,745,1477,1520,2665,2616,2158,1305,578,252,147,413
"G0800130","2018","CO",,,"Colorado","08","Boulder County","013",,,,,,,,,,,,,,,,,,"05000US08013","Boulder County, Colorado",47943,46975,452,160,0,152,114,120,196,489,309,332,104,515,808,181,467,2317,2174,9402,7747,12507,4859,2462,369,739,968,"Boulder County, Colorado",2845,2898,267,179,204,179,138,136,216,342,293,325,124,393,683,201,402,836,780,1503,1454,1716,1126,772,290,575,407
"G0800140","2018","CO",,,"Colorado","08","Broomfield County","014",,,,,,,,,,,,,,,,,,"05000US08014","Broomfield County, Colorado",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Broomfield County, Colorado",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G0800310","2018","CO",,,"Colorado","08","Denver County","031",,,,,,,,,,,,,,,,,,"05000US08031","Denver County, Colorado",157446,154722,1242,657,1597,3785,2063,1853,1169,1210,1120,1426,1341,613,1863,2409,1081,7559,13927,34289,23363,33501,13383,3793,1156,322,2724,"Denver County, Colorado",4483,4372,715,465,702,1159,894,951,686,568,553,850,780,367,763,1149,436,1418,2281,3209,2550,3256,1978,1146,456,307,1030
"G0800350","2018","CO",,,"Colorado","08","Douglas County","035",,,,,,,,,,,,,,,,,,"05000US08035","Douglas County, Colorado",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Douglas County, Colorado",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G0800410","2018","CO",,,"Colorado","08","El Paso County","041",,,,,,,,,,,,,,,,,,"05000US08041","El Paso County, Colorado",89660,86689,517,468,203,671,148,480,444,1136,298,1593,1393,2682,3283,4192,4046,9083,8098,17769,14084,13246,1716,827,203,109,2971,"El Paso County, Colorado",3802,3841,535,527,320,463,173,458,366,642,299,654,640,908,1123,1095,911,1714,1484,2166,2212,1633,673,754,176,131,968
"G0800590","2018","CO",,,"Colorado","08","Jefferson County","059",,,,,,,,,,,,,,,,,,"05000US08059","Jefferson County, Colorado",71046,69360,381,378,336,586,175,438,448,472,0,713,226,920,975,1336,1074,4481,4787,14644,15044,15099,4920,944,704,279,1686,"Jefferson County, Colorado",3742,3663,430,381,281,406,154,449,371,387,204,612,246,615,591,688,578,1306,1168,1926,1956,1832,1380,453,437,159,703
"G0800690","2018","CO",,,"Colorado","08","Larimer County","069",,,,,,,,,,,,,,,,,,"05000US08069","Larimer County, Colorado",51584,49952,0,59,117,178,156,325,140,264,1203,924,780,956,1359,808,566,2960,4492,9537,10509,11531,1924,755,224,185,1632,"Larimer County, Colorado",2916,2909,204,99,194,211,181,260,165,224,819,459,587,499,540,449,322,918,1172,1875,1895,1884,789,511,230,234,596
"G0800770","2018","CO",,,"Colorado","08","Mesa County","077",,,,,,,,,,,,,,,,,,"05000US08077","Mesa County, Colorado",19471,19085,186,149,607,514,89,510,356,471,269,1661,472,1105,1678,1221,1092,1595,1083,3139,1825,919,74,0,0,70,386,"Mesa County, Colorado",1965,1954,219,193,453,553,105,510,266,499,297,1105,337,533,729,845,567,755,522,1025,813,702,117,204,204,119,268
"G0801010","2018","CO",,,"Colorado","08","Pueblo County","101",,,,,,,,,,,,,,,,,,"05000US08101","Pueblo County, Colorado",22544,21928,403,185,157,405,746,264,817,1148,1590,1828,1790,1924,2285,1568,855,2730,1203,864,554,294,152,0,0,166,616,"Pueblo County, Colorado",1784,1750,360,164,121,246,511,190,526,560,880,709,714,726,858,601,413,801,570,369,308,236,170,204,204,144,335
"G0801230","2018","CO",,,"Colorado","08","Weld County","123",,,,,,,,,,,,,,,,,,"05000US08123","Weld County, Colorado",28301,26872,717,40,335,505,92,524,423,762,721,848,401,1122,743,1234,795,2894,2624,3951,3158,3751,666,566,0,0,1429,"Weld County, Colorado",2310,2323,506,70,288,355,90,352,351,508,493,532,233,542,439,555,392,833,898,1138,908,982,347,539,204,204,521
"G0900010","2018","CT",,,"Connecticut","09","Fairfield County","001",,,,,,,,,,,,,,,,,,"05000US09001","Fairfield County, Connecticut",118537,114674,2058,1136,1756,2177,1193,2399,944,814,1444,2035,570,1871,1523,1733,2166,4875,7447,22233,14193,21486,11241,4901,2725,1754,3863,"Fairfield County, Connecticut",4348,4366,797,574,758,845,596,1021,454,581,668,877,378,947,702,863,772,1159,1586,2709,2064,2677,1782,829,746,649,928
"G0900030","2018","CT",,,"Connecticut","09","Hartford County","003",,,,,,,,,,,,,,,,,,"05000US09003","Hartford County, Connecticut",121685,118024,2151,885,2227,4294,2177,1679,910,1342,1800,2228,1991,4022,4120,4483,5616,16032,15348,24169,11682,7391,1819,811,665,182,3661,"Hartford County, Connecticut",3846,3684,706,530,738,1098,628,579,440,580,716,772,834,1233,1204,1116,1424,2210,1882,2550,1705,1309,764,471,453,126,792
"G0900050","2018","CT",,,"Connecticut","09","Litchfield County","005",,,,,,,,,,,,,,,,,,"05000US09005","Litchfield County, Connecticut",16410,15264,0,181,172,467,203,286,61,315,255,841,401,293,499,856,1517,2208,2577,1774,1465,598,277,0,18,0,1146,"Litchfield County, Connecticut",1469,1523,207,223,206,388,141,204,77,288,250,434,328,268,373,401,612,829,856,548,690,317,186,207,29,207,567
"G0900070","2018","CT",,,"Connecticut","09","Middlesex County","007",,,,,,,,,,,,,,,,,,"05000US09007","Middlesex County, Connecticut",16877,16192,264,149,424,220,115,108,70,258,365,0,83,321,142,773,951,1600,1872,3986,2321,1796,258,0,25,91,685,"Middlesex County, Connecticut",1690,1674,353,161,467,236,110,107,115,138,281,207,141,290,166,563,735,634,759,1060,770,627,186,207,42,78,365
"G0900090","2018","CT",,,"Connecticut","09","New Haven County","009",,,,,,,,,,,,,,,,,,"05000US09009","New Haven County, Connecticut",131069,125109,1558,2392,1670,4568,1436,2239,817,1312,976,1760,2756,2750,3435,3791,5593,15159,15297,27285,12934,12773,2679,976,561,392,5960,"New Haven County, Connecticut",4640,4390,569,881,743,1358,608,698,491,615,558,747,1077,1094,1097,1013,1208,2067,2514,2749,2163,1865,1009,613,432,362,1301
"G0900110","2018","CT",,,"Connecticut","09","New London County","011",,,,,,,,,,,,,,,,,,"05000US09011","New London County, Connecticut",36595,35528,208,700,454,240,582,255,580,840,181,1666,770,1337,685,523,1937,5308,3602,7941,4706,2205,652,109,15,32,1067,"New London County, Connecticut",2552,2530,162,380,392,170,466,177,513,502,158,692,702,711,465,381,726,1403,967,1632,1360,685,369,120,25,54,434
"G0900130","2018","CT",,,"Connecticut","09","Tolland County","013",,,,,,,,,,,,,,,,,,"05000US09013","Tolland County, Connecticut",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tolland County, Connecticut",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G0900150","2018","CT",,,"Connecticut","09","Windham County","015",,,,,,,,,,,,,,,,,,"05000US09015","Windham County, Connecticut",14337,13392,204,340,37,216,347,749,328,183,142,742,530,586,601,947,360,2895,2301,859,335,209,251,97,133,0,945,"Windham County, Connecticut",1562,1592,204,472,63,186,273,491,265,180,171,585,404,422,354,557,225,1111,826,546,301,224,230,174,212,207,544
"G1000010","2018","DE",,,"Delaware","10","Kent County","001",,,,,,,,,,,,,,,,,,"05000US10001","Kent County, Delaware",21718,20812,695,406,270,614,303,130,649,419,947,637,921,987,482,522,1602,3125,1692,3934,1330,852,295,0,0,0,906,"Kent County, Delaware",2117,2149,556,326,279,524,247,111,461,382,657,494,459,549,326,372,812,1154,749,1251,506,404,295,200,200,200,513
"G1000030","2018","DE",,,"Delaware","10","New Castle County","003",,,,,,,,,,,,,,,,,,"05000US10003","New Castle County, Delaware",66276,64532,939,864,355,819,432,890,384,663,167,751,830,1328,1152,4152,2254,7247,9476,17256,5915,6279,1055,568,688,68,1744,"New Castle County, Delaware",3577,3638,682,415,229,417,298,524,312,341,129,499,461,696,457,1276,878,1450,1655,2453,1285,1367,554,412,428,84,666
"G1000050","2018","DE",,,"Delaware","10","Sussex County","005",,,,,,,,,,,,,,,,,,"05000US10005","Sussex County, Delaware",18532,16788,74,854,376,114,420,230,413,617,94,446,457,1311,207,1520,792,2296,1391,2476,1486,927,208,38,0,41,1744,"Sussex County, Delaware",2067,1981,123,598,240,152,341,241,486,450,121,302,381,743,161,809,366,709,705,850,665,542,165,65,200,68,576
"G1100010","2018","DC",,,"District of Columbia","11","District of Columbia","001",,,,,,,,,,,,,,,,,,"05000US11001","District of Columbia, District of Columbia",165936,163373,3111,3736,1206,4091,1632,1599,1383,1319,1246,1342,1603,2402,1845,2246,2559,5885,10687,22500,16542,30387,22775,12333,5866,5078,2563,"District of Columbia, District of Columbia",4411,4293,1039,1006,490,872,690,674,664,564,675,585,761,870,744,789,773,1211,1618,2590,2003,2596,2221,1706,1177,1303,720
"G1200010","2018","FL",,,"Florida","12","Alachua County","001",,,,,,,,,,,,,,,,,,"05000US12001","Alachua County, Florida",39290,37457,0,99,216,209,217,60,275,1041,1135,1532,2102,1792,3123,2446,2131,4594,2640,5576,3884,3116,731,95,443,0,1833,"Alachua County, Florida",2759,2838,229,116,285,231,205,72,248,534,597,604,894,872,995,776,647,1102,866,1530,1038,1176,566,159,294,229,775
"G1200050","2018","FL",,,"Florida","12","Bay County","005",,,,,,,,,,,,,,,,,,"05000US12005","Bay County, Florida",23528,22513,411,193,147,86,187,42,187,338,432,1154,986,952,1194,1867,1016,2549,2161,4997,1823,1317,145,258,71,0,1015,"Bay County, Florida",2257,2162,311,221,176,133,174,75,212,252,432,722,581,589,613,809,604,834,918,1351,628,493,148,269,115,229,426
"G1200090","2018","FL",,,"Florida","12","Brevard County","009",,,,,,,,,,,,,,,,,,"05000US12009","Brevard County, Florida",55114,52868,119,0,735,399,147,202,808,790,672,1427,937,2443,2095,3291,2508,9663,4032,10467,5965,4938,640,355,112,123,2246,"Brevard County, Florida",3869,3936,146,229,510,303,143,173,560,476,461,519,525,823,695,1111,853,1966,1142,2145,1365,1399,550,301,132,113,673
"G1200110","2018","FL",,,"Florida","12","Broward County","011",,,,,,,,,,,,,,,,,,"05000US12011","Broward County, Florida",260973,254437,845,812,2051,1306,137,863,829,970,371,2233,1126,2380,2050,3569,4651,17775,24409,65056,45761,49976,17227,6068,2338,1634,6536,"Broward County, Florida",7867,8098,559,496,859,713,166,659,692,604,376,934,528,863,813,1363,1157,2621,2730,4220,3684,3724,2696,1165,1020,798,1533
"G1200150","2018","FL",,,"Florida","12","Charlotte County","015",,,,,,,,,,,,,,,,,,"05000US12015","Charlotte County, Florida",12467,12081,0,0,119,133,0,407,202,94,0,442,66,586,454,629,869,2470,1081,2040,618,1055,634,0,0,182,386,"Charlotte County, Florida",1956,2001,229,229,141,223,229,247,234,98,229,407,89,471,379,500,589,853,684,707,303,402,504,229,229,291,299
"G1200170","2018","FL",,,"Florida","12","Citrus County","017",,,,,,,,,,,,,,,,,,"05000US12017","Citrus County, Florida",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Citrus County, Florida",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G1200190","2018","FL",,,"Florida","12","Clay County","019",,,,,,,,,,,,,,,,,,"05000US12019","Clay County, Florida",19083,18036,33,220,118,38,129,116,38,71,100,630,309,1590,502,711,1188,2949,1295,2610,3065,1947,377,0,0,0,1047,"Clay County, Florida",2388,2346,58,347,167,63,207,114,63,114,131,500,275,708,499,515,683,1461,547,1021,947,1104,335,229,229,229,496
"G1200210","2018","FL",,,"Florida","12","Collier County","021",,,,,,,,,,,,,,,,,,"05000US12021","Collier County, Florida",37736,35998,174,0,0,1129,130,230,195,324,543,771,596,882,295,1329,924,2814,3883,6892,4348,5409,2105,1334,919,772,1738,"Collier County, Florida",3504,3554,224,229,229,675,170,250,216,387,360,563,397,965,309,679,501,871,1369,1671,1289,1384,856,828,688,668,896
"G1200230","2018","FL",,,"Florida","12","Columbia County","023",,,,,,,,,,,,,,,,,,"05000US12023","Columbia County, Florida",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Columbia County, Florida",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G1200310","2018","FL",,,"Florida","12","Duval County","031",,,,,,,,,,,,,,,,,,"05000US12031","Duval County, Florida",165664,161873,1685,1029,1358,2309,995,2250,1212,2863,1133,3979,3326,7849,9211,8064,8191,22882,21688,30731,17787,9529,2485,631,565,121,3791,"Duval County, Florida",6501,6439,669,652,691,839,524,790,586,948,609,1067,928,1795,1979,1746,1873,2919,3203,3373,2790,1919,1555,521,353,144,1234
"G1200330","2018","FL",,,"Florida","12","Escambia County","033",,,,,,,,,,,,,,,,,,"05000US12033","Escambia County, Florida",43492,41675,745,196,730,486,157,184,1420,803,1471,1935,2915,2932,3325,4198,1980,5201,2734,5878,2196,1461,554,141,0,33,1817,"Escambia County, Florida",2806,2934,567,172,513,449,191,168,748,406,801,899,928,1058,897,1321,664,1463,961,1519,797,649,360,122,229,55,906
"G1200350","2018","FL",,,"Florida","12","Flagler County","035",,,,,,,,,,,,,,,,,,"05000US12035","Flagler County, Florida",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Flagler County, Florida",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G1200530","2018","FL",,,"Florida","12","Hernando County","053",,,,,,,,,,,,,,,,,,"05000US12053","Hernando County, Florida",18197,16962,66,272,203,110,283,240,0,321,200,359,735,1683,1128,1345,1365,2293,2045,2214,1116,293,252,0,393,46,1235,"Hernando County, Florida",2127,2120,114,383,224,204,388,255,229,254,175,240,383,714,700,558,713,942,877,894,625,255,273,229,319,79,536
"G1200550","2018","FL",,,"Florida","12","Highlands County","055",,,,,,,,,,,,,,,,,,"05000US12055","Highlands County, Florida",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Highlands County, Florida",,,,,,,,,,,,,,,,,,,,,,,,,,,
