GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AFUEE001,AFUEE002,AFUEE003,AFUEE004,AFUEE005,AFUEE006,AFUEE007,AFUEE008,AFUEE009,AFUEE010,AFUEE011,AFUEE012,AFUEE013,AFUEE014,AFUEE015,AFUEE016,AFUEE017,AFUEE018,AFUEE019,AFUEE020,AFUEE021,AFUEE022,AFUEE023,AFUEE024,AFUEE025,AFUEE026,AFUEE027,NAME_M,AFUEM001,AFUEM002,AFUEM003,AFUEM004,AFUEM005,AFUEM006,AFUEM007,AFUEM008,AFUEM009,AFUEM010,AFUEM011,AFUEM012,AFUEM013,AFUEM014,AFUEM015,AFUEM016,AFUEM017,AFUEM018,AFUEM019,AFUEM020,AFUEM021,AFUEM022,AFUEM023,AFUEM024,AFUEM025,AFUEM026,AFUEM027
"G0600750","2016","CA",,,"California","06","San Francisco County","075",,,,,,,,,,,,,,,,,,"05000US06075","San Francisco County, California",222703,217862,1643,796,728,3701,5260,2341,1639,4575,1669,5314,2222,3021,2532,3353,2610,8297,7113,17706,17227,37203,28706,26124,17518,16564,4841,"San Francisco County, California",5063,4995,818,447,522,1148,1426,828,708,1158,648,1277,667,944,927,948,910,1533,1421,2250,2026,3164,2764,2388,1965,1947,947
"G0600770","2016","CA",,,"California","06","San Joaquin County","077",,,,,,,,,,,,,,,,,,"05000US06077","San Joaquin County, California",104270,99933,529,405,942,966,629,2129,543,855,1524,3111,2310,3896,5795,5664,7375,13328,9102,16006,9670,10482,3652,390,54,576,4337,"San Joaquin County, California",3462,3286,256,309,616,376,387,912,350,440,663,704,698,975,1217,1179,1666,1689,1564,1998,1698,1794,1022,380,90,457,884
"G0600790","2016","CA",,,"California","06","San Luis Obispo County","079",,,,,,,,,,,,,,,,,,"05000US06079","San Luis Obispo County, California",39775,38556,117,19,162,553,549,285,176,198,26,357,387,1024,382,656,930,3401,3188,7893,6747,7341,2663,996,298,208,1219,"San Luis Obispo County, California",2931,2875,111,32,191,487,493,339,299,238,47,278,418,680,340,406,551,1082,959,1683,1528,1242,828,522,235,185,585
"G0600810","2016","CA",,,"California","06","San Mateo County","081",,,,,,,,,,,,,,,,,,"05000US06081","San Mateo County, California",108276,105382,424,0,306,611,239,64,236,340,493,563,305,597,274,171,112,863,1419,6624,11392,26601,21995,17133,8722,5898,2894,"San Mateo County, California",3634,3734,313,206,317,462,258,103,255,236,494,389,284,484,253,171,138,483,840,1328,2032,2609,2410,1835,1129,1234,789
"G0600830","2016","CA",,,"California","06","Santa Barbara County","083",,,,,,,,,,,,,,,,,,"05000US06083","Santa Barbara County, California",69815,67617,372,0,113,224,544,464,167,737,348,565,43,889,1946,1754,1133,3080,3033,9611,10632,18484,6840,3241,1509,1888,2198,"Santa Barbara County, California",2706,2818,278,206,129,184,309,382,137,446,253,442,71,734,759,723,617,802,859,1497,1860,2055,1332,1030,558,749,699
"G0600850","2016","CA",,,"California","06","Santa Clara County","085",,,,,,,,,,,,,,,,,,"05000US06085","Santa Clara County, California",276842,269742,1237,317,545,716,4914,1361,1140,2202,1749,1664,1617,2406,1338,1471,1141,4157,4417,19839,22515,61852,60090,37293,23655,12106,7100,"Santa Clara County, California",5527,5660,763,275,430,361,1118,795,640,769,802,562,710,838,714,585,562,1229,1110,2134,2417,3627,3458,3113,2416,1763,1148
"G0600870","2016","CA",,,"California","06","Santa Cruz County","087",,,,,,,,,,,,,,,,,,"05000US06087","Santa Cruz County, California",40025,38195,0,0,408,736,314,183,237,116,75,587,594,496,282,509,203,1198,2513,5381,5515,9849,4827,2026,1268,878,1830,"Santa Cruz County, California",3133,3019,206,206,315,469,254,158,210,157,112,443,387,376,225,458,156,592,991,1373,1288,2023,1167,886,564,539,725
"G0600890","2016","CA",,,"California","06","Shasta County","089",,,,,,,,,,,,,,,,,,"05000US06089","Shasta County, California",24948,24249,86,226,553,276,316,319,175,1098,603,949,1320,1563,2038,1940,861,3677,2629,2739,1527,883,156,125,190,0,699,"Shasta County, California",1881,1866,103,192,300,220,257,313,101,446,330,411,556,615,689,834,360,975,1035,827,716,533,158,121,311,206,307
"G0600950","2016","CA",,,"California","06","Solano County","095",,,,,,,,,,,,,,,,,,"05000US06095","Solano County, California",60671,59183,466,274,288,1045,145,273,78,134,106,375,511,1441,1103,913,1332,3471,4352,11207,10993,14769,4585,1148,136,38,1488,"Solano County, California",3157,3271,414,366,381,540,148,336,98,170,126,392,412,845,653,534,667,1142,1292,1704,1682,2075,1239,571,130,61,550
"G0600970","2016","CA",,,"California","06","Sonoma County","097",,,,,,,,,,,,,,,,,,"05000US06097","Sonoma County, California",72875,68348,206,253,145,965,456,709,77,905,224,679,438,465,241,951,926,3009,3166,11474,13059,20147,6511,2165,1086,91,4527,"Sonoma County, California",3686,3440,198,171,165,413,280,551,126,614,217,455,278,403,193,524,523,981,703,1686,1810,2150,1291,806,465,103,1041
"G0600990","2016","CA",,,"California","06","Stanislaus County","099",,,,,,,,,,,,,,,,,,"05000US06099","Stanislaus County, California",74936,70512,286,383,511,1133,1022,1103,440,1194,803,1583,2764,3240,3035,5216,4458,12076,7035,14994,5498,2644,243,572,279,0,4424,"Stanislaus County, California",3696,3820,315,292,381,595,569,480,339,637,520,637,1094,995,992,1311,1216,1807,1402,2268,1320,1128,238,438,238,206,1056
"G0601010","2016","CA",,,"California","06","Sutter County","101",,,,,,,,,,,,,,,,,,"05000US06101","Sutter County, California",15428,14836,0,227,164,328,221,41,25,541,132,735,1008,734,1099,1473,932,1621,1138,2340,1518,411,148,0,0,0,592,"Sutter County, California",1468,1392,206,287,211,270,189,69,42,293,167,437,588,425,450,742,439,485,578,885,598,244,200,206,206,206,333
"G0601070","2016","CA",,,"California","06","Tulare County","107",,,,,,,,,,,,,,,,,,"05000US06107","Tulare County, California",58092,54136,566,354,430,839,1091,992,1807,2172,3491,3490,3013,3894,4261,2676,4624,6517,3571,5731,2505,1211,585,316,0,0,3956,"Tulare County, California",3025,3100,387,365,313,461,617,501,1030,1061,1151,1119,1071,1312,1096,902,1316,1193,1002,1359,867,638,491,358,206,206,869
"G0601110","2016","CA",,,"California","06","Ventura County","111",,,,,,,,,,,,,,,,,,"05000US06111","Ventura County, California",101580,97626,472,118,326,1061,1112,611,280,1058,410,641,450,1073,487,1574,803,2830,5040,11875,15652,27628,15743,4288,2321,1773,3954,"Ventura County, California",3849,3637,317,190,283,492,472,258,329,476,323,337,332,578,402,797,373,748,1114,1630,2112,2466,2072,1105,855,622,1162
"G0601130","2016","CA",,,"California","06","Yolo County","113",,,,,,,,,,,,,,,,,,"05000US06113","Yolo County, California",36509,35142,0,92,257,273,300,100,213,230,385,580,655,1122,762,1822,1855,3465,2944,6903,5959,4754,1602,703,166,0,1367,"Yolo County, California",2028,2107,206,151,300,252,266,112,256,209,271,423,397,773,512,773,787,947,786,1201,1379,1102,725,458,130,206,578
"G0601150","2016","CA",,,"California","06","Yuba County","115",,,,,,,,,,,,,,,,,,"05000US06115","Yuba County, California",12479,12323,76,219,225,82,104,446,42,312,203,1677,772,122,838,379,931,1505,1157,1931,331,758,125,88,0,0,156,"Yuba County, California",1470,1469,129,215,369,94,129,353,80,223,153,723,433,130,492,310,632,640,601,904,234,446,109,152,206,206,139
"G0800010","2016","CO",,,"Colorado","08","Adams County","001",,,,,,,,,,,,,,,,,,"05000US08001","Adams County, Colorado",57043,55817,269,498,435,95,370,149,109,451,182,295,243,839,2143,2717,1824,3656,5792,16071,9406,8817,1301,86,69,0,1226,"Adams County, Colorado",2665,2693,204,414,268,92,238,180,137,381,292,258,193,381,761,921,779,1039,1143,2311,1643,1650,669,143,115,195,501
"G0800050","2016","CO",,,"Colorado","08","Arapahoe County","005",,,,,,,,,,,,,,,,,,"05000US08005","Arapahoe County, Colorado",88475,86315,617,304,234,518,510,307,474,54,581,511,455,1668,1281,2021,1875,7412,8431,20384,17847,16441,2530,1240,379,241,2160,"Arapahoe County, Colorado",3680,3722,516,237,226,293,328,281,398,92,497,353,345,643,686,626,779,1600,1578,2279,2129,1773,677,610,269,240,761
"G0800130","2016","CO",,,"Colorado","08","Boulder County","013",,,,,,,,,,,,,,,,,,"05000US08013","Boulder County, Colorado",43711,42327,158,114,408,554,67,285,178,736,181,804,201,471,926,742,1049,2558,2740,8702,7877,8726,3207,1125,371,147,1384,"Boulder County, Colorado",2264,2408,197,137,324,423,110,222,168,524,218,464,267,395,596,415,382,821,803,1420,1307,1494,941,409,443,149,768
"G0800140","2016","CO",,,"Colorado","08","Broomfield County","014",,,,,,,,,,,,,,,,,,"05000US08014","Broomfield County, Colorado",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Broomfield County, Colorado",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G0800310","2016","CO",,,"Colorado","08","Denver County","031",,,,,,,,,,,,,,,,,,"05000US08031","Denver County, Colorado",146005,142935,1459,861,1458,2340,1738,1399,366,1349,1811,2164,1473,1859,3204,5252,4090,13441,12793,26972,20549,27644,7381,2118,883,331,3070,"Denver County, Colorado",5051,5005,712,514,580,844,716,680,249,871,599,977,733,799,1018,1241,1153,1876,1940,2835,2570,2722,1581,751,420,224,1077
"G0800350","2016","CO",,,"Colorado","08","Douglas County","035",,,,,,,,,,,,,,,,,,"05000US08035","Douglas County, Colorado",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Douglas County, Colorado",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G0800410","2016","CO",,,"Colorado","08","El Paso County","041",,,,,,,,,,,,,,,,,,"05000US08041","El Paso County, Colorado",96278,94611,457,113,275,1035,873,1304,776,956,1394,2607,3299,4827,5725,4586,6352,10979,10652,17419,10073,7375,2615,368,138,413,1667,"El Paso County, Colorado",4276,4086,413,138,193,567,892,561,426,568,487,845,935,1146,1036,1150,1590,1422,1626,2267,1585,1333,877,197,119,443,620
"G0800590","2016","CO",,,"Colorado","08","Jefferson County","059",,,,,,,,,,,,,,,,,,"05000US08059","Jefferson County, Colorado",65847,64083,125,93,245,296,352,557,547,128,272,481,495,1506,640,1575,2379,6214,7121,14303,11704,10444,3291,784,129,402,1764,"Jefferson County, Colorado",2854,2691,203,109,145,134,299,529,418,137,247,241,316,749,312,673,823,1520,1314,1810,1733,1717,1015,340,101,357,666
"G0800690","2016","CO",,,"Colorado","08","Larimer County","069",,,,,,,,,,,,,,,,,,"05000US08069","Larimer County, Colorado",47612,46298,237,144,485,300,148,417,405,315,564,1433,689,1132,1090,1820,1880,3737,4315,10412,7680,8052,520,316,85,122,1314,"Larimer County, Colorado",2748,2636,253,170,319,230,144,215,331,223,308,796,351,559,565,844,664,943,1287,1630,1686,1441,288,242,142,99,732
"G0800770","2016","CO",,,"Colorado","08","Mesa County","077",,,,,,,,,,,,,,,,,,"05000US08077","Mesa County, Colorado",21705,20506,417,0,96,466,303,714,426,807,435,596,1202,1249,948,1244,1130,2940,1314,4067,1377,296,479,0,0,0,1199,"Mesa County, Colorado",2345,2271,372,195,88,375,356,589,246,512,633,269,618,508,571,580,643,1140,701,1248,810,387,306,195,195,195,644
"G0801010","2016","CO",,,"Colorado","08","Pueblo County","101",,,,,,,,,,,,,,,,,,"05000US08101","Pueblo County, Colorado",21935,20821,41,369,302,554,420,464,439,796,1249,2007,1403,1943,1914,1393,1298,1763,892,2074,1202,237,0,61,0,0,1114,"Pueblo County, Colorado",1840,1850,69,286,184,309,389,357,250,592,661,659,527,695,741,514,494,748,343,787,596,149,195,99,195,195,526
"G0801230","2016","CO",,,"Colorado","08","Weld County","123",,,,,,,,,,,,,,,,,,"05000US08123","Weld County, Colorado",30004,27968,169,102,523,515,375,851,429,589,346,1069,1201,1926,1596,824,1643,3124,1646,5236,3738,1453,81,351,0,181,2036,"Weld County, Colorado",2178,2240,148,167,316,369,309,437,238,358,251,475,478,696,658,416,657,975,519,1151,1007,483,91,326,195,182,529
"G0900010","2016","CT",,,"Connecticut","09","Fairfield County","001",,,,,,,,,,,,,,,,,,"05000US09001","Fairfield County, Connecticut",116469,112211,606,988,716,2042,1344,1183,1385,1145,929,1359,1054,1957,1973,2432,3120,7836,6805,19721,16846,20745,9464,4674,1693,2194,4258,"Fairfield County, Connecticut",5096,5098,347,503,349,801,628,649,645,515,460,661,563,707,729,796,936,1662,1398,2496,2405,2477,1889,1016,526,821,1101
"G0900030","2016","CT",,,"Connecticut","09","Hartford County","003",,,,,,,,,,,,,,,,,,"05000US09003","Hartford County, Connecticut",132086,126536,1590,1337,2496,2748,1724,3200,1465,2140,1609,2880,2277,5041,4679,7554,5733,16138,18450,25174,12589,5843,1060,266,269,274,5550,"Hartford County, Connecticut",4194,4093,594,692,953,1007,689,826,735,738,606,779,710,998,1030,1495,1227,2110,2408,2464,2018,1184,540,238,267,193,1141
"G0900050","2016","CT",,,"Connecticut","09","Litchfield County","005",,,,,,,,,,,,,,,,,,"05000US09005","Litchfield County, Connecticut",18050,16939,125,209,247,259,97,276,87,537,258,375,787,463,806,1404,1490,2933,1593,2429,786,1619,129,0,30,0,1111,"Litchfield County, Connecticut",1868,1818,190,291,160,223,128,233,148,303,262,296,456,297,454,715,700,981,627,716,554,665,128,200,40,200,455
"G0900070","2016","CT",,,"Connecticut","09","Middlesex County","007",,,,,,,,,,,,,,,,,,"05000US09007","Middlesex County, Connecticut",19069,17626,405,67,0,646,230,830,78,172,80,703,105,588,586,701,771,2250,924,4112,2242,1442,319,0,237,138,1443,"Middlesex County, Connecticut",1694,1687,512,111,200,392,186,562,108,157,98,389,122,425,413,419,369,976,407,1030,652,671,405,200,304,167,621
"G0900090","2016","CT",,,"Connecticut","09","New Haven County","009",,,,,,,,,,,,,,,,,,"05000US09009","New Haven County, Connecticut",127024,121615,1741,1284,892,2733,1526,2012,1552,1921,1524,3123,2205,2844,3755,5535,7042,17186,16632,23861,11663,10047,1439,526,162,410,5409,"New Haven County, Connecticut",4106,4157,732,628,529,856,738,596,710,619,776,948,881,896,955,1124,1530,2299,2213,2869,1845,1742,503,474,211,202,1296
"G0900110","2016","CT",,,"Connecticut","09","New London County","011",,,,,,,,,,,,,,,,,,"05000US09011","New London County, Connecticut",35559,33597,50,227,476,444,613,351,548,1145,527,552,312,1746,1345,1491,1298,5503,4514,5943,3701,1648,736,292,135,0,1962,"New London County, Connecticut",2188,2205,88,291,301,384,445,313,326,596,381,349,260,685,644,634,572,1485,1258,1362,1121,656,436,275,154,200,712
"G0900130","2016","CT",,,"Connecticut","09","Tolland County","013",,,,,,,,,,,,,,,,,,"05000US09013","Tolland County, Connecticut",14776,14537,564,0,0,268,77,179,83,183,229,632,243,327,363,856,786,3037,1259,2345,1877,937,49,200,43,0,239,"Tolland County, Connecticut",1899,1864,540,200,200,243,124,222,133,170,195,545,228,295,305,583,628,1169,578,896,873,534,68,317,79,200,186
"G0900150","2016","CT",,,"Connecticut","09","Windham County","015",,,,,,,,,,,,,,,,,,"05000US09015","Windham County, Connecticut",15163,14394,0,486,702,468,584,310,60,545,425,384,203,1294,1370,852,1296,2478,1460,933,473,71,0,0,0,0,769,"Windham County, Connecticut",1658,1716,200,475,463,310,374,368,78,447,378,297,195,613,662,565,881,972,712,400,358,107,200,200,200,200,556
"G1000010","2016","DE",,,"Delaware","10","Kent County","001",,,,,,,,,,,,,,,,,,"05000US10001","Kent County, Delaware",21276,20044,60,128,351,171,386,446,582,303,343,875,522,1435,1364,1100,1725,2550,1943,2714,2316,684,46,0,0,0,1232,"Kent County, Delaware",1794,1899,111,166,355,178,329,499,414,281,335,422,305,630,893,649,946,1057,756,718,975,539,77,193,193,193,592
"G1000030","2016","DE",,,"Delaware","10","New Castle County","003",,,,,,,,,,,,,,,,,,"05000US10003","New Castle County, Delaware",67500,65691,425,545,538,999,324,705,418,383,138,899,1462,2557,3208,2457,4013,9697,9838,13607,6197,5053,1254,349,625,0,1809,"New Castle County, Delaware",3259,3298,230,303,326,488,249,388,322,284,125,561,844,960,808,855,1259,1785,1861,1936,1484,1027,648,247,522,193,543
"G1000050","2016","DE",,,"Delaware","10","Sussex County","005",,,,,,,,,,,,,,,,,,"05000US10005","Sussex County, Delaware",17304,15614,505,258,575,400,237,643,456,887,294,619,815,1137,230,1334,390,1835,1114,2357,1097,300,131,0,0,0,1690,"Sussex County, Delaware",2030,1929,331,169,475,394,171,420,349,461,265,349,450,561,161,703,299,844,450,822,517,189,169,193,193,193,668
"G1100010","2016","DC",,,"District of Columbia","11","District of Columbia","001",,,,,,,,,,,,,,,,,,"05000US11001","District of Columbia, District of Columbia",170865,165747,4415,1760,2306,5229,2850,1611,2191,1468,749,1967,1005,3550,2034,3922,2817,9327,11434,21401,17732,30341,17178,8945,6678,4837,5118,"District of Columbia, District of Columbia",4218,4429,1195,740,713,1287,995,520,782,683,353,648,372,837,700,1033,866,1641,1711,2038,1978,2662,2087,1567,1170,922,1212
"G1200010","2016","FL",,,"Florida","12","Alachua County","001",,,,,,,,,,,,,,,,,,"05000US12001","Alachua County, Florida",44724,42987,288,374,330,268,44,332,1151,1101,1475,3337,3159,3000,3217,3087,2775,4391,4198,5534,2929,917,362,255,217,246,1737,"Alachua County, Florida",3185,3189,279,377,260,257,75,335,581,675,648,1018,899,975,997,894,886,1240,1182,1535,1028,652,313,290,201,176,609
"G1200050","2016","FL",,,"Florida","12","Bay County","005",,,,,,,,,,,,,,,,,,"05000US12005","Bay County, Florida",25272,23904,303,170,204,147,197,468,137,355,323,1172,2426,1376,2033,1825,1407,3144,2721,2624,1563,807,232,270,0,0,1368,"Bay County, Florida",2467,2349,186,134,205,172,228,402,142,301,248,663,1097,677,791,769,564,1002,836,736,721,324,235,316,221,221,755
"G1200090","2016","FL",,,"Florida","12","Brevard County","009",,,,,,,,,,,,,,,,,,"05000US12009","Brevard County, Florida",62667,59002,473,512,156,404,898,472,955,583,1304,2783,2037,2789,3374,5452,5622,6588,8127,8670,4029,2076,1073,210,366,49,3665,"Brevard County, Florida",4229,4099,363,412,153,282,432,265,538,404,705,941,668,961,1166,1483,1481,1771,1658,1770,1033,707,661,147,288,86,1139
"G1200110","2016","FL",,,"Florida","12","Broward County","011",,,,,,,,,,,,,,,,,,"05000US12011","Broward County, Florida",266066,259614,1094,708,2196,712,1544,1005,569,1811,1755,1305,1432,4613,3313,5312,8499,26162,27158,60580,43399,45557,10767,5100,2361,2662,6452,"Broward County, Florida",6893,6584,761,459,816,517,792,515,403,658,594,572,626,1132,974,1331,1707,2930,2769,4230,3355,3766,1819,1142,1205,1140,1331
"G1200150","2016","FL",,,"Florida","12","Charlotte County","015",,,,,,,,,,,,,,,,,,"05000US12015","Charlotte County, Florida",16669,15234,318,133,167,0,251,67,311,81,194,761,88,1025,576,1156,1432,2833,1572,1937,1350,714,0,106,79,83,1435,"Charlotte County, Florida",2034,1951,293,223,209,221,222,116,304,93,200,510,144,653,339,539,578,1036,673,873,653,408,221,98,66,69,659
"G1200170","2016","FL",,,"Florida","12","Citrus County","017",,,,,,,,,,,,,,,,,,"05000US12017","Citrus County, Florida",12194,10907,0,84,199,0,0,579,47,1011,767,1136,847,620,876,820,1748,305,634,483,327,164,0,260,0,0,1287,"Citrus County, Florida",2017,1976,221,136,315,221,221,537,78,624,506,627,502,322,501,802,1191,251,395,386,275,195,221,419,221,221,668
"G1200190","2016","FL",,,"Florida","12","Clay County","019",,,,,,,,,,,,,,,,,,"05000US12019","Clay County, Florida",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clay County, Florida",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G1200210","2016","FL",,,"Florida","12","Collier County","021",,,,,,,,,,,,,,,,,,"05000US12021","Collier County, Florida",38390,36327,85,20,147,330,236,527,90,43,565,300,277,453,1344,1542,1254,3158,3831,7767,6437,4739,1262,583,326,1011,2063,"Collier County, Florida",3087,3046,146,37,196,315,192,504,147,75,298,249,216,320,611,759,662,1083,1029,1888,1653,1312,616,465,333,634,799
"G1200230","2016","FL",,,"Florida","12","Columbia County","023",,,,,,,,,,,,,,,,,,"05000US12023","Columbia County, Florida",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Columbia County, Florida",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G1200310","2016","FL",,,"Florida","12","Duval County","031",,,,,,,,,,,,,,,,,,"05000US12031","Duval County, Florida",151461,146046,1555,559,1273,3274,885,1954,1670,1470,3367,6899,6480,9633,7608,11148,8364,20979,17573,23074,11637,4397,1345,441,366,95,5415,"Duval County, Florida",5238,5218,604,286,466,976,494,653,728,602,1172,1531,1590,1708,1582,1914,1511,2763,2422,2959,2126,1272,656,288,277,157,1252
"G1200330","2016","FL",,,"Florida","12","Escambia County","033",,,,,,,,,,,,,,,,,,"05000US12033","Escambia County, Florida",46048,43777,842,402,872,478,62,1118,758,3083,1983,2095,1941,3269,3586,3421,2447,5370,4675,4494,1542,1002,180,157,0,0,2271,"Escambia County, Florida",3248,3267,565,326,526,310,75,619,414,1184,938,819,901,890,1021,1033,860,1436,1212,1070,800,796,187,208,221,221,671
