GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,ADC4E001,ADC4E002,ADC4E003,ADC4E004,ADC4E005,ADC4E006,ADC4E007,ADC4E008,ADC4E009,ADC4E010,ADC4E011,ADC4E012,ADC4E013,ADC4E014,ADC4E015,ADC4E016,ADC4E017,ADC4E018,ADC4E019,ADC4E020,ADC4E021,ADC4E022,ADC4E023,ADC4E024,ADC4E025,ADC4E026,ADC4E027,NAME_M,ADC4M001,ADC4M002,ADC4M003,ADC4M004,ADC4M005,ADC4M006,ADC4M007,ADC4M008,ADC4M009,ADC4M010,ADC4M011,ADC4M012,ADC4M013,ADC4M014,ADC4M015,ADC4M016,ADC4M017,ADC4M018,ADC4M019,ADC4M020,ADC4M021,ADC4M022,ADC4M023,ADC4M024,ADC4M025,ADC4M026,ADC4M027
"G1701130","2015","IL",,,"Illinois","17","McLean County","113",,,,,,,,,,,,,,,,,,"05000US17113","McLean County, Illinois",23549,23037,43,73,405,260,144,501,584,1099,1516,1114,1728,1631,2100,1749,949,2635,2114,1401,835,863,900,0,82,311,512,"McLean County, Illinois",1720,1721,53,101,339,200,167,308,290,637,547,474,696,836,771,643,433,787,776,643,719,586,473,182,133,321,274
"G1701150","2015","IL",,,"Illinois","17","Macon County","115",,,,,,,,,,,,,,,,,,"05000US17115","Macon County, Illinois",14439,13882,547,465,523,834,398,230,735,1585,1560,1500,1412,909,553,774,266,726,151,475,33,43,0,163,0,0,557,"Macon County, Illinois",1378,1386,331,293,464,533,241,174,280,652,490,595,622,450,402,453,206,340,143,372,57,71,182,248,182,182,304
"G1701190","2015","IL",,,"Illinois","17","Madison County","119",,,,,,,,,,,,,,,,,,"05000US17119","Madison County, Illinois",30955,29457,322,116,309,505,966,669,1241,2058,3212,1866,2082,3235,2025,1984,1879,2310,1091,2263,544,424,356,0,0,0,1498,"Madison County, Illinois",2637,2480,236,103,246,359,597,332,645,854,1009,624,726,936,657,703,688,838,546,888,320,347,381,182,182,182,529
"G1701430","2015","IL",,,"Illinois","17","Peoria County","143",,,,,,,,,,,,,,,,,,"05000US17143","Peoria County, Illinois",25962,24826,228,398,812,694,408,802,565,848,1861,2156,2177,2580,2621,638,1480,2170,1771,1218,283,493,456,167,0,0,1136,"Peoria County, Illinois",1801,1716,191,300,478,356,322,504,228,371,791,790,685,906,993,375,579,706,863,568,257,481,240,183,182,182,433
"G1701610","2015","IL",,,"Illinois","17","Rock Island County","161",,,,,,,,,,,,,,,,,,"05000US17161","Rock Island County, Illinois",18477,17736,732,513,602,936,290,237,710,1054,1366,2303,1375,1732,1479,1485,436,1008,604,356,140,143,87,62,0,86,741,"Rock Island County, Illinois",1827,1737,471,464,453,556,223,155,408,324,547,749,547,660,670,610,275,497,435,273,134,141,138,99,182,150,345
"G1701630","2015","IL",,,"Illinois","17","St. Clair County","163",,,,,,,,,,,,,,,,,,"05000US17163","St. Clair County, Illinois",36144,34467,1502,762,1129,359,537,1174,1827,2648,1885,1610,3592,1622,3001,2918,1030,2536,1356,2241,719,1360,497,0,162,0,1677,"St. Clair County, Illinois",2833,2759,681,521,472,289,344,574,687,984,740,616,1298,574,891,1026,465,1066,692,895,488,534,330,182,147,182,679
"G1701670","2015","IL",,,"Illinois","17","Sangamon County","167",,,,,,,,,,,,,,,,,,"05000US17167","Sangamon County, Illinois",26793,25633,938,208,406,880,373,306,1236,2097,1851,2172,2126,2898,2677,1923,1000,961,1254,871,836,263,208,149,0,0,1160,"Sangamon County, Illinois",1807,1733,589,169,316,431,259,209,483,715,642,715,663,929,840,737,436,383,496,516,392,199,144,238,182,182,462
"G1701790","2015","IL",,,"Illinois","17","Tazewell County","179",,,,,,,,,,,,,,,,,,"05000US17179","Tazewell County, Illinois",11549,10714,78,87,0,333,203,225,1134,672,806,1625,1006,854,715,575,68,560,490,521,469,214,55,0,24,0,835,"Tazewell County, Illinois",1524,1476,130,98,182,274,310,178,629,425,381,584,455,337,671,315,87,318,318,326,318,112,47,182,28,182,450
"G1701830","2015","IL",,,"Illinois","17","Vermilion County","183",,,,,,,,,,,,,,,,,,"05000US17183","Vermilion County, Illinois",10201,9437,78,322,267,211,493,473,878,1033,1048,1834,557,708,400,274,280,239,0,143,0,0,0,0,199,0,764,"Vermilion County, Illinois",1214,1190,113,194,206,146,267,295,339,420,500,576,218,375,219,237,273,254,182,226,182,182,182,182,289,182,330
"G1701970","2015","IL",,,"Illinois","17","Will County","197",,,,,,,,,,,,,,,,,,"05000US17197","Will County, Illinois",45873,43267,388,125,905,308,519,33,881,307,119,1107,871,2038,2323,2322,2972,4825,2828,7833,6235,4218,846,970,44,250,2606,"Will County, Illinois",3206,3162,316,125,481,280,339,55,435,190,108,366,452,747,722,645,722,999,948,1261,1266,1259,500,616,73,336,708
"G1701990","2015","IL",,,"Illinois","17","Williamson County","199",,,,,,,,,,,,,,,,,,"05000US17199","Williamson County, Illinois",6366,5834,381,45,154,240,178,129,174,555,245,333,989,589,585,294,313,205,201,111,14,59,40,0,0,0,532,"Williamson County, Illinois",1011,997,302,59,142,218,160,111,163,386,182,207,514,527,353,265,284,175,173,122,27,98,66,182,182,182,346
"G1702010","2015","IL",,,"Illinois","17","Winnebago County","201",,,,,,,,,,,,,,,,,,"05000US17201","Winnebago County, Illinois",38307,35930,680,478,912,229,520,817,1033,3035,2259,3436,3960,3035,3938,1244,1774,3612,1584,2551,192,487,83,42,29,0,2377,"Winnebago County, Illinois",2230,2179,404,272,398,144,284,441,470,843,719,817,1024,896,1032,516,774,1055,542,908,161,424,85,69,48,182,626
"G1800030","2015","IN",,,"Indiana","18","Allen County","003",,,,,,,,,,,,,,,,,,"05000US18003","Allen County, Indiana",46412,44786,536,372,477,934,662,1017,2904,3190,4248,5367,5154,4977,3781,1903,2265,3080,1283,1747,155,302,303,78,0,51,1626,"Allen County, Indiana",2391,2387,434,330,282,382,416,389,747,904,948,1152,1049,1038,1056,561,791,925,561,794,153,312,183,85,189,88,507
"G1800050","2015","IN",,,"Indiana","18","Bartholomew County","005",,,,,,,,,,,,,,,,,,"05000US18005","Bartholomew County, Indiana",8966,8634,137,73,399,180,49,187,365,265,236,787,549,665,579,622,335,1601,575,776,223,0,31,0,0,0,332,"Bartholomew County, Indiana",1082,1091,239,118,432,190,87,221,248,251,216,354,382,348,387,363,235,628,369,377,277,189,67,189,189,189,317
"G1800190","2015","IN",,,"Indiana","18","Clark County","019",,,,,,,,,,,,,,,,,,"05000US18019","Clark County, Indiana",13048,12667,176,86,119,359,491,328,195,197,1114,771,1325,1746,895,1296,1223,1291,515,286,40,180,0,34,0,0,381,"Clark County, Indiana",1721,1685,221,105,116,253,361,284,162,161,507,471,596,765,583,616,655,690,321,227,67,205,189,58,189,189,236
"G1800350","2015","IN",,,"Indiana","18","Delaware County","035",,,,,,,,,,,,,,,,,,"05000US18035","Delaware County, Indiana",16077,14425,66,568,112,423,401,748,1054,1216,842,2201,1620,1066,506,790,911,673,201,427,142,276,182,0,0,0,1652,"Delaware County, Indiana",1527,1424,85,331,139,245,308,446,548,566,338,711,636,439,263,465,519,512,207,438,178,347,201,189,189,189,600
"G1800390","2015","IN",,,"Indiana","18","Elkhart County","039",,,,,,,,,,,,,,,,,,"05000US18039","Elkhart County, Indiana",21214,20327,0,165,255,199,848,630,264,1819,1346,1167,2590,3144,3029,1387,1264,1379,286,72,138,53,216,76,0,0,887,"Elkhart County, Indiana",1731,1821,189,161,294,227,706,466,222,788,579,506,779,1053,939,551,654,663,228,90,165,91,307,126,189,189,545
"G1800430","2015","IN",,,"Indiana","18","Floyd County","043",,,,,,,,,,,,,,,,,,"05000US18043","Floyd County, Indiana",8067,7716,705,32,311,485,237,0,122,688,748,508,514,930,678,566,549,467,105,43,28,0,0,0,0,0,351,"Floyd County, Indiana",1113,1120,467,53,336,298,221,189,210,360,467,446,300,471,380,292,304,374,148,72,46,189,189,189,189,189,212
"G1800530","2015","IN",,,"Indiana","18","Grant County","053",,,,,,,,,,,,,,,,,,"05000US18053","Grant County, Indiana",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Grant County, Indiana",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G1800570","2015","IN",,,"Indiana","18","Hamilton County","057",,,,,,,,,,,,,,,,,,"05000US18057","Hamilton County, Indiana",24703,24230,279,0,0,100,74,56,129,165,564,769,89,1033,1818,1613,1238,3533,3377,4127,3169,1426,534,137,0,0,473,"Hamilton County, Indiana",2096,2109,299,189,189,118,85,77,154,201,460,431,114,567,707,800,495,1178,1145,1178,1119,648,445,116,189,189,331
"G1800590","2015","IN",,,"Indiana","18","Hancock County","059",,,,,,,,,,,,,,,,,,"05000US18059","Hancock County, Indiana",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hancock County, Indiana",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G1800630","2015","IN",,,"Indiana","18","Hendricks County","063",,,,,,,,,,,,,,,,,,"05000US18063","Hendricks County, Indiana",12905,12498,0,135,84,62,191,238,159,228,691,302,461,568,694,679,913,1812,2231,1961,585,194,310,0,0,0,407,"Hendricks County, Indiana",1515,1531,189,160,150,106,287,199,171,201,555,245,327,346,482,468,530,847,890,976,437,265,456,189,189,189,396
"G1800670","2015","IN",,,"Indiana","18","Howard County","067",,,,,,,,,,,,,,,,,,"05000US18067","Howard County, Indiana",10976,10536,100,635,0,216,509,455,249,819,1985,1188,691,1038,922,484,80,573,92,343,62,0,95,0,0,0,440,"Howard County, Indiana",1336,1307,177,381,189,263,341,328,227,417,672,584,358,562,500,338,85,397,111,317,101,189,118,189,189,189,251
"G1800810","2015","IN",,,"Indiana","18","Johnson County","081",,,,,,,,,,,,,,,,,,"05000US18081","Johnson County, Indiana",17476,17078,191,283,177,61,146,180,0,926,207,1532,2497,1046,1610,861,1097,1878,1513,1712,589,348,188,0,36,0,398,"Johnson County, Indiana",1884,1920,249,292,169,102,182,225,189,568,193,800,1101,550,883,481,572,919,756,861,445,423,216,189,62,189,295
"G1800850","2015","IN",,,"Indiana","18","Kosciusko County","085",,,,,,,,,,,,,,,,,,"05000US18085","Kosciusko County, Indiana",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kosciusko County, Indiana",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G1800890","2015","IN",,,"Indiana","18","Lake County","089",,,,,,,,,,,,,,,,,,"05000US18089","Lake County, Indiana",58775,54890,1703,802,893,1192,351,1377,1522,1940,1877,3596,3300,5812,5777,4878,4589,7152,3207,3615,716,504,0,0,30,57,3885,"Lake County, Indiana",3235,3237,628,426,490,445,266,626,695,650,888,816,922,1282,1357,1054,1320,1246,1085,953,541,360,189,189,49,93,1100
"G1800910","2015","IN",,,"Indiana","18","LaPorte County","091",,,,,,,,,,,,,,,,,,"05000US18091","LaPorte County, Indiana",12977,12154,335,164,70,314,328,171,942,706,806,1633,1665,970,671,531,942,975,529,189,112,101,0,0,0,0,823,"LaPorte County, Indiana",1499,1424,327,238,120,344,348,161,608,461,443,732,801,498,573,262,506,499,384,152,117,118,189,189,189,189,399
"G1800950","2015","IN",,,"Indiana","18","Madison County","095",,,,,,,,,,,,,,,,,,"05000US18095","Madison County, Indiana",15621,14348,0,519,81,224,290,731,834,1034,1201,1738,2516,1928,1727,566,339,195,0,279,0,146,0,0,0,0,1273,"Madison County, Indiana",1595,1565,189,403,99,236,230,335,359,378,494,661,816,723,569,331,251,174,189,336,189,187,189,189,189,189,497
"G1800970","2015","IN",,,"Indiana","18","Marion County","097",,,,,,,,,,,,,,,,,,"05000US18097","Marion County, Indiana",173008,168461,729,787,1645,2416,1575,4337,2666,8657,10393,20083,17707,15529,14200,15434,12555,14899,7213,10652,2863,2241,1301,143,81,355,4547,"Marion County, Indiana",5110,4994,424,420,701,836,657,1156,903,1493,1885,2537,2216,2178,1882,2311,2095,1740,1266,1738,1001,791,608,127,135,261,962
"G1801050","2015","IN",,,"Indiana","18","Monroe County","105",,,,,,,,,,,,,,,,,,"05000US18105","Monroe County, Indiana",25404,24697,656,154,191,144,152,581,271,736,1752,1201,1264,2845,1751,1856,2022,1602,1712,2470,1696,584,581,136,192,148,707,"Monroe County, Indiana",2066,2093,387,134,260,223,184,375,226,486,760,612,486,913,622,600,792,585,712,901,733,365,387,173,292,230,368
"G1801090","2015","IN",,,"Indiana","18","Morgan County","109",,,,,,,,,,,,,,,,,,"05000US18109","Morgan County, Indiana",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Morgan County, Indiana",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G1801270","2015","IN",,,"Indiana","18","Porter County","127",,,,,,,,,,,,,,,,,,"05000US18127","Porter County, Indiana",15709,15173,0,0,428,249,112,0,153,402,396,669,695,933,1883,1902,1719,1133,1967,1506,328,698,0,0,0,0,536,"Porter County, Indiana",1967,1897,189,189,326,253,134,189,146,321,401,611,460,513,864,848,753,509,713,622,273,587,189,189,189,189,539
"G1801410","2015","IN",,,"Indiana","18","St. Joseph County","141",,,,,,,,,,,,,,,,,,"05000US18141","St. Joseph County, Indiana",30516,28267,552,227,587,1026,1264,1403,889,927,1887,2436,3340,2900,2307,2851,1746,2103,665,509,254,394,0,0,0,0,2249,"St. Joseph County, Indiana",2256,2280,287,217,425,499,498,577,344,412,739,808,1187,782,691,903,572,614,389,291,199,335,189,189,189,189,728
"G1801570","2015","IN",,,"Indiana","18","Tippecanoe County","157",,,,,,,,,,,,,,,,,,"05000US18157","Tippecanoe County, Indiana",33167,31995,308,55,169,83,560,126,612,1333,1137,3422,3283,3721,3199,2668,2395,2520,1931,2161,1272,610,249,0,70,111,1172,"Tippecanoe County, Indiana",2144,2034,340,90,147,99,479,110,401,661,554,1118,1291,968,1090,952,865,786,909,922,906,346,358,189,122,109,650
"G1801630","2015","IN",,,"Indiana","18","Vanderburgh County","163",,,,,,,,,,,,,,,,,,"05000US18163","Vanderburgh County, Indiana",25946,24831,666,399,104,1136,761,508,1477,2400,2382,3228,2574,2167,1986,835,1540,801,752,778,221,60,26,0,30,0,1115,"Vanderburgh County, Indiana",1927,1881,364,246,149,544,441,392,589,710,780,847,701,742,693,437,775,383,361,512,194,99,41,189,51,189,548
"G1801670","2015","IN",,,"Indiana","18","Vigo County","167",,,,,,,,,,,,,,,,,,"05000US18167","Vigo County, Indiana",18078,16970,350,449,19,531,466,687,1257,1923,2131,1246,2123,1949,728,560,592,350,246,623,250,73,78,52,287,0,1108,"Vigo County, Indiana",1802,1683,270,465,35,334,374,396,576,724,792,575,666,767,406,294,309,276,158,453,313,123,130,86,274,189,540
"G1801770","2015","IN",,,"Indiana","18","Wayne County","177",,,,,,,,,,,,,,,,,,"05000US18177","Wayne County, Indiana",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Wayne County, Indiana",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G1900130","2015","IA",,,"Iowa","19","Black Hawk County","013",,,,,,,,,,,,,,,,,,"05000US19013","Black Hawk County, Iowa",17495,16974,100,60,36,321,439,879,676,868,1839,1663,1373,2167,1730,811,397,943,963,609,159,494,447,0,0,0,521,"Black Hawk County, Iowa",1451,1486,117,71,58,202,243,531,355,429,648,565,499,678,781,403,202,417,544,374,146,264,376,155,155,155,346
"G1900490","2015","IA",,,"Iowa","19","Dallas County","049",,,,,,,,,,,,,,,,,,"05000US19049","Dallas County, Iowa",5655,5254,30,13,44,53,31,306,107,250,286,163,323,129,354,219,531,591,213,1211,169,55,71,105,0,0,401,"Dallas County, Iowa",838,832,52,23,30,86,55,295,110,139,214,140,249,113,267,185,364,413,204,565,129,44,101,129,155,155,247
"G1900610","2015","IA",,,"Iowa","19","Dubuque County","061",,,,,,,,,,,,,,,,,,"05000US19061","Dubuque County, Iowa",10630,10202,42,32,141,122,281,495,572,409,1519,1244,840,602,584,679,235,572,641,554,370,107,118,0,0,43,428,"Dubuque County, Iowa",1096,1054,68,60,123,117,247,281,366,270,551,510,526,281,325,345,162,275,427,256,330,103,81,155,155,73,265
"G1901030","2015","IA",,,"Iowa","19","Johnson County","103",,,,,,,,,,,,,,,,,,"05000US19103","Johnson County, Iowa",23237,22181,436,13,13,24,0,400,274,313,208,860,1404,2026,1793,3288,1035,2984,820,1767,1520,2135,577,212,79,0,1056,"Johnson County, Iowa",1757,1693,383,20,21,40,155,260,219,263,204,444,589,746,587,969,427,807,571,548,616,725,479,147,128,155,599
"G1901130","2015","IA",,,"Iowa","19","Linn County","113",,,,,,,,,,,,,,,,,,"05000US19113","Linn County, Iowa",25060,23960,467,111,0,403,617,238,1541,4122,1471,1149,1873,2053,2259,1475,1462,2240,1226,814,0,188,161,0,90,0,1100,"Linn County, Iowa",2284,2178,511,87,155,183,328,194,640,1106,501,547,667,815,971,544,682,1151,671,534,155,169,208,155,78,155,472
"G1901530","2015","IA",,,"Iowa","19","Polk County","153",,,,,,,,,,,,,,,,,,"05000US19153","Polk County, Iowa",63440,61514,183,241,116,708,656,576,480,727,2628,3048,4980,5524,6799,7142,5597,8060,4144,4671,3095,1069,624,78,224,144,1926,"Polk County, Iowa",3275,3233,228,372,148,459,409,343,349,406,902,1152,1226,1142,1444,1364,1744,1463,1325,1276,1438,568,403,131,235,120,703
"G1901550","2015","IA",,,"Iowa","19","Pottawattamie County","155",,,,,,,,,,,,,,,,,,"05000US19155","Pottawattamie County, Iowa",12013,11365,101,251,529,296,201,178,443,606,1056,968,679,734,1240,776,287,1213,896,473,169,136,133,0,0,0,648,"Pottawattamie County, Iowa",1107,1094,87,283,483,184,193,133,296,299,414,442,297,376,625,354,220,557,386,297,210,82,112,155,155,155,287
"G1901630","2015","IA",,,"Iowa","19","Scott County","163",,,,,,,,,,,,,,,,,,"05000US19163","Scott County, Iowa",22187,21050,165,389,52,350,356,55,352,1214,1279,1554,1268,3187,3271,1242,1228,1298,1336,684,379,813,246,0,33,299,1137,"Scott County, Iowa",1529,1531,267,468,99,239,270,55,278,476,554,718,571,1030,991,657,543,525,628,358,334,397,193,155,55,271,518
"G1901690","2015","IA",,,"Iowa","19","Story County","169",,,,,,,,,,,,,,,,,,"05000US19169","Story County, Iowa",17396,16473,0,31,11,178,146,428,442,726,1017,397,645,1716,1204,1178,1899,2713,709,1239,1249,262,146,86,51,0,923,"Story County, Iowa",1457,1534,155,41,14,149,134,260,292,441,516,201,281,670,573,584,760,992,476,696,792,273,190,76,87,155,721
"G1901930","2015","IA",,,"Iowa","19","Woodbury County","193",,,,,,,,,,,,,,,,,,"05000US19193","Woodbury County, Iowa",13060,12494,116,32,109,691,383,1265,618,843,520,1257,1442,821,1311,1012,290,795,216,401,0,146,0,0,226,0,566,"Woodbury County, Iowa",1385,1369,142,56,106,517,343,606,358,519,297,556,601,415,551,558,328,441,222,295,155,195,155,155,268,155,264
"G2000150","2015","KS",,,"Kansas","20","Butler County","015",,,,,,,,,,,,,,,,,,"05000US20015","Butler County, Kansas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Butler County, Kansas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G2000450","2015","KS",,,"Kansas","20","Douglas County","045",,,,,,,,,,,,,,,,,,"05000US20045","Douglas County, Kansas",19773,19204,104,137,417,806,207,637,92,1142,954,867,1647,1219,1599,1465,1151,2878,1632,1457,447,243,0,0,0,103,569,"Douglas County, Kansas",1638,1582,173,167,388,636,231,558,165,757,446,480,669,479,678,618,716,1028,644,746,362,207,168,168,168,167,471
"G2000910","2015","KS",,,"Kansas","20","Johnson County","091",,,,,,,,,,,,,,,,,,"05000US20091","Johnson County, Kansas",66769,64989,314,149,1332,343,158,368,432,795,1154,1288,3223,5226,3517,5571,6499,9323,5462,10827,4587,3250,401,383,387,0,1780,"Johnson County, Kansas",2858,2891,269,144,544,268,187,302,346,501,558,704,865,939,869,1103,1206,1469,1152,1695,1167,944,239,221,231,168,540
"G2001030","2015","KS",,,"Kansas","20","Leavenworth County","103",,,,,,,,,,,,,,,,,,"05000US20103","Leavenworth County, Kansas",9247,8981,0,0,564,43,42,57,324,781,592,624,638,1008,813,272,328,314,127,568,424,1290,0,172,0,0,266,"Leavenworth County, Kansas",1275,1236,168,168,467,76,73,84,251,640,347,462,439,528,498,205,313,265,137,400,285,497,168,203,168,168,248
"G2001610","2015","KS",,,"Kansas","20","Riley County","161",,,,,,,,,,,,,,,,,,"05000US20161","Riley County, Kansas",16205,15902,0,40,75,147,60,633,261,314,548,925,767,1007,1069,1156,572,2175,1062,3460,497,940,194,0,0,0,303,"Riley County, Kansas",1434,1390,168,48,104,153,107,466,269,292,351,495,555,657,477,548,416,819,648,1022,373,538,217,168,168,168,253
"G2001730","2015","KS",,,"Kansas","20","Sedgwick County","173",,,,,,,,,,,,,,,,,,"05000US20173","Sedgwick County, Kansas",71784,69341,179,178,985,1179,1793,2854,5739,6120,5917,5647,6944,6503,5536,4067,2558,4127,2543,3579,973,862,420,0,519,119,2443,"Sedgwick County, Kansas",3602,3651,170,137,563,454,602,867,1099,1369,1023,1158,1364,1434,1313,1006,828,1009,835,1087,496,605,268,168,406,105,773
"G2001770","2015","KS",,,"Kansas","20","Shawnee County","177",,,,,,,,,,,,,,,,,,"05000US20177","Shawnee County, Kansas",26407,25754,318,189,171,937,698,1671,1739,1135,1984,2351,2470,2171,1435,1428,1667,1489,876,1150,561,362,681,36,56,179,653,"Shawnee County, Kansas",2293,2285,335,184,167,623,567,680,767,451,616,893,878,669,615,660,719,613,431,511,384,422,520,62,91,182,401
"G2002090","2015","KS",,,"Kansas","20","Wyandotte County","209",,,,,,,,,,,,,,,,,,"05000US20209","Wyandotte County, Kansas",25162,24247,654,463,142,718,516,796,591,969,1326,3157,2362,3214,2281,2024,1027,1862,892,988,178,42,0,0,0,45,915,"Wyandotte County, Kansas",1623,1616,355,330,125,307,324,418,332,374,494,794,563,791,672,758,395,599,389,403,134,76,168,168,168,75,466
"G2100150","2015","KY",,,"Kentucky","21","Boone County","015",,,,,,,,,,,,,,,,,,"05000US21015","Boone County, Kentucky",13887,13246,0,95,120,58,0,0,142,552,191,679,997,475,910,1016,1024,2663,1119,1051,958,786,283,0,127,0,641,"Boone County, Kentucky",1935,1866,187,154,147,100,187,187,181,494,260,552,572,452,476,548,455,1061,638,545,693,713,219,187,118,187,390
"G2100290","2015","KY",,,"Kentucky","21","Bullitt County","029",,,,,,,,,,,,,,,,,,"05000US21029","Bullitt County, Kentucky",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bullitt County, Kentucky",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G2100370","2015","KY",,,"Kentucky","21","Campbell County","037",,,,,,,,,,,,,,,,,,"05000US21037","Campbell County, Kentucky",11888,11468,284,0,61,92,0,51,201,1020,639,1205,1901,643,641,919,1273,894,733,603,205,103,0,0,0,0,420,"Campbell County, Kentucky",1330,1346,205,187,76,147,187,44,161,461,424,580,657,293,431,490,433,448,350,418,324,173,187,187,187,187,262
"G2100470","2015","KY",,,"Kentucky","21","Christian County","047",,,,,,,,,,,,,,,,,,"05000US21047","Christian County, Kentucky",13053,12725,0,145,20,595,525,697,719,821,1420,1891,536,757,662,377,224,878,375,985,545,553,0,0,0,0,328,"Christian County, Kentucky",1200,1203,187,172,18,385,353,329,432,424,594,823,368,457,524,305,248,387,290,443,297,248,187,187,187,187,160
"G2100590","2015","KY",,,"Kentucky","21","Daviess County","059",,,,,,,,,,,,,,,,,,"05000US21059","Daviess County, Kentucky",11634,11091,184,158,223,405,601,429,1717,1285,1341,621,1088,928,643,632,329,190,207,32,0,0,78,0,0,0,543,"Daviess County, Kentucky",1277,1250,185,179,176,318,322,353,836,541,485,307,588,492,370,460,352,193,309,55,187,187,65,187,187,187,244
"G2100670","2015","KY",,,"Kentucky","21","Fayette County","067",,,,,,,,,,,,,,,,,,"05000US21067","Fayette County, Kentucky",62549,60206,692,493,871,987,715,1760,1469,2530,3661,5262,4412,5663,5072,3446,3609,5448,4401,5377,1517,1931,530,167,0,193,2343,"Fayette County, Kentucky",2444,2439,385,390,503,451,353,641,573,811,999,1100,965,1180,1276,1038,1010,1269,1200,1251,555,759,301,223,187,201,710
"G2100930","2015","KY",,,"Kentucky","21","Hardin County","093",,,,,,,,,,,,,,,,,,"05000US21093","Hardin County, Kentucky",15780,14880,198,58,163,128,283,316,528,1184,1330,1845,1443,858,806,890,442,1061,883,1068,950,388,0,58,0,0,900,"Hardin County, Kentucky",1445,1371,256,95,114,133,225,219,387,607,523,716,781,477,487,504,329,504,436,509,471,209,187,75,187,187,491
"G2101110","2015","KY",,,"Kentucky","21","Jefferson County","111",,,,,,,,,,,,,,,,,,"05000US21111","Jefferson County, Kentucky",120914,116418,1757,1787,2888,2745,1068,2343,3040,4810,6283,10791,11433,10116,8579,8768,5934,11740,7751,7595,2418,2258,1391,579,115,229,4496,"Jefferson County, Kentucky",3925,3918,647,759,749,931,540,865,723,1188,1435,2217,1944,1547,1499,1438,1271,1748,1443,1216,764,704,835,464,164,243,1107
"G2101170","2015","KY",,,"Kentucky","21","Kenton County","117",,,,,,,,,,,,,,,,,,"05000US21117","Kenton County, Kentucky",23733,22243,822,104,153,613,182,225,709,723,1726,1556,2069,2529,1631,1555,1480,2811,1380,1080,312,478,30,44,31,0,1490,"Kenton County, Kentucky",2061,2006,446,102,152,267,148,162,541,311,704,609,854,820,619,564,727,928,619,565,221,261,52,72,53,187,622
"G2101450","2015","KY",,,"Kentucky","21","McCracken County","145",,,,,,,,,,,,,,,,,,"05000US21145","McCracken County, Kentucky",,,,,,,,,,,,,,,,,,,,,,,,,,,,"McCracken County, Kentucky",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G2101510","2015","KY",,,"Kentucky","21","Madison County","151",,,,,,,,,,,,,,,,,,"05000US21151","Madison County, Kentucky",13709,12812,134,140,145,300,165,880,672,1714,1202,1017,1552,1557,481,718,205,774,362,194,0,273,0,327,0,0,897,"Madison County, Kentucky",1377,1310,211,175,167,234,123,651,378,750,604,504,602,652,318,500,167,424,240,163,187,385,187,484,187,187,562
"G2101950","2015","KY",,,"Kentucky","21","Pike County","195",,,,,,,,,,,,,,,,,,"05000US21195","Pike County, Kentucky",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pike County, Kentucky",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G2102270","2015","KY",,,"Kentucky","21","Warren County","227",,,,,,,,,,,,,,,,,,"05000US21227","Warren County, Kentucky",19639,18994,47,236,111,613,168,809,477,1761,1711,2843,2968,2290,1394,744,298,777,470,867,286,124,0,0,0,0,645,"Warren County, Kentucky",1879,1900,81,240,167,262,173,608,369,675,711,1080,1050,924,747,508,201,442,425,480,304,99,187,187,187,187,324
"G2200050","2015","LA",,,"Louisiana","22","Ascension Parish","005",,,,,,,,,,,,,,,,,,"05000US22005","Ascension Parish, Louisiana",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ascension Parish, Louisiana",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G2200150","2015","LA",,,"Louisiana","22","Bossier Parish","015",,,,,,,,,,,,,,,,,,"05000US22015","Bossier Parish, Louisiana",18338,16946,283,106,678,443,307,112,397,281,1028,1050,1031,997,866,1550,892,1713,1354,2091,1199,463,105,0,0,0,1392,"Bossier Parish, Louisiana",1826,1889,254,105,330,354,202,133,389,251,635,592,715,609,695,852,569,706,659,810,584,290,112,204,204,204,726
