GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AAS5E001,AAS5E002,AAS5E003,AAS5E004,AAS5E005,AAS5E006,AAS5E007,AAS5E008,AAS5E009,AAS5E010,AAS5E011,AAS5E012,AAS5E013,AAS5E014,AAS5E015,AAS5E016,AAS5E017,NAME_M,AAS5M001,AAS5M002,AAS5M003,AAS5M004,AAS5M005,AAS5M006,AAS5M007,AAS5M008,AAS5M009,AAS5M010,AAS5M011,AAS5M012,AAS5M013,AAS5M014,AAS5M015,AAS5M016,AAS5M017
"G06033182","2014","CA",,,"California","06",,,"Hemet city","33182",,,,,,,,,,,,,,,,"16000US0633182","Hemet city, California",31058,3422,3464,2638,2783,1460,3213,1820,1892,967,2876,2325,2803,255,599,218,323,"Hemet city, California",2536,1122,973,934,803,603,1107,802,794,401,1111,746,805,202,360,257,198
"G06033434","2014","CA",,,"California","06",,,"Hesperia city","33434",,,,,,,,,,,,,,,,"16000US0633434","Hesperia city, California",26853,2289,1581,1693,2052,1032,1537,1481,1183,1373,2903,2794,3211,1463,1309,427,525,"Hesperia city, California",1418,677,699,634,826,414,745,649,533,572,762,911,791,593,844,246,441
"G06036000","2014","CA",,,"California","06",,,"Huntington Beach city","36000",,,,,,,,,,,,,,,,"16000US0636000","Huntington Beach city, California",76357,2504,2297,2192,2189,2080,2248,2636,2056,2726,4604,7393,11534,8673,5758,8689,8778,"Huntington Beach city, California",2323,781,771,635,628,816,807,783,680,726,1082,1508,1658,1473,985,1109,1289
"G06036448","2014","CA",,,"California","06",,,"Indio city","36448",,,,,,,,,,,,,,,,"16000US0636448","Indio city, California",27184,2057,1853,1301,1991,1753,1726,1238,1164,1093,2734,2069,3445,2183,1341,838,398,"Indio city, California",1896,699,765,520,680,712,689,535,562,514,760,672,858,688,508,485,246
"G06036546","2014","CA",,,"California","06",,,"Inglewood city","36546",,,,,,,,,,,,,,,,"16000US0636546","Inglewood city, California",36439,2740,2021,2399,3227,2331,2234,2367,1877,2444,3380,3659,2854,2563,1187,963,193,"Inglewood city, California",1890,739,676,678,839,787,641,734,623,735,843,818,765,811,476,497,136
"G06036770","2014","CA",,,"California","06",,,"Irvine city","36770",,,,,,,,,,,,,,,,"16000US0636770","Irvine city, California",90513,6928,2159,2239,2042,1664,2790,2688,3181,2172,4787,5907,12421,9300,8966,9659,13610,"Irvine city, California",3320,1826,938,849,788,647,992,1173,1478,728,1142,1655,2300,1712,2128,1692,1930
"G06037692","2014","CA",,,"California","06",,,"Jurupa Valley city","37692",,,,,,,,,,,,,,,,"16000US0637692","Jurupa Valley city, California",23734,911,825,1339,1357,1365,1367,1607,758,808,1938,2759,3918,2078,1102,775,827,"Jurupa Valley city, California",1143,324,417,517,505,524,544,614,354,359,592,896,669,601,431,359,354
"G06039248","2014","CA",,,"California","06",,,"Laguna Niguel city","39248",,,,,,,,,,,,,,,,"16000US0639248","Laguna Niguel city, California",25916,675,742,460,915,847,477,1035,736,367,1261,2178,3522,2246,1759,3290,5406,"Laguna Niguel city, California",1346,402,488,317,745,469,355,469,538,275,522,832,1046,643,578,882,878
"G06039496","2014","CA",,,"California","06",,,"Lake Forest city","39496",,,,,,,,,,,,,,,,"16000US0639496","Lake Forest city, California",25428,698,884,355,306,872,389,976,858,495,1351,3048,3182,2764,2297,3918,3035,"Lake Forest city, California",1491,342,592,217,226,562,243,529,464,343,491,861,738,630,646,988,676
"G06039892","2014","CA",,,"California","06",,,"Lakewood city","39892",,,,,,,,,,,,,,,,"16000US0639892","Lakewood city, California",25755,624,629,595,734,754,892,1112,1150,1121,1779,2551,4224,3945,2119,2052,1474,"Lakewood city, California",1373,276,453,474,407,398,344,504,547,552,540,666,834,812,571,590,509
"G06040130","2014","CA",,,"California","06",,,"Lancaster city","40130",,,,,,,,,,,,,,,,"16000US0640130","Lancaster city, California",47527,7695,2372,2449,2005,1718,2318,2627,2490,2249,4034,4777,5776,3286,1623,1393,715,"Lancaster city, California",2075,1394,595,819,721,648,682,743,722,779,1117,1122,1072,803,732,485,313
"G06041992","2014","CA",,,"California","06",,,"Livermore city","41992",,,,,,,,,,,,,,,,"16000US0641992","Livermore city, California",30976,1275,517,542,793,613,1245,922,912,763,2608,2889,3791,3755,2519,3691,4141,"Livermore city, California",1466,630,450,449,359,503,623,553,423,445,960,971,874,870,806,944,809
"G06043000","2014","CA",,,"California","06",,,"Long Beach city","43000",,,,,,,,,,,,,,,,"16000US0643000","Long Beach city, California",161870,11019,9914,8554,8945,8239,7730,5750,7896,7180,11532,14160,19562,13512,8141,11101,8635,"Long Beach city, California",3834,1590,1556,1386,1303,1200,1200,1315,1417,1398,1879,1604,2023,1672,1426,1637,1276
"G06044000","2014","CA",,,"California","06",,,"Los Angeles city","44000",,,,,,,,,,,,,,,,"16000US0644000","Los Angeles city, California",1343084,104136,94456,81030,80692,70854,70711,55573,59063,47615,97182,118988,139071,94965,58505,72493,97750,"Los Angeles city, California",8666,5448,4886,3702,3832,3884,3925,3485,2709,3531,4670,5276,5237,4284,3263,3730,3952
"G06044574","2014","CA",,,"California","06",,,"Lynwood city","44574",,,,,,,,,,,,,,,,"16000US0644574","Lynwood city, California",15577,915,1170,1052,1546,972,857,1147,893,1040,1013,1601,1281,1163,525,259,143,"Lynwood city, California",935,499,501,506,568,450,422,429,389,450,395,454,495,491,278,206,179
"G06045484","2014","CA",,,"California","06",,,"Manteca city","45484",,,,,,,,,,,,,,,,"16000US0645484","Manteca city, California",23295,640,1114,1392,1144,363,863,1150,1432,958,1898,3083,3037,2689,1525,1251,756,"Manteca city, California",1879,316,619,745,480,244,525,592,637,443,599,890,847,907,644,446,479
"G06046842","2014","CA",,,"California","06",,,"Menifee city","46842",,,,,,,,,,,,,,,,"16000US0646842","Menifee city, California",27000,1330,1124,1234,1326,1341,1982,1683,859,926,2210,3418,4522,1859,1164,1144,878,"Menifee city, California",1548,568,487,430,507,482,647,601,394,409,667,787,988,641,402,402,422
"G06046898","2014","CA",,,"California","06",,,"Merced city","46898",,,,,,,,,,,,,,,,"16000US0646898","Merced city, California",26930,2374,2248,1822,1948,1582,1469,2336,698,500,2314,2721,2353,1298,1654,1096,517,"Merced city, California",1169,696,585,732,605,462,556,858,393,294,676,808,821,572,804,535,515
"G06047766","2014","CA",,,"California","06",,,"Milpitas city","47766",,,,,,,,,,,,,,,,"16000US0647766","Milpitas city, California",21145,661,375,619,339,402,855,513,761,386,994,2043,1761,2644,2145,3483,3164,"Milpitas city, California",1214,372,298,396,232,289,435,331,470,301,356,828,586,634,657,900,708
"G06048256","2014","CA",,,"California","06",,,"Mission Viejo city","48256",,,,,,,,,,,,,,,,"16000US0648256","Mission Viejo city, California",32761,650,294,478,637,714,1240,682,680,725,1968,3266,4370,4143,3720,4206,4988,"Mission Viejo city, California",1775,306,231,332,364,311,564,456,325,371,688,907,1012,898,782,798,950
"G06048354","2014","CA",,,"California","06",,,"Modesto city","48354",,,,,,,,,,,,,,,,"16000US0648354","Modesto city, California",71759,5437,5174,4231,2495,2552,4010,3894,4168,1836,6457,8561,8903,6010,2947,2036,3048,"Modesto city, California",2433,1148,1110,1106,712,803,1046,866,1166,604,1273,1416,1408,887,717,788,1131
"G06049270","2014","CA",,,"California","06",,,"Moreno Valley city","49270",,,,,,,,,,,,,,,,"16000US0649270","Moreno Valley city, California",50308,2901,1883,2513,3395,1857,2959,2176,2664,2224,5251,5644,7092,3878,2453,2421,997,"Moreno Valley city, California",2145,796,644,642,807,533,878,565,729,584,1058,1174,1201,1016,635,683,437
"G06049670","2014","CA",,,"California","06",,,"Mountain View city","49670",,,,,,,,,,,,,,,,"16000US0649670","Mountain View city, California",33647,1381,1431,899,922,902,363,795,1332,880,1293,2438,4091,4383,2180,3526,6831,"Mountain View city, California",1685,666,639,535,464,568,256,502,587,543,522,819,967,1090,537,820,971
"G06050076","2014","CA",,,"California","06",,,"Murrieta city","50076",,,,,,,,,,,,,,,,"16000US0650076","Murrieta city, California",32617,1541,729,437,1394,685,2092,1428,955,971,2090,3240,6114,3238,2206,2301,3196,"Murrieta city, California",1699,786,415,350,805,409,953,605,510,562,796,814,1245,912,737,755,882
"G06050258","2014","CA",,,"California","06",,,"Napa city","50258",,,,,,,,,,,,,,,,"16000US0650258","Napa city, California",29117,1061,1142,1018,1641,1819,983,743,1377,1469,1926,1936,4142,3186,1227,2614,2833,"Napa city, California",1131,494,433,405,630,798,516,385,583,577,573,601,850,765,451,718,618
"G06051182","2014","CA",,,"California","06",,,"Newport Beach city","51182",,,,,,,,,,,,,,,,"16000US0651182","Newport Beach city, California",39212,1953,870,635,1549,1200,1395,659,1160,792,2329,1574,3532,4613,2545,4254,10152,"Newport Beach city, California",1988,967,431,386,696,611,599,388,691,516,831,660,988,1020,779,976,1386
"G06052526","2014","CA",,,"California","06",,,"Norwalk city","52526",,,,,,,,,,,,,,,,"16000US0652526","Norwalk city, California",26336,1525,1295,1071,592,689,742,1016,1248,1271,2645,3591,4602,2834,1461,1164,590,"Norwalk city, California",1557,518,440,471,295,328,356,439,538,504,702,804,1132,651,521,383,288
"G06053000","2014","CA",,,"California","06",,,"Oakland city","53000",,,,,,,,,,,,,,,,"16000US0653000","Oakland city, California",156724,12531,11538,5733,8098,7049,8172,6229,5662,5421,11851,13174,15826,14220,8248,10643,12329,"Oakland city, California",3502,1577,1600,1021,1193,1303,1596,1043,1149,1080,1835,1449,1771,1713,1320,1476,1478
"G06053322","2014","CA",,,"California","06",,,"Oceanside city","53322",,,,,,,,,,,,,,,,"16000US0653322","Oceanside city, California",62000,5511,2423,2654,2463,1848,2577,2940,2295,3005,6886,4427,8343,6111,3400,3603,3514,"Oceanside city, California",2265,1293,810,927,765,594,843,923,664,1010,1224,978,1184,1291,821,899,847
"G06053896","2014","CA",,,"California","06",,,"Ontario city","53896",,,,,,,,,,,,,,,,"16000US0653896","Ontario city, California",47375,2831,2346,1920,3034,1985,2059,2597,2762,2457,4395,5275,6511,3883,1803,2197,1320,"Ontario city, California",1712,875,655,626,819,679,820,732,724,767,903,1085,1263,847,571,632,441
"G06053980","2014","CA",,,"California","06",,,"Orange city","53980",,,,,,,,,,,,,,,,"16000US0653980","Orange city, California",41868,2299,1171,1148,1243,2047,1240,1875,1129,1204,2570,4780,6013,4081,3754,3803,3511,"Orange city, California",1918,731,572,444,548,748,696,682,433,499,810,1236,1337,960,848,915,812
"G06054652","2014","CA",,,"California","06",,,"Oxnard city","54652",,,,,,,,,,,,,,,,"16000US0654652","Oxnard city, California",51646,1850,1531,2221,1971,2896,2728,2364,2573,2830,5038,5904,7434,5415,2224,2857,1810,"Oxnard city, California",2382,642,505,749,752,886,746,647,762,855,951,1432,1191,1115,567,831,586
"G06055156","2014","CA",,,"California","06",,,"Palmdale city","55156",,,,,,,,,,,,,,,,"16000US0655156","Palmdale city, California",43658,3314,1677,2644,2388,2079,2166,2028,1709,1869,2771,4448,6987,2989,2168,3113,1308,"Palmdale city, California",1851,899,550,662,693,637,641,671,549,574,731,970,1223,814,615,886,467
"G06055282","2014","CA",,,"California","06",,,"Palo Alto city","55282",,,,,,,,,,,,,,,,"16000US0655282","Palo Alto city, California",26288,576,912,512,195,483,878,0,395,589,970,875,2505,2211,1643,4105,9439,"Palo Alto city, California",1319,403,549,245,174,265,544,200,259,286,375,334,645,676,515,900,1047
"G06056000","2014","CA",,,"California","06",,,"Pasadena city","56000",,,,,,,,,,,,,,,,"16000US0656000","Pasadena city, California",53100,4133,2979,1958,1764,1927,1381,1838,1588,1783,3215,4857,6884,4825,3181,4720,6067,"Pasadena city, California",1940,1064,693,640,663,736,487,699,565,663,738,1040,1010,929,825,843,1014
"G06056700","2014","CA",,,"California","06",,,"Perris city","56700",,,,,,,,,,,,,,,,"16000US0656700","Perris city, California",16481,1348,696,714,1498,314,1218,610,1249,682,1394,2355,2592,812,599,400,0,"Perris city, California",1181,639,463,428,675,258,724,471,657,487,595,842,840,545,382,287,200
"G06057456","2014","CA",,,"California","06",,,"Pittsburg city","57456",,,,,,,,,,,,,,,,"16000US0657456","Pittsburg city, California",20071,1309,1126,854,795,393,426,349,645,1042,1777,3167,3167,2199,904,1339,579,"Pittsburg city, California",1351,543,548,527,456,309,339,251,298,524,536,807,925,737,397,647,290
"G06057792","2014","CA",,,"California","06",,,"Pleasanton city","57792",,,,,,,,,,,,,,,,"16000US0657792","Pleasanton city, California",26340,609,590,368,943,645,560,223,370,662,1217,1798,2085,3317,2526,4397,6030,"Pleasanton city, California",1311,285,427,213,568,335,319,170,239,392,483,717,659,887,739,971,1002
"G06058072","2014","CA",,,"California","06",,,"Pomona city","58072",,,,,,,,,,,,,,,,"16000US0658072","Pomona city, California",39439,2936,2142,1591,2407,2633,2228,2286,2885,1512,3050,4997,4344,3168,1230,1497,533,"Pomona city, California",1537,826,643,526,687,788,679,690,798,484,698,969,861,825,448,490,284
"G06059444","2014","CA",,,"California","06",,,"Rancho Cordova city","59444",,,,,,,,,,,,,,,,"16000US0659444","Rancho Cordova city, California",24395,870,1357,1502,813,964,1063,1161,1264,723,2480,2848,3710,2225,1042,1318,1055,"Rancho Cordova city, California",1252,386,559,581,436,497,429,505,400,388,547,712,845,600,426,449,519
"G06059451","2014","CA",,,"California","06",,,"Rancho Cucamonga city","59451",,,,,,,,,,,,,,,,"16000US0659451","Rancho Cucamonga city, California",58305,2832,1334,2568,2087,1789,2934,2218,1865,1512,5126,6737,7405,6419,3541,5497,4441,"Rancho Cucamonga city, California",2607,1063,534,917,871,950,1017,1133,649,777,1457,1641,1419,1252,998,1112,1054
"G06059920","2014","CA",,,"California","06",,,"Redding city","59920",,,,,,,,,,,,,,,,"16000US0659920","Redding city, California",33424,2076,2798,1702,2435,1904,1823,2091,1837,1364,2766,3729,3239,1763,1455,1441,1001,"Redding city, California",1368,757,720,670,759,572,669,865,747,470,684,831,690,522,487,412,372
"G06059962","2014","CA",,,"California","06",,,"Redlands city","59962",,,,,,,,,,,,,,,,"16000US0659962","Redlands city, California",21806,1943,1044,1260,558,478,987,1024,366,558,1922,2130,1901,2628,1463,1855,1689,"Redlands city, California",1555,658,449,554,369,382,532,535,227,348,877,785,633,810,605,623,564
"G06060018","2014","CA",,,"California","06",,,"Redondo Beach city","60018",,,,,,,,,,,,,,,,"16000US0660018","Redondo Beach city, California",26069,724,696,1136,586,1062,332,570,853,550,1084,2175,2241,3258,2744,4116,3942,"Redondo Beach city, California",1556,321,441,617,421,650,222,363,484,401,534,766,595,941,818,1157,760
"G06060102","2014","CA",,,"California","06",,,"Redwood City city","60102",,,,,,,,,,,,,,,,"16000US0660102","Redwood City city, California",29245,1084,1091,1190,1286,580,931,871,1255,517,1225,2806,3513,2564,1995,3310,5027,"Redwood City city, California",1662,592,527,521,489,347,497,438,602,338,454,651,838,704,668,765,1027
"G06060466","2014","CA",,,"California","06",,,"Rialto city","60466",,,,,,,,,,,,,,,,"16000US0660466","Rialto city, California",25834,1001,1913,1310,1404,1488,2091,999,1586,993,1738,3135,4371,1491,881,777,656,"Rialto city, California",1344,471,703,531,541,516,657,463,573,430,693,814,829,437,509,368,425
"G06060620","2014","CA",,,"California","06",,,"Richmond city","60620",,,,,,,,,,,,,,,,"16000US0660620","Richmond city, California",39235,2353,2869,2588,2036,1456,1762,1716,2016,1370,2638,4222,6092,3160,1556,2034,1367,"Richmond city, California",1931,775,726,921,862,528,700,623,595,564,828,1013,1198,778,491,722,491
"G06062000","2014","CA",,,"California","06",,,"Riverside city","62000",,,,,,,,,,,,,,,,"16000US0662000","Riverside city, California",90204,6141,4029,3932,4134,4421,4302,3274,4618,4130,7306,10682,12980,7941,4583,4547,3184,"Riverside city, California",2910,1282,1070,906,1079,992,1129,786,1058,1039,1182,1532,1812,1180,1124,967,684
"G06062938","2014","CA",,,"California","06",,,"Roseville city","62938",,,,,,,,,,,,,,,,"16000US0662938","Roseville city, California",48152,1833,2104,1182,2150,2135,1361,1730,1603,1544,2668,3866,7005,5877,4249,4722,4123,"Roseville city, California",1593,759,768,437,623,706,499,582,623,610,675,1038,1240,1222,986,933,1034
"G06064000","2014","CA",,,"California","06",,,"Sacramento city","64000",,,,,,,,,,,,,,,,"16000US0664000","Sacramento city, California",177553,13931,15022,9009,9223,9019,9403,7258,8893,8932,13163,16550,20515,13232,7226,9168,7009,"Sacramento city, California",3506,1716,1992,1527,1557,1443,1436,1152,1476,1407,1502,1673,2422,1539,1141,1417,1143
"G06064224","2014","CA",,,"California","06",,,"Salinas city","64224",,,,,,,,,,,,,,,,"16000US0664224","Salinas city, California",39390,1396,1940,1422,2957,1734,2208,2817,1576,2745,3724,4472,4954,2787,1917,1759,982,"Salinas city, California",1478,624,644,503,863,574,654,714,571,816,946,832,1036,740,726,538,352
"G06065000","2014","CA",,,"California","06",,,"San Bernardino city","65000",,,,,,,,,,,,,,,,"16000US0665000","San Bernardino city, California",54615,4786,5939,5121,4657,2413,2731,3054,3094,3228,4049,4616,4521,3666,1010,1152,578,"San Bernardino city, California",2403,1035,1134,928,1150,700,769,826,819,886,1045,898,859,683,348,447,325
"G06065042","2014","CA",,,"California","06",,,"San Buenaventura (Ventura) city","65042",,,,,,,,,,,,,,,,"16000US0665042","San Buenaventura (Ventura) city, California",42233,1641,1821,1798,1368,1504,2023,1186,1082,1792,2565,5230,7851,3577,2929,3532,2334,"San Buenaventura (Ventura) city, California",2064,731,593,843,578,605,726,523,437,618,926,1321,1455,982,880,766,621
"G06065084","2014","CA",,,"California","06",,,"San Clemente city","65084",,,,,,,,,,,,,,,,"16000US0665084","San Clemente city, California",24678,876,292,118,456,1062,629,494,1154,257,2257,1842,3146,2408,1887,3338,4462,"San Clemente city, California",1334,632,277,146,257,703,473,295,568,213,884,785,1112,756,698,835,917
"G06066000","2014","CA",,,"California","06",,,"San Diego city","66000",,,,,,,,,,,,,,,,"16000US0666000","San Diego city, California",493446,30377,20600,18241,18965,20439,22543,18305,19977,18285,31700,48807,61888,49337,33290,37391,43301,"San Diego city, California",5867,2810,2235,2253,2172,2418,2581,2066,2384,1958,2511,3569,3387,3945,2992,2995,2716
"G06067000","2014","CA",,,"California","06",,,"San Francisco city","67000",,,,,,,,,,,,,,,,"16000US0667000","San Francisco city, California",353406,21295,20780,14823,10402,9435,9131,11175,9073,9903,15870,28907,37803,36065,28208,33708,56828,"San Francisco city, California",4278,2610,2424,1876,1392,1582,1371,1982,1588,1392,2302,2383,3052,2714,2689,2473,3331
"G06068000","2014","CA",,,"California","06",,,"San Jose city","68000",,,,,,,,,,,,,,,,"16000US0668000","San Jose city, California",312227,11045,11889,10510,8347,8560,9401,10766,9688,8971,17968,27794,37664,35496,25156,35401,43571,"San Jose city, California",4034,1466,1855,1388,1460,1259,1692,1571,1488,1415,1932,2203,2634,2806,2157,2656,2631
"G06068084","2014","CA",,,"California","06",,,"San Leandro city","68084",,,,,,,,,,,,,,,,"16000US0668084","San Leandro city, California",33134,1461,1179,1382,2220,1961,1416,1362,1592,826,2428,3337,3737,3357,2446,2998,1432,"San Leandro city, California",1549,659,654,580,848,856,617,614,792,464,779,762,972,944,745,749,562
"G06068196","2014","CA",,,"California","06",,,"San Marcos city","68196",,,,,,,,,,,,,,,,"16000US0668196","San Marcos city, California",28337,2503,604,1168,1541,803,1110,705,962,1535,1865,2216,4035,4414,1473,1305,2098,"San Marcos city, California",1734,1099,352,503,616,450,611,433,404,861,675,652,1183,1165,567,533,863
"G06068252","2014","CA",,,"California","06",,,"San Mateo city","68252",,,,,,,,,,,,,,,,"16000US0668252","San Mateo city, California",39763,1355,861,878,1104,976,955,620,1590,1289,2191,3395,4462,4891,3493,4134,7569,"San Mateo city, California",1870,532,374,448,620,441,470,308,689,504,673,990,855,1119,790,857,1160
"G06068378","2014","CA",,,"California","06",,,"San Ramon city","68378",,,,,,,,,,,,,,,,"16000US0668378","San Ramon city, California",24199,412,58,359,181,707,298,224,976,427,775,1219,2390,2709,3273,3830,6361,"San Ramon city, California",916,438,69,200,134,476,248,181,535,282,381,483,695,762,673,783,1026
"G06069000","2014","CA",,,"California","06",,,"Santa Ana city","69000",,,,,,,,,,,,,,,,"16000US0669000","Santa Ana city, California",78068,2572,2893,4905,4919,5186,5200,4862,4091,3670,6774,8435,10996,5883,3030,2636,2016,"Santa Ana city, California",2241,788,773,1147,965,1164,1068,1104,873,867,1284,1397,1278,1139,632,634,670
"G06069070","2014","CA",,,"California","06",,,"Santa Barbara city","69070",,,,,,,,,,,,,,,,"16000US0669070","Santa Barbara city, California",35786,1593,1902,1455,1386,1620,1535,1740,1441,1906,2656,2832,4068,3009,2069,3393,3181,"Santa Barbara city, California",2175,578,708,712,723,570,713,713,688,663,820,734,941,756,651,996,872
"G06069084","2014","CA",,,"California","06",,,"Santa Clara city","69084",,,,,,,,,,,,,,,,"16000US0669084","Santa Clara city, California",44068,1461,916,1409,1752,1273,1415,989,1347,795,2849,3111,6223,5098,3068,4980,7382,"Santa Clara city, California",1949,598,403,565,756,689,661,605,752,358,1007,854,1494,1066,761,947,1290
"G06069088","2014","CA",,,"California","06",,,"Santa Clarita city","69088",,,,,,,,,,,,,,,,"16000US0669088","Santa Clarita city, California",58505,1740,1384,2121,1714,1450,2335,1464,2754,1463,4364,5736,10026,6686,4141,5636,5491,"Santa Clarita city, California",1683,608,539,707,449,579,781,548,838,555,1162,1055,1433,1262,788,894,1048
"G06069196","2014","CA",,,"California","06",,,"Santa Maria city","69196",,,,,,,,,,,,,,,,"16000US0669196","Santa Maria city, California",26846,1100,778,1652,2465,2004,1224,1028,1664,1023,1745,2798,4171,2771,1289,831,303,"Santa Maria city, California",1458,510,340,667,854,783,538,521,669,540,604,766,906,787,541,417,222
"G06070000","2014","CA",,,"California","06",,,"Santa Monica city","70000",,,,,,,,,,,,,,,,"16000US0670000","Santa Monica city, California",46474,2881,2893,1749,1335,627,684,930,1743,1885,2644,4708,4136,4785,3559,4628,7287,"Santa Monica city, California",2081,905,900,944,489,423,402,532,668,841,835,1327,950,905,916,1061,1226
