GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AC2YE001,AC2YE002,AC2YE003,AC2YE004,AC2YE005,AC2YE006,AC2YE007,AC2YE008,AC2YE009,AC2YE010,AC2YE011,AC2YE012,AC2YE013,AC2YE014,AC2YE015,AC2YE016,AC2YE017,NAME_M,AC2YM001,AC2YM002,AC2YM003,AC2YM004,AC2YM005,AC2YM006,AC2YM007,AC2YM008,AC2YM009,AC2YM010,AC2YM011,AC2YM012,AC2YM013,AC2YM014,AC2YM015,AC2YM016,AC2YM017
"G12057900","2015","FL",,,"Florida","12",,,"Poinciana CDP","57900",,,,,,,,,,,,,,,,"16000US1257900","Poinciana CDP, Florida",18804,1017,1074,1543,531,1170,1152,1737,1020,946,3042,2192,1433,1219,455,273,0,"Poinciana CDP, Florida",2216,775,765,899,476,639,722,940,618,715,1336,954,828,721,492,401,217
"G12058050","2015","FL",,,"Florida","12",,,"Pompano Beach city","58050",,,,,,,,,,,,,,,,"16000US1258050","Pompano Beach city, Florida",40375,3367,2263,2556,3297,1577,2842,2238,2462,2685,3628,3825,4038,2079,1131,1202,1185,"Pompano Beach city, Florida",2513,895,750,856,902,563,810,809,672,813,1008,877,1012,711,451,512,389
"G12058715","2015","FL",,,"Florida","12",,,"Port St. Lucie city","58715",,,,,,,,,,,,,,,,"16000US1258715","Port St. Lucie city, Florida",61310,4473,2617,2490,4168,2503,3101,3109,2902,2678,8422,6403,9434,4121,1210,2203,1476,"Port St. Lucie city, Florida",3297,1823,993,835,1449,858,1151,927,1201,1037,1915,1711,2199,1330,586,957,760
"G12060950","2015","FL",,,"Florida","12",,,"Riverview CDP","60950",,,,,,,,,,,,,,,,"16000US1260950","Riverview CDP, Florida",27869,862,445,1024,1003,891,1106,1383,1234,940,1957,4481,5119,3599,998,1570,1257,"Riverview CDP, Florida",2003,520,280,480,600,407,501,765,499,417,836,972,1222,1063,441,767,668
"G12063000","2015","FL",,,"Florida","12",,,"St. Petersburg city","63000",,,,,,,,,,,,,,,,"16000US1263000","St. Petersburg city, Florida",103788,9708,6391,4586,5516,6188,6146,4371,5362,4802,8574,9961,11655,8403,4020,3623,4482,"St. Petersburg city, Florida",3334,1650,1438,912,1193,1157,1128,909,1267,937,1142,1325,1681,1257,940,761,747
"G12068350","2015","FL",,,"Florida","12",,,"Spring Hill CDP","68350",,,,,,,,,,,,,,,,"16000US1268350","Spring Hill CDP, Florida",39446,2647,1743,2544,3372,3360,1559,2476,1978,2472,3567,4185,4959,2362,1008,851,363,"Spring Hill CDP, Florida",1979,837,631,814,940,951,648,722,743,760,902,1075,999,751,428,520,267
"G12069700","2015","FL",,,"Florida","12",,,"Sunrise city","69700",,,,,,,,,,,,,,,,"16000US1269700","Sunrise city, Florida",30856,1573,1478,1453,1784,1619,1371,1467,1217,1644,2769,3705,5006,2955,1223,954,638,"Sunrise city, Florida",1456,675,489,722,684,523,689,546,603,502,735,885,1243,880,570,512,356
"G12070600","2015","FL",,,"Florida","12",,,"Tallahassee city","70600",,,,,,,,,,,,,,,,"16000US1270600","Tallahassee city, Florida",74162,10628,4916,4383,5094,3995,4080,3985,4209,3387,5638,5982,6240,3745,3399,1947,2534,"Tallahassee city, Florida",2825,1772,1282,1115,1255,1312,1134,904,1012,939,1264,1197,1072,776,725,546,620
"G12071000","2015","FL",,,"Florida","12",,,"Tampa city","71000",,,,,,,,,,,,,,,,"16000US1271000","Tampa city, Florida",144582,15911,9453,8009,8452,8447,8341,6602,7687,3992,10608,10957,15729,10210,4631,5560,9993,"Tampa city, Florida",3467,2074,1557,1196,1342,1356,1616,1189,1409,975,1555,1475,1676,1543,1072,1043,1412
"G12071625","2015","FL",,,"Florida","12",,,"The Villages CDP","71625",,,,,,,,,,,,,,,,"16000US1271625","The Villages CDP, Florida",39513,1887,742,582,1389,2437,1926,3970,2310,2118,3610,3679,5927,3603,1744,2300,1289,"The Villages CDP, Florida",2222,1074,548,499,746,911,881,1372,932,1269,1163,1136,1591,1616,726,1045,719
"G12072145","2015","FL",,,"Florida","12",,,"Town 'n' Country CDP","72145",,,,,,,,,,,,,,,,"16000US1272145","Town 'n' Country CDP, Florida",30176,2681,1118,1819,1687,1509,2051,1465,1899,1285,2152,3955,3572,1490,1385,1107,1001,"Town 'n' Country CDP, Florida",2110,1114,421,853,731,681,851,757,952,565,742,1017,1003,620,586,530,511
"G12076582","2015","FL",,,"Florida","12",,,"Weston city","76582",,,,,,,,,,,,,,,,"16000US1276582","Weston city, Florida",20939,876,305,272,76,950,339,677,815,571,1376,1494,2789,2071,1788,2897,3643,"Weston city, Florida",1289,786,257,263,128,585,289,393,503,523,579,761,853,724,679,859,948
"G12076600","2015","FL",,,"Florida","12",,,"West Palm Beach city","76600",,,,,,,,,,,,,,,,"16000US1276600","West Palm Beach city, Florida",41168,2308,2569,2630,2375,3159,2645,1293,1258,2377,2597,4873,5056,2584,1422,2257,1765,"West Palm Beach city, Florida",2373,693,729,734,663,934,700,494,641,765,759,1158,928,785,546,604,610
"G13001052","2015","GA",,,"Georgia","13",,,"Albany city","01052",,,,,,,,,,,,,,,,"16000US1301052","Albany city, Georgia",28359,5435,1950,1852,2336,1932,1533,2429,1369,796,1887,2313,1880,1121,602,631,293,"Albany city, Georgia",1563,1138,593,670,763,727,600,873,553,432,675,881,667,469,339,340,235
"G13003440","2015","GA",,,"Georgia","13",,,"Athens-Clarke County unified government (balance)","03440",,,,,,,,,,,,,,,,"16000US1303440","Athens-Clarke County unified government (balance), Georgia",46029,8846,4120,4058,3304,1956,2799,1746,1749,2525,2471,3230,3030,2452,1496,1200,1047,"Athens-Clarke County unified government (balance), Georgia",1470,1237,890,1093,994,728,876,657,663,956,786,785,1028,601,623,573,403
"G13004000","2015","GA",,,"Georgia","13",,,"Atlanta city","04000",,,,,,,,,,,,,,,,"16000US1304000","Atlanta city, Georgia",200503,22525,10738,12240,10884,8579,8958,10152,8252,7488,13803,16618,20251,15967,7481,9337,17230,"Atlanta city, Georgia",4613,2070,1554,1971,1544,1558,1709,1822,1593,1547,1727,1938,2061,2085,1200,1413,1655
"G13004204","2015","GA",,,"Georgia","13",,,"Augusta-Richmond County consolidated government (balance)","04204",,,,,,,,,,,,,,,,"16000US1304204","Augusta-Richmond County consolidated government (balance), Georgia",69567,8379,5426,3892,5017,3893,3633,3497,4580,2752,6174,5676,7527,3891,2740,1322,1168,"Augusta-Richmond County consolidated government (balance), Georgia",2419,1709,1117,1139,1168,1292,919,1077,1111,906,1303,1157,1403,1046,926,351,461
"G13019000","2015","GA",,,"Georgia","13",,,"Columbus city","19000",,,,,,,,,,,,,,,,"16000US1319000","Columbus city, Georgia",73961,7955,5842,5403,4538,4812,3353,3242,4862,3990,6225,6473,7241,4220,1814,1857,2134,"Columbus city, Georgia",1704,1421,1127,1126,1154,1099,908,816,1110,1158,1007,1168,1245,1116,552,724,776
"G13042425","2015","GA",,,"Georgia","13",,,"Johns Creek city","42425",,,,,,,,,,,,,,,,"16000US1342425","Johns Creek city, Georgia",26064,397,229,418,388,1044,1035,492,388,400,744,2519,3136,2751,2944,3836,5343,"Johns Creek city, Georgia",1592,325,217,308,376,649,613,279,245,339,435,764,991,876,1035,911,871
"G13049008","2015","GA",,,"Georgia","13",,,"Macon-Bibb County","49008",,,,,,,,,,,,,,,,"16000US1349008","Macon-Bibb County, Georgia",59683,8484,4623,4262,3301,3664,3196,3045,2668,2663,4297,5469,4868,4024,1394,2150,1575,"Macon-Bibb County, Georgia",1428,1394,981,956,1112,1050,926,804,834,803,1144,1094,1076,874,614,698,540
"G13067284","2015","GA",,,"Georgia","13",,,"Roswell city","67284",,,,,,,,,,,,,,,,"16000US1367284","Roswell city, Georgia",34758,536,477,1112,877,1101,1488,1196,1792,814,2402,2788,4848,3804,2466,3346,5711,"Roswell city, Georgia",1818,393,437,635,456,603,714,737,881,468,1079,1063,1298,911,749,824,1349
"G13068516","2015","GA",,,"Georgia","13",,,"Sandy Springs city","68516",,,,,,,,,,,,,,,,"16000US1368516","Sandy Springs city, Georgia",43687,1100,1795,1256,2445,2041,1495,1727,2032,1720,2674,4026,4098,4360,1831,3448,7639,"Sandy Springs city, Georgia",1976,445,869,587,976,868,716,810,771,725,895,1159,1014,1039,663,750,1223
"G13069000","2015","GA",,,"Georgia","13",,,"Savannah city","69000",,,,,,,,,,,,,,,,"16000US1369000","Savannah city, Georgia",52331,6455,3605,3853,4380,4598,2682,3013,2313,2615,2311,5560,4432,2683,1404,1426,1001,"Savannah city, Georgia",2258,1153,816,921,894,1069,791,795,739,650,558,1084,946,800,534,583,374
"G13080508","2015","GA",,,"Georgia","13",,,"Warner Robins city","80508",,,,,,,,,,,,,,,,"16000US1380508","Warner Robins city, Georgia",29451,3337,476,1587,1410,1906,1692,2182,2062,1235,3426,4081,1940,1389,1099,873,756,"Warner Robins city, Georgia",1656,926,323,840,770,779,696,964,944,640,1010,1197,950,615,705,682,754
"G15071550","2015","HI",,,"Hawaii","15",,,"Urban Honolulu CDP","71550",,,,,,,,,,,,,,,,"16000US1571550","Urban Honolulu CDP, Hawaii",126072,8038,5097,5312,5511,3327,4829,5666,6063,3639,10634,13791,15623,13309,7054,9231,8948,"Urban Honolulu CDP, Hawaii",3188,1328,981,1187,1102,741,923,1132,1340,896,1730,1778,1934,1732,1117,1296,1218
"G16008830","2015","ID",,,"Idaho","16",,,"Boise City city","08830",,,,,,,,,,,,,,,,"16000US1608830","Boise City city, Idaho",82631,5346,3367,5191,5662,2976,4718,3039,4139,3037,7452,7421,9875,7514,4970,3895,4029,"Boise City city, Idaho",2859,1355,1342,1163,1391,942,1064,919,998,760,1633,1609,1473,1572,1002,1036,848
"G16052120","2015","ID",,,"Idaho","16",,,"Meridian city","52120",,,,,,,,,,,,,,,,"16000US1652120","Meridian city, Idaho",35695,3402,1367,1024,2214,1118,2617,1088,1453,1620,2640,4516,4301,3205,2045,1936,1149,"Meridian city, Idaho",2344,2054,1005,592,1116,562,1370,804,867,985,1141,1339,1166,1221,1004,1161,773
"G16056260","2015","ID",,,"Idaho","16",,,"Nampa city","56260",,,,,,,,,,,,,,,,"16000US1656260","Nampa city, Idaho",29557,2167,1942,2039,1227,1875,2544,2736,882,1678,2140,3752,3457,2361,191,511,55,"Nampa city, Idaho",1667,868,967,758,585,664,845,903,476,955,816,954,1227,946,219,404,92
"G17002154","2015","IL",,,"Illinois","17",,,"Arlington Heights village","02154",,,,,,,,,,,,,,,,"16000US1702154","Arlington Heights village, Illinois",32014,870,1166,954,1087,1374,667,1049,686,1023,2156,3080,4360,3687,2650,3061,4144,"Arlington Heights village, Illinois",1565,365,693,376,523,577,347,585,322,419,667,844,902,920,673,711,692
"G17003012","2015","IL",,,"Illinois","17",,,"Aurora city","03012",,,,,,,,,,,,,,,,"16000US1703012","Aurora city, Illinois",61166,2629,2005,2744,3073,2735,2386,2634,2094,2898,5208,7022,7764,5908,4155,3954,3957,"Aurora city, Illinois",2217,905,745,1033,902,830,801,843,785,855,1317,1283,1248,1039,1006,1034,814
"G17006613","2015","IL",,,"Illinois","17",,,"Bloomington city","06613",,,,,,,,,,,,,,,,"16000US1706613","Bloomington city, Illinois",32583,2447,1891,966,965,1887,660,1274,1675,882,2515,3421,3589,3031,1782,2690,2908,"Bloomington city, Illinois",1090,602,809,331,444,627,440,504,794,404,666,859,775,719,562,734,763
"G17007133","2015","IL",,,"Illinois","17",,,"Bolingbrook village","07133",,,,,,,,,,,,,,,,"16000US1707133","Bolingbrook village, Illinois",20989,596,249,551,1319,501,674,774,986,1155,1400,1891,3115,3415,1587,1596,1180,"Bolingbrook village, Illinois",1241,438,152,299,569,314,359,368,481,466,566,611,761,755,600,683,648
"G17012385","2015","IL",,,"Illinois","17",,,"Champaign city","12385",,,,,,,,,,,,,,,,"16000US1712385","Champaign city, Illinois",34843,6201,1669,695,1483,1723,1721,1380,1323,1538,2519,3258,4062,2594,1488,1078,2111,"Champaign city, Illinois",2095,1234,633,392,656,536,700,620,553,679,758,943,990,852,552,546,651
"G17014000","2015","IL",,,"Illinois","17",,,"Chicago city","14000",,,,,,,,,,,,,,,,"16000US1714000","Chicago city, Illinois",1053229,109844,57888,62080,64060,49219,52100,43462,44498,34834,73596,87435,115900,80400,50460,56611,70842,"Chicago city, Illinois",8529,5001,3811,3707,3621,2997,3544,3246,3498,2711,3777,4006,5859,4512,3430,3715,3642
"G17014351","2015","IL",,,"Illinois","17",,,"Cicero town","14351",,,,,,,,,,,,,,,,"16000US1714351","Cicero town, Illinois",21428,632,1018,1505,1237,1761,1557,1330,1755,1120,2536,2213,1972,1646,447,510,189,"Cicero town, Illinois",1121,377,493,688,508,612,562,540,605,486,759,741,522,551,317,320,195
"G17018823","2015","IL",,,"Illinois","17",,,"Decatur city","18823",,,,,,,,,,,,,,,,"16000US1718823","Decatur city, Illinois",31141,3497,2485,2430,2304,1660,1131,1439,1786,1746,2214,2735,3579,1925,720,1046,444,"Decatur city, Illinois",1478,877,818,648,636,601,417,519,612,634,609,679,726,585,274,364,274
"G17023074","2015","IL",,,"Illinois","17",,,"Elgin city","23074",,,,,,,,,,,,,,,,"16000US1723074","Elgin city, Illinois",36761,2441,989,1344,1327,2747,1064,1686,1867,1742,3787,3088,5028,3936,1908,2231,1576,"Elgin city, Illinois",2203,996,540,550,621,1073,481,651,731,673,783,857,1074,900,659,1193,586
"G17024582","2015","IL",,,"Illinois","17",,,"Evanston city","24582",,,,,,,,,,,,,,,,"16000US1724582","Evanston city, Illinois",29889,2760,1475,623,1118,1362,1056,565,1104,1025,1751,2664,2972,1841,1700,2320,5553,"Evanston city, Illinois",1527,883,617,315,645,496,446,286,438,466,636,684,780,594,557,554,841
"G17038570","2015","IL",,,"Illinois","17",,,"Joliet city","38570",,,,,,,,,,,,,,,,"16000US1738570","Joliet city, Illinois",47074,3112,1562,2568,2604,2183,2240,2027,2278,1781,3656,5317,6284,5281,3191,2384,606,"Joliet city, Illinois",2018,790,524,672,603,609,709,729,704,697,872,1061,1116,915,824,813,233
"G17051622","2015","IL",,,"Illinois","17",,,"Naperville city","51622",,,,,,,,,,,,,,,,"16000US1751622","Naperville city, Illinois",52329,1338,718,940,1125,1198,574,1062,1988,1550,3429,3983,6534,5934,4811,7690,9455,"Naperville city, Illinois",1804,562,540,404,443,576,247,487,756,616,884,977,1240,1104,937,1109,1075
"G17057225","2015","IL",,,"Illinois","17",,,"Palatine village","57225",,,,,,,,,,,,,,,,"16000US1757225","Palatine village, Illinois",25724,867,574,493,1044,557,803,2054,1818,857,1385,2260,3580,2377,2299,2557,2199,"Palatine village, Illinois",1458,444,394,276,602,384,505,753,748,467,522,725,905,734,665,696,666
"G17059000","2015","IL",,,"Illinois","17",,,"Peoria city","59000",,,,,,,,,,,,,,,,"16000US1759000","Peoria city, Illinois",47756,5551,2818,3181,1739,2722,1813,2296,1916,2249,2941,4117,5950,3404,2498,1818,2743,"Peoria city, Illinois",1640,934,777,912,664,828,587,740,532,707,803,1104,1043,1010,712,675,930
"G17065000","2015","IL",,,"Illinois","17",,,"Rockford city","65000",,,,,,,,,,,,,,,,"16000US1765000","Rockford city, Illinois",57858,6460,3902,4194,3679,4417,2884,2892,2973,3563,4965,4931,6933,1910,1240,1838,1077,"Rockford city, Illinois",2071,1131,1018,943,920,855,620,738,750,963,896,1060,1179,486,438,554,451
"G17068003","2015","IL",,,"Illinois","17",,,"Schaumburg village","68003",,,,,,,,,,,,,,,,"16000US1768003","Schaumburg village, Illinois",27763,941,456,1054,759,840,706,913,490,930,2563,4546,4570,3387,2406,1466,1736,"Schaumburg village, Illinois",1691,423,390,555,343,458,379,377,274,363,770,1087,882,657,552,433,655
"G17070122","2015","IL",,,"Illinois","17",,,"Skokie village","70122",,,,,,,,,,,,,,,,"16000US1770122","Skokie village, Illinois",23059,1736,780,466,656,1029,1293,1629,1097,659,1222,1966,2919,2413,1916,1996,1282,"Skokie village, Illinois",1152,716,516,385,383,490,532,827,526,437,547,679,848,752,621,596,368
"G17072000","2015","IL",,,"Illinois","17",,,"Springfield city","72000",,,,,,,,,,,,,,,,"16000US1772000","Springfield city, Illinois",51364,4315,2957,3014,3033,2950,2381,1845,2525,1726,4240,5252,5311,4310,2526,2297,2682,"Springfield city, Illinois",1566,948,919,814,787,777,673,587,678,578,980,1075,1023,1102,604,653,742
"G17079293","2015","IL",,,"Illinois","17",,,"Waukegan city","79293",,,,,,,,,,,,,,,,"16000US1779293","Waukegan city, Illinois",29510,1960,988,1946,1853,2707,1246,1306,1229,1703,2137,3704,4229,1691,981,1260,570,"Waukegan city, Illinois",1723,814,415,760,788,862,637,643,445,634,765,824,909,613,468,465,265
"G18005860","2015","IN",,,"Indiana","18",,,"Bloomington city","05860",,,,,,,,,,,,,,,,"16000US1805860","Bloomington city, Indiana",29579,5873,2373,2060,2312,1602,2183,1242,928,850,1954,1447,1898,1614,1070,1499,674,"Bloomington city, Indiana",1974,1190,746,755,912,741,704,552,464,379,616,520,561,608,418,537,332
"G18010342","2015","IN",,,"Indiana","18",,,"Carmel city","10342",,,,,,,,,,,,,,,,"16000US1810342","Carmel city, Indiana",32675,550,402,728,608,726,1448,637,1021,420,1560,3128,3754,3784,2439,2557,8913,"Carmel city, Indiana",1473,449,264,469,332,497,689,534,467,303,673,785,984,934,593,683,1152
"G18022000","2015","IN",,,"Indiana","18",,,"Evansville city","22000",,,,,,,,,,,,,,,,"16000US1822000","Evansville city, Indiana",50419,4114,3961,3736,5756,3131,4350,2457,2287,2176,4349,5454,4785,1398,831,823,811,"Evansville city, Indiana",1673,1039,928,669,1251,640,1110,611,595,535,906,1128,981,501,330,417,348
"G18023278","2015","IN",,,"Indiana","18",,,"Fishers town","23278",,,,,,,,,,,,,,,,"16000US1823278","Fishers town, Indiana",30737,414,450,275,1187,1144,266,891,425,764,2002,1773,4536,4080,3643,4640,4247,"Fishers town, Indiana",1763,349,390,270,845,749,272,592,343,408,791,646,1309,1119,983,1251,1181
"G18025000","2015","IN",,,"Indiana","18",,,"Fort Wayne city","25000",,,,,,,,,,,,,,,,"16000US1825000","Fort Wayne city, Indiana",103574,8902,5400,6064,5262,6489,6990,7006,5693,5295,9510,11001,12072,6448,2742,2032,2668,"Fort Wayne city, Indiana",1926,1451,983,992,857,1092,1104,1272,931,1116,1400,1510,1608,1137,772,515,797
"G18027000","2015","IN",,,"Indiana","18",,,"Gary city","27000",,,,,,,,,,,,,,,,"16000US1827000","Gary city, Indiana",32637,5838,2940,2692,2318,2245,2400,2003,2088,1085,2149,2759,1751,991,637,446,295,"Gary city, Indiana",2013,1318,858,657,688,672,696,850,668,467,559,914,584,458,294,326,331
"G18031000","2015","IN",,,"Indiana","18",,,"Hammond city","31000",,,,,,,,,,,,,,,,"16000US1831000","Hammond city, Indiana",29380,2773,1608,1585,2327,1945,1743,2033,1443,1704,2856,3107,2911,1369,884,729,363,"Hammond city, Indiana",1375,825,562,512,664,630,611,748,568,660,764,718,638,459,347,343,270
"G18036003","2015","IN",,,"Indiana","18",,,"Indianapolis city (balance)","36003",,,,,,,,,,,,,,,,"16000US1836003","Indianapolis city (balance), Indiana",328431,32045,19115,21822,20868,22747,20508,21019,17775,15054,25513,29452,32703,19165,11792,10309,8544,"Indianapolis city (balance), Indiana",4295,2855,2019,2541,2238,2464,2329,2425,2118,2184,2178,2397,2648,2197,1671,1519,1302
"G18040788","2015","IN",,,"Indiana","18",,,"Lafayette city","40788",,,,,,,,,,,,,,,,"16000US1840788","Lafayette city, Indiana",31907,2601,2632,2208,1839,1939,1702,2358,1981,2450,2899,3434,2986,1290,949,457,182,"Lafayette city, Indiana",1586,872,910,915,638,715,601,917,722,886,789,989,762,447,531,337,180
"G18051876","2015","IN",,,"Indiana","18",,,"Muncie city","51876",,,,,,,,,,,,,,,,"16000US1851876","Muncie city, Indiana",26791,3549,2237,3531,1831,1299,1467,1841,1790,1151,2545,2059,1974,678,414,403,22,"Muncie city, Indiana",1313,832,682,981,583,527,515,559,836,543,807,712,639,369,272,356,37
"G18071000","2015","IN",,,"Indiana","18",,,"South Bend city","71000",,,,,,,,,,,,,,,,"16000US1871000","South Bend city, Indiana",37197,4168,2280,2535,3131,2808,2800,2568,2355,1243,2826,3550,3311,2133,488,770,231,"South Bend city, Indiana",1762,851,579,742,681,641,679,734,589,401,691,608,849,711,302,253,137
"G19001855","2015","IA",,,"Iowa","19",,,"Ames city","01855",,,,,,,,,,,,,,,,"16000US1901855","Ames city, Iowa",25393,3405,1004,2257,1756,1738,1091,1015,660,1272,2149,2467,2319,1288,735,671,1566,"Ames city, Iowa",1377,1081,504,884,650,824,529,693,359,731,851,809,600,504,414,385,825
"G19012000","2015","IA",,,"Iowa","19",,,"Cedar Rapids city","12000",,,,,,,,,,,,,,,,"16000US1912000","Cedar Rapids city, Iowa",54931,3350,3523,2474,3900,2353,3652,2715,2787,2144,4895,6128,6549,3990,2958,1823,1690,"Cedar Rapids city, Iowa",1892,1052,1506,696,1391,862,1085,806,773,691,1201,1285,1304,790,817,503,549
"G19019000","2015","IA",,,"Iowa","19",,,"Davenport city","19000",,,,,,,,,,,,,,,,"16000US1919000","Davenport city, Iowa",41684,3288,2132,2846,2387,2494,2077,1576,2870,1225,4273,4874,5350,2634,1927,1135,596,"Davenport city, Iowa",1412,927,608,915,779,730,690,570,765,609,958,1007,1140,713,592,455,275
"G19021000","2015","IA",,,"Iowa","19",,,"Des Moines city","21000",,,,,,,,,,,,,,,,"16000US1921000","Des Moines city, Iowa",85023,7193,4984,4090,6564,4095,4200,3888,4409,3894,7631,10675,10687,5085,2658,2614,2356,"Des Moines city, Iowa",2412,1398,1050,880,1509,917,910,1031,957,783,1389,1381,1366,955,650,670,571
"G19038595","2015","IA",,,"Iowa","19",,,"Iowa City city","38595",,,,,,,,,,,,,,,,"16000US1938595","Iowa City city, Iowa",28675,3424,3177,1102,1396,990,1013,1748,773,1065,1909,2516,3677,2305,986,1377,1217,"Iowa City city, Iowa",1464,989,969,481,588,416,471,766,385,474,745,753,1047,675,363,409,505
