GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEO_ID,TL_GEO_ID,NAME_E,AP2FE001,AP2FE002,AP2FE003,AP2FE004,AP2FE005,AP2FE006,AP2FE007,AP2FE008,AP2FE009,AP2FE010,AP2FE011,AP2FE012,AP2FE013,AP2FE014,AP2FE015,AP2FE016,AP2FE017,NAME_M,AP2FM001,AP2FM002,AP2FM003,AP2FM004,AP2FM005,AP2FM006,AP2FM007,AP2FM008,AP2FM009,AP2FM010,AP2FM011,AP2FM012,AP2FM013,AP2FM014,AP2FM015,AP2FM016,AP2FM017
"G40075000","2022","OK",,,"Oklahoma","40",,,"Tulsa city","75000",,,,,,,,,,,,,,,,"1600000US4075000","4075000","Tulsa city, Oklahoma",175943,14500,7646,6672,7744,8684,8946,9480,9703,7782,14771,17480,18581,12975,8999,9842,12138,"Tulsa city, Oklahoma",1923,1420,1075,1048,1091,1212,1162,1348,1138,1233,1371,1568,1463,1226,992,1212,1135
"G41005350","2022","OR",,,"Oregon","41",,,"Beaverton city","05350",,,,,,,,,,,,,,,,"1600000US4105350","4105350","Beaverton city, Oregon",38590,1597,608,960,1421,1632,1377,1300,1601,1251,2807,2998,5336,3377,3033,3831,5461,"Beaverton city, Oregon",1914,764,275,498,752,742,660,735,738,566,719,867,1272,796,756,1036,1161
"G41005800","2022","OR",,,"Oregon","41",,,"Bend city","05800",,,,,,,,,,,,,,,,"1600000US4105800","4105800","Bend city, Oregon",43897,1333,397,580,711,1528,998,1453,1957,1639,3681,5012,5418,4510,3398,3970,7312,"Bend city, Oregon",2074,725,251,428,405,661,581,718,929,772,988,1278,1539,1188,1083,998,1258
"G41023850","2022","OR",,,"Oregon","41",,,"Eugene city","23850",,,,,,,,,,,,,,,,"1600000US4123850","4123850","Eugene city, Oregon",76874,6369,3925,2466,3650,3017,2657,3445,2776,4360,5299,6559,9619,7534,4722,4824,5652,"Eugene city, Oregon",2651,1513,1105,811,1247,1059,775,890,988,1115,1344,1426,1656,1327,968,1065,880
"G41031250","2022","OR",,,"Oregon","41",,,"Gresham city","31250",,,,,,,,,,,,,,,,"1600000US4131250","4131250","Gresham city, Oregon",44816,2375,1554,1453,1582,1573,1580,1961,1803,2185,2879,4524,5159,5010,4193,3062,3923,"Gresham city, Oregon",2475,938,857,711,765,976,606,847,983,795,1120,1279,1329,1450,1280,832,1043
"G41034100","2022","OR",,,"Oregon","41",,,"Hillsboro city","34100",,,,,,,,,,,,,,,,"1600000US4134100","4134100","Hillsboro city, Oregon",45269,742,1004,582,767,312,1770,1437,1081,909,2227,4446,6474,6560,5039,5827,6092,"Hillsboro city, Oregon",1924,425,474,349,516,270,741,921,678,414,850,1060,1306,1264,1173,1149,1148
"G41047000","2022","OR",,,"Oregon","41",,,"Medford city","47000",,,,,,,,,,,,,,,,"1600000US4147000","4147000","Medford city, Oregon",35786,1540,2595,1055,983,2109,2211,1926,952,1136,2108,3179,5352,4394,2245,2094,1907,"Medford city, Oregon",1953,970,1036,696,487,894,1241,712,719,538,801,1037,1205,1021,732,811,617
"G41059000","2022","OR",,,"Oregon","41",,,"Portland city","59000",,,,,,,,,,,,,,,,"1600000US4159000","4159000","Portland city, Oregon",284533,14944,11199,9220,9133,8269,9197,9591,10003,8403,17315,25797,33668,27322,22394,27379,40699,"Portland city, Oregon",4220,2096,1971,1833,1875,1443,1973,1894,1690,1725,2497,2918,3071,2969,2594,2764,3293
"G41064900","2022","OR",,,"Oregon","41",,,"Salem city","64900",,,,,,,,,,,,,,,,"1600000US4164900","4164900","Salem city, Oregon",68667,3394,2080,1948,3266,2662,3578,2945,2464,2185,5123,6746,9174,7900,5377,5322,4503,"Salem city, Oregon",2299,1064,808,759,1170,1020,1430,1050,1039,891,1361,1329,1795,1571,1312,1431,979
"G42002000","2022","PA",,,"Pennsylvania","42",,,"Allentown city","02000",,,,,,,,,,,,,,,,"1600000US4202000","4202000","Allentown city, Pennsylvania",46536,2220,3179,2455,1716,1891,2715,2597,2103,1626,6337,4500,6307,3856,1590,2078,1366,"Allentown city, Pennsylvania",2161,761,1142,1042,902,896,1147,1379,860,766,1831,1311,1368,1194,629,865,554
"G42006088","2022","PA",,,"Pennsylvania","42",,,"Bethlehem city","06088",,,,,,,,,,,,,,,,"1600000US4206088","4206088","Bethlehem city, Pennsylvania",31251,1991,1373,1264,1650,1320,2575,1095,1298,954,1551,3389,2622,3003,3050,2264,1852,"Bethlehem city, Pennsylvania",1787,710,830,742,795,722,1119,581,550,421,487,982,864,1033,1097,708,667
"G42024000","2022","PA",,,"Pennsylvania","42",,,"Erie city","24000",,,,,,,,,,,,,,,,"1600000US4224000","4224000","Erie city, Pennsylvania",39958,3466,3314,2259,2591,2377,2059,2334,2178,2411,3564,3482,4520,2093,706,1131,1473,"Erie city, Pennsylvania",2197,986,944,737,1006,810,769,861,843,716,1248,1202,1018,667,337,491,648
"G42060000","2022","PA",,,"Pennsylvania","42",,,"Philadelphia city","60000",,,,,,,,,,,,,,,,"1600000US4260000","4260000","Philadelphia city, Pennsylvania",695320,67579,38961,32395,32581,33818,36739,24702,27203,22528,45190,67889,73100,56828,35082,46496,54229,"Philadelphia city, Pennsylvania",5141,6090,4881,3709,3871,4137,4389,4187,3547,3579,4874,5656,6817,5212,3282,4026,4781
"G42061000","2022","PA",,,"Pennsylvania","42",,,"Pittsburgh city","61000",,,,,,,,,,,,,,,,"1600000US4261000","4261000","Pittsburgh city, Pennsylvania",136444,11637,7124,4579,6027,5118,6391,4811,5015,4752,9462,13783,17140,11011,8038,10554,11002,"Pittsburgh city, Pennsylvania",3629,2179,1700,994,1530,1276,1191,1027,1200,1127,1702,2023,2183,1672,1482,1729,1539
"G42063624","2022","PA",,,"Pennsylvania","42",,,"Reading city","63624",,,,,,,,,,,,,,,,"1600000US4263624","4263624","Reading city, Pennsylvania",32779,3059,2479,2664,3198,1475,989,1442,1660,1263,2911,4845,2735,1262,718,1540,539,"Reading city, Pennsylvania",1621,1159,954,1047,1237,582,449,604,828,531,1025,1355,953,615,484,725,353
"G42069000","2022","PA",,,"Pennsylvania","42",,,"Scranton city","69000",,,,,,,,,,,,,,,,"1600000US4269000","4269000","Scranton city, Pennsylvania",31998,2436,3246,1006,1728,1632,2272,1368,1414,1182,3279,2419,3442,2368,1557,1484,1165,"Scranton city, Pennsylvania",1470,830,917,516,644,608,826,567,589,527,887,614,911,797,621,584,598
"G44019180","2022","RI",,,"Rhode Island","44",,,"Cranston city","19180",,,,,,,,,,,,,,,,"1600000US4419180","4419180","Cranston city, Rhode Island",32863,1535,2052,508,660,674,1170,651,922,1509,2234,3889,3917,4393,1991,3387,3371,"Cranston city, Rhode Island",2032,820,1338,342,425,403,571,505,568,725,1089,1321,1132,1155,748,1088,944
"G44054640","2022","RI",,,"Rhode Island","44",,,"Pawtucket city","54640",,,,,,,,,,,,,,,,"1600000US4454640","4454640","Pawtucket city, Rhode Island",32229,2366,2065,1528,1550,906,1850,1223,1138,1201,1855,2720,3828,3363,2366,2080,2190,"Pawtucket city, Rhode Island",1980,1096,942,750,902,513,1117,602,585,641,848,822,961,1143,889,686,793
"G44059000","2022","RI",,,"Rhode Island","44",,,"Providence city","59000",,,,,,,,,,,,,,,,"1600000US4459000","4459000","Providence city, Rhode Island",72767,6750,5384,2836,3230,2568,2253,2136,2614,1214,4888,5640,9376,7912,4262,6494,5210,"Providence city, Rhode Island",3036,1783,1811,1142,1410,1241,1019,1026,1145,659,1372,1551,2110,2132,1249,1764,1212
"G44074300","2022","RI",,,"Rhode Island","44",,,"Warwick city","74300",,,,,,,,,,,,,,,,"1600000US4474300","4474300","Warwick city, Rhode Island",37175,1277,1345,1834,911,1472,998,698,1382,863,3658,3217,5760,4253,2877,3754,2876,"Warwick city, Rhode Island",1639,746,907,930,466,708,557,358,533,483,1329,870,1606,1065,1019,1130,1048
"G45013330","2022","SC",,,"South Carolina","45",,,"Charleston city","13330",,,,,,,,,,,,,,,,"1600000US4513330","4513330","Charleston city, South Carolina",68377,3886,2129,1545,2626,1067,2072,2487,1993,1646,4929,6097,9526,5136,5624,5905,11709,"Charleston city, South Carolina",3088,1354,661,593,915,559,1034,869,842,767,1339,1473,1760,1078,1224,1160,1617
"G45016000","2022","SC",,,"South Carolina","45",,,"Columbia city","16000",,,,,,,,,,,,,,,,"1600000US4516000","4516000","Columbia city, South Carolina",54570,5705,2649,2516,2355,1239,2680,3149,1416,2800,4173,5102,6642,3824,1960,2912,5448,"Columbia city, South Carolina",2446,1655,948,883,957,492,1047,1350,664,993,1230,1319,1772,1105,571,1189,1266
"G45030850","2022","SC",,,"South Carolina","45",,,"Greenville city","30850",,,,,,,,,,,,,,,,"1600000US4530850","4530850","Greenville city, South Carolina",34547,2778,1049,1007,745,1442,1690,1175,1438,1183,2264,4476,4684,2862,2247,1958,3549,"Greenville city, South Carolina",1701,1249,502,535,438,729,791,548,543,750,1006,1296,1271,915,691,671,845
"G45048535","2022","SC",,,"South Carolina","45",,,"Mount Pleasant town","48535",,,,,,,,,,,,,,,,"1600000US4548535","4548535","Mount Pleasant town, South Carolina",39533,1215,283,1147,1261,708,540,423,877,844,2829,3763,3562,4168,3632,4379,9902,"Mount Pleasant town, South Carolina",1979,928,299,734,826,600,387,391,636,546,1198,1500,960,1208,1184,1325,1456
"G45050875","2022","SC",,,"South Carolina","45",,,"North Charleston city","50875",,,,,,,,,,,,,,,,"1600000US4550875","4550875","North Charleston city, South Carolina",47683,3385,2063,1525,1711,875,2941,3197,1475,2115,3335,5768,6598,3988,3666,2449,2592,"North Charleston city, South Carolina",3122,1488,720,712,923,530,1174,1156,681,1055,1090,1741,1331,1226,1280,901,805
"G45061405","2022","SC",,,"South Carolina","45",,,"Rock Hill city","61405",,,,,,,,,,,,,,,,"1600000US4561405","4561405","Rock Hill city, South Carolina",32770,1938,1250,999,1228,1954,2211,1363,1249,852,2595,4264,4602,2436,2359,2578,892,"Rock Hill city, South Carolina",1897,971,647,498,553,895,872,587,674,425,937,1120,990,972,926,854,399
"G46052980","2022","SD",,,"South Dakota","46",,,"Rapid City city","52980",,,,,,,,,,,,,,,,"1600000US4652980","4652980","Rapid City city, South Dakota",33411,1702,2107,2221,1437,886,1746,745,923,2236,2791,4086,4800,3057,1050,1362,2262,"Rapid City city, South Dakota",1462,646,728,752,631,525,817,424,547,980,954,1088,1159,976,438,803,779
"G46059020","2022","SD",,,"South Dakota","46",,,"Sioux Falls city","59020",,,,,,,,,,,,,,,,"1600000US4659020","4659020","Sioux Falls city, South Dakota",86565,4020,2258,1097,2194,3144,4079,3126,4449,2842,8190,9604,10627,9875,6168,7371,7521,"Sioux Falls city, South Dakota",1429,1232,631,508,890,1122,1320,814,1338,867,1755,1644,1776,1935,1620,1662,1500
"G47014000","2022","TN",,,"Tennessee","47",,,"Chattanooga city","14000",,,,,,,,,,,,,,,,"1600000US4714000","4714000","Chattanooga city, Tennessee",76930,2954,4384,2960,3040,2809,2543,4127,3907,2865,6426,6855,9829,7092,4832,5604,6703,"Chattanooga city, Tennessee",2598,892,1467,870,958,925,975,1295,1307,980,1530,1544,1860,1433,1287,1408,1224
"G47015160","2022","TN",,,"Tennessee","47",,,"Clarksville city","15160",,,,,,,,,,,,,,,,"1600000US4715160","4715160","Clarksville city, Tennessee",68704,3781,1493,2244,1938,1102,3172,4735,3331,4911,4995,10381,10230,6819,4841,3045,1686,"Clarksville city, Tennessee",1687,1224,744,874,966,510,1426,1564,1080,1683,1422,2146,1835,1790,1304,1034,628
"G47027740","2022","TN",,,"Tennessee","47",,,"Franklin city","27740",,,,,,,,,,,,,,,,"1600000US4727740","4727740","Franklin city, Tennessee",34057,329,711,571,675,790,580,568,1127,605,1936,2860,4964,3945,3452,4967,5977,"Franklin city, Tennessee",1380,218,651,413,623,398,392,397,561,443,828,1069,1343,1086,1093,1353,1374
"G47037640","2022","TN",,,"Tennessee","47",,,"Jackson city","37640",,,,,,,,,,,,,,,,"1600000US4737640","4737640","Jackson city, Tennessee",27098,1575,1402,1173,971,2006,1490,2118,1274,1379,2176,1396,3448,2727,1714,736,1513,"Jackson city, Tennessee",1421,592,534,580,660,1084,673,907,717,683,973,546,1142,960,641,501,535
"G47038320","2022","TN",,,"Tennessee","47",,,"Johnson City city","38320",,,,,,,,,,,,,,,,"1600000US4738320","4738320","Johnson City city, Tennessee",29977,1950,1665,1349,1847,962,1654,1070,1659,1380,1803,3416,2674,2379,1636,2000,2533,"Johnson City city, Tennessee",1513,735,732,609,938,545,865,490,772,692,757,891,733,870,822,947,886
"G47040000","2022","TN",,,"Tennessee","47",,,"Knoxville city","40000",,,,,,,,,,,,,,,,"1600000US4740000","4740000","Knoxville city, Tennessee",85304,6515,5901,3086,4022,3565,5733,4476,4843,2763,7075,8768,10251,7562,3671,2840,4233,"Knoxville city, Tennessee",3050,1625,1315,1176,1177,1147,1622,1202,1155,876,1753,1463,1594,1332,940,799,1008
"G47048000","2022","TN",,,"Tennessee","47",,,"Memphis city","48000",,,,,,,,,,,,,,,,"1600000US4748000","4748000","Memphis city, Tennessee",254379,21493,12122,13932,12780,16271,12730,11283,11268,13662,18512,25896,27251,15997,15558,12662,12962,"Memphis city, Tennessee",3855,2597,1947,2388,2422,2629,2417,1949,2137,2316,2235,3142,2877,2871,2454,2261,2074
"G47051560","2022","TN",,,"Tennessee","47",,,"Murfreesboro city","51560",,,,,,,,,,,,,,,,"1600000US4751560","4751560","Murfreesboro city, Tennessee",62258,2472,1400,976,1693,1904,1742,3064,3481,3145,7554,6492,7905,6387,3050,7223,3770,"Murfreesboro city, Tennessee",2476,1129,655,506,853,957,918,1365,1579,1012,2325,1823,1874,1567,1023,1811,1048
"G47052006","2022","TN",,,"Tennessee","47",,,"Nashville-Davidson metropolitan government (balance)","52006",,,,,,,,,,,,,,,,"1600000US4752006","4752006","Nashville-Davidson metropolitan government (balance), Tennessee",317817,18186,11162,6949,11580,8130,11698,13866,16825,10885,24328,32655,43610,26336,19289,26422,35896,"Nashville-Davidson metropolitan government (balance), Tennessee",3764,3417,2245,1657,2436,1968,2518,2311,3001,2183,3242,3540,4227,2929,2450,2945,3349
"G48001000","2022","TX",,,"Texas","48",,,"Abilene city","01000",,,,,,,,,,,,,,,,"1600000US4801000","4801000","Abilene city, Texas",45926,2955,2872,1197,2487,2079,1942,2789,1567,1448,2557,4862,6728,5348,2641,2710,1744,"Abilene city, Texas",2486,995,1129,532,1425,839,761,992,574,676,1118,1220,1540,1399,871,915,717
"G48001924","2022","TX",,,"Texas","48",,,"Allen city","01924",,,,,,,,,,,,,,,,"1600000US4801924","4801924","Allen city, Texas",39697,900,718,237,465,868,1076,1503,782,512,2634,4112,2946,3582,3946,5136,10280,"Allen city, Texas",2424,728,701,280,574,649,741,871,757,340,1060,1370,1030,1202,1100,1146,1515
"G48003000","2022","TX",,,"Texas","48",,,"Amarillo city","03000",,,,,,,,,,,,,,,,"1600000US4803000","4803000","Amarillo city, Texas",78793,4273,2819,2735,3164,4450,4780,3363,2489,3576,5625,8485,11337,6721,5191,5435,4350,"Amarillo city, Texas",2350,1053,785,906,1055,1335,1384,965,834,1295,1372,1785,1928,1291,1186,1183,1083
"G48004000","2022","TX",,,"Texas","48",,,"Arlington city","04000",,,,,,,,,,,,,,,,"1600000US4804000","4804000","Arlington city, Texas",140525,6926,3145,4563,4267,3209,6720,8433,6775,4327,11542,14315,18969,16886,10225,10940,9283,"Arlington city, Texas",3612,1967,1057,1167,1252,973,1675,1733,1472,1174,2358,2540,2278,2477,1849,1915,1365
"G48004462","2022","TX",,,"Texas","48",,,"Atascocita CDP","04462",,,,,,,,,,,,,,,,"1600000US4804462","4804462","Atascocita CDP, Texas",34400,877,171,339,622,225,865,310,649,166,1097,3679,4877,6611,3836,5992,4084,"Atascocita CDP, Texas",4823,450,309,358,546,282,680,260,786,171,673,1508,1899,3207,1809,2335,1223
"G48005000","2022","TX",,,"Texas","48",,,"Austin city","05000",,,,,,,,,,,,,,,,"1600000US4805000","4805000","Austin city, Texas",458505,23424,11592,6966,11674,12111,10613,14558,14137,12915,33844,41894,58726,43609,33294,49253,79895,"Austin city, Texas",4328,3685,2462,2102,2517,2483,2299,3038,2615,2896,4100,4213,4366,4324,3664,4329,5829
"G48006128","2022","TX",,,"Texas","48",,,"Baytown city","06128",,,,,,,,,,,,,,,,"1600000US4806128","4806128","Baytown city, Texas",32959,1862,1388,1183,1771,600,2606,738,2127,1264,2812,4499,3804,2078,1540,2864,1823,"Baytown city, Texas",2310,962,797,774,942,449,1459,525,1109,859,1044,1698,1331,866,774,1177,808
"G48007000","2022","TX",,,"Texas","48",,,"Beaumont city","07000",,,,,,,,,,,,,,,,"1600000US4807000","4807000","Beaumont city, Texas",45870,3587,3388,1589,3324,1400,2244,2451,1813,1224,2698,4213,6292,3331,2284,3668,2364,"Beaumont city, Texas",2261,1331,1348,720,1203,634,981,1157,949,523,1190,1527,1514,971,1015,1290,743
"G48010768","2022","TX",,,"Texas","48",,,"Brownsville city","10768",,,,,,,,,,,,,,,,"1600000US4810768","4810768","Brownsville city, Texas",56576,4599,3736,3839,3989,2578,4685,1823,2074,2099,4778,5566,7382,3713,2559,2246,910,"Brownsville city, Texas",2230,1193,1086,1030,1177,849,1415,665,778,780,1278,1294,1667,1055,1031,896,447
"G48010912","2022","TX",,,"Texas","48",,,"Bryan city","10912",,,,,,,,,,,,,,,,"1600000US4810912","4810912","Bryan city, Texas",36015,3719,1702,1649,1394,2048,590,1165,1746,1868,2179,3960,4315,3217,2521,2533,1409,"Bryan city, Texas",1585,1035,831,893,687,815,364,505,743,826,804,1089,1086,814,1062,1075,606
"G48013024","2022","TX",,,"Texas","48",,,"Carrollton city","13024",,,,,,,,,,,,,,,,"1600000US4813024","4813024","Carrollton city, Texas",52026,1750,1236,1099,1387,794,911,949,3009,517,3694,6117,6693,6247,4044,7243,6336,"Carrollton city, Texas",2613,995,957,639,664,630,398,526,1371,356,898,1462,1999,1622,1073,1858,1577
"G48013552","2022","TX",,,"Texas","48",,,"Cedar Park city","13552",,,,,,,,,,,,,,,,"1600000US4813552","4813552","Cedar Park city, Texas",30713,792,918,855,288,274,768,603,371,559,1218,3529,3644,2249,3331,4811,6503,"Cedar Park city, Texas",1547,558,674,646,220,214,500,575,319,463,597,1423,1225,772,934,1118,1459
"G48015976","2022","TX",,,"Texas","48",,,"College Station city","15976",,,,,,,,,,,,,,,,"1600000US4815976","4815976","College Station city, Texas",45612,5843,2207,1239,2410,4136,2246,1500,1983,901,1940,3063,4660,3781,2289,3254,4160,"College Station city, Texas",1899,1572,925,659,877,1390,920,755,1018,440,691,927,1175,1163,764,1025,980
"G48016432","2022","TX",,,"Texas","48",,,"Conroe city","16432",,,,,,,,,,,,,,,,"1600000US4816432","4816432","Conroe city, Texas",41302,2138,396,1471,2078,1736,3007,1165,2026,1971,3209,4505,4271,3691,2264,2138,5236,"Conroe city, Texas",2166,1057,391,844,1141,908,1330,580,798,862,1210,1405,1054,1074,804,942,1447
"G48017000","2022","TX",,,"Texas","48",,,"Corpus Christi city","17000",,,,,,,,,,,,,,,,"1600000US4817000","4817000","Corpus Christi city, Texas",120383,7102,5440,5759,4705,5182,5915,4337,4991,4779,10969,13036,14138,11299,6108,8384,8239,"Corpus Christi city, Texas",2709,1717,1214,1606,1203,1403,1469,1415,1743,1339,2116,2283,2241,2154,1666,1651,1606
"G48019000","2022","TX",,,"Texas","48",,,"Dallas city","19000",,,,,,,,,,,,,,,,"1600000US4819000","4819000","Dallas city, Texas",539718,39553,26018,17616,17645,20094,30481,22825,19931,19339,37392,52644,64458,44159,30554,32383,64626,"Dallas city, Texas",6693,4358,3785,2784,2708,3093,3711,4009,2927,3116,3681,4953,5861,4103,3541,3136,3528
"G48019972","2022","TX",,,"Texas","48",,,"Denton city","19972",,,,,,,,,,,,,,,,"1600000US4819972","4819972","Denton city, Texas",56771,3605,1627,2070,2089,1976,2041,1910,3380,1984,2838,6588,7341,6363,3605,4996,4358,"Denton city, Texas",2404,1001,633,904,759,766,844,609,1214,865,979,1488,1406,1453,1093,1572,1209
"G48022660","2022","TX",,,"Texas","48",,,"Edinburg city","22660",,,,,,,,,,,,,,,,"1600000US4822660","4822660","Edinburg city, Texas",32462,3012,1635,1648,2316,2585,934,1334,1621,942,1999,3234,4591,2409,1190,1930,1082,"Edinburg city, Texas",2301,1305,760,850,1113,1270,596,948,946,640,980,948,1720,1009,611,928,674
"G48024000","2022","TX",,,"Texas","48",,,"El Paso city","24000",,,,,,,,,,,,,,,,"1600000US4824000","4824000","El Paso city, Texas",246839,20016,14151,13192,12281,10142,14798,10291,12194,9973,20257,25339,28415,17135,12846,13155,12654,"El Paso city, Texas",3375,2732,2188,2352,2294,2102,2299,1915,1918,2197,2663,3090,3479,2360,2134,2563,1928
"G48026232","2022","TX",,,"Texas","48",,,"Flower Mound town","26232",,,,,,,,,,,,,,,,"1600000US4826232","4826232","Flower Mound town, Texas",29254,549,313,256,406,193,188,1181,820,287,917,1561,2416,2763,3009,4657,9738,"Flower Mound town, Texas",1337,451,273,284,234,139,199,792,506,194,716,588,697,721,780,947,1110
"G48027000","2022","TX",,,"Texas","48",,,"Fort Worth city","27000",,,,,,,,,,,,,,,,"1600000US4827000","4827000","Fort Worth city, Texas",345018,16478,9670,10106,12623,12846,16790,11423,15956,13651,26581,33515,42318,36197,22830,34054,29980,"Fort Worth city, Texas",6652,2621,1702,2050,2501,2728,2589,2039,2802,2491,3533,3467,4317,4112,3110,3583,3381
"G48027684","2022","TX",,,"Texas","48",,,"Frisco city","27684",,,,,,,,,,,,,,,,"1600000US4827684","4827684","Frisco city, Texas",77063,1233,1109,624,267,669,1251,392,1004,1429,3456,5099,8158,6992,7994,11618,25768,"Frisco city, Texas",2285,620,733,452,243,442,697,297,493,719,1299,1319,1771,1548,1902,1933,2860
"G48029000","2022","TX",,,"Texas","48",,,"Garland city","29000",,,,,,,,,,,,,,,,"1600000US4829000","4829000","Garland city, Texas",82044,3263,2181,1517,3102,3453,2972,3000,3492,3409,7421,8853,12172,10616,5686,5539,5368,"Garland city, Texas",2749,1328,887,873,1144,1083,1293,998,1130,1171,1744,1908,2261,2164,1281,1369,1178
"G48029336","2022","TX",,,"Texas","48",,,"Georgetown city","29336",,,,,,,,,,,,,,,,"1600000US4829336","4829336","Georgetown city, Texas",39110,916,1002,386,917,679,702,598,1501,710,2163,4352,6293,6020,3652,4293,4926,"Georgetown city, Texas",2034,721,688,341,423,497,408,439,789,381,874,1389,1527,1446,1018,1184,1046
"G48030464","2022","TX",,,"Texas","48",,,"Grand Prairie city","30464",,,,,,,,,,,,,,,,"1600000US4830464","4830464","Grand Prairie city, Texas",69832,1955,2562,1354,2711,2747,2574,1684,3637,1821,6313,8652,8322,7278,4996,7441,5785,"Grand Prairie city, Texas",2767,874,986,820,1342,1310,1020,655,1212,749,1709,1665,1599,1396,1218,1832,1222
"G48032372","2022","TX",,,"Texas","48",,,"Harlingen city","32372",,,,,,,,,,,,,,,,"1600000US4832372","4832372","Harlingen city, Texas",28891,2329,1378,1506,1888,1413,2494,1014,1167,1232,1979,3824,3377,1511,1882,1225,672,"Harlingen city, Texas",1670,863,749,574,882,843,1106,539,631,560,734,1125,1307,613,796,662,265
"G48035000","2022","TX",,,"Texas","48",,,"Houston city","35000",,,,,,,,,,,,,,,,"1600000US4835000","4835000","Houston city, Texas",947632,64558,40228,35570,39335,47400,48479,40139,40969,36949,76712,101255,106198,68690,46868,60699,93583,"Houston city, Texas",10035,5110,4331,4274,3955,5055,4363,3993,5150,4075,6802,6921,6936,5304,4787,4264,5132
"G48037000","2022","TX",,,"Texas","48",,,"Irving city","37000",,,,,,,,,,,,,,,,"1600000US4837000","4837000","Irving city, Texas",93837,3134,2457,2150,2061,3039,3599,4819,3065,4483,7191,9142,13359,10966,5567,9371,9434,"Irving city, Texas",3310,1099,1099,885,926,929,994,1303,1075,1333,1545,1631,2061,2011,1192,1798,1467
"G48039148","2022","TX",,,"Texas","48",,,"Killeen city","39148",,,,,,,,,,,,,,,,"1600000US4839148","4839148","Killeen city, Texas",60903,5012,2896,1214,3538,2067,3091,2996,3606,3035,5324,7768,7717,5607,2866,2207,1959,"Killeen city, Texas",2035,1631,1131,529,1279,981,988,1144,1607,1301,1283,1601,1674,1400,1078,789,904
"G48041464","2022","TX",,,"Texas","48",,,"Laredo city","41464",,,,,,,,,,,,,,,,"1600000US4841464","4841464","Laredo city, Texas",79223,4460,3782,4217,4895,4779,3366,3913,3088,2821,4458,7191,11334,8014,3032,5036,4837,"Laredo city, Texas",1348,1129,891,1157,1574,1880,1044,1146,906,937,1281,1431,2109,1769,994,1264,1222
"G48041980","2022","TX",,,"Texas","48",,,"League City city","41980",,,,,,,,,,,,,,,,"1600000US4841980","4841980","League City city, Texas",43825,1400,676,1022,486,502,1933,1253,308,1146,3191,3942,5042,5869,4247,5751,7057,"League City city, Texas",2139,666,391,631,330,280,1154,717,183,521,1311,1398,1458,1289,1152,1332,1191
"G48042016","2022","TX",,,"Texas","48",,,"Leander city","42016",,,,,,,,,,,,,,,,"1600000US4842016","4842016","Leander city, Texas",26680,659,460,192,280,340,614,160,757,625,1189,1572,2055,3129,2489,4364,7795,"Leander city, Texas",1760,395,432,202,249,244,416,121,557,403,813,761,622,985,824,994,1536
"G48042508","2022","TX",,,"Texas","48",,,"Lewisville city","42508",,,,,,,,,,,,,,,,"1600000US4842508","4842508","Lewisville city, Texas",53915,2262,1072,1725,749,2501,2909,1420,2466,1200,4490,5225,8439,6290,3938,3856,5373,"Lewisville city, Texas",2878,1434,634,1020,491,1137,1298,689,958,775,1209,1326,1449,1693,972,1112,1167
"G48043888","2022","TX",,,"Texas","48",,,"Longview city","43888",,,,,,,,,,,,,,,,"1600000US4843888","4843888","Longview city, Texas",33211,2278,1201,1601,893,1474,1182,1674,1534,1016,2314,4334,4594,3057,2489,1675,1895,"Longview city, Texas",1490,841,516,702,560,834,613,734,776,619,1109,1380,1132,1233,1041,550,823
"G48045000","2022","TX",,,"Texas","48",,,"Lubbock city","45000",,,,,,,,,,,,,,,,"1600000US4845000","4845000","Lubbock city, Texas",110156,9016,5812,5775,4504,5688,5455,5366,4645,3332,7464,9570,16022,8859,4736,5615,8297,"Lubbock city, Texas",1876,1837,1419,1521,1336,1306,1490,1289,1077,1090,1493,1460,2279,1432,1101,1059,1441
"G48045384","2022","TX",,,"Texas","48",,,"McAllen city","45384",,,,,,,,,,,,,,,,"1600000US4845384","4845384","McAllen city, Texas",49590,3274,2843,2772,2299,3623,2629,1329,1863,1707,4243,4507,6007,3513,3094,2026,3861,"McAllen city, Texas",2268,1033,1078,927,1031,1126,1068,580,920,620,1279,1124,1253,923,940,666,999
"G48045744","2022","TX",,,"Texas","48",,,"McKinney city","45744",,,,,,,,,,,,,,,,"1600000US4845744","4845744","McKinney city, Texas",75237,2232,634,713,711,1904,2100,1258,2810,1545,5047,6507,10383,7162,6385,11647,14199,"McKinney city, Texas",3031,922,521,417,563,1199,859,720,1816,634,1254,1836,2338,1449,1090,1829,2191
"G48046452","2022","TX",,,"Texas","48",,,"Mansfield city","46452",,,,,,,,,,,,,,,,"1600000US4846452","4846452","Mansfield city, Texas",24145,583,702,27,284,24,105,269,843,643,815,2332,3300,3006,2564,5321,3327,"Mansfield city, Texas",1734,559,670,44,301,39,179,238,684,429,566,1067,930,1060,953,1367,838
