GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AHFCE001,AHFCE002,AHFCE003,AHFCE004,AHFCE005,AHFCE006,AHFCE007,AHFCE008,AHFCE009,AHFCE010,AHFCE011,AHFCE012,AHFCE013,AHFCE014,AHFCE015,AHFCE016,AHFCE017,NAME_M,AHFCM001,AHFCM002,AHFCM003,AHFCM004,AHFCM005,AHFCM006,AHFCM007,AHFCM008,AHFCM009,AHFCM010,AHFCM011,AHFCM012,AHFCM013,AHFCM014,AHFCM015,AHFCM016,AHFCM017
"G06028000","2017","CA",,,"California","06",,,"Fullerton city","28000",,,,,,,,,,,,,,,,"16000US0628000","Fullerton city, California",45632,2228,1762,1203,1099,1177,2193,1589,1566,1693,2641,4915,5525,6734,2799,3815,4693,"Fullerton city, California",2271,797,788,522,495,606,679,640,694,756,822,903,1291,1217,791,841,1001
"G06029000","2017","CA",,,"California","06",,,"Garden Grove city","29000",,,,,,,,,,,,,,,,"16000US0629000","Garden Grove city, California",48036,1847,2724,2310,2092,1445,2642,1457,1787,2055,3159,5448,6598,5361,2332,3314,3465,"Garden Grove city, California",1801,718,953,703,673,617,658,430,601,640,861,1110,1121,967,591,756,770
"G06030000","2017","CA",,,"California","06",,,"Glendale city","30000",,,,,,,,,,,,,,,,"16000US0630000","Glendale city, California",74613,4695,5852,5586,4154,2435,3115,2861,1580,1819,5652,6411,7789,7348,4572,4194,6550,"Glendale city, California",2255,1101,1313,1341,1155,648,988,764,559,676,1188,1297,1585,1270,1170,1179,1142
"G06032548","2017","CA",,,"California","06",,,"Hawthorne city","32548",,,,,,,,,,,,,,,,"16000US0632548","Hawthorne city, California",29450,1658,2011,1966,2246,1134,1707,1398,1510,1071,2605,3198,2877,2264,1455,1294,1056,"Hawthorne city, California",1775,639,707,907,794,567,684,613,613,491,732,889,877,691,653,548,461
"G06033000","2017","CA",,,"California","06",,,"Hayward city","33000",,,,,,,,,,,,,,,,"16000US0633000","Hayward city, California",46860,1393,1100,1067,1376,1194,966,1655,1310,1426,3063,5287,6642,5781,5122,5325,4153,"Hayward city, California",1709,526,507,502,552,514,377,738,512,598,816,1273,1154,1053,991,1032,798
"G06033182","2017","CA",,,"California","06",,,"Hemet city","33182",,,,,,,,,,,,,,,,"16000US0633182","Hemet city, California",29725,2820,1962,2374,2057,2486,1594,1618,1601,910,2741,2501,3782,865,1092,1029,293,"Hemet city, California",1974,897,620,862,713,886,649,548,677,370,766,796,1024,552,488,662,191
"G06033434","2017","CA",,,"California","06",,,"Hesperia city","33434",,,,,,,,,,,,,,,,"16000US0633434","Hesperia city, California",25398,1805,1541,1147,1483,1729,1473,795,1273,710,1581,3124,2716,2730,1346,1560,385,"Hesperia city, California",1500,750,733,495,605,690,620,441,757,384,671,981,842,873,663,939,254
"G06036000","2017","CA",,,"California","06",,,"Huntington Beach city","36000",,,,,,,,,,,,,,,,"16000US0636000","Huntington Beach city, California",77155,2682,1820,3092,2685,2217,2449,2206,1675,2533,4242,6456,11809,8452,6536,7456,10845,"Huntington Beach city, California",2468,826,615,916,912,715,896,742,614,791,977,1350,1399,1175,1194,1122,1455
"G06036448","2017","CA",,,"California","06",,,"Indio city","36448",,,,,,,,,,,,,,,,"16000US0636448","Indio city, California",35675,4017,1768,1917,2384,1472,2889,1191,2132,1443,2233,4003,3743,2237,2331,1219,696,"Indio city, California",2401,1190,732,794,1165,788,1030,563,958,601,785,1178,1050,695,701,470,406
"G06036546","2017","CA",,,"California","06",,,"Inglewood city","36546",,,,,,,,,,,,,,,,"16000US0636546","Inglewood city, California",35788,1975,2213,2097,2068,1629,1763,1880,2064,1593,3357,3713,4505,2700,1451,1164,1616,"Inglewood city, California",2023,739,687,811,702,641,713,689,632,686,920,914,1053,745,510,496,691
"G06036770","2017","CA",,,"California","06",,,"Irvine city","36770",,,,,,,,,,,,,,,,"16000US0636770","Irvine city, California",97161,7228,3014,2001,1706,1751,2249,1629,1695,1997,3582,8543,11097,9869,8398,14198,18204,"Irvine city, California",3469,1479,1370,1001,721,676,1010,747,546,898,1127,2138,1799,1766,1662,2398,2469
"G06037692","2017","CA",,,"California","06",,,"Jurupa Valley city","37692",,,,,,,,,,,,,,,,"16000US0637692","Jurupa Valley city, California",23784,700,720,1078,752,1066,851,1079,991,697,2021,2241,3644,2917,2258,1639,1130,"Jurupa Valley city, California",1438,340,457,530,346,509,402,457,476,380,762,584,1216,709,835,516,575
"G06039248","2017","CA",,,"California","06",,,"Laguna Niguel city","39248",,,,,,,,,,,,,,,,"16000US0639248","Laguna Niguel city, California",26133,1215,417,579,1283,248,945,439,336,779,734,1835,3616,3125,2056,3518,5008,"Laguna Niguel city, California",1430,653,288,366,818,184,603,336,314,403,411,834,941,909,824,794,985
"G06039486","2017","CA",,,"California","06",,,"Lake Elsinore city","39486",,,,,,,,,,,,,,,,"16000US0639486","Lake Elsinore city, California",16388,1240,398,374,1049,822,824,781,558,775,727,1982,2160,1853,1886,568,391,"Lake Elsinore city, California",1340,794,315,249,572,496,403,419,312,464,407,656,818,710,745,286,276
"G06039496","2017","CA",,,"California","06",,,"Lake Forest city","39496",,,,,,,,,,,,,,,,"16000US0639496","Lake Forest city, California",29519,689,727,626,808,644,577,525,980,935,1490,3014,3757,3283,3142,4628,3694,"Lake Forest city, California",1435,499,521,538,411,353,324,310,570,512,514,869,890,971,781,858,759
"G06039892","2017","CA",,,"California","06",,,"Lakewood city","39892",,,,,,,,,,,,,,,,"16000US0639892","Lakewood city, California",25186,843,700,1341,615,695,644,321,702,1934,771,2897,2973,2894,2662,3651,1543,"Lakewood city, California",1579,362,437,689,346,392,288,220,399,743,375,850,781,703,600,1001,448
"G06040130","2017","CA",,,"California","06",,,"Lancaster city","40130",,,,,,,,,,,,,,,,"16000US0640130","Lancaster city, California",48327,5295,2490,1119,1758,1379,2880,2768,2107,2674,4219,6621,5848,3519,1893,2206,1551,"Lancaster city, California",1659,1396,785,498,663,554,901,962,691,897,1027,1459,1257,916,626,617,629
"G06041992","2017","CA",,,"California","06",,,"Livermore city","41992",,,,,,,,,,,,,,,,"16000US0641992","Livermore city, California",33085,593,490,253,386,837,651,750,1098,1472,2656,2106,2516,3612,2130,5201,8334,"Livermore city, California",1818,373,358,190,312,481,525,433,636,598,1020,757,693,781,614,995,1027
"G06042202","2017","CA",,,"California","06",,,"Lodi city","42202",,,,,,,,,,,,,,,,"16000US0642202","Lodi city, California",22454,966,1223,1014,2211,988,1422,1147,1319,708,1211,2449,2870,1305,1312,1529,780,"Lodi city, California",1594,454,489,471,873,438,572,554,560,428,518,938,848,531,707,427,421
"G06043000","2017","CA",,,"California","06",,,"Long Beach city","43000",,,,,,,,,,,,,,,,"16000US0643000","Long Beach city, California",167447,10620,7651,6268,7732,5608,9243,6753,6765,8063,14143,15820,22353,14452,8850,10967,12159,"Long Beach city, California",4073,1384,1466,1172,1286,1118,1765,1273,1151,1480,2021,2052,2354,1715,1365,1335,1764
"G06044000","2017","CA",,,"California","06",,,"Los Angeles city","44000",,,,,,,,,,,,,,,,"16000US0644000","Los Angeles city, California",1384851,93067,83567,63909,72727,56269,60757,56854,58998,49607,94356,126937,156826,118527,76788,91355,124307,"Los Angeles city, California",9554,5377,4412,3834,3723,4464,3516,3375,4041,3628,4192,5673,6049,4427,4205,4266,5101
"G06044574","2017","CA",,,"California","06",,,"Lynwood city","44574",,,,,,,,,,,,,,,,"16000US0644574","Lynwood city, California",15263,1254,530,758,706,618,1248,705,1199,748,729,1901,2125,1585,501,521,135,"Lynwood city, California",1049,564,372,358,414,376,562,363,493,459,297,626,653,635,282,296,124
"G06045022","2017","CA",,,"California","06",,,"Madera city","45022",,,,,,,,,,,,,,,,"16000US0645022","Madera city, California",18079,1662,1533,1440,777,907,909,1315,1252,857,1165,1790,1810,1061,689,685,227,"Madera city, California",1409,822,757,814,460,541,621,822,767,542,606,861,793,584,437,558,257
"G06045484","2017","CA",,,"California","06",,,"Manteca city","45484",,,,,,,,,,,,,,,,"16000US0645484","Manteca city, California",24573,1215,1392,1040,488,823,1152,1484,715,849,1448,2642,3908,2195,1426,2491,1305,"Manteca city, California",1651,548,751,551,258,491,530,571,506,475,624,793,937,655,454,800,583
"G06046842","2017","CA",,,"California","06",,,"Menifee city","46842",,,,,,,,,,,,,,,,"16000US0646842","Menifee city, California",28891,1380,852,1241,1497,1406,1136,897,1324,1345,2266,3071,3979,2847,1716,2519,1415,"Menifee city, California",1770,652,444,611,656,524,686,407,568,594,666,886,996,719,531,855,526
"G06046898","2017","CA",,,"California","06",,,"Merced city","46898",,,,,,,,,,,,,,,,"16000US0646898","Merced city, California",26278,3411,1867,2175,1676,1162,1102,1596,1339,1071,1806,1969,2555,1676,685,1167,1021,"Merced city, California",1384,911,707,739,693,529,544,698,607,563,586,616,782,664,365,583,480
"G06047766","2017","CA",,,"California","06",,,"Milpitas city","47766",,,,,,,,,,,,,,,,"16000US0647766","Milpitas city, California",22128,965,485,145,436,345,704,509,332,161,293,1239,3384,2029,1787,3275,6039,"Milpitas city, California",1321,615,351,149,361,186,670,346,300,137,228,524,833,557,546,716,959
"G06048256","2017","CA",,,"California","06",,,"Mission Viejo city","48256",,,,,,,,,,,,,,,,"16000US0648256","Mission Viejo city, California",33936,1011,760,402,678,782,780,917,735,928,1368,3111,4711,4014,2999,4787,5953,"Mission Viejo city, California",1502,420,332,262,548,343,349,530,347,453,564,924,903,868,683,873,1100
"G06048354","2017","CA",,,"California","06",,,"Modesto city","48354",,,,,,,,,,,,,,,,"16000US0648354","Modesto city, California",72621,3458,3658,3443,3663,3212,3447,3805,3599,3677,5927,8438,8419,7312,4419,3922,2222,"Modesto city, California",2257,1058,959,1064,878,985,880,1123,1135,1046,1378,1522,1564,1347,1020,968,655
"G06049270","2017","CA",,,"California","06",,,"Moreno Valley city","49270",,,,,,,,,,,,,,,,"16000US0649270","Moreno Valley city, California",48908,1698,1358,1551,1963,2393,2893,1967,2557,2679,4119,5405,8307,4823,3384,2547,1264,"Moreno Valley city, California",2226,546,548,554,774,740,960,690,800,650,835,1017,1192,805,752,695,500
"G06049670","2017","CA",,,"California","06",,,"Mountain View city","49670",,,,,,,,,,,,,,,,"16000US0649670","Mountain View city, California",33177,1213,910,1089,570,495,456,727,719,241,900,1705,3109,3284,2711,5004,10044,"Mountain View city, California",1930,548,505,684,340,249,390,342,445,239,384,652,806,716,714,993,1305
"G06050076","2017","CA",,,"California","06",,,"Murrieta city","50076",,,,,,,,,,,,,,,,"16000US0650076","Murrieta city, California",32407,1012,610,1279,369,1158,1059,1586,588,1019,1641,4066,4346,5061,2781,3160,2672,"Murrieta city, California",1686,568,414,631,210,635,561,725,415,572,642,1060,1017,1346,851,871,796
"G06050258","2017","CA",,,"California","06",,,"Napa city","50258",,,,,,,,,,,,,,,,"16000US0650258","Napa city, California",28790,812,817,513,846,987,1113,1415,1483,532,1625,2778,4193,3199,2281,3320,2876,"Napa city, California",1272,390,367,272,404,365,618,704,608,360,514,751,922,666,586,735,678
"G06051182","2017","CA",,,"California","06",,,"Newport Beach city","51182",,,,,,,,,,,,,,,,"16000US0651182","Newport Beach city, California",37968,792,1022,820,1370,686,641,412,1344,840,1704,1742,4753,2534,3107,3846,12355,"Newport Beach city, California",2094,386,749,482,746,584,529,288,713,576,652,634,1479,871,933,993,1747
"G06052526","2017","CA",,,"California","06",,,"Norwalk city","52526",,,,,,,,,,,,,,,,"16000US0652526","Norwalk city, California",27661,538,817,701,758,1481,948,825,1055,1154,2556,3072,3860,4019,2102,3001,774,"Norwalk city, California",1404,314,507,320,424,613,481,441,482,491,836,812,858,834,586,804,379
"G06053000","2017","CA",,,"California","06",,,"Oakland city","53000",,,,,,,,,,,,,,,,"16000US0653000","Oakland city, California",158851,9415,9832,6400,6372,4567,7045,5080,4636,5638,9924,14124,18389,13602,10679,13399,19749,"Oakland city, California",3580,1669,1274,1181,1302,1049,1322,1128,921,1318,1618,1902,1922,1778,1568,1509,1839
"G06053322","2017","CA",,,"California","06",,,"Oceanside city","53322",,,,,,,,,,,,,,,,"16000US0653322","Oceanside city, California",61138,2265,1510,1818,2676,3253,2522,2737,2127,1803,4341,6842,7144,5760,5379,5921,5040,"Oceanside city, California",2632,757,628,545,951,1152,753,910,860,662,1198,1213,1236,1224,1088,1275,1020
"G06053896","2017","CA",,,"California","06",,,"Ontario city","53896",,,,,,,,,,,,,,,,"16000US0653896","Ontario city, California",50572,1808,2112,2030,1885,1363,2256,2674,2211,3333,5572,5880,7880,4536,2570,2777,1685,"Ontario city, California",1952,707,774,702,694,572,780,923,701,1076,1173,1127,1368,1083,760,851,576
"G06053980","2017","CA",,,"California","06",,,"Orange city","53980",,,,,,,,,,,,,,,,"16000US0653980","Orange city, California",42663,1887,918,1160,1453,469,1613,973,973,1390,3124,4270,5186,4841,2784,5670,5952,"Orange city, California",1984,563,439,585,757,394,604,375,541,563,783,774,1161,860,699,1089,1112
"G06054652","2017","CA",,,"California","06",,,"Oxnard city","54652",,,,,,,,,,,,,,,,"16000US0654652","Oxnard city, California",52717,1281,1366,1221,2949,2557,2673,1482,2862,2290,4910,5015,8071,5582,3772,4326,2360,"Oxnard city, California",2142,542,518,416,971,860,865,568,886,831,1127,957,1486,1108,900,953,759
"G06055156","2017","CA",,,"California","06",,,"Palmdale city","55156",,,,,,,,,,,,,,,,"16000US0655156","Palmdale city, California",42005,1861,2914,1411,1603,2013,2344,2304,2012,836,3492,4070,7343,2895,2697,2784,1426,"Palmdale city, California",1857,573,846,617,583,652,612,739,748,328,827,846,1251,849,813,811,587
"G06055282","2017","CA",,,"California","06",,,"Palo Alto city","55282",,,,,,,,,,,,,,,,"16000US0655282","Palo Alto city, California",25439,730,786,973,449,140,314,528,552,234,611,1227,1944,1806,1711,2523,10911,"Palo Alto city, California",1264,599,369,717,255,142,406,300,391,181,302,459,679,494,692,629,1115
"G06056000","2017","CA",,,"California","06",,,"Pasadena city","56000",,,,,,,,,,,,,,,,"16000US0656000","Pasadena city, California",54177,3770,3236,1202,2039,1476,2176,1021,1263,1028,3410,5606,6363,5754,3599,4866,7368,"Pasadena city, California",2088,1013,799,622,722,581,795,421,516,453,846,1107,1264,932,841,869,1062
"G06056700","2017","CA",,,"California","06",,,"Perris city","56700",,,,,,,,,,,,,,,,"16000US0656700","Perris city, California",15947,467,529,720,489,759,793,894,988,883,785,2544,2339,1203,1148,1271,135,"Perris city, California",1152,343,326,474,355,580,482,567,472,570,439,821,803,651,645,532,218
"G06057456","2017","CA",,,"California","06",,,"Pittsburg city","57456",,,,,,,,,,,,,,,,"16000US0657456","Pittsburg city, California",20784,969,588,76,996,759,1148,1098,694,309,2640,2382,2842,2100,699,2174,1310,"Pittsburg city, California",1354,459,349,75,512,450,576,459,494,225,857,888,968,699,426,679,508
"G06057792","2017","CA",,,"California","06",,,"Pleasanton city","57792",,,,,,,,,,,,,,,,"16000US0657792","Pleasanton city, California",30435,617,704,474,488,323,540,344,201,369,523,856,3876,3284,2176,4442,11218,"Pleasanton city, California",1271,389,362,261,359,343,430,269,264,304,343,465,1114,802,601,925,1279
"G06058072","2017","CA",,,"California","06",,,"Pomona city","58072",,,,,,,,,,,,,,,,"16000US0658072","Pomona city, California",38980,1799,2450,1735,2116,1729,2247,1361,1919,1667,2833,4006,5683,3621,2068,1681,2065,"Pomona city, California",1753,610,747,604,661,553,628,447,561,621,757,1046,1109,843,767,541,781
"G06059444","2017","CA",,,"California","06",,,"Rancho Cordova city","59444",,,,,,,,,,,,,,,,"16000US0659444","Rancho Cordova city, California",25850,873,1016,803,1033,1015,1119,1500,1707,971,2165,2840,2874,2719,1667,2154,1394,"Rancho Cordova city, California",1258,332,349,371,446,475,532,602,715,457,692,728,753,683,579,698,479
"G06059451","2017","CA",,,"California","06",,,"Rancho Cucamonga city","59451",,,,,,,,,,,,,,,,"16000US0659451","Rancho Cucamonga city, California",52731,1323,993,1269,1583,1564,1021,1737,1110,1487,3820,4956,8824,6108,6147,6042,4747,"Rancho Cucamonga city, California",2228,619,558,598,621,594,422,699,372,650,1103,1414,1575,1484,1476,1223,1111
"G06059920","2017","CA",,,"California","06",,,"Redding city","59920",,,,,,,,,,,,,,,,"16000US0659920","Redding city, California",38036,2266,3126,2442,2488,1687,1842,1971,1231,1851,2778,3931,4757,2033,1727,2318,1588,"Redding city, California",1437,806,1036,677,886,552,683,649,436,660,729,1003,984,597,667,722,558
"G06059962","2017","CA",,,"California","06",,,"Redlands city","59962",,,,,,,,,,,,,,,,"16000US0659962","Redlands city, California",26264,1167,1914,914,867,1683,1303,1088,651,767,2374,1942,3510,2493,1324,1487,2780,"Redlands city, California",1937,483,1021,515,488,784,682,754,519,706,856,787,1009,829,739,683,806
"G06060018","2017","CA",,,"California","06",,,"Redondo Beach city","60018",,,,,,,,,,,,,,,,"16000US0660018","Redondo Beach city, California",28081,1012,825,329,1015,785,924,701,543,166,1207,2005,3404,3241,1641,3565,6718,"Redondo Beach city, California",1670,553,399,220,598,462,435,392,303,193,511,670,883,889,523,818,1113
"G06060102","2017","CA",,,"California","06",,,"Redwood City city","60102",,,,,,,,,,,,,,,,"16000US0660102","Redwood City city, California",32344,904,970,471,1113,920,557,855,391,795,1554,1881,3190,3635,2727,4396,7985,"Redwood City city, California",1632,456,538,504,597,626,400,511,300,446,671,666,818,875,770,1022,1070
"G06060466","2017","CA",,,"California","06",,,"Rialto city","60466",,,,,,,,,,,,,,,,"16000US0660466","Rialto city, California",26699,671,1347,1613,1180,1366,1438,810,1841,1496,2452,2524,3263,3829,1151,1534,184,"Rialto city, California",1427,399,459,634,534,632,596,451,584,610,818,647,834,1052,472,545,193
"G06060620","2017","CA",,,"California","06",,,"Richmond city","60620",,,,,,,,,,,,,,,,"16000US0660620","Richmond city, California",37029,2412,1440,1316,1277,1341,1389,1739,2206,1259,2202,4257,5232,4300,1889,2141,2629,"Richmond city, California",2003,1014,681,527,580,660,531,713,971,640,845,1026,1140,1136,738,777,796
"G06062000","2017","CA",,,"California","06",,,"Riverside city","62000",,,,,,,,,,,,,,,,"16000US0662000","Riverside city, California",86905,4192,3702,3128,3732,3636,3647,3425,3558,3393,6338,9412,12175,9119,5835,6619,4994,"Riverside city, California",3358,1045,946,669,882,955,1154,880,884,894,1268,1445,1754,1328,1217,1505,1076
"G06062938","2017","CA",,,"California","06",,,"Roseville city","62938",,,,,,,,,,,,,,,,"16000US0662938","Roseville city, California",50198,3306,1030,1975,1186,1255,1544,948,1399,1336,3100,6546,6935,5429,3812,4966,5431,"Roseville city, California",1840,1143,422,741,514,529,678,366,504,481,743,1423,1248,1021,832,1070,957
"G06064000","2017","CA",,,"California","06",,,"Sacramento city","64000",,,,,,,,,,,,,,,,"16000US0664000","Sacramento city, California",189193,12486,11620,8815,8085,7648,8247,7883,9199,6655,17796,18925,23310,17870,8942,10188,11524,"Sacramento city, California",3813,1806,2034,1810,1362,1548,1572,1345,1635,1420,1894,2398,2341,1788,1392,1547,1503
"G06064224","2017","CA",,,"California","06",,,"Salinas city","64224",,,,,,,,,,,,,,,,"16000US0664224","Salinas city, California",41218,1649,1379,1623,2257,1437,1927,1951,1637,2171,4436,4737,6419,3133,2375,3044,1043,"Salinas city, California",1864,633,563,625,719,581,778,667,549,782,1024,966,1258,816,702,906,412
"G06065000","2017","CA",,,"California","06",,,"San Bernardino city","65000",,,,,,,,,,,,,,,,"16000US0665000","San Bernardino city, California",60714,3736,4261,4183,4072,3671,2464,2823,3830,3424,5877,6300,7675,4324,2178,1185,711,"San Bernardino city, California",2587,909,1229,992,938,951,716,788,1174,962,1044,1363,1333,1136,898,485,339
"G06065042","2017","CA",,,"California","06",,,"San Buenaventura (Ventura) city","65042",,,,,,,,,,,,,,,,"16000US0665042","San Buenaventura (Ventura) city, California",41338,2836,1413,1489,1340,2007,1222,1018,1130,1415,3487,4160,6782,4527,2307,3540,2665,"San Buenaventura (Ventura) city, California",2042,978,610,672,484,875,475,449,453,672,1008,1058,1246,835,781,785,717
"G06065084","2017","CA",,,"California","06",,,"San Clemente city","65084",,,,,,,,,,,,,,,,"16000US0665084","San Clemente city, California",25366,638,519,510,931,586,466,752,747,506,1079,1852,3673,2369,2359,3319,5060,"San Clemente city, California",1410,391,478,330,642,413,384,479,378,335,582,713,1141,726,882,1083,1200
"G06066000","2017","CA",,,"California","06",,,"San Diego city","66000",,,,,,,,,,,,,,,,"16000US0666000","San Diego city, California",504208,23942,17595,15390,17176,16658,18311,16924,18109,17038,35205,50578,65450,51974,35932,44504,59422,"San Diego city, California",6575,2527,2281,1881,2042,2262,2393,2280,2669,2069,3019,3944,4345,3507,3043,2979,3615
"G06067000","2017","CA",,,"California","06",,,"San Francisco city","67000",,,,,,,,,,,,,,,,"16000US0667000","San Francisco city, California",360323,16435,17124,11136,13159,8513,9912,8370,6926,7618,13836,21396,31758,32899,27599,41386,92256,"San Francisco city, California",4331,2074,2171,1902,1771,1553,1746,1700,1295,1680,2014,2404,2655,3165,2792,3251,3906
"G06068000","2017","CA",,,"California","06",,,"San Jose city","68000",,,,,,,,,,,,,,,,"16000US0668000","San Jose city, California",321913,10831,9915,7873,7376,7813,7956,7663,8048,9124,15670,22699,36022,33564,25443,42982,68934,"San Jose city, California",4299,1632,1682,1389,1556,1814,1305,1300,1444,1605,2045,2475,3175,2799,2306,2943,3587
"G06068084","2017","CA",,,"California","06",,,"San Leandro city","68084",,,,,,,,,,,,,,,,"16000US0668084","San Leandro city, California",33458,2292,1392,894,1076,1255,2268,1707,1257,1319,2324,2076,3862,3277,2705,2880,2874,"San Leandro city, California",1851,1111,542,598,441,869,844,814,565,590,820,688,894,925,904,744,802
"G06068196","2017","CA",,,"California","06",,,"San Marcos city","68196",,,,,,,,,,,,,,,,"16000US0668196","San Marcos city, California",29611,1186,775,589,1119,2003,2330,1228,578,659,1191,2916,2894,2940,2539,3234,3430,"San Marcos city, California",1537,695,444,380,748,864,826,717,385,346,817,1019,798,1032,1073,877,826
