GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,SUYE001,SUYE002,SUYE003,SUYE004,SUYE005,SUYE006,SUYE007,SUYE008,SUYE009,SUYE010,SUYE011,SUYE012,SUYE013,SUYE014,SUYE015,SUYE016,SUYE017,NAME_M,SUYM001,SUYM002,SUYM003,SUYM004,SUYM005,SUYM006,SUYM007,SUYM008,SUYM009,SUYM010,SUYM011,SUYM012,SUYM013,SUYM014,SUYM015,SUYM016,SUYM017
"G06030000","2013","CA",,,"California","06",,,"Glendale city","30000",,,,,,,,,,,,,,,,"16000US0630000","Glendale city, California",70660,5265,5517,5881,4815,2369,3479,2496,2234,3169,4235,5983,7562,5797,3058,4128,4672,"Glendale city, California",2268,1225,1084,1248,1100,724,947,778,642,1015,1039,1124,1154,1352,746,1039,956
"G06032548","2013","CA",,,"California","06",,,"Hawthorne city","32548",,,,,,,,,,,,,,,,"16000US0632548","Hawthorne city, California",29038,1765,1966,1579,1778,2438,2229,1557,1658,1824,2984,2800,3207,1263,406,850,734,"Hawthorne city, California",1893,621,645,625,595,805,761,618,522,628,851,854,908,637,234,354,344
"G06033000","2013","CA",,,"California","06",,,"Hayward city","33000",,,,,,,,,,,,,,,,"16000US0633000","Hayward city, California",46879,3056,1210,2554,1995,1804,2375,1984,2686,2073,4018,5420,6000,4072,2143,2714,2775,"Hayward city, California",2060,1011,455,792,634,667,802,670,800,747,865,1113,1129,945,708,650,826
"G06033182","2013","CA",,,"California","06",,,"Hemet city","33182",,,,,,,,,,,,,,,,"16000US0633182","Hemet city, California",30364,3220,2903,2743,2561,2090,1651,2109,2529,1654,2126,2563,1869,939,703,676,28,"Hemet city, California",1874,1154,681,777,816,749,705,751,759,666,788,910,588,391,435,483,45
"G06033434","2013","CA",,,"California","06",,,"Hesperia city","33434",,,,,,,,,,,,,,,,"16000US0633434","Hesperia city, California",25290,2764,2132,885,1572,1614,1244,1744,1235,1423,1903,2482,3387,1296,806,281,522,"Hesperia city, California",1306,751,950,434,612,546,636,700,452,508,636,702,1068,405,490,181,358
"G06036000","2013","CA",,,"California","06",,,"Huntington Beach city","36000",,,,,,,,,,,,,,,,"16000US0636000","Huntington Beach city, California",74461,3237,1881,2072,2545,2281,2185,2419,2751,2757,5432,6079,11196,7993,6837,6974,7822,"Huntington Beach city, California",2082,983,807,885,904,700,736,702,951,770,1064,978,1477,1324,1315,1196,1089
"G06036448","2013","CA",,,"California","06",,,"Indio city","36448",,,,,,,,,,,,,,,,"16000US0636448","Indio city, California",26368,1655,1538,1904,1552,1072,1239,1665,1547,586,2778,3284,2593,2228,1191,908,628,"Indio city, California",1487,679,687,675,615,495,435,707,666,365,783,1055,688,720,544,442,388
"G06036546","2013","CA",,,"California","06",,,"Inglewood city","36546",,,,,,,,,,,,,,,,"16000US0636546","Inglewood city, California",36681,2712,2336,2573,2678,2543,2342,2629,1683,1778,2754,4086,3231,2215,1123,1698,300,"Inglewood city, California",2135,746,839,761,890,746,807,848,641,733,726,971,832,826,567,572,200
"G06036770","2013","CA",,,"California","06",,,"Irvine city","36770",,,,,,,,,,,,,,,,"16000US0636770","Irvine city, California",84808,3909,2917,2004,2166,2868,2497,1907,1941,1629,5306,8402,11589,12476,5400,8458,11339,"Irvine city, California",2619,1037,1011,880,936,1208,994,1034,644,844,1537,1780,2308,2511,1512,1723,2218
"G06037692","2013","CA",,,"California","06",,,"Jurupa Valley city","37692",,,,,,,,,,,,,,,,"16000US0637692","Jurupa Valley city, California",24998,921,1473,1466,1623,1239,1497,742,1283,977,2295,3265,3804,1653,641,1285,834,"Jurupa Valley city, California",1362,559,658,617,668,502,566,376,653,423,774,785,939,600,347,697,403
"G06039496","2013","CA",,,"California","06",,,"Lake Forest city","39496",,,,,,,,,,,,,,,,"16000US0639496","Lake Forest city, California",26534,820,538,624,845,456,894,641,417,1753,1106,3435,3678,3006,2341,3288,2692,"Lake Forest city, California",1474,474,380,377,538,412,401,489,274,774,418,889,1009,743,776,670,724
"G06039892","2013","CA",,,"California","06",,,"Lakewood city","39892",,,,,,,,,,,,,,,,"16000US0639892","Lakewood city, California",25341,1008,710,670,1014,1659,1196,694,1040,499,1551,2580,4374,3750,1835,1984,777,"Lakewood city, California",1189,576,329,344,537,642,465,261,461,297,588,796,980,832,525,438,334
"G06040130","2013","CA",,,"California","06",,,"Lancaster city","40130",,,,,,,,,,,,,,,,"16000US0640130","Lancaster city, California",50583,5735,2119,2203,3111,2666,3490,2500,3130,1945,5184,4154,7340,2931,1616,1256,1203,"Lancaster city, California",2294,1355,557,726,776,865,994,845,1011,795,1215,922,1292,824,517,430,433
"G06041992","2013","CA",,,"California","06",,,"Livermore city","41992",,,,,,,,,,,,,,,,"16000US0641992","Livermore city, California",29509,646,594,818,1239,793,1014,563,1146,686,1671,2423,4724,2894,2190,4341,3767,"Livermore city, California",1650,325,344,475,694,525,577,288,756,420,737,797,1106,688,539,997,788
"G06043000","2013","CA",,,"California","06",,,"Long Beach city","43000",,,,,,,,,,,,,,,,"16000US0643000","Long Beach city, California",165125,11619,12374,9246,9866,6680,6817,6659,7331,7048,13031,18661,19300,11851,8219,8626,7797,"Long Beach city, California",4560,1946,1814,1623,1509,1100,1326,1262,1442,1254,2067,2219,2271,1832,1310,1357,1112
"G06044000","2013","CA",,,"California","06",,,"Los Angeles city","44000",,,,,,,,,,,,,,,,"16000US0644000","Los Angeles city, California",1320167,112995,95736,80116,77479,67753,71068,61370,58640,48771,93073,116766,136272,92415,55037,61799,90877,"Los Angeles city, California",9304,5060,4916,3542,4530,3731,4170,3487,3680,3029,4408,5671,5462,4793,3628,3586,4233
"G06044574","2013","CA",,,"California","06",,,"Lynwood city","44574",,,,,,,,,,,,,,,,"16000US0644574","Lynwood city, California",15031,713,1317,946,1134,1223,1027,1449,624,471,1193,2236,1207,861,84,448,98,"Lynwood city, California",1006,386,553,462,534,500,465,600,362,291,546,667,463,383,100,310,119
"G06045484","2013","CA",,,"California","06",,,"Manteca city","45484",,,,,,,,,,,,,,,,"16000US0645484","Manteca city, California",21845,563,985,678,1586,1000,1068,1115,664,1084,1620,2184,3773,2620,966,1579,360,"Manteca city, California",1236,290,434,408,822,520,410,526,344,485,588,701,903,777,417,569,264
"G06046842","2013","CA",,,"California","06",,,"Menifee city","46842",,,,,,,,,,,,,,,,"16000US0646842","Menifee city, California",27774,1286,1363,1438,1177,1094,1694,1541,967,1369,2859,2863,4287,2933,1396,1078,429,"Menifee city, California",1266,491,620,567,450,434,736,548,404,657,657,884,1007,679,507,369,165
"G06046898","2013","CA",,,"California","06",,,"Merced city","46898",,,,,,,,,,,,,,,,"16000US0646898","Merced city, California",24848,2275,1975,2406,2401,1108,2039,1976,1149,801,1622,2631,1771,1299,417,841,137,"Merced city, California",1326,683,533,858,724,450,768,904,678,387,530,842,623,429,352,431,135
"G06047766","2013","CA",,,"California","06",,,"Milpitas city","47766",,,,,,,,,,,,,,,,"16000US0647766","Milpitas city, California",20668,1167,765,521,938,223,422,270,570,372,1074,2261,2866,2502,1947,2526,2244,"Milpitas city, California",981,584,494,290,446,196,299,253,305,264,419,772,1046,826,544,732,607
"G06048256","2013","CA",,,"California","06",,,"Mission Viejo city","48256",,,,,,,,,,,,,,,,"16000US0648256","Mission Viejo city, California",34809,1503,549,404,1029,1166,600,894,612,1520,1271,2997,5460,4997,2970,4345,4492,"Mission Viejo city, California",1769,558,473,255,421,619,338,400,328,714,556,726,1071,1120,844,880,1023
"G06048354","2013","CA",,,"California","06",,,"Modesto city","48354",,,,,,,,,,,,,,,,"16000US0648354","Modesto city, California",69496,4924,5768,5106,4023,2916,3693,3671,3217,3518,4927,6761,7877,4514,3337,3117,2127,"Modesto city, California",2224,1169,1475,1461,1129,919,1012,1167,954,1327,1279,1349,1221,958,891,881,708
"G06049270","2013","CA",,,"California","06",,,"Moreno Valley city","49270",,,,,,,,,,,,,,,,"16000US0649270","Moreno Valley city, California",50253,2504,2069,2531,2081,2714,2244,3179,3031,3433,4720,5764,7532,4120,1659,1272,1400,"Moreno Valley city, California",1973,812,683,644,632,825,768,939,885,874,979,1188,1259,854,525,415,556
"G06049670","2013","CA",,,"California","06",,,"Mountain View city","49670",,,,,,,,,,,,,,,,"16000US0649670","Mountain View city, California",32824,898,933,1268,503,1158,395,1039,1158,452,2141,2961,2171,2657,2546,4725,7819,"Mountain View city, California",1776,355,548,507,345,588,273,430,573,262,686,847,554,624,728,983,1182
"G06050076","2013","CA",,,"California","06",,,"Murrieta city","50076",,,,,,,,,,,,,,,,"16000US0650076","Murrieta city, California",33271,704,1215,899,1607,1045,1406,1088,1346,1124,2990,4579,4619,4047,2422,3007,1173,"Murrieta city, California",1657,351,733,477,738,588,533,565,591,481,1001,1378,1114,1116,826,937,509
"G06050258","2013","CA",,,"California","06",,,"Napa city","50258",,,,,,,,,,,,,,,,"16000US0650258","Napa city, California",27476,658,1587,978,2040,830,1301,1066,967,991,2405,2658,3779,3221,2053,1633,1309,"Napa city, California",1273,312,580,525,849,400,528,449,404,370,706,712,750,744,685,446,346
"G06051182","2013","CA",,,"California","06",,,"Newport Beach city","51182",,,,,,,,,,,,,,,,"16000US0651182","Newport Beach city, California",37332,2262,664,571,1500,911,1426,914,1282,806,2301,1501,3518,2889,2888,3432,10467,"Newport Beach city, California",1561,928,364,563,556,545,553,503,689,463,792,537,941,1004,974,999,1551
"G06052526","2013","CA",,,"California","06",,,"Norwalk city","52526",,,,,,,,,,,,,,,,"16000US0652526","Norwalk city, California",27085,550,1322,956,1346,1147,1628,1489,1437,1158,2701,3576,4413,2970,1119,975,298,"Norwalk city, California",1451,302,533,442,545,559,667,524,679,377,607,796,1003,668,394,423,200
"G06053000","2013","CA",,,"California","06",,,"Oakland city","53000",,,,,,,,,,,,,,,,"16000US0653000","Oakland city, California",154214,11307,10919,9634,7186,6977,6711,7423,6019,5803,10841,14336,16441,12361,7082,8706,12468,"Oakland city, California",3611,1474,1450,1470,1480,1229,1165,1160,1322,1326,1354,2064,1894,1826,1228,1275,1213
"G06053322","2013","CA",,,"California","06",,,"Oceanside city","53322",,,,,,,,,,,,,,,,"16000US0653322","Oceanside city, California",63130,8223,1133,2537,2674,3648,4834,3024,3091,3383,5401,5407,8177,3659,2522,3217,2200,"Oceanside city, California",2523,1629,462,1027,848,1128,1442,1040,875,1073,1107,1220,1290,926,695,832,587
"G06053896","2013","CA",,,"California","06",,,"Ontario city","53896",,,,,,,,,,,,,,,,"16000US0653896","Ontario city, California",47233,3160,2268,2979,2393,2877,1856,2572,2292,2536,5961,5470,4920,4132,1796,1237,784,"Ontario city, California",1941,960,767,824,732,749,644,809,785,725,1119,1220,976,846,540,477,370
"G06053980","2013","CA",,,"California","06",,,"Orange city","53980",,,,,,,,,,,,,,,,"16000US0653980","Orange city, California",41979,2010,1374,1382,1445,1024,1801,1013,1075,2300,3248,3738,5772,4873,3647,3976,3301,"Orange city, California",2155,747,528,620,564,481,741,525,437,675,1007,1153,1295,1129,917,879,721
"G06054652","2013","CA",,,"California","06",,,"Oxnard city","54652",,,,,,,,,,,,,,,,"16000US0654652","Oxnard city, California",50820,1419,2282,2875,2008,2328,2117,2685,2289,2832,4219,5520,7536,4686,3623,2197,2204,"Oxnard city, California",1973,595,845,766,576,679,751,752,741,776,933,1225,1377,868,961,785,703
"G06055156","2013","CA",,,"California","06",,,"Palmdale city","55156",,,,,,,,,,,,,,,,"16000US0655156","Palmdale city, California",44467,3545,2034,2463,2392,2666,2205,2314,842,1602,3749,6147,4709,3038,2723,2378,1660,"Palmdale city, California",1883,856,859,895,732,965,792,751,388,638,882,1377,1056,658,809,733,511
"G06055282","2013","CA",,,"California","06",,,"Palo Alto city","55282",,,,,,,,,,,,,,,,"16000US0655282","Palo Alto city, California",26315,870,778,1020,705,764,958,592,444,694,974,1158,2043,2388,1231,2723,8973,"Palo Alto city, California",1183,402,426,677,390,378,541,308,328,514,388,389,529,749,495,769,896
"G06056000","2013","CA",,,"California","06",,,"Pasadena city","56000",,,,,,,,,,,,,,,,"16000US0656000","Pasadena city, California",54352,3249,3293,1623,2759,2199,1504,1933,1597,1594,4936,4741,5438,5888,3941,4041,5616,"Pasadena city, California",2069,991,999,597,661,787,631,673,566,600,1114,969,1083,993,875,983,1209
"G06056700","2013","CA",,,"California","06",,,"Perris city","56700",,,,,,,,,,,,,,,,"16000US0656700","Perris city, California",16881,687,536,622,1489,816,1506,926,332,1513,2192,2662,1308,1488,77,529,198,"Perris city, California",1292,500,402,462,864,457,659,522,255,748,909,904,548,730,92,362,234
"G06057456","2013","CA",,,"California","06",,,"Pittsburg city","57456",,,,,,,,,,,,,,,,"16000US0657456","Pittsburg city, California",21368,1220,947,1596,1429,417,1194,541,876,859,1091,2511,2856,2497,1086,1659,589,"Pittsburg city, California",1630,514,458,634,575,382,479,386,440,451,458,852,888,762,556,692,376
"G06057792","2013","CA",,,"California","06",,,"Pleasanton city","57792",,,,,,,,,,,,,,,,"16000US0657792","Pleasanton city, California",26500,930,310,195,280,428,642,555,532,406,936,2167,3279,3284,2721,4137,5698,"Pleasanton city, California",1192,626,332,163,221,273,432,384,282,424,409,732,684,742,723,837,1073
"G06058072","2013","CA",,,"California","06",,,"Pomona city","58072",,,,,,,,,,,,,,,,"16000US0658072","Pomona city, California",39470,2595,2462,2110,2826,2022,2224,1431,1785,1643,3744,4535,5565,2965,1871,1329,363,"Pomona city, California",1707,608,621,698,774,678,665,629,537,621,823,1122,1104,786,657,476,225
"G06059444","2013","CA",,,"California","06",,,"Rancho Cordova city","59444",,,,,,,,,,,,,,,,"16000US0659444","Rancho Cordova city, California",24032,1454,1227,1103,1536,1133,1487,1187,1602,1324,2321,2718,3036,1922,604,888,490,"Rancho Cordova city, California",1085,649,427,433,554,491,604,508,483,454,717,732,586,489,271,400,215
"G06059451","2013","CA",,,"California","06",,,"Rancho Cucamonga city","59451",,,,,,,,,,,,,,,,"16000US0659451","Rancho Cucamonga city, California",54674,2522,1393,1456,1664,2057,1575,2364,1607,1612,3278,5581,7623,7599,5042,4600,4701,"Rancho Cucamonga city, California",2526,767,709,675,615,858,596,1021,808,595,925,1215,1470,1418,1358,1061,1075
"G06059920","2013","CA",,,"California","06",,,"Redding city","59920",,,,,,,,,,,,,,,,"16000US0659920","Redding city, California",35087,3295,2567,1776,3058,2320,2936,1420,1714,1417,2471,3536,3643,2164,1060,1007,703,"Redding city, California",1731,908,889,610,917,698,983,588,605,697,710,981,765,647,499,397,387
"G06059962","2013","CA",,,"California","06",,,"Redlands city","59962",,,,,,,,,,,,,,,,"16000US0659962","Redlands city, California",23956,1651,753,926,1149,1767,731,734,692,889,2286,2050,3376,2010,1118,2066,1758,"Redlands city, California",1629,790,449,547,489,834,426,492,377,458,867,702,1008,723,636,805,728
"G06060018","2013","CA",,,"California","06",,,"Redondo Beach city","60018",,,,,,,,,,,,,,,,"16000US0660018","Redondo Beach city, California",28521,656,659,271,1300,1382,902,702,786,421,1382,2586,3960,3476,1937,3767,4334,"Redondo Beach city, California",1576,353,455,229,779,650,522,385,529,318,555,810,1087,865,598,1092,870
"G06060102","2013","CA",,,"California","06",,,"Redwood City city","60102",,,,,,,,,,,,,,,,"16000US0660102","Redwood City city, California",28091,776,546,1335,604,653,614,963,1111,853,1849,3022,3367,2956,1731,3145,4566,"Redwood City city, California",1584,354,225,611,321,334,395,487,654,537,697,945,850,797,604,798,819
"G06060466","2013","CA",,,"California","06",,,"Rialto city","60466",,,,,,,,,,,,,,,,"16000US0660466","Rialto city, California",25482,1373,1209,961,1655,1513,1533,1864,1409,1470,2737,2965,3712,1719,683,382,297,"Rialto city, California",1223,559,448,406,595,536,621,650,591,641,874,785,947,567,327,265,305
"G06060620","2013","CA",,,"California","06",,,"Richmond city","60620",,,,,,,,,,,,,,,,"16000US0660620","Richmond city, California",36004,1977,1925,1254,2569,1956,1925,1806,1622,1823,2948,3192,5380,3320,756,1655,1896,"Richmond city, California",1849,787,691,584,901,740,753,625,656,703,921,787,1190,884,352,548,524
"G06062000","2013","CA",,,"California","06",,,"Riverside city","62000",,,,,,,,,,,,,,,,"16000US0662000","Riverside city, California",89596,5998,5039,3984,5277,3747,3972,4574,4098,3936,7958,10013,12040,7082,4289,4465,3124,"Riverside city, California",3089,1178,1053,1011,1159,1122,912,1177,1011,890,1289,1383,1724,1345,1027,904,840
"G06062938","2013","CA",,,"California","06",,,"Roseville city","62938",,,,,,,,,,,,,,,,"16000US0662938","Roseville city, California",45988,1754,1850,1675,1817,1169,3034,1201,1390,1002,3934,4088,7105,4450,3826,4365,3328,"Roseville city, California",1644,529,683,719,556,417,924,509,729,422,895,966,1214,1116,772,988,855
"G06064000","2013","CA",,,"California","06",,,"Sacramento city","64000",,,,,,,,,,,,,,,,"16000US0664000","Sacramento city, California",175350,15060,13093,10039,8955,9120,9401,9854,7962,6853,12601,17851,20174,14244,6996,7239,5908,"Sacramento city, California",3857,1861,1639,1811,1689,1719,1746,1434,1441,1316,1682,1996,2224,1655,1154,1211,1377
"G06064224","2013","CA",,,"California","06",,,"Salinas city","64224",,,,,,,,,,,,,,,,"16000US0664224","Salinas city, California",40369,2413,1660,1774,3106,2358,2352,2839,2951,1805,2837,4283,5648,2709,1346,1914,374,"Salinas city, California",1924,829,647,733,845,643,492,707,806,692,890,1130,1108,736,449,704,208
"G06065000","2013","CA",,,"California","06",,,"San Bernardino city","65000",,,,,,,,,,,,,,,,"16000US0665000","San Bernardino city, California",56274,6194,4685,4095,3573,4471,3462,3389,2881,2772,4874,5313,4668,3024,1124,1230,519,"San Bernardino city, California",2417,1169,1078,887,967,1155,821,808,915,739,1175,1035,1124,863,516,482,339
"G06065042","2013","CA",,,"California","06",,,"San Buenaventura (Ventura) city","65042",,,,,,,,,,,,,,,,"16000US0665042","San Buenaventura (Ventura) city, California",41793,2057,1757,2005,2942,889,1105,1797,1488,2402,3228,3548,6987,4107,2705,2235,2541,"San Buenaventura (Ventura) city, California",1853,910,692,720,891,530,582,699,517,850,750,847,1108,1004,894,617,583
"G06065084","2013","CA",,,"California","06",,,"San Clemente city","65084",,,,,,,,,,,,,,,,"16000US0665084","San Clemente city, California",24902,1197,846,746,498,667,1194,614,1146,708,1096,1076,4016,2504,1875,2412,4307,"San Clemente city, California",1720,757,496,633,333,499,733,358,716,474,514,554,1076,881,770,889,1126
"G06066000","2013","CA",,,"California","06",,,"San Diego city","66000",,,,,,,,,,,,,,,,"16000US0666000","San Diego city, California",480730,26902,21100,19908,21021,18455,21549,18905,22379,19579,36596,47400,57252,47061,30170,34525,37928,"San Diego city, California",6318,2635,2220,1886,1992,1834,2574,1926,2498,2646,2868,3451,4022,3482,2957,2984,2765
"G06067000","2013","CA",,,"California","06",,,"San Francisco city","67000",,,,,,,,,,,,,,,,"16000US0667000","San Francisco city, California",354651,25126,20908,12719,12537,12220,12330,10023,12217,9519,18323,25923,37285,33089,22581,31616,58235,"San Francisco city, California",3606,2277,2360,1882,1793,1756,1805,1615,1643,1541,2084,2501,3260,2536,2133,2815,3328
"G06068000","2013","CA",,,"California","06",,,"San Jose city","68000",,,,,,,,,,,,,,,,"16000US0668000","San Jose city, California",314210,12369,12492,11279,11182,11152,10672,9221,11161,11637,18349,28241,36333,31200,23667,33303,41952,"San Jose city, California",3502,1619,1589,1613,1788,1536,1722,1628,1813,1672,1865,2647,2866,2461,2741,3009,2931
"G06068084","2013","CA",,,"California","06",,,"San Leandro city","68084",,,,,,,,,,,,,,,,"16000US0668084","San Leandro city, California",32580,1767,1527,1510,1307,1304,1111,1444,1633,556,2519,3744,4238,3335,2640,1923,2022,"San Leandro city, California",1421,719,699,687,623,612,422,601,676,291,818,1034,1141,805,839,661,692
"G06068196","2013","CA",,,"California","06",,,"San Marcos city","68196",,,,,,,,,,,,,,,,"16000US0668196","San Marcos city, California",29636,3467,607,1329,1914,1282,850,1642,583,1213,3270,2595,3492,2445,1447,2024,1476,"San Marcos city, California",2086,1407,361,569,705,543,640,782,327,608,937,901,932,987,557,845,591
"G06068252","2013","CA",,,"California","06",,,"San Mateo city","68252",,,,,,,,,,,,,,,,"16000US0668252","San Mateo city, California",38499,1386,519,1349,1029,1472,1489,1374,1020,920,2800,3354,5799,3729,3092,4200,4967,"San Mateo city, California",1888,507,285,557,422,757,799,568,456,554,780,991,1054,676,795,1022,901
"G06068378","2013","CA",,,"California","06",,,"San Ramon city","68378",,,,,,,,,,,,,,,,"16000US0668378","San Ramon city, California",25017,446,451,287,514,439,312,531,273,239,822,1433,2701,3419,2186,3758,7206,"San Ramon city, California",1098,254,244,264,337,369,224,383,257,240,371,619,956,993,604,844,1086
"G06069000","2013","CA",,,"California","06",,,"Santa Ana city","69000",,,,,,,,,,,,,,,,"16000US0669000","Santa Ana city, California",76284,2933,4214,4233,5683,4789,4387,5288,4359,4127,6835,7926,9440,4623,3624,2044,1779,"Santa Ana city, California",2617,1002,1049,908,1263,1094,944,1189,909,992,1282,1366,1339,829,782,531,495
"G06069070","2013","CA",,,"California","06",,,"Santa Barbara city","69070",,,,,,,,,,,,,,,,"16000US0669070","Santa Barbara city, California",34423,1417,2142,1704,1518,1045,1627,2088,1581,1489,1604,2692,5596,2889,1208,2869,2954,"Santa Barbara city, California",1893,555,906,733,593,439,640,971,648,682,571,714,1524,793,554,729,885
"G06069084","2013","CA",,,"California","06",,,"Santa Clara city","69084",,,,,,,,,,,,,,,,"16000US0669084","Santa Clara city, California",43279,1726,675,1323,1981,1801,1303,999,1045,859,3072,3479,4108,5554,4319,4528,6507,"Santa Clara city, California",1840,590,508,650,647,874,499,526,476,529,903,943,983,1104,1015,1026,1339
"G06069088","2013","CA",,,"California","06",,,"Santa Clarita city","69088",,,,,,,,,,,,,,,,"16000US0669088","Santa Clarita city, California",59940,1978,1834,2322,2044,2379,1739,2091,1711,2348,3520,5556,9518,6670,5469,5172,5589,"Santa Clarita city, California",2093,664,605,860,801,867,688,568,666,706,971,1161,1544,966,941,928,951
"G06069196","2013","CA",,,"California","06",,,"Santa Maria city","69196",,,,,,,,,,,,,,,,"16000US0669196","Santa Maria city, California",27198,2008,1569,2113,1074,1719,1847,2194,1140,1408,2216,2522,2789,2536,931,791,341,"Santa Maria city, California",1687,726,587,827,478,646,752,828,502,587,804,727,828,804,398,388,282
"G06070000","2013","CA",,,"California","06",,,"Santa Monica city","70000",,,,,,,,,,,,,,,,"16000US0670000","Santa Monica city, California",48280,2967,3069,1391,2860,1707,1829,1738,1467,1927,2687,3357,4724,5305,3676,3286,6290,"Santa Monica city, California",2243,993,1027,578,1037,819,786,659,558,728,1054,1250,1140,1300,1079,895,1193
"G06070098","2013","CA",,,"California","06",,,"Santa Rosa city","70098",,,,,,,,,,,,,,,,"16000US0670098","Santa Rosa city, California",64997,2456,3768,2104,2951,3424,2888,4045,3061,2615,6423,7648,8290,5454,3643,3317,2910,"Santa Rosa city, California",2421,750,1042,732,894,1109,978,1155,926,734,1168,1366,1580,921,964,803,853
