GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,ALAJE001,ALAJE002,ALAJE003,ALAJE004,ALAJE005,ALAJE006,ALAJE007,ALAJE008,ALAJE009,ALAJE010,ALAJE011,ALAJE012,ALAJE013,ALAJE014,ALAJE015,ALAJE016,ALAJE017,NAME_M,ALAJM001,ALAJM002,ALAJM003,ALAJM004,ALAJM005,ALAJM006,ALAJM007,ALAJM008,ALAJM009,ALAJM010,ALAJM011,ALAJM012,ALAJM013,ALAJM014,ALAJM015,ALAJM016,ALAJM017
"G06022020","2019","CA",,,"California","06",,,"Elk Grove city","22020",,,,,,,,,,,,,,,,"16000US0622020","Elk Grove city, California",57048,1950,1444,1144,1510,959,1964,900,2047,1772,3196,4919,7816,8165,4362,7220,7680,"Elk Grove city, California",2082,762,772,921,805,627,901,396,812,823,939,1001,1376,1540,968,1309,1021
"G06022230","2019","CA",,,"California","06",,,"El Monte city","22230",,,,,,,,,,,,,,,,"16000US0622230","El Monte city, California",31535,1353,2365,1147,1499,2003,1827,2225,1371,1533,2215,4229,4004,2661,1037,1400,666,"El Monte city, California",1653,679,823,479,578,760,797,873,607,716,807,928,935,906,501,462,335
"G06022804","2019","CA",,,"California","06",,,"Escondido city","22804",,,,,,,,,,,,,,,,"16000US0622804","Escondido city, California",51364,5055,1860,2095,1774,2810,1471,2604,2045,1851,4667,4602,5267,5120,2632,3874,3637,"Escondido city, California",2546,1580,644,840,676,1028,538,915,770,617,1073,1079,1116,1221,744,877,997
"G06023182","2019","CA",,,"California","06",,,"Fairfield city","23182",,,,,,,,,,,,,,,,"16000US0623182","Fairfield city, California",37310,1674,628,339,556,1427,624,1173,1415,926,2256,3958,6488,4198,3729,4470,3449,"Fairfield city, California",1754,942,389,230,374,725,365,598,610,496,742,1061,1606,916,956,1051,839
"G06024477","2019","CA",,,"California","06",,,"Florence-Graham CDP","24477",,,,,,,,,,,,,,,,"16000US0624477","Florence-Graham CDP, California",14973,710,812,691,886,602,936,965,565,612,1571,1467,2165,1646,637,394,314,"Florence-Graham CDP, California",1377,373,409,395,420,392,456,445,325,331,578,639,666,602,289,275,245
"G06024638","2019","CA",,,"California","06",,,"Folsom city","24638",,,,,,,,,,,,,,,,"16000US0624638","Folsom city, California",27286,839,715,365,542,314,532,264,506,367,1142,1690,3687,3152,2340,4900,5931,"Folsom city, California",1383,471,511,264,301,288,384,227,270,197,437,610,1203,910,726,1063,1121
"G06024680","2019","CA",,,"California","06",,,"Fontana city","24680",,,,,,,,,,,,,,,,"16000US0624680","Fontana city, California",56457,1682,1672,1470,1875,1826,1569,2184,1241,1773,4330,5936,9380,7786,4895,5204,3634,"Fontana city, California",2175,885,872,685,771,778,748,812,574,721,1251,1275,1812,2009,1389,1351,1340
"G06026000","2019","CA",,,"California","06",,,"Fremont city","26000",,,,,,,,,,,,,,,,"16000US0626000","Fremont city, California",77848,2006,1092,1159,1234,1201,745,948,738,1049,3579,3477,7325,9470,6396,13292,24137,"Fremont city, California",1935,767,546,437,623,698,414,440,353,532,1028,1092,1436,1844,1340,1758,2017
"G06027000","2019","CA",,,"California","06",,,"Fresno city","27000",,,,,,,,,,,,,,,,"16000US0627000","Fresno city, California",172815,14921,9760,8815,8707,8526,10064,7089,8086,5895,13194,18638,20007,17881,6329,8422,6481,"Fresno city, California",3237,2284,1675,1441,1452,1867,2218,1714,1660,1192,1964,2500,2663,1972,1420,1621,1249
"G06028000","2019","CA",,,"California","06",,,"Fullerton city","28000",,,,,,,,,,,,,,,,"16000US0628000","Fullerton city, California",44365,1471,803,1081,1234,1316,1481,625,1616,1584,3024,4286,4797,6440,3753,5553,5301,"Fullerton city, California",2177,707,440,480,636,693,664,373,640,644,1063,1132,1259,1412,951,1128,759
"G06029000","2019","CA",,,"California","06",,,"Garden Grove city","29000",,,,,,,,,,,,,,,,"16000US0629000","Garden Grove city, California",47378,2796,1639,1449,1990,1269,1489,1387,1925,1327,3955,4765,6605,4879,3335,4699,3869,"Garden Grove city, California",2207,888,629,667,611,669,507,622,633,567,988,1007,1046,1131,950,936,899
"G06030000","2019","CA",,,"California","06",,,"Glendale city","30000",,,,,,,,,,,,,,,,"16000US0630000","Glendale city, California",74197,4963,4227,3587,3692,2706,2908,2516,2570,2061,4964,6238,9174,6448,5490,5960,6693,"Glendale city, California",2614,1324,1081,957,999,920,1011,811,833,775,1370,1274,1495,1112,1029,1312,1113
"G06032548","2019","CA",,,"California","06",,,"Hawthorne city","32548",,,,,,,,,,,,,,,,"16000US0632548","Hawthorne city, California",27489,1419,1429,1062,816,1576,876,1720,813,1086,2784,3202,4168,2720,1070,1682,1066,"Hawthorne city, California",1801,645,704,434,475,719,342,723,417,521,824,938,974,881,371,654,378
"G06033000","2019","CA",,,"California","06",,,"Hayward city","33000",,,,,,,,,,,,,,,,"16000US0633000","Hayward city, California",47826,1708,1139,1465,1316,1100,1003,1125,1040,1306,2944,3854,6318,6451,4857,5268,6932,"Hayward city, California",1949,565,573,621,656,582,368,553,473,541,832,991,1182,1162,998,1104,1083
"G06033182","2019","CA",,,"California","06",,,"Hemet city","33182",,,,,,,,,,,,,,,,"16000US0633182","Hemet city, California",28412,1753,2111,1835,2781,1980,1799,2148,1288,1996,1600,2305,2499,1467,1365,787,698,"Hemet city, California",2040,648,884,763,925,701,763,743,499,892,603,925,861,559,709,456,507
"G06033434","2019","CA",,,"California","06",,,"Hesperia city","33434",,,,,,,,,,,,,,,,"16000US0633434","Hesperia city, California",27185,648,2084,1137,1442,1194,1983,1992,1896,1082,2357,3117,3221,2660,952,1064,356,"Hesperia city, California",1550,338,781,626,757,575,848,1023,785,586,962,1063,1023,888,625,426,215
"G06036000","2019","CA",,,"California","06",,,"Huntington Beach city","36000",,,,,,,,,,,,,,,,"16000US0636000","Huntington Beach city, California",75273,2668,1607,1258,1354,1538,1610,1394,1849,2690,3888,5918,10583,9751,7408,9424,12333,"Huntington Beach city, California",2717,813,633,608,526,687,472,546,696,834,1092,1109,1536,1406,1415,1668,1497
"G06036448","2019","CA",,,"California","06",,,"Indio city","36448",,,,,,,,,,,,,,,,"16000US0636448","Indio city, California",31760,1811,916,747,374,1218,920,1599,909,1367,2826,3236,4903,3519,1672,3615,2128,"Indio city, California",2298,949,634,552,274,812,452,632,521,747,1049,1384,1266,1204,748,1021,863
"G06036546","2019","CA",,,"California","06",,,"Inglewood city","36546",,,,,,,,,,,,,,,,"16000US0636546","Inglewood city, California",34440,1411,1449,1130,1489,1641,1410,1691,2385,1221,2720,2904,5513,2970,2397,2590,1519,"Inglewood city, California",2141,745,596,646,654,699,509,540,932,613,878,892,1324,829,736,726,575
"G06036770","2019","CA",,,"California","06",,,"Irvine city","36770",,,,,,,,,,,,,,,,"16000US0636770","Irvine city, California",104524,8915,3936,1344,1885,1992,1935,2266,1601,1545,4453,5950,10681,11900,10160,11650,24311,"Irvine city, California",3414,1711,1423,570,968,768,736,1025,609,695,1223,2030,1789,2222,2053,2064,2579
"G06037692","2019","CA",,,"California","06",,,"Jurupa Valley city","37692",,,,,,,,,,,,,,,,"16000US0637692","Jurupa Valley city, California",24548,421,848,634,1755,608,574,815,731,1537,2330,1905,4050,1965,2587,1684,2104,"Jurupa Valley city, California",1555,268,578,311,690,301,305,444,353,770,746,679,1061,788,685,553,859
"G06039248","2019","CA",,,"California","06",,,"Laguna Niguel city","39248",,,,,,,,,,,,,,,,"16000US0639248","Laguna Niguel city, California",24719,874,333,434,727,283,394,171,855,480,1307,1874,2726,2493,1575,3289,6904,"Laguna Niguel city, California",1923,479,232,340,623,224,285,168,616,560,616,732,840,719,591,968,1161
"G06039486","2019","CA",,,"California","06",,,"Lake Elsinore city","39486",,,,,,,,,,,,,,,,"16000US0639486","Lake Elsinore city, California",18642,916,131,278,993,441,810,426,251,754,1624,2045,2797,2518,1386,2364,908,"Lake Elsinore city, California",1573,539,125,313,570,325,487,331,340,489,655,1136,946,787,463,796,507
"G06039496","2019","CA",,,"California","06",,,"Lake Forest city","39496",,,,,,,,,,,,,,,,"16000US0639496","Lake Forest city, California",28460,685,682,96,443,285,159,650,566,626,1290,2435,3129,3678,2704,4816,6216,"Lake Forest city, California",1451,362,585,114,343,309,152,349,261,417,573,742,743,1028,955,1056,1163
"G06039892","2019","CA",,,"California","06",,,"Lakewood city","39892",,,,,,,,,,,,,,,,"16000US0639892","Lakewood city, California",25198,903,317,818,1000,372,552,680,700,459,1340,2307,3465,3879,2563,2852,2991,"Lakewood city, California",1376,481,253,410,624,238,299,339,419,334,546,763,1020,960,782,756,842
"G06040130","2019","CA",,,"California","06",,,"Lancaster city","40130",,,,,,,,,,,,,,,,"16000US0640130","Lancaster city, California",49220,3766,2781,1459,3515,1505,1821,1685,2843,2454,3638,5431,6782,5087,2556,2413,1484,"Lancaster city, California",2074,1236,939,544,1194,728,740,595,1006,939,1003,1161,1359,1112,1072,820,545
"G06041992","2019","CA",,,"California","06",,,"Livermore city","41992",,,,,,,,,,,,,,,,"16000US0641992","Livermore city, California",30545,467,300,295,575,521,528,310,190,680,1699,1212,4144,2924,2844,5495,8361,"Livermore city, California",1666,429,424,291,518,291,332,253,196,465,857,467,931,897,720,1072,948
"G06042202","2019","CA",,,"California","06",,,"Lodi city","42202",,,,,,,,,,,,,,,,"16000US0642202","Lodi city, California",22733,1069,1231,455,1153,883,626,542,573,903,2210,2734,2913,2324,1490,1677,1950,"Lodi city, California",1638,524,640,301,683,426,351,367,489,572,887,780,790,812,598,664,807
"G06043000","2019","CA",,,"California","06",,,"Long Beach city","43000",,,,,,,,,,,,,,,,"16000US0643000","Long Beach city, California",165689,9725,7133,5539,6789,7227,6359,8316,5126,5024,12702,15905,19529,17452,11496,12810,14557,"Long Beach city, California",4194,1944,1489,1244,1462,1547,1417,1521,1218,1109,1828,2145,2089,1939,1546,1503,1773
"G06044000","2019","CA",,,"California","06",,,"Los Angeles city","44000",,,,,,,,,,,,,,,,"16000US0644000","Los Angeles city, California",1398900,94067,71177,57840,56415,52210,56782,50809,49758,48298,91693,127831,159694,131939,84094,105530,160763,"Los Angeles city, California",11130,5866,4697,4170,4529,4031,3803,3919,3878,3478,5106,5972,6438,3820,4972,5024,6621
"G06044574","2019","CA",,,"California","06",,,"Lynwood city","44574",,,,,,,,,,,,,,,,"16000US0644574","Lynwood city, California",15142,139,1107,642,978,848,998,901,563,855,1747,1702,1733,638,1121,524,646,"Lynwood city, California",1531,139,614,353,585,498,529,502,343,508,795,578,681,338,569,294,442
"G06045022","2019","CA",,,"California","06",,,"Madera city","45022",,,,,,,,,,,,,,,,"16000US0645022","Madera city, California",16625,452,519,583,645,1794,1896,649,572,1113,894,1673,1624,1701,1358,809,343,"Madera city, California",1342,307,389,360,433,935,1042,488,418,658,533,711,634,840,838,443,396
"G06045484","2019","CA",,,"California","06",,,"Manteca city","45484",,,,,,,,,,,,,,,,"16000US0645484","Manteca city, California",26047,579,682,988,887,309,758,1204,608,760,2735,2602,2628,3652,2109,3309,2237,"Manteca city, California",1846,418,485,625,536,219,413,678,398,348,889,786,793,995,798,869,924
"G06046842","2019","CA",,,"California","06",,,"Menifee city","46842",,,,,,,,,,,,,,,,"16000US0646842","Menifee city, California",29356,1123,903,1428,967,999,957,918,1007,1056,1656,3290,3945,3825,2234,3504,1544,"Menifee city, California",1703,515,484,664,584,630,457,421,513,568,577,1016,917,997,974,987,680
"G06046898","2019","CA",,,"California","06",,,"Merced city","46898",,,,,,,,,,,,,,,,"16000US0646898","Merced city, California",25005,1707,1577,1089,1874,810,1002,1772,1401,1201,1613,2371,3037,2432,1334,613,1172,"Merced city, California",1708,900,647,493,793,417,493,937,561,495,542,770,869,1006,690,321,734
"G06047766","2019","CA",,,"California","06",,,"Milpitas city","47766",,,,,,,,,,,,,,,,"16000US0647766","Milpitas city, California",26052,307,259,690,282,232,555,94,362,390,627,2301,2232,2212,3383,3323,8803,"Milpitas city, California",1238,244,194,556,214,210,355,157,310,429,444,743,731,680,826,912,1162
"G06048256","2019","CA",,,"California","06",,,"Mission Viejo city","48256",,,,,,,,,,,,,,,,"16000US0648256","Mission Viejo city, California",34017,1472,590,535,370,1015,530,685,449,386,1286,2002,3575,5015,3607,5480,7020,"Mission Viejo city, California",1692,652,410,388,329,668,321,440,270,244,507,632,889,1208,980,996,1100
"G06048354","2019","CA",,,"California","06",,,"Modesto city","48354",,,,,,,,,,,,,,,,"16000US0648354","Modesto city, California",71325,3137,2810,2619,2968,3053,2914,3604,4325,2723,6122,7861,10109,7130,4756,4168,3026,"Modesto city, California",2368,877,934,960,1012,974,1081,1145,1301,838,1277,1376,1625,1504,1166,968,698
"G06049270","2019","CA",,,"California","06",,,"Moreno Valley city","49270",,,,,,,,,,,,,,,,"16000US0649270","Moreno Valley city, California",52220,2468,1566,1240,1839,1528,1977,3391,1931,1712,5781,6847,7903,5270,3073,3611,2083,"Moreno Valley city, California",1757,767,569,547,566,591,689,991,674,546,1315,1537,1346,964,806,798,661
"G06049670","2019","CA",,,"California","06",,,"Mountain View city","49670",,,,,,,,,,,,,,,,"16000US0649670","Mountain View city, California",35456,580,808,476,580,56,922,1361,774,359,1573,1968,2699,2905,3119,4273,13003,"Mountain View city, California",1656,335,491,335,295,92,625,834,548,280,799,648,971,874,798,1215,1510
"G06050076","2019","CA",,,"California","06",,,"Murrieta city","50076",,,,,,,,,,,,,,,,"16000US0650076","Murrieta city, California",33792,790,689,720,566,606,746,763,703,874,2620,3296,4502,4651,3893,3592,4781,"Murrieta city, California",1696,587,448,478,339,330,390,516,493,529,916,993,1008,1085,1304,1110,1287
"G06050258","2019","CA",,,"California","06",,,"Napa city","50258",,,,,,,,,,,,,,,,"16000US0650258","Napa city, California",28819,626,1049,543,794,491,853,536,1334,1551,1591,2307,4441,3072,1887,2997,4747,"Napa city, California",1229,321,511,402,464,288,356,352,684,711,479,775,898,754,515,775,784
"G06051182","2019","CA",,,"California","06",,,"Newport Beach city","51182",,,,,,,,,,,,,,,,"16000US0651182","Newport Beach city, California",37035,1364,641,568,744,952,435,459,513,1296,1313,2102,4528,3323,1948,3006,13843,"Newport Beach city, California",2045,737,520,479,394,573,298,279,282,921,641,908,1370,1090,753,783,1784
"G06052526","2019","CA",,,"California","06",,,"Norwalk city","52526",,,,,,,,,,,,,,,,"16000US0652526","Norwalk city, California",26257,861,658,862,556,1154,646,946,788,732,2086,2550,5120,3685,2024,2552,1037,"Norwalk city, California",1263,467,407,492,270,606,378,572,479,414,784,676,1009,943,616,607,334
"G06053000","2019","CA",,,"California","06",,,"Oakland city","53000",,,,,,,,,,,,,,,,"16000US0653000","Oakland city, California",168413,10238,9855,5297,6303,6007,5744,4094,6214,4127,8827,12945,16962,16712,11309,16715,27064,"Oakland city, California",3723,2094,1810,1285,1348,1429,1381,982,1245,908,1188,1841,2079,2107,1721,1947,2253
"G06053322","2019","CA",,,"California","06",,,"Oceanside city","53322",,,,,,,,,,,,,,,,"16000US0653322","Oceanside city, California",60235,1480,2007,1920,1930,2411,1651,1900,2190,1858,4587,6944,9495,6651,5323,5165,4723,"Oceanside city, California",2542,475,845,712,622,889,713,709,704,770,1315,1371,1869,1425,1333,1055,897
"G06053896","2019","CA",,,"California","06",,,"Ontario city","53896",,,,,,,,,,,,,,,,"16000US0653896","Ontario city, California",49894,1549,1914,1208,1459,1642,2149,2331,1396,2016,3421,5668,10144,4714,4584,3314,2385,"Ontario city, California",2104,717,849,520,564,620,662,859,591,700,768,1365,1571,894,1067,756,799
"G06053980","2019","CA",,,"California","06",,,"Orange city","53980",,,,,,,,,,,,,,,,"16000US0653980","Orange city, California",43492,1432,764,528,1465,796,1433,1010,1237,1750,2887,3566,5667,4791,4308,5585,6273,"Orange city, California",2386,753,351,280,749,433,633,517,780,947,966,1190,1201,940,1083,1199,905
"G06054652","2019","CA",,,"California","06",,,"Oxnard city","54652",,,,,,,,,,,,,,,,"16000US0654652","Oxnard city, California",50739,1539,752,1793,1651,1816,2356,2297,1632,2454,2301,5361,8019,6122,3765,4942,3939,"Oxnard city, California",2309,705,494,709,697,578,941,885,700,761,768,1281,1514,981,1127,1272,869
"G06055156","2019","CA",,,"California","06",,,"Palmdale city","55156",,,,,,,,,,,,,,,,"16000US0655156","Palmdale city, California",41538,1600,1293,1509,1186,1987,2051,1558,1674,1575,3329,4119,7196,5350,2381,2756,1974,"Palmdale city, California",1728,524,544,645,557,931,806,773,642,782,886,959,1323,1233,1007,712,712
"G06055282","2019","CA",,,"California","06",,,"Palo Alto city","55282",,,,,,,,,,,,,,,,"16000US0655282","Palo Alto city, California",25168,549,576,223,182,146,359,425,397,265,764,1804,1743,2114,2402,2853,10366,"Palo Alto city, California",1304,364,317,189,176,191,394,309,301,218,591,642,571,845,776,758,1094
"G06056000","2019","CA",,,"California","06",,,"Pasadena city","56000",,,,,,,,,,,,,,,,"16000US0656000","Pasadena city, California",56668,3550,1749,1376,1386,1433,1199,897,1145,1086,4273,5283,7058,5932,5429,7191,7681,"Pasadena city, California",2813,1006,563,567,634,563,483,414,476,506,1018,1405,1338,1423,1127,1401,1176
"G06056700","2019","CA",,,"California","06",,,"Perris city","56700",,,,,,,,,,,,,,,,"16000US0656700","Perris city, California",17582,617,804,411,760,531,221,337,1083,632,1703,2230,2462,2846,1078,1532,335,"Perris city, California",1469,502,570,355,635,405,199,319,710,569,817,794,960,1018,675,794,222
"G06057456","2019","CA",,,"California","06",,,"Pittsburg city","57456",,,,,,,,,,,,,,,,"16000US0657456","Pittsburg city, California",21273,1267,1219,257,294,553,499,273,518,796,1455,2316,3791,2985,928,1984,2138,"Pittsburg city, California",1507,635,597,309,225,480,282,234,390,473,672,851,1062,848,500,687,681
"G06057792","2019","CA",,,"California","06",,,"Pleasanton city","57792",,,,,,,,,,,,,,,,"16000US0657792","Pleasanton city, California",28994,351,665,612,1183,396,632,225,153,234,709,1824,2200,2146,2336,4832,10496,"Pleasanton city, California",1127,317,360,569,749,348,524,209,150,177,363,677,647,610,809,974,1135
"G06058072","2019","CA",,,"California","06",,,"Pomona city","58072",,,,,,,,,,,,,,,,"16000US0658072","Pomona city, California",40579,2143,1447,749,1594,1380,1780,1709,1961,1709,2715,5111,6767,3692,3201,2862,1759,"Pomona city, California",1795,738,554,376,606,534,660,672,809,707,795,1123,1376,1005,835,768,832
"G06059444","2019","CA",,,"California","06",,,"Rancho Cordova city","59444",,,,,,,,,,,,,,,,"16000US0659444","Rancho Cordova city, California",24907,1195,1129,764,1516,958,566,475,952,644,1816,3253,3932,3240,1594,1573,1300,"Rancho Cordova city, California",1327,730,576,388,741,442,262,271,509,316,533,829,818,826,559,501,513
"G06059451","2019","CA",,,"California","06",,,"Rancho Cucamonga city","59451",,,,,,,,,,,,,,,,"16000US0659451","Rancho Cucamonga city, California",59497,2353,1861,1058,1518,1136,2364,2059,1710,1367,2750,5769,7933,8345,5347,6622,7305,"Rancho Cucamonga city, California",3037,1278,757,784,653,614,1117,994,876,581,843,1360,1663,2042,1238,1343,1419
"G06059920","2019","CA",,,"California","06",,,"Redding city","59920",,,,,,,,,,,,,,,,"16000US0659920","Redding city, California",37757,1896,2180,1822,1563,1288,996,2659,1851,1144,2766,3724,6164,3285,2246,2481,1692,"Redding city, California",1780,758,864,830,599,532,474,832,685,463,869,768,1187,918,711,605,608
"G06059962","2019","CA",,,"California","06",,,"Redlands city","59962",,,,,,,,,,,,,,,,"16000US0659962","Redlands city, California",26115,1340,705,936,1367,887,465,1110,798,1345,2745,1583,2213,3639,1462,2376,3144,"Redlands city, California",1543,940,429,635,669,534,330,618,490,764,964,686,619,1007,748,824,789
"G06060018","2019","CA",,,"California","06",,,"Redondo Beach city","60018",,,,,,,,,,,,,,,,"16000US0660018","Redondo Beach city, California",26360,220,122,368,161,619,35,152,751,908,1487,2268,4465,3114,1893,3360,6437,"Redondo Beach city, California",1653,174,141,318,140,494,57,155,529,535,768,860,1266,943,738,915,949
"G06060102","2019","CA",,,"California","06",,,"Redwood City city","60102",,,,,,,,,,,,,,,,"16000US0660102","Redwood City city, California",32199,612,600,1027,535,377,730,656,1280,745,1058,2476,2127,2822,2404,3667,11083,"Redwood City city, California",2119,386,321,597,356,270,473,491,657,496,499,923,648,765,815,917,1652
"G06060466","2019","CA",,,"California","06",,,"Rialto city","60466",,,,,,,,,,,,,,,,"16000US0660466","Rialto city, California",24751,1036,690,740,923,1077,765,644,976,1198,2332,2920,3862,2886,1795,1946,961,"Rialto city, California",1337,586,298,366,485,589,431,367,475,507,774,850,937,810,671,746,353
"G06060620","2019","CA",,,"California","06",,,"Richmond city","60620",,,,,,,,,,,,,,,,"16000US0660620","Richmond city, California",36634,1462,1730,882,1926,1331,2116,882,780,606,2689,4529,5209,3309,3356,3112,2715,"Richmond city, California",2045,775,953,605,942,642,1003,528,546,442,984,1261,1140,868,928,772,677
"G06062000","2019","CA",,,"California","06",,,"Riverside city","62000",,,,,,,,,,,,,,,,"16000US0662000","Riverside city, California",87189,3417,3113,2610,2739,3154,2637,2659,4480,2864,7951,9615,12036,10301,6944,6853,5816,"Riverside city, California",3049,962,892,717,904,742,858,958,1251,782,1637,1687,1667,1495,1119,1225,1183
"G06062364","2019","CA",,,"California","06",,,"Rocklin city","62364",,,,,,,,,,,,,,,,"16000US0662364","Rocklin city, California",23612,661,213,207,897,464,637,492,982,546,1080,1805,4130,3008,2238,2828,3424,"Rocklin city, California",1274,426,185,192,461,372,458,263,572,301,521,538,936,817,838,744,800
"G06062938","2019","CA",,,"California","06",,,"Roseville city","62938",,,,,,,,,,,,,,,,"16000US0662938","Roseville city, California",53093,1715,1197,1519,987,983,1295,864,1055,1606,3750,4312,6578,7177,4840,7002,8213,"Roseville city, California",1722,623,487,729,373,487,546,442,455,661,1009,1020,1244,1441,951,1332,1291
"G06064000","2019","CA",,,"California","06",,,"Sacramento city","64000",,,,,,,,,,,,,,,,"16000US0664000","Sacramento city, California",191911,8994,9028,7450,8946,7119,9573,6843,6740,6903,15066,15625,26838,21088,11677,15524,14497,"Sacramento city, California",3797,1580,1539,1415,1543,1461,1655,1375,1750,1709,2038,1934,2739,2489,1786,2022,1974
"G06064224","2019","CA",,,"California","06",,,"Salinas city","64224",,,,,,,,,,,,,,,,"16000US0664224","Salinas city, California",39862,1177,1280,2580,2186,1192,1161,1284,2071,1369,2704,4322,7064,4099,3198,2236,1939,"Salinas city, California",1748,571,502,953,622,648,497,564,748,602,822,1073,1495,1012,732,648,664
"G06065000","2019","CA",,,"California","06",,,"San Bernardino city","65000",,,,,,,,,,,,,,,,"16000US0665000","San Bernardino city, California",60308,4823,3427,2338,3012,3720,3172,4171,3006,2622,5303,4474,8910,4351,2248,2885,1846,"San Bernardino city, California",2414,1257,948,891,814,1426,1050,1024,889,816,1306,1094,1743,1163,725,997,692
"G06065042","2019","CA",,,"California","06",,,"San Buenaventura (Ventura) city","65042",,,,,,,,,,,,,,,,"16000US0665042","San Buenaventura (Ventura) city, California",40513,1852,1021,1115,784,822,1188,1163,1595,961,2179,5824,5361,4363,2939,4881,4465,"San Buenaventura (Ventura) city, California",1998,747,514,562,522,406,614,621,719,517,848,1408,1353,1160,747,1108,861
"G06065084","2019","CA",,,"California","06",,,"San Clemente city","65084",,,,,,,,,,,,,,,,"16000US0665084","San Clemente city, California",23182,757,805,82,436,429,380,472,687,543,561,1241,2590,2211,1653,2957,7378,"San Clemente city, California",1259,434,602,95,330,359,300,288,434,554,324,548,732,803,588,839,1113
"G06066000","2019","CA",,,"California","06",,,"San Diego city","66000",,,,,,,,,,,,,,,,"16000US0666000","San Diego city, California",512530,22236,20209,14042,15404,14506,14094,13394,16346,16445,32657,46281,68747,57456,39910,48603,72200,"San Diego city, California",7052,2522,2203,2179,2394,2222,1911,1970,1999,2325,3854,3461,4912,4426,3269,3427,4076
"G06067000","2019","CA",,,"California","06",,,"San Francisco city","67000",,,,,,,,,,,,,,,,"16000US0667000","San Francisco city, California",365851,14708,18563,10009,7580,9188,6332,7543,7825,5911,14080,23206,29852,28985,25958,43690,112421,"San Francisco city, California",4759,2130,2770,1758,1620,1982,1458,1487,1747,1349,1796,2573,2881,2699,2558,2746,4519
"G06068000","2019","CA",,,"California","06",,,"San Jose city","68000",,,,,,,,,,,,,,,,"16000US0668000","San Jose city, California",327894,8994,10060,7094,7546,6659,9375,8290,6450,7251,14742,23450,34502,31137,24841,42735,84768,"San Jose city, California",5001,1516,1920,1575,1553,1452,2207,1848,1413,1229,1998,2547,2696,2647,2656,2856,3470
"G06068084","2019","CA",,,"California","06",,,"San Leandro city","68084",,,,,,,,,,,,,,,,"16000US0668084","San Leandro city, California",31691,862,1156,388,1331,1317,1104,550,1019,1222,1735,2406,3572,4049,2756,4027,4197,"San Leandro city, California",2468,398,603,260,788,729,627,422,640,633,560,914,1014,1178,904,1119,1001
