GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEO_ID,TL_GEO_ID,NAME_E,ANY7E001,ANY7E002,ANY7E003,ANY7E004,ANY7E005,ANY7E006,ANY7E007,ANY7E008,ANY7E009,ANY7E010,ANY7E011,ANY7E012,ANY7E013,ANY7E014,ANY7E015,ANY7E016,ANY7E017,NAME_M,ANY7M001,ANY7M002,ANY7M003,ANY7M004,ANY7M005,ANY7M006,ANY7M007,ANY7M008,ANY7M009,ANY7M010,ANY7M011,ANY7M012,ANY7M013,ANY7M014,ANY7M015,ANY7M016,ANY7M017
"G05023290","2021","AR",,,"Arkansas","05",,,"Fayetteville city","23290",,,,,,,,,,,,,,,,"1600000US0523290","0523290","Fayetteville city, Arkansas",40104,2886,2168,1733,2030,2008,2170,1270,2079,1373,2090,4568,6096,2678,1175,3295,2485,"Fayetteville city, Arkansas",2038,1354,897,952,999,908,1073,632,1095,705,746,1533,1635,990,540,1231,965
"G05024550","2021","AR",,,"Arkansas","05",,,"Fort Smith city","24550",,,,,,,,,,,,,,,,"1600000US0524550","0524550","Fort Smith city, Arkansas",36390,3182,3142,884,2042,2068,2530,1731,2746,1312,3723,3256,2729,2808,716,993,2528,"Fort Smith city, Arkansas",1736,1182,1089,524,862,971,1290,730,1339,637,1153,946,785,1049,470,503,1002
"G05035710","2021","AR",,,"Arkansas","05",,,"Jonesboro city","35710",,,,,,,,,,,,,,,,"1600000US0535710","0535710","Jonesboro city, Arkansas",30432,2659,2623,1941,1962,1029,1815,1103,1916,1257,2266,2026,2433,2468,980,1714,2240,"Jonesboro city, Arkansas",1539,1102,1161,881,1019,646,1070,565,983,596,916,938,935,1130,598,699,910
"G05041000","2021","AR",,,"Arkansas","05",,,"Little Rock city","41000",,,,,,,,,,,,,,,,"1600000US0541000","0541000","Little Rock city, Arkansas",89422,6768,4051,4426,6689,4328,3813,4281,4412,4057,5270,7333,9140,6504,5280,5041,8029,"Little Rock city, Arkansas",3112,1617,1306,1258,1741,1351,1282,1254,1410,1684,1617,1931,1897,1554,1264,1305,1547
"G05060410","2021","AR",,,"Arkansas","05",,,"Rogers city","60410",,,,,,,,,,,,,,,,"1600000US0560410","0560410","Rogers city, Arkansas",25872,406,413,401,1330,1501,1017,1311,1603,963,2624,2558,3691,1543,1528,2406,2577,"Rogers city, Arkansas",1604,313,312,245,540,853,631,808,789,514,937,794,1191,597,628,657,706
"G05066080","2021","AR",,,"Arkansas","05",,,"Springdale city","66080",,,,,,,,,,,,,,,,"1600000US0566080","0566080","Springdale city, Arkansas",28942,775,761,1215,1138,1795,1344,1419,1556,772,2468,3810,4257,3021,1159,2152,1300,"Springdale city, Arkansas",1853,520,564,681,684,960,683,709,880,538,776,1250,1233,1143,539,991,611
"G06000562","2021","CA",,,"California","06",,,"Alameda city","00562",,,,,,,,,,,,,,,,"1600000US0600562","0600562","Alameda city, California",30281,958,486,791,663,345,1149,903,340,1054,1044,2513,3550,2777,1539,3807,8362,"Alameda city, California",1690,463,293,455,447,233,556,614,265,617,578,745,793,825,556,941,1239
"G06000884","2021","CA",,,"California","06",,,"Alhambra city","00884",,,,,,,,,,,,,,,,"1600000US0600884","0600884","Alhambra city, California",29022,2071,1442,1310,822,675,1110,1136,1123,397,1802,3195,3833,3308,2168,2306,2324,"Alhambra city, California",1387,647,678,579,430,489,502,651,471,250,517,827,962,876,674,750,697
"G06002000","2021","CA",,,"California","06",,,"Anaheim city","02000",,,,,,,,,,,,,,,,"1600000US0602000","0602000","Anaheim city, California",105608,6701,3273,2437,2865,3853,3533,3837,2747,2610,7148,9223,14301,11669,8314,10227,12870,"Anaheim city, California",2960,1593,1185,842,974,1096,1039,1094,974,852,1436,1713,2023,1675,1505,1505,1784
"G06002252","2021","CA",,,"California","06",,,"Antioch city","02252",,,,,,,,,,,,,,,,"1600000US0602252","0602252","Antioch city, California",37081,2406,1005,628,1193,1237,1401,1053,764,1226,2067,3919,3773,4622,2004,4217,5566,"Antioch city, California",2028,1159,592,475,820,644,816,658,425,735,793,1119,1109,1345,776,1028,1323
"G06002364","2021","CA",,,"California","06",,,"Apple Valley town","02364",,,,,,,,,,,,,,,,"1600000US0602364","0602364","Apple Valley town, California",24657,1144,939,500,322,1244,1116,1177,1496,948,2809,2788,4096,1912,1461,1954,751,"Apple Valley town, California",2189,581,590,288,307,652,604,641,837,554,974,1001,1245,774,798,821,459
"G06002553","2021","CA",,,"California","06",,,"Arden-Arcade CDP","02553",,,,,,,,,,,,,,,,"1600000US0602553","0602553","Arden-Arcade CDP, California",40688,1897,2226,1202,1782,2721,2245,893,1676,918,4645,3105,4676,3706,1823,2183,4990,"Arden-Arcade CDP, California",2610,676,898,708,823,1208,1105,548,717,481,1315,864,1266,1032,783,780,1397
"G06003526","2021","CA",,,"California","06",,,"Bakersfield city","03526",,,,,,,,,,,,,,,,"1600000US0603526","0603526","Bakersfield city, California",128007,5612,6842,4385,4684,5320,4746,5291,6373,6381,8340,11676,15734,11262,10139,10952,10270,"Bakersfield city, California",3362,1419,1618,1265,1483,1385,1301,1648,1760,1649,1923,1970,3012,2228,2434,2188,2165
"G06003666","2021","CA",,,"California","06",,,"Baldwin Park city","03666",,,,,,,,,,,,,,,,"1600000US0603666","0603666","Baldwin Park city, California",19112,754,798,422,802,772,451,539,1244,632,1868,2092,2506,2040,1560,1528,1104,"Baldwin Park city, California",1001,407,393,247,430,448,240,266,519,405,665,615,690,633,523,564,466
"G06004982","2021","CA",,,"California","06",,,"Bellflower city","04982",,,,,,,,,,,,,,,,"1600000US0604982","0604982","Bellflower city, California",24327,1139,1034,721,401,1023,946,580,1056,1472,1978,3257,3367,2989,1239,1579,1546,"Bellflower city, California",1432,616,437,401,309,495,550,340,597,620,751,1000,760,735,501,517,601
"G06006000","2021","CA",,,"California","06",,,"Berkeley city","06000",,,,,,,,,,,,,,,,"1600000US0606000","0606000","Berkeley city, California",43893,3166,1049,972,1225,1310,1428,1769,1190,1100,2194,2056,4298,3008,3375,3951,11802,"Berkeley city, California",2924,978,435,379,559,512,635,861,614,502,824,623,895,777,996,777,1416
"G06008786","2021","CA",,,"California","06",,,"Buena Park city","08786",,,,,,,,,,,,,,,,"1600000US0608786","0608786","Buena Park city, California",24306,786,437,132,278,1111,380,987,764,388,1951,1932,2874,3519,2123,3698,2946,"Buena Park city, California",1577,552,327,132,204,611,242,555,494,270,886,756,753,1011,761,885,798
"G06008954","2021","CA",,,"California","06",,,"Burbank city","08954",,,,,,,,,,,,,,,,"1600000US0608954","0608954","Burbank city, California",44471,2351,2843,1843,1468,1602,2073,1785,489,782,2801,2409,5746,4837,2565,4311,6566,"Burbank city, California",2547,1113,1052,779,585,773,1049,838,319,395,1007,780,1266,1292,949,1023,1322
"G06010046","2021","CA",,,"California","06",,,"Camarillo city","10046",,,,,,,,,,,,,,,,"1600000US0610046","0610046","Camarillo city, California",27588,1044,1145,411,1201,714,400,494,876,499,1610,2004,3364,3643,2227,3720,4236,"Camarillo city, California",1842,610,494,317,685,415,232,329,494,308,666,771,1014,1116,758,1030,929
"G06011194","2021","CA",,,"California","06",,,"Carlsbad city","11194",,,,,,,,,,,,,,,,"1600000US0611194","0611194","Carlsbad city, California",48098,1925,1163,547,2083,825,607,728,1187,907,2219,3231,4748,3919,5254,7162,11593,"Carlsbad city, California",2556,807,615,356,1281,487,464,483,914,439,935,967,1322,1114,1121,1483,1826
"G06011390","2021","CA",,,"California","06",,,"Carmichael CDP","11390",,,,,,,,,,,,,,,,"1600000US0611390","0611390","Carmichael CDP, California",32172,1795,1311,1159,990,698,1494,699,1204,1385,2307,3571,2760,4080,2582,2947,3190,"Carmichael CDP, California",2628,780,721,613,571,383,790,373,726,656,714,1139,752,1131,973,876,715
"G06011530","2021","CA",,,"California","06",,,"Carson city","11530",,,,,,,,,,,,,,,,"1600000US0611530","0611530","Carson city, California",25743,752,1072,952,759,616,467,521,910,817,1644,2254,3425,3958,1650,3386,2560,"Carson city, California",2494,399,495,636,430,394,293,457,522,437,676,740,871,1124,586,976,764
"G06011964","2021","CA",,,"California","06",,,"Castro Valley CDP","11964",,,,,,,,,,,,,,,,"1600000US0611964","0611964","Castro Valley CDP, California",23103,1011,180,712,84,452,938,251,707,393,1224,1206,2160,2413,1771,3139,6462,"Castro Valley CDP, California",1988,670,156,472,100,407,656,330,467,283,560,567,652,878,698,968,1340
"G06013014","2021","CA",,,"California","06",,,"Chico city","13014",,,,,,,,,,,,,,,,"1600000US0613014","0613014","Chico city, California",40956,3375,2592,1595,1943,1691,1612,1635,1553,883,2887,4173,5379,3447,2488,3138,2565,"Chico city, California",1981,982,993,565,681,582,763,628,585,645,991,1146,1258,816,863,1008,878
"G06013210","2021","CA",,,"California","06",,,"Chino city","13210",,,,,,,,,,,,,,,,"1600000US0613210","0613210","Chino city, California",26774,1430,502,557,536,396,291,825,1191,327,1775,2696,3265,2672,2919,3938,3454,"Chino city, California",1403,701,367,381,400,236,187,636,715,287,642,946,843,790,1178,1213,795
"G06013214","2021","CA",,,"California","06",,,"Chino Hills city","13214",,,,,,,,,,,,,,,,"1600000US0613214","0613214","Chino Hills city, California",25703,1954,289,223,315,185,423,667,1005,387,1311,1648,2198,3210,1985,3815,6088,"Chino Hills city, California",1043,967,243,242,279,255,370,491,611,235,687,785,681,944,660,1066,1292
"G06013392","2021","CA",,,"California","06",,,"Chula Vista city","13392",,,,,,,,,,,,,,,,"1600000US0613392","0613392","Chula Vista city, California",83451,3923,1947,2097,3083,3055,3145,2242,2908,2589,2857,8430,8589,10421,9664,8744,9757,"Chula Vista city, California",3016,1181,895,960,1225,1279,1142,1005,1127,1040,844,2025,1476,2115,1602,1725,1967
"G06013588","2021","CA",,,"California","06",,,"Citrus Heights city","13588",,,,,,,,,,,,,,,,"1600000US0613588","0613588","Citrus Heights city, California",34140,2097,1040,666,1310,1236,1660,1104,1930,1475,2522,3732,4780,3649,2427,2120,2392,"Citrus Heights city, California",2399,943,523,413,699,572,697,503,748,606,964,961,1193,1137,766,614,706
"G06014218","2021","CA",,,"California","06",,,"Clovis city","14218",,,,,,,,,,,,,,,,"1600000US0614218","0614218","Clovis city, California",38762,1018,1049,745,744,620,1396,1156,902,1269,3394,4307,5556,3594,3077,5181,4754,"Clovis city, California",1794,546,611,408,385,335,533,623,472,632,868,1059,1071,805,986,1126,1246
"G06015044","2021","CA",,,"California","06",,,"Compton city","15044",,,,,,,,,,,,,,,,"1600000US0615044","0615044","Compton city, California",28820,3395,1046,1019,1123,1151,1209,1488,973,1068,1304,2455,4350,3323,2268,1922,726,"Compton city, California",1936,1120,503,564,476,561,671,574,534,486,550,632,1128,931,774,871,413
"G06016000","2021","CA",,,"California","06",,,"Concord city","16000",,,,,,,,,,,,,,,,"1600000US0616000","0616000","Concord city, California",46375,2031,906,942,727,965,1455,1005,2683,1944,2655,3452,5503,4268,4404,5805,7630,"Concord city, California",2202,873,529,546,385,508,826,486,1069,684,963,1043,1304,1150,1138,1305,1351
"G06016350","2021","CA",,,"California","06",,,"Corona city","16350",,,,,,,,,,,,,,,,"1600000US0616350","0616350","Corona city, California",48905,1428,1241,772,1081,1642,1312,1539,2088,852,3272,4986,6489,6343,5628,4970,5262,"Corona city, California",2248,474,806,454,588,666,629,657,830,458,1014,1188,1241,1255,1246,1048,987
"G06016532","2021","CA",,,"California","06",,,"Costa Mesa city","16532",,,,,,,,,,,,,,,,"1600000US0616532","0616532","Costa Mesa city, California",43711,998,794,1829,969,820,826,1479,1807,1362,1696,3191,6835,4894,3858,4696,7657,"Costa Mesa city, California",2185,508,491,886,511,451,485,756,789,597,653,1045,1353,1180,982,1173,1364
"G06017918","2021","CA",,,"California","06",,,"Daly City city","17918",,,,,,,,,,,,,,,,"1600000US0617918","0617918","Daly City city, California",32887,1344,1741,819,278,475,1577,742,595,592,2082,3462,3314,3302,3674,3385,5505,"Daly City city, California",2236,690,888,627,184,327,825,533,564,302,813,1094,1079,1004,795,1071,1132
"G06018100","2021","CA",,,"California","06",,,"Davis city","18100",,,,,,,,,,,,,,,,"1600000US0618100","0618100","Davis city, California",25316,3053,554,989,541,834,882,769,133,720,903,2083,3027,1857,1137,2413,5421,"Davis city, California",1393,928,313,512,337,612,572,479,121,436,375,773,886,648,512,662,906
"G06019766","2021","CA",,,"California","06",,,"Downey city","19766",,,,,,,,,,,,,,,,"1600000US0619766","0619766","Downey city, California",36008,1611,1030,1207,1281,1250,889,1326,1298,1790,3114,4077,4013,2735,3057,4260,3070,"Downey city, California",1974,724,563,547,612,728,478,708,668,871,1114,1020,1298,885,1015,1073,962
"G06020018","2021","CA",,,"California","06",,,"Dublin city","20018",,,,,,,,,,,,,,,,"1600000US0620018","0620018","Dublin city, California",23688,481,303,166,45,303,304,385,69,191,634,722,1731,1514,1301,3243,12296,"Dublin city, California",1118,330,315,164,74,236,343,372,113,208,462,324,618,629,613,741,1338
"G06020802","2021","CA",,,"California","06",,,"East Los Angeles CDP","20802",,,,,,,,,,,,,,,,"1600000US0620802","0620802","East Los Angeles CDP, California",31072,2194,1438,640,1554,1128,1203,1296,1533,1012,2534,2992,4397,3317,2588,2536,710,"East Los Angeles CDP, California",1843,717,562,321,614,630,448,581,558,466,840,971,1062,1048,833,776,394
"G06021230","2021","CA",,,"California","06",,,"Eastvale city","21230",,,,,,,,,,,,,,,,"1600000US0621230","0621230","Eastvale city, California",,,,,,,,,,,,,,,,,,"Eastvale city, California",,,,,,,,,,,,,,,,,
"G06021712","2021","CA",,,"California","06",,,"El Cajon city","21712",,,,,,,,,,,,,,,,"1600000US0621712","0621712","El Cajon city, California",34443,2309,1799,1350,831,1116,1262,2079,2109,1648,2303,3447,4345,3135,2046,2271,2393,"El Cajon city, California",2301,1123,893,666,411,497,753,1033,1085,936,940,955,1213,870,789,834,686
"G06022020","2021","CA",,,"California","06",,,"Elk Grove city","22020",,,,,,,,,,,,,,,,"1600000US0622020","0622020","Elk Grove city, California",53724,792,686,566,917,1668,1080,980,814,1267,2440,4027,8143,8904,4492,7886,9062,"Elk Grove city, California",1751,372,428,306,496,773,588,366,352,484,832,1037,1599,1480,1078,1473,1521
"G06022230","2021","CA",,,"California","06",,,"El Monte city","22230",,,,,,,,,,,,,,,,"1600000US0622230","0622230","El Monte city, California",29036,1401,923,1796,2399,2133,1134,712,1115,1256,2518,2654,3545,2514,2131,1930,875,"El Monte city, California",1274,563,396,561,794,789,494,433,453,584,767,711,863,672,801,519,524
"G06022804","2021","CA",,,"California","06",,,"Escondido city","22804",,,,,,,,,,,,,,,,"1600000US0622804","0622804","Escondido city, California",50171,3387,2495,1188,1009,1274,1572,1400,1131,2267,3305,5042,6986,4441,5583,4301,4790,"Escondido city, California",2136,948,854,525,473,492,701,590,460,795,872,984,1133,1150,1245,1077,931
"G06023182","2021","CA",,,"California","06",,,"Fairfield city","23182",,,,,,,,,,,,,,,,"1600000US0623182","0623182","Fairfield city, California",38097,2099,671,1162,808,998,1072,796,1357,900,2912,3541,4084,5672,4014,3430,4581,"Fairfield city, California",1931,857,392,642,532,434,550,506,492,521,804,923,1113,1090,1231,902,951
"G06024638","2021","CA",,,"California","06",,,"Folsom city","24638",,,,,,,,,,,,,,,,"1600000US0624638","0624638","Folsom city, California",28441,1104,275,377,1382,846,326,301,356,321,1187,2311,2936,2496,2585,4929,6709,"Folsom city, California",2585,515,185,236,694,452,229,281,373,253,657,885,903,841,712,1084,1204
"G06024680","2021","CA",,,"California","06",,,"Fontana city","24680",,,,,,,,,,,,,,,,"1600000US0624680","0624680","Fontana city, California",57836,1475,1414,1611,1228,1833,1984,1438,1415,663,2529,6108,9927,9047,5778,6706,4680,"Fontana city, California",2317,624,841,691,523,817,800,611,606,424,809,1418,1768,1744,1684,1387,1089
"G06026000","2021","CA",,,"California","06",,,"Fremont city","26000",,,,,,,,,,,,,,,,"1600000US0626000","0626000","Fremont city, California",75716,2197,1599,1205,1042,933,1063,870,742,809,3323,3104,6065,7117,5877,11149,28621,"Fremont city, California",2266,771,749,498,497,559,607,444,522,405,1171,966,1160,1297,1140,1762,1995
"G06027000","2021","CA",,,"California","06",,,"Fresno city","27000",,,,,,,,,,,,,,,,"1600000US0627000","0627000","Fresno city, California",181841,15432,9559,7458,8571,7557,7398,6397,6837,8016,11949,17942,22552,15988,10774,13660,11751,"Fresno city, California",3453,2158,1587,1672,1731,1467,1663,1379,1466,1645,1710,2091,2752,2108,1562,1962,1940
"G06028000","2021","CA",,,"California","06",,,"Fullerton city","28000",,,,,,,,,,,,,,,,"1600000US0628000","0628000","Fullerton city, California",48423,2561,1412,691,498,2132,1060,1336,1423,1450,2989,3841,6137,4687,3087,6654,8465,"Fullerton city, California",2126,871,683,583,483,825,523,777,719,716,1007,973,1551,1264,851,1344,1247
"G06029000","2021","CA",,,"California","06",,,"Garden Grove city","29000",,,,,,,,,,,,,,,,"1600000US0629000","0629000","Garden Grove city, California",48769,3199,1505,1704,2095,1941,2214,1877,1446,1471,2866,4384,5896,5240,3594,5042,4295,"Garden Grove city, California",2372,759,607,626,667,672,674,608,582,571,826,997,1126,1081,785,993,849
"G06030000","2021","CA",,,"California","06",,,"Glendale city","30000",,,,,,,,,,,,,,,,"1600000US0630000","0630000","Glendale city, California",70831,4628,3246,3256,2442,2462,2533,1553,2021,1926,3403,6364,8669,7403,4741,6399,9785,"Glendale city, California",2424,1196,930,960,751,755,889,537,743,665,837,1643,1388,1309,1080,1088,1471
"G06032548","2021","CA",,,"California","06",,,"Hawthorne city","32548",,,,,,,,,,,,,,,,"1600000US0632548","0632548","Hawthorne city, California",30039,1645,1925,515,1046,1016,2928,1003,539,1137,1997,2670,5828,2362,1728,2005,1695,"Hawthorne city, California",1607,691,840,344,524,584,965,410,332,595,691,837,1279,802,670,831,563
"G06033000","2021","CA",,,"California","06",,,"Hayward city","33000",,,,,,,,,,,,,,,,"1600000US0633000","0633000","Hayward city, California",48619,2761,1156,1105,1406,1455,1241,1324,891,942,2569,3886,6425,6206,3702,5276,8274,"Hayward city, California",2074,955,623,645,593,548,621,580,438,486,797,1072,1185,1290,791,1006,1299
"G06033182","2021","CA",,,"California","06",,,"Hemet city","33182",,,,,,,,,,,,,,,,"1600000US0633182","0633182","Hemet city, California",33486,2554,2348,2168,1438,1419,2575,1989,2230,2186,2412,2378,3232,2760,840,996,1961,"Hemet city, California",2524,1160,835,923,756,584,937,1023,1035,1191,986,804,1175,1006,572,535,849
"G06033434","2021","CA",,,"California","06",,,"Hesperia city","33434",,,,,,,,,,,,,,,,"1600000US0633434","0633434","Hesperia city, California",29237,1630,1057,1262,1174,1069,1415,1420,1787,953,892,3098,4566,3544,2870,1088,1412,"Hesperia city, California",2000,741,762,639,709,571,597,672,824,612,412,894,1184,1159,1075,530,729
"G06036000","2021","CA",,,"California","06",,,"Huntington Beach city","36000",,,,,,,,,,,,,,,,"1600000US0636000","0636000","Huntington Beach city, California",79930,2935,2346,1141,2571,1550,2926,1302,2098,1504,4099,4883,9885,8392,8075,8738,17485,"Huntington Beach city, California",2427,1023,734,572,900,695,1119,524,844,546,1066,1265,1427,1449,1525,1287,2006
"G06036448","2021","CA",,,"California","06",,,"Indio city","36448",,,,,,,,,,,,,,,,"1600000US0636448","0636448","Indio city, California",34673,1160,1245,1182,1953,1380,1899,993,1339,1594,2752,3693,5529,2334,2972,2024,2624,"Indio city, California",2190,752,657,573,949,619,722,478,537,694,971,1117,1417,793,1047,735,874
"G06036546","2021","CA",,,"California","06",,,"Inglewood city","36546",,,,,,,,,,,,,,,,"1600000US0636546","0636546","Inglewood city, California",37972,2661,1504,2027,2087,1414,1544,1246,1043,869,2709,4359,4431,4061,3250,3003,1764,"Inglewood city, California",2174,893,591,847,714,682,633,557,530,397,881,1045,1117,1128,1054,888,650
"G06036770","2021","CA",,,"California","06",,,"Irvine city","36770",,,,,,,,,,,,,,,,"1600000US0636770","0636770","Irvine city, California",111648,8351,2484,1969,3010,1942,2822,1642,1328,1622,6726,6807,12916,9786,8678,13981,27584,"Irvine city, California",4947,1689,1071,822,1052,750,1112,731,483,959,1920,1588,2345,2297,2217,2843,2931
"G06037692","2021","CA",,,"California","06",,,"Jurupa Valley city","37692",,,,,,,,,,,,,,,,"1600000US0637692","0637692","Jurupa Valley city, California",27454,1162,905,686,540,863,1280,677,1169,892,1535,3026,4174,3281,2549,2333,2382,"Jurupa Valley city, California",1690,643,493,371,309,478,553,458,597,453,605,1013,1040,979,1054,736,732
"G06039486","2021","CA",,,"California","06",,,"Lake Elsinore city","39486",,,,,,,,,,,,,,,,"1600000US0639486","0639486","Lake Elsinore city, California",21422,280,1096,765,526,430,961,412,710,810,970,3568,3271,2596,1118,1905,2004,"Lake Elsinore city, California",1596,251,747,527,410,335,542,343,518,603,574,1536,1141,917,681,912,835
"G06039496","2021","CA",,,"California","06",,,"Lake Forest city","39496",,,,,,,,,,,,,,,,"1600000US0639496","0639496","Lake Forest city, California",30962,1155,1039,630,270,187,1169,267,291,894,1512,2352,4142,3354,2671,4688,6341,"Lake Forest city, California",1532,672,683,534,228,246,613,231,236,395,752,695,966,1250,761,1203,1269
"G06039892","2021","CA",,,"California","06",,,"Lakewood city","39892",,,,,,,,,,,,,,,,"1600000US0639892","0639892","Lakewood city, California",26533,1211,208,626,613,1098,392,257,639,491,983,2715,3118,4610,2771,3307,3494,"Lakewood city, California",1456,547,137,356,497,669,348,200,349,321,585,946,913,1319,814,751,881
"G06040130","2021","CA",,,"California","06",,,"Lancaster city","40130",,,,,,,,,,,,,,,,"1600000US0640130","0640130","Lancaster city, California",51333,5028,2940,1725,2000,1624,1426,2820,1288,1741,3529,5141,7036,4647,3112,3827,3449,"Lancaster city, California",2465,1482,967,742,1001,684,669,954,636,853,1194,1325,1259,1174,963,1377,905
"G06041992","2021","CA",,,"California","06",,,"Livermore city","41992",,,,,,,,,,,,,,,,"1600000US0641992","0641992","Livermore city, California",31472,1038,581,485,1102,561,680,771,192,358,1216,1692,3374,3403,2230,4576,9213,"Livermore city, California",1860,538,450,454,645,327,339,617,159,366,761,730,1057,1065,751,1013,1149
"G06042202","2021","CA",,,"California","06",,,"Lodi city","42202",,,,,,,,,,,,,,,,"1600000US0642202","0642202","Lodi city, California",24245,805,612,893,757,773,539,1275,1046,738,2087,2249,3087,4074,1804,1401,2105,"Lodi city, California",1386,545,386,454,360,455,345,614,522,418,793,797,886,1088,642,672,676
"G06043000","2021","CA",,,"California","06",,,"Long Beach city","43000",,,,,,,,,,,,,,,,"1600000US0643000","0643000","Long Beach city, California",172599,11222,7512,5589,5353,6034,5889,6236,6789,5090,10692,17161,24467,18103,11477,13512,17473,"Long Beach city, California",4170,1959,1534,1438,1248,1356,1335,1367,1402,1184,1946,2143,2708,2347,1686,1730,1966
"G06044000","2021","CA",,,"California","06",,,"Los Angeles city","44000",,,,,,,,,,,,,,,,"1600000US0644000","0644000","Los Angeles city, California",1410594,106219,74695,51649,59109,49556,56945,49572,44942,42303,88041,115281,173091,126109,84506,113828,174748,"Los Angeles city, California",11177,5732,4297,3790,4438,3490,4085,3724,3408,3841,4867,5255,6759,5903,4713,5021,7067
"G06044574","2021","CA",,,"California","06",,,"Lynwood city","44574",,,,,,,,,,,,,,,,"1600000US0644574","0644574","Lynwood city, California",16079,1255,938,486,865,708,722,407,474,613,1301,2077,1718,1412,1238,1351,514,"Lynwood city, California",1126,589,522,380,585,444,440,311,348,430,624,700,672,653,625,469,333
"G06045022","2021","CA",,,"California","06",,,"Madera city","45022",,,,,,,,,,,,,,,,"1600000US0645022","0645022","Madera city, California",18595,1764,2623,667,923,1528,592,204,279,874,1401,1538,974,1705,783,1576,1164,"Madera city, California",1546,852,1128,513,675,856,407,238,423,629,716,804,492,771,483,806,695
"G06045484","2021","CA",,,"California","06",,,"Manteca city","45484",,,,,,,,,,,,,,,,"1600000US0645484","0645484","Manteca city, California",27310,822,610,653,796,747,631,608,1142,738,2264,3123,3957,2355,1401,3888,3575,"Manteca city, California",1852,514,486,502,579,492,500,408,732,491,969,1024,1131,709,558,1202,910
"G06046842","2021","CA",,,"California","06",,,"Menifee city","46842",,,,,,,,,,,,,,,,"1600000US0646842","0646842","Menifee city, California",35601,708,1462,609,1984,1662,1013,772,366,1319,2377,3440,4820,3077,3304,4157,4531,"Menifee city, California",2307,413,753,416,1029,1072,762,495,240,685,869,951,1234,909,1313,1174,968
"G06046898","2021","CA",,,"California","06",,,"Merced city","46898",,,,,,,,,,,,,,,,"1600000US0646898","0646898","Merced city, California",28358,2719,1914,1908,1955,634,1622,1264,482,1111,1755,2544,3023,1745,2248,2270,1164,"Merced city, California",1601,931,697,499,784,371,678,550,333,508,669,1092,1006,781,831,827,499
"G06047766","2021","CA",,,"California","06",,,"Milpitas city","47766",,,,,,,,,,,,,,,,"1600000US0647766","0647766","Milpitas city, California",23632,1328,367,402,339,237,358,501,208,94,383,828,1475,2112,1597,3886,9517,"Milpitas city, California",968,595,260,411,253,213,255,349,187,93,298,560,463,758,566,912,1137
"G06048256","2021","CA",,,"California","06",,,"Mission Viejo city","48256",,,,,,,,,,,,,,,,"1600000US0648256","0648256","Mission Viejo city, California",34168,1156,481,328,764,557,139,800,1369,504,1345,2500,3039,4107,2926,5883,8270,"Mission Viejo city, California",1755,584,401,239,471,284,110,408,844,284,600,861,940,985,752,1115,1188
"G06048354","2021","CA",,,"California","06",,,"Modesto city","48354",,,,,,,,,,,,,,,,"1600000US0648354","0648354","Modesto city, California",71775,3665,3380,1626,2220,2160,2414,2861,3009,2490,6861,8216,8779,8360,3950,6276,5508,"Modesto city, California",2610,969,1058,995,735,927,967,730,1009,891,1551,1558,1432,1369,1130,1561,1175
"G06049270","2021","CA",,,"California","06",,,"Moreno Valley city","49270",,,,,,,,,,,,,,,,"1600000US0649270","0649270","Moreno Valley city, California",54104,2082,1096,1236,879,1400,2001,1733,1885,2455,4174,6625,7929,6437,5441,5483,3248,"Moreno Valley city, California",2508,806,421,556,414,610,704,727,779,830,1179,1296,1347,1304,1306,966,876
"G06049670","2021","CA",,,"California","06",,,"Mountain View city","49670",,,,,,,,,,,,,,,,"1600000US0649670","0649670","Mountain View city, California",34637,662,484,181,362,741,1070,610,860,568,907,2131,1643,2516,3764,3507,14631,"Mountain View city, California",1610,436,338,151,282,442,662,424,521,415,373,878,618,837,1169,835,1658
"G06050076","2021","CA",,,"California","06",,,"Murrieta city","50076",,,,,,,,,,,,,,,,"1600000US0650076","0650076","Murrieta city, California",34414,657,740,811,597,648,962,1395,465,1328,1274,2555,4450,6297,3240,4107,4888,"Murrieta city, California",2086,508,567,762,410,434,662,843,318,946,695,876,1068,1514,1142,1257,1123
"G06050258","2021","CA",,,"California","06",,,"Napa city","50258",,,,,,,,,,,,,,,,"1600000US0650258","0650258","Napa city, California",30418,1984,1048,300,479,730,808,675,1302,530,1652,2560,4188,2855,2614,4334,4359,"Napa city, California",1079,603,511,181,286,351,545,382,623,379,564,872,852,700,824,976,787
"G06051182","2021","CA",,,"California","06",,,"Newport Beach city","51182",,,,,,,,,,,,,,,,"1600000US0651182","0651182","Newport Beach city, California",39131,2041,281,390,760,657,757,470,645,482,1717,1339,4969,3376,3127,3833,14287,"Newport Beach city, California",1939,1005,221,312,397,534,454,297,389,271,746,530,1301,932,1030,1110,1660
