GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AFJ8E001,AFJ8E002,AFJ8E003,AFJ8E004,AFJ8E005,AFJ8E006,AFJ8E007,AFJ8E008,AFJ8E009,AFJ8E010,AFJ8E011,AFJ8E012,AFJ8E013,AFJ8E014,AFJ8E015,AFJ8E016,AFJ8E017,NAME_M,AFJ8M001,AFJ8M002,AFJ8M003,AFJ8M004,AFJ8M005,AFJ8M006,AFJ8M007,AFJ8M008,AFJ8M009,AFJ8M010,AFJ8M011,AFJ8M012,AFJ8M013,AFJ8M014,AFJ8M015,AFJ8M016,AFJ8M017
"G41047000","2016","OR",,,"Oregon","41",,,"Medford city","47000",,,,,,,,,,,,,,,,"16000US4147000","Medford city, Oregon",34952,3336,2534,1903,1630,2451,1776,2034,1916,1869,2972,3155,3453,2274,1575,822,1252,"Medford city, Oregon",2208,1182,1002,754,747,1154,793,670,786,850,1049,914,863,838,656,417,537
"G41059000","2016","OR",,,"Oregon","41",,,"Portland city","59000",,,,,,,,,,,,,,,,"16000US4159000","Portland city, Oregon",263774,19001,12103,9730,11615,11580,12141,9419,11430,10767,19651,25209,30067,25490,17067,17287,21217,"Portland city, Oregon",3578,2094,1774,1710,2013,1827,1552,1572,1896,1915,1905,2402,2577,2543,1881,1853,1915
"G41064900","2016","OR",,,"Oregon","41",,,"Salem city","64900",,,,,,,,,,,,,,,,"16000US4164900","Salem city, Oregon",60439,2451,2481,3442,4183,3103,5022,3193,2301,2646,5086,8025,6759,4489,2508,3039,1711,"Salem city, Oregon",2185,789,801,1002,1346,919,1312,854,744,598,1087,1260,1285,971,718,862,553
"G42002000","2016","PA",,,"Pennsylvania","42",,,"Allentown city","02000",,,,,,,,,,,,,,,,"16000US4202000","Allentown city, Pennsylvania",41625,4029,3312,3441,3194,3314,3053,2490,1337,1345,2351,5830,4033,1963,1038,377,518,"Allentown city, Pennsylvania",1803,1032,945,872,814,1032,1003,849,593,575,726,1192,1105,769,507,211,294
"G42006088","2016","PA",,,"Pennsylvania","42",,,"Bethlehem city","06088",,,,,,,,,,,,,,,,"16000US4206088","Bethlehem city, Pennsylvania",28912,1107,2270,1233,1715,1748,1489,1399,1150,1391,2746,3410,3523,2208,1009,1886,628,"Bethlehem city, Pennsylvania",1804,518,958,512,572,655,612,669,590,737,765,747,868,681,378,454,328
"G42024000","2016","PA",,,"Pennsylvania","42",,,"Erie city","24000",,,,,,,,,,,,,,,,"16000US4224000","Erie city, Pennsylvania",40028,4654,2986,3724,3129,2708,2017,2125,2069,1915,3692,3928,3357,1728,1172,654,170,"Erie city, Pennsylvania",1614,1011,716,871,857,735,586,709,625,648,838,690,876,567,492,271,149
"G42060000","2016","PA",,,"Pennsylvania","42",,,"Philadelphia city","60000",,,,,,,,,,,,,,,,"16000US4260000","Philadelphia city, Pennsylvania",580205,84102,36936,37631,32640,32060,32558,25718,24806,22427,44071,48652,57716,34250,23648,22875,20115,"Philadelphia city, Pennsylvania",5087,5148,3425,3422,3395,2413,3575,2623,2472,2499,3553,3525,3930,2828,2660,2445,2028
"G42061000","2016","PA",,,"Pennsylvania","42",,,"Pittsburgh city","61000",,,,,,,,,,,,,,,,"16000US4261000","Pittsburgh city, Pennsylvania",136300,15408,10034,8574,7602,6631,7366,6511,6332,4656,10118,13151,13423,10015,5555,5295,5629,"Pittsburgh city, Pennsylvania",3277,1853,1400,1157,1405,1130,1361,1207,1010,950,1097,1668,1750,1338,959,1017,837
"G42063624","2016","PA",,,"Pennsylvania","42",,,"Reading city","63624",,,,,,,,,,,,,,,,"16000US4263624","Reading city, Pennsylvania",26783,4280,2790,3069,2978,1410,1240,1194,1346,903,2666,2039,1470,560,321,399,118,"Reading city, Pennsylvania",1839,1061,754,895,864,550,463,517,435,403,695,712,495,316,209,258,125
"G42069000","2016","PA",,,"Pennsylvania","42",,,"Scranton city","69000",,,,,,,,,,,,,,,,"16000US4269000","Scranton city, Pennsylvania",30631,3709,2638,2286,2503,1586,1484,1382,2031,1548,2444,2305,3198,1433,588,1068,428,"Scranton city, Pennsylvania",1586,939,787,713,801,499,421,528,698,507,685,594,702,499,348,416,211
"G44019180","2016","RI",,,"Rhode Island","44",,,"Cranston city","19180",,,,,,,,,,,,,,,,"16000US4419180","Cranston city, Rhode Island",31154,1236,1408,1004,1669,1653,1259,1435,1130,1271,1684,4278,3969,3895,2241,1875,1147,"Cranston city, Rhode Island",2094,693,570,462,648,648,590,591,777,468,699,978,917,1028,773,709,522
"G44054640","2016","RI",,,"Rhode Island","44",,,"Pawtucket city","54640",,,,,,,,,,,,,,,,"16000US4454640","Pawtucket city, Rhode Island",27316,2123,2406,1319,1431,1371,1306,1482,1527,1652,1729,4046,2925,1252,1096,983,668,"Pawtucket city, Rhode Island",1574,622,809,534,626,426,494,572,561,601,594,897,672,443,397,478,310
"G44059000","2016","RI",,,"Rhode Island","44",,,"Providence city","59000",,,,,,,,,,,,,,,,"16000US4459000","Providence city, Rhode Island",58170,8831,4676,3082,2749,3313,2743,3375,3340,1463,4360,4176,5355,3490,2049,2156,3012,"Providence city, Rhode Island",2738,1848,1179,832,991,886,779,796,1016,559,957,896,1040,858,651,651,751
"G44074300","2016","RI",,,"Rhode Island","44",,,"Warwick city","74300",,,,,,,,,,,,,,,,"16000US4474300","Warwick city, Rhode Island",35208,1866,2339,1809,1895,1612,2602,841,1288,1587,1905,3098,4267,4728,1828,2114,1429,"Warwick city, Rhode Island",1705,667,991,615,689,771,981,356,417,690,614,837,939,950,573,602,497
"G45013330","2016","SC",,,"South Carolina","45",,,"Charleston city","13330",,,,,,,,,,,,,,,,"16000US4513330","Charleston city, South Carolina",57854,7021,2539,2425,1960,2098,1532,2344,2380,2236,3400,4932,6595,5679,4003,4048,4662,"Charleston city, South Carolina",2701,1477,943,845,723,622,531,893,692,805,861,1175,965,1244,1013,1051,867
"G45016000","2016","SC",,,"South Carolina","45",,,"Columbia city","16000",,,,,,,,,,,,,,,,"16000US4516000","Columbia city, South Carolina",47289,4910,3236,2611,2310,2391,2937,2246,1514,2114,4496,4145,5484,3206,1588,1741,2360,"Columbia city, South Carolina",2118,952,931,877,685,835,912,769,538,848,1070,967,1129,965,598,661,542
"G45030850","2016","SC",,,"South Carolina","45",,,"Greenville city","30850",,,,,,,,,,,,,,,,"16000US4530850","Greenville city, South Carolina",29281,2022,2270,1459,1490,1753,1555,1399,1261,1705,2181,2079,2484,1866,1817,1287,2653,"Greenville city, South Carolina",1537,703,812,516,581,554,661,581,464,716,640,553,607,573,694,558,591
"G45048535","2016","SC",,,"South Carolina","45",,,"Mount Pleasant town","48535",,,,,,,,,,,,,,,,"16000US4548535","Mount Pleasant town, South Carolina",31552,1344,434,444,549,397,328,1279,808,1094,2168,3128,3695,3924,2313,4090,5557,"Mount Pleasant town, South Carolina",2242,773,375,394,282,296,303,796,607,589,775,1046,1041,1139,837,1209,1437
"G45050875","2016","SC",,,"South Carolina","45",,,"North Charleston city","50875",,,,,,,,,,,,,,,,"16000US4550875","North Charleston city, South Carolina",43248,5822,3537,3169,2874,2983,2753,2523,1799,2122,2555,5039,3148,2434,1098,822,570,"North Charleston city, South Carolina",2837,1297,971,841,1062,1100,835,799,660,812,770,1391,859,791,422,344,408
"G45061405","2016","SC",,,"South Carolina","45",,,"Rock Hill city","61405",,,,,,,,,,,,,,,,"16000US4561405","Rock Hill city, South Carolina",27812,3132,1347,2157,1640,1051,1611,1303,1298,1512,3440,1937,2856,1741,1652,608,527,"Rock Hill city, South Carolina",1487,1079,614,725,703,531,709,578,592,647,1071,724,677,500,665,315,300
"G46052980","2016","SD",,,"South Dakota","46",,,"Rapid City city","52980",,,,,,,,,,,,,,,,"16000US4652980","Rapid City city, South Dakota",29331,3671,1719,1252,1030,1391,2256,1226,1248,1653,3057,2895,3500,1729,877,761,1066,"Rapid City city, South Dakota",1405,1042,731,499,468,468,760,473,460,846,919,798,897,547,391,374,417
"G46059020","2016","SD",,,"South Dakota","46",,,"Sioux Falls city","59020",,,,,,,,,,,,,,,,"16000US4659020","Sioux Falls city, South Dakota",69330,3901,2736,2703,3301,3220,3719,3975,2844,3643,5675,6809,10513,6168,3180,3523,3420,"Sioux Falls city, South Dakota",1580,823,821,938,911,861,1120,1030,894,1083,1253,1189,1552,1052,792,1065,844
"G47014000","2016","TN",,,"Tennessee","47",,,"Chattanooga city","14000",,,,,,,,,,,,,,,,"16000US4714000","Chattanooga city, Tennessee",72349,6782,4405,5523,4877,3638,4937,4652,4498,3176,5943,5694,6793,4246,2676,1946,2563,"Chattanooga city, Tennessee",3091,1398,1002,1350,1077,947,1227,978,1060,788,1216,1031,1380,992,815,618,619
"G47015160","2016","TN",,,"Tennessee","47",,,"Clarksville city","15160",,,,,,,,,,,,,,,,"16000US4715160","Clarksville city, Tennessee",54765,3935,2147,2165,3168,2686,3283,2762,3467,2212,5946,7479,8677,2844,1687,1392,915,"Clarksville city, Tennessee",1663,1217,864,779,848,827,975,959,1012,786,1231,1508,1496,750,680,504,454
"G47027740","2016","TN",,,"Tennessee","47",,,"Franklin city","27740",,,,,,,,,,,,,,,,"16000US4727740","Franklin city, Tennessee",28255,735,948,603,1433,495,1110,698,1106,896,1494,1514,4229,3241,3270,2815,3668,"Franklin city, Tennessee",1002,369,616,485,724,366,672,528,705,520,509,627,1144,759,1013,771,769
"G47037640","2016","TN",,,"Tennessee","47",,,"Jackson city","37640",,,,,,,,,,,,,,,,"16000US4737640","Jackson city, Tennessee",26287,4076,1420,1943,1636,1620,1282,1697,1525,828,2259,2411,1914,1429,534,897,816,"Jackson city, Tennessee",1471,1208,583,669,700,555,560,661,601,421,762,855,756,484,307,450,385
"G47038320","2016","TN",,,"Tennessee","47",,,"Johnson City city","38320",,,,,,,,,,,,,,,,"16000US4738320","Johnson City city, Tennessee",29071,2262,1760,1860,2596,1819,2225,1772,1069,1154,1485,2859,3435,2206,944,794,831,"Johnson City city, Tennessee",1490,874,707,664,818,913,863,726,475,475,526,988,858,639,495,469,477
"G47040000","2016","TN",,,"Tennessee","47",,,"Knoxville city","40000",,,,,,,,,,,,,,,,"16000US4740000","Knoxville city, Tennessee",81005,9542,5969,5766,6621,5664,6142,4824,4105,3938,6058,5967,7585,3738,1778,1373,1935,"Knoxville city, Tennessee",2747,1520,1295,1150,1326,1138,1346,1068,971,939,1262,1080,1255,974,528,439,499
"G47048000","2016","TN",,,"Tennessee","47",,,"Memphis city","48000",,,,,,,,,,,,,,,,"16000US4748000","Memphis city, Tennessee",256973,30072,19722,20771,15668,16300,15437,13165,16239,10280,20472,22492,23610,12396,5235,7448,7666,"Memphis city, Tennessee",4572,3048,2595,2256,2035,2000,1943,1932,2466,1709,2361,2135,2338,1838,1065,1354,1245
"G47051560","2016","TN",,,"Tennessee","47",,,"Murfreesboro city","51560",,,,,,,,,,,,,,,,"16000US4751560","Murfreesboro city, Tennessee",49371,2436,1312,3944,2580,2214,2012,1739,2882,2446,4922,4810,6660,4186,2537,2599,2092,"Murfreesboro city, Tennessee",1866,807,694,1218,991,712,1023,716,862,1024,1358,1274,1542,1186,696,695,790
"G47052006","2016","TN",,,"Tennessee","47",,,"Nashville-Davidson metropolitan government (balance)","52006",,,,,,,,,,,,,,,,"16000US4752006","Nashville-Davidson metropolitan government (balance), Tennessee",271680,19128,10283,10380,14668,14170,14173,13601,15058,14573,20590,30613,34408,21305,11983,13128,13619,"Nashville-Davidson metropolitan government (balance), Tennessee",3287,2365,1679,1641,2030,2036,2161,1854,2178,2260,2551,3021,2726,2414,1453,2067,1540
"G48001000","2016","TX",,,"Texas","48",,,"Abilene city","01000",,,,,,,,,,,,,,,,"16000US4801000","Abilene city, Texas",42424,3310,2965,2630,1451,2716,2636,3017,2239,1698,3681,4929,4541,3077,1860,851,823,"Abilene city, Texas",1785,1015,1033,814,500,849,886,1117,779,604,1036,991,1234,815,734,400,298
"G48001924","2016","TX",,,"Texas","48",,,"Allen city","01924",,,,,,,,,,,,,,,,"16000US4801924","Allen city, Texas",33337,291,309,347,1033,1013,1366,571,1302,823,1689,3582,3867,5665,3486,3078,4915,"Allen city, Texas",1588,292,271,399,709,701,774,397,744,594,608,1154,930,1575,1254,1324,1351
"G48003000","2016","TX",,,"Texas","48",,,"Amarillo city","03000",,,,,,,,,,,,,,,,"16000US4803000","Amarillo city, Texas",74687,4628,3143,4934,2892,5036,4801,3803,3499,2922,7077,8940,8951,5619,2098,3243,3101,"Amarillo city, Texas",1961,1007,758,1115,763,952,1029,833,749,802,1207,1502,1291,1113,554,948,694
"G48004000","2016","TX",,,"Texas","48",,,"Arlington city","04000",,,,,,,,,,,,,,,,"16000US4804000","Arlington city, Texas",135348,5998,6493,5934,6581,6180,8177,7080,7399,5862,13750,14567,17514,11946,5781,7300,4786,"Arlington city, Texas",3815,1247,1499,1082,1417,1365,1551,1625,1387,1419,1932,2149,2353,1714,1283,1523,895
"G48004462","2016","TX",,,"Texas","48",,,"Atascocita CDP","04462",,,,,,,,,,,,,,,,"16000US4804462","Atascocita CDP, Texas",24309,553,133,710,701,384,1060,504,656,1125,1618,1981,3651,3540,2146,2325,3222,"Atascocita CDP, Texas",2629,349,107,813,457,337,636,351,351,788,800,896,1099,953,733,1186,1042
"G48005000","2016","TX",,,"Texas","48",,,"Austin city","05000",,,,,,,,,,,,,,,,"16000US4805000","Austin city, Texas",372327,23283,10933,10936,15008,16341,15204,14430,14800,16215,29467,38872,47086,39003,20141,25450,35158,"Austin city, Texas",5397,2902,1731,1716,2088,2189,1933,1883,2113,2147,2827,3859,3335,3612,2284,2433,3068
"G48006128","2016","TX",,,"Texas","48",,,"Baytown city","06128",,,,,,,,,,,,,,,,"16000US4806128","Baytown city, Texas",25195,1428,865,989,714,1527,1542,1486,1956,845,1627,3253,3614,1969,1541,811,1028,"Baytown city, Texas",1377,643,497,514,366,788,698,677,849,387,569,804,904,675,597,355,411
"G48007000","2016","TX",,,"Texas","48",,,"Beaumont city","07000",,,,,,,,,,,,,,,,"16000US4807000","Beaumont city, Texas",45642,4998,1892,4392,3294,2362,2520,1959,2108,1963,3439,4230,4251,2811,1761,1350,2312,"Beaumont city, Texas",1784,1061,663,1185,882,858,1015,743,927,704,1139,1329,1101,928,646,543,805
"G48010768","2016","TX",,,"Texas","48",,,"Brownsville city","10768",,,,,,,,,,,,,,,,"16000US4810768","Brownsville city, Texas",50289,7117,4333,3807,4602,2984,1599,2267,2323,1739,4094,5249,4725,2620,955,760,1115,"Brownsville city, Texas",1946,1129,980,989,1349,883,447,845,942,660,1281,1349,959,845,476,379,687
"G48010912","2016","TX",,,"Texas","48",,,"Bryan city","10912",,,,,,,,,,,,,,,,"16000US4810912","Bryan city, Texas",29065,2525,1860,1982,2860,1194,2517,1757,1449,638,2095,2170,3153,1543,1215,1025,1082,"Bryan city, Texas",1596,1070,663,717,998,535,972,710,661,470,805,799,820,600,511,539,514
"G48013024","2016","TX",,,"Texas","48",,,"Carrollton city","13024",,,,,,,,,,,,,,,,"16000US4813024","Carrollton city, Texas",49099,1205,1860,1271,1958,1886,2701,2230,2859,1232,4357,4869,7314,5143,3625,3431,3158,"Carrollton city, Texas",2013,570,1024,457,879,703,804,655,1135,660,1000,1130,1240,1090,928,825,897
"G48013552","2016","TX",,,"Texas","48",,,"Cedar Park city","13552",,,,,,,,,,,,,,,,"16000US4813552","Cedar Park city, Texas",22188,282,468,286,241,538,196,442,968,566,1548,2318,3024,3978,2721,2021,2591,"Cedar Park city, Texas",1802,217,469,243,236,359,191,301,650,384,683,814,859,1013,989,558,822
"G48015976","2016","TX",,,"Texas","48",,,"College Station city","15976",,,,,,,,,,,,,,,,"16000US4815976","College Station city, Texas",40098,6124,2881,1795,3249,2165,2472,1738,2093,1053,1741,2340,3284,2327,2214,1805,2817,"College Station city, Texas",1668,1270,926,748,1038,897,953,637,818,553,651,724,899,689,684,720,750
"G48016432","2016","TX",,,"Texas","48",,,"Conroe city","16432",,,,,,,,,,,,,,,,"16000US4816432","Conroe city, Texas",29022,1127,2079,1254,1700,1444,1626,1714,1511,1435,2521,3110,3234,2346,780,1144,1997,"Conroe city, Texas",2213,555,902,558,758,615,821,811,791,729,958,1058,1025,1248,410,575,721
"G48017000","2016","TX",,,"Texas","48",,,"Corpus Christi city","17000",,,,,,,,,,,,,,,,"16000US4817000","Corpus Christi city, Texas",116916,7634,5437,6406,5483,6012,7148,5028,5345,4794,9122,13749,15052,9868,6353,4888,4597,"Corpus Christi city, Texas",3162,1245,1228,1367,1361,1145,1287,1147,1400,1091,1704,1799,1938,1617,1568,1037,975
"G48019000","2016","TX",,,"Texas","48",,,"Dallas city","19000",,,,,,,,,,,,,,,,"16000US4819000","Dallas city, Texas",514588,38178,25257,29631,33795,31423,33188,25965,28166,22493,41725,49355,51324,30592,18517,19700,35279,"Dallas city, Texas",5379,3517,3133,2835,2580,3294,2681,2811,3120,2788,3436,3593,4172,2862,2000,1989,2502
"G48019972","2016","TX",,,"Texas","48",,,"Denton city","19972",,,,,,,,,,,,,,,,"16000US4819972","Denton city, Texas",45320,4446,2006,2462,2212,2704,2194,1543,2005,1447,3362,4769,6138,3778,3063,1776,1415,"Denton city, Texas",2284,1045,667,843,789,1153,858,572,722,609,961,1121,1302,1069,784,637,553
"G48022660","2016","TX",,,"Texas","48",,,"Edinburg city","22660",,,,,,,,,,,,,,,,"16000US4822660","Edinburg city, Texas",27010,4444,1841,1741,1084,1797,1303,891,1014,1683,2136,2727,1977,1282,1716,565,809,"Edinburg city, Texas",1659,1415,875,871,630,774,785,596,722,765,999,957,775,679,765,410,585
"G48024000","2016","TX",,,"Texas","48",,,"El Paso city","24000",,,,,,,,,,,,,,,,"16000US4824000","El Paso city, Texas",225891,21472,18204,13348,14241,12986,12428,12724,10668,10799,19374,20159,24901,15485,6776,6838,5488,"El Paso city, Texas",3025,2449,2176,1954,2114,2177,1867,2186,1748,1798,3079,2218,2310,2137,1231,1186,1376
"G48026232","2016","TX",,,"Texas","48",,,"Flower Mound town","26232",,,,,,,,,,,,,,,,"16000US4826232","Flower Mound town, Texas",23493,197,544,147,391,412,408,365,382,80,919,1187,2813,2937,2927,4135,5649,"Flower Mound town, Texas",949,138,435,141,363,328,228,213,300,127,430,412,713,789,775,782,793
"G48027000","2016","TX",,,"Texas","48",,,"Fort Worth city","27000",,,,,,,,,,,,,,,,"16000US4827000","Fort Worth city, Texas",287401,22228,12299,12506,15165,10940,15565,11683,14113,11631,24284,31779,33837,27445,15632,14797,13497,"Fort Worth city, Texas",4732,2452,1952,2017,1822,1558,2177,1870,2090,2025,2482,2552,3079,2612,2083,2373,1809
"G48027684","2016","TX",,,"Texas","48",,,"Frisco city","27684",,,,,,,,,,,,,,,,"16000US4827684","Frisco city, Texas",55493,1785,796,742,1079,584,939,784,1663,839,2167,4690,5533,6173,4688,9427,13604,"Frisco city, Texas",1465,743,665,370,538,397,439,424,632,386,1004,1358,1089,1092,892,1196,1462
"G48029000","2016","TX",,,"Texas","48",,,"Garland city","29000",,,,,,,,,,,,,,,,"16000US4829000","Garland city, Texas",75219,3048,3018,2534,2840,4527,4373,4537,4297,3794,6287,9474,10392,8248,2847,3273,1730,"Garland city, Texas",2556,891,857,962,845,1305,1232,1101,996,933,1108,1600,1665,1494,802,860,586
"G48029336","2016","TX",,,"Texas","48",,,"Georgetown city","29336",,,,,,,,,,,,,,,,"16000US4829336","Georgetown city, Texas",25235,436,425,873,1338,1179,1105,1457,894,885,2245,2767,3384,3055,2154,1331,1707,"Georgetown city, Texas",1783,247,312,406,634,748,543,581,538,466,760,736,939,742,862,642,602
"G48030464","2016","TX",,,"Texas","48",,,"Grand Prairie city","30464",,,,,,,,,,,,,,,,"16000US4830464","Grand Prairie city, Texas",61773,2486,1460,2404,2863,1930,3736,3027,2714,2985,5710,7440,9630,7510,2393,3874,1611,"Grand Prairie city, Texas",2599,903,534,626,1100,732,994,990,884,1020,1458,1181,1630,1362,742,1100,664
"G48032372","2016","TX",,,"Texas","48",,,"Harlingen city","32372",,,,,,,,,,,,,,,,"16000US4832372","Harlingen city, Texas",21872,1906,2150,1674,1581,2138,1206,1002,968,1903,1593,1556,1887,1110,648,232,318,"Harlingen city, Texas",1385,718,937,776,780,824,632,551,421,791,640,633,667,474,495,204,224
"G48035000","2016","TX",,,"Texas","48",,,"Houston city","35000",,,,,,,,,,,,,,,,"16000US4835000","Houston city, Texas",867915,67558,50194,53281,56118,47443,51150,42112,44065,36260,63245,78869,83045,59153,33377,39816,62229,"Houston city, Texas",8198,5175,3934,4171,4774,4161,5090,4574,4140,3302,4336,5011,5814,4149,2696,3351,3371
"G48037000","2016","TX",,,"Texas","48",,,"Irving city","37000",,,,,,,,,,,,,,,,"16000US4837000","Irving city, Texas",85407,3926,3284,2654,4678,3502,4211,4402,4880,3492,6397,11724,11648,7643,3942,4313,4711,"Irving city, Texas",2706,868,995,797,1129,978,903,930,1264,1012,1302,1667,1876,1483,960,1131,951
"G48039148","2016","TX",,,"Texas","48",,,"Killeen city","39148",,,,,,,,,,,,,,,,"16000US4839148","Killeen city, Texas",52417,3692,2342,2226,3508,2954,3143,3431,3998,2424,5949,5102,8302,2094,1425,782,1045,"Killeen city, Texas",2251,1011,899,724,1148,1045,1011,1222,1177,868,1268,1215,1612,679,563,580,599
"G48041464","2016","TX",,,"Texas","48",,,"Laredo city","41464",,,,,,,,,,,,,,,,"16000US4841464","Laredo city, Texas",69849,9640,5978,4545,5044,3998,4799,3218,2796,2391,5637,5450,5007,4438,3106,1674,2128,"Laredo city, Texas",1556,1430,1312,1177,1133,920,1186,905,838,739,1138,1135,1061,1149,929,623,774
"G48041980","2016","TX",,,"Texas","48",,,"League City city","41980",,,,,,,,,,,,,,,,"16000US4841980","League City city, Texas",35193,803,464,689,588,1091,114,1654,1477,1007,2372,2319,3538,4680,3782,5798,4817,"League City city, Texas",2219,558,449,473,472,947,187,846,777,745,1022,1099,1122,1650,1480,1554,1565
"G48042508","2016","TX",,,"Texas","48",,,"Lewisville city","42508",,,,,,,,,,,,,,,,"16000US4842508","Lewisville city, Texas",39805,1754,1435,1398,1545,1649,2333,2504,1743,1819,4576,4703,5385,3099,1922,2605,1335,"Lewisville city, Texas",1957,853,716,575,576,611,878,832,740,540,1012,959,1135,702,591,775,574
"G48043888","2016","TX",,,"Texas","48",,,"Longview city","43888",,,,,,,,,,,,,,,,"16000US4843888","Longview city, Texas",30502,2360,2688,1432,2555,1578,1470,1503,2380,2164,2093,2549,3377,1568,893,777,1115,"Longview city, Texas",1661,769,823,618,939,673,628,653,853,722,770,734,895,637,499,435,454
"G48045000","2016","TX",,,"Texas","48",,,"Lubbock city","45000",,,,,,,,,,,,,,,,"16000US4845000","Lubbock city, Texas",93891,8660,3736,5014,4724,6694,4326,5007,4443,6135,8527,8760,10936,5756,3839,3256,4078,"Lubbock city, Texas",2377,1718,856,1343,1037,1402,1152,1155,1037,1459,1765,1395,1908,1374,741,1060,776
"G48045384","2016","TX",,,"Texas","48",,,"McAllen city","45384",,,,,,,,,,,,,,,,"16000US4845384","McAllen city, Texas",44903,4619,2872,2964,4375,2000,2140,1928,2111,2523,2541,4435,3560,3234,1774,2324,1503,"McAllen city, Texas",2428,1183,1057,1072,1232,862,910,828,828,748,849,1363,915,1083,803,894,662
"G48045744","2016","TX",,,"Texas","48",,,"McKinney city","45744",,,,,,,,,,,,,,,,"16000US4845744","McKinney city, Texas",59705,2428,1127,1908,1686,1329,1150,1828,2185,1291,4209,5835,9608,7556,5367,7457,4741,"McKinney city, Texas",2210,834,639,856,697,670,623,880,856,612,957,1005,1541,1303,1269,1273,997
"G48046452","2016","TX",,,"Texas","48",,,"Mansfield city","46452",,,,,,,,,,,,,,,,"16000US4846452","Mansfield city, Texas",21431,333,342,468,300,434,1160,374,733,315,1521,2383,2700,4037,2182,1803,2346,"Mansfield city, Texas",1100,304,265,342,211,398,527,211,418,223,674,883,785,1072,780,699,790
"G48047892","2016","TX",,,"Texas","48",,,"Mesquite city","47892",,,,,,,,,,,,,,,,"16000US4847892","Mesquite city, Texas",46121,2562,2267,1128,2090,1804,1832,3225,2949,2541,4791,5050,5383,4757,2430,2466,846,"Mesquite city, Texas",2507,916,965,384,774,638,611,977,924,846,1347,1233,1324,1235,703,861,406
"G48048072","2016","TX",,,"Texas","48",,,"Midland city","48072",,,,,,,,,,,,,,,,"16000US4848072","Midland city, Texas",46915,1907,1441,1280,1955,2471,2230,1447,2392,1841,4877,5178,4414,4481,2639,3324,5038,"Midland city, Texas",1669,760,849,790,857,983,912,844,942,981,1280,1234,1323,1062,772,1059,1082
"G48048768","2016","TX",,,"Texas","48",,,"Mission city","48768",,,,,,,,,,,,,,,,"16000US4848768","Mission city, Texas",24318,1886,1996,1952,1698,1263,1590,1596,471,1531,1933,2470,1948,1779,806,463,936,"Mission city, Texas",1549,646,791,766,607,551,833,820,451,853,855,853,784,798,508,317,418
"G48048804","2016","TX",,,"Texas","48",,,"Missouri City city","48804",,,,,,,,,,,,,,,,"16000US4848804","Missouri City city, Texas",25169,1107,68,665,876,801,441,1355,916,448,2407,3098,3305,3857,2040,1984,1801,"Missouri City city, Texas",1730,543,113,528,566,545,271,581,716,286,920,916,988,1153,682,790,599
"G48050820","2016","TX",,,"Texas","48",,,"New Braunfels city","50820",,,,,,,,,,,,,,,,"16000US4850820","New Braunfels city, Texas",25887,1161,715,1089,698,1183,379,1369,823,1022,2453,3185,4592,3377,890,1475,1476,"New Braunfels city, Texas",1553,593,422,572,394,563,266,589,543,412,793,904,1040,1007,435,638,757
"G48052356","2016","TX",,,"Texas","48",,,"North Richland Hills city","52356",,,,,,,,,,,,,,,,"16000US4852356","North Richland Hills city, Texas",27115,627,292,981,1241,1205,3086,457,1334,974,3411,2439,3289,3417,1261,1414,1687,"North Richland Hills city, Texas",1257,324,308,671,576,493,1157,337,476,583,1017,714,797,867,497,480,625
"G48053388","2016","TX",,,"Texas","48",,,"Odessa city","53388",,,,,,,,,,,,,,,,"16000US4853388","Odessa city, Texas",40481,2933,1918,2340,2418,1753,2587,1494,1230,1849,2622,4148,4475,4939,2257,1268,2250,"Odessa city, Texas",1751,1112,808,965,795,696,994,679,537,702,908,1231,1322,1342,826,596,812
"G48056000","2016","TX",,,"Texas","48",,,"Pasadena city","56000",,,,,,,,,,,,,,,,"16000US4856000","Pasadena city, Texas",47930,3228,2860,2662,2911,3270,2848,2310,1744,2110,4859,5565,4564,3270,1737,2285,1707,"Pasadena city, Texas",2276,815,953,861,753,848,877,702,829,746,1011,1017,1112,733,635,756,679
"G48056348","2016","TX",,,"Texas","48",,,"Pearland city","56348",,,,,,,,,,,,,,,,"16000US4856348","Pearland city, Texas",38606,573,1107,201,1210,380,1459,697,969,670,3348,4394,6765,5403,3390,4509,3531,"Pearland city, Texas",2513,386,707,242,780,304,1052,454,623,648,1239,1644,1597,1833,1169,1320,1169
"G48057200","2016","TX",,,"Texas","48",,,"Pharr city","57200",,,,,,,,,,,,,,,,"16000US4857200","Pharr city, Texas",21501,2493,2053,1522,789,800,1679,1668,1738,1970,2057,1348,1698,1282,281,123,0,"Pharr city, Texas",1500,1037,836,689,567,503,804,827,858,945,856,594,762,754,301,154,220
