GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,L33E001,L33E002,L33E003,L33E004,L33E005,L33E006,L33E007,L33E008,L33E009,L33E010,L33E011,L33E012,L33E013,L33E014,L33E015,L33E016,L33E017,NAME_M,L33M001,L33M002,L33M003,L33M004,L33M005,L33M006,L33M007,L33M008,L33M009,L33M010,L33M011,L33M012,L33M013,L33M014,L33M015,L33M016,L33M017
"G0600770","2011","CA",,,"California","06","San Joaquin County","077",,,,,,,,,,,,,,,,,,"05000US06077","San Joaquin County, California",213749,13178,12216,14164,12171,10739,10960,10626,9632,11069,19164,21979,24892,17405,9638,10143,5773,"San Joaquin County, California",2467,1628,1757,1868,2040,1709,1788,1633,1661,1929,2753,1928,2610,2255,1904,1853,1498
"G0600790","2011","CA",,,"California","06","San Luis Obispo County","079",,,,,,,,,,,,,,,,,,"05000US06079","San Luis Obispo County, California",101179,8141,5545,6110,5116,4798,4459,4999,4996,3256,7935,9072,12893,9399,6094,4410,3956,"San Luis Obispo County, California",2748,1638,1445,1416,1328,1243,1128,1103,1043,1020,1386,1490,1943,1758,1289,981,1013
"G0600810","2011","CA",,,"California","06","San Mateo County","081",,,,,,,,,,,,,,,,,,"05000US06081","San Mateo County, California",256526,9205,7015,6772,7667,8423,7836,8859,9108,9638,18855,25000,29004,26338,19246,24387,39173,"San Mateo County, California",2321,1407,1196,1505,1317,1615,1423,1315,1479,1486,2193,2436,2550,2745,2130,2208,2284
"G0600830","2011","CA",,,"California","06","Santa Barbara County","083",,,,,,,,,,,,,,,,,,"05000US06083","Santa Barbara County, California",140889,7411,6334,6689,7624,6655,7484,4558,7241,6119,9658,14561,16267,12868,8120,9563,9737,"Santa Barbara County, California",2147,1305,1033,1229,1235,1348,1224,923,1235,1166,1240,1771,1624,1710,1263,1670,1431
"G0600850","2011","CA",,,"California","06","Santa Clara County","085",,,,,,,,,,,,,,,,,,"05000US06085","Santa Clara County, California",606459,24135,23470,19221,21948,20542,17676,18092,20826,19525,33781,49525,75643,64951,42349,65573,89202,"Santa Clara County, California",3374,2751,2491,2144,2315,2638,2161,2137,2285,2269,2624,3378,4808,3285,3456,3426,3921
"G0600870","2011","CA",,,"California","06","Santa Cruz County","087",,,,,,,,,,,,,,,,,,"05000US06087","Santa Cruz County, California",94775,6607,5089,3464,4318,3266,4841,4710,3913,3032,6165,9326,12243,8291,5714,7344,6452,"Santa Cruz County, California",2073,1262,1177,884,1055,979,1211,1142,1011,1002,1216,1572,1650,1416,1141,1305,1335
"G0600890","2011","CA",,,"California","06","Shasta County","089",,,,,,,,,,,,,,,,,,"05000US06089","Shasta County, California",69102,5001,6312,5590,4727,3657,4147,3146,3493,4187,6421,5919,6904,4068,1476,2496,1558,"Shasta County, California",2048,1171,1187,1139,1162,823,991,782,1050,990,1457,1325,1305,859,603,710,523
"G0600950","2011","CA",,,"California","06","Solano County","095",,,,,,,,,,,,,,,,,,"05000US06095","Solano County, California",139992,7343,5930,5457,7133,5075,6389,4855,5192,6462,11457,16479,18361,15749,6480,9597,8033,"Solano County, California",2229,1508,1097,1495,1498,1345,1341,1125,1201,1590,1589,1912,2172,2124,1172,1592,1780
"G0600970","2011","CA",,,"California","06","Sonoma County","097",,,,,,,,,,,,,,,,,,"05000US06097","Sonoma County, California",180703,7543,8341,9747,10122,7251,7641,8634,8242,8030,13008,19951,22347,16875,10929,11773,10269,"Sonoma County, California",3148,1393,1286,1518,1726,1373,1404,1433,1305,1861,1780,1843,2422,2218,1757,1984,1590
"G0600990","2011","CA",,,"California","06","Stanislaus County","099",,,,,,,,,,,,,,,,,,"05000US06099","Stanislaus County, California",167860,11879,13206,10853,9137,12789,9807,9343,8296,6105,12718,17366,18694,11796,7070,4840,3961,"Stanislaus County, California",2094,1875,1836,1641,1773,1755,1610,1891,1561,1301,1730,2174,2547,1828,1318,1139,1245
"G0601010","2011","CA",,,"California","06","Sutter County","101",,,,,,,,,,,,,,,,,,"05000US06101","Sutter County, California",31673,1305,1421,2439,2319,1303,1477,1621,2447,1797,2963,3531,3443,2463,889,1545,710,"Sutter County, California",919,517,523,857,710,532,514,539,774,602,951,893,885,848,476,637,368
"G0601070","2011","CA",,,"California","06","Tulare County","107",,,,,,,,,,,,,,,,,,"05000US06107","Tulare County, California",131890,9353,9523,9377,10393,9450,8108,8190,6716,6290,10085,12014,13476,8114,3910,4006,2885,"Tulare County, California",1864,1671,1472,1333,1709,1562,1218,1702,1136,1225,1734,1464,1652,1472,1272,709,847
"G0601110","2011","CA",,,"California","06","Ventura County","111",,,,,,,,,,,,,,,,,,"05000US06111","Ventura County, California",265492,11381,10146,11074,9592,9530,10139,9217,11580,9523,17978,23227,35683,31058,20598,22723,22043,"Ventura County, California",2489,1688,1609,1648,1387,1684,1626,1538,1749,1435,2346,2117,2775,2692,2265,2574,2029
"G0601130","2011","CA",,,"California","06","Yolo County","113",,,,,,,,,,,,,,,,,,"05000US06113","Yolo County, California",70101,4873,5704,3641,5866,2912,2552,2394,3567,3875,4116,4688,8304,5406,3212,5381,3610,"Yolo County, California",1692,1143,1148,1016,1262,964,886,784,1157,1215,1159,915,1308,1138,800,1262,763
"G0601150","2011","CA",,,"California","06","Yuba County","115",,,,,,,,,,,,,,,,,,"05000US06115","Yuba County, California",23745,1493,1631,1633,1622,1428,1052,1174,2531,1475,1593,2571,3202,1239,503,448,150,"Yuba County, California",1264,628,655,677,562,551,500,514,908,537,573,915,836,566,392,419,146
"G0800010","2011","CO",,,"Colorado","08","Adams County","001",,,,,,,,,,,,,,,,,,"05000US08001","Adams County, Colorado",151973,9584,6352,6579,8821,7673,8419,8293,6872,7760,15294,18608,18804,13244,7218,6138,2314,"Adams County, Colorado",2393,1897,1159,1370,1641,1396,1424,1587,1348,1306,2337,2410,1927,2077,1267,1331,704
"G0800050","2011","CO",,,"Colorado","08","Arapahoe County","005",,,,,,,,,,,,,,,,,,"05000US08005","Arapahoe County, Colorado",224082,12326,10111,7611,12075,10490,12867,10185,10565,9243,21507,24259,25972,20213,11483,12643,12532,"Arapahoe County, Colorado",2615,1598,1777,1522,1832,1948,1795,1726,1883,1444,2410,2500,2791,2264,1774,1680,1627
"G0800130","2011","CO",,,"Colorado","08","Boulder County","013",,,,,,,,,,,,,,,,,,"05000US08013","Boulder County, Colorado",118559,7522,4650,5399,5246,4274,4940,4296,5363,4247,7344,10247,14002,12094,7170,11745,10020,"Boulder County, Colorado",1791,1291,1055,1267,1168,1013,1084,991,1221,881,1254,1191,1765,1623,1115,1753,1346
"G0800310","2011","CO",,,"Colorado","08","Denver County","031",,,,,,,,,,,,,,,,,,"05000US08031","Denver County, Colorado",266624,25310,14837,16083,14854,12869,14266,14312,14821,11415,18752,24515,29578,18245,10438,12467,13862,"Denver County, Colorado",2404,2776,1961,2328,2010,1627,1880,1951,2161,1700,2176,2661,2748,2159,1594,1791,1967
"G0800350","2011","CO",,,"Colorado","08","Douglas County","035",,,,,,,,,,,,,,,,,,"05000US08035","Douglas County, Colorado",104243,2052,1752,1969,2874,1599,3102,2836,3287,3423,5644,10399,17098,13125,10559,12807,11717,"Douglas County, Colorado",1513,817,804,623,987,598,947,823,1204,1180,1463,2043,2233,1738,1631,2048,1589
"G0800410","2011","CO",,,"Colorado","08","El Paso County","041",,,,,,,,,,,,,,,,,,"05000US08041","El Paso County, Colorado",237729,15590,11841,11335,11823,10414,13128,11961,11488,10512,19726,27103,27789,19862,13746,12210,9201,"El Paso County, Colorado",2585,2361,1833,1832,1652,1678,2037,1660,1704,1408,2210,2433,2602,2101,2271,1768,1649
"G0800590","2011","CO",,,"Colorado","08","Jefferson County","059",,,,,,,,,,,,,,,,,,"05000US08059","Jefferson County, Colorado",217829,11377,6683,9164,9048,8375,9003,9976,10115,8182,18534,23220,32374,22740,13658,13708,11672,"Jefferson County, Colorado",2194,1821,1162,1516,1517,1707,1310,1485,1388,1342,1878,2085,2391,2048,1621,1373,1366
"G0800690","2011","CO",,,"Colorado","08","Larimer County","069",,,,,,,,,,,,,,,,,,"05000US08069","Larimer County, Colorado",121911,9136,6198,5378,6779,5867,4844,4804,6324,4932,11415,14350,15998,9928,6127,5486,4345,"Larimer County, Colorado",2321,1720,1134,1146,1612,1346,1261,1224,1668,1154,2106,2290,2265,1508,1254,1223,1018
"G0800770","2011","CO",,,"Colorado","08","Mesa County","077",,,,,,,,,,,,,,,,,,"05000US08077","Mesa County, Colorado",59770,4303,3903,3258,2984,2772,3209,4240,3299,2941,5511,5761,7324,4390,2432,2392,1051,"Mesa County, Colorado",1247,1243,1122,802,862,892,957,1201,944,916,1323,1253,1513,883,868,921,397
"G0801010","2011","CO",,,"Colorado","08","Pueblo County","101",,,,,,,,,,,,,,,,,,"05000US08101","Pueblo County, Colorado",62181,6148,3946,3731,5752,3820,5241,1918,2588,2551,4981,6791,6789,3162,1846,1616,1301,"Pueblo County, Colorado",1640,1106,823,838,1093,912,1079,589,733,806,902,1228,1023,793,625,517,519
"G0801230","2011","CO",,,"Colorado","08","Weld County","123",,,,,,,,,,,,,,,,,,"05000US08123","Weld County, Colorado",90453,7377,3937,5345,4024,4786,4357,5222,4048,5202,8397,8297,9361,9523,2855,5046,2676,"Weld County, Colorado",1826,1416,1036,1422,986,1449,1184,1655,1301,1447,1783,1612,1612,1764,987,1887,1059
"G0900010","2011","CT",,,"Connecticut","09","Fairfield County","001",,,,,,,,,,,,,,,,,,"05000US09001","Fairfield County, Connecticut",331530,19587,10373,12516,14734,10036,12937,10415,11953,11955,19052,26566,39642,30393,19549,28410,53412,"Fairfield County, Connecticut",3164,2344,1456,1738,1876,1587,2038,1656,1761,1829,2028,2565,3209,2332,1936,2211,2603
"G0900030","2011","CT",,,"Connecticut","09","Hartford County","003",,,,,,,,,,,,,,,,,,"05000US09003","Hartford County, Connecticut",347164,23124,17841,18895,13488,15690,15236,12646,15779,12243,25903,33907,46880,30744,21371,21654,21763,"Hartford County, Connecticut",3242,2402,1868,1920,1721,1969,2040,1708,2190,2036,2370,2205,3176,2710,2177,1805,1924
"G0900050","2011","CT",,,"Connecticut","09","Litchfield County","005",,,,,,,,,,,,,,,,,,"05000US09005","Litchfield County, Connecticut",75386,4484,1895,4224,3103,2695,2563,3145,2902,2839,5406,6987,10285,7287,6277,5905,5389,"Litchfield County, Connecticut",2060,1005,462,945,740,691,567,944,862,706,988,1136,1352,1201,1125,1035,1008
"G0900070","2011","CT",,,"Connecticut","09","Middlesex County","007",,,,,,,,,,,,,,,,,,"05000US09007","Middlesex County, Connecticut",64073,2139,2015,2309,2031,2675,2202,1938,2479,1905,4940,6585,9001,8145,4966,5040,5703,"Middlesex County, Connecticut",1684,741,1069,701,669,816,660,718,795,539,1138,1363,1354,1303,1118,1098,1200
"G0900090","2011","CT",,,"Connecticut","09","New Haven County","009",,,,,,,,,,,,,,,,,,"05000US09009","New Haven County, Connecticut",326523,23520,16643,14913,16291,13482,15269,12859,15600,9589,26408,33811,41310,28734,17960,22416,17718,"New Haven County, Connecticut",4061,2259,2040,2202,1806,2009,1948,1690,2126,1743,2461,2893,2996,2489,1769,1971,1788
"G0900110","2011","CT",,,"Connecticut","09","New London County","011",,,,,,,,,,,,,,,,,,"05000US09011","New London County, Connecticut",108239,4999,5585,4907,4342,4929,4138,3755,5848,4988,7121,10703,16147,11928,5954,8635,4260,"New London County, Connecticut",2067,1162,1340,1233,1014,1165,895,888,1508,1136,1257,1637,2043,1588,1080,1342,868
"G0900130","2011","CT",,,"Connecticut","09","Tolland County","013",,,,,,,,,,,,,,,,,,"05000US09013","Tolland County, Connecticut",53696,2321,2438,2148,1400,1137,1970,1081,1573,2917,3550,4499,9703,7401,4198,4783,2577,"Tolland County, Connecticut",1552,761,1037,839,560,498,682,566,695,1079,835,912,1403,1253,1086,846,772
"G0900150","2011","CT",,,"Connecticut","09","Windham County","015",,,,,,,,,,,,,,,,,,"05000US09015","Windham County, Connecticut",45032,2114,2509,2356,1817,2410,2456,1615,2440,1802,4335,5272,6217,3214,2579,2567,1329,"Windham County, Connecticut",1432,674,748,671,636,787,827,592,804,703,971,1004,1305,789,681,747,519
"G1000010","2011","DE",,,"Delaware","10","Kent County","001",,,,,,,,,,,,,,,,,,"05000US10001","Kent County, Delaware",56799,4217,3585,3203,2118,2198,2626,3168,3218,2913,4614,6442,8521,6381,1988,1054,553,"Kent County, Delaware",1687,1177,951,903,708,850,879,923,984,912,964,1204,1322,1302,703,384,331
"G1000030","2011","DE",,,"Delaware","10","New Castle County","003",,,,,,,,,,,,,,,,,,"05000US10003","New Castle County, Delaware",202188,10875,8306,8453,7769,9014,9239,8680,9125,8417,16377,19896,27913,20062,13132,13160,11770,"New Castle County, Delaware",1757,1453,1276,1632,1297,1719,1411,1738,1400,1394,2069,2356,2723,2430,1605,1607,1584
"G1000050","2011","DE",,,"Delaware","10","Sussex County","005",,,,,,,,,,,,,,,,,,"05000US10005","Sussex County, Delaware",74205,3708,2861,4338,4710,4259,3552,2921,4385,3856,6670,8474,10117,6076,2774,2440,3064,"Sussex County, Delaware",3092,834,674,1098,972,1045,821,754,1018,915,1039,1418,1612,1147,890,704,790
"G1100010","2011","DC",,,"District Of Columbia","11","District of Columbia","001",,,,,,,,,,,,,,,,,,"05000US11001","District of Columbia, District of Columbia",268670,29641,11462,9328,11712,8510,9057,9746,11409,8108,18168,23404,29481,25792,14631,17878,30343,"District of Columbia, District of Columbia",3200,2532,1724,1490,1965,1200,1271,1896,1576,1415,2098,2712,2814,2455,1896,1756,1964
"G1200010","2011","FL",,,"Florida","12","Alachua County","001",,,,,,,,,,,,,,,,,,"05000US12001","Alachua County, Florida",96472,14023,6371,5826,5589,5828,6445,4476,4109,3006,7655,8252,9044,5448,3498,3517,3385,"Alachua County, Florida",2749,2013,1498,1687,1467,1475,1883,1190,1241,961,1377,1620,1562,1087,1173,1080,933
"G1200050","2011","FL",,,"Florida","12","Bay County","005",,,,,,,,,,,,,,,,,,"05000US12005","Bay County, Florida",69884,4186,4121,5212,4413,3785,4058,4981,4803,3176,5870,7902,7672,4206,1185,2559,1755,"Bay County, Florida",4181,1207,1285,1736,1302,1285,1330,1561,1614,972,1630,2106,1708,1249,558,930,1128
"G1200090","2011","FL",,,"Florida","12","Brevard County","009",,,,,,,,,,,,,,,,,,"05000US12009","Brevard County, Florida",216180,16016,10964,12132,13789,15886,12023,11895,11760,10459,18717,22231,23871,15631,6832,8499,5475,"Brevard County, Florida",5176,2166,1771,1876,2031,2231,1749,2086,2045,2177,2440,2836,2465,1910,1371,1582,1168
"G1200110","2011","FL",,,"Florida","12","Broward County","011",,,,,,,,,,,,,,,,,,"05000US12011","Broward County, Florida",668281,51583,40523,40320,42592,39287,34048,33678,31167,25893,53393,65878,74791,46413,28208,33247,27260,"Broward County, Florida",7949,5186,4277,4070,4021,3941,3951,3454,3159,2606,4318,5007,4929,3417,3507,3386,2515
"G1200150","2011","FL",,,"Florida","12","Charlotte County","015",,,,,,,,,,,,,,,,,,"05000US12015","Charlotte County, Florida",68252,3796,4856,4609,4835,5671,3133,6377,3123,3988,5119,7302,7671,3592,1389,1487,1304,"Charlotte County, Florida",3736,1017,1091,1483,1475,1365,1084,1675,967,1200,1189,1817,1991,1399,712,782,1146
"G1200170","2011","FL",,,"Florida","12","Citrus County","017",,,,,,,,,,,,,,,,,,"05000US12017","Citrus County, Florida",60923,5224,4316,4661,6134,6221,4993,2584,3215,2450,5761,3740,5554,2201,990,2107,772,"Citrus County, Florida",2875,1555,1335,1237,1650,1526,1814,1080,1239,816,1380,1271,1419,953,628,1228,684
"G1200190","2011","FL",,,"Florida","12","Clay County","019",,,,,,,,,,,,,,,,,,"05000US12019","Clay County, Florida",66715,4105,2008,3247,3893,3311,2239,3521,4888,2964,6226,6635,9477,6628,2325,2794,2454,"Clay County, Florida",2636,1655,989,1227,1306,1390,823,1169,1548,1036,1468,1919,1932,1923,1179,1435,1417
"G1200210","2011","FL",,,"Florida","12","Collier County","021",,,,,,,,,,,,,,,,,,"05000US12021","Collier County, Florida",123949,6817,7273,5399,7397,8491,6947,5094,6339,7197,11099,12467,11675,9487,4261,4934,9072,"Collier County, Florida",4961,1726,1863,1303,1564,1803,1549,1253,1474,1406,2318,2386,1575,2319,1185,1443,2021
"G1200230","2011","FL",,,"Florida","12","Columbia County","023",,,,,,,,,,,,,,,,,,"05000US12023","Columbia County, Florida",23883,1773,2561,1431,1766,2373,2036,1189,1763,1097,2041,2298,2091,727,655,70,12,"Columbia County, Florida",1678,771,1157,487,831,976,976,600,686,636,964,838,782,480,485,123,25
"G1200310","2011","FL",,,"Florida","12","Duval County","031",,,,,,,,,,,,,,,,,,"05000US12031","Duval County, Florida",329530,31703,20317,16708,20682,17532,20182,21287,13713,14006,26455,33530,36768,22514,14187,8682,11264,"Duval County, Florida",4930,3134,2813,2625,2247,2308,3249,2587,2055,2409,3547,3436,3710,2692,2840,1566,1740
"G1200330","2011","FL",,,"Florida","12","Escambia County","033",,,,,,,,,,,,,,,,,,"05000US12033","Escambia County, Florida",107490,9853,6411,6638,5923,8165,8043,7775,4792,3979,9525,9094,13744,5761,2159,3115,2513,"Escambia County, Florida",3429,1723,1277,1350,1298,1859,1733,1550,1318,1166,1757,1846,2255,1349,834,1024,827
"G1200350","2011","FL",,,"Florida","12","Flagler County","035",,,,,,,,,,,,,,,,,,"05000US12035","Flagler County, Florida",34434,1781,3081,2940,1417,1840,2721,1726,941,1961,2927,4114,3424,3252,938,968,403,"Flagler County, Florida",3568,935,1400,1367,734,1375,1320,924,686,1228,1201,1608,1497,1599,782,543,373
"G1200530","2011","FL",,,"Florida","12","Hernando County","053",,,,,,,,,,,,,,,,,,"05000US12053","Hernando County, Florida",71067,5611,5605,4274,5650,5150,3581,4473,5105,3462,9384,7140,7085,2615,886,532,514,"Hernando County, Florida",2769,1460,1076,1476,1378,1091,986,1178,1344,929,1709,1545,1468,1016,519,460,354
"G1200550","2011","FL",,,"Florida","12","Highlands County","055",,,,,,,,,,,,,,,,,,"05000US12055","Highlands County, Florida",40123,3469,2959,4212,2986,4191,3160,3250,2365,1038,3776,3136,2526,1457,475,484,639,"Highlands County, Florida",2604,959,947,1036,1029,1288,1078,1072,930,520,934,970,791,602,412,337,387
"G1200570","2011","FL",,,"Florida","12","Hillsborough County","057",,,,,,,,,,,,,,,,,,"05000US12057","Hillsborough County, Florida",464379,40807,27245,27583,31654,24725,25425,23846,22877,19684,37800,44721,52330,34495,17797,16992,16398,"Hillsborough County, Florida",7215,3575,3156,2805,3137,2580,3297,2618,2555,2489,3695,3194,3641,3148,2404,1872,1825
"G1200610","2011","FL",,,"Florida","12","Indian River County","061",,,,,,,,,,,,,,,,,,"05000US12061","Indian River County, Florida",57515,3717,4276,4491,4636,4665,3779,3371,2733,1611,4369,4636,5441,3695,1648,1554,2893,"Indian River County, Florida",2836,953,1273,1340,1122,1444,1170,1080,946,619,1136,992,1219,1060,651,536,809
"G1200690","2011","FL",,,"Florida","12","Lake County","069",,,,,,,,,,,,,,,,,,"05000US12069","Lake County, Florida",113539,6870,5515,7945,7692,9276,5828,6290,6765,5972,10906,12531,14614,6668,2115,3361,1191,"Lake County, Florida",4047,1995,1505,1951,1693,2145,1716,1924,1898,1585,2390,2554,2594,1998,792,1268,581
"G1200710","2011","FL",,,"Florida","12","Lee County","071",,,,,,,,,,,,,,,,,,"05000US12071","Lee County, Florida",238389,15237,11978,15685,16522,16604,14073,14433,13905,11819,18444,26805,23828,14545,7976,8960,7575,"Lee County, Florida",6253,2477,1743,2088,2218,2280,1969,2689,2589,1546,2179,2745,2784,2031,1230,2136,1656
"G1200730","2011","FL",,,"Florida","12","Leon County","073",,,,,,,,,,,,,,,,,,"05000US12073","Leon County, Florida",110069,13880,6414,6118,6081,4917,6259,5160,6483,4034,6902,11098,11474,7380,5289,4388,4192,"Leon County, Florida",2642,2272,1429,1575,1510,1205,1314,1426,1529,1394,1411,1706,1971,1601,1480,1216,973
"G1200810","2011","FL",,,"Florida","12","Manatee County","081",,,,,,,,,,,,,,,,,,"05000US12081","Manatee County, Florida",134359,10471,9488,8792,8321,8122,7901,8640,7725,6707,10430,14447,14278,7589,4705,2880,3863,"Manatee County, Florida",3863,1641,1823,1475,1435,1301,1635,1573,1572,1582,1856,2224,2089,1492,1445,843,1122
"G1200830","2011","FL",,,"Florida","12","Marion County","083",,,,,,,,,,,,,,,,,,"05000US12083","Marion County, Florida",133433,8812,10070,12791,8679,10904,12494,9879,6543,7894,9791,11462,13148,4445,2417,2476,1628,"Marion County, Florida",4827,2135,2252,2597,1449,2161,2545,2241,1465,1740,1858,2020,2368,1186,1027,890,684
"G1200850","2011","FL",,,"Florida","12","Martin County","085",,,,,,,,,,,,,,,,,,"05000US12085","Martin County, Florida",59005,3701,4207,2835,3220,3944,2249,2349,3373,3615,4341,5626,7379,4162,1790,2192,4022,"Martin County, Florida",2802,1324,1168,1080,809,1231,737,827,963,1080,1199,1512,1582,913,606,900,1067
"G1200860","2011","FL",,,"Florida","12","Miami-Dade County","086",,,,,,,,,,,,,,,,,,"05000US12086","Miami-Dade County, Florida",818297,88367,61439,55994,60541,52992,44715,40116,37635,32388,59263,72143,78844,48411,25163,29102,31184,"Miami-Dade County, Florida",8547,5377,4639,4197,4930,4267,3559,4123,4084,3026,4068,4080,4867,3824,2997,3457,3596
"G1200870","2011","FL",,,"Florida","12","Monroe County","087",,,,,,,,,,,,,,,,,,"05000US12087","Monroe County, Florida",24735,1786,1973,1157,1430,1130,1201,1183,1190,726,2431,2575,2918,1735,1182,514,1604,"Monroe County, Florida",2077,666,726,476,590,524,568,502,556,417,861,706,667,640,535,318,618
"G1200890","2011","FL",,,"Florida","12","Nassau County","089",,,,,,,,,,,,,,,,,,"05000US12089","Nassau County, Florida",27538,2307,1285,458,1580,945,1271,1188,2155,1928,3021,2795,3855,2319,1018,1021,392,"Nassau County, Florida",1850,931,530,254,808,531,760,527,1106,953,906,784,1022,1004,557,693,470
"G1200910","2011","FL",,,"Florida","12","Okaloosa County","091",,,,,,,,,,,,,,,,,,"05000US12091","Okaloosa County, Florida",70573,3601,4400,4755,3608,3378,4843,4078,3843,3321,5310,8226,7381,6276,2207,2628,2718,"Okaloosa County, Florida",2811,872,1267,1189,874,1010,1131,1114,1092,1228,1167,1621,1758,1483,743,724,745
"G1200950","2011","FL",,,"Florida","12","Orange County","095",,,,,,,,,,,,,,,,,,"05000US12095","Orange County, Florida",415350,32405,24674,27149,28043,28693,25202,22160,20196,20013,35584,41418,43485,24086,13107,14064,15071,"Orange County, Florida",6451,3242,3477,3160,4048,2974,3421,2838,2781,3075,3722,3940,3794,3029,2196,2098,2322
"G1200970","2011","FL",,,"Florida","12","Osceola County","097",,,,,,,,,,,,,,,,,,"05000US12097","Osceola County, Florida",92485,5937,5111,6046,6402,5295,9351,6721,4710,6407,8469,9206,8861,5100,2870,909,1090,"Osceola County, Florida",4186,1626,1503,1829,1993,1946,2173,1902,1348,1817,1769,2109,1957,1571,1103,499,577
"G1200990","2011","FL",,,"Florida","12","Palm Beach County","099",,,,,,,,,,,,,,,,,,"05000US12099","Palm Beach County, Florida",521589,40711,32698,30304,29255,30976,24015,25689,27469,23478,43891,48794,53997,35883,24076,23143,27210,"Palm Beach County, Florida",7286,3320,2970,3017,2804,2817,2367,2590,3161,2940,3507,3838,4333,2878,2498,2477,2340
"G1201010","2011","FL",,,"Florida","12","Pasco County","101",,,,,,,,,,,,,,,,,,"05000US12101","Pasco County, Florida",182321,15132,12918,12971,13718,11465,12990,10152,10509,8765,14600,16907,18881,10821,5332,4527,2633,"Pasco County, Florida",5054,2627,2180,1571,2395,2149,1942,1872,2255,1809,2287,2774,2510,1829,1810,1282,1002
"G1201030","2011","FL",,,"Florida","12","Pinellas County","103",,,,,,,,,,,,,,,,,,"05000US12103","Pinellas County, Florida",392267,34214,23010,27759,29378,23596,24343,19467,21528,17487,33654,36566,38989,25485,13582,10850,12359,"Pinellas County, Florida",6625,2838,2448,2425,2685,2501,2642,2338,2415,2121,3029,3407,3212,2408,1650,1411,1733
