GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,O34E001,O34E002,O34E003,O34E004,O34E005,O34E006,O34E007,O34E008,O34E009,O34E010,O34E011,O34E012,O34E013,O34E014,O34E015,O34E016,O34E017,NAME_M,O34M001,O34M002,O34M003,O34M004,O34M005,O34M006,O34M007,O34M008,O34M009,O34M010,O34M011,O34M012,O34M013,O34M014,O34M015,O34M016,O34M017
"G0600830","2012","CA",,,"California","06","Santa Barbara County","083",,,,,,,,,,,,,,,,,,"05000US06083","Santa Barbara County, California",141639,8954,6502,6138,6059,6923,7062,7196,4377,5009,10645,14781,18778,12650,8908,9536,8121,"Santa Barbara County, California",1840,1389,1174,1108,1082,1137,1478,1423,831,1010,1431,1619,1991,1726,1549,1358,1153
"G0600850","2012","CA",,,"California","06","Santa Clara County","085",,,,,,,,,,,,,,,,,,"05000US06085","Santa Clara County, California",613810,25441,20539,18729,20210,18065,19785,17630,20294,18011,33902,47184,72634,72447,48897,64145,95897,"Santa Clara County, California",2881,2753,2431,2039,2025,2063,2275,2085,2019,2150,2790,2998,3765,3326,2964,3486,3558
"G0600870","2012","CA",,,"California","06","Santa Cruz County","087",,,,,,,,,,,,,,,,,,"05000US06087","Santa Cruz County, California",93253,5422,3532,4660,2963,3749,3201,3412,3447,3243,7954,9285,11320,9021,6478,7117,8449,"Santa Cruz County, California",1926,1346,880,1085,849,1105,771,1064,863,834,1453,1546,1511,1321,1110,1348,1076
"G0600890","2012","CA",,,"California","06","Shasta County","089",,,,,,,,,,,,,,,,,,"05000US06089","Shasta County, California",68165,4168,5398,3719,5061,3589,4064,4447,3263,3519,5453,6523,8195,4773,2083,2354,1556,"Shasta County, California",1837,773,1150,1065,926,845,938,1148,697,798,954,1119,1195,924,600,568,426
"G0600950","2012","CA",,,"California","06","Solano County","095",,,,,,,,,,,,,,,,,,"05000US06095","Solano County, California",141139,7475,7587,6616,5534,5336,6143,5658,6922,4619,10977,16016,19230,14310,8065,9279,7372,"Solano County, California",1964,1264,1289,1213,1046,1196,1125,1098,1340,1006,1589,1881,1885,1611,1238,1284,1225
"G0600970","2012","CA",,,"California","06","Sonoma County","097",,,,,,,,,,,,,,,,,,"05000US06097","Sonoma County, California",184348,8250,6962,8659,10846,8860,7989,7499,9521,8629,15051,17102,23982,18313,11745,10375,10565,"Sonoma County, California",2755,1290,1437,1221,1844,1317,1357,1273,1489,1384,1942,2081,2189,1726,1670,1379,1239
"G0600990","2012","CA",,,"California","06","Stanislaus County","099",,,,,,,,,,,,,,,,,,"05000US06099","Stanislaus County, California",167497,11118,11862,9520,10792,8914,10931,8445,10140,7993,12707,17345,19009,11838,6484,6410,3989,"Stanislaus County, California",1822,1736,1979,1336,1583,1250,1943,1438,1612,1605,1679,1467,2029,1711,1120,1059,753
"G0601010","2012","CA",,,"California","06","Sutter County","101",,,,,,,,,,,,,,,,,,"05000US06101","Sutter County, California",31259,2351,2552,1906,1851,1155,1162,2256,1659,1279,2171,3673,3264,2747,856,1330,1047,"Sutter County, California",652,634,703,546,542,457,476,605,539,458,613,942,789,680,372,533,419
"G0601070","2012","CA",,,"California","06","Tulare County","107",,,,,,,,,,,,,,,,,,"05000US06107","Tulare County, California",132614,10353,11359,10744,9829,7968,8652,6835,7549,5429,11639,11411,10829,7679,6071,4387,1880,"Tulare County, California",1493,1594,1492,1428,1238,1351,1459,1232,1370,946,1776,1670,1458,1668,1208,1153,692
"G0601110","2012","CA",,,"California","06","Ventura County","111",,,,,,,,,,,,,,,,,,"05000US06111","Ventura County, California",267877,8874,10127,9347,12661,8003,11857,10150,9968,9721,20875,28072,38174,27227,17883,22906,22032,"Ventura County, California",1850,1570,1402,1392,1776,1215,1622,1686,1572,1533,2156,2648,2369,2173,1879,2353,1790
"G0601130","2012","CA",,,"California","06","Yolo County","113",,,,,,,,,,,,,,,,,,"05000US06113","Yolo County, California",71568,4628,4217,4495,3411,3892,4194,4588,3223,2717,4703,5081,8915,6290,3637,4189,3388,"Yolo County, California",1351,1048,1174,1310,1015,1009,1044,1220,919,722,1085,1069,1112,1313,947,801,684
"G0601150","2012","CA",,,"California","06","Yuba County","115",,,,,,,,,,,,,,,,,,"05000US06115","Yuba County, California",24842,1546,1905,1779,1620,1608,1499,1224,1627,738,2008,2587,3573,1354,571,993,210,"Yuba County, California",901,538,708,579,666,540,509,626,586,363,662,692,867,564,335,635,205
"G0800010","2012","CO",,,"Colorado","08","Adams County","001",,,,,,,,,,,,,,,,,,"05000US08001","Adams County, Colorado",153605,8437,6887,5906,8045,7494,8395,6878,7437,7131,16408,19455,23367,13516,6539,3903,3807,"Adams County, Colorado",2043,1512,1236,1074,1432,1226,1352,1208,1335,1282,1729,2176,2189,1549,1019,860,594
"G0800050","2012","CO",,,"Colorado","08","Arapahoe County","005",,,,,,,,,,,,,,,,,,"05000US08005","Arapahoe County, Colorado",226527,13278,7611,9070,10987,10839,10441,10056,10687,9615,19659,26548,27078,20856,14424,12512,12866,"Arapahoe County, Colorado",1919,1751,1162,1520,1414,1877,1467,1357,1357,1288,1973,2226,2017,1690,1612,1714,1626
"G0800130","2012","CO",,,"Colorado","08","Boulder County","013",,,,,,,,,,,,,,,,,,"05000US08013","Boulder County, Colorado",121743,8921,5423,4508,5320,4481,3980,4871,4929,4872,7486,11600,13520,11692,9080,11095,9965,"Boulder County, Colorado",1566,1615,1033,1101,1160,895,970,1021,1046,1156,1144,1392,1710,1398,1468,1566,1236
"G0800310","2012","CO",,,"Colorado","08","Denver County","031",,,,,,,,,,,,,,,,,,"05000US08031","Denver County, Colorado",270439,23853,16771,14068,13982,14308,15491,11916,11910,11569,20239,26365,31204,17839,10893,14346,15685,"Denver County, Colorado",2772,2297,2289,1596,2010,1993,1838,1855,1469,1610,2177,2593,2417,2116,1578,2211,1680
"G0800350","2012","CO",,,"Colorado","08","Douglas County","035",,,,,,,,,,,,,,,,,,"05000US08035","Douglas County, Colorado",105044,3640,1545,1694,1722,2545,2689,2233,3757,3239,6074,9989,16033,15311,9469,11513,13591,"Douglas County, Colorado",1285,1219,669,671,536,754,905,726,1002,1013,1067,1433,1719,1596,1282,1467,1510
"G0800410","2012","CO",,,"Colorado","08","El Paso County","041",,,,,,,,,,,,,,,,,,"05000US08041","El Paso County, Colorado",238094,13313,9700,13003,13132,11300,10559,10837,13786,9754,21546,23957,31953,21304,11961,12928,9061,"El Paso County, Colorado",2514,1708,1522,1834,1511,1702,1684,1467,1972,1473,2092,2361,2532,2209,1848,1678,1379
"G0800590","2012","CO",,,"Colorado","08","Jefferson County","059",,,,,,,,,,,,,,,,,,"05000US08059","Jefferson County, Colorado",221457,11513,7988,7629,9404,6892,11775,8966,10530,8940,16641,21551,31455,22896,15726,15443,14108,"Jefferson County, Colorado",2040,1704,1329,1107,1299,1053,1532,1304,1493,1412,1566,1961,2357,2160,1721,1625,1271
"G0800690","2012","CO",,,"Colorado","08","Larimer County","069",,,,,,,,,,,,,,,,,,"05000US08069","Larimer County, Colorado",124031,6936,5903,7121,8031,5243,6664,6138,5687,4687,9741,11610,18068,10133,6502,6670,4897,"Larimer County, Colorado",1979,1392,1193,1469,1584,1320,1223,1133,1067,1169,1581,1589,1802,1547,1115,1282,1054
"G0800770","2012","CO",,,"Colorado","08","Mesa County","077",,,,,,,,,,,,,,,,,,"05000US08077","Mesa County, Colorado",58779,4243,3229,3181,3289,3319,3930,4255,3504,2888,4355,6376,6819,3774,1545,2394,1678,"Mesa County, Colorado",1370,1169,777,898,788,952,1097,1215,1039,864,974,1325,1580,1017,622,781,587
"G0801010","2012","CO",,,"Colorado","08","Pueblo County","101",,,,,,,,,,,,,,,,,,"05000US08101","Pueblo County, Colorado",62388,6038,3387,4609,4105,4594,3606,3881,3124,3926,5050,6374,6774,3450,1589,1217,664,"Pueblo County, Colorado",1454,1080,736,872,801,857,859,915,845,868,930,844,1156,725,428,423,277
"G0801230","2012","CO",,,"Colorado","08","Weld County","123",,,,,,,,,,,,,,,,,,"05000US08123","Weld County, Colorado",92447,5547,4658,3766,4691,4342,5158,4722,4299,4527,7492,10530,14083,7938,3989,3309,3396,"Weld County, Colorado",1409,1102,979,870,1036,895,1186,1162,989,869,983,1295,1498,1188,1032,690,827
"G0900010","2012","CT",,,"Connecticut","09","Fairfield County","001",,,,,,,,,,,,,,,,,,"05000US09001","Fairfield County, Connecticut",334255,17707,12595,10317,13536,12170,10735,10468,11255,9271,21414,29169,35925,31583,24377,27360,56373,"Fairfield County, Connecticut",2816,2017,1346,1426,1865,1682,1493,1573,1550,1571,2454,2674,2486,2436,2387,2400,3170
"G0900030","2012","CT",,,"Connecticut","09","Hartford County","003",,,,,,,,,,,,,,,,,,"05000US09003","Hartford County, Connecticut",346726,25240,18280,12350,17014,16147,12744,12924,12249,11605,24783,36084,46979,34944,20103,22965,22315,"Hartford County, Connecticut",2728,2576,2178,1686,1755,1957,1541,1655,1526,1406,2165,3048,2345,2675,1979,2125,1845
"G0900050","2012","CT",,,"Connecticut","09","Litchfield County","005",,,,,,,,,,,,,,,,,,"05000US09005","Litchfield County, Connecticut",75593,3000,2849,3148,2493,2621,3129,3895,3101,2943,6379,7935,10741,9255,5325,4974,3805,"Litchfield County, Connecticut",1618,773,746,744,750,733,812,827,690,606,1059,1553,1474,1231,987,995,860
"G0900070","2012","CT",,,"Connecticut","09","Middlesex County","007",,,,,,,,,,,,,,,,,,"05000US09007","Middlesex County, Connecticut",67386,2238,2499,2792,3063,2110,2019,1635,2107,2033,5403,7976,9273,7587,5160,5612,5879,"Middlesex County, Connecticut",1582,731,702,682,747,657,639,597,715,697,1104,1380,1315,1305,986,1120,1150
"G0900090","2012","CT",,,"Connecticut","09","New Haven County","009",,,,,,,,,,,,,,,,,,"05000US09009","New Haven County, Connecticut",330054,22833,18224,18051,15723,14573,14858,13642,13963,11919,22620,31242,41149,30894,20224,22221,17918,"New Haven County, Connecticut",3472,2163,2061,2236,2090,1863,1977,1845,1868,1518,2156,2689,2612,2458,2341,2209,1951
"G0900110","2012","CT",,,"Connecticut","09","New London County","011",,,,,,,,,,,,,,,,,,"05000US09011","New London County, Connecticut",105801,4336,4682,4463,4541,4835,5177,4318,4143,3776,8168,10148,14553,11972,6748,8573,5368,"New London County, Connecticut",2526,1087,1134,1173,1074,997,1091,967,924,768,1363,1470,1603,1563,1015,1229,942
"G0900130","2012","CT",,,"Connecticut","09","Tolland County","013",,,,,,,,,,,,,,,,,,"05000US09013","Tolland County, Connecticut",54830,1932,1023,2006,2263,2262,2028,2051,2126,2029,4403,5216,7514,6286,5410,4827,3454,"Tolland County, Connecticut",1379,571,591,684,713,691,820,754,848,781,1014,973,1186,1199,876,1129,824
"G0900150","2012","CT",,,"Connecticut","09","Windham County","015",,,,,,,,,,,,,,,,,,"05000US09015","Windham County, Connecticut",43167,2808,2098,1950,1966,1598,1701,2671,2734,1591,4182,4020,6646,3926,2576,1629,1071,"Windham County, Connecticut",1526,740,683,682,682,592,616,762,856,720,1008,817,1107,914,761,488,410
"G1000010","2012","DE",,,"Delaware","10","Kent County","001",,,,,,,,,,,,,,,,,,"05000US10001","Kent County, Delaware",59499,2708,2926,2612,3600,3512,2959,2803,3485,2423,5690,5910,8782,5827,2764,2143,1355,"Kent County, Delaware",1441,708,717,663,1020,1072,718,888,883,856,1166,1108,1535,1404,893,866,639
"G1000030","2012","DE",,,"Delaware","10","New Castle County","003",,,,,,,,,,,,,,,,,,"05000US10003","New Castle County, Delaware",202814,12092,7306,7995,8799,8176,9248,7436,10981,6817,17795,22424,27830,21679,11404,12004,10828,"New Castle County, Delaware",1771,1617,1387,1491,1504,1253,1509,1247,1480,1174,2169,2476,2384,2324,1361,1748,1054
"G1000050","2012","DE",,,"Delaware","10","Sussex County","005",,,,,,,,,,,,,,,,,,"05000US10005","Sussex County, Delaware",77995,4451,4647,4231,5582,4696,4208,4031,4628,2784,5616,8437,10504,6268,3244,2458,2210,"Sussex County, Delaware",2432,1016,1124,908,1170,1106,992,816,1046,650,944,1115,1182,815,704,659,562
"G1100010","2012","DC",,,"District Of Columbia","11","District of Columbia","001",,,,,,,,,,,,,,,,,,"05000US11001","District of Columbia, District of Columbia",266662,27616,11798,9977,10472,9779,9656,10143,10201,8752,14624,21466,27005,26297,15586,20977,32313,"District of Columbia, District of Columbia",3138,2593,1470,1431,1557,1669,1557,1713,1505,1499,1923,2225,2384,2405,1877,2304,2175
"G1200010","2012","FL",,,"Florida","12","Alachua County","001",,,,,,,,,,,,,,,,,,"05000US12001","Alachua County, Florida",93245,14131,5892,5300,6522,5911,4633,2858,3592,3423,6807,7676,10133,6313,3414,2879,3761,"Alachua County, Florida",3063,1968,1324,1206,1536,1152,1164,821,941,752,1274,1436,1559,1256,1029,763,892
"G1200050","2012","FL",,,"Florida","12","Bay County","005",,,,,,,,,,,,,,,,,,"05000US12005","Bay County, Florida",68653,5063,4064,3528,5278,3863,3462,3734,4732,2651,6387,7775,8452,3674,2932,1742,1316,"Bay County, Florida",2566,1061,992,815,1233,1035,813,928,1290,780,1132,1263,1420,784,812,595,537
"G1200090","2012","FL",,,"Florida","12","Brevard County","009",,,,,,,,,,,,,,,,,,"05000US12009","Brevard County, Florida",218094,15450,13179,15777,12184,13800,13545,13892,8949,9595,18332,22229,23761,15664,8144,8004,5589,"Brevard County, Florida",3811,2111,1845,2093,1664,2012,1885,2418,1510,1536,2050,2239,2151,1837,1121,1418,1077
"G1200110","2012","FL",,,"Florida","12","Broward County","011",,,,,,,,,,,,,,,,,,"05000US12011","Broward County, Florida",663905,49633,36783,35690,37574,35351,35729,35566,37016,29824,49268,68064,74493,52266,29636,29777,27235,"Broward County, Florida",7495,3769,3396,3075,3475,3099,3117,2777,3566,3094,3366,4451,4815,4359,3330,2385,2334
"G1200150","2012","FL",,,"Florida","12","Charlotte County","015",,,,,,,,,,,,,,,,,,"05000US12015","Charlotte County, Florida",71811,5232,3380,4220,5155,4944,5310,3808,3626,3726,6954,9070,8656,3872,1753,895,1210,"Charlotte County, Florida",2736,1377,995,976,1050,1173,975,775,852,879,1321,1686,1471,789,769,644,492
"G1200170","2012","FL",,,"Florida","12","Citrus County","017",,,,,,,,,,,,,,,,,,"05000US12017","Citrus County, Florida",58640,4825,3496,3556,6235,3815,4240,3735,3609,3547,5251,6028,4990,2114,1821,478,900,"Citrus County, Florida",2729,1260,962,799,1217,1007,1318,963,1053,1085,987,1365,1108,688,712,327,433
"G1200190","2012","FL",,,"Florida","12","Clay County","019",,,,,,,,,,,,,,,,,,"05000US12019","Clay County, Florida",66918,2935,3596,2069,3695,3714,4482,3636,3825,3392,4662,6462,10894,5503,3230,2761,2062,"Clay County, Florida",1985,1070,1488,639,1128,1168,1692,967,1113,1189,1162,1470,2137,1187,1151,888,650
"G1200210","2012","FL",,,"Florida","12","Collier County","021",,,,,,,,,,,,,,,,,,"05000US12021","Collier County, Florida",123714,6520,5492,5221,7725,7937,7615,5096,6681,4931,10212,10988,16259,7312,6632,5855,9238,"Collier County, Florida",3654,1347,1289,1145,1620,1611,1363,1125,1465,1346,1762,1450,2177,1244,1436,1366,1156
"G1200230","2012","FL",,,"Florida","12","Columbia County","023",,,,,,,,,,,,,,,,,,"05000US12023","Columbia County, Florida",22636,2020,1102,1591,2792,1777,1632,1528,1145,1153,1390,2235,2348,731,420,447,325,"Columbia County, Florida",1411,716,448,591,777,801,480,570,529,471,460,658,710,378,298,289,259
"G1200310","2012","FL",,,"Florida","12","Duval County","031",,,,,,,,,,,,,,,,,,"05000US12031","Duval County, Florida",328225,29854,21898,22288,22228,17567,19659,17305,17738,13339,26819,33922,33069,21356,11774,11621,7788,"Duval County, Florida",4877,2928,2528,2779,2547,2160,2641,2315,2039,1781,2675,3007,2877,2637,1752,2060,1528
"G1200330","2012","FL",,,"Florida","12","Escambia County","033",,,,,,,,,,,,,,,,,,"05000US12033","Escambia County, Florida",114077,8448,8288,8123,7202,6819,6921,5765,5460,6044,10575,13062,13423,6803,2971,2477,1696,"Escambia County, Florida",2970,1339,1246,1601,1252,1395,1191,1177,1011,1414,1722,1825,1689,1289,675,723,502
"G1200350","2012","FL",,,"Florida","12","Flagler County","035",,,,,,,,,,,,,,,,,,"05000US12035","Flagler County, Florida",36358,1645,2493,2787,2675,2218,1917,3047,2651,2240,3169,3187,3247,2095,1107,992,888,"Flagler County, Florida",1803,577,956,806,739,756,671,970,706,726,829,878,841,737,497,437,435
"G1200530","2012","FL",,,"Florida","12","Hernando County","053",,,,,,,,,,,,,,,,,,"05000US12053","Hernando County, Florida",69222,6002,4811,5703,6124,5495,5099,3865,4479,3821,6060,6374,6468,2580,839,580,922,"Hernando County, Florida",2344,1275,1001,1210,1134,952,1056,901,906,915,974,1135,1132,664,395,353,449
"G1200550","2012","FL",,,"Florida","12","Highlands County","055",,,,,,,,,,,,,,,,,,"05000US12055","Highlands County, Florida",39112,4624,3093,3469,2389,3300,2860,2650,2187,1434,3126,3531,3429,1349,1065,279,327,"Highlands County, Florida",2029,1084,766,818,790,923,823,804,796,553,868,888,784,504,495,197,204
"G1200570","2012","FL",,,"Florida","12","Hillsborough County","057",,,,,,,,,,,,,,,,,,"05000US12057","Hillsborough County, Florida",477259,39456,29396,29796,29151,26885,28078,24847,25203,20209,38177,45372,50468,32240,19142,18110,20729,"Hillsborough County, Florida",5230,2641,2457,2627,2517,2290,2883,2441,2620,1960,3241,3549,3105,2527,1995,1909,1863
"G1200610","2012","FL",,,"Florida","12","Indian River County","061",,,,,,,,,,,,,,,,,,"05000US12061","Indian River County, Florida",58950,5115,3170,6035,4990,3577,2744,3618,2486,2780,3568,6046,5504,3150,1635,1656,2876,"Indian River County, Florida",2239,1201,965,1228,1177,1089,858,1021,769,834,923,1130,1065,930,501,602,816
"G1200690","2012","FL",,,"Florida","12","Lake County","069",,,,,,,,,,,,,,,,,,"05000US12069","Lake County, Florida",115026,8276,9062,8063,7655,7623,6466,8611,6457,5044,8599,11074,12037,8688,2468,2942,1961,"Lake County, Florida",3317,1571,1804,1676,1687,1270,1119,1823,1239,1108,1480,1764,2417,1881,762,1089,613
"G1200710","2012","FL",,,"Florida","12","Lee County","071",,,,,,,,,,,,,,,,,,"05000US12071","Lee County, Florida",245100,16872,12518,15306,15445,14648,15942,14363,13707,12387,22496,26349,25592,14766,8567,7203,8939,"Lee County, Florida",5049,2055,1798,1897,1907,1846,1824,1913,1739,1815,2232,2445,2125,1755,1392,1276,1306
"G1200730","2012","FL",,,"Florida","12","Leon County","073",,,,,,,,,,,,,,,,,,"05000US12073","Leon County, Florida",108915,12439,7069,6255,5271,6058,6534,3829,5901,4319,8105,10203,12466,8910,3975,3710,3871,"Leon County, Florida",2540,1945,1626,1413,1115,1354,1534,972,1256,877,1362,1340,1823,1377,937,807,770
"G1200810","2012","FL",,,"Florida","12","Manatee County","081",,,,,,,,,,,,,,,,,,"05000US12081","Manatee County, Florida",130382,7667,9342,6281,10177,9331,7289,6472,5854,5207,11695,12257,14971,8139,4875,5516,5309,"Manatee County, Florida",3263,1323,1544,1232,1552,1536,1186,1093,1120,963,1619,1821,1975,1251,811,1282,1006
"G1200830","2012","FL",,,"Florida","12","Marion County","083",,,,,,,,,,,,,,,,,,"05000US12083","Marion County, Florida",133910,10861,11080,9228,11727,9790,9608,9031,7572,5700,12582,12362,11826,5979,2712,1553,2299,"Marion County, Florida",2873,1813,2143,1713,1846,1678,1464,1943,1361,1277,2199,2309,1967,1383,1059,558,765
"G1200850","2012","FL",,,"Florida","12","Martin County","085",,,,,,,,,,,,,,,,,,"05000US12085","Martin County, Florida",60783,3906,4091,4981,3432,3458,4084,3874,2645,3134,3891,5502,4775,3976,2015,3146,3873,"Martin County, Florida",2347,1106,908,1200,804,773,1053,1067,634,811,869,983,777,961,599,824,869
"G1200860","2012","FL",,,"Florida","12","Miami-Dade County","086",,,,,,,,,,,,,,,,,,"05000US12086","Miami-Dade County, Florida",838772,96871,53440,58225,57224,44912,51003,43470,40298,35067,60698,73491,80537,55457,24229,26759,37091,"Miami-Dade County, Florida",6288,4912,3742,4041,3446,3093,3186,3138,3131,3010,4019,4416,4313,3803,2381,2307,2377
"G1200870","2012","FL",,,"Florida","12","Monroe County","087",,,,,,,,,,,,,,,,,,"05000US12087","Monroe County, Florida",29241,2137,1601,1445,1598,1730,1328,1383,1261,1103,2554,2814,2944,2554,1435,1049,2305,"Monroe County, Florida",1836,715,647,566,583,622,443,533,406,494,741,661,812,735,505,397,705
"G1200890","2012","FL",,,"Florida","12","Nassau County","089",,,,,,,,,,,,,,,,,,"05000US12089","Nassau County, Florida",27334,2269,1374,1022,662,1418,1725,1066,1659,1344,2324,2461,3786,2760,1213,1337,914,"Nassau County, Florida",1887,931,618,578,368,585,553,578,803,524,717,894,864,922,523,685,519
"G1200910","2012","FL",,,"Florida","12","Okaloosa County","091",,,,,,,,,,,,,,,,,,"05000US12091","Okaloosa County, Florida",75099,5572,2979,3889,3071,3844,4886,4311,3132,3455,6714,9114,10109,5349,3663,2937,2074,"Okaloosa County, Florida",2175,1326,1017,1007,848,927,1110,1060,946,827,1270,1459,1351,947,947,853,566
"G1200950","2012","FL",,,"Florida","12","Orange County","095",,,,,,,,,,,,,,,,,,"05000US12095","Orange County, Florida",423987,33208,24571,26710,27022,28957,25571,21786,21346,17847,35741,41363,46075,28005,15259,15385,15141,"Orange County, Florida",5577,3581,2937,2960,2535,3176,2731,2552,2666,2361,3160,3645,4012,2818,2092,2469,2056
"G1200970","2012","FL",,,"Florida","12","Osceola County","097",,,,,,,,,,,,,,,,,,"05000US12097","Osceola County, Florida",90822,6326,6283,6084,6174,6413,4757,5181,7147,4787,8819,9712,9463,4509,2672,1114,1381,"Osceola County, Florida",3627,1747,1460,1520,1493,1560,1058,1340,1983,1375,1813,1814,1511,1173,1096,598,481
"G1200990","2012","FL",,,"Florida","12","Palm Beach County","099",,,,,,,,,,,,,,,,,,"05000US12099","Palm Beach County, Florida",522201,33666,28068,30970,30632,29326,30017,25568,25088,20686,42547,50576,53894,42292,25468,22085,31318,"Palm Beach County, Florida",5884,2576,2479,2632,2635,2454,2403,2280,2834,1974,2592,3172,3341,2845,2279,1957,2382
"G1201010","2012","FL",,,"Florida","12","Pasco County","101",,,,,,,,,,,,,,,,,,"05000US12101","Pasco County, Florida",180612,11855,12207,13116,13406,11121,10627,11200,11505,8988,15023,16915,19373,11349,5246,5252,3429,"Pasco County, Florida",3480,1300,1565,1547,1636,1339,1430,1387,1867,1389,1724,1682,1961,1562,962,992,1042
"G1201030","2012","FL",,,"Florida","12","Pinellas County","103",,,,,,,,,,,,,,,,,,"05000US12103","Pinellas County, Florida",404856,30093,25321,24935,26360,27157,25440,20755,22632,18013,32795,39657,40716,29116,14420,13134,14312,"Pinellas County, Florida",4893,3002,2312,2262,2315,2553,2843,2190,2308,1958,2604,2926,2869,2806,2105,1702,1497
