GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,ALAJE001,ALAJE002,ALAJE003,ALAJE004,ALAJE005,ALAJE006,ALAJE007,ALAJE008,ALAJE009,ALAJE010,ALAJE011,ALAJE012,ALAJE013,ALAJE014,ALAJE015,ALAJE016,ALAJE017,NAME_M,ALAJM001,ALAJM002,ALAJM003,ALAJM004,ALAJM005,ALAJM006,ALAJM007,ALAJM008,ALAJM009,ALAJM010,ALAJM011,ALAJM012,ALAJM013,ALAJM014,ALAJM015,ALAJM016,ALAJM017
"G0600730","2019","CA",,,"California","06","San Diego County","073",,,,,,,,,,,,,,,,,,"05000US06073","San Diego County, California",1132434,46120,36978,32516,35411,35697,35755,35887,38341,37225,73373,99584,151966,121542,91619,110173,150247,"San Diego County, California",6683,3974,2941,3309,3476,3730,3810,3022,3638,3222,5756,5421,7478,6652,5149,4520,6002
"G0600750","2019","CA",,,"California","06","San Francisco County","075",,,,,,,,,,,,,,,,,,"05000US06075","San Francisco County, California",365851,14708,18563,10009,7580,9188,6332,7543,7825,5911,14080,23206,29852,28985,25958,43690,112421,"San Francisco County, California",4759,2130,2770,1758,1620,1982,1458,1487,1747,1349,1796,2573,2881,2699,2558,2746,4519
"G0600770","2019","CA",,,"California","06","San Joaquin County","077",,,,,,,,,,,,,,,,,,"05000US06077","San Joaquin County, California",230241,10304,7429,9002,9361,9267,10183,7930,8138,9466,17994,25455,28245,22999,15798,20782,17888,"San Joaquin County, California",2816,1713,1464,1707,1861,1559,1754,1599,1769,1711,2109,2962,2644,2088,1983,2078,2292
"G0600790","2019","CA",,,"California","06","San Luis Obispo County","079",,,,,,,,,,,,,,,,,,"05000US06079","San Luis Obispo County, California",106512,4565,3501,3956,3685,2872,5114,3822,4773,4080,6862,8439,14436,12213,7987,10442,9765,"San Luis Obispo County, California",2641,1118,1052,1344,1213,767,1204,1039,1327,1283,1453,1493,1994,2130,1472,1841,1439
"G0600810","2019","CA",,,"California","06","San Mateo County","081",,,,,,,,,,,,,,,,,,"05000US06081","San Mateo County, California",265003,5991,5156,5716,5239,4448,4935,5652,6093,5226,9274,17826,22967,25253,19493,33600,88134,"San Mateo County, California",2718,1289,1477,1445,1239,1059,1077,1382,1584,1217,1579,2380,2542,2679,2440,3040,3912
"G0600830","2019","CA",,,"California","06","Santa Barbara County","083",,,,,,,,,,,,,,,,,,"05000US06083","Santa Barbara County, California",146466,7692,4196,5315,4103,2924,5236,6720,6217,5605,9684,14920,18347,14235,10707,10682,19883,"Santa Barbara County, California",2271,1490,1008,1254,1148,870,1055,1549,1347,1536,1457,2447,2085,1833,1751,1481,2010
"G0600850","2019","CA",,,"California","06","Santa Clara County","085",,,,,,,,,,,,,,,,,,"05000US06085","Santa Clara County, California",643637,15900,14760,11376,11703,12610,14817,13584,11966,12298,26984,42792,60495,57858,48078,85023,203393,"Santa Clara County, California",4477,2072,2097,2130,1739,2155,2425,2059,1740,1934,2574,3589,3890,3425,3638,4017,5351
"G0600870","2019","CA",,,"California","06","Santa Cruz County","087",,,,,,,,,,,,,,,,,,"05000US06087","Santa Cruz County, California",97710,2887,3322,3895,3188,3743,2497,3502,3341,2765,4599,7176,11953,9400,8375,10155,16912,"Santa Cruz County, California",2076,918,1240,1206,1190,1175,879,1108,1350,792,1177,1596,2164,1475,1248,1649,1932
"G0600890","2019","CA",,,"California","06","Shasta County","089",,,,,,,,,,,,,,,,,,"05000US06089","Shasta County, California",72714,3582,4316,3898,4102,2591,2583,3634,3083,2331,4250,7483,10531,6007,4628,5770,3925,"Shasta County, California",1501,977,1176,1109,1267,705,837,921,786,680,1000,1198,1579,1151,1002,883,962
"G0600950","2019","CA",,,"California","06","Solano County","095",,,,,,,,,,,,,,,,,,"05000US06095","Solano County, California",150393,6592,3250,3266,3184,4948,4507,4657,5247,4639,9125,14974,23470,17066,13821,16436,15211,"Solano County, California",1826,1677,903,911,867,1196,1316,1228,1129,1054,1609,2557,2806,2244,2083,1819,1649
"G0600970","2019","CA",,,"California","06","Sonoma County","097",,,,,,,,,,,,,,,,,,"05000US06097","Sonoma County, California",190689,5502,5102,3524,4441,5172,7285,3958,7919,5796,12965,17682,29719,19689,16127,20487,25321,"Sonoma County, California",2478,1224,1377,1090,1218,1276,1579,1018,1683,1303,2034,2455,2879,2382,1934,2623,2091
"G0600990","2019","CA",,,"California","06","Stanislaus County","099",,,,,,,,,,,,,,,,,,"05000US06099","Stanislaus County, California",174698,8280,6863,6133,7558,8919,7461,7613,8821,6659,13737,19080,24184,17458,12153,10608,9171,"Stanislaus County, California",2116,1655,1378,1522,1566,1743,1534,1478,2018,1262,1991,2403,2338,2189,1750,1726,1468
"G0601010","2019","CA",,,"California","06","Sutter County","101",,,,,,,,,,,,,,,,,,"05000US06101","Sutter County, California",33039,1166,1714,1257,1440,1228,2005,1718,1196,1190,2325,3811,3881,2915,1771,3130,2292,"Sutter County, California",731,487,754,624,638,628,821,823,553,579,806,1014,1008,915,591,947,716
"G0601030","2019","CA",,,"California","06","Tehama County","103",,,,,,,,,,,,,,,,,,"05000US06103","Tehama County, California",25310,2380,1020,1520,1783,1555,798,1020,1038,1298,1010,2625,3064,2021,853,2492,833,"Tehama County, California",1013,1019,544,726,1033,899,560,716,682,801,555,1023,951,874,409,1046,431
"G0601070","2019","CA",,,"California","06","Tulare County","107",,,,,,,,,,,,,,,,,,"05000US06107","Tulare County, California",144109,8059,6007,6037,7477,8091,6775,7045,7796,5361,12629,14312,19550,11229,8546,10338,4857,"Tulare County, California",1768,1631,1576,1495,1606,2137,1692,1657,1805,1226,2380,2592,3211,2020,1863,2205,897
"G0601110","2019","CA",,,"California","06","Ventura County","111",,,,,,,,,,,,,,,,,,"05000US06111","Ventura County, California",268524,8133,5613,6649,6780,6898,7622,8177,9230,7663,13191,23974,40415,32223,22552,31873,37531,"Ventura County, California",3070,1641,1452,1062,1365,1412,1525,1610,1686,1315,1709,2590,2894,2908,2345,2732,2361
"G0601130","2019","CA",,,"California","06","Yolo County","113",,,,,,,,,,,,,,,,,,"05000US06113","Yolo County, California",76075,5475,3781,1819,2555,2486,2566,1792,2456,2385,7435,6981,7898,6644,6029,7174,8599,"Yolo County, California",1259,1268,1105,655,1054,899,959,729,1019,878,2066,1286,1353,1148,1263,1215,1291
"G0601150","2019","CA",,,"California","06","Yuba County","115",,,,,,,,,,,,,,,,,,"05000US06115","Yuba County, California",26827,2778,1104,862,871,866,1250,1327,1088,1000,2513,3147,3062,3296,615,1584,1464,"Yuba County, California",921,1101,550,441,455,523,613,799,665,543,929,1183,857,890,402,629,693
"G0800010","2019","CO",,,"Colorado","08","Adams County","001",,,,,,,,,,,,,,,,,,"05000US08001","Adams County, Colorado",171977,6243,4587,3956,6550,5364,6352,5813,7222,7218,13949,17636,27849,19206,12498,16219,11315,"Adams County, Colorado",1803,1415,1125,1086,1307,1461,1531,1292,1675,1705,1878,2210,2757,2126,1598,1942,1528
"G0800050","2019","CO",,,"Colorado","08","Arapahoe County","005",,,,,,,,,,,,,,,,,,"05000US08005","Arapahoe County, Colorado",246302,9304,4653,3499,6920,6692,7306,7546,10128,9885,21010,25863,33268,27946,19508,25146,27628,"Arapahoe County, Colorado",1972,1858,1207,1009,1542,1227,1528,1306,1849,2058,2254,2206,2442,2550,2163,2264,2360
"G0800130","2019","CO",,,"Colorado","08","Boulder County","013",,,,,,,,,,,,,,,,,,"05000US08013","Boulder County, Colorado",131854,7674,3423,4188,3515,3631,2996,4366,3718,3724,6391,12962,18061,13421,8946,13852,20986,"Boulder County, Colorado",2047,1387,1021,1127,1047,845,955,1148,970,875,1109,1881,1922,1844,1193,1715,1902
"G0800140","2019","CO",,,"Colorado","08","Broomfield County","014",,,,,,,,,,,,,,,,,,"05000US08014","Broomfield County, Colorado",28062,493,277,62,531,160,907,357,884,867,1507,2352,4140,2709,2861,4653,5302,"Broomfield County, Colorado",748,292,203,74,257,135,443,262,414,428,601,622,823,737,643,1120,964
"G0800310","2019","CO",,,"Colorado","08","Denver County","031",,,,,,,,,,,,,,,,,,"05000US08031","Denver County, Colorado",318445,17500,11322,8842,12198,10152,11812,11616,10187,9459,21969,32570,39635,33379,23651,26937,37216,"Denver County, Colorado",3441,2757,1906,1867,2200,1969,2257,2071,1938,1819,2910,3525,3187,3080,2586,2573,2503
"G0800350","2019","CO",,,"Colorado","08","Douglas County","035",,,,,,,,,,,,,,,,,,"05000US08035","Douglas County, Colorado",127476,2128,1037,1413,1700,2599,3008,2024,1485,2478,4500,9452,16672,16714,14373,21019,26874,"Douglas County, Colorado",1510,777,621,645,693,809,1047,707,488,794,958,1565,2541,1839,1523,2124,2170
"G0800410","2019","CO",,,"Colorado","08","El Paso County","041",,,,,,,,,,,,,,,,,,"05000US08041","El Paso County, Colorado",265798,11707,7386,7192,9493,8386,10962,11938,9380,9176,20283,31684,39172,29243,17013,22619,20164,"El Paso County, Colorado",2654,2021,1371,1431,1905,1550,1757,1952,1454,1638,2376,3152,3895,2589,1993,2160,2180
"G0800590","2019","CO",,,"Colorado","08","Jefferson County","059",,,,,,,,,,,,,,,,,,"05000US08059","Jefferson County, Colorado",236496,8076,3781,5406,6464,5652,7229,8768,5804,7578,16009,24712,30235,28509,21402,24847,32024,"Jefferson County, Colorado",1962,1261,915,1012,1257,1486,1498,1617,1127,1485,1905,2373,2400,2217,1986,2068,2089
"G0800690","2019","CO",,,"Colorado","08","Larimer County","069",,,,,,,,,,,,,,,,,,"05000US08069","Larimer County, Colorado",146638,7395,4685,4929,5793,4090,4749,3840,5357,5817,9406,17041,20949,14847,9807,14050,13883,"Larimer County, Colorado",1931,1446,1160,1264,1899,1139,1010,901,1220,1492,1623,2210,2312,2031,1755,2193,1802
"G0800770","2019","CO",,,"Colorado","08","Mesa County","077",,,,,,,,,,,,,,,,,,"05000US08077","Mesa County, Colorado",63644,3609,2685,2540,2360,2118,3064,2731,3509,3428,5428,8334,7957,6772,2773,3192,3144,"Mesa County, Colorado",1525,1107,1088,1026,685,692,980,771,1194,1106,1513,1535,1589,1651,730,899,951
"G0801010","2019","CO",,,"Colorado","08","Pueblo County","101",,,,,,,,,,,,,,,,,,"05000US08101","Pueblo County, Colorado",66111,5174,4175,3117,3418,3287,3658,3407,3799,2623,4432,7170,9311,5750,2536,2537,1717,"Pueblo County, Colorado",1293,996,1280,794,882,813,1057,911,909,833,964,1124,1213,1082,630,647,451
"G0801230","2019","CO",,,"Colorado","08","Weld County","123",,,,,,,,,,,,,,,,,,"05000US08123","Weld County, Colorado",111298,3933,3267,2805,4985,3115,4034,3817,4397,2652,8234,11197,15908,13626,11348,10380,7600,"Weld County, Colorado",1402,925,768,856,1295,723,1120,1047,1034,697,1597,1711,2119,1611,1952,1309,969
"G0900010","2019","CT",,,"Connecticut","09","Fairfield County","001",,,,,,,,,,,,,,,,,,"05000US09001","Fairfield County, Connecticut",340557,14141,11168,8258,12787,8225,8135,11116,9007,9276,16701,29043,35139,29453,23876,36748,77484,"Fairfield County, Connecticut",3374,2028,2154,1807,2186,1599,1572,1711,1682,1707,2360,2894,3070,2413,2212,3076,3310
"G0900030","2019","CT",,,"Connecticut","09","Hartford County","003",,,,,,,,,,,,,,,,,,"05000US09003","Hartford County, Connecticut",353234,22812,13196,10799,13841,10962,13640,11345,12604,11191,23207,32076,45538,35424,27038,33211,36350,"Hartford County, Connecticut",3169,2696,2510,1957,1989,1677,2324,1805,1750,1676,2443,3027,3188,3040,2764,2988,2441
"G0900050","2019","CT",,,"Connecticut","09","Litchfield County","005",,,,,,,,,,,,,,,,,,"05000US09005","Litchfield County, Connecticut",73969,2141,2544,1766,2414,3193,2005,1900,2900,2695,5284,7467,9491,8576,4636,8371,8586,"Litchfield County, Connecticut",2002,640,777,708,675,1070,761,577,915,782,1284,1274,1624,1321,1013,1332,1267
"G0900070","2019","CT",,,"Connecticut","09","Middlesex County","007",,,,,,,,,,,,,,,,,,"05000US09007","Middlesex County, Connecticut",66884,3653,1870,2475,2734,2870,2134,2351,2157,1883,4869,5967,7424,6158,5540,7454,7345,"Middlesex County, Connecticut",2293,1075,809,939,961,945,947,867,910,574,1036,1364,1354,1129,1291,1246,1566
"G0900090","2019","CT",,,"Connecticut","09","New Haven County","009",,,,,,,,,,,,,,,,,,"05000US09009","New Haven County, Connecticut",329006,20118,14613,15249,15335,12476,13188,11395,12149,10504,21489,28585,41480,31329,22518,27620,30958,"New Haven County, Connecticut",3626,2541,2667,2471,2240,2233,2011,2132,2092,1604,2892,3037,3168,2890,2559,2958,2562
"G0900110","2019","CT",,,"Connecticut","09","New London County","011",,,,,,,,,,,,,,,,,,"05000US09011","New London County, Connecticut",109752,4270,2523,2742,4687,4403,4035,4190,4732,3991,7733,11216,15663,11540,8566,8787,10674,"New London County, Connecticut",1830,1289,795,880,1338,1253,981,1072,1220,1108,1353,1601,1583,1482,1765,1441,1373
"G0900130","2019","CT",,,"Connecticut","09","Tolland County","013",,,,,,,,,,,,,,,,,,"05000US09013","Tolland County, Connecticut",56749,3032,1255,1419,1276,1945,1749,1707,1931,1142,3181,4616,6866,7737,4728,6164,8001,"Tolland County, Connecticut",1338,965,852,669,945,1031,950,705,817,479,973,1245,1575,1554,1139,1377,1111
"G0900150","2019","CT",,,"Connecticut","09","Windham County","015",,,,,,,,,,,,,,,,,,"05000US09015","Windham County, Connecticut",47015,3189,1777,1791,1992,2618,1868,1911,2298,2124,3193,3897,7211,4220,2968,3196,2762,"Windham County, Connecticut",1253,999,685,763,876,843,810,685,891,1090,808,1087,1175,1034,818,1041,809
"G1000010","2019","DE",,,"Delaware","10","Kent County","001",,,,,,,,,,,,,,,,,,"05000US10001","Kent County, Delaware",68023,4104,4185,2748,2355,2868,2451,3454,3769,3402,5156,8411,8597,5783,4912,4395,1433,"Kent County, Delaware",1807,1466,1149,940,1019,750,952,1041,1069,1050,1390,1578,1469,1298,1332,1092,609
"G1000030","2019","DE",,,"Delaware","10","New Castle County","003",,,,,,,,,,,,,,,,,,"05000US10003","New Castle County, Delaware",211592,11974,5510,5679,7757,6617,6718,5734,7015,8081,15158,23878,29330,20349,16673,20284,20835,"New Castle County, Delaware",2204,1842,1137,1130,1794,1394,1415,1427,1405,1393,1919,2479,3204,1860,2057,2218,2399
"G1000050","2019","DE",,,"Delaware","10","Sussex County","005",,,,,,,,,,,,,,,,,,"05000US10005","Sussex County, Delaware",96624,4259,3908,3856,4155,3561,4922,5055,3978,4396,7003,9300,13277,9816,6488,7172,5478,"Sussex County, Delaware",2680,966,1098,890,1319,987,1409,1285,950,952,1207,1512,1605,1389,1292,1414,928
"G1100010","2019","DC",,,"District of Columbia","11","District of Columbia","001",,,,,,,,,,,,,,,,,,"05000US11001","District of Columbia, District of Columbia",291570,23471,9733,8681,5639,6895,6421,10168,5903,8744,15567,19767,32011,25923,21397,30966,60284,"District of Columbia, District of Columbia",3959,2750,1898,1490,1577,1452,1297,1955,1295,1873,2363,2467,2218,2428,2024,2591,3190
"G1200010","2019","FL",,,"Florida","12","Alachua County","001",,,,,,,,,,,,,,,,,,"05000US12001","Alachua County, Florida",103024,11385,4384,5263,6361,5163,4693,5485,4898,4400,7231,8578,10730,8343,5631,4226,6253,"Alachua County, Florida",2847,1850,1436,1540,1562,1483,1250,1338,1516,1269,1727,1768,1703,1468,1220,1035,1535
"G1200050","2019","FL",,,"Florida","12","Bay County","005",,,,,,,,,,,,,,,,,,"05000US12005","Bay County, Florida",69195,4546,1970,2463,2471,2996,2426,3235,3502,3255,8097,7563,10863,5343,3255,4280,2930,"Bay County, Florida",2744,1347,689,968,1000,1083,662,1332,1144,1041,1737,1635,1667,1512,916,1088,710
"G1200090","2019","FL",,,"Florida","12","Brevard County","009",,,,,,,,,,,,,,,,,,"05000US12009","Brevard County, Florida",230043,9688,8424,10074,10626,8404,14772,12468,11086,13844,18906,23800,29427,18822,12606,14639,12457,"Brevard County, Florida",4772,1611,1717,2053,1993,1521,2141,2193,2052,2159,2288,2651,2318,2249,2030,2148,1918
"G1200110","2019","FL",,,"Florida","12","Broward County","011",,,,,,,,,,,,,,,,,,"05000US12011","Broward County, Florida",705472,44500,29737,30052,28154,30833,31834,32531,31058,29207,54626,72168,87170,56954,44435,45433,56780,"Broward County, Florida",7707,3652,3622,3270,3355,3375,3745,3612,3535,3892,4018,4815,6038,3960,3361,3301,3611
"G1200150","2019","FL",,,"Florida","12","Charlotte County","015",,,,,,,,,,,,,,,,,,"05000US12015","Charlotte County, Florida",76589,3991,2860,5479,4654,4065,3570,3390,5081,2862,5933,7485,9617,6511,4086,3662,3343,"Charlotte County, Florida",3272,1060,1001,1415,1292,997,1089,926,1215,743,1257,1234,1667,1602,1039,842,902
"G1200170","2019","FL",,,"Florida","12","Citrus County","017",,,,,,,,,,,,,,,,,,"05000US12017","Citrus County, Florida",64448,5244,3233,3147,4490,4464,3147,3092,2657,2263,5342,8076,7750,4325,2331,2686,2201,"Citrus County, Florida",2659,1486,850,947,1309,1214,961,800,804,739,1265,1735,1329,982,772,878,972
"G1200190","2019","FL",,,"Florida","12","Clay County","019",,,,,,,,,,,,,,,,,,"05000US12019","Clay County, Florida",75793,2450,1307,1104,3651,2288,2261,3932,2256,2736,4973,9474,12906,7936,6900,7154,4465,"Clay County, Florida",1945,1101,659,710,1150,1036,839,1233,905,1224,1144,1676,1828,1674,1834,1651,1307
"G1200210","2019","FL",,,"Florida","12","Collier County","021",,,,,,,,,,,,,,,,,,"05000US12021","Collier County, Florida",140578,6704,5353,3060,5029,5818,6472,5407,4533,4908,11178,10621,18266,14913,9463,10442,18411,"Collier County, Florida",5062,1548,1505,909,1097,1726,1782,1530,1420,1576,2160,1643,2593,2344,2153,1717,1837
"G1200230","2019","FL",,,"Florida","12","Columbia County","023",,,,,,,,,,,,,,,,,,"05000US12023","Columbia County, Florida",25240,1789,1190,2685,1095,1217,1435,1929,955,998,2533,2119,2325,2155,955,1211,649,"Columbia County, Florida",1483,677,669,987,528,593,540,702,442,471,904,758,641,660,435,635,396
"G1200310","2019","FL",,,"Florida","12","Duval County","031",,,,,,,,,,,,,,,,,,"05000US12031","Duval County, Florida",368668,24914,14048,11727,20673,17841,17013,17454,18512,14796,31124,40424,48307,32746,17826,20873,20390,"Duval County, Florida",4596,3061,2182,2031,2822,3073,2426,2311,2394,2302,3697,3390,4389,4033,2554,2606,2043
"G1200330","2019","FL",,,"Florida","12","Escambia County","033",,,,,,,,,,,,,,,,,,"05000US12033","Escambia County, Florida",120618,7886,5465,6520,6372,6049,6097,6727,5574,5847,9960,12804,14403,10345,6454,5090,5025,"Escambia County, Florida",3101,1920,1350,1236,1411,1584,1378,1316,1381,1307,1783,1804,1972,1705,1381,1004,1033
"G1200350","2019","FL",,,"Florida","12","Flagler County","035",,,,,,,,,,,,,,,,,,"05000US12035","Flagler County, Florida",44464,1641,1270,2199,2947,2561,1898,2577,2420,1360,3310,5116,5264,3406,3345,3002,2148,"Flagler County, Florida",1735,683,639,806,920,1101,727,899,962,610,1015,1212,1162,890,855,914,799
"G1200530","2019","FL",,,"Florida","12","Hernando County","053",,,,,,,,,,,,,,,,,,"05000US12053","Hernando County, Florida",78755,4752,4377,3803,5019,4350,3434,4328,5009,3357,7041,8856,9571,7541,2754,2945,1618,"Hernando County, Florida",1776,1356,1084,1084,1163,1173,879,1065,1125,1113,1279,1670,1605,1426,813,1140,543
"G1200550","2019","FL",,,"Florida","12","Highlands County","055",,,,,,,,,,,,,,,,,,"05000US12055","Highlands County, Florida",43351,3113,2609,2889,2011,1575,1960,3218,2240,2436,3930,5678,4870,3180,1196,1410,1036,"Highlands County, Florida",2443,941,760,1029,718,597,768,1105,759,937,1023,1273,1252,870,550,586,456
"G1200570","2019","FL",,,"Florida","12","Hillsborough County","057",,,,,,,,,,,,,,,,,,"05000US12057","Hillsborough County, Florida",541584,38098,18326,18968,23732,25671,24718,22789,25615,21422,44869,59834,66228,48698,30900,29816,41900,"Hillsborough County, Florida",4189,3230,2340,2341,2357,3164,2827,3167,2969,2378,3324,3452,4756,4001,3215,2659,2793
"G1200610","2019","FL",,,"Florida","12","Indian River County","061",,,,,,,,,,,,,,,,,,"05000US12061","Indian River County, Florida",63917,3561,1907,2765,4254,3010,3194,3403,3087,2328,4560,6773,8497,5006,3846,3671,4055,"Indian River County, Florida",2654,1101,856,929,1343,1269,942,1000,925,986,1038,1256,1933,1215,1270,1079,911
"G1200690","2019","FL",,,"Florida","12","Lake County","069",,,,,,,,,,,,,,,,,,"05000US12069","Lake County, Florida",139192,5611,4876,5116,6126,9460,8302,5944,7071,6437,13335,14794,19096,12132,7487,8226,5179,"Lake County, Florida",3527,1646,1505,1474,1602,1893,1807,1463,1669,1894,2427,2195,3091,1966,1530,1934,1186
"G1200710","2019","FL",,,"Florida","12","Lee County","071",,,,,,,,,,,,,,,,,,"05000US12071","Lee County, Florida",286887,13229,9586,10882,12991,10433,14678,11423,12206,14170,26967,31179,41370,27026,14143,15601,21003,"Lee County, Florida",5798,2058,1871,2038,2173,1769,2097,1964,1852,2218,3324,3322,3766,2746,1838,1971,1767
"G1200730","2019","FL",,,"Florida","12","Leon County","073",,,,,,,,,,,,,,,,,,"05000US12073","Leon County, Florida",116283,10640,6119,5705,5141,4471,7137,3902,5956,3669,10710,11781,12744,9662,5638,6052,6956,"Leon County, Florida",2781,2047,1359,1638,1412,1318,1633,1213,1497,909,2121,1593,1992,1481,931,1167,1153
"G1200810","2019","FL",,,"Florida","12","Manatee County","081",,,,,,,,,,,,,,,,,,"05000US12081","Manatee County, Florida",145171,5687,3840,6880,6573,4826,8090,6493,7116,6256,11005,15029,19474,13621,10132,8359,11790,"Manatee County, Florida",4572,1309,994,1554,1632,1436,1659,1504,1551,1216,1943,2091,2336,2385,1919,1556,1744
"G1200830","2019","FL",,,"Florida","12","Marion County","083",,,,,,,,,,,,,,,,,,"05000US12083","Marion County, Florida",145622,9657,5570,9812,9681,5339,8400,8677,10960,5188,13740,16788,18639,8831,5608,4337,4395,"Marion County, Florida",4007,2088,1319,2202,1945,1444,2031,1997,1959,1305,2671,2667,3116,1955,1622,1176,1211
"G1200850","2019","FL",,,"Florida","12","Martin County","085",,,,,,,,,,,,,,,,,,"05000US12085","Martin County, Florida",65014,2769,2275,2695,2110,2542,3392,2670,2515,2437,3861,6378,9565,6656,3785,4872,6492,"Martin County, Florida",2055,894,1158,828,862,840,1291,1556,933,809,992,1341,1559,1550,1038,1282,1155
"G1200860","2019","FL",,,"Florida","12","Miami-Dade County","086",,,,,,,,,,,,,,,,,,"05000US12086","Miami-Dade County, Florida",912805,73214,48790,43842,45252,45778,48259,34219,42020,35007,71586,92491,105186,71621,44777,48379,62384,"Miami-Dade County, Florida",5898,5668,4144,3843,4204,4465,3610,3542,3725,3525,4728,6320,7078,4819,3311,4093,3911
"G1200870","2019","FL",,,"Florida","12","Monroe County","087",,,,,,,,,,,,,,,,,,"05000US12087","Monroe County, Florida",32839,1547,1246,964,1198,1514,1197,1305,1071,995,3168,3045,3705,3798,2282,2447,3357,"Monroe County, Florida",2048,579,576,437,656,640,501,613,570,384,819,783,914,1134,561,642,684
"G1200890","2019","FL",,,"Florida","12","Nassau County","089",,,,,,,,,,,,,,,,,,"05000US12089","Nassau County, Florida",35212,1561,1132,585,949,1762,1887,1343,1649,900,2246,4643,5316,3878,2479,2686,2196,"Nassau County, Florida",1465,713,577,419,446,716,810,621,826,468,726,1462,1453,1011,908,871,711
"G1200910","2019","FL",,,"Florida","12","Okaloosa County","091",,,,,,,,,,,,,,,,,,"05000US12091","Okaloosa County, Florida",76097,2813,2167,2910,2113,4091,3312,3617,3841,3799,7010,7123,11328,7383,4927,4202,5461,"Okaloosa County, Florida",2603,671,964,915,803,1279,944,1218,1056,961,1475,1421,1856,1346,1057,753,1177
"G1200950","2019","FL",,,"Florida","12","Orange County","095",,,,,,,,,,,,,,,,,,"05000US12095","Orange County, Florida",457949,22657,15810,13981,20971,21278,19721,21294,20845,21735,36668,53376,62443,41497,25952,26781,32940,"Orange County, Florida",6978,3033,2836,2482,3009,3401,2609,2815,3250,3310,4520,4845,5308,4446,3205,3088,3300
"G1200970","2019","FL",,,"Florida","12","Osceola County","097",,,,,,,,,,,,,,,,,,"05000US12097","Osceola County, Florida",111539,5857,4283,6349,5718,5705,4307,6182,7420,7502,11732,12645,13688,6968,5002,4851,3330,"Osceola County, Florida",4304,1820,1551,1864,1854,1685,1207,2112,2088,2273,2206,2202,2223,1518,1392,1322,970
