GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AC2YE001,AC2YE002,AC2YE003,AC2YE004,AC2YE005,AC2YE006,AC2YE007,AC2YE008,AC2YE009,AC2YE010,AC2YE011,AC2YE012,AC2YE013,AC2YE014,AC2YE015,AC2YE016,AC2YE017,NAME_M,AC2YM001,AC2YM002,AC2YM003,AC2YM004,AC2YM005,AC2YM006,AC2YM007,AC2YM008,AC2YM009,AC2YM010,AC2YM011,AC2YM012,AC2YM013,AC2YM014,AC2YM015,AC2YM016,AC2YM017
"G0600710","2015","CA",,,"California","06","San Bernardino County","071",,,,,,,,,,,,,,,,,,"05000US06071","San Bernardino County, California",628798,38942,36437,32311,37579,33334,33550,25039,27466,24510,51759,67938,81913,55532,28286,32918,21284,"San Bernardino County, California",5518,3350,3155,2491,3175,2554,2718,2636,2996,2578,3911,4496,4150,4443,2998,2543,2093
"G0600730","2015","CA",,,"California","06","San Diego County","073",,,,,,,,,,,,,,,,,,"05000US06073","San Diego County, California",1113610,54687,46982,46150,46541,41629,45674,43361,47271,39448,86053,108213,150433,111623,74233,80394,90918,"San Diego County, California",5279,3732,3401,3167,3935,3289,3155,3593,3757,3084,5363,5263,6352,5146,4012,4214,4561
"G0600750","2015","CA",,,"California","06","San Francisco County","075",,,,,,,,,,,,,,,,,,"05000US06075","San Francisco County, California",356916,22771,20941,10838,11062,9798,9708,8571,9440,8134,14673,26365,35350,33499,24708,38266,72792,"San Francisco County, California",3701,2259,2243,1832,1803,1602,1550,1495,1639,1600,1629,2568,2993,3021,2525,2729,3478
"G0600770","2015","CA",,,"California","06","San Joaquin County","077",,,,,,,,,,,,,,,,,,"05000US06077","San Joaquin County, California",223062,11909,13263,12439,12833,12319,11918,9760,10040,9352,17690,22182,27738,20255,10981,12142,8241,"San Joaquin County, California",2329,1486,1828,1516,1702,1652,1876,1374,1475,1471,2199,1986,2938,2295,1682,1437,1474
"G0600790","2015","CA",,,"California","06","San Luis Obispo County","079",,,,,,,,,,,,,,,,,,"05000US06079","San Luis Obispo County, California",104760,5806,4270,4348,5985,4194,3758,4515,3517,4238,8682,10459,14168,10258,6430,7006,7126,"San Luis Obispo County, California",2176,1079,1126,1009,1325,1072,895,1086,1079,1079,1490,1847,1925,1576,1141,1305,1080
"G0600810","2015","CA",,,"California","06","San Mateo County","081",,,,,,,,,,,,,,,,,,"05000US06081","San Mateo County, California",263280,8794,5200,6672,7359,6243,8371,7101,7239,7449,13631,20321,30467,27051,21722,33091,52569,"San Mateo County, California",1811,1336,1245,1159,1472,1289,1584,1387,1228,1395,1781,2277,2255,2275,2199,2850,2612
"G0600830","2015","CA",,,"California","06","Santa Barbara County","083",,,,,,,,,,,,,,,,,,"05000US06083","Santa Barbara County, California",144261,6653,5682,6672,5566,7474,6600,5762,6679,6010,9921,13335,17337,14518,9923,9622,12507,"Santa Barbara County, California",1953,1175,1120,1242,908,1356,1287,1143,1219,1220,1499,1616,1576,1585,1665,1279,1359
"G0600850","2015","CA",,,"California","06","Santa Clara County","085",,,,,,,,,,,,,,,,,,"05000US06085","Santa Clara County, California",633786,22913,18165,14834,17744,16056,18558,15773,16543,17014,34212,42832,68683,63932,48626,84624,133277,"Santa Clara County, California",3221,2622,2186,1720,2029,2024,2048,1983,1944,1990,2698,3123,3361,3784,2887,4171,4148
"G0600870","2015","CA",,,"California","06","Santa Cruz County","087",,,,,,,,,,,,,,,,,,"05000US06087","Santa Cruz County, California",93317,6071,3543,4291,4421,3851,4244,4076,2837,2739,7532,9364,10681,8918,4873,7052,8824,"Santa Cruz County, California",1987,1355,1002,1197,1024,1197,1151,1133,675,889,1585,1317,1730,1553,933,1199,1241
"G0600890","2015","CA",,,"California","06","Shasta County","089",,,,,,,,,,,,,,,,,,"05000US06089","Shasta County, California",69799,5539,4405,4371,4992,3000,3864,3862,4031,2210,5931,7480,7411,4903,2475,3254,2071,"Shasta County, California",1440,1212,1000,822,1071,772,892,990,854,582,1053,1146,1049,992,623,832,614
"G0600950","2015","CA",,,"California","06","Solano County","095",,,,,,,,,,,,,,,,,,"05000US06095","Solano County, California",145502,6191,5728,5906,6189,5970,5802,6684,6979,5166,9837,14829,21223,15065,10535,11292,8106,"Solano County, California",1849,1245,1360,1209,1206,1172,1142,1189,1296,1042,1494,1905,2015,1531,1342,1200,1406
"G0600970","2015","CA",,,"California","06","Sonoma County","097",,,,,,,,,,,,,,,,,,"05000US06097","Sonoma County, California",190662,7175,7437,8169,6868,6718,6768,9661,7821,6701,17324,21261,25303,17839,12916,13425,15276,"Sonoma County, California",2442,1185,1309,1649,1263,1380,1150,1855,1405,1405,1995,2359,2387,1519,1452,1737,1665
"G0600990","2015","CA",,,"California","06","Stanislaus County","099",,,,,,,,,,,,,,,,,,"05000US06099","Stanislaus County, California",171960,8478,11009,8545,10253,9468,9284,7042,8200,8422,14691,18209,23423,13836,7279,7546,6275,"Stanislaus County, California",1722,1252,1469,1497,1698,1621,1272,1646,1532,1510,1726,1825,2277,1768,1307,1203,1186
"G0601010","2015","CA",,,"California","06","Sutter County","101",,,,,,,,,,,,,,,,,,"05000US06101","Sutter County, California",32901,1824,1950,2269,2120,2256,1780,1391,1146,1067,2643,3215,4228,3049,1808,1362,793,"Sutter County, California",601,602,685,563,663,752,591,526,620,491,925,828,784,722,592,463,273
"G0601070","2015","CA",,,"California","06","Tulare County","107",,,,,,,,,,,,,,,,,,"05000US06107","Tulare County, California",134801,9404,10147,10887,10066,6936,8854,7706,5707,5332,10377,13230,12182,9974,5538,4814,3647,"Tulare County, California",2072,1374,1565,1819,1394,1181,1464,1274,1174,1064,1446,1892,1731,1437,1271,1107,815
"G0601110","2015","CA",,,"California","06","Ventura County","111",,,,,,,,,,,,,,,,,,"05000US06111","Ventura County, California",269566,8576,9212,7837,8729,7943,10369,10158,9297,9482,18790,25760,36696,30770,20523,26418,29006,"Ventura County, California",2705,1404,1736,1318,1519,1401,1741,1338,1571,1559,2061,1992,2792,2323,2282,2387,2023
"G0601130","2015","CA",,,"California","06","Yolo County","113",,,,,,,,,,,,,,,,,,"05000US06113","Yolo County, California",73754,5051,4769,4579,2708,3053,2990,2629,2548,2977,5952,6715,8754,4950,5075,5401,5603,"Yolo County, California",1051,1063,1356,1189,990,989,913,891,783,829,1151,1132,1377,1034,1036,942,926
"G0601150","2015","CA",,,"California","06","Yuba County","115",,,,,,,,,,,,,,,,,,"05000US06115","Yuba County, California",25361,1127,1822,2086,1416,1413,962,1779,971,914,2152,2615,2991,1651,1427,1183,852,"Yuba County, California",1156,527,798,782,804,636,523,708,549,553,662,956,809,668,640,519,514
"G0800010","2015","CO",,,"Colorado","08","Adams County","001",,,,,,,,,,,,,,,,,,"05000US08001","Adams County, Colorado",159313,5850,6381,6546,6799,5659,6734,8007,8732,6437,13256,19445,22086,16034,10479,10182,6686,"Adams County, Colorado",1771,1012,1439,1308,1194,1188,1214,1535,1485,1245,1755,2165,2024,2356,1595,1326,1164
"G0800050","2015","CO",,,"Colorado","08","Arapahoe County","005",,,,,,,,,,,,,,,,,,"05000US08005","Arapahoe County, Colorado",233937,11647,5346,6870,8547,8521,11926,8120,11005,9358,21235,26766,31554,25167,13324,16494,18057,"Arapahoe County, Colorado",2201,1598,1107,1267,1178,1159,1738,1191,1763,1345,2045,1883,2019,2037,1345,1680,1524
"G0800130","2015","CO",,,"Colorado","08","Boulder County","013",,,,,,,,,,,,,,,,,,"05000US08013","Boulder County, Colorado",124615,6889,3821,4019,3980,4773,4707,6681,4432,6091,8699,9958,14760,12810,7153,11277,14565,"Boulder County, Colorado",1921,1323,980,1175,1010,969,1173,1196,991,1268,1241,1559,1772,1469,1324,1329,1680
"G0800140","2015","CO",,,"Colorado","08","Broomfield County","014",,,,,,,,,,,,,,,,,,"05000US08014","Broomfield County, Colorado",25557,383,533,405,679,543,561,745,1292,1362,2070,2413,4420,2669,2547,2456,2479,"Broomfield County, Colorado",514,223,355,259,295,319,284,359,457,511,593,712,723,686,739,615,549
"G0800310","2015","CO",,,"Colorado","08","Denver County","031",,,,,,,,,,,,,,,,,,"05000US08031","Denver County, Colorado",287074,21394,13022,10724,13962,12341,12846,13141,12781,12079,23577,26640,35238,26103,17191,15154,20881,"Denver County, Colorado",2900,2418,1924,1519,2229,2084,1611,1887,2138,1574,2404,2257,2907,2549,1976,1800,1759
"G0800350","2015","CO",,,"Colorado","08","Douglas County","035",,,,,,,,,,,,,,,,,,"05000US08035","Douglas County, Colorado",118613,2145,1350,1342,2551,2194,1810,1776,2948,2845,5888,10594,17731,15916,14353,17814,17356,"Douglas County, Colorado",1076,619,550,472,761,736,594,546,1112,972,1328,1567,1898,1409,1664,1732,1672
"G0800410","2015","CO",,,"Colorado","08","El Paso County","041",,,,,,,,,,,,,,,,,,"05000US08041","El Paso County, Colorado",252169,12492,9340,8791,14742,11932,13916,10710,11679,10767,21422,27493,31971,26521,14555,13772,12066,"El Paso County, Colorado",2200,1951,1411,1354,1930,1773,2169,1512,1551,1807,2567,2461,2424,2534,2105,1725,1818
"G0800590","2015","CO",,,"Colorado","08","Jefferson County","059",,,,,,,,,,,,,,,,,,"05000US08059","Jefferson County, Colorado",226920,8769,5655,8614,7385,6604,8931,10300,10843,10274,17263,24294,31417,25588,13934,19835,17214,"Jefferson County, Colorado",1946,1355,990,1299,1290,1192,1490,1708,1443,1677,1706,2389,2087,2135,1443,2022,1537
"G0800690","2015","CO",,,"Colorado","08","Larimer County","069",,,,,,,,,,,,,,,,,,"05000US08069","Larimer County, Colorado",129210,6309,4473,5066,6963,5358,5001,7071,5288,4691,9211,13939,19404,12741,7779,8283,7633,"Larimer County, Colorado",2123,996,1035,901,1532,1201,1115,1272,1134,845,1404,1584,2383,1639,1095,1414,1222
"G0800770","2015","CO",,,"Colorado","08","Mesa County","077",,,,,,,,,,,,,,,,,,"05000US08077","Mesa County, Colorado",59066,3339,4004,2428,3868,2594,3620,3198,2623,2586,5304,7421,6896,4559,2403,2110,2113,"Mesa County, Colorado",1333,836,1244,749,945,1014,941,877,757,793,1249,1460,1273,1032,832,824,720
"G0801010","2015","CO",,,"Colorado","08","Pueblo County","101",,,,,,,,,,,,,,,,,,"05000US08101","Pueblo County, Colorado",61876,6998,3425,5328,2958,3152,4027,5012,2974,2295,3867,5642,6827,4639,1989,1571,1172,"Pueblo County, Colorado",1374,1106,738,1065,589,869,854,1142,805,761,905,814,1023,900,572,529,529
"G0801230","2015","CO",,,"Colorado","08","Weld County","123",,,,,,,,,,,,,,,,,,"05000US08123","Weld County, Colorado",97822,4801,3986,2660,4350,4053,3888,3888,4409,3437,6452,11527,17235,9744,6462,6488,4442,"Weld County, Colorado",1371,1066,898,755,1135,1048,955,964,994,761,1181,1467,1930,1258,1205,964,947
"G0900010","2015","CT",,,"Connecticut","09","Fairfield County","001",,,,,,,,,,,,,,,,,,"05000US09001","Fairfield County, Connecticut",333528,17468,10339,11273,12729,10424,9484,9890,12298,11273,17317,25211,39771,31643,23350,30090,60968,"Fairfield County, Connecticut",3321,2060,1817,1418,1644,1618,1525,1463,1525,1570,1762,2207,2395,2523,2513,2187,2594
"G0900030","2015","CT",,,"Connecticut","09","Hartford County","003",,,,,,,,,,,,,,,,,,"05000US09003","Hartford County, Connecticut",343884,21387,12520,15541,14027,13727,13532,13860,13838,12418,20798,32206,45898,32501,22836,27597,31198,"Hartford County, Connecticut",2777,2133,1563,2103,1914,1607,1523,1746,1994,1784,1709,2392,2717,2450,1962,2302,1896
"G0900050","2015","CT",,,"Connecticut","09","Litchfield County","005",,,,,,,,,,,,,,,,,,"05000US09005","Litchfield County, Connecticut",73360,2759,2680,3145,2929,3010,2643,2206,3050,2885,5891,7791,9082,8349,5059,6406,5475,"Litchfield County, Connecticut",2105,751,742,926,903,890,563,565,735,887,1120,1377,1324,1385,1031,1071,845
"G0900070","2015","CT",,,"Connecticut","09","Middlesex County","007",,,,,,,,,,,,,,,,,,"05000US09007","Middlesex County, Connecticut",65375,2439,2359,2060,2019,1664,1823,2294,2349,2885,4219,6060,8712,8523,5719,6589,5661,"Middlesex County, Connecticut",1471,788,642,566,554,607,524,797,748,789,1138,1349,1419,1218,1024,1216,1155
"G0900090","2015","CT",,,"Connecticut","09","New Haven County","009",,,,,,,,,,,,,,,,,,"05000US09009","New Haven County, Connecticut",323270,22123,15975,13632,14299,12460,13705,12470,11532,15315,24699,31655,37118,31776,20389,23339,22783,"New Haven County, Connecticut",3541,2311,2116,1617,1466,1746,1867,1530,1779,1877,2344,2994,2964,2845,2332,2319,2133
"G0900110","2015","CT",,,"Connecticut","09","New London County","011",,,,,,,,,,,,,,,,,,"05000US09011","New London County, Connecticut",105376,5655,4204,4500,5022,3844,4644,4005,3538,4614,8221,10903,13470,11350,6596,8752,6058,"New London County, Connecticut",2177,1255,1072,881,1114,1083,1106,930,900,1256,1420,1385,1418,1531,1081,1194,863
"G0900130","2015","CT",,,"Connecticut","09","Tolland County","013",,,,,,,,,,,,,,,,,,"05000US09013","Tolland County, Connecticut",55354,2206,2470,1635,1712,1672,1300,1934,1554,2527,3742,4597,7674,6470,5311,5144,5406,"Tolland County, Connecticut",1114,750,837,677,815,526,499,668,603,792,911,1032,1210,1315,1056,955,950
"G0900150","2015","CT",,,"Connecticut","09","Windham County","015",,,,,,,,,,,,,,,,,,"05000US09015","Windham County, Connecticut",43556,2054,1594,1930,1645,1657,1472,1346,1730,2321,4065,5709,5653,5883,2475,2847,1175,"Windham County, Connecticut",1593,652,678,720,649,635,659,607,607,874,1049,1085,997,1170,772,767,413
"G1000010","2015","DE",,,"Delaware","10","Kent County","001",,,,,,,,,,,,,,,,,,"05000US10001","Kent County, Delaware",62477,3227,2845,3264,3559,2951,3911,3499,2393,2061,5611,7344,9131,5453,2452,2521,2255,"Kent County, Delaware",1524,1009,846,925,994,798,1043,831,788,635,1179,1182,1494,878,584,667,735
"G1000030","2015","DE",,,"Delaware","10","New Castle County","003",,,,,,,,,,,,,,,,,,"05000US10003","New Castle County, Delaware",202813,11127,6671,7341,9531,8770,8686,8709,8000,6836,16161,20188,30844,19448,12517,15374,12610,"New Castle County, Delaware",2588,1647,1305,1140,1381,1145,1315,1272,1401,1384,1876,2058,2441,2058,1814,1845,1227
"G1000050","2015","DE",,,"Delaware","10","Sussex County","005",,,,,,,,,,,,,,,,,,"05000US10005","Sussex County, Delaware",87305,4792,2256,4130,5038,3160,4798,5679,4936,4482,7646,9376,12511,7044,3827,4298,3332,"Sussex County, Delaware",2571,1268,627,982,1299,734,1198,1246,1079,935,1346,1324,1651,1327,806,1058,679
"G1100010","2015","DC",,,"District of Columbia","11","District of Columbia","001",,,,,,,,,,,,,,,,,,"05000US11001","District of Columbia, District of Columbia",281787,24290,12308,10691,9907,10814,9265,7393,8972,9720,15656,20760,31240,25997,18986,24445,41343,"District of Columbia, District of Columbia",3030,2559,1718,1678,1700,1930,1456,1419,1194,1857,2134,2156,2882,2575,1817,2245,2599
"G1200010","2015","FL",,,"Florida","12","Alachua County","001",,,,,,,,,,,,,,,,,,"05000US12001","Alachua County, Florida",96427,11673,4044,6608,5662,5630,5189,3612,3441,3962,6038,8217,11737,5503,5537,5344,4230,"Alachua County, Florida",2742,1759,1023,1343,1332,1347,1263,957,1027,805,1111,1583,1775,1247,1332,1271,827
"G1200050","2015","FL",,,"Florida","12","Bay County","005",,,,,,,,,,,,,,,,,,"05000US12005","Bay County, Florida",69337,6258,3687,3030,4464,3785,3460,3496,3727,3981,5174,6719,9214,6368,2518,1557,1899,"Bay County, Florida",2302,1366,874,991,1079,1028,860,922,913,931,1149,1364,1508,1242,663,569,674
"G1200090","2015","FL",,,"Florida","12","Brevard County","009",,,,,,,,,,,,,,,,,,"05000US12009","Brevard County, Florida",225682,12663,10286,11545,15552,11196,12707,12415,12155,13439,18521,27273,26806,16171,8894,9022,7037,"Brevard County, Florida",3582,1705,1705,1761,2244,1654,1591,1655,1891,1994,1964,2707,2370,1687,1455,1578,1321
"G1200110","2015","FL",,,"Florida","12","Broward County","011",,,,,,,,,,,,,,,,,,"05000US12011","Broward County, Florida",673870,41381,32877,35975,37722,36090,32803,34393,29296,30312,60431,67763,77659,58176,28281,34630,36081,"Broward County, Florida",7166,3639,3722,4414,3202,3527,2716,3071,2954,2616,3902,3824,4508,4082,2173,2984,2538
"G1200150","2015","FL",,,"Florida","12","Charlotte County","015",,,,,,,,,,,,,,,,,,"05000US12015","Charlotte County, Florida",72671,3997,4483,5150,5308,3549,6041,4110,3184,4356,6226,7584,7937,4917,2227,1392,2210,"Charlotte County, Florida",2836,945,1260,1285,1095,734,1285,1024,840,932,1097,1413,1363,920,777,465,659
"G1200170","2015","FL",,,"Florida","12","Citrus County","017",,,,,,,,,,,,,,,,,,"05000US12017","Citrus County, Florida",60541,4054,4891,5553,4799,3697,3770,3303,4335,2743,4856,5639,5923,3624,1182,917,1255,"Citrus County, Florida",2754,996,1351,1273,1165,993,857,897,1120,987,1108,1265,1642,1043,584,433,538
"G1200190","2015","FL",,,"Florida","12","Clay County","019",,,,,,,,,,,,,,,,,,"05000US12019","Clay County, Florida",71733,4008,2477,3645,3786,3136,2509,2229,3742,3197,8136,9216,9979,6543,4016,3195,1919,"Clay County, Florida",1758,1238,826,971,1208,929,786,739,1163,1114,1757,1690,1828,1375,1295,1031,703
"G1200210","2015","FL",,,"Florida","12","Collier County","021",,,,,,,,,,,,,,,,,,"05000US12021","Collier County, Florida",134906,5297,4123,5773,6899,5601,6010,6403,6291,6147,11836,14362,17421,10536,7321,8037,12849,"Collier County, Florida",4442,1181,1029,1467,1332,1402,1233,1524,1333,1403,1726,2103,1980,1794,1554,1487,1598
"G1200230","2015","FL",,,"Florida","12","Columbia County","023",,,,,,,,,,,,,,,,,,"05000US12023","Columbia County, Florida",24238,1779,1145,1586,1704,1570,1734,973,1029,1019,1938,2793,3064,2146,795,557,406,"Columbia County, Florida",973,631,557,644,719,567,818,456,609,510,588,781,804,540,369,281,277
"G1200310","2015","FL",,,"Florida","12","Duval County","031",,,,,,,,,,,,,,,,,,"05000US12031","Duval County, Florida",343467,29550,15850,16213,15994,20187,19994,20229,18235,16764,27929,35008,43727,22855,13805,12748,14379,"Duval County, Florida",4313,2986,2500,2610,2096,2409,2484,2844,2032,2264,2914,2864,3287,2452,1739,1884,1527
"G1200330","2015","FL",,,"Florida","12","Escambia County","033",,,,,,,,,,,,,,,,,,"05000US12033","Escambia County, Florida",116814,6048,5190,6695,7252,8232,7978,7732,7842,6827,11086,11248,12796,8568,3264,3987,2069,"Escambia County, Florida",3372,1209,1091,1501,1390,1633,1543,1523,1508,1483,1756,1370,1735,1544,751,833,554
"G1200350","2015","FL",,,"Florida","12","Flagler County","035",,,,,,,,,,,,,,,,,,"05000US12035","Flagler County, Florida",39281,2108,1735,2174,2848,2537,2770,1629,1957,2172,4429,5092,4108,2218,1766,1033,705,"Flagler County, Florida",1731,820,516,710,732,684,855,618,635,610,1123,1144,728,652,719,406,303
"G1200530","2015","FL",,,"Florida","12","Hernando County","053",,,,,,,,,,,,,,,,,,"05000US12053","Hernando County, Florida",70713,4601,3569,4982,5817,5137,3267,5101,4062,4422,6870,6356,7366,3870,2461,1800,1032,"Hernando County, Florida",2082,1027,853,1050,1171,1130,909,1190,971,990,1129,1242,1239,969,710,636,473
"G1200550","2015","FL",,,"Florida","12","Highlands County","055",,,,,,,,,,,,,,,,,,"05000US12055","Highlands County, Florida",41116,4304,2094,3983,3480,3891,3486,2215,2665,1845,3594,2981,3064,1108,776,1099,531,"Highlands County, Florida",2078,1255,771,1007,874,1064,944,682,787,674,1144,730,863,639,500,639,364
"G1200570","2015","FL",,,"Florida","12","Hillsborough County","057",,,,,,,,,,,,,,,,,,"05000US12057","Hillsborough County, Florida",503154,38632,24065,26500,29998,24338,27787,23687,25915,19732,39288,53269,61200,39861,20630,23011,25241,"Hillsborough County, Florida",4491,3033,2368,2711,2850,2384,2903,2661,2665,2234,3061,2978,4108,3078,2025,2285,2314
"G1200610","2015","FL",,,"Florida","12","Indian River County","061",,,,,,,,,,,,,,,,,,"05000US12061","Indian River County, Florida",55494,3273,2789,2553,2774,3203,2895,4457,2784,3546,5118,5525,6146,3370,2088,1783,3190,"Indian River County, Florida",2829,917,870,646,721,943,1090,1251,846,1381,1183,1187,1214,773,678,630,818
"G1200690","2015","FL",,,"Florida","12","Lake County","069",,,,,,,,,,,,,,,,,,"05000US12069","Lake County, Florida",126519,6647,6462,7407,6580,6701,9020,8223,7012,4739,12429,14420,16315,9769,3997,3921,2877,"Lake County, Florida",3525,1263,1457,1216,1429,1401,1635,1550,1469,1169,2186,2099,2047,1964,1326,1049,854
"G1200710","2015","FL",,,"Florida","12","Lee County","071",,,,,,,,,,,,,,,,,,"05000US12071","Lee County, Florida",263694,18996,12787,12499,15764,16858,13804,14361,12679,11751,22848,29649,32016,18247,10653,10599,10183,"Lee County, Florida",4660,2048,1890,1720,1896,1766,1601,1898,1359,1512,2491,2134,3113,2052,1533,1418,1290
"G1200730","2015","FL",,,"Florida","12","Leon County","073",,,,,,,,,,,,,,,,,,"05000US12073","Leon County, Florida",109209,11609,6009,5727,6706,4996,6220,6263,5823,5505,8367,9857,11663,6769,5503,3936,4256,"Leon County, Florida",2935,1853,1412,1312,1393,1403,1385,1243,1242,1218,1465,1428,1450,1045,1032,777,770
"G1200810","2015","FL",,,"Florida","12","Manatee County","081",,,,,,,,,,,,,,,,,,"05000US12081","Manatee County, Florida",134690,7775,7062,7448,7486,7784,9186,7957,6121,5199,11205,14636,16145,10198,5241,6169,5078,"Manatee County, Florida",3456,1235,1416,1349,1123,1456,1429,1332,1222,1035,1567,1915,1761,1452,1056,1116,869
"G1200830","2015","FL",,,"Florida","12","Marion County","083",,,,,,,,,,,,,,,,,,"05000US12083","Marion County, Florida",125227,11045,7690,8231,10846,9127,7031,8565,6483,4578,14380,13913,9885,6117,3139,2217,1980,"Marion County, Florida",3349,1886,1676,1632,1857,1783,1500,1653,1356,1178,2337,2092,1657,1512,1045,621,735
"G1200850","2015","FL",,,"Florida","12","Martin County","085",,,,,,,,,,,,,,,,,,"05000US12085","Martin County, Florida",65101,3811,3201,3629,3908,3146,3481,3767,4856,1676,4953,6829,5989,5579,3368,2808,4100,"Martin County, Florida",2278,1160,897,948,1153,859,996,979,1098,570,1303,1085,1025,1208,868,703,961
"G1200860","2015","FL",,,"Florida","12","Miami-Dade County","086",,,,,,,,,,,,,,,,,,"05000US12086","Miami-Dade County, Florida",857712,90526,56056,59655,57225,49764,44865,39541,38570,37308,64488,73045,85309,55658,30616,32110,42976,"Miami-Dade County, Florida",5867,5399,3485,4180,4047,3170,3825,3015,3095,3163,4290,4062,4743,3047,2697,2149,2874
"G1200870","2015","FL",,,"Florida","12","Monroe County","087",,,,,,,,,,,,,,,,,,"05000US12087","Monroe County, Florida",31391,2441,1508,907,640,2174,1509,1266,1364,1314,2256,2760,4524,2711,1473,1988,2556,"Monroe County, Florida",1657,851,524,375,307,629,533,488,544,441,696,727,973,704,430,611,627
"G1200890","2015","FL",,,"Florida","12","Nassau County","089",,,,,,,,,,,,,,,,,,"05000US12089","Nassau County, Florida",29674,1296,1669,1120,1673,1410,2772,1159,1857,954,2548,2940,3946,2433,1285,1376,1236,"Nassau County, Florida",1302,549,869,456,772,601,970,626,665,465,821,808,1031,687,485,625,467
"G1200910","2015","FL",,,"Florida","12","Okaloosa County","091",,,,,,,,,,,,,,,,,,"05000US12091","Okaloosa County, Florida",76721,3868,2197,4636,4226,3566,4224,3436,4208,3247,7979,8738,10666,6596,3308,3031,2795,"Okaloosa County, Florida",1923,1137,823,1035,1121,841,1270,1050,1087,1051,1529,1509,1781,1342,834,729,695
"G1200950","2015","FL",,,"Florida","12","Orange County","095",,,,,,,,,,,,,,,,,,"05000US12095","Orange County, Florida",457736,30287,22242,22488,30327,25082,30844,21159,20962,22095,36539,53430,50107,32159,17568,20627,21820,"Orange County, Florida",5022,3691,2698,2800,2726,2992,3216,2562,3011,2963,3761,4877,4607,3143,2491,2723,2793
"G1200970","2015","FL",,,"Florida","12","Osceola County","097",,,,,,,,,,,,,,,,,,"05000US12097","Osceola County, Florida",98301,6651,5318,6236,6555,6005,5333,6616,6155,5033,8058,12261,9656,6633,3554,2474,1763,"Osceola County, Florida",3665,1641,1272,1539,1613,1281,1497,1530,1422,1490,1885,2230,1760,1325,900,949,780
"G1200990","2015","FL",,,"Florida","12","Palm Beach County","099",,,,,,,,,,,,,,,,,,"05000US12099","Palm Beach County, Florida",545780,36064,23639,28408,29458,26897,29510,22571,25792,21585,40301,52516,63054,44324,29219,32352,40090,"Palm Beach County, Florida",5704,2631,2748,2652,2398,2347,2792,2512,2770,2462,3065,3665,3923,3097,2950,2415,2936
"G1201010","2015","FL",,,"Florida","12","Pasco County","101",,,,,,,,,,,,,,,,,,"05000US12101","Pasco County, Florida",192628,13097,10195,12916,11859,12038,11255,11746,10366,9263,15956,19659,22098,12292,8278,6700,4910,"Pasco County, Florida",3189,1701,1276,1588,1630,1651,1464,1557,1350,1408,1837,2036,1805,1692,1454,1121,1018
