GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AHFCE001,AHFCE002,AHFCE003,AHFCE004,AHFCE005,AHFCE006,AHFCE007,AHFCE008,AHFCE009,AHFCE010,AHFCE011,AHFCE012,AHFCE013,AHFCE014,AHFCE015,AHFCE016,AHFCE017,NAME_M,AHFCM001,AHFCM002,AHFCM003,AHFCM004,AHFCM005,AHFCM006,AHFCM007,AHFCM008,AHFCM009,AHFCM010,AHFCM011,AHFCM012,AHFCM013,AHFCM014,AHFCM015,AHFCM016,AHFCM017
"G4800210","2017","TX",,,"Texas","48","Bastrop County","021",,,,,,,,,,,,,,,,,,"05000US48021","Bastrop County, Texas",24249,886,650,1020,816,542,706,845,1282,1550,1532,2461,4300,3045,1346,2242,1026,"Bastrop County, Texas",1668,672,460,615,567,402,450,488,693,807,695,910,1150,1118,640,989,535
"G4800270","2017","TX",,,"Texas","48","Bell County","027",,,,,,,,,,,,,,,,,,"05000US48027","Bell County, Texas",122333,8469,4477,4165,7292,6376,6982,5938,6523,6523,10861,15662,14917,9581,7571,3558,3438,"Bell County, Texas",2520,1576,1118,1102,1567,1452,1620,1481,1552,1487,1902,2043,1987,1630,1669,1002,1081
"G4800290","2017","TX",,,"Texas","48","Bexar County","029",,,,,,,,,,,,,,,,,,"05000US48029","Bexar County, Texas",633422,49280,28762,31932,33587,30259,31394,32520,27158,26630,51965,65738,76924,54354,31867,31635,29417,"Bexar County, Texas",4901,3598,2805,2835,3129,2914,3011,3621,2512,2788,3917,4035,4344,3716,2752,2648,2068
"G4800370","2017","TX",,,"Texas","48","Bowie County","037",,,,,,,,,,,,,,,,,,"05000US48037","Bowie County, Texas",33164,3054,2215,2030,1636,2287,1344,1141,1142,1468,2577,3202,3535,3572,1492,1448,1021,"Bowie County, Texas",1682,1276,1007,616,811,740,558,606,544,666,889,994,1025,950,681,586,575
"G4800390","2017","TX",,,"Texas","48","Brazoria County","039",,,,,,,,,,,,,,,,,,"05000US48039","Brazoria County, Texas",119770,5924,2612,5174,3547,3759,4316,2353,4349,2779,8415,11222,15812,15479,12605,11191,10233,"Brazoria County, Texas",2619,1593,714,1450,1025,1084,1340,902,1513,797,1733,2166,2461,2634,2468,1982,1726
"G4800410","2017","TX",,,"Texas","48","Brazos County","041",,,,,,,,,,,,,,,,,,"05000US48041","Brazos County, Texas",79725,10093,6085,4846,4109,3872,3507,3413,3835,3307,5389,6368,9547,5032,4141,3167,3014,"Brazos County, Texas",2344,1843,1564,1442,1235,1208,1197,1229,1093,993,1127,1260,1490,1320,1045,911,766
"G4800610","2017","TX",,,"Texas","48","Cameron County","061",,,,,,,,,,,,,,,,,,"05000US48061","Cameron County, Texas",123024,15481,10895,9411,8391,8931,6129,5504,4396,5144,7978,12042,13639,6824,4289,1986,1984,"Cameron County, Texas",2446,2274,1954,1614,1499,1649,1285,1320,1116,1333,1292,2138,1959,1473,1215,666,716
"G4800850","2017","TX",,,"Texas","48","Collin County","085",,,,,,,,,,,,,,,,,,"05000US48085","Collin County, Texas",338769,11382,5875,6262,9681,9488,10024,9391,10058,9895,19601,29757,47296,39682,32353,41369,46655,"Collin County, Texas",3681,2000,1324,1547,1827,1617,1539,1636,1716,1779,2172,3064,3965,3418,2486,3413,3256
"G4800910","2017","TX",,,"Texas","48","Comal County","091",,,,,,,,,,,,,,,,,,"05000US48091","Comal County, Texas",51662,2573,1327,1165,1049,2138,1781,1653,2483,3619,4043,5034,5920,5692,3536,4184,5465,"Comal County, Texas",1527,887,585,506,633,870,730,777,820,1109,876,1180,1219,1173,1042,934,1154
"G4800990","2017","TX",,,"Texas","48","Coryell County","099",,,,,,,,,,,,,,,,,,"05000US48099","Coryell County, Texas",20335,746,803,295,1857,1066,1169,872,1187,1271,2569,2078,2711,2276,427,675,333,"Coryell County, Texas",1213,356,349,199,734,489,503,419,700,563,923,702,724,766,222,485,226
"G4801130","2017","TX",,,"Texas","48","Dallas County","113",,,,,,,,,,,,,,,,,,"05000US48113","Dallas County, Texas",929078,59262,34662,38100,49344,47356,44009,44731,45754,38787,82694,101509,114365,71323,43889,52613,60680,"Dallas County, Texas",5302,3996,3023,3530,3372,3802,3523,4105,3703,3344,4663,5430,5937,4251,3628,3721,3340
"G4801210","2017","TX",,,"Texas","48","Denton County","121",,,,,,,,,,,,,,,,,,"05000US48121","Denton County, Texas",293610,10468,5493,5808,8586,8506,9759,9480,13876,9601,20451,26459,41655,33058,25661,32003,32746,"Denton County, Texas",2601,1849,1210,1214,1710,1582,1573,1912,2200,1688,2512,2151,3071,2776,2330,2969,2249
"G4801350","2017","TX",,,"Texas","48","Ector County","135",,,,,,,,,,,,,,,,,,"05000US48135","Ector County, Texas",51388,3572,1694,1538,2482,2118,3310,3138,2641,1752,4992,6771,6842,4749,2008,3049,732,"Ector County, Texas",1714,1077,717,611,891,831,1012,1141,998,648,1298,1893,1257,1269,843,945,435
"G4801390","2017","TX",,,"Texas","48","Ellis County","139",,,,,,,,,,,,,,,,,,"05000US48139","Ellis County, Texas",57052,1733,1751,1317,2595,2172,2610,1712,1534,1232,5469,7244,9826,6359,3732,4147,3619,"Ellis County, Texas",1263,721,711,516,868,819,841,578,665,550,1175,1409,1667,1458,971,860,828
"G4801410","2017","TX",,,"Texas","48","El Paso County","141",,,,,,,,,,,,,,,,,,"05000US48141","El Paso County, Texas",269523,22568,17859,18501,17670,18012,13550,13639,14143,14688,20906,27729,25243,19566,9289,8099,8061,"El Paso County, Texas",2823,2379,2227,2614,2795,2629,2137,2158,2353,2162,2231,2823,2811,2653,1505,1562,1397
"G4801570","2017","TX",,,"Texas","48","Fort Bend County","157",,,,,,,,,,,,,,,,,,"05000US48157","Fort Bend County, Texas",235783,7872,4881,5229,7118,4114,7376,8316,8236,8667,17957,20569,26416,29780,20482,25039,33731,"Fort Bend County, Texas",3701,1820,1436,1419,1725,1132,1991,1798,2292,2212,3158,2302,3561,3587,3715,3230,4069
"G4801670","2017","TX",,,"Texas","48","Galveston County","167",,,,,,,,,,,,,,,,,,"05000US48167","Galveston County, Texas",121423,5907,4717,4522,6146,4378,5042,4136,2929,4026,9102,14248,14984,10877,9560,10670,10179,"Galveston County, Texas",2641,1146,1006,1351,1585,1240,1314,1366,796,1034,1677,1898,2373,1712,1945,1863,1679
"G4801810","2017","TX",,,"Texas","48","Grayson County","181",,,,,,,,,,,,,,,,,,"05000US48181","Grayson County, Texas",49176,3554,2122,2883,1782,2403,2409,2811,2535,1678,3715,4073,8167,4538,2436,2370,1700,"Grayson County, Texas",1611,1166,871,756,625,756,841,917,751,575,973,1085,1368,976,806,778,543
"G4801830","2017","TX",,,"Texas","48","Gregg County","183",,,,,,,,,,,,,,,,,,"05000US48183","Gregg County, Texas",44138,3304,1778,2197,3378,2750,3132,2071,1690,3688,2844,5025,4147,4130,1462,971,1571,"Gregg County, Texas",1889,1019,700,743,981,910,932,803,650,1305,989,1155,1087,1077,672,491,716
"G4801870","2017","TX",,,"Texas","48","Guadalupe County","187",,,,,,,,,,,,,,,,,,"05000US48187","Guadalupe County, Texas",55421,2769,1438,2919,1835,1356,2804,2625,1480,2874,3707,7411,9277,5327,3265,4176,2158,"Guadalupe County, Texas",997,989,542,908,753,556,873,823,727,1142,948,1370,1592,1016,788,1013,705
"G4802010","2017","TX",,,"Texas","48","Harris County","201",,,,,,,,,,,,,,,,,,"05000US48201","Harris County, Texas",1586849,111314,60117,72140,77159,72139,80885,66507,74224,61982,128266,156021,185999,139238,86851,87207,126800,"Harris County, Texas",9359,5820,4621,5472,5854,5059,5835,5034,5172,4409,6501,7107,6913,6727,4772,4958,5827
"G4802030","2017","TX",,,"Texas","48","Harrison County","203",,,,,,,,,,,,,,,,,,"05000US48203","Harrison County, Texas",22618,1672,1482,1162,1271,1222,989,1073,1049,981,1551,2543,3654,1869,495,991,614,"Harrison County, Texas",1202,681,671,590,611,572,638,491,507,524,635,870,883,717,385,554,364
"G4802090","2017","TX",,,"Texas","48","Hays County","209",,,,,,,,,,,,,,,,,,"05000US48209","Hays County, Texas",74995,3456,2458,1878,4095,2914,3321,5726,2367,2877,5210,7977,11681,7372,3224,5744,4695,"Hays County, Texas",1300,1059,1084,933,1335,1116,1260,1609,1128,1108,1371,1867,1907,1528,947,1261,1226
"G4802130","2017","TX",,,"Texas","48","Henderson County","213",,,,,,,,,,,,,,,,,,"05000US48213","Henderson County, Texas",32412,2571,2323,1374,2291,1944,2227,1377,2111,817,2773,3468,4045,1853,1143,1284,811,"Henderson County, Texas",1498,803,719,527,883,711,803,541,876,460,812,1090,962,590,522,563,386
"G4802150","2017","TX",,,"Texas","48","Hidalgo County","215",,,,,,,,,,,,,,,,,,"05000US48215","Hidalgo County, Texas",239825,27547,19520,23056,16685,11358,15839,11819,9480,8827,16893,18834,23537,15387,6786,9149,5108,"Hidalgo County, Texas",3843,2743,2522,2943,2374,2090,2494,2215,1660,1977,2491,2774,2334,2411,1368,2003,901
"G4802310","2017","TX",,,"Texas","48","Hunt County","231",,,,,,,,,,,,,,,,,,"05000US48231","Hunt County, Texas",32943,2631,1779,1182,2432,1257,1195,1128,1905,1307,2760,3749,4333,1845,2379,2084,977,"Hunt County, Texas",1387,752,786,456,714,607,450,499,686,733,751,984,911,590,838,694,456
"G4802450","2017","TX",,,"Texas","48","Jefferson County","245",,,,,,,,,,,,,,,,,,"05000US48245","Jefferson County, Texas",93735,8403,5442,4962,7035,4585,4337,4826,4890,4336,7611,8212,10063,7476,3962,3892,3703,"Jefferson County, Texas",2647,1617,1250,1282,1576,1395,1215,1162,1104,1313,1691,1302,1607,1415,1118,936,849
"G4802510","2017","TX",,,"Texas","48","Johnson County","251",,,,,,,,,,,,,,,,,,"05000US48251","Johnson County, Texas",58859,2008,1643,2926,1280,3153,2405,2779,2686,2513,5899,7296,9356,6880,2798,3636,1601,"Johnson County, Texas",990,809,591,969,546,964,808,887,897,1068,1075,1408,1475,1552,811,1099,560
"G4802570","2017","TX",,,"Texas","48","Kaufman County","257",,,,,,,,,,,,,,,,,,"05000US48257","Kaufman County, Texas",37569,1914,1372,1308,1058,1105,1978,1345,1355,1149,3557,5247,5272,4008,2663,2488,1750,"Kaufman County, Texas",1096,610,526,539,407,474,659,612,547,625,936,1022,1109,963,861,647,619
"G4802910","2017","TX",,,"Texas","48","Liberty County","291",,,,,,,,,,,,,,,,,,"05000US48291","Liberty County, Texas",25482,1410,1875,1274,2095,1901,1258,1450,1312,1072,3093,2046,2856,1668,913,665,594,"Liberty County, Texas",1433,736,1039,660,985,961,706,870,776,711,1136,780,1046,668,492,417,395
"G4803030","2017","TX",,,"Texas","48","Lubbock County","303",,,,,,,,,,,,,,,,,,"05000US48303","Lubbock County, Texas",112290,12649,4953,6953,8053,6024,6859,4933,4331,3595,8335,9452,12816,8862,4899,4659,4917,"Lubbock County, Texas",2660,2024,1105,1406,1950,1151,1597,1255,1161,1130,1453,1744,1889,1836,1025,954,931
"G4803090","2017","TX",,,"Texas","48","McLennan County","309",,,,,,,,,,,,,,,,,,"05000US48309","McLennan County, Texas",91086,8905,4331,4411,5447,4739,5720,4279,5667,4249,5895,7545,10190,8002,3758,4267,3681,"McLennan County, Texas",2233,1460,1091,1203,1140,998,1303,1046,1326,916,1328,1257,1682,1371,803,957,875
"G4803290","2017","TX",,,"Texas","48","Midland County","329",,,,,,,,,,,,,,,,,,"05000US48329","Midland County, Texas",56745,2203,1993,1779,2690,847,2690,1649,1841,1802,4629,5985,9350,5201,4596,4569,4921,"Midland County, Texas",1357,913,928,826,1151,612,919,606,796,701,1406,1387,1696,1422,1110,1119,1183
"G4803390","2017","TX",,,"Texas","48","Montgomery County","339",,,,,,,,,,,,,,,,,,"05000US48339","Montgomery County, Texas",195637,7665,5436,6402,8215,7476,6239,6194,6598,5976,13358,20471,25713,20540,13298,17227,24829,"Montgomery County, Texas",3070,2048,1487,1574,2024,1951,1863,1481,1952,1775,2030,3096,3162,3145,2489,2702,2942
"G4803470","2017","TX",,,"Texas","48","Nacogdoches County","347",,,,,,,,,,,,,,,,,,"05000US48347","Nacogdoches County, Texas",22634,1954,1123,1670,2703,775,847,1291,678,929,1961,1906,2139,2015,1028,382,1233,"Nacogdoches County, Texas",1391,706,536,769,855,450,440,569,436,476,953,535,626,786,460,271,494
"G4803550","2017","TX",,,"Texas","48","Nueces County","355",,,,,,,,,,,,,,,,,,"05000US48355","Nueces County, Texas",128490,8952,8220,6394,7397,6288,6791,6487,5311,5693,9354,13453,13679,10049,6431,7669,6322,"Nueces County, Texas",2585,1729,1622,1429,1346,1460,1397,1274,1375,1502,1655,2154,1857,1633,1229,1452,1023
"G4803610","2017","TX",,,"Texas","48","Orange County","361",,,,,,,,,,,,,,,,,,"05000US48361","Orange County, Texas",29848,1664,1059,785,1538,1699,2341,1823,1667,817,1803,2846,3456,2584,1764,2031,1971,"Orange County, Texas",1585,584,499,470,567,612,846,767,653,521,748,916,958,995,813,737,869
"G4803670","2017","TX",,,"Texas","48","Parker County","367",,,,,,,,,,,,,,,,,,"05000US48367","Parker County, Texas",44244,1330,990,992,1619,1423,2313,1064,1900,1748,2904,5686,6025,4541,3261,4058,4390,"Parker County, Texas",1710,549,428,448,645,553,758,534,796,639,841,1135,1113,1014,967,830,1106
"G4803750","2017","TX",,,"Texas","48","Potter County","375",,,,,,,,,,,,,,,,,,"05000US48375","Potter County, Texas",45130,3810,2884,2742,3062,2396,2996,2517,2027,2129,4719,5471,3776,2578,1378,1220,1425,"Potter County, Texas",1375,971,645,657,981,762,769,799,711,731,1044,1198,944,820,530,421,503
"G4803810","2017","TX",,,"Texas","48","Randall County","381",,,,,,,,,,,,,,,,,,"05000US48381","Randall County, Texas",48941,2158,1750,1276,1865,1868,3122,2536,1935,2219,4413,5339,6566,4943,3455,3150,2346,"Randall County, Texas",1698,707,682,485,763,687,831,822,887,889,948,1179,1196,1151,894,995,751
"G4803970","2017","TX",,,"Texas","48","Rockwall County","397",,,,,,,,,,,,,,,,,,"05000US48397","Rockwall County, Texas",31880,279,1025,870,1735,757,976,609,927,314,2326,2242,4710,4368,2972,4501,3269,"Rockwall County, Texas",1043,214,756,498,750,505,680,383,577,252,896,805,1109,966,928,1308,844
"G4804090","2017","TX",,,"Texas","48","San Patricio County","409",,,,,,,,,,,,,,,,,,"05000US48409","San Patricio County, Texas",23075,1851,1294,1127,1668,1976,539,1276,886,648,1674,2086,2519,1935,1302,1152,1142,"San Patricio County, Texas",1071,771,632,476,668,796,345,583,411,473,536,729,666,708,500,545,506
"G4804230","2017","TX",,,"Texas","48","Smith County","423",,,,,,,,,,,,,,,,,,"05000US48423","Smith County, Texas",77292,6220,3042,3757,4224,3580,3718,4291,4318,2769,6676,8380,9797,4611,3358,4849,3702,"Smith County, Texas",2117,1697,819,991,1219,1096,1165,1049,1104,1059,1467,1655,1721,1017,929,1522,840
"G4804390","2017","TX",,,"Texas","48","Tarrant County","439",,,,,,,,,,,,,,,,,,"05000US48439","Tarrant County, Texas",703106,34884,24417,22003,29744,25241,35641,31728,31664,28592,61382,70260,96303,70031,42448,49412,49356,"Tarrant County, Texas",5974,3184,2734,2799,2917,2608,3925,3642,2762,3058,4362,4804,5533,4582,3874,3444,3612
"G4804410","2017","TX",,,"Texas","48","Taylor County","441",,,,,,,,,,,,,,,,,,"05000US48441","Taylor County, Texas",50470,3250,2811,2533,3160,3098,2369,2799,2896,1560,4559,4463,4913,5274,2645,1825,2315,"Taylor County, Texas",1444,897,710,756,944,888,698,932,859,577,1061,1089,1196,1118,764,513,724
"G4804510","2017","TX",,,"Texas","48","Tom Green County","451",,,,,,,,,,,,,,,,,,"05000US48451","Tom Green County, Texas",42061,2868,1808,1690,2095,2714,3205,2309,2465,1405,3032,4728,4275,4040,1881,1989,1557,"Tom Green County, Texas",1729,954,569,642,817,915,1083,946,812,542,834,1285,1028,982,656,703,553
"G4804530","2017","TX",,,"Texas","48","Travis County","453",,,,,,,,,,,,,,,,,,"05000US48453","Travis County, Texas",462632,24112,12175,12810,18848,14856,17553,18305,18248,17174,30379,52210,57562,49179,29730,39989,49502,"Travis County, Texas",4913,2598,1835,2033,2632,2290,2538,2532,2485,2450,3003,4322,4257,4279,2775,3361,3422
"G4804690","2017","TX",,,"Texas","48","Victoria County","469",,,,,,,,,,,,,,,,,,"05000US48469","Victoria County, Texas",32778,1685,1539,1588,2833,1010,1848,1871,1617,1365,2951,2817,4099,2851,1646,1854,1204,"Victoria County, Texas",1122,744,533,611,951,457,662,650,640,574,787,678,994,919,588,771,435
"G4804710","2017","TX",,,"Texas","48","Walker County","471",,,,,,,,,,,,,,,,,,"05000US48471","Walker County, Texas",22040,3799,1026,843,1220,1014,1001,1638,1703,1296,1282,1760,2703,960,1038,434,323,"Walker County, Texas",1324,1060,884,509,672,838,569,960,984,834,510,889,999,516,552,299,368
"G4804790","2017","TX",,,"Texas","48","Webb County","479",,,,,,,,,,,,,,,,,,"05000US48479","Webb County, Texas",74045,8599,4837,4539,4166,4842,4713,3007,3417,4060,5742,6510,7642,5594,2302,2354,1721,"Webb County, Texas",1601,1489,828,1217,984,1044,1162,884,959,1248,1313,1238,1846,1361,747,929,767
"G4804850","2017","TX",,,"Texas","48","Wichita County","485",,,,,,,,,,,,,,,,,,"05000US48485","Wichita County, Texas",48382,7204,2334,1938,3346,2967,2438,2426,2250,2091,3941,5575,5107,2847,1533,1664,721,"Wichita County, Texas",2115,1246,727,587,888,902,860,737,674,842,950,932,1152,743,560,586,370
"G4804910","2017","TX",,,"Texas","48","Williamson County","491",,,,,,,,,,,,,,,,,,"05000US48491","Williamson County, Texas",180142,5015,3568,4135,4927,4293,7326,6682,6923,6625,13344,19325,26477,19927,17804,16448,17323,"Williamson County, Texas",2517,1224,1105,880,1044,1166,1732,1316,1539,1654,2233,2333,2910,2276,2215,2088,2244
"G4804970","2017","TX",,,"Texas","48","Wise County","497",,,,,,,,,,,,,,,,,,"05000US48497","Wise County, Texas",21651,994,1750,786,1477,661,988,876,794,1112,1676,1940,2659,2339,1526,938,1135,"Wise County, Texas",1013,492,736,582,641,328,466,427,418,524,555,612,773,797,612,508,530
"G4900050","2017","UT",,,"Utah","49","Cache County","005",,,,,,,,,,,,,,,,,,"05000US49005","Cache County, Utah",38453,1720,1993,1383,2620,1968,1850,2403,2437,2055,2350,4677,5494,3872,1304,1239,1088,"Cache County, Utah",789,649,657,516,784,679,568,610,744,655,519,955,1058,704,426,327,410
"G4900110","2017","UT",,,"Utah","49","Davis County","011",,,,,,,,,,,,,,,,,,"05000US49011","Davis County, Utah",104788,2426,1951,2397,2348,2670,2942,3383,4088,3003,8650,13478,19202,14300,7935,9191,6824,"Davis County, Utah",1219,704,615,767,839,931,860,1084,1114,772,1322,1950,1767,1855,1274,1189,1088
"G4900350","2017","UT",,,"Utah","49","Salt Lake County","035",,,,,,,,,,,,,,,,,,"05000US49035","Salt Lake County, Utah",376314,16985,11668,11394,12257,13467,14561,12668,14868,13817,30459,46569,54722,45140,24546,26857,26336,"Salt Lake County, Utah",2512,2446,1647,2127,1938,2043,2238,1623,1911,1872,2845,2997,3208,3123,1915,2433,2441
"G4900450","2017","UT",,,"Utah","49","Tooele County","045",,,,,,,,,,,,,,,,,,"05000US49045","Tooele County, Utah",20555,270,301,154,1108,1081,709,1107,997,1082,1054,2719,3605,2895,2062,1077,334,"Tooele County, Utah",595,209,227,147,635,645,460,514,637,563,553,802,884,912,775,541,250
"G4900490","2017","UT",,,"Utah","49","Utah County","049",,,,,,,,,,,,,,,,,,"05000US49049","Utah County, Utah",164698,5917,4872,4850,5463,5102,7669,6957,7714,5815,14719,18855,23908,20207,11661,11509,9480,"Utah County, Utah",1579,1120,962,871,1088,1036,1252,1232,1279,1103,1690,1798,2105,1541,1222,1206,1157
"G4900530","2017","UT",,,"Utah","49","Washington County","053",,,,,,,,,,,,,,,,,,"05000US49053","Washington County, Utah",56139,2401,2321,2988,3524,2020,2667,3594,3153,1968,5850,6214,7319,4646,2306,2844,2324,"Washington County, Utah",1972,812,848,1083,1160,765,928,1139,853,700,1205,1444,1236,951,824,1046,923
"G4900570","2017","UT",,,"Utah","49","Weber County","057",,,,,,,,,,,,,,,,,,"05000US49057","Weber County, Utah",83503,4701,2203,2636,3179,4155,3963,3373,4198,3099,7919,11597,13009,7910,4639,4378,2544,"Weber County, Utah",1868,976,713,764,956,1193,996,1028,1035,716,1264,1569,1615,1177,1108,924,754
"G5000070","2017","VT",,,"Vermont","50","Chittenden County","007",,,,,,,,,,,,,,,,,,"05000US50007","Chittenden County, Vermont",65703,3338,2671,3290,2847,2351,3678,1846,3727,1894,4660,5913,8244,6980,4558,3810,5896,"Chittenden County, Vermont",1435,964,899,1103,928,779,1094,656,1068,733,1280,1073,1378,1235,876,798,1014
"G5100030","2017","VA",,,"Virginia","51","Albemarle County","003",,,,,,,,,,,,,,,,,,"05000US51003","Albemarle County, Virginia",41191,1594,912,1343,1499,1832,1964,1122,1538,952,3828,3509,5119,4202,3191,4345,4241,"Albemarle County, Virginia",1269,751,418,560,751,638,803,484,547,471,1026,960,967,1060,1011,942,1054
"G5100130","2017","VA",,,"Virginia","51","Arlington County","013",,,,,,,,,,,,,,,,,,"05000US51013","Arlington County, Virginia",104750,4416,1373,1317,2240,1551,2253,2303,1874,1593,5475,7049,12883,12202,10105,13993,24123,"Arlington County, Virginia",2143,1014,786,669,898,650,890,764,635,647,1083,1419,1787,1614,1618,1798,2065
"G5100150","2017","VA",,,"Virginia","51","Augusta County","015",,,,,,,,,,,,,,,,,,"05000US51015","Augusta County, Virginia",30053,1865,1333,1047,1797,2254,873,1852,883,1209,2516,3699,4165,3050,1228,1134,1148,"Augusta County, Virginia",1062,813,618,510,861,938,461,778,529,673,869,1058,841,839,565,481,534
"G5100190","2017","VA",,,"Virginia","51","Bedford County","019",,,,,,,,,,,,,,,,,,"05000US51019","Bedford County, Virginia",31088,1433,1182,1211,1198,1315,1428,950,1344,1029,2897,4844,4656,2846,1845,1252,1658,"Bedford County, Virginia",1204,572,574,570,661,576,537,399,634,421,783,1052,917,1002,594,488,577
"G5100410","2017","VA",,,"Virginia","51","Chesterfield County","041",,,,,,,,,,,,,,,,,,"05000US51041","Chesterfield County, Virginia",124142,2749,2123,4080,3412,3977,4666,4656,5278,4512,8770,12614,19424,16572,10284,10897,10128,"Chesterfield County, Virginia",1508,850,597,1203,1112,1017,968,1043,1322,1110,1467,1982,2237,1944,1603,1512,1320
"G5100590","2017","VA",,,"Virginia","51","Fairfax County","059",,,,,,,,,,,,,,,,,,"05000US51059","Fairfax County, Virginia",396662,12682,5485,5034,6970,7390,8381,8674,8926,8103,18931,28651,46212,45538,38200,55724,91761,"Fairfax County, Virginia",2748,1606,1240,1191,1461,1349,1766,1731,1361,1491,2094,2430,2902,3303,2377,3459,3878
"G5100610","2017","VA",,,"Virginia","51","Fauquier County","061",,,,,,,,,,,,,,,,,,"05000US51061","Fauquier County, Virginia",23272,537,281,511,448,545,306,826,877,434,1210,2373,3425,2771,1933,3180,3615,"Fauquier County, Virginia",972,272,261,355,268,305,269,521,424,238,547,696,785,740,708,795,830
"G5100690","2017","VA",,,"Virginia","51","Frederick County","069",,,,,,,,,,,,,,,,,,"05000US51069","Frederick County, Virginia",32251,1192,1065,1080,829,660,629,1499,1187,1866,2415,3890,5476,3896,2721,2209,1637,"Frederick County, Virginia",1023,592,578,490,509,548,355,542,607,710,765,928,1245,1055,817,624,562
"G5100850","2017","VA",,,"Virginia","51","Hanover County","085",,,,,,,,,,,,,,,,,,"05000US51085","Hanover County, Virginia",37969,1150,812,994,999,845,1722,1200,677,887,2036,3787,6922,4845,3783,3867,3443,"Hanover County, Virginia",1223,500,408,413,459,451,590,508,292,452,554,808,1047,1104,764,735,719
"G5100870","2017","VA",,,"Virginia","51","Henrico County","087",,,,,,,,,,,,,,,,,,"05000US51087","Henrico County, Virginia",127899,4476,4856,4173,6090,4957,4798,7132,5547,4709,10081,13145,17075,12838,7704,10409,9909,"Henrico County, Virginia",1861,1222,1359,1222,1688,1253,1206,1631,1413,1130,1644,1735,2094,1651,1198,1657,1390
"G5100950","2017","VA",,,"Virginia","51","James City County","095",,,,,,,,,,,,,,,,,,"05000US51095","James City County, Virginia",28085,887,617,555,1002,1451,601,830,1471,707,1522,2091,4297,3735,2216,2699,3404,"James City County, Virginia",1367,443,457,371,469,711,357,413,625,394,534,797,1130,908,750,880,899
"G5101070","2017","VA",,,"Virginia","51","Loudoun County","107",,,,,,,,,,,,,,,,,,"05000US51107","Loudoun County, Virginia",129769,2024,1394,1851,1347,1248,2176,2300,1649,2946,6534,8488,13188,14030,12121,24566,33907,"Loudoun County, Virginia",992,697,491,733,494,490,687,831,667,854,1412,1423,1440,1704,1732,2073,2262
"G5101210","2017","VA",,,"Virginia","51","Montgomery County","121",,,,,,,,,,,,,,,,,,"05000US51121","Montgomery County, Virginia",34336,4583,956,1063,2175,1186,1542,1681,1206,1148,2388,2899,4786,3009,2172,1726,1816,"Montgomery County, Virginia",1706,1084,523,567,929,512,737,1006,609,577,894,941,1066,858,884,753,664
"G5101530","2017","VA",,,"Virginia","51","Prince William County","153",,,,,,,,,,,,,,,,,,"05000US51153","Prince William County, Virginia",141425,1924,2171,1894,2751,3397,2939,3261,3547,3351,8367,12520,23881,16133,13528,19564,22197,"Prince William County, Virginia",1703,745,809,740,730,1049,1035,1227,948,1057,1554,1885,2287,1819,1626,1631,1940
"G5101610","2017","VA",,,"Virginia","51","Roanoke County","161",,,,,,,,,,,,,,,,,,"05000US51161","Roanoke County, Virginia",38687,1544,2116,2322,506,1153,1466,1342,1660,1942,3661,5126,5831,4081,1358,2387,2192,"Roanoke County, Virginia",935,694,768,742,263,480,627,472,635,664,927,1129,1236,829,460,762,733
"G5101650","2017","VA",,,"Virginia","51","Rockingham County","165",,,,,,,,,,,,,,,,,,"05000US51165","Rockingham County, Virginia",30892,1455,1016,1405,1194,1333,1206,2181,1897,1458,2444,3932,5320,2981,954,1096,1020,"Rockingham County, Virginia",1083,591,434,598,522,449,432,810,582,548,676,697,919,802,326,464,467
"G5101770","2017","VA",,,"Virginia","51","Spotsylvania County","177",,,,,,,,,,,,,,,,,,"05000US51177","Spotsylvania County, Virginia",42960,1043,637,1169,1148,1192,1896,1378,1180,1399,3346,3639,6828,5704,3076,5453,3872,"Spotsylvania County, Virginia",1002,396,349,434,509,498,592,499,597,542,804,861,1015,960,685,853,869
"G5101790","2017","VA",,,"Virginia","51","Stafford County","179",,,,,,,,,,,,,,,,,,"05000US51179","Stafford County, Virginia",47474,760,650,883,949,881,701,582,1030,1091,3683,3607,5171,6123,6242,8242,6879,"Stafford County, Virginia",993,369,419,444,491,520,419,322,494,641,872,1090,986,1270,1210,1382,1134
"G5101990","2017","VA",,,"Virginia","51","York County","199",,,,,,,,,,,,,,,,,,"05000US51199","York County, Virginia",25294,440,462,517,525,949,716,431,698,1075,2039,3187,4311,2541,1983,3222,2198,"York County, Virginia",1015,415,309,277,352,675,464,290,488,491,678,817,1195,582,623,769,606
"G5105100","2017","VA",,,"Virginia","51","Alexandria city","510",,,,,,,,,,,,,,,,,,"05000US51510","Alexandria city, Virginia",69667,2830,903,980,1887,1575,2179,1611,1969,2745,4325,5375,8029,9382,5392,9419,11066,"Alexandria city, Virginia",1713,1047,494,547,682,820,902,654,776,789,1024,1109,1362,1430,940,1317,978
