GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AFJ8E001,AFJ8E002,AFJ8E003,AFJ8E004,AFJ8E005,AFJ8E006,AFJ8E007,AFJ8E008,AFJ8E009,AFJ8E010,AFJ8E011,AFJ8E012,AFJ8E013,AFJ8E014,AFJ8E015,AFJ8E016,AFJ8E017,NAME_M,AFJ8M001,AFJ8M002,AFJ8M003,AFJ8M004,AFJ8M005,AFJ8M006,AFJ8M007,AFJ8M008,AFJ8M009,AFJ8M010,AFJ8M011,AFJ8M012,AFJ8M013,AFJ8M014,AFJ8M015,AFJ8M016,AFJ8M017
"G4804230","2016","TX",,,"Texas","48","Smith County","423",,,,,,,,,,,,,,,,,,"05000US48423","Smith County, Texas",75792,4964,3517,3834,5611,3707,3352,3704,3374,3915,6109,7714,11041,5975,3764,2210,3001,"Smith County, Texas",2510,1247,1075,1072,1418,902,873,1072,1100,1135,1296,1634,1660,1373,1131,583,988
"G4804390","2016","TX",,,"Texas","48","Tarrant County","439",,,,,,,,,,,,,,,,,,"05000US48439","Tarrant County, Texas",696887,35229,25087,27530,31704,28777,38333,29887,31233,27339,61663,77395,86823,69517,37990,42313,46067,"Tarrant County, Texas",5661,3266,3102,2919,3190,3090,3582,3171,3178,2889,3887,4578,5260,3929,3079,3989,3263
"G4804410","2016","TX",,,"Texas","48","Taylor County","441",,,,,,,,,,,,,,,,,,"05000US48441","Taylor County, Texas",48607,3649,3036,2806,1760,3074,2871,3369,2351,1903,4238,5892,5367,3650,2279,1071,1291,"Taylor County, Texas",1748,1062,1026,820,497,886,909,1140,782,609,1118,1027,1340,894,803,419,520
"G4804510","2016","TX",,,"Texas","48","Tom Green County","451",,,,,,,,,,,,,,,,,,"05000US48451","Tom Green County, Texas",43497,2232,2285,2752,2862,2809,2711,3197,1377,1946,3519,5112,4253,3384,1773,1722,1563,"Tom Green County, Texas",1599,709,791,863,878,878,914,995,604,642,898,1139,803,1178,637,649,619
"G4804530","2016","TX",,,"Texas","48","Travis County","453",,,,,,,,,,,,,,,,,,"05000US48453","Travis County, Texas",457810,24883,12587,12030,17640,20306,17965,17338,18230,18252,36026,48757,55248,47742,28266,33735,48805,"Travis County, Texas",4735,2950,1822,1732,2064,2438,2157,2189,2495,2342,3044,4186,3102,4169,2930,3313,3276
"G4804690","2016","TX",,,"Texas","48","Victoria County","469",,,,,,,,,,,,,,,,,,"05000US48469","Victoria County, Texas",32249,2177,1780,1616,1204,1652,1272,1559,2253,1717,2278,2672,3506,3041,2622,1118,1782,"Victoria County, Texas",1161,820,613,652,514,737,531,596,784,674,723,770,980,769,864,411,685
"G4804710","2016","TX",,,"Texas","48","Walker County","471",,,,,,,,,,,,,,,,,,"05000US48471","Walker County, Texas",21209,2649,988,900,1895,1162,774,754,2196,888,1341,2413,1742,1803,507,544,653,"Walker County, Texas",1991,1012,676,514,845,624,525,489,1090,365,616,809,714,738,449,328,405
"G4804790","2016","TX",,,"Texas","48","Webb County","479",,,,,,,,,,,,,,,,,,"05000US48479","Webb County, Texas",73483,10539,6295,4802,5343,4161,5079,3308,2834,2448,5912,5753,5266,4652,3155,1778,2158,"Webb County, Texas",1469,1442,1302,1177,1174,922,1215,913,845,746,1162,1149,1052,1146,930,645,771
"G4804850","2016","TX",,,"Texas","48","Wichita County","485",,,,,,,,,,,,,,,,,,"05000US48485","Wichita County, Texas",49486,3988,3340,2924,3002,2976,3792,1810,3046,2648,4981,4580,4941,3062,1362,2021,1013,"Wichita County, Texas",2106,1029,932,862,1022,938,979,709,1092,817,1160,869,1093,771,568,796,443
"G4804910","2016","TX",,,"Texas","48","Williamson County","491",,,,,,,,,,,,,,,,,,"05000US48491","Williamson County, Texas",173125,4392,3297,4292,5007,5343,5934,4869,7042,6593,13903,18955,24312,24448,16172,15046,13520,"Williamson County, Texas",2554,1048,987,1135,1276,1241,1367,1055,1558,1441,1908,2242,2161,2202,2035,2087,2030
"G4900050","2016","UT",,,"Utah","49","Cache County","005",,,,,,,,,,,,,,,,,,"05000US49005","Cache County, Utah",37151,2141,944,1466,2525,1565,1643,1951,2052,1612,3381,5364,5042,3223,1646,1523,1073,"Cache County, Utah",851,616,483,672,715,493,520,587,671,503,767,1059,909,710,325,506,329
"G4900110","2016","UT",,,"Utah","49","Davis County","011",,,,,,,,,,,,,,,,,,"05000US49011","Davis County, Utah",103665,2947,2315,2277,2478,3018,2893,3967,4514,3693,8624,13614,17084,12884,9396,8686,5275,"Davis County, Utah",1098,842,764,851,1037,776,963,1063,1052,1154,1515,1440,1985,1867,1279,1252,1000
"G4900350","2016","UT",,,"Utah","49","Salt Lake County","035",,,,,,,,,,,,,,,,,,"05000US49035","Salt Lake County, Utah",366239,15057,10823,11154,14398,12853,15084,14496,16892,15619,31715,43994,53157,38764,24919,23741,23573,"Salt Lake County, Utah",2978,1975,1709,1896,2147,1696,2010,2061,2313,1980,2945,3283,3509,3273,2565,1952,2149
"G4900490","2016","UT",,,"Utah","49","Utah County","049",,,,,,,,,,,,,,,,,,"05000US49049","Utah County, Utah",157803,7130,5103,4536,5300,6671,6918,5989,7071,4630,13614,19559,24493,18516,10333,9446,8494,"Utah County, Utah",1545,1354,1187,900,966,1416,1139,1095,1168,813,1480,1631,1817,1740,1341,1396,1089
"G4900530","2016","UT",,,"Utah","49","Washington County","053",,,,,,,,,,,,,,,,,,"05000US49053","Washington County, Utah",51774,1997,2185,2860,2599,1854,2727,3262,3132,2345,5327,5706,7182,4154,1344,2609,2491,"Washington County, Utah",2021,781,816,1082,982,608,870,1090,923,820,1198,1261,1478,1185,794,972,971
"G4900570","2016","UT",,,"Utah","49","Weber County","057",,,,,,,,,,,,,,,,,,"05000US49057","Weber County, Utah",79501,4249,3166,2941,2472,2434,3883,4237,3751,3298,6447,9959,13153,8859,4644,4066,1942,"Weber County, Utah",1861,929,859,907,623,642,968,959,949,960,1216,1431,1635,1277,1097,948,505
"G5000070","2016","VT",,,"Vermont","50","Chittenden County","007",,,,,,,,,,,,,,,,,,"05000US50007","Chittenden County, Vermont",64867,2839,2583,2439,2820,2358,2891,2909,2395,2324,4380,6323,9561,6964,5499,3637,4945,"Chittenden County, Vermont",1151,799,754,850,923,847,785,967,731,751,1014,1097,1213,1215,1125,825,970
"G5100030","2016","VA",,,"Virginia","51","Albemarle County","003",,,,,,,,,,,,,,,,,,"05000US51003","Albemarle County, Virginia",40318,1434,1020,1253,1601,1371,1721,1746,1534,1843,2987,4299,5510,4272,2635,2682,4410,"Albemarle County, Virginia",1322,551,506,441,574,599,541,700,584,735,919,1043,1311,937,698,744,1005
"G5100130","2016","VA",,,"Virginia","51","Arlington County","013",,,,,,,,,,,,,,,,,,"05000US51013","Arlington County, Virginia",103479,4874,928,1566,1999,2113,2717,1833,2121,2173,5844,5941,13798,12518,9145,14000,21909,"Arlington County, Virginia",2496,1240,474,659,762,794,1061,967,680,710,1231,1091,1748,1624,1432,1823,1615
"G5100150","2016","VA",,,"Virginia","51","Augusta County","015",,,,,,,,,,,,,,,,,,"05000US51015","Augusta County, Virginia",29664,975,2073,1367,1329,1210,1240,1316,1710,1531,2999,4015,4689,2126,1474,903,707,"Augusta County, Virginia",1026,467,674,659,736,628,572,628,743,650,870,1040,1135,714,665,480,371
"G5100190","2016","VA",,,"Virginia","51","Bedford County","019",,,,,,,,,,,,,,,,,,"05000US51019","Bedford County, Virginia",29566,1713,1614,1506,1179,1125,1496,1359,1190,1724,2603,2370,3594,3178,1851,1603,1461,"Bedford County, Virginia",1390,638,626,567,479,508,574,456,452,641,697,573,915,989,636,587,567
"G5100410","2016","VA",,,"Virginia","51","Chesterfield County","041",,,,,,,,,,,,,,,,,,"05000US51041","Chesterfield County, Virginia",122221,3880,2631,2503,3222,3828,4869,6179,6141,4693,11379,10898,20676,14711,9605,9772,7234,"Chesterfield County, Virginia",1773,1048,756,820,726,927,1162,1252,1448,1103,1393,1341,2432,1820,1421,1458,1050
"G5100590","2016","VA",,,"Virginia","51","Fairfax County","059",,,,,,,,,,,,,,,,,,"05000US51059","Fairfax County, Virginia",395164,12418,5707,5629,7850,7717,7921,7669,7320,7932,17316,30349,47554,45937,37751,58937,87157,"Fairfax County, Virginia",3138,1857,1162,1159,1460,1359,1326,1487,1473,1439,2154,2531,3070,3145,2419,3246,3485
"G5100610","2016","VA",,,"Virginia","51","Fauquier County","061",,,,,,,,,,,,,,,,,,"05000US51061","Fauquier County, Virginia",24777,769,489,867,318,809,799,1213,392,481,1442,2216,3142,2447,2030,3503,3860,"Fauquier County, Virginia",782,484,303,446,210,595,453,544,250,278,616,616,713,611,589,954,819
"G5100690","2016","VA",,,"Virginia","51","Frederick County","069",,,,,,,,,,,,,,,,,,"05000US51069","Frederick County, Virginia",30760,587,649,855,922,964,898,783,1695,900,3393,4578,4361,3452,3004,2396,1323,"Frederick County, Virginia",1218,327,408,405,451,466,524,399,905,409,723,1115,927,1002,917,824,484
"G5100850","2016","VA",,,"Virginia","51","Hanover County","085",,,,,,,,,,,,,,,,,,"05000US51085","Hanover County, Virginia",37931,841,977,967,1000,1139,1813,1304,1301,1132,2861,3969,4756,5709,3418,3832,2912,"Hanover County, Virginia",1008,345,427,439,507,566,630,515,531,440,785,921,936,956,669,692,650
"G5100870","2016","VA",,,"Virginia","51","Henrico County","087",,,,,,,,,,,,,,,,,,"05000US51087","Henrico County, Virginia",127930,6063,3779,3863,4803,5297,6107,5400,6972,6062,8962,14060,19697,10581,7652,7153,11479,"Henrico County, Virginia",1552,1172,1050,911,1283,1108,1478,1361,1179,1547,1486,1885,2034,1485,1467,1319,1610
"G5100950","2016","VA",,,"Virginia","51","James City County","095",,,,,,,,,,,,,,,,,,"05000US51095","James City County, Virginia",28480,1301,1045,627,853,899,945,915,1156,769,1893,2178,3992,3607,2771,2618,2911,"James City County, Virginia",1491,617,753,559,403,423,447,500,617,482,682,709,1012,840,769,832,829
"G5101070","2016","VA",,,"Virginia","51","Loudoun County","107",,,,,,,,,,,,,,,,,,"05000US51107","Loudoun County, Virginia",124916,2530,1369,832,1563,1639,2877,1897,1690,2806,5370,8048,12144,14658,14648,20468,32377,"Loudoun County, Virginia",1507,847,668,475,681,556,1179,763,554,769,1123,1284,1709,1623,1579,1886,2197
"G5101210","2016","VA",,,"Virginia","51","Montgomery County","121",,,,,,,,,,,,,,,,,,"05000US51121","Montgomery County, Virginia",36128,4352,1838,1127,1830,927,1690,1263,1078,1189,3469,3778,4415,2383,1835,2235,2719,"Montgomery County, Virginia",1231,1104,663,673,697,427,636,661,549,491,1090,977,1290,764,652,796,907
"G5101530","2016","VA",,,"Virginia","51","Prince William County","153",,,,,,,,,,,,,,,,,,"05000US51153","Prince William County, Virginia",139792,5936,2466,1985,2670,4137,3124,4428,3599,3923,7610,12857,18722,16813,14597,17247,19678,"Prince William County, Virginia",1821,1588,898,846,867,1227,1161,1033,875,1276,1641,1541,2052,2012,1686,1772,1773
"G5101610","2016","VA",,,"Virginia","51","Roanoke County","161",,,,,,,,,,,,,,,,,,"05000US51161","Roanoke County, Virginia",38541,2249,908,1470,1815,2372,1904,1776,2034,1405,3184,4057,4683,4376,2526,1870,1912,"Roanoke County, Virginia",1085,844,452,475,653,713,780,807,667,608,769,1099,940,1097,726,644,618
"G5101650","2016","VA",,,"Virginia","51","Rockingham County","165",,,,,,,,,,,,,,,,,,"05000US51165","Rockingham County, Virginia",31186,1314,1215,1305,1034,1341,2207,2136,1844,1710,2164,3320,4734,2564,1944,1088,1266,"Rockingham County, Virginia",1080,499,576,692,445,548,890,757,653,493,528,644,992,687,506,397,460
"G5101770","2016","VA",,,"Virginia","51","Spotsylvania County","177",,,,,,,,,,,,,,,,,,"05000US51177","Spotsylvania County, Virginia",44169,1083,511,1143,852,560,1794,1087,1804,2039,3270,5633,7269,6072,3708,3996,3348,"Spotsylvania County, Virginia",785,421,354,662,461,276,703,478,585,596,841,992,1212,920,843,776,752
"G5101790","2016","VA",,,"Virginia","51","Stafford County","179",,,,,,,,,,,,,,,,,,"05000US51179","Stafford County, Virginia",47017,739,595,1100,1185,935,1944,1748,1687,1534,2865,3860,5715,4795,4304,6413,7598,"Stafford County, Virginia",624,444,329,495,591,432,759,651,566,734,839,818,1014,937,823,1190,1127
"G5101990","2016","VA",,,"Virginia","51","York County","199",,,,,,,,,,,,,,,,,,"05000US51199","York County, Virginia",23797,398,354,688,572,510,475,1345,649,962,1769,1842,3888,3007,3004,1710,2624,"York County, Virginia",1170,266,299,380,370,322,302,675,391,497,649,520,902,746,827,561,599
"G5105100","2016","VA",,,"Virginia","51","Alexandria city","510",,,,,,,,,,,,,,,,,,"05000US51510","Alexandria city, Virginia",69875,2980,1056,1246,2735,1420,2399,2393,2155,2595,4213,6331,10091,6742,4377,7259,11883,"Alexandria city, Virginia",1555,821,621,519,866,654,726,961,811,974,1064,1176,1592,1199,931,1237,1148
"G5105500","2016","VA",,,"Virginia","51","Chesapeake city","550",,,,,,,,,,,,,,,,,,"05000US51550","Chesapeake city, Virginia",83364,3153,2850,2294,2259,2580,3159,2618,4088,3478,7018,9488,12691,10280,6106,5915,5387,"Chesapeake city, Virginia",1894,1032,903,858,849,778,937,952,1035,814,1377,1581,1782,1386,980,1214,1217
"G5106500","2016","VA",,,"Virginia","51","Hampton city","650",,,,,,,,,,,,,,,,,,"05000US51650","Hampton city, Virginia",54181,4246,2441,2427,2032,2303,3399,2673,3545,3619,5844,5129,6890,4322,2109,1967,1235,"Hampton city, Virginia",1387,1136,885,717,729,629,913,929,1180,968,1163,1115,1456,876,642,556,571
"G5106800","2016","VA",,,"Virginia","51","Lynchburg city","680",,,,,,,,,,,,,,,,,,"05000US51680","Lynchburg city, Virginia",27545,2435,1423,1644,2023,1577,2089,2057,1394,1833,2104,1981,3898,954,691,818,624,"Lynchburg city, Virginia",1610,819,584,649,755,632,831,670,696,890,704,740,1066,459,338,399,307
"G5107000","2016","VA",,,"Virginia","51","Newport News city","700",,,,,,,,,,,,,,,,,,"05000US51700","Newport News city, Virginia",67628,4732,2822,2782,5851,3805,3198,3991,2971,3246,5213,8539,7698,6167,1991,2443,2179,"Newport News city, Virginia",2268,1198,872,838,1547,972,1033,1195,858,981,1147,1343,1168,1302,647,687,608
"G5107100","2016","VA",,,"Virginia","51","Norfolk city","710",,,,,,,,,,,,,,,,,,"05000US51710","Norfolk city, Virginia",87910,8361,5402,5408,4791,5051,5273,3071,5108,4755,6570,10037,8869,5641,2935,3890,2748,"Norfolk city, Virginia",2122,1349,1026,1265,1062,1147,882,866,1060,1021,975,1419,1332,1073,638,951,560
"G5107400","2016","VA",,,"Virginia","51","Portsmouth city","740",,,,,,,,,,,,,,,,,,"05000US51740","Portsmouth city, Virginia",36615,2870,2250,1724,2274,1655,2453,1845,2236,1368,3230,4064,4270,2490,1658,1559,669,"Portsmouth city, Virginia",1104,896,658,585,624,582,796,635,721,460,843,736,997,679,635,671,358
"G5107600","2016","VA",,,"Virginia","51","Richmond city","760",,,,,,,,,,,,,,,,,,"05000US51760","Richmond city, Virginia",91704,11438,6491,6607,6065,4666,5340,3708,3328,3354,5981,8649,9301,5110,3641,3509,4516,"Richmond city, Virginia",1869,1909,1526,1339,1381,987,1216,888,747,996,1059,1543,1509,882,837,827,895
"G5107700","2016","VA",,,"Virginia","51","Roanoke city","770",,,,,,,,,,,,,,,,,,"05000US51770","Roanoke city, Virginia",42213,4778,4216,2504,3243,2457,2540,3136,2026,2546,3524,3065,3951,1993,978,681,575,"Roanoke city, Virginia",1450,1247,1234,825,1332,670,808,1010,671,892,1058,852,886,728,424,360,287
"G5108000","2016","VA",,,"Virginia","51","Suffolk city","800",,,,,,,,,,,,,,,,,,"05000US51800","Suffolk city, Virginia",33377,1157,884,2059,1269,1936,1087,1748,1618,733,2647,3321,5224,3684,2264,2150,1596,"Suffolk city, Virginia",896,518,450,843,547,578,538,653,655,380,812,690,875,861,650,511,540
"G5108100","2016","VA",,,"Virginia","51","Virginia Beach city","810",,,,,,,,,,,,,,,,,,"05000US51810","Virginia Beach city, Virginia",168061,6233,4361,4337,6889,5211,5531,7018,8170,6094,14553,20095,24940,19816,12204,12665,9944,"Virginia Beach city, Virginia",2472,1448,1003,1032,1387,995,1147,1414,1525,1401,1971,1898,2035,2193,1577,1705,1099
"G5300050","2016","WA",,,"Washington","53","Benton County","005",,,,,,,,,,,,,,,,,,"05000US53005","Benton County, Washington",70434,3513,3010,2278,3903,2929,3145,2831,2388,3169,6498,7235,8884,7422,5026,4656,3547,"Benton County, Washington",1240,1023,1061,820,1171,751,856,817,745,906,1541,1273,1417,1300,1058,910,933
"G5300070","2016","WA",,,"Washington","53","Chelan County","007",,,,,,,,,,,,,,,,,,"05000US53007","Chelan County, Washington",28353,1660,1296,1484,1949,927,1525,2000,2012,910,2228,3039,3420,2544,1185,1136,1038,"Chelan County, Washington",1519,731,671,608,1012,437,550,845,779,497,760,921,877,913,570,449,423
"G5300090","2016","WA",,,"Washington","53","Clallam County","009",,,,,,,,,,,,,,,,,,"05000US53009","Clallam County, Washington",31837,2331,1887,1788,1665,1754,1813,1629,1636,1641,3454,3205,3970,2715,773,981,595,"Clallam County, Washington",1051,625,584,542,623,655,534,651,507,551,666,817,945,676,331,383,355
"G5300110","2016","WA",,,"Washington","53","Clark County","011",,,,,,,,,,,,,,,,,,"05000US53011","Clark County, Washington",169997,6712,4906,4580,6623,5441,8018,7305,7250,8034,13158,20359,24272,19644,12301,11528,9866,"Clark County, Washington",1585,1416,1092,980,1271,1236,1557,1018,1142,1392,1489,1888,2140,1915,1707,1415,1189
"G5300150","2016","WA",,,"Washington","53","Cowlitz County","015",,,,,,,,,,,,,,,,,,"05000US53015","Cowlitz County, Washington",40170,3728,2201,2031,2228,2574,1813,1408,1960,1882,2982,4237,5384,2869,1447,2251,1175,"Cowlitz County, Washington",934,1103,696,817,787,799,651,515,654,638,892,949,1318,659,428,820,483
"G5300210","2016","WA",,,"Washington","53","Franklin County","021",,,,,,,,,,,,,,,,,,"05000US53021","Franklin County, Washington",25903,1609,742,704,1800,1141,1267,1265,1205,976,2893,2879,3486,2597,1404,1033,902,"Franklin County, Washington",740,754,399,352,742,644,544,580,549,485,813,778,1122,846,521,515,601
"G5300250","2016","WA",,,"Washington","53","Grant County","025",,,,,,,,,,,,,,,,,,"05000US53025","Grant County, Washington",28351,2262,945,1982,1350,2258,1215,1274,1302,2223,2713,2671,3352,1932,1141,1149,582,"Grant County, Washington",1435,597,417,677,540,982,645,658,605,995,885,830,810,629,559,538,314
"G5300270","2016","WA",,,"Washington","53","Grays Harbor County","027",,,,,,,,,,,,,,,,,,"05000US53027","Grays Harbor County, Washington",27330,1722,1979,1168,1674,1292,1260,1153,2022,1496,2269,2664,3028,2628,1093,1257,625,"Grays Harbor County, Washington",1573,509,788,432,529,486,503,513,770,741,737,677,748,878,553,727,394
"G5300290","2016","WA",,,"Washington","53","Island County","029",,,,,,,,,,,,,,,,,,"05000US53029","Island County, Washington",33365,2304,881,1178,1454,881,1612,1463,1076,1520,2521,4732,5068,2627,2281,2167,1600,"Island County, Washington",1431,867,446,494,634,408,512,591,410,585,609,1062,977,627,635,671,484
"G5300330","2016","WA",,,"Washington","53","King County","033",,,,,,,,,,,,,,,,,,"05000US53033","King County, Washington",861154,40004,26031,24414,23634,24504,27541,27051,29107,28580,52551,75545,109537,97470,65826,87571,121788,"King County, Washington",4657,3031,2692,2594,2517,2720,2693,2134,2898,2727,3649,4549,5551,5280,3803,4114,5164
"G5300350","2016","WA",,,"Washington","53","Kitsap County","035",,,,,,,,,,,,,,,,,,"05000US53035","Kitsap County, Washington",101995,4864,2815,4037,4187,3602,3871,4137,3460,4569,8292,11260,15678,13042,6990,5658,5533,"Kitsap County, Washington",2068,1096,675,1064,1117,908,986,898,838,822,1413,1635,1993,1661,1079,892,1011
"G5300410","2016","WA",,,"Washington","53","Lewis County","041",,,,,,,,,,,,,,,,,,"05000US53041","Lewis County, Washington",29509,2100,1411,1778,1877,1557,1835,2084,1978,1439,1730,3292,3960,2134,971,891,472,"Lewis County, Washington",1114,655,630,564,643,567,545,677,691,471,429,747,857,640,321,310,231
"G5300530","2016","WA",,,"Washington","53","Pierce County","053",,,,,,,,,,,,,,,,,,"05000US53053","Pierce County, Washington",317671,16116,10990,9340,15109,11751,14074,13551,14968,13201,27288,38075,47269,31547,20541,17496,16355,"Pierce County, Washington",2982,2007,1597,1547,2087,1770,1700,2082,1786,1898,2932,3105,3270,2753,2100,1482,1768
"G5300570","2016","WA",,,"Washington","53","Skagit County","057",,,,,,,,,,,,,,,,,,"05000US53057","Skagit County, Washington",46423,2837,1375,1440,1581,2379,2278,1928,2780,2121,4068,5258,6640,4445,2818,2726,1749,"Skagit County, Washington",1167,825,420,484,431,715,699,610,724,613,748,1045,1022,921,685,614,478
"G5300610","2016","WA",,,"Washington","53","Snohomish County","061",,,,,,,,,,,,,,,,,,"05000US53061","Snohomish County, Washington",286116,10765,8891,8519,7562,7400,9615,10095,12636,10859,19490,30541,44007,34484,21808,25925,23519,"Snohomish County, Washington",3382,1915,1315,1496,1403,1428,1655,1521,1726,1450,2092,2511,2909,2503,2032,2297,2346
"G5300630","2016","WA",,,"Washington","53","Spokane County","063",,,,,,,,,,,,,,,,,,"05000US53063","Spokane County, Washington",195807,12435,9756,10127,9824,9140,11139,11751,9241,8307,17416,20536,26392,14623,8921,8163,8036,"Spokane County, Washington",2512,1463,1690,1577,1536,1424,1686,1692,1642,1506,1864,1877,2577,1904,1290,1422,1389
"G5300670","2016","WA",,,"Washington","53","Thurston County","067",,,,,,,,,,,,,,,,,,"05000US53067","Thurston County, Washington",105863,6082,4236,3425,3719,4080,4466,4960,5027,2726,9072,12129,16760,11451,6780,5821,5129,"Thurston County, Washington",1975,1315,1403,962,1174,1147,1019,1058,954,812,1673,1575,1626,1875,1243,1171,969
