GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AAS5E001,AAS5E002,AAS5E003,AAS5E004,AAS5E005,AAS5E006,AAS5E007,AAS5E008,AAS5E009,AAS5E010,AAS5E011,AAS5E012,AAS5E013,AAS5E014,AAS5E015,AAS5E016,AAS5E017,NAME_M,AAS5M001,AAS5M002,AAS5M003,AAS5M004,AAS5M005,AAS5M006,AAS5M007,AAS5M008,AAS5M009,AAS5M010,AAS5M011,AAS5M012,AAS5M013,AAS5M014,AAS5M015,AAS5M016,AAS5M017
"G0600870","2014","CA",,,"California","06","Santa Cruz County","087",,,,,,,,,,,,,,,,,,"05000US06087","Santa Cruz County, California",96127,5238,4094,3777,5901,3254,4132,3922,4185,4482,6299,7245,11688,9919,4302,8840,8849,"Santa Cruz County, California",1984,1401,999,1057,1626,1005,993,1165,1092,1127,1204,1160,1595,1643,1073,1311,1185
"G0600890","2014","CA",,,"California","06","Shasta County","089",,,,,,,,,,,,,,,,,,"05000US06089","Shasta County, California",68542,4848,4999,4314,5317,4303,3739,3614,3946,3126,5160,7499,6684,3764,2886,2667,1676,"Shasta County, California",1701,1023,876,1040,1053,974,791,1000,972,787,983,1238,991,876,729,563,451
"G0600950","2014","CA",,,"California","06","Solano County","095",,,,,,,,,,,,,,,,,,"05000US06095","Solano County, California",145313,7202,6731,4842,6433,5202,5377,4916,6658,5197,10992,15475,21638,15831,9025,12294,7500,"Solano County, California",2017,1556,1671,1137,1147,1034,1090,934,1174,1097,1808,1803,2392,1584,1434,1486,1388
"G0600970","2014","CA",,,"California","06","Sonoma County","097",,,,,,,,,,,,,,,,,,"05000US06097","Sonoma County, California",190875,9754,8399,7164,7239,7021,8258,6914,6484,9027,14069,19710,28424,17285,10530,16011,14586,"Sonoma County, California",2224,1644,1381,1395,1201,1352,1519,1280,1298,1514,1859,2427,2657,1895,1451,1811,1774
"G0600990","2014","CA",,,"California","06","Stanislaus County","099",,,,,,,,,,,,,,,,,,"05000US06099","Stanislaus County, California",169038,11618,12009,8862,7014,8557,9466,8175,10159,6183,15192,18709,20476,13306,8390,5994,4928,"Stanislaus County, California",2079,1910,1787,1599,1379,1265,1734,1272,1592,1421,2024,2249,1911,1319,1472,1227,1231
"G0601010","2014","CA",,,"California","06","Sutter County","101",,,,,,,,,,,,,,,,,,"05000US06101","Sutter County, California",31634,1462,1508,1970,944,1530,2079,1541,1677,1649,2852,3753,3572,2810,1252,2119,916,"Sutter County, California",919,507,663,767,386,643,783,567,687,596,735,985,809,744,521,617,347
"G0601070","2014","CA",,,"California","06","Tulare County","107",,,,,,,,,,,,,,,,,,"05000US06107","Tulare County, California",132742,10221,9469,10358,8581,8456,8801,7276,5674,6508,10154,13293,14099,7336,5342,3592,3582,"Tulare County, California",1975,1757,1491,1634,1220,1534,1484,1199,1149,1219,1699,1573,2072,1368,1283,950,903
"G0601110","2014","CA",,,"California","06","Ventura County","111",,,,,,,,,,,,,,,,,,"05000US06111","Ventura County, California",269869,10442,8443,10096,8582,10172,11082,8818,10117,9829,18455,27850,41333,27795,18691,22058,26106,"Ventura County, California",2443,1673,1263,1673,1309,1653,1597,1232,1577,1412,2250,2885,3049,2551,2177,2123,1753
"G0601130","2014","CA",,,"California","06","Yolo County","113",,,,,,,,,,,,,,,,,,"05000US06113","Yolo County, California",72228,7000,5138,3212,3734,2819,3172,2071,3557,2584,5326,6461,7145,7068,3563,4777,4601,"Yolo County, California",1198,1178,971,1239,921,778,966,758,959,723,1061,1130,1196,1265,748,980,998
"G0601150","2014","CA",,,"California","06","Yuba County","115",,,,,,,,,,,,,,,,,,"05000US06115","Yuba County, California",25732,2049,1973,2031,1905,1210,1859,1431,1243,1667,1849,2473,2863,1375,948,422,434,"Yuba County, California",1030,812,849,719,645,540,689,648,632,799,725,803,961,496,367,310,308
"G0800010","2014","CO",,,"Colorado","08","Adams County","001",,,,,,,,,,,,,,,,,,"05000US08001","Adams County, Colorado",159422,8306,5439,6812,6265,7635,7891,9149,8229,7372,13054,21065,22054,13588,9206,8146,5211,"Adams County, Colorado",1625,1387,1150,1180,1331,1694,1513,1249,1611,1418,1801,2033,1961,1619,1283,1191,1061
"G0800050","2014","CO",,,"Colorado","08","Arapahoe County","005",,,,,,,,,,,,,,,,,,"05000US08005","Arapahoe County, Colorado",232763,11709,7080,7005,9827,10055,10960,10923,11095,9147,18990,25785,30680,23135,14153,16032,16187,"Arapahoe County, Colorado",1920,1802,1380,1375,1476,1533,1317,1435,1342,1423,1973,2228,2408,1973,1810,1690,1514
"G0800130","2014","CO",,,"Colorado","08","Boulder County","013",,,,,,,,,,,,,,,,,,"05000US08013","Boulder County, Colorado",123690,8134,4610,4083,4713,6109,4208,3581,4850,3702,8375,12156,15152,13100,8358,11009,11550,"Boulder County, Colorado",1731,1549,1022,938,1136,1370,990,900,1092,980,1466,1853,1594,1442,1252,1612,1229
"G0800310","2014","CO",,,"Colorado","08","Denver County","031",,,,,,,,,,,,,,,,,,"05000US08031","Denver County, Colorado",281928,25366,12361,11630,13810,15089,11926,13142,13377,11769,20834,25317,35536,22913,14452,14370,20036,"Denver County, Colorado",3071,2604,1424,1751,1919,2136,1784,2037,1986,1529,2237,2867,3105,2099,1747,1836,1627
"G0800350","2014","CO",,,"Colorado","08","Douglas County","035",,,,,,,,,,,,,,,,,,"05000US08035","Douglas County, Colorado",108135,2527,1211,2241,2395,1905,2549,1611,2215,2731,6760,9172,15388,15233,12221,14699,15277,"Douglas County, Colorado",1429,627,460,815,746,573,684,490,765,760,1125,1376,1660,1627,1643,1642,1501
"G0800410","2014","CO",,,"Colorado","08","El Paso County","041",,,,,,,,,,,,,,,,,,"05000US08041","El Paso County, Colorado",245158,14018,10028,11279,11829,10020,11707,11501,11210,11384,20434,27596,33034,21879,13866,13907,11466,"El Paso County, Colorado",2541,1984,1588,1804,1834,1443,1734,1535,1842,1763,2201,2781,2500,2179,1551,1621,1484
"G0800590","2014","CO",,,"Colorado","08","Jefferson County","059",,,,,,,,,,,,,,,,,,"05000US08059","Jefferson County, Colorado",224502,8560,7557,8050,8121,7452,10213,8436,9211,8815,17442,25348,31863,24831,15829,16796,15978,"Jefferson County, Colorado",1859,1227,1404,1410,1304,1268,1557,1324,1466,1418,1553,2153,2414,1974,1726,1497,1588
"G0800690","2014","CO",,,"Colorado","08","Larimer County","069",,,,,,,,,,,,,,,,,,"05000US08069","Larimer County, Colorado",125165,7944,3714,6237,6821,6230,7523,6915,5657,4947,9481,13975,15913,11013,5090,8446,5259,"Larimer County, Colorado",2296,1509,821,1401,1245,1162,1669,1504,1161,1147,1324,2145,1828,1475,716,1270,1111
"G0800770","2014","CO",,,"Colorado","08","Mesa County","077",,,,,,,,,,,,,,,,,,"05000US08077","Mesa County, Colorado",59703,5373,3407,2644,2807,4029,3836,2940,2533,2148,6081,5804,6970,5213,2766,1882,1270,"Mesa County, Colorado",1228,1456,1166,919,708,1182,893,1064,877,664,1325,1088,1349,1296,1023,600,549
"G0801010","2014","CO",,,"Colorado","08","Pueblo County","101",,,,,,,,,,,,,,,,,,"05000US08101","Pueblo County, Colorado",63385,6036,4315,3401,5022,3737,4735,3766,2440,3760,4885,5907,7328,3873,1426,1587,1167,"Pueblo County, Colorado",1488,1054,934,900,1050,947,1043,835,664,1079,923,1001,1190,742,487,475,417
"G0801230","2014","CO",,,"Colorado","08","Weld County","123",,,,,,,,,,,,,,,,,,"05000US08123","Weld County, Colorado",96803,4133,3006,3320,4345,3888,4203,5039,4949,4860,8490,11100,15651,9573,5053,5488,3705,"Weld County, Colorado",1090,806,730,748,716,810,844,955,1139,1204,1298,1565,1742,1384,867,959,726
"G0900010","2014","CT",,,"Connecticut","09","Fairfield County","001",,,,,,,,,,,,,,,,,,"05000US09001","Fairfield County, Connecticut",338421,16517,10569,13257,10636,13668,10263,10876,9570,10356,16672,29052,39524,29120,21861,31665,64815,"Fairfield County, Connecticut",3209,1812,1650,1815,1846,1932,1586,1671,1528,1097,1908,2603,3124,2524,1973,2584,2937
"G0900030","2014","CT",,,"Connecticut","09","Hartford County","003",,,,,,,,,,,,,,,,,,"05000US09003","Hartford County, Connecticut",346525,23014,12529,16719,15390,15024,13326,14224,12118,12251,22584,34660,43935,33860,23340,25613,27938,"Hartford County, Connecticut",2718,2706,2031,1975,1863,2226,1822,1836,1577,1634,2028,2790,2880,2483,2200,2206,2475
"G0900050","2014","CT",,,"Connecticut","09","Litchfield County","005",,,,,,,,,,,,,,,,,,"05000US09005","Litchfield County, Connecticut",73572,3429,1742,3255,2349,1735,2720,1916,2688,3445,5228,9095,11953,7357,6396,6023,4241,"Litchfield County, Connecticut",1623,1068,467,735,536,431,659,564,743,1008,876,1502,1510,1202,1153,900,722
"G0900070","2014","CT",,,"Connecticut","09","Middlesex County","007",,,,,,,,,,,,,,,,,,"05000US09007","Middlesex County, Connecticut",67106,3295,1838,2362,3336,2339,2031,1875,3478,2807,4185,5631,7489,7157,6872,6438,5973,"Middlesex County, Connecticut",1737,903,615,839,943,732,848,741,1077,851,935,1285,1117,1212,1279,1034,924
"G0900090","2014","CT",,,"Connecticut","09","New Haven County","009",,,,,,,,,,,,,,,,,,"05000US09009","New Haven County, Connecticut",326050,24576,14703,17369,14826,14196,14121,13803,13722,11623,22742,30158,40860,29473,19186,22807,21885,"New Haven County, Connecticut",3364,2438,1722,2065,1704,1900,1826,2040,1891,1933,2735,2786,2995,2741,2119,2467,2277
"G0900110","2014","CT",,,"Connecticut","09","New London County","011",,,,,,,,,,,,,,,,,,"05000US09011","New London County, Connecticut",105504,5661,4193,4074,4822,4668,3391,3165,4917,4028,9601,10065,15358,10242,7350,7893,6076,"New London County, Connecticut",2194,1260,980,1056,1392,1197,821,774,1081,859,1443,1746,1489,1467,1173,1272,845
"G0900130","2014","CT",,,"Connecticut","09","Tolland County","013",,,,,,,,,,,,,,,,,,"05000US09013","Tolland County, Connecticut",53984,2308,1358,1296,1502,1506,1845,2425,2069,2489,3579,4977,9272,5095,4952,5279,4032,"Tolland County, Connecticut",1573,855,602,553,507,592,765,870,776,845,1092,1163,1556,1177,1105,1183,829
"G0900150","2014","CT",,,"Connecticut","09","Windham County","015",,,,,,,,,,,,,,,,,,"05000US09015","Windham County, Connecticut",44655,2518,1619,2154,2147,3177,2272,1780,1865,1777,3147,5386,7080,4211,2615,2012,895,"Windham County, Connecticut",1277,731,555,746,774,1104,773,689,626,690,826,1089,1319,1013,787,539,358
"G1000010","2014","DE",,,"Delaware","10","Kent County","001",,,,,,,,,,,,,,,,,,"05000US10001","Kent County, Delaware",61270,4412,2678,2412,2778,2879,3889,3757,2508,2541,5928,6739,7910,4563,3743,3353,1180,"Kent County, Delaware",1561,1296,842,740,659,915,1101,1097,674,725,1272,1337,1272,791,795,972,425
"G1000030","2014","DE",,,"Delaware","10","New Castle County","003",,,,,,,,,,,,,,,,,,"05000US10003","New Castle County, Delaware",202204,13674,7208,7644,8194,7779,8922,9363,9134,9351,13894,20969,26107,19306,13147,14494,13018,"New Castle County, Delaware",2248,1665,1305,1428,1179,1135,1418,1508,1360,1684,1432,1879,2034,1964,1737,1762,1771
"G1000050","2014","DE",,,"Delaware","10","Sussex County","005",,,,,,,,,,,,,,,,,,"05000US10005","Sussex County, Delaware",86269,5219,2845,4297,4283,4482,4996,4827,3962,3868,7835,9475,10972,7392,3846,3976,3994,"Sussex County, Delaware",2800,1292,645,1038,754,897,993,1021,984,913,1366,1378,1443,1211,788,871,756
"G1100010","2014","DC",,,"District of Columbia","11","District of Columbia","001",,,,,,,,,,,,,,,,,,"05000US11001","District of Columbia, District of Columbia",277378,31498,10973,9777,11155,9383,9076,6423,11057,7319,14773,22097,32079,24954,15861,23599,37354,"District of Columbia, District of Columbia",3304,3276,1711,1779,1939,1551,1606,976,1716,1172,1673,1996,2616,2259,1912,2241,2521
"G1200010","2014","FL",,,"Florida","12","Alachua County","001",,,,,,,,,,,,,,,,,,"05000US12001","Alachua County, Florida",97215,13123,5433,6422,5811,5125,5064,4345,3108,3290,9304,9203,8947,6737,3179,3923,4201,"Alachua County, Florida",2598,1830,1155,1341,1104,1222,1253,1167,864,1006,1800,1424,1449,1181,733,933,1052
"G1200050","2014","FL",,,"Florida","12","Bay County","005",,,,,,,,,,,,,,,,,,"05000US12005","Bay County, Florida",66024,6521,2958,3000,4144,5164,3420,4327,3633,2457,5871,6263,7334,4751,1982,2004,2195,"Bay County, Florida",2279,1489,850,864,1154,1194,914,1127,971,778,1181,1250,1268,927,616,670,647
"G1200090","2014","FL",,,"Florida","12","Brevard County","009",,,,,,,,,,,,,,,,,,"05000US12009","Brevard County, Florida",225226,17154,11484,13320,13821,11905,13390,11532,13897,10600,18104,24459,27559,14441,7966,8079,7515,"Brevard County, Florida",4224,2490,1640,2207,2031,1771,1941,1783,2304,1483,2275,2334,2769,1862,1365,1331,1349
"G1200110","2014","FL",,,"Florida","12","Broward County","011",,,,,,,,,,,,,,,,,,"05000US12011","Broward County, Florida",665192,46111,36117,39028,38242,35341,34495,31003,30943,30891,50749,66604,78447,55635,27941,32042,31603,"Broward County, Florida",6069,3763,2875,3309,3175,2851,2904,3015,2909,2708,3606,3592,4871,3333,2722,3005,2602
"G1200150","2014","FL",,,"Florida","12","Charlotte County","015",,,,,,,,,,,,,,,,,,"05000US12015","Charlotte County, Florida",75234,5323,4675,5168,5117,4704,5176,4902,4447,3724,7238,7539,6551,4723,2635,1598,1714,"Charlotte County, Florida",2770,1323,936,1138,1083,1172,1047,1008,1112,987,1284,1260,1124,1159,756,638,614
"G1200170","2014","FL",,,"Florida","12","Citrus County","017",,,,,,,,,,,,,,,,,,"05000US12017","Citrus County, Florida",60315,5556,5271,4855,4661,3979,5268,3641,3825,3098,3919,5441,4745,2852,1370,425,1409,"Citrus County, Florida",2314,1169,1297,1118,1164,954,1272,826,1136,707,837,1154,967,881,657,336,671
"G1200190","2014","FL",,,"Florida","12","Clay County","019",,,,,,,,,,,,,,,,,,"05000US12019","Clay County, Florida",70307,4723,1775,2111,3419,3078,4140,4615,3152,2279,6728,9074,9311,6924,3064,3736,2178,"Clay County, Florida",1930,1482,529,614,1126,1039,1109,1243,1036,863,1536,1984,1629,1375,1001,1308,783
"G1200210","2014","FL",,,"Florida","12","Collier County","021",,,,,,,,,,,,,,,,,,"05000US12021","Collier County, Florida",133162,5679,5223,4928,6080,7147,6619,6905,5927,5898,13762,12849,15940,12142,5465,6911,11687,"Collier County, Florida",4540,1009,1364,1222,1118,1371,1384,1313,1233,1147,2300,1897,2185,1808,1173,1208,1533
"G1200230","2014","FL",,,"Florida","12","Columbia County","023",,,,,,,,,,,,,,,,,,"05000US12023","Columbia County, Florida",23825,3101,1350,1496,2396,1179,1578,1347,1108,712,2576,2675,1240,1322,542,799,404,"Columbia County, Florida",1067,968,547,611,716,566,652,493,450,401,722,684,500,672,310,447,271
"G1200310","2014","FL",,,"Florida","12","Duval County","031",,,,,,,,,,,,,,,,,,"05000US12031","Duval County, Florida",340985,31338,20365,18789,17390,22158,22321,18616,16825,14798,25462,37335,36171,23827,13127,11023,11440,"Duval County, Florida",5203,3159,2583,2516,2052,3091,2710,2499,1952,1970,2495,3185,3326,2510,1898,1765,1413
"G1200330","2014","FL",,,"Florida","12","Escambia County","033",,,,,,,,,,,,,,,,,,"05000US12033","Escambia County, Florida",115094,7760,5168,6818,7901,5726,7803,7985,5742,7393,11614,11997,13945,7473,2866,2445,2458,"Escambia County, Florida",2902,1302,1048,1374,1389,1343,1464,1581,1415,1589,1711,1526,2020,1527,759,633,624
"G1200350","2014","FL",,,"Florida","12","Flagler County","035",,,,,,,,,,,,,,,,,,"05000US12035","Flagler County, Florida",36798,1970,1326,2274,1466,2181,1402,2197,2312,2025,4959,4396,5411,2420,1335,416,708,"Flagler County, Florida",1740,627,470,766,483,779,507,747,642,624,1041,968,934,781,437,237,328
"G1200530","2014","FL",,,"Florida","12","Hernando County","053",,,,,,,,,,,,,,,,,,"05000US12053","Hernando County, Florida",70558,4915,3657,5565,4666,5150,4993,6123,4359,3528,7525,6157,7278,2875,1378,1233,1156,"Hernando County, Florida",2235,1087,845,1062,1249,1145,1144,1302,832,786,1483,1130,1197,814,656,501,638
"G1200550","2014","FL",,,"Florida","12","Highlands County","055",,,,,,,,,,,,,,,,,,"05000US12055","Highlands County, Florida",39288,3067,3157,3510,2873,3570,2736,2924,2739,1399,3948,2932,3301,1168,294,1020,650,"Highlands County, Florida",1852,907,1012,892,1002,830,878,923,856,616,1150,676,800,468,188,574,432
"G1200570","2014","FL",,,"Florida","12","Hillsborough County","057",,,,,,,,,,,,,,,,,,"05000US12057","Hillsborough County, Florida",489603,35057,25611,27783,27617,25306,25351,26235,25243,21639,42045,49166,51983,39198,22854,22457,22058,"Hillsborough County, Florida",4839,3183,2634,2614,2585,2208,2615,2510,2440,2125,3163,3502,3330,2740,2214,1899,2026
"G1200610","2014","FL",,,"Florida","12","Indian River County","061",,,,,,,,,,,,,,,,,,"05000US12061","Indian River County, Florida",55618,2823,3280,3730,3774,4846,3900,2591,2346,2115,4867,4638,5530,4395,2015,1929,2839,"Indian River County, Florida",2767,941,917,913,1054,1184,921,808,638,700,1156,1093,1175,998,657,709,776
"G1200690","2014","FL",,,"Florida","12","Lake County","069",,,,,,,,,,,,,,,,,,"05000US12069","Lake County, Florida",117696,7764,6537,5798,8463,5301,8505,6016,7283,6137,10027,13155,13109,8650,4609,3341,3001,"Lake County, Florida",3377,1400,1484,1268,1896,1205,1449,1201,1521,1670,1881,2094,1960,2160,1206,955,820
"G1200710","2014","FL",,,"Florida","12","Lee County","071",,,,,,,,,,,,,,,,,,"05000US12071","Lee County, Florida",263295,18415,13078,14301,17274,14811,14332,14972,13732,12969,25199,29281,28994,17284,9905,8709,10039,"Lee County, Florida",5727,2101,1726,2121,1916,1829,1758,2012,2042,1977,2484,2458,2587,2016,1284,1276,1535
"G1200730","2014","FL",,,"Florida","12","Leon County","073",,,,,,,,,,,,,,,,,,"05000US12073","Leon County, Florida",112145,13246,6060,6204,5740,7047,6093,5623,6251,4584,8106,9358,11482,7974,6289,4416,3672,"Leon County, Florida",2444,1965,1191,1200,1083,1459,1417,1168,1436,1310,1320,1526,1339,1271,1152,859,777
"G1200810","2014","FL",,,"Florida","12","Manatee County","081",,,,,,,,,,,,,,,,,,"05000US12081","Manatee County, Florida",137695,9117,7742,7428,8395,6772,7954,7813,6207,4649,11813,13703,16425,12391,6618,5082,5586,"Manatee County, Florida",3244,1607,1417,1228,1543,1280,1435,1299,1227,1009,1741,1675,1395,1721,1159,893,1066
"G1200830","2014","FL",,,"Florida","12","Marion County","083",,,,,,,,,,,,,,,,,,"05000US12083","Marion County, Florida",132275,9597,7885,10116,8777,9121,9348,11358,7236,5989,13474,12359,13092,6726,2117,2840,2240,"Marion County, Florida",3319,1854,1563,1677,1762,1597,1795,2011,1466,1363,1952,1755,1813,1599,754,881,1047
"G1200850","2014","FL",,,"Florida","12","Martin County","085",,,,,,,,,,,,,,,,,,"05000US12085","Martin County, Florida",62518,2595,3172,3926,3737,2623,2414,2798,3110,2986,5830,7095,8307,3299,3150,3067,4409,"Martin County, Florida",2518,753,1029,1034,937,880,783,747,878,794,1227,1354,1720,781,783,804,1057
"G1200860","2014","FL",,,"Florida","12","Miami-Dade County","086",,,,,,,,,,,,,,,,,,"05000US12086","Miami-Dade County, Florida",843887,88189,60062,53292,56926,50244,41037,42482,41829,35771,60559,75462,80349,57422,27848,33072,39343,"Miami-Dade County, Florida",6164,4323,3824,3812,3999,3102,2783,3257,3213,3323,3953,4699,3874,3618,2632,2882,2654
"G1200870","2014","FL",,,"Florida","12","Monroe County","087",,,,,,,,,,,,,,,,,,"05000US12087","Monroe County, Florida",28065,1747,1704,974,1210,1183,1399,1060,1179,1070,2660,3152,4189,1978,1536,1325,1699,"Monroe County, Florida",2156,535,675,490,456,449,542,456,482,507,720,708,875,594,405,437,496
"G1200890","2014","FL",,,"Florida","12","Nassau County","089",,,,,,,,,,,,,,,,,,"05000US12089","Nassau County, Florida",28336,2025,1067,1178,1258,1305,1799,1984,1387,1574,1859,2524,3563,2732,1963,1013,1105,"Nassau County, Florida",1249,552,593,495,616,586,717,741,553,697,602,722,942,863,866,595,502
"G1200910","2014","FL",,,"Florida","12","Okaloosa County","091",,,,,,,,,,,,,,,,,,"05000US12091","Okaloosa County, Florida",73277,4492,2604,3269,3807,3754,3818,2771,4681,2837,6314,6573,11950,7710,2856,3294,2547,"Okaloosa County, Florida",2045,1241,801,1097,947,851,1020,680,1048,818,1174,1105,1530,1367,914,766,716
"G1200950","2014","FL",,,"Florida","12","Orange County","095",,,,,,,,,,,,,,,,,,"05000US12095","Orange County, Florida",444543,36039,21238,25304,29334,26904,25797,22735,24684,21402,42869,44279,42856,27165,17455,17799,18683,"Orange County, Florida",5348,3692,3006,3249,3767,3014,2582,2648,3044,3022,3946,4111,3685,2510,2257,2612,2110
"G1200970","2014","FL",,,"Florida","12","Osceola County","097",,,,,,,,,,,,,,,,,,"05000US12097","Osceola County, Florida",89328,6462,4319,6702,6677,5671,6266,4663,5404,5166,7404,9082,11328,4059,3073,1467,1585,"Osceola County, Florida",4418,1401,1174,1384,1462,1558,1593,1348,1594,1540,1715,1652,2070,1029,1097,620,585
"G1200990","2014","FL",,,"Florida","12","Palm Beach County","099",,,,,,,,,,,,,,,,,,"05000US12099","Palm Beach County, Florida",538246,34561,26445,30427,32542,29649,31324,25507,23230,23530,42261,47175,61414,44736,23201,26129,36115,"Palm Beach County, Florida",5900,2798,2726,2747,3031,2523,2594,2565,2562,2543,3425,3152,3542,2717,2458,2438,2729
"G1201010","2014","FL",,,"Florida","12","Pasco County","101",,,,,,,,,,,,,,,,,,"05000US12101","Pasco County, Florida",186999,13313,10876,11402,13669,11945,10675,10137,10674,9762,15997,19428,20531,12364,7570,4082,4574,"Pasco County, Florida",3669,1837,1510,1531,1537,1394,1591,1362,1622,1301,1559,1979,1879,1714,1289,807,829
"G1201030","2014","FL",,,"Florida","12","Pinellas County","103",,,,,,,,,,,,,,,,,,"05000US12103","Pinellas County, Florida",402575,36189,21615,24523,25712,26478,24665,19963,21446,18661,32615,36357,42644,29475,14820,12478,14934,"Pinellas County, Florida",4433,3047,2397,2222,2334,2546,2322,2111,2421,1935,2741,2705,3099,2384,1728,1382,1724
