GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AJCTE001,AJCTE002,AJCTE003,AJCTE004,AJCTE005,AJCTE006,AJCTE007,AJCTE008,AJCTE009,AJCTE010,AJCTE011,AJCTE012,AJCTE013,AJCTE014,AJCTE015,AJCTE016,AJCTE017,NAME_M,AJCTM001,AJCTM002,AJCTM003,AJCTM004,AJCTM005,AJCTM006,AJCTM007,AJCTM008,AJCTM009,AJCTM010,AJCTM011,AJCTM012,AJCTM013,AJCTM014,AJCTM015,AJCTM016,AJCTM017
"G0600770","2018","CA",,,"California","06","San Joaquin County","077",,,,,,,,,,,,,,,,,,"05000US06077","San Joaquin County, California",231917,10934,9882,10452,12018,9387,9548,9692,9000,9146,19568,22213,30594,22666,14215,17892,14710,"San Joaquin County, California",1766,1888,1457,1822,1810,1361,1515,1723,1596,1630,2150,2370,2856,2262,2084,2244,1567
"G0600790","2018","CA",,,"California","06","San Luis Obispo County","079",,,,,,,,,,,,,,,,,,"05000US06079","San Luis Obispo County, California",106198,6829,3188,2917,4238,3188,3814,4772,4651,2266,9097,10345,12707,12050,6485,9846,9805,"San Luis Obispo County, California",2386,1454,827,747,959,949,926,1322,1189,805,1773,1368,1744,1765,1005,1451,1415
"G0600810","2018","CA",,,"California","06","San Mateo County","081",,,,,,,,,,,,,,,,,,"05000US06081","San Mateo County, California",259654,8435,6549,5527,5116,5247,6149,4743,4480,4512,9849,16707,28229,24816,19159,33187,76949,"San Mateo County, California",3087,1494,1343,1319,1280,1247,1454,1145,1238,1069,1867,2279,2503,2223,1948,2761,3179
"G0600830","2018","CA",,,"California","06","Santa Barbara County","083",,,,,,,,,,,,,,,,,,"05000US06083","Santa Barbara County, California",146224,7190,4600,4119,5118,4630,6841,4910,5266,4380,8859,14998,19563,15517,9530,13797,16906,"Santa Barbara County, California",2369,1405,1406,1222,1104,1063,1429,1237,1067,981,1823,1926,2419,1790,1542,1816,1515
"G0600850","2018","CA",,,"California","06","Santa Clara County","085",,,,,,,,,,,,,,,,,,"05000US06085","Santa Clara County, California",645108,20362,15187,13146,15377,13250,12766,14283,14289,11682,27774,41050,62048,58190,51177,84082,190445,"Santa Clara County, California",4162,2211,1965,1718,1884,2144,2093,2280,1936,1795,2597,2826,3527,3640,3674,3781,5704
"G0600870","2018","CA",,,"California","06","Santa Cruz County","087",,,,,,,,,,,,,,,,,,"05000US06087","Santa Cruz County, California",94994,5046,2859,3097,3732,2825,2863,2232,3791,2945,5442,7453,10687,9212,6856,10199,15755,"Santa Cruz County, California",2034,1271,801,1280,1188,925,957,842,1287,1024,1409,1534,1460,1531,1150,1651,1675
"G0600890","2018","CA",,,"California","06","Shasta County","089",,,,,,,,,,,,,,,,,,"05000US06089","Shasta County, California",68198,5001,4147,2673,3156,2894,3285,2383,4319,2833,4803,7600,7882,6849,3896,3615,2862,"Shasta County, California",1621,1214,968,736,903,809,797,665,1065,766,1048,1239,1133,1201,849,832,745
"G0600950","2018","CA",,,"California","06","Solano County","095",,,,,,,,,,,,,,,,,,"05000US06095","Solano County, California",152291,6082,3409,3767,3949,2990,3816,5304,5352,5165,9457,17134,22948,21501,10505,15861,15051,"Solano County, California",1537,1166,900,741,913,865,1014,1300,1279,1074,1564,2135,2045,2431,1513,1830,1729
"G0600970","2018","CA",,,"California","06","Sonoma County","097",,,,,,,,,,,,,,,,,,"05000US06097","Sonoma County, California",187434,7467,5147,6552,6053,6386,6176,7268,5126,7097,12848,16455,25055,20484,14805,19841,20674,"Sonoma County, California",2355,1659,1075,1228,1242,1538,1522,1138,1260,1540,1842,2144,2429,2119,1901,1851,2162
"G0600990","2018","CA",,,"California","06","Stanislaus County","099",,,,,,,,,,,,,,,,,,"05000US06099","Stanislaus County, California",175171,9012,7644,9468,8483,8465,7223,8449,7499,6396,14445,19566,21278,17670,10167,10025,9381,"Stanislaus County, California",1600,1677,1440,1694,1717,1783,1397,1547,1351,1409,1844,2263,2238,2235,2029,1894,1503
"G0601010","2018","CA",,,"California","06","Sutter County","101",,,,,,,,,,,,,,,,,,"05000US06101","Sutter County, California",31989,1731,1250,1116,1924,1447,1561,1489,1558,1289,2877,3155,4263,3216,1824,1847,1442,"Sutter County, California",879,698,575,442,728,594,614,633,627,648,868,874,789,806,652,655,520
"G0601070","2018","CA",,,"California","06","Tulare County","107",,,,,,,,,,,,,,,,,,"05000US06107","Tulare County, California",139197,11462,10238,6225,9491,5516,8478,5866,6677,6976,11094,12705,15216,10757,5652,6301,6543,"Tulare County, California",1618,1871,1611,1101,1678,1329,1417,1283,1280,1587,2107,1669,2153,1855,1570,1538,1701
"G0601110","2018","CA",,,"California","06","Ventura County","111",,,,,,,,,,,,,,,,,,"05000US06111","Ventura County, California",271980,9811,7742,7054,9196,8553,8236,9476,10969,9033,16023,22349,39235,30218,21328,28902,33855,"Ventura County, California",2680,1449,1412,1211,1513,1461,1519,1520,1846,1233,1961,2268,3554,2934,2401,2261,2267
"G0601130","2018","CA",,,"California","06","Yolo County","113",,,,,,,,,,,,,,,,,,"05000US06113","Yolo County, California",74428,5961,3335,1923,3618,3409,3229,2966,2094,2379,4938,6292,9870,6428,4870,5456,7660,"Yolo County, California",1333,1245,840,880,1127,1125,915,865,687,866,959,1207,1686,1042,1000,981,1197
"G0601150","2018","CA",,,"California","06","Yuba County","115",,,,,,,,,,,,,,,,,,"05000US06115","Yuba County, California",26191,1265,1784,1504,961,1945,1212,1768,2040,1125,1536,1993,3316,1943,1474,2008,317,"Yuba County, California",1076,657,822,580,519,701,578,820,884,539,581,655,956,788,658,853,250
"G0800010","2018","CO",,,"Colorado","08","Adams County","001",,,,,,,,,,,,,,,,,,"05000US08001","Adams County, Colorado",168361,6769,4202,4570,5732,5612,7207,5432,8607,8616,14220,19715,25564,20454,10994,11880,8787,"Adams County, Colorado",1559,1344,1128,1121,1280,1075,1328,972,1533,1452,1858,2042,2659,2102,1201,1579,1524
"G0800050","2018","CO",,,"Colorado","08","Arapahoe County","005",,,,,,,,,,,,,,,,,,"05000US08005","Arapahoe County, Colorado",242141,10219,5723,7006,8504,6981,9880,10925,8958,10437,16598,22520,34835,26699,18717,20136,24003,"Arapahoe County, Colorado",2134,1786,1267,1325,1229,1482,1572,1636,1699,1854,2008,1927,2928,2017,1798,1782,2078
"G0800130","2018","CO",,,"Colorado","08","Boulder County","013",,,,,,,,,,,,,,,,,,"05000US08013","Boulder County, Colorado",128295,8950,3718,3270,3777,4106,4566,2980,4140,4378,7740,10450,16692,11970,9378,13251,18929,"Boulder County, Colorado",1837,1759,894,832,858,902,1052,824,1011,1106,1351,1441,1717,1368,1347,1595,1693
"G0800140","2018","CO",,,"Colorado","08","Broomfield County","014",,,,,,,,,,,,,,,,,,"05000US08014","Broomfield County, Colorado",28530,530,122,674,657,725,751,1320,1011,773,2107,3237,3188,3284,2713,3361,4077,"Broomfield County, Colorado",450,378,115,514,411,478,337,819,462,420,541,1094,768,937,701,830,670
"G0800310","2018","CO",,,"Colorado","08","Denver County","031",,,,,,,,,,,,,,,,,,"05000US08031","Denver County, Colorado",310324,18752,11621,11072,11759,13435,12158,12109,11961,9837,23118,32320,35794,28188,21095,25726,31379,"Denver County, Colorado",3035,2633,1780,1848,1783,2266,1956,1890,1675,1644,2632,3048,2662,2586,2527,2863,3012
"G0800350","2018","CO",,,"Colorado","08","Douglas County","035",,,,,,,,,,,,,,,,,,"05000US08035","Douglas County, Colorado",125035,1697,1319,1573,1767,2673,2392,2599,2412,2168,7066,8582,14973,17427,11733,20131,26523,"Douglas County, Colorado",1382,513,488,637,681,908,799,1052,778,557,1531,1595,1694,2127,1504,1802,2213
"G0800410","2018","CO",,,"Colorado","08","El Paso County","041",,,,,,,,,,,,,,,,,,"05000US08041","El Paso County, Colorado",260851,12290,7481,8407,13704,8395,11831,11568,9460,10244,20335,29156,38019,26957,18382,17247,17375,"El Paso County, Colorado",2707,2159,1181,1491,1864,1558,1909,1912,1526,1866,2366,2424,3323,2403,2137,2089,1862
"G0800590","2018","CO",,,"Colorado","08","Jefferson County","059",,,,,,,,,,,,,,,,,,"05000US08059","Jefferson County, Colorado",233272,8397,5701,6798,6511,6239,7214,6722,8892,8389,15123,22054,31796,29919,20663,25624,23230,"Jefferson County, Colorado",1980,1515,1248,1663,1212,1373,1290,1066,1491,1434,1805,2194,2391,2366,1863,2347,1988
"G0800690","2018","CO",,,"Colorado","08","Larimer County","069",,,,,,,,,,,,,,,,,,"05000US08069","Larimer County, Colorado",139382,6536,4018,4029,6233,4339,5190,6795,3762,5335,11283,15985,18371,16898,9292,11288,10028,"Larimer County, Colorado",2415,1589,1068,1104,1340,1196,1248,1557,1000,1063,1741,1813,2214,2041,1498,1789,1523
"G0800770","2018","CO",,,"Colorado","08","Mesa County","077",,,,,,,,,,,,,,,,,,"05000US08077","Mesa County, Colorado",61848,4358,3484,3896,3113,2509,3030,2887,4541,3206,4017,5428,8545,4413,3971,2318,2132,"Mesa County, Colorado",1549,1347,1126,1043,880,753,841,806,1141,966,993,1120,1525,1159,1095,801,801
"G0801010","2018","CO",,,"Colorado","08","Pueblo County","101",,,,,,,,,,,,,,,,,,"05000US08101","Pueblo County, Colorado",64954,6259,4206,3655,3681,4371,2530,3184,2555,3054,5193,7250,8704,4374,2319,2325,1294,"Pueblo County, Colorado",1271,1525,976,737,1002,1009,720,791,741,873,1129,1226,1217,899,633,670,446
"G0801230","2018","CO",,,"Colorado","08","Weld County","123",,,,,,,,,,,,,,,,,,"05000US08123","Weld County, Colorado",107929,4646,3811,2855,3561,3418,4417,3307,4523,3956,7519,10814,17854,13128,7212,9252,7656,"Weld County, Colorado",1530,1043,1064,802,830,1028,1034,893,1052,1013,1403,1440,1857,1784,1193,1457,1457
"G0900010","2018","CT",,,"Connecticut","09","Fairfield County","001",,,,,,,,,,,,,,,,,,"05000US09001","Fairfield County, Connecticut",345634,18769,10413,9206,11535,10502,10644,9707,11776,9609,20364,25476,36287,29119,23386,36806,72035,"Fairfield County, Connecticut",3285,2279,1697,2004,1855,1779,1624,1635,1747,1618,2389,2723,3241,2741,2413,2783,3114
"G0900030","2018","CT",,,"Connecticut","09","Hartford County","003",,,,,,,,,,,,,,,,,,"05000US09003","Hartford County, Connecticut",348049,19701,14227,13136,14823,13549,13413,11441,13516,10584,22080,30524,43069,36150,23953,30470,37413,"Hartford County, Connecticut",3171,1918,1804,2147,1851,2166,1741,1789,1914,1641,2089,2802,3122,2633,2110,2176,2694
"G0900050","2018","CT",,,"Connecticut","09","Litchfield County","005",,,,,,,,,,,,,,,,,,"05000US09005","Litchfield County, Connecticut",73598,2494,2101,2659,2915,4168,2941,2107,2426,2212,3961,8378,9600,9151,6183,6092,6210,"Litchfield County, Connecticut",1684,786,736,714,828,1219,945,672,783,694,911,1459,1249,1493,1050,949,1049
"G0900070","2018","CT",,,"Connecticut","09","Middlesex County","007",,,,,,,,,,,,,,,,,,"05000US09007","Middlesex County, Connecticut",66983,2375,1565,1821,2334,2409,2237,2205,2067,1963,4065,5783,8431,7701,6113,7741,8173,"Middlesex County, Connecticut",1949,902,699,570,869,684,944,754,830,632,1059,1112,1258,1346,1165,1462,1143
"G0900090","2018","CT",,,"Connecticut","09","New Haven County","009",,,,,,,,,,,,,,,,,,"05000US09009","New Haven County, Connecticut",335539,19516,16937,12554,12829,12414,14696,12494,13887,11619,23034,32122,42472,29207,22484,28059,31215,"New Haven County, Connecticut",3432,2405,2234,2016,2096,2116,2270,2103,2179,1759,2226,3154,3578,2605,2647,2548,2640
"G0900110","2018","CT",,,"Connecticut","09","New London County","011",,,,,,,,,,,,,,,,,,"05000US09011","New London County, Connecticut",108098,4887,4733,4093,4658,3511,3138,4472,4261,3018,10753,10816,14060,11385,7058,9673,7582,"New London County, Connecticut",1938,1187,1267,967,1051,849,990,1110,1196,677,1576,1839,1809,1559,1037,1506,1044
"G0900130","2018","CT",,,"Connecticut","09","Tolland County","013",,,,,,,,,,,,,,,,,,"05000US09013","Tolland County, Connecticut",55619,2407,2064,1396,1679,1769,977,1649,1681,979,3116,3817,8319,7853,5489,6216,6208,"Tolland County, Connecticut",1737,738,886,716,753,756,450,686,629,471,1059,891,1500,1516,1189,1261,1420
"G0900150","2018","CT",,,"Connecticut","09","Windham County","015",,,,,,,,,,,,,,,,,,"05000US09015","Windham County, Connecticut",44571,3043,1622,2016,1860,1332,1257,1288,1918,1766,4348,5281,6435,4075,2966,3169,2195,"Windham County, Connecticut",1494,906,603,687,781,671,524,453,726,715,1186,1107,1144,898,803,844,643
"G1000010","2018","DE",,,"Delaware","10","Kent County","001",,,,,,,,,,,,,,,,,,"05000US10001","Kent County, Delaware",67841,4298,3043,2826,4421,4391,3115,2852,4027,1950,5745,7280,8680,5962,3833,3121,2297,"Kent County, Delaware",1367,1178,892,857,1195,1356,896,885,1173,707,1551,1425,1380,1179,962,839,718
"G1000030","2018","DE",,,"Delaware","10","New Castle County","003",,,,,,,,,,,,,,,,,,"05000US10003","New Castle County, Delaware",206351,13654,6829,5289,9613,8672,8948,7065,7264,7520,12931,21898,29673,21346,12978,16034,16637,"New Castle County, Delaware",2324,2188,1171,1128,1935,1620,1417,1200,1219,1360,1597,2666,3099,2075,1717,1920,1905
"G1000050","2018","DE",,,"Delaware","10","Sussex County","005",,,,,,,,,,,,,,,,,,"05000US10005","Sussex County, Delaware",93479,4088,4695,4040,4481,4203,4937,3879,3323,4488,8373,10813,12109,8601,5151,4935,5363,"Sussex County, Delaware",3097,1001,1103,1356,956,1028,996,871,696,1061,1623,1494,1634,1372,1080,803,907
"G1100010","2018","DC",,,"District of Columbia","11","District of Columbia","001",,,,,,,,,,,,,,,,,,"05000US11001","District of Columbia, District of Columbia",287476,26780,13332,7625,7998,7778,9161,7109,8411,6921,13113,21919,30730,26516,20875,26259,52949,"District of Columbia, District of Columbia",2752,2560,2083,1526,1460,1338,1706,1488,2008,1525,1726,2449,2843,2358,2456,2040,2950
"G1200010","2018","FL",,,"Florida","12","Alachua County","001",,,,,,,,,,,,,,,,,,"05000US12001","Alachua County, Florida",97782,12125,4975,4859,4570,3923,5266,4199,4541,2750,7363,9227,11042,7081,4775,5597,5489,"Alachua County, Florida",2912,1921,1074,1328,1035,1365,1231,1211,1230,934,1503,1494,1537,1404,1050,1234,1046
"G1200050","2018","FL",,,"Florida","12","Bay County","005",,,,,,,,,,,,,,,,,,"05000US12005","Bay County, Florida",73856,3966,3731,3220,3749,3146,2327,5047,4385,5365,5939,9068,9206,6620,3369,2613,2105,"Bay County, Florida",2382,1052,1032,984,1003,971,707,1400,1157,1428,1108,1473,1572,1299,915,879,661
"G1200090","2018","FL",,,"Florida","12","Brevard County","009",,,,,,,,,,,,,,,,,,"05000US12009","Brevard County, Florida",226363,11963,11133,10545,10677,11287,10979,10432,9955,10178,19000,22975,30236,20569,14188,12503,9743,"Brevard County, Florida",4269,1813,1889,1787,1775,1862,1673,2217,1952,1503,2117,2846,2756,2508,1980,1938,1372
"G1200110","2018","FL",,,"Florida","12","Broward County","011",,,,,,,,,,,,,,,,,,"05000US12011","Broward County, Florida",694980,46782,29473,31779,32418,29814,36044,29392,34583,32221,57130,66672,83030,59008,38055,38687,49892,"Broward County, Florida",6477,4077,3084,3251,3447,3318,3302,2649,3624,3336,4104,3759,5366,3698,3568,3029,3354
"G1200150","2018","FL",,,"Florida","12","Charlotte County","015",,,,,,,,,,,,,,,,,,"05000US12015","Charlotte County, Florida",74975,3927,3120,5033,4442,2950,3060,4289,3653,4381,8731,8449,9249,4500,2899,2748,3544,"Charlotte County, Florida",3063,1033,914,1332,1202,828,898,1154,936,1110,1511,1607,1660,1074,900,946,1124
"G1200170","2018","FL",,,"Florida","12","Citrus County","017",,,,,,,,,,,,,,,,,,"05000US12017","Citrus County, Florida",62293,5691,3652,4793,4288,4510,4136,4109,3516,3970,5979,5923,3769,3733,1164,1768,1292,"Citrus County, Florida",2908,1556,1004,1357,1332,1067,1103,1060,1047,1242,1431,1167,958,1063,457,710,669
"G1200190","2018","FL",,,"Florida","12","Clay County","019",,,,,,,,,,,,,,,,,,"05000US12019","Clay County, Florida",75958,3111,2339,2637,4204,4587,3036,3578,2401,3476,6823,9211,11780,7859,3840,3553,3523,"Clay County, Florida",2151,993,789,1088,1635,1457,1171,1287,680,1122,1684,1847,1925,1599,939,1143,1183
"G1200210","2018","FL",,,"Florida","12","Collier County","021",,,,,,,,,,,,,,,,,,"05000US12021","Collier County, Florida",144172,4722,6278,4110,6873,5085,6378,5222,6359,7306,12008,12520,18911,12168,7677,11490,17065,"Collier County, Florida",4574,1587,1463,1086,1734,1266,1421,1342,2116,1729,2156,1977,2342,2268,1451,2241,1947
"G1200230","2018","FL",,,"Florida","12","Columbia County","023",,,,,,,,,,,,,,,,,,"05000US12023","Columbia County, Florida",25678,1665,1676,1490,1770,890,1616,1625,1159,1346,1226,3385,3626,1693,643,1083,785,"Columbia County, Florida",967,756,631,691,632,527,651,598,520,544,466,945,965,632,338,737,504
"G1200310","2018","FL",,,"Florida","12","Duval County","031",,,,,,,,,,,,,,,,,,"05000US12031","Duval County, Florida",367238,23112,16389,17826,21062,15660,17959,18668,17395,15573,31272,42035,46955,28427,17861,16661,20383,"Duval County, Florida",4633,2349,2695,2497,2777,2570,2228,2135,2109,2304,3359,3888,3749,2977,2319,2431,2352
"G1200330","2018","FL",,,"Florida","12","Escambia County","033",,,,,,,,,,,,,,,,,,"05000US12033","Escambia County, Florida",118820,8011,4829,3941,7758,4725,8161,8893,5763,6080,9706,12686,15274,8495,5226,3735,5537,"Escambia County, Florida",3150,1437,1220,968,1464,1037,1379,1648,1435,1329,1682,2101,2062,1520,1193,1091,1007
"G1200350","2018","FL",,,"Florida","12","Flagler County","035",,,,,,,,,,,,,,,,,,"05000US12035","Flagler County, Florida",41274,2385,1891,1815,2272,1251,1740,1727,1819,1468,4585,4015,6008,4273,1585,2286,2154,"Flagler County, Florida",1947,798,830,591,745,449,757,625,678,577,1052,934,1121,1119,530,760,717
"G1200530","2018","FL",,,"Florida","12","Hernando County","053",,,,,,,,,,,,,,,,,,"05000US12053","Hernando County, Florida",76163,6322,3416,5158,5085,4618,4799,3556,4403,3168,7628,8376,7517,5053,2539,2903,1622,"Hernando County, Florida",2250,1423,951,1221,1314,967,1140,787,1065,928,1482,1535,1452,1064,792,904,549
"G1200550","2018","FL",,,"Florida","12","Highlands County","055",,,,,,,,,,,,,,,,,,"05000US12055","Highlands County, Florida",40573,2459,2834,2532,3165,3462,3872,2033,1798,1495,3959,3999,3189,1438,1381,1235,1722,"Highlands County, Florida",2282,879,758,1061,1064,1202,1014,814,618,535,1152,1102,773,514,710,577,780
"G1200570","2018","FL",,,"Florida","12","Hillsborough County","057",,,,,,,,,,,,,,,,,,"05000US12057","Hillsborough County, Florida",540142,32362,26545,24835,26135,25080,26910,23157,24477,21654,43533,51305,65769,48440,29612,30876,39452,"Hillsborough County, Florida",4045,2796,2901,2805,2790,2963,2711,2350,2638,2358,3407,3676,3977,3445,3368,2757,2889
"G1200610","2018","FL",,,"Florida","12","Indian River County","061",,,,,,,,,,,,,,,,,,"05000US12061","Indian River County, Florida",57636,2719,3253,3158,4089,2518,2922,2964,1722,2362,4078,5674,7513,5544,2847,2515,3758,"Indian River County, Florida",2600,1087,1112,910,1290,846,750,1101,718,964,1203,1368,1392,1432,836,776,981
"G1200690","2018","FL",,,"Florida","12","Lake County","069",,,,,,,,,,,,,,,,,,"05000US12069","Lake County, Florida",136366,7741,5231,7188,7256,10512,9397,5134,6188,6767,12570,12510,18714,10100,6377,5703,4978,"Lake County, Florida",3542,1920,1254,1457,1646,2365,2130,1175,1531,1452,2143,2255,2355,1999,1455,1270,1191
"G1200710","2018","FL",,,"Florida","12","Lee County","071",,,,,,,,,,,,,,,,,,"05000US12071","Lee County, Florida",281222,17520,12359,13654,14404,12792,13910,13860,13536,12606,24354,30002,32815,24013,14887,14006,16504,"Lee County, Florida",6698,2059,1986,2327,1992,1739,1991,2071,1835,1943,2533,3060,3069,2283,2148,1929,1920
"G1200730","2018","FL",,,"Florida","12","Leon County","073",,,,,,,,,,,,,,,,,,"05000US12073","Leon County, Florida",113390,10736,6096,7116,4160,5060,6965,5632,4744,5416,7633,9500,15074,7089,5203,6245,6721,"Leon County, Florida",2646,1824,1494,1480,950,1281,1343,1297,1330,1213,1490,1423,1981,1387,1021,1143,1210
"G1200810","2018","FL",,,"Florida","12","Manatee County","081",,,,,,,,,,,,,,,,,,"05000US12081","Manatee County, Florida",150814,6645,5827,6227,6680,7339,8656,8319,8290,6720,10752,16110,18457,12960,10668,8260,8904,"Manatee County, Florida",3654,1338,1284,1484,1307,1332,1381,1584,1551,1296,1738,2117,1738,1710,2092,1315,1336
"G1200830","2018","FL",,,"Florida","12","Marion County","083",,,,,,,,,,,,,,,,,,"05000US12083","Marion County, Florida",143441,11199,6605,10366,9364,9129,9193,8236,8235,6728,12368,13449,14565,10709,5687,3461,4147,"Marion County, Florida",4064,2354,1496,2117,1796,2122,1869,1760,1716,1487,2398,2283,2084,1772,1604,1211,1267
"G1200850","2018","FL",,,"Florida","12","Martin County","085",,,,,,,,,,,,,,,,,,"05000US12085","Martin County, Florida",63070,3418,3109,2113,4056,3015,2931,2847,2662,1963,5432,5499,7296,5251,3483,3413,6582,"Martin County, Florida",2157,1025,921,605,1035,888,955,1073,898,946,1367,1156,1104,1185,1002,918,1054
"G1200860","2018","FL",,,"Florida","12","Miami-Dade County","086",,,,,,,,,,,,,,,,,,"05000US12086","Miami-Dade County, Florida",895801,77063,42248,51345,53857,44231,44173,40444,38415,35888,69258,89245,99105,66441,38127,48898,57063,"Miami-Dade County, Florida",6705,5060,3507,4039,4135,3749,3617,3182,3356,3518,4387,5110,5432,4012,2845,3975,3654
"G1200870","2018","FL",,,"Florida","12","Monroe County","087",,,,,,,,,,,,,,,,,,"05000US12087","Monroe County, Florida",31362,1201,665,1149,1126,1138,1788,1618,1259,1692,1557,2745,5048,2591,1716,2486,3583,"Monroe County, Florida",1892,440,326,529,502,471,812,636,465,661,574,715,1022,666,544,738,691
"G1200890","2018","FL",,,"Florida","12","Nassau County","089",,,,,,,,,,,,,,,,,,"05000US12089","Nassau County, Florida",32624,2412,881,1875,995,727,1315,1593,995,1570,2830,3305,4410,2506,2193,2830,2187,"Nassau County, Florida",1353,1043,506,807,481,433,557,668,530,588,899,1055,1053,756,907,850,669
"G1200910","2018","FL",,,"Florida","12","Okaloosa County","091",,,,,,,,,,,,,,,,,,"05000US12091","Okaloosa County, Florida",79570,4734,3419,2467,4040,4363,3657,3453,2969,2818,6045,9070,9971,7693,6270,5186,3415,"Okaloosa County, Florida",2256,1244,974,909,938,1025,956,919,919,844,1202,1377,1559,1500,1303,1026,634
"G1200950","2018","FL",,,"Florida","12","Orange County","095",,,,,,,,,,,,,,,,,,"05000US12095","Orange County, Florida",458157,29359,16410,20258,24717,23019,21354,22451,21763,18123,34729,48513,57085,43764,23865,22503,30244,"Orange County, Florida",4549,3265,2208,2822,3134,3326,2708,3055,3097,2309,3597,4505,4242,3524,2656,2516,2894
"G1200970","2018","FL",,,"Florida","12","Osceola County","097",,,,,,,,,,,,,,,,,,"05000US12097","Osceola County, Florida",102705,5864,3921,5545,5296,5414,6229,6258,5664,6686,7174,12385,11327,9683,4243,3583,3433,"Osceola County, Florida",3890,1651,1538,1584,1715,1464,1704,1833,1535,1498,1610,2225,1817,2043,1160,1059,1091
"G1200990","2018","FL",,,"Florida","12","Palm Beach County","099",,,,,,,,,,,,,,,,,,"05000US12099","Palm Beach County, Florida",552286,34882,21892,23795,25854,25474,23695,25993,23262,19801,44404,53545,63389,46671,29961,38515,51153,"Palm Beach County, Florida",5680,3509,2899,2276,2869,2337,2505,2838,2366,2259,3201,3103,3957,3496,2999,3328,3192
