GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,SUYE001,SUYE002,SUYE003,SUYE004,SUYE005,SUYE006,SUYE007,SUYE008,SUYE009,SUYE010,SUYE011,SUYE012,SUYE013,SUYE014,SUYE015,SUYE016,SUYE017,NAME_M,SUYM001,SUYM002,SUYM003,SUYM004,SUYM005,SUYM006,SUYM007,SUYM008,SUYM009,SUYM010,SUYM011,SUYM012,SUYM013,SUYM014,SUYM015,SUYM016,SUYM017
"G0600850","2013","CA",,,"California","06","Santa Clara County","085",,,,,,,,,,,,,,,,,,"05000US06085","Santa Clara County, California",619337,23313,18843,19804,21301,19957,18634,15862,18109,18560,34122,52785,67114,64345,47467,69606,109515,"Santa Clara County, California",2673,2425,2121,2312,2175,2294,2262,1913,2016,2321,2767,3832,3904,4096,3833,3904,4162
"G0600870","2013","CA",,,"California","06","Santa Cruz County","087",,,,,,,,,,,,,,,,,,"05000US06087","Santa Cruz County, California",93982,6434,3750,3633,4750,3310,3069,4426,4489,3490,5053,9168,12226,9119,6493,7586,6986,"Santa Cruz County, California",2069,1578,1089,1013,1147,1059,1029,1152,1098,1027,1119,1470,1507,1610,1189,1359,1154
"G0600890","2013","CA",,,"California","06","Shasta County","089",,,,,,,,,,,,,,,,,,"05000US06089","Shasta County, California",69729,5764,5436,4423,5605,4959,5254,3156,3504,3156,4916,7704,5981,4477,1870,2067,1457,"Shasta County, California",1751,1129,1150,945,1042,958,1199,879,817,906,1007,1577,948,796,626,582,530
"G0600950","2013","CA",,,"California","06","Solano County","095",,,,,,,,,,,,,,,,,,"05000US06095","Solano County, California",142577,8755,6351,4987,4930,5104,6941,5817,5899,5866,12236,13200,20816,15258,8930,10676,6811,"Solano County, California",1713,1352,1123,1164,1055,1090,1450,895,1042,1281,1802,1612,2099,1684,1403,1408,1136
"G0600970","2013","CA",,,"California","06","Sonoma County","097",,,,,,,,,,,,,,,,,,"05000US06097","Sonoma County, California",189087,8488,9443,6964,10062,8577,8055,10306,6525,8306,15662,18712,23751,17627,11529,13401,11679,"Sonoma County, California",2036,1468,1416,1472,1778,1537,1393,1707,1314,1308,2012,2145,2262,1720,1471,1725,1727
"G0600990","2013","CA",,,"California","06","Stanislaus County","099",,,,,,,,,,,,,,,,,,"05000US06099","Stanislaus County, California",167411,10913,12313,10970,9005,9585,8871,9090,7991,7352,13780,17472,17254,12859,6751,7891,5314,"Stanislaus County, California",1910,1650,1880,2040,1714,1676,1521,1765,1433,1744,1926,1872,2036,1534,1248,1438,1023
"G0601010","2013","CA",,,"California","06","Sutter County","101",,,,,,,,,,,,,,,,,,"05000US06101","Sutter County, California",31753,1941,1841,2170,1162,2283,1841,1629,1554,1628,2591,2946,3767,2929,1361,1268,842,"Sutter County, California",849,622,646,641,406,723,653,590,670,673,735,659,911,927,526,504,333
"G0601070","2013","CA",,,"California","06","Tulare County","107",,,,,,,,,,,,,,,,,,"05000US06107","Tulare County, California",133409,13937,8466,11815,9288,7902,8116,7791,7152,5826,11646,11265,11583,8034,3774,3602,3212,"Tulare County, California",2175,1788,1185,1746,1819,1747,1510,1585,1532,1089,2247,1703,1727,1535,915,1041,824
"G0601110","2013","CA",,,"California","06","Ventura County","111",,,,,,,,,,,,,,,,,,"05000US06111","Ventura County, California",265788,8377,9652,9774,11093,8597,9296,9194,9873,10225,17565,24833,35217,29557,21138,23291,28106,"Ventura County, California",2602,1418,1402,1383,1664,1117,1415,1403,1610,1406,1830,2296,2625,2547,2573,2100,2420
"G0601130","2013","CA",,,"California","06","Yolo County","113",,,,,,,,,,,,,,,,,,"05000US06113","Yolo County, California",71024,6282,4134,4632,2820,3077,2908,2737,2659,4036,4252,8957,6889,5782,3433,4589,3837,"Yolo County, California",1660,1351,1105,1119,973,980,892,850,979,1028,960,1486,1358,1165,705,918,761
"G0601150","2013","CA",,,"California","06","Yuba County","115",,,,,,,,,,,,,,,,,,"05000US06115","Yuba County, California",25053,1439,2142,898,2449,2273,1585,1028,1008,1034,2799,3410,2361,1349,908,196,174,"Yuba County, California",1223,573,773,368,748,842,634,462,528,461,931,844,696,550,432,165,168
"G0800010","2013","CO",,,"Colorado","08","Adams County","001",,,,,,,,,,,,,,,,,,"05000US08001","Adams County, Colorado",157392,7537,5401,5841,8204,9653,8006,7604,10057,8654,11923,18759,22315,13118,8775,6735,4810,"Adams County, Colorado",1900,1350,962,1172,1404,1641,1318,1401,1931,1614,1417,2189,2475,1755,1406,1010,1002
"G0800050","2013","CO",,,"Colorado","08","Arapahoe County","005",,,,,,,,,,,,,,,,,,"05000US08005","Arapahoe County, Colorado",230276,12781,8234,9528,10852,11655,10410,9862,9570,11098,18926,25955,30888,21657,12169,13738,12953,"Arapahoe County, Colorado",2183,1737,1338,1598,1564,1576,1337,1552,1478,1573,2124,1854,2571,2325,1423,1429,1407
"G0800130","2013","CO",,,"Colorado","08","Boulder County","013",,,,,,,,,,,,,,,,,,"05000US08013","Boulder County, Colorado",123498,8101,4695,5552,4019,4675,4772,4675,3582,4082,9113,11126,17125,12042,7693,10903,11343,"Boulder County, Colorado",2148,1386,934,1045,1027,1036,1010,978,878,936,1415,1495,1808,1831,1168,1472,1322
"G0800310","2013","CO",,,"Colorado","08","Denver County","031",,,,,,,,,,,,,,,,,,"05000US08031","Denver County, Colorado",273050,25435,14693,13571,13949,15767,14946,10037,13500,11383,19447,25112,30377,20734,12103,15351,16645,"Denver County, Colorado",3115,2794,2016,1799,1806,1942,2033,1521,1689,1827,2417,2524,2848,2112,1468,1815,1669
"G0800350","2013","CO",,,"Colorado","08","Douglas County","035",,,,,,,,,,,,,,,,,,"05000US08035","Douglas County, Colorado",106874,1614,1965,1833,1673,2530,3275,2928,2805,2047,5484,9918,14885,15776,10493,14007,15641,"Douglas County, Colorado",1236,618,664,489,639,825,1044,709,749,634,1098,1544,1703,1710,1530,1648,1880
"G0800410","2013","CO",,,"Colorado","08","El Paso County","041",,,,,,,,,,,,,,,,,,"05000US08041","El Paso County, Colorado",240131,12651,7198,10053,13429,13607,11846,12485,10843,11668,20797,23967,34523,19625,14094,13897,9448,"El Paso County, Colorado",3023,1794,1190,1632,2166,1867,1646,1807,1719,1739,2263,2251,2551,2111,1730,1963,1488
"G0800590","2013","CO",,,"Colorado","08","Jefferson County","059",,,,,,,,,,,,,,,,,,"05000US08059","Jefferson County, Colorado",221172,8327,6622,9235,10386,8850,9310,8661,8714,9185,18271,24452,31171,22050,15104,15986,14848,"Jefferson County, Colorado",1925,1514,1272,1648,1498,1564,1274,1446,1437,1570,2003,2131,2167,2042,1746,1760,1367
"G0800690","2013","CO",,,"Colorado","08","Larimer County","069",,,,,,,,,,,,,,,,,,"05000US08069","Larimer County, Colorado",123877,6459,5650,5667,6545,6265,6719,5825,5579,4845,9324,14156,15409,12022,6600,6451,6361,"Larimer County, Colorado",2106,1112,1131,1296,1181,1385,1296,991,1256,1019,1347,1886,1589,1620,1282,1194,1317
"G0800770","2013","CO",,,"Colorado","08","Mesa County","077",,,,,,,,,,,,,,,,,,"05000US08077","Mesa County, Colorado",58466,6030,2841,2681,3808,3487,3547,2642,3607,1954,4914,5746,6590,4345,1984,2565,1725,"Mesa County, Colorado",1474,1578,929,900,1009,923,1020,743,953,695,1219,1175,1528,856,616,909,652
"G0801010","2013","CO",,,"Colorado","08","Pueblo County","101",,,,,,,,,,,,,,,,,,"05000US08101","Pueblo County, Colorado",62604,5768,5347,4352,4267,3300,4054,3434,2458,3441,5199,7327,5762,3835,2040,1406,614,"Pueblo County, Colorado",1524,906,1028,857,942,843,979,925,599,854,927,1221,999,1034,585,486,274
"G0801230","2013","CO",,,"Colorado","08","Weld County","123",,,,,,,,,,,,,,,,,,"05000US08123","Weld County, Colorado",92426,5602,3431,3924,4760,4624,5036,4401,3412,3674,8640,9752,14339,9075,4311,4719,2726,"Weld County, Colorado",1613,1171,829,840,990,977,935,914,781,883,1402,1483,1784,1266,720,807,689
"G0900010","2013","CT",,,"Connecticut","09","Fairfield County","001",,,,,,,,,,,,,,,,,,"05000US09001","Fairfield County, Connecticut",328062,17652,10766,12172,13828,9717,11226,11291,10936,9836,18374,26928,36933,29109,23556,26109,59629,"Fairfield County, Connecticut",3555,2045,1591,1922,2179,1410,1806,1649,1597,1314,2022,2201,2737,2023,2437,2296,2784
"G0900030","2013","CT",,,"Connecticut","09","Hartford County","003",,,,,,,,,,,,,,,,,,"05000US09003","Hartford County, Connecticut",345615,22651,14398,17017,17860,13565,13651,13420,11669,13169,25415,33911,44953,35717,19826,23507,24886,"Hartford County, Connecticut",3255,2340,2167,2141,1954,1848,1874,1823,1762,1982,2493,2520,2750,2784,2365,2110,1891
"G0900050","2013","CT",,,"Connecticut","09","Litchfield County","005",,,,,,,,,,,,,,,,,,"05000US09005","Litchfield County, Connecticut",75029,3331,1908,2904,3570,2190,3354,2164,3043,3606,5748,7665,11518,8658,4403,6402,4565,"Litchfield County, Connecticut",1535,843,613,576,903,683,772,775,971,912,1031,1306,1498,1145,879,1174,1104
"G0900070","2013","CT",,,"Connecticut","09","Middlesex County","007",,,,,,,,,,,,,,,,,,"05000US09007","Middlesex County, Connecticut",65304,2788,1962,2416,2640,2155,2236,1940,2872,1677,6314,5479,8185,7670,4689,6535,5746,"Middlesex County, Connecticut",2283,837,603,798,765,666,635,679,852,648,1351,1102,1330,1383,1053,1200,1008
"G0900090","2013","CT",,,"Connecticut","09","New Haven County","009",,,,,,,,,,,,,,,,,,"05000US09009","New Haven County, Connecticut",321048,22544,16828,13986,15886,12873,15902,13792,14279,10828,25779,28897,37818,30071,20086,22319,19160,"New Haven County, Connecticut",4122,2463,2442,1717,2242,1864,2051,1930,2006,1766,2830,2670,2498,3087,2135,2201,1742
"G0900110","2013","CT",,,"Connecticut","09","New London County","011",,,,,,,,,,,,,,,,,,"05000US09011","New London County, Connecticut",106886,5682,2923,3744,4432,4441,5252,3852,4534,3575,11433,11592,15057,8959,7208,8646,5556,"New London County, Connecticut",1803,1194,938,1105,1006,1191,1211,838,989,979,1703,1750,1552,1295,1532,1388,959
"G0900130","2013","CT",,,"Connecticut","09","Tolland County","013",,,,,,,,,,,,,,,,,,"05000US09013","Tolland County, Connecticut",53396,1263,1748,1977,1816,1823,2324,1288,2289,2492,3516,7085,7242,5078,5085,4441,3929,"Tolland County, Connecticut",1604,490,457,767,778,637,856,535,1013,816,955,1334,1202,1044,1136,988,910
"G0900150","2013","CT",,,"Connecticut","09","Windham County","015",,,,,,,,,,,,,,,,,,"05000US09015","Windham County, Connecticut",44520,2886,2571,2417,2570,1860,2808,1854,1839,1673,2713,4287,6354,4238,3061,2524,865,"Windham County, Connecticut",1313,1089,824,926,786,806,797,655,595,615,693,1024,1141,927,968,737,371
"G1000010","2013","DE",,,"Delaware","10","Kent County","001",,,,,,,,,,,,,,,,,,"05000US10001","Kent County, Delaware",62053,3595,3211,2859,2864,3235,3572,2200,3996,2700,6077,7696,8049,5366,2483,2589,1561,"Kent County, Delaware",1263,1065,915,943,856,870,933,552,1028,737,1325,1192,1263,1163,750,733,728
"G1000030","2013","DE",,,"Delaware","10","New Castle County","003",,,,,,,,,,,,,,,,,,"05000US10003","New Castle County, Delaware",199167,12084,6771,8488,8235,9265,9298,7908,7934,8811,16252,20996,25370,17304,12973,14389,13089,"New Castle County, Delaware",2441,1602,1171,1323,1377,1747,1693,1326,1282,1543,1743,1864,2072,2172,1470,1542,1237
"G1000050","2013","DE",,,"Delaware","10","Sussex County","005",,,,,,,,,,,,,,,,,,"05000US10005","Sussex County, Delaware",77851,5239,3731,4841,3511,4245,4353,4497,3619,4364,6468,9475,10135,5637,3069,2821,1846,"Sussex County, Delaware",2746,1218,683,947,632,944,851,918,830,969,1249,1339,1294,956,822,834,579
"G1100010","2013","DC",,,"District of Columbia","11","District of Columbia","001",,,,,,,,,,,,,,,,,,"05000US11001","District of Columbia, District of Columbia",271651,29650,11905,10882,9240,8069,10681,8471,8852,7993,19176,21222,28275,24033,18141,22345,32716,"District of Columbia, District of Columbia",3228,2494,1700,1903,1490,1522,1675,1406,1706,1539,2268,2258,2441,2087,1683,2357,2301
"G1200010","2013","FL",,,"Florida","12","Alachua County","001",,,,,,,,,,,,,,,,,,"05000US12001","Alachua County, Florida",98247,15035,6525,4031,6372,6586,6515,5510,4163,4764,7343,7613,9339,5251,2519,3075,3606,"Alachua County, Florida",2785,1841,1491,1051,1354,1452,1361,1437,1246,1250,1469,1569,1552,1019,668,787,881
"G1200050","2013","FL",,,"Florida","12","Bay County","005",,,,,,,,,,,,,,,,,,"05000US12005","Bay County, Florida",63558,4274,3257,4322,4101,3588,4665,3628,3547,3079,6629,6570,5711,3432,2573,2395,1787,"Bay County, Florida",2743,1165,918,1144,1212,926,1146,1113,971,853,1222,1221,986,774,808,722,606
"G1200090","2013","FL",,,"Florida","12","Brevard County","009",,,,,,,,,,,,,,,,,,"05000US12009","Brevard County, Florida",218325,16051,13641,12399,13391,13476,12215,13253,12032,9488,20531,21924,24196,16053,7809,6361,5505,"Brevard County, Florida",3547,2118,2251,1754,1875,1860,1745,2272,1711,1404,2276,2489,2492,2247,1177,1013,1197
"G1200110","2013","FL",,,"Florida","12","Broward County","011",,,,,,,,,,,,,,,,,,"05000US12011","Broward County, Florida",662488,52885,36663,35061,36569,35387,36838,34992,34327,25175,57365,61418,76861,52942,26507,27467,32031,"Broward County, Florida",7539,4174,3172,3302,3074,3658,3177,3411,3485,2861,4028,3694,4431,3888,2464,2827,2925
"G1200150","2013","FL",,,"Florida","12","Charlotte County","015",,,,,,,,,,,,,,,,,,"05000US12015","Charlotte County, Florida",69035,5567,3996,3724,4222,4585,4571,3970,5326,2817,6515,7134,7571,4188,2105,1642,1102,"Charlotte County, Florida",2398,1202,891,854,904,896,1163,993,1183,802,1297,1202,1337,1177,583,602,539
"G1200170","2013","FL",,,"Florida","12","Citrus County","017",,,,,,,,,,,,,,,,,,"05000US12017","Citrus County, Florida",62131,5655,5147,3732,5916,4226,3535,2844,3010,3036,6141,5690,7272,2527,1625,985,790,"Citrus County, Florida",2330,1250,1203,859,1174,1143,936,810,972,964,1174,1151,1532,722,888,457,463
"G1200190","2013","FL",,,"Florida","12","Clay County","019",,,,,,,,,,,,,,,,,,"05000US12019","Clay County, Florida",67630,3660,2503,2169,4115,3055,2481,3325,3761,3322,6456,8538,9094,6693,2782,2903,2773,"Clay County, Florida",2056,1186,829,818,1324,849,950,934,1008,1312,1404,1741,1794,1583,1152,1037,1145
"G1200210","2013","FL",,,"Florida","12","Collier County","021",,,,,,,,,,,,,,,,,,"05000US12021","Collier County, Florida",130614,8007,4485,6224,7129,6439,7444,8070,7337,4594,11047,12445,14015,10510,5731,5159,11978,"Collier County, Florida",4604,1632,1025,1329,1593,1322,1639,1704,1338,1055,1696,2230,2125,1789,1228,1036,1704
"G1200230","2013","FL",,,"Florida","12","Columbia County","023",,,,,,,,,,,,,,,,,,"05000US12023","Columbia County, Florida",23827,1398,2273,1653,1250,1148,1263,1511,1318,1563,1602,3483,2412,1523,91,929,410,"Columbia County, Florida",1180,560,643,568,446,607,634,546,593,560,574,911,699,588,158,511,273
"G1200310","2013","FL",,,"Florida","12","Duval County","031",,,,,,,,,,,,,,,,,,"05000US12031","Duval County, Florida",333859,28035,18013,16668,19101,19882,20198,18485,17167,15091,29483,34313,36450,24809,10289,13728,12147,"Duval County, Florida",4294,2577,2187,2498,2135,2346,2171,2337,2269,2236,2800,2976,2873,2876,1341,1972,1606
"G1200330","2013","FL",,,"Florida","12","Escambia County","033",,,,,,,,,,,,,,,,,,"05000US12033","Escambia County, Florida",113079,8573,5360,7145,8360,6223,8975,7504,6400,5142,11272,11428,13828,5051,3202,2411,2205,"Escambia County, Florida",2828,1511,1039,1285,1673,1257,1428,1451,1309,1231,1678,1619,1849,959,787,675,691
"G1200350","2013","FL",,,"Florida","12","Flagler County","035",,,,,,,,,,,,,,,,,,"05000US12035","Flagler County, Florida",35509,2255,1913,1761,1785,2889,2729,1649,2425,1716,3750,4458,3559,2175,640,1095,710,"Flagler County, Florida",1831,702,719,623,692,838,726,594,865,654,960,1191,896,817,324,477,345
"G1200530","2013","FL",,,"Florida","12","Hernando County","053",,,,,,,,,,,,,,,,,,"05000US12053","Hernando County, Florida",69373,5958,5179,4185,5843,4735,4994,4318,4680,3398,5644,7035,7411,2518,1315,1232,928,"Hernando County, Florida",2313,1236,1150,946,1157,1072,1115,921,1066,930,1159,1276,1160,694,497,483,420
"G1200550","2013","FL",,,"Florida","12","Highlands County","055",,,,,,,,,,,,,,,,,,"05000US12055","Highlands County, Florida",40368,4360,3028,3389,3026,3445,3780,2089,2390,1202,3864,3276,3587,1588,447,380,517,"Highlands County, Florida",1888,1288,755,919,885,895,1125,653,705,454,931,976,1043,516,370,261,343
"G1200570","2013","FL",,,"Florida","12","Hillsborough County","057",,,,,,,,,,,,,,,,,,"05000US12057","Hillsborough County, Florida",485230,38562,27730,27966,27583,25741,26975,24857,24624,20076,36592,49348,54744,35056,20497,21152,23727,"Hillsborough County, Florida",4739,3887,2876,2946,2015,2789,2966,2373,2566,2172,2894,3356,3050,2739,2127,2113,2399
"G1200610","2013","FL",,,"Florida","12","Indian River County","061",,,,,,,,,,,,,,,,,,"05000US12061","Indian River County, Florida",57435,3445,2472,4562,5050,3505,4207,3670,3131,2766,4538,4945,5829,3050,2408,755,3102,"Indian River County, Florida",2647,1124,933,1117,1041,1035,1026,911,861,854,1078,1060,1101,930,816,334,767
"G1200690","2013","FL",,,"Florida","12","Lake County","069",,,,,,,,,,,,,,,,,,"05000US12069","Lake County, Florida",120523,8426,6148,7933,8034,6554,9439,7377,7416,6107,11123,11805,14765,7048,3333,2762,2253,"Lake County, Florida",3581,1683,1413,1367,1531,1467,1756,1454,1439,1408,1624,2087,2206,1454,1119,943,754
"G1200710","2013","FL",,,"Florida","12","Lee County","071",,,,,,,,,,,,,,,,,,"05000US12071","Lee County, Florida",241238,17541,14470,13121,16100,15331,14798,12635,13341,11808,20030,21960,27080,15880,8352,9215,9576,"Lee County, Florida",5166,2074,2065,1958,1923,1955,2151,1899,1832,1826,2201,2205,2487,1689,1249,1438,1450
"G1200730","2013","FL",,,"Florida","12","Leon County","073",,,,,,,,,,,,,,,,,,"05000US12073","Leon County, Florida",111033,14289,5710,5993,5093,5357,6132,5802,5386,5277,7764,10418,12599,7596,4257,4888,4472,"Leon County, Florida",2241,1925,1246,1101,1040,1359,1207,1286,1222,1101,1396,1568,1449,1240,874,1143,988
"G1200810","2013","FL",,,"Florida","12","Manatee County","081",,,,,,,,,,,,,,,,,,"05000US12081","Manatee County, Florida",131890,9067,6368,8634,9193,7243,6345,6618,7011,7328,11168,11977,14388,11024,5218,4545,5763,"Manatee County, Florida",3116,1557,1131,1635,1681,1015,1346,1082,1535,1617,1512,1795,1921,1696,1401,1041,1332
"G1200830","2013","FL",,,"Florida","12","Marion County","083",,,,,,,,,,,,,,,,,,"05000US12083","Marion County, Florida",133098,11876,9788,9668,12942,8368,8179,7829,7724,6267,10457,13033,12284,6639,3608,2408,2028,"Marion County, Florida",3774,2252,1823,1602,2311,1790,1637,1571,1767,1368,1813,2029,1993,1223,1143,984,720
"G1200850","2013","FL",,,"Florida","12","Martin County","085",,,,,,,,,,,,,,,,,,"05000US12085","Martin County, Florida",61546,3912,3075,3950,3821,3970,4365,2381,3259,2252,3563,5388,6824,5101,2373,3315,3997,"Martin County, Florida",2827,1046,1081,1012,981,1140,1169,687,1097,711,951,1182,1294,1138,756,1090,887
"G1200860","2013","FL",,,"Florida","12","Miami-Dade County","086",,,,,,,,,,,,,,,,,,"05000US12086","Miami-Dade County, Florida",839491,90111,60433,57268,56225,46706,44982,42939,44660,34834,60734,75737,77199,54380,27097,30226,35960,"Miami-Dade County, Florida",7623,4744,3997,4170,3604,3780,3519,3633,3406,2924,3966,4298,4803,3499,2987,2402,2694
"G1200870","2013","FL",,,"Florida","12","Monroe County","087",,,,,,,,,,,,,,,,,,"05000US12087","Monroe County, Florida",26426,2571,1287,1301,1771,1763,1215,1085,1185,740,1973,2570,2930,1425,1243,1641,1726,"Monroe County, Florida",1659,720,520,597,635,697,409,429,424,379,629,617,636,447,440,610,599
"G1200890","2013","FL",,,"Florida","12","Nassau County","089",,,,,,,,,,,,,,,,,,"05000US12089","Nassau County, Florida",28272,1360,1289,1095,1953,1708,1529,1219,1124,1223,2638,3026,3660,2436,2129,956,927,"Nassau County, Florida",1279,700,565,598,789,536,653,682,417,725,937,867,1051,765,668,437,494
"G1200910","2013","FL",,,"Florida","12","Okaloosa County","091",,,,,,,,,,,,,,,,,,"05000US12091","Okaloosa County, Florida",73931,4641,4106,3181,3702,3450,3489,3786,3299,2808,7206,8894,9343,6677,3497,3309,2543,"Okaloosa County, Florida",2326,1357,1138,921,951,1018,895,919,792,934,1358,1455,1553,1250,867,751,685
"G1200950","2013","FL",,,"Florida","12","Orange County","095",,,,,,,,,,,,,,,,,,"05000US12095","Orange County, Florida",424191,32210,21683,24369,27151,27225,25111,21030,24084,21420,37800,43548,42204,28388,17025,15856,15087,"Orange County, Florida",6559,3755,2499,3061,2847,2950,2773,2288,2311,2659,3626,4410,3670,3265,2988,2375,2096
"G1200970","2013","FL",,,"Florida","12","Osceola County","097",,,,,,,,,,,,,,,,,,"05000US12097","Osceola County, Florida",87201,8204,6395,4308,4795,5972,6873,5452,4615,4335,8231,9913,8111,4847,1714,1633,1803,"Osceola County, Florida",4253,2074,1405,1233,1364,1817,1476,1637,1218,1202,1539,1891,1795,1286,569,661,782
"G1200990","2013","FL",,,"Florida","12","Palm Beach County","099",,,,,,,,,,,,,,,,,,"05000US12099","Palm Beach County, Florida",530459,34580,28765,28026,31696,27132,27368,28684,27914,21015,43473,51355,59333,40702,21844,23691,34881,"Palm Beach County, Florida",6166,2868,2495,2622,2607,2357,2295,2381,2883,2280,2890,3639,3921,3197,2300,2361,2479
"G1201010","2013","FL",,,"Florida","12","Pasco County","101",,,,,,,,,,,,,,,,,,"05000US12101","Pasco County, Florida",184123,13336,11249,12935,11552,12110,11278,10023,8160,9417,17607,18008,19878,11931,6445,5856,4338,"Pasco County, Florida",4021,1863,1576,1586,1402,1512,1900,1363,1269,1441,2022,1661,1996,1499,1121,1128,908
"G1201030","2013","FL",,,"Florida","12","Pinellas County","103",,,,,,,,,,,,,,,,,,"05000US12103","Pinellas County, Florida",401197,32087,26392,26896,25713,24263,24884,23840,21517,17257,34155,37386,40007,24555,14924,14117,13204,"Pinellas County, Florida",5293,3307,2471,2480,2685,2415,2316,2234,2143,1916,2860,2654,2712,2512,1588,1762,1603
