GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,IHXE001,NAME_M,IHXM001
"G3701270","2010","NC",,,"North Carolina","37","Nash County","127",,,,,,,,,,,,,,,,,,"05000US37127","Nash County, North Carolina",95938,"Nash County, North Carolina",0
"G3701290","2010","NC",,,"North Carolina","37","New Hanover County","129",,,,,,,,,,,,,,,,,,"05000US37129","New Hanover County, North Carolina",203341,"New Hanover County, North Carolina",0
"G3701330","2010","NC",,,"North Carolina","37","Onslow County","133",,,,,,,,,,,,,,,,,,"05000US37133","Onslow County, North Carolina",179471,"Onslow County, North Carolina",0
"G3701350","2010","NC",,,"North Carolina","37","Orange County","135",,,,,,,,,,,,,,,,,,"05000US37135","Orange County, North Carolina",134197,"Orange County, North Carolina",0
"G3701470","2010","NC",,,"North Carolina","37","Pitt County","147",,,,,,,,,,,,,,,,,,"05000US37147","Pitt County, North Carolina",168817,"Pitt County, North Carolina",0
"G3701510","2010","NC",,,"North Carolina","37","Randolph County","151",,,,,,,,,,,,,,,,,,"05000US37151","Randolph County, North Carolina",141960,"Randolph County, North Carolina",0
"G3701550","2010","NC",,,"North Carolina","37","Robeson County","155",,,,,,,,,,,,,,,,,,"05000US37155","Robeson County, North Carolina",134473,"Robeson County, North Carolina",0
"G3701570","2010","NC",,,"North Carolina","37","Rockingham County","157",,,,,,,,,,,,,,,,,,"05000US37157","Rockingham County, North Carolina",93641,"Rockingham County, North Carolina",0
"G3701590","2010","NC",,,"North Carolina","37","Rowan County","159",,,,,,,,,,,,,,,,,,"05000US37159","Rowan County, North Carolina",138446,"Rowan County, North Carolina",0
"G3701610","2010","NC",,,"North Carolina","37","Rutherford County","161",,,,,,,,,,,,,,,,,,"05000US37161","Rutherford County, North Carolina",67772,"Rutherford County, North Carolina",0
"G3701710","2010","NC",,,"North Carolina","37","Surry County","171",,,,,,,,,,,,,,,,,,"05000US37171","Surry County, North Carolina",73694,"Surry County, North Carolina",0
"G3701790","2010","NC",,,"North Carolina","37","Union County","179",,,,,,,,,,,,,,,,,,"05000US37179","Union County, North Carolina",202206,"Union County, North Carolina",0
"G3701830","2010","NC",,,"North Carolina","37","Wake County","183",,,,,,,,,,,,,,,,,,"05000US37183","Wake County, North Carolina",906969,"Wake County, North Carolina",0
"G3701910","2010","NC",,,"North Carolina","37","Wayne County","191",,,,,,,,,,,,,,,,,,"05000US37191","Wayne County, North Carolina",122907,"Wayne County, North Carolina",0
"G3701930","2010","NC",,,"North Carolina","37","Wilkes County","193",,,,,,,,,,,,,,,,,,"05000US37193","Wilkes County, North Carolina",69287,"Wilkes County, North Carolina",0
"G3701950","2010","NC",,,"North Carolina","37","Wilson County","195",,,,,,,,,,,,,,,,,,"05000US37195","Wilson County, North Carolina",81359,"Wilson County, North Carolina",0
"G3800150","2010","ND",,,"North Dakota","38","Burleigh County","015",,,,,,,,,,,,,,,,,,"05000US38015","Burleigh County, North Dakota",81666,"Burleigh County, North Dakota",0
"G3800170","2010","ND",,,"North Dakota","38","Cass County","017",,,,,,,,,,,,,,,,,,"05000US38017","Cass County, North Dakota",150230,"Cass County, North Dakota",0
"G3800350","2010","ND",,,"North Dakota","38","Grand Forks County","035",,,,,,,,,,,,,,,,,,"05000US38035","Grand Forks County, North Dakota",66991,"Grand Forks County, North Dakota",0
"G3900030","2010","OH",,,"Ohio","39","Allen County","003",,,,,,,,,,,,,,,,,,"05000US39003","Allen County, Ohio",106205,"Allen County, Ohio",0
"G3900070","2010","OH",,,"Ohio","39","Ashtabula County","007",,,,,,,,,,,,,,,,,,"05000US39007","Ashtabula County, Ohio",101429,"Ashtabula County, Ohio",0
"G3900130","2010","OH",,,"Ohio","39","Belmont County","013",,,,,,,,,,,,,,,,,,"05000US39013","Belmont County, Ohio",70319,"Belmont County, Ohio",0
"G3900170","2010","OH",,,"Ohio","39","Butler County","017",,,,,,,,,,,,,,,,,,"05000US39017","Butler County, Ohio",368630,"Butler County, Ohio",0
"G3900230","2010","OH",,,"Ohio","39","Clark County","023",,,,,,,,,,,,,,,,,,"05000US39023","Clark County, Ohio",138193,"Clark County, Ohio",0
"G3900250","2010","OH",,,"Ohio","39","Clermont County","025",,,,,,,,,,,,,,,,,,"05000US39025","Clermont County, Ohio",197604,"Clermont County, Ohio",0
"G3900290","2010","OH",,,"Ohio","39","Columbiana County","029",,,,,,,,,,,,,,,,,,"05000US39029","Columbiana County, Ohio",107800,"Columbiana County, Ohio",0
"G3900350","2010","OH",,,"Ohio","39","Cuyahoga County","035",,,,,,,,,,,,,,,,,,"05000US39035","Cuyahoga County, Ohio",1278208,"Cuyahoga County, Ohio",0
"G3900410","2010","OH",,,"Ohio","39","Delaware County","041",,,,,,,,,,,,,,,,,,"05000US39041","Delaware County, Ohio",175250,"Delaware County, Ohio",0
"G3900430","2010","OH",,,"Ohio","39","Erie County","043",,,,,,,,,,,,,,,,,,"05000US39043","Erie County, Ohio",77070,"Erie County, Ohio",0
"G3900450","2010","OH",,,"Ohio","39","Fairfield County","045",,,,,,,,,,,,,,,,,,"05000US39045","Fairfield County, Ohio",146351,"Fairfield County, Ohio",0
"G3900490","2010","OH",,,"Ohio","39","Franklin County","049",,,,,,,,,,,,,,,,,,"05000US39049","Franklin County, Ohio",1165897,"Franklin County, Ohio",0
"G3900550","2010","OH",,,"Ohio","39","Geauga County","055",,,,,,,,,,,,,,,,,,"05000US39055","Geauga County, Ohio",93408,"Geauga County, Ohio",0
"G3900570","2010","OH",,,"Ohio","39","Greene County","057",,,,,,,,,,,,,,,,,,"05000US39057","Greene County, Ohio",161605,"Greene County, Ohio",0
"G3900610","2010","OH",,,"Ohio","39","Hamilton County","061",,,,,,,,,,,,,,,,,,"05000US39061","Hamilton County, Ohio",802252,"Hamilton County, Ohio",0
"G3900630","2010","OH",,,"Ohio","39","Hancock County","063",,,,,,,,,,,,,,,,,,"05000US39063","Hancock County, Ohio",74727,"Hancock County, Ohio",0
"G3900810","2010","OH",,,"Ohio","39","Jefferson County","081",,,,,,,,,,,,,,,,,,"05000US39081","Jefferson County, Ohio",69614,"Jefferson County, Ohio",0
"G3900850","2010","OH",,,"Ohio","39","Lake County","085",,,,,,,,,,,,,,,,,,"05000US39085","Lake County, Ohio",230101,"Lake County, Ohio",0
"G3900890","2010","OH",,,"Ohio","39","Licking County","089",,,,,,,,,,,,,,,,,,"05000US39089","Licking County, Ohio",166701,"Licking County, Ohio",0
"G3900930","2010","OH",,,"Ohio","39","Lorain County","093",,,,,,,,,,,,,,,,,,"05000US39093","Lorain County, Ohio",301449,"Lorain County, Ohio",0
"G3900950","2010","OH",,,"Ohio","39","Lucas County","095",,,,,,,,,,,,,,,,,,"05000US39095","Lucas County, Ohio",441468,"Lucas County, Ohio",0
"G3900990","2010","OH",,,"Ohio","39","Mahoning County","099",,,,,,,,,,,,,,,,,,"05000US39099","Mahoning County, Ohio",238310,"Mahoning County, Ohio",0
"G3901010","2010","OH",,,"Ohio","39","Marion County","101",,,,,,,,,,,,,,,,,,"05000US39101","Marion County, Ohio",66482,"Marion County, Ohio",0
"G3901030","2010","OH",,,"Ohio","39","Medina County","103",,,,,,,,,,,,,,,,,,"05000US39103","Medina County, Ohio",172592,"Medina County, Ohio",0
"G3901090","2010","OH",,,"Ohio","39","Miami County","109",,,,,,,,,,,,,,,,,,"05000US39109","Miami County, Ohio",102461,"Miami County, Ohio",0
"G3901130","2010","OH",,,"Ohio","39","Montgomery County","113",,,,,,,,,,,,,,,,,,"05000US39113","Montgomery County, Ohio",535059,"Montgomery County, Ohio",0
"G3901190","2010","OH",,,"Ohio","39","Muskingum County","119",,,,,,,,,,,,,,,,,,"05000US39119","Muskingum County, Ohio",86142,"Muskingum County, Ohio",0
"G3901330","2010","OH",,,"Ohio","39","Portage County","133",,,,,,,,,,,,,,,,,,"05000US39133","Portage County, Ohio",161386,"Portage County, Ohio",0
"G3901390","2010","OH",,,"Ohio","39","Richland County","139",,,,,,,,,,,,,,,,,,"05000US39139","Richland County, Ohio",124177,"Richland County, Ohio",0
"G3901410","2010","OH",,,"Ohio","39","Ross County","141",,,,,,,,,,,,,,,,,,"05000US39141","Ross County, Ohio",78090,"Ross County, Ohio",0
"G3901450","2010","OH",,,"Ohio","39","Scioto County","145",,,,,,,,,,,,,,,,,,"05000US39145","Scioto County, Ohio",79506,"Scioto County, Ohio",0
"G3901510","2010","OH",,,"Ohio","39","Stark County","151",,,,,,,,,,,,,,,,,,"05000US39151","Stark County, Ohio",375321,"Stark County, Ohio",0
"G3901530","2010","OH",,,"Ohio","39","Summit County","153",,,,,,,,,,,,,,,,,,"05000US39153","Summit County, Ohio",541565,"Summit County, Ohio",0
"G3901550","2010","OH",,,"Ohio","39","Trumbull County","155",,,,,,,,,,,,,,,,,,"05000US39155","Trumbull County, Ohio",209936,"Trumbull County, Ohio",0
"G3901570","2010","OH",,,"Ohio","39","Tuscarawas County","157",,,,,,,,,,,,,,,,,,"05000US39157","Tuscarawas County, Ohio",92542,"Tuscarawas County, Ohio",0
"G3901650","2010","OH",,,"Ohio","39","Warren County","165",,,,,,,,,,,,,,,,,,"05000US39165","Warren County, Ohio",213192,"Warren County, Ohio",0
"G3901690","2010","OH",,,"Ohio","39","Wayne County","169",,,,,,,,,,,,,,,,,,"05000US39169","Wayne County, Ohio",114505,"Wayne County, Ohio",0
"G3901730","2010","OH",,,"Ohio","39","Wood County","173",,,,,,,,,,,,,,,,,,"05000US39173","Wood County, Ohio",125502,"Wood County, Ohio",0
"G4000170","2010","OK",,,"Oklahoma","40","Canadian County","017",,,,,,,,,,,,,,,,,,"05000US40017","Canadian County, Oklahoma",116237,"Canadian County, Oklahoma",0
"G4000270","2010","OK",,,"Oklahoma","40","Cleveland County","027",,,,,,,,,,,,,,,,,,"05000US40027","Cleveland County, Oklahoma",256895,"Cleveland County, Oklahoma",0
"G4000310","2010","OK",,,"Oklahoma","40","Comanche County","031",,,,,,,,,,,,,,,,,,"05000US40031","Comanche County, Oklahoma",125368,"Comanche County, Oklahoma",0
"G4000370","2010","OK",,,"Oklahoma","40","Creek County","037",,,,,,,,,,,,,,,,,,"05000US40037","Creek County, Oklahoma",70133,"Creek County, Oklahoma",0
"G4001010","2010","OK",,,"Oklahoma","40","Muskogee County","101",,,,,,,,,,,,,,,,,,"05000US40101","Muskogee County, Oklahoma",71110,"Muskogee County, Oklahoma",0
"G4001090","2010","OK",,,"Oklahoma","40","Oklahoma County","109",,,,,,,,,,,,,,,,,,"05000US40109","Oklahoma County, Oklahoma",721178,"Oklahoma County, Oklahoma",0
"G4001190","2010","OK",,,"Oklahoma","40","Payne County","119",,,,,,,,,,,,,,,,,,"05000US40119","Payne County, Oklahoma",77448,"Payne County, Oklahoma",0
"G4001250","2010","OK",,,"Oklahoma","40","Pottawatomie County","125",,,,,,,,,,,,,,,,,,"05000US40125","Pottawatomie County, Oklahoma",69608,"Pottawatomie County, Oklahoma",0
"G4001310","2010","OK",,,"Oklahoma","40","Rogers County","131",,,,,,,,,,,,,,,,,,"05000US40131","Rogers County, Oklahoma",86988,"Rogers County, Oklahoma",0
"G4001430","2010","OK",,,"Oklahoma","40","Tulsa County","143",,,,,,,,,,,,,,,,,,"05000US40143","Tulsa County, Oklahoma",605418,"Tulsa County, Oklahoma",0
"G4001450","2010","OK",,,"Oklahoma","40","Wagoner County","145",,,,,,,,,,,,,,,,,,"05000US40145","Wagoner County, Oklahoma",73349,"Wagoner County, Oklahoma",0
"G4100030","2010","OR",,,"Oregon","41","Benton County","003",,,,,,,,,,,,,,,,,,"05000US41003","Benton County, Oregon",85575,"Benton County, Oregon",0
"G4100050","2010","OR",,,"Oregon","41","Clackamas County","005",,,,,,,,,,,,,,,,,,"05000US41005","Clackamas County, Oregon",376891,"Clackamas County, Oregon",0
"G4100170","2010","OR",,,"Oregon","41","Deschutes County","017",,,,,,,,,,,,,,,,,,"05000US41017","Deschutes County, Oregon",157894,"Deschutes County, Oregon",0
"G4100190","2010","OR",,,"Oregon","41","Douglas County","019",,,,,,,,,,,,,,,,,,"05000US41019","Douglas County, Oregon",107638,"Douglas County, Oregon",0
"G4100290","2010","OR",,,"Oregon","41","Jackson County","029",,,,,,,,,,,,,,,,,,"05000US41029","Jackson County, Oregon",203462,"Jackson County, Oregon",0
"G4100330","2010","OR",,,"Oregon","41","Josephine County","033",,,,,,,,,,,,,,,,,,"05000US41033","Josephine County, Oregon",82807,"Josephine County, Oregon",0
"G4100350","2010","OR",,,"Oregon","41","Klamath County","035",,,,,,,,,,,,,,,,,,"05000US41035","Klamath County, Oregon",64723,"Klamath County, Oregon",1966
"G4100390","2010","OR",,,"Oregon","41","Lane County","039",,,,,,,,,,,,,,,,,,"05000US41039","Lane County, Oregon",351983,"Lane County, Oregon",0
"G4100430","2010","OR",,,"Oregon","41","Linn County","043",,,,,,,,,,,,,,,,,,"05000US41043","Linn County, Oregon",116910,"Linn County, Oregon",0
"G4100470","2010","OR",,,"Oregon","41","Marion County","047",,,,,,,,,,,,,,,,,,"05000US41047","Marion County, Oregon",316096,"Marion County, Oregon",0
"G4100510","2010","OR",,,"Oregon","41","Multnomah County","051",,,,,,,,,,,,,,,,,,"05000US41051","Multnomah County, Oregon",737902,"Multnomah County, Oregon",0
"G4100530","2010","OR",,,"Oregon","41","Polk County","053",,,,,,,,,,,,,,,,,,"05000US41053","Polk County, Oregon",75625,"Polk County, Oregon",0
"G4100590","2010","OR",,,"Oregon","41","Umatilla County","059",,,,,,,,,,,,,,,,,,"05000US41059","Umatilla County, Oregon",76079,"Umatilla County, Oregon",0
"G4100670","2010","OR",,,"Oregon","41","Washington County","067",,,,,,,,,,,,,,,,,,"05000US41067","Washington County, Oregon",531744,"Washington County, Oregon",0
"G4100710","2010","OR",,,"Oregon","41","Yamhill County","071",,,,,,,,,,,,,,,,,,"05000US41071","Yamhill County, Oregon",99391,"Yamhill County, Oregon",0
"G4200010","2010","PA",,,"Pennsylvania","42","Adams County","001",,,,,,,,,,,,,,,,,,"05000US42001","Adams County, Pennsylvania",101485,"Adams County, Pennsylvania",0
"G4200030","2010","PA",,,"Pennsylvania","42","Allegheny County","003",,,,,,,,,,,,,,,,,,"05000US42003","Allegheny County, Pennsylvania",1223583,"Allegheny County, Pennsylvania",0
"G4200050","2010","PA",,,"Pennsylvania","42","Armstrong County","005",,,,,,,,,,,,,,,,,,"05000US42005","Armstrong County, Pennsylvania",68839,"Armstrong County, Pennsylvania",0
"G4200070","2010","PA",,,"Pennsylvania","42","Beaver County","007",,,,,,,,,,,,,,,,,,"05000US42007","Beaver County, Pennsylvania",170567,"Beaver County, Pennsylvania",0
"G4200110","2010","PA",,,"Pennsylvania","42","Berks County","011",,,,,,,,,,,,,,,,,,"05000US42011","Berks County, Pennsylvania",411850,"Berks County, Pennsylvania",0
"G4200130","2010","PA",,,"Pennsylvania","42","Blair County","013",,,,,,,,,,,,,,,,,,"05000US42013","Blair County, Pennsylvania",127031,"Blair County, Pennsylvania",0
"G4200170","2010","PA",,,"Pennsylvania","42","Bucks County","017",,,,,,,,,,,,,,,,,,"05000US42017","Bucks County, Pennsylvania",625472,"Bucks County, Pennsylvania",0
"G4200190","2010","PA",,,"Pennsylvania","42","Butler County","019",,,,,,,,,,,,,,,,,,"05000US42019","Butler County, Pennsylvania",184059,"Butler County, Pennsylvania",0
"G4200210","2010","PA",,,"Pennsylvania","42","Cambria County","021",,,,,,,,,,,,,,,,,,"05000US42021","Cambria County, Pennsylvania",143498,"Cambria County, Pennsylvania",0
"G4200250","2010","PA",,,"Pennsylvania","42","Carbon County","025",,,,,,,,,,,,,,,,,,"05000US42025","Carbon County, Pennsylvania",65220,"Carbon County, Pennsylvania",0
"G4200270","2010","PA",,,"Pennsylvania","42","Centre County","027",,,,,,,,,,,,,,,,,,"05000US42027","Centre County, Pennsylvania",154127,"Centre County, Pennsylvania",0
"G4200290","2010","PA",,,"Pennsylvania","42","Chester County","029",,,,,,,,,,,,,,,,,,"05000US42029","Chester County, Pennsylvania",499797,"Chester County, Pennsylvania",0
"G4200330","2010","PA",,,"Pennsylvania","42","Clearfield County","033",,,,,,,,,,,,,,,,,,"05000US42033","Clearfield County, Pennsylvania",81562,"Clearfield County, Pennsylvania",0
"G4200370","2010","PA",,,"Pennsylvania","42","Columbia County","037",,,,,,,,,,,,,,,,,,"05000US42037","Columbia County, Pennsylvania",67268,"Columbia County, Pennsylvania",0
"G4200390","2010","PA",,,"Pennsylvania","42","Crawford County","039",,,,,,,,,,,,,,,,,,"05000US42039","Crawford County, Pennsylvania",88657,"Crawford County, Pennsylvania",0
"G4200410","2010","PA",,,"Pennsylvania","42","Cumberland County","041",,,,,,,,,,,,,,,,,,"05000US42041","Cumberland County, Pennsylvania",235861,"Cumberland County, Pennsylvania",0
"G4200430","2010","PA",,,"Pennsylvania","42","Dauphin County","043",,,,,,,,,,,,,,,,,,"05000US42043","Dauphin County, Pennsylvania",268220,"Dauphin County, Pennsylvania",0
"G4200450","2010","PA",,,"Pennsylvania","42","Delaware County","045",,,,,,,,,,,,,,,,,,"05000US42045","Delaware County, Pennsylvania",559276,"Delaware County, Pennsylvania",0
"G4200490","2010","PA",,,"Pennsylvania","42","Erie County","049",,,,,,,,,,,,,,,,,,"05000US42049","Erie County, Pennsylvania",280686,"Erie County, Pennsylvania",0
"G4200510","2010","PA",,,"Pennsylvania","42","Fayette County","051",,,,,,,,,,,,,,,,,,"05000US42051","Fayette County, Pennsylvania",136446,"Fayette County, Pennsylvania",0
"G4200550","2010","PA",,,"Pennsylvania","42","Franklin County","055",,,,,,,,,,,,,,,,,,"05000US42055","Franklin County, Pennsylvania",149834,"Franklin County, Pennsylvania",0
"G4200630","2010","PA",,,"Pennsylvania","42","Indiana County","063",,,,,,,,,,,,,,,,,,"05000US42063","Indiana County, Pennsylvania",88847,"Indiana County, Pennsylvania",0
"G4200690","2010","PA",,,"Pennsylvania","42","Lackawanna County","069",,,,,,,,,,,,,,,,,,"05000US42069","Lackawanna County, Pennsylvania",214367,"Lackawanna County, Pennsylvania",0
"G4200710","2010","PA",,,"Pennsylvania","42","Lancaster County","071",,,,,,,,,,,,,,,,,,"05000US42071","Lancaster County, Pennsylvania",520156,"Lancaster County, Pennsylvania",0
"G4200730","2010","PA",,,"Pennsylvania","42","Lawrence County","073",,,,,,,,,,,,,,,,,,"05000US42073","Lawrence County, Pennsylvania",90968,"Lawrence County, Pennsylvania",0
"G4200750","2010","PA",,,"Pennsylvania","42","Lebanon County","075",,,,,,,,,,,,,,,,,,"05000US42075","Lebanon County, Pennsylvania",133688,"Lebanon County, Pennsylvania",0
"G4200770","2010","PA",,,"Pennsylvania","42","Lehigh County","077",,,,,,,,,,,,,,,,,,"05000US42077","Lehigh County, Pennsylvania",350106,"Lehigh County, Pennsylvania",0
"G4200790","2010","PA",,,"Pennsylvania","42","Luzerne County","079",,,,,,,,,,,,,,,,,,"05000US42079","Luzerne County, Pennsylvania",320795,"Luzerne County, Pennsylvania",0
"G4200810","2010","PA",,,"Pennsylvania","42","Lycoming County","081",,,,,,,,,,,,,,,,,,"05000US42081","Lycoming County, Pennsylvania",116143,"Lycoming County, Pennsylvania",0
"G4200850","2010","PA",,,"Pennsylvania","42","Mercer County","085",,,,,,,,,,,,,,,,,,"05000US42085","Mercer County, Pennsylvania",116558,"Mercer County, Pennsylvania",0
"G4200890","2010","PA",,,"Pennsylvania","42","Monroe County","089",,,,,,,,,,,,,,,,,,"05000US42089","Monroe County, Pennsylvania",169896,"Monroe County, Pennsylvania",0
"G4200910","2010","PA",,,"Pennsylvania","42","Montgomery County","091",,,,,,,,,,,,,,,,,,"05000US42091","Montgomery County, Pennsylvania",801052,"Montgomery County, Pennsylvania",0
"G4200950","2010","PA",,,"Pennsylvania","42","Northampton County","095",,,,,,,,,,,,,,,,,,"05000US42095","Northampton County, Pennsylvania",298101,"Northampton County, Pennsylvania",0
"G4200970","2010","PA",,,"Pennsylvania","42","Northumberland County","097",,,,,,,,,,,,,,,,,,"05000US42097","Northumberland County, Pennsylvania",94366,"Northumberland County, Pennsylvania",0
"G4201010","2010","PA",,,"Pennsylvania","42","Philadelphia County","101",,,,,,,,,,,,,,,,,,"05000US42101","Philadelphia County, Pennsylvania",1528306,"Philadelphia County, Pennsylvania",0
"G4201070","2010","PA",,,"Pennsylvania","42","Schuylkill County","107",,,,,,,,,,,,,,,,,,"05000US42107","Schuylkill County, Pennsylvania",148228,"Schuylkill County, Pennsylvania",0
"G4201110","2010","PA",,,"Pennsylvania","42","Somerset County","111",,,,,,,,,,,,,,,,,,"05000US42111","Somerset County, Pennsylvania",77626,"Somerset County, Pennsylvania",0
"G4201250","2010","PA",,,"Pennsylvania","42","Washington County","125",,,,,,,,,,,,,,,,,,"05000US42125","Washington County, Pennsylvania",207875,"Washington County, Pennsylvania",0
"G4201290","2010","PA",,,"Pennsylvania","42","Westmoreland County","129",,,,,,,,,,,,,,,,,,"05000US42129","Westmoreland County, Pennsylvania",365012,"Westmoreland County, Pennsylvania",0
"G4201330","2010","PA",,,"Pennsylvania","42","York County","133",,,,,,,,,,,,,,,,,,"05000US42133","York County, Pennsylvania",435490,"York County, Pennsylvania",0
"G4400030","2010","RI",,,"Rhode Island","44","Kent County","003",,,,,,,,,,,,,,,,,,"05000US44003","Kent County, Rhode Island",166103,"Kent County, Rhode Island",0
"G4400050","2010","RI",,,"Rhode Island","44","Newport County","005",,,,,,,,,,,,,,,,,,"05000US44005","Newport County, Rhode Island",82852,"Newport County, Rhode Island",0
"G4400070","2010","RI",,,"Rhode Island","44","Providence County","007",,,,,,,,,,,,,,,,,,"05000US44007","Providence County, Rhode Island",627070,"Providence County, Rhode Island",0
"G4400090","2010","RI",,,"Rhode Island","44","Washington County","009",,,,,,,,,,,,,,,,,,"05000US44009","Washington County, Rhode Island",127008,"Washington County, Rhode Island",0
"G4500030","2010","SC",,,"South Carolina","45","Aiken County","003",,,,,,,,,,,,,,,,,,"05000US45003","Aiken County, South Carolina",160565,"Aiken County, South Carolina",0
"G4500070","2010","SC",,,"South Carolina","45","Anderson County","007",,,,,,,,,,,,,,,,,,"05000US45007","Anderson County, South Carolina",187269,"Anderson County, South Carolina",0
"G4500130","2010","SC",,,"South Carolina","45","Beaufort County","013",,,,,,,,,,,,,,,,,,"05000US45013","Beaufort County, South Carolina",162989,"Beaufort County, South Carolina",0
"G4500150","2010","SC",,,"South Carolina","45","Berkeley County","015",,,,,,,,,,,,,,,,,,"05000US45015","Berkeley County, South Carolina",178783,"Berkeley County, South Carolina",0
"G4500190","2010","SC",,,"South Carolina","45","Charleston County","019",,,,,,,,,,,,,,,,,,"05000US45019","Charleston County, South Carolina",351482,"Charleston County, South Carolina",0
"G4500310","2010","SC",,,"South Carolina","45","Darlington County","031",,,,,,,,,,,,,,,,,,"05000US45031","Darlington County, South Carolina",68617,"Darlington County, South Carolina",0
"G4500350","2010","SC",,,"South Carolina","45","Dorchester County","035",,,,,,,,,,,,,,,,,,"05000US45035","Dorchester County, South Carolina",137476,"Dorchester County, South Carolina",0
"G4500410","2010","SC",,,"South Carolina","45","Florence County","041",,,,,,,,,,,,,,,,,,"05000US45041","Florence County, South Carolina",137088,"Florence County, South Carolina",0
"G4500450","2010","SC",,,"South Carolina","45","Greenville County","045",,,,,,,,,,,,,,,,,,"05000US45045","Greenville County, South Carolina",452859,"Greenville County, South Carolina",0
"G4500470","2010","SC",,,"South Carolina","45","Greenwood County","047",,,,,,,,,,,,,,,,,,"05000US45047","Greenwood County, South Carolina",69703,"Greenwood County, South Carolina",0
"G4500510","2010","SC",,,"South Carolina","45","Horry County","051",,,,,,,,,,,,,,,,,,"05000US45051","Horry County, South Carolina",270430,"Horry County, South Carolina",0
"G4500570","2010","SC",,,"South Carolina","45","Lancaster County","057",,,,,,,,,,,,,,,,,,"05000US45057","Lancaster County, South Carolina",76889,"Lancaster County, South Carolina",0
"G4500590","2010","SC",,,"South Carolina","45","Laurens County","059",,,,,,,,,,,,,,,,,,"05000US45059","Laurens County, South Carolina",66500,"Laurens County, South Carolina",0
"G4500630","2010","SC",,,"South Carolina","45","Lexington County","063",,,,,,,,,,,,,,,,,,"05000US45063","Lexington County, South Carolina",263406,"Lexington County, South Carolina",0
"G4500730","2010","SC",,,"South Carolina","45","Oconee County","073",,,,,,,,,,,,,,,,,,"05000US45073","Oconee County, South Carolina",74359,"Oconee County, South Carolina",0
"G4500750","2010","SC",,,"South Carolina","45","Orangeburg County","075",,,,,,,,,,,,,,,,,,"05000US45075","Orangeburg County, South Carolina",92346,"Orangeburg County, South Carolina",0
"G4500770","2010","SC",,,"South Carolina","45","Pickens County","077",,,,,,,,,,,,,,,,,,"05000US45077","Pickens County, South Carolina",119217,"Pickens County, South Carolina",0
"G4500790","2010","SC",,,"South Carolina","45","Richland County","079",,,,,,,,,,,,,,,,,,"05000US45079","Richland County, South Carolina",385745,"Richland County, South Carolina",0
"G4500830","2010","SC",,,"South Carolina","45","Spartanburg County","083",,,,,,,,,,,,,,,,,,"05000US45083","Spartanburg County, South Carolina",284713,"Spartanburg County, South Carolina",0
"G4500850","2010","SC",,,"South Carolina","45","Sumter County","085",,,,,,,,,,,,,,,,,,"05000US45085","Sumter County, South Carolina",107570,"Sumter County, South Carolina",0
"G4500910","2010","SC",,,"South Carolina","45","York County","091",,,,,,,,,,,,,,,,,,"05000US45091","York County, South Carolina",226971,"York County, South Carolina",0
"G4600990","2010","SD",,,"South Dakota","46","Minnehaha County","099",,,,,,,,,,,,,,,,,,"05000US46099","Minnehaha County, South Dakota",169987,"Minnehaha County, South Dakota",0
"G4601030","2010","SD",,,"South Dakota","46","Pennington County","103",,,,,,,,,,,,,,,,,,"05000US46103","Pennington County, South Dakota",101348,"Pennington County, South Dakota",0
"G4700010","2010","TN",,,"Tennessee","47","Anderson County","001",,,,,,,,,,,,,,,,,,"05000US47001","Anderson County, Tennessee",75160,"Anderson County, Tennessee",0
"G4700090","2010","TN",,,"Tennessee","47","Blount County","009",,,,,,,,,,,,,,,,,,"05000US47009","Blount County, Tennessee",123119,"Blount County, Tennessee",0
"G4700110","2010","TN",,,"Tennessee","47","Bradley County","011",,,,,,,,,,,,,,,,,,"05000US47011","Bradley County, Tennessee",99078,"Bradley County, Tennessee",0
"G4700370","2010","TN",,,"Tennessee","47","Davidson County","037",,,,,,,,,,,,,,,,,,"05000US47037","Davidson County, Tennessee",628133,"Davidson County, Tennessee",0
"G4700590","2010","TN",,,"Tennessee","47","Greene County","059",,,,,,,,,,,,,,,,,,"05000US47059","Greene County, Tennessee",68797,"Greene County, Tennessee",0
"G4700650","2010","TN",,,"Tennessee","47","Hamilton County","065",,,,,,,,,,,,,,,,,,"05000US47065","Hamilton County, Tennessee",337294,"Hamilton County, Tennessee",0
"G4700930","2010","TN",,,"Tennessee","47","Knox County","093",,,,,,,,,,,,,,,,,,"05000US47093","Knox County, Tennessee",433108,"Knox County, Tennessee",0
"G4701130","2010","TN",,,"Tennessee","47","Madison County","113",,,,,,,,,,,,,,,,,,"05000US47113","Madison County, Tennessee",98395,"Madison County, Tennessee",0
"G4701190","2010","TN",,,"Tennessee","47","Maury County","119",,,,,,,,,,,,,,,,,,"05000US47119","Maury County, Tennessee",81141,"Maury County, Tennessee",0
"G4701250","2010","TN",,,"Tennessee","47","Montgomery County","125",,,,,,,,,,,,,,,,,,"05000US47125","Montgomery County, Tennessee",173307,"Montgomery County, Tennessee",0
