GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,ACJ9E001,ACJ9E002,ACJ9E003,ACJ9E004,ACJ9E005,ACJ9E006,ACJ9E007,ACJ9E008,ACJ9E009,ACJ9E010,ACJ9E011,ACJ9E012,ACJ9E013,ACJ9E014,ACJ9E015,ACJ9E016,ACJ9E017,ACJ9E018,ACJ9E019,ACJ9E020,ACJ9E021,ACJ9E022,ACJ9E023,ACJ9E024,ACJ9E025,ACJ9E026,ACJ9E027,ACJ9E028,ACJ9E029,ACJ9E030,ACJ9E031,ACJ9E032,ACJ9E033,ACJ9E034,ACJ9E035,ACJ9E036,ACJ9E037,ACJ9E038,ACJ9E039,ACJ9E040,ACJ9E041,ACJ9E042,ACJ9E043,ACJ9E044,ACJ9E045,ACJ9E046,ACJ9E047,ACJ9E048,ACJ9E049,NAME_M,ACJ9M001,ACJ9M002,ACJ9M003,ACJ9M004,ACJ9M005,ACJ9M006,ACJ9M007,ACJ9M008,ACJ9M009,ACJ9M010,ACJ9M011,ACJ9M012,ACJ9M013,ACJ9M014,ACJ9M015,ACJ9M016,ACJ9M017,ACJ9M018,ACJ9M019,ACJ9M020,ACJ9M021,ACJ9M022,ACJ9M023,ACJ9M024,ACJ9M025,ACJ9M026,ACJ9M027,ACJ9M028,ACJ9M029,ACJ9M030,ACJ9M031,ACJ9M032,ACJ9M033,ACJ9M034,ACJ9M035,ACJ9M036,ACJ9M037,ACJ9M038,ACJ9M039,ACJ9M040,ACJ9M041,ACJ9M042,ACJ9M043,ACJ9M044,ACJ9M045,ACJ9M046,ACJ9M047,ACJ9M048,ACJ9M049
"G06000562","2015","CA",,,"California","06",,,"Alameda city","00562",,,,,,,,,,,,,,,,"16000US0600562","Alameda city, California",78614,37747,1974,2601,1868,800,585,409,328,1417,2949,2905,2727,3095,4102,2122,3117,814,1129,343,604,1709,961,633,555,40867,2213,2255,2167,1114,255,145,444,1259,2490,2992,3461,3103,4021,2357,2656,1558,1513,1190,1114,1569,972,1033,986,"Alameda city, California",58,1815,675,732,530,435,402,306,248,575,690,771,667,901,1790,623,901,341,427,208,314,574,366,347,312,1820,786,657,667,460,219,161,311,561,1000,861,845,713,1041,682,824,703,621,461,423,582,414,623,399
"G06000884","2015","CA",,,"California","06",,,"Alhambra city","00884",,,,,,,,,,,,,,,,"16000US0600884","Alhambra city, California",85572,42184,1634,1736,1867,1769,605,498,409,1733,4660,3514,2430,3440,2150,3785,3639,875,1772,939,1114,1476,656,631,852,43388,2195,2263,1468,971,597,719,524,1536,3583,3447,2259,3697,2258,3941,3964,1051,1451,1415,1224,1517,1186,764,1358,"Alhambra city, California",78,1776,686,789,604,827,384,317,390,614,1244,1069,774,1006,561,920,827,381,653,418,432,555,284,415,406,1777,885,790,629,443,292,509,387,514,908,1049,594,1023,646,897,922,514,457,577,458,571,455,326,460
"G06002000","2015","CA",,,"California","06",,,"Anaheim city","02000",,,,,,,,,,,,,,,,"16000US0602000","Anaheim city, California",350738,179603,12937,13611,11113,8214,4488,2925,2847,9198,15724,14950,12944,14139,12526,12048,9516,4042,3512,2320,2847,3356,2621,1647,2078,171135,11991,10683,11357,7095,4405,1735,3369,8491,16277,10626,12973,12651,12104,10163,9444,3754,2747,2757,3720,5364,3080,2819,3530,"Anaheim city, California",52,4037,1731,2103,1908,1333,1060,995,870,1583,2419,2008,1789,2154,1615,1742,1310,1022,884,683,793,739,922,579,652,4033,1866,1815,1796,1518,912,591,1164,1713,1929,1467,1795,1758,1697,1400,1395,825,770,728,863,1202,706,905,840
"G06002252","2015","CA",,,"California","06",,,"Antioch city","02252",,,,,,,,,,,,,,,,"16000US0602252","Antioch city, California",110542,54733,4690,3503,4880,2639,1555,902,2024,1514,3712,3601,2568,3111,3815,4031,4447,1126,1199,1098,918,1287,1128,479,506,55809,3390,4301,3357,2713,1194,645,891,3590,4497,3021,2989,4253,3929,4658,4047,712,2147,784,1271,1399,654,388,979,"Antioch city, California",43,2203,1355,1080,1161,770,638,569,879,677,1064,974,871,902,1089,976,1103,538,614,561,492,553,469,272,319,2201,1058,1198,1050,963,792,470,535,1085,1276,941,990,1238,975,1187,1207,380,928,348,529,574,374,288,408
"G06002364","2015","CA",,,"California","06",,,"Apple Valley town","02364",,,,,,,,,,,,,,,,"16000US0602364","Apple Valley town, California",72185,32873,2117,2800,2858,1327,1250,870,60,1622,1916,2197,1431,1419,1435,2515,1429,730,1532,450,790,1693,1139,819,474,39312,3272,3205,2647,2621,1203,545,752,1881,770,2812,2333,1682,1556,2437,2408,979,1211,778,1136,2050,2079,385,570,"Apple Valley town, California",47,2031,870,962,979,665,714,545,55,856,906,875,682,628,550,805,493,408,582,261,383,708,526,462,316,2029,1329,1101,1204,879,644,466,618,910,432,968,858,737,636,711,876,473,507,332,450,617,894,286,309
"G06002553","2015","CA",,,"California","06",,,"Arden-Arcade CDP","02553",,,,,,,,,,,,,,,,"16000US0602553","Arden-Arcade CDP, California",96276,47596,2881,2273,2479,2158,1224,516,601,1632,3533,3142,3671,2560,3843,4174,2945,1200,1292,1060,1127,1606,1154,1075,1450,48680,2238,2316,2292,1435,863,545,126,1371,4472,3124,3514,3045,2839,4167,3581,1608,1519,1761,1862,1549,1469,1208,1776,"Arden-Arcade CDP, California",5413,3405,979,800,983,714,528,478,530,576,1306,916,1099,858,1277,922,736,539,394,467,477,637,455,433,650,3082,803,778,801,657,433,389,125,545,1350,1025,971,954,854,1118,1061,600,703,690,706,449,544,567,667
"G06003526","2015","CA",,,"California","06",,,"Bakersfield city","03526",,,,,,,,,,,,,,,,"16000US0603526","Bakersfield city, California",373627,182154,14873,16241,14251,8006,5437,3857,3695,8427,16386,13795,12134,11631,10645,9977,9088,3746,4918,2657,4242,3356,2309,1385,1098,191473,14538,15434,16241,9171,5454,2387,3765,11124,14848,13948,10697,13207,10160,11093,11106,3047,5221,3641,4653,4086,2863,2611,2178,"Bakersfield city, California",62,2946,1926,2257,1951,1235,1287,1362,1149,1347,1801,1844,1921,1826,1386,1282,1505,835,1212,777,935,779,682,471,371,2943,1851,2202,2539,1413,1047,870,1100,1708,1557,1337,1594,1998,1538,1314,1539,777,963,845,1019,1004,771,763,632
"G06003666","2015","CA",,,"California","06",,,"Baldwin Park city","03666",,,,,,,,,,,,,,,,"16000US0603666","Baldwin Park city, California",77056,38747,2415,3482,3395,1610,1542,388,274,1543,2812,2540,2076,2719,2685,2086,2678,713,817,868,1066,1415,819,432,372,38309,2237,2380,2579,1123,997,408,1048,1434,2788,2601,2679,2367,3373,3133,1986,1333,822,876,1391,1324,560,309,561,"Baldwin Park city, California",57,1583,712,1001,727,487,521,361,250,524,764,828,693,654,663,674,692,330,413,450,440,554,472,281,327,1587,898,759,707,515,407,283,519,677,655,758,767,785,745,800,473,477,405,420,626,519,327,207,257
"G06004982","2015","CA",,,"California","06",,,"Bellflower city","04982",,,,,,,,,,,,,,,,"16000US0604982","Bellflower city, California",78434,38936,3176,3213,2992,2368,1758,678,651,1482,2354,1868,2937,3011,2088,1889,2626,791,957,704,626,920,941,235,671,39498,2955,2504,2588,2699,909,1331,667,1792,1835,2887,3230,2275,2552,1982,2536,904,893,515,1285,1153,930,712,364,"Bellflower city, California",46,1693,734,858,970,714,491,415,344,550,723,622,729,837,656,589,866,375,387,399,360,420,489,167,327,1692,826,699,785,700,361,560,428,602,751,808,804,562,607,620,826,568,334,298,489,419,353,367,186
"G06006000","2015","CA",,,"California","06",,,"Berkeley city","06000",,,,,,,,,,,,,,,,"16000US0606000","Berkeley city, California",120971,60142,1872,2291,2496,1925,4674,1667,2095,4387,6101,5084,3491,3336,3430,3226,3759,937,1837,1108,1697,1965,1180,793,791,60829,1844,2388,2058,794,5636,2163,2137,4372,6065,4265,3228,4248,3052,3385,3084,1073,1487,1382,2041,1870,1799,814,1644,"Berkeley city, California",32,2504,785,717,822,694,1050,576,726,1029,1329,951,989,890,721,840,1305,299,560,409,508,579,458,327,288,2506,632,640,672,300,1291,859,723,886,1288,938,914,1051,757,762,808,405,451,493,584,435,552,375,457
"G06008786","2015","CA",,,"California","06",,,"Buena Park city","08786",,,,,,,,,,,,,,,,"16000US0608786","Buena Park city, California",83264,41593,4014,4492,2400,1287,993,196,402,1761,3499,3183,3566,2174,3249,2149,2686,464,944,705,966,771,690,679,323,41671,3204,2208,2073,1910,776,723,378,1291,2478,3216,2877,3532,2860,3506,2433,710,1135,1719,1045,1356,885,731,625,"Buena Park city, California",39,1898,1131,1085,701,572,528,167,300,850,1079,1065,1437,880,859,629,903,274,400,346,494,391,396,360,209,1894,1232,771,781,787,437,549,311,658,790,863,979,995,874,962,672,514,445,827,415,558,397,378,281
"G06008954","2015","CA",,,"California","06",,,"Burbank city","08954",,,,,,,,,,,,,,,,"16000US0608954","Burbank city, California",105314,50405,4674,3279,2389,2386,814,97,639,2341,3671,4669,3729,2956,3890,3743,3001,1198,1373,473,666,2033,666,940,778,54909,4037,2775,2289,1810,1358,140,712,1458,4771,4738,4515,2724,4599,4102,3220,1514,1164,915,1869,2026,1647,1416,1110,"Burbank city, California",30,1915,1174,1082,704,895,368,150,685,999,1022,1023,926,871,887,826,862,507,572,243,333,649,354,389,326,1921,1446,1006,735,739,651,131,405,597,1247,1190,1170,810,1075,998,827,599,515,416,530,654,732,452,576
"G06010046","2015","CA",,,"California","06",,,"Camarillo city","10046",,,,,,,,,,,,,,,,"16000US0610046","Camarillo city, California",67623,31941,1378,1715,1943,1017,1060,362,736,1246,2298,2448,2151,1991,2024,1386,2104,525,1089,701,938,1521,1577,1060,671,35682,3367,2430,2083,1228,328,93,180,1003,2011,1436,2679,1710,1333,1909,2837,1349,1409,735,1410,1668,1449,1226,1809,"Camarillo city, California",57,1662,569,593,680,630,527,288,419,543,1067,799,651,653,634,511,696,339,468,380,533,536,508,431,400,1664,1319,755,746,399,262,156,180,537,713,505,749,574,541,552,791,651,559,389,489,529,523,551,687
"G06011194","2015","CA",,,"California","06",,,"Carlsbad city","11194",,,,,,,,,,,,,,,,"16000US0611194","Carlsbad city, California",113466,55119,3586,3420,2970,2591,1820,315,555,1561,2957,3153,4120,3978,4148,4112,3355,1258,2368,1322,1047,3098,1468,903,1014,58347,3058,3762,3740,2423,1503,316,606,1843,3443,3696,1856,4608,4549,5236,3018,1877,2354,1052,1642,3078,1211,1294,2182,"Carlsbad city, California",55,2315,1391,1031,1070,1021,938,382,588,620,1136,1137,1170,1308,955,1057,979,629,888,638,489,1062,627,469,393,2320,1260,1118,1072,794,936,339,431,853,1024,1142,831,1217,1039,1255,762,525,767,376,551,733,567,478,734
"G06011390","2015","CA",,,"California","06",,,"Carmichael CDP","11390",,,,,,,,,,,,,,,,"16000US0611390","Carmichael CDP, California",63215,29281,1691,2210,2125,1042,134,398,48,1438,2036,1936,2307,2001,1735,2101,1999,950,999,489,985,1027,367,706,557,33934,2187,1093,1998,1066,1191,337,474,992,1853,2022,1764,2300,1672,1671,2786,938,1934,986,1388,1443,810,1520,1509,"Carmichael CDP, California",5205,3049,671,893,1150,488,117,363,79,617,788,791,731,821,609,654,635,395,521,299,362,405,240,297,318,3305,855,594,849,536,745,233,582,354,780,695,825,806,457,575,673,375,694,421,546,539,313,673,474
"G06011530","2015","CA",,,"California","06",,,"Carson city","11530",,,,,,,,,,,,,,,,"16000US0611530","Carson city, California",93296,43790,2609,2001,2650,2198,823,463,1054,1862,3584,2625,2663,2599,2876,4445,2797,1049,1329,956,1276,1323,976,1086,546,49506,1522,2566,2136,2423,1270,627,690,2132,4598,2313,3355,2005,3720,3306,4192,1287,1590,1175,1969,1756,2296,792,1786,"Carson city, California",51,1958,843,611,809,717,403,328,532,837,1168,785,1024,910,887,1038,847,509,544,407,582,459,479,431,277,1954,667,817,738,869,556,411,513,636,1531,724,955,721,888,950,819,474,571,507,509,536,741,404,690
"G06013014","2015","CA",,,"California","06",,,"Chico city","13014",,,,,,,,,,,,,,,,"16000US0613014","Chico city, California",90336,46168,2727,2183,2192,1980,2450,1806,1978,4326,4644,2496,3036,2517,2538,2167,2108,459,1049,899,1050,1458,782,631,692,44168,2187,2119,2514,949,2712,1182,1270,5233,2961,2631,2437,2706,2285,2252,1640,1257,1413,705,1184,1667,1049,811,1004,"Chico city, California",76,1639,716,681,734,526,576,754,1072,947,690,694,727,717,459,567,644,324,451,418,320,414,378,333,342,1636,539,616,860,531,580,666,525,1296,886,582,764,869,600,647,380,481,542,327,398,551,441,372,407
"G06013210","2015","CA",,,"California","06",,,"Chino city","13210",,,,,,,,,,,,,,,,"16000US0613210","Chino city, California",85599,50989,2354,1927,1524,1636,1159,1114,1159,1753,5498,3744,4486,3913,4640,5189,4202,1254,813,708,1322,930,854,362,448,34610,2924,2007,2861,1117,1254,490,499,1920,3190,2327,2437,2319,1722,2714,2189,362,906,396,926,660,538,258,594,"Chino city, California",36,3040,714,649,508,504,438,502,554,616,1329,904,1195,1000,986,1240,1150,524,325,392,502,391,480,292,285,3035,862,646,887,472,481,304,352,585,903,693,654,626,475,603,601,169,411,231,346,295,350,175,245
"G06013214","2015","CA",,,"California","06",,,"Chino Hills city","13214",,,,,,,,,,,,,,,,"16000US0613214","Chino Hills city, California",78313,39639,1611,2687,2896,1734,958,178,507,1965,3010,2318,2010,2798,3757,3077,3270,1162,1957,847,367,1063,975,192,300,38674,1569,1721,2121,2356,494,291,361,1809,2036,2066,2318,3405,3739,3509,3229,1361,1572,594,766,1145,1072,304,836,"Chino Hills city, California",45,1786,662,919,682,565,444,233,309,1063,946,998,787,976,1007,683,826,547,705,572,239,436,445,185,251,1778,722,664,634,716,322,305,273,827,891,729,738,925,983,1027,835,547,524,364,561,529,551,251,336
"G06013392","2015","CA",,,"California","06",,,"Chula Vista city","13392",,,,,,,,,,,,,,,,"16000US0613392","Chula Vista city, California",265754,131485,8010,10995,9875,6739,3970,3243,2483,6429,10950,8783,10296,8339,8497,8810,6368,3081,2918,1884,1807,2267,2251,1921,1569,134269,9020,9330,9680,5067,3682,2132,1803,4271,9935,7903,11716,9278,10742,8015,7643,1988,3468,2860,2808,4311,3659,2593,2365,"Chula Vista city, California",41,3350,1769,2480,1867,1397,941,1123,1094,1394,1868,1824,1606,2115,1566,1498,1161,885,1139,652,609,698,784,832,867,3359,1595,2157,1789,1174,1087,851,753,1056,1536,1724,1872,1577,1783,1485,1316,727,1005,879,794,1100,967,794,688
"G06013588","2015","CA",,,"California","06",,,"Citrus Heights city","13588",,,,,,,,,,,,,,,,"16000US0613588","Citrus Heights city, California",87053,41982,3049,3304,2518,1224,978,643,542,1898,3512,3680,2225,2368,1929,3282,2757,835,1414,963,1554,927,1256,674,450,45071,2572,2635,1770,1257,1359,878,330,2050,3721,2716,2716,2798,2417,3666,2604,1033,1741,1587,1514,1712,1456,1358,1181,"Citrus Heights city, California",31,1591,825,928,845,582,479,332,436,638,1178,1036,767,759,679,1086,717,423,640,412,595,385,519,279,215,1590,830,853,663,506,774,568,234,650,954,873,771,831,773,961,706,473,686,564,629,531,510,481,419
"G06014218","2015","CA",,,"California","06",,,"Clovis city","14218",,,,,,,,,,,,,,,,"16000US0614218","Clovis city, California",104172,52392,2510,4094,4206,2409,1773,918,815,1640,2985,3943,3450,3076,3237,3352,4160,1233,1638,1179,1837,1820,1038,671,408,51780,2741,2854,4327,1920,644,644,450,1966,3550,4269,3472,3251,2718,4271,3400,1240,1666,1485,1167,2083,1497,955,1210,"Clovis city, California",39,2056,983,1222,1084,922,778,571,490,505,937,962,859,756,764,852,1066,546,508,441,691,608,472,419,265,2059,877,815,894,565,366,403,311,631,1246,881,727,762,699,845,842,528,595,611,386,698,542,433,556
"G06015044","2015","CA",,,"California","06",,,"Compton city","15044",,,,,,,,,,,,,,,,"16000US0615044","Compton city, California",98448,49264,3792,4914,4202,2392,1798,1064,1776,3171,3741,3455,3225,2657,3076,2597,1803,854,1327,552,944,766,492,249,417,49184,4268,3883,2795,1835,1793,796,606,2601,3682,3342,2715,3119,3556,3628,3239,890,1025,549,769,1639,863,538,1053,"Compton city, California",60,2211,1059,1074,1064,826,616,491,694,947,990,890,787,794,820,784,565,365,513,345,439,393,290,172,336,2217,1084,1034,768,612,629,440,436,812,939,876,659,872,806,901,872,405,389,329,395,727,341,322,526
"G06016000","2015","CA",,,"California","06",,,"Concord city","16000",,,,,,,,,,,,,,,,"16000US0616000","Concord city, California",128668,62310,3613,3378,3787,1788,1334,383,542,2328,4544,5130,4206,5775,4467,4376,5024,1510,2089,937,1792,1910,1370,1109,918,66358,3617,4950,3654,2182,995,609,272,2483,4804,4928,5651,4996,4245,4231,5717,2221,2110,1240,1948,2024,921,1341,1219,"Concord city, California",33,2781,974,936,1171,847,640,329,480,798,1229,1024,1156,1434,1060,1030,931,752,725,395,652,500,429,578,467,2778,1145,1158,1047,768,516,637,287,939,1146,1047,1055,1214,985,1084,1350,729,695,513,778,601,408,545,423
"G06016350","2015","CA",,,"California","06",,,"Corona city","16350",,,,,,,,,,,,,,,,"16000US0616350","Corona city, California",164242,79749,5667,6071,5392,3327,2005,352,1419,2998,5501,5148,5787,6648,6789,6515,4550,1516,2690,1596,1740,1477,1465,598,498,84493,4896,4843,5815,3647,1982,766,1476,4212,6460,5820,6096,7069,6064,6180,5769,1650,2303,1487,1760,1873,1845,937,1543,"Corona city, California",72,2490,1209,1197,1113,798,723,315,755,868,1248,1084,1208,1354,1203,1098,859,511,1051,601,728,540,570,343,314,2487,1058,1500,1272,865,792,405,603,1105,1577,1042,1215,1371,1088,1073,1121,573,828,473,698,573,858,398,505
"G06016532","2015","CA",,,"California","06",,,"Costa Mesa city","16532",,,,,,,,,,,,,,,,"16000US0616532","Costa Mesa city, California",113186,59097,3851,3555,2598,2355,1521,1377,459,3260,5932,5920,5579,3813,3614,2859,3709,1462,1960,592,911,1745,867,518,640,54089,2411,2429,3230,2000,1151,479,631,2021,6193,5839,3830,4175,3674,3088,3538,1611,1631,633,1459,1435,1437,310,884,"Costa Mesa city, California",65,2331,1055,1314,750,770,755,670,319,1059,1453,1158,1447,987,970,817,969,705,757,331,417,540,333,267,345,2330,877,821,943,734,599,467,396,729,1534,1458,1077,1051,999,944,1200,697,643,292,615,551,643,235,506
"G06017918","2015","CA",,,"California","06",,,"Daly City city","17918",,,,,,,,,,,,,,,,"16000US0617918","Daly City city, California",106574,53817,2654,2160,2526,2082,782,781,627,2667,5454,4690,4316,3972,3686,4809,3309,1057,2207,957,1423,854,1011,1072,721,52757,2200,2317,1824,1140,757,735,1006,3024,4459,3676,3852,2787,2953,5441,3259,1759,2189,1362,1504,1784,1831,1621,1277,"Daly City city, California",51,1825,760,720,699,727,358,508,353,918,1186,953,1033,892,1087,1021,882,415,676,346,524,375,377,510,442,1829,913,824,753,443,416,383,515,795,935,1031,939,881,845,1105,656,569,627,580,580,504,785,964,528
"G06018100","2015","CA",,,"California","06",,,"Davis city","18100",,,,,,,,,,,,,,,,"16000US0618100","Davis city, California",67656,33493,1008,2009,2197,1019,1530,2176,1863,4297,2765,2042,1414,1290,1915,1434,1166,713,782,512,1003,873,614,364,507,34163,1374,1361,1527,1054,1922,2407,2482,4118,2137,1576,1559,1676,1896,1373,1677,702,678,488,826,1242,677,653,758,"Davis city, California",40,1869,352,721,753,353,619,1356,1036,1286,707,608,524,463,491,394,588,379,360,294,405,435,221,303,263,1864,464,485,532,537,615,830,880,947,506,474,516,604,579,344,533,282,287,225,347,422,323,392,318
"G06019766","2015","CA",,,"California","06",,,"Downey city","19766",,,,,,,,,,,,,,,,"16000US0619766","Downey city, California",114211,53006,3409,2804,4111,2427,1853,901,1156,2733,4026,2416,3403,4050,4280,3567,3900,1278,1814,670,981,1230,762,663,572,61205,2260,2688,4347,2107,1756,992,1245,3154,4929,4851,3847,5186,3474,4282,4670,1201,2936,726,1591,1601,1227,715,1420,"Downey city, California",38,2504,1149,751,1145,732,714,457,596,806,1021,988,992,1035,1058,899,868,535,852,355,359,606,413,282,296,2501,721,1046,1268,744,575,549,512,986,1413,1139,1172,1155,765,959,1181,609,973,324,813,514,563,403,659
"G06020802","2015","CA",,,"California","06",,,"East Los Angeles CDP","20802",,,,,,,,,,,,,,,,"16000US0620802","East Los Angeles CDP, California",119666,60460,4064,4721,4560,2421,1952,1106,950,3519,4946,3639,5120,4133,4238,2583,3383,987,1475,1511,1140,1457,1046,749,760,59206,3610,4447,4473,3129,1850,656,1050,3186,4614,4150,4238,4090,3640,2912,3740,1310,1619,909,946,1964,1242,780,651,"East Los Angeles CDP, California",8790,5109,1053,1244,1185,774,656,450,477,769,1231,1058,1072,1019,808,708,841,436,543,622,507,607,412,353,426,4662,1159,1062,1014,886,652,350,482,890,1100,1068,1008,805,876,785,886,659,480,365,427,622,445,417,344
"G06021712","2015","CA",,,"California","06",,,"El Cajon city","21712",,,,,,,,,,,,,,,,"16000US0621712","El Cajon city, California",103688,54450,4536,3236,4933,2025,1817,962,940,2504,5116,4305,4231,3282,2702,3948,2403,1489,1529,663,470,912,1285,466,696,49238,4068,4375,2121,1261,1270,663,842,2106,4154,3161,3081,3143,3484,4021,2788,1022,1669,421,1299,934,1182,1099,1074,"El Cajon city, California",42,2074,1153,1001,1313,693,781,563,479,815,1414,1140,1121,945,795,998,761,586,626,366,226,448,454,315,345,2072,1030,1062,699,450,443,484,402,754,1061,908,903,949,887,1059,753,609,620,216,431,373,558,415,477
"G06022020","2015","CA",,,"California","06",,,"Elk Grove city","22020",,,,,,,,,,,,,,,,"16000US0622020","Elk Grove city, California",166890,80057,6788,6446,6224,3632,1699,1903,1134,4098,5007,4340,5411,5038,6759,5920,4922,1345,2517,855,1573,1524,1361,737,824,86833,4335,7248,5810,3601,2428,1576,1520,2954,4096,6479,5668,7675,6882,5392,7024,2128,2388,1583,1187,2340,1555,1526,1438,"Elk Grove city, California",98,2169,1418,1364,1200,732,558,786,423,1339,1233,1076,1070,1115,968,872,1037,445,797,340,560,510,497,372,416,2156,1285,1091,1181,781,703,772,778,1193,1018,1308,1178,1454,1085,896,1293,628,672,499,468,609,562,558,641
"G06022230","2015","CA",,,"California","06",,,"El Monte city","22230",,,,,,,,,,,,,,,,"16000US0622230","El Monte city, California",116745,57961,3639,3709,2914,2218,1703,1205,1222,2950,5475,4526,2811,4145,4075,3823,4125,1046,1895,1062,1077,1819,1050,787,685,58784,2886,3858,4044,2562,1372,1081,872,2139,4678,3097,3089,3702,4137,3664,4810,1472,1468,1407,1880,2230,1478,1069,1789,"El Monte city, California",48,2625,1078,897,809,690,643,644,735,976,1291,1177,763,962,1028,934,1080,450,630,439,431,573,414,403,342,2626,852,912,966,647,528,870,414,713,1067,887,720,834,1052,847,975,488,494,525,612,693,613,494,712
"G06022804","2015","CA",,,"California","06",,,"Escondido city","22804",,,,,,,,,,,,,,,,"16000US0622804","Escondido city, California",151458,76551,6422,4450,4934,3077,1607,1116,1521,4514,7307,6977,5045,4177,5267,4834,3864,1156,2554,1072,1436,2428,1576,637,580,74907,6878,4567,3248,2263,2180,976,2228,3374,7666,4944,4455,3823,4571,4563,4914,1037,2279,1609,2044,2109,1974,1704,1501,"Escondido city, California",40,2776,1255,1182,1089,867,556,520,607,1274,1374,1156,1125,917,1014,992,900,460,811,508,603,712,558,358,334,2777,1568,991,798,663,714,581,857,909,1456,1052,1106,840,1010,965,958,406,807,684,604,557,645,627,902
"G06023182","2015","CA",,,"California","06",,,"Fairfield city","23182",,,,,,,,,,,,,,,,"16000US0623182","Fairfield city, California",112972,55550,4536,4220,4001,2039,1880,657,831,2713,3585,4461,3880,3298,3829,3714,3778,1270,1432,596,1385,1477,956,692,320,57422,2936,5089,4076,2534,1432,816,673,2081,4524,4060,3445,3465,4036,4394,3352,1647,1669,755,1318,2009,1471,698,942,"Fairfield city, California",33,1500,893,1065,941,569,496,478,501,912,751,967,982,883,752,820,878,552,570,308,503,478,374,302,265,1502,875,1091,934,704,461,470,533,720,819,753,939,1018,821,905,753,553,520,529,457,570,526,327,432
"G06024477","2015","CA",,,"California","06",,,"Florence-Graham CDP","24477",,,,,,,,,,,,,,,,"16000US0624477","Florence-Graham CDP, California",66359,34186,1801,3617,3423,1922,1683,406,479,1524,2519,3125,1648,3244,3105,1443,956,726,670,107,393,683,253,281,178,32173,2561,2595,2559,1220,1070,737,559,1530,2582,2603,3097,1542,2230,1891,1614,836,541,422,444,651,290,260,339,"Florence-Graham CDP, California",5668,3140,641,913,932,660,647,269,311,571,760,932,620,1014,874,484,380,422,357,104,310,393,222,272,154,3283,782,712,744,431,427,395,361,614,791,643,765,563,664,520,540,493,348,372,351,340,181,261,244
"G06024638","2015","CA",,,"California","06",,,"Folsom city","24638",,,,,,,,,,,,,,,,"16000US0624638","Folsom city, California",76368,41051,1440,2673,3011,2094,935,122,224,731,2605,3370,2743,4095,3231,4170,3015,1164,1580,733,797,1212,234,397,475,35317,2493,2434,2123,1442,492,388,249,1103,1531,1828,3023,2987,3621,2726,2367,958,1001,915,1104,991,455,647,439,"Folsom city, California",32,1841,524,764,713,753,434,124,208,394,821,843,652,840,628,920,698,503,499,372,387,415,211,295,451,1842,708,605,600,525,311,287,187,514,555,713,813,684,880,658,606,403,389,415,520,427,421,378,314
"G06024680","2015","CA",,,"California","06",,,"Fontana city","24680",,,,,,,,,,,,,,,,"16000US0624680","Fontana city, California",207472,100644,8461,10271,9457,5600,4230,1168,1502,5893,6382,7127,8473,7428,6937,5391,4444,1193,2134,757,1071,1219,741,357,408,106828,8040,8691,8739,5106,3254,1844,1660,4331,10276,8830,8341,6473,8512,7227,5164,1319,1911,1013,1357,1560,1647,842,691,"Fontana city, California",61,3413,1630,1785,1550,1500,946,587,623,1310,1252,1536,1404,1306,1371,1140,1114,629,678,469,448,513,325,250,234,3408,1540,1515,1632,1240,906,864,749,1195,1646,1491,1590,1420,1449,1371,1245,632,862,458,511,411,673,532,412
"G06026000","2015","CA",,,"California","06",,,"Fremont city","26000",,,,,,,,,,,,,,,,"16000US0626000","Fremont city, California",232191,114383,7463,8608,7065,4319,2710,1035,1209,3552,7149,9443,9131,9993,7301,9570,8738,2736,3408,1758,2059,2262,2160,1580,1134,117808,6427,6662,6064,5064,2293,877,1464,4315,8865,9181,9766,10334,7887,8889,8409,2780,3086,1954,2278,2983,3229,2559,2442,"Fremont city, California",58,2656,1156,1682,1178,957,710,429,604,1011,1433,1435,1318,1311,1172,1190,1428,713,849,590,634,571,626,566,370,2655,1105,1131,1199,1022,681,480,712,1075,1185,1443,1379,1453,1134,1272,1270,830,643,661,710,700,928,848,637
"G06027000","2015","CA",,,"California","06",,,"Fresno city","27000",,,,,,,,,,,,,,,,"16000US0627000","Fresno city, California",520072,256130,25439,20498,20085,11675,6987,4061,5380,13748,24070,20609,17498,11918,14041,14794,13139,4844,5427,3414,4795,5625,3645,2326,2112,263942,22404,21506,19005,11916,8133,4018,4197,13486,23352,17782,15146,15361,16016,15175,15512,4437,5916,4572,5502,6801,4379,3272,6054,"Fresno city, California",85,3207,1585,2187,2204,1352,890,976,1266,1700,2119,1643,2109,1798,1343,1487,1484,1180,988,752,830,1087,835,619,592,3199,1653,2312,2018,1240,769,1012,1161,1967,1337,1486,1898,1900,1342,1308,1385,904,1004,894,964,1106,888,745,872
