GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AGWME001,AGWME002,AGWME003,AGWME004,AGWME005,AGWME006,AGWME007,AGWME008,AGWME009,AGWME010,AGWME011,AGWME012,AGWME013,AGWME014,AGWME015,AGWME016,AGWME017,AGWME018,AGWME019,AGWME020,AGWME021,AGWME022,AGWME023,AGWME024,AGWME025,AGWME026,AGWME027,AGWME028,AGWME029,AGWME030,AGWME031,AGWME032,AGWME033,AGWME034,AGWME035,AGWME036,AGWME037,AGWME038,AGWME039,AGWME040,AGWME041,AGWME042,AGWME043,AGWME044,AGWME045,AGWME046,AGWME047,AGWME048,AGWME049,NAME_M,AGWMM001,AGWMM002,AGWMM003,AGWMM004,AGWMM005,AGWMM006,AGWMM007,AGWMM008,AGWMM009,AGWMM010,AGWMM011,AGWMM012,AGWMM013,AGWMM014,AGWMM015,AGWMM016,AGWMM017,AGWMM018,AGWMM019,AGWMM020,AGWMM021,AGWMM022,AGWMM023,AGWMM024,AGWMM025,AGWMM026,AGWMM027,AGWMM028,AGWMM029,AGWMM030,AGWMM031,AGWMM032,AGWMM033,AGWMM034,AGWMM035,AGWMM036,AGWMM037,AGWMM038,AGWMM039,AGWMM040,AGWMM041,AGWMM042,AGWMM043,AGWMM044,AGWMM045,AGWMM046,AGWMM047,AGWMM048,AGWMM049
"G45050875","2017","SC",,,"South Carolina","45",,,"North Charleston city","50875",,,,,,,,,,,,,,,,"16000US4550875","North Charleston city, South Carolina",112742,55158,3638,4905,2730,2966,1609,784,834,2162,5172,4972,4058,3563,3463,2948,3940,1002,1672,1007,1105,1052,502,819,255,57584,4214,3734,3265,1020,1018,845,380,1721,6172,5547,4210,3487,3671,3776,3549,1210,1618,1573,1238,2332,1271,594,1139,"North Charleston city, South Carolina",3407,3257,807,1359,878,1439,681,414,457,674,1315,1138,1341,1101,1111,850,1088,445,733,559,674,603,315,409,190,3155,1067,1152,1234,787,545,551,285,739,1230,965,1244,964,1042,954,986,455,654,795,557,702,613,362,524
"G45061405","2017","SC",,,"South Carolina","45",,,"Rock Hill city","61405",,,,,,,,,,,,,,,,"16000US4561405","Rock Hill city, South Carolina",73064,34458,2915,2033,2524,1513,1823,251,671,2536,2587,1442,3046,1930,1960,2190,1575,1094,1462,326,606,985,357,479,153,38606,1171,1539,2935,2056,2155,603,1009,2401,3046,2635,1776,2837,2731,2419,2066,531,1557,673,1160,705,1141,731,729,"Rock Hill city, South Carolina",33,1782,772,741,736,441,770,266,595,1294,728,662,859,830,729,733,464,613,669,237,340,467,268,307,187,1782,649,751,1214,538,695,443,627,712,1080,689,651,835,882,770,586,300,690,347,466,341,508,362,346
"G46052980","2017","SD",,,"South Dakota","46",,,"Rapid City city","52980",,,,,,,,,,,,,,,,"16000US4652980","Rapid City city, South Dakota",74418,36967,2396,2245,2096,1806,929,708,509,1346,3432,2692,2973,1226,1833,2162,2760,1146,770,846,1303,1178,1413,746,452,37451,3257,2184,2420,753,944,240,425,1656,2792,2619,2335,1534,2225,1894,2492,738,1352,1241,1422,1540,1270,886,1232,"Rapid City city, South Dakota",25,1232,710,726,750,985,216,449,360,571,639,549,741,476,459,502,636,622,344,413,612,414,419,328,286,1232,706,678,787,510,485,164,323,729,627,737,802,554,643,564,540,368,522,435,534,426,382,353,462
"G46059020","2017","SD",,,"South Dakota","46",,,"Sioux Falls city","59020",,,,,,,,,,,,,,,,"16000US4659020","Sioux Falls city, South Dakota",176898,87562,6210,5947,5524,3531,2316,894,1230,3966,7249,7767,6551,4151,5983,5943,5782,1672,3067,2036,2045,2231,1217,739,1511,89336,6507,6860,5229,3107,1728,1341,1226,3622,8299,6360,5747,4527,4971,5672,6448,1516,3301,2321,2389,2278,2377,1532,1978,"Sioux Falls city, South Dakota",47,1862,984,1282,1301,504,594,570,517,917,695,849,1048,877,734,716,1106,601,841,579,640,654,405,394,468,1865,1121,1152,1060,604,275,717,392,701,1233,749,963,743,678,740,1025,512,893,624,612,647,634,517,658
"G47014000","2017","TN",,,"Tennessee","47",,,"Chattanooga city","14000",,,,,,,,,,,,,,,,"16000US4714000","Chattanooga city, Tennessee",179130,82083,4579,5156,3863,2580,2565,1390,909,3217,8147,5802,5752,5295,4392,5262,5637,2027,2569,1862,3211,3251,2113,1020,1484,97047,6566,4305,4575,2072,4082,1603,1012,4097,8515,7262,6539,4249,5288,5722,5130,3019,4295,2175,2720,5113,2757,2358,3593,"Chattanooga city, Tennessee",41,2333,1131,1303,1137,537,797,754,548,1108,1099,1164,1188,1031,855,863,1077,699,693,618,834,733,525,429,521,2330,1298,990,967,590,1011,653,462,1052,1075,981,1113,1142,841,795,1104,829,874,759,672,877,881,814,954
"G47015160","2017","TN",,,"Tennessee","47",,,"Clarksville city","15160",,,,,,,,,,,,,,,,"16000US4715160","Clarksville city, Tennessee",153210,76094,8034,4749,5816,2964,1830,1689,1140,4155,9265,8452,5641,4099,3875,3729,3334,873,1299,999,1479,1192,574,478,428,77116,6802,6184,5056,2893,2273,1277,1129,4212,7930,7297,5816,5165,3834,3712,3215,1374,1761,1079,1091,1808,1735,777,696,"Clarksville city, Tennessee",29,1229,808,1198,1271,450,731,594,548,737,878,771,1090,949,620,775,681,353,513,415,421,410,306,323,250,1230,650,920,1129,405,668,600,503,936,934,674,959,1034,491,537,749,532,556,379,369,550,624,361,360
"G47027740","2017","TN",,,"Tennessee","47",,,"Franklin city","27740",,,,,,,,,,,,,,,,"16000US4727740","Franklin city, Tennessee",78311,36895,2626,2267,2191,1339,1692,488,0,787,2624,2805,3075,1886,2841,2628,2350,1048,1141,1306,1177,1019,779,546,280,41416,2419,2778,2795,961,934,217,578,1256,2252,2910,3526,2413,3824,2694,2475,1076,1651,1473,997,1249,1034,1291,613,"Franklin city, Tennessee",43,1525,711,725,733,589,662,378,208,525,904,615,815,688,750,768,710,519,459,613,485,434,544,363,206,1526,650,810,816,548,518,256,484,719,702,664,1215,780,906,712,709,432,622,596,435,489,643,594,403
"G47037640","2017","TN",,,"Tennessee","47",,,"Jackson city","37640",,,,,,,,,,,,,,,,"16000US4737640","Jackson city, Tennessee",66856,30743,1900,1426,3724,911,1372,726,706,1645,1940,1536,2264,1303,1885,2125,1673,1057,909,525,724,1034,456,470,432,36113,2248,1337,2924,1376,1103,1271,1080,2029,1668,1767,1948,2015,2258,2521,1777,758,1915,976,1013,1422,824,827,1056,"Jackson city, Tennessee",37,1070,495,806,837,542,674,373,522,821,502,677,889,549,411,485,556,507,444,326,372,448,234,339,337,1070,342,479,699,731,679,639,705,723,607,711,688,594,470,394,513,414,654,425,448,454,583,450,464
"G47038320","2017","TN",,,"Tennessee","47",,,"Johnson City city","38320",,,,,,,,,,,,,,,,"16000US4738320","Johnson City city, Tennessee",65816,31173,1578,1688,1473,1544,885,734,922,1944,2498,2242,2032,2149,1860,1701,1413,1363,1414,502,659,1136,569,288,579,34643,1590,1564,2706,1150,1739,690,1086,1853,2129,1899,2461,2572,1947,1292,2303,883,1136,460,877,1186,943,986,1191,"Johnson City city, Tennessee",801,1246,569,703,571,356,440,469,784,685,839,775,983,676,785,537,588,522,678,287,404,454,322,231,428,1246,673,697,1050,483,471,623,570,946,741,811,819,838,570,498,588,451,495,300,474,478,430,404,492
"G47040000","2017","TN",,,"Tennessee","47",,,"Knoxville city","40000",,,,,,,,,,,,,,,,"16000US4740000","Knoxville city, Tennessee",187344,90919,5057,6462,4079,2826,4220,2456,3259,6293,8257,6725,5619,5947,5640,5305,4603,2464,2384,1131,1830,2661,1440,1143,1118,96425,5844,5906,4760,2622,4187,2546,2836,7102,8737,6700,6828,3641,5005,6130,5109,1732,2479,1892,2209,3552,2408,1716,2484,"Knoxville city, Tennessee",32,2032,1123,1075,759,709,982,1035,1531,1718,1171,881,1124,1060,1060,795,885,740,626,397,518,626,491,433,371,2042,1033,1047,1075,628,1092,933,1432,1334,1040,913,1078,933,952,1025,1001,620,656,580,549,916,725,526,673
"G47048000","2017","TN",,,"Tennessee","47",,,"Memphis city","48000",,,,,,,,,,,,,,,,"16000US4748000","Memphis city, Tennessee",652231,307409,25583,20768,22302,13195,8725,5382,4378,15967,28041,23898,20474,16888,17457,17996,16616,6079,10933,5617,8326,8643,5002,2948,2191,344822,23339,22866,23146,13724,8542,4886,4684,16793,27720,24505,24299,17677,20694,20730,20313,8961,13053,6368,10128,10742,9288,5845,6519,"Memphis city, Tennessee",47,3344,1400,2015,2285,1042,785,1355,1265,1529,1756,1534,2238,2533,1343,1346,1620,1100,1837,1201,1314,1322,1004,689,602,3339,1518,2324,2462,1352,1205,1653,1606,1852,2070,1500,2347,2206,1268,1344,2150,1054,1326,1155,1473,1197,1352,946,1191
"G47051560","2017","TN",,,"Tennessee","47",,,"Murfreesboro city","51560",,,,,,,,,,,,,,,,"16000US4751560","Murfreesboro city, Tennessee",136372,66707,5521,5082,4890,2399,3222,2201,2207,5009,5599,5198,5164,4190,3051,2534,3142,1590,943,673,857,1778,708,519,230,69665,4282,5341,5631,2374,2559,1033,1452,3763,6924,6910,4473,4368,3878,3255,3544,1413,1391,1364,1617,1868,876,383,966,"Murfreesboro city, Tennessee",32,2239,1299,1333,1523,926,1078,1143,1167,1704,1178,1020,1270,1261,698,600,727,795,486,413,464,705,470,332,234,2233,1091,1231,1206,947,854,659,970,1682,1078,893,1126,1254,800,774,935,775,505,555,607,749,512,250,469
"G47052006","2017","TN",,,"Tennessee","47",,,"Nashville-Davidson metropolitan government (balance)","52006",,,,,,,,,,,,,,,,"16000US4752006","Nashville-Davidson metropolitan government (balance), Tennessee",665967,321749,23014,19615,18059,10527,8573,3223,4013,16220,34526,30485,23782,22333,19949,19016,19337,7380,9705,5297,7133,8551,5150,3529,2332,344218,21782,20128,17515,9527,8998,3230,5172,17561,37276,31964,26926,18609,20510,19339,21184,9219,9898,8029,9382,9126,6974,6179,5690,"Nashville-Davidson metropolitan government (balance), Tennessee",3574,2209,594,1708,1845,424,306,1014,930,1345,419,588,1925,2003,567,537,1513,1344,1313,905,992,1051,833,848,726,2194,1080,2070,2068,407,314,768,1096,1442,556,424,1793,1700,438,801,1620,1498,1384,1102,1167,1190,920,1002,882
"G48001000","2017","TX",,,"Texas","48",,,"Abilene city","01000",,,,,,,,,,,,,,,,"16000US4801000","Abilene city, Texas",123304,64353,5100,4300,4176,1953,1583,1626,1882,4840,5828,5916,4600,3164,3114,3199,4279,854,1082,955,1061,1676,1172,1296,697,58951,4211,3374,3901,2316,2131,1426,1566,3995,4767,4118,3510,3173,2296,2803,2304,2256,1459,1026,1060,2685,1946,1394,1234,"Abilene city, Texas",3247,2382,496,726,811,482,537,659,794,1031,960,834,922,805,679,516,785,475,514,440,393,438,417,440,419,1550,229,686,677,231,405,610,635,1090,348,600,946,792,644,393,579,614,392,383,416,644,550,521,389
"G48001924","2017","TX",,,"Texas","48",,,"Allen city","01924",,,,,,,,,,,,,,,,"16000US4801924","Allen city, Texas",100679,48298,2820,3775,4696,3676,1119,271,318,1590,1490,3035,2982,4551,4320,4357,3688,943,1090,524,540,1356,619,237,301,52381,2607,4941,5005,2522,1537,71,873,1502,2061,1886,3849,4494,5412,3778,4458,1351,901,1031,861,1358,1078,737,68,"Allen city, Texas",34,2620,1206,1120,1258,1136,674,269,315,907,767,1237,1050,1162,1334,1240,1093,752,569,391,389,721,431,237,424,2617,1121,1633,1168,826,622,124,728,753,965,782,1001,1284,1298,1056,1324,780,511,519,430,659,642,808,159
"G48003000","2017","TX",,,"Texas","48",,,"Amarillo city","03000",,,,,,,,,,,,,,,,"16000US4803000","Amarillo city, Texas",200558,100562,8292,7838,8738,4675,2229,1683,1480,3780,7937,7734,7054,6484,6313,5243,5307,1737,3143,1034,2378,3251,1652,1512,1068,99996,7362,7256,6302,4043,2619,949,650,4128,8167,6854,6301,6675,5988,5658,5962,2373,4114,1749,2854,2869,3232,2398,1493,"Amarillo city, Texas",2070,2622,1289,1333,1500,845,728,858,799,763,1266,1043,1501,1329,982,784,848,572,767,378,540,616,506,475,419,2382,992,1238,1142,765,700,413,484,1138,1254,744,1173,1365,844,698,935,675,781,610,825,667,696,690,436
"G48004000","2017","TX",,,"Texas","48",,,"Arlington city","04000",,,,,,,,,,,,,,,,"16000US4804000","Arlington city, Texas",396407,192415,16274,14545,16450,7123,5813,3698,3188,8612,15563,13671,13768,11953,14443,10292,9845,3688,5905,2665,4199,5624,2387,1361,1348,203992,12491,15219,15449,9545,6934,2283,3264,8752,15103,14394,15440,14143,13435,14124,11052,4143,5328,3083,5452,5357,3837,2303,2861,"Arlington city, Texas",71,4974,2345,2201,2808,1222,1379,1183,1053,2182,2245,2052,2284,2233,1935,1677,1540,1634,1469,806,913,1325,627,472,493,4979,2467,2122,2342,1638,1613,1046,1273,1692,2389,1816,2283,2024,1614,1528,1832,1088,1280,804,1346,1094,846,730,849
"G48004462","2017","TX",,,"Texas","48",,,"Atascocita CDP","04462",,,,,,,,,,,,,,,,"16000US4804462","Atascocita CDP, Texas",84443,42445,2344,4299,4407,2355,1357,973,196,1063,1698,2234,3978,3248,2944,3099,1869,1595,1715,722,1080,830,147,221,71,41998,2720,3520,4167,3275,544,257,203,1060,1203,3900,3294,3402,3229,2862,1629,742,2252,1724,818,544,517,88,48,"Atascocita CDP, Texas",8869,4842,880,1894,1582,984,862,916,228,566,905,944,1255,975,1308,1052,646,1147,866,481,546,476,213,222,91,5135,1279,1618,1660,1408,357,424,340,732,614,1461,1321,1119,1293,924,895,450,955,1044,709,453,393,147,79
"G48005000","2017","TX",,,"Texas","48",,,"Austin city","05000",,,,,,,,,,,,,,,,"16000US4805000","Austin city, Texas",950714,481582,30675,27472,26006,13885,12219,7629,7413,21309,57229,56104,44846,34897,31178,26709,24731,8365,10817,6331,8193,12030,7146,3524,2874,469132,29850,26482,25275,13641,13004,6374,7429,22399,53087,47640,39887,32643,27865,26835,25262,9486,12673,6878,10123,13165,7443,5128,6563,"Austin city, Texas",58,4240,2183,2530,2810,1644,1290,1625,1463,2386,2353,2029,3168,3351,1880,2080,2428,1513,1938,1246,1545,1778,993,805,821,4231,1670,2445,2707,1353,1354,1307,1305,2273,2463,2149,2984,3143,2304,1748,2292,1740,1871,1388,1464,1678,1356,947,1393
"G48006128","2017","TX",,,"Texas","48",,,"Baytown city","06128",,,,,,,,,,,,,,,,"16000US4806128","Baytown city, Texas",77862,37885,2778,3009,3288,951,1029,245,501,2734,1749,4109,2219,3456,2062,1817,1661,787,1268,242,1420,774,958,479,349,39977,2359,3228,3162,1756,904,411,747,1580,3207,3057,2563,1974,2154,3134,2002,809,1516,717,913,894,1082,902,906,"Baytown city, Texas",2173,2481,1347,1110,1150,510,639,285,390,1253,841,1387,921,1165,854,855,635,486,623,207,690,411,492,304,369,2783,880,1231,1164,840,505,316,396,779,1177,1008,966,805,924,1445,803,472,664,373,552,423,475,655,424
"G48007000","2017","TX",,,"Texas","48",,,"Beaumont city","07000",,,,,,,,,,,,,,,,"16000US4807000","Beaumont city, Texas",119126,58577,4799,4853,4517,2225,2504,380,682,4387,4346,4242,2985,3486,2573,3142,3322,1157,2248,948,1347,2087,1447,412,488,60549,5142,4904,3007,2327,1906,401,1651,2686,3936,3331,4525,4080,2977,2797,4505,1245,2385,690,2274,1867,1780,1074,1059,"Beaumont city, Texas",48,2267,806,1166,1025,655,1200,424,503,1587,1084,894,952,1196,695,639,838,608,895,361,498,694,476,269,255,2270,978,1480,1053,563,470,337,823,814,997,751,1112,1180,646,650,892,554,731,388,687,722,557,395,397
"G48010768","2017","TX",,,"Texas","48",,,"Brownsville city","10768",,,,,,,,,,,,,,,,"16000US4810768","Brownsville city, Texas",183292,90216,8116,6723,8367,4912,3853,2374,2701,4659,5869,5837,4196,5648,5229,4675,3417,1510,2002,1262,1469,2848,2404,860,1285,93076,8550,5675,7655,4279,2976,1427,2654,4559,5605,3401,5310,6803,5958,5078,4619,2826,2551,2216,2107,2542,3214,1538,1533,"Brownsville city, Texas",42,3003,1503,1473,1399,967,958,1097,1117,1155,1253,1645,1212,1060,1062,878,881,716,576,749,593,756,652,461,529,3001,1747,1164,1920,955,853,620,1004,1403,1053,938,1086,1257,913,965,964,799,896,686,629,706,662,558,522
"G48010912","2017","TX",,,"Texas","48",,,"Bryan city","10912",,,,,,,,,,,,,,,,"16000US4810912","Bryan city, Texas",84029,41713,3203,1657,3907,2140,1885,1599,776,2121,3460,3416,3281,2331,2144,1950,2214,1070,894,370,1223,720,567,361,424,42316,2581,2495,2362,1510,1240,1416,1236,2926,3415,3375,2759,2637,2149,2290,1822,1355,777,990,839,1660,693,725,1064,"Bryan city, Texas",38,2100,766,680,1091,442,761,768,600,799,798,907,1126,806,722,784,805,546,581,358,589,414,312,305,295,2101,883,1028,1036,505,736,968,810,1071,944,787,723,732,615,525,569,539,495,490,408,488,460,403,383
"G48013024","2017","TX",,,"Texas","48",,,"Carrollton city","13024",,,,,,,,,,,,,,,,"16000US4813024","Carrollton city, Texas",135709,66354,3837,2854,5594,3468,1166,1008,1094,2186,4593,5613,5701,5790,5490,4671,3810,2139,1974,1084,819,1557,1099,419,388,69355,3605,4737,5652,3425,1042,1191,848,2235,3781,4584,5275,6037,4744,5585,4796,1700,2523,1475,1017,2646,1147,636,674,"Carrollton city, Texas",43,2346,1025,853,1353,947,457,709,512,729,1166,1429,1216,1288,1182,908,800,948,638,560,327,514,384,257,318,2340,938,972,1496,928,553,632,473,633,1184,917,1065,1092,1194,1082,964,836,650,690,458,659,473,327,406
"G48013552","2017","TX",,,"Texas","48",,,"Cedar Park city","13552",,,,,,,,,,,,,,,,"16000US4813552","Cedar Park city, Texas",75238,39202,2983,3382,4518,2428,468,614,221,1232,2695,3681,3411,3159,3049,2186,1482,307,837,285,486,1066,263,140,309,36036,2011,2374,3587,2061,1114,726,99,902,2526,3016,2932,3601,3029,1986,1733,819,623,581,627,741,309,404,235,"Cedar Park city, Texas",2812,2616,988,936,1696,784,335,693,353,756,1172,932,1224,1088,708,701,494,260,431,215,323,578,204,150,299,2291,729,692,993,793,528,710,172,565,790,653,886,1058,728,590,604,750,386,408,458,349,253,347,161
"G48015976","2017","TX",,,"Texas","48",,,"College Station city","15976",,,,,,,,,,,,,,,,"16000US4815976","College Station city, Texas",113563,58488,3315,2824,2364,881,7205,6499,3338,6764,5856,4308,2946,2379,2113,1385,1970,559,601,196,881,445,788,440,431,55075,3630,2308,3022,1461,6857,3669,3694,5766,4882,3081,2731,2679,2333,1781,1832,802,928,725,955,609,852,238,240,"College Station city, Texas",28,2135,710,739,728,310,1416,1552,1086,1729,1096,891,709,792,564,523,619,381,411,188,545,268,367,200,284,2135,914,875,839,577,1189,1333,1272,1541,1021,879,781,715,619,475,600,567,482,387,410,351,487,206,182
"G48016432","2017","TX",,,"Texas","48",,,"Conroe city","16432",,,,,,,,,,,,,,,,"16000US4816432","Conroe city, Texas",84379,40632,3536,2597,3269,1539,661,1001,290,1935,4583,3150,1785,2581,3367,2459,1788,489,825,631,1619,781,954,447,345,43747,5411,2217,3455,1299,1074,483,508,2168,4387,2037,2301,2678,2909,2087,2159,1095,1409,1210,860,1611,943,624,822,"Conroe city, Texas",28,2111,1246,945,1106,534,481,628,318,1176,1157,956,687,1036,1172,779,663,363,564,519,748,395,569,274,337,2113,1202,902,1266,572,514,433,414,987,1188,851,982,1055,967,639,768,663,609,786,534,703,585,402,441
"G48017000","2017","TX",,,"Texas","48",,,"Corpus Christi city","17000",,,,,,,,,,,,,,,,"16000US4817000","Corpus Christi city, Texas",325600,160180,11217,11956,10596,7131,5107,2140,3789,5942,12323,12001,11134,8319,10597,9687,9114,3381,6232,2741,4139,5862,3804,1608,1360,165420,11252,9904,11730,6948,4569,3023,2470,5455,12133,11912,11500,9335,9355,10119,10905,3177,5920,2763,4713,7038,4580,3297,3322,"Corpus Christi city, Texas",31,1644,849,1479,1424,511,820,846,1199,1220,938,684,1129,1060,684,665,1361,806,1115,644,798,840,871,664,627,1649,805,1562,1691,449,504,851,973,1068,1201,791,1307,1572,809,880,1387,867,1133,763,1004,981,926,864,860
"G48019000","2017","TX",,,"Texas","48",,,"Dallas city","19000",,,,,,,,,,,,,,,,"16000US4819000","Dallas city, Texas",1341103,661926,52216,47116,45620,25338,15605,8943,9953,32555,68479,60732,49656,42194,37528,37527,38401,12191,17802,9895,14671,13363,11632,5888,4621,679177,50317,46260,46088,23878,14555,8891,8552,36247,70612,57490,47305,44300,37734,35786,38539,14789,17209,10319,16327,18546,14403,9375,11655,"Dallas city, Texas",156,6226,3241,3259,3488,2129,1838,1583,1951,3014,4210,3019,3561,2846,3093,2535,2842,1681,2037,1490,1838,1518,1639,972,1007,6236,3460,3794,3965,1945,1505,1490,1743,3226,3157,2670,3061,3039,2780,2861,3098,1685,2109,1590,1990,1921,1928,1554,1536
"G48019972","2017","TX",,,"Texas","48",,,"Denton city","19972",,,,,,,,,,,,,,,,"16000US4819972","Denton city, Texas",136266,66388,4297,3039,3192,3023,3092,2774,1729,4905,8149,4610,3477,3100,3167,3605,4652,1178,1530,1164,1637,1705,376,1406,581,69878,4102,3743,2147,1807,6321,2339,2061,5633,6162,4487,2628,4313,3279,3923,4695,897,2544,1116,1438,2305,1499,1131,1308,"Denton city, Texas",28,2303,1092,1103,1037,1094,917,1791,624,1294,1561,1140,938,905,1123,813,1149,512,684,511,558,601,216,625,299,2299,1198,1044,909,691,1359,828,772,1271,1196,967,781,1218,1067,984,1115,460,865,471,479,694,578,613,648
"G48022660","2017","TX",,,"Texas","48",,,"Edinburg city","22660",,,,,,,,,,,,,,,,"16000US4822660","Edinburg city, Texas",90271,41853,4799,4005,3115,2248,1104,371,317,1815,3819,3281,2955,3637,2002,1854,1980,610,929,309,323,669,675,935,101,48418,6004,4842,3090,2246,947,725,1252,2961,3638,3678,2596,3578,2730,2397,1988,622,947,293,467,1193,1487,184,553,"Edinburg city, Texas",36,2276,1782,1624,1169,660,801,262,275,721,1187,1073,1038,1162,897,867,780,537,500,413,236,470,418,577,172,2270,1767,1444,1127,894,613,540,674,1172,1168,936,1054,1104,1034,986,813,422,551,287,277,563,595,196,384
"G48024000","2017","TX",,,"Texas","48",,,"El Paso city","24000",,,,,,,,,,,,,,,,"16000US4824000","El Paso city, Texas",683583,334472,25137,24058,27969,15805,10596,5011,5276,17934,28788,22598,21299,21417,19883,18073,20109,5644,8752,5137,5902,10790,6528,3831,3935,349111,24534,23973,26430,15825,9131,3893,5588,15694,25367,22548,22781,21657,20194,20305,21732,9471,9496,6843,8541,11542,8369,6599,8598,"El Paso city, Texas",40,2785,1681,2658,2303,968,1052,1453,1294,2412,1289,1338,2411,2499,1379,1358,1792,1157,1466,1006,1140,1393,1108,768,908,2788,2090,2459,2508,1160,728,1118,1231,1858,1801,1336,2085,2527,1289,1459,2058,1394,1682,1103,1170,1450,1278,1070,1410
"G48026232","2017","TX",,,"Texas","48",,,"Flower Mound town","26232",,,,,,,,,,,,,,,,"16000US4826232","Flower Mound town, Texas",76592,37006,1767,3039,3141,1944,1112,1288,246,1184,490,2098,1691,2815,2739,4296,3461,762,848,515,1086,1545,544,285,110,39586,2309,2679,4184,1679,820,214,298,1091,800,2032,2967,2620,4241,4639,2658,472,1536,507,1217,943,649,765,266,"Flower Mound town, Texas",262,1455,596,862,703,567,524,764,228,742,282,735,516,689,627,796,767,336,361,275,398,542,306,333,128,1424,787,623,937,576,533,201,219,455,474,669,689,706,934,871,636,256,559,342,462,376,345,408,205
"G48027000","2017","TX",,,"Texas","48",,,"Fort Worth city","27000",,,,,,,,,,,,,,,,"16000US4827000","Fort Worth city, Texas",876060,427742,34606,31484,31951,21330,11069,5856,5737,18555,36743,36699,30913,27374,30171,25064,21900,9997,11500,5748,9001,9774,5308,4638,2324,448318,34640,31494,32217,18653,13563,6135,5521,20100,37287,35583,31187,31938,28467,25185,24807,9095,12082,7578,9176,13577,6973,5830,7230,"Fort Worth city, Texas",3155,6464,3430,3375,2644,2092,1329,1388,1515,2413,2706,2821,2520,2666,2285,2230,2138,1713,1585,1235,1336,1646,1104,898,693,6052,2864,3304,2912,2225,1764,1985,1373,2213,2855,2548,2575,2751,2029,2415,2543,1495,1658,1479,1520,1777,1265,956,1368
"G48027684","2017","TX",,,"Texas","48",,,"Frisco city","27684",,,,,,,,,,,,,,,,"16000US4827684","Frisco city, Texas",177281,88785,5721,8325,10828,4258,1982,635,964,1566,4201,4240,6366,8975,10154,6036,4949,1322,1889,1127,1106,1403,1755,863,120,88496,5530,7516,8481,5139,1408,472,199,3370,4030,5206,8642,9328,8028,7002,3137,1307,2010,1295,1665,2478,1557,289,407,"Frisco city, Texas",45,2620,1036,1323,1523,958,755,460,504,556,1176,1019,1216,1054,1328,1192,1213,575,720,488,449,590,751,371,156,2616,1175,1465,1437,882,636,303,139,1084,987,1069,1310,1259,1443,1062,685,493,709,551,511,1003,627,246,293
"G48029000","2017","TX",,,"Texas","48",,,"Garland city","29000",,,,,,,,,,,,,,,,"16000US4829000","Garland city, Texas",237607,119791,8554,6811,10022,5756,4275,1797,1843,4693,9375,10045,5754,7737,7628,7693,9177,1811,4111,2372,2394,2800,2820,1223,1100,117816,8621,6807,7999,5543,3730,1900,1671,3600,7096,7916,6255,7612,9495,7826,7718,3814,3878,2109,3356,3925,2158,2431,2356,"Garland city, Texas",144,3817,2180,1632,1780,1632,1158,752,804,1367,1869,1771,1526,1563,1457,1554,1253,624,1155,785,758,835,866,448,674,3810,1677,1549,1725,1187,1130,800,673,966,1301,1529,1405,1423,1470,1548,1422,1332,992,788,914,884,564,800,926
"G48029336","2017","TX",,,"Texas","48",,,"Georgetown city","29336",,,,,,,,,,,,,,,,"16000US4829336","Georgetown city, Texas",70696,32148,1377,1514,1892,1419,1127,430,155,1780,1482,1003,1649,1475,2449,2225,1675,353,1278,684,1597,2121,2084,1293,1086,38548,1595,2027,2522,581,1754,237,426,1576,1893,956,2937,2454,2166,1744,2048,920,1671,742,2356,2176,2554,1655,1558,"Georgetown city, Texas",39,1576,611,837,1110,761,593,433,193,870,1004,545,704,664,985,1337,534,270,504,307,520,708,564,465,440,1570,1069,731,868,316,988,331,393,1044,964,466,1157,1028,936,800,817,484,752,462,884,613,835,843,644
"G48030464","2017","TX",,,"Texas","48",,,"Grand Prairie city","30464",,,,,,,,,,,,,,,,"16000US4830464","Grand Prairie city, Texas",193812,94632,8529,7389,8073,4863,2259,2164,879,3768,6991,4830,6344,8424,6981,7091,4605,1616,2481,1325,2284,1377,1223,540,596,99180,7051,7214,8149,4070,2830,872,1194,4079,8298,7183,6329,6313,8209,6539,5828,1826,3929,1712,1983,1678,1589,1084,1221,"Grand Prairie city, Texas",49,3489,2274,1543,1968,1481,836,956,379,1171,2183,1411,1211,1989,1324,1413,1025,575,896,534,749,618,540,357,396,3489,1778,1568,1542,1149,908,487,551,1216,2434,1450,1503,1240,1764,1597,1255,630,989,667,664,639,668,608,500
"G48032372","2017","TX",,,"Texas","48",,,"Harlingen city","32372",,,,,,,,,,,,,,,,"16000US4832372","Harlingen city, Texas",65462,33502,3369,4209,3099,2284,433,290,283,1219,2622,1689,2156,1464,1741,1129,2009,974,442,475,740,1223,796,532,324,31960,2432,3113,2291,1760,473,469,196,733,2766,2168,1499,2216,2230,676,1178,760,1427,614,927,756,1435,856,985,"Harlingen city, Texas",29,1762,1247,1166,1102,1092,318,288,318,734,990,692,745,592,529,521,805,523,273,332,376,520,431,391,274,1762,1113,1138,841,748,243,422,176,570,910,713,597,802,601,320,449,463,634,412,417,394,712,552,433
