GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,OILE001,OILE002,OILE003,OILE004,OILE005,OILE006,OILE007,OILE008,OILE009,OILE010,OILE011,OILE012,OILE013,OILE014,OILE015,OILE016,OILE017,OILE018,OILE019,OILE020,OILE021,OILE022,OILE023,OILE024,OILE025,OILE026,OILE027,OILE028,OILE029,OILE030,OILE031,OILE032,OILE033,OILE034,OILE035,OILE036,OILE037,OILE038,OILE039,OILE040,OILE041,OILE042,OILE043,OILE044,OILE045,OILE046,OILE047,OILE048,OILE049,NAME_M,OILM001,OILM002,OILM003,OILM004,OILM005,OILM006,OILM007,OILM008,OILM009,OILM010,OILM011,OILM012,OILM013,OILM014,OILM015,OILM016,OILM017,OILM018,OILM019,OILM020,OILM021,OILM022,OILM023,OILM024,OILM025,OILM026,OILM027,OILM028,OILM029,OILM030,OILM031,OILM032,OILM033,OILM034,OILM035,OILM036,OILM037,OILM038,OILM039,OILM040,OILM041,OILM042,OILM043,OILM044,OILM045,OILM046,OILM047,OILM048,OILM049
"G04064210","2012","AZ",,,"Arizona","04",,,"San Tan Valley CDP","64210",,,,,,,,,,,,,,,,"16000US0464210","San Tan Valley CDP, Arizona",82760,41569,3927,4519,5164,1732,1187,0,579,1281,3328,3637,3550,1892,2388,1699,1680,505,1628,467,760,864,354,267,161,41191,3696,4629,4431,1184,568,196,204,1730,2645,3891,4808,1871,2306,1777,2399,898,1130,873,447,757,575,93,83,"San Tan Valley CDP, Arizona",7537,3851,1201,1532,1601,746,566,198,540,949,1322,905,1023,865,955,863,676,432,777,343,472,690,295,204,195,4458,1154,1309,1138,642,462,192,203,760,802,975,1375,790,817,695,874,532,550,581,364,495,374,161,134
"G04065000","2012","AZ",,,"Arizona","04",,,"Scottsdale city","65000",,,,,,,,,,,,,,,,"16000US0465000","Scottsdale city, Arizona",223517,109243,4976,4872,6061,3605,2265,1065,647,4697,7228,7057,5835,8168,7730,9260,7994,2725,3934,2834,4568,5767,3335,2439,2181,114274,3319,4851,5895,5348,1816,1154,506,4432,8792,6184,6840,8132,7120,9803,7839,2218,5349,3113,4460,6627,4251,2639,3586,"Scottsdale city, Arizona",41,3389,1511,974,1312,1217,684,568,447,1714,1751,1574,1532,1461,1596,1886,1190,653,854,857,940,1258,701,480,609,3389,984,1297,1112,1145,684,695,375,1404,2084,1448,1530,1416,1262,1856,1391,610,955,760,1044,1338,939,684,832
"G04071510","2012","AZ",,,"Arizona","04",,,"Surprise city","71510",,,,,,,,,,,,,,,,"16000US0471510","Surprise city, Arizona",121276,61288,5330,6164,6091,3092,1765,350,184,997,3190,3995,4058,3689,3647,2350,2203,1341,1543,1274,2212,4302,2046,794,671,59988,4436,4181,4800,1987,1228,432,87,1715,3400,5663,3038,3670,3268,2633,3176,825,2066,2385,2696,4265,2118,1272,647,"Surprise city, Arizona",52,2929,1352,1636,1827,933,978,376,188,560,1059,1119,1383,1077,1097,794,852,537,529,597,628,1010,462,350,371,2921,1407,1153,1819,891,758,405,110,676,1069,1311,791,1167,989,770,880,388,510,631,763,998,594,463,322
"G04073000","2012","AZ",,,"Arizona","04",,,"Tempe city","73000",,,,,,,,,,,,,,,,"16000US0473000","Tempe city, Arizona",166862,87008,4788,3025,2877,2063,4575,3865,4111,10052,11638,7699,5764,3471,4435,3594,5162,1029,2313,1059,1354,1759,1124,312,939,79854,2985,2983,4023,2603,5574,3314,5181,5969,9327,5729,3352,4821,3221,4439,4745,1774,2280,749,1385,1953,1171,952,1324,"Tempe city, Arizona",77,3550,1470,1245,980,782,1262,1533,1547,2261,1770,1738,1271,999,1012,1222,1242,368,776,498,514,560,422,229,371,3549,853,990,1121,859,1410,1294,1581,1346,2149,1399,973,1329,989,1004,1269,637,577,392,621,696,422,488,469
"G04077000","2012","AZ",,,"Arizona","04",,,"Tucson city","77000",,,,,,,,,,,,,,,,"16000US0477000","Tucson city, Arizona",524278,260034,16713,17853,16681,8916,10532,6168,7085,16327,21610,19005,16330,15739,15816,15064,14420,6214,7966,4899,4604,5858,5474,3826,2934,264244,15772,16184,15307,9472,9784,5191,8262,14020,19657,18918,15831,16569,14731,15728,17040,6086,8343,5048,6154,8367,5442,5579,6759,"Tucson city, Arizona",79,3325,1540,2073,1900,1245,924,1305,1551,1790,1653,1694,1821,1633,1358,1065,1565,1080,1479,827,826,922,980,920,677,3316,1349,1892,1966,1204,969,1424,1412,1604,1435,1354,1720,1609,1234,1254,2004,995,1405,1007,980,1143,1048,1079,1209
"G04085540","2012","AZ",,,"Arizona","04",,,"Yuma city","85540",,,,,,,,,,,,,,,,"16000US0485540","Yuma city, Arizona",95424,49685,4189,3619,4533,1428,1769,1374,1796,3255,3760,3556,2426,3395,3027,2237,2291,361,952,721,1165,1202,1715,588,326,45739,3610,3203,3536,2385,1501,834,946,2341,2990,3330,2476,3386,2806,1706,2456,528,729,875,783,1841,2134,791,552,"Yuma city, Arizona",40,1664,824,1014,1029,480,524,714,609,1038,610,664,802,934,554,486,587,224,380,353,409,430,524,330,209,1668,867,1023,834,563,504,532,479,813,662,604,735,805,729,487,623,288,293,372,293,604,591,298,232
"G05023290","2012","AR",,,"Arkansas","05",,,"Fayetteville city","23290",,,,,,,,,,,,,,,,"16000US0523290","Fayetteville city, Arkansas",76892,38830,2304,1709,2512,727,2720,1223,2093,3538,3816,3398,3236,1942,1606,2061,1563,837,799,670,400,584,423,258,411,38062,1155,1772,1394,1610,3757,1847,2154,2403,3519,2680,2222,2081,1503,2665,1719,451,1190,299,487,1208,700,623,623,"Fayetteville city, Arkansas",35,1774,850,833,1191,465,689,731,1108,986,1015,839,1000,790,499,529,643,575,404,454,279,361,267,210,220,1776,545,671,676,666,847,1142,1113,1061,924,585,670,737,470,600,627,274,577,245,293,463,374,374,281
"G05024550","2012","AR",,,"Arkansas","05",,,"Fort Smith city","24550",,,,,,,,,,,,,,,,"16000US0524550","Fort Smith city, Arkansas",87437,43528,3406,3878,2912,1908,1226,412,644,1419,3756,2638,2584,3675,2929,3043,2920,536,1148,388,1012,1155,644,880,415,43909,2861,3329,3135,1803,1250,404,515,1518,3829,2788,2902,2421,2746,2961,2148,911,1361,1020,1151,1459,1262,996,1139,"Fort Smith city, Arkansas",29,1118,513,943,827,539,614,455,625,490,681,778,716,903,608,739,645,282,457,249,427,468,254,370,205,1123,595,1019,773,386,740,393,437,727,547,658,767,695,644,575,575,489,486,465,459,624,389,414,335
"G05035710","2012","AR",,,"Arkansas","05",,,"Jonesboro city","35710",,,,,,,,,,,,,,,,"16000US0535710","Jonesboro city, Arkansas",70183,33964,3092,2407,2024,1310,1379,518,818,1946,3183,2002,1846,2023,2209,1941,2191,1285,672,465,656,577,658,457,305,36219,2112,2331,1449,1541,1432,805,1032,2049,3203,2394,1788,1953,2530,2165,2086,690,1651,658,725,1004,1190,390,1041,"Jonesboro city, Arkansas",23,1125,765,586,668,374,687,309,531,737,577,680,692,729,749,463,607,596,415,371,292,337,297,263,215,1126,393,497,543,439,345,366,667,489,365,527,727,671,591,447,578,409,601,382,446,374,356,291,372
"G05041000","2012","AR",,,"Arkansas","05",,,"Little Rock city","41000",,,,,,,,,,,,,,,,"16000US0541000","Little Rock city, Arkansas",196530,93400,6892,6541,4838,3860,3339,1370,1183,6200,7963,6606,7438,6355,5422,5171,4894,2181,3520,1688,1849,2667,1609,955,859,103130,6268,5428,5252,4085,2119,1094,1298,5362,7870,6895,6328,6751,7557,7219,7797,3063,3408,2104,2036,3297,2771,1948,3180,"Little Rock city, Arkansas",40,2470,1250,1409,985,841,818,839,600,1103,1054,1200,1421,1222,937,883,991,626,1022,474,512,649,446,347,313,2475,1378,1273,1079,752,712,782,712,1017,1241,1010,1333,1457,944,1085,1213,720,834,714,659,619,663,568,774
"G05066080","2012","AR",,,"Arkansas","05",,,"Springdale city","66080",,,,,,,,,,,,,,,,"16000US0566080","Springdale city, Arkansas",76480,37250,4011,4636,3331,1643,800,1235,509,1950,2727,2877,2288,2868,2295,1334,1553,436,732,277,235,697,493,174,149,39230,4915,3952,3051,1929,577,517,734,1318,2660,2703,3308,2640,2447,1845,1691,190,1137,189,681,790,769,367,820,"Springdale city, Arkansas",3140,2250,957,1170,818,720,427,694,344,668,942,779,980,742,720,447,526,276,367,238,179,417,337,140,165,2141,798,1151,1149,627,418,324,534,639,790,899,1042,946,865,637,555,168,505,166,375,430,375,177,470
"G06000562","2012","CA",,,"California","06",,,"Alameda city","00562",,,,,,,,,,,,,,,,"16000US0600562","Alameda city, California",75632,36485,2975,2464,1579,1375,700,303,376,1806,2780,2300,3636,2888,2313,3340,1942,730,948,761,793,968,665,386,457,39147,1470,2818,2157,1148,403,414,445,1023,2191,3668,3622,2740,3220,2577,2385,1239,1704,847,1541,965,1050,945,575,"Alameda city, California",43,1658,1208,740,549,520,388,302,423,817,883,792,1030,771,697,953,650,304,398,461,340,451,311,285,252,1660,579,707,714,501,276,289,330,462,1031,966,935,764,741,807,768,496,708,411,603,457,408,459,282
"G06000884","2012","CA",,,"California","06",,,"Alhambra city","00884",,,,,,,,,,,,,,,,"16000US0600884","Alhambra city, California",84322,42413,2156,2636,1698,1904,830,571,1313,2223,3558,3242,1849,3239,3111,3859,3664,1266,1281,446,480,970,475,1002,640,41909,2941,1512,1555,1055,1088,292,317,2240,2649,3136,3044,3241,3680,3983,2934,764,1199,479,734,1381,1297,1094,1294,"Alhambra city, California",39,1770,682,765,620,574,446,393,799,652,1143,677,504,744,732,890,941,483,500,313,293,438,224,434,328,1768,987,540,600,524,480,268,295,775,677,744,842,724,843,922,806,343,507,235,321,373,433,416,445
"G06002000","2012","CA",,,"California","06",,,"Anaheim city","02000",,,,,,,,,,,,,,,,"16000US0602000","Anaheim city, California",343241,170755,14217,12854,13598,6212,6006,2354,2237,8102,13791,13541,12065,13671,12027,10378,9507,2335,3923,2099,2419,3559,2450,1438,1972,172486,13583,12209,12108,5893,5514,2977,2593,7898,12749,12163,11987,14165,10391,10844,8932,3726,4545,2678,3153,4746,2689,3869,3074,"Anaheim city, California",58,3447,1987,1910,1914,1184,1172,924,924,1551,1735,2199,1922,1966,1504,1558,1518,665,851,507,678,927,648,437,613,3455,2010,1728,1873,1084,1012,798,897,1377,1758,1556,1502,1557,1567,1770,1308,988,957,741,963,1091,648,959,746
"G06002252","2012","CA",,,"California","06",,,"Antioch city","02252",,,,,,,,,,,,,,,,"16000US0602252","Antioch city, California",105495,52428,3585,4277,5055,3474,1400,512,1146,2316,3561,2498,2925,3289,3427,2843,4289,1359,2205,786,940,1472,467,520,82,53067,2312,4146,3055,2748,1642,536,621,2324,2940,3592,3438,3109,4240,4251,4804,1916,2275,1003,690,1362,351,504,1208,"Antioch city, California",58,2350,1193,1195,1215,951,609,408,586,855,1139,842,1048,1256,962,901,1009,482,838,393,519,599,295,430,99,2346,1138,1001,817,867,587,380,365,869,1014,876,1302,932,942,1096,1013,666,722,469,351,514,272,313,829
"G06002364","2012","CA",,,"California","06",,,"Apple Valley town","02364",,,,,,,,,,,,,,,,"16000US0602364","Apple Valley town, California",70682,35154,2790,2452,2485,1235,1185,679,1028,1254,2014,1945,2286,1821,1697,2300,2025,1197,338,603,1212,1988,1086,872,662,35528,2714,2634,2265,1953,1371,986,372,1577,2551,1795,1082,1888,2263,2984,1537,650,1501,864,932,1580,395,670,964,"Apple Valley town, California",65,1989,1019,1029,815,578,579,523,882,570,877,734,749,748,527,869,859,616,236,420,587,728,414,484,327,1986,885,975,772,690,686,734,336,866,756,599,502,802,910,848,535,453,687,529,393,545,228,301,519
"G06002553","2012","CA",,,"California","06",,,"Arden-Arcade CDP","02553",,,,,,,,,,,,,,,,"16000US0602553","Arden-Arcade CDP, California",88995,41862,2910,2132,2614,1490,365,341,373,2054,3110,3874,2550,2690,2897,2930,2464,1084,1571,928,869,1183,1098,992,1343,47133,3628,2465,2958,955,787,651,1257,2120,3353,3465,2846,2395,2032,3374,3323,1138,1936,687,1723,1486,1683,1512,1359,"Arden-Arcade CDP, California",6952,3576,986,775,1100,596,220,308,280,806,990,1166,774,992,856,710,749,505,518,403,369,450,464,586,719,4179,1188,872,1163,378,372,500,682,863,1003,861,911,799,717,969,829,522,545,316,602,411,485,558,602
"G06003526","2012","CA",,,"California","06",,,"Bakersfield city","03526",,,,,,,,,,,,,,,,"16000US0603526","Bakersfield city, California",358600,177627,16673,17095,14656,8447,6373,2589,2486,8237,13278,13354,13349,10056,10224,9896,9060,2711,4389,1818,3657,3922,2066,1535,1756,180973,15353,13929,13959,10576,4455,2212,3844,10780,13412,11986,12654,10889,11045,10650,9930,2847,5004,3762,3184,3497,2866,2052,2087,"Bakersfield city, California",52,3583,2083,1768,1492,1372,1553,1054,1123,1598,1787,1759,1872,1923,1082,1320,1566,727,1210,665,771,850,622,564,648,3591,1482,1755,1950,1249,870,888,1178,1570,1602,1271,1652,1626,1247,1382,1433,737,964,1021,830,739,791,517,644
"G06003666","2012","CA",,,"California","06",,,"Baldwin Park city","03666",,,,,,,,,,,,,,,,"16000US0603666","Baldwin Park city, California",76437,39534,2900,2631,2594,2289,1129,1108,564,2736,3861,2977,2823,2398,2142,2152,2688,1092,1004,596,280,863,375,141,191,36903,2244,2204,2804,1978,866,754,1388,1766,2516,2072,2248,1959,2791,2858,2313,1064,830,431,466,1280,730,752,589,"Baldwin Park city, California",56,1795,728,717,661,610,538,494,300,782,1053,756,841,575,656,647,731,469,438,332,146,408,207,146,126,1791,663,673,902,656,403,371,609,610,726,619,562,523,662,755,701,436,365,252,241,491,422,388,273
"G06004982","2012","CA",,,"California","06",,,"Bellflower city","04982",,,,,,,,,,,,,,,,"16000US0604982","Bellflower city, California",77334,36987,3320,2501,3249,1965,471,463,903,1892,3655,2402,2718,2136,1870,2623,1957,536,1005,379,802,774,663,615,88,40347,3205,3280,2993,1718,743,626,1083,1609,3119,2887,2572,3354,1983,2376,2592,333,1437,594,741,910,649,847,696,"Bellflower city, California",77,1844,934,795,754,809,270,307,621,581,1068,910,791,728,605,741,649,300,370,167,430,327,356,384,104,1844,987,985,752,533,391,397,578,523,797,650,799,755,556,656,620,177,614,325,392,403,263,371,340
"G06006000","2012","CA",,,"California","06",,,"Berkeley city","06000",,,,,,,,,,,,,,,,"16000US0606000","Berkeley city, California",115417,57679,2290,2336,1515,1020,4387,1575,2229,6618,5066,4959,3140,3754,2387,3186,3750,1180,1709,1031,1504,1384,975,924,760,57738,2225,1989,1944,1418,5319,2617,1642,4876,4669,3633,3610,2586,3010,2986,3376,1689,1733,1442,1782,1986,1030,727,1449,"Berkeley city, California",61,2471,767,827,509,427,1084,552,1020,1781,1237,1155,811,720,766,737,956,418,458,438,558,433,402,401,466,2472,644,557,656,507,924,1215,755,1057,1182,825,700,628,686,697,740,529,513,455,470,526,437,303,420
"G06008786","2012","CA",,,"California","06",,,"Buena Park city","08786",,,,,,,,,,,,,,,,"16000US0608786","Buena Park city, California",82152,40154,2813,2328,2563,2197,947,576,1060,1445,2661,3406,2519,3404,3432,2373,2415,773,768,1051,653,1126,868,432,344,41998,3001,3238,3092,1470,970,453,554,1282,2631,3199,2894,2466,2984,2990,2003,943,1318,907,504,1697,815,985,1602,"Buena Park city, California",42,1829,1117,770,677,741,460,333,635,667,844,961,799,948,1028,684,804,362,384,583,323,609,430,272,200,1829,1160,1048,1030,666,492,268,378,698,846,945,911,669,892,865,660,435,554,433,275,758,402,546,699
"G06008954","2012","CA",,,"California","06",,,"Burbank city","08954",,,,,,,,,,,,,,,,"16000US0608954","Burbank city, California",104380,50995,3418,2444,2419,2569,1327,852,831,1742,4005,4064,3629,5601,4590,3190,2692,1139,1348,896,634,1104,824,1122,555,53385,2683,2697,3483,1567,1156,432,834,2168,4365,4624,3846,5186,4297,3655,3368,859,677,1260,869,1298,1842,1185,1034,"Burbank city, California",39,1948,941,751,737,797,606,404,459,766,918,1079,1014,1014,1049,905,724,402,567,382,423,376,367,662,375,1948,794,699,858,627,588,304,520,703,1323,1136,911,1016,1109,850,900,413,342,680,437,453,919,537,396
"G06010046","2012","CA",,,"California","06",,,"Camarillo city","10046",,,,,,,,,,,,,,,,"16000US0610046","Camarillo city, California",65972,32366,1776,1223,1468,644,1055,315,666,2178,2543,1674,2149,2084,1830,3267,2279,531,1223,912,1024,1102,926,820,677,33606,2159,2254,946,878,351,499,277,2230,1596,1859,1882,1910,2476,2685,2167,921,1052,613,1453,1354,1554,837,1653,"Camarillo city, California",32,1590,628,465,573,277,464,219,501,890,897,680,748,617,520,840,695,258,420,417,488,395,342,356,371,1591,861,689,434,481,211,460,333,677,642,665,718,771,698,681,679,521,446,255,496,572,538,419,622
"G06011194","2012","CA",,,"California","06",,,"Carlsbad city","11194",,,,,,,,,,,,,,,,"16000US0611194","Carlsbad city, California",109333,53388,2565,3425,3089,1682,465,317,946,1961,3712,3712,3744,4639,3232,5086,4740,1258,1273,1272,1515,2163,1152,496,944,55945,1645,4459,3843,1851,599,805,436,1126,1917,4611,4195,3645,4278,6430,4293,1630,2263,940,1401,1750,1139,893,1796,"Carlsbad city, California",61,2153,1120,1450,1231,574,336,253,624,918,1283,1364,1095,1309,865,1211,1414,554,610,532,595,720,484,347,474,2153,774,1517,1069,756,387,638,365,771,955,1356,1062,1057,1581,1560,1362,774,796,444,611,645,472,496,681
"G06011530","2012","CA",,,"California","06",,,"Carson city","11530",,,,,,,,,,,,,,,,"16000US0611530","Carson city, California",92992,44935,2677,2040,2677,2231,792,943,1291,2167,4054,3107,3652,2910,3247,2508,2876,735,929,744,1190,1513,1443,616,593,48057,2907,3098,3405,1679,1504,763,562,2817,3236,2502,3062,2907,2838,3600,3014,1214,1478,1056,1437,1308,1980,1074,616,"Carson city, California",54,1898,912,675,722,742,364,478,658,689,1378,1127,1130,829,929,731,845,381,359,376,447,547,633,273,258,1896,899,855,940,619,600,322,337,834,801,697,841,792,660,927,791,591,546,418,453,429,561,441,269
"G06013014","2012","CA",,,"California","06",,,"Chico city","13014",,,,,,,,,,,,,,,,"16000US0613014","Chico city, California",87712,42640,3098,2165,2279,1484,2463,1423,1053,5768,3490,3028,3096,1724,1247,2146,1981,678,1145,1137,696,948,478,745,368,45072,2630,2596,1724,1313,2916,548,1633,5799,2934,3005,2302,2656,1949,2120,2405,873,1406,1106,867,1017,903,1126,1244,"Chico city, California",30,1629,618,854,828,482,690,762,430,1496,796,707,777,605,394,575,447,368,378,490,353,371,277,347,250,1629,665,639,627,386,589,354,641,1184,539,715,606,687,544,563,600,437,380,422,446,408,370,464,420
"G06013210","2012","CA",,,"California","06",,,"Chino city","13210",,,,,,,,,,,,,,,,"16000US0613210","Chino city, California",80181,42052,2485,2742,2017,1376,671,699,589,2208,3087,4118,3426,2969,3071,3625,2257,1387,1314,766,812,1440,591,236,166,38129,2416,2566,2153,1393,1002,159,640,2335,3737,3491,2297,1876,2579,2895,2628,826,1071,594,634,1219,698,456,464,"Chino city, California",68,1945,717,723,713,636,364,323,452,788,726,1080,918,735,773,686,538,506,493,381,336,558,255,241,126,1941,864,822,664,468,427,156,421,870,986,740,664,643,779,849,805,376,399,254,405,500,507,291,239
"G06013214","2012","CA",,,"California","06",,,"Chino Hills city","13214",,,,,,,,,,,,,,,,"16000US0613214","Chino Hills city, California",76462,38416,2198,2657,3131,2330,906,852,1280,1604,2044,2135,2843,2626,3328,2838,3150,768,1238,343,795,815,329,119,87,38046,1737,1988,2624,2105,647,487,879,1781,1337,2301,2704,4061,3829,3911,2494,883,1023,645,671,758,475,179,527,"Chino Hills city, California",44,1722,639,885,818,710,507,566,711,821,1291,1021,1074,816,1012,893,760,338,503,211,519,494,303,145,144,1723,786,746,831,706,281,540,605,777,714,870,1012,1245,947,933,598,581,491,462,434,474,299,155,333
"G06013392","2012","CA",,,"California","06",,,"Chula Vista city","13392",,,,,,,,,,,,,,,,"16000US0613392","Chula Vista city, California",252424,128245,11102,9509,11782,6688,4261,3093,1983,7063,8871,10390,6923,8086,8745,8447,4724,2433,3133,1597,2140,2415,1673,1619,1568,124179,7080,10022,6729,4576,3364,2509,1739,4739,8463,10773,8859,9038,10910,8568,6744,1654,2545,2601,2226,3317,3319,2108,2296,"Chula Vista city, California",38,3772,2029,1725,2091,1586,1076,1595,945,1410,1657,1692,1255,1645,1473,1565,887,915,759,531,640,772,519,468,499,3767,1421,1899,1457,1062,942,819,717,1337,1693,2055,1802,1591,1811,1611,1357,703,761,853,586,944,935,750,727
"G06013588","2012","CA",,,"California","06",,,"Citrus Heights city","13588",,,,,,,,,,,,,,,,"16000US0613588","Citrus Heights city, California",84862,41802,2173,2796,3122,1638,1401,680,443,1422,4178,2950,3185,2160,2880,2072,3608,1192,1228,609,748,1106,1022,673,516,43060,2054,2513,2610,1225,759,1300,400,1774,3544,2802,2540,2211,3289,3341,3280,725,1682,981,1612,1461,1136,791,1030,"Citrus Heights city, California",38,1722,729,867,1077,613,554,391,357,800,979,913,958,776,784,482,783,496,454,314,344,462,451,336,267,1718,734,760,723,504,516,574,234,718,933,766,912,718,933,739,873,324,535,482,485,509,376,384,410
"G06014218","2012","CA",,,"California","06",,,"Clovis city","14218",,,,,,,,,,,,,,,,"16000US0614218","Clovis city, California",98626,47881,2922,4489,4238,2785,1528,1024,1028,2665,3027,3784,1814,3476,3525,3198,2036,746,1190,1079,757,920,801,520,329,50745,2825,3824,4679,3570,1267,1487,893,1687,3225,2621,3395,4040,4024,3453,2558,812,996,822,788,1162,1036,740,841,"Clovis city, California",41,1909,869,1056,992,720,577,594,566,895,866,834,569,928,874,889,617,319,460,446,335,373,371,289,201,1912,817,881,985,976,576,721,492,689,877,653,826,911,924,637,596,348,332,410,370,441,344,352,336
"G06015044","2012","CA",,,"California","06",,,"Compton city","15044",,,,,,,,,,,,,,,,"16000US0615044","Compton city, California",97560,46654,4126,4404,4285,3450,1729,1097,947,2226,3844,1796,2869,3159,2488,3383,2538,545,947,621,501,920,380,359,40,50906,5462,3764,4318,3209,1651,1344,835,2856,3359,4410,3231,3410,2455,2286,3054,460,1144,197,825,803,557,892,384,"Compton city, California",42,2147,935,937,772,921,483,555,436,719,988,527,761,697,733,882,698,308,356,306,251,403,270,221,67,2145,1042,828,988,715,685,531,335,723,763,910,778,647,613,584,743,239,491,137,318,329,368,374,232
"G06016000","2012","CA",,,"California","06",,,"Concord city","16000",,,,,,,,,,,,,,,,"16000US0616000","Concord city, California",124717,62400,5152,3521,3549,2352,1906,578,1006,1938,5301,6065,4719,4558,4151,4579,3359,1449,2298,770,1274,1394,1087,850,544,62317,5651,3098,2373,1919,1329,297,800,3277,4898,5280,3663,3522,5090,4020,4614,1223,2004,1448,1268,2068,2158,1234,1083,"Concord city, California",37,2252,1217,916,988,803,749,555,656,857,1102,1291,1249,1236,1130,988,875,531,641,322,470,521,483,304,271,2252,1478,1054,827,685,547,234,540,1252,1150,1294,988,725,1156,960,1139,412,673,628,601,794,754,481,556
"G06016350","2012","CA",,,"California","06",,,"Corona city","16350",,,,,,,,,,,,,,,,"16000US0616350","Corona city, California",158388,78142,6238,5890,6568,4740,3612,1587,1246,3436,5352,4790,6272,5802,5383,5364,3867,1368,1636,775,1096,1155,886,520,559,80246,5051,6104,6942,5027,1939,1040,1334,2615,4349,6004,6325,7232,6397,5155,4473,1500,2055,1163,1186,1281,1249,753,1072,"Corona city, California",47,2924,1503,1257,1459,1207,1022,770,542,853,1609,1018,1246,873,1062,1150,758,602,428,340,518,337,393,311,255,2932,1268,1123,1462,1099,987,591,628,732,1131,1032,1069,1111,1155,964,992,666,619,417,404,504,497,323,460
"G06016532","2012","CA",,,"California","06",,,"Costa Mesa city","16532",,,,,,,,,,,,,,,,"16000US0616532","Costa Mesa city, California",111910,58018,4150,4110,2815,1367,1762,353,1721,1655,6981,5122,4316,4445,3742,4919,3434,1210,1586,948,823,940,515,589,515,53892,3440,3385,2665,1785,335,435,917,2995,5802,3873,3638,4030,4909,3737,3319,1553,1124,870,1021,932,890,760,1477,"Costa Mesa city, California",38,2239,1071,1106,908,540,607,259,999,669,1850,1188,970,896,941,1085,878,681,658,430,376,345,278,360,270,2236,1108,980,782,690,257,315,448,1077,1362,987,978,878,1265,1135,984,620,475,515,416,364,381,433,503
"G06017918","2012","CA",,,"California","06",,,"Daly City city","17918",,,,,,,,,,,,,,,,"16000US0617918","Daly City city, California",103677,50005,3143,2817,2501,1730,1044,689,673,2937,4665,3325,3406,3323,2113,4509,4381,920,1479,1204,1447,1165,1123,672,739,53672,2984,2438,2771,1308,1581,1207,555,1834,5019,3658,3279,3776,2692,4184,4322,1526,2167,1012,1345,2000,1584,1076,1354,"Daly City city, California",55,2058,860,829,850,500,412,338,436,781,1153,880,950,833,552,984,784,427,465,471,456,400,432,332,349,2064,855,774,948,523,621,630,334,742,1289,718,1055,1008,810,839,958,634,649,331,583,585,432,413,475
"G06018100","2012","CA",,,"California","06",,,"Davis city","18100",,,,,,,,,,,,,,,,"16000US0618100","Davis city, California",66009,32846,1321,1932,1767,1262,1446,2494,1922,4133,2752,1544,1494,1707,2277,1443,1387,480,858,250,557,578,481,167,594,33163,1368,892,1163,1211,1525,3244,2195,3756,2271,1771,1342,2288,2587,1347,1761,491,774,280,1041,678,266,306,606,"Davis city, California",58,1566,472,723,714,378,569,854,1001,1118,731,459,554,691,561,530,445,264,378,223,231,389,294,157,374,1562,570,427,718,418,533,1052,663,893,730,512,449,603,535,406,492,258,388,229,448,268,163,215,273
"G06019766","2012","CA",,,"California","06",,,"Downey city","19766",,,,,,,,,,,,,,,,"16000US0619766","Downey city, California",112878,53865,5285,3345,4178,2052,1305,495,780,2018,4780,4015,4394,3199,3548,3586,3651,817,1034,981,735,897,1310,1048,412,59013,4013,4827,3574,2074,1614,571,1076,2688,5152,4280,3948,4189,4194,2739,3741,584,1459,1158,1745,1716,1436,1060,1175,"Downey city, California",32,2216,1298,1025,935,653,487,279,519,796,1320,1153,1146,868,1174,873,953,410,487,382,348,361,432,547,305,2223,1319,1369,930,627,744,364,508,852,1326,1157,1342,1105,905,885,931,403,585,642,609,516,504,388,436
"G06020802","2012","CA",,,"California","06",,,"East Los Angeles CDP","20802",,,,,,,,,,,,,,,,"16000US0620802","East Los Angeles CDP, California",126918,60453,5542,5841,4605,2601,2121,1223,765,3043,4834,4918,4254,4730,4336,2616,2101,1089,818,672,1044,1015,1031,476,778,66465,4922,5547,5518,4184,2672,1579,1211,3359,4432,5193,3891,4485,3928,3207,3076,1071,1516,1560,872,1135,1220,1175,712,"East Los Angeles CDP, California",9004,5062,1463,1308,1054,730,701,571,329,851,1242,859,1033,987,930,647,481,488,354,345,458,444,424,202,412,5080,1025,1340,1106,862,961,549,484,886,896,1156,788,990,826,736,729,413,517,475,366,384,469,474,296
"G06021712","2012","CA",,,"California","06",,,"El Cajon city","21712",,,,,,,,,,,,,,,,"16000US0621712","El Cajon city, California",101449,48765,4677,3266,3118,2611,2090,748,773,3025,3552,4134,2337,2809,3975,2901,2571,1108,1386,362,650,973,906,38,755,52684,2750,2957,3621,2565,1351,1399,657,2614,3882,3552,3522,4093,3254,4125,3797,700,1170,1351,626,1239,927,836,1696,"El Cajon city, California",59,2178,1137,1176,909,901,678,336,482,1026,1138,1255,771,916,1015,873,712,604,545,324,322,380,412,62,394,2179,951,847,1233,866,645,864,409,802,979,901,946,1089,888,1127,1049,346,458,500,272,451,450,362,668
