GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEO_ID,TL_GEO_ID,NAME_E,AN8XE001,AN8XE002,AN8XE003,AN8XE004,AN8XE005,AN8XE006,AN8XE007,AN8XE008,AN8XE009,AN8XE010,AN8XE011,AN8XE012,AN8XE013,AN8XE014,AN8XE015,AN8XE016,AN8XE017,AN8XE018,AN8XE019,AN8XE020,AN8XE021,AN8XE022,AN8XE023,AN8XE024,AN8XE025,AN8XE026,AN8XE027,NAME_M,AN8XM001,AN8XM002,AN8XM003,AN8XM004,AN8XM005,AN8XM006,AN8XM007,AN8XM008,AN8XM009,AN8XM010,AN8XM011,AN8XM012,AN8XM013,AN8XM014,AN8XM015,AN8XM016,AN8XM017,AN8XM018,AN8XM019,AN8XM020,AN8XM021,AN8XM022,AN8XM023,AN8XM024,AN8XM025,AN8XM026,AN8XM027
"G06017918","2021","CA",,,"California","06",,,"Daly City city","17918",,,,,,,,,,,,,,,,"1600000US0617918","0617918","Daly City city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Daly City city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06018100","2021","CA",,,"California","06",,,"Davis city","18100",,,,,,,,,,,,,,,,"1600000US0618100","0618100","Davis city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Davis city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06019766","2021","CA",,,"California","06",,,"Downey city","19766",,,,,,,,,,,,,,,,"1600000US0619766","0619766","Downey city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Downey city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06020018","2021","CA",,,"California","06",,,"Dublin city","20018",,,,,,,,,,,,,,,,"1600000US0620018","0620018","Dublin city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dublin city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06020802","2021","CA",,,"California","06",,,"East Los Angeles CDP","20802",,,,,,,,,,,,,,,,"1600000US0620802","0620802","East Los Angeles CDP, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"East Los Angeles CDP, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06021230","2021","CA",,,"California","06",,,"Eastvale city","21230",,,,,,,,,,,,,,,,"1600000US0621230","0621230","Eastvale city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Eastvale city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06021712","2021","CA",,,"California","06",,,"El Cajon city","21712",,,,,,,,,,,,,,,,"1600000US0621712","0621712","El Cajon city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"El Cajon city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06022020","2021","CA",,,"California","06",,,"Elk Grove city","22020",,,,,,,,,,,,,,,,"1600000US0622020","0622020","Elk Grove city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Elk Grove city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06022230","2021","CA",,,"California","06",,,"El Monte city","22230",,,,,,,,,,,,,,,,"1600000US0622230","0622230","El Monte city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"El Monte city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06022804","2021","CA",,,"California","06",,,"Escondido city","22804",,,,,,,,,,,,,,,,"1600000US0622804","0622804","Escondido city, California",27597,273,75,0,0,0,0,0,500,148,41,88,333,84,517,111,194,0,419,565,1946,3361,10701,5389,2413,374,65,"Escondido city, California",2176,239,123,218,218,218,218,218,260,152,66,74,458,99,382,137,150,218,316,454,801,1044,1563,958,700,262,78
"G06023182","2021","CA",,,"California","06",,,"Fairfield city","23182",,,,,,,,,,,,,,,,"1600000US0623182","0623182","Fairfield city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fairfield city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06024638","2021","CA",,,"California","06",,,"Folsom city","24638",,,,,,,,,,,,,,,,"1600000US0624638","0624638","Folsom city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Folsom city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06024680","2021","CA",,,"California","06",,,"Fontana city","24680",,,,,,,,,,,,,,,,"1600000US0624680","0624680","Fontana city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fontana city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06026000","2021","CA",,,"California","06",,,"Fremont city","26000",,,,,,,,,,,,,,,,"1600000US0626000","0626000","Fremont city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fremont city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06027000","2021","CA",,,"California","06",,,"Fresno city","27000",,,,,,,,,,,,,,,,"1600000US0627000","0627000","Fresno city, California",91233,1264,431,139,763,793,179,169,849,891,360,361,488,850,1872,835,2655,1821,12971,12596,24980,13396,8595,1899,1346,169,561,"Fresno city, California",3202,628,441,169,391,514,229,211,395,649,190,319,264,491,733,517,802,559,2151,1933,2389,1876,1685,823,698,156,384
"G06028000","2021","CA",,,"California","06",,,"Fullerton city","28000",,,,,,,,,,,,,,,,"1600000US0628000","0628000","Fullerton city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fullerton city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06029000","2021","CA",,,"California","06",,,"Garden Grove city","29000",,,,,,,,,,,,,,,,"1600000US0629000","0629000","Garden Grove city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Garden Grove city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06030000","2021","CA",,,"California","06",,,"Glendale city","30000",,,,,,,,,,,,,,,,"1600000US0630000","0630000","Glendale city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Glendale city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06032548","2021","CA",,,"California","06",,,"Hawthorne city","32548",,,,,,,,,,,,,,,,"1600000US0632548","0632548","Hawthorne city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hawthorne city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06033000","2021","CA",,,"California","06",,,"Hayward city","33000",,,,,,,,,,,,,,,,"1600000US0633000","0633000","Hayward city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hayward city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06033182","2021","CA",,,"California","06",,,"Hemet city","33182",,,,,,,,,,,,,,,,"1600000US0633182","0633182","Hemet city, California",19983,553,77,0,184,570,216,614,355,508,141,580,376,151,911,849,588,585,1951,2341,4294,3033,1025,81,0,0,0,"Hemet city, California",2273,380,127,218,184,434,211,507,266,456,176,647,368,245,673,521,354,345,868,856,960,1064,672,136,218,218,218
"G06033434","2021","CA",,,"California","06",,,"Hesperia city","33434",,,,,,,,,,,,,,,,"1600000US0633434","0633434","Hesperia city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hesperia city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06036000","2021","CA",,,"California","06",,,"Huntington Beach city","36000",,,,,,,,,,,,,,,,"1600000US0636000","0636000","Huntington Beach city, California",45454,413,0,0,122,0,64,543,131,187,258,89,126,455,641,83,221,166,267,65,500,1055,6375,14647,13327,3078,2641,"Huntington Beach city, California",2520,354,218,218,199,218,105,356,126,158,198,104,122,330,343,138,182,179,208,106,286,443,1149,1685,1783,1022,904
"G06036448","2021","CA",,,"California","06",,,"Indio city","36448",,,,,,,,,,,,,,,,"1600000US0636448","0636448","Indio city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Indio city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06036546","2021","CA",,,"California","06",,,"Inglewood city","36546",,,,,,,,,,,,,,,,"1600000US0636546","0636546","Inglewood city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Inglewood city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06036770","2021","CA",,,"California","06",,,"Irvine city","36770",,,,,,,,,,,,,,,,"1600000US0636770","0636770","Irvine city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Irvine city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06037692","2021","CA",,,"California","06",,,"Jurupa Valley city","37692",,,,,,,,,,,,,,,,"1600000US0637692","0637692","Jurupa Valley city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jurupa Valley city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06039486","2021","CA",,,"California","06",,,"Lake Elsinore city","39486",,,,,,,,,,,,,,,,"1600000US0639486","0639486","Lake Elsinore city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lake Elsinore city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06039496","2021","CA",,,"California","06",,,"Lake Forest city","39496",,,,,,,,,,,,,,,,"1600000US0639496","0639496","Lake Forest city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lake Forest city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06039892","2021","CA",,,"California","06",,,"Lakewood city","39892",,,,,,,,,,,,,,,,"1600000US0639892","0639892","Lakewood city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lakewood city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06040130","2021","CA",,,"California","06",,,"Lancaster city","40130",,,,,,,,,,,,,,,,"1600000US0640130","0640130","Lancaster city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lancaster city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06041992","2021","CA",,,"California","06",,,"Livermore city","41992",,,,,,,,,,,,,,,,"1600000US0641992","0641992","Livermore city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Livermore city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06042202","2021","CA",,,"California","06",,,"Lodi city","42202",,,,,,,,,,,,,,,,"1600000US0642202","0642202","Lodi city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lodi city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06043000","2021","CA",,,"California","06",,,"Long Beach city","43000",,,,,,,,,,,,,,,,"1600000US0643000","0643000","Long Beach city, California",69470,797,103,0,0,0,50,109,268,46,64,69,127,41,181,200,127,0,446,374,4523,7378,25616,17602,7710,1443,2196,"Long Beach city, California",3159,456,104,218,218,218,81,180,173,77,104,62,158,66,144,327,137,218,259,222,905,1424,2524,1873,1385,554,670
"G06044000","2021","CA",,,"California","06",,,"Los Angeles city","44000",,,,,,,,,,,,,,,,"1600000US0644000","0644000","Los Angeles city, California",521485,5904,733,472,564,441,182,370,1105,1603,1508,1182,1291,595,3961,976,2056,950,4413,3416,17197,33797,148706,116742,82050,34651,56620,"Los Angeles city, California",8336,1258,396,314,418,289,145,229,467,656,572,423,512,317,964,599,630,362,992,779,1818,2740,5103,5528,4682,2589,3546
"G06044574","2021","CA",,,"California","06",,,"Lynwood city","44574",,,,,,,,,,,,,,,,"1600000US0644574","0644574","Lynwood city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lynwood city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06045022","2021","CA",,,"California","06",,,"Madera city","45022",,,,,,,,,,,,,,,,"1600000US0645022","0645022","Madera city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Madera city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06045484","2021","CA",,,"California","06",,,"Manteca city","45484",,,,,,,,,,,,,,,,"1600000US0645484","0645484","Manteca city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Manteca city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06046842","2021","CA",,,"California","06",,,"Menifee city","46842",,,,,,,,,,,,,,,,"1600000US0646842","0646842","Menifee city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Menifee city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06046898","2021","CA",,,"California","06",,,"Merced city","46898",,,,,,,,,,,,,,,,"1600000US0646898","0646898","Merced city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Merced city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06047766","2021","CA",,,"California","06",,,"Milpitas city","47766",,,,,,,,,,,,,,,,"1600000US0647766","0647766","Milpitas city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Milpitas city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06048256","2021","CA",,,"California","06",,,"Mission Viejo city","48256",,,,,,,,,,,,,,,,"1600000US0648256","0648256","Mission Viejo city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mission Viejo city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06048354","2021","CA",,,"California","06",,,"Modesto city","48354",,,,,,,,,,,,,,,,"1600000US0648354","0648354","Modesto city, California",42340,503,0,0,0,95,485,182,193,505,188,78,260,117,144,245,329,337,2709,4189,11857,11072,7041,1012,268,216,315,"Modesto city, California",2466,386,218,218,218,117,420,234,201,478,136,93,293,135,173,244,271,271,841,1209,1566,1715,1785,483,257,336,225
"G06049270","2021","CA",,,"California","06",,,"Moreno Valley city","49270",,,,,,,,,,,,,,,,"1600000US0649270","0649270","Moreno Valley city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Moreno Valley city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06049670","2021","CA",,,"California","06",,,"Mountain View city","49670",,,,,,,,,,,,,,,,"1600000US0649670","0649670","Mountain View city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mountain View city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06050076","2021","CA",,,"California","06",,,"Murrieta city","50076",,,,,,,,,,,,,,,,"1600000US0650076","0650076","Murrieta city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Murrieta city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06050258","2021","CA",,,"California","06",,,"Napa city","50258",,,,,,,,,,,,,,,,"1600000US0650258","0650258","Napa city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Napa city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06051182","2021","CA",,,"California","06",,,"Newport Beach city","51182",,,,,,,,,,,,,,,,"1600000US0651182","0651182","Newport Beach city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Newport Beach city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06052526","2021","CA",,,"California","06",,,"Norwalk city","52526",,,,,,,,,,,,,,,,"1600000US0652526","0652526","Norwalk city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Norwalk city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06053000","2021","CA",,,"California","06",,,"Oakland city","53000",,,,,,,,,,,,,,,,"1600000US0653000","0653000","Oakland city, California",72661,729,0,45,44,35,0,0,0,50,24,41,307,210,125,75,413,256,483,854,1654,4974,19779,15803,15505,6738,4517,"Oakland city, California",3159,340,218,74,73,57,218,218,218,82,40,68,332,181,126,89,309,204,329,458,665,870,1942,1642,1810,1244,946
"G06053322","2021","CA",,,"California","06",,,"Oceanside city","53322",,,,,,,,,,,,,,,,"1600000US0653322","0653322","Oceanside city, California",33164,389,0,0,0,0,164,82,271,95,470,199,145,57,303,0,78,63,538,543,2132,4119,13207,8031,1690,387,201,"Oceanside city, California",2297,242,218,218,218,218,167,113,227,160,356,198,169,92,196,218,121,105,389,234,687,1015,1547,1344,547,277,179
"G06053896","2021","CA",,,"California","06",,,"Ontario city","53896",,,,,,,,,,,,,,,,"1600000US0653896","0653896","Ontario city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ontario city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06053980","2021","CA",,,"California","06",,,"Orange city","53980",,,,,,,,,,,,,,,,"1600000US0653980","0653980","Orange city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Orange city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06054652","2021","CA",,,"California","06",,,"Oxnard city","54652",,,,,,,,,,,,,,,,"1600000US0654652","0654652","Oxnard city, California",28798,280,123,0,0,67,42,0,190,309,255,25,118,277,314,273,574,42,223,662,2280,4588,13482,3333,1010,313,18,"Oxnard city, California",2099,258,110,218,218,110,66,218,188,219,279,41,135,242,211,185,371,66,170,471,657,1120,1686,903,407,330,31
"G06055156","2021","CA",,,"California","06",,,"Palmdale city","55156",,,,,,,,,,,,,,,,"1600000US0655156","0655156","Palmdale city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Palmdale city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06055282","2021","CA",,,"California","06",,,"Palo Alto city","55282",,,,,,,,,,,,,,,,"1600000US0655282","0655282","Palo Alto city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Palo Alto city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06056000","2021","CA",,,"California","06",,,"Pasadena city","56000",,,,,,,,,,,,,,,,"1600000US0656000","0656000","Pasadena city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pasadena city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06056700","2021","CA",,,"California","06",,,"Perris city","56700",,,,,,,,,,,,,,,,"1600000US0656700","0656700","Perris city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Perris city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06057456","2021","CA",,,"California","06",,,"Pittsburg city","57456",,,,,,,,,,,,,,,,"1600000US0657456","0657456","Pittsburg city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pittsburg city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06057792","2021","CA",,,"California","06",,,"Pleasanton city","57792",,,,,,,,,,,,,,,,"1600000US0657792","0657792","Pleasanton city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pleasanton city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06058072","2021","CA",,,"California","06",,,"Pomona city","58072",,,,,,,,,,,,,,,,"1600000US0658072","0658072","Pomona city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pomona city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06059444","2021","CA",,,"California","06",,,"Rancho Cordova city","59444",,,,,,,,,,,,,,,,"1600000US0659444","0659444","Rancho Cordova city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rancho Cordova city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06059451","2021","CA",,,"California","06",,,"Rancho Cucamonga city","59451",,,,,,,,,,,,,,,,"1600000US0659451","0659451","Rancho Cucamonga city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rancho Cucamonga city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06059920","2021","CA",,,"California","06",,,"Redding city","59920",,,,,,,,,,,,,,,,"1600000US0659920","0659920","Redding city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Redding city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06059962","2021","CA",,,"California","06",,,"Redlands city","59962",,,,,,,,,,,,,,,,"1600000US0659962","0659962","Redlands city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Redlands city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06060018","2021","CA",,,"California","06",,,"Redondo Beach city","60018",,,,,,,,,,,,,,,,"1600000US0660018","0660018","Redondo Beach city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Redondo Beach city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06060102","2021","CA",,,"California","06",,,"Redwood City city","60102",,,,,,,,,,,,,,,,"1600000US0660102","0660102","Redwood City city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Redwood City city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06060466","2021","CA",,,"California","06",,,"Rialto city","60466",,,,,,,,,,,,,,,,"1600000US0660466","0660466","Rialto city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rialto city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06060620","2021","CA",,,"California","06",,,"Richmond city","60620",,,,,,,,,,,,,,,,"1600000US0660620","0660620","Richmond city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Richmond city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06062000","2021","CA",,,"California","06",,,"Riverside city","62000",,,,,,,,,,,,,,,,"1600000US0662000","0662000","Riverside city, California",51211,265,46,0,172,0,232,110,483,369,232,465,37,272,449,237,119,26,621,870,7909,15237,18478,3492,622,129,339,"Riverside city, California",2744,198,75,218,217,218,258,99,262,224,196,299,62,325,324,252,115,41,417,429,1436,1981,1885,779,404,107,259
"G06062364","2021","CA",,,"California","06",,,"Rocklin city","62364",,,,,,,,,,,,,,,,"1600000US0662364","0662364","Rocklin city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rocklin city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06062938","2021","CA",,,"California","06",,,"Roseville city","62938",,,,,,,,,,,,,,,,"1600000US0662938","0662938","Roseville city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Roseville city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06064000","2021","CA",,,"California","06",,,"Sacramento city","64000",,,,,,,,,,,,,,,,"1600000US0664000","0664000","Sacramento city, California",103994,1208,0,44,366,435,108,795,544,261,428,343,176,414,825,359,1362,351,2787,5172,23998,24250,27614,8593,2754,25,782,"Sacramento city, California",4057,587,218,73,343,335,115,534,308,222,345,409,172,273,584,253,654,298,697,1174,2589,2330,2680,1417,670,40,550
"G06064224","2021","CA",,,"California","06",,,"Salinas city","64224",,,,,,,,,,,,,,,,"1600000US0664224","0664224","Salinas city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Salinas city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06065000","2021","CA",,,"California","06",,,"San Bernardino city","65000",,,,,,,,,,,,,,,,"1600000US0665000","0665000","San Bernardino city, California",32391,360,337,69,45,389,99,424,291,154,590,376,148,86,606,101,738,439,2756,2397,11579,5929,3833,329,136,0,180,"San Bernardino city, California",2610,268,281,83,76,391,117,325,239,127,337,293,238,141,384,122,483,280,954,784,1780,1158,932,330,163,218,177
"G06065042","2021","CA",,,"California","06",,,"San Buenaventura (Ventura) city","65042",,,,,,,,,,,,,,,,"1600000US0665042","0665042","San Buenaventura (Ventura) city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"San Buenaventura (Ventura) city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06066000","2021","CA",,,"California","06",,,"San Diego city","66000",,,,,,,,,,,,,,,,"1600000US0666000","0666000","San Diego city, California",251507,1940,278,189,270,704,185,163,266,788,546,1056,785,286,975,365,976,958,1679,2569,13122,21768,71546,57643,39951,16721,15778,"San Diego city, California",6439,682,212,311,221,766,182,194,183,343,247,688,358,179,470,300,499,589,873,919,1967,2613,3936,3895,2978,2415,2097
"G06067000","2021","CA",,,"California","06",,,"San Francisco city","67000",,,,,,,,,,,,,,,,"1600000US0667000","0667000","San Francisco city, California",140809,1492,214,39,0,0,0,0,216,80,0,103,51,283,724,258,442,161,1275,253,2360,2219,8859,18974,43370,28873,30563,"San Francisco city, California",5219,630,200,62,218,218,218,218,216,140,218,132,87,303,361,205,259,136,1160,236,1132,734,1486,2136,3181,2950,2764
"G06068000","2021","CA",,,"California","06",,,"San Jose city","68000",,,,,,,,,,,,,,,,"1600000US0668000","0668000","San Jose city, California",179797,1470,139,300,42,42,0,0,288,367,407,520,531,447,1268,563,1136,860,2092,2386,2472,3206,17777,35499,56930,31620,19435,"San Jose city, California",4467,535,137,267,69,70,218,218,224,235,392,221,330,342,515,402,566,475,702,707,775,1060,1738,2362,3646,2454,1901
"G06068084","2021","CA",,,"California","06",,,"San Leandro city","68084",,,,,,,,,,,,,,,,"1600000US0668084","0668084","San Leandro city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"San Leandro city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06068196","2021","CA",,,"California","06",,,"San Marcos city","68196",,,,,,,,,,,,,,,,"1600000US0668196","0668196","San Marcos city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"San Marcos city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06068252","2021","CA",,,"California","06",,,"San Mateo city","68252",,,,,,,,,,,,,,,,"1600000US0668252","0668252","San Mateo city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"San Mateo city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06068378","2021","CA",,,"California","06",,,"San Ramon city","68378",,,,,,,,,,,,,,,,"1600000US0668378","0668378","San Ramon city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"San Ramon city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06069000","2021","CA",,,"California","06",,,"Santa Ana city","69000",,,,,,,,,,,,,,,,"1600000US0669000","0669000","Santa Ana city, California",35317,336,142,135,42,28,0,129,273,739,349,132,322,136,139,148,91,0,269,301,1976,3582,17058,7263,1197,197,333,"Santa Ana city, California",2341,255,149,124,70,48,218,117,168,421,231,166,201,172,133,174,150,218,280,217,643,929,1908,1131,611,193,216
"G06069070","2021","CA",,,"California","06",,,"Santa Barbara city","69070",,,,,,,,,,,,,,,,"1600000US0669070","0669070","Santa Barbara city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Santa Barbara city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06069084","2021","CA",,,"California","06",,,"Santa Clara city","69084",,,,,,,,,,,,,,,,"1600000US0669084","0669084","Santa Clara city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Santa Clara city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06069088","2021","CA",,,"California","06",,,"Santa Clarita city","69088",,,,,,,,,,,,,,,,"1600000US0669088","0669088","Santa Clarita city, California",53424,594,43,74,76,0,0,24,200,99,159,248,68,276,249,109,216,443,444,431,3106,4798,24127,13312,3295,367,666,"Santa Clarita city, California",2527,471,69,121,94,218,218,40,165,116,138,182,82,274,232,128,192,332,377,296,827,1285,2251,1605,808,247,391
"G06069196","2021","CA",,,"California","06",,,"Santa Maria city","69196",,,,,,,,,,,,,,,,"1600000US0669196","0669196","Santa Maria city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Santa Maria city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06070000","2021","CA",,,"California","06",,,"Santa Monica city","70000",,,,,,,,,,,,,,,,"1600000US0670000","0670000","Santa Monica city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Santa Monica city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06070098","2021","CA",,,"California","06",,,"Santa Rosa city","70098",,,,,,,,,,,,,,,,"1600000US0670098","0670098","Santa Rosa city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Santa Rosa city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06072016","2021","CA",,,"California","06",,,"Simi Valley city","72016",,,,,,,,,,,,,,,,"1600000US0672016","0672016","Simi Valley city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Simi Valley city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
