GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,PGYE001,PGYE002,PGYE003,PGYE004,PGYE005,PGYE006,PGYE007,PGYE008,PGYE009,PGYE010,PGYE011,PGYE012,PGYE013,PGYE014,PGYE015,PGYE016,PGYE017,PGYE018,PGYE019,PGYE020,PGYE021,PGYE022,PGYE023,PGYE024,PGYE025,NAME_M,PGYM001,PGYM002,PGYM003,PGYM004,PGYM005,PGYM006,PGYM007,PGYM008,PGYM009,PGYM010,PGYM011,PGYM012,PGYM013,PGYM014,PGYM015,PGYM016,PGYM017,PGYM018,PGYM019,PGYM020,PGYM021,PGYM022,PGYM023,PGYM024,PGYM025
"G41023850","2012","OR",,,"Oregon","41",,,"Eugene city","23850",,,,,,,,,,,,,,,,"16000US4123850","Eugene city, Oregon",33528,431,356,143,363,169,96,0,0,579,70,411,213,369,1586,1560,2649,3924,6349,4818,5158,2129,1973,111,71,"Eugene city, Oregon",2123,355,232,145,297,123,124,193,193,379,115,294,165,327,752,568,722,802,956,820,829,722,597,134,119
"G41031250","2012","OR",,,"Oregon","41",,,"Gresham city","31250",,,,,,,,,,,,,,,,"16000US4131250","Gresham city, Oregon",20863,202,537,478,290,107,110,495,41,130,207,317,165,366,981,1575,1722,2266,5128,2982,1974,463,234,93,0,"Gresham city, Oregon",2165,175,356,253,171,129,136,411,69,122,225,247,164,255,419,608,428,610,1130,670,602,252,180,110,193
"G41034100","2012","OR",,,"Oregon","41",,,"Hillsboro city","34100",,,,,,,,,,,,,,,,"16000US4134100","Hillsboro city, Oregon",,,,,,,,,,,,,,,,,,,,,,,,,,"Hillsboro city, Oregon",,,,,,,,,,,,,,,,,,,,,,,,,
"G41047000","2012","OR",,,"Oregon","41",,,"Medford city","47000",,,,,,,,,,,,,,,,"16000US4147000","Medford city, Oregon",16123,96,135,300,181,147,0,0,339,37,228,252,262,637,1098,2188,1669,2328,2683,1315,982,636,292,58,260,"Medford city, Oregon",1687,122,159,221,180,175,193,193,262,62,238,203,151,450,458,717,551,766,809,643,377,444,206,95,305
"G41059000","2012","OR",,,"Oregon","41",,,"Portland city","59000",,,,,,,,,,,,,,,,"16000US4159000","Portland city, Oregon",132005,1035,606,766,819,273,151,302,478,336,270,446,437,972,4177,6275,8875,9370,22644,20626,23919,12225,12427,3037,1539,"Portland city, Oregon",3960,378,354,295,359,253,177,210,294,252,246,329,228,410,874,1169,1331,1318,2038,2164,1825,1233,1222,819,510
"G41064900","2012","OR",,,"Oregon","41",,,"Salem city","64900",,,,,,,,,,,,,,,,"16000US4164900","Salem city, Oregon",31491,360,114,640,340,226,191,475,138,407,0,305,375,398,3280,3292,4290,4155,5146,3560,2105,749,706,0,239,"Salem city, Oregon",2255,257,107,312,242,154,210,488,127,323,193,250,337,212,811,1023,993,937,948,837,598,390,328,193,182
"G42002000","2012","PA",,,"Pennsylvania","42",,,"Allentown city","02000",,,,,,,,,,,,,,,,"16000US4202000","Allentown city, Pennsylvania",20055,38,0,97,69,0,110,144,389,160,734,1289,1572,1408,3338,3726,2562,945,1721,462,824,80,152,66,169,"Allentown city, Pennsylvania",2000,65,165,98,114,165,107,152,362,112,393,460,571,491,716,1131,867,493,553,270,342,132,132,109,232
"G42006088","2012","PA",,,"Pennsylvania","42",,,"Bethlehem city","06088",,,,,,,,,,,,,,,,"16000US4206088","Bethlehem city, Pennsylvania",15029,164,89,43,66,227,19,43,56,87,36,258,353,562,1758,1836,2663,1762,2507,1035,1024,189,252,0,0,"Bethlehem city, Pennsylvania",1196,169,107,72,110,219,31,73,95,101,61,197,242,340,618,558,660,556,601,362,420,157,175,165,165
"G42024000","2012","PA",,,"Pennsylvania","42",,,"Erie city","24000",,,,,,,,,,,,,,,,"16000US4224000","Erie city, Pennsylvania",20635,302,78,193,110,217,537,428,1176,1206,2195,2158,3341,2194,2258,1501,783,286,447,251,489,55,341,89,0,"Erie city, Pennsylvania",1264,240,71,147,117,189,218,205,377,399,608,627,899,567,550,466,358,201,275,168,423,89,277,104,165
"G42060000","2012","PA",,,"Pennsylvania","42",,,"Philadelphia city","60000",,,,,,,,,,,,,,,,"16000US4260000","Philadelphia city, Pennsylvania",302551,2419,3681,3938,3772,3074,4816,2957,8991,12098,12523,15782,15314,13213,34622,20393,30722,22660,34379,19585,18674,6875,6504,2529,3030,"Philadelphia city, Pennsylvania",6569,574,760,839,859,689,914,679,1674,1799,1834,1947,1746,1648,3044,2277,2391,1971,2501,1994,1859,1129,953,667,760
"G42061000","2012","PA",,,"Pennsylvania","42",,,"Pittsburgh city","61000",,,,,,,,,,,,,,,,"16000US4261000","Pittsburgh city, Pennsylvania",62733,555,1213,1224,1396,1353,1257,1332,3942,4859,5379,4824,5097,2958,6218,3641,3541,1886,3153,1957,2992,1313,1172,977,494,"Pittsburgh city, Pennsylvania",2063,246,399,420,369,469,371,404,699,928,944,717,859,630,887,700,687,616,685,506,732,436,429,450,292
"G42063624","2012","PA",,,"Pennsylvania","42",,,"Reading city","63624",,,,,,,,,,,,,,,,"16000US4263624","Reading city, Pennsylvania",12242,198,140,81,738,227,709,717,1506,853,1242,1671,795,429,1108,747,482,269,232,47,51,0,0,0,0,"Reading city, Pennsylvania",1260,166,149,83,289,159,289,274,431,414,392,693,420,251,416,343,267,167,160,54,61,165,165,165,165
"G42069000","2012","PA",,,"Pennsylvania","42",,,"Scranton city","69000",,,,,,,,,,,,,,,,"16000US4269000","Scranton city, Pennsylvania",14109,82,179,51,66,75,91,0,273,356,466,978,1628,1992,2236,1578,1183,879,1152,108,498,33,136,0,69,"Scranton city, Pennsylvania",1150,82,121,85,80,90,153,165,184,205,204,294,488,466,567,366,354,391,385,100,293,55,134,165,81
"G44019180","2012","RI",,,"Rhode Island","44",,,"Cranston city","19180",,,,,,,,,,,,,,,,"16000US4419180","Cranston city, Rhode Island",,,,,,,,,,,,,,,,,,,,,,,,,,"Cranston city, Rhode Island",,,,,,,,,,,,,,,,,,,,,,,,,
"G44054640","2012","RI",,,"Rhode Island","44",,,"Pawtucket city","54640",,,,,,,,,,,,,,,,"16000US4454640","Pawtucket city, Rhode Island",,,,,,,,,,,,,,,,,,,,,,,,,,"Pawtucket city, Rhode Island",,,,,,,,,,,,,,,,,,,,,,,,,
"G44059000","2012","RI",,,"Rhode Island","44",,,"Providence city","59000",,,,,,,,,,,,,,,,"16000US4459000","Providence city, Rhode Island",21212,0,64,0,65,64,135,102,87,150,236,604,720,659,1908,2153,3822,1848,2776,1515,1420,1002,1127,203,552,"Providence city, Rhode Island",1944,200,106,200,111,105,214,121,141,237,276,386,373,336,692,756,851,660,845,657,456,401,452,179,349
"G44074300","2012","RI",,,"Rhode Island","44",,,"Warwick city","74300",,,,,,,,,,,,,,,,"16000US4474300","Warwick city, Rhode Island",24241,0,84,96,71,134,0,19,0,0,152,115,122,405,1268,1725,5077,2931,5313,2716,2045,769,680,115,404,"Warwick city, Rhode Island",1667,200,99,91,84,125,200,33,200,200,166,115,106,295,545,518,871,785,970,570,704,372,351,127,314
"G45013330","2012","SC",,,"South Carolina","45",,,"Charleston city","13330",,,,,,,,,,,,,,,,"16000US4513330","Charleston city, South Carolina",27819,173,228,221,305,0,51,113,152,91,182,93,270,707,1291,1096,2689,2023,4105,3810,3302,1790,2262,1206,1659,"Charleston city, South Carolina",1869,149,200,206,244,197,87,107,140,89,126,93,221,373,571,463,769,749,929,875,682,526,591,437,400
"G45016000","2012","SC",,,"South Carolina","45",,,"Columbia city","16000",,,,,,,,,,,,,,,,"16000US4516000","Columbia city, South Carolina",19912,185,157,138,54,75,69,0,263,543,460,500,1352,1025,2254,1852,1992,1447,2148,1410,1366,1418,697,333,174,"Columbia city, South Carolina",1719,205,135,148,95,90,90,197,211,244,254,241,493,401,556,567,583,487,564,421,491,450,279,178,110
"G45048535","2012","SC",,,"South Carolina","45",,,"Mount Pleasant town","48535",,,,,,,,,,,,,,,,"16000US4548535","Mount Pleasant town, South Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,"Mount Pleasant town, South Carolina",,,,,,,,,,,,,,,,,,,,,,,,,
"G45050875","2012","SC",,,"South Carolina","45",,,"North Charleston city","50875",,,,,,,,,,,,,,,,"16000US4550875","North Charleston city, South Carolina",17993,979,609,175,206,89,49,206,593,593,515,1155,462,1045,2603,2282,2060,1362,1370,634,494,242,121,35,114,"North Charleston city, South Carolina",1786,485,374,175,187,106,61,214,320,297,270,443,237,449,660,724,654,474,442,455,257,175,121,61,114
"G45061405","2012","SC",,,"South Carolina","45",,,"Rock Hill city","61405",,,,,,,,,,,,,,,,"16000US4561405","Rock Hill city, South Carolina",12516,195,58,108,171,90,128,91,210,351,375,585,666,626,2261,2297,1263,666,1041,672,342,207,42,71,0,"Rock Hill city, South Carolina",1203,216,96,128,167,111,169,121,218,245,213,296,308,332,690,682,577,380,369,397,212,146,72,118,197
"G46052980","2012","SD",,,"South Dakota","46",,,"Rapid City city","52980",,,,,,,,,,,,,,,,"16000US4652980","Rapid City city, South Dakota",15484,277,199,232,181,132,116,63,464,22,42,114,390,842,2262,1647,2275,1136,1740,1264,1350,266,252,0,218,"Rapid City city, South Dakota",1113,208,149,203,151,151,96,78,421,40,72,114,241,481,686,483,578,408,608,492,585,222,230,147,222
"G46059020","2012","SD",,,"South Dakota","46",,,"Sioux Falls city","59020",,,,,,,,,,,,,,,,"16000US4659020","Sioux Falls city, South Dakota",36421,364,649,388,195,255,208,102,344,496,605,908,1165,1254,4652,6614,5388,2624,4319,2450,1681,839,766,44,111,"Sioux Falls city, South Dakota",1549,203,450,197,163,230,216,120,166,272,351,450,417,441,963,1130,980,695,768,762,568,431,502,75,93
"G47014000","2012","TN",,,"Tennessee","47",,,"Chattanooga city","14000",,,,,,,,,,,,,,,,"16000US4714000","Chattanooga city, Tennessee",36564,292,340,164,300,351,419,333,680,792,2125,975,2403,1811,3804,3965,5323,2795,3193,2425,1726,912,708,466,262,"Chattanooga city, Tennessee",2290,220,218,147,239,215,271,221,352,343,757,433,618,636,956,881,1094,739,795,821,544,408,337,385,189
"G47015160","2012","TN",,,"Tennessee","47",,,"Clarksville city","15160",,,,,,,,,,,,,,,,"16000US4715160","Clarksville city, Tennessee",26502,538,173,423,0,50,109,79,582,489,951,501,1108,944,5160,4496,3991,2368,2385,1255,460,179,142,64,55,"Clarksville city, Tennessee",2093,423,186,379,193,88,182,102,435,311,474,314,566,308,916,1042,925,914,799,551,254,141,171,108,66
"G47027740","2012","TN",,,"Tennessee","47",,,"Franklin city","27740",,,,,,,,,,,,,,,,"16000US4727740","Franklin city, Tennessee",,,,,,,,,,,,,,,,,,,,,,,,,,"Franklin city, Tennessee",,,,,,,,,,,,,,,,,,,,,,,,,
"G47037640","2012","TN",,,"Tennessee","47",,,"Jackson city","37640",,,,,,,,,,,,,,,,"16000US4737640","Jackson city, Tennessee",13414,54,112,189,44,25,378,237,614,524,797,648,842,1248,1494,1187,1611,868,1023,529,346,164,396,0,84,"Jackson city, Tennessee",1392,75,142,176,56,44,301,216,317,286,345,367,365,572,526,464,734,519,493,303,202,130,264,193,105
"G47040000","2012","TN",,,"Tennessee","47",,,"Knoxville city","40000",,,,,,,,,,,,,,,,"16000US4740000","Knoxville city, Tennessee",41816,328,328,272,103,30,284,241,626,1750,2197,3203,4489,3080,7022,5267,4462,1498,2663,672,1493,663,638,274,233,"Knoxville city, Tennessee",2343,237,197,170,127,52,242,169,305,634,631,694,1153,857,1172,1007,983,544,848,316,483,356,284,192,172
"G47048000","2012","TN",,,"Tennessee","47",,,"Memphis city","48000",,,,,,,,,,,,,,,,"16000US4748000","Memphis city, Tennessee",123895,1654,1121,1060,1985,2021,4091,2247,7266,8410,11132,9402,9323,7756,14196,9715,8421,3773,5822,4073,5223,1528,1749,886,1041,"Memphis city, Tennessee",4121,569,380,412,649,652,759,675,1190,1371,1480,1304,1410,1354,1453,1405,1312,817,1096,954,1053,445,523,333,410
"G47051560","2012","TN",,,"Tennessee","47",,,"Murfreesboro city","51560",,,,,,,,,,,,,,,,"16000US4751560","Murfreesboro city, Tennessee",19872,71,204,44,37,147,0,0,46,57,47,44,223,333,2383,3307,3088,1795,3793,1921,1462,390,233,174,73,"Murfreesboro city, Tennessee",1762,123,178,70,61,147,193,193,74,88,57,73,205,228,789,906,754,704,1031,661,486,293,216,223,118
"G47052006","2012","TN",,,"Tennessee","47",,,"Nashville-Davidson metropolitan government (balance)","52006",,,,,,,,,,,,,,,,"16000US4752006","Nashville-Davidson metropolitan government (balance), Tennessee",128079,810,925,378,375,181,168,355,588,1404,1660,3491,4492,4951,18481,16274,16779,9945,13878,9652,12201,4212,3623,1879,1377,"Nashville-Davidson metropolitan government (balance), Tennessee",3700,360,330,269,265,174,157,278,400,551,535,849,892,970,1691,1791,1579,1573,1766,1441,1485,1114,730,676,500
"G48001000","2012","TX",,,"Texas","48",,,"Abilene city","01000",,,,,,,,,,,,,,,,"16000US4801000","Abilene city, Texas",22178,289,556,484,390,403,728,663,1141,1071,1992,1548,1089,1385,2508,2402,2396,1079,832,506,429,216,71,0,0,"Abilene city, Texas",1649,221,340,303,193,289,392,325,499,378,551,495,354,524,651,605,597,556,360,277,296,173,90,206,206
"G48001924","2012","TX",,,"Texas","48",,,"Allen city","01924",,,,,,,,,,,,,,,,"16000US4801924","Allen city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,"Allen city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,
"G48003000","2012","TX",,,"Texas","48",,,"Amarillo city","03000",,,,,,,,,,,,,,,,"16000US4803000","Amarillo city, Texas",45104,361,398,397,681,513,1069,490,1235,2243,2626,2690,3006,2752,6831,6695,3914,2767,2698,1395,1339,331,441,130,102,"Amarillo city, Texas",2027,224,223,240,341,248,489,236,482,641,616,794,819,631,1139,1122,736,611,704,548,714,176,332,109,100
"G48004000","2012","TX",,,"Texas","48",,,"Arlington city","04000",,,,,,,,,,,,,,,,"16000US4804000","Arlington city, Texas",72997,393,990,279,36,34,656,109,805,1109,2394,3246,4157,5304,15081,11749,9095,4789,6641,3105,1666,420,700,160,79,"Arlington city, Texas",3530,298,619,178,59,58,414,143,518,563,748,957,1139,1153,1770,1757,1450,927,1240,1045,467,252,424,183,130
"G48004462","2012","TX",,,"Texas","48",,,"Atascocita CDP","04462",,,,,,,,,,,,,,,,"16000US4804462","Atascocita CDP, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,"Atascocita CDP, Texas",,,,,,,,,,,,,,,,,,,,,,,,,
"G48005000","2012","TX",,,"Texas","48",,,"Austin city","05000",,,,,,,,,,,,,,,,"16000US4805000","Austin city, Texas",147758,993,1100,985,394,216,536,270,464,830,1772,1253,2946,2987,10409,11555,16158,12044,20281,15738,20116,11022,9533,2646,3510,"Austin city, Texas",4376,577,496,347,237,170,367,232,413,380,692,615,873,807,1487,1857,1792,1333,1806,1895,2003,1440,1483,722,838
"G48006128","2012","TX",,,"Texas","48",,,"Baytown city","06128",,,,,,,,,,,,,,,,"16000US4806128","Baytown city, Texas",16196,549,0,95,43,70,175,536,1296,774,1253,1369,1582,2119,1750,1582,1152,508,817,297,152,0,0,50,27,"Baytown city, Texas",1466,373,206,141,71,117,172,338,442,376,437,711,565,764,733,817,487,406,367,221,152,206,206,82,44
"G48007000","2012","TX",,,"Texas","48",,,"Beaumont city","07000",,,,,,,,,,,,,,,,"16000US4807000","Beaumont city, Texas",25516,196,418,638,524,758,425,374,2177,1131,989,1653,1892,1704,3133,1598,2267,1255,1850,705,835,518,185,55,236,"Beaumont city, Texas",1784,115,240,440,341,384,237,266,618,507,385,522,595,683,767,584,617,527,617,346,402,268,206,92,294
"G48010768","2012","TX",,,"Texas","48",,,"Brownsville city","10768",,,,,,,,,,,,,,,,"16000US4810768","Brownsville city, Texas",32331,305,513,276,623,368,1318,980,2691,2375,3479,4013,2794,2480,2523,1610,1886,919,1313,643,242,693,167,70,50,"Brownsville city, Texas",2081,270,374,194,378,211,574,334,587,666,794,1107,716,645,775,717,816,475,681,407,171,427,198,83,81
"G48010912","2012","TX",,,"Texas","48",,,"Bryan city","10912",,,,,,,,,,,,,,,,"16000US4810912","Bryan city, Texas",12557,487,142,362,25,221,230,114,210,462,695,348,1154,733,1851,1927,917,636,719,726,0,302,49,0,247,"Bryan city, Texas",1280,364,154,280,43,230,146,159,240,319,379,227,602,433,685,588,432,435,378,414,206,243,79,206,218
"G48013024","2012","TX",,,"Texas","48",,,"Carrollton city","13024",,,,,,,,,,,,,,,,"16000US4813024","Carrollton city, Texas",27386,37,102,41,0,44,231,0,155,0,114,286,807,911,3358,4291,4735,3001,4726,2016,1513,353,400,83,182,"Carrollton city, Texas",1621,61,98,69,206,73,396,206,167,206,189,249,419,498,731,895,825,1002,958,619,653,231,281,95,180
"G48015976","2012","TX",,,"Texas","48",,,"College Station city","15976",,,,,,,,,,,,,,,,"16000US4815976","College Station city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,"College Station city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,
"G48017000","2012","TX",,,"Texas","48",,,"Corpus Christi city","17000",,,,,,,,,,,,,,,,"16000US4817000","Corpus Christi city, Texas",62280,706,508,380,462,699,613,942,2015,3233,3208,3619,5151,4274,9620,8249,5132,4029,3601,2455,1190,1281,435,357,121,"Corpus Christi city, Texas",2807,368,365,232,253,393,274,450,532,704,676,881,954,1017,1590,1498,1086,977,840,808,433,657,247,462,148
"G48019000","2012","TX",,,"Texas","48",,,"Dallas city","19000",,,,,,,,,,,,,,,,"16000US4819000","Dallas city, Texas",196361,1420,1147,1819,1094,1567,1965,2879,7513,8447,10744,11505,13698,10790,19612,12143,11717,7914,14450,11434,17759,9760,8621,3452,4911,"Dallas city, Texas",5226,506,449,740,398,572,603,800,1263,1289,1400,1431,1775,1440,2128,1561,1483,1099,1643,1305,1637,1186,1201,798,665
"G48019972","2012","TX",,,"Texas","48",,,"Denton city","19972",,,,,,,,,,,,,,,,"16000US4819972","Denton city, Texas",20068,187,133,77,509,39,0,67,368,140,143,380,827,1325,3604,3864,3078,1259,1720,1078,733,231,306,0,0,"Denton city, Texas",1559,222,144,127,476,65,206,113,270,188,150,290,519,595,1060,1207,860,543,515,441,253,153,232,206,206
"G48022660","2012","TX",,,"Texas","48",,,"Edinburg city","22660",,,,,,,,,,,,,,,,"16000US4822660","Edinburg city, Texas",16000,37,355,707,667,39,142,735,489,271,871,1269,1094,797,2737,2071,1334,790,592,474,529,0,0,0,0,"Edinburg city, Texas",1570,63,320,549,439,65,241,481,361,213,511,638,618,523,955,634,720,671,344,415,456,206,206,206,206
"G48024000","2012","TX",,,"Texas","48",,,"El Paso city","24000",,,,,,,,,,,,,,,,"16000US4824000","El Paso city, Texas",128104,945,1084,983,645,233,536,747,1668,2010,5494,7661,11216,11966,26859,16970,13077,7122,6546,5151,3824,1098,1488,283,498,"El Paso city, Texas",3590,471,491,464,413,221,409,542,655,812,966,1193,1772,1408,2521,1920,1750,1374,1269,1219,1037,483,551,223,297
"G48026232","2012","TX",,,"Texas","48",,,"Flower Mound town","26232",,,,,,,,,,,,,,,,"16000US4826232","Flower Mound town, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,"Flower Mound town, Texas",,,,,,,,,,,,,,,,,,,,,,,,,
"G48027000","2012","TX",,,"Texas","48",,,"Fort Worth city","27000",,,,,,,,,,,,,,,,"16000US4827000","Fort Worth city, Texas",152387,1247,1296,1063,1841,1647,1548,2449,5753,6357,9186,9660,11526,9722,20901,20274,14471,8190,9726,5518,4055,2407,2263,677,610,"Fort Worth city, Texas",4713,488,541,556,818,539,463,762,1110,990,1127,1540,1514,1571,2112,2677,2375,1326,1576,998,798,642,559,364,313
"G48027684","2012","TX",,,"Texas","48",,,"Frisco city","27684",,,,,,,,,,,,,,,,"16000US4827684","Frisco city, Texas",32540,0,0,0,153,0,0,0,0,0,28,0,223,378,324,1324,3376,3953,6921,4431,6662,2038,1969,361,399,"Frisco city, Texas",1561,206,206,206,157,206,206,206,206,206,47,206,160,368,268,571,708,1068,1128,843,1025,544,579,223,233
"G48029000","2012","TX",,,"Texas","48",,,"Garland city","29000",,,,,,,,,,,,,,,,"16000US4829000","Garland city, Texas",47246,238,111,248,125,163,0,36,373,1318,1863,2744,5492,5975,10571,6610,3833,1810,3238,1519,651,261,34,33,0,"Garland city, Texas",2421,192,133,223,149,156,206,60,244,513,613,792,1229,1115,1375,992,851,576,729,448,328,200,55,55,206
"G48030464","2012","TX",,,"Texas","48",,,"Grand Prairie city","30464",,,,,,,,,,,,,,,,"16000US4830464","Grand Prairie city, Texas",35817,184,118,443,202,195,104,412,919,1311,2248,1000,2277,2172,5713,6092,4957,1933,2573,1911,589,235,80,0,149,"Grand Prairie city, Texas",2119,163,131,350,216,218,135,297,392,578,790,338,723,725,1219,1572,1020,530,907,667,392,208,96,206,172
"G48032372","2012","TX",,,"Texas","48",,,"Harlingen city","32372",,,,,,,,,,,,,,,,"16000US4832372","Harlingen city, Texas",12277,211,206,468,94,445,462,451,791,845,1412,1493,676,657,1126,1064,609,334,549,103,161,0,67,53,0,"Harlingen city, Texas",1387,180,190,301,156,260,283,405,311,524,644,526,413,341,546,459,315,286,328,111,167,206,111,89,206
"G48035000","2012","TX",,,"Texas","48",,,"Houston city","35000",,,,,,,,,,,,,,,,"16000US4835000","Houston city, Texas",343902,1213,1337,2343,2509,2753,3214,2940,9289,12695,18699,17703,26898,23447,47585,24956,28010,14536,23518,18519,22865,12313,13915,5040,7605,"Houston city, Texas",7251,371,499,659,630,884,797,687,1348,1732,2130,1884,2427,2181,3352,2583,2884,1991,2154,2281,2206,1605,1475,734,1419
"G48037000","2012","TX",,,"Texas","48",,,"Irving city","37000",,,,,,,,,,,,,,,,"16000US4837000","Irving city, Texas",30555,501,179,177,0,35,61,0,334,338,807,1326,1976,2992,4964,2803,2946,1794,3216,1507,2613,1396,490,63,37,"Irving city, Texas",1784,392,153,133,206,57,74,206,343,245,377,422,578,696,958,764,756,634,757,505,689,444,289,104,60
"G48039148","2012","TX",,,"Texas","48",,,"Killeen city","39148",,,,,,,,,,,,,,,,"16000US4839148","Killeen city, Texas",22813,94,241,108,0,30,313,55,704,689,975,1180,2290,2429,4008,2971,3172,1262,1543,440,168,47,35,0,59,"Killeen city, Texas",1835,112,207,129,206,51,232,73,387,409,455,598,709,947,846,1006,876,531,649,298,173,79,61,206,107
"G48041464","2012","TX",,,"Texas","48",,,"Laredo city","41464",,,,,,,,,,,,,,,,"16000US4841464","Laredo city, Texas",40628,305,27,340,235,164,574,473,1393,1945,2313,3280,2776,3805,6867,4626,5004,1922,1649,1308,886,382,190,71,93,"Laredo city, Texas",1945,221,44,268,186,171,380,253,596,554,544,642,624,824,1205,1110,1072,548,514,508,407,321,186,80,100
"G48041980","2012","TX",,,"Texas","48",,,"League City city","41980",,,,,,,,,,,,,,,,"16000US4841980","League City city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,"League City city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,
"G48042508","2012","TX",,,"Texas","48",,,"Lewisville city","42508",,,,,,,,,,,,,,,,"16000US4842508","Lewisville city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,"Lewisville city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,
"G48043888","2012","TX",,,"Texas","48",,,"Longview city","43888",,,,,,,,,,,,,,,,"16000US4843888","Longview city, Texas",15936,281,192,119,39,129,98,283,1195,906,668,998,1154,678,2115,1565,1439,1221,848,919,698,179,106,0,106,"Longview city, Texas",1311,294,156,157,66,106,106,159,702,529,351,389,453,447,639,536,574,575,391,488,456,178,124,206,164
"G48045000","2012","TX",,,"Texas","48",,,"Lubbock city","45000",,,,,,,,,,,,,,,,"16000US4845000","Lubbock city, Texas",47129,583,848,255,410,429,940,805,1653,1347,2193,2880,5029,3658,7336,5827,3648,1825,3033,1777,1319,851,203,212,68,"Lubbock city, Texas",2527,526,402,225,236,337,539,388,607,483,692,804,1189,976,1140,1113,906,554,674,501,476,432,160,206,85
"G48045384","2012","TX",,,"Texas","48",,,"McAllen city","45384",,,,,,,,,,,,,,,,"16000US4845384","McAllen city, Texas",24155,178,233,287,187,249,272,146,490,805,1859,1192,1922,2083,3663,3873,1962,1466,1002,685,747,298,233,0,323,"McAllen city, Texas",2027,197,174,228,150,227,318,131,235,490,729,555,815,739,888,1042,611,583,414,461,348,297,236,206,368
"G48045744","2012","TX",,,"Texas","48",,,"McKinney city","45744",,,,,,,,,,,,,,,,"16000US4845744","McKinney city, Texas",32109,0,0,388,47,94,0,0,59,86,367,112,228,400,1978,4056,5222,3785,6401,3022,2385,2073,1108,156,142,"McKinney city, Texas",2043,206,206,379,79,161,206,206,94,108,362,119,166,321,725,1084,1145,835,1062,768,662,756,974,134,164
"G48047892","2012","TX",,,"Texas","48",,,"Mesquite city","47892",,,,,,,,,,,,,,,,"16000US4847892","Mesquite city, Texas",27112,0,202,0,0,51,62,204,1111,1671,1720,1922,2232,3170,5598,4040,2519,823,1304,305,58,0,0,34,86,"Mesquite city, Texas",2024,206,205,206,206,84,102,152,480,520,592,622,733,844,1042,736,814,464,730,395,97,206,206,56,141
"G48048072","2012","TX",,,"Texas","48",,,"Midland city","48072",,,,,,,,,,,,,,,,"16000US4848072","Midland city, Texas",25991,131,168,192,228,345,630,477,812,575,730,1401,952,1194,1869,2196,3080,2461,2591,2683,1792,860,288,336,0,"Midland city, Texas",1610,170,160,176,199,286,370,408,499,323,371,634,419,515,615,708,752,665,680,768,634,455,210,308,206
"G48048768","2012","TX",,,"Texas","48",,,"Mission city","48768",,,,,,,,,,,,,,,,"16000US4848768","Mission city, Texas",16905,183,578,310,292,216,232,447,647,935,2443,1026,1045,1458,1840,866,998,821,1238,596,381,81,0,272,0,"Mission city, Texas",1791,184,487,257,283,182,202,345,510,327,991,414,570,751,657,537,528,626,520,473,301,137,206,344,206
"G48048804","2012","TX",,,"Texas","48",,,"Missouri City city","48804",,,,,,,,,,,,,,,,"16000US4848804","Missouri City city, Texas",20662,36,70,0,67,0,75,0,0,118,274,901,1305,1061,2331,1822,4356,1092,2821,2554,1073,333,155,43,175,"Missouri City city, Texas",1350,61,118,206,112,206,128,206,206,197,195,462,756,482,820,724,921,534,867,790,601,246,186,79,205
"G48052356","2012","TX",,,"Texas","48",,,"North Richland Hills city","52356",,,,,,,,,,,,,,,,"16000US4852356","North Richland Hills city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,"North Richland Hills city, Texas",,,,,,,,,,,,,,,,,,,,,,,,,
"G48053388","2012","TX",,,"Texas","48",,,"Odessa city","53388",,,,,,,,,,,,,,,,"16000US4853388","Odessa city, Texas",24946,437,424,521,96,654,639,330,646,976,1469,764,2032,2531,3723,2406,2387,1074,1357,1103,537,482,257,101,0,"Odessa city, Texas",1623,292,328,336,122,412,441,269,320,341,548,309,683,886,826,820,683,427,504,478,328,306,224,123,206
"G48056000","2012","TX",,,"Texas","48",,,"Pasadena city","56000",,,,,,,,,,,,,,,,"16000US4856000","Pasadena city, Texas",26296,317,639,416,79,74,436,335,1051,1098,1282,1873,3198,2187,3950,1998,2928,935,2052,460,711,121,115,0,41,"Pasadena city, Texas",2013,226,340,278,92,87,293,290,583,452,485,735,784,715,975,636,927,431,698,279,376,116,139,206,66
