GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,ALLGE001,ALLGE002,ALLGE003,ALLGE004,ALLGE005,ALLGE006,ALLGE007,ALLGE008,ALLGE009,ALLGE010,ALLGE011,ALLGE012,ALLGE013,ALLGE014,ALLGE015,ALLGE016,ALLGE017,ALLGE018,ALLGE019,ALLGE020,ALLGE021,ALLGE022,ALLGE023,ALLGE024,ALLGE025,ALLGE026,ALLGE027,NAME_M,ALLGM001,ALLGM002,ALLGM003,ALLGM004,ALLGM005,ALLGM006,ALLGM007,ALLGM008,ALLGM009,ALLGM010,ALLGM011,ALLGM012,ALLGM013,ALLGM014,ALLGM015,ALLGM016,ALLGM017,ALLGM018,ALLGM019,ALLGM020,ALLGM021,ALLGM022,ALLGM023,ALLGM024,ALLGM025,ALLGM026,ALLGM027
"G22008920","2019","LA",,,"Louisiana","22",,,"Bossier City city","08920",,,,,,,,,,,,,,,,"16000US2208920","Bossier City city, Louisiana",15486,179,0,0,0,0,33,504,65,441,217,368,712,427,1505,1892,3144,2001,1724,577,1118,345,234,0,0,0,0,"Bossier City city, Louisiana",1672,183,224,224,224,224,53,467,76,400,195,302,435,341,830,745,1128,747,714,362,638,419,230,224,224,224,224
"G22039475","2019","LA",,,"Louisiana","22",,,"Kenner city","39475",,,,,,,,,,,,,,,,"16000US2239475","Kenner city, Louisiana",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Kenner city, Louisiana",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G22040735","2019","LA",,,"Louisiana","22",,,"Lafayette city","40735",,,,,,,,,,,,,,,,"16000US2240735","Lafayette city, Louisiana",30479,197,139,24,187,0,73,185,664,243,459,798,495,501,1201,2972,4332,2554,4176,2786,3997,2150,1374,613,250,0,109,"Lafayette city, Louisiana",2194,207,234,37,236,224,121,228,499,197,381,708,408,472,462,1048,942,737,1130,975,1224,985,700,566,238,224,186
"G22041155","2019","LA",,,"Louisiana","22",,,"Lake Charles city","41155",,,,,,,,,,,,,,,,"16000US2241155","Lake Charles city, Louisiana",17312,146,0,147,119,0,51,126,189,926,497,1039,855,404,2085,1627,2004,1364,1973,956,1377,629,408,191,0,199,0,"Lake Charles city, Louisiana",1913,142,224,141,195,224,88,214,214,528,244,728,505,259,736,761,790,566,842,522,626,433,315,207,224,243,224
"G22050115","2019","LA",,,"Louisiana","22",,,"Metairie CDP","50115",,,,,,,,,,,,,,,,"16000US2250115","Metairie CDP, Louisiana",33527,94,113,39,55,0,0,22,0,523,74,119,407,484,1868,1227,1494,3076,7697,5591,5655,1723,1817,545,373,315,216,"Metairie CDP, Louisiana",2143,84,132,64,91,224,224,39,224,441,86,143,261,330,813,517,570,758,1066,1027,1099,458,552,248,249,288,190
"G22055000","2019","LA",,,"Louisiana","22",,,"New Orleans city","55000",,,,,,,,,,,,,,,,"16000US2255000","New Orleans city, Louisiana",75257,514,264,240,208,104,87,136,450,725,258,1035,1591,2006,3809,5293,7896,5855,8340,5350,10768,5813,8433,3123,1937,404,618,"New Orleans city, Louisiana",2470,316,221,183,172,102,85,142,276,400,183,397,495,643,881,1014,1265,1074,1378,726,1082,814,1077,542,475,195,235
"G22070000","2019","LA",,,"Louisiana","22",,,"Shreveport city","70000",,,,,,,,,,,,,,,,"16000US2270000","Shreveport city, Louisiana",42072,461,368,688,431,507,1111,381,562,1330,1967,1334,1795,788,4543,4344,5360,2374,4404,3157,3340,1113,711,258,326,228,191,"Shreveport city, Louisiana",2353,319,313,472,328,403,559,278,363,740,855,625,827,582,1210,1211,1353,844,1258,999,1270,523,367,186,400,315,201
"G23060545","2019","ME",,,"Maine","23",,,"Portland city","60545",,,,,,,,,,,,,,,,"16000US2360545","Portland city, Maine",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Portland city, Maine",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G24004000","2019","MD",,,"Maryland","24",,,"Baltimore city","04000",,,,,,,,,,,,,,,,"16000US2404000","Baltimore city, Maryland",115524,1567,537,860,358,950,571,640,2435,2356,2208,3880,4932,3282,9626,10791,11202,9475,12874,12935,11285,4442,5501,1620,632,293,272,"Baltimore city, Maryland",4666,604,410,362,221,491,292,437,755,865,584,973,1181,999,1707,1693,1536,1387,1664,1816,1456,988,1276,595,348,188,219
"G24019125","2019","MD",,,"Maryland","24",,,"Columbia CDP","19125",,,,,,,,,,,,,,,,"16000US2419125","Columbia CDP, Maryland",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Columbia CDP, Maryland",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G24026000","2019","MD",,,"Maryland","24",,,"Ellicott City CDP","26000",,,,,,,,,,,,,,,,"16000US2426000","Ellicott City CDP, Maryland",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ellicott City CDP, Maryland",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G24030325","2019","MD",,,"Maryland","24",,,"Frederick city","30325",,,,,,,,,,,,,,,,"16000US2430325","Frederick city, Maryland",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Frederick city, Maryland",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G24031175","2019","MD",,,"Maryland","24",,,"Gaithersburg city","31175",,,,,,,,,,,,,,,,"16000US2431175","Gaithersburg city, Maryland",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gaithersburg city, Maryland",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G24032025","2019","MD",,,"Maryland","24",,,"Germantown CDP","32025",,,,,,,,,,,,,,,,"16000US2432025","Germantown CDP, Maryland",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Germantown CDP, Maryland",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G24032650","2019","MD",,,"Maryland","24",,,"Glen Burnie CDP","32650",,,,,,,,,,,,,,,,"16000US2432650","Glen Burnie CDP, Maryland",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Glen Burnie CDP, Maryland",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G24067675","2019","MD",,,"Maryland","24",,,"Rockville city","67675",,,,,,,,,,,,,,,,"16000US2467675","Rockville city, Maryland",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rockville city, Maryland",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G24072450","2019","MD",,,"Maryland","24",,,"Silver Spring CDP","72450",,,,,,,,,,,,,,,,"16000US2472450","Silver Spring CDP, Maryland",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Silver Spring CDP, Maryland",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G24081175","2019","MD",,,"Maryland","24",,,"Waldorf CDP","81175",,,,,,,,,,,,,,,,"16000US2481175","Waldorf CDP, Maryland",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Waldorf CDP, Maryland",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G25007000","2019","MA",,,"Massachusetts","25",,,"Boston city","07000",,,,,,,,,,,,,,,,"16000US2507000","Boston city, Massachusetts",94202,977,0,118,502,251,227,0,332,70,0,50,0,0,275,0,289,299,1762,2365,9722,13752,31707,14623,8018,3902,4961,"Boston city, Massachusetts",3584,400,216,190,409,291,350,216,391,117,216,81,216,216,237,216,214,198,557,885,1291,1902,2632,1845,1493,1022,997
"G25009000","2019","MA",,,"Massachusetts","25",,,"Brockton city","09000",,,,,,,,,,,,,,,,"16000US2509000","Brockton city, Massachusetts",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Brockton city, Massachusetts",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G25011000","2019","MA",,,"Massachusetts","25",,,"Cambridge city","11000",,,,,,,,,,,,,,,,"16000US2511000","Cambridge city, Massachusetts",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cambridge city, Massachusetts",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G25023000","2019","MA",,,"Massachusetts","25",,,"Fall River city","23000",,,,,,,,,,,,,,,,"16000US2523000","Fall River city, Massachusetts",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fall River city, Massachusetts",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G25024960","2019","MA",,,"Massachusetts","25",,,"Framingham city","24960",,,,,,,,,,,,,,,,"16000US2524960","Framingham city, Massachusetts",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Framingham city, Massachusetts",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G25034550","2019","MA",,,"Massachusetts","25",,,"Lawrence city","34550",,,,,,,,,,,,,,,,"16000US2534550","Lawrence city, Massachusetts",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lawrence city, Massachusetts",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G25037000","2019","MA",,,"Massachusetts","25",,,"Lowell city","37000",,,,,,,,,,,,,,,,"16000US2537000","Lowell city, Massachusetts",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lowell city, Massachusetts",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G25037490","2019","MA",,,"Massachusetts","25",,,"Lynn city","37490",,,,,,,,,,,,,,,,"16000US2537490","Lynn city, Massachusetts",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lynn city, Massachusetts",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G25045000","2019","MA",,,"Massachusetts","25",,,"New Bedford city","45000",,,,,,,,,,,,,,,,"16000US2545000","New Bedford city, Massachusetts",,,,,,,,,,,,,,,,,,,,,,,,,,,,"New Bedford city, Massachusetts",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G25045560","2019","MA",,,"Massachusetts","25",,,"Newton city","45560",,,,,,,,,,,,,,,,"16000US2545560","Newton city, Massachusetts",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Newton city, Massachusetts",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G25055745","2019","MA",,,"Massachusetts","25",,,"Quincy city","55745",,,,,,,,,,,,,,,,"16000US2555745","Quincy city, Massachusetts",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Quincy city, Massachusetts",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G25062535","2019","MA",,,"Massachusetts","25",,,"Somerville city","62535",,,,,,,,,,,,,,,,"16000US2562535","Somerville city, Massachusetts",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Somerville city, Massachusetts",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G25067000","2019","MA",,,"Massachusetts","25",,,"Springfield city","67000",,,,,,,,,,,,,,,,"16000US2567000","Springfield city, Massachusetts",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Springfield city, Massachusetts",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G25082000","2019","MA",,,"Massachusetts","25",,,"Worcester city","82000",,,,,,,,,,,,,,,,"16000US2582000","Worcester city, Massachusetts",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Worcester city, Massachusetts",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G26003000","2019","MI",,,"Michigan","26",,,"Ann Arbor city","03000",,,,,,,,,,,,,,,,"16000US2603000","Ann Arbor city, Michigan",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ann Arbor city, Michigan",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G26021000","2019","MI",,,"Michigan","26",,,"Dearborn city","21000",,,,,,,,,,,,,,,,"16000US2621000","Dearborn city, Michigan",20057,93,132,95,37,34,71,0,179,162,262,433,523,570,2654,3958,2726,2194,2031,2030,1121,227,242,199,32,52,0,"Dearborn city, Michigan",1667,114,130,96,61,56,112,175,134,141,188,231,333,268,633,798,704,636,632,496,472,166,147,150,53,80,175
"G26022000","2019","MI",,,"Michigan","26",,,"Detroit city","22000",,,,,,,,,,,,,,,,"16000US2622000","Detroit city, Michigan",127801,5380,5614,5158,8718,5257,8789,3716,9957,12706,10456,8059,7935,3309,9114,3166,5564,2230,3673,2665,2498,1189,1379,531,471,50,217,"Detroit city, Michigan",4950,1113,1165,1101,1458,1096,1444,1012,1668,1628,1901,1492,1566,877,1672,1429,1265,696,990,682,651,385,486,348,351,83,145
"G26027440","2019","MI",,,"Michigan","26",,,"Farmington Hills city","27440",,,,,,,,,,,,,,,,"16000US2627440","Farmington Hills city, Michigan",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Farmington Hills city, Michigan",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G26029000","2019","MI",,,"Michigan","26",,,"Flint city","29000",,,,,,,,,,,,,,,,"16000US2629000","Flint city, Michigan",23767,1577,2951,2430,2085,1395,1660,1527,1974,1746,1340,878,565,284,1287,323,821,89,0,328,172,169,102,64,0,0,0,"Flint city, Michigan",2371,539,1064,904,719,545,710,671,680,708,731,455,398,217,770,276,541,106,175,351,145,204,169,106,175,175,175
"G26034000","2019","MI",,,"Michigan","26",,,"Grand Rapids city","34000",,,,,,,,,,,,,,,,"16000US2634000","Grand Rapids city, Michigan",43609,286,95,214,72,61,44,30,53,871,1076,1082,1185,1381,4358,5194,7942,5541,6966,3685,1995,776,498,45,88,71,0,"Grand Rapids city, Michigan",2242,212,111,233,118,102,72,47,89,433,468,485,444,589,943,1072,1356,968,1203,972,611,269,270,76,102,121,175
"G26042160","2019","MI",,,"Michigan","26",,,"Kalamazoo city","42160",,,,,,,,,,,,,,,,"16000US2642160","Kalamazoo city, Michigan",11613,164,206,113,151,201,190,122,266,1070,323,699,741,501,1206,1773,1338,369,802,451,491,122,144,0,170,0,0,"Kalamazoo city, Michigan",1727,266,196,114,197,160,204,119,189,554,269,412,468,278,416,697,407,207,338,228,249,128,151,175,184,175,175
"G26046000","2019","MI",,,"Michigan","26",,,"Lansing city","46000",,,,,,,,,,,,,,,,"16000US2646000","Lansing city, Michigan",26431,96,168,172,388,135,395,470,1787,1228,1584,2727,3056,2424,5289,2650,1348,739,938,272,67,26,437,35,0,0,0,"Lansing city, Michigan",1764,122,173,172,332,128,250,507,643,381,479,762,982,831,1076,746,504,439,459,199,113,45,278,59,175,175,175
"G26049000","2019","MI",,,"Michigan","26",,,"Livonia city","49000",,,,,,,,,,,,,,,,"16000US2649000","Livonia city, Michigan",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Livonia city, Michigan",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G26069035","2019","MI",,,"Michigan","26",,,"Rochester Hills city","69035",,,,,,,,,,,,,,,,"16000US2669035","Rochester Hills city, Michigan",22438,82,70,153,0,190,36,160,50,195,57,21,203,0,575,791,1241,939,2637,3264,6260,3541,1560,241,128,0,44,"Rochester Hills city, Michigan",1526,70,118,121,175,121,60,130,84,218,67,34,181,175,355,354,589,413,769,823,827,713,481,241,102,175,75
"G26074900","2019","MI",,,"Michigan","26",,,"Southfield city","74900",,,,,,,,,,,,,,,,"16000US2674900","Southfield city, Michigan",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Southfield city, Michigan",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G26076460","2019","MI",,,"Michigan","26",,,"Sterling Heights city","76460",,,,,,,,,,,,,,,,"16000US2676460","Sterling Heights city, Michigan",38426,451,405,84,326,126,94,0,0,46,200,617,304,38,1349,1316,4429,6454,11858,5879,3166,846,254,73,0,0,111,"Sterling Heights city, Michigan",1800,447,384,99,279,149,117,175,175,76,169,437,212,62,717,685,959,1292,1425,933,760,515,219,122,175,175,134
"G26080700","2019","MI",,,"Michigan","26",,,"Troy city","80700",,,,,,,,,,,,,,,,"16000US2680700","Troy city, Michigan",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Troy city, Michigan",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G26084000","2019","MI",,,"Michigan","26",,,"Warren city","84000",,,,,,,,,,,,,,,,"16000US2684000","Warren city, Michigan",36658,420,159,314,331,95,228,345,734,1300,1200,1655,1269,1425,4049,5426,8262,4429,3115,982,381,137,277,47,0,0,78,"Warren city, Michigan",2177,315,162,262,207,101,179,248,316,550,477,640,537,485,996,1099,1293,784,680,550,334,130,253,76,175,175,73
"G26086000","2019","MI",,,"Michigan","26",,,"Westland city","86000",,,,,,,,,,,,,,,,"16000US2686000","Westland city, Michigan",20298,87,86,92,166,153,173,0,301,445,788,872,899,761,2040,3499,5338,1991,1326,618,368,149,99,0,47,0,0,"Westland city, Michigan",1769,105,101,109,121,159,131,175,197,270,335,449,316,306,661,882,1103,606,562,341,302,145,172,175,80,175,175
"G26088940","2019","MI",,,"Michigan","26",,,"Wyoming city","88940",,,,,,,,,,,,,,,,"16000US2688940","Wyoming city, Michigan",17956,127,114,0,0,0,108,43,451,288,149,339,574,668,2654,2611,4198,1182,1811,1608,502,404,0,0,74,51,0,"Wyoming city, Michigan",1659,123,136,175,175,175,131,71,374,256,150,208,265,299,848,731,938,530,980,584,436,327,175,175,95,82,175
"G27006382","2019","MN",,,"Minnesota","27",,,"Blaine city","06382",,,,,,,,,,,,,,,,"16000US2706382","Blaine city, Minnesota",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Blaine city, Minnesota",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G27006616","2019","MN",,,"Minnesota","27",,,"Bloomington city","06616",,,,,,,,,,,,,,,,"16000US2706616","Bloomington city, Minnesota",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bloomington city, Minnesota",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G27007966","2019","MN",,,"Minnesota","27",,,"Brooklyn Park city","07966",,,,,,,,,,,,,,,,"16000US2707966","Brooklyn Park city, Minnesota",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Brooklyn Park city, Minnesota",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G27017000","2019","MN",,,"Minnesota","27",,,"Duluth city","17000",,,,,,,,,,,,,,,,"16000US2717000","Duluth city, Minnesota",22278,196,243,93,47,81,28,102,112,111,324,583,664,264,2341,3785,2657,2103,3018,1763,1673,1080,854,156,0,0,0,"Duluth city, Minnesota",1378,159,219,116,78,101,46,106,95,96,257,294,238,163,630,771,779,611,768,573,452,372,288,141,149,149,149
"G27017288","2019","MN",,,"Minnesota","27",,,"Eagan city","17288",,,,,,,,,,,,,,,,"16000US2717288","Eagan city, Minnesota",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Eagan city, Minnesota",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G27035180","2019","MN",,,"Minnesota","27",,,"Lakeville city","35180",,,,,,,,,,,,,,,,"16000US2735180","Lakeville city, Minnesota",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lakeville city, Minnesota",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G27040166","2019","MN",,,"Minnesota","27",,,"Maple Grove city","40166",,,,,,,,,,,,,,,,"16000US2740166","Maple Grove city, Minnesota",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Maple Grove city, Minnesota",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G27043000","2019","MN",,,"Minnesota","27",,,"Minneapolis city","43000",,,,,,,,,,,,,,,,"16000US2743000","Minneapolis city, Minnesota",84829,351,100,102,22,317,76,0,85,298,133,168,472,276,2736,2924,6162,5525,12962,15069,17396,8600,7292,2401,1149,47,166,"Minneapolis city, Minnesota",3386,219,119,110,37,264,123,149,75,228,188,151,316,188,762,676,1140,1131,1511,1562,1943,1303,1142,640,435,77,122
"G27051730","2019","MN",,,"Minnesota","27",,,"Plymouth city","51730",,,,,,,,,,,,,,,,"16000US2751730","Plymouth city, Minnesota",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Plymouth city, Minnesota",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G27054880","2019","MN",,,"Minnesota","27",,,"Rochester city","54880",,,,,,,,,,,,,,,,"16000US2754880","Rochester city, Minnesota",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rochester city, Minnesota",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G27056896","2019","MN",,,"Minnesota","27",,,"St. Cloud city","56896",,,,,,,,,,,,,,,,"16000US2756896","St. Cloud city, Minnesota",,,,,,,,,,,,,,,,,,,,,,,,,,,,"St. Cloud city, Minnesota",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G27058000","2019","MN",,,"Minnesota","27",,,"St. Paul city","58000",,,,,,,,,,,,,,,,"16000US2758000","St. Paul city, Minnesota",57817,278,113,71,177,0,0,0,0,183,130,442,898,661,2144,3097,6392,7031,11579,8094,7887,3947,3208,880,348,36,221,"St. Paul city, Minnesota",2560,228,142,88,150,149,149,149,149,170,152,367,445,399,629,771,1193,1021,1433,1228,1160,724,766,371,231,58,316
"G27071428","2019","MN",,,"Minnesota","27",,,"Woodbury city","71428",,,,,,,,,,,,,,,,"16000US2771428","Woodbury city, Minnesota",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Woodbury city, Minnesota",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G28029700","2019","MS",,,"Mississippi","28",,,"Gulfport city","29700",,,,,,,,,,,,,,,,"16000US2829700","Gulfport city, Mississippi",12426,350,129,78,0,45,84,157,311,204,1198,908,826,306,1701,1529,864,867,944,645,540,391,33,106,163,47,0,"Gulfport city, Mississippi",1680,374,177,99,226,79,149,187,302,173,595,555,388,204,603,835,388,494,533,409,399,250,53,199,218,81,226
"G28036000","2019","MS",,,"Mississippi","28",,,"Jackson city","36000",,,,,,,,,,,,,,,,"16000US2836000","Jackson city, Mississippi",28928,271,238,687,613,788,488,1566,1826,1552,2420,1954,1887,1525,2931,2552,971,1015,1705,687,1617,334,754,358,47,0,142,"Jackson city, Mississippi",1881,258,160,361,421,434,377,700,886,627,769,773,777,701,982,884,461,485,760,560,552,227,471,288,72,226,147
"G29015670","2019","MO",,,"Missouri","29",,,"Columbia city","15670",,,,,,,,,,,,,,,,"16000US2915670","Columbia city, Missouri",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Columbia city, Missouri",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G29035000","2019","MO",,,"Missouri","29",,,"Independence city","35000",,,,,,,,,,,,,,,,"16000US2935000","Independence city, Missouri",27257,245,49,114,0,36,95,296,308,402,1565,1420,1415,1237,5843,3707,3732,1701,2290,996,1223,262,289,32,0,0,0,"Independence city, Missouri",2025,182,84,110,195,60,112,279,215,261,613,613,551,477,1330,796,877,550,730,399,589,196,267,54,195,195,195
"G29038000","2019","MO",,,"Missouri","29",,,"Kansas City city","38000",,,,,,,,,,,,,,,,"16000US2938000","Kansas City city, Missouri",110735,965,910,1412,1908,1499,1549,1185,4116,2446,2998,3603,2539,2376,10151,9078,11726,9145,12524,9341,11456,3803,4196,1082,351,222,154,"Kansas City city, Missouri",4330,462,399,574,669,506,755,541,1080,799,729,940,577,598,1281,1529,1675,1520,1627,1422,1364,793,995,398,237,164,192
"G29041348","2019","MO",,,"Missouri","29",,,"Lee's Summit city","41348",,,,,,,,,,,,,,,,"16000US2941348","Lee's Summit city, Missouri",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lee's Summit city, Missouri",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G29054074","2019","MO",,,"Missouri","29",,,"O'Fallon city","54074",,,,,,,,,,,,,,,,"16000US2954074","O'Fallon city, Missouri",,,,,,,,,,,,,,,,,,,,,,,,,,,,"O'Fallon city, Missouri",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G29064082","2019","MO",,,"Missouri","29",,,"St. Charles city","64082",,,,,,,,,,,,,,,,"16000US2964082","St. Charles city, Missouri",,,,,,,,,,,,,,,,,,,,,,,,,,,,"St. Charles city, Missouri",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G29064550","2019","MO",,,"Missouri","29",,,"St. Joseph city","64550",,,,,,,,,,,,,,,,"16000US2964550","St. Joseph city, Missouri",15845,92,160,105,52,69,166,116,812,457,977,1012,1068,1175,2892,1961,1730,1028,435,493,527,137,63,261,57,0,0,"St. Joseph city, Missouri",1260,94,166,129,89,94,148,134,501,258,464,468,359,554,872,508,548,345,200,272,300,101,78,186,100,195,195
"G29065000","2019","MO",,,"Missouri","29",,,"St. Louis city","65000",,,,,,,,,,,,,,,,"16000US2965000","St. Louis city, Missouri",64692,725,475,963,411,1301,1975,1078,1259,3657,2156,1589,2111,2307,6614,5545,6331,6269,6125,3418,5183,2130,2141,576,235,29,89,"St. Louis city, Missouri",3439,467,219,524,237,647,730,534,446,1117,833,695,617,658,1020,977,1109,1480,1087,783,1201,758,589,240,298,51,109
"G29070000","2019","MO",,,"Missouri","29",,,"Springfield city","70000",,,,,,,,,,,,,,,,"16000US2970000","Springfield city, Missouri",31201,278,43,475,344,143,239,108,477,1044,949,1242,2513,2122,5852,4060,2762,2827,1503,1458,1302,781,496,125,58,0,0,"Springfield city, Missouri",2541,213,72,310,345,168,211,123,312,511,476,544,667,859,1331,959,714,829,584,473,573,363,261,152,92,195,195
"G30006550","2019","MT",,,"Montana","30",,,"Billings city","06550",,,,,,,,,,,,,,,,"16000US3006550","Billings city, Montana",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Billings city, Montana",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G30050200","2019","MT",,,"Montana","30",,,"Missoula city","50200",,,,,,,,,,,,,,,,"16000US3050200","Missoula city, Montana",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Missoula city, Montana",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G31028000","2019","NE",,,"Nebraska","31",,,"Lincoln city","28000",,,,,,,,,,,,,,,,"16000US3128000","Lincoln city, Nebraska",67511,622,511,312,193,198,230,39,291,46,551,1395,835,1202,6699,7389,9182,7044,12528,7022,6329,2434,1659,446,195,21,138,"Lincoln city, Nebraska",2441,476,499,233,196,233,235,66,388,78,292,708,445,503,957,1202,1323,1171,1555,1144,820,623,538,298,165,34,168
"G31037000","2019","NE",,,"Nebraska","31",,,"Omaha city","37000",,,,,,,,,,,,,,,,"16000US3137000","Omaha city, Nebraska",110258,520,706,361,273,505,459,552,682,1885,2165,2581,4257,2616,9445,12813,14966,10939,15102,10460,9748,4002,3304,1039,461,232,185,"Omaha city, Nebraska",2900,311,309,215,193,265,273,281,366,669,642,747,917,782,1364,1754,1970,1095,1629,1325,1134,769,747,373,284,163,185
"G32023770","2019","NV",,,"Nevada","32",,,"Enterprise CDP","23770",,,,,,,,,,,,,,,,"16000US3223770","Enterprise CDP, Nevada",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Enterprise CDP, Nevada",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G32031900","2019","NV",,,"Nevada","32",,,"Henderson city","31900",,,,,,,,,,,,,,,,"16000US3231900","Henderson city, Nevada",79506,405,100,288,173,0,92,226,117,97,122,399,0,49,784,494,1397,2017,5330,11316,22874,16173,11571,2910,1222,443,907,"Henderson city, Nevada",3547,255,117,282,129,216,109,275,139,112,141,343,216,85,446,326,554,598,1188,1587,2156,1876,1525,848,528,254,424
"G32040000","2019","NV",,,"Nevada","32",,,"Las Vegas city","40000",,,,,,,,,,,,,,,,"16000US3240000","Las Vegas city, Nevada",123788,1084,121,358,492,485,439,97,91,344,545,373,727,529,1711,2621,5101,3457,18716,22663,32678,11591,12939,3555,1739,288,1044,"Las Vegas city, Nevada",4364,553,97,271,327,285,276,118,106,221,354,278,443,290,673,648,1152,873,2016,1753,2303,1596,1440,905,779,209,558
"G32051800","2019","NV",,,"Nevada","32",,,"North Las Vegas city","51800",,,,,,,,,,,,,,,,"16000US3251800","North Las Vegas city, Nevada",,,,,,,,,,,,,,,,,,,,,,,,,,,,"North Las Vegas city, Nevada",,,,,,,,,,,,,,,,,,,,,,,,,,,
