GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,S50E001,S50E002,S50E003,S50E004,S50E005,S50E006,S50E007,S50E008,S50E009,S50E010,S50E011,S50E012,S50E013,S50E014,S50E015,S50E016,S50E017,S50E018,S50E019,S50E020,S50E021,S50E022,S50E023,S50E024,S50E025,NAME_M,S50M001,S50M002,S50M003,S50M004,S50M005,S50M006,S50M007,S50M008,S50M009,S50M010,S50M011,S50M012,S50M013,S50M014,S50M015,S50M016,S50M017,S50M018,S50M019,S50M020,S50M021,S50M022,S50M023,S50M024,S50M025
"G12071000","2013","FL",,,"Florida","12",,,"Tampa city","71000",,,,,,,,,,,,,,,,"16000US1271000","Tampa city, Florida",73109,1577,151,374,482,480,725,1540,2452,2820,3531,4615,4296,2061,7196,4143,4371,4305,6135,4969,6533,3305,3423,1174,2451,"Tampa city, Florida",3242,483,131,216,239,311,473,694,710,704,877,944,1048,726,1110,980,969,929,1200,1018,1188,747,613,506,944
"G12072145","2013","FL",,,"Florida","12",,,"Town 'n' Country CDP","72145",,,,,,,,,,,,,,,,"16000US1272145","Town 'n' Country CDP, Florida",16954,240,0,132,226,208,266,545,39,559,1385,530,1196,1191,2330,1497,1464,1159,1374,698,1072,170,417,173,83,"Town 'n' Country CDP, Florida",1805,186,218,217,185,161,228,452,64,384,752,253,713,596,753,586,560,416,531,443,530,165,227,165,139
"G12076582","2013","FL",,,"Florida","12",,,"Weston city","76582",,,,,,,,,,,,,,,,"16000US1276582","Weston city, Florida",,,,,,,,,,,,,,,,,,,,,,,,,,"Weston city, Florida",,,,,,,,,,,,,,,,,,,,,,,,,
"G12076600","2013","FL",,,"Florida","12",,,"West Palm Beach city","76600",,,,,,,,,,,,,,,,"16000US1276600","West Palm Beach city, Florida",19865,337,46,38,174,132,163,137,520,480,308,1043,1244,1009,1487,1188,2262,1017,2257,1462,1324,864,1181,916,276,"West Palm Beach city, Florida",2114,278,74,65,203,220,162,130,379,310,234,510,552,499,509,539,837,423,919,486,493,347,546,530,225
"G13001052","2013","GA",,,"Georgia","13",,,"Albany city","01052",,,,,,,,,,,,,,,,"16000US1301052","Albany city, Georgia",9883,313,70,197,34,98,250,261,678,460,625,595,856,691,1459,905,900,469,478,174,103,137,0,53,77,"Albany city, Georgia",1169,264,102,147,59,120,239,193,425,253,388,303,421,307,486,411,495,385,249,175,122,172,214,91,126
"G13003440","2013","GA",,,"Georgia","13",,,"Athens-Clarke County unified government (balance)","03440",,,,,,,,,,,,,,,,"16000US1303440","Athens-Clarke County unified government (balance), Georgia",16642,271,147,104,316,50,104,106,180,303,855,792,825,1082,1740,2147,1918,932,1803,1172,1071,519,168,0,37,"Athens-Clarke County unified government (balance), Georgia",1644,200,121,123,247,84,110,176,182,205,506,564,498,504,691,554,606,377,485,487,371,305,140,214,62
"G13004000","2013","GA",,,"Georgia","13",,,"Atlanta city","04000",,,,,,,,,,,,,,,,"16000US1304000","Atlanta city, Georgia",79504,972,556,627,1093,1342,1165,477,2565,1914,2192,3090,2545,2873,5113,3718,4967,4427,6266,5325,6201,5341,8206,2720,5809,"Atlanta city, Georgia",3271,406,275,311,466,523,469,295,880,701,552,769,702,825,1033,913,981,1048,1105,1173,1132,933,1356,757,1119
"G13004204","2013","GA",,,"Georgia","13",,,"Augusta-Richmond County consolidated government (balance)","04204",,,,,,,,,,,,,,,,"16000US1304204","Augusta-Richmond County consolidated government (balance), Georgia",35104,873,343,264,365,988,901,529,1199,1798,2141,4270,2922,2022,5531,3310,2644,1330,1637,509,839,57,393,163,76,"Augusta-Richmond County consolidated government (balance), Georgia",2572,508,315,225,260,501,466,267,466,718,659,1074,825,646,1284,937,791,570,532,264,382,68,252,137,128
"G13019000","2013","GA",,,"Georgia","13",,,"Columbus city","19000",,,,,,,,,,,,,,,,"16000US1319000","Columbus city, Georgia",34600,1028,646,362,82,123,158,264,951,1257,1311,1957,2119,1898,3857,3380,4402,2267,3210,1595,1544,1111,858,171,49,"Columbus city, Georgia",2010,477,297,213,97,172,141,236,391,539,519,613,688,579,807,786,1087,596,783,574,518,575,529,147,82
"G13042425","2013","GA",,,"Georgia","13",,,"Johns Creek city","42425",,,,,,,,,,,,,,,,"16000US1342425","Johns Creek city, Georgia",20775,540,0,0,0,0,0,0,0,0,292,0,117,210,87,638,1235,1297,2679,2216,5646,2790,1801,534,693,"Johns Creek city, Georgia",2010,316,214,214,214,214,214,214,214,214,365,214,152,206,86,420,722,518,1036,887,1059,859,453,358,647
"G13049000","2013","GA",,,"Georgia","13",,,"Macon city","49000",,,,,,,,,,,,,,,,"16000US1349000","Macon city, Georgia",13377,87,100,56,73,650,782,480,747,1221,945,1318,1143,639,1148,750,1392,287,467,350,477,109,120,36,0,"Macon city, Georgia",1322,100,109,94,85,333,332,279,311,545,396,639,419,256,482,354,531,197,242,270,320,138,134,64,214
"G13067284","2013","GA",,,"Georgia","13",,,"Roswell city","67284",,,,,,,,,,,,,,,,"16000US1367284","Roswell city, Georgia",23036,602,45,0,0,0,0,0,54,43,124,67,0,362,824,746,1231,1219,4171,3011,4051,3767,1666,714,339,"Roswell city, Georgia",2078,394,73,214,214,214,214,214,87,71,141,109,214,311,520,359,506,460,896,833,1035,882,655,489,276
"G13068516","2013","GA",,,"Georgia","13",,,"Sandy Springs city","68516",,,,,,,,,,,,,,,,"16000US1368516","Sandy Springs city, Georgia",19996,244,97,0,81,0,268,39,76,261,556,480,285,96,905,377,623,1134,266,882,2549,2525,4853,1310,2089,"Sandy Springs city, Georgia",1485,202,148,214,96,214,217,67,90,191,273,362,221,139,492,300,334,680,202,470,711,724,963,443,544
"G13069000","2013","GA",,,"Georgia","13",,,"Savannah city","69000",,,,,,,,,,,,,,,,"16000US1369000","Savannah city, Georgia",23526,386,31,293,49,57,57,190,410,516,942,1012,1455,1197,3322,2569,2691,2034,2785,844,1135,313,675,329,234,"Savannah city, Georgia",1782,191,54,222,83,94,96,141,229,346,404,343,501,432,831,714,604,952,1325,358,366,287,307,203,143
"G13080508","2013","GA",,,"Georgia","13",,,"Warner Robins city","80508",,,,,,,,,,,,,,,,"16000US1380508","Warner Robins city, Georgia",,,,,,,,,,,,,,,,,,,,,,,,,,"Warner Robins city, Georgia",,,,,,,,,,,,,,,,,,,,,,,,,
"G15071550","2013","HI",,,"Hawaii","15",,,"Urban Honolulu CDP","71550",,,,,,,,,,,,,,,,"16000US1571550","Urban Honolulu CDP, Hawaii",53606,946,47,161,58,10,119,22,97,0,211,0,121,49,396,225,502,543,3002,4012,5948,7736,12880,9590,6931,"Urban Honolulu CDP, Hawaii",2412,394,77,159,95,17,111,36,137,185,157,185,134,79,216,180,306,300,797,874,993,1357,1349,1086,923
"G16008830","2013","ID",,,"Idaho","16",,,"Boise City city","08830",,,,,,,,,,,,,,,,"16000US1608830","Boise City city, Idaho",54460,1442,288,596,72,0,124,0,297,68,265,208,1592,1747,6964,6748,8994,4882,6796,4565,4690,1681,1670,518,253,"Boise City city, Idaho",2770,557,266,354,120,193,145,193,252,113,245,204,821,710,1496,1413,1617,1047,1327,1004,1030,618,639,326,197
"G16052120","2013","ID",,,"Idaho","16",,,"Meridian city","52120",,,,,,,,,,,,,,,,"16000US1652120","Meridian city, Idaho",,,,,,,,,,,,,,,,,,,,,,,,,,"Meridian city, Idaho",,,,,,,,,,,,,,,,,,,,,,,,,
"G16056260","2013","ID",,,"Idaho","16",,,"Nampa city","56260",,,,,,,,,,,,,,,,"16000US1656260","Nampa city, Idaho",17947,655,279,0,165,58,85,48,277,544,1568,1205,1568,1247,3262,2535,1246,1133,1330,179,439,73,51,0,0,"Nampa city, Idaho",2220,401,338,193,199,95,139,78,193,365,597,584,720,580,911,900,637,566,768,211,391,123,86,193,193
"G17002154","2013","IL",,,"Illinois","17",,,"Arlington Heights village","02154",,,,,,,,,,,,,,,,"16000US1702154","Arlington Heights village, Illinois",21944,413,0,0,0,42,72,0,0,108,292,72,629,301,1683,88,706,651,1958,3091,5778,3019,2100,404,537,"Arlington Heights village, Illinois",1415,242,185,185,185,69,116,185,185,128,223,121,376,260,643,112,333,432,608,1105,977,665,670,253,484
"G17003012","2013","IL",,,"Illinois","17",,,"Aurora city","03012",,,,,,,,,,,,,,,,"16000US1703012","Aurora city, Illinois",41504,818,157,36,218,117,136,0,494,760,1235,1253,2220,1954,4689,4637,5466,2972,4306,3226,4419,1588,730,0,73,"Aurora city, Illinois",2305,388,149,62,228,143,167,185,372,431,552,456,748,627,1117,1112,1257,853,898,809,938,525,295,185,87
"G17006613","2013","IL",,,"Illinois","17",,,"Bloomington city","06613",,,,,,,,,,,,,,,,"16000US1706613","Bloomington city, Illinois",19300,457,334,0,109,324,46,83,150,253,594,589,969,803,1566,2220,2433,1253,2648,1868,1676,700,212,0,13,"Bloomington city, Illinois",1275,270,234,185,124,369,76,139,152,160,279,360,500,453,586,546,678,373,617,565,545,254,205,185,25
"G17007133","2013","IL",,,"Illinois","17",,,"Bolingbrook village","07133",,,,,,,,,,,,,,,,"16000US1707133","Bolingbrook village, Illinois",16681,220,0,20,0,64,43,0,0,79,164,71,315,267,794,1930,2441,1931,2576,2709,2131,514,412,0,0,"Bolingbrook village, Illinois",1303,181,185,35,185,103,69,185,185,94,163,86,280,234,350,636,869,594,697,781,714,443,338,185,185
"G17012385","2013","IL",,,"Illinois","17",,,"Champaign city","12385",,,,,,,,,,,,,,,,"16000US1712385","Champaign city, Illinois",14733,320,222,0,68,0,0,35,71,226,419,422,898,660,2227,2721,1745,1080,1100,652,1157,419,242,49,0,"Champaign city, Illinois",1236,234,227,185,111,185,185,58,97,216,326,289,496,367,632,723,525,467,447,274,405,194,173,79,185
"G17014000","2013","IL",,,"Illinois","17",,,"Chicago city","14000",,,,,,,,,,,,,,,,"16000US1714000","Chicago city, Illinois",441937,8267,1736,2021,1576,1347,1659,1019,3725,8586,7029,8280,13562,10363,36253,27600,43164,31294,59043,48420,55881,24001,27250,8527,11334,"Chicago city, Illinois",7463,1075,481,505,529,484,616,442,857,1303,1192,1298,2026,1376,2414,2213,2996,2547,2810,3435,3271,2464,2433,1431,1727
"G17014351","2013","IL",,,"Illinois","17",,,"Cicero town","14351",,,,,,,,,,,,,,,,"16000US1714351","Cicero town, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,,"Cicero town, Illinois",,,,,,,,,,,,,,,,,,,,,,,,,
"G17018823","2013","IL",,,"Illinois","17",,,"Decatur city","18823",,,,,,,,,,,,,,,,"16000US1718823","Decatur city, Illinois",19487,392,808,518,457,492,390,607,1012,1558,1635,1457,1590,1180,2417,1769,1530,525,194,498,234,52,104,68,0,"Decatur city, Illinois",1249,262,448,252,357,260,237,266,408,492,503,471,425,471,611,507,473,319,170,280,180,86,100,84,185
"G17023074","2013","IL",,,"Illinois","17",,,"Elgin city","23074",,,,,,,,,,,,,,,,"16000US1723074","Elgin city, Illinois",22299,350,84,106,233,0,548,0,113,309,458,301,885,1159,3573,1919,3534,2408,2261,2264,985,604,205,0,0,"Elgin city, Illinois",1976,288,99,123,222,185,688,185,133,219,300,185,443,489,1037,579,873,715,726,704,518,611,228,185,185
"G17024582","2013","IL",,,"Illinois","17",,,"Evanston city","24582",,,,,,,,,,,,,,,,"16000US1724582","Evanston city, Illinois",16552,300,42,0,38,0,0,0,91,40,0,232,23,320,455,310,1210,1075,1539,1804,2681,1261,3384,1131,616,"Evanston city, Illinois",1590,224,69,185,63,185,185,185,117,67,185,179,39,232,269,193,606,472,517,589,647,467,696,355,301
"G17038570","2013","IL",,,"Illinois","17",,,"Joliet city","38570",,,,,,,,,,,,,,,,"16000US1738570","Joliet city, Illinois",33276,584,343,136,83,0,24,0,356,551,858,542,1292,1074,3602,4258,7177,4790,5079,1274,717,120,416,0,0,"Joliet city, Illinois",1927,316,411,103,138,185,40,185,229,380,286,296,537,430,770,806,1298,1244,1006,563,496,149,420,185,185
"G17051622","2013","IL",,,"Illinois","17",,,"Naperville city","51622",,,,,,,,,,,,,,,,"16000US1751622","Naperville city, Illinois",36874,906,83,0,75,43,0,0,0,29,127,0,58,260,469,877,1242,1750,2395,3543,9134,8924,5557,1028,374,"Naperville city, Illinois",1671,315,139,185,114,70,185,185,185,49,98,185,96,275,296,432,438,656,555,678,1136,1003,855,484,229
"G17057225","2013","IL",,,"Illinois","17",,,"Palatine village","57225",,,,,,,,,,,,,,,,"16000US1757225","Palatine village, Illinois",16260,365,0,38,0,42,0,241,381,295,560,344,88,209,1107,911,541,368,2412,2498,2492,1653,1646,69,0,"Palatine village, Illinois",1480,238,185,63,185,69,185,388,440,286,440,217,99,175,548,466,235,229,514,674,631,531,533,112,185
"G17059000","2013","IL",,,"Illinois","17",,,"Peoria city","59000",,,,,,,,,,,,,,,,"16000US1759000","Peoria city, Illinois",24957,620,536,203,434,774,211,306,1166,838,856,1659,1896,1021,2809,1945,2645,1510,2231,1374,1079,319,500,0,25,"Peoria city, Illinois",1834,323,371,240,278,367,208,217,445,372,360,536,650,426,711,504,768,574,626,493,442,265,303,185,42
"G17065000","2013","IL",,,"Illinois","17",,,"Rockford city","65000",,,,,,,,,,,,,,,,"16000US1765000","Rockford city, Illinois",32731,567,287,169,212,368,290,560,1910,2038,2924,2951,2869,2448,5021,3644,2505,1265,820,561,795,173,354,0,0,"Rockford city, Illinois",1644,304,210,197,185,360,211,317,631,612,715,739,704,675,870,758,651,480,334,308,406,124,280,185,185
"G17068003","2013","IL",,,"Illinois","17",,,"Schaumburg village","68003",,,,,,,,,,,,,,,,"16000US1768003","Schaumburg village, Illinois",19839,297,47,133,43,0,0,0,0,77,275,274,150,637,1187,1945,2153,1428,2364,3217,3810,1043,646,0,113,"Schaumburg village, Illinois",1603,220,77,164,72,185,185,185,185,127,252,173,147,382,498,738,666,415,763,720,910,455,308,185,148
"G17070122","2013","IL",,,"Illinois","17",,,"Skokie village","70122",,,,,,,,,,,,,,,,"16000US1770122","Skokie village, Illinois",16497,415,0,114,0,75,78,0,93,111,61,898,137,57,668,669,460,388,3334,2898,3398,1327,1017,118,181,"Skokie village, Illinois",1442,261,185,139,185,122,90,185,112,130,100,679,158,93,358,464,300,279,847,884,861,426,415,112,149
"G17072000","2013","IL",,,"Illinois","17",,,"Springfield city","72000",,,,,,,,,,,,,,,,"16000US1772000","Springfield city, Illinois",31061,859,697,388,270,194,553,205,841,1200,1007,1960,1823,2079,4139,3816,2769,2156,2684,1579,1053,409,236,98,46,"Springfield city, Illinois",1543,425,474,320,249,201,405,164,420,536,406,482,532,594,963,815,729,648,724,442,409,293,204,128,72
"G17079293","2013","IL",,,"Illinois","17",,,"Waukegan city","79293",,,,,,,,,,,,,,,,"16000US1779293","Waukegan city, Illinois",13623,75,72,0,65,97,29,170,538,506,1688,827,1163,846,1634,1766,1599,493,842,368,232,194,233,186,0,"Waukegan city, Illinois",1699,95,90,185,110,121,48,214,317,333,737,389,481,488,567,707,565,417,311,245,223,98,200,244,185
"G18005860","2013","IN",,,"Indiana","18",,,"Bloomington city","05860",,,,,,,,,,,,,,,,"16000US1805860","Bloomington city, Indiana",10063,564,338,368,0,0,0,0,0,0,243,73,59,555,831,1037,1401,934,1557,674,916,391,71,0,51,"Bloomington city, Indiana",1145,392,330,216,190,190,190,190,190,190,204,115,96,389,461,492,487,458,558,361,351,303,66,190,87
"G18010342","2013","IN",,,"Indiana","18",,,"Carmel city","10342",,,,,,,,,,,,,,,,"16000US1810342","Carmel city, Indiana",,,,,,,,,,,,,,,,,,,,,,,,,,"Carmel city, Indiana",,,,,,,,,,,,,,,,,,,,,,,,,
"G18022000","2013","IN",,,"Indiana","18",,,"Evansville city","22000",,,,,,,,,,,,,,,,"16000US1822000","Evansville city, Indiana",26114,260,339,275,75,401,491,332,1549,2161,2794,1872,3577,2412,3194,1902,1707,830,718,373,366,230,134,98,24,"Evansville city, Indiana",1725,174,391,208,91,245,281,209,492,781,732,512,845,668,758,554,487,427,328,214,235,189,169,162,40
"G18023278","2013","IN",,,"Indiana","18",,,"Fishers town","23278",,,,,,,,,,,,,,,,"16000US1823278","Fishers town, Indiana",,,,,,,,,,,,,,,,,,,,,,,,,,"Fishers town, Indiana",,,,,,,,,,,,,,,,,,,,,,,,,
"G18025000","2013","IN",,,"Indiana","18",,,"Fort Wayne city","25000",,,,,,,,,,,,,,,,"16000US1825000","Fort Wayne city, Indiana",63018,2758,833,1005,723,865,1222,616,2151,2161,4274,4926,6430,5114,9623,7109,4836,2710,2813,1057,1023,527,206,0,36,"Fort Wayne city, Indiana",2313,724,362,376,374,387,461,261,707,507,974,980,1195,972,1389,1223,948,717,629,327,360,437,206,190,59
"G18027000","2013","IN",,,"Indiana","18",,,"Gary city","27000",,,,,,,,,,,,,,,,"16000US1827000","Gary city, Indiana",16117,600,270,326,685,1107,574,650,1730,1896,1799,1307,898,504,932,1009,807,227,257,211,39,198,52,0,39,"Gary city, Indiana",1447,316,266,261,333,533,325,305,481,525,606,409,300,271,403,407,326,209,167,158,64,228,86,190,65
"G18031000","2013","IN",,,"Indiana","18",,,"Hammond city","31000",,,,,,,,,,,,,,,,"16000US1831000","Hammond city, Indiana",16461,243,87,39,86,50,374,39,1006,924,1553,1874,2124,1973,2432,1635,877,562,309,105,169,0,0,0,0,"Hammond city, Indiana",1675,144,103,65,101,89,249,67,455,412,497,573,643,589,629,558,450,286,262,93,231,190,190,190,190
"G18036003","2013","IN",,,"Indiana","18",,,"Indianapolis city (balance)","36003",,,,,,,,,,,,,,,,"16000US1836003","Indianapolis city (balance), Indiana",170963,3188,2014,1000,1287,716,1580,2081,6245,7088,8934,9355,9181,12979,30197,20681,16064,8054,11323,7130,5314,3251,1958,341,1002,"Indianapolis city (balance), Indiana",4047,777,579,425,632,290,504,566,1065,1277,1233,1365,1348,1644,2845,2185,2022,1180,1637,1401,995,888,544,233,523
"G18040788","2013","IN",,,"Indiana","18",,,"Lafayette city","40788",,,,,,,,,,,,,,,,"16000US1840788","Lafayette city, Indiana",12978,339,266,131,0,220,0,60,97,342,1453,1265,1520,1357,1835,1395,867,646,477,188,266,125,24,46,59,"Lafayette city, Indiana",1239,206,177,162,190,280,190,98,129,235,668,419,453,459,609,553,348,419,271,188,249,146,40,75,100
"G18051876","2013","IN",,,"Indiana","18",,,"Muncie city","51876",,,,,,,,,,,,,,,,"16000US1851876","Muncie city, Indiana",14191,751,153,279,557,257,973,404,1214,845,1536,997,1092,1063,1598,652,1118,188,133,0,217,61,0,43,60,"Muncie city, Indiana",1283,409,136,207,390,177,428,298,397,326,492,407,449,486,661,386,497,187,160,190,217,100,190,71,96
"G18071000","2013","IN",,,"Indiana","18",,,"South Bend city","71000",,,,,,,,,,,,,,,,"16000US1871000","South Bend city, Indiana",23676,297,128,512,785,283,904,758,1543,1843,2301,2758,2344,1572,2498,1697,1637,700,401,218,367,26,65,39,0,"South Bend city, Indiana",1894,286,114,332,427,155,389,258,356,572,755,724,681,407,640,720,507,359,197,198,212,44,77,48,190
"G19012000","2013","IA",,,"Iowa","19",,,"Cedar Rapids city","12000",,,,,,,,,,,,,,,,"16000US1912000","Cedar Rapids city, Iowa",35996,993,259,44,66,476,0,125,185,708,750,1136,1600,1982,6259,6528,5264,3111,2802,1829,1464,258,157,0,0,"Cedar Rapids city, Iowa",1625,513,187,71,109,397,157,125,167,468,493,452,518,545,1066,1248,1265,982,739,671,444,244,178,157,157
"G19019000","2013","IA",,,"Iowa","19",,,"Davenport city","19000",,,,,,,,,,,,,,,,"16000US1919000","Davenport city, Iowa",25005,632,197,71,113,107,196,186,443,1018,541,1123,1686,1988,4163,4018,2394,1851,1631,859,976,407,146,20,239,"Davenport city, Iowa",1545,320,125,85,112,104,255,169,267,422,271,467,409,629,812,767,698,678,456,392,478,262,157,33,230
"G19021000","2013","IA",,,"Iowa","19",,,"Des Moines city","21000",,,,,,,,,,,,,,,,"16000US1921000","Des Moines city, Iowa",49216,874,563,113,337,369,260,186,862,1327,2243,3656,3685,4869,9446,6694,6085,2772,2041,889,845,333,606,89,72,"Des Moines city, Iowa",2699,394,302,142,351,249,196,158,470,479,651,899,896,1018,1349,1117,1013,769,584,475,338,165,345,108,88
"G19038595","2013","IA",,,"Iowa","19",,,"Iowa City city","38595",,,,,,,,,,,,,,,,"16000US1938595","Iowa City city, Iowa",,,,,,,,,,,,,,,,,,,,,,,,,,"Iowa City city, Iowa",,,,,,,,,,,,,,,,,,,,,,,,,
"G19073335","2013","IA",,,"Iowa","19",,,"Sioux City city","73335",,,,,,,,,,,,,,,,"16000US1973335","Sioux City city, Iowa",20312,361,54,288,233,134,224,207,974,705,1266,1788,2138,2060,3698,2124,957,1026,1374,531,98,72,0,0,0,"Sioux City city, Iowa",1237,264,99,287,223,213,174,222,497,339,496,524,667,582,877,784,394,508,757,359,113,121,157,157,157
"G19082425","2013","IA",,,"Iowa","19",,,"Waterloo city","82425",,,,,,,,,,,,,,,,"16000US1982425","Waterloo city, Iowa",18019,1071,205,100,190,133,304,219,551,606,1227,1161,1668,1178,3030,2230,1635,599,976,486,320,66,0,64,0,"Waterloo city, Iowa",1126,601,147,99,218,133,203,193,303,323,481,411,566,380,609,545,521,270,499,262,222,112,157,103,157
"G20036000","2013","KS",,,"Kansas","20",,,"Kansas City city","36000",,,,,,,,,,,,,,,,"16000US2036000","Kansas City city, Kansas",28376,1213,339,696,417,834,805,497,824,1508,1813,2815,3188,2277,4787,1975,1482,857,691,834,353,0,0,46,125,"Kansas City city, Kansas",1480,452,192,322,215,386,288,313,301,394,560,567,749,726,860,587,566,351,309,272,235,170,170,77,132
"G20038900","2013","KS",,,"Kansas","20",,,"Lawrence city","38900",,,,,,,,,,,,,,,,"16000US2038900","Lawrence city, Kansas",,,,,,,,,,,,,,,,,,,,,,,,,,"Lawrence city, Kansas",,,,,,,,,,,,,,,,,,,,,,,,,
"G20052575","2013","KS",,,"Kansas","20",,,"Olathe city","52575",,,,,,,,,,,,,,,,"16000US2052575","Olathe city, Kansas",32947,408,0,115,94,0,0,0,49,124,95,582,201,352,1679,3589,5318,4402,7757,3336,3205,963,526,74,78,"Olathe city, Kansas",1659,232,170,112,110,170,170,170,79,111,82,400,184,240,539,773,897,828,1205,856,802,399,348,124,128
"G20053775","2013","KS",,,"Kansas","20",,,"Overland Park city","53775",,,,,,,,,,,,,,,,"16000US2053775","Overland Park city, Kansas",45873,1010,49,350,132,46,0,0,71,200,206,107,155,690,1879,3110,5774,5036,7224,6929,8308,2108,1591,538,360,"Overland Park city, Kansas",2108,390,80,241,158,77,170,170,83,257,164,105,154,375,585,957,1042,949,1223,990,998,499,508,203,235
"G20071000","2013","KS",,,"Kansas","20",,,"Topeka city","71000",,,,,,,,,,,,,,,,"16000US2071000","Topeka city, Kansas",30003,525,490,513,676,570,456,915,983,1709,2193,2994,1759,2096,3713,2864,2522,1466,1536,733,836,148,237,0,69,"Topeka city, Kansas",1635,248,318,367,442,352,300,420,439,595,693,766,427,565,814,795,701,589,562,351,372,159,163,170,114
