GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,MGZE001,MGZE002,MGZE003,MGZE004,MGZE005,MGZE006,MGZE007,MGZE008,MGZE009,MGZE010,MGZE011,MGZE012,MGZE013,MGZE014,MGZE015,MGZE016,MGZE017,MGZE018,MGZE019,MGZE020,MGZE021,MGZE022,MGZE023,MGZE024,MGZE025,NAME_M,MGZM001,MGZM002,MGZM003,MGZM004,MGZM005,MGZM006,MGZM007,MGZM008,MGZM009,MGZM010,MGZM011,MGZM012,MGZM013,MGZM014,MGZM015,MGZM016,MGZM017,MGZM018,MGZM019,MGZM020,MGZM021,MGZM022,MGZM023,MGZM024,MGZM025
"G26003000","2011","MI",,,"Michigan","26",,,"Ann Arbor city","03000",,,,,,,,,,,,,,,,"16000US2603000","Ann Arbor city, Michigan",21580,63,0,159,45,203,131,47,118,204,169,240,525,144,1092,827,2455,2236,3655,3152,2913,1265,1558,379,0,"Ann Arbor city, Michigan",1426,77,167,163,75,248,135,78,114,168,113,176,360,148,333,306,575,506,858,747,618,451,432,235,167
"G26021000","2011","MI",,,"Michigan","26",,,"Dearborn city","21000",,,,,,,,,,,,,,,,"16000US2621000","Dearborn city, Michigan",21615,180,40,0,67,213,598,769,633,1545,1405,1432,1802,1497,3987,2123,2016,619,1090,524,494,508,37,0,36,"Dearborn city, Michigan",1454,152,67,167,81,177,262,330,247,426,488,522,545,423,751,650,600,307,392,263,258,384,61,167,60
"G26022000","2011","MI",,,"Michigan","26",,,"Detroit city","22000",,,,,,,,,,,,,,,,"16000US2622000","Detroit city, Michigan",131300,7993,7344,7373,10158,6072,9316,4848,12301,14273,11897,7893,7986,4829,7944,3226,3508,674,1270,559,928,132,193,69,514,"Detroit city, Michigan",4025,1273,1009,1172,1470,1040,1277,1020,1493,1440,1578,1172,1173,872,1186,784,800,281,387,294,446,99,142,83,348
"G26027440","2011","MI",,,"Michigan","26",,,"Farmington Hills city","27440",,,,,,,,,,,,,,,,"16000US2627440","Farmington Hills city, Michigan",21363,66,81,220,183,38,123,92,317,123,205,385,482,375,2307,1246,2866,2105,4667,2628,1912,511,316,47,68,"Farmington Hills city, Michigan",1445,109,70,291,263,63,145,112,211,115,280,288,339,248,625,456,691,592,756,624,583,219,253,77,114
"G26029000","2011","MI",,,"Michigan","26",,,"Flint city","29000",,,,,,,,,,,,,,,,"16000US2629000","Flint city, Michigan",22296,1023,1920,1124,1975,1698,1290,964,1902,3104,2170,1405,1325,342,886,210,202,177,78,0,101,158,125,0,117,"Flint city, Michigan",1555,426,558,527,596,568,404,330,579,928,696,397,636,218,370,203,136,200,59,167,136,201,133,167,118
"G26034000","2011","MI",,,"Michigan","26",,,"Grand Rapids city","34000",,,,,,,,,,,,,,,,"16000US2634000","Grand Rapids city, Michigan",39628,212,460,209,297,163,746,266,1522,1632,2483,2482,3494,2811,9410,4852,3382,1329,1840,444,1016,294,72,0,212,"Grand Rapids city, Michigan",2308,189,294,188,199,139,446,247,602,612,638,726,762,710,1300,849,831,420,563,221,455,188,116,167,151
"G26042160","2011","MI",,,"Michigan","26",,,"Kalamazoo city","42160",,,,,,,,,,,,,,,,"16000US2642160","Kalamazoo city, Michigan",11687,181,140,0,385,71,299,0,434,659,809,900,921,1091,1653,1474,762,447,559,555,115,71,63,98,0,"Kalamazoo city, Michigan",1101,137,122,167,312,85,341,167,193,287,389,399,338,350,493,442,302,235,225,364,108,86,75,120,167
"G26046000","2011","MI",,,"Michigan","26",,,"Lansing city","46000",,,,,,,,,,,,,,,,"16000US2646000","Lansing city, Michigan",24088,429,290,102,310,315,616,462,2069,1487,2998,2413,2504,2503,3372,1792,1036,525,443,224,24,72,62,0,40,"Lansing city, Michigan",1653,326,209,99,173,235,247,312,632,434,677,658,607,648,743,455,369,400,290,174,43,86,90,167,71
"G26049000","2011","MI",,,"Michigan","26",,,"Livonia city","49000",,,,,,,,,,,,,,,,"16000US2649000","Livonia city, Michigan",32851,48,167,75,332,126,388,288,295,901,638,662,1489,1432,5717,4803,5691,3680,3444,1969,636,46,24,0,0,"Livonia city, Michigan",1551,80,129,87,202,122,279,281,159,417,280,338,473,454,751,691,875,756,700,493,246,76,39,167,167
"G26069035","2011","MI",,,"Michigan","26",,,"Rochester Hills city","69035",,,,,,,,,,,,,,,,"16000US2669035","Rochester Hills city, Michigan",21006,368,641,40,190,99,85,0,62,365,414,157,377,573,1419,1758,2392,1565,3892,2877,2413,512,727,41,39,"Rochester Hills city, Michigan",1292,341,326,67,167,121,99,167,76,210,317,137,219,333,514,547,653,558,631,639,535,340,305,68,64
"G26074900","2011","MI",,,"Michigan","26",,,"Southfield city","74900",,,,,,,,,,,,,,,,"16000US2674900","Southfield city, Michigan",14986,172,18,237,170,0,191,151,492,1231,1189,1739,1263,796,2828,858,1531,635,665,460,257,18,0,0,85,"Southfield city, Michigan",1417,172,30,185,141,167,164,132,242,455,467,597,471,327,641,370,452,327,289,245,336,31,167,167,137
"G26076460","2011","MI",,,"Michigan","26",,,"Sterling Heights city","76460",,,,,,,,,,,,,,,,"16000US2676460","Sterling Heights city, Michigan",37524,541,699,351,269,303,345,0,501,986,700,1217,1695,1430,5408,6802,8250,2575,2944,937,787,49,346,0,389,"Sterling Heights city, Michigan",2155,282,340,240,172,214,223,167,389,473,272,474,580,553,992,1250,1361,780,792,432,421,79,331,167,312
"G26080700","2011","MI",,,"Michigan","26",,,"Troy city","80700",,,,,,,,,,,,,,,,"16000US2680700","Troy city, Michigan",21444,43,80,44,60,29,36,66,42,371,80,199,325,369,1767,1139,3100,2099,4277,3099,2549,957,560,120,33,"Troy city, Michigan",1337,70,94,73,100,47,59,111,69,280,96,131,159,246,523,381,739,503,827,578,514,350,211,152,56
"G26084000","2011","MI",,,"Michigan","26",,,"Warren city","84000",,,,,,,,,,,,,,,,"16000US2684000","Warren city, Michigan",41174,718,635,776,1216,639,1057,610,2631,3022,3570,3895,4027,3242,7849,3400,2553,383,249,187,136,0,319,37,23,"Warren city, Michigan",2076,350,371,388,474,314,368,262,700,734,875,1020,780,917,1332,666,700,258,171,211,153,167,177,60,38
"G26086000","2011","MI",,,"Michigan","26",,,"Westland city","86000",,,,,,,,,,,,,,,,"16000US2686000","Westland city, Michigan",19959,538,311,195,330,350,523,220,1539,1599,1547,2794,1542,1823,2461,1319,1464,478,339,199,0,35,353,0,0,"Westland city, Michigan",1607,168,237,139,223,192,273,215,528,517,492,726,422,500,644,415,473,291,231,142,167,57,354,167,167
"G26088940","2011","MI",,,"Michigan","26",,,"Wyoming city","88940",,,,,,,,,,,,,,,,"16000US2688940","Wyoming city, Michigan",16662,227,118,38,97,30,205,157,239,638,1032,1066,2513,1773,4069,1430,1264,573,568,534,57,0,0,0,34,"Wyoming city, Michigan",1320,203,143,63,119,51,140,106,206,371,404,411,711,647,1063,695,492,274,287,293,96,167,167,167,55
"G27006616","2011","MN",,,"Minnesota","27",,,"Bloomington city","06616",,,,,,,,,,,,,,,,"16000US2706616","Bloomington city, Minnesota",25615,75,0,62,90,36,45,102,90,43,62,178,274,168,1813,1102,3349,3483,5877,3504,2590,899,1545,0,228,"Bloomington city, Minnesota",1352,62,143,103,105,58,76,122,150,71,102,240,280,163,642,347,748,580,887,705,651,384,559,143,156
"G27007966","2011","MN",,,"Minnesota","27",,,"Brooklyn Park city","07966",,,,,,,,,,,,,,,,"16000US2707966","Brooklyn Park city, Minnesota",,,,,,,,,,,,,,,,,,,,,,,,,,"Brooklyn Park city, Minnesota",,,,,,,,,,,,,,,,,,,,,,,,,
"G27017000","2011","MN",,,"Minnesota","27",,,"Duluth city","17000",,,,,,,,,,,,,,,,"16000US2717000","Duluth city, Minnesota",20375,238,79,299,136,136,128,97,153,188,448,629,974,897,3203,2680,2391,1709,1990,1423,876,821,446,153,281,"Duluth city, Minnesota",1366,207,95,195,105,145,115,95,136,110,195,288,336,319,621,617,541,455,594,394,338,288,209,158,337
"G27043000","2011","MN",,,"Minnesota","27",,,"Minneapolis city","43000",,,,,,,,,,,,,,,,"16000US2743000","Minneapolis city, Minnesota",81878,61,439,517,151,69,279,162,439,517,910,961,1900,1737,5883,7140,10952,9152,13698,8927,7798,3996,3753,1578,859,"Minneapolis city, Minnesota",2874,101,266,266,138,83,234,156,242,262,319,363,542,544,1008,1128,1242,1392,1483,1267,992,815,673,471,341
"G27051730","2011","MN",,,"Minnesota","27",,,"Plymouth city","51730",,,,,,,,,,,,,,,,"16000US2751730","Plymouth city, Minnesota",,,,,,,,,,,,,,,,,,,,,,,,,,"Plymouth city, Minnesota",,,,,,,,,,,,,,,,,,,,,,,,,
"G27054880","2011","MN",,,"Minnesota","27",,,"Rochester city","54880",,,,,,,,,,,,,,,,"16000US2754880","Rochester city, Minnesota",30308,197,288,102,87,92,0,147,86,323,216,634,694,600,3188,5530,5294,2750,3958,2219,2369,869,259,112,294,"Rochester city, Minnesota",1470,262,252,99,104,108,143,146,104,210,126,317,321,265,702,969,830,596,717,601,516,400,193,114,258
"G27056896","2011","MN",,,"Minnesota","27",,,"St. Cloud city","56896",,,,,,,,,,,,,,,,"16000US2756896","St. Cloud city, Minnesota",13439,481,143,58,0,0,0,100,342,88,124,538,561,629,2139,2558,2348,615,1283,238,854,258,37,0,45,"St. Cloud city, Minnesota",1235,457,184,99,143,143,143,168,281,104,127,333,360,288,608,834,611,387,559,214,502,223,69,143,74
"G27058000","2011","MN",,,"Minnesota","27",,,"St. Paul city","58000",,,,,,,,,,,,,,,,"16000US2758000","St. Paul city, Minnesota",54366,76,276,313,168,111,51,49,417,778,484,1468,1338,2322,6462,5936,7358,5747,7398,3754,5418,2275,1238,475,454,"St. Paul city, Minnesota",2444,90,193,228,135,103,58,57,196,342,262,517,505,697,983,916,975,1054,1109,661,830,443,412,229,231
"G28029700","2011","MS",,,"Mississippi","28",,,"Gulfport city","29700",,,,,,,,,,,,,,,,"16000US2829700","Gulfport city, Mississippi",14811,174,339,158,87,292,167,0,146,377,669,921,912,991,1865,2647,1664,368,1202,691,218,369,357,120,77,"Gulfport city, Mississippi",1763,275,389,197,111,293,223,206,162,268,705,390,410,448,731,780,490,252,645,300,222,269,238,151,149
"G28036000","2011","MS",,,"Mississippi","28",,,"Jackson city","36000",,,,,,,,,,,,,,,,"16000US2836000","Jackson city, Mississippi",32039,328,303,896,791,401,1002,621,1513,1935,3129,3219,2804,2253,2924,1740,2315,1061,1060,1000,996,627,765,335,21,"Jackson city, Mississippi",2078,241,216,512,484,276,598,302,572,553,955,923,842,867,777,614,807,504,465,431,460,331,516,247,36
"G29015670","2011","MO",,,"Missouri","29",,,"Columbia city","15670",,,,,,,,,,,,,,,,"16000US2915670","Columbia city, Missouri",18734,0,577,102,89,27,0,25,0,77,487,456,663,772,1664,1967,2779,1440,3379,1563,1584,501,403,112,67,"Columbia city, Missouri",1380,184,636,136,105,48,184,44,184,75,352,355,328,490,563,706,820,573,798,532,637,307,252,123,87
"G29035000","2011","MO",,,"Missouri","29",,,"Independence city","35000",,,,,,,,,,,,,,,,"16000US2935000","Independence city, Missouri",32295,252,321,143,180,442,234,257,616,1742,2902,3430,3423,3729,4522,3302,2234,1255,1500,837,457,258,230,29,0,"Independence city, Missouri",1816,170,232,145,171,336,186,197,312,612,798,989,817,864,912,738,565,491,526,340,257,291,175,48,184
"G29038000","2011","MO",,,"Missouri","29",,,"Kansas City city","38000",,,,,,,,,,,,,,,,"16000US2938000","Kansas City city, Missouri",107446,778,1195,1349,1635,1649,1258,1184,3283,4180,4648,4204,5084,5643,13524,11681,11895,8124,10142,5496,5906,1526,1747,856,459,"Kansas City city, Missouri",3414,329,487,466,479,506,435,419,793,866,862,911,811,1214,1461,1365,1555,1174,1426,1085,990,604,536,420,185
"G29041348","2011","MO",,,"Missouri","29",,,"Lee's Summit city","41348",,,,,,,,,,,,,,,,"16000US2941348","Lee's Summit city, Missouri",23188,0,152,129,57,72,0,0,89,350,247,81,302,405,1886,3409,3627,2502,3572,3234,1477,856,450,100,191,"Lee's Summit city, Missouri",1865,184,179,153,94,117,184,184,146,401,229,99,240,237,720,914,1049,773,748,861,634,468,314,120,188
"G29054074","2011","MO",,,"Missouri","29",,,"O'Fallon city","54074",,,,,,,,,,,,,,,,"16000US2954074","O'Fallon city, Missouri",,,,,,,,,,,,,,,,,,,,,,,,,,"O'Fallon city, Missouri",,,,,,,,,,,,,,,,,,,,,,,,,
"G29064082","2011","MO",,,"Missouri","29",,,"St. Charles city","64082",,,,,,,,,,,,,,,,"16000US2964082","St. Charles city, Missouri",,,,,,,,,,,,,,,,,,,,,,,,,,"St. Charles city, Missouri",,,,,,,,,,,,,,,,,,,,,,,,,
"G29064550","2011","MO",,,"Missouri","29",,,"St. Joseph city","64550",,,,,,,,,,,,,,,,"16000US2964550","St. Joseph city, Missouri",16679,173,354,308,365,278,142,366,538,1026,1257,1064,1410,1363,1918,1298,2090,794,970,498,163,192,23,0,89,"St. Joseph city, Missouri",1163,123,208,251,211,250,154,240,257,405,471,377,478,458,527,596,588,382,407,260,122,184,44,184,152
"G29065000","2011","MO",,,"Missouri","29",,,"St. Louis city","65000",,,,,,,,,,,,,,,,"16000US2965000","St. Louis city, Missouri",59720,619,639,781,639,787,1024,618,1299,2765,3180,2967,3527,4140,8370,6758,6756,3668,4280,2574,2058,876,902,122,371,"St. Louis city, Missouri",2375,308,326,343,281,327,435,257,428,693,764,613,892,820,1144,1108,1385,705,906,767,713,332,372,117,300
"G29070000","2011","MO",,,"Missouri","29",,,"Springfield city","70000",,,,,,,,,,,,,,,,"16000US2970000","Springfield city, Missouri",32876,547,339,180,217,84,176,232,1216,1150,1980,2281,2858,2917,6128,4198,1824,1674,1918,862,993,476,526,65,35,"Springfield city, Missouri",1959,294,222,159,195,97,131,181,501,518,620,863,834,673,1354,992,615,633,636,377,353,282,430,111,58
"G30006550","2011","MT",,,"Montana","30",,,"Billings city","06550",,,,,,,,,,,,,,,,"16000US3006550","Billings city, Montana",27632,307,0,514,268,392,229,0,91,166,378,211,287,449,2409,3666,4660,3921,3868,2540,2490,359,374,53,0,"Billings city, Montana",1692,358,165,292,231,272,214,165,109,131,322,207,287,238,894,926,987,880,990,851,912,234,258,92,165
"G30050200","2011","MT",,,"Montana","30",,,"Missoula city","50200",,,,,,,,,,,,,,,,"16000US3050200","Missoula city, Montana",,,,,,,,,,,,,,,,,,,,,,,,,,"Missoula city, Montana",,,,,,,,,,,,,,,,,,,,,,,,,
"G31028000","2011","NE",,,"Nebraska","31",,,"Lincoln city","28000",,,,,,,,,,,,,,,,"16000US3128000","Lincoln city, Nebraska",60105,269,384,107,624,0,64,153,341,283,740,1614,2891,2685,12710,9450,8941,4500,7034,3141,2437,783,524,148,282,"Lincoln city, Nebraska",2168,237,256,125,425,155,106,162,230,224,454,546,658,635,1832,1479,1397,809,1343,721,658,312,301,175,214
"G31037000","2011","NE",,,"Nebraska","31",,,"Omaha city","37000",,,,,,,,,,,,,,,,"16000US3137000","Omaha city, Nebraska",94941,766,830,537,506,388,676,792,1698,2118,2605,3808,5661,5592,17738,15979,10672,4721,7531,5186,3320,1738,1325,434,320,"Omaha city, Nebraska",2995,351,308,344,281,199,302,367,521,641,705,624,1017,1045,1565,1779,1310,755,1058,1003,662,615,374,208,167
"G32023770","2011","NV",,,"Nevada","32",,,"Enterprise CDP","23770",,,,,,,,,,,,,,,,"16000US3223770","Enterprise CDP, Nevada",,,,,,,,,,,,,,,,,,,,,,,,,,"Enterprise CDP, Nevada",,,,,,,,,,,,,,,,,,,,,,,,,
"G32031900","2011","NV",,,"Nevada","32",,,"Henderson city","31900",,,,,,,,,,,,,,,,"16000US3231900","Henderson city, Nevada",62304,146,342,75,172,244,131,233,289,1212,688,1483,1925,1523,5507,6044,7935,4481,7522,5807,8203,4798,2387,768,389,"Henderson city, Nevada",4371,145,260,90,134,238,158,201,231,661,470,545,712,668,1207,1194,2032,1121,1691,1545,1804,1342,1359,714,450
"G32040000","2011","NV",,,"Nevada","32",,,"Las Vegas city","40000",,,,,,,,,,,,,,,,"16000US3240000","Las Vegas city, Nevada",107990,887,874,324,854,337,1091,440,1656,2724,4650,4591,4845,4748,13357,10966,12834,7899,11751,8766,7895,3288,1925,717,571,"Las Vegas city, Nevada",4940,381,463,212,378,221,529,307,664,718,1212,974,971,1337,2000,1945,2666,1689,2029,1726,1386,1465,620,397,216
"G32051800","2011","NV",,,"Nevada","32",,,"North Las Vegas city","51800",,,,,,,,,,,,,,,,"16000US3251800","North Las Vegas city, Nevada",38832,428,273,0,158,346,427,133,877,751,1645,1588,3661,2482,6872,4712,4103,3476,3541,1837,1361,161,0,0,0,"North Las Vegas city, Nevada",3174,360,355,234,216,425,348,106,709,521,1039,917,1268,798,1488,1338,1576,1719,1650,1353,680,266,234,234,234
"G32054600","2011","NV",,,"Nevada","32",,,"Paradise CDP","54600",,,,,,,,,,,,,,,,"16000US3254600","Paradise CDP, Nevada",35420,406,336,153,38,210,214,129,409,1319,1183,1127,2516,1951,4524,4109,5550,2606,3633,2203,1433,1001,231,0,139,"Paradise CDP, Nevada",2937,215,192,151,63,177,189,125,252,679,413,445,643,762,1189,930,1627,719,988,978,578,599,205,234,192
"G32060600","2011","NV",,,"Nevada","32",,,"Reno city","60600",,,,,,,,,,,,,,,,"16000US3260600","Reno city, Nevada",42530,1342,826,0,173,268,119,62,881,811,1491,453,528,1322,3949,3979,4578,3757,4987,4311,4633,1680,1416,645,319,"Reno city, Nevada",2538,681,538,234,161,364,144,104,598,477,633,429,311,626,1588,1357,1217,983,1128,1748,1026,635,495,653,264
"G32068400","2011","NV",,,"Nevada","32",,,"Sparks city","68400",,,,,,,,,,,,,,,,"16000US3268400","Sparks city, Nevada",19733,290,304,121,88,34,66,106,278,195,454,750,408,578,3312,1645,3585,1342,2146,1833,1199,369,320,310,0,"Sparks city, Nevada",1949,313,372,160,145,60,108,132,243,268,323,504,354,352,959,687,1152,580,849,711,563,289,244,309,234
"G32068585","2011","NV",,,"Nevada","32",,,"Spring Valley CDP","68585",,,,,,,,,,,,,,,,"16000US3268585","Spring Valley CDP, Nevada",31885,156,44,84,48,50,0,170,1023,654,1366,1240,1491,1255,3583,4478,4231,2900,2526,2353,1822,1281,482,229,419,"Spring Valley CDP, Nevada",3037,150,73,100,80,59,234,276,730,384,790,764,862,705,1145,1719,1265,1055,971,883,763,726,275,194,297
"G32071400","2011","NV",,,"Nevada","32",,,"Sunrise Manor CDP","71400",,,,,,,,,,,,,,,,"16000US3271400","Sunrise Manor CDP, Nevada",28595,1825,750,542,355,457,634,315,1230,1669,1917,2533,2006,2033,3370,3096,1993,756,835,812,700,275,244,64,184,"Sunrise Manor CDP, Nevada",2225,551,390,325,250,267,468,244,541,625,549,762,729,773,763,808,628,419,338,379,353,180,221,108,191
"G33045140","2011","NH",,,"New Hampshire","33",,,"Manchester city","45140",,,,,,,,,,,,,,,,"16000US3345140","Manchester city, New Hampshire",,,,,,,,,,,,,,,,,,,,,,,,,,"Manchester city, New Hampshire",,,,,,,,,,,,,,,,,,,,,,,,,
"G33050260","2011","NH",,,"New Hampshire","33",,,"Nashua city","50260",,,,,,,,,,,,,,,,"16000US3350260","Nashua city, New Hampshire",,,,,,,,,,,,,,,,,,,,,,,,,,"Nashua city, New Hampshire",,,,,,,,,,,,,,,,,,,,,,,,,
"G34010000","2011","NJ",,,"New Jersey","34",,,"Camden city","10000",,,,,,,,,,,,,,,,"16000US3410000","Camden city, New Jersey",9942,131,53,89,159,136,187,244,183,489,1220,792,1836,1172,1661,469,158,138,233,73,282,80,0,30,127,"Camden city, New Jersey",1311,112,65,93,122,134,143,155,171,330,520,394,652,566,622,354,151,142,197,84,152,103,198,48,130
"G34013690","2011","NJ",,,"New Jersey","34",,,"Clifton city","13690",,,,,,,,,,,,,,,,"16000US3413690","Clifton city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,"Clifton city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,
"G34019390","2011","NJ",,,"New Jersey","34",,,"East Orange city","19390",,,,,,,,,,,,,,,,"16000US3419390","East Orange city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,"East Orange city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,
"G34021000","2011","NJ",,,"New Jersey","34",,,"Elizabeth city","21000",,,,,,,,,,,,,,,,"16000US3421000","Elizabeth city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,"Elizabeth city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,
"G34036000","2011","NJ",,,"New Jersey","34",,,"Jersey City city","36000",,,,,,,,,,,,,,,,"16000US3436000","Jersey City city, New Jersey",29626,68,51,0,0,38,0,0,0,194,173,403,131,40,885,302,2153,1333,4137,4001,7088,4099,3331,630,569,"Jersey City city, New Jersey",2258,82,88,198,198,64,198,198,198,214,169,258,158,67,385,203,691,570,821,908,1015,985,832,337,348
"G34051000","2011","NJ",,,"New Jersey","34",,,"Newark city","51000",,,,,,,,,,,,,,,,"16000US3451000","Newark city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,"Newark city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,
"G34056550","2011","NJ",,,"New Jersey","34",,,"Passaic city","56550",,,,,,,,,,,,,,,,"16000US3456550","Passaic city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,"Passaic city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,
"G34057000","2011","NJ",,,"New Jersey","34",,,"Paterson city","57000",,,,,,,,,,,,,,,,"16000US3457000","Paterson city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,"Paterson city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,
"G34073110","2011","NJ",,,"New Jersey","34",,,"Toms River CDP","73110",,,,,,,,,,,,,,,,"16000US3473110","Toms River CDP, New Jersey",26346,102,0,48,101,75,122,80,45,238,19,367,493,502,688,547,672,1302,3871,4639,7440,2272,2035,357,331,"Toms River CDP, New Jersey",1785,170,198,78,119,86,121,94,74,254,34,220,324,294,365,242,486,535,1012,890,1240,709,682,249,210
"G34074000","2011","NJ",,,"New Jersey","34",,,"Trenton city","74000",,,,,,,,,,,,,,,,"16000US3474000","Trenton city, New Jersey",11446,69,51,186,18,226,34,0,294,336,486,553,1442,979,1720,1474,1258,446,773,505,311,180,48,57,0,"Trenton city, New Jersey",1485,61,86,195,32,171,57,198,227,192,301,291,539,388,563,625,577,285,573,277,211,130,81,94,198
"G34074630","2011","NJ",,,"New Jersey","34",,,"Union City city","74630",,,,,,,,,,,,,,,,"16000US3474630","Union City city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,"Union City city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,
"G35002000","2011","NM",,,"New Mexico","35",,,"Albuquerque city","02000",,,,,,,,,,,,,,,,"16000US3502000","Albuquerque city, New Mexico",131724,2146,1973,1878,457,443,277,192,356,407,357,1743,2990,2086,12826,13945,18541,11775,21646,15785,12420,5593,2702,663,523,"Albuquerque city, New Mexico",3787,875,908,714,276,227,214,251,381,302,244,611,1162,673,1809,1919,2207,1563,1852,2103,1623,1221,698,359,304
"G35039380","2011","NM",,,"New Mexico","35",,,"Las Cruces city","39380",,,,,,,,,,,,,,,,"16000US3539380","Las Cruces city, New Mexico",22501,615,619,455,376,173,230,273,492,94,405,1020,812,680,1622,4026,3119,2389,2358,855,1296,211,322,0,59,"Las Cruces city, New Mexico",2005,515,296,417,409,268,366,287,316,125,337,527,454,387,597,1265,1022,1180,940,489,846,256,361,198,100
"G35063460","2011","NM",,,"New Mexico","35",,,"Rio Rancho city","63460",,,,,,,,,,,,,,,,"16000US3563460","Rio Rancho city, New Mexico",24861,272,81,160,0,0,0,0,0,0,73,203,541,682,2840,2434,4574,4159,4024,2112,1688,333,646,0,39,"Rio Rancho city, New Mexico",1947,280,140,129,198,198,198,198,198,198,95,199,349,471,1038,1012,1248,1233,1236,1022,722,279,388,198,67
"G35070500","2011","NM",,,"New Mexico","35",,,"Santa Fe city","70500",,,,,,,,,,,,,,,,"16000US3570500","Santa Fe city, New Mexico",,,,,,,,,,,,,,,,,,,,,,,,,,"Santa Fe city, New Mexico",,,,,,,,,,,,,,,,,,,,,,,,,
"G36001000","2011","NY",,,"New York","36",,,"Albany city","01000",,,,,,,,,,,,,,,,"16000US3601000","Albany city, New York",15123,55,0,65,129,72,0,0,71,163,562,274,353,413,1277,1187,2332,2597,3391,486,938,308,390,0,60,"Albany city, New York",1421,91,192,109,154,115,192,192,120,151,425,208,240,278,496,472,634,793,825,288,458,230,295,192,101
"G36011000","2011","NY",,,"New York","36",,,"Buffalo city","11000",,,,,,,,,,,,,,,,"16000US3611000","Buffalo city, New York",45052,453,1471,1102,1631,1057,1709,1840,5302,4687,4702,2328,2454,1962,3177,2499,2078,1112,1605,865,1060,1223,597,108,30,"Buffalo city, New York",2555,218,589,405,667,393,552,703,977,984,948,714,584,598,748,657,682,431,524,312,402,592,343,132,52
"G36015000","2011","NY",,,"New York","36",,,"Cheektowaga CDP","15000",,,,,,,,,,,,,,,,"16000US3615000","Cheektowaga CDP, New York",23004,117,265,95,132,218,129,156,411,965,1649,1407,2517,3308,5489,2806,1227,339,634,545,241,146,0,35,173,"Cheektowaga CDP, New York",1572,136,217,148,156,181,152,132,210,506,607,397,669,603,914,731,506,203,374,500,193,125,192,60,180
"G36049121","2011","NY",,,"New York","36",,,"Mount Vernon city","49121",,,,,,,,,,,,,,,,"16000US3649121","Mount Vernon city, New York",9314,0,0,0,0,29,49,0,0,0,44,189,260,197,268,173,319,218,633,428,2659,1687,1866,200,95,"Mount Vernon city, New York",968,192,192,192,192,48,64,192,192,192,74,156,224,200,225,134,221,176,314,434,709,519,537,151,84
"G36050617","2011","NY",,,"New York","36",,,"New Rochelle city","50617",,,,,,,,,,,,,,,,"16000US3650617","New Rochelle city, New York",,,,,,,,,,,,,,,,,,,,,,,,,,"New Rochelle city, New York",,,,,,,,,,,,,,,,,,,,,,,,,
"G36051000","2011","NY",,,"New York","36",,,"New York city","51000",,,,,,,,,,,,,,,,"16000US3651000","New York city, New York",946765,3840,3215,2753,3034,1942,2648,2168,5175,4857,2977,3284,2196,2655,14826,8339,19014,12917,41296,43291,146278,161326,254357,99122,105255,"New York city, New York",11082,791,969,842,911,690,834,778,1215,940,899,818,572,712,2054,1302,1844,1774,3420,3173,6521,5946,6880,4799,5849
"G36063000","2011","NY",,,"New York","36",,,"Rochester city","63000",,,,,,,,,,,,,,,,"16000US3663000","Rochester city, New York",32384,454,0,51,570,624,632,739,1761,5122,4392,3291,3139,1641,3130,1041,932,706,976,932,1040,753,333,125,0,"Rochester city, New York",2538,337,192,64,328,270,262,367,428,1073,801,777,620,591,899,512,460,315,366,387,420,375,268,125,192
"G36065508","2011","NY",,,"New York","36",,,"Schenectady city","65508",,,,,,,,,,,,,,,,"16000US3665508","Schenectady city, New York",10336,0,0,0,81,49,0,44,161,194,584,950,1188,1103,1968,1601,1251,469,268,77,237,51,0,0,60,"Schenectady city, New York",1077,192,192,192,91,80,192,71,128,157,322,413,438,434,546,488,488,278,185,96,119,60,192,192,101
"G36073000","2011","NY",,,"New York","36",,,"Syracuse city","73000",,,,,,,,,,,,,,,,"16000US3673000","Syracuse city, New York",21845,55,166,231,136,214,200,410,1132,1444,2891,2269,2662,1911,2450,1588,1215,315,832,858,178,309,379,0,0,"Syracuse city, New York",1691,69,127,226,143,147,114,218,368,509,721,542,608,599,609,584,444,180,380,459,131,200,259,192,192
