GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEO_ID,TL_GEO_ID,NAME_E,AQDXE001,AQDXE002,AQDXE003,AQDXE004,AQDXE005,AQDXE006,AQDXE007,AQDXE008,AQDXE009,AQDXE010,AQDXE011,AQDXE012,AQDXE013,AQDXE014,AQDXE015,AQDXE016,AQDXE017,AQDXE018,AQDXE019,AQDXE020,AQDXE021,AQDXE022,AQDXE023,AQDXE024,AQDXE025,AQDXE026,AQDXE027,NAME_M,AQDXM001,AQDXM002,AQDXM003,AQDXM004,AQDXM005,AQDXM006,AQDXM007,AQDXM008,AQDXM009,AQDXM010,AQDXM011,AQDXM012,AQDXM013,AQDXM014,AQDXM015,AQDXM016,AQDXM017,AQDXM018,AQDXM019,AQDXM020,AQDXM021,AQDXM022,AQDXM023,AQDXM024,AQDXM025,AQDXM026,AQDXM027
"G31028000","2022","NE",,,"Nebraska","31",,,"Lincoln city","28000",,,,,,,,,,,,,,,,"1600000US3128000","3128000","Lincoln city, Nebraska",68533,107,484,540,120,850,77,39,0,290,175,126,545,681,3666,2896,4781,5199,12637,10135,12858,6604,4014,1108,149,99,353,"Lincoln city, Nebraska",2340,129,292,360,144,602,93,65,174,212,151,146,312,327,926,730,1020,1195,1736,1219,1437,943,944,589,144,115,302
"G31037000","2022","NE",,,"Nebraska","31",,,"Omaha city","37000",,,,,,,,,,,,,,,,"1600000US3137000","3137000","Omaha city, Nebraska",115012,512,451,460,490,286,345,129,296,933,445,1306,1669,1899,6377,5053,10077,8411,20958,16468,18187,10926,5559,2590,741,172,272,"Omaha city, Nebraska",3518,308,280,296,318,200,250,212,253,536,223,544,624,650,1224,1363,1633,1349,2086,1798,1824,1618,1295,822,331,215,196
"G32023770","2022","NV",,,"Nevada","32",,,"Enterprise CDP","23770",,,,,,,,,,,,,,,,"1600000US3223770","3223770","Enterprise CDP, Nevada",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Enterprise CDP, Nevada",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G32031900","2022","NV",,,"Nevada","32",,,"Henderson city","31900",,,,,,,,,,,,,,,,"1600000US3231900","3231900","Henderson city, Nevada",87279,961,40,105,289,90,224,344,325,458,56,56,524,170,325,90,492,0,1460,4505,14230,21098,28438,9138,1816,773,1272,"Henderson city, Nevada",3711,458,65,123,280,107,195,391,195,421,92,93,415,212,225,110,352,228,644,1286,1977,2701,2525,1450,675,632,427
"G32040000","2022","NV",,,"Nevada","32",,,"Las Vegas city","40000",,,,,,,,,,,,,,,,"1600000US3240000","3240000","Las Vegas city, Nevada",143423,1909,125,751,424,486,426,311,801,472,37,311,220,211,877,580,1756,863,6395,9793,36748,31177,33790,7830,3953,1901,1276,"Las Vegas city, Nevada",5669,772,152,522,292,363,322,189,498,338,63,273,226,211,435,385,745,472,1443,1700,3275,2744,3202,1475,1019,797,554
"G32051800","2022","NV",,,"Nevada","32",,,"North Las Vegas city","51800",,,,,,,,,,,,,,,,"1600000US3251800","3251800","North Las Vegas city, Nevada",,,,,,,,,,,,,,,,,,,,,,,,,,,,"North Las Vegas city, Nevada",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G32054600","2022","NV",,,"Nevada","32",,,"Paradise CDP","54600",,,,,,,,,,,,,,,,"1600000US3254600","3254600","Paradise CDP, Nevada",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Paradise CDP, Nevada",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G32060600","2022","NV",,,"Nevada","32",,,"Reno city","60600",,,,,,,,,,,,,,,,"1600000US3260600","3260600","Reno city, Nevada",57192,1198,53,271,317,137,256,135,449,765,326,0,455,188,725,52,478,254,1034,1839,6127,10524,18998,7869,3303,493,946,"Reno city, Nevada",3088,637,88,194,371,166,252,130,298,501,298,228,460,221,367,86,250,264,537,642,1356,1263,1925,1420,837,344,548
"G32068400","2022","NV",,,"Nevada","32",,,"Sparks city","68400",,,,,,,,,,,,,,,,"1600000US3268400","3268400","Sparks city, Nevada",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Sparks city, Nevada",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G32068585","2022","NV",,,"Nevada","32",,,"Spring Valley CDP","68585",,,,,,,,,,,,,,,,"1600000US3268585","3268585","Spring Valley CDP, Nevada",39286,323,0,0,215,72,148,53,485,0,74,61,283,182,415,185,495,1196,1949,2393,7940,11619,8512,1495,829,207,155,"Spring Valley CDP, Nevada",2835,267,228,228,291,120,182,86,553,228,121,100,289,178,276,194,388,737,764,890,1399,1814,1310,509,381,164,137
"G32071400","2022","NV",,,"Nevada","32",,,"Sunrise Manor CDP","71400",,,,,,,,,,,,,,,,"1600000US3271400","3271400","Sunrise Manor CDP, Nevada",34919,1166,439,28,110,350,235,176,682,156,171,0,76,54,630,272,329,746,3313,4312,12651,5589,2194,662,412,0,166,"Sunrise Manor CDP, Nevada",2614,685,308,48,111,289,235,163,529,170,148,228,87,91,388,389,303,346,1067,1186,1614,1200,696,300,338,228,120
"G33045140","2022","NH",,,"New Hampshire","33",,,"Manchester city","45140",,,,,,,,,,,,,,,,"1600000US3345140","3345140","Manchester city, New Hampshire",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Manchester city, New Hampshire",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G33050260","2022","NH",,,"New Hampshire","33",,,"Nashua city","50260",,,,,,,,,,,,,,,,"1600000US3350260","3350260","Nashua city, New Hampshire",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Nashua city, New Hampshire",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G34003580","2022","NJ",,,"New Jersey","34",,,"Bayonne city","03580",,,,,,,,,,,,,,,,"1600000US3403580","3403580","Bayonne city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bayonne city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G34010000","2022","NJ",,,"New Jersey","34",,,"Camden city","10000",,,,,,,,,,,,,,,,"1600000US3410000","3410000","Camden city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Camden city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G34013690","2022","NJ",,,"New Jersey","34",,,"Clifton city","13690",,,,,,,,,,,,,,,,"1600000US3413690","3413690","Clifton city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Clifton city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G34019390","2022","NJ",,,"New Jersey","34",,,"East Orange city","19390",,,,,,,,,,,,,,,,"1600000US3419390","3419390","East Orange city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,,,"East Orange city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G34021000","2022","NJ",,,"New Jersey","34",,,"Elizabeth city","21000",,,,,,,,,,,,,,,,"1600000US3421000","3421000","Elizabeth city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Elizabeth city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G34036000","2022","NJ",,,"New Jersey","34",,,"Jersey City city","36000",,,,,,,,,,,,,,,,"1600000US3436000","3436000","Jersey City city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jersey City city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G34038580","2022","NJ",,,"New Jersey","34",,,"Lakewood CDP","38580",,,,,,,,,,,,,,,,"1600000US3438580","3438580","Lakewood CDP, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lakewood CDP, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G34051000","2022","NJ",,,"New Jersey","34",,,"Newark city","51000",,,,,,,,,,,,,,,,"1600000US3451000","3451000","Newark city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Newark city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G34056550","2022","NJ",,,"New Jersey","34",,,"Passaic city","56550",,,,,,,,,,,,,,,,"1600000US3456550","3456550","Passaic city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Passaic city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G34057000","2022","NJ",,,"New Jersey","34",,,"Paterson city","57000",,,,,,,,,,,,,,,,"1600000US3457000","3457000","Paterson city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Paterson city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G34073110","2022","NJ",,,"New Jersey","34",,,"Toms River CDP","73110",,,,,,,,,,,,,,,,"1600000US3473110","3473110","Toms River CDP, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Toms River CDP, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G34074000","2022","NJ",,,"New Jersey","34",,,"Trenton city","74000",,,,,,,,,,,,,,,,"1600000US3474000","3474000","Trenton city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Trenton city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G34074630","2022","NJ",,,"New Jersey","34",,,"Union City city","74630",,,,,,,,,,,,,,,,"1600000US3474630","3474630","Union City city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Union City city, New Jersey",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G35002000","2022","NM",,,"New Mexico","35",,,"Albuquerque city","02000",,,,,,,,,,,,,,,,"1600000US3502000","3502000","Albuquerque city, New Mexico",154980,1817,884,763,1223,335,1337,749,731,64,545,295,881,397,3332,1991,10121,7271,27683,22075,39719,16985,11777,2437,949,237,382,"Albuquerque city, New Mexico",3828,700,597,544,992,268,924,586,621,106,486,298,559,389,1140,702,2206,1509,2565,2419,3574,1894,1726,866,480,325,436
"G35039380","2022","NM",,,"New Mexico","35",,,"Las Cruces city","39380",,,,,,,,,,,,,,,,"1600000US3539380","3539380","Las Cruces city, New Mexico",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Las Cruces city, New Mexico",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G35063460","2022","NM",,,"New Mexico","35",,,"Rio Rancho city","63460",,,,,,,,,,,,,,,,"1600000US3563460","3563460","Rio Rancho city, New Mexico",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rio Rancho city, New Mexico",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G35070500","2022","NM",,,"New Mexico","35",,,"Santa Fe city","70500",,,,,,,,,,,,,,,,"1600000US3570500","3570500","Santa Fe city, New Mexico",26446,177,68,183,282,167,189,134,323,298,65,51,345,0,37,49,400,321,494,1510,5130,6016,4022,3985,1103,678,419,"Santa Fe city, New Mexico",1730,199,114,226,270,169,304,152,328,212,119,82,246,216,62,79,302,236,405,521,1165,935,708,879,500,456,254
"G36001000","2022","NY",,,"New York","36",,,"Albany city","01000",,,,,,,,,,,,,,,,"1600000US3601000","3601000","Albany city, New York",14336,618,0,0,60,44,43,55,0,0,322,288,238,391,587,708,1649,571,3776,2589,1146,598,351,183,47,0,72,"Albany city, New York",1917,548,217,217,98,74,73,96,217,217,250,259,210,473,440,339,697,341,905,819,439,299,283,189,82,217,115
"G36011000","2022","NY",,,"New York","36",,,"Buffalo city","11000",,,,,,,,,,,,,,,,"1600000US3611000","3611000","Buffalo city, New York",53390,953,665,263,477,228,1276,755,2569,1436,2558,3003,1749,1272,4889,2677,4498,3086,6805,2951,4643,2461,2186,1291,136,258,305,"Buffalo city, New York",3403,536,470,226,337,197,735,428,895,662,981,1085,758,587,1296,934,1290,963,1377,1001,1204,843,759,674,131,250,230
"G36015000","2022","NY",,,"New York","36",,,"Cheektowaga CDP","15000",,,,,,,,,,,,,,,,"1600000US3615000","3615000","Cheektowaga CDP, New York",24099,178,113,93,82,0,182,165,170,187,117,585,637,630,2116,2611,4340,4121,3817,1966,981,147,112,444,78,227,0,"Cheektowaga CDP, New York",1937,173,107,106,137,217,185,212,279,270,191,514,613,414,660,859,1143,1012,949,681,518,141,139,384,130,226,217
"G36049121","2022","NY",,,"New York","36",,,"Mount Vernon city","49121",,,,,,,,,,,,,,,,"1600000US3649121","3649121","Mount Vernon city, New York",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mount Vernon city, New York",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G36050617","2022","NY",,,"New York","36",,,"New Rochelle city","50617",,,,,,,,,,,,,,,,"1600000US3650617","3650617","New Rochelle city, New York",,,,,,,,,,,,,,,,,,,,,,,,,,,,"New Rochelle city, New York",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G36051000","2022","NY",,,"New York","36",,,"New York city","51000",,,,,,,,,,,,,,,,"1600000US3651000","3651000","New York city, New York",1102002,16389,2317,2870,4181,2905,2760,1695,5856,4060,4784,2797,3352,4702,10637,4849,9073,7262,23169,29503,73323,80663,282809,233071,139039,57346,92590,"New York city, New York",14298,2622,888,1356,1238,926,1020,714,1312,1344,2413,856,1631,1237,1703,1267,1788,1739,2749,2876,4501,5362,8801,8797,6907,4971,5649
"G36063000","2022","NY",,,"New York","36",,,"Rochester city","63000",,,,,,,,,,,,,,,,"1600000US3663000","3663000","Rochester city, New York",37968,309,234,124,201,109,1703,295,1577,1036,2483,1557,2459,1450,4120,4148,4520,1904,3418,1814,2019,1139,822,470,0,57,0,"Rochester city, New York",2934,199,213,215,212,127,1370,287,626,467,910,541,844,879,884,1207,996,701,920,638,956,459,543,344,217,94,217
"G36065508","2022","NY",,,"New York","36",,,"Schenectady city","65508",,,,,,,,,,,,,,,,"1600000US3665508","3665508","Schenectady city, New York",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Schenectady city, New York",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G36073000","2022","NY",,,"New York","36",,,"Syracuse city","73000",,,,,,,,,,,,,,,,"1600000US3673000","3673000","Syracuse city, New York",25967,85,0,25,72,61,227,171,771,466,1742,1434,1901,1866,2831,3116,4131,1772,2062,1526,838,273,388,96,70,43,0,"Syracuse city, New York",2108,149,217,42,116,75,174,203,415,287,708,644,539,800,999,893,991,583,739,677,461,235,459,136,118,70,217
"G36084000","2022","NY",,,"New York","36",,,"Yonkers city","84000",,,,,,,,,,,,,,,,"1600000US3684000","3684000","Yonkers city, New York",37958,791,107,0,0,74,0,49,75,295,104,0,549,212,1789,1194,2682,1259,2960,1036,1985,3978,12079,5661,913,55,111,"Yonkers city, New York",2864,660,174,217,217,126,217,80,132,380,135,217,503,211,694,712,885,777,1082,576,810,1151,2006,1147,532,90,147
"G37001520","2022","NC",,,"North Carolina","37",,,"Apex town","01520",,,,,,,,,,,,,,,,"1600000US3701520","3701520","Apex town, North Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Apex town, North Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G37002140","2022","NC",,,"North Carolina","37",,,"Asheville city","02140",,,,,,,,,,,,,,,,"1600000US3702140","3702140","Asheville city, North Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Asheville city, North Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G37010740","2022","NC",,,"North Carolina","37",,,"Cary town","10740",,,,,,,,,,,,,,,,"1600000US3710740","3710740","Cary town, North Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cary town, North Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G37012000","2022","NC",,,"North Carolina","37",,,"Charlotte city","12000",,,,,,,,,,,,,,,,"1600000US3712000","3712000","Charlotte city, North Carolina",192091,1532,248,312,401,280,197,460,435,279,339,1123,614,424,4270,3475,4670,5864,15795,18503,43015,28520,33298,13127,8387,3075,3448,"Charlotte city, North Carolina",4818,703,219,420,281,244,178,355,313,207,296,678,506,303,1155,1137,1133,1473,2419,2417,3273,2575,2886,1658,1303,860,920
"G37014100","2022","NC",,,"North Carolina","37",,,"Concord city","14100",,,,,,,,,,,,,,,,"1600000US3714100","3714100","Concord city, North Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Concord city, North Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G37019000","2022","NC",,,"North Carolina","37",,,"Durham city","19000",,,,,,,,,,,,,,,,"1600000US3719000","3719000","Durham city, North Carolina",64503,938,170,215,86,0,0,0,302,114,0,0,495,47,355,472,2013,1618,5728,6544,15319,12085,13348,3232,1145,96,181,"Durham city, North Carolina",3484,574,275,218,106,221,221,221,383,150,221,221,619,84,275,458,791,694,1491,1683,2306,1902,1884,777,883,113,178
"G37022920","2022","NC",,,"North Carolina","37",,,"Fayetteville city","22920",,,,,,,,,,,,,,,,"1600000US3722920","3722920","Fayetteville city, North Carolina",41955,103,250,431,187,205,232,121,371,524,474,927,1078,1672,4360,4231,5113,3877,6305,4419,4399,1543,711,227,69,0,126,"Fayetteville city, North Carolina",1766,125,209,342,176,199,163,148,236,309,290,332,361,541,795,806,859,828,1055,854,815,515,334,188,61,221,144
"G37025580","2022","NC",,,"North Carolina","37",,,"Gastonia city","25580",,,,,,,,,,,,,,,,"1600000US3725580","3725580","Gastonia city, North Carolina",20107,193,0,0,176,0,25,244,66,0,43,493,358,185,1413,687,715,1307,2591,3504,4437,1686,1508,371,105,0,0,"Gastonia city, North Carolina",1898,203,221,221,263,221,40,195,85,221,73,425,318,228,1126,378,278,661,851,1025,1060,610,636,212,122,221,221
"G37028000","2022","NC",,,"North Carolina","37",,,"Greensboro city","28000",,,,,,,,,,,,,,,,"1600000US3728000","3728000","Greensboro city, North Carolina",61485,273,119,498,114,66,157,0,208,288,1000,224,819,1546,6158,3245,5586,4920,9713,6944,9017,4459,4028,1257,480,106,260,"Greensboro city, North Carolina",3073,248,156,658,134,107,162,221,218,291,543,235,307,673,1608,1211,1423,1593,1758,1506,1399,1060,819,459,317,173,235
"G37028080","2022","NC",,,"North Carolina","37",,,"Greenville city","28080",,,,,,,,,,,,,,,,"1600000US3728080","3728080","Greenville city, North Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Greenville city, North Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G37031400","2022","NC",,,"North Carolina","37",,,"High Point city","31400",,,,,,,,,,,,,,,,"1600000US3731400","3731400","High Point city, North Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,,"High Point city, North Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G37034200","2022","NC",,,"North Carolina","37",,,"Jacksonville city","34200",,,,,,,,,,,,,,,,"1600000US3734200","3734200","Jacksonville city, North Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jacksonville city, North Carolina",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G37055000","2022","NC",,,"North Carolina","37",,,"Raleigh city","55000",,,,,,,,,,,,,,,,"1600000US3755000","3755000","Raleigh city, North Carolina",98845,682,152,128,234,77,72,170,94,142,499,76,76,170,1137,577,1454,1084,6370,9344,21493,17592,22440,8041,4350,1224,1167,"Raleigh city, North Carolina",4503,402,179,156,247,134,121,202,154,167,540,126,123,195,544,307,714,509,1679,2291,2436,2641,2737,1359,1159,556,705
"G37074440","2022","NC",,,"North Carolina","37",,,"Wilmington city","74440",,,,,,,,,,,,,,,,"1600000US3774440","3774440","Wilmington city, North Carolina",24616,0,0,163,125,122,0,276,0,67,69,0,28,371,830,465,425,504,2709,2876,4634,3959,4268,1298,677,513,237,"Wilmington city, North Carolina",2160,221,221,163,128,128,221,296,221,122,112,221,47,336,521,343,238,336,811,934,1314,1014,1028,697,329,410,285
"G37075000","2022","NC",,,"North Carolina","37",,,"Winston-Salem city","75000",,,,,,,,,,,,,,,,"1600000US3775000","3775000","Winston-Salem city, North Carolina",54906,402,98,506,498,428,90,146,222,128,640,336,1243,1046,3269,3376,6792,3761,7041,6499,9503,3616,2663,1168,690,278,467,"Winston-Salem city, North Carolina",3427,370,164,415,375,471,105,174,166,140,385,216,726,763,1001,1058,1627,917,1576,1438,1780,926,616,636,355,255,377
"G38007200","2022","ND",,,"North Dakota","38",,,"Bismarck city","07200",,,,,,,,,,,,,,,,"1600000US3807200","3807200","Bismarck city, North Dakota",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Bismarck city, North Dakota",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G38025700","2022","ND",,,"North Dakota","38",,,"Fargo city","25700",,,,,,,,,,,,,,,,"1600000US3825700","3825700","Fargo city, North Dakota",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fargo city, North Dakota",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G39001000","2022","OH",,,"Ohio","39",,,"Akron city","01000",,,,,,,,,,,,,,,,"1600000US3901000","3901000","Akron city, Ohio",43716,314,163,117,458,327,702,640,1518,1802,2812,4338,3164,1925,6828,3691,4468,1565,3549,1834,2187,837,305,57,0,0,115,"Akron city, Ohio",3179,231,163,141,293,287,653,383,688,728,999,1207,713,687,1460,1094,1277,658,968,560,742,446,211,93,208,208,137
"G39012000","2022","OH",,,"Ohio","39",,,"Canton city","12000",,,,,,,,,,,,,,,,"1600000US3912000","3912000","Canton city, Ohio",15025,50,330,365,124,326,830,210,1180,870,1258,923,1103,828,2310,1151,1085,624,292,444,640,0,0,0,0,0,82,"Canton city, Ohio",1748,89,262,332,145,284,424,249,676,381,556,427,465,438,974,467,472,344,390,272,445,208,208,208,208,208,133
"G39015000","2022","OH",,,"Ohio","39",,,"Cincinnati city","15000",,,,,,,,,,,,,,,,"1600000US3915000","3915000","Cincinnati city, Ohio",58387,142,65,117,204,0,172,36,340,1028,1075,2527,1234,1887,2914,4056,5510,4052,6897,4883,7851,4745,5507,2369,745,0,31,"Cincinnati city, Ohio",3757,179,107,151,225,208,210,63,234,618,644,1006,529,1126,783,1303,1256,1139,1372,1180,1534,1230,1104,943,414,208,50
"G39016000","2022","OH",,,"Ohio","39",,,"Cleveland city","16000",,,,,,,,,,,,,,,,"1600000US3916000","3916000","Cleveland city, Ohio",68158,1005,995,352,893,1187,2211,977,3915,4418,4212,4117,4480,4322,9871,6282,4914,2392,3617,2049,1523,1575,1559,715,433,44,100,"Cleveland city, Ohio",3574,406,470,257,508,554,734,383,1018,1274,1176,929,1228,1104,1669,1186,1070,757,833,545,612,561,645,572,367,76,95
"G39018000","2022","OH",,,"Ohio","39",,,"Columbus city","18000",,,,,,,,,,,,,,,,"1600000US3918000","3918000","Columbus city, Ohio",170155,1905,1021,330,447,736,415,169,894,1284,1456,1199,4227,2248,7358,8579,13425,11743,28289,27000,35276,12899,6543,1462,1178,72,0,"Columbus city, Ohio",5736,775,823,193,277,469,333,163,443,589,596,436,1234,842,1372,1717,1599,1808,3272,3164,3120,1603,1368,472,566,116,208
"G39021000","2022","OH",,,"Ohio","39",,,"Dayton city","21000",,,,,,,,,,,,,,,,"1600000US3921000","3921000","Dayton city, Ohio",32464,231,0,280,554,287,1257,303,2128,1609,3007,2589,1733,2934,4379,1783,1902,1476,2561,1167,1451,557,245,31,0,0,0,"Dayton city, Ohio",3071,245,208,312,375,290,563,194,737,735,1140,1016,678,1386,1406,727,869,626,845,633,553,494,334,55,208,208,208
"G39044856","2022","OH",,,"Ohio","39",,,"Lorain city","44856",,,,,,,,,,,,,,,,"1600000US3944856","3944856","Lorain city, Ohio",17361,122,173,147,0,113,243,143,391,570,391,1438,985,1081,3568,1037,1866,545,1247,1203,1448,107,466,0,77,0,0,"Lorain city, Ohio",1830,200,216,170,208,134,253,175,250,458,301,677,469,552,1071,546,659,333,499,567,754,137,416,208,137,208,208
"G39061000","2022","OH",,,"Ohio","39",,,"Parma city","61000",,,,,,,,,,,,,,,,"1600000US3961000","3961000","Parma city, Ohio",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Parma city, Ohio",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G39077000","2022","OH",,,"Ohio","39",,,"Toledo city","77000",,,,,,,,,,,,,,,,"1600000US3977000","3977000","Toledo city, Ohio",68044,1592,978,918,1537,800,1437,788,3491,3955,4537,3504,4455,3508,9865,7429,6631,3666,4453,2522,1142,286,85,127,104,0,234,"Toledo city, Ohio",3030,579,469,448,682,428,563,434,1137,919,969,997,1230,1153,1402,1268,1193,922,888,808,566,214,98,100,121,208,207
"G40009050","2022","OK",,,"Oklahoma","40",,,"Broken Arrow city","09050",,,,,,,,,,,,,,,,"1600000US4009050","4009050","Broken Arrow city, Oklahoma",34379,304,67,185,195,30,82,0,122,0,49,85,232,76,2140,2386,3596,3370,5833,5946,5972,2043,1356,147,65,39,59,"Broken Arrow city, Oklahoma",1419,233,112,157,153,49,102,165,147,165,60,81,179,65,575,580,620,682,805,873,713,564,479,160,107,65,98
"G40023200","2022","OK",,,"Oklahoma","40",,,"Edmond city","23200",,,,,,,,,,,,,,,,"1600000US4023200","4023200","Edmond city, Oklahoma",25954,127,0,0,201,0,0,0,0,43,28,0,99,0,492,850,1074,1575,2883,3155,5434,3444,4887,1006,413,49,194,"Edmond city, Oklahoma",1482,119,165,165,193,165,165,165,165,73,48,165,118,165,357,315,402,571,718,888,1036,710,1273,456,253,78,156
"G40041850","2022","OK",,,"Oklahoma","40",,,"Lawton city","41850",,,,,,,,,,,,,,,,"1600000US4041850","4041850","Lawton city, Oklahoma",16082,55,429,58,281,280,74,112,355,284,648,976,625,1122,3252,1672,1749,645,1403,598,680,362,54,316,52,0,0,"Lawton city, Oklahoma",984,65,235,96,177,252,92,137,251,180,284,397,316,477,755,505,500,309,537,341,276,223,90,227,85,165,165
"G40052500","2022","OK",,,"Oklahoma","40",,,"Norman city","52500",,,,,,,,,,,,,,,,"1600000US4052500","4052500","Norman city, Oklahoma",26832,53,119,381,45,84,38,179,215,46,55,397,302,134,1502,1200,2446,2074,4637,4615,3793,2284,1754,230,221,11,17,"Norman city, Oklahoma",1841,89,145,343,77,122,64,192,199,75,67,310,245,135,572,451,800,833,1108,955,742,795,567,208,230,19,20
"G40055000","2022","OK",,,"Oklahoma","40",,,"Oklahoma City city","55000",,,,,,,,,,,,,,,,"1600000US4055000","4055000","Oklahoma City city, Oklahoma",161657,2061,1199,881,975,841,815,227,1751,2133,1851,2166,2432,2394,10440,9542,15832,11451,25340,22861,24453,9259,8609,2720,609,286,529,"Oklahoma City city, Oklahoma",4642,824,605,549,527,454,394,210,640,636,601,700,703,834,1838,1910,1898,1616,2629,2703,2529,1513,1387,962,264,243,348
"G40075000","2022","OK",,,"Oklahoma","40",,,"Tulsa city","75000",,,,,,,,,,,,,,,,"1600000US4075000","4075000","Tulsa city, Oklahoma",90197,872,499,606,397,359,809,365,1643,1656,1852,1862,3010,2521,8028,5741,9206,5760,11242,8083,10600,5153,5663,2248,1203,373,446,"Tulsa city, Oklahoma",2181,330,266,266,209,233,369,214,502,433,419,537,698,615,939,902,1174,804,1222,1145,1030,750,974,511,417,250,224
