GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,ADDPE001,ADDPE002,ADDPE003,ADDPE004,ADDPE005,ADDPE006,ADDPE007,ADDPE008,ADDPE009,ADDPE010,ADDPE011,ADDPE012,ADDPE013,ADDPE014,ADDPE015,ADDPE016,ADDPE017,ADDPE018,ADDPE019,ADDPE020,ADDPE021,ADDPE022,ADDPE023,ADDPE024,ADDPE025,ADDPE026,ADDPE027,NAME_M,ADDPM001,ADDPM002,ADDPM003,ADDPM004,ADDPM005,ADDPM006,ADDPM007,ADDPM008,ADDPM009,ADDPM010,ADDPM011,ADDPM012,ADDPM013,ADDPM014,ADDPM015,ADDPM016,ADDPM017,ADDPM018,ADDPM019,ADDPM020,ADDPM021,ADDPM022,ADDPM023,ADDPM024,ADDPM025,ADDPM026,ADDPM027
"G4800210","2015","TX",,,"Texas","48","Bastrop County","021",,,,,,,,,,,,,,,,,,"05000US48021","Bastrop County, Texas",18926,118,59,209,307,140,505,0,374,139,516,506,1099,606,1972,2322,2149,1492,1713,1032,1222,1236,1027,92,0,0,91,"Bastrop County, Texas",1878,148,102,274,265,159,404,214,323,150,409,380,649,557,745,891,780,757,697,420,823,724,607,150,214,214,131
"G4800270","2015","TX",,,"Texas","48","Bell County","027",,,,,,,,,,,,,,,,,,"05000US48027","Bell County, Texas",62682,1584,397,593,655,359,281,541,1220,1823,2390,2535,3957,3393,9331,6961,6961,4164,5765,3591,2898,843,1116,879,0,75,370,"Bell County, Texas",2393,704,300,291,540,287,211,348,507,747,649,726,877,788,1490,1205,1299,980,1162,1084,757,412,419,619,214,125,246
"G4800290","2015","TX",,,"Texas","48","Bexar County","029",,,,,,,,,,,,,,,,,,"05000US48029","Bexar County, Texas",357275,2719,2237,2195,2901,2040,3521,2908,10697,10677,16513,19394,21344,18377,38389,36117,38591,22739,35847,22778,23957,10406,7710,2960,1320,424,514,"Bexar County, Texas",6179,622,751,799,916,572,862,705,1445,1316,2054,1970,1959,1965,2331,2969,2501,2271,2873,2189,2301,1322,1191,764,536,235,218
"G4800370","2015","TX",,,"Texas","48","Bowie County","037",,,,,,,,,,,,,,,,,,"05000US48037","Bowie County, Texas",22080,791,733,710,626,331,349,749,922,704,1052,1452,1393,1081,2599,2248,1967,1169,930,490,728,767,236,53,0,0,0,"Bowie County, Texas",1365,658,409,601,459,275,364,567,420,340,477,550,635,419,648,782,640,588,353,257,489,602,223,90,214,214,214
"G4800390","2015","TX",,,"Texas","48","Brazoria County","039",,,,,,,,,,,,,,,,,,"05000US48039","Brazoria County, Texas",78256,1608,494,1344,320,885,808,1031,1996,1445,3083,2402,2442,2974,7222,5916,9006,7827,11553,6144,7254,1448,601,160,37,0,256,"Brazoria County, Texas",2881,628,370,668,236,548,451,640,884,717,889,854,743,981,1576,1175,1908,1692,1936,1408,1624,633,405,191,63,214,292
"G4800410","2015","TX",,,"Texas","48","Brazos County","041",,,,,,,,,,,,,,,,,,"05000US48041","Brazos County, Texas",35128,914,467,87,767,377,347,436,630,325,144,706,1044,1196,2244,3237,4342,3723,4366,3408,3166,1370,1072,431,252,77,0,"Brazos County, Texas",1900,609,308,127,463,347,269,284,392,202,150,410,499,471,765,809,994,1216,1036,968,805,430,432,317,256,89,214
"G4800610","2015","TX",,,"Texas","48","Cameron County","061",,,,,,,,,,,,,,,,,,"05000US48061","Cameron County, Texas",80821,1343,1839,1357,2173,2792,2456,3498,6911,5575,5125,5401,6970,3513,9111,5592,6606,3239,3476,1523,1361,299,500,161,0,0,0,"Cameron County, Texas",2764,530,679,648,727,739,793,801,1291,1130,1047,1073,1685,899,1513,1243,1302,917,1116,472,504,206,267,167,214,214,214
"G4800850","2015","TX",,,"Texas","48","Collin County","085",,,,,,,,,,,,,,,,,,"05000US48085","Collin County, Texas",213314,1207,176,411,295,148,259,154,840,921,589,1163,2757,772,6795,11892,16990,14684,38635,33653,40114,21442,13814,3305,1591,330,377,"Collin County, Texas",4141,539,162,315,248,134,236,153,465,492,338,592,803,377,1284,1975,1957,1752,2747,2575,3117,1990,1741,835,543,261,234
"G4800910","2015","TX",,,"Texas","48","Comal County","091",,,,,,,,,,,,,,,,,,"05000US48091","Comal County, Texas",33928,452,116,44,201,119,355,71,615,442,583,886,300,316,2499,2401,3092,2141,2967,2732,5245,4082,2884,1042,169,0,174,"Comal County, Texas",1803,290,114,72,172,193,281,116,363,294,442,468,218,254,914,786,890,762,925,683,1065,872,661,509,166,214,178
"G4800990","2015","TX",,,"Texas","48","Coryell County","099",,,,,,,,,,,,,,,,,,"05000US48099","Coryell County, Texas",12248,48,190,44,10,152,0,0,289,804,712,1100,897,899,1782,1241,1561,806,560,597,138,198,132,22,43,23,0,"Coryell County, Texas",1037,61,163,63,16,148,214,214,180,453,308,399,309,339,558,465,677,464,258,322,140,219,127,40,73,40,214
"G4801130","2015","TX",,,"Texas","48","Dallas County","113",,,,,,,,,,,,,,,,,,"05000US48113","Dallas County, Texas",453122,3482,2711,2619,2079,3442,3002,2395,8804,12833,16194,19471,26002,23522,63222,44176,43209,22391,34151,25994,32691,17297,19512,8296,8317,3696,3614,"Dallas County, Texas",8021,869,836,701,794,1109,843,686,1325,1948,1850,1939,2511,2251,3910,3469,3119,2411,3295,2248,2917,1660,1648,1134,1281,732,749
"G4801210","2015","TX",,,"Texas","48","Denton County","121",,,,,,,,,,,,,,,,,,"05000US48121","Denton County, Texas",176481,1972,653,953,462,529,366,359,349,794,1301,1236,1952,1914,9506,15534,21460,14567,29177,18114,26488,14688,10143,2483,794,288,399,"Denton County, Texas",3136,802,572,518,276,355,294,333,277,343,675,503,777,736,1326,1712,2022,1530,2708,1729,2137,1465,1344,700,279,249,271
"G4801350","2015","TX",,,"Texas","48","Ector County","135",,,,,,,,,,,,,,,,,,"05000US48135","Ector County, Texas",35752,834,621,972,648,352,814,252,764,1619,1505,871,1840,1798,4835,3378,4305,2070,2965,2656,1314,157,750,243,0,0,189,"Ector County, Texas",1972,490,456,597,417,373,420,279,442,687,657,448,596,652,1067,968,1200,674,913,877,563,179,444,254,214,214,198
"G4801390","2015","TX",,,"Texas","48","Ellis County","139",,,,,,,,,,,,,,,,,,"05000US48139","Ellis County, Texas",37781,560,206,392,0,456,193,299,739,498,1540,575,1022,1286,3718,4274,4569,3924,5141,2387,3585,1056,986,149,96,54,76,"Ellis County, Texas",1908,332,188,302,214,360,197,257,378,277,551,251,356,537,917,924,1120,915,1132,667,991,398,576,187,157,88,124
"G4801410","2015","TX",,,"Texas","48","El Paso County","141",,,,,,,,,,,,,,,,,,"05000US48141","El Paso County, Texas",160488,2368,1925,993,1415,1022,840,1341,4097,4840,7661,10034,12803,13592,30835,19812,16288,7628,9614,4695,5166,1427,1085,586,228,73,120,"El Paso County, Texas",4236,694,740,558,634,527,338,604,972,1137,1539,1465,1610,1912,2754,2362,2318,1402,1517,958,1124,448,582,337,222,121,87
"G4801570","2015","TX",,,"Texas","48","Fort Bend County","157",,,,,,,,,,,,,,,,,,"05000US48157","Fort Bend County, Texas",172036,1314,442,613,199,291,345,657,1160,805,1560,2014,3324,4020,10682,12626,14705,12371,23994,21552,30155,14022,12419,1703,1023,0,40,"Fort Bend County, Texas",4223,640,262,391,198,417,323,502,569,628,723,657,884,984,1808,2100,2164,2336,2922,2518,3341,2041,2146,934,552,214,66
"G4801670","2015","TX",,,"Texas","48","Galveston County","167",,,,,,,,,,,,,,,,,,"05000US48167","Galveston County, Texas",78958,1071,78,231,235,68,733,158,705,1423,1722,3069,3513,2920,7226,6571,9885,6145,12455,6221,8306,2803,1997,771,379,80,193,"Galveston County, Texas",3199,623,76,243,271,95,467,128,399,508,683,1067,1083,815,1386,1163,1709,1593,2396,1354,1660,890,664,585,234,77,285
"G4801810","2015","TX",,,"Texas","48","Grayson County","181",,,,,,,,,,,,,,,,,,"05000US48181","Grayson County, Texas",32387,774,471,629,164,817,1004,491,1382,1404,2016,1006,1925,2074,4154,3198,2312,902,1986,1762,2189,564,708,253,62,116,24,"Grayson County, Texas",1841,482,307,327,137,516,521,285,601,568,714,455,610,686,993,788,685,352,664,674,861,305,276,213,79,192,41
"G4801830","2015","TX",,,"Texas","48","Gregg County","183",,,,,,,,,,,,,,,,,,"05000US48183","Gregg County, Texas",26107,586,742,376,533,185,435,220,860,1016,918,1366,1568,1445,2243,2768,2688,2541,1949,1468,1198,512,347,89,54,0,0,"Gregg County, Texas",1720,391,531,301,366,165,293,319,407,468,367,520,785,717,660,619,825,634,664,624,470,304,333,157,95,214,214
"G4801870","2015","TX",,,"Texas","48","Guadalupe County","187",,,,,,,,,,,,,,,,,,"05000US48187","Guadalupe County, Texas",37859,574,254,329,308,229,252,836,1144,1973,992,1054,1408,674,2072,2651,4363,3738,5930,3591,3421,1046,300,339,168,28,185,"Guadalupe County, Texas",1615,290,216,305,249,164,176,585,627,902,492,466,616,343,655,766,898,899,1262,910,697,341,197,334,175,47,211
"G4802010","2015","TX",,,"Texas","48","Harris County","201",,,,,,,,,,,,,,,,,,"05000US48201","Harris County, Texas",839066,8764,5018,3981,3770,2465,5799,4136,14441,18542,25426,30363,38323,39532,112421,84465,92766,55813,75289,49807,59562,32419,36351,16650,12151,4265,6547,"Harris County, Texas",9728,1370,1340,1181,914,721,1114,968,2146,2094,2551,3044,3529,3141,6659,4315,6054,3601,5434,3559,3777,2958,2722,1679,1628,768,1043
"G4802030","2015","TX",,,"Texas","48","Harrison County","203",,,,,,,,,,,,,,,,,,"05000US48203","Harrison County, Texas",16460,325,244,156,166,133,397,114,1185,743,1761,608,1041,738,1596,1134,1046,1456,948,830,683,558,598,0,0,0,0,"Harrison County, Texas",1204,232,225,180,182,130,382,130,552,438,682,377,665,473,560,446,605,583,337,353,365,390,303,214,214,214,214
"G4802090","2015","TX",,,"Texas","48","Hays County","209",,,,,,,,,,,,,,,,,,"05000US48209","Hays County, Texas",41317,426,176,166,28,209,315,160,283,774,628,1049,815,302,1991,3501,5843,3552,5638,3690,6074,2815,1945,520,202,215,0,"Hays County, Texas",2400,393,215,229,60,216,238,203,382,444,558,742,540,224,770,968,1407,1037,1262,1019,1067,798,742,344,179,241,214
"G4802130","2015","TX",,,"Texas","48","Henderson County","213",,,,,,,,,,,,,,,,,,"05000US48213","Henderson County, Texas",21088,407,257,207,603,254,753,99,1092,1181,1073,939,1354,1047,3621,699,1301,715,2391,888,1183,317,321,0,37,27,322,"Henderson County, Texas",1428,236,183,159,297,248,534,114,427,522,474,493,670,551,1014,353,358,403,657,411,513,198,211,214,60,46,356
"G4802150","2015","TX",,,"Texas","48","Hidalgo County","215",,,,,,,,,,,,,,,,,,"05000US48215","Hidalgo County, Texas",156841,3635,3006,2433,2907,4285,7668,6058,10508,9743,13351,12833,11845,8155,18279,11442,9654,5809,5605,3515,3569,641,1080,383,146,246,45,"Hidalgo County, Texas",4513,1205,844,898,832,1044,1578,1209,1706,1592,2002,2198,1953,1608,2409,1968,1707,1282,1135,992,1097,366,481,253,143,284,76
"G4802310","2015","TX",,,"Texas","48","Hunt County","231",,,,,,,,,,,,,,,,,,"05000US48231","Hunt County, Texas",22283,261,422,333,492,201,608,350,1052,1259,1532,1410,948,1040,2489,1858,1739,1113,1943,1124,1345,342,422,0,0,0,0,"Hunt County, Texas",1455,214,313,222,241,197,437,207,472,492,733,555,432,435,803,608,592,425,665,493,566,218,205,214,214,214,214
"G4802450","2015","TX",,,"Texas","48","Jefferson County","245",,,,,,,,,,,,,,,,,,"05000US48245","Jefferson County, Texas",56722,741,295,458,905,1905,1769,1545,3558,2665,3711,3363,3262,3970,5510,4481,4898,3872,3295,2570,2521,480,754,155,0,0,39,"Jefferson County, Texas",2784,368,226,301,400,865,521,490,929,782,875,1108,894,1084,1096,924,942,968,905,786,823,284,451,192,214,214,66
"G4802510","2015","TX",,,"Texas","48","Johnson County","251",,,,,,,,,,,,,,,,,,"05000US48251","Johnson County, Texas",38728,623,258,155,841,617,470,731,1114,1277,1606,1470,2059,2008,4836,3144,3996,2901,5206,2593,1666,478,418,174,0,0,87,"Johnson County, Texas",1706,472,234,159,571,409,381,588,610,581,655,493,542,675,1117,705,902,852,1382,828,670,299,225,190,214,214,146
"G4802570","2015","TX",,,"Texas","48","Kaufman County","257",,,,,,,,,,,,,,,,,,"05000US48257","Kaufman County, Texas",27236,223,78,392,71,29,345,266,276,1334,827,1258,2001,1024,3501,2421,3915,1884,3165,1593,1579,570,249,51,0,0,184,"Kaufman County, Texas",1477,181,106,257,107,49,308,282,175,523,431,548,818,323,976,589,1004,868,908,627,537,318,187,86,214,214,244
"G4802910","2015","TX",,,"Texas","48","Liberty County","291",,,,,,,,,,,,,,,,,,"05000US48291","Liberty County, Texas",18735,102,246,436,384,219,551,165,760,1544,1042,1498,1176,718,2167,1933,1230,1246,1324,1056,202,71,586,0,54,0,25,"Liberty County, Texas",1525,90,216,240,321,212,477,187,506,611,498,728,572,526,778,825,641,636,696,468,252,106,477,214,89,214,44
"G4803030","2015","TX",,,"Texas","48","Lubbock County","303",,,,,,,,,,,,,,,,,,"05000US48303","Lubbock County, Texas",58425,662,691,737,1065,1075,1028,538,1755,3442,1733,2701,4877,2629,6409,5928,5943,3452,3902,3102,3978,1135,1185,202,103,0,153,"Lubbock County, Texas",2489,331,357,368,577,431,430,363,752,699,540,785,1048,688,1011,1010,1170,836,776,741,775,416,475,163,122,214,154
"G4803090","2015","TX",,,"Texas","48","McLennan County","309",,,,,,,,,,,,,,,,,,"05000US48309","McLennan County, Texas",51252,780,393,190,755,141,394,675,1881,2570,3175,3207,2944,2406,6251,5267,5070,3431,4410,2706,2959,579,664,302,33,0,69,"McLennan County, Texas",2112,423,278,153,388,172,243,389,559,693,727,813,878,633,1191,1033,917,694,1024,650,756,311,287,243,41,214,90
"G4803290","2015","TX",,,"Texas","48","Midland County","329",,,,,,,,,,,,,,,,,,"05000US48329","Midland County, Texas",39526,313,631,0,686,0,490,193,609,1416,803,413,1087,1390,3035,1487,3631,3896,5153,4262,5452,2061,1416,369,475,173,85,"Midland County, Texas",1815,304,452,214,665,214,414,186,306,698,359,343,522,600,1137,505,845,1237,1028,1222,1089,659,609,285,308,212,143
"G4803390","2015","TX",,,"Texas","48","Montgomery County","339",,,,,,,,,,,,,,,,,,"05000US48339","Montgomery County, Texas",128300,1467,1020,1416,1435,1492,823,611,2015,2950,892,2917,3609,2489,9546,9033,12253,9843,13195,13177,15378,6939,10939,2434,1299,227,901,"Montgomery County, Texas",5047,950,671,815,964,817,336,490,1043,1129,489,1074,1055,1127,1730,2050,1821,1728,2280,2482,2590,1287,1838,1076,607,206,598
"G4803470","2015","TX",,,"Texas","48","Nacogdoches County","347",,,,,,,,,,,,,,,,,,"05000US48347","Nacogdoches County, Texas",12268,507,195,545,524,148,403,240,715,256,609,510,714,487,990,964,1145,212,1062,803,484,189,189,88,11,106,172,"Nacogdoches County, Texas",1226,298,167,294,465,227,263,271,362,188,349,355,364,269,334,443,469,189,531,384,263,143,171,116,20,186,153
"G4803550","2015","TX",,,"Texas","48","Nueces County","355",,,,,,,,,,,,,,,,,,"05000US48355","Nueces County, Texas",70358,423,326,587,387,1033,1388,807,2681,2347,4210,5303,4224,3211,9291,7744,6007,4629,6651,2976,2785,1314,1312,355,128,56,183,"Nueces County, Texas",3011,225,278,385,355,421,658,411,883,704,940,1143,995,755,1476,1305,1101,948,1287,853,813,537,589,279,124,96,179
"G4803610","2015","TX",,,"Texas","48","Orange County","361",,,,,,,,,,,,,,,,,,"05000US48361","Orange County, Texas",25321,550,405,487,665,562,559,194,1158,2170,1515,842,1227,1053,4510,1914,2223,771,1465,1291,1220,204,263,24,49,0,0,"Orange County, Texas",1466,334,355,392,335,351,373,153,627,648,632,428,564,575,1142,681,786,368,461,573,532,140,208,39,79,214,214
"G4803670","2015","TX",,,"Texas","48","Parker County","367",,,,,,,,,,,,,,,,,,"05000US48367","Parker County, Texas",32888,187,102,228,531,315,260,245,819,1133,903,904,1298,1455,3448,3057,2330,2178,2876,3052,3876,2073,985,496,79,0,58,"Parker County, Texas",2125,145,138,185,465,358,158,213,458,522,422,490,536,654,1049,713,735,806,742,800,848,671,433,414,130,214,90
"G4803750","2015","TX",,,"Texas","48","Potter County","375",,,,,,,,,,,,,,,,,,"05000US48375","Potter County, Texas",24720,375,129,495,187,149,459,586,969,1887,2355,2209,2301,2036,2776,1929,1097,881,1126,804,1081,258,395,89,90,57,0,"Potter County, Texas",1609,239,122,397,144,224,300,344,400,536,787,691,636,621,694,545,438,383,409,384,493,201,458,109,112,83,214
"G4803810","2015","TX",,,"Texas","48","Randall County","381",,,,,,,,,,,,,,,,,,"05000US48381","Randall County, Texas",33316,53,33,35,75,63,250,258,550,508,588,797,1005,2031,4873,4579,5008,2509,3204,2705,2478,923,573,113,42,24,39,"Randall County, Texas",1736,91,55,50,90,100,254,385,526,293,392,434,423,695,1115,814,812,589,811,753,723,387,339,121,71,38,65
"G4803970","2015","TX",,,"Texas","48","Rockwall County","397",,,,,,,,,,,,,,,,,,"05000US48397","Rockwall County, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rockwall County, Texas",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4804090","2015","TX",,,"Texas","48","San Patricio County","409",,,,,,,,,,,,,,,,,,"05000US48409","San Patricio County, Texas",15119,274,229,387,381,188,651,0,1189,858,742,547,709,337,839,1630,2247,1084,737,942,277,383,284,67,0,137,0,"San Patricio County, Texas",989,190,184,244,244,176,371,214,516,386,348,286,430,209,342,443,574,424,355,393,178,350,234,107,214,206,214
"G4804230","2015","TX",,,"Texas","48","Smith County","423",,,,,,,,,,,,,,,,,,"05000US48423","Smith County, Texas",51744,689,797,311,646,1215,394,1330,2280,2463,2214,1986,2437,1538,4043,4311,6861,2682,4280,3884,4254,1488,1166,241,0,234,0,"Smith County, Texas",2522,353,437,201,415,767,294,706,903,793,726,719,804,520,839,1010,1441,718,946,1044,1221,629,557,226,214,369,214
"G4804390","2015","TX",,,"Texas","48","Tarrant County","439",,,,,,,,,,,,,,,,,,"05000US48439","Tarrant County, Texas",411447,3964,2448,1836,1707,1989,2050,1761,8054,8599,11373,14203,22154,24162,47015,48180,48441,28307,39483,29075,29896,14958,13744,4373,1890,726,1059,"Tarrant County, Texas",6848,903,930,813,634,930,644,627,1258,1277,1635,1931,2239,2342,3226,3707,2839,2510,3006,3077,2447,1936,1516,827,609,354,375
"G4804410","2015","TX",,,"Texas","48","Taylor County","441",,,,,,,,,,,,,,,,,,"05000US48441","Taylor County, Texas",28527,580,218,190,296,410,1240,702,1388,1497,972,1080,1992,1413,4007,3596,1968,1113,1982,1807,870,702,263,122,96,0,23,"Taylor County, Texas",1744,300,111,183,193,252,610,395,517,554,377,343,687,504,905,796,617,456,736,531,363,456,228,128,120,214,39
"G4804510","2015","TX",,,"Texas","48","Tom Green County","451",,,,,,,,,,,,,,,,,,"05000US48451","Tom Green County, Texas",26877,252,299,365,377,309,424,186,1150,1061,1488,1346,2017,1128,3123,2252,3015,1313,2319,1847,934,865,548,108,64,54,33,"Tom Green County, Texas",1722,166,191,293,300,269,276,186,527,434,658,565,675,512,1002,705,956,584,730,712,523,525,298,114,101,99,58
"G4804530","2015","TX",,,"Texas","48","Travis County","453",,,,,,,,,,,,,,,,,,"05000US48453","Travis County, Texas",227913,1562,665,1340,1322,651,463,192,1040,1213,1923,1287,2799,2483,8163,11675,18454,14250,31741,23529,33632,22265,29322,9429,4785,1333,2395,"Travis County, Texas",5351,576,413,908,693,481,337,186,452,573,937,730,968,691,1667,1802,2457,2241,2691,2746,2603,1942,2435,1402,1000,460,650
"G4804690","2015","TX",,,"Texas","48","Victoria County","469",,,,,,,,,,,,,,,,,,"05000US48469","Victoria County, Texas",22609,128,140,481,176,152,467,542,956,703,1040,768,1848,662,2347,2467,2848,1126,2540,864,1448,492,300,114,0,0,0,"Victoria County, Texas",1367,129,107,397,189,109,276,370,600,319,466,466,607,321,637,632,697,542,766,370,474,305,246,101,214,214,214
"G4804710","2015","TX",,,"Texas","48","Walker County","471",,,,,,,,,,,,,,,,,,"05000US48471","Walker County, Texas",11120,501,101,250,419,638,251,32,844,470,363,1139,139,401,627,891,845,941,981,532,454,183,118,0,0,0,0,"Walker County, Texas",1405,515,145,260,440,518,240,61,561,374,385,632,150,257,344,558,423,512,736,412,321,208,139,214,214,214,214
"G4804790","2015","TX",,,"Texas","48","Webb County","479",,,,,,,,,,,,,,,,,,"05000US48479","Webb County, Texas",44726,362,315,184,410,465,344,460,1960,2027,1396,3929,3173,1974,7605,3825,4235,3804,3114,1459,2244,774,256,411,0,0,0,"Webb County, Texas",2082,250,393,129,368,271,207,280,615,597,386,898,844,573,1411,824,998,1114,910,778,939,612,178,410,214,214,214
"G4804850","2015","TX",,,"Texas","48","Wichita County","485",,,,,,,,,,,,,,,,,,"05000US48485","Wichita County, Texas",28308,400,321,331,550,522,356,847,2106,1217,1994,2078,2484,1123,4792,1834,1556,1454,1522,969,1025,247,255,164,161,0,0,"Wichita County, Texas",1601,259,225,252,271,345,241,481,724,446,609,628,695,400,987,555,528,534,515,377,564,165,176,166,163,214,214
"G4804910","2015","TX",,,"Texas","48","Williamson County","491",,,,,,,,,,,,,,,,,,"05000US48491","Williamson County, Texas",119375,472,326,124,330,183,559,0,85,225,971,1504,848,913,4180,9249,13552,12882,24571,16783,18708,6830,4664,727,303,165,221,"Williamson County, Texas",3206,328,244,156,241,157,592,214,130,151,447,550,418,370,941,1569,1719,1633,2474,1874,1916,1084,920,302,325,198,264
"G4900050","2015","UT",,,"Utah","49","Cache County","005",,,,,,,,,,,,,,,,,,"05000US49005","Cache County, Utah",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Cache County, Utah",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G4900110","2015","UT",,,"Utah","49","Davis County","011",,,,,,,,,,,,,,,,,,"05000US49011","Davis County, Utah",76685,404,328,395,346,118,190,282,0,111,529,0,307,356,1991,4738,7061,6666,16520,10002,15151,6027,3996,484,453,203,27,"Davis County, Utah",2463,283,285,265,270,142,141,352,187,131,455,187,208,222,550,1002,1317,1210,1735,1349,1696,1166,718,236,297,192,48
"G4900350","2015","UT",,,"Utah","49","Salt Lake County","035",,,,,,,,,,,,,,,,,,"05000US49035","Salt Lake County, Utah",234571,1491,1149,1102,1036,1502,544,980,582,511,35,551,647,930,7187,12012,20785,21630,39978,33965,45086,18437,17062,4611,1777,452,529,"Salt Lake County, Utah",4409,500,724,489,471,885,405,524,327,369,57,294,262,318,1157,1426,1736,2420,2207,2841,2843,1945,1587,736,416,295,232
"G4900490","2015","UT",,,"Utah","49","Utah County","049",,,,,,,,,,,,,,,,,,"05000US49049","Utah County, Utah",104163,436,297,331,592,179,212,152,377,108,118,314,106,530,2068,5213,9573,9795,20488,17392,18128,8263,6473,1757,777,171,313,"Utah County, Utah",2532,249,252,283,262,111,172,129,229,106,114,308,114,348,621,934,1280,1126,1685,1603,1592,999,1051,610,357,132,160
"G4900530","2015","UT",,,"Utah","49","Washington County","053",,,,,,,,,,,,,,,,,,"05000US49053","Washington County, Utah",34818,288,227,0,0,404,53,80,309,0,491,191,426,402,2801,2379,2592,2520,6767,4942,4171,2657,1988,768,306,46,10,"Washington County, Utah",2058,275,299,187,187,458,95,131,358,187,379,183,297,290,904,772,683,759,1180,931,1034,877,700,444,277,74,18
"G4900570","2015","UT",,,"Utah","49","Weber County","057",,,,,,,,,,,,,,,,,,"05000US49057","Weber County, Utah",56678,556,158,444,135,133,279,48,680,245,415,818,1554,1168,6016,8597,7977,4377,7071,5537,6132,2505,1199,273,56,146,159,"Weber County, Utah",2017,341,125,258,129,148,355,59,433,176,275,463,525,404,817,1191,1072,932,974,841,1064,747,582,223,79,162,155
"G5000070","2015","VT",,,"Vermont","50","Chittenden County","007",,,,,,,,,,,,,,,,,,"05000US50007","Chittenden County, Vermont",40753,138,287,191,289,310,153,10,320,359,16,197,333,144,364,648,2246,2614,6880,7431,8455,4384,3424,1093,304,14,149,"Chittenden County, Vermont",1857,139,377,184,225,228,167,17,441,418,27,304,253,146,247,333,565,746,1050,1047,1220,821,684,430,202,24,131
"G5100030","2015","VA",,,"Virginia","51","Albemarle County","003",,,,,,,,,,,,,,,,,,"05000US51003","Albemarle County, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Albemarle County, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G5100130","2015","VA",,,"Virginia","51","Arlington County","013",,,,,,,,,,,,,,,,,,"05000US51013","Arlington County, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Arlington County, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G5100150","2015","VA",,,"Virginia","51","Augusta County","015",,,,,,,,,,,,,,,,,,"05000US51015","Augusta County, Virginia",21222,833,126,151,277,0,56,73,0,211,567,158,307,455,1561,1631,2258,2037,3701,2915,1972,548,967,104,53,0,261,"Augusta County, Virginia",1457,507,156,181,242,197,95,123,197,210,476,155,278,283,610,636,822,728,807,782,687,363,487,135,88,197,261
"G5100190","2015","VA",,,"Virginia","51","Bedford County","019",,,,,,,,,,,,,,,,,,"05000US51019","Bedford County, Virginia",25014,810,156,311,202,82,160,326,0,578,560,662,552,707,1211,2285,1876,2162,3304,3231,3435,755,1154,222,230,43,0,"Bedford County, Virginia",1515,478,200,293,188,69,197,368,197,333,397,424,291,415,502,667,534,591,729,751,918,327,431,169,272,73,197
"G5100410","2015","VA",,,"Virginia","51","Chesterfield County","041",,,,,,,,,,,,,,,,,,"05000US51041","Chesterfield County, Virginia",88259,550,141,115,569,0,41,0,69,0,325,175,891,603,3901,7318,12545,10044,16209,10404,13406,6010,3598,912,130,66,237,"Chesterfield County, Virginia",2500,351,142,107,531,197,67,197,111,197,293,189,509,311,904,1132,1654,1520,1823,1333,1466,1116,689,457,129,80,181
"G5100590","2015","VA",,,"Virginia","51","Fairfax County","059",,,,,,,,,,,,,,,,,,"05000US51059","Fairfax County, Virginia",263100,859,247,249,159,0,191,127,233,86,550,112,92,196,1023,1548,2639,2286,8755,11792,36690,47654,89441,36124,14464,4139,3444,"Fairfax County, Virginia",4204,350,344,297,193,197,267,122,199,100,500,110,109,246,484,676,778,538,1208,1772,2273,2437,3208,2001,1536,835,651
"G5100610","2015","VA",,,"Virginia","51","Fauquier County","061",,,,,,,,,,,,,,,,,,"05000US51061","Fauquier County, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fauquier County, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G5100690","2015","VA",,,"Virginia","51","Frederick County","069",,,,,,,,,,,,,,,,,,"05000US51069","Frederick County, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Frederick County, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G5100850","2015","VA",,,"Virginia","51","Hanover County","085",,,,,,,,,,,,,,,,,,"05000US51085","Hanover County, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hanover County, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G5100870","2015","VA",,,"Virginia","51","Henrico County","087",,,,,,,,,,,,,,,,,,"05000US51087","Henrico County, Virginia",77473,640,117,287,114,0,61,0,0,549,351,835,1023,1409,5281,6518,8257,6055,12183,8075,12907,5918,4920,1324,341,78,230,"Henrico County, Virginia",2440,308,120,202,167,197,100,197,197,452,330,364,481,507,1063,1316,1330,1101,1705,1242,1477,993,778,493,177,76,184
