GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AHP5E001,AHP5E002,AHP5E003,AHP5E004,AHP5E005,AHP5E006,AHP5E007,AHP5E008,AHP5E009,AHP5E010,AHP5E011,AHP5E012,AHP5E013,AHP5E014,AHP5E015,AHP5E016,AHP5E017,AHP5E018,AHP5E019,AHP5E020,AHP5E021,AHP5E022,AHP5E023,AHP5E024,AHP5E025,AHP5E026,AHP5E027,NAME_M,AHP5M001,AHP5M002,AHP5M003,AHP5M004,AHP5M005,AHP5M006,AHP5M007,AHP5M008,AHP5M009,AHP5M010,AHP5M011,AHP5M012,AHP5M013,AHP5M014,AHP5M015,AHP5M016,AHP5M017,AHP5M018,AHP5M019,AHP5M020,AHP5M021,AHP5M022,AHP5M023,AHP5M024,AHP5M025,AHP5M026,AHP5M027
"G0600470","2017","CA",,,"California","06","Merced County","047",,,,,,,,,,,,,,,,,,"05000US06047","Merced County, California",39490,537,368,246,246,212,683,0,83,76,81,175,263,331,959,1180,3807,3107,6939,6116,7314,2525,2609,602,302,216,513,"Merced County, California",2160,326,276,281,239,176,495,210,138,122,144,177,235,244,460,557,999,946,984,1111,1326,841,630,352,218,222,493
"G0600530","2017","CA",,,"California","06","Monterey County","053",,,,,,,,,,,,,,,,,,"05000US06053","Monterey County, California",64356,1098,370,132,96,140,664,188,203,174,95,381,0,45,198,222,292,91,973,3773,9318,12573,16717,7913,4561,1853,2286,"Monterey County, California",2947,484,315,125,146,172,387,193,180,174,124,347,210,53,155,235,237,91,486,864,1489,1440,1903,1374,868,706,575
"G0600550","2017","CA",,,"California","06","Napa County","055",,,,,,,,,,,,,,,,,,"05000US06055","Napa County, California",31623,332,48,44,188,0,103,109,115,164,124,109,257,266,128,199,177,131,495,517,2389,3739,12021,4699,2409,886,1974,"Napa County, California",1421,196,60,70,244,210,102,163,132,141,164,171,213,230,124,185,165,158,298,281,536,799,1220,691,592,364,639
"G0600570","2017","CA",,,"California","06","Nevada County","057",,,,,,,,,,,,,,,,,,"05000US06057","Nevada County, California",31528,596,198,255,125,163,144,0,525,159,129,113,327,0,323,86,175,185,882,1818,6481,8287,6738,2550,799,316,154,"Nevada County, California",1550,428,232,271,162,169,192,210,481,191,174,87,318,210,234,148,176,194,431,695,1262,1313,1219,801,397,260,240
"G0600590","2017","CA",,,"California","06","Orange County","059",,,,,,,,,,,,,,,,,,"05000US06059","Orange County, California",595020,3187,1000,387,862,872,945,839,1814,1944,2516,2154,2587,1213,3483,2091,2704,2596,6740,10372,34977,58559,216973,134468,57513,18514,25710,"Orange County, California",7820,828,411,254,504,457,450,319,468,693,846,839,741,512,976,666,755,849,1164,1601,2701,3488,6436,4557,3758,1761,2843
"G0600610","2017","CA",,,"California","06","Placer County","061",,,,,,,,,,,,,,,,,,"05000US06061","Placer County, California",103066,383,144,397,269,53,232,172,317,152,86,284,493,269,600,479,553,657,3191,4379,20010,26913,29573,8663,3072,939,786,"Placer County, California",2931,209,133,267,224,61,202,141,176,164,104,238,422,267,377,355,304,470,976,1111,2227,2022,2370,1181,850,416,379
"G0600650","2017","CA",,,"California","06","Riverside County","065",,,,,,,,,,,,,,,,,,"05000US06065","Riverside County, California",476441,6898,1588,1548,2156,2710,1982,1614,3417,3007,2716,1942,4584,1799,7845,6830,15243,12788,38437,56105,123392,86493,69652,13254,5205,2126,3110,"Riverside County, California",7720,1137,478,671,728,865,622,468,768,691,745,557,1060,653,1371,1171,2192,1735,3095,3401,4378,4102,3617,1640,938,690,726
"G0600670","2017","CA",,,"California","06","Sacramento County","067",,,,,,,,,,,,,,,,,,"05000US06067","Sacramento County, California",306104,2848,1049,312,918,908,436,498,1462,1299,918,1250,1365,1052,4661,3030,6291,8143,31218,40100,84802,52228,45642,9908,3785,819,1162,"Sacramento County, California",5402,754,517,234,354,423,260,253,479,536,381,692,524,491,987,819,1127,1380,2391,2907,3755,2673,2873,1390,713,388,471
"G0600710","2017","CA",,,"California","06","San Bernardino County","071",,,,,,,,,,,,,,,,,,"05000US06071","San Bernardino County, California",370696,3452,2397,1402,2316,1597,2010,786,3003,3144,2450,3181,3064,2433,8084,7432,16396,13501,42060,44717,82315,61981,46918,11745,1915,1003,1394,"San Bernardino County, California",6044,930,830,669,816,519,745,329,869,882,682,982,827,853,1523,1351,2501,2125,3146,3812,4084,3575,3107,1533,624,432,563
"G0600730","2017","CA",,,"California","06","San Diego County","073",,,,,,,,,,,,,,,,,,"05000US06073","San Diego County, California",602549,4685,1406,624,2388,1319,1750,1457,2861,2288,2472,2255,2108,1453,5816,3047,4300,3391,11728,17258,63981,114048,198430,81071,42337,12737,17339,"San Diego County, California",7690,1095,492,303,666,621,481,522,741,637,628,765,821,704,1288,905,899,863,1600,2010,4239,5089,5851,4438,3210,1773,1931
"G0600750","2017","CA",,,"California","06","San Francisco County","075",,,,,,,,,,,,,,,,,,"05000US06075","San Francisco County, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"San Francisco County, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G0600770","2017","CA",,,"California","06","San Joaquin County","077",,,,,,,,,,,,,,,,,,"05000US06077","San Joaquin County, California",129100,826,346,175,493,394,383,348,607,359,785,672,1235,561,2137,1698,5798,4317,12082,14960,33301,24279,16849,4113,1585,150,647,"San Joaquin County, California",4146,356,263,158,344,243,237,256,361,283,425,366,527,295,658,645,1140,1003,1466,2011,2862,2273,1810,1028,531,119,387
"G0600790","2017","CA",,,"California","06","San Luis Obispo County","079",,,,,,,,,,,,,,,,,,"05000US06079","San Luis Obispo County, California",63104,582,34,666,507,75,27,166,201,457,87,307,108,71,491,574,563,537,1196,2254,5991,9804,23017,9473,3534,799,1583,"San Luis Obispo County, California",2600,409,57,593,310,130,47,189,202,410,108,274,134,118,361,509,292,303,560,813,1266,1669,2014,1583,842,415,496
"G0600810","2017","CA",,,"California","06","San Mateo County","081",,,,,,,,,,,,,,,,,,"05000US06081","San Mateo County, California",156257,1020,547,165,0,0,47,0,68,131,174,352,273,202,1094,118,81,389,297,500,1549,2218,19968,40156,36726,21666,28516,"San Mateo County, California",3403,404,437,167,210,210,81,210,80,115,152,249,183,171,509,140,96,261,187,272,582,650,1977,2544,2405,1816,2029
"G0600830","2017","CA",,,"California","06","Santa Barbara County","083",,,,,,,,,,,,,,,,,,"05000US06083","Santa Barbara County, California",75419,560,318,168,30,0,0,0,14,481,318,161,230,299,408,199,440,698,3745,3795,14591,8536,10055,11990,8995,4170,5218,"Santa Barbara County, California",2718,405,354,156,48,210,210,210,26,368,322,222,180,411,268,185,289,294,890,986,1737,1393,1359,1584,1429,856,979
"G0600850","2017","CA",,,"California","06","Santa Clara County","085",,,,,,,,,,,,,,,,,,"05000US06085","Santa Clara County, California",360277,3108,331,261,121,53,561,41,644,840,634,480,630,1245,4397,571,1826,1435,2814,1941,6714,11661,63901,85793,79932,40259,50084,"Santa Clara County, California",6027,819,351,243,141,87,422,67,365,357,371,285,398,552,992,397,514,511,880,608,1050,1545,3773,3410,3558,2661,2762
"G0600870","2017","CA",,,"California","06","Santa Cruz County","087",,,,,,,,,,,,,,,,,,"05000US06087","Santa Cruz County, California",59685,258,90,80,69,0,75,49,103,87,152,223,241,144,999,115,260,523,896,677,3549,5226,14292,17358,9606,2572,2041,"Santa Cruz County, California",2511,145,139,130,114,210,127,83,170,128,253,202,253,242,481,197,246,525,500,430,990,998,1825,1970,1363,770,700
"G0600890","2017","CA",,,"California","06","Shasta County","089",,,,,,,,,,,,,,,,,,"05000US06089","Shasta County, California",46439,405,829,48,622,631,217,73,399,267,51,45,409,230,1422,2434,4189,2652,8484,5938,9320,3480,2263,1101,235,310,385,"Shasta County, California",1935,252,394,82,320,500,208,71,314,207,69,74,262,173,555,845,1064,840,1298,1138,1291,769,541,434,153,299,290
"G0600950","2017","CA",,,"California","06","Solano County","095",,,,,,,,,,,,,,,,,,"05000US06095","Solano County, California",89460,546,106,141,318,158,285,342,506,367,389,123,672,681,746,611,1325,757,2555,7181,24359,21827,19669,3301,1345,530,620,"Solano County, California",2994,330,173,175,227,157,190,366,323,304,287,144,404,458,285,337,444,424,654,1157,2076,1967,1827,862,436,392,335
"G0600970","2017","CA",,,"California","06","Sonoma County","097",,,,,,,,,,,,,,,,,,"05000US06097","Sonoma County, California",115731,690,332,338,179,699,302,326,257,664,921,169,578,117,1213,166,750,344,1895,2297,7650,16330,42136,19826,10917,2709,3926,"Sonoma County, California",2761,337,306,387,166,439,256,440,170,385,441,209,367,141,467,169,500,265,717,652,1441,1757,2582,2130,1648,830,836
"G0600990","2017","CA",,,"California","06","Stanislaus County","099",,,,,,,,,,,,,,,,,,"05000US06099","Stanislaus County, California",99299,782,1235,391,223,463,139,200,371,80,204,756,872,469,2628,2159,4655,3021,16447,19040,26208,8865,5909,2694,962,225,301,"Stanislaus County, California",3280,390,607,233,183,391,119,177,240,95,218,382,509,338,879,631,1109,877,1895,2071,2546,1430,1276,806,414,235,272
"G0601010","2017","CA",,,"California","06","Sutter County","101",,,,,,,,,,,,,,,,,,"05000US06101","Sutter County, California",19697,149,205,186,0,0,0,0,262,0,31,263,11,264,481,623,951,763,3423,3955,4699,1562,1047,402,276,144,0,"Sutter County, California",1154,153,240,187,210,210,210,210,248,210,56,221,19,197,231,332,393,418,897,985,946,577,401,350,182,144,210
"G0601070","2017","CA",,,"California","06","Tulare County","107",,,,,,,,,,,,,,,,,,"05000US06107","Tulare County, California",75528,796,573,644,360,86,140,66,712,441,623,1216,1637,1193,6341,6604,8045,7189,12751,9445,8774,2594,3606,850,646,72,124,"Tulare County, California",3117,311,357,304,301,75,86,112,336,224,492,574,633,556,1368,1633,1281,1340,1613,1604,1389,788,958,418,433,94,94
"G0601110","2017","CA",,,"California","06","Ventura County","111",,,,,,,,,,,,,,,,,,"05000US06111","Ventura County, California",170923,916,35,50,121,153,135,381,707,495,428,889,842,254,851,916,580,441,3106,4181,17206,28203,66386,25848,9942,3205,4652,"Ventura County, California",4054,440,59,82,97,115,117,461,399,251,284,554,474,193,332,426,279,278,866,1154,2089,2358,3142,2320,1407,697,912
"G0601130","2017","CA",,,"California","06","Yolo County","113",,,,,,,,,,,,,,,,,,"05000US06113","Yolo County, California",36886,518,166,144,0,182,54,42,105,158,104,0,200,37,392,155,610,449,1743,2861,8591,6357,8882,3024,1529,296,287,"Yolo County, California",1824,393,204,236,210,208,91,67,134,169,125,210,198,61,302,184,343,312,636,666,1334,1240,1097,733,490,206,205
"G0601150","2017","CA",,,"California","06","Yuba County","115",,,,,,,,,,,,,,,,,,"05000US06115","Yuba County, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yuba County, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G0800010","2017","CO",,,"Colorado","08","Adams County","001",,,,,,,,,,,,,,,,,,"05000US08001","Adams County, Colorado",109675,1444,1135,1346,759,957,930,311,427,984,558,384,424,381,669,1413,3089,3377,14494,18919,33882,13665,8274,1131,423,87,212,"Adams County, Colorado",3306,542,677,599,403,581,555,222,324,477,389,292,352,272,322,483,838,839,1556,1898,2477,1744,1120,557,262,103,191
"G0800050","2017","CO",,,"Colorado","08","Arapahoe County","005",,,,,,,,,,,,,,,,,,"05000US08005","Arapahoe County, Colorado",153282,667,134,416,136,433,203,243,75,132,439,355,756,698,2258,965,3207,3995,14238,18971,42727,28397,21920,5755,2917,1493,1752,"Arapahoe County, Colorado",3385,283,157,302,132,329,169,265,88,125,337,266,456,414,675,415,698,673,1828,1679,2599,1824,1604,864,626,478,398
"G0800130","2017","CO",,,"Colorado","08","Boulder County","013",,,,,,,,,,,,,,,,,,"05000US08013","Boulder County, Colorado",78927,758,25,54,434,144,0,484,330,152,284,210,300,0,514,505,406,990,2679,4983,12395,13396,21702,9596,4934,1723,1929,"Boulder County, Colorado",2335,411,41,89,295,162,200,398,249,158,244,301,224,200,344,287,309,447,600,1046,1411,1627,1743,1065,1056,485,584
"G0800140","2017","CO",,,"Colorado","08","Broomfield County","014",,,,,,,,,,,,,,,,,,"05000US08014","Broomfield County, Colorado",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Broomfield County, Colorado",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G0800310","2017","CO",,,"Colorado","08","Denver County","031",,,,,,,,,,,,,,,,,,"05000US08031","Denver County, Colorado",148568,453,96,505,292,384,57,169,192,261,296,312,773,569,2184,1735,3954,3638,11979,17797,30123,22330,30432,10857,5452,1766,1962,"Denver County, Colorado",4262,287,115,495,237,301,97,189,221,239,271,276,559,346,883,559,1223,970,1458,2062,2678,2055,2735,1180,1005,631,778
"G0800350","2017","CO",,,"Colorado","08","Douglas County","035",,,,,,,,,,,,,,,,,,"05000US08035","Douglas County, Colorado",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Douglas County, Colorado",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G0800410","2017","CO",,,"Colorado","08","El Paso County","041",,,,,,,,,,,,,,,,,,"05000US08041","El Paso County, Colorado",162673,1863,826,746,379,516,334,111,314,374,192,723,913,1109,3751,5654,10977,11925,29557,25186,31752,17630,12830,3551,977,120,363,"El Paso County, Colorado",3613,611,366,366,309,344,356,132,227,417,200,393,503,519,848,1087,1435,1599,2670,2470,2372,2059,1407,810,428,119,291
"G0800590","2017","CO",,,"Colorado","08","Jefferson County","059",,,,,,,,,,,,,,,,,,"05000US08059","Jefferson County, Colorado",165451,769,225,84,171,301,566,108,219,364,130,186,265,191,577,922,1813,2708,8688,14849,46329,40503,33708,8277,2342,516,640,"Jefferson County, Colorado",2969,405,233,99,176,248,380,133,180,252,193,185,252,134,312,401,616,767,1246,1283,2953,2381,2267,1054,652,248,331
"G0800690","2017","CO",,,"Colorado","08","Larimer County","069",,,,,,,,,,,,,,,,,,"05000US08069","Larimer County, Colorado",89650,508,305,293,933,445,730,32,313,226,179,171,0,227,989,504,1457,2876,7125,12591,24937,16270,14586,2639,759,441,114,"Larimer County, Colorado",2916,339,273,305,615,683,481,50,310,271,132,175,200,212,607,299,550,1049,1159,1756,1870,1487,1573,706,342,347,108
"G0800770","2017","CO",,,"Colorado","08","Mesa County","077",,,,,,,,,,,,,,,,,,"05000US08077","Mesa County, Colorado",42051,766,239,310,373,181,183,0,322,351,193,578,625,352,1923,3418,3862,3458,7379,5215,4968,2690,3376,622,234,433,0,"Mesa County, Colorado",2059,492,240,236,341,174,162,200,370,264,180,492,462,246,710,969,1026,985,1514,1153,1121,866,995,369,291,523,200
"G0801010","2017","CO",,,"Colorado","08","Pueblo County","101",,,,,,,,,,,,,,,,,,"05000US08101","Pueblo County, Colorado",40940,772,252,41,213,344,224,0,392,702,1338,1977,1972,1269,4179,4160,4956,3654,5560,3296,2986,1526,590,446,61,0,30,"Pueblo County, Colorado",1845,352,209,66,203,217,242,200,218,330,568,601,665,396,867,874,975,931,983,675,639,522,317,324,71,200,51
"G0801230","2017","CO",,,"Colorado","08","Weld County","123",,,,,,,,,,,,,,,,,,"05000US08123","Weld County, Colorado",77389,618,811,631,140,267,79,525,228,364,342,487,428,468,1901,1909,4202,3450,11733,11218,19428,8870,6965,1198,717,92,318,"Weld County, Colorado",2296,401,523,486,123,247,97,313,366,249,207,286,328,259,632,659,1118,716,1579,1518,1536,1029,1161,423,373,121,240
"G0900010","2017","CT",,,"Connecticut","09","Fairfield County","001",,,,,,,,,,,,,,,,,,"05000US09001","Fairfield County, Connecticut",224775,1318,336,342,38,245,258,231,334,742,421,484,1121,1029,4178,3690,8219,6229,16862,17589,41487,27907,36727,21553,14986,7097,11352,"Fairfield County, Connecticut",4501,408,248,298,66,214,217,196,236,376,244,277,480,468,824,896,1362,1286,1951,1870,2970,2612,2786,1948,1383,1239,1231
"G0900030","2017","CT",,,"Connecticut","09","Hartford County","003",,,,,,,,,,,,,,,,,,"05000US09003","Hartford County, Connecticut",226059,847,906,743,490,275,271,65,421,435,526,1358,2020,2601,11148,14326,25024,21643,36545,34484,38739,15016,13414,2345,1336,213,868,"Hartford County, Connecticut",3414,322,413,325,322,175,207,108,238,281,328,625,755,667,1738,2101,2015,1752,2492,2913,2507,1878,1556,650,605,183,292
"G0900050","2017","CT",,,"Connecticut","09","Litchfield County","005",,,,,,,,,,,,,,,,,,"05000US09005","Litchfield County, Connecticut",56563,34,94,195,196,102,24,180,220,361,141,266,213,1053,3228,3629,5612,3097,7973,7778,9810,5193,4645,1006,599,287,627,"Litchfield County, Connecticut",2205,57,110,182,210,125,40,278,157,203,144,213,202,524,848,881,1036,744,1248,1420,1311,1166,815,339,268,223,267
"G0900070","2017","CT",,,"Connecticut","09","Middlesex County","007",,,,,,,,,,,,,,,,,,"05000US09007","Middlesex County, Connecticut",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Middlesex County, Connecticut",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G0900090","2017","CT",,,"Connecticut","09","New Haven County","009",,,,,,,,,,,,,,,,,,"05000US09009","New Haven County, Connecticut",201500,891,248,886,485,523,42,229,390,1275,948,2078,2192,3276,11211,11915,20823,16122,31343,26418,33877,17207,14240,2770,1538,211,362,"New Haven County, Connecticut",4410,391,215,416,315,503,69,210,258,555,438,637,702,934,1874,1637,2438,1946,2641,2191,2851,1755,1781,743,525,142,246
"G0900110","2017","CT",,,"Connecticut","09","New London County","011",,,,,,,,,,,,,,,,,,"05000US09011","New London County, Connecticut",72012,338,398,260,183,247,329,242,145,46,461,406,327,933,3439,4036,7722,6505,12679,9854,12738,4378,3502,1190,1055,103,496,"New London County, Connecticut",2910,254,280,229,150,197,231,188,192,77,360,344,226,673,840,1097,1388,1127,1644,1385,1617,1058,721,464,503,87,279
"G0900130","2017","CT",,,"Connecticut","09","Tolland County","013",,,,,,,,,,,,,,,,,,"05000US09013","Tolland County, Connecticut",38887,121,88,127,207,32,90,116,51,0,423,152,300,625,1384,2161,3319,3718,7491,6329,7054,3078,1293,393,126,153,56,"Tolland County, Connecticut",1517,148,142,151,201,54,149,117,90,207,276,181,259,471,767,731,874,900,1353,1063,1155,835,461,335,146,192,94
"G0900150","2017","CT",,,"Connecticut","09","Windham County","015",,,,,,,,,,,,,,,,,,"05000US09015","Windham County, Connecticut",30378,102,117,49,0,155,168,78,127,122,97,336,271,200,1428,2366,5051,4799,4996,4915,3044,911,711,13,177,104,41,"Windham County, Connecticut",1606,118,145,84,207,183,173,104,153,118,127,427,233,183,510,608,1116,1126,1134,906,831,385,385,22,170,135,52
"G1000010","2017","DE",,,"Delaware","10","Kent County","001",,,,,,,,,,,,,,,,,,"05000US10001","Kent County, Delaware",44902,1111,755,278,207,186,335,309,257,245,231,193,497,471,2584,2403,4248,3830,9346,8093,5949,2062,1007,187,5,0,113,"Kent County, Delaware",2375,480,381,316,231,154,288,375,153,182,202,170,236,295,885,838,1022,972,1611,1594,973,613,450,185,10,198,139
"G1000030","2017","DE",,,"Delaware","10","New Castle County","003",,,,,,,,,,,,,,,,,,"05000US10003","New Castle County, Delaware",136910,1046,715,710,781,661,111,542,668,903,864,762,1073,678,3644,4742,11671,10650,26049,19937,25393,13922,8733,1676,523,331,125,"New Castle County, Delaware",3452,533,423,487,439,352,110,414,467,373,345,407,450,382,955,991,1521,1697,2369,2170,2230,1692,1164,578,245,204,119
"G1000050","2017","DE",,,"Delaware","10","Sussex County","005",,,,,,,,,,,,,,,,,,"05000US10005","Sussex County, Delaware",72136,950,781,170,579,466,310,172,285,1198,883,768,248,671,2241,2449,5073,3821,10086,9190,12832,8321,6350,1745,1299,477,771,"Sussex County, Delaware",2692,557,426,170,452,446,227,211,179,649,390,346,219,423,713,530,1102,855,1437,1332,1697,1381,948,540,573,277,317
"G1100010","2017","DC",,,"District of Columbia","11","District of Columbia","001",,,,,,,,,,,,,,,,,,"05000US11001","District of Columbia, District of Columbia",118805,577,345,93,56,0,183,72,168,115,133,43,529,329,297,174,1181,737,5630,6170,15571,14781,28488,21134,13263,4436,4300,"District of Columbia, District of Columbia",3235,316,512,155,92,208,181,104,161,140,127,72,327,376,236,171,543,325,1123,1225,1791,1580,2261,1880,1480,1022,875
"G1200010","2017","FL",,,"Florida","12","Alachua County","001",,,,,,,,,,,,,,,,,,"05000US12001","Alachua County, Florida",54797,457,628,158,375,432,69,1139,1035,1703,1473,2534,1788,1444,4412,4406,5949,4094,6313,5359,5651,2258,2112,563,321,0,124,"Alachua County, Florida",2338,323,365,134,255,330,66,726,549,758,563,865,630,631,947,1146,1165,874,1052,1295,1176,754,626,372,268,226,153
"G1200050","2017","FL",,,"Florida","12","Bay County","005",,,,,,,,,,,,,,,,,,"05000US12005","Bay County, Florida",43469,712,120,144,397,541,67,208,954,737,740,1269,1628,1370,4230,3650,5779,2526,4814,4593,5576,1811,782,327,296,55,143,"Bay County, Florida",2040,395,122,182,321,383,82,184,545,450,429,599,606,618,898,737,1085,642,996,926,1159,629,377,275,331,91,150
"G1200090","2017","FL",,,"Florida","12","Brevard County","009",,,,,,,,,,,,,,,,,,"05000US12009","Brevard County, Florida",168369,1413,1124,938,564,1163,1807,1003,1763,2318,3583,4753,5818,4302,11656,13321,16982,14324,21055,16955,22397,10383,7009,2495,929,0,314,"Brevard County, Florida",4553,598,648,492,288,764,877,477,694,704,1149,1123,1411,1227,1729,1914,1925,1954,2772,2062,2120,1585,1036,668,423,226,294
"G1200110","2017","FL",,,"Florida","12","Broward County","011",,,,,,,,,,,,,,,,,,"05000US12011","Broward County, Florida",426390,2838,2443,2299,1443,1432,2210,2257,4705,5998,9334,7438,9216,8519,20549,16536,31376,24999,50506,42356,76806,41926,37356,12343,6751,1698,3056,"Broward County, Florida",7577,757,963,813,638,532,776,759,1207,1193,1698,1508,1667,1603,2245,2708,3006,2608,3455,3628,4465,3272,2816,1554,1242,561,899
"G1200150","2017","FL",,,"Florida","12","Charlotte County","015",,,,,,,,,,,,,,,,,,"05000US12015","Charlotte County, Florida",61285,494,425,598,173,619,413,316,791,1056,1249,1186,2583,1939,5164,3472,5803,5866,7990,7845,5305,3913,2390,905,507,0,283,"Charlotte County, Florida",2675,345,352,461,166,628,306,262,479,565,597,436,895,559,1220,872,1059,1236,1178,1343,917,706,594,482,320,226,268
"G1200170","2017","FL",,,"Florida","12","Citrus County","017",,,,,,,,,,,,,,,,,,"05000US12017","Citrus County, Florida",49885,413,207,920,893,658,939,407,1844,2918,1992,2126,2885,1813,6204,4584,4891,2247,5141,3904,2533,1048,1011,135,44,0,128,"Citrus County, Florida",2271,269,187,419,367,472,609,370,714,812,819,645,820,700,1279,1002,1183,755,1249,1005,826,544,430,199,72,226,223
"G1200190","2017","FL",,,"Florida","12","Clay County","019",,,,,,,,,,,,,,,,,,"05000US12019","Clay County, Florida",55425,480,181,224,783,316,196,187,549,533,1398,2142,1117,1565,6004,5773,5744,4910,8904,5646,5780,1651,732,259,0,103,248,"Clay County, Florida",2795,363,152,254,774,341,198,209,441,304,472,883,539,774,1338,1770,1377,1109,1538,1335,1441,783,368,289,226,111,301
"G1200210","2017","FL",,,"Florida","12","Collier County","021",,,,,,,,,,,,,,,,,,"05000US12021","Collier County, Florida",105768,505,330,146,214,429,846,235,571,526,219,387,558,759,2369,2573,3875,4802,11554,11530,17741,11300,15478,6695,5069,2429,4628,"Collier County, Florida",3741,382,252,154,192,272,550,261,536,239,161,310,403,518,767,849,979,1277,1699,2209,2263,1910,1824,1352,940,659,841
"G1200230","2017","FL",,,"Florida","12","Columbia County","023",,,,,,,,,,,,,,,,,,"05000US12023","Columbia County, Florida",18313,452,194,178,82,273,114,80,360,1065,807,1530,663,523,1327,1837,2280,1216,2180,1558,653,344,597,0,0,0,0,"Columbia County, Florida",1246,393,221,199,148,271,134,134,291,511,516,665,410,385,583,709,802,523,840,614,473,231,395,226,226,226,226
"G1200310","2017","FL",,,"Florida","12","Duval County","031",,,,,,,,,,,,,,,,,,"05000US12031","Duval County, Florida",199958,2357,908,1320,1344,1582,1730,1042,3177,4086,6255,5590,5895,6182,17441,15033,19155,15751,26957,20510,20373,9879,7342,3060,1695,532,762,"Duval County, Florida",5401,791,490,509,710,763,647,390,928,933,1258,1067,1086,1247,2204,1994,2174,2110,2627,2384,2403,1709,1146,812,596,293,348
