GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,PGYE001,PGYE002,PGYE003,PGYE004,PGYE005,PGYE006,PGYE007,PGYE008,PGYE009,PGYE010,PGYE011,PGYE012,PGYE013,PGYE014,PGYE015,PGYE016,PGYE017,PGYE018,PGYE019,PGYE020,PGYE021,PGYE022,PGYE023,PGYE024,PGYE025,NAME_M,PGYM001,PGYM002,PGYM003,PGYM004,PGYM005,PGYM006,PGYM007,PGYM008,PGYM009,PGYM010,PGYM011,PGYM012,PGYM013,PGYM014,PGYM015,PGYM016,PGYM017,PGYM018,PGYM019,PGYM020,PGYM021,PGYM022,PGYM023,PGYM024,PGYM025
"G4802450","2012","TX",,,"Texas","48","Jefferson County","245",,,,,,,,,,,,,,,,,,"05000US48245","Jefferson County, Texas",60475,537,644,1302,994,2069,1163,1004,4039,3130,2882,3650,5674,3978,6572,6005,4880,3090,4309,1740,1304,774,267,55,413,"Jefferson County, Texas",2263,206,295,598,419,636,381,420,831,837,669,916,1038,831,1113,1136,908,809,922,598,473,359,227,92,406
"G4802510","2012","TX",,,"Texas","48","Johnson County","251",,,,,,,,,,,,,,,,,,"05000US48251","Johnson County, Texas",38223,912,690,199,622,413,641,209,853,1178,1742,1761,2799,2287,5731,3962,4394,2507,3390,1237,1879,412,273,85,47,"Johnson County, Texas",1937,503,377,197,432,354,441,160,354,545,617,649,810,750,1163,1005,995,768,780,523,672,376,195,98,68
"G4802570","2012","TX",,,"Texas","48","Kaufman County","257",,,,,,,,,,,,,,,,,,"05000US48257","Kaufman County, Texas",27129,242,387,193,34,308,55,343,724,1397,1001,2213,1686,1237,4365,3230,3246,1346,2048,1506,988,479,36,30,35,"Kaufman County, Texas",1250,226,273,211,56,164,73,235,354,572,504,847,646,425,1064,923,932,490,584,610,449,431,64,51,59
"G4802910","2012","TX",,,"Texas","48","Liberty County","291",,,,,,,,,,,,,,,,,,"05000US48291","Liberty County, Texas",19673,638,285,507,30,313,244,497,1019,1601,2313,1180,2612,1895,1415,828,1459,374,861,743,529,116,67,136,11,"Liberty County, Texas",1547,358,262,352,52,239,205,431,430,728,828,516,840,882,624,442,707,220,521,429,370,107,125,154,18
"G4803030","2012","TX",,,"Texas","48","Lubbock County","303",,,,,,,,,,,,,,,,,,"05000US48303","Lubbock County, Texas",60257,960,1439,502,1179,548,1258,864,2313,2071,2784,3402,5631,4107,8234,6683,4695,2213,3951,2832,2525,1250,443,212,161,"Lubbock County, Texas",2839,554,608,281,557,369,617,400,737,704,764,858,1261,982,1190,1268,1095,603,812,787,645,473,407,206,142
"G4803090","2012","TX",,,"Texas","48","McLennan County","309",,,,,,,,,,,,,,,,,,"05000US48309","McLennan County, Texas",53156,466,675,528,618,2478,1384,791,2500,2828,3057,3694,3277,3313,5307,5955,5204,3307,3477,1530,1794,681,155,73,64,"McLennan County, Texas",1807,242,305,316,273,811,529,454,693,736,776,812,764,887,847,1016,993,784,724,526,576,268,131,63,69
"G4803290","2012","TX",,,"Texas","48","Midland County","329",,,,,,,,,,,,,,,,,,"05000US48329","Midland County, Texas",34107,158,383,346,471,492,869,477,1446,1083,1659,1842,1472,1479,2498,2486,3715,2524,3232,2970,2654,937,494,336,84,"Midland County, Texas",1782,174,405,282,331,299,497,408,739,607,804,705,792,584,780,772,909,657,742,871,846,502,321,308,145
"G4803390","2012","TX",,,"Texas","48","Montgomery County","339",,,,,,,,,,,,,,,,,,"05000US48339","Montgomery County, Texas",122616,2326,1665,1860,1953,1069,1222,1222,2024,2983,2533,2791,4832,4514,12621,10354,10463,8355,14180,8364,12153,6723,5324,1793,1292,"Montgomery County, Texas",3837,996,815,717,800,542,736,623,775,950,725,1158,1069,1636,2450,1811,1596,2325,2172,1706,2141,1432,1244,794,606
"G4803470","2012","TX",,,"Texas","48","Nacogdoches County","347",,,,,,,,,,,,,,,,,,"05000US48347","Nacogdoches County, Texas",13946,691,585,452,274,115,930,313,305,1055,383,403,640,499,841,1682,1015,705,1240,1013,282,133,56,14,320,"Nacogdoches County, Texas",961,421,312,307,224,117,409,222,221,589,255,234,319,251,465,628,473,359,548,504,201,117,78,22,239
"G4803550","2012","TX",,,"Texas","48","Nueces County","355",,,,,,,,,,,,,,,,,,"05000US48355","Nueces County, Texas",70760,876,738,580,643,793,997,1157,2338,3491,3825,4240,5863,4367,10307,8700,5630,4552,4142,2848,1904,1368,686,594,121,"Nueces County, Texas",2790,360,357,359,310,423,392,469,550,730,757,986,1076,1036,1650,1542,1108,1121,950,898,605,661,363,537,148
"G4803610","2012","TX",,,"Texas","48","Orange County","361",,,,,,,,,,,,,,,,,,"05000US48361","Orange County, Texas",23844,768,336,857,615,511,1003,272,1237,1129,1187,1518,1578,1850,1661,1842,2286,1688,1970,740,440,203,132,0,21,"Orange County, Texas",1197,506,211,498,326,384,470,165,493,383,469,588,570,583,486,567,718,733,751,378,275,191,101,206,36
"G4803670","2012","TX",,,"Texas","48","Parker County","367",,,,,,,,,,,,,,,,,,"05000US48367","Parker County, Texas",33759,503,206,257,926,445,501,588,749,553,560,1574,1584,844,2645,3879,3111,2626,3525,3690,2239,1063,1336,244,111,"Parker County, Texas",1534,358,181,204,440,315,325,453,448,331,346,674,607,369,720,1010,815,793,1070,999,781,543,475,195,109
"G4803750","2012","TX",,,"Texas","48","Potter County","375",,,,,,,,,,,,,,,,,,"05000US48375","Potter County, Texas",24783,230,281,264,566,509,1026,448,1460,1952,2271,1802,2299,1808,3217,1476,1139,928,1283,631,491,166,289,42,205,"Potter County, Texas",1622,167,168,225,305,255,480,222,486,606,551,548,536,603,686,399,371,422,477,348,350,101,300,71,208
"G4803810","2012","TX",,,"Texas","48","Randall County","381",,,,,,,,,,,,,,,,,,"05000US48381","Randall County, Texas",32968,300,160,722,149,142,242,148,102,924,814,1279,1402,1341,4691,6498,3918,2724,2526,1770,2136,513,285,139,43,"Randall County, Texas",1825,220,167,480,151,131,213,153,166,458,405,589,732,527,869,1159,848,604,668,601,914,322,221,111,67
"G4803970","2012","TX",,,"Texas","48","Rockwall County","397",,,,,,,,,,,,,,,,,,"05000US48397","Rockwall County, Texas",22396,311,405,146,0,0,94,0,411,288,133,167,197,308,1966,2936,2271,3026,3022,1694,2618,1450,852,101,0,"Rockwall County, Texas",1370,363,310,223,206,206,167,206,418,250,169,233,166,320,923,963,825,830,751,575,665,541,437,134,206
"G4804090","2012","TX",,,"Texas","48","San Patricio County","409",,,,,,,,,,,,,,,,,,"05000US48409","San Patricio County, Texas",16693,435,314,471,147,369,608,531,1413,864,1302,711,1551,844,1927,1174,1106,896,695,415,209,202,333,36,140,"San Patricio County, Texas",1019,352,200,283,141,282,353,232,440,422,486,404,536,375,623,445,476,436,354,233,158,190,331,58,171
"G4804230","2012","TX",,,"Texas","48","Smith County","423",,,,,,,,,,,,,,,,,,"05000US48423","Smith County, Texas",50120,710,246,722,890,868,1106,643,1410,2791,2194,2413,2779,3688,5450,4695,4440,3643,3371,2738,2441,1112,1203,229,338,"Smith County, Texas",1827,451,222,473,470,597,615,507,511,747,778,733,841,921,993,966,985,878,824,770,926,529,579,211,335
"G4804390","2012","TX",,,"Texas","48","Tarrant County","439",,,,,,,,,,,,,,,,,,"05000US48439","Tarrant County, Texas",398083,3220,3371,2239,3043,1893,2873,3360,8641,10219,16052,18010,24819,24930,56757,49001,41945,25874,34610,21047,20208,10169,10097,2879,2826,"Tarrant County, Texas",6533,845,954,768,921,570,718,875,1282,1379,1638,2097,1860,2529,3731,3938,2792,2170,2990,2135,1942,1261,1513,620,780
"G4804410","2012","TX",,,"Texas","48","Taylor County","441",,,,,,,,,,,,,,,,,,"05000US48441","Taylor County, Texas",27915,341,646,560,692,515,851,798,1444,1344,2199,1603,1317,1452,2905,2661,3171,1500,1051,1113,1232,373,71,76,0,"Taylor County, Texas",1595,217,347,327,287,306,401,368,539,391,573,507,378,533,732,631,686,640,405,491,592,313,90,125,206
"G4804510","2012","TX",,,"Texas","48","Tom Green County","451",,,,,,,,,,,,,,,,,,"05000US48451","Tom Green County, Texas",25028,72,215,72,386,920,832,543,1817,921,1606,1865,1441,1402,2602,2606,3062,1615,688,1205,725,191,120,49,73,"Tom Green County, Texas",1553,94,176,87,201,626,431,359,712,499,699,633,529,520,773,711,773,558,321,430,365,206,121,82,112
"G4804530","2012","TX",,,"Texas","48","Travis County","453",,,,,,,,,,,,,,,,,,"05000US48453","Travis County, Texas",213091,1243,1379,1993,798,433,1103,685,1386,1385,2114,2185,3854,3884,15464,18911,22638,18208,25226,19366,27490,14862,16773,6075,5636,"Travis County, Texas",4505,604,543,664,318,231,476,421,618,502,757,821,901,863,1798,2531,2465,2080,2112,2159,2505,1675,2000,1264,1025
"G4804690","2012","TX",,,"Texas","48","Victoria County","469",,,,,,,,,,,,,,,,,,"05000US48469","Victoria County, Texas",19996,384,367,240,235,86,526,459,428,1157,669,1289,1799,1582,1918,1900,3124,926,1051,628,815,198,215,0,0,"Victoria County, Texas",961,261,326,193,225,86,310,364,249,427,301,621,731,547,515,566,964,386,431,293,451,272,177,206,206
"G4804710","2012","TX",,,"Texas","48","Walker County","471",,,,,,,,,,,,,,,,,,"05000US48471","Walker County, Texas",11312,64,473,46,187,42,253,110,618,354,788,515,539,1006,1598,465,1184,610,627,347,299,276,593,212,106,"Walker County, Texas",1513,118,414,61,199,71,259,131,466,254,490,378,404,666,790,358,711,373,460,260,253,279,487,283,177
"G4804790","2012","TX",,,"Texas","48","Webb County","479",,,,,,,,,,,,,,,,,,"05000US48479","Webb County, Texas",43670,305,44,461,457,164,754,789,1791,2231,2637,3544,2977,3829,6985,4626,5122,2003,1733,1308,911,400,190,230,179,"Webb County, Texas",1890,221,52,294,297,171,463,355,640,593,537,664,620,826,1203,1110,1077,554,546,508,413,321,186,216,145
"G4804850","2012","TX",,,"Texas","48","Wichita County","485",,,,,,,,,,,,,,,,,,"05000US48485","Wichita County, Texas",28901,755,511,258,491,366,672,717,1882,2083,1671,2242,1980,2246,3790,1745,3349,1190,1154,781,456,138,130,280,14,"Wichita County, Texas",1880,268,357,175,271,232,272,432,605,707,472,648,652,674,812,504,788,434,411,343,252,128,159,289,23
"G4804910","2012","TX",,,"Texas","48","Williamson County","491",,,,,,,,,,,,,,,,,,"05000US48491","Williamson County, Texas",104293,595,543,682,90,219,340,142,670,831,543,904,1657,1557,10058,14516,16814,10869,18785,11673,8160,2525,1432,365,323,"Williamson County, Texas",3323,407,313,309,102,133,162,148,533,377,286,365,646,610,1470,1966,2143,1711,2213,1531,1155,679,475,265,221
"G4900050","2012","UT",,,"Utah","49","Cache County","005",,,,,,,,,,,,,,,,,,"05000US49005","Cache County, Utah",23752,257,75,147,106,169,141,35,87,0,95,65,341,264,2421,2888,3013,3037,4315,3016,1733,689,281,492,85,"Cache County, Utah",987,229,94,134,104,128,177,59,122,181,86,80,206,185,749,564,549,657,757,689,470,298,158,310,92
"G4900110","2012","UT",,,"Utah","49","Davis County","011",,,,,,,,,,,,,,,,,,"05000US49011","Davis County, Utah",74902,632,334,438,377,544,122,137,219,248,30,150,164,530,3288,6723,9861,9823,14521,9927,9526,4017,2215,544,532,"Davis County, Utah",2000,391,256,271,264,352,113,118,229,219,49,167,138,354,841,1053,1442,1324,1660,1330,1346,959,573,252,373
"G4900350","2012","UT",,,"Utah","49","Salt Lake County","035",,,,,,,,,,,,,,,,,,"05000US49035","Salt Lake County, Utah",230880,1649,1268,1697,1735,609,761,179,592,541,384,1057,1315,3356,14047,21120,25692,23310,39497,29635,31541,13523,11951,3465,1956,"Salt Lake County, Utah",3864,732,430,541,666,341,427,168,416,280,220,503,419,880,1448,1855,2338,2001,2593,2365,2028,1615,1410,742,655
"G4900490","2012","UT",,,"Utah","49","Utah County","049",,,,,,,,,,,,,,,,,,"05000US49049","Utah County, Utah",96624,536,790,599,277,280,159,27,157,133,43,148,508,1054,4955,10037,13246,11946,18574,11851,11173,4792,3834,833,672,"Utah County, Utah",2753,320,388,290,256,206,117,46,196,121,71,126,274,448,898,1160,1503,1329,1580,1632,1177,763,896,311,257
"G4900530","2012","UT",,,"Utah","49","Washington County","053",,,,,,,,,,,,,,,,,,"05000US49053","Washington County, Utah",32841,326,369,130,137,0,82,0,279,626,69,316,760,742,3166,3667,4999,2625,4489,2711,4375,1110,999,426,438,"Washington County, Utah",2037,291,364,168,191,181,143,181,211,453,115,307,387,382,975,1099,1219,698,1094,821,1041,459,496,339,309
"G4900570","2012","UT",,,"Utah","49","Weber County","057",,,,,,,,,,,,,,,,,,"05000US49057","Weber County, Utah",57379,445,769,750,355,52,72,379,219,138,996,1280,1711,1976,6718,7268,10785,4779,6337,5743,4038,1118,881,264,306,"Weber County, Utah",2290,300,474,402,260,88,120,314,177,119,356,549,571,671,1166,1201,1617,1047,1021,1038,830,392,343,202,221
"G5000070","2012","VT",,,"Vermont","50","Chittenden County","007",,,,,,,,,,,,,,,,,,"05000US50007","Chittenden County, Vermont",40734,126,98,98,231,491,0,305,427,76,0,74,56,12,541,710,2370,3644,8299,8218,8036,3279,2203,1130,310,"Chittenden County, Vermont",1473,152,115,89,217,308,143,222,393,86,143,104,96,20,384,346,671,862,997,1226,1049,640,548,706,189
"G5100030","2012","VA",,,"Virginia","51","Albemarle County","003",,,,,,,,,,,,,,,,,,"05000US51003","Albemarle County, Virginia",25941,203,146,543,39,62,91,0,86,52,150,48,114,173,737,862,1287,1513,3469,3286,4736,2050,3394,1284,1616,"Albemarle County, Virginia",1150,177,174,415,63,73,167,192,102,65,127,82,107,162,365,395,411,508,852,724,888,519,720,405,603
"G5100130","2012","VA",,,"Virginia","51","Arlington County","013",,,,,,,,,,,,,,,,,,"05000US51013","Arlington County, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,"Arlington County, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,
"G5100150","2012","VA",,,"Virginia","51","Augusta County","015",,,,,,,,,,,,,,,,,,"05000US51015","Augusta County, Virginia",23580,411,157,564,130,0,0,121,329,315,133,216,313,239,2206,1669,3567,2621,3291,2735,2912,470,778,221,182,"Augusta County, Virginia",1044,385,184,419,160,192,192,117,271,219,155,187,265,200,732,599,721,882,861,724,840,290,550,269,187
"G5100190","2012","VA",,,"Virginia","51","Bedford County","019",,,,,,,,,,,,,,,,,,"05000US51019","Bedford County, Virginia",23920,336,357,368,371,0,78,32,255,213,263,1131,337,830,1570,1322,2332,1919,4727,2054,3441,672,891,287,134,"Bedford County, Virginia",1127,253,251,290,265,192,94,56,183,216,182,426,208,390,519,419,686,569,1043,663,659,285,390,216,102
"G5100410","2012","VA",,,"Virginia","51","Chesterfield County","041",,,,,,,,,,,,,,,,,,"05000US51041","Chesterfield County, Virginia",88640,204,748,437,107,47,0,0,85,203,385,528,425,859,5221,6224,12840,10244,18382,10700,12465,4566,3365,318,287,"Chesterfield County, Virginia",2321,163,341,220,107,77,192,192,141,226,364,323,289,443,1158,1341,1463,1330,1753,1227,1364,746,746,201,171
"G5100590","2012","VA",,,"Virginia","51","Fairfax County","059",,,,,,,,,,,,,,,,,,"05000US51059","Fairfax County, Virginia",261125,161,446,143,155,260,164,85,372,460,435,255,565,623,1829,2249,4260,3424,12917,17119,46594,45860,78308,26564,17877,"Fairfax County, Virginia",3651,139,206,237,131,201,153,99,218,210,211,167,411,537,561,717,901,813,1355,1874,2736,2619,2484,1689,1420
"G5100610","2012","VA",,,"Virginia","51","Fauquier County","061",,,,,,,,,,,,,,,,,,"05000US51061","Fauquier County, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,"Fauquier County, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,
"G5100690","2012","VA",,,"Virginia","51","Frederick County","069",,,,,,,,,,,,,,,,,,"05000US51069","Frederick County, Virginia",23204,268,185,442,296,60,0,0,233,67,707,220,359,752,805,1581,2455,2125,3490,3217,3831,862,850,309,90,"Frederick County, Virginia",1297,205,179,385,310,103,192,192,165,109,536,209,283,427,411,584,655,777,895,900,866,375,375,227,157
"G5100850","2012","VA",,,"Virginia","51","Hanover County","085",,,,,,,,,,,,,,,,,,"05000US51085","Hanover County, Virginia",30120,196,124,212,129,234,84,0,100,0,0,82,188,473,505,797,2389,3613,6316,5426,5492,1593,1231,457,479,"Hanover County, Virginia",1235,141,88,177,126,211,140,192,129,192,192,100,191,324,307,367,682,847,1027,869,884,542,465,405,313
"G5100870","2012","VA",,,"Virginia","51","Henrico County","087",,,,,,,,,,,,,,,,,,"05000US51087","Henrico County, Virginia",79161,193,545,566,268,84,39,0,0,133,320,1041,1618,1838,5671,6422,10067,8612,14107,8447,10356,3097,4002,927,808,"Henrico County, Virginia",2616,188,294,313,186,99,64,192,192,129,235,594,936,563,1352,1059,1568,1217,1550,1011,1244,716,864,347,348
"G5100950","2012","VA",,,"Virginia","51","James City County","095",,,,,,,,,,,,,,,,,,"05000US51095","James City County, Virginia",21765,200,484,288,199,0,91,52,63,0,0,38,0,44,559,622,1194,1339,2371,3348,3863,2311,3653,769,277,"James City County, Virginia",1345,234,387,268,207,192,147,84,101,192,192,64,192,44,396,364,552,567,834,897,917,864,858,409,225
"G5101070","2012","VA",,,"Virginia","51","Loudoun County","107",,,,,,,,,,,,,,,,,,"05000US51107","Loudoun County, Virginia",85854,36,33,89,174,39,163,20,140,232,44,151,631,312,525,750,1990,1678,5162,7859,19116,13255,25864,4996,2595,"Loudoun County, Virginia",2616,61,54,131,167,67,163,17,156,196,80,172,367,272,281,421,556,557,1127,1397,1672,1590,1865,728,852
"G5101210","2012","VA",,,"Virginia","51","Montgomery County","121",,,,,,,,,,,,,,,,,,"05000US51121","Montgomery County, Virginia",18122,314,91,143,282,68,0,65,0,91,312,506,112,600,1364,1338,2627,1774,2819,1409,2538,506,706,377,80,"Montgomery County, Virginia",1101,281,147,170,325,110,192,106,192,152,270,412,134,477,512,562,830,711,668,559,738,315,327,255,124
"G5101530","2012","VA",,,"Virginia","51","Prince William County","153",,,,,,,,,,,,,,,,,,"05000US51153","Prince William County, Virginia",94915,86,216,83,327,164,332,0,201,152,417,221,499,397,1819,2398,5557,5261,14107,11446,22892,16373,10007,1770,190,"Prince William County, Virginia",2943,85,195,136,228,224,302,192,235,134,349,202,372,257,583,827,977,980,1785,1289,2043,1317,1128,523,140
"G5101610","2012","VA",,,"Virginia","51","Roanoke County","161",,,,,,,,,,,,,,,,,,"05000US51161","Roanoke County, Virginia",28076,90,184,237,299,74,0,0,112,152,91,126,558,941,1708,3530,5017,3374,4039,3032,2200,903,1089,110,210,"Roanoke County, Virginia",1501,111,193,229,345,116,192,192,136,148,113,151,321,549,609,840,859,842,887,771,661,391,535,129,145
"G5101650","2012","VA",,,"Virginia","51","Rockingham County","165",,,,,,,,,,,,,,,,,,"05000US51165","Rockingham County, Virginia",22862,673,426,233,343,0,271,0,44,117,212,127,568,190,1665,1699,3083,2136,4195,2150,2441,924,912,269,184,"Rockingham County, Virginia",1154,396,302,148,241,192,226,192,51,93,133,125,254,103,417,500,777,641,733,597,567,369,443,186,139
"G5101770","2012","VA",,,"Virginia","51","Spotsylvania County","177",,,,,,,,,,,,,,,,,,"05000US51177","Spotsylvania County, Virginia",32380,301,274,156,84,40,246,0,129,114,55,159,801,164,1430,1558,3331,3403,6150,4910,5253,1719,1543,226,334,"Spotsylvania County, Virginia",1424,210,186,188,103,65,320,192,126,186,80,127,254,139,454,449,723,711,828,1004,733,513,447,168,264
"G5101790","2012","VA",,,"Virginia","51","Stafford County","179",,,,,,,,,,,,,,,,,,"05000US51179","Stafford County, Virginia",33140,0,261,412,259,44,41,0,71,37,245,137,28,199,419,750,1942,1431,5908,5494,8636,4001,2313,215,297,"Stafford County, Virginia",1452,192,209,417,225,77,69,192,90,62,259,140,48,164,346,416,689,488,1044,962,1281,953,566,176,249
"G5101990","2012","VA",,,"Virginia","51","York County","199",,,,,,,,,,,,,,,,,,"05000US51199","York County, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,"York County, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,
"G5105100","2012","VA",,,"Virginia","51","Alexandria city","510",,,,,,,,,,,,,,,,,,"05000US51510","Alexandria city, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,,"Alexandria city, Virginia",,,,,,,,,,,,,,,,,,,,,,,,,
"G5105500","2012","VA",,,"Virginia","51","Chesapeake city","550",,,,,,,,,,,,,,,,,,"05000US51550","Chesapeake city, Virginia",56351,559,340,252,227,147,828,239,0,54,256,20,202,339,1416,3083,5137,4975,10244,8564,12376,4377,2211,375,130,"Chesapeake city, Virginia",2407,356,323,225,187,146,561,242,192,94,315,33,221,261,537,781,1209,1029,1630,1260,1683,842,634,249,158
"G5106500","2012","VA",,,"Virginia","51","Hampton city","650",,,,,,,,,,,,,,,,,,"05000US51650","Hampton city, Virginia",30148,436,199,209,86,0,50,0,0,197,36,238,622,757,2772,3124,4405,3824,5548,3183,2850,779,682,103,48,"Hampton city, Virginia",1670,284,155,163,107,192,85,192,192,168,57,190,438,385,815,853,830,876,1028,770,965,346,464,126,81
"G5106800","2012","VA",,,"Virginia","51","Lynchburg city","680",,,,,,,,,,,,,,,,,,"05000US51680","Lynchburg city, Virginia",14614,185,156,159,26,98,33,82,398,344,433,917,707,406,1577,2455,1989,865,1345,790,776,296,330,160,87,"Lynchburg city, Virginia",1462,168,155,156,45,83,52,109,222,252,255,471,409,223,560,646,760,480,395,480,347,219,282,170,147
"G5107000","2012","VA",,,"Virginia","51","Newport News city","700",,,,,,,,,,,,,,,,,,"05000US51700","Newport News city, Virginia",34967,105,622,249,111,262,37,138,80,108,208,161,837,759,2395,2382,5057,5121,7552,4767,2318,817,274,264,343,"Newport News city, Virginia",1894,104,331,185,105,196,66,165,96,134,203,139,428,268,711,680,1159,1046,1322,862,657,377,196,224,216
"G5107100","2012","VA",,,"Virginia","51","Norfolk city","710",,,,,,,,,,,,,,,,,,"05000US51710","Norfolk city, Virginia",36584,511,243,98,256,108,0,0,99,83,70,287,419,925,2483,2936,6231,4820,4915,3769,3517,1865,1580,1140,229,"Norfolk city, Virginia",1657,405,155,99,145,113,192,192,149,112,84,342,255,344,579,698,1006,808,842,698,616,463,377,372,127
"G5107400","2012","VA",,,"Virginia","51","Portsmouth city","740",,,,,,,,,,,,,,,,,,"05000US51740","Portsmouth city, Virginia",19107,48,145,141,18,133,15,0,0,97,220,95,331,601,2197,2522,3508,3278,2753,1320,1019,165,411,35,55,"Portsmouth city, Virginia",1199,82,150,120,35,194,25,192,192,112,163,73,275,229,528,637,730,818,687,459,385,133,258,61,73
"G5107600","2012","VA",,,"Virginia","51","Richmond city","760",,,,,,,,,,,,,,,,,,"05000US51760","Richmond city, Virginia",36206,388,124,191,46,42,41,182,387,568,770,1572,965,1534,4237,3158,4233,2196,4433,2764,3049,1427,2245,862,792,"Richmond city, Virginia",1792,230,124,149,54,68,68,190,257,247,430,547,335,492,819,816,885,649,1000,699,573,461,646,356,297
"G5107700","2012","VA",,,"Virginia","51","Roanoke city","770",,,,,,,,,,,,,,,,,,"05000US51770","Roanoke city, Virginia",23180,340,270,69,93,149,101,154,832,171,968,1540,529,1204,4125,3585,1855,1756,1954,706,1614,669,245,231,20,"Roanoke city, Virginia",1624,295,179,86,135,184,125,166,557,154,495,653,277,451,831,838,583,610,620,346,675,329,243,236,34
"G5108000","2012","VA",,,"Virginia","51","Suffolk city","800",,,,,,,,,,,,,,,,,,"05000US51800","Suffolk city, Virginia",21819,186,0,233,54,121,0,141,59,228,185,317,204,305,1211,767,1658,2290,4199,3432,3233,1324,766,306,600,"Suffolk city, Virginia",1199,126,192,186,63,92,192,98,61,186,201,177,137,299,429,258,542,544,924,707,712,425,303,208,300
"G5108100","2012","VA",,,"Virginia","51","Virginia Beach city","810",,,,,,,,,,,,,,,,,,"05000US51810","Virginia Beach city, Virginia",102326,404,271,415,321,129,74,207,257,0,118,100,617,781,2719,5000,5841,8843,21881,16726,18095,8268,6694,2246,2319,"Virginia Beach city, Virginia",2841,252,209,243,242,123,124,194,350,192,82,129,326,458,753,992,1053,1115,1997,1738,1833,1278,1129,525,629
"G5300050","2012","WA",,,"Washington","53","Benton County","005",,,,,,,,,,,,,,,,,,"05000US53005","Benton County, Washington",45539,787,513,457,91,262,174,0,245,119,626,291,925,734,4169,5152,6623,5010,7023,4603,4539,1877,1086,74,159,"Benton County, Washington",1834,322,339,275,164,199,159,192,180,127,304,177,380,299,1004,829,1038,1210,1089,792,891,476,448,85,147
"G5300070","2012","WA",,,"Washington","53","Chelan County","007",,,,,,,,,,,,,,,,,,"05000US53007","Chelan County, Washington",17963,92,146,0,440,135,25,0,146,129,14,0,263,73,418,1111,2107,2198,1867,2225,2620,2151,1318,139,346,"Chelan County, Washington",1381,148,179,192,374,159,47,192,169,102,23,192,204,130,259,499,735,665,614,731,708,873,573,146,282
"G5300090","2012","WA",,,"Washington","53","Clallam County","009",,,,,,,,,,,,,,,,,,"05000US53009","Clallam County, Washington",21016,801,323,439,51,76,123,127,281,224,146,240,328,220,1509,1317,2211,1445,3446,2094,2843,1056,1348,195,173,"Clallam County, Washington",1155,506,215,236,87,126,108,120,218,133,106,181,217,162,499,514,557,393,707,614,586,357,560,146,137
"G5300110","2012","WA",,,"Washington","53","Clark County","011",,,,,,,,,,,,,,,,,,"05000US53011","Clark County, Washington",102713,838,664,821,497,439,590,87,805,466,919,538,526,956,4605,7473,13538,11224,19534,13594,14309,4952,3824,847,667,"Clark County, Washington",2787,399,305,323,263,199,318,108,434,271,428,327,249,296,954,1153,1552,1376,2004,1369,1440,913,798,353,338
"G5300150","2012","WA",,,"Washington","53","Cowlitz County","015",,,,,,,,,,,,,,,,,,"05000US53015","Cowlitz County, Washington",24830,207,133,1074,381,150,99,32,232,208,287,368,440,495,2487,2941,3642,2949,2801,2138,2372,736,440,109,109,"Cowlitz County, Washington",1561,151,136,561,283,175,117,55,202,205,180,234,236,266,892,782,794,728,766,544,635,324,288,129,124
"G5300210","2012","WA",,,"Washington","53","Franklin County","021",,,,,,,,,,,,,,,,,,"05000US53021","Franklin County, Washington",15776,616,20,181,360,0,42,12,0,0,47,87,365,502,2162,1623,3185,1684,2629,710,687,630,183,0,51,"Franklin County, Washington",1231,527,33,203,357,192,48,21,192,192,78,90,370,323,644,800,691,665,754,450,309,414,175,192,99
"G5300250","2012","WA",,,"Washington","53","Grant County","025",,,,,,,,,,,,,,,,,,"05000US53025","Grant County, Washington",18427,664,447,158,394,10,387,28,489,508,314,448,377,1390,1465,2211,1670,1442,2159,1221,1348,394,509,320,74,"Grant County, Washington",1072,343,272,154,276,18,276,47,325,291,401,296,238,538,536,623,693,572,702,465,524,274,390,232,110
"G5300270","2012","WA",,,"Washington","53","Grays Harbor County","027",,,,,,,,,,,,,,,,,,"05000US53027","Grays Harbor County, Washington",19704,748,422,171,150,167,139,79,381,468,380,675,808,649,2569,1503,3025,1885,1928,947,1676,227,548,0,159,"Grays Harbor County, Washington",1267,417,314,120,149,164,120,135,357,310,231,331,327,416,794,599,954,548,716,398,578,191,329,192,149
"G5300290","2012","WA",,,"Washington","53","Island County","029",,,,,,,,,,,,,,,,,,"05000US53029","Island County, Washington",21627,342,385,0,154,111,20,165,121,81,0,79,160,128,347,422,1506,1174,4181,2568,3983,1967,2279,1046,408,"Island County, Washington",1246,343,278,192,198,174,36,262,115,106,192,82,139,148,223,279,516,515,868,741,787,499,613,447,302
