GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AA3VE001,AA3VE002,AA3VE003,AA3VE004,AA3VE005,AA3VE006,AA3VE007,AA3VE008,AA3VE009,AA3VE010,AA3VE011,AA3VE012,AA3VE013,AA3VE014,AA3VE015,AA3VE016,AA3VE017,AA3VE018,AA3VE019,AA3VE020,AA3VE021,AA3VE022,AA3VE023,AA3VE024,AA3VE025,NAME_M,AA3VM001,AA3VM002,AA3VM003,AA3VM004,AA3VM005,AA3VM006,AA3VM007,AA3VM008,AA3VM009,AA3VM010,AA3VM011,AA3VM012,AA3VM013,AA3VM014,AA3VM015,AA3VM016,AA3VM017,AA3VM018,AA3VM019,AA3VM020,AA3VM021,AA3VM022,AA3VM023,AA3VM024,AA3VM025
"G1701130","2014","IL",,,"Illinois","17","McLean County","113",,,,,,,,,,,,,,,,,,"05000US17113","McLean County, Illinois",42095,1313,346,392,481,134,316,118,233,266,438,964,1613,1783,5189,4735,5899,4878,5023,3629,2968,366,786,149,76,"McLean County, Illinois",1504,644,287,254,353,121,207,127,167,128,164,379,474,537,992,883,959,798,867,713,629,220,384,148,125
"G1701150","2014","IL",,,"Illinois","17","Macon County","115",,,,,,,,,,,,,,,,,,"05000US17115","Macon County, Illinois",31375,825,588,419,309,212,949,796,1147,2005,2504,2554,2488,1765,4577,2878,1746,1009,1968,1401,667,186,338,33,11,"Macon County, Illinois",1537,366,310,221,156,189,354,402,406,560,671,724,610,503,887,657,496,436,652,422,240,170,202,60,18
"G1701190","2014","IL",,,"Illinois","17","Madison County","119",,,,,,,,,,,,,,,,,,"05000US17119","Madison County, Illinois",72502,1018,739,420,665,313,1627,377,2183,2367,3530,4247,5004,3207,9490,8285,7009,5466,5889,3533,4932,973,832,109,287,"Madison County, Illinois",2639,436,448,221,408,215,749,214,648,614,698,959,1077,857,1375,1219,1086,1121,1029,998,999,457,396,133,215
"G1701430","2014","IL",,,"Illinois","17","Peoria County","143",,,,,,,,,,,,,,,,,,"05000US17143","Peoria County, Illinois",49041,1016,171,501,470,842,682,515,1124,1885,2339,2606,2784,3404,6190,4523,4740,2817,4638,2858,2587,1068,966,186,129,"Peoria County, Illinois",1778,457,131,318,344,311,371,335,356,615,742,643,654,772,1005,889,832,692,1015,706,614,446,476,205,153
"G1701610","2014","IL",,,"Illinois","17","Rock Island County","161",,,,,,,,,,,,,,,,,,"05000US17161","Rock Island County, Illinois",40807,1609,441,265,122,168,250,362,1267,1273,1857,3026,3095,2691,6236,4948,3341,2024,3029,1588,1721,821,363,310,0,"Rock Island County, Illinois",1568,576,229,159,108,154,154,286,387,454,499,785,708,631,924,944,648,580,733,509,413,485,219,178,182
"G1701630","2014","IL",,,"Illinois","17","St. Clair County","163",,,,,,,,,,,,,,,,,,"05000US17163","St. Clair County, Illinois",64143,1806,1387,403,564,784,1170,812,1977,3403,3599,2460,3773,3082,7247,6206,7259,4330,5423,3591,2999,869,615,150,234,"St. Clair County, Illinois",2485,550,575,293,377,365,456,364,654,845,1038,619,792,781,1154,1123,1265,789,1053,923,746,447,278,127,227
"G1701670","2014","IL",,,"Illinois","17","Sangamon County","167",,,,,,,,,,,,,,,,,,"05000US17167","Sangamon County, Illinois",56642,1643,605,173,566,369,627,472,1485,1663,2226,3321,2240,4119,6946,6453,6449,3314,5092,2942,3524,849,1177,194,193,"Sangamon County, Illinois",1958,446,415,164,310,219,343,261,621,467,540,748,618,871,1022,1114,1169,706,1024,680,725,334,546,141,173
"G1701790","2014","IL",,,"Illinois","17","Tazewell County","179",,,,,,,,,,,,,,,,,,"05000US17179","Tazewell County, Illinois",41151,778,211,288,105,0,354,72,564,819,1602,1911,3055,2463,5769,5415,5074,3390,3918,2270,2265,307,293,53,175,"Tazewell County, Illinois",1580,338,152,316,96,182,209,83,318,421,532,607,765,594,980,1085,937,920,874,611,558,230,196,87,140
"G1701830","2014","IL",,,"Illinois","17","Vermilion County","183",,,,,,,,,,,,,,,,,,"05000US17183","Vermilion County, Illinois",20550,533,187,220,400,442,564,765,1760,1956,2134,2039,1141,1631,1880,1313,1724,647,583,370,173,44,44,0,0,"Vermilion County, Illinois",1215,223,134,141,179,260,260,332,484,694,615,587,342,484,465,432,557,328,235,307,139,72,73,182,182
"G1701970","2014","IL",,,"Illinois","17","Will County","197",,,,,,,,,,,,,,,,,,"05000US17197","Will County, Illinois",180129,3720,429,650,328,254,348,539,656,1899,2090,2404,2802,3076,13384,13162,21060,18027,27776,22152,25140,9644,8410,1612,567,"Will County, Illinois",3646,795,203,428,208,170,275,289,391,537,622,568,665,783,1672,1660,1961,1954,1950,1818,1784,1263,1294,622,254
"G1701990","2014","IL",,,"Illinois","17","Williamson County","199",,,,,,,,,,,,,,,,,,"05000US17199","Williamson County, Illinois",19549,698,220,281,116,261,147,513,719,1230,1936,1115,1017,844,1999,2169,2257,679,1033,1213,561,239,302,0,0,"Williamson County, Illinois",1259,293,130,224,124,205,99,358,285,509,674,475,416,374,563,563,714,277,451,548,302,201,331,182,182
"G1702010","2014","IL",,,"Illinois","17","Winnebago County","201",,,,,,,,,,,,,,,,,,"05000US17201","Winnebago County, Illinois",72650,1735,744,271,723,668,680,291,2651,2871,4946,6193,5208,5609,11387,10203,7658,2886,4311,1670,1006,361,336,117,125,"Winnebago County, Illinois",2068,564,417,212,374,388,367,188,726,762,1082,1019,1078,858,1221,1420,1124,730,737,519,395,234,206,135,142
"G1800030","2014","IN",,,"Indiana","18","Allen County","003",,,,,,,,,,,,,,,,,,"05000US18003","Allen County, Indiana",95247,3373,1149,1119,744,523,843,1343,2734,3505,4930,6010,6665,7057,14075,10015,7162,4266,7334,4223,4276,2034,1480,168,219,"Allen County, Indiana",2337,746,457,398,301,312,402,562,776,769,888,957,1016,1269,1574,1162,1233,911,1114,858,935,586,602,164,186
"G1800050","2014","IN",,,"Indiana","18","Bartholomew County","005",,,,,,,,,,,,,,,,,,"05000US18005","Bartholomew County, Indiana",22224,943,491,301,174,83,45,0,284,375,1116,723,1198,1212,3262,3062,2152,1602,1101,1617,1287,795,307,94,0,"Bartholomew County, Indiana",1181,523,514,219,164,100,77,187,194,241,394,342,507,489,784,845,652,487,414,497,540,372,211,111,187
"G1800190","2014","IN",,,"Indiana","18","Clark County","019",,,,,,,,,,,,,,,,,,"05000US18019","Clark County, Indiana",29485,609,432,232,76,211,77,40,177,299,511,1296,2582,2574,4848,4351,4058,1696,3096,1038,495,483,265,0,39,"Clark County, Indiana",1526,278,322,180,125,188,98,66,134,208,264,392,815,796,965,960,1064,510,647,419,234,260,233,187,66
"G1800350","2014","IN",,,"Indiana","18","Delaware County","035",,,,,,,,,,,,,,,,,,"05000US18035","Delaware County, Indiana",29485,1309,367,290,415,649,1116,934,1512,1943,2506,2056,1991,1815,4085,2346,1983,1325,900,705,767,210,184,54,23,"Delaware County, Indiana",1297,597,353,216,262,312,465,334,444,539,614,663,528,578,1014,620,657,744,368,337,444,179,129,89,37
"G1800390","2014","IN",,,"Indiana","18","Elkhart County","039",,,,,,,,,,,,,,,,,,"05000US18039","Elkhart County, Indiana",48434,880,807,390,116,199,860,417,944,1584,1577,2388,3052,2920,7848,6731,4645,3413,3887,1688,2790,461,689,39,109,"Elkhart County, Indiana",1959,363,494,290,102,188,513,400,447,604,558,662,722,787,1311,1023,982,897,710,542,811,366,349,63,134
"G1800430","2014","IN",,,"Indiana","18","Floyd County","043",,,,,,,,,,,,,,,,,,"05000US18043","Floyd County, Indiana",21111,303,182,204,128,96,72,155,96,148,589,465,1076,1490,2308,2217,2494,1589,2436,1868,1994,416,688,0,97,"Floyd County, Indiana",1040,151,177,208,205,102,73,195,96,134,300,237,376,440,556,628,649,499,568,547,472,208,461,187,114
"G1800530","2014","IN",,,"Indiana","18","Grant County","053",,,,,,,,,,,,,,,,,,"05000US18053","Grant County, Indiana",17954,672,107,173,724,223,564,103,1102,1608,1218,1341,1875,2081,2258,830,975,675,754,368,205,0,0,0,98,"Grant County, Indiana",1253,313,109,178,352,204,309,93,451,575,381,387,547,584,634,314,441,409,397,264,173,187,187,187,120
"G1800570","2014","IN",,,"Indiana","18","Hamilton County","057",,,,,,,,,,,,,,,,,,"05000US18057","Hamilton County, Indiana",85983,1854,404,597,239,94,84,0,274,221,473,487,713,1214,5166,9182,7359,7065,11427,11440,13132,6277,6202,1281,798,"Hamilton County, Indiana",2620,649,265,411,299,113,98,187,218,218,320,304,428,509,1234,1478,1140,1351,1434,1536,1778,1231,1269,587,374
"G1800590","2014","IN",,,"Indiana","18","Hancock County","059",,,,,,,,,,,,,,,,,,"05000US18059","Hancock County, Indiana",19737,381,119,56,15,60,64,0,121,103,158,858,482,820,1755,2867,3510,2672,2602,1270,624,691,141,368,0,"Hancock County, Indiana",1407,288,152,94,24,73,106,187,159,157,149,532,318,461,616,771,1221,850,802,574,388,461,180,335,187
"G1800630","2014","IN",,,"Indiana","18","Hendricks County","063",,,,,,,,,,,,,,,,,,"05000US18063","Hendricks County, Indiana",42515,1248,206,294,0,29,0,114,123,26,94,685,1084,809,4864,6500,6945,5119,6921,3007,2823,910,714,0,0,"Hendricks County, Indiana",2173,520,195,268,187,50,187,192,179,29,110,488,516,346,1267,1378,1629,1402,1871,1023,669,447,513,187,187
"G1800670","2014","IN",,,"Indiana","18","Howard County","067",,,,,,,,,,,,,,,,,,"05000US18067","Howard County, Indiana",22254,500,221,124,120,521,63,79,850,2117,1235,1462,1995,1604,3818,2245,1929,895,761,1007,228,235,0,186,59,"Howard County, Indiana",1390,253,148,139,114,322,74,92,317,552,534,472,700,668,867,617,535,503,309,455,169,188,187,174,103
"G1800810","2014","IN",,,"Indiana","18","Johnson County","081",,,,,,,,,,,,,,,,,,"05000US18081","Johnson County, Indiana",37806,471,151,476,438,46,48,0,148,261,667,869,2318,1845,7500,4013,4483,3394,3807,2712,2431,918,532,77,201,"Johnson County, Indiana",1852,284,147,438,284,82,77,187,139,213,322,384,816,648,1323,1042,882,1035,995,955,822,348,317,128,204
"G1800850","2014","IN",,,"Indiana","18","Kosciusko County","085",,,,,,,,,,,,,,,,,,"05000US18085","Kosciusko County, Indiana",21022,1214,259,395,111,86,112,96,417,493,734,879,1549,686,1857,1969,2711,1179,1872,2078,757,767,396,135,270,"Kosciusko County, Indiana",1125,536,182,234,112,83,135,90,253,238,288,285,525,251,412,551,772,356,543,596,284,387,196,112,201
"G1800890","2014","IN",,,"Indiana","18","Lake County","089",,,,,,,,,,,,,,,,,,"05000US18089","Lake County, Indiana",125741,3803,1077,1579,1247,362,754,1160,2607,4408,5575,6195,7443,5463,15432,15035,14258,9227,13603,8024,4436,2331,1012,547,163,"Lake County, Indiana",3672,973,481,502,524,187,258,500,683,966,1103,987,1291,1038,1750,1713,1777,1450,1656,1156,796,591,449,331,135
"G1800910","2014","IN",,,"Indiana","18","LaPorte County","091",,,,,,,,,,,,,,,,,,"05000US18091","LaPorte County, Indiana",29052,808,589,121,64,631,119,120,465,563,2047,1387,1622,2102,3383,3777,3575,1954,2030,1526,1104,398,430,101,136,"LaPorte County, Indiana",1675,398,383,108,86,461,133,91,353,266,743,533,440,679,650,701,856,511,627,568,359,200,231,80,122
"G1800950","2014","IN",,,"Indiana","18","Madison County","095",,,,,,,,,,,,,,,,,,"05000US18095","Madison County, Indiana",36126,1369,656,320,363,648,690,527,1008,2730,2557,3326,4178,3249,4338,2730,2502,1073,1485,1123,306,281,625,42,0,"Madison County, Indiana",1598,548,317,187,305,327,319,304,393,661,683,654,959,746,733,679,627,391,397,435,199,190,250,70,187
"G1800970","2014","IN",,,"Indiana","18","Marion County","097",,,,,,,,,,,,,,,,,,"05000US18097","Marion County, Indiana",195915,5515,1292,1735,2080,1506,2082,1741,5034,7429,10072,10951,12777,13041,32433,27072,16755,11945,11056,5760,7756,2812,2587,1049,1435,"Marion County, Indiana",3818,1281,512,618,699,531,645,526,896,1468,1308,1376,1708,1674,3045,2569,1917,1474,1528,911,1203,733,807,406,484
"G1801050","2014","IN",,,"Indiana","18","Monroe County","105",,,,,,,,,,,,,,,,,,"05000US18105","Monroe County, Indiana",29623,923,434,178,300,202,70,232,86,158,155,340,1648,1171,4289,2694,3725,2308,2971,2433,2881,974,1218,0,233,"Monroe County, Indiana",1283,437,308,177,274,201,114,198,100,151,143,294,693,431,969,600,737,633,748,684,810,544,505,187,238
"G1801090","2014","IN",,,"Indiana","18","Morgan County","109",,,,,,,,,,,,,,,,,,"05000US18109","Morgan County, Indiana",19206,888,284,73,23,84,40,0,87,486,350,607,963,1468,2622,2636,1676,761,2252,1552,1492,601,261,0,0,"Morgan County, Indiana",1164,391,203,95,23,89,76,187,97,259,213,358,454,629,775,595,639,362,727,685,754,340,214,187,187
"G1801270","2014","IN",,,"Indiana","18","Porter County","127",,,,,,,,,,,,,,,,,,"05000US18127","Porter County, Indiana",47261,2236,581,375,83,70,47,186,140,319,493,301,661,1430,6389,6446,6369,4081,5585,5087,3246,1731,883,403,119,"Porter County, Indiana",1896,697,386,359,134,118,81,180,139,230,248,272,335,562,1250,1113,1096,978,951,1124,697,713,361,237,115
"G1801410","2014","IN",,,"Indiana","18","St. Joseph County","141",,,,,,,,,,,,,,,,,,"05000US18141","St. Joseph County, Indiana",68030,1933,660,366,575,726,1284,579,2721,2885,3946,5067,4686,4046,8862,7464,6937,3759,4521,2294,2453,961,939,174,192,"St. Joseph County, Indiana",2203,547,265,298,300,361,469,284,713,567,847,1085,696,779,1188,1140,1100,771,997,533,586,460,407,113,158
"G1801570","2014","IN",,,"Indiana","18","Tippecanoe County","157",,,,,,,,,,,,,,,,,,"05000US18157","Tippecanoe County, Indiana",35314,965,455,128,84,38,127,0,423,869,1300,1576,2028,1762,4836,4155,3885,2551,3729,2335,2429,1118,386,0,135,"Tippecanoe County, Indiana",1821,619,320,117,133,59,128,187,229,426,404,503,723,705,856,940,946,770,883,630,651,509,248,187,220
"G1801630","2014","IN",,,"Indiana","18","Vanderburgh County","163",,,,,,,,,,,,,,,,,,"05000US18163","Vanderburgh County, Indiana",46255,1227,417,503,754,506,402,645,1037,2031,2482,2834,3345,2791,5261,5755,4289,2980,4140,1642,1590,609,696,252,67,"Vanderburgh County, Indiana",1954,421,288,465,396,229,227,320,392,704,539,656,691,805,927,971,1075,913,968,517,538,319,397,184,91
"G1801670","2014","IN",,,"Indiana","18","Vigo County","167",,,,,,,,,,,,,,,,,,"05000US18167","Vigo County, Indiana",25147,626,310,179,572,310,224,384,1519,1789,2507,2160,1994,902,3211,1822,1595,1340,873,1577,532,303,312,54,52,"Vigo County, Indiana",1282,367,211,156,279,201,185,342,583,575,675,589,591,356,699,527,495,542,359,703,400,291,251,99,90
"G1801770","2014","IN",,,"Indiana","18","Wayne County","177",,,,,,,,,,,,,,,,,,"05000US18177","Wayne County, Indiana",18524,239,424,214,364,162,258,434,1425,1505,1350,1479,1313,1333,2413,1453,1655,579,945,326,334,147,52,68,52,"Wayne County, Indiana",986,188,315,146,221,105,173,296,445,499,415,491,436,392,514,417,554,270,391,221,224,193,62,81,81
"G1900130","2014","IA",,,"Iowa","19","Black Hawk County","013",,,,,,,,,,,,,,,,,,"05000US19013","Black Hawk County, Iowa",35307,1127,439,173,402,255,183,0,793,945,1406,1168,1464,2226,5434,4206,4701,2585,2931,2264,1576,302,541,30,156,"Black Hawk County, Iowa",1420,360,253,135,292,196,147,155,345,363,430,404,428,517,976,750,842,576,615,595,582,242,385,49,202
"G1900490","2014","IA",,,"Iowa","19","Dallas County","049",,,,,,,,,,,,,,,,,,"05000US19049","Dallas County, Iowa",20925,331,121,34,16,81,219,105,220,130,427,308,425,561,1294,1391,2723,1108,3566,2046,2987,1546,1148,130,8,"Dallas County, Iowa",998,214,125,45,27,74,187,157,157,108,306,193,307,338,419,415,827,366,741,678,739,542,439,106,15
"G1900610","2014","IA",,,"Iowa","19","Dubuque County","061",,,,,,,,,,,,,,,,,,"05000US19061","Dubuque County, Iowa",28204,1333,295,203,186,59,255,158,297,335,606,477,1241,1169,3442,4548,3173,2261,3082,2536,1859,370,158,48,113,"Dubuque County, Iowa",954,350,188,170,140,67,244,223,222,171,270,249,325,387,709,794,691,491,643,664,444,204,135,78,104
"G1901030","2014","IA",,,"Iowa","19","Johnson County","103",,,,,,,,,,,,,,,,,,"05000US19103","Johnson County, Iowa",34333,1738,543,122,635,47,0,188,107,145,135,276,973,515,1711,1988,3644,3723,6638,4006,3237,1427,1631,336,568,"Johnson County, Iowa",1562,625,534,151,449,63,155,216,121,136,121,166,452,261,548,584,836,861,1196,889,955,637,571,266,465
"G1901130","2014","IA",,,"Iowa","19","Linn County","113",,,,,,,,,,,,,,,,,,"05000US19113","Linn County, Iowa",66483,1284,570,1244,167,165,135,27,492,1055,938,1999,2667,3725,9076,9389,8099,5001,7980,5179,3864,961,1223,703,540,"Linn County, Iowa",2364,527,333,699,221,201,122,46,296,492,460,615,676,1095,1181,1227,1228,994,1352,1201,1006,444,406,353,354
"G1901530","2014","IA",,,"Iowa","19","Polk County","153",,,,,,,,,,,,,,,,,,"05000US19153","Polk County, Iowa",118454,2715,1468,896,436,426,132,344,707,953,2491,4572,5229,3987,13004,14855,15925,11455,18308,9403,6055,2256,1918,544,375,"Polk County, Iowa",3439,773,719,564,288,264,127,236,375,395,604,1023,943,835,1626,2020,1621,1491,2103,1601,1186,689,611,297,314
"G1901550","2014","IA",,,"Iowa","19","Pottawattamie County","155",,,,,,,,,,,,,,,,,,"05000US19155","Pottawattamie County, Iowa",25236,771,104,145,8,7,138,60,603,659,1332,1197,1746,1315,4064,2840,2317,1158,2440,1657,1817,540,141,42,135,"Pottawattamie County, Iowa",1180,365,98,126,14,12,94,107,308,325,409,433,515,386,740,718,455,359,427,473,494,237,128,73,121
"G1901630","2014","IA",,,"Iowa","19","Scott County","163",,,,,,,,,,,,,,,,,,"05000US19163","Scott County, Iowa",46879,1218,773,332,188,17,241,107,280,399,1458,2207,2247,2199,7260,5762,5141,3084,5290,3613,3302,936,609,29,187,"Scott County, Iowa",1575,439,341,179,157,27,162,97,220,184,543,651,471,489,1053,863,1031,744,944,615,740,423,304,51,170
"G1901690","2014","IA",,,"Iowa","19","Story County","169",,,,,,,,,,,,,,,,,,"05000US19169","Story County, Iowa",18595,334,510,45,88,104,5,6,132,82,208,210,377,248,2105,2699,3152,1347,2435,2111,1505,192,303,158,239,"Story County, Iowa",974,170,409,68,88,135,9,9,185,66,129,134,193,148,563,665,603,377,725,561,568,218,262,196,289
"G1901930","2014","IA",,,"Iowa","19","Woodbury County","193",,,,,,,,,,,,,,,,,,"05000US19193","Woodbury County, Iowa",24932,1263,334,7,159,193,460,305,742,831,1515,1606,2246,2386,3324,2443,2282,819,1088,1449,1040,373,67,0,0,"Woodbury County, Iowa",1426,484,272,13,107,281,219,237,302,411,542,615,705,588,694,689,694,467,449,544,431,248,113,155,155
"G2000150","2014","KS",,,"Kansas","20","Butler County","015",,,,,,,,,,,,,,,,,,"05000US20015","Butler County, Kansas",16995,334,141,112,178,224,278,55,444,612,690,817,907,1124,1371,1470,2686,1057,1217,1165,885,462,673,0,93,"Butler County, Kansas",1099,220,127,147,181,186,163,69,358,277,385,375,382,342,441,542,693,378,477,534,361,281,516,168,118
"G2000450","2014","KS",,,"Kansas","20","Douglas County","045",,,,,,,,,,,,,,,,,,"05000US20045","Douglas County, Kansas",23795,730,167,391,35,191,100,102,68,293,161,195,355,382,2737,2737,3182,2419,3635,2474,1928,938,321,92,162,"Douglas County, Kansas",1422,438,185,390,59,211,164,162,80,261,150,189,299,353,1023,771,752,743,822,793,580,516,286,123,191
"G2000910","2014","KS",,,"Kansas","20","Johnson County","091",,,,,,,,,,,,,,,,,,"05000US20091","Johnson County, Kansas",152107,2556,762,516,171,86,53,127,449,290,799,986,1700,1393,8263,11908,18438,16173,26609,16998,20255,11424,7920,2236,1995,"Johnson County, Kansas",3043,643,358,270,130,100,84,161,299,223,469,426,619,537,1140,1341,1587,1836,1980,1502,1356,1382,1317,543,520
"G2001030","2014","KS",,,"Kansas","20","Leavenworth County","103",,,,,,,,,,,,,,,,,,"05000US20103","Leavenworth County, Kansas",17624,269,100,148,231,231,132,316,265,610,369,590,812,549,859,2531,1935,1734,2542,1375,1196,534,296,0,0,"Leavenworth County, Kansas",1187,208,110,121,275,176,127,307,218,374,226,346,478,350,406,636,495,566,729,461,432,319,219,168,168
"G2001610","2014","KS",,,"Kansas","20","Riley County","161",,,,,,,,,,,,,,,,,,"05000US20161","Riley County, Kansas",11033,528,191,93,266,58,333,37,0,288,122,172,113,305,651,856,1071,1339,1528,733,974,567,567,219,22,"Riley County, Kansas",1135,469,238,135,214,107,304,51,168,249,133,198,154,243,331,452,483,426,650,348,407,320,387,201,37
"G2001730","2014","KS",,,"Kansas","20","Sedgwick County","173",,,,,,,,,,,,,,,,,,"05000US20173","Sedgwick County, Kansas",122654,3205,1332,672,851,704,1300,989,3995,3968,6629,7505,6946,6862,13988,16555,13535,7569,9204,6478,5531,2524,1342,417,553,"Sedgwick County, Kansas",2471,786,599,330,315,389,442,437,822,687,1183,1339,1194,1131,1614,2154,1492,1181,1102,1170,854,849,486,204,238
"G2001770","2014","KS",,,"Kansas","20","Shawnee County","177",,,,,,,,,,,,,,,,,,"05000US20177","Shawnee County, Kansas",47195,916,163,699,322,285,752,1102,1132,1414,2784,2255,3115,3313,6092,5257,5204,3010,4170,2558,1530,610,346,99,67,"Shawnee County, Kansas",1786,301,158,317,190,198,360,515,472,441,744,644,665,884,1010,852,1069,710,893,672,495,319,223,114,81
"G2002090","2014","KS",,,"Kansas","20","Wyandotte County","209",,,,,,,,,,,,,,,,,,"05000US20209","Wyandotte County, Kansas",34147,1229,487,537,396,439,775,629,2805,2018,3045,2785,2666,2349,3939,3578,2215,1242,1147,895,664,162,90,55,0,"Wyandotte County, Kansas",1391,403,244,236,245,233,331,285,554,604,662,663,676,567,864,794,618,445,352,416,304,159,103,68,168
"G2100150","2014","KY",,,"Kentucky","21","Boone County","015",,,,,,,,,,,,,,,,,,"05000US21015","Boone County, Kentucky",32570,1135,943,0,182,148,178,0,63,463,138,525,1213,810,2730,3310,3405,4112,4582,3871,2460,1116,847,263,76,"Boone County, Kentucky",1784,620,498,185,181,186,203,185,102,425,175,341,490,383,881,794,703,777,1223,1079,699,543,354,236,91
"G2100290","2014","KY",,,"Kentucky","21","Bullitt County","029",,,,,,,,,,,,,,,,,,"05000US21029","Bullitt County, Kentucky",22807,675,496,381,112,18,542,59,124,190,425,569,823,563,4560,2497,2685,1909,3311,1591,1160,117,0,0,0,"Bullitt County, Kentucky",1073,332,330,252,99,31,243,95,110,172,345,296,417,314,925,569,657,462,631,501,484,133,185,185,185
