GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,AJNQE001,AJNQE002,AJNQE003,AJNQE004,AJNQE005,AJNQE006,AJNQE007,AJNQE008,AJNQE009,AJNQE010,AJNQE011,AJNQE012,AJNQE013,AJNQE014,AJNQE015,AJNQE016,AJNQE017,AJNQE018,AJNQE019,AJNQE020,AJNQE021,AJNQE022,AJNQE023,AJNQE024,AJNQE025,AJNQE026,AJNQE027,NAME_M,AJNQM001,AJNQM002,AJNQM003,AJNQM004,AJNQM005,AJNQM006,AJNQM007,AJNQM008,AJNQM009,AJNQM010,AJNQM011,AJNQM012,AJNQM013,AJNQM014,AJNQM015,AJNQM016,AJNQM017,AJNQM018,AJNQM019,AJNQM020,AJNQM021,AJNQM022,AJNQM023,AJNQM024,AJNQM025,AJNQM026,AJNQM027
"G0600710","2018","CA",,,"California","06","San Bernardino County","071",,,,,,,,,,,,,,,,,,"05000US06071","San Bernardino County, California",386204,5797,1179,2160,3242,1989,1274,960,2237,3191,3092,1754,2911,1993,8488,5500,9898,13122,38464,39180,87362,70933,60942,14471,3757,583,1725,"San Bernardino County, California",5331,1001,603,624,939,612,473,399,793,853,744,589,804,619,1729,1268,1513,2134,3251,3207,4263,4410,4104,2032,940,341,552
"G0600730","2018","CA",,,"California","06","San Diego County","073",,,,,,,,,,,,,,,,,,"05000US06073","San Diego County, California",600545,5227,1099,473,1207,865,1702,1367,2731,3898,1883,2316,2517,1502,4929,3270,4355,1933,7388,14396,50626,96699,211563,93830,48777,16188,19804,"San Diego County, California",8408,1120,500,329,539,512,627,541,613,1273,596,726,792,634,1313,844,862,616,1426,1881,3610,4601,6161,4340,2890,1730,1805
"G0600750","2018","CA",,,"California","06","San Francisco County","075",,,,,,,,,,,,,,,,,,"05000US06075","San Francisco County, California",136242,841,193,0,0,0,0,35,30,0,0,54,0,190,469,32,217,40,486,1144,2784,2394,11066,25409,41872,23434,25552,"San Francisco County, California",4672,364,194,211,211,211,211,58,49,211,211,88,211,131,318,53,210,67,271,650,903,683,1536,2589,3003,2540,2315
"G0600770","2018","CA",,,"California","06","San Joaquin County","077",,,,,,,,,,,,,,,,,,"05000US06077","San Joaquin County, California",126478,2109,335,369,807,408,340,428,373,659,496,128,569,415,1819,1472,2692,2939,10405,14472,33350,22945,23449,3401,778,714,606,"San Joaquin County, California",3424,772,270,257,362,219,233,262,359,348,259,105,311,257,508,573,677,816,1337,1492,2910,2143,2174,673,405,298,257
"G0600790","2018","CA",,,"California","06","San Luis Obispo County","079",,,,,,,,,,,,,,,,,,"05000US06079","San Luis Obispo County, California",65080,364,289,396,0,0,146,153,132,101,382,238,102,56,655,216,478,661,1739,2125,5830,9631,23751,11399,4186,1108,942,"San Luis Obispo County, California",2203,218,286,384,211,211,181,154,160,137,364,209,99,95,553,178,313,386,769,885,1103,1580,2263,1526,1272,621,405
"G0600810","2018","CA",,,"California","06","San Mateo County","081",,,,,,,,,,,,,,,,,,"05000US06081","San Mateo County, California",157142,1291,531,0,0,0,0,0,0,153,70,109,234,186,759,45,292,142,933,1076,2509,2662,11946,32488,37648,26597,37471,"San Mateo County, California",3691,411,347,211,211,211,211,211,211,164,114,134,179,179,292,75,196,155,606,445,795,758,1599,2546,2484,2201,2338
"G0600830","2018","CA",,,"California","06","Santa Barbara County","083",,,,,,,,,,,,,,,,,,"05000US06083","Santa Barbara County, California",76604,350,143,154,145,197,244,39,163,98,134,207,90,332,1083,231,395,288,1953,3441,12990,9702,11440,11989,9824,4468,6504,"Santa Barbara County, California",2526,230,160,152,182,173,237,65,161,131,161,266,107,337,490,174,288,176,604,809,1485,1492,1562,1058,1467,922,843
"G0600850","2018","CA",,,"California","06","Santa Clara County","085",,,,,,,,,,,,,,,,,,"05000US06085","Santa Clara County, California",358369,2135,758,234,219,323,493,86,464,375,368,514,351,908,3278,1064,2504,1322,3234,2731,5857,7416,43389,72406,93202,48054,66684,"Santa Clara County, California",5273,617,311,232,223,248,366,99,275,276,270,316,214,428,697,419,760,581,1020,734,982,1248,3150,3217,4377,2894,2738
"G0600870","2018","CA",,,"California","06","Santa Cruz County","087",,,,,,,,,,,,,,,,,,"05000US06087","Santa Cruz County, California",57087,592,0,0,0,74,0,172,0,77,49,0,297,64,492,358,221,43,653,993,2255,3795,14233,16032,11509,3137,2041,"Santa Cruz County, California",2200,316,211,211,211,124,211,221,211,136,87,211,222,109,375,254,215,75,323,610,700,1114,1844,1596,1469,827,568
"G0600890","2018","CA",,,"California","06","Shasta County","089",,,,,,,,,,,,,,,,,,"05000US06089","Shasta County, California",44402,1401,402,915,493,96,300,70,463,185,444,225,76,491,1511,1973,2840,2192,6345,5948,10505,3393,2908,1016,92,53,65,"Shasta County, California",1942,569,290,436,258,100,170,92,271,158,299,179,91,383,499,650,822,613,1023,1120,1219,636,542,404,88,88,73
"G0600950","2018","CA",,,"California","06","Solano County","095",,,,,,,,,,,,,,,,,,"05000US06095","Solano County, California",95857,528,83,0,128,181,203,249,369,320,106,287,642,242,590,674,917,493,2013,4061,25665,23810,26708,4811,1468,537,772,"Solano County, California",2269,307,101,211,124,185,226,270,249,250,179,183,405,216,368,463,373,335,619,952,2128,2166,2161,935,483,455,566
"G0600970","2018","CA",,,"California","06","Sonoma County","097",,,,,,,,,,,,,,,,,,"05000US06097","Sonoma County, California",115244,631,0,282,232,0,324,80,589,656,699,532,197,607,1966,1402,448,1020,1109,1937,6504,11091,43994,22140,10545,3320,4939,"Sonoma County, California",2904,320,211,171,227,211,245,127,411,428,499,324,158,366,866,665,284,668,691,584,1296,1665,2573,1887,1536,850,927
"G0600990","2018","CA",,,"California","06","Stanislaus County","099",,,,,,,,,,,,,,,,,,"05000US06099","Stanislaus County, California",103691,1563,706,489,214,91,251,438,501,472,487,988,251,355,1240,1447,2939,2832,8572,21980,31825,14161,8137,2210,761,302,479,"Stanislaus County, California",3548,488,411,272,196,112,190,350,247,376,471,409,202,238,616,665,1013,934,1328,2818,2919,1711,1553,763,449,249,302
"G0601010","2018","CA",,,"California","06","Sutter County","101",,,,,,,,,,,,,,,,,,"05000US06101","Sutter County, California",19159,11,196,52,207,0,92,0,99,0,229,0,102,19,217,327,603,597,2345,3624,5923,2493,1243,362,159,34,225,"Sutter County, California",1186,21,220,48,188,211,163,211,119,211,231,211,116,33,162,237,375,308,657,823,811,656,566,275,198,57,205
"G0601070","2018","CA",,,"California","06","Tulare County","107",,,,,,,,,,,,,,,,,,"05000US06107","Tulare County, California",81862,1056,623,245,594,316,908,102,485,677,567,897,1265,1959,4181,7076,7385,6680,14288,10297,11852,4245,3077,1624,755,176,532,"Tulare County, California",3205,510,412,202,323,231,507,72,335,279,378,543,573,689,1031,1496,1437,1147,2303,2021,2249,959,853,774,450,160,334
"G0601110","2018","CA",,,"California","06","Ventura County","111",,,,,,,,,,,,,,,,,,"05000US06111","Ventura County, California",169964,1015,167,97,93,142,223,470,673,961,593,273,631,404,1160,1035,1340,716,2243,2738,10421,26488,72308,29585,9488,3607,3093,"Ventura County, California",4165,398,218,160,111,174,205,279,379,486,402,218,334,259,647,573,533,340,614,779,1431,2226,3382,2264,1291,917,522
"G0601130","2018","CA",,,"California","06","Yolo County","113",,,,,,,,,,,,,,,,,,"05000US06113","Yolo County, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yolo County, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G0601150","2018","CA",,,"California","06","Yuba County","115",,,,,,,,,,,,,,,,,,"05000US06115","Yuba County, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Yuba County, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G0800010","2018","CO",,,"Colorado","08","Adams County","001",,,,,,,,,,,,,,,,,,"05000US08001","Adams County, Colorado",109135,787,652,274,516,798,715,527,646,1115,1233,278,232,343,1153,436,2315,1720,8253,15887,38492,17908,12092,1821,779,66,97,"Adams County, Colorado",3427,437,315,223,357,345,382,322,405,660,804,344,217,359,636,342,679,600,1268,2233,2588,1952,1584,646,402,111,118
"G0800050","2018","CO",,,"Colorado","08","Arapahoe County","005",,,,,,,,,,,,,,,,,,"05000US08005","Arapahoe County, Colorado",152482,790,271,76,635,234,269,210,136,355,98,402,912,277,1926,1648,2699,2478,9978,13857,42178,32749,26084,7610,2779,1413,2418,"Arapahoe County, Colorado",3598,350,185,123,475,173,224,174,108,219,118,324,704,227,612,505,784,727,1520,1511,2374,2042,1500,959,645,391,639
"G0800130","2018","CO",,,"Colorado","08","Boulder County","013",,,,,,,,,,,,,,,,,,"05000US08013","Boulder County, Colorado",80352,349,89,142,104,379,423,100,537,257,340,66,0,383,476,656,954,800,1770,3612,10426,13261,23365,11338,6605,2149,1771,"Boulder County, Colorado",2245,289,80,171,205,341,328,129,442,206,291,73,204,343,280,429,596,438,537,1060,1303,1308,1845,1301,1173,589,503
"G0800140","2018","CO",,,"Colorado","08","Broomfield County","014",,,,,,,,,,,,,,,,,,"05000US08014","Broomfield County, Colorado",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Broomfield County, Colorado",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G0800310","2018","CO",,,"Colorado","08","Denver County","031",,,,,,,,,,,,,,,,,,"05000US08031","Denver County, Colorado",152878,578,190,0,101,180,275,43,353,617,500,50,231,285,1351,1428,2405,3972,8743,14755,31545,25144,35435,15370,6478,1705,1144,"Denver County, Colorado",4452,310,269,204,125,219,291,74,344,423,461,83,197,205,651,608,691,1083,1347,2021,2418,2323,2543,1800,1424,590,416
"G0800350","2018","CO",,,"Colorado","08","Douglas County","035",,,,,,,,,,,,,,,,,,"05000US08035","Douglas County, Colorado",98079,396,51,0,10,0,55,71,0,62,0,144,83,0,168,276,121,449,1082,3596,15613,25627,35637,9018,3781,1057,782,"Douglas County, Colorado",1755,268,72,204,17,204,66,117,204,111,204,177,98,204,123,197,133,300,440,782,1672,1984,2187,1223,780,448,321
"G0800410","2018","CO",,,"Colorado","08","El Paso County","041",,,,,,,,,,,,,,,,,,"05000US08041","El Paso County, Colorado",171191,2489,526,555,390,723,475,233,917,526,21,384,306,674,3790,3829,8059,10592,27515,29863,37632,19462,16310,3549,1461,397,513,"El Paso County, Colorado",4065,890,325,366,308,437,456,192,526,338,36,260,249,356,896,1140,1480,1535,2160,2510,2809,2282,1638,862,531,311,227
"G0800590","2018","CO",,,"Colorado","08","Jefferson County","059",,,,,,,,,,,,,,,,,,"05000US08059","Jefferson County, Colorado",162226,379,55,168,114,81,370,316,467,210,78,0,0,176,450,487,1227,2493,7491,10309,38464,44192,39977,10099,3119,623,881,"Jefferson County, Colorado",3579,204,89,165,139,133,326,261,265,235,129,204,204,179,219,249,388,816,1293,1257,2657,2405,2537,1232,645,269,402
"G0800690","2018","CO",,,"Colorado","08","Larimer County","069",,,,,,,,,,,,,,,,,,"05000US08069","Larimer County, Colorado",87798,564,997,353,280,192,483,346,469,96,159,257,618,0,85,472,845,770,3737,6552,27097,20427,14745,5628,2205,98,323,"Larimer County, Colorado",2390,253,527,274,229,163,264,319,355,154,179,247,532,204,99,404,476,450,889,1208,2184,1741,1368,1144,862,127,285
"G0800770","2018","CO",,,"Colorado","08","Mesa County","077",,,,,,,,,,,,,,,,,,"05000US08077","Mesa County, Colorado",42377,1220,351,68,68,951,222,0,38,412,978,447,215,588,971,1735,3930,4557,7646,4977,6130,3084,2765,382,583,59,0,"Mesa County, Colorado",2073,626,424,120,113,556,162,204,41,427,740,349,262,416,362,643,1044,1158,1331,1166,1215,818,725,285,434,98,204
"G0801010","2018","CO",,,"Colorado","08","Pueblo County","101",,,,,,,,,,,,,,,,,,"05000US08101","Pueblo County, Colorado",42410,250,387,177,36,49,237,44,467,365,746,846,1499,1735,3853,4570,6393,4054,7424,3655,3160,1659,628,139,37,0,0,"Pueblo County, Colorado",1999,170,331,197,41,45,154,76,265,238,366,335,608,500,893,1083,1219,816,1216,740,645,497,307,121,62,204,204
"G0801230","2018","CO",,,"Colorado","08","Weld County","123",,,,,,,,,,,,,,,,,,"05000US08123","Weld County, Colorado",79628,871,591,259,268,648,1189,324,372,586,313,253,362,229,2036,849,2160,2965,9381,11038,20168,11115,10215,2460,652,190,134,"Weld County, Colorado",2334,367,463,198,206,430,632,248,216,351,242,230,175,140,703,426,633,1039,1621,1484,1583,1236,1347,705,262,190,122
"G0900010","2018","CT",,,"Connecticut","09","Fairfield County","001",,,,,,,,,,,,,,,,,,"05000US09001","Fairfield County, Connecticut",227097,822,167,703,794,673,590,0,694,1275,1418,471,880,204,2923,2838,7346,5389,14984,17629,43289,29916,39035,20775,15540,6557,12185,"Fairfield County, Connecticut",3985,339,146,432,548,558,399,207,316,612,622,297,449,175,783,665,1446,1042,1698,2130,2718,2167,2232,1677,1563,955,1058
"G0900030","2018","CT",,,"Connecticut","09","Hartford County","003",,,,,,,,,,,,,,,,,,"05000US09003","Hartford County, Connecticut",226364,561,326,701,477,250,493,191,216,464,832,1187,2262,1682,8280,14588,24690,21274,41634,32672,39419,17205,12148,3457,645,136,574,"Hartford County, Connecticut",3980,279,226,376,289,170,319,193,150,297,485,578,810,733,1370,1683,2317,2260,2883,2429,2480,1869,1360,913,320,131,308
"G0900050","2018","CT",,,"Connecticut","09","Litchfield County","005",,,,,,,,,,,,,,,,,,"05000US09005","Litchfield County, Connecticut",57188,266,277,248,89,136,46,36,182,108,193,176,322,655,2718,4522,4892,3960,8794,7950,11191,3234,3707,1427,642,338,1079,"Litchfield County, Connecticut",1861,214,279,204,98,129,76,60,243,114,262,133,255,339,584,947,877,815,1369,1239,1526,795,867,414,273,277,462
"G0900070","2018","CT",,,"Connecticut","09","Middlesex County","007",,,,,,,,,,,,,,,,,,"05000US09007","Middlesex County, Connecticut",50106,218,79,212,139,138,162,118,47,259,101,320,290,858,1140,1360,2510,4177,8253,6921,12292,5329,2850,1371,279,549,134,"Middlesex County, Connecticut",2142,167,133,209,177,133,159,125,78,179,98,223,245,603,518,595,694,1227,1363,1074,1767,1223,729,745,222,434,143
"G0900090","2018","CT",,,"Connecticut","09","New Haven County","009",,,,,,,,,,,,,,,,,,"05000US09009","New Haven County, Connecticut",204470,629,318,322,277,364,226,604,1085,1059,1059,2386,2533,3059,9233,10293,17473,15602,35067,29869,35846,18739,12531,3166,1305,347,1078,"New Haven County, Connecticut",4326,347,231,213,213,225,162,328,434,454,429,713,779,999,1587,1340,2438,1705,2895,2561,2418,2162,1612,853,439,240,448
"G0900110","2018","CT",,,"Connecticut","09","New London County","011",,,,,,,,,,,,,,,,,,"05000US09011","New London County, Connecticut",71503,602,255,677,115,95,648,0,383,309,594,330,353,446,4653,4136,7695,4951,12368,10933,12700,4324,3201,1145,319,168,103,"New London County, Connecticut",2388,344,208,419,123,127,463,207,423,281,287,306,273,277,908,979,1452,1108,1487,1430,1499,866,620,363,171,115,103
"G0900130","2018","CT",,,"Connecticut","09","Tolland County","013",,,,,,,,,,,,,,,,,,"05000US09013","Tolland County, Connecticut",39809,135,181,33,166,68,53,0,160,0,125,263,150,315,1410,1158,4221,2618,6868,7820,9217,3283,1240,107,86,0,132,"Tolland County, Connecticut",1988,154,233,55,178,114,93,207,236,207,111,230,139,216,574,472,1215,662,1155,1330,1281,792,529,176,104,207,210
"G0900150","2018","CT",,,"Connecticut","09","Windham County","015",,,,,,,,,,,,,,,,,,"05000US09015","Windham County, Connecticut",30234,208,0,137,60,0,60,0,221,188,127,90,58,329,1076,2760,5923,3073,5533,4971,3385,1104,634,239,0,42,16,"Windham County, Connecticut",1763,177,207,156,100,207,103,207,170,187,121,109,93,225,421,716,1061,838,942,978,904,553,368,199,207,72,27
"G1000010","2018","DE",,,"Delaware","10","Kent County","001",,,,,,,,,,,,,,,,,,"05000US10001","Kent County, Delaware",46123,2614,615,974,296,57,232,53,289,462,597,424,360,399,1816,1842,3913,2704,9507,7351,7745,1843,1246,312,262,45,165,"Kent County, Delaware",2032,1098,577,524,230,92,189,90,246,349,334,228,236,284,529,600,904,661,1870,1147,1259,622,654,275,178,75,165
"G1000030","2018","DE",,,"Delaware","10","New Castle County","003",,,,,,,,,,,,,,,,,,"05000US10003","New Castle County, Delaware",140075,585,805,404,424,487,232,574,410,179,392,1542,1087,990,3729,5750,10969,9780,24739,17611,32926,15021,7920,1611,844,162,902,"New Castle County, Delaware",2997,293,384,288,276,389,197,458,295,135,350,522,461,448,982,966,1517,1465,2439,2007,2553,1775,1269,453,376,141,455
"G1000050","2018","DE",,,"Delaware","10","Sussex County","005",,,,,,,,,,,,,,,,,,"05000US10005","Sussex County, Delaware",74947,1975,722,758,679,179,436,377,843,375,486,1091,1392,816,2918,3322,6344,4314,9770,8239,12435,7510,5304,2064,1871,228,499,"Sussex County, Delaware",2859,623,413,482,545,152,373,216,590,211,284,431,697,311,804,812,1285,889,1410,1204,1268,1133,896,528,654,147,251
"G1100010","2018","DC",,,"District of Columbia","11","District of Columbia","001",,,,,,,,,,,,,,,,,,"05000US11001","District of Columbia, District of Columbia",121540,913,66,0,0,281,122,117,0,142,134,414,131,223,1238,106,763,1148,3600,5824,15500,16297,29164,20757,14084,5560,4956,"District of Columbia, District of Columbia",3817,381,110,213,213,259,116,140,213,163,129,314,130,213,632,129,385,562,839,908,2071,1872,2194,1857,1517,998,1036
"G1200010","2018","FL",,,"Florida","12","Alachua County","001",,,,,,,,,,,,,,,,,,"05000US12001","Alachua County, Florida",58492,463,283,613,263,523,223,459,857,1058,1349,1886,1509,1686,5554,3759,6305,3396,8758,7006,6913,1535,3092,351,403,79,169,"Alachua County, Florida",2826,326,392,597,242,664,192,340,473,577,712,765,632,744,1319,1063,1087,867,1526,1590,1260,590,957,342,268,107,219
"G1200050","2018","FL",,,"Florida","12","Bay County","005",,,,,,,,,,,,,,,,,,"05000US12005","Bay County, Florida",50328,885,271,223,139,51,280,129,1655,742,499,1407,2995,1247,4144,3899,5892,4229,6669,5450,5296,1875,1251,564,198,79,259,"Bay County, Florida",2374,418,212,173,170,89,213,167,964,359,339,657,1025,536,939,1133,1080,1062,987,1162,1092,660,420,321,193,94,211
"G1200090","2018","FL",,,"Florida","12","Brevard County","009",,,,,,,,,,,,,,,,,,"05000US12009","Brevard County, Florida",171249,2035,1333,891,1368,865,1077,522,1357,2749,3124,4323,3190,3774,9920,9874,15035,12392,27641,21321,24212,10054,9047,2728,1176,574,667,"Brevard County, Florida",4148,783,917,431,567,394,567,419,440,700,1025,1236,816,1062,1562,1704,1711,2075,2493,2267,2776,1465,1544,724,511,477,424
"G1200110","2018","FL",,,"Florida","12","Broward County","011",,,,,,,,,,,,,,,,,,"05000US12011","Broward County, Florida",434007,3956,2614,1811,1622,1490,2158,1232,4734,5239,7720,7297,8179,7932,20548,15751,26782,21367,49916,48366,78262,49506,41401,13340,7063,1599,4122,"Broward County, Florida",7643,1042,975,692,660,490,723,623,1014,1290,1566,1683,1740,1945,2119,2633,2849,2419,3980,4119,4751,3594,3623,1936,1248,477,1093
"G1200150","2018","FL",,,"Florida","12","Charlotte County","015",,,,,,,,,,,,,,,,,,"05000US12015","Charlotte County, Florida",62508,659,569,358,194,295,573,124,450,656,857,1002,2272,1649,4641,4437,6605,4734,8932,7902,7805,3093,3730,560,247,0,164,"Charlotte County, Florida",2657,403,448,261,168,239,338,143,305,347,574,552,789,669,1259,1075,1075,1067,1433,1341,1306,667,886,325,330,229,180
"G1200170","2018","FL",,,"Florida","12","Citrus County","017",,,,,,,,,,,,,,,,,,"05000US12017","Citrus County, Florida",51628,585,522,942,154,426,1001,679,1869,2599,1666,2820,2242,1932,5811,5079,5769,2850,5228,3468,3740,1460,538,159,89,0,0,"Citrus County, Florida",2749,458,374,507,155,322,548,483,886,978,674,801,818,580,1217,1214,1156,973,1446,1175,1047,573,317,268,151,229,229
"G1200190","2018","FL",,,"Florida","12","Clay County","019",,,,,,,,,,,,,,,,,,"05000US12019","Clay County, Florida",56875,303,436,230,475,310,130,171,750,1416,1460,831,2408,1456,3312,4798,5569,5538,10074,7130,6331,1614,1566,463,0,0,104,"Clay County, Florida",2620,283,294,223,367,492,146,272,454,758,870,492,933,811,1126,1288,1413,1497,1955,1404,1244,726,988,359,229,229,180
"G1200210","2018","FL",,,"Florida","12","Collier County","021",,,,,,,,,,,,,,,,,,"05000US12021","Collier County, Florida",106436,434,372,504,134,42,322,218,713,357,491,807,606,678,3231,4276,3256,3881,10236,9685,18624,10886,16180,8112,4379,2437,5575,"Collier County, Florida",4178,283,247,415,175,71,269,240,401,291,324,560,499,534,747,1167,923,1019,1964,1833,2545,1864,2250,1533,1058,693,1079
"G1200230","2018","FL",,,"Florida","12","Columbia County","023",,,,,,,,,,,,,,,,,,"05000US12023","Columbia County, Florida",19065,372,312,53,349,354,332,164,219,376,1372,1145,1057,977,2544,1631,2454,1030,1396,1112,938,286,343,198,0,0,51,"Columbia County, Florida",1165,391,265,83,260,234,334,182,160,273,745,511,476,484,838,580,780,488,547,373,514,215,311,245,229,229,84
