GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,S5EE001,S5EE002,S5EE003,S5EE004,S5EE005,S5EE006,S5EE007,S5EE008,S5EE009,S5EE010,S5EE011,S5EE012,S5EE013,S5EE014,S5EE015,S5EE016,S5EE017,S5EE018,S5EE019,S5EE020,S5EE021,S5EE022,S5EE023,S5EE024,NAME_M,S5EM001,S5EM002,S5EM003,S5EM004,S5EM005,S5EM006,S5EM007,S5EM008,S5EM009,S5EM010,S5EM011,S5EM012,S5EM013,S5EM014,S5EM015,S5EM016,S5EM017,S5EM018,S5EM019,S5EM020,S5EM021,S5EM022,S5EM023,S5EM024
"G06030000","2013","CA",,,"California","06",,,"Glendale city","30000",,,,,,,,,,,,,,,,"16000US0630000","Glendale city, California",46531,45047,104,0,150,478,245,191,65,99,125,408,122,767,456,922,1038,3605,5908,10457,10410,6876,2621,1484,"Glendale city, California",2525,2454,170,203,149,319,134,174,107,126,158,268,148,491,327,338,492,818,1467,1551,1269,1491,696,609
"G06032548","2013","CA",,,"California","06",,,"Hawthorne city","32548",,,,,,,,,,,,,,,,"16000US0632548","Hawthorne city, California",,,,,,,,,,,,,,,,,,,,,,,,,"Hawthorne city, California",,,,,,,,,,,,,,,,,,,,,,,,
"G06033000","2013","CA",,,"California","06",,,"Hayward city","33000",,,,,,,,,,,,,,,,"16000US0633000","Hayward city, California",,,,,,,,,,,,,,,,,,,,,,,,,"Hayward city, California",,,,,,,,,,,,,,,,,,,,,,,,
"G06033182","2013","CA",,,"California","06",,,"Hemet city","33182",,,,,,,,,,,,,,,,"16000US0633182","Hemet city, California",12736,12318,41,0,0,527,45,135,164,331,239,896,357,793,1053,467,1126,2222,1115,1440,575,557,235,418,"Hemet city, California",1493,1452,68,203,203,543,75,224,213,311,164,366,239,546,422,251,480,997,633,643,410,409,282,241
"G06033434","2013","CA",,,"California","06",,,"Hesperia city","33434",,,,,,,,,,,,,,,,"16000US0633434","Hesperia city, California",,,,,,,,,,,,,,,,,,,,,,,,,"Hesperia city, California",,,,,,,,,,,,,,,,,,,,,,,,
"G06036000","2013","CA",,,"California","06",,,"Huntington Beach city","36000",,,,,,,,,,,,,,,,"16000US0636000","Huntington Beach city, California",,,,,,,,,,,,,,,,,,,,,,,,,"Huntington Beach city, California",,,,,,,,,,,,,,,,,,,,,,,,
"G06036448","2013","CA",,,"California","06",,,"Indio city","36448",,,,,,,,,,,,,,,,"16000US0636448","Indio city, California",10112,9651,261,111,167,0,184,240,0,41,41,501,645,352,659,743,209,1321,551,1687,1035,876,27,461,"Indio city, California",1282,1262,292,180,145,203,286,328,203,68,68,382,376,235,497,409,219,657,437,757,557,409,45,245
"G06036546","2013","CA",,,"California","06",,,"Inglewood city","36546",,,,,,,,,,,,,,,,"16000US0636546","Inglewood city, California",23573,23212,0,65,184,251,190,43,550,149,0,686,103,183,538,452,878,4493,3829,6293,2613,1469,243,361,"Inglewood city, California",2053,2069,203,108,195,213,311,73,336,212,203,542,124,159,384,426,475,1084,940,1272,789,642,229,302
"G06036770","2013","CA",,,"California","06",,,"Irvine city","36770",,,,,,,,,,,,,,,,"16000US0636770","Irvine city, California",,,,,,,,,,,,,,,,,,,,,,,,,"Irvine city, California",,,,,,,,,,,,,,,,,,,,,,,,
"G06037692","2013","CA",,,"California","06",,,"Jurupa Valley city","37692",,,,,,,,,,,,,,,,"16000US0637692","Jurupa Valley city, California",9620,9384,0,0,323,200,0,59,0,87,53,182,0,354,705,367,486,1342,850,2118,1190,676,392,236,"Jurupa Valley city, California",1361,1359,203,203,405,154,203,100,203,143,89,174,203,305,508,290,308,539,423,742,643,408,470,221
"G06039496","2013","CA",,,"California","06",,,"Lake Forest city","39496",,,,,,,,,,,,,,,,"16000US0639496","Lake Forest city, California",,,,,,,,,,,,,,,,,,,,,,,,,"Lake Forest city, California",,,,,,,,,,,,,,,,,,,,,,,,
"G06039892","2013","CA",,,"California","06",,,"Lakewood city","39892",,,,,,,,,,,,,,,,"16000US0639892","Lakewood city, California",,,,,,,,,,,,,,,,,,,,,,,,,"Lakewood city, California",,,,,,,,,,,,,,,,,,,,,,,,
"G06040130","2013","CA",,,"California","06",,,"Lancaster city","40130",,,,,,,,,,,,,,,,"16000US0640130","Lancaster city, California",22736,22018,239,371,95,784,244,520,45,123,0,606,494,589,778,824,942,3223,2197,5273,2683,1768,220,718,"Lancaster city, California",2050,2108,245,401,158,516,216,464,75,203,203,388,327,376,394,498,469,864,744,1242,869,839,148,402
"G06041992","2013","CA",,,"California","06",,,"Livermore city","41992",,,,,,,,,,,,,,,,"16000US0641992","Livermore city, California",,,,,,,,,,,,,,,,,,,,,,,,,"Livermore city, California",,,,,,,,,,,,,,,,,,,,,,,,
"G06043000","2013","CA",,,"California","06",,,"Long Beach city","43000",,,,,,,,,,,,,,,,"16000US0643000","Long Beach city, California",98165,96813,835,140,1039,2134,876,758,545,488,725,1110,577,1998,4317,4166,4884,12202,9500,22524,11472,10018,6505,1352,"Long Beach city, California",3973,3894,441,138,473,691,439,482,477,365,361,489,329,670,1126,1093,1115,2016,1746,2239,1932,1556,1333,520
"G06044000","2013","CA",,,"California","06",,,"Los Angeles city","44000",,,,,,,,,,,,,,,,"16000US0644000","Los Angeles city, California",846552,826577,5556,3964,3902,16330,7599,5426,7260,8404,7143,15225,12052,19377,20183,27282,33242,82944,82885,162899,100758,119238,84908,19975,"Los Angeles city, California",8749,8873,1227,1039,702,2113,1320,1172,1222,1308,1213,1786,1523,2114,1788,2123,2703,3872,3724,6014,4927,4977,4661,2233
"G06044574","2013","CA",,,"California","06",,,"Lynwood city","44574",,,,,,,,,,,,,,,,"16000US0644574","Lynwood city, California",,,,,,,,,,,,,,,,,,,,,,,,,"Lynwood city, California",,,,,,,,,,,,,,,,,,,,,,,,
"G06045484","2013","CA",,,"California","06",,,"Manteca city","45484",,,,,,,,,,,,,,,,"16000US0645484","Manteca city, California",,,,,,,,,,,,,,,,,,,,,,,,,"Manteca city, California",,,,,,,,,,,,,,,,,,,,,,,,
"G06046842","2013","CA",,,"California","06",,,"Menifee city","46842",,,,,,,,,,,,,,,,"16000US0646842","Menifee city, California",,,,,,,,,,,,,,,,,,,,,,,,,"Menifee city, California",,,,,,,,,,,,,,,,,,,,,,,,
"G06046898","2013","CA",,,"California","06",,,"Merced city","46898",,,,,,,,,,,,,,,,"16000US0646898","Merced city, California",15388,15045,202,99,274,0,113,211,326,292,1198,986,883,1001,1570,1049,832,1433,1266,1910,377,1023,0,343,"Merced city, California",1436,1467,208,171,231,203,120,192,247,272,598,485,364,418,645,529,428,534,460,812,388,644,203,213
"G06047766","2013","CA",,,"California","06",,,"Milpitas city","47766",,,,,,,,,,,,,,,,"16000US0647766","Milpitas city, California",,,,,,,,,,,,,,,,,,,,,,,,,"Milpitas city, California",,,,,,,,,,,,,,,,,,,,,,,,
"G06048256","2013","CA",,,"California","06",,,"Mission Viejo city","48256",,,,,,,,,,,,,,,,"16000US0648256","Mission Viejo city, California",,,,,,,,,,,,,,,,,,,,,,,,,"Mission Viejo city, California",,,,,,,,,,,,,,,,,,,,,,,,
"G06048354","2013","CA",,,"California","06",,,"Modesto city","48354",,,,,,,,,,,,,,,,"16000US0648354","Modesto city, California",32694,32053,26,100,600,342,536,361,719,253,202,876,1037,1024,3051,2813,4575,4965,3078,4355,1943,529,668,641,"Modesto city, California",2639,2655,42,134,388,264,374,164,542,185,189,580,617,468,1094,946,1231,1251,993,1285,1088,485,381,378
"G06049270","2013","CA",,,"California","06",,,"Moreno Valley city","49270",,,,,,,,,,,,,,,,"16000US0649270","Moreno Valley city, California",20333,20140,0,109,141,122,199,163,0,86,46,297,461,356,605,275,703,2040,2373,5757,3803,2201,403,193,"Moreno Valley city, California",1881,1885,203,179,173,119,170,165,203,105,74,270,357,264,353,241,336,704,720,1027,876,755,316,169
"G06049670","2013","CA",,,"California","06",,,"Mountain View city","49670",,,,,,,,,,,,,,,,"16000US0649670","Mountain View city, California",,,,,,,,,,,,,,,,,,,,,,,,,"Mountain View city, California",,,,,,,,,,,,,,,,,,,,,,,,
"G06050076","2013","CA",,,"California","06",,,"Murrieta city","50076",,,,,,,,,,,,,,,,"16000US0650076","Murrieta city, California",,,,,,,,,,,,,,,,,,,,,,,,,"Murrieta city, California",,,,,,,,,,,,,,,,,,,,,,,,
"G06050258","2013","CA",,,"California","06",,,"Napa city","50258",,,,,,,,,,,,,,,,"16000US0650258","Napa city, California",,,,,,,,,,,,,,,,,,,,,,,,,"Napa city, California",,,,,,,,,,,,,,,,,,,,,,,,
"G06051182","2013","CA",,,"California","06",,,"Newport Beach city","51182",,,,,,,,,,,,,,,,"16000US0651182","Newport Beach city, California",,,,,,,,,,,,,,,,,,,,,,,,,"Newport Beach city, California",,,,,,,,,,,,,,,,,,,,,,,,
"G06052526","2013","CA",,,"California","06",,,"Norwalk city","52526",,,,,,,,,,,,,,,,"16000US0652526","Norwalk city, California",,,,,,,,,,,,,,,,,,,,,,,,,"Norwalk city, California",,,,,,,,,,,,,,,,,,,,,,,,
"G06053000","2013","CA",,,"California","06",,,"Oakland city","53000",,,,,,,,,,,,,,,,"16000US0653000","Oakland city, California",92156,90423,1181,599,846,2660,1627,828,544,1757,771,1188,756,2506,2634,3953,3242,8875,8239,19268,11621,11159,6169,1733,"Oakland city, California",3804,3820,457,419,366,984,503,428,388,576,366,520,429,949,800,1059,786,1207,1491,1952,1457,1591,1206,470
"G06053322","2013","CA",,,"California","06",,,"Oceanside city","53322",,,,,,,,,,,,,,,,"16000US0653322","Oceanside city, California",30255,29792,193,167,218,144,86,94,0,90,75,0,278,232,237,82,666,1863,1918,9224,6878,4895,2452,463,"Oceanside city, California",2545,2550,169,210,333,138,143,108,203,74,125,203,349,199,328,136,490,745,769,1720,1469,1408,929,302
"G06053896","2013","CA",,,"California","06",,,"Ontario city","53896",,,,,,,,,,,,,,,,"16000US0653896","Ontario city, California",21747,21339,0,86,0,100,47,63,116,91,44,310,290,143,185,983,694,1912,2732,7078,3216,2865,384,408,"Ontario city, California",1780,1844,203,71,203,83,77,106,136,108,72,265,186,137,153,591,346,670,811,1360,789,836,291,345
"G06053980","2013","CA",,,"California","06",,,"Orange city","53980",,,,,,,,,,,,,,,,"16000US0653980","Orange city, California",,,,,,,,,,,,,,,,,,,,,,,,,"Orange city, California",,,,,,,,,,,,,,,,,,,,,,,,
"G06054652","2013","CA",,,"California","06",,,"Oxnard city","54652",,,,,,,,,,,,,,,,"16000US0654652","Oxnard city, California",23902,23488,0,0,111,115,699,114,506,399,0,224,0,448,99,269,558,1533,1608,5899,3530,5035,2341,414,"Oxnard city, California",1739,1763,203,203,151,109,442,188,353,324,203,287,203,423,166,287,367,548,663,1009,1000,1207,786,217
"G06055156","2013","CA",,,"California","06",,,"Palmdale city","55156",,,,,,,,,,,,,,,,"16000US0655156","Palmdale city, California",15359,14848,320,212,239,70,303,45,90,381,44,160,760,391,307,1292,908,1161,1196,2449,2710,1810,0,511,"Palmdale city, California",1877,1825,279,225,286,85,297,74,150,284,74,228,446,298,199,562,444,463,484,909,968,716,203,475
"G06055282","2013","CA",,,"California","06",,,"Palo Alto city","55282",,,,,,,,,,,,,,,,"16000US0655282","Palo Alto city, California",,,,,,,,,,,,,,,,,,,,,,,,,"Palo Alto city, California",,,,,,,,,,,,,,,,,,,,,,,,
"G06056000","2013","CA",,,"California","06",,,"Pasadena city","56000",,,,,,,,,,,,,,,,"16000US0656000","Pasadena city, California",30339,29678,249,0,42,370,121,131,375,256,35,336,0,386,330,342,759,1242,3997,5472,5289,5020,4926,661,"Pasadena city, California",2338,2321,253,203,69,288,147,215,325,268,58,251,203,252,266,299,394,603,981,1118,1258,999,1132,428
"G06056700","2013","CA",,,"California","06",,,"Perris city","56700",,,,,,,,,,,,,,,,"16000US0656700","Perris city, California",,,,,,,,,,,,,,,,,,,,,,,,,"Perris city, California",,,,,,,,,,,,,,,,,,,,,,,,
"G06057456","2013","CA",,,"California","06",,,"Pittsburg city","57456",,,,,,,,,,,,,,,,"16000US0657456","Pittsburg city, California",10971,10684,199,0,134,559,45,178,98,306,172,0,352,90,81,269,268,332,1035,2453,1488,2169,456,287,"Pittsburg city, California",1224,1199,168,203,169,408,75,244,130,406,179,203,359,105,93,263,197,302,459,881,766,876,431,201
"G06057792","2013","CA",,,"California","06",,,"Pleasanton city","57792",,,,,,,,,,,,,,,,"16000US0657792","Pleasanton city, California",,,,,,,,,,,,,,,,,,,,,,,,,"Pleasanton city, California",,,,,,,,,,,,,,,,,,,,,,,,
"G06058072","2013","CA",,,"California","06",,,"Pomona city","58072",,,,,,,,,,,,,,,,"16000US0658072","Pomona city, California",18958,18297,0,0,27,271,44,23,41,83,388,230,314,236,383,708,1527,2433,1816,3597,3238,2202,736,661,"Pomona city, California",1555,1581,203,203,45,208,74,38,67,97,393,209,259,185,241,346,600,871,540,819,659,763,346,402
"G06059444","2013","CA",,,"California","06",,,"Rancho Cordova city","59444",,,,,,,,,,,,,,,,"16000US0659444","Rancho Cordova city, California",11351,10890,74,136,295,0,45,0,43,0,320,232,378,608,723,698,1275,1695,905,1521,1077,833,32,461,"Rancho Cordova city, California",1054,1063,121,217,267,203,73,203,71,203,304,273,285,408,376,317,605,667,410,585,466,380,54,336
"G06059451","2013","CA",,,"California","06",,,"Rancho Cucamonga city","59451",,,,,,,,,,,,,,,,"16000US0659451","Rancho Cucamonga city, California",,,,,,,,,,,,,,,,,,,,,,,,,"Rancho Cucamonga city, California",,,,,,,,,,,,,,,,,,,,,,,,
"G06059920","2013","CA",,,"California","06",,,"Redding city","59920",,,,,,,,,,,,,,,,"16000US0659920","Redding city, California",16896,16674,0,0,0,225,84,103,420,670,799,682,1113,1934,1219,928,861,2830,1356,2067,671,468,244,222,"Redding city, California",1591,1574,203,203,203,212,100,126,403,599,407,425,627,758,510,526,454,685,585,711,436,287,252,195
"G06059962","2013","CA",,,"California","06",,,"Redlands city","59962",,,,,,,,,,,,,,,,"16000US0659962","Redlands city, California",,,,,,,,,,,,,,,,,,,,,,,,,"Redlands city, California",,,,,,,,,,,,,,,,,,,,,,,,
"G06060018","2013","CA",,,"California","06",,,"Redondo Beach city","60018",,,,,,,,,,,,,,,,"16000US0660018","Redondo Beach city, California",,,,,,,,,,,,,,,,,,,,,,,,,"Redondo Beach city, California",,,,,,,,,,,,,,,,,,,,,,,,
"G06060102","2013","CA",,,"California","06",,,"Redwood City city","60102",,,,,,,,,,,,,,,,"16000US0660102","Redwood City city, California",,,,,,,,,,,,,,,,,,,,,,,,,"Redwood City city, California",,,,,,,,,,,,,,,,,,,,,,,,
"G06060466","2013","CA",,,"California","06",,,"Rialto city","60466",,,,,,,,,,,,,,,,"16000US0660466","Rialto city, California",,,,,,,,,,,,,,,,,,,,,,,,,"Rialto city, California",,,,,,,,,,,,,,,,,,,,,,,,
"G06060620","2013","CA",,,"California","06",,,"Richmond city","60620",,,,,,,,,,,,,,,,"16000US0660620","Richmond city, California",17909,17582,406,0,92,211,145,278,0,94,210,83,154,379,499,603,313,2676,1621,2824,3820,2644,530,327,"Richmond city, California",1808,1787,313,203,109,194,168,246,203,105,316,134,255,375,430,529,277,972,681,833,1149,806,291,230
"G06062000","2013","CA",,,"California","06",,,"Riverside city","62000",,,,,,,,,,,,,,,,"16000US0662000","Riverside city, California",41680,40476,0,160,571,424,314,336,120,192,378,725,282,1799,1724,1644,2056,4753,4008,9738,7729,3118,405,1204,"Riverside city, California",2542,2450,203,151,567,298,230,232,121,205,196,440,258,872,682,538,664,1009,858,1489,1368,823,390,517
"G06062938","2013","CA",,,"California","06",,,"Roseville city","62938",,,,,,,,,,,,,,,,"16000US0662938","Roseville city, California",,,,,,,,,,,,,,,,,,,,,,,,,"Roseville city, California",,,,,,,,,,,,,,,,,,,,,,,,
"G06064000","2013","CA",,,"California","06",,,"Sacramento city","64000",,,,,,,,,,,,,,,,"16000US0664000","Sacramento city, California",94642,92266,878,967,619,1841,1296,595,648,906,1451,2918,2362,4736,5907,5354,6373,10541,8336,19272,9928,5983,1355,2376,"Sacramento city, California",3885,3844,394,512,276,688,636,363,364,495,807,754,795,1237,1288,1235,1186,1811,1465,2149,1852,1432,439,699
"G06064224","2013","CA",,,"California","06",,,"Salinas city","64224",,,,,,,,,,,,,,,,"16000US0664224","Salinas city, California",23008,22598,109,0,201,363,271,433,157,31,231,198,147,407,300,747,693,1887,3919,6156,2720,2776,852,410,"Salinas city, California",1541,1511,129,203,312,293,242,329,195,53,225,149,188,317,210,364,442,657,1070,1165,769,865,578,264
"G06065000","2013","CA",,,"California","06",,,"San Bernardino city","65000",,,,,,,,,,,,,,,,"16000US0665000","San Bernardino city, California",30020,29281,621,176,464,239,401,427,202,242,544,861,1613,2034,2557,1907,2818,3303,2512,4958,1896,1178,328,739,"San Bernardino city, California",1600,1604,380,256,271,143,281,393,189,216,402,516,538,684,799,717,810,983,777,934,688,577,334,387
"G06065042","2013","CA",,,"California","06",,,"San Buenaventura (Ventura) city","65042",,,,,,,,,,,,,,,,"16000US0665042","San Buenaventura (Ventura) city, California",,,,,,,,,,,,,,,,,,,,,,,,,"San Buenaventura (Ventura) city, California",,,,,,,,,,,,,,,,,,,,,,,,
"G06065084","2013","CA",,,"California","06",,,"San Clemente city","65084",,,,,,,,,,,,,,,,"16000US0665084","San Clemente city, California",,,,,,,,,,,,,,,,,,,,,,,,,"San Clemente city, California",,,,,,,,,,,,,,,,,,,,,,,,
"G06066000","2013","CA",,,"California","06",,,"San Diego city","66000",,,,,,,,,,,,,,,,"16000US0666000","San Diego city, California",257063,251291,1309,815,587,2056,1575,915,1551,1906,1180,2393,2360,2493,4431,5694,7930,19807,21898,46092,37612,55520,33167,5772,"San Diego city, California",5246,5377,582,516,323,695,647,420,634,679,523,801,674,771,1170,1207,1581,2405,2625,4098,3041,4064,2925,1108
"G06067000","2013","CA",,,"California","06",,,"San Francisco city","67000",,,,,,,,,,,,,,,,"16000US0667000","San Francisco city, California",227440,222412,1595,1348,1144,4470,4304,2719,2355,5282,2616,3580,4201,4572,3325,3313,3701,10940,8274,25257,23968,43623,61825,5028,"San Francisco city, California",4797,4790,663,729,633,1053,1147,972,759,1296,961,987,1272,1288,1106,1037,1324,1661,1446,2672,2618,3534,3224,1050
"G06068000","2013","CA",,,"California","06",,,"San Jose city","68000",,,,,,,,,,,,,,,,"16000US0668000","San Jose city, California",138375,135447,847,405,229,1908,1012,1408,1075,856,454,1756,699,1458,714,1312,1573,4518,6309,23006,23203,34021,28684,2928,"San Jose city, California",4461,4442,553,271,254,742,578,733,557,344,309,599,303,472,411,662,511,992,1576,2390,2657,3323,2465,1044
"G06068084","2013","CA",,,"California","06",,,"San Leandro city","68084",,,,,,,,,,,,,,,,"16000US0668084","San Leandro city, California",,,,,,,,,,,,,,,,,,,,,,,,,"San Leandro city, California",,,,,,,,,,,,,,,,,,,,,,,,
"G06068196","2013","CA",,,"California","06",,,"San Marcos city","68196",,,,,,,,,,,,,,,,"16000US0668196","San Marcos city, California",,,,,,,,,,,,,,,,,,,,,,,,,"San Marcos city, California",,,,,,,,,,,,,,,,,,,,,,,,
"G06068252","2013","CA",,,"California","06",,,"San Mateo city","68252",,,,,,,,,,,,,,,,"16000US0668252","San Mateo city, California",,,,,,,,,,,,,,,,,,,,,,,,,"San Mateo city, California",,,,,,,,,,,,,,,,,,,,,,,,
"G06068378","2013","CA",,,"California","06",,,"San Ramon city","68378",,,,,,,,,,,,,,,,"16000US0668378","San Ramon city, California",,,,,,,,,,,,,,,,,,,,,,,,,"San Ramon city, California",,,,,,,,,,,,,,,,,,,,,,,,
"G06069000","2013","CA",,,"California","06",,,"Santa Ana city","69000",,,,,,,,,,,,,,,,"16000US0669000","Santa Ana city, California",44230,43828,38,0,491,456,356,83,329,72,191,430,332,574,476,510,859,3485,4736,9642,8894,8934,2940,402,"Santa Ana city, California",2471,2486,62,203,388,241,250,98,223,85,225,284,302,317,314,305,460,834,1100,1409,1401,1407,733,247
"G06069070","2013","CA",,,"California","06",,,"Santa Barbara city","69070",,,,,,,,,,,,,,,,"16000US0669070","Santa Barbara city, California",21680,21336,82,229,157,621,280,96,45,207,255,590,0,35,225,77,196,670,1760,3706,2376,4717,5012,344,"Santa Barbara city, California",1829,1832,134,369,248,438,240,158,73,206,353,469,203,59,209,130,196,355,823,969,751,1100,1116,231
"G06069084","2013","CA",,,"California","06",,,"Santa Clara city","69084",,,,,,,,,,,,,,,,"16000US0669084","Santa Clara city, California",,,,,,,,,,,,,,,,,,,,,,,,,"Santa Clara city, California",,,,,,,,,,,,,,,,,,,,,,,,
"G06069088","2013","CA",,,"California","06",,,"Santa Clarita city","69088",,,,,,,,,,,,,,,,"16000US0669088","Santa Clarita city, California",,,,,,,,,,,,,,,,,,,,,,,,,"Santa Clarita city, California",,,,,,,,,,,,,,,,,,,,,,,,
"G06069196","2013","CA",,,"California","06",,,"Santa Maria city","69196",,,,,,,,,,,,,,,,"16000US0669196","Santa Maria city, California",13120,12825,124,0,49,242,165,116,210,176,112,57,580,393,308,249,531,1512,580,3494,1659,2166,102,295,"Santa Maria city, California",1337,1366,153,203,81,263,100,141,207,165,135,96,286,278,284,254,416,564,333,952,596,682,135,237
"G06070000","2013","CA",,,"California","06",,,"Santa Monica city","70000",,,,,,,,,,,,,,,,"16000US0670000","Santa Monica city, California",37002,36649,38,0,0,296,330,95,584,83,48,178,74,625,525,720,655,3009,1941,4306,3929,8839,10374,353,"Santa Monica city, California",2513,2503,65,203,203,254,320,158,681,138,79,227,123,385,360,407,358,866,996,1165,1248,1494,1577,287
"G06070098","2013","CA",,,"California","06",,,"Santa Rosa city","70098",,,,,,,,,,,,,,,,"16000US0670098","Santa Rosa city, California",31500,30868,0,0,125,515,511,76,218,598,231,341,310,326,151,503,1052,1881,3974,6822,5745,6222,1267,632,"Santa Rosa city, California",2492,2472,203,203,168,437,288,127,207,468,244,265,364,327,181,307,475,646,1090,1443,1349,1132,641,386
"G06072016","2013","CA",,,"California","06",,,"Simi Valley city","72016",,,,,,,,,,,,,,,,"16000US0672016","Simi Valley city, California",,,,,,,,,,,,,,,,,,,,,,,,,"Simi Valley city, California",,,,,,,,,,,,,,,,,,,,,,,,
"G06073080","2013","CA",,,"California","06",,,"South Gate city","73080",,,,,,,,,,,,,,,,"16000US0673080","South Gate city, California",,,,,,,,,,,,,,,,,,,,,,,,,"South Gate city, California",,,,,,,,,,,,,,,,,,,,,,,,
"G06073262","2013","CA",,,"California","06",,,"South San Francisco city","73262",,,,,,,,,,,,,,,,"16000US0673262","South San Francisco city, California",,,,,,,,,,,,,,,,,,,,,,,,,"South San Francisco city, California",,,,,,,,,,,,,,,,,,,,,,,,
"G06073430","2013","CA",,,"California","06",,,"South Whittier CDP","73430",,,,,,,,,,,,,,,,"16000US0673430","South Whittier CDP, California",,,,,,,,,,,,,,,,,,,,,,,,,"South Whittier CDP, California",,,,,,,,,,,,,,,,,,,,,,,,
"G06075000","2013","CA",,,"California","06",,,"Stockton city","75000",,,,,,,,,,,,,,,,"16000US0675000","Stockton city, California",47922,46381,364,118,161,644,632,643,395,1188,971,1590,3118,3339,3908,3567,3943,5347,3344,8044,3520,1226,319,1541,"Stockton city, California",2401,2418,310,137,159,324,379,385,256,507,492,619,979,959,996,884,981,1132,874,1664,1118,628,189,521
"G06077000","2013","CA",,,"California","06",,,"Sunnyvale city","77000",,,,,,,,,,,,,,,,"16000US0677000","Sunnyvale city, California",,,,,,,,,,,,,,,,,,,,,,,,,"Sunnyvale city, California",,,,,,,,,,,,,,,,,,,,,,,,
"G06078120","2013","CA",,,"California","06",,,"Temecula city","78120",,,,,,,,,,,,,,,,"16000US0678120","Temecula city, California",,,,,,,,,,,,,,,,,,,,,,,,,"Temecula city, California",,,,,,,,,,,,,,,,,,,,,,,,
"G06078582","2013","CA",,,"California","06",,,"Thousand Oaks city","78582",,,,,,,,,,,,,,,,"16000US0678582","Thousand Oaks city, California",,,,,,,,,,,,,,,,,,,,,,,,,"Thousand Oaks city, California",,,,,,,,,,,,,,,,,,,,,,,,
"G06080000","2013","CA",,,"California","06",,,"Torrance city","80000",,,,,,,,,,,,,,,,"16000US0680000","Torrance city, California",26040,25298,0,0,0,371,75,97,0,141,0,189,323,0,248,907,219,1415,1323,5619,4410,5985,3976,742,"Torrance city, California",2393,2373,203,203,203,330,125,163,203,168,203,195,424,203,221,562,185,629,636,1431,1005,1356,1313,392
"G06080238","2013","CA",,,"California","06",,,"Tracy city","80238",,,,,,,,,,,,,,,,"16000US0680238","Tracy city, California",,,,,,,,,,,,,,,,,,,,,,,,,"Tracy city, California",,,,,,,,,,,,,,,,,,,,,,,,
"G06080812","2013","CA",,,"California","06",,,"Turlock city","80812",,,,,,,,,,,,,,,,"16000US0680812","Turlock city, California",11851,11358,0,0,0,261,105,0,74,177,129,272,819,642,1495,587,1533,1039,801,2534,593,0,297,493,"Turlock city, California",1384,1301,203,203,203,207,171,203,79,198,156,204,560,425,791,325,669,553,378,718,419,203,395,373
"G06080854","2013","CA",,,"California","06",,,"Tustin city","80854",,,,,,,,,,,,,,,,"16000US0680854","Tustin city, California",,,,,,,,,,,,,,,,,,,,,,,,,"Tustin city, California",,,,,,,,,,,,,,,,,,,,,,,,
"G06081204","2013","CA",,,"California","06",,,"Union City city","81204",,,,,,,,,,,,,,,,"16000US0681204","Union City city, California",,,,,,,,,,,,,,,,,,,,,,,,,"Union City city, California",,,,,,,,,,,,,,,,,,,,,,,,
