GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTYA,COUSUBA,PLACE,PLACEA,AIANHHA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,NAME_E,ADC4E001,ADC4E002,ADC4E003,ADC4E004,ADC4E005,ADC4E006,ADC4E007,ADC4E008,ADC4E009,ADC4E010,ADC4E011,ADC4E012,ADC4E013,ADC4E014,ADC4E015,ADC4E016,ADC4E017,ADC4E018,ADC4E019,ADC4E020,ADC4E021,ADC4E022,ADC4E023,ADC4E024,ADC4E025,ADC4E026,ADC4E027,NAME_M,ADC4M001,ADC4M002,ADC4M003,ADC4M004,ADC4M005,ADC4M006,ADC4M007,ADC4M008,ADC4M009,ADC4M010,ADC4M011,ADC4M012,ADC4M013,ADC4M014,ADC4M015,ADC4M016,ADC4M017,ADC4M018,ADC4M019,ADC4M020,ADC4M021,ADC4M022,ADC4M023,ADC4M024,ADC4M025,ADC4M026,ADC4M027
"G06021712","2015","CA",,,"California","06",,,"El Cajon city","21712",,,,,,,,,,,,,,,,"16000US0621712","El Cajon city, California",20180,19853,37,0,162,206,93,0,252,0,44,249,151,150,227,138,439,1797,2019,7736,3131,2493,461,68,0,0,327,"El Cajon city, California",1389,1393,60,201,119,192,151,201,222,201,71,316,129,132,232,136,248,668,741,1189,979,851,289,111,201,201,222
"G06022020","2015","CA",,,"California","06",,,"Elk Grove city","22020",,,,,,,,,,,,,,,,"16000US0622020","Elk Grove city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Elk Grove city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06022230","2015","CA",,,"California","06",,,"El Monte city","22230",,,,,,,,,,,,,,,,"16000US0622230","El Monte city, California",19530,19095,0,0,0,284,56,25,118,357,172,220,185,552,457,597,578,1717,2315,6564,2298,2461,0,139,0,0,435,"El Monte city, California",1464,1469,201,201,201,226,65,41,118,268,189,207,184,359,324,376,300,646,713,1162,730,739,201,225,201,201,268
"G06022804","2015","CA",,,"California","06",,,"Escondido city","22804",,,,,,,,,,,,,,,,"16000US0622804","Escondido city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Escondido city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06023182","2015","CA",,,"California","06",,,"Fairfield city","23182",,,,,,,,,,,,,,,,"16000US0623182","Fairfield city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fairfield city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06024477","2015","CA",,,"California","06",,,"Florence-Graham CDP","24477",,,,,,,,,,,,,,,,"16000US0624477","Florence-Graham CDP, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Florence-Graham CDP, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06024638","2015","CA",,,"California","06",,,"Folsom city","24638",,,,,,,,,,,,,,,,"16000US0624638","Folsom city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Folsom city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06024680","2015","CA",,,"California","06",,,"Fontana city","24680",,,,,,,,,,,,,,,,"16000US0624680","Fontana city, California",19445,19175,0,0,79,73,398,272,38,172,246,243,193,301,308,877,944,1708,2923,3148,2369,3318,1565,0,0,0,270,"Fontana city, California",1932,1961,201,201,127,123,270,320,61,169,224,225,129,257,242,552,554,623,735,1111,806,1321,978,201,201,201,236
"G06026000","2015","CA",,,"California","06",,,"Fremont city","26000",,,,,,,,,,,,,,,,"16000US0626000","Fremont city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fremont city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06027000","2015","CA",,,"California","06",,,"Fresno city","27000",,,,,,,,,,,,,,,,"16000US0627000","Fresno city, California",88802,86757,1580,319,165,1349,868,1211,1044,1722,2008,4889,4052,5283,7865,7697,8492,9437,7468,12158,6336,2075,485,179,75,0,2045,"Fresno city, California",3736,3762,736,230,142,594,457,508,667,618,674,1286,1108,1128,1325,1362,1654,1582,1528,2092,1433,741,363,248,122,201,654
"G06028000","2015","CA",,,"California","06",,,"Fullerton city","28000",,,,,,,,,,,,,,,,"16000US0628000","Fullerton city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Fullerton city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06029000","2015","CA",,,"California","06",,,"Garden Grove city","29000",,,,,,,,,,,,,,,,"16000US0629000","Garden Grove city, California",23433,22803,43,89,165,266,63,348,139,253,430,552,74,115,79,143,165,769,1151,5474,4797,4356,2534,553,124,121,630,"Garden Grove city, California",1540,1421,72,146,271,180,74,329,175,192,297,367,125,191,65,166,165,436,447,957,1080,922,652,368,118,201,335
"G06030000","2015","CA",,,"California","06",,,"Glendale city","30000",,,,,,,,,,,,,,,,"16000US0630000","Glendale city, California",49694,48588,0,0,79,696,432,73,334,286,343,499,146,532,533,404,620,2882,3896,12532,10189,9454,2943,989,417,309,1106,"Glendale city, California",2848,2802,201,201,130,356,294,121,276,226,343,375,143,418,453,350,366,873,1155,1863,1532,1548,1038,521,347,237,592
"G06032548","2015","CA",,,"California","06",,,"Hawthorne city","32548",,,,,,,,,,,,,,,,"16000US0632548","Hawthorne city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hawthorne city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06033000","2015","CA",,,"California","06",,,"Hayward city","33000",,,,,,,,,,,,,,,,"16000US0633000","Hayward city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hayward city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06033182","2015","CA",,,"California","06",,,"Hemet city","33182",,,,,,,,,,,,,,,,"16000US0633182","Hemet city, California",12780,12733,187,0,192,425,71,151,61,70,211,479,675,619,583,804,1239,1326,1393,1940,1052,689,448,0,0,118,47,"Hemet city, California",1379,1381,303,201,235,434,116,169,100,116,208,300,434,413,316,419,517,532,714,643,555,426,341,201,201,139,54
"G06033434","2015","CA",,,"California","06",,,"Hesperia city","33434",,,,,,,,,,,,,,,,"16000US0633434","Hesperia city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hesperia city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06036000","2015","CA",,,"California","06",,,"Huntington Beach city","36000",,,,,,,,,,,,,,,,"16000US0636000","Huntington Beach city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Huntington Beach city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06036448","2015","CA",,,"California","06",,,"Indio city","36448",,,,,,,,,,,,,,,,"16000US0636448","Indio city, California",10938,10709,0,0,109,301,34,0,150,319,183,610,194,331,1059,655,300,1306,566,930,1066,2049,421,0,126,0,229,"Indio city, California",1553,1534,201,201,184,361,56,201,241,312,211,400,172,264,549,489,298,701,336,547,568,736,414,201,205,201,207
"G06036546","2015","CA",,,"California","06",,,"Inglewood city","36546",,,,,,,,,,,,,,,,"16000US0636546","Inglewood city, California",22518,22020,163,0,0,333,318,218,42,86,103,143,97,488,316,912,949,3211,2191,5476,4615,2101,151,107,0,0,498,"Inglewood city, California",1969,1952,265,201,201,286,306,193,70,103,122,234,161,369,272,452,528,1009,745,1090,1030,704,180,137,201,201,336
"G06036770","2015","CA",,,"California","06",,,"Irvine city","36770",,,,,,,,,,,,,,,,"16000US0636770","Irvine city, California",49113,48113,136,0,0,283,138,171,47,67,208,0,129,511,261,178,339,720,197,1922,1904,18020,14640,5714,1529,999,1000,"Irvine city, California",2931,2826,221,201,201,288,225,259,79,111,228,201,209,568,246,165,264,480,172,921,785,2369,2078,1445,614,425,545
"G06037692","2015","CA",,,"California","06",,,"Jurupa Valley city","37692",,,,,,,,,,,,,,,,"16000US0637692","Jurupa Valley city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jurupa Valley city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06039248","2015","CA",,,"California","06",,,"Laguna Niguel city","39248",,,,,,,,,,,,,,,,"16000US0639248","Laguna Niguel city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Laguna Niguel city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06039496","2015","CA",,,"California","06",,,"Lake Forest city","39496",,,,,,,,,,,,,,,,"16000US0639496","Lake Forest city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lake Forest city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06039892","2015","CA",,,"California","06",,,"Lakewood city","39892",,,,,,,,,,,,,,,,"16000US0639892","Lakewood city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lakewood city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06040130","2015","CA",,,"California","06",,,"Lancaster city","40130",,,,,,,,,,,,,,,,"16000US0640130","Lancaster city, California",22587,21790,40,152,219,499,328,932,84,950,583,493,224,734,226,800,1032,2473,3004,4504,2409,1789,315,0,0,0,797,"Lancaster city, California",1634,1589,66,128,184,320,312,557,97,487,473,325,209,357,172,403,449,758,962,1068,741,845,338,201,201,201,418
"G06041992","2015","CA",,,"California","06",,,"Livermore city","41992",,,,,,,,,,,,,,,,"16000US0641992","Livermore city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Livermore city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06043000","2015","CA",,,"California","06",,,"Long Beach city","43000",,,,,,,,,,,,,,,,"16000US0643000","Long Beach city, California",102280,100332,435,175,185,702,1154,387,486,598,858,1625,1046,1625,2207,2940,5041,12287,12582,21279,13525,15006,4091,1489,396,213,1948,"Long Beach city, California",3706,3632,319,151,165,428,509,202,319,404,416,642,564,516,846,823,1047,1459,1660,2195,1614,2032,1112,738,252,236,626
"G06044000","2015","CA",,,"California","06",,,"Los Angeles city","44000",,,,,,,,,,,,,,,,"16000US0644000","Los Angeles city, California",870797,851298,4751,2074,3462,14523,11387,5532,4989,8072,5688,12081,10175,16166,16537,26267,25124,72685,78575,167268,110633,144694,62664,26248,13649,8054,19499,"Los Angeles city, California",9238,8756,1105,657,821,1940,1582,1081,890,979,1004,1653,1391,1672,2073,2562,2301,4020,3943,6111,5207,4899,3862,2260,2071,1379,2179
"G06044574","2015","CA",,,"California","06",,,"Lynwood city","44574",,,,,,,,,,,,,,,,"16000US0644574","Lynwood city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lynwood city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06045484","2015","CA",,,"California","06",,,"Manteca city","45484",,,,,,,,,,,,,,,,"16000US0645484","Manteca city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Manteca city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06046842","2015","CA",,,"California","06",,,"Menifee city","46842",,,,,,,,,,,,,,,,"16000US0646842","Menifee city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Menifee city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06046898","2015","CA",,,"California","06",,,"Merced city","46898",,,,,,,,,,,,,,,,"16000US0646898","Merced city, California",15421,15376,468,0,0,303,195,296,71,789,1042,598,1053,730,766,1271,683,2562,1476,2452,505,78,0,0,38,0,45,"Merced city, California",1327,1334,468,201,201,201,205,239,91,439,516,356,484,464,425,538,362,739,774,1098,566,96,201,201,59,201,76
"G06047766","2015","CA",,,"California","06",,,"Milpitas city","47766",,,,,,,,,,,,,,,,"16000US0647766","Milpitas city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Milpitas city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06048256","2015","CA",,,"California","06",,,"Mission Viejo city","48256",,,,,,,,,,,,,,,,"16000US0648256","Mission Viejo city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mission Viejo city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06048354","2015","CA",,,"California","06",,,"Modesto city","48354",,,,,,,,,,,,,,,,"16000US0648354","Modesto city, California",32163,30574,200,50,57,501,944,497,306,275,437,995,363,1602,1137,2191,2232,5382,4174,6158,1602,1270,201,0,0,0,1589,"Modesto city, California",2650,2541,221,87,74,256,639,416,298,271,257,546,249,635,467,762,684,1079,857,1214,660,760,219,201,201,201,624
"G06049270","2015","CA",,,"California","06",,,"Moreno Valley city","49270",,,,,,,,,,,,,,,,"16000US0649270","Moreno Valley city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Moreno Valley city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06049670","2015","CA",,,"California","06",,,"Mountain View city","49670",,,,,,,,,,,,,,,,"16000US0649670","Mountain View city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mountain View city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06050076","2015","CA",,,"California","06",,,"Murrieta city","50076",,,,,,,,,,,,,,,,"16000US0650076","Murrieta city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Murrieta city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06050258","2015","CA",,,"California","06",,,"Napa city","50258",,,,,,,,,,,,,,,,"16000US0650258","Napa city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Napa city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06051182","2015","CA",,,"California","06",,,"Newport Beach city","51182",,,,,,,,,,,,,,,,"16000US0651182","Newport Beach city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Newport Beach city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06052526","2015","CA",,,"California","06",,,"Norwalk city","52526",,,,,,,,,,,,,,,,"16000US0652526","Norwalk city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Norwalk city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06053000","2015","CA",,,"California","06",,,"Oakland city","53000",,,,,,,,,,,,,,,,"16000US0653000","Oakland city, California",98369,95835,1251,624,490,1472,2401,805,1795,1442,1227,1477,275,1865,2250,2701,2763,7216,5862,19153,12638,17687,6002,3003,883,553,2534,"Oakland city, California",3417,3442,490,444,295,601,893,443,847,496,603,554,190,714,643,768,839,1418,1028,2334,1628,1928,1118,811,352,305,744
"G06053322","2015","CA",,,"California","06",,,"Oceanside city","53322",,,,,,,,,,,,,,,,"16000US0653322","Oceanside city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Oceanside city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06053896","2015","CA",,,"California","06",,,"Ontario city","53896",,,,,,,,,,,,,,,,"16000US0653896","Ontario city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Ontario city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06053980","2015","CA",,,"California","06",,,"Orange city","53980",,,,,,,,,,,,,,,,"16000US0653980","Orange city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Orange city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06054652","2015","CA",,,"California","06",,,"Oxnard city","54652",,,,,,,,,,,,,,,,"16000US0654652","Oxnard city, California",24935,24423,0,39,327,311,167,184,134,0,180,660,35,178,374,439,150,1045,1103,5501,4837,5013,3211,409,126,0,512,"Oxnard city, California",1744,1781,201,65,246,201,161,189,177,201,242,403,58,193,285,354,149,428,557,1096,1049,1057,909,260,146,201,352
"G06055156","2015","CA",,,"California","06",,,"Palmdale city","55156",,,,,,,,,,,,,,,,"16000US0655156","Palmdale city, California",15365,14412,516,281,0,468,207,0,228,465,45,496,160,626,680,408,500,1011,1019,2723,2127,2259,193,0,0,0,953,"Palmdale city, California",1844,1748,440,278,201,430,173,201,226,366,73,331,207,393,392,259,365,380,407,844,951,588,159,201,201,201,492
"G06055282","2015","CA",,,"California","06",,,"Palo Alto city","55282",,,,,,,,,,,,,,,,"16000US0655282","Palo Alto city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Palo Alto city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06056000","2015","CA",,,"California","06",,,"Pasadena city","56000",,,,,,,,,,,,,,,,"16000US0656000","Pasadena city, California",29773,29143,0,0,34,406,380,41,39,188,45,0,67,122,378,231,357,804,3564,5847,4064,6580,3590,1559,626,221,630,"Pasadena city, California",1724,1770,201,201,57,285,305,63,64,204,74,201,111,151,320,243,278,368,859,1056,874,1132,854,514,421,199,383
"G06056700","2015","CA",,,"California","06",,,"Perris city","56700",,,,,,,,,,,,,,,,"16000US0656700","Perris city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Perris city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06057456","2015","CA",,,"California","06",,,"Pittsburg city","57456",,,,,,,,,,,,,,,,"16000US0657456","Pittsburg city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pittsburg city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06057792","2015","CA",,,"California","06",,,"Pleasanton city","57792",,,,,,,,,,,,,,,,"16000US0657792","Pleasanton city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pleasanton city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06058072","2015","CA",,,"California","06",,,"Pomona city","58072",,,,,,,,,,,,,,,,"16000US0658072","Pomona city, California",19680,19252,0,0,0,43,319,0,107,77,0,440,117,319,327,548,1128,2128,2983,3819,2744,3847,306,0,0,0,428,"Pomona city, California",1780,1771,201,201,201,70,369,201,179,92,201,427,113,224,252,308,524,650,885,808,747,895,256,201,201,201,269
"G06059444","2015","CA",,,"California","06",,,"Rancho Cordova city","59444",,,,,,,,,,,,,,,,"16000US0659444","Rancho Cordova city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rancho Cordova city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06059451","2015","CA",,,"California","06",,,"Rancho Cucamonga city","59451",,,,,,,,,,,,,,,,"16000US0659451","Rancho Cucamonga city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rancho Cucamonga city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06059920","2015","CA",,,"California","06",,,"Redding city","59920",,,,,,,,,,,,,,,,"16000US0659920","Redding city, California",17664,17019,253,0,313,186,0,201,45,656,261,471,980,1675,1498,1105,1202,1665,1540,2769,1484,514,91,83,0,27,645,"Redding city, California",1360,1346,277,201,236,138,201,166,75,478,175,327,492,594,746,669,609,654,575,919,557,274,121,102,201,44,467
"G06059962","2015","CA",,,"California","06",,,"Redlands city","59962",,,,,,,,,,,,,,,,"16000US0659962","Redlands city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Redlands city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06060018","2015","CA",,,"California","06",,,"Redondo Beach city","60018",,,,,,,,,,,,,,,,"16000US0660018","Redondo Beach city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Redondo Beach city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06060102","2015","CA",,,"California","06",,,"Redwood City city","60102",,,,,,,,,,,,,,,,"16000US0660102","Redwood City city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Redwood City city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06060466","2015","CA",,,"California","06",,,"Rialto city","60466",,,,,,,,,,,,,,,,"16000US0660466","Rialto city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Rialto city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06060620","2015","CA",,,"California","06",,,"Richmond city","60620",,,,,,,,,,,,,,,,"16000US0660620","Richmond city, California",20460,19762,416,0,212,669,347,46,197,533,154,228,74,489,300,230,208,1403,1570,4205,2282,4394,1745,60,0,0,698,"Richmond city, California",2109,2146,256,201,340,603,415,77,313,442,197,265,120,434,280,208,192,693,718,1076,784,1201,719,98,201,201,387
"G06062000","2015","CA",,,"California","06",,,"Riverside city","62000",,,,,,,,,,,,,,,,"16000US0662000","Riverside city, California",42307,41390,787,90,126,109,222,311,264,220,193,710,306,1119,726,1483,2023,4978,5742,9656,6452,5262,518,93,0,0,917,"Riverside city, California",2727,2744,557,82,123,110,228,322,259,201,201,416,243,588,318,525,799,1118,1292,1305,1270,1199,503,156,201,201,516
"G06062938","2015","CA",,,"California","06",,,"Roseville city","62938",,,,,,,,,,,,,,,,"16000US0662938","Roseville city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Roseville city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06064000","2015","CA",,,"California","06",,,"Sacramento city","64000",,,,,,,,,,,,,,,,"16000US0664000","Sacramento city, California",96106,93674,1115,728,727,1765,873,417,248,1206,1150,2111,2435,3845,3144,4662,6823,8797,10226,19901,14416,7106,1540,397,0,42,2432,"Sacramento city, California",3602,3646,583,470,369,690,501,340,154,609,534,768,679,1020,820,1030,1331,1617,1831,2135,2099,1548,547,205,201,72,821
"G06064224","2015","CA",,,"California","06",,,"Salinas city","64224",,,,,,,,,,,,,,,,"16000US0664224","Salinas city, California",24391,23863,45,265,35,225,40,124,150,40,177,458,176,256,552,756,1139,2727,2278,5378,4276,4039,529,96,102,0,528,"Salinas city, California",1764,1724,75,357,58,217,66,143,205,65,209,314,208,249,393,435,560,831,680,1147,1054,945,291,158,169,201,302
"G06065000","2015","CA",,,"California","06",,,"San Bernardino city","65000",,,,,,,,,,,,,,,,"16000US0665000","San Bernardino city, California",31627,30703,165,496,294,708,372,220,254,621,455,629,882,1912,2094,2813,3025,4286,3155,5067,1881,1073,301,0,0,0,924,"San Bernardino city, California",2060,2099,199,441,288,419,246,236,193,397,251,362,411,621,646,856,810,926,841,1072,643,534,332,201,201,201,468
"G06065042","2015","CA",,,"California","06",,,"San Buenaventura (Ventura) city","65042",,,,,,,,,,,,,,,,"16000US0665042","San Buenaventura (Ventura) city, California",18168,17789,0,73,0,614,86,183,103,0,102,330,430,71,132,151,422,695,698,3524,2733,5004,1712,557,169,0,379,"San Buenaventura (Ventura) city, California",1819,1783,201,122,201,532,102,171,87,201,170,403,418,114,170,175,467,472,366,961,866,1159,765,343,141,201,242
"G06065084","2015","CA",,,"California","06",,,"San Clemente city","65084",,,,,,,,,,,,,,,,"16000US0665084","San Clemente city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"San Clemente city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06066000","2015","CA",,,"California","06",,,"San Diego city","66000",,,,,,,,,,,,,,,,"16000US0666000","San Diego city, California",272039,265394,241,686,507,2392,2791,1736,1295,1746,1288,3037,1255,2324,3080,5396,5829,16660,17298,46285,38962,65216,31388,9171,3888,2923,6645,"San Diego city, California",5721,5863,201,442,319,741,831,608,592,748,629,1144,576,778,1031,1296,1263,2110,2245,3848,3394,4506,2536,1703,1031,917,1252
"G06067000","2015","CA",,,"California","06",,,"San Francisco city","67000",,,,,,,,,,,,,,,,"16000US0667000","San Francisco city, California",229112,222728,899,772,663,5226,5346,4077,2476,2623,3009,5595,1293,4101,3569,3097,3582,7316,7668,21442,20378,37701,30425,24458,14495,12517,6384,"San Francisco city, California",4828,4757,589,488,421,1493,906,1222,847,803,1162,1269,491,1215,1080,918,1011,1550,1389,2448,2280,3266,2929,3011,1876,2027,1452
"G06068000","2015","CA",,,"California","06",,,"San Jose city","68000",,,,,,,,,,,,,,,,"16000US0668000","San Jose city, California",140114,137436,214,169,377,645,2152,745,759,1411,466,1565,1164,2096,654,924,622,2655,4532,14750,18600,37172,22426,14838,6285,2215,2678,"San Jose city, California",4509,4424,176,167,317,351,713,509,415,683,243,651,660,812,469,527,292,689,1275,1732,1911,2551,2438,1914,1186,723,747
"G06068084","2015","CA",,,"California","06",,,"San Leandro city","68084",,,,,,,,,,,,,,,,"16000US0668084","San Leandro city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"San Leandro city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06068196","2015","CA",,,"California","06",,,"San Marcos city","68196",,,,,,,,,,,,,,,,"16000US0668196","San Marcos city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"San Marcos city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06068252","2015","CA",,,"California","06",,,"San Mateo city","68252",,,,,,,,,,,,,,,,"16000US0668252","San Mateo city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"San Mateo city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06068378","2015","CA",,,"California","06",,,"San Ramon city","68378",,,,,,,,,,,,,,,,"16000US0668378","San Ramon city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"San Ramon city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06069000","2015","CA",,,"California","06",,,"Santa Ana city","69000",,,,,,,,,,,,,,,,"16000US0669000","Santa Ana city, California",39610,39088,0,198,113,144,245,198,275,373,0,109,326,514,581,174,130,1861,4585,8188,9460,8861,2091,465,101,96,522,"Santa Ana city, California",2242,2218,201,190,95,161,194,232,283,293,201,179,297,357,381,150,143,545,939,1347,1404,1571,584,271,132,117,232
"G06069070","2015","CA",,,"California","06",,,"Santa Barbara city","69070",,,,,,,,,,,,,,,,"16000US0669070","Santa Barbara city, California",21708,21608,0,123,99,150,171,199,357,236,124,222,265,102,527,0,104,303,863,2753,4518,5690,2605,595,1145,457,100,"Santa Barbara city, California",1864,1859,201,150,114,155,168,172,249,288,145,231,374,124,373,201,126,205,428,985,1143,1114,732,420,617,355,91
"G06069084","2015","CA",,,"California","06",,,"Santa Clara city","69084",,,,,,,,,,,,,,,,"16000US0669084","Santa Clara city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Santa Clara city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06069088","2015","CA",,,"California","06",,,"Santa Clarita city","69088",,,,,,,,,,,,,,,,"16000US0669088","Santa Clarita city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Santa Clarita city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
"G06069196","2015","CA",,,"California","06",,,"Santa Maria city","69196",,,,,,,,,,,,,,,,"16000US0669196","Santa Maria city, California",14559,14150,35,411,193,47,145,116,99,99,256,211,0,620,82,245,626,1309,1469,3412,1922,2613,240,0,0,0,409,"Santa Maria city, California",1280,1274,58,398,143,77,108,116,160,163,292,245,201,447,99,185,402,612,588,836,640,854,295,201,201,201,349
"G06070000","2015","CA",,,"California","06",,,"Santa Monica city","70000",,,,,,,,,,,,,,,,"16000US0670000","Santa Monica city, California",32707,32606,0,0,329,88,137,276,210,121,429,304,185,165,363,233,586,1692,1992,4915,2379,8480,4764,2408,1785,765,101,"Santa Monica city, California",2184,2159,201,201,378,145,164,232,247,144,395,278,181,195,285,260,500,764,774,1335,923,1440,1121,802,804,371,121
"G06070098","2015","CA",,,"California","06",,,"Santa Rosa city","70098",,,,,,,,,,,,,,,,"16000US0670098","Santa Rosa city, California",31999,31737,0,0,250,797,196,334,0,160,234,339,274,466,32,510,248,1754,3389,6173,4978,9581,1265,608,149,0,262,"Santa Rosa city, California",1880,1894,201,201,321,454,202,281,201,157,248,329,260,417,54,359,137,786,1058,1333,1169,1409,526,537,173,201,167
"G06072016","2015","CA",,,"California","06",,,"Simi Valley city","72016",,,,,,,,,,,,,,,,"16000US0672016","Simi Valley city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,,"Simi Valley city, California",,,,,,,,,,,,,,,,,,,,,,,,,,,
